Disability,married,Gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Both,Married,Male,-60.4061328841772,-34.567727253950615,E,22.340258885265772,C,62.31949294863058,-209.4634045565436,D,0
Physical,Single,M,48.04231848249332,-9.14763103917613,D,-48.76084313599646,C,22.655824238930446,-29.00808057618204,A,0
Physical,Married,Female,-59.196813437108375,142.88956203490332,A,-81.29763147013017,B,59.62156303058802,98.49504005710924,B,1
None,Widowed,F,-22.526358172805963,102.45327976900869,D,62.027355676245556,C,-50.861675999882635,-176.97924640999872,A,0
No,Divorced,Other,-87.53115744746063,-18.904659278119006,A,-38.97261525567679,B,-23.329889548203912,-97.2058854291533,A,0
No,Divorced,F,296.6269703060396,18.47256794465681,C,232.20085375513685,B,-19.129777839011705,215.89058374000533,A,1
Physical,Single,Female,31.16641286853319,15.642717939438896,E,-55.40230115107448,B,-10.97337160884145,-10.884422401876526,E,0
Both,Divorced,Male,-22.12427425317579,-57.82358850556103,E,136.6497419813832,E,-36.6931645410762,-189.28164148698954,D,0
No,Single,Male,133.69043998148015,93.76626048557594,C,95.09726559673172,B,-155.77350217991085,-97.72581240100568,D,0
None,Divorced,Non-binary,-110.35396354073079,70.20473498430233,E,50.666189594787404,E,34.349462451849575,179.59749505258154,C,0
No,Divorced,Male,-24.56644073668749,75.42739729531071,A,37.985316924966675,E,162.55874022950616,164.7265526272622,D,1
None,Single,Female,-44.8416286244106,-47.59875585250377,E,47.42011351971324,C,5.391933624450357,21.30662538201805,B,1
None,Single,M,80.50203159775357,110.2267162072435,A,-9.774951639109927,C,-94.98156807889144,-105.2348170930113,E,1
Both,Single,M,-1.9701349837955167,6.668135691901446,B,-195.4641264902267,C,89.15457575308558,-26.990315933902643,A,1
Physical,Married,Non-binary,-127.0728999503285,26.71024580891376,E,125.42598956451722,E,-26.120569217417867,-13.414412756787671,C,0
Yes,Widowed,Male,-171.7027413046098,37.34668035677501,A,59.831599848081865,B,8.810824477973156,-18.531919210018813,D,1
No,Single,Non-binary,-153.97988231994063,58.22728345471814,E,-65.31461737162104,E,35.75143797329252,77.96169025093327,E,1
None,Widowed,Other,19.291050383600023,57.099817922336335,E,-163.52293746829622,B,61.09982406961528,50.26016176253886,E,1
None,Single,F,176.41868716039585,72.51480136995258,E,221.71241346776435,B,123.68983361020496,103.77390025521645,C,0
Both,Married,Other,-80.57411300877429,-96.05601229260932,A,-48.00489391276155,D,152.54140061543166,-109.54239829026105,C,0
Yes,Married,F,-47.33650920114339,112.6170606194145,D,-34.73066401291254,C,-36.82880760080039,-111.24575636826681,B,1
Yes,Widowed,M,184.75276155138084,71.00730621300045,D,-189.9752527407582,C,7.765054501155955,39.66719790171867,A,0
Both,Married,Non-binary,16.8734332896475,-25.51818203049063,D,-90.89469432226232,E,40.986838499617626,-50.17329947645946,E,0
None,Married,Non-binary,-72.9890261523538,86.00585401452568,A,-172.9488814721627,E,117.6233491359821,179.44053809965425,E,1
None,Married,Non-binary,-183.60850637700608,-34.89821471220556,D,-17.298644049996682,C,5.3687371199798015,-134.26008439504892,B,1
No,Married,Male,-28.02500493722084,56.199983062465165,D,13.33741625211378,E,-28.836160254218335,85.79833766108528,A,0
None,Divorced,Other,40.50779775641804,54.440881492350336,A,9.900725339927602,D,-59.55719135345131,-34.18675860826023,A,1
None,Divorced,Non-binary,-43.3735214555967,-10.119513074025448,B,11.136451841413333,B,187.13527424840072,-74.23244796625539,A,1
Physical,Married,Non-binary,-45.871187389544936,-77.9827591286886,E,262.9899977689633,A,-139.83595295555475,90.73624111091063,A,1
Yes,Single,Non-binary,13.191316996882009,64.83679708714031,C,14.310010283202798,E,44.64047091510103,59.57651978387125,D,1
Mental,Married,Non-binary,142.95427196396616,74.2780569604443,B,-112.05096124319415,C,-5.9615167462317045,116.36173864132464,D,0
Physical,Widowed,Female,59.041659612588035,-15.511121614339709,B,5.793957412048407,E,186.6295191771971,-64.45820676101431,E,0
None,Widowed,M,-80.32502361522035,103.67849908257129,C,240.23893275820365,A,-186.44176554899158,-57.22778692214747,D,1
None,Married,Other,-151.3874112408232,56.29669193298397,D,200.08119652625496,D,98.59673556554577,172.8693814069003,D,1
None,Single,Male,37.2067944871681,8.819211999109504,B,273.2560941469646,B,91.89612646136746,89.25098760992995,C,0
Physical,Married,F,171.97034139550257,125.22582360082359,E,51.12029570430751,A,-66.02878674299232,-35.361018897315496,D,1
Yes,Widowed,F,105.73111794172887,90.99169868706511,A,27.63191574174288,C,-101.31096211705677,-63.65417273648188,B,0
Mental,Single,Non-binary,-10.637523087595522,54.84843799386261,D,-133.11116932931452,A,-199.115149041284,8.555555295768194,A,0
No,Married,Other,-104.88724572600081,62.15690559906491,C,-0.5364979629157018,A,-13.632361330205597,25.22828873921735,A,0
Physical,Widowed,Male,-3.273146960906343,-66.93245534689551,E,69.6722529450748,A,40.573643846287396,-62.61601177102043,E,0
Physical,Married,F,61.60659530826441,-47.166276970474236,E,217.52432963069967,E,-136.11852522732275,7.42543749126717,D,0
None,Widowed,F,-170.74105592286836,-90.22422537618634,C,-69.74511940867741,C,38.09030425511439,78.45473187121397,D,0
Mental,Widowed,Non-binary,122.62359603825168,-1.8948416773624381,A,47.40364606525617,D,53.72989938447932,-50.92841711118666,E,1
Yes,Divorced,F,94.11361223079649,-151.59167248962885,E,122.21231904832273,B,121.13252417428282,-44.00118497664424,B,0
Yes,Widowed,Male,152.90576190172789,-34.05438735521445,D,8.087374207834145,B,-22.238998809225865,-39.53899432404202,D,0
Mental,Divorced,M,-35.88103461569408,-118.660342488523,B,-64.65582512843227,D,53.69938269623184,-20.077818171565355,A,0
Both,Single,Other,-106.46011153158253,19.321078860514014,B,55.8577313988503,B,-140.14215183039528,-136.60242547955238,B,1
Mental,Single,Other,54.17835019821812,21.719205411074217,C,273.6234854641749,A,-98.75343407025137,25.77225388886491,E,1
None,Widowed,Female,-53.95547644933405,3.8247392440704013,E,179.1016356102127,A,41.36596499598787,-104.61102610165851,B,1
Yes,Single,Other,-135.22387360173573,-122.85053073104821,C,23.860443513621142,E,67.54449590820929,-3.15227681708458,A,1
No,Married,Female,-28.27031708904913,100.18200360916036,B,77.52850398119696,C,78.59810726766395,-255.12303717357153,C,1
No,Single,Male,-79.06665733593503,70.60531194385015,C,-329.73012807218,A,7.605193946670965,-37.16980774804975,D,0
Physical,Single,Other,56.9950819499491,-125.87534917856979,C,-55.292414382110266,A,23.148324402572463,97.49332382169578,E,1
Yes,Widowed,F,87.42717709696669,-88.6976834675417,D,17.55167247089246,A,60.13482719359241,-63.708501385467265,E,1
Physical,Divorced,Female,202.87763651039495,-88.52230993966909,E,-63.94349700770553,A,23.632225103762607,137.61027457269387,D,1
Yes,Divorced,Female,28.24119019163992,134.56894412814958,D,3.7931675642126095,A,145.79085417687585,-217.4324557329268,A,0
Yes,Divorced,Female,-169.3550749600177,-6.541619819957568,E,-13.873107667582978,D,-14.051044177124366,157.33960525217327,C,1
None,Divorced,F,2.8214676212668257,-10.288683156299763,E,-113.9086149645398,B,38.45552416151526,-51.27159143268691,D,1
Physical,Married,Non-binary,-131.21281903756704,-1.5314224975067208,D,-57.41782359656445,D,171.46996672400655,-47.975188749431176,B,1
Both,Married,M,4.066563554165245,41.17946739057965,D,148.98259993370272,C,82.07391223964936,69.13270339901551,A,0
None,Divorced,M,193.29587555974575,16.0245547487181,D,-9.510767704275555,A,-27.274341944443876,-138.1525003879621,A,1
None,Divorced,Female,152.19020911599247,75.28594097929057,C,-91.25114168066662,C,-3.696983449264004,-71.93404918818382,A,0
Both,Married,F,-55.45796709397115,46.64899913025737,E,-25.43299388135201,E,165.3893774833517,-0.7042612248083205,E,0
Mental,Married,F,-38.82934595453244,-182.73455288179903,B,-171.0391902536376,A,-15.944760304035388,-111.87035584666052,C,0
No,Married,Non-binary,-55.58939511184674,-90.70440237527471,E,19.44429700553026,D,-70.70927144859961,63.37519736185075,A,0
No,Widowed,Non-binary,95.00920415010982,-48.4711319975568,A,-134.016160858009,D,-122.89367263430648,-60.09796146594548,E,1
No,Single,F,-40.87143379037915,56.33937719826613,C,-122.26132120631385,B,209.61652386626,20.8096570122321,D,0
No,Divorced,Other,67.29031827818771,-72.59671211589762,A,115.5489819369869,C,-15.002666968414221,50.02771707130675,E,1
No,Widowed,Other,-28.180370977184406,105.87876538862935,C,-115.61064621241212,B,63.69977917432601,60.952185537274914,E,1
Mental,Divorced,Female,41.13126496026893,-37.22030775791238,B,-47.10523514025975,A,-101.21296741952888,3.7377906164651002,C,0
None,Divorced,Male,-32.35761876087869,-47.38935152747753,C,-55.92058317323536,A,8.356755976618167,122.11877043457918,D,1
No,Divorced,Other,186.41508566984098,-75.9652213541163,D,-175.46821281047556,C,68.14113714524467,-74.00597980853088,B,0
None,Single,Female,-102.91856204899779,-42.267720374889414,D,-45.220533667966045,C,-92.38403441160251,-76.52810251545453,E,1
Mental,Married,F,54.50740588392444,66.23692650560206,D,10.758285788504208,D,-154.6471406604984,-69.85723681990129,A,0
Both,Married,M,-185.83195582241234,26.701934540939902,B,12.605696033737232,E,41.842742071496716,-31.606554352953527,C,0
Both,Single,F,-77.58298287053968,-157.79644996655662,A,-110.85488393630828,B,-3.2048156782098345,119.4107318815728,D,1
Both,Widowed,F,118.46474321918788,-155.26612779468934,B,-25.46679884645693,D,-157.12586262704704,18.69227142544599,A,0
None,Widowed,M,62.75636033750263,-15.62276483685379,B,-59.239027061607906,E,-111.77963783573898,-132.58464432721718,E,0
Both,Divorced,Other,121.48406084995706,30.835363618795704,B,101.29342314133885,A,-109.39464938588921,112.08100176044873,A,1
Mental,Widowed,M,-56.9057038767215,-53.30777840579293,B,-23.956370398024667,D,89.92889220182964,-151.69527095148325,D,0
None,Widowed,F,43.11708464893309,-42.75235009230801,C,9.612715934707026,C,-72.60411329904844,-13.002817148581213,E,0
Physical,Divorced,F,-196.22583723704483,146.3624071663169,B,179.56793750416406,B,-149.12030433423377,-55.34432966417819,B,1
None,Divorced,Male,73.00935119167498,-86.83323577415372,E,36.405441924765874,E,120.88179758076522,-43.73949992719893,D,0
None,Widowed,Female,-50.68825614135246,104.42104451518601,E,-206.61418756872436,A,-55.20059722470223,66.87828604150585,A,0
No,Single,Non-binary,129.18023832179566,-64.24785160477623,D,-48.325418922796274,A,61.97966456532916,-21.475009346092712,C,0
Both,Divorced,M,19.77418187457832,-49.599029941409455,E,58.545002465908794,B,-191.39889181318048,-8.352633316155522,D,1
Yes,Divorced,Male,-125.15070016220949,74.0412735138556,B,-141.8411760892872,E,-172.56135299728942,11.4411513764224,E,1
Physical,Single,F,49.750567220539956,43.05725252362271,D,64.03449768274132,E,-109.63981354859884,19.444991603397234,A,1
Mental,Single,Male,22.89643457342832,62.97924747482997,D,72.1648290576759,A,58.032786515860636,-51.81760920945663,C,0
No,Widowed,F,-86.66575255767987,11.913150498474073,D,-195.45728890698157,D,-128.1249055904391,-8.009712031389462,A,1
Mental,Widowed,Male,-77.3308984845467,-72.61695990513448,C,-94.52044455420109,B,4.3322233077909935,69.81717126410997,C,0
Both,Divorced,Other,73.340108614825,-19.300464564504413,D,92.19256562546208,D,-61.947327318988265,51.12450505824727,D,1
Both,Married,Non-binary,-35.747191782170155,71.92460805767547,E,-117.61363857142916,B,-76.97794331605057,9.040938713489004,D,0
Mental,Single,F,110.7807980015349,-8.30439172072512,E,183.33590144238048,C,-28.48562368474164,-53.597436361521886,B,1
Both,Widowed,Male,70.90216386183646,-43.139404562618964,D,56.5611111606667,A,31.916564217064842,-17.955656439065063,C,0
Yes,Married,Non-binary,30.90559027444268,-105.419122426451,E,57.31749074724182,A,-162.59006380486878,120.77707964219344,E,0
No,Married,F,-51.37858093025145,-43.18340181752654,D,-17.107665822365682,A,61.091406359128605,-55.99055472146066,C,0
None,Single,Non-binary,33.91766961347589,-292.1743198414531,E,116.71577733103578,E,178.48838062809915,-66.5731790934208,D,1
No,Single,F,98.7756697762691,-128.78734617883748,B,172.32413308005385,A,111.98185015406933,-11.680861573470413,B,0
Yes,Widowed,Other,-22.673844432024467,201.83473461307605,C,-122.36839363996084,C,165.05833470500534,142.38157892567372,E,1
Yes,Single,Male,-127.07205345247137,-22.92729781828845,D,-19.504694581091837,A,-64.6743127117141,-60.28614347502913,B,0
None,Single,Male,-68.32833944930866,89.1471921159392,B,51.26820806916722,A,168.89791975345565,37.18123278042218,C,1
Yes,Married,Male,31.72155573473963,89.68793257284628,B,227.46795406027582,B,-6.876720981945065,62.58213133829371,A,1
Yes,Widowed,F,10.255164198051778,-165.63677727685175,B,17.010859005165553,E,-75.50504263495678,82.89660413970113,B,1
Both,Widowed,Female,29.242778346479525,-51.61724484389243,E,-86.4320922590306,A,-86.88299458991548,18.12096875288105,A,0
None,Single,Other,-72.08326479167248,-103.41925133767731,B,-46.17335369231958,D,-72.25515633568384,27.44130403294828,C,1
Both,Married,Non-binary,79.55085940176073,-28.79251120252368,C,-84.85328734805667,D,-60.87984397357049,15.195293527891893,B,1
Yes,Single,Non-binary,45.04262546673448,89.46671843655497,E,-98.57479651769434,C,55.88227243745495,-73.89758207455301,E,1
Mental,Married,Male,-77.85563659723171,-25.793278836793444,B,68.46382437906445,A,-69.38068723899168,28.34410813360375,B,1
No,Married,Other,41.04251347608739,-76.84470182158964,D,101.26569150265526,D,47.81161327595907,19.060082645186366,C,0
Both,Married,Male,215.15561559924615,-104.88239257008038,E,12.265179469316408,B,-152.88461829043646,-146.47400831019004,B,1
No,Divorced,M,-149.71454757139287,0.8998677630608813,C,128.59711712489798,B,33.81339076059685,140.90831267140706,D,0
None,Married,Female,-27.583024345064157,56.18089687624326,E,9.749280023497848,A,-82.62758724293016,-100.5882317761155,C,0
No,Single,Non-binary,23.068760469585897,-37.422384952962595,E,96.66472027281972,C,-5.151466219644185,23.564537276594177,D,1
Yes,Divorced,Other,-72.42973472695375,13.020057061998328,B,41.686125695229414,D,-142.87764169460658,60.21830934144802,C,0
No,Single,Other,105.60834655058507,199.59296299404497,C,-81.63637028652693,E,168.96205602808027,248.19651479883697,E,1
Mental,Married,M,-15.345926882449282,-50.67415899395671,D,96.22580341043205,A,86.70795324301103,15.940003530532884,B,1
Physical,Single,M,-67.4377694600116,-50.07858823362793,B,15.313658431460581,E,40.70428779736206,-188.3705385285922,B,1
None,Widowed,Female,-29.979356742057227,-82.19335460148307,B,49.43890117714606,C,17.875069966994793,-72.21449374462809,E,0
No,Widowed,Female,-17.8560128351236,163.9411088962965,A,-251.20905242960242,C,-123.62116485323402,-19.319906463033227,B,0
No,Divorced,Non-binary,21.497049978395413,-72.22799377167985,D,1.408667043900704,C,-16.01743284038139,41.77240997249109,C,1
Yes,Widowed,Female,-164.9153912231374,-91.79834330643477,A,147.85941490926987,A,-62.18130013455271,-2.4425723828034567,A,1
Both,Widowed,Other,-14.034176745058705,32.49647446841163,B,-66.5057679845202,C,126.0684685953569,-23.008956321208355,A,0
Both,Divorced,Female,-20.992083771525145,-38.15158136760547,D,5.963407372160119,B,283.81900253952455,23.049976108272922,B,0
Physical,Married,F,-18.977221741807895,-63.14266544421987,E,143.50455446373175,A,-108.22100002278465,-14.311040897426363,C,1
Physical,Single,Other,210.6980053502101,19.680841192336345,E,-107.73218249693541,C,-57.843196342337244,-32.774321289931926,C,0
Both,Divorced,Other,76.69260646137239,-5.850914630302192,E,128.44316794249258,C,-16.307187901931364,-145.36129959142826,C,0
Mental,Widowed,Male,-86.70339436424446,77.08085142302922,A,125.4940102979583,B,-102.4621698411438,-226.90193482873406,A,1
Mental,Married,F,6.764825338687216,98.04247610442994,A,73.1694639742828,A,-167.1225175694113,10.91457591093509,C,0
No,Single,Female,-5.135044595932714,45.95573506011322,A,-146.93563275088985,D,-23.117451912934058,30.416466601095856,C,1
None,Married,Non-binary,-238.33476141412285,32.54253909123777,D,-130.51834293119512,A,17.125263260911154,82.64147672894245,E,1
No,Married,Male,-8.186982720407617,-124.99678842707611,E,-68.7292343092914,E,-82.59987987317957,-45.10436586215505,A,0
Physical,Married,Male,-106.57209563219112,-150.14706902756348,A,-26.736308300434725,B,15.529075919694774,108.37373091305096,C,1
Yes,Married,F,-167.24895703719523,11.706652911452892,B,55.875285181821546,E,185.39886026716016,163.31135870197704,D,1
Mental,Married,Other,-107.50017911382636,-4.486843973726791,E,131.57821496730165,D,1.2244094767207578,46.28873118731891,A,0
Both,Single,Non-binary,-100.55316021904899,104.08563402149484,D,-80.36250354031522,B,-75.12285013761186,98.52845734607224,B,1
Both,Divorced,Non-binary,282.8319076943554,17.632352493486795,D,189.3510755560935,D,109.56383682276724,-50.77521902394992,C,0
None,Divorced,F,231.7538160230276,7.9943512605263,C,250.81667995605045,E,-27.950514497449397,2.5709413012706124,E,0
Yes,Married,Male,165.84865029576997,-77.90883483097323,C,108.60169969540769,C,-155.85652750150456,43.022107563186395,E,1
Both,Divorced,M,-76.92794570435775,11.207358309519236,B,-8.624951925108592,B,120.6229157652384,-7.07234688674885,C,1
No,Divorced,F,120.1066920872186,44.737674676053196,D,3.608623437846044,D,37.04808187074891,-8.051461644825169,A,0
None,Single,Female,89.19060781646124,-68.92331960053188,D,-72.07694514782494,C,63.2216116154759,-33.4581895500332,A,1
Physical,Divorced,Other,133.45123446886365,-93.20477572092894,B,-82.5774133479643,D,-14.00846517087602,18.92592663575305,B,0
No,Divorced,Male,30.711494275297103,-213.36225710074834,E,-2.8756911981143647,A,-186.66341639528395,27.103474901473177,C,1
Physical,Divorced,M,-31.61579557217898,-23.073017590935056,D,50.2048621232549,C,82.19014335766317,192.50334569622868,A,0
No,Single,Other,-12.151781641614058,104.9059509924267,B,37.593355955452644,C,134.5223201068161,-23.194574331790047,D,1
No,Divorced,Female,170.2176041792367,-28.288157032674512,B,49.39689344364381,E,3.0330819838758645,-100.28797570372015,D,1
No,Widowed,Non-binary,-0.4156093676916799,43.275934485973686,D,22.66212040081838,E,-330.4690987763043,178.34590111392143,D,1
Yes,Widowed,Other,34.204416262350456,-120.69777593971378,B,75.63498871593919,B,-4.7257723049822244,188.37044070478183,D,1
No,Single,F,69.86085752834023,-9.750648259332742,A,-254.155967526582,C,88.46919698360601,58.03649057198462,A,1
Mental,Single,Non-binary,-35.767431494558785,-43.445633611884595,D,-77.91149499455592,A,39.90815417488798,-52.45596226006604,D,0
Mental,Widowed,F,-120.18098318378074,31.218165534679237,D,84.1707119288871,A,61.589176919829555,58.192150603543254,B,1
None,Divorced,Female,53.68407152276789,50.31290689190689,C,77.14421767407325,B,-176.26448672567406,49.37990975021919,D,0
None,Widowed,F,120.30021516463852,-77.347747054685,B,190.89166754956008,D,-33.48546088846003,-7.601279961476067,C,1
Mental,Divorced,Non-binary,21.446716138781,37.71008348533124,B,18.001983771668325,C,70.4550307110299,139.73992366170583,C,1
None,Married,Female,-156.8004169216019,132.52161017286744,C,-47.23268482371244,C,91.42176276939182,-30.4179816806456,A,0
Mental,Single,F,134.59667533464636,-49.12726732838942,B,6.068335698334323,B,25.882217961467376,-2.3636044865803862,D,0
Physical,Married,Female,-60.60556388842695,6.825619621302699,A,-55.00291934590037,A,-30.366533779817615,-54.145787819702285,C,0
Mental,Married,Other,65.90426699974768,60.459893461185274,B,139.70314995559133,B,38.266555898735184,58.31824109090682,A,1
Mental,Single,Non-binary,77.27966873744269,139.23639108459264,E,104.25251084005127,C,28.84202613012353,241.24974140708244,A,0
Physical,Single,Non-binary,58.17598913049943,-8.489354965143741,E,-4.5277170898315084,E,2.441412367626227,10.440472343752267,B,1
No,Widowed,F,-196.54171474251683,-92.49019413952797,E,30.62936428897479,A,76.86752331199345,20.702950978455533,E,1
Yes,Divorced,F,-21.717102102551223,198.12573411287363,A,-17.631763437405283,E,96.23366638646095,-104.24701971893475,A,0
Both,Divorced,F,9.712394491955429,161.47569008671076,E,-157.4992971887634,E,-120.92845398214627,205.66544532564706,D,1
Physical,Widowed,Non-binary,129.09241558338073,124.16551674847753,D,29.676021398481307,C,-87.41912913636433,-87.95398433673479,C,1
No,Married,F,-47.74811038567993,103.1708070846405,C,-55.556054409639636,E,63.4546914525571,50.59820376151557,E,1
Yes,Single,M,-82.95187584334593,-31.874404825637413,E,-110.41660464122123,E,-30.45559216212808,-106.08070334824393,D,1
Mental,Single,F,63.853616473187856,-100.92123564345852,C,202.08798929433627,B,-30.24376589476148,-44.12348000452806,D,0
Yes,Married,F,-78.5951058893182,-78.93772659594794,B,-170.52977050515702,B,125.36316123158244,101.81736873914569,A,0
No,Divorced,Female,133.48449850088298,-179.68457497821464,A,-31.7533601395695,A,79.36810184542612,-157.87207072807925,C,1
Both,Widowed,Non-binary,51.741642011000366,-153.76445906686854,A,-134.24186905777066,B,187.65397190052764,-60.07355459676395,B,0
None,Married,Non-binary,-44.134803969516135,-57.1634981735376,B,35.36979078643832,C,16.212125121471857,-176.82154619428462,D,1
No,Married,Non-binary,24.278025897538395,306.1770664114121,B,6.248210897607458,C,130.61819445196483,7.140990033839194,D,1
None,Married,M,60.400546425575776,6.46226194372812,A,60.427308340340524,D,-121.98774987746191,78.00365874492044,B,0
Yes,Married,M,81.8004600995068,-46.62254553849775,C,-99.57584032640806,A,-60.541884182763816,-33.52038567662812,A,1
Mental,Divorced,Female,21.83315826074881,140.06596562800567,E,-53.383303092587944,A,29.1748422810221,-18.667668664114817,A,0
Mental,Single,Non-binary,55.99939839187164,-50.088389936087076,A,188.0442386905511,B,68.40802652438735,103.80540966007281,B,1
None,Married,F,-160.7848100247432,19.752723035509,B,144.73250733134978,C,71.9402160594752,-6.199722434025113,A,0
Mental,Married,Non-binary,-24.007617405845988,-10.325542402747159,B,-135.91463250943406,E,60.987463795788955,45.621548841287826,D,0
Both,Married,Non-binary,39.719884929294444,6.0032099413177304,B,126.06860633427044,C,-29.422224181337064,-102.68021989381299,E,0
Yes,Divorced,F,174.20199169204747,-122.36724193326482,E,-13.40644508787521,B,52.86969090832751,-6.942126944180059,E,1
Yes,Single,M,78.2245335428045,38.98961701194447,C,-115.68779338242945,A,-110.65224792329343,-178.85027448995677,D,0
Physical,Single,Male,102.7945259298344,-0.5425289089712125,A,-56.596223560118744,D,-6.848670260274596,89.24358500033122,C,0
Physical,Divorced,Female,156.83483726531276,-79.23170605777841,B,174.1409972770987,D,129.30909002843413,10.983097188302978,A,1
Physical,Divorced,Other,-76.22270100883284,23.52636382367952,E,99.07490582109561,A,-39.86326796371952,62.24705431021105,E,1
Both,Single,F,81.88033965131586,55.05631530185777,E,-185.0986952561507,B,38.27736549832342,-92.3441705723047,A,1
Physical,Widowed,F,-195.56766384842263,175.26194912406496,D,27.655052202796572,D,84.96226498023175,64.33037099253922,C,0
Physical,Single,Non-binary,-0.2135741308794448,-12.456941091665177,C,-59.63336996460941,D,229.67383060273875,-102.28636044837384,A,0
Yes,Married,Female,17.536990114728766,-77.086282399178,E,-55.92228595144262,C,-63.588353523154694,-74.30822734010673,D,0
Both,Divorced,Female,-41.9543772486899,-180.37746241701203,E,-111.52028683528962,E,-107.38934073924071,-26.982806959250944,A,1
Yes,Widowed,Other,90.43590320056467,-11.779871810039054,B,52.254197795497525,C,-87.57256440401484,-131.3690716314055,B,1
Mental,Married,Male,-169.54181440554714,17.005022857036252,C,-17.799199875648885,D,3.887302931934193,-105.75304391560346,B,1
None,Married,F,13.420954759234311,-91.53484798437175,E,12.993087933697979,D,88.23460594916611,185.50924363662725,B,0
Physical,Single,Male,70.62830829771059,66.87864381720267,C,-6.157088576229635,B,131.30435434156928,71.61813474806156,A,1
Yes,Single,Male,-162.07380298426864,-45.006954668278965,C,-98.52026019791705,A,-44.574901997671375,-145.37488355936895,D,0
None,Divorced,Non-binary,39.44241089553671,-27.980997863515768,B,-52.5276669441581,E,153.36251024214502,-80.95431043269237,E,1
None,Widowed,M,-220.60933269879027,-89.45787234374887,C,-185.77231857679212,A,-7.100922401223682,-37.39235916671419,E,1
Both,Widowed,Male,19.18122003160206,17.443952940492277,E,16.714894063922863,D,-42.58881160438686,72.67246351123767,C,1
Mental,Divorced,Non-binary,-91.42708045678256,9.408539535513194,E,9.651454217624918,C,39.93315244238748,-6.030626278431271,E,0
Mental,Single,F,-18.86845167799511,50.48193822548392,A,-53.66030408323521,B,71.15606315667132,118.9183495046264,B,1
Yes,Divorced,F,-270.85413116835207,-100.08006579446325,E,-159.2896408984984,B,-136.6625210015602,-54.37637232795194,C,0
No,Widowed,Non-binary,144.30374813026745,-68.1656783789425,D,-13.039051738723082,B,-13.208897146852355,28.258802563107032,B,1
Yes,Single,Male,-35.73934617869823,-71.55893986718154,D,-88.7091115482418,B,63.252046311302415,-46.63919739586221,E,1
Mental,Married,Female,-114.34060755881343,199.67393503436406,D,150.52974562324331,C,72.20960479940254,-166.92249718296821,A,1
No,Single,Other,250.25361591924303,28.48935182468681,E,-117.27878121613806,E,34.1646916861152,-50.12276216226128,B,1
None,Widowed,Non-binary,-169.2350703718443,140.64924023642823,B,102.3335392267835,E,-56.27298524814319,43.09706857370247,D,1
None,Widowed,F,-126.34427660503019,-85.90413188445736,D,-2.245562239496949,D,197.12588041672345,173.70045619564257,B,0
Both,Divorced,Non-binary,157.5386923629804,176.06995837393188,E,-35.20873686754912,C,188.17152778543323,136.17178658558643,B,1
Mental,Single,F,53.249054535456445,-142.9032320095627,B,-164.4837567044501,A,43.1686784892294,7.978599960596931,B,0
Mental,Married,F,126.10583497324508,-33.74734232933385,D,48.98510921907449,A,-18.664732436205536,38.57815887520132,E,0
Yes,Divorced,Other,72.80576185950488,-84.58816656256614,B,184.99159833697163,B,-44.14278668193033,46.19821692262504,A,0
Mental,Single,Female,-31.27401000331152,8.652460949218403,B,-129.33510170022234,B,64.19577454950746,-58.41826270677713,A,1
Mental,Single,Other,-101.46009220138276,186.30710172571324,E,-69.52268836869146,B,-67.02958535971162,-140.21385349549305,B,0
Yes,Single,Non-binary,-89.02231228522366,-16.16852608973065,C,-59.131678831387426,C,-23.291406529808484,-11.882080986545004,B,1
None,Divorced,M,-18.85714141357429,-140.63044222775392,A,108.84285754408927,B,73.04352068316578,-28.986695558973707,D,1
Yes,Married,Other,-20.95434814146223,150.56489759366121,E,51.74225047670541,B,93.86176473484748,-19.109566057081416,B,1
No,Married,F,-8.329160505068526,81.89922474834675,E,-131.8547971708259,B,-0.13567227032619844,-122.42366744417288,C,1
No,Married,Non-binary,-36.901002604472524,-55.373311406058164,A,101.99898501603737,C,106.69932056799504,-55.04967756705088,E,0
Both,Single,Male,12.461540635170584,108.38165058545799,B,-87.39083911281384,E,-159.05800689568304,-51.16475997339142,A,0
Mental,Divorced,Non-binary,219.00373199917462,-143.2320887431209,E,19.6677078029659,A,14.071680539825717,-28.220821093919806,A,0
Yes,Single,Other,75.77128770782167,-61.96329283817752,B,95.56866990687128,E,15.263860537449798,77.77875726797957,A,1
None,Widowed,Female,24.416432385400665,-2.1541161030907343,D,-19.259513999294196,C,227.61863855224726,223.60397135245944,B,1
Yes,Divorced,Female,65.02806966118443,-175.5244537933652,D,101.96418024377701,A,-11.012945876788121,26.4194737636471,E,1
No,Widowed,Non-binary,180.96392854830736,-215.59220026516525,D,-5.237165655295142,E,1.135883987394053,109.32056103519531,E,1
None,Widowed,Male,264.4588456314033,-217.06169819292995,A,82.2601837220174,C,-64.21224138991157,221.3550619637434,D,0
Both,Widowed,F,85.26389128257081,-137.3063798944884,D,-98.8745251156881,C,108.12029862778247,61.474108862904465,D,1
Yes,Widowed,Other,-33.02129438664386,-88.38335155625273,A,106.1841100860515,C,-33.54746150432445,198.12486364764627,C,0
None,Divorced,Non-binary,48.71457530621727,-46.94778159298421,B,41.754198453406396,D,-28.617184425204385,-139.56329013451412,E,0
Physical,Widowed,Female,104.68304914347972,16.829680385932875,D,-105.57759690595381,A,-39.41278365168561,-25.893121347832615,B,1
