veteran,SEX,AGE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Non-Veteran,M,70,160.06202450537893,-63.511404858735865,A,C,A,A,2.93525622166943,188.7316268354048,58.03048784122821,D,E,154.16118026084843,A,C,1
Yes,Other,68,148.36194202968696,94.0191112047372,D,A,E,C,80.98394786486084,-47.53481356314252,105.27709100981606,E,B,-128.1997742890911,C,A,0
Veteran,Male,31,-112.1574835283208,103.68635232739274,D,A,A,B,22.14999224581878,20.23648598185777,-15.383724432039983,E,B,127.86981838862339,C,A,0
Yes,Non-binary,73,-4.3370032237000355,21.28894987813423,A,A,E,A,174.20281268721826,26.740852562223804,-85.55069663577699,E,C,-131.1166032830769,A,C,1
Yes,M,36,-62.78801334734992,-28.16492501959874,E,D,C,C,-77.28830580105101,-20.48532874513657,-29.17366122733176,A,A,-43.161558376930756,E,E,1
No,F,79,38.85217677212178,-115.20172279928093,D,C,A,A,24.66196305002237,-50.9332826350006,57.9455413071577,E,A,-144.09360104960908,B,C,1
Veteran,Other,25,-61.82391931686193,109.40340514096927,C,D,E,E,18.950263857886405,-114.41595974158658,-10.204824864951172,A,E,153.74079547546387,C,D,0
Veteran,Non-binary,22,-82.719060332218,-55.79495929642242,E,E,C,E,39.981090199977324,123.47831310579697,0.6960224947012295,A,B,91.87207374882817,E,B,1
No,Female,66,29.517340308154367,113.96777990882218,D,C,E,A,277.06443356529655,-18.330215663186944,9.917679116540048,B,E,-140.3045632885247,D,D,1
Yes,Female,27,14.479717047912274,-134.44907126329016,E,A,E,D,-51.11572773996814,27.425433059985384,-166.9167926831753,D,A,-89.6187060519055,D,A,0
Veteran,M,41,-33.072873448963506,42.26778208359999,E,E,C,A,-5.7564962332449765,60.59545800892992,87.60173196146607,E,E,-225.67994585063204,C,C,1
Non-Veteran,F,82,-40.97909009102623,60.96501018653539,B,D,C,B,-25.884685385721077,21.810102206727912,20.756731175747554,E,E,-8.619914641615187,D,C,1
Veteran,Other,72,-61.806458597140036,-114.82928624582527,B,A,A,E,55.49017508518037,142.4319596442573,-61.65352046235956,A,A,3.2662027265688405,B,D,0
Yes,M,22,70.02205152424914,-31.732865220857576,D,E,B,B,63.52903434901348,10.963121418159218,91.1302245215911,B,C,9.585085965282692,E,D,0
Non-Veteran,Female,57,-125.51465311309713,8.444643399671257,B,C,D,B,-125.83099071701045,62.70023740606139,170.23080880967188,C,A,-7.194922386933587,A,E,0
No,F,60,42.528208443402114,88.70271356010898,A,B,E,B,-63.17837573050421,-113.7991971253851,-107.18149918558828,C,A,90.49117730478838,A,B,1
Non-Veteran,M,35,-11.165046236603205,-161.42963903945738,B,A,A,B,150.25014737856722,77.97022563099142,31.19598779120565,A,D,83.62353782253238,C,B,0
Yes,Other,39,80.51687861552323,-99.95596072218731,D,E,E,E,-6.947239901459603,59.842076607875704,148.5987300224636,D,E,-37.719940717328484,D,D,1
Non-Veteran,Female,44,-62.78315165427839,3.6108519770830814,A,A,A,E,-26.96044585320689,27.684069686776947,-13.714897852696062,B,D,-22.687819714403805,E,A,0
No,F,86,139.56622217628666,-98.60736038543358,C,C,D,A,2.9324370786055898,178.27580595108714,-12.223532256868843,E,B,-53.06787905076431,C,C,0
No,F,45,-141.24123537448787,1.3338774811780214,C,D,E,E,-51.69257042901493,-15.166945805698118,-76.86788540020059,D,D,93.06612111772846,E,E,1
No,F,75,-34.76928582569217,353.3887007876141,A,B,E,D,-4.185078827305101,55.89903710354004,92.0562497220309,D,A,182.74169491238197,A,C,1
Veteran,Non-binary,20,74.12871231105225,24.87268187228036,D,D,A,C,82.00007735312886,-0.6871261474772653,61.94514926258557,B,E,188.5106558443499,B,C,0
No,M,31,41.11161850861791,6.67045379727031,D,D,B,A,-24.0528817473573,-99.96137553215733,222.9964550911813,A,D,28.281915366318433,B,A,1
Yes,Female,77,29.03060854300092,-3.6243534947722886,A,E,E,E,46.66378063166384,63.952811137213985,48.57651454890768,C,A,18.697926844901136,D,D,1
Yes,Non-binary,92,138.0305520513644,81.5116261929698,E,E,B,A,117.09471825360467,-53.74336216244877,96.37663115516011,D,A,24.026524662480064,E,E,1
Veteran,Other,29,-30.612338969596454,-76.04817476639481,A,E,E,B,-19.691916019495686,-102.0413166473985,-2.2247338226872073,A,C,152.08597446071224,C,A,1
Yes,F,49,39.576919618153234,192.55833746510808,E,B,B,E,26.213361227105363,15.547432901096572,62.924964744259924,C,B,-16.218911983430907,C,B,0
Yes,Male,20,123.92281173420494,-134.58409539411906,E,C,C,A,-57.71315490243125,101.46750081115445,184.70226930147518,A,E,28.367431033779788,A,C,1
Yes,Non-binary,79,-107.41951104715892,12.04697927545762,C,B,D,B,50.9464304897541,-36.672231612173874,79.79061122013324,B,C,57.319768232173594,C,B,1
Veteran,F,63,-16.696171210318248,-101.14157352839183,E,A,A,E,27.13441877333917,63.68837351006149,-245.3701968701891,E,A,31.22255901624353,C,B,1
Yes,M,41,64.62332560118293,-93.91593596485595,A,E,B,D,61.928533056594006,-30.932796156358368,8.956870730771627,B,A,-21.829669566728434,B,C,0
Yes,Male,25,163.6987010126154,5.084130394524513,C,C,A,A,-15.966842399684314,-62.953292681752394,23.64826897734359,A,E,-85.36753511632948,A,A,1
Yes,F,52,-95.1473473207167,174.3625063180616,D,D,A,D,-97.88866216140373,164.48764822437298,-179.6421584759196,D,B,63.48985713955677,A,B,0
Yes,Female,44,-90.91606490911575,-83.52395040561935,B,E,A,D,-136.52856313230555,-199.70412202711984,67.59448898408178,C,A,94.78824720843349,B,B,1
Veteran,F,78,-67.18105600322092,139.38266107557854,A,C,E,A,-18.524538202062697,138.8674380296873,-34.921632944341766,D,E,-1.3927042190656442,D,C,0
Non-Veteran,Male,22,-9.810962468547661,-95.79544027079766,C,D,C,E,-60.04020056425574,138.77378976029624,-64.88086050762793,B,B,-74.70439738400297,B,C,0
Non-Veteran,F,74,110.17059200683026,-92.82268140138758,A,E,A,D,-81.53090658120288,-112.04642188842644,127.29640227848911,B,A,-27.782343971513196,B,E,1
Non-Veteran,F,57,-120.9660723310908,-173.51376929506498,C,B,D,C,85.1935509911225,78.93796427450727,185.0428500998685,D,D,169.52054063258214,E,E,1
Non-Veteran,F,54,68.61719064318302,-10.597263464255384,E,A,D,B,-43.981780041946074,78.23751898605377,-94.40143167922072,A,C,-31.017658448284692,D,E,1
No,Male,35,103.21122450412685,90.35277641040119,A,D,A,A,-14.70084722886599,-197.81352404479472,48.190841702830326,E,B,61.19604812472055,D,B,0
No,Male,88,-130.11899695327793,-53.188929702424595,E,E,A,B,46.280075624203654,-152.83969322359079,0.8583447853840311,D,D,-61.521844191560284,C,C,0
No,Female,29,118.37988446180535,-199.80569202188715,E,B,A,B,177.43615419096633,50.64601287039778,-60.32567373000253,E,E,-42.72217630993399,C,D,1
Non-Veteran,M,81,74.83419535106836,-2.944827656857288,D,B,A,E,130.26729778675843,23.972575395449265,-139.59647147149605,C,B,50.86627693614156,C,D,1
Yes,F,24,-211.5114762651525,34.27344626280033,B,B,C,C,24.379389719918485,-49.7543867459196,125.04003119846105,E,C,124.21405037371593,A,C,1
Veteran,M,84,71.5937736915441,-23.217289824348413,C,C,B,E,99.42037249310303,155.49588971836675,54.04637025869553,E,E,247.68675600111482,D,A,0
Veteran,M,57,-147.22185520502967,113.19703686349692,E,B,B,C,51.313109887171414,27.845344613922933,-44.37061121236989,E,C,-47.48036780010504,D,E,0
Yes,Other,90,45.23136731738162,87.53683031552694,C,C,E,B,-149.62683412722492,74.59591940508187,78.17140121076983,B,D,-164.82295220230898,D,B,1
No,Male,29,52.49221468327029,-38.79849702590135,E,D,B,C,-12.769617482885371,-46.391808596599105,-143.6942569818281,A,A,43.57144650768853,E,A,0
Veteran,F,51,109.40585792250906,135.70775082349783,B,E,D,B,-55.83898657714082,-26.989735199753508,37.22650920213837,E,D,25.76050959028843,B,E,1
Non-Veteran,M,94,45.48278965429254,-108.13973877206895,B,D,C,D,-22.242620225510393,171.6389030001697,55.8774855932851,B,E,-62.10693392372809,B,E,0
No,M,48,182.93056079534176,1.3741462959511772,B,E,D,C,-191.08006476310416,26.3496656952738,-138.34579594374284,B,A,141.23915312754545,C,B,1
Veteran,Female,74,91.39117163071619,-88.63046545536122,C,B,D,A,122.98699645777593,-160.74517537022254,106.0611756316618,D,C,102.18982000463488,D,C,0
Non-Veteran,F,88,-18.838512084040318,-8.666032123853757,E,C,C,D,-22.95054444389859,-156.4588466429904,121.77169577232586,B,E,81.10383414715724,D,A,0
Veteran,M,95,-112.29200253999907,-4.639595354752156,E,E,B,B,-65.41242087355246,-3.0338326503846065,53.287643909716145,A,B,129.87219977766594,B,E,0
Veteran,Non-binary,72,149.68498472957046,55.13810826670781,B,A,B,D,110.14014974178039,23.384021966290536,-0.01889602124939521,B,E,-105.02615814966458,B,D,0
No,Non-binary,62,-159.2974364762512,-81.56055957326232,B,D,A,D,53.895525292960535,183.03108938843224,-171.9804531702815,D,E,92.99938752723442,A,A,0
Yes,Non-binary,19,49.65076253286706,127.15546071950756,B,B,A,E,-155.17814313185266,39.74830391180182,-132.7027703417424,D,B,15.975849995966204,D,D,0
Non-Veteran,Other,40,36.56609752672214,78.46989717461965,C,E,C,B,26.416633444820945,21.2695353140062,121.63995535051622,E,B,-144.26471019687423,E,E,0
Non-Veteran,Female,33,-21.33542291257838,-148.53910889195515,B,C,C,C,55.84454449629486,93.38044614068596,-150.37363524232526,E,A,-61.40814860838584,C,E,1
No,Female,91,-126.7073270024988,-131.72917177501432,D,C,B,D,-14.518688690355077,-39.30369365090648,61.77138073041822,C,E,36.405933969552194,A,E,1
Yes,M,28,232.91979375184187,-104.8998138224834,E,E,E,A,15.97747288754266,-45.523761824410876,30.943467993094714,A,C,38.67411468029929,E,E,1
Veteran,M,34,27.4560624209519,12.675661893590389,B,E,B,A,-80.43838373844535,9.86300929819391,-66.95183984593478,A,C,-88.672142888292,E,B,0
No,F,63,-14.678555525109552,154.32985775844023,B,D,D,E,-14.782783819232186,-26.314068443728765,152.2006849370009,E,B,169.0546007621465,D,D,0
Veteran,Other,40,141.48792981884083,18.400941894797775,A,B,D,A,-59.50403747668407,19.031230886827192,74.6274904268702,A,D,-54.42420805717136,E,B,1
No,Female,98,229.72865142533158,-141.64192350529447,E,E,A,E,-126.95767650994503,-22.771206405753112,-54.53521303952405,E,E,-140.0327198810513,E,B,1
Veteran,Female,69,10.838609087905333,-133.98109157457418,B,E,B,E,-48.58281790663606,-55.80270643614234,-5.654037721533678,D,A,11.466026455897566,D,B,0
Veteran,Non-binary,75,-116.6515826886779,136.86658496936406,C,E,C,A,-97.77230092018756,29.392687562143184,7.897320415713082,D,E,-4.959696259032566,A,B,1
No,F,66,-106.38676879300266,38.8231900500757,A,C,E,B,-23.7425410659268,-25.970023510145403,57.75718053460576,C,D,-193.7310425415726,A,D,1
No,Female,34,122.67064296777038,-99.66144313010209,B,A,E,C,-169.79646375284906,27.267795779992753,52.8296838599753,A,A,88.16190140536293,A,B,0
No,Female,40,92.05132756174112,-20.317754486934387,C,B,E,E,-109.68820518097408,68.58121208776866,-123.428253200831,D,C,126.49902307178597,A,C,1
Veteran,Other,28,118.15251857569508,17.22459931126927,C,C,D,A,51.6979245473642,69.70865612973193,94.25341639710976,E,E,-9.665775645965006,C,E,1
Veteran,Other,56,89.06121539714692,-121.61222915450583,A,C,B,E,-60.508686049235415,-77.22752837260583,141.02167609689818,C,B,13.382563313439388,E,D,0
Non-Veteran,Male,48,243.39839357082852,80.72359613094594,E,B,C,B,-28.67420094415467,-78.48795368319259,-38.30505193497377,B,B,147.80729724928094,A,A,1
No,F,24,47.28196213196503,76.94136978274601,B,B,C,C,9.557628929132552,-191.3818879733186,24.309991472636224,C,B,6.150056367168037,A,A,1
No,Male,89,15.792661209828388,-84.0104184686845,D,E,A,D,-21.55057572683412,35.58391622499915,-91.76229342141079,E,E,50.85981045815894,B,D,1
Non-Veteran,F,67,-47.697914858502,-90.93723767222798,C,B,B,E,138.09451913770351,109.36151408695682,35.77602372793827,E,D,-87.0658515299643,C,C,0
Yes,Male,81,-39.819953522385944,186.51009316049618,E,A,B,A,-83.50874453486765,-16.98246541263437,-7.267974839417151,D,A,49.362075621969765,B,D,1
Yes,M,88,41.546075503347936,-51.380508025541886,D,C,A,D,95.99810863808233,-38.689885341661025,-123.5620798624827,B,E,-50.094003020053435,B,B,1
No,Other,21,119.9755824811328,-35.377335619355726,E,A,C,C,57.454839543976654,119.14504957368474,21.792941540328183,C,E,-121.11420833787906,E,C,1
No,Female,87,-193.64268078008618,65.97046739443776,D,E,E,D,-71.15652854035801,164.26217437770862,-24.59704115597356,B,E,-133.9355629685764,E,A,1
Yes,Other,46,91.65695562099746,-22.774529838177788,E,D,D,C,55.42894207351734,-26.416562421096966,67.13811631691162,C,B,-74.31483713635109,C,C,1
Veteran,Other,27,-17.434565213288124,137.63027393072903,C,B,E,E,-7.75605567451373,-81.96744298713776,33.05706014432946,A,B,-152.38737533864096,A,D,0
Non-Veteran,M,61,100.95528561665252,-104.75902804167276,C,B,A,D,89.82531186647894,110.65895976717646,46.455217726401884,A,B,126.9317696498814,A,A,1
No,Male,29,43.175046211350065,-7.411152153367684,A,E,E,A,93.28268128918779,85.52724676065556,107.63874045885942,D,D,-67.9388972900571,D,A,0
Non-Veteran,Male,93,-85.71183380566603,56.78081498586168,B,B,A,A,-158.54339471634677,43.29327424897988,-16.377922671873765,B,C,-133.25844579506813,E,E,0
Yes,Female,42,-35.418721408628805,5.249313659348207,A,B,B,D,11.811333201009857,-42.945525964253804,95.3763955344385,C,A,-60.396170836371724,D,B,0
Yes,Other,93,-24.33906904842039,40.2758214814773,C,D,D,A,-72.63844287421122,104.10344497555195,-115.46229250741496,D,A,90.46096726077789,A,D,0
No,Female,28,54.33336280682808,-40.47841484148562,A,B,C,E,65.25854911516147,-91.66341359590487,-112.10284834247379,B,B,-31.628823528542487,D,D,1
Yes,F,46,70.34195300974024,17.84994684111359,D,E,B,C,135.59791522467663,30.161395136074127,28.034850114396914,B,D,113.47897801373217,D,D,1
No,Non-binary,69,-9.107941717785337,-3.766902869799808,E,C,C,A,-137.29990512297366,-21.849068096025277,56.898066077837264,A,E,-58.0785135798009,D,A,0
No,Other,35,122.5427272062029,-28.162779020409058,C,A,B,A,98.34729209184032,37.6735318169474,-39.65536638955841,E,D,13.598278208114678,B,C,1
Non-Veteran,Non-binary,42,-153.0630703188598,155.0390710505576,D,E,E,C,-101.63199444957792,27.712718867958326,7.846262285843612,D,B,-9.879918126622284,B,B,0
Veteran,Male,24,91.1866116126969,223.13599840188903,A,C,C,E,-58.02089722062206,21.874187245630324,-60.28104903345668,A,A,42.537687546576905,C,B,1
Veteran,Other,82,-48.78541000716298,93.04885198270972,D,E,C,D,84.6766769626609,20.359254889364912,-67.01910919953411,B,E,153.64576069900443,D,E,0
Veteran,Female,62,31.665373043284443,-9.05477053048007,E,D,B,D,-67.4376228960503,-137.8911647531468,46.03073473168626,C,D,-116.78361475810732,C,B,1
No,Other,20,162.69488238656228,-109.35815796910178,A,C,A,E,-155.99300096397144,7.598033708760201,-3.9401938301096275,A,B,126.79335390669044,D,B,1
Non-Veteran,Other,71,31.905056447232237,-95.43485652985665,A,B,D,A,4.2774989992381265,-2.468802705130317,78.52350638198618,A,D,-51.978778917329315,A,C,0
Yes,Non-binary,18,70.77287812903464,164.50574256158257,E,D,C,B,25.721693736163072,-124.68313133601218,9.488527637166827,A,D,99.37495843255483,C,D,0
Yes,Other,47,-159.02197002675794,-85.65034349472526,C,D,A,E,-23.552883558599795,-16.759760972505873,74.1759260757818,A,A,86.28827429926712,D,B,1
No,F,27,-70.67249543042755,40.13348147719257,E,A,C,C,152.41828080818541,167.41557579643126,21.611434614545143,A,D,64.39291789190743,B,C,1
No,Non-binary,88,69.7968896218717,-80.83007374870023,C,D,C,A,74.24584652700345,39.919141798296195,-56.38941465277274,C,E,-128.3414843473917,A,B,1
No,F,38,126.71127211646322,-15.007006458529728,A,B,A,C,-15.495559584610458,220.03223695656376,-29.22401800926832,D,B,-42.74898546563847,D,D,1
Non-Veteran,F,87,-142.32300792807055,100.66325439092682,B,B,B,E,72.23543854862011,-91.28618778846312,-156.9348127283897,D,A,-25.82998363845079,A,A,0
Veteran,Other,44,35.012311028403566,37.425356549343,E,B,C,D,64.16051494658768,157.02512112189328,-269.16987997837157,B,A,-202.71732724665418,A,D,1
Veteran,Male,33,-136.7316574602411,62.30908657783449,D,D,A,A,-14.933650541939484,10.51522997714244,-29.745655632385386,D,A,138.61911489621116,A,A,0
Non-Veteran,Female,56,-21.526726291710887,218.47146851566066,E,C,C,D,-6.970406898957066,-133.140937128918,214.93057626922158,B,E,-139.57733825076244,E,D,1
No,Other,59,-97.31952668745743,72.34350599852333,A,A,B,B,-125.7147816136816,-11.348665650631471,25.54505589894494,C,D,2.7207569703318075,A,E,1
Veteran,Non-binary,70,120.82489083670846,-40.48130304694941,B,B,A,C,-115.51484972179607,95.09175328970858,130.61201496805356,A,C,38.06237337600153,C,E,1
Veteran,Non-binary,45,-11.683969625474951,35.3716859845528,A,A,D,C,-56.15936011097449,90.44023728757207,-22.943161745199518,B,D,58.29438365418251,E,A,0
Non-Veteran,Non-binary,30,33.29787319713013,93.93686691979417,B,B,B,B,-102.35373750627876,-105.44703374117437,47.070069686154085,A,D,-72.19979720643833,E,D,0
Yes,Male,80,-60.31730927450205,48.187360585548525,D,C,B,B,59.7377822987412,-91.67871188782955,0.7140053432234389,A,D,15.4150032372945,D,C,0
Veteran,F,26,-49.87666424666091,121.59211435898314,B,E,D,B,-41.225168336726966,-44.07702007485185,11.534972917262937,B,D,68.15851414615909,B,B,1
Veteran,Female,36,24.1487120589618,-73.17555128600326,E,D,B,E,168.73912019680296,11.31117520268324,-13.82349619493269,A,E,29.918601395816374,B,E,1
Yes,M,63,-190.10562176814895,-15.58404666873368,B,A,D,D,166.79559589815665,-23.28176259155619,66.30298741080814,A,C,28.19403989890372,E,D,1
Non-Veteran,Other,58,-1.4020918987805702,35.35552725312049,D,B,A,E,-119.71922649518041,-190.87588243767615,-89.24353978070212,A,D,-198.7105340566171,E,A,0
Veteran,F,37,-0.5172691912807975,-181.28126798810226,D,E,C,E,-166.26705633031028,183.8298390632863,-185.31812886199108,C,E,206.29951794375526,A,E,0
Yes,F,30,-123.67741155310144,209.23072665469303,E,E,C,A,-124.45425598858222,-156.71069655747692,-113.48468548154658,A,D,107.97034703165443,B,C,0
Veteran,F,87,30.080668056054748,38.44017866366107,E,E,C,D,14.226177252091945,40.35778505456313,-90.02402068923242,C,A,66.84096017654298,D,D,0
Non-Veteran,Other,74,-76.45825006723422,45.99904817439824,D,D,A,C,-32.60737700358717,-192.06058653861413,85.11039984479702,A,C,-72.86146714304658,C,A,1
Yes,Male,70,60.84263502987189,6.031144051842283,E,C,B,B,-31.889238430149756,-6.881360190157958,-51.760887076117314,A,C,122.23698741749187,B,A,0
No,Other,63,-40.25174704836331,69.74730265535503,C,E,E,D,7.192328486663508,184.71839663822607,-80.70548722884283,B,C,-67.2721842791713,B,D,1
Yes,Other,90,44.61349602718866,-82.06415287106242,E,C,B,E,-136.03836980036198,149.4687284906573,-99.73059846017284,A,A,-4.461819367984683,E,C,1
Veteran,Other,39,39.40365506876397,128.34874254777495,E,E,D,A,97.5793442287235,-65.88281502727746,90.26961849115308,B,C,-147.5108970199808,C,E,1
No,Male,77,21.498987495451445,-122.7872181808029,C,C,D,A,63.936852634283966,50.499371371191216,175.9619106811732,A,C,173.2476836609462,A,C,1
No,Non-binary,24,14.10091137615126,29.89459697264374,B,D,B,E,14.930801362649598,-14.045596099937748,39.1119583495098,B,A,93.38808169379591,A,A,0
No,M,30,-60.20969961913575,8.060653716610307,A,C,A,C,-24.744232071940438,-47.173664328592295,51.75188605527781,B,C,-86.18302284714142,D,D,1
Yes,F,84,50.80518073641572,1.9040079007411919,E,C,C,A,145.71473621431178,-26.131963731821777,-89.24780039700607,B,A,-69.77014710308575,E,B,1
Veteran,Female,28,-95.35856525127485,53.23753856247709,D,D,B,A,-122.80364166148867,-75.36796959342887,-4.844479069594048,E,B,81.7976732986012,D,D,1
Yes,Male,57,-136.52900005323974,-286.27688941735335,E,E,B,E,42.37707088023649,143.39036848984995,-3.830262989462177,E,A,194.09491331790275,C,B,1
No,Other,74,-67.57399508761972,4.744271787609831,C,D,C,A,-75.05951128531655,43.03201747584232,-0.3499351477702229,B,B,51.96698624642549,E,D,0
No,Non-binary,33,52.71847773459146,-46.6647648380237,C,D,D,D,-24.23664387490487,47.543807580189814,7.304973527422619,C,D,-51.283090430464426,C,B,1
Non-Veteran,Female,21,-46.52936117969195,-158.92135552784595,A,B,C,D,-83.87826384861499,107.02781982950754,-92.88861707816001,E,C,108.76729868670645,A,E,1
Yes,F,49,13.248053262015286,-124.76004751401982,E,A,B,B,100.60129959485505,-110.28538818986327,13.41662876308209,C,D,27.902238515277233,E,E,0
No,Other,44,-40.59421575586051,-76.65997439994968,B,E,D,E,-47.753287016845455,-99.50712688563046,-131.89167483317996,C,D,81.78226285639731,D,C,0
Veteran,Non-binary,50,-67.64245936949717,129.9614190295508,A,D,D,D,83.28611066034765,-4.383497894911645,-6.209472834176764,B,D,217.08885511144356,C,C,1
No,Non-binary,58,203.31534751053516,-16.933972802156923,C,A,C,C,-17.304847629484694,79.86604462957006,-48.81747447457837,B,C,77.53362642276342,A,E,1
Veteran,Male,49,83.13639059615623,132.38272710844515,C,E,D,B,-15.772543970301085,78.43790115415365,188.79300064148768,D,D,1.42075324427988,B,C,1
No,Other,83,-123.9056476998501,-52.04496789407435,D,A,E,D,196.348711508388,209.11824006713582,-116.10977746061484,C,A,-44.123634662016464,B,A,1
Veteran,Male,73,19.267662820081195,-31.19540049697196,C,B,A,E,53.66374582955653,-40.56665035349899,-25.418409682158977,B,C,-70.87129375967895,B,B,1
No,Non-binary,78,79.1839940252776,36.865594358372626,C,A,A,D,23.814306426474243,-109.19235421834213,99.5340397707734,D,B,138.4718003901239,E,D,1
No,M,89,-22.2521904448854,-112.7972310967472,D,E,D,E,43.532246067715924,-68.02429299156323,-6.720061137127138,D,C,144.03206071110264,C,E,1
Veteran,Female,97,56.826282068851356,-28.008699830662877,A,E,B,E,-149.34742858953857,46.7817961618268,-92.90802139744007,D,A,-27.88451614291303,A,C,1
No,Female,52,198.57774170776958,120.84286879580561,E,B,C,B,77.23448346539166,-183.5019112165062,96.90913637033292,E,B,-151.7319679638658,D,A,1
Yes,Female,61,96.2207848194065,-81.29958951640974,B,A,D,E,36.24201447311971,37.36874567712444,-10.512163831046303,A,D,-47.99824337552696,E,C,0
Yes,Male,26,133.00958072578683,45.1575690806939,A,C,C,C,187.96904554291768,88.11244861728792,-64.8045985886171,D,E,-30.75387109959416,A,E,0
Yes,Female,36,13.747250046694745,96.24143885163102,B,D,C,A,-67.90857241938711,36.45938515588204,121.64565695409695,C,D,122.53255228615086,A,D,0
Non-Veteran,Non-binary,18,19.55137615700796,9.330793361689935,A,A,E,A,65.64877054144972,-47.657407597771616,163.46625004339174,C,E,-55.93543703540719,A,A,0
Yes,M,40,27.927902660084282,-74.72570987185561,D,B,A,C,89.13224633187602,-83.15536720256421,-212.60482205797314,B,B,81.0560812984389,A,C,1
Non-Veteran,Male,33,131.07540429707035,31.602891675435135,C,A,B,E,130.4322644980531,-12.278032603142048,-14.652817683783939,A,C,142.3896228802556,B,E,0
No,F,87,150.271327405851,-156.81555087820416,C,A,D,E,-31.425737223266086,121.75714146719355,57.328480099395264,D,A,5.848484100309368,B,A,0
Veteran,Female,92,-65.4985350498342,45.17914283933498,B,A,D,B,-46.75625630491977,-49.60644561456009,-14.633391620647993,C,B,-100.11706715723085,A,D,0
Yes,Male,97,-43.753226797762494,-113.94095488300897,E,A,C,B,-66.14809130423232,31.065974335995417,-58.872326246589544,D,A,-316.93103885420635,D,B,0
Yes,M,48,-93.25609031714,-81.731286226715,D,C,E,C,30.706406549656712,-14.75497443542616,63.47480977481765,B,A,29.798706717083544,A,E,1
No,Non-binary,50,-15.226310490212235,41.97591201016835,D,D,B,A,-125.46980906705912,51.02154298277457,19.036378980093264,D,E,77.56419369015278,A,E,0
Yes,F,83,-16.359256303350946,-189.0508799978544,C,A,D,D,125.55197237150824,1.9366153268297466,13.685900211994767,D,C,-35.347860670471874,D,C,1
Yes,F,59,62.84620567107234,189.94127004545533,D,C,B,B,167.65324955922495,59.814166916436875,-35.839856924638816,C,D,-85.61008264617396,B,D,1
Non-Veteran,M,27,-35.805189325552476,-2.5408859400291934,B,A,D,C,0.9114351931186341,167.87609573440332,118.93313951999383,E,C,78.11257114585844,D,E,0
Non-Veteran,Non-binary,87,34.62879106041668,38.70431135887571,B,C,C,D,142.01600836688783,-95.96103362436942,-199.14663405834182,E,D,10.42033997076907,B,E,1
Non-Veteran,M,81,-130.5444410601245,-61.47958431427991,E,E,A,E,50.90879442633862,115.93073141662136,152.06777172881482,E,D,-26.36804422937209,E,E,1
No,Male,57,-208.9067399818565,-94.069169956182,C,D,E,D,18.160320406840093,111.44218496757551,-56.11296054277596,C,D,-119.41990450938118,D,D,0
Veteran,Female,56,-64.14170815332203,65.47394659342028,E,B,B,E,-3.029462285582638,-172.3247254748297,15.608444904413929,B,C,-133.3034862537806,E,B,0
Veteran,F,84,52.60272885940718,8.069827353027575,D,B,D,A,-76.67626522720394,173.72984552607406,75.36813504338171,D,E,-166.9849015749283,C,D,1
Non-Veteran,F,64,-147.23697539434616,31.769561950286008,B,A,A,E,96.4470927355788,60.851529263206196,-144.86970916563973,A,C,-56.759730665004824,C,D,1
Yes,Other,83,27.675711555890416,-9.750053106041635,B,A,D,A,-12.177594860690641,63.023878006071534,84.9408965645709,A,D,25.094875684977406,C,E,0
Yes,Male,35,-153.56899222920595,54.20146608996049,A,C,D,B,-129.50824270438676,-49.72076241346672,-30.085542011591816,D,C,-94.9041283532837,B,C,1
No,Male,75,99.99280352016328,104.00356963856791,E,C,B,E,114.70793758681262,4.401870522001127,7.1717156908898145,D,D,-155.6690480594651,E,C,0
No,Male,70,156.17822587956115,-32.18766165764716,B,E,D,D,-4.310702570806164,-15.384160481895817,-93.29876460534501,C,C,92.34148425421144,B,A,1
Veteran,Non-binary,22,71.96095416446585,45.17643728742589,E,A,C,B,20.375836904436124,-12.294351730051362,62.42401873426252,B,C,23.885242058889702,C,E,1
Yes,Other,31,25.20333714745463,9.104527532017407,D,E,D,A,28.913481523375022,72.4477874854911,133.73298860327048,B,D,28.864876677074935,D,B,0
Veteran,M,73,-42.70484841926737,136.75123012812844,C,C,C,A,86.81715545231256,-45.13097927583204,3.3613777449851305,D,E,-50.028830466786204,A,D,0
No,M,41,-42.472786734259834,38.414674369875634,A,D,A,A,-68.03028353557013,-147.20021573572197,70.09211435667403,E,E,88.22954931235594,A,D,1
No,M,37,20.994456798488258,-55.54986244311674,D,A,A,D,-65.11769626997899,-18.459778234829034,-17.251677335207454,A,D,-4.921490605729434,C,A,0
No,F,97,165.37997246383082,107.83903155768104,B,D,B,B,94.15922884746463,168.0642462295076,29.80336040741062,D,D,-71.34224074832332,A,A,0
Non-Veteran,Male,80,-118.77968268286376,129.95423839498986,E,B,D,B,143.03119574210712,104.78215147343866,-22.663101622153043,B,B,-113.21216038381341,D,A,1
No,Non-binary,22,123.13017837777862,73.21389538741184,B,D,A,A,166.40489902616713,-104.51421057790542,58.88701286871505,E,D,63.53154924931971,A,B,1
Veteran,Female,61,32.21957346161212,-87.21227406678975,D,A,C,A,-39.2460937661003,-30.780455815440078,-169.7133092441912,B,E,252.7824976267751,B,D,0
