RACE,married,military,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Asian,Married,No,A,129.8865165346467,A,14.618883392351409,A,88.75848912697263,E,63.1047140279245,1
Black,Married,Non-Veteran,D,-2.5599260707134617,D,104.19479586083385,B,-152.72343177663444,B,-178.98417416601237,1
Hispanic,Single,No,E,61.70106777670201,A,-90.14221405409005,E,6.465433788647141,E,-114.64282363158473,1
Hispanic,Widowed,Veteran,C,-47.42273418297561,E,134.09572413299128,E,39.48057398369692,B,-112.6077511449179,1
Asian,Married,Non-Veteran,A,3.2461527568679234,D,83.2718300844133,C,-178.17877597124746,C,-116.11415388090927,0
Hispanic,Single,Veteran,C,-110.89700781657608,C,212.56711378907008,D,17.968223898754346,B,156.6950400348915,0
White,Divorced,Non-Veteran,D,-192.11414688547578,A,119.84237248584529,D,9.305399405102298,C,-2.3797856422845336,0
African American,Single,No,B,-44.58708289326786,D,-15.468367864423055,B,46.26482618420532,D,132.75365514699632,1
Other,Married,Yes,A,-55.05534678743881,E,63.35477448370076,E,-134.29065274108186,C,-22.226711387854436,1
Hispanic,Divorced,Non-Veteran,C,29.427226767009262,E,-53.92921000213023,B,55.651398387882125,E,-42.84212928998794,1
Black,Married,Veteran,C,-206.0149283911135,D,187.26664556033,A,76.12446386977558,D,85.35257670862143,1
Hispanic,Divorced,Non-Veteran,A,-13.561992968362688,B,-74.80282704167242,D,103.42743887514467,C,-38.4106377122452,0
Hispanic,Widowed,Veteran,D,129.9945355377896,C,-15.214401874246475,A,78.3381028400218,C,-65.44675933356667,1
White,Divorced,No,B,-10.7678755287317,C,-69.25749466236387,C,35.958508633621456,E,61.98463976729761,0
Black,Married,Yes,D,-169.02951468778136,B,-48.55580904827456,E,41.11473977139609,C,-166.4910070107817,0
Black,Widowed,Non-Veteran,C,96.48140980419028,B,150.43325586668263,C,-124.3196238207018,A,-39.22547181450054,0
Other,Single,Yes,D,-42.78495090941726,E,65.36073547668411,A,41.16627943853454,E,59.97579024019538,0
Other,Divorced,No,A,-87.84003550179371,D,-233.85302689284813,E,-94.72284473883342,D,69.3367377286756,1
Other,Married,Veteran,C,-111.60252374619468,D,-78.69760672060539,C,-175.8470269831216,C,2.931560297769479,0
Asian,Widowed,Yes,E,122.44670480215423,A,100.61167840405436,E,-44.20450315968004,A,54.98640762013962,0
Other,Divorced,Yes,C,-138.1468947515711,B,-26.527794753929218,E,59.7079149258818,B,5.607806910265584,0
Other,Widowed,Yes,A,60.347649957696106,A,12.488563230042486,B,199.92240188622534,E,143.03997791446656,0
White,Married,Veteran,D,-54.276256152604304,B,-62.122055018627954,B,-121.63103933762068,E,3.6069076934857147,0
Other,Widowed,Yes,E,-79.83413780513139,B,3.8665427788314255,B,229.4192071753308,A,-38.808054142931944,0
Asian,Widowed,No,B,-59.24934429256925,D,-130.3878475799045,E,-142.77344890916783,D,-239.34593700304637,1
Hispanic,Widowed,Veteran,C,78.56201958922186,E,-75.16874123774402,B,-59.68091199218017,E,73.5135896570722,1
Black,Divorced,Veteran,A,165.43226770673837,E,-80.88955878187468,C,-67.10737290131912,E,-46.38253012586896,0
African American,Single,Non-Veteran,A,-132.75091596987698,B,41.99356782994885,C,-49.40186009634148,E,-228.91212720204175,0
Asian,Married,Veteran,D,11.230018435551594,A,47.60328396735367,C,-180.59154729850079,A,-66.57741679286843,0
Asian,Widowed,Yes,A,-97.03425892191588,C,-17.917912732200968,E,25.051254682873285,C,-115.46372303926609,1
Other,Single,Non-Veteran,E,62.54890626273082,B,-55.94696516671313,A,71.86035834940724,E,53.798891700306626,1
Hispanic,Married,Yes,D,81.85663160751321,B,-170.72919339922439,E,-97.66739872557353,C,93.39760369819926,1
Black,Widowed,Non-Veteran,E,-11.723957032853273,C,-8.258471818909317,A,82.77071063741913,B,-142.16207349122217,0
Other,Widowed,Non-Veteran,B,39.33451640325601,E,-28.353515760701054,C,88.79240335301044,A,-52.19855635146673,0
Other,Married,Non-Veteran,A,65.5073053566156,A,28.853410740275,B,-53.73781879082613,A,53.02004133139526,1
Hispanic,Married,Non-Veteran,E,-220.99993601890583,E,-5.876242234973495,C,-0.651092684841787,E,-87.21307707748551,1
White,Married,Yes,C,149.26286138018122,C,-110.4743005416792,E,6.438657963450031,A,42.10780213525705,1
Black,Single,No,D,-4.663939947342531,C,123.64512236896272,D,71.99506162212828,B,42.5528396460636,1
Black,Married,Yes,A,67.75020004489063,A,-26.86220427238502,E,-140.96890788748948,A,-55.88797833291631,1
Hispanic,Married,Yes,D,-22.91059967853954,C,47.78062983386643,B,-15.974981289385687,B,-50.37358261655965,0
White,Married,Non-Veteran,E,144.52351166998957,D,50.81060759457925,E,-11.822753070533398,E,214.45555594449672,1
African American,Married,Veteran,A,28.77045263048526,A,-39.15109402040791,C,151.45463725535123,D,-44.91416343893388,0
Other,Divorced,Non-Veteran,B,-81.67078176975082,A,93.68226000034375,D,-29.76237244774575,D,11.514630780661019,0
Black,Widowed,Yes,C,-12.383633991584876,C,-219.9641467150458,B,61.02543607928246,D,186.2756441003264,1
Other,Widowed,No,B,-77.56179081151895,B,-100.54178400492601,D,169.07756927534848,C,-59.607577066384366,1
Black,Single,No,E,41.30007508458043,E,-87.95157842167026,C,-73.91795243847005,D,64.18991160954026,0
Asian,Married,Yes,E,-177.37630881441206,A,-50.27161461176684,D,174.068330265719,C,135.9303005934422,0
White,Married,Non-Veteran,E,-198.64757163828165,A,-120.37382218694567,C,140.75695691910045,C,195.973492710891,1
Black,Widowed,No,C,83.95703485701927,D,7.5583835937146,C,-149.4618721201634,A,-43.693306517304514,0
Hispanic,Single,Veteran,E,26.821068788512985,B,-47.89160362474866,B,30.472273890705697,C,-58.86219877827941,1
Asian,Married,Veteran,B,76.1740253134346,E,5.303374295764659,B,-89.91691193999489,E,-76.95821967109431,1
Black,Married,Veteran,A,-106.66177794478,C,122.83067785898128,E,20.747301933990894,D,48.572942598234874,1
Black,Single,Yes,D,8.090926162326303,A,-68.52640894032179,C,216.38035772595128,B,38.24235260988379,0
White,Divorced,No,B,97.25458240059666,C,-175.0011315590163,D,136.14625923997775,B,144.59813140814916,0
Asian,Divorced,No,E,-89.11429695595132,B,-29.67406355583064,E,-58.66159344328729,E,147.99517815618358,1
Hispanic,Married,No,D,-45.74495420543248,C,22.71604001075012,D,-20.03829755095195,D,134.44368547246802,0
Black,Married,No,D,-68.23489762848162,E,24.171177160963634,A,-101.4015569109039,E,-81.62512244143659,0
White,Divorced,Yes,B,-114.27099613103368,B,-119.9314923270023,A,-120.39129675496699,B,-39.88051761931104,1
White,Divorced,Non-Veteran,B,-8.698767429852873,C,-17.562570533810582,E,42.68622380078018,E,-114.10290301939399,0
Black,Widowed,Yes,C,-11.008307573852656,C,-133.8293962631311,C,-39.08355854736193,B,100.68294422896726,0
Other,Widowed,Veteran,D,156.9750220137849,A,-27.224181382536113,A,-214.29196243511637,C,24.708794906712146,0
White,Widowed,No,A,-27.515541260505096,B,-160.8514094642729,D,180.9670363986436,D,-58.488786782583155,1
Black,Married,No,B,42.56833310115568,C,-99.27442368942148,D,-7.404781715934912,A,0.5587953334042882,1
Hispanic,Divorced,Yes,B,-28.14162647072362,E,-34.647470882194,B,62.26937935574794,B,-198.84264573876774,1
Asian,Widowed,No,B,-65.03067942303342,D,-111.81719436848327,E,143.32208495970877,D,-98.23592326316239,1
Hispanic,Single,Non-Veteran,A,2.7924606119784126,C,-104.54570634611761,C,30.07968665803086,B,-53.98482591524745,0
Asian,Divorced,Yes,B,36.45758009484566,B,-30.18221020393421,B,-233.39542399863018,A,94.42472962932969,1
African American,Widowed,Veteran,B,-68.6514610796736,C,73.2162674614705,C,64.19768672538247,D,92.82337595916043,0
African American,Married,Yes,D,-39.094339802718096,E,-50.076410748402054,E,-214.84595576110817,D,31.5209012621204,0
Asian,Divorced,No,D,65.83113371328439,B,-11.386096528854003,A,-2.792775633011763,E,159.26350535230424,1
Black,Married,No,A,-141.72386753729273,C,63.943741138667946,C,74.9651984778126,A,-48.38050043638628,1
Asian,Widowed,No,D,-61.811129172990555,E,178.85873246142305,A,84.71979889802644,B,80.39959532538246,1
Other,Married,No,C,-129.78822840892786,E,-43.867734455060855,A,14.954875394213113,E,64.9221927556068,1
Hispanic,Divorced,Yes,C,-32.61364701435719,E,23.67208144740815,B,200.68244445111492,E,141.0918781578444,1
Asian,Married,Yes,D,145.34653603511305,A,106.39280550315343,A,99.57661103006392,B,-133.6280682663937,0
Other,Widowed,Veteran,E,33.90020087845655,A,-81.2150935845834,C,156.2723641614825,C,-51.23773019029348,0
Black,Widowed,Yes,A,35.75977582847159,E,-49.61392065660258,E,-23.591210445701584,D,-114.62460615732095,0
White,Single,Non-Veteran,C,-181.2613297122925,E,35.63230845116141,B,60.852795337967095,C,-113.36557069255085,1
Asian,Widowed,Yes,B,-44.39754083095502,B,-40.0609024354293,B,-117.75784006501024,D,-280.88909630562773,0
Other,Married,No,D,-36.818105451170666,E,55.58700050712518,E,-79.00440662861506,E,43.11137506840968,0
Asian,Single,Veteran,A,-106.32743736541521,E,-159.58345273589578,D,130.3780023639737,A,-172.30422828985226,1
Other,Single,Non-Veteran,E,-21.700872799545945,D,-44.93789744308749,D,160.61980860393322,A,159.48265287911772,0
Black,Widowed,Non-Veteran,A,23.01651085806572,E,35.84404178017996,D,26.437397326902705,E,114.88680153279714,1
Asian,Widowed,Non-Veteran,E,-72.52003803867524,C,51.0596701203874,C,124.11875583942467,A,-19.119325681223515,1
White,Divorced,Yes,C,168.2202820757346,C,-28.36904562067041,D,-30.553192998100876,C,-93.2820355970028,0
Asian,Married,Veteran,A,-54.29473914039329,D,-148.10899836642858,A,-171.27601033260916,C,-62.88129131756869,0
Asian,Divorced,Non-Veteran,A,64.22196876807153,E,-7.565331340329798,B,123.08874104820427,E,-151.44748073233706,1
Asian,Married,No,D,-174.7310037878324,E,73.34322845483689,E,-78.62498139661349,A,120.69338594023309,0
Hispanic,Married,No,D,70.18841899440756,D,-84.42533303736793,B,255.95946028183084,D,110.30992135590691,1
African American,Single,Yes,B,-36.538861307791606,A,38.45941509871684,E,88.85873251793116,B,22.922667902774986,1
Black,Single,Yes,B,-50.07796228988916,E,-145.3765565443118,B,-21.930347765236405,A,-28.51975261273908,0
White,Widowed,Yes,B,20.772066170731946,B,-128.77708343845296,E,-5.7427303289892855,B,-93.11720124335,1
Asian,Single,Non-Veteran,A,-162.8877603160892,D,90.82173194129844,C,61.36236636330398,A,-175.2431526075586,0
African American,Widowed,Non-Veteran,C,-120.2460289448834,E,133.96710556412742,C,-120.3108433037745,E,59.79489175911748,0
Hispanic,Single,Non-Veteran,A,52.727118533093645,D,190.68245932350024,E,171.51182724263623,A,-46.90608241952906,0
Other,Married,Yes,A,13.715517181388964,B,-125.3326360145377,D,-212.50654172330087,C,36.018518407014916,0
White,Single,Veteran,C,-61.580529317244114,B,79.2075148789232,A,22.26781694563973,C,-166.6961112201569,0
Asian,Single,Yes,B,75.393756862042,D,189.98488876342287,C,91.3905601761043,C,-35.85564264835296,0
White,Divorced,Veteran,B,136.89055734848154,D,-127.59500480419601,D,0.7312504782496038,B,91.19058809604097,0
Other,Widowed,Yes,D,40.14083440670835,E,-172.65987766915237,D,53.03861723655887,D,123.93657125927805,0
Other,Single,Non-Veteran,A,-82.95076364052304,B,5.873947784762805,A,-51.40146615348554,C,-33.33374373273376,0
Hispanic,Widowed,No,B,-86.22830263028175,C,220.8584926721573,B,-32.76357370671708,C,-105.9494402909177,1
Other,Divorced,No,D,-13.122014547323738,E,-27.820604843691576,D,-48.14381051804585,B,20.806332469736226,1
Black,Widowed,Veteran,E,-69.34276114296786,E,-65.99963326680421,A,-71.96819249299524,D,-1.1971534621025273,1
Black,Widowed,Non-Veteran,D,124.72202291705511,C,76.61069812006748,A,44.99723909991835,D,1.052383974819642,0
Other,Widowed,Non-Veteran,E,-75.45512545017064,C,-135.77622999762667,A,47.505879714356645,D,-58.83979625526597,1
Hispanic,Single,No,E,-127.98773607686465,B,120.68211482946592,A,-18.804368977630936,B,-34.29960192339656,0
Asian,Married,Yes,A,60.98074311398231,C,154.7414888536194,D,18.51195413979893,A,-24.788618349020005,0
African American,Married,Veteran,E,-106.67266317642321,E,-6.594907112797142,A,7.340969710522244,D,-200.0034265591884,1
Asian,Single,Yes,C,-118.52507183875692,C,-154.17957553853822,B,-66.73434516468033,C,-68.19994684038925,1
Hispanic,Single,Veteran,D,-36.03258370470202,B,98.19446770613551,C,-41.64028051218148,C,-103.49082863870306,0
Asian,Single,Veteran,B,-57.43905735047573,B,-115.82976251685149,B,75.32157782927152,D,295.3052778365163,0
African American,Married,Non-Veteran,D,199.1585127085468,A,92.97217449789994,C,-9.066650911658948,A,219.37638550627904,0
Asian,Widowed,Veteran,D,45.628698892600816,B,-135.04160516273623,C,-207.87531917596263,A,-32.69247537440504,1
Other,Widowed,No,C,-32.45133358774925,E,-25.68722399453993,D,52.981501749894534,C,-85.20538400434839,1
Other,Divorced,Non-Veteran,B,24.18466493927236,C,20.696818897233197,A,-116.8795232547922,C,25.837957587392,0
White,Single,Yes,E,-46.730400299742875,A,-100.17675305335625,E,86.78282040032606,C,60.82892525816669,1
Black,Divorced,Veteran,D,1.157638410788725,A,-85.82731196697571,B,-5.611229329692229,E,-49.02107282803293,1
Asian,Married,Veteran,A,169.71808225307683,C,-34.45783257814969,D,-32.98159616988164,B,-5.425057644569209,1
Other,Single,No,A,-1.9961693849552116,D,133.89654552815932,B,-49.326902251064425,D,107.9961144764811,0
Black,Married,No,B,-4.9267493754704565,C,-71.94522104857155,D,52.25925673954103,B,87.35399349203277,0
Black,Married,No,E,-73.56988187405892,B,36.302003274266994,D,5.503198116515767,A,76.93437259355956,0
Other,Single,No,A,61.30907852453775,E,-2.1085042564656775,A,43.54501071986827,B,183.03072108201866,0
White,Widowed,No,E,26.741056392148316,C,-193.92877986357394,B,10.747793062320657,B,19.707686627884975,0
Other,Single,Veteran,D,36.828435521121,C,16.623578833478938,B,-99.48911692016371,A,18.142996840709007,0
Hispanic,Single,Veteran,A,-22.382250303122863,A,1.8272684188835746,D,36.868854638202656,D,-81.27135916688518,1
Black,Widowed,Yes,C,145.8226707581189,A,-104.33285596114487,D,-31.775817826208186,C,-13.065359676704317,0
African American,Single,Yes,B,-129.0565371678847,B,-72.73173226723767,D,-41.90962751300839,B,-64.6503536724455,0
Other,Widowed,No,C,-55.2161280383156,D,37.50165606416338,E,-117.6147940389441,A,-5.590314030088195,0
White,Divorced,Veteran,D,46.00479916259421,E,-187.8639259851493,E,17.931327164661695,D,-124.0244909594586,0
Other,Divorced,Veteran,A,18.745545600186812,B,-138.16447717048231,B,61.26165447658241,B,11.288160134939437,0
Hispanic,Single,Non-Veteran,B,217.48443569609375,C,132.4109896165015,C,-8.464642680377843,E,80.07251460600179,0
Other,Married,Non-Veteran,E,-65.71125563659592,B,82.36550765459191,A,-176.3337061240208,E,-5.448746158069343,0
White,Divorced,Non-Veteran,E,116.71145795598615,C,37.439206730533606,A,-0.5769076741634594,E,-227.31410844707938,1
Other,Single,Veteran,A,41.00531739578443,D,-48.154529424496786,E,145.4975405037165,E,-18.73479500353611,1
Hispanic,Widowed,Non-Veteran,D,35.95734014493102,E,-195.7833831824038,B,61.32845932639008,B,-44.53598293025608,0
Hispanic,Divorced,Yes,E,-43.37985756684805,A,48.067986973808075,B,59.4382347671776,C,-2.069764143255603,0
White,Widowed,No,D,24.475833790581593,B,-221.8234081640936,E,-1.5761331438969537,E,-37.27581791294677,1
White,Widowed,Non-Veteran,C,40.7297745326387,A,74.21055300088123,B,129.99467775385503,B,137.5319116982286,1
Other,Single,Yes,A,-30.632034061970753,A,31.46704762947649,D,-120.21209145411842,C,-30.379532768115187,0
Hispanic,Single,Yes,C,-24.898452574621626,C,-30.468052623627063,B,51.18173381957378,C,-45.16968902868435,0
Asian,Single,No,C,-130.50579904071733,B,-122.71846733701479,A,164.2068481711531,C,-27.24192409345285,0
African American,Married,No,C,-50.670205413380046,D,39.82106796044137,E,-129.70955286771738,E,-48.833003491206476,1
White,Widowed,Non-Veteran,E,128.15756574682553,B,-110.65804022572149,B,163.88810321356553,C,-3.376213331152815,0
Hispanic,Single,Veteran,A,-114.35204103118895,D,-53.5916797703124,A,-40.8048952042012,B,85.24037571387134,1
African American,Married,Veteran,A,111.13519076157866,A,66.25843529443229,C,100.97359241335772,E,-225.55174532100844,0
Other,Divorced,Non-Veteran,B,-63.414248501779014,C,68.70263496687049,A,-133.16232990687544,B,-136.73148414249985,0
Other,Divorced,No,A,-104.70401840301848,C,106.58594292770889,C,208.42467519936912,B,-9.072959639713227,1
African American,Widowed,Non-Veteran,C,-97.03309559614844,C,-96.8467379735309,D,4.033338776476629,E,-75.49851922899428,1
Hispanic,Married,Veteran,D,8.244311275717155,D,81.33721157342758,C,-67.9377592432797,C,3.959693293140855,0
Hispanic,Widowed,Non-Veteran,C,160.8233421729774,D,-82.27980291165639,A,-41.43677965152915,B,-95.0367288757877,0
Hispanic,Widowed,Yes,A,196.66181602562685,D,-241.16221971678465,B,91.4258363482184,A,168.32650068613023,1
Other,Divorced,No,A,-142.16342840562385,E,-143.51792557905955,E,78.31460713387399,B,-96.72664782678439,0
Hispanic,Married,Non-Veteran,D,-104.67426955737118,A,-85.61008225080006,C,-152.0237226625712,E,-32.920896048952464,1
Asian,Divorced,No,A,-83.97543629017312,A,-57.33542773174067,C,-74.55997270127432,E,166.47124786656886,0
Other,Married,Yes,C,14.742742899823899,B,142.50472036683692,C,210.00743601602116,B,94.08671253112423,1
Hispanic,Widowed,Non-Veteran,A,59.30281536094585,E,-75.52727657946299,C,145.91180791545645,B,-5.6978477671615035,1
White,Married,Non-Veteran,A,78.71959120821452,A,75.20940495950227,A,131.92907481825415,C,-53.702529405694335,1
Hispanic,Single,Non-Veteran,C,0.706030809264078,C,-119.16108955979045,A,-101.41854107963411,B,-0.16765242682993792,1
Hispanic,Widowed,Non-Veteran,B,36.45908390982427,A,-86.20660538467747,E,46.83471270925884,A,-27.564273258656506,1
African American,Widowed,Yes,C,55.90755286331045,D,34.63494815807133,D,32.81906081494219,B,-121.42590618309394,1
Other,Divorced,No,D,-27.27823380147282,A,-212.81323969486422,B,102.35197221755445,D,68.91891421467096,0
Asian,Married,Non-Veteran,D,121.66868164644795,C,-90.20339180847682,B,40.39239331103075,D,-111.04935270353806,1
White,Widowed,No,B,-19.193567689824505,A,-9.981396043984505,B,-107.4619916161847,B,-180.25820250076367,1
Other,Widowed,Veteran,C,-126.67376084993187,A,133.23515273259662,D,66.06399906346262,D,-62.550953876109524,0
Other,Divorced,Non-Veteran,A,149.1117069734424,D,79.8213584223956,E,-82.98210928718743,D,44.9861768337869,0
African American,Widowed,Yes,A,85.36694474426318,B,-9.528739651545562,B,39.39415830574692,D,122.01317485069517,1
African American,Widowed,Yes,D,-242.70146466412652,E,-144.5630236044662,C,-160.81262144589365,B,-30.41265338373641,1
African American,Married,No,E,-59.47941592826439,B,-27.91875474928083,C,143.28029658367868,D,-13.359349811409041,1
Asian,Divorced,No,B,43.74123999613842,A,-87.08206458513523,E,-179.22413354658025,B,45.606552255636885,0
Hispanic,Divorced,Yes,E,134.60342489667823,E,-138.511268810327,B,-49.738438956403755,D,-59.952770288658876,0
Other,Single,Veteran,E,31.778239079393817,C,-5.541788068148365,D,2.7042276207662965,A,44.153144045264895,0
Asian,Married,Veteran,E,-99.45588971284225,A,88.77984244517987,E,89.03068652339643,C,-62.91275917641126,1
African American,Widowed,Veteran,C,160.02796593657885,B,-16.345324362719968,D,-123.14890958307627,B,71.33382187796173,0
Other,Single,Yes,D,-93.12686150459419,C,-113.48924799568738,E,8.420362833215817,A,67.28522511617493,0
Black,Divorced,Non-Veteran,B,25.78424213102793,B,-20.261668587780495,C,-146.6001855106942,E,151.5669183339732,1
Black,Married,Veteran,A,-18.59532434871329,C,50.785894771615446,A,27.177594968283202,B,-29.842256875072287,0
Asian,Single,No,C,-195.09776589320072,A,-93.7914037768817,E,0.22983029447753642,B,-93.83884327490966,1
African American,Married,Non-Veteran,D,223.27175619736175,A,-53.243284112865155,B,-132.36082510386288,D,-130.12327817784518,0
Asian,Widowed,Yes,B,-229.21059553502215,C,47.902679866026155,D,108.6960317522488,D,-58.65804751493721,0
White,Divorced,Yes,E,57.38358363445338,E,36.66736574876528,A,107.28843408112667,A,-2.9219800613041005,1
White,Divorced,No,C,-115.62051997360898,E,-225.1342146212973,C,-134.2869643373306,A,102.36024734889841,0
Asian,Single,Non-Veteran,A,51.0347935006352,C,-57.65921974326116,B,64.82543427951663,E,-129.97975290914198,0
Hispanic,Widowed,Yes,A,-56.568444456973964,B,112.46639758224204,D,-66.97925145971253,A,-49.83155259341146,0
Black,Widowed,Yes,D,99.81236662380225,E,-20.88471274195059,B,-83.2459077000062,E,-9.254604000506701,0
Other,Married,Veteran,D,287.18840554554583,E,23.726747407487846,D,157.31644958314308,B,103.71500521623098,0
Black,Single,No,E,-95.95313830672275,D,48.31157880947814,D,59.19588452409701,E,73.14793070624587,1
Other,Widowed,Non-Veteran,E,-76.0340699410657,E,41.49207941197098,D,-36.5801758168817,D,-47.068533836626884,1
Hispanic,Divorced,Yes,C,81.97334004505524,B,-3.5769811601779216,E,-120.784300854947,D,-18.59966721772822,1
Black,Widowed,Non-Veteran,E,-51.36873311463527,C,36.65978293870494,E,-48.613359084056064,D,-18.16254267147908,0
Asian,Divorced,Yes,C,60.132378652481286,D,122.75908501153754,B,-58.413376215466386,D,211.3348549572612,0
Other,Widowed,Veteran,D,-25.73630143568282,A,17.681594977366593,B,-69.34550672570018,E,141.62809046156426,1
African American,Single,No,A,69.98195969793267,D,-22.245600748815416,A,114.17025539670425,C,139.13411400287205,0
Black,Widowed,Yes,B,124.15556839024586,D,-93.96436913810905,A,-198.7488396472248,D,-74.50552734084896,0
White,Divorced,Non-Veteran,B,-175.74566260483397,A,54.5199196195616,B,-39.00217872467104,C,-90.34905633555958,1
Other,Divorced,No,E,111.0791635565288,E,-70.43221826558297,D,29.33218801128769,B,-135.452079708049,1
Other,Married,Non-Veteran,B,-58.89006065501512,C,60.02960727253578,E,-150.96109535856817,E,248.21110911308807,0
Asian,Divorced,Non-Veteran,C,24.738714697978995,B,18.9775356168413,A,88.78617896379735,E,248.32795491506278,1
African American,Widowed,Yes,E,170.52579852172178,D,55.45719347844214,A,46.28998418304088,B,-14.652275561054653,1
Asian,Divorced,Veteran,A,-55.73356578530644,C,-79.92577135843831,B,53.990834453783044,B,75.56975364045435,1
Black,Married,Yes,A,26.817293404545232,D,121.32208828499944,A,-55.408317710577094,D,-29.11363042481934,0
Other,Single,Yes,A,30.9086720277215,D,-108.67745152596893,E,145.5963528920467,A,-175.9731472834159,1
Other,Divorced,Yes,A,74.9864359437243,B,10.524302301149607,A,-216.97313300846596,E,209.3135461289598,1
Black,Single,Non-Veteran,D,-166.18724159189304,A,24.6046767346899,E,24.223779078929592,A,60.227392363527855,1
Black,Single,Veteran,B,50.55967539782324,D,-159.65535247075547,A,-122.42883763503521,A,-32.238039789682944,1
Asian,Married,Yes,B,-10.902036280228415,A,-181.2280504378779,D,158.50657222687525,D,-42.43401385107967,1
White,Married,Yes,B,-45.32772338222241,D,285.95209201476104,D,135.91811847138578,E,-29.010334505470354,1
White,Widowed,Yes,E,15.007641051285894,D,-4.877623740125633,E,50.19079626050791,C,86.01803378855872,0
Black,Divorced,Veteran,E,103.8522395615304,A,-34.342097702315996,B,138.20557233431396,D,-80.47340586082704,1
Hispanic,Widowed,Yes,D,-91.56101249336825,A,-106.2172853823665,C,137.99577267182235,E,-112.78908996197717,1
Asian,Widowed,No,C,68.29805586855855,A,44.85303773901016,A,44.18222425018401,D,111.9350258132796,0
Black,Single,Non-Veteran,B,-8.912430932343646,D,-54.041254533006246,D,-36.45037873709195,E,90.25156186635454,0
Hispanic,Single,Non-Veteran,E,-48.46469467412225,A,-137.52889953055566,C,46.30863534468387,E,-122.33673682031463,1
Black,Married,Non-Veteran,E,76.61302264635059,A,-21.00998365950333,E,-63.22247129714613,D,94.69447165651559,1
Black,Married,Veteran,B,-100.02210793646111,D,-123.71062456738153,C,13.545747093575105,C,-172.69665518488134,0
African American,Single,No,C,-14.749483956651751,B,119.48011935912265,D,136.21494686186077,B,-55.80855524755979,1
African American,Single,Yes,B,-2.699119019217932,A,97.50473818301883,B,-62.246383447290214,E,51.19317874153778,0
Hispanic,Married,No,D,-1.336604601832217,A,111.73223141598643,C,-22.108836781432444,E,-13.784639303945529,1
Black,Divorced,No,E,-123.01988806131897,D,-93.9873008240841,A,237.09853619176795,A,-42.24856886505416,1
African American,Married,No,B,134.25340487927028,A,122.13383838399643,C,-114.27750377296728,D,53.59206483914468,0
Hispanic,Married,No,C,19.63698162970208,A,200.50688926491648,C,-41.24970301630242,B,9.53710481363904,1
Hispanic,Widowed,Veteran,D,42.89992236818285,E,-69.46669572733248,E,-71.92226434155062,A,-61.62735483884544,1
Asian,Divorced,Veteran,C,-52.42374789521762,C,-7.349241364420919,D,-115.55543850920593,E,-17.2512117568306,0
Other,Widowed,Veteran,E,147.33653396954824,E,-111.55665536213775,B,77.28326808927856,D,136.3147215625389,0
White,Divorced,No,A,69.92748028523287,E,-11.304522811711019,A,-108.18573425277435,A,-132.76446276030578,0
Other,Widowed,No,A,-151.19368548477604,B,-157.7202092821763,B,98.18790777538932,E,17.112857143223792,0
Other,Divorced,Non-Veteran,D,57.99915689456282,C,-30.07595146811774,A,-143.33668327463457,B,-350.8847201001344,0
Black,Married,Non-Veteran,D,-65.69511939687602,E,-54.7401978153761,A,-37.5172142371065,E,15.66862751949412,1
African American,Widowed,Non-Veteran,C,-96.68414351456299,C,-68.32296680748833,D,22.862493423157893,E,65.3204510341311,1
Other,Single,Yes,B,249.42622764959395,E,-114.58492027796284,C,-138.58441067802679,C,-17.150564774892974,0
Black,Married,Veteran,D,145.27382221909423,E,-59.08874991965318,C,41.644540383755654,E,-38.40702913111126,0
White,Widowed,Yes,E,100.64144361132838,E,108.1641232577711,D,61.38418693888797,E,10.44630587239786,1
Asian,Divorced,Non-Veteran,B,42.704300286008554,B,-9.344512812484556,D,-46.9355836268472,B,-84.33044932617332,1
Hispanic,Single,Yes,C,137.89938485977586,E,107.4420015688801,D,45.31070218082907,B,104.8879317646821,0
White,Divorced,Yes,C,-77.60406585590378,E,-31.02136579037914,E,38.25305791540236,D,166.61647509336638,0
Asian,Widowed,No,C,128.47937852158847,B,-222.42445099219634,B,77.52514649226528,A,208.7024553243987,1
Asian,Widowed,Yes,C,8.59409454058178,B,222.4709948172836,C,-121.80526912081136,E,-50.74062560608176,0
Hispanic,Single,Yes,B,44.981159825064154,D,34.80650664417916,A,97.71067143072916,A,163.94866933738268,0
Black,Divorced,Non-Veteran,E,68.76990099716089,B,51.13255054748449,C,-81.65859467068086,D,79.82938758902449,0
African American,Married,Yes,D,-17.642629723951956,D,-107.85828937794766,E,42.15712002647721,B,-276.1424883369558,1
White,Married,Yes,A,63.392883962991945,B,-71.34925106472332,A,20.417140007076025,D,-110.19483455863993,0
African American,Divorced,No,C,52.42101637999909,B,101.36286126394242,C,-23.59389653707861,C,26.44006463316057,1
Other,Widowed,Veteran,B,82.86136508959115,E,-63.78360211583791,E,64.0506122342988,B,35.18750098019949,0
African American,Married,Veteran,B,-62.99255408597742,D,53.21899697512503,C,139.7504051238587,E,-80.83744395770339,1
Asian,Single,Non-Veteran,B,11.833892153988751,C,-0.9625975611763785,C,242.46836132783645,E,5.253616466885888,0
Black,Divorced,Non-Veteran,B,175.1962798763022,E,-56.25525150814017,E,77.5575816896305,B,106.38522042369283,0
