veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
No,E,235.42777665315745,208.64757826644933,-13.04266355867571,C,A,28.718324147572133,A,B,E,D,30.275545460069768,D,1
No,E,-73.38649070339439,57.06852583443967,26.868527395257573,B,C,3.2456416192034614,B,D,E,E,-121.50625453987875,E,1
Veteran,C,-13.811697326725778,-182.76665185009,-158.8836511090087,B,C,90.04647313270662,A,A,D,A,-14.542247927809479,B,1
Yes,D,107.7765903063554,50.55897467753405,-219.64622347842945,C,A,-90.17510081717319,A,A,A,A,-47.69431862330193,E,0
Yes,E,67.38314662892115,158.36747995033616,2.7834225653231734,E,A,-22.571416026372418,B,C,A,C,-197.42220097843278,B,1
No,B,-13.986025378820363,28.0453461808505,-61.50750331365921,D,B,-87.39793746409175,C,E,E,D,127.35354420782954,C,1
Veteran,E,-66.5471717888789,-53.93227627421183,119.48806061441901,A,C,125.98318772933632,E,A,C,C,-10.668102616725372,D,0
Non-Veteran,B,55.7280885952274,-17.039967268820735,284.89585472610094,B,B,-18.642173111473948,C,E,C,E,2.583178164805399,C,1
No,C,19.860974040863695,-189.85393048424493,-90.36717051329585,C,E,26.16912976543641,C,D,E,B,-21.905825703137126,C,0
No,D,-113.4781751090683,-60.77584904429022,122.68689750104318,E,C,-34.695678907098966,A,D,E,E,-27.29060187619582,D,1
Veteran,B,18.881803808014034,-102.85650738547152,-65.23335104441593,E,A,6.133353922903038,C,B,A,D,-8.530845478688008,B,1
Veteran,C,-26.501669478959144,78.24150701492286,19.310384169189796,C,B,-69.45364408756244,A,D,B,B,222.82888781238103,D,1
Veteran,A,-110.43214723965464,-137.64149140009872,34.424248591916516,A,E,-89.81084431900024,C,C,A,C,39.70586870200226,B,0
Veteran,B,25.275960677269204,141.1005236167473,0.6423710526102131,E,D,-108.07964227638449,B,B,C,A,-38.51280012977432,E,0
Veteran,B,-43.82932363186692,-67.1940619821628,-83.25206781302353,A,C,55.26664756800108,D,A,E,D,185.92781365272128,B,0
Yes,C,38.73030524849001,14.064603963790207,30.44081452620541,E,A,177.98377414603976,B,B,E,B,-144.2770068790721,C,1
Yes,B,-171.58845179189373,149.53999454329585,154.68420044789565,B,D,74.13721900589475,B,E,A,B,43.461143195291974,C,0
Non-Veteran,A,-62.42824452588774,-45.928465043536235,-80.55722554307117,D,E,-215.5306770629763,D,B,D,C,32.3687743737162,A,1
No,D,129.07631298394907,40.42074239399566,63.08334173263014,E,D,86.65781237757308,B,E,E,C,-63.81677710423125,C,0
Veteran,B,121.8452261498287,28.045019269148224,-83.50365185910172,C,B,104.05451149615996,E,B,A,C,-137.41875497829685,A,1
Yes,D,-55.675231537930344,-27.91709512587055,150.52157435699016,E,C,25.317198669007368,A,E,E,C,53.125987977324215,B,0
No,A,11.535958938881857,2.849232304469684,-12.516240239836065,A,B,-152.86339994766857,C,D,E,D,-3.1634974275456176,E,0
Yes,B,-36.15010840853811,33.16475073588834,-54.18883851235275,C,B,-59.56160759927055,C,D,E,E,-10.17310449549487,D,0
Yes,B,-15.068780893887071,67.62884344653165,-3.7391081702683273,E,C,-95.86272152322377,B,B,D,D,-47.87265775872534,C,0
Non-Veteran,D,-94.2135309863707,187.57931437200938,-2.117850799218244,D,C,-92.87271113604046,C,B,E,E,117.5476869859202,D,1
Veteran,B,61.81107524827717,-58.36376432241141,-86.00303469408031,E,C,57.46391898893934,B,E,C,D,121.89943474773392,E,1
No,C,45.5570177499618,63.62031340347907,-129.1213939129045,C,E,-7.90060049773562,E,E,D,B,28.922059481900547,D,1
Yes,E,-3.8079036066679484,126.08401761067334,-273.3392208750241,C,C,-76.38720576821481,D,E,A,E,197.69629928469016,E,1
Yes,A,25.893438479153907,-33.23404039672946,-16.585264877231463,B,E,-33.43483502486883,B,E,E,E,48.19627513833465,D,1
Yes,B,-113.73712602321615,-223.23754199880779,-101.53176168225262,C,B,-71.8119056343112,C,B,D,B,16.597822186816824,B,0
Yes,C,-40.27720669595999,281.21870993270767,187.24487679081759,D,C,-14.996116157364284,D,C,A,A,-82.8552393262664,A,0
No,B,-53.999070965825766,-211.9259444276578,75.96301011269307,E,A,114.25660421059818,E,C,C,A,-50.12869015230373,A,1
No,D,-174.10864514097372,153.0955665687757,-11.776554697564524,E,E,104.19398476850954,D,B,C,D,123.0736422125178,B,0
Yes,E,57.10006282532927,-12.316651758472744,41.440461713946796,A,E,-72.10253002823868,D,B,A,D,34.18281916931782,D,0
Non-Veteran,B,-173.86656006839235,-104.0831218852093,-100.48220994032219,E,C,-242.82645236787798,E,E,C,B,99.87377598834946,D,1
No,D,-45.23194653807145,115.41768693049062,-60.456678146019,E,A,-240.08505710590313,E,D,A,C,47.439531416690244,E,1
Yes,E,157.91471434482324,9.892458005860636,-23.239977955103733,E,C,9.548000603973955,C,B,E,E,17.22974230915239,C,0
Yes,E,-93.28978706328735,106.30005344883517,-43.992918450251686,E,B,-125.98032224658604,D,E,C,D,-66.81401561109736,E,0
No,C,182.29821737047158,22.27106576637915,-3.131535623950854,C,D,70.2666481748721,D,D,A,D,2.912167779194783,A,1
No,E,67.96876125814877,49.32199724556487,-77.37268539312898,D,E,-86.86672426024539,E,E,A,D,-30.368507585575767,A,0
No,B,52.83070462590464,118.17927356234141,149.28067085536188,E,D,-16.900569415746407,A,C,C,E,-78.90222934713424,B,0
Non-Veteran,A,47.96761566931776,86.98720546580351,125.919520538247,B,B,63.5073753069508,D,C,B,A,2.81989169255005,C,1
Yes,D,-32.92323174142708,69.12597029515608,-38.600452524890684,E,B,37.623675098982545,D,D,E,A,-285.77340486241144,B,1
Non-Veteran,C,12.404324037811682,96.5830471705446,126.50136622258204,C,D,79.53887546544192,B,B,A,B,167.827462433067,E,0
Yes,A,-95.90440697192494,-37.42515983187212,-100.0153807867023,C,D,-59.35456240417836,D,D,A,A,51.17904928015926,B,1
Veteran,D,215.63628679864942,61.890642726506684,160.35456656362643,B,D,-14.918616226823806,B,B,A,B,-105.06586538886128,E,1
Yes,C,-43.65941292372153,-62.36342495254951,166.196206737404,D,E,85.46017704368838,B,C,E,C,24.60706850026334,C,1
Yes,A,-42.412852322651744,-51.8827207869465,4.5154117971866325,A,A,-21.08571390031119,B,B,C,B,-24.608263881681584,C,1
Veteran,D,181.72148138123043,-160.53463071647792,101.61219596837834,D,B,-55.96006546621002,E,E,A,B,74.07635428629244,C,1
No,B,-34.60917733621783,57.21977190559322,103.80036227735359,B,A,-39.279172141017085,D,E,D,A,118.55934719084935,E,0
Veteran,D,63.08685108105509,-31.994049903814986,-11.522876119106666,E,E,204.23847435158095,D,A,C,B,-106.40485464516254,B,0
Non-Veteran,C,128.37225196630143,-40.633277056142106,145.820420738059,A,D,-92.59862601953402,A,B,B,C,-10.39753504786162,E,1
Yes,D,-101.25984083766686,-179.71192408700756,-11.290638518899543,D,D,-105.79839401582676,B,C,E,E,74.72011825487735,D,1
No,D,-139.75822950083895,5.340425178987262,-70.28925314634101,C,B,2.4203157372811734,B,D,C,E,-115.83031286537565,C,1
Yes,A,49.25777231972645,69.40013319371104,191.4581696409133,D,C,34.125607565057045,D,A,B,E,5.370837334793399,C,1
Non-Veteran,B,-97.41459465397779,-35.05173377867966,-116.01871149807185,E,E,45.764976568898454,A,D,B,E,-70.25615076859201,C,0
No,B,-62.42011902656168,-63.44114564593995,132.60381257346882,E,B,-99.33146297394147,B,C,D,C,235.67202592718323,D,0
Veteran,A,90.55136576297798,31.12551391734481,146.14516054116916,C,C,-107.26974575695836,A,D,C,D,-21.207596584189847,D,0
No,C,-93.1965515100913,-54.49968098235782,-155.87886147362119,E,E,-223.41839463424026,C,C,B,A,97.89541955498738,E,1
Non-Veteran,D,78.11579646430887,-32.43314950624611,-79.2852687164486,A,E,-53.49609677755593,B,D,A,E,-61.55866064780485,A,1
Yes,D,63.28026374190075,123.85374965930411,-212.95110366693257,B,A,-99.29037864942813,C,D,D,A,-124.36642972293868,B,0
Non-Veteran,A,-43.77360024548385,127.45795558182193,-99.36480238834633,D,E,66.00360748747256,A,D,D,A,-91.93481082341614,C,1
Veteran,C,31.352635875542923,73.92493896931609,4.1180817578044,A,E,116.26778633752028,D,D,A,D,123.87138771683159,B,1
Yes,D,-77.0641642452798,-47.697950105814805,89.28812120018071,C,D,116.58005238726707,A,C,D,B,-21.575882719397477,B,0
Veteran,A,-22.876998657105226,131.77216826836812,-38.969215624662276,A,D,33.30457686930648,B,E,B,A,-41.50725401760062,B,1
Non-Veteran,B,87.37345291090121,32.08461178850133,22.730060830043612,D,A,179.22086566165595,D,D,D,B,38.90117054192698,E,1
Yes,B,-43.7126902408333,139.15118691214488,27.860815753982294,E,C,239.47940421572596,B,A,E,D,-64.79623007143049,C,0
Veteran,B,-123.20919723189832,-114.34896859175572,41.78155374599034,B,E,219.7560683088712,E,A,E,C,-174.18454749317317,A,1
Non-Veteran,E,-13.553916285804894,136.10392291539597,-35.940751557445694,B,A,-31.18572229535268,D,B,B,C,14.888831865545848,D,0
Veteran,E,102.05010259364138,-52.68808302376568,-5.289327269903708,E,E,129.0184100907673,B,B,E,B,-99.19473778414161,C,0
Yes,B,46.604961214667874,-22.199209167650622,-112.30867640857124,B,B,102.3943915194482,D,C,A,C,-153.2399895168342,C,1
Yes,D,-74.1242881083693,-16.839004540040907,-34.161169990987595,C,A,66.94929708662863,D,C,A,D,-1.2513878753164085,A,1
Veteran,A,140.05678555083557,157.88749354602132,60.952357066074626,C,D,33.10136812224064,B,D,D,B,-21.554040537004575,A,0
Non-Veteran,E,65.12573868401903,-23.936679100651727,-11.316782275869794,D,E,65.2355315587269,A,D,C,B,-10.54497574792662,A,0
Yes,C,-130.7100489262423,-106.45807715720575,49.47660747270931,E,D,181.54932164770352,D,B,D,A,76.83332483504056,E,0
Veteran,A,-129.94752005211754,6.335150311768993,-90.01054837921299,E,E,33.002303597457576,C,A,D,E,210.885035007827,E,0
Yes,A,16.867888402205573,90.20825033672685,-38.129806989659606,A,B,192.60157082480566,A,D,A,B,65.35210029732978,E,0
No,A,35.586928070419646,233.8846225195354,7.808600275010409,B,D,-31.47990523491448,D,B,A,A,-108.98972205701443,B,0
Yes,D,-117.92908019731595,-59.48442668381235,3.9573663125748393,D,C,13.528410866059328,C,E,C,C,52.45670142976352,E,0
No,E,-6.895676202548041,-40.74858971124284,-194.238256647496,B,D,-40.991320807672906,C,C,A,C,-148.8588635617025,C,0
Yes,A,-1.5008802664070877,221.97812188851282,124.33305222799058,D,B,-265.2423101783659,C,E,E,D,132.72306644567058,C,0
Non-Veteran,E,38.30389779288775,116.30212840081577,88.65144880358717,B,D,122.73386700272093,B,E,D,D,-66.47943885574145,C,0
No,D,-26.01956492794794,-98.30013400725207,-81.64085448822809,D,E,53.572390222480884,B,D,B,A,42.85266890696272,E,1
No,C,-152.87414885728958,18.470930443158178,1.7850938681572055,E,B,-65.1019143474004,A,A,A,C,-40.111612343303236,D,0
Non-Veteran,B,228.31672724602404,-74.46038894165638,-71.39306522226137,A,C,-99.74650101318716,A,D,D,B,255.65847266098945,A,1
Non-Veteran,C,31.10530581947263,52.701623413891966,58.142226431596576,D,B,-25.96245291350956,E,A,D,D,18.635994818842534,E,0
Veteran,B,-240.2996935817788,-34.994013035168855,-124.32117949979992,C,D,75.53499267593402,D,D,B,B,67.89361836091756,D,1
Non-Veteran,C,96.24592996858348,39.98869131421728,-113.87706763188412,B,E,-205.46051498333958,D,A,D,C,-107.89906184016196,D,1
Veteran,E,-24.9668350921292,-104.73742366248217,-96.60680900992905,B,D,-147.60670489714326,C,B,A,D,25.9075783933621,A,1
Yes,A,-34.90877830669376,-56.86800219991361,122.82727479797046,B,B,-93.1931581674143,A,C,C,E,-128.87632642772894,E,1
Yes,A,20.46069721671538,-30.969954593380432,-282.89451081997623,C,E,221.0426632842225,C,C,B,D,4.783066768774559,E,0
No,C,131.40666303101588,-248.3116462992664,-32.54384890334554,B,C,-16.2644579261759,C,E,D,A,-15.250809984923668,B,1
Veteran,C,30.8746018465113,89.25469778271614,93.24836714116583,A,E,112.4692221127051,D,E,B,A,-19.400329848350044,D,1
No,A,-37.77079539871149,-148.5382274127915,-67.58557582252183,E,C,-21.599552837322765,C,D,C,C,-76.3533637453303,B,1
Veteran,B,-151.91980360599806,67.70526495157402,-220.59854400251817,A,D,6.199604461791373,A,E,B,D,-109.45441482616872,D,0
Non-Veteran,C,48.6199495341869,92.13849694211333,13.607041630101275,D,D,-128.7795532443496,C,D,C,A,71.37767113875753,B,1
No,A,-112.70918577379551,-189.48116430841114,-37.638522631784255,E,A,-51.70726600500335,D,D,B,D,-17.020600411619636,B,1
Yes,D,-142.3920808185949,-6.002266317127295,-63.48789030974022,C,E,69.1745828488521,A,C,A,C,94.79384292533396,C,0
No,E,-44.64187789384688,86.98941097183076,-151.8183340965313,E,C,29.567761916874097,B,C,C,B,-2.5953835702065327,D,1
No,C,13.828782311515491,-76.71745234752703,-89.06066992181538,E,D,44.56998568069743,D,E,C,E,-105.88520110964193,C,1
Veteran,A,78.71635257352455,84.52791496811409,27.02436804104841,C,C,113.73956012807163,B,A,B,E,-64.80832879504,A,1
Yes,C,-33.821547158649054,-18.87987563432281,38.28229572678194,C,E,12.011083931242588,D,C,C,A,151.07456893954574,D,1
Non-Veteran,E,-143.47241945589687,16.3861107984727,-56.74234157182223,A,C,-189.43124847067548,D,A,D,C,139.95639535425894,B,0
Non-Veteran,A,-154.06319247615448,48.67621060248859,12.5944929368891,C,A,64.26606995333131,B,A,E,D,-105.0534608745654,D,1
Yes,C,-8.245222819046132,-247.81379945314978,144.1234815664214,B,E,19.364562035125083,E,D,C,E,22.279432355493594,C,1
Veteran,D,5.733106856504497,21.84806797432925,39.505049342088434,E,D,-43.46130318733836,B,A,D,D,-6.3221439519666935,D,0
Veteran,C,-98.55990591125419,-151.17757556206968,-87.09859751620166,E,C,-193.94463727094995,B,B,D,A,-13.34823632946911,A,1
Veteran,C,230.64719865812043,-71.82626649723072,33.39929327575538,A,A,107.80686902167689,C,B,D,E,1.8385125362604484,D,1
Yes,B,0.5981400290273174,49.73529762102754,-51.1152556743339,A,A,20.24738047418776,C,D,B,C,-17.407851819055605,C,1
Non-Veteran,A,109.85386485990803,47.027807834725046,68.74136432277562,D,A,132.42910794139922,E,C,D,A,34.132206823272284,A,0
No,D,72.570462414389,-20.96160978735345,89.87915653618984,E,A,67.89568927172289,B,E,B,E,-38.73121810306222,B,0
Non-Veteran,A,68.74103448112999,140.22136204753997,157.95371605312104,E,D,-10.006900661560495,B,D,E,E,-37.67906455360491,E,1
No,E,-29.72282129177585,-16.988679125903925,-96.64076210001554,E,B,204.0844743780856,A,A,B,E,-71.29775840999521,C,0
Non-Veteran,A,-67.92223741841774,-25.268676643656622,47.77228219386942,C,C,6.440939662347546,C,D,C,A,-47.96501405400108,B,1
Non-Veteran,D,-120.51492564473641,-21.35560253898495,62.549672169130446,A,D,103.59614355272222,B,C,E,D,2.7122277619971062,A,0
Non-Veteran,B,177.13168959896987,5.357026958143315,-88.26708662184137,C,B,93.88363260458557,D,A,B,B,42.28013351790019,E,0
No,E,87.55198078642485,89.99768677536217,-76.4978719438629,A,A,22.087481984928896,E,E,A,B,9.106600936285595,B,0
Yes,B,-107.89075988883536,90.4424427445636,-122.52467440520904,A,C,-119.28678363341369,A,B,E,B,26.42294795454847,C,1
Yes,E,22.564056848195545,-235.99721983726744,-23.66918409878978,B,E,-28.580919532909952,A,D,A,C,123.66086674013839,B,1
Yes,B,-79.5996104339496,42.4671884763614,-9.000647500903382,B,B,-114.8963034753066,A,B,A,E,151.84111619549145,C,1
Yes,B,-20.964699575054286,148.99639586766284,-114.97594751742093,E,E,-192.854020135247,A,C,B,E,23.549314255384736,C,0
Non-Veteran,A,-98.60324398979779,36.10516750608181,-69.831755868237,B,D,137.08373619878017,D,D,B,E,-1.9254730452555897,E,0
Veteran,C,78.3631113189838,-164.5691777124205,4.9972599761029715,B,A,57.18336535163062,B,D,D,D,25.405456022386215,C,1
Non-Veteran,A,-164.67000724486002,64.51857083876105,2.488338848712529,E,B,131.69955226984075,D,B,B,A,35.42275296681126,B,1
Non-Veteran,E,-32.293502675792865,-98.32676061595954,51.121108579063716,A,D,12.791683021077738,A,D,C,A,91.11412538710888,A,1
Yes,D,-60.46082742248906,-108.0760335562785,53.41546507930865,E,E,-252.48919617247947,A,A,A,D,22.139561403628434,C,0
Veteran,C,-33.31158774854059,89.19605457493583,-21.873176279523445,E,B,108.4074851128589,B,A,D,B,214.45621526287852,D,1
Veteran,C,71.05961401365738,-97.52556063440366,79.74158073075188,D,B,-43.2177206477822,A,A,D,D,101.44900308574837,D,1
No,D,4.767415115131959,31.52558165820482,5.399189425944922,B,D,-38.79553927448913,A,D,B,A,-47.217743246448684,D,0
Non-Veteran,B,11.449616517458903,9.191340687796146,-21.377593573287708,B,A,18.84980139791942,C,B,E,E,-8.041093395521962,E,0
Non-Veteran,D,7.769435633678191,83.99116027866549,-96.24414511220463,C,E,-80.06385641169268,B,C,E,D,50.83873701762192,E,1
Non-Veteran,D,74.43517002150047,-163.61292383333915,-141.0520586638437,E,B,190.146724918999,B,D,E,C,-44.82775064302878,A,0
Veteran,A,72.64093651178592,41.10836686732973,159.52166394911262,D,B,43.68212883255709,C,E,C,B,117.18808165349277,D,0
Yes,A,-48.0492403682103,-86.73087765842943,73.37126022497476,D,C,36.683999847703355,E,D,E,E,-16.240567334446922,C,1
Non-Veteran,E,-100.76180231288481,42.30716779368324,-110.49750592909908,D,D,26.5051149921756,A,D,D,C,83.6848279653473,A,0
Veteran,C,241.65893188049074,89.23070151548409,-8.134891608420775,D,C,-85.54102791669641,E,E,B,B,28.385171220573785,D,0
Non-Veteran,A,228.55439702065246,12.14812704714561,-4.06442628253129,B,E,105.34584220560643,A,E,B,A,-119.50959054493356,B,0
Non-Veteran,D,36.535410196668686,168.64124366574666,157.7013471958398,D,E,154.84361546141074,B,E,B,A,179.15675747501342,D,0
Yes,A,39.692833214780194,27.286452040416183,-89.09647704308455,A,C,11.550007001688076,A,C,C,E,30.018023361488293,A,1
No,A,-59.917649586429576,-70.98884786479096,-125.75634050904763,D,E,-47.389092302131196,C,C,D,B,61.95244374382044,E,1
No,B,77.48842773927535,37.723742037787986,-15.324369201350835,A,B,72.44008462138703,C,A,C,B,-56.95308615931198,B,1
Non-Veteran,A,56.570790125857194,2.2604230399451994,-64.8267059261897,D,D,-73.50772097855346,A,C,C,D,-130.08290431865788,D,0
Yes,D,109.35165864073919,18.3472978633686,145.71894547916716,A,D,-91.51692047449073,B,B,A,A,16.52828491763008,B,0
Yes,A,97.45791841596858,30.3797260524369,17.041195878681062,E,B,-39.78073926436961,B,B,D,E,104.28189772833791,D,1
Non-Veteran,D,-101.65893288629928,93.76577864524221,-172.4180932383794,D,B,131.7102715337831,B,A,E,E,117.2058739246294,C,0
Veteran,E,13.209478315937695,-5.32679355527113,-75.7548069208076,A,C,40.876465764922834,E,B,C,A,-219.83324853041398,E,1
Veteran,E,-193.33645551327194,95.95673991738101,8.424941957645883,D,A,7.265025784375033,E,A,E,B,-82.6832479020808,A,1
No,E,-186.6682458219919,-55.907158294961754,-26.136156078325897,E,C,51.98722646262749,E,D,A,B,-5.647009406949086,A,0
Non-Veteran,A,-5.337512608353425,-254.6573960677481,-21.112125644197153,D,B,-156.74131413139648,D,C,A,E,-152.30549487625083,D,0
No,D,-25.033893540532297,-43.960575920192554,-162.22372648263,A,C,-57.01077413164097,E,E,A,C,63.68370953057957,C,0
Yes,B,-39.72650778857208,-94.42222666632173,-0.30350716255482085,B,D,109.91269725098142,D,D,C,C,-8.677415206565566,D,0
No,B,-75.73257853725119,37.93298670021314,212.9221962975262,D,A,-93.65905105015429,E,A,C,B,-57.305791135926064,D,1
Veteran,B,16.464470864301905,-252.8213350595217,93.66639774837175,C,A,-42.38204966466762,B,E,A,D,-9.510027217971036,C,0
Yes,B,52.011164544409574,-86.73409211727584,-33.210067837007266,A,C,-250.5790452057967,B,C,D,C,171.8898649903244,C,1
No,B,103.09857017068968,-111.4336245928407,23.799965112158343,D,D,-129.92049357078284,A,A,B,B,-118.15089289334789,E,0
Veteran,B,162.23539251205463,-42.99378831404179,-144.6937016320605,A,A,42.767619907790014,D,B,B,A,-128.35174267631396,E,1
Veteran,B,12.734919448443158,202.47055141433617,-134.8229469903259,B,C,56.940463625387416,E,B,A,D,-111.05801623778378,B,0
No,E,-86.77238103404086,3.8472139965085574,32.59443972152092,E,D,39.07355554111609,C,D,C,D,106.25263204495647,A,0
Veteran,C,-171.03475574508423,-11.132968590024168,33.49806293218015,C,D,6.999946862376135,A,B,A,A,-125.66734726446501,C,0
Non-Veteran,A,-53.27175737292252,3.18304049102638,-53.00104529217264,B,A,170.53239360306475,D,B,E,A,-77.80977487055233,A,0
Yes,B,164.19551619179094,-21.347714313878654,96.17940297354964,C,A,-86.35325019049746,A,C,C,A,-89.56578438986061,D,0
Yes,E,-72.11039551164266,108.448585460364,178.0015105891967,B,D,-71.7243103569059,B,E,B,E,-143.81135875320112,E,0
Non-Veteran,E,-16.079496564840497,35.763827498243195,82.21697843365851,C,E,-44.72314925219461,C,B,A,C,-59.27332727084412,D,0
Yes,E,99.20230530414649,51.438212614727405,-85.73529603303524,B,A,9.727762560904383,A,E,B,A,108.2964852192541,C,1
No,D,18.418217236271765,-94.05790081377162,67.988955797705,D,C,9.690503230076034,C,A,D,D,-75.55582865734506,C,1
No,C,-146.5515221188563,67.3526519203927,87.24978201292771,D,D,-73.55046774381852,D,C,A,A,130.45738807453208,C,1
Non-Veteran,E,228.49553413470832,-123.83592696341003,-24.245218874618608,E,A,-93.2913825199339,D,A,E,E,-111.95840403371211,C,0
Veteran,E,-202.6016357429148,-71.65963818266758,-130.28491412657215,D,A,-176.44162341843034,D,E,D,D,9.25253119480211,E,0
Non-Veteran,D,-149.9920416908123,-59.386072596197636,-86.697334344873,B,E,202.75546245155493,B,B,A,B,185.06812513885302,B,1
Yes,C,-4.700537273442952,50.71245765042905,-14.852358410836866,C,B,107.3592206607405,D,D,C,C,36.5769545888063,A,0
No,A,26.663191444899514,-80.05574010840135,-82.14082254427217,B,A,16.359284124179585,A,D,D,E,-125.87456200789538,D,0
No,E,-45.27355167804564,-158.39843622859237,107.06432897591081,D,C,66.22956264976033,A,B,D,A,-36.93077887122998,A,1
Non-Veteran,B,-8.445606609178599,-3.3609784744765765,207.88615535358917,E,C,-231.41448492642897,E,E,E,C,43.00239476794253,A,1
No,E,31.77968134762066,0.37693675696538703,-33.98639684010497,A,C,118.35156709913778,B,B,E,B,95.16187543385709,C,0
Non-Veteran,D,12.328563337765537,-109.61315214927554,-116.19424943629181,D,E,31.997793687785254,E,C,B,C,113.41013030405594,B,1
No,B,-31.455896888970297,78.95192341677337,-23.69368351531814,A,A,-59.88175633277015,D,D,B,C,-139.2399707928999,A,1
Veteran,C,142.31250914610075,106.69507346338436,-132.32220457449174,D,B,44.69460321443175,E,A,C,C,258.7873075648924,E,1
Non-Veteran,D,-63.0829839990663,59.20459188045879,69.19943210822785,D,D,-38.54937650862626,C,E,B,D,-45.1456135147249,B,0
Yes,D,-46.02468314936728,-99.1949196980312,38.65388660699547,D,A,3.551184854374223,E,B,B,C,16.182227572300047,A,1
No,D,131.97874154844786,-191.2575128653819,28.23012976543292,C,E,113.39337715054181,D,C,D,E,19.0058440816675,A,1
No,B,-144.48928272345427,-41.26750606422713,234.7106209897316,A,E,-194.9881986870657,A,C,C,D,137.94908522592038,C,1
Yes,C,-19.896822832151756,97.48477206973088,111.29913086138548,B,D,55.37446024865938,C,A,B,D,-42.79401161337534,C,0
Yes,D,38.648733736065545,48.6180769711725,137.93034550034776,E,E,-14.516131556333942,B,B,D,A,113.91161788490432,D,1
Veteran,E,30.65564330199343,-30.458751381040432,58.70669467499566,A,E,-120.28436204619427,A,A,C,E,18.298673280662694,C,0
Veteran,B,27.45678296938509,0.8321629971695302,-57.901315167035115,E,B,-46.38354546352141,D,A,D,A,84.1759920291865,A,1
Veteran,B,158.3999664248818,7.522874670391373,140.62910232287632,C,D,-10.688321414082129,D,C,B,E,-139.8115112394679,A,1
Non-Veteran,C,-31.908034040117766,64.3795169927306,71.00162947327397,E,D,-170.66617453644938,B,D,B,A,-192.25132187133985,D,1
Veteran,E,26.160443751290472,168.78286875542176,216.96648184626798,C,D,66.62234212377255,D,C,E,C,104.25725073428936,B,1
No,A,-9.339891574982982,58.72874206302896,-36.50846300018414,A,D,-139.40641096744412,E,E,A,A,-66.11174071878538,D,1
Non-Veteran,D,27.380425430391085,-71.51333539901862,61.01955857537356,B,A,5.086725610570833,B,D,A,A,168.80208379764122,D,1
Non-Veteran,C,79.110282551912,89.91406929174586,15.850257840228615,D,E,109.04337276826459,C,D,D,E,-35.967286679928925,B,0
Yes,D,-14.391484732552456,45.00100745074199,14.222621349478,C,C,-6.678605520171412,C,C,C,E,-84.46271971086216,B,0
Yes,C,-8.336473408037653,-18.55281614781452,29.702018604168916,E,C,42.880661045182,E,D,E,C,-41.48278093253667,C,0
Non-Veteran,D,33.58749050759117,-119.40853652977961,-160.97102371367777,E,C,22.3351140057552,A,B,B,A,56.51047452871423,C,1
Yes,B,-114.11966463211255,43.6140947243252,297.78407346110185,C,A,29.284826226460986,C,E,A,E,101.82401810042107,D,1
No,B,-54.53523933616039,111.73300684362388,126.15050804880647,E,B,102.66246517515054,D,E,D,C,-11.06352957761641,C,0
Yes,D,-244.88029442579386,37.98206264515,-72.82275762403998,A,A,-114.91535939750452,A,E,D,B,26.318622565023837,D,1
Yes,A,26.498201579415465,15.133262267804772,-89.39056492155002,C,C,-102.11741386388455,A,A,D,D,195.45191605862638,D,0
Yes,B,-108.88675648954549,149.98487524529588,78.60506642945097,D,A,216.1938846316787,E,B,C,C,9.531751379381516,A,0
No,E,-39.003732031793895,-175.3438641743179,62.62922497311762,C,A,49.98666638600245,C,E,C,E,57.80295739164863,D,1
Non-Veteran,B,3.66464643731784,-98.63998706461557,-26.295275138178376,D,D,93.63842858563984,C,B,E,B,121.16233574761408,E,0
Veteran,B,12.619529279835856,-83.51770538535635,-65.52235936417554,E,E,-58.25899118091647,E,C,A,A,85.96258588502397,C,0
Non-Veteran,D,211.09199973232356,58.452902855542796,-205.91555187900076,D,B,64.31789535084921,D,C,E,A,-81.12522160823623,E,0
Veteran,A,18.13495318422809,-115.414339444876,63.209097758455236,E,B,36.045206197114055,B,E,B,D,48.50908149659102,C,0
Yes,D,96.36518122618125,-38.48689026927067,-64.54976934792937,D,A,-17.100736016008238,A,D,D,D,113.73865025546483,C,0
Yes,A,72.66748644240882,92.76539510879955,56.75811356902833,C,E,173.97944012052582,B,B,B,A,132.44868890167513,D,0
Yes,E,-23.211604295056258,39.70600851150275,68.62475087482494,E,A,16.255336109018767,B,D,E,E,-14.714378284171262,C,1
Yes,A,75.82821458539456,40.68239478777308,-261.58057464433915,A,C,137.81039968035213,E,D,B,B,-0.3792705642710255,A,1
Non-Veteran,A,137.5993343495417,71.16733449135114,32.31225704374422,A,A,-109.11791239357902,C,B,D,E,-36.32751745876542,B,0
Yes,C,-12.467440590339898,71.37602513951549,136.87712068669782,E,C,-63.06230576557442,A,E,C,D,-3.246307979942329,E,1
Yes,D,-168.48398834461167,-124.03682038634332,82.89149506733938,B,C,30.036505372638604,E,A,C,C,78.54262510358215,A,0
Veteran,E,2.8585169509476263,-29.753769154811465,-5.42360169226091,B,A,-91.71611850454346,B,D,D,A,101.20488610361049,E,0
Non-Veteran,E,-37.24175898687878,165.17570783731796,-54.02037773010362,A,A,111.97210249715394,C,A,C,D,110.94435645256526,B,1
