nationality,Race,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Other,White,-11.989128285857527,A,-51.394033797565164,C,-119.3523472993004,63.62263171444999,60.669792276148286,E,B,0
Other,African American,-35.98996897262381,D,-228.30826998853237,D,-102.49741837650426,117.514721515135,-25.182470012485787,E,E,1
Other,African American,28.785069865783967,B,173.9507831326278,E,-40.52949682718005,-209.15486527861526,92.00920938472275,B,D,0
Germany,White,221.8109454066868,A,226.2942305338842,B,-137.87229018478288,28.144645935535294,78.08499911110648,E,A,0
Germany,African American,76.56881325053347,B,108.71929821687867,B,3.8471506285663524,-19.546727717834898,-36.19184814631923,D,C,1
UK,Hispanic,100.95798539492826,C,195.9105851237643,E,95.60086271150544,10.484172895077027,-145.3795335795666,B,A,1
Other,African American,-4.9490710797936215,D,-43.41139843250617,E,63.3490893815822,-48.6319768196826,23.582697418553785,E,D,0
Other,African American,-261.82683273975795,A,133.92145711329445,B,-156.19118022100466,43.10009571329276,-143.12205880527452,B,B,0
China,White,75.54273630901538,B,-130.50367350676794,D,108.7349486432039,99.39007801431458,-0.7913425279127193,C,A,1
Germany,Other,64.64333159466149,B,25.695335438117567,C,-62.82776526343243,-115.88032752290833,207.3849529526648,A,E,0
US,Other,-73.20378699811359,A,-167.81940612816243,C,-201.9022924281879,119.94100284962433,42.5151233102824,A,D,0
Other,Black,4.7917339445271505,D,-39.350477878212224,C,50.00286148766991,-12.443193365175222,-144.8810193275422,C,A,1
UK,Hispanic,25.291030483569127,A,-31.291731364053337,A,195.01170982412458,-30.201486334157195,125.00181866719042,A,D,0
Mexico,African American,-136.59152437167313,D,-77.91953374758052,A,-18.24589326058882,-24.87171768879861,231.88190606124525,B,E,1
China,White,11.574102341431812,A,25.562372914511894,C,-60.52281124934641,-70.26149332601932,52.685532633186085,C,B,0
Mexico,Other,-138.2882921484786,A,58.61100623392041,D,35.27476873301934,20.81332658592976,-61.2289660017146,E,D,0
China,African American,-54.22670301434771,A,85.08923891220633,E,-85.88364284753276,195.61467720414564,-65.27443691048525,E,E,0
Other,African American,-59.62366747013682,A,69.96171357172682,D,-53.97089122916652,86.42909249164138,166.02380799244776,E,A,1
India,African American,64.79032417831691,D,6.709539274294622,C,-16.439184378092882,-140.78688079058128,45.1330237647553,C,E,0
Other,African American,153.29090217208176,D,-146.86460587639118,B,22.195727252597994,191.99462076720502,105.44170575934145,B,B,0
US,African American,-41.879105057744596,C,-28.032286528724033,A,120.71520914929683,-108.0523530778832,65.90375244211718,B,C,1
Mexico,Other,91.07258641219522,D,158.16837461180077,D,100.21975299029775,31.988084663223876,60.39593538952786,B,D,1
Germany,Hispanic,106.34355701746993,A,176.45225962883467,B,166.80440208055313,-79.34019004634088,31.01193149765158,C,A,0
Germany,Asian,-102.04520444640544,D,-12.795487903992974,A,135.283811368705,-18.14472340032445,121.54236872276394,D,E,0
Mexico,Hispanic,-132.27011907762935,B,-71.58192611313918,E,-73.36878504011143,101.98486874732117,61.54938272181872,E,A,0
Other,Hispanic,-27.05660468369024,A,74.8073373288479,C,-114.12727280302704,132.20511873033328,-13.574065882682607,C,C,0
China,Asian,208.55096682236768,D,148.7985933080317,B,-90.42840578092718,-81.1761491087053,6.862485225773961,D,D,1
India,Hispanic,45.756698199593636,E,-119.82087013077106,A,-2.1455209051959723,79.0829981365557,-105.60352437093302,B,E,0
Brazil,Black,-102.72996930624743,C,35.433748674756934,A,178.36206926931823,-37.63984230884234,-115.52205430803393,B,E,1
India,Other,-119.4222260282024,B,-119.4978826699506,C,-62.26615857630497,96.20583864165411,37.01649767829485,C,D,0
Brazil,African American,-100.28763929924978,D,117.06081079100072,A,31.701142030126622,105.17269782609723,142.52036635013113,A,B,1
Brazil,Hispanic,99.23517523433263,A,128.3507248230739,A,91.69254648538791,33.77790795542591,-135.4819589394382,C,A,0
UK,White,-152.60747941606866,C,61.743960975471914,B,-56.10443741467355,-231.5643174974361,-96.40302570409133,A,B,1
US,White,55.17216076225518,C,-147.1391469938595,B,95.46406140124107,-97.21188698674823,115.83443719641974,C,A,0
Other,Black,57.83454959961817,D,56.06134468882165,A,-43.02608117563133,-4.142565280153335,-238.35270049899327,C,B,1
UK,Black,-88.33581171726082,C,92.02899629915109,C,82.7417495505239,-115.51173844124385,-115.22172524034646,E,D,1
Germany,White,-10.707655058993398,E,13.10433868508649,E,-40.23686989250822,-11.972351109833761,-64.34273079802634,D,B,1
Germany,White,-39.724683794398416,D,-138.889970854906,A,27.62357175655109,77.12999793155393,19.699151446423972,D,C,0
Other,Black,-95.62653874816301,E,91.16637960456859,E,-61.462492663412064,-99.3501923886169,53.281601806218845,C,B,0
UK,White,-279.62957749488686,A,149.8808115191038,C,105.19923843778881,72.16826016604293,52.63299439952719,C,D,0
UK,White,61.8018233702785,B,-77.35350812570925,A,-73.47397211254628,33.24736701320072,56.85267365021874,E,A,1
UK,Asian,104.5428803156772,C,-100.91196145969342,E,-32.29528767578377,-106.65589122446806,-72.5232664898956,C,B,0
Mexico,Hispanic,21.575657231154544,A,-198.52556287364584,A,4.09857139085578,0.9683951907045851,-148.3431436321215,D,C,0
Brazil,African American,-136.93932114553243,C,168.70103106607976,A,-26.89674526387462,-60.84753136046069,-7.565266979547772,D,C,1
Mexico,Other,26.155610719020718,A,-133.94905038805197,E,-31.568217555693494,39.4359728772922,5.9104640634991386,A,A,1
Mexico,Hispanic,47.85940406238048,D,153.40198269846755,A,141.29347017592286,23.999736447411276,-120.47709737228185,B,D,0
Germany,Other,99.53512187819416,C,49.54321352092689,B,12.378538806057158,-64.4976632678012,-63.54436822173558,D,D,0
India,African American,22.188630660382774,C,-244.08060994648278,D,179.02241362803616,56.55182484391017,180.2550687942685,C,B,1
China,White,154.37486898083196,E,-3.6351501686497327,C,-154.96279738216856,39.610150536310066,115.28158205238934,E,D,0
Mexico,Black,-87.2527888820595,D,-43.675301526614916,B,-3.101633506867348,-23.688930363079724,46.57638242357775,A,C,0
China,White,121.14482845996046,A,-146.63338346104402,A,-43.46758533379527,81.39196629894496,102.52461625543594,A,A,1
Mexico,White,166.4742941631256,B,25.177294141836725,E,-9.24608214163273,35.7071459303946,-76.05324350952975,D,B,0
Mexico,White,-116.82805229224333,E,-24.61574953375134,E,8.260395716042808,-189.9473372264621,-93.61258628747154,A,D,1
China,Asian,41.19901448335832,C,37.612113132628984,A,245.01269475122447,78.60305735579828,-110.81066043754781,D,D,0
China,Asian,18.758529591523736,A,-123.35322714912324,E,41.94683274739512,-165.18084816603732,39.96417130200109,E,A,0
China,White,-220.24175186233518,B,39.167959853151544,A,-79.79656813650736,-13.990452253558106,205.55734299210297,E,D,1
Other,Black,97.03107189369533,E,-89.68477026400001,E,32.60579008258059,97.90096488768091,26.304313355357145,A,B,1
US,Hispanic,43.76233645401045,C,54.84526291717522,D,51.28673149030599,26.293704897129324,69.29468199870284,B,A,0
India,White,-7.28809897568974,A,60.89018249921588,B,-89.79334754265061,20.230257152434124,51.668531660047215,E,D,0
US,Hispanic,228.9029936157227,B,-36.31586670630318,B,12.311577556025002,-27.290415276464852,32.89548753343445,B,B,0
Brazil,Hispanic,131.41073452826456,D,220.9520297165727,A,78.5749875851784,-70.24188853869417,-46.95369526363432,B,C,0
China,White,-17.785797632457815,E,-25.214141915664978,A,52.64903337210116,-47.15363053249354,-202.03653545627,B,D,1
Germany,Black,7.1422025049029685,B,180.18383474607703,A,-76.37007196865304,25.088063746443527,124.66193584237824,A,D,0
Mexico,Black,19.92704903401388,B,1.6431676223928307,A,-89.38759941437226,84.22942647844953,-30.864252876667177,C,E,1
Brazil,Other,101.97174381653629,A,-16.34243440275075,C,89.93133880030632,10.953211261649127,-91.85721153496189,D,C,1
Other,African American,-57.009330653317924,E,108.26681697264513,D,6.856068087361994,166.44180744742704,-149.7062984277259,C,A,0
China,Hispanic,-128.40115054902006,A,61.92235604700906,C,95.94267418793578,-82.98572273516211,96.51182689028536,C,B,1
Germany,Asian,112.57964216559296,C,-213.2514330758748,A,27.244955511779516,-155.62469409539642,-156.09188706358987,C,E,0
China,Hispanic,57.13708647694027,A,73.0567964691081,C,-194.5852529478638,60.24044246681187,73.72867417732272,C,C,0
US,African American,-32.77776527663007,B,-23.9774077620796,C,110.36805868082496,45.96129501303673,18.847780892191295,A,C,1
Germany,Black,106.05105719370647,B,56.87045894768814,E,-41.91994168728902,137.71480748166186,-119.42684244716213,D,A,1
Brazil,Other,-198.24650168687157,B,-15.076360599028105,E,68.5754202083365,-92.47122804310744,51.50155689238352,E,E,0
US,Hispanic,96.38386584880692,B,34.4435559932373,B,-132.9358780182996,-49.996860911270396,26.194153661440154,B,D,1
US,African American,16.381688614534966,E,109.64597563684649,A,27.0395556968364,93.68676533239237,-30.37428481277257,A,B,1
China,Asian,167.60041358271977,B,-152.7585802736261,E,10.32818793328538,-78.79212730827467,112.95269185100184,E,A,0
Mexico,Asian,40.163403890447455,A,-70.12423673459165,D,-200.95579037852187,116.38243087753276,-37.62005241089263,C,A,0
UK,African American,-91.82985832954046,A,-192.43461753982288,E,-74.6010712133819,-20.184688807211938,15.264889085728242,A,B,0
Germany,White,-148.44925886565233,E,128.45062084589492,E,-0.5590097147885285,123.24892326751757,48.90493009265981,B,C,0
US,African American,93.66219743941558,E,-121.44544544597507,E,-94.12113294764498,-128.64084579458358,151.32320364597493,C,C,1
China,White,67.78256236254848,D,-97.27008124295375,D,-168.90450355783605,39.57992173692646,-68.51685970313679,A,B,0
US,African American,208.04917652971523,D,50.480108944468505,A,-259.42310532504627,93.65039644783477,-79.29328491710989,C,A,1
Germany,Hispanic,-52.72155396036939,E,-25.481552005504604,C,13.65976392324024,-24.514122310734855,-84.5600419394009,C,B,1
Other,White,91.84236168381584,E,-24.2802446878359,A,-108.92028570722667,16.56876484568028,3.0411176160877806,B,D,1
Brazil,Other,-87.898483701782,A,138.65379832345397,E,1.056054310467607,118.0745745823246,201.5367362376002,D,A,1
Mexico,Other,-48.42490538003393,B,-90.21200422657209,A,22.728549140006567,-56.613919342647826,96.2119968356663,D,B,1
Mexico,Asian,-58.471543022079686,C,-20.159655456866112,C,-45.67206713959062,123.37557428175496,88.7951932400641,C,E,1
Brazil,Hispanic,221.73615625709422,C,264.0575212349408,D,-242.87069657979737,90.6474941954356,20.443236202464448,E,D,1
Other,Hispanic,-79.1788260524518,A,8.835042253760978,D,42.56290578385363,-61.50828951400926,-26.945282038509166,E,A,1
Germany,Hispanic,43.05816393703649,A,53.46405446921195,A,29.08187778629423,-98.97677137528682,-55.456861864638626,C,E,1
India,Black,-155.49469434573325,E,208.6929013029033,A,-26.33494656809531,-16.28954474552616,52.236956831157514,C,A,0
Brazil,Black,-17.260871021332015,E,31.20367841457523,E,-69.16173703144877,-27.12717452870252,181.4697788300329,C,C,0
China,Black,-120.06127353241133,C,-76.63836471151016,D,-78.00547687252133,-14.435949386417638,-90.56021926877678,E,E,0
India,Asian,50.72758871439339,D,26.214594810967647,E,-118.53884144765463,21.934023989161535,-71.30098811995117,A,A,0
India,African American,-38.10637606883498,A,-18.068276483054095,D,113.18069383174154,5.643805584322256,15.016211689958862,A,A,1
Germany,African American,105.94647118723613,D,58.44591597548643,E,135.82016066355632,-70.56474591292265,-52.356018726966326,D,B,1
UK,Other,46.960887900204376,E,-38.38325123434165,C,108.21566762827304,24.600409654728463,25.265096645609837,C,A,1
UK,Hispanic,-96.80847135031647,A,-65.68583275983207,C,-95.9006750605726,94.4677442430432,63.08159517002252,C,B,1
Brazil,White,-66.42170154226436,D,92.713002909591,A,28.92816471722947,-42.23513017701389,-119.46475411574139,E,A,0
Brazil,Black,-62.00790384871312,E,82.96517883871599,A,76.70292911312846,-14.762956473712663,-17.70676790928506,D,B,0
UK,African American,-31.240597414540556,E,-20.7195648517365,A,-11.674286133142289,85.75329027387207,13.911352890672799,A,C,1
Brazil,White,18.202297965009436,C,105.28744397543264,C,83.03728610807894,157.67813037398116,-142.77269438108067,B,E,1
China,Hispanic,-168.9052988055581,C,116.88390849846951,B,-52.63260735240982,139.17606659856204,-56.058490713677635,A,A,1
US,White,-64.98388412339081,A,-39.308145304342716,E,-44.686797627608506,-135.66110967865538,179.83911741760775,C,B,0
Other,African American,152.86858258572192,A,0.8040314782375457,A,44.80354499112918,70.01561475392415,67.83169760806514,D,B,0
Other,Asian,-147.97628155822588,C,69.92009828985707,D,-38.95231891037693,-34.65675837235753,9.61757642991642,E,D,1
China,Black,156.19670530159374,B,-12.353882857988928,E,49.52780173169815,-37.11013779118294,-52.41346645138597,A,D,1
India,White,94.2734434267443,C,-92.5098969180988,B,138.10689419645732,69.54400264768984,-145.45678941747366,B,E,0
China,African American,-58.93854662431715,A,-77.93452635301176,E,-9.790043633754255,-112.65868939442709,-13.504664740016132,C,E,0
Germany,White,-49.138629830327844,C,-127.724749485793,D,-14.470155324361716,-83.6010884888365,27.40710130858795,A,E,1
Other,Black,-201.6960762104053,D,-76.35406604868733,D,-140.36332497013393,-85.28511534653445,63.704607616913314,B,E,1
Brazil,Black,-27.058709597960572,C,45.06164604210857,B,0.5266549525680041,-71.25112572238518,26.79666688957612,D,B,0
UK,African American,45.039120375168686,C,121.85150060951986,D,202.75762760890572,19.709828900054756,111.58324862386795,B,B,0
China,African American,68.30280219992879,C,91.36019675580303,C,116.81619672916366,-181.79638502865788,-127.19342271958396,D,A,1
Mexico,Other,18.74190884798489,C,172.18561254290023,A,31.91040278298055,-50.852754760995936,-94.299172358235,B,D,0
Brazil,Black,57.46600942437616,C,-146.38368379955776,E,114.6704224066599,-61.91602574143028,95.66411811892374,A,C,0
Germany,Asian,28.97207175274808,D,62.34138153072263,C,153.10922174619168,51.78049107765855,-155.43065709124636,D,C,0
Brazil,Asian,3.4622358291625335,C,-25.48680370841315,D,-122.93148523572421,-60.22863718465777,-27.927008108684625,B,E,0
India,African American,-11.093782034937886,A,-161.51517921847363,A,-31.696826456700983,-168.7552420629159,20.84702743586248,A,B,0
India,Other,161.39815608711635,D,31.58490224600412,A,-96.09523957853561,49.23063132559363,79.73412230433095,E,D,0
UK,African American,95.52862554811333,A,45.65749582270016,D,86.260410240056,74.69036259647066,-71.9729618956456,C,A,1
China,Black,39.706136475809295,D,-26.130304783118312,A,-15.091424322608063,43.543288927809094,-9.178537471736066,A,A,0
Mexico,Asian,-43.239342244022936,C,12.388260655368077,B,-100.8884634257019,-120.43470888590709,102.86967473056166,B,C,0
China,African American,37.55816666930494,B,10.398496542854762,E,-50.800775120826145,116.06622345509274,11.654037665707385,A,C,0
China,African American,112.66549067402853,B,-147.86178983262775,C,-94.03430978893718,39.849178322312206,-116.61428010320456,E,B,0
UK,Other,-12.894641168768754,C,4.943322858650516,C,72.27505693469377,112.16917388844638,-64.84647373467571,B,D,0
Other,Other,133.02990426921005,B,175.61462034393617,A,70.01431858263423,58.38914326874889,-45.814810900352406,D,C,1
India,Asian,-12.916117686702707,B,59.93463689936821,E,-66.7211199758527,-82.47263079598088,-213.4520441365333,B,C,0
UK,White,39.030217355500014,D,125.8641885150015,E,-2.48056019910963,-52.316244637794476,59.02917101864663,C,B,1
Germany,Black,-25.259223878786152,C,45.30602549810489,B,65.68080627307104,127.41789572031452,-82.32541024515893,E,C,0
India,Hispanic,33.05883291612667,A,-135.0977062163758,D,-27.02772011899125,142.43807162116445,140.81791077101317,E,B,0
Germany,Other,110.18060813407669,D,127.74028529734476,D,107.28818337121346,13.801042930253654,-4.423348579413309,B,A,0
Germany,White,-134.62056912448364,C,53.02270132201946,B,-43.080669424537334,142.78361481837254,-114.99981181377166,E,C,0
UK,African American,-123.7804514677761,D,-89.03497210170885,E,-103.62905744746824,149.1549444228166,82.90458182469189,C,E,1
Brazil,White,92.48216919198603,E,-17.456023075012876,B,-65.16437290971034,130.33822307487276,34.84135467059228,D,A,1
China,Asian,55.0837155159432,D,-70.09773465420973,B,79.02731614405293,172.1137817702647,108.52148285539667,B,E,0
India,African American,-106.60476077767653,B,-26.278144832707497,E,-117.92842564826978,-256.5305506287095,-133.73818772682893,C,D,0
Germany,Hispanic,-76.81105436223315,D,-32.5270263370709,E,-205.40317306972807,78.01229491426945,48.48612135821846,B,C,0
Germany,White,28.028621780403036,D,71.09893382243692,B,-128.029714174925,-116.8019758274863,-28.316542124070327,D,D,1
US,Black,-133.76328781089083,A,31.148673062741487,B,-108.59767919483252,90.4344853384561,41.65404887017882,E,C,0
UK,Other,-71.93973511965586,C,-127.17087396892914,B,30.99456025013197,-183.1555730693436,-34.280691734180834,E,E,0
Germany,Other,23.97107656488443,A,38.388624349815466,D,-64.03118486326964,67.46777982506954,-139.22156124804076,E,A,0
UK,Asian,-6.780317443648603,A,-54.817849641568564,C,35.69235539325041,43.120585562885,114.65695007284067,B,A,1
Germany,Hispanic,-26.239790116072108,A,199.9513739902404,B,211.60820366888845,-62.89193752909655,-24.983073850697025,C,E,1
China,African American,-35.977487692987935,B,42.60658230389916,D,97.9332739313199,-138.7965446784214,35.02376448843553,B,C,1
Brazil,African American,-44.776682969184364,B,56.59819620705758,B,-169.71904942997367,94.95862136814928,-33.521935566641226,A,A,1
US,Asian,80.64852592505622,A,17.156412704216137,A,-40.76449500833414,-5.8849271691027365,95.98474968862186,A,D,0
Other,African American,-79.63496267522288,B,-11.650163426624937,B,178.484974664267,186.18298181270367,49.04182153713007,B,E,0
UK,Other,102.08282745537068,B,-43.6925989278174,D,-88.08887314970818,-5.878749385134406,62.18422393511259,E,E,1
China,Black,-35.33107573546449,E,12.623386903210582,A,6.688317317421334,-17.299985068413537,38.69204435184645,D,C,1
Germany,Asian,-95.88429525670922,E,108.76068409108069,E,259.53147928950233,-20.212386533283226,-52.832176621761754,E,C,0
Mexico,Black,89.04662162522185,C,-20.275648417486984,B,54.67679784983348,43.23402849742439,150.41795467073712,D,D,1
India,Black,99.97033959058608,E,-198.19050475658605,A,-71.03464231075797,-31.323684019596605,-84.30685425032068,A,B,1
US,Other,-0.8129737786105136,E,8.0618180453149,E,131.42341747568517,45.290091381300165,25.250231773514248,D,C,0
UK,African American,131.00372712814152,C,-252.23239094345874,A,-83.14661029707563,-35.27777096725946,128.78113636096728,A,A,0
UK,African American,56.68459863273455,B,-10.007264852512906,C,-36.78182168660784,89.97331728147702,-164.82221769573584,A,B,0
India,African American,-186.785685202276,E,84.50776658156526,D,-67.98400463327225,97.7768452118341,-75.62459019988859,C,A,0
Brazil,Asian,107.80096913246298,B,-128.7615350168195,A,-31.388251068776835,-71.7399410114352,87.01224165570821,A,A,0
Germany,White,20.47464349273135,E,-135.7642254654331,B,188.59705079485963,-180.12916031675425,40.35813992950388,D,D,0
Other,Other,-95.65841661643427,D,141.34974073202758,A,-54.37457616408072,122.2685895029918,28.509555417166855,C,C,0
Mexico,Asian,39.72220276663103,B,87.65265730224667,E,-141.21816206613843,-16.34806473331605,-11.461027570277956,B,C,1
Germany,White,-164.83261169188233,C,-19.970409425539774,D,-98.22974402009845,81.04612897391826,-3.6264235925430577,E,E,1
UK,Black,-43.02445356679135,C,-58.569766917914045,C,77.20540340636273,-144.82399273117693,-102.48090237613646,B,D,0
Brazil,African American,-33.03076512210434,E,21.403255983640555,E,14.04703341389025,-103.86336258156344,47.45615945450491,B,E,1
China,African American,97.33746681193462,A,-84.86978329851613,B,36.91856824144545,40.95179649942857,-20.669273480120705,B,A,0
Germany,Asian,26.254958746295376,C,20.225455417016676,C,125.1653807484271,-242.31345343534016,-123.98254171336423,B,E,1
Brazil,Hispanic,-25.297438889791028,B,70.01453208326932,D,-3.294985672159248,-40.05132366606215,79.16971480758221,E,D,0
Brazil,Black,-73.34570732646328,A,65.12990025333484,E,52.150620977911146,-14.749249818794945,-22.69558760936114,A,D,0
UK,Asian,-54.06581453037196,B,106.7321802581277,A,-95.41991951839098,-131.95426081936844,-73.05179805915162,B,B,0
Brazil,Asian,74.5520407157677,C,-95.01431853928341,E,244.27013878393288,50.75172347732101,64.28970039512119,B,A,1
China,Asian,-165.78458827631812,E,-112.05989308026032,A,-1.4736646394701216,-49.94223066358354,2.6619837761119705,A,B,1
Brazil,Other,97.23115616407046,E,-195.0082674654527,D,-6.3511705747156615,-52.74233354062843,89.28231203369292,D,E,0
Mexico,Asian,-105.15702969325467,D,28.11922614121496,A,-68.98344518280123,-170.11330503572663,41.95566650261084,D,C,1
China,Other,30.516804207325087,A,0.9732638199292918,E,-151.95729265357917,-17.030257300703354,-77.23237957682313,B,E,1
Germany,Asian,-46.32975859079074,C,139.22291987082488,A,42.78085616898253,131.12148452496615,-214.97801029238892,D,E,1
China,Asian,-77.67501840990319,A,26.89406323694773,D,-113.1600822927007,-53.69399603123247,57.52172345768168,E,D,0
Mexico,Asian,-14.942608471600275,B,52.91520960603441,C,59.612666828041746,35.126653950264334,-21.302005487762056,D,D,1
Germany,White,0.1364494933292041,C,14.673076857175635,B,8.036602926886875,35.19244751721941,-121.19121253630276,D,A,0
China,African American,202.2616162633458,A,-37.34041557727018,A,7.041344590319174,22.46554863494628,38.29209096043936,E,D,0
Mexico,African American,120.61563606347134,E,23.433669146098918,B,29.92875787093634,-3.6656219567328563,-2.3069021991522476,D,B,1
Other,Other,-52.66655024824831,D,-240.14805954210266,E,-52.94745612785856,48.228958345921605,-18.481900828949886,C,E,0
Other,Other,-46.63282634393456,A,132.52145178548272,B,21.395611283930247,-101.87082902508926,28.997314519856925,B,A,0
US,Hispanic,-49.6220477616056,B,-37.080115256560035,C,79.85495412585283,118.63828973686435,-129.4458728636115,A,D,1
Mexico,White,2.6208999356169285,D,66.258138284379,B,-183.01091362788938,82.14007605799573,66.85708347002816,E,D,1
UK,Hispanic,17.56148460919851,B,37.8226518088567,E,-74.10240898518562,0.15443177062348776,38.238607019472404,D,C,1
Germany,African American,-26.883191805947387,B,-70.33468318946663,E,-165.8075195046809,-13.03412736584432,62.6686210761909,A,D,0
Brazil,African American,-137.82511014241322,B,-45.667245092740615,B,17.49944291112362,77.05095474754538,131.09525579773629,A,D,0
Other,Black,109.84040684900225,E,7.005695369669616,B,-15.266600211006013,-54.9260836954731,35.65195204321331,C,C,0
India,Other,-82.51137209527396,C,164.91850500620438,B,-32.106157615626536,6.0711585740336975,13.521559048740105,B,B,1
US,African American,148.64528386518288,A,92.05746132289016,A,123.5803009480761,-19.902303284470037,-186.98641712253632,C,B,0
Mexico,Asian,80.57697721544008,C,-38.23343383876864,E,78.11215051091112,-110.7253052784526,-30.66005870723396,B,C,1
Other,Other,3.5708235036654887,E,-0.6489148368999851,C,-3.350289257257444,58.87125146410285,-101.38600839943344,C,C,0
UK,Other,-37.79126524263607,B,-53.48174606240038,D,161.18413347017693,-92.85627327212806,-192.85241657175789,D,D,0
UK,Asian,5.8183247682599015,A,85.49258912968291,A,-183.38652080388837,29.23379239045393,-69.47408867143182,A,D,0
India,Asian,-13.39509326978148,B,-103.46637877925365,E,7.856116082730737,-79.47407537316955,12.41256036171152,E,B,0
Germany,African American,84.16013833915225,A,96.81538746551384,A,87.79811670538716,22.2792018227631,-55.11692920736005,C,A,0
China,Other,61.13353497488494,E,-63.180962411320316,B,-113.75713300422754,78.12318823986308,-81.34482108835331,C,B,0
India,Asian,44.56124277984101,A,-84.29828889999223,E,-103.96143987334663,19.71082829391077,72.44090638232132,B,B,0
China,Other,-122.54770808759639,B,0.39746306362370487,A,124.04101006757884,-21.444182194669388,-63.25772434943288,C,B,1
China,Black,-2.4407587593377995,A,178.36797114913074,A,28.339529402610257,-7.222800282988862,29.683928240928452,D,E,0
UK,Other,96.37646768607586,A,22.384321398738706,C,116.338164758259,-36.764697654929954,8.349634764638054,A,B,0
US,African American,30.178598022224733,E,159.31992099712033,E,72.52882596317536,224.23457833740187,-57.7941324887448,C,B,0
Germany,African American,-16.480001577118557,B,-169.48759640430984,C,-20.405993579267857,16.241157061328195,179.23556059075236,E,C,0
Other,Hispanic,-70.0459486458932,C,-9.749538045373946,A,-58.34372731039167,-14.195156320558258,14.887799320248185,B,D,0
China,Hispanic,46.34845354931315,D,62.7171683373819,E,11.675659061269657,-48.09848744083508,23.420518048174067,C,B,0
Germany,White,15.163411036128851,B,-87.6418538923781,E,-61.36131881831513,72.18056047654294,-135.98482282338077,C,C,0
UK,Hispanic,-76.574175684941,B,107.22431472235898,E,-126.36964815626503,-104.80832978741866,57.41026107169882,D,C,1
Other,Hispanic,-62.41361957762111,C,48.83625293579394,B,-5.135299377304406,117.41561825713114,-13.661681755205294,E,D,1
Brazil,White,-51.70153483241838,B,3.79721883383063,D,33.34279666648021,-15.667248470805845,-23.782271166405536,D,D,0
UK,Black,-60.70361225495572,B,-150.35550529688754,C,-78.45048913086545,-33.911730956647446,-140.89936546368,C,C,0
US,Asian,227.01300660891118,B,70.63782952176881,E,-93.97371480543764,16.609998449054633,-50.11663988088638,A,D,1
UK,White,-37.20178575835389,C,4.784150945250789,B,91.61457893896217,114.27650016253035,-82.76603394379718,B,C,0
Other,Black,-72.04639105604194,E,-30.42307380135464,C,-5.148161455840573,-204.57373976078682,-4.458196547387539,C,A,1
Other,Other,-43.276616591619096,C,21.966340891050525,C,-13.993715605977512,-75.11112796490289,-96.371614159514,E,D,1
US,White,32.73885067821028,C,229.97257546660887,E,32.91407170830241,73.35863265943732,64.96613629879684,E,C,1
India,Other,-209.9827384248878,B,107.2706815983985,D,59.85326076631342,44.03578712902917,75.82652381209698,C,B,1
US,Other,-17.632182566293547,D,-191.33173796195516,E,-31.967356927439532,-50.107408414125544,162.89731132952838,A,C,0
US,Hispanic,-107.84933873756964,E,-93.39245678983504,C,57.93211674444079,34.79276103671022,-77.18354211220083,C,C,1
Other,White,93.41389919080066,C,75.87386872825425,A,-161.77553459884527,12.698320466795346,48.47457828968921,D,E,0
US,Hispanic,-18.8517377902951,B,-41.71538735698225,C,-120.58065312782387,-75.99200995818069,155.01351514885593,A,D,1
China,Hispanic,143.66764047229236,B,-78.85142684696194,B,22.31385663679557,-61.98644649640841,-11.848505090896637,A,E,1
China,Asian,107.92151920989205,D,0.3167364158157829,C,75.87192969215462,33.43702970542298,-81.2070154954443,A,E,0
Brazil,Other,128.01603990766947,E,-105.85159418400497,C,-21.98203583485978,115.68180691569165,35.21957702032595,D,D,0
US,Asian,124.30502025916832,E,-14.271543142176405,A,-48.26976845618806,-178.96138713173417,-12.066097698229921,A,A,1
Brazil,White,12.015172213493512,C,3.131521982778977,B,-31.42268757267848,-110.81535521434671,-38.73789867213636,D,A,0
India,White,-165.91651667238665,A,-87.24444949021581,E,154.4706821574399,48.18706357877966,99.94065030858856,E,B,0
China,African American,-107.26185183662615,D,-15.63970166050542,E,-76.91510790390458,-35.841573517918505,-63.19993749295077,B,A,0
UK,Asian,190.4294512100666,C,-164.10312350430573,C,23.489729651443795,35.55732200634102,22.375296875290513,A,D,0
India,African American,-227.551615384416,A,-24.77876644280694,E,-97.63142954782626,-30.292774826713178,-266.6970924856189,A,A,1
Other,Hispanic,-26.949590303922328,B,57.867400305530644,B,140.52219454017586,37.25593194261224,-89.67039775818519,E,D,1
Mexico,Asian,57.016739474236765,B,84.11660568730787,B,-20.730180033355175,-67.72341350339815,124.01771343268764,A,D,1
India,Black,88.73468666316275,D,-15.753600135585147,E,-26.43288619762833,-4.085953749145257,62.96433462578004,D,A,0
US,Other,-136.89957466398482,C,98.3761853341992,A,-75.8423381451218,-90.01398205847909,-1.8334272874237088,D,D,1
Other,Hispanic,-0.921147562506474,E,67.5989009032771,E,-70.88573646263166,122.08433523250729,-75.06375743438038,C,C,0
China,Other,70.01827497925748,E,-194.34973333496498,D,47.81312438191442,-92.82693182880705,25.421240384286907,A,C,1
US,Hispanic,-105.30487967268847,E,-58.73733873185534,D,-14.793517608285606,-51.982231235262496,-128.38807997565067,A,C,1
