Race,nationality,AgeGroup,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Hispanic,China,36-50,Muslim,-155.78544874136045,-107.68674517908754,E,59.813721697198496,A,C,1
Hispanic,Other,18-25,Buddhist,-24.41604751823934,-31.913506309288493,C,47.68382761551301,A,A,0
Asian,Germany,18-25,Buddhist,-45.33160081009356,71.55170149672101,A,87.00082056934366,A,D,0
Other,Other,26-35,Jewish,59.24378044635292,63.29620509895787,D,-166.6061333217189,B,C,0
Hispanic,US,26-35,Buddhist,-13.155164559461092,76.48583011161303,B,-22.150391780926977,C,D,0
White,Germany,65+,Buddhist,65.8672390350167,-179.54065250845255,E,4.537416209990114,E,B,0
Hispanic,UK,51-65,Buddhist,29.98528831207123,50.98710649740921,B,194.32149262575751,C,C,0
African American,UK,18-25,Jewish,70.344210728259,-8.089032034177402,C,71.62437143300403,E,A,1
Asian,UK,36-50,Other,15.89489083113767,114.32194694708315,C,-70.23176669908729,A,D,1
Asian,US,18-25,Hindu,-95.88603406416473,125.13616454571688,C,145.56364162632278,D,E,0
Hispanic,UK,26-35,Buddhist,13.366980250269513,-54.61660062603438,C,-129.8276030084287,E,D,0
African American,India,36-50,Other,-11.719342297067165,-269.2218695566144,B,59.167515027856496,C,D,0
Black,Brazil,51-65,None,48.05670621096706,129.81048323233375,A,-30.87734427733098,C,A,1
Other,Brazil,36-50,Hindu,-50.62801600367409,35.60449527876147,A,-111.65915177895478,E,B,0
Hispanic,Brazil,36-50,Hindu,109.83238191509024,-44.84322439152827,B,36.614421930039256,B,C,0
Other,Germany,26-35,None,-122.39620653630439,-113.6818127188529,E,-143.03466410984274,A,D,0
Other,China,18-25,Other,102.93665545371002,96.47167406820842,C,-10.391894110885731,D,E,1
Hispanic,Mexico,18-25,None,54.3901300610303,18.118103828845328,D,51.10254706253998,B,A,1
Hispanic,Mexico,26-35,None,116.5889137877551,-67.74086638194521,E,-124.6695304497194,D,E,0
Black,China,51-65,Jewish,-60.23508561180451,1.7500106518749978,A,-91.53116504823183,E,C,1
Asian,China,65+,Buddhist,56.206922998844355,63.66117710464658,C,128.80102992597162,A,E,1
Asian,Brazil,26-35,Jewish,295.09152292359664,-32.88744805017779,B,9.071235167042909,C,C,0
Other,China,65+,None,52.15287260020796,8.866521628821657,D,132.76402383702316,E,C,1
Hispanic,Other,36-50,Hindu,61.75604923032619,42.43126092639971,C,28.55293962846596,A,C,1
African American,Brazil,51-65,None,32.93014899432591,13.037576168352116,C,-59.08606000940275,B,C,1
African American,UK,26-35,Other,1.6447256613239374,-62.254993255896096,B,-36.78940857674593,D,D,1
White,India,51-65,Hindu,98.89289051582242,-80.20221294464963,B,-89.67110851911923,C,B,1
Other,India,26-35,None,-110.89198276896866,43.26281981574452,B,56.3785527745695,B,B,1
Other,Germany,26-35,Hindu,40.17517864551788,12.106130382042345,C,-50.351408829961464,D,A,0
Asian,Germany,18-25,None,-89.37324567001203,71.25380045922452,A,-44.60297441745752,A,A,1
Other,India,26-35,Buddhist,-69.02018920507994,154.0098889640464,A,49.004301812778124,A,B,1
White,Brazil,51-65,Buddhist,177.49692949294862,-60.13968446826637,C,90.16497616145573,B,C,1
White,Germany,36-50,None,-44.02652650508115,7.971049927602884,D,-67.19576875035283,A,C,0
African American,India,51-65,Buddhist,239.19515201917784,-148.34883779917257,B,-58.17843615970951,B,E,0
African American,China,51-65,Buddhist,66.57976372748458,-44.13550633890653,C,-85.68784248084663,E,A,0
Asian,US,51-65,Other,-132.29920929219202,158.82801863289455,B,5.152769784466322,C,B,1
African American,India,26-35,Buddhist,-21.654666674232416,-117.28892194509947,D,-124.60572780466508,B,D,1
Other,Other,65+,Christian,-134.179606318959,47.90082607257175,D,24.70612023235402,B,D,0
Asian,Other,26-35,None,-68.36553035148117,85.47198189219523,A,43.51988388897276,C,E,0
Asian,China,36-50,Muslim,63.97615288826663,-70.23669927546695,D,-181.1764900404802,A,E,0
Other,Mexico,65+,Hindu,-97.82971310653167,207.0457208176783,C,3.965671206102918,E,E,1
Other,Brazil,65+,None,19.437019236953056,-203.93764466465743,A,100.85542291399973,E,B,0
Asian,India,26-35,Other,139.1190723798192,200.04947874233073,E,3.0299518866211423,D,E,1
Hispanic,Mexico,18-25,Jewish,-44.617092928013655,-19.63180454393211,D,-188.23471991885663,D,C,0
Hispanic,China,65+,Muslim,-22.995776789569415,-117.32504007800814,A,-30.513668654735792,E,A,0
Hispanic,UK,18-25,Other,72.47650061926534,-62.35415463557709,B,23.347175847523392,D,E,0
African American,Mexico,18-25,None,19.06281304736695,232.8133125279293,E,-104.77282495297618,B,C,0
African American,Brazil,51-65,Buddhist,73.85682908875535,74.81427405689307,C,126.53914018832417,E,C,0
Hispanic,Germany,51-65,Buddhist,-99.2945151767816,-68.53509579075227,E,59.265134112018,C,D,1
African American,Brazil,36-50,Other,-104.51956233332199,-66.8812485033645,E,-85.13423101245965,C,B,1
White,Germany,65+,Christian,-90.4039479424458,36.95075102395036,C,-26.98955699299164,C,B,0
African American,Germany,26-35,Other,-59.78676441989745,106.94013686136674,A,-45.39446456932024,A,D,1
Asian,Mexico,65+,Other,-77.56327603127056,-58.94587667143393,E,-187.50020078234377,A,C,0
Hispanic,China,51-65,Christian,43.37595485168737,-114.78946027887018,C,-70.23321209761019,B,C,0
Asian,India,26-35,Muslim,-17.984541759365584,127.40451762418621,C,-27.395872301228373,D,E,1
White,India,36-50,Christian,71.26894147234621,-164.25543916805165,D,-14.991657048801363,C,B,1
White,UK,18-25,Hindu,115.09403545282157,207.7008185249838,B,-94.84826747706497,D,E,0
Black,Mexico,65+,Christian,66.96451244157296,60.679430839422764,E,94.68046404961252,E,D,1
White,UK,51-65,Other,19.832677145886244,1.1875542815428597,C,76.52107395000579,C,B,1
Hispanic,Mexico,51-65,None,57.14047222308726,40.323054458027954,D,59.17062172632287,C,B,0
Hispanic,Brazil,18-25,Muslim,-124.46268673637901,91.26050682385646,E,-99.7550652219506,B,A,1
Black,Germany,36-50,None,89.511621562635,-120.66107235276458,E,7.5461303167936045,B,B,0
African American,UK,26-35,None,-106.23971159170031,43.11439812508991,A,151.4304407911782,D,B,1
White,Germany,65+,Christian,92.8180403995876,136.4611103968624,B,31.479817710630492,B,A,1
Black,US,51-65,Jewish,-72.70907668452712,92.48058858547665,C,31.856533491684768,D,A,1
Hispanic,China,36-50,Muslim,-31.062646054055264,-101.56751625333249,B,25.568347881636704,B,C,1
Hispanic,Brazil,18-25,Other,-150.9837792706699,-22.588998351225374,B,54.042175285708915,E,C,1
Black,Other,26-35,Other,-119.8306285904301,-216.4715805207881,D,271.82426110895545,B,A,0
Other,Other,65+,Christian,-4.2783617139343795,26.955873329527403,E,117.17271372238555,C,A,1
White,China,65+,None,179.14559110805462,-82.57080801996094,D,-71.53953251213233,D,B,1
Other,Other,65+,Jewish,-184.45172229303722,-2.6129992765028045,B,-238.89232822052637,D,E,1
White,UK,65+,Hindu,-72.01560349443935,23.953431287838143,D,-29.40011394918895,D,B,1
White,Mexico,18-25,Hindu,-180.77446701386222,-305.84779520420284,D,185.57957296737405,B,D,1
African American,US,36-50,Jewish,-86.15070858061765,7.510902587918246,D,-3.8539801478286777,B,E,0
African American,US,36-50,Hindu,-23.15291506407798,4.709945203874195,C,20.325136492297556,D,D,1
Asian,Other,65+,Muslim,-138.21674152047976,98.18771755829087,D,154.76176388318586,A,D,1
Asian,Brazil,51-65,None,-22.3095778257612,-61.61328063580239,C,75.00211573254234,E,D,0
Asian,UK,65+,Hindu,-61.275029420563776,-0.8522462625590141,B,30.065297533362624,C,C,0
African American,UK,36-50,None,193.15814027724824,-52.998946203690366,D,-89.42563113077132,A,A,0
African American,Mexico,26-35,Jewish,-45.57992074676954,90.58545144082532,E,45.94516976211063,A,E,0
Black,China,18-25,Hindu,112.98214902860096,72.73376773373218,C,-50.44121611026636,E,B,0
Other,Brazil,51-65,Other,-6.795241827798424,48.24979685673979,C,122.2567560071215,E,C,0
Hispanic,China,18-25,Jewish,32.39947572885943,8.792781516885295,D,-66.41565679537217,B,D,0
African American,US,65+,Buddhist,134.59111106147188,114.07164968387006,B,-104.17608232113933,D,E,1
Hispanic,China,18-25,Christian,-99.10325805651607,112.64788517714759,C,-106.78224560370413,E,B,0
Hispanic,US,36-50,Hindu,341.9033064422504,-56.140960817513374,B,22.65779211737477,C,B,0
Black,Germany,65+,Other,129.06974148704384,-101.18131702714504,B,176.15628324106137,E,D,1
White,Mexico,26-35,Other,114.76663171648987,151.37121655486723,B,-55.68159576167062,B,C,0
Black,China,65+,None,20.902042952832105,188.30303890851013,B,-116.71991783496752,E,A,1
African American,India,26-35,Buddhist,101.42868921268536,-97.21784694206183,B,122.77809796124073,B,A,1
Black,UK,36-50,Buddhist,23.389913682039616,40.67835311539029,E,-71.27265329144339,E,D,1
African American,Mexico,18-25,Jewish,38.48411506985251,-22.367442465090765,D,128.73283744278973,C,B,1
Asian,Other,26-35,Christian,-91.82673804742618,-26.817247836496648,C,77.17960645973044,B,B,0
Other,Other,51-65,Buddhist,-92.19016041376403,35.53300672421396,C,51.40181346278108,A,E,0
Hispanic,UK,18-25,Christian,-114.4100949050779,-109.03284663775304,C,98.38058899036017,B,B,1
Hispanic,US,51-65,Jewish,-68.99833945375359,243.78467010124223,A,-8.37271224234991,A,B,0
Asian,Mexico,36-50,Christian,-53.9590933420262,108.45084130866402,C,-99.64546360134122,E,A,0
Hispanic,Other,51-65,Other,1.4734228017496875,-31.20582393012146,C,84.64714798962846,C,D,1
White,Mexico,51-65,None,-58.11542660718663,-181.36460271087353,E,-177.50550731661767,D,C,1
African American,Other,26-35,None,113.39992093047296,49.19422317049701,E,-15.80587252478207,B,D,1
Other,Other,65+,None,68.88590091588622,213.73256458374706,E,77.75347415284031,B,A,0
Black,Mexico,18-25,Muslim,-72.89884355153086,-70.28722527768475,D,57.34277666172256,B,D,0
White,Brazil,51-65,Other,-118.72615931027815,-38.31474033602873,A,-39.01843406473151,C,C,0
White,UK,65+,Hindu,74.57992771214323,-70.75739627335757,A,25.294230665583335,E,D,1
African American,UK,26-35,Buddhist,78.33271860084528,-101.38952787642907,D,-217.97259267127663,C,C,0
African American,China,65+,Buddhist,96.86348574093837,-46.88589762435673,C,-24.52343628577803,C,E,1
White,India,36-50,Christian,109.59632581906367,-56.149164471799104,B,73.63307265659749,D,E,1
Hispanic,Other,51-65,Other,41.957892709085264,-216.47739107205913,C,-7.986231348219754,B,C,0
Other,Mexico,18-25,Jewish,111.18185066700252,59.78987564629881,C,16.96790220678828,D,B,1
Asian,Mexico,36-50,Other,123.74349059786339,-15.298104500811464,B,-199.19862550460545,B,D,0
Asian,UK,65+,Buddhist,-106.57108572473255,-82.8062664151176,B,-99.62470810022732,A,C,0
White,China,65+,Muslim,131.84852417734473,-3.6734861222386157,B,9.802274708571904,C,D,1
Other,Brazil,65+,Hindu,-99.2157724331009,-0.329872108376508,C,-6.764270460374562,E,D,0
Black,UK,18-25,Hindu,20.469648275019694,-0.05030518324628937,B,-44.55126574710293,A,C,0
Asian,Mexico,36-50,Buddhist,96.62339776562993,-184.11342503799014,C,11.709683078222286,B,C,0
Other,Germany,51-65,Muslim,51.74405323659875,36.02595502359995,E,-53.38011753410225,B,B,1
African American,Mexico,51-65,Christian,-222.83625507552608,66.16489477202082,D,118.56215004239235,A,D,0
White,Mexico,26-35,Hindu,78.98864620523098,62.97224696037682,E,39.64231972618483,A,D,1
White,Other,51-65,Christian,-101.72128974227883,-9.020803470049165,A,19.95116757662159,A,A,0
African American,Other,51-65,Christian,89.26076531811023,-1.9123126975768476,E,2.161848477298154,E,B,0
African American,Other,26-35,Christian,59.410769292727714,-200.79349181072342,E,68.32256919194695,D,B,1
Other,Germany,26-35,Buddhist,48.81056817081466,51.25450352452901,D,-72.10293134641876,C,A,1
African American,China,18-25,Hindu,42.679612321351456,225.17499225419476,E,0.7418171743045272,E,B,0
Hispanic,Brazil,36-50,None,-52.737123328133215,-9.14838756124801,A,23.11185477733854,E,B,0
Asian,Brazil,65+,Buddhist,-177.4507300677425,75.88245291242542,E,55.73349723717447,A,C,0
Black,Germany,18-25,Muslim,65.25565314084105,-111.03827576372242,E,-177.78618222055042,B,A,0
African American,Other,65+,Christian,28.820655065876654,-8.40197601457498,E,100.42153574141504,E,D,1
Asian,US,18-25,Jewish,-20.63583132176366,9.566160032039713,A,161.76521450857538,A,C,0
White,Brazil,65+,Other,240.2225524806087,75.41683052903393,A,36.54663056785368,B,A,0
Other,China,26-35,Hindu,18.32253305039181,62.870503032979464,B,57.27305577211145,E,A,1
African American,China,65+,Jewish,163.6874677090908,-33.23048658018246,C,26.85226755191849,C,B,1
White,Other,51-65,None,-65.79348361900546,-42.38035628089836,D,-11.319035374300126,D,A,1
African American,US,51-65,Other,117.91661825894309,-52.69726255942317,E,-51.82981287527571,A,A,0
Other,US,65+,None,30.660300666803863,-7.371599820845858,A,124.92488409814028,E,B,0
African American,Other,18-25,Other,61.774468867618005,85.67551094151257,B,194.6808114813352,E,B,0
White,US,26-35,Muslim,-22.915668743806723,-7.003564698617569,A,-11.21032548824395,E,A,1
Asian,US,36-50,Hindu,-4.207256461711385,130.79404985307005,D,33.124176930650265,B,D,1
Hispanic,India,51-65,Other,-203.22351675216316,-115.1631581677074,B,143.6541921189009,D,B,0
Other,UK,36-50,Muslim,-76.97097332424259,-67.60589689280661,B,103.62430717024591,D,B,0
Hispanic,India,36-50,Other,55.30534510135895,-113.60983064270557,E,-81.06097171088386,C,C,1
White,China,18-25,Hindu,30.641280633299733,-116.94010181341179,B,-48.17025762203267,C,A,0
Asian,China,51-65,Jewish,-39.00489668286449,74.18922991457501,A,105.93213449467756,D,E,0
Hispanic,Mexico,51-65,Christian,-27.74341562301723,-90.57922215758425,D,44.29755162098052,D,B,0
Hispanic,Germany,51-65,None,155.61993457866302,110.55141620292248,D,-154.28114286575666,B,C,1
Asian,UK,18-25,Jewish,-199.49123192226722,-85.02319931128983,D,113.9699794956637,D,A,1
Black,India,51-65,Buddhist,11.072341511628757,26.37837010096442,E,-153.11830363379778,B,D,0
White,UK,26-35,Jewish,-6.09543063928262,24.507608980175473,C,18.495637765990956,A,D,1
Asian,China,51-65,Muslim,-11.860743894866564,87.67983808518595,D,-37.98809225453133,E,C,1
Other,China,65+,None,-98.34242625444944,-57.25300963397406,C,-56.64665926060758,C,E,1
Other,US,65+,Other,-63.35509095409352,-82.9179481482214,E,-87.01908209456596,C,D,1
White,Germany,18-25,Hindu,-92.11191606106647,49.006141784141384,B,-270.0806379908785,E,B,1
Other,India,18-25,None,-67.69171190865917,16.466150845204037,D,51.08904457166914,C,E,1
African American,Other,18-25,Jewish,25.54453269529097,114.41730204513318,D,-105.62899217339333,D,C,0
Other,Other,36-50,Christian,153.1178844281095,-2.6773786433097864,B,28.99240405978471,D,B,1
Hispanic,UK,18-25,Other,-25.186301924950882,-13.235091975929022,A,-216.25252324483122,A,A,1
Asian,UK,36-50,Hindu,-15.12647131968709,-27.990472019917156,E,32.19590916160969,A,A,0
Hispanic,Germany,51-65,Christian,-80.18497616636837,-56.2633138481239,C,254.62586385222332,A,D,1
White,India,51-65,Hindu,14.321499543113053,-63.88764350642513,D,58.897698614528124,E,E,1
Other,Mexico,26-35,Hindu,171.60586841987964,33.62032165034651,D,-7.119912791443975,E,D,0
African American,Other,26-35,None,-108.6091673394042,-80.06059333466591,E,-10.392605764188351,E,B,0
Other,Mexico,65+,None,52.803544916238174,41.034657473295006,C,105.37189029985319,C,D,0
Hispanic,Germany,36-50,Other,-106.43730689138258,227.12875175508898,B,-69.0477301370918,E,E,1
Asian,Mexico,65+,Christian,-28.25488306959918,103.26777620121533,C,88.6285244763501,D,D,1
Hispanic,China,51-65,Muslim,148.43370081465363,-32.569568784509585,C,123.13887745508659,C,C,1
African American,India,26-35,None,-45.620448161757636,-217.9730111801384,A,115.35036915176971,B,E,0
White,UK,26-35,None,3.852377208929177,14.163784030159626,B,-60.21188584137265,A,A,1
White,UK,18-25,Hindu,25.597164181351197,-215.56342800780905,C,114.69898160600162,C,C,0
Other,Germany,65+,None,69.16076031072168,143.02866764207977,B,78.45011438881133,B,B,0
African American,Other,18-25,Hindu,94.24949148869763,80.21514806953864,A,-200.50079880579682,A,B,0
Asian,China,36-50,Buddhist,84.34690203943728,-186.94329290475662,C,-127.15719413820119,D,E,1
Hispanic,India,51-65,None,73.01047330609282,-102.42083372259059,C,95.56040806215145,C,B,1
Black,India,18-25,Hindu,-14.469980666072082,151.65971062999543,C,-52.444400157072536,A,C,0
Black,UK,18-25,Muslim,109.27343599051089,115.82443318227209,E,-150.25608058768802,D,E,1
Black,India,36-50,Jewish,49.03577365774547,-33.33503832488239,D,-152.33548339468828,B,D,1
Asian,US,26-35,Other,-54.130901912236816,-47.0348912402134,C,70.00156139991999,C,E,1
White,Brazil,18-25,Jewish,85.49401303827301,8.769536298645109,D,-63.780557935944124,C,E,1
Asian,US,18-25,Other,-177.94824158643152,46.15221550606983,D,111.6437933004351,B,D,1
Asian,Mexico,36-50,Other,-10.318081136508543,109.68094778523634,A,92.99157115468435,A,B,0
African American,Mexico,18-25,Hindu,-104.28667890990053,55.29290176427343,E,-114.7598696569178,D,D,1
African American,US,36-50,Christian,0.8972959621118962,-158.98604198292898,A,-31.407445250079814,C,E,0
Hispanic,UK,65+,Christian,63.666635185353236,1.7250279355928453,C,8.910973795988399,B,B,1
African American,Other,36-50,Jewish,133.54200346424037,119.94638433686937,C,91.76445832148445,B,C,1
Black,UK,65+,Hindu,-71.9372195221089,67.12818386923773,B,45.63155863356748,B,E,1
White,India,26-35,None,-50.81710232234443,-22.411552991898294,C,87.93341523948482,C,B,0
Other,US,26-35,None,-43.69909828973198,166.4959947285325,D,86.22022742228526,B,B,0
Other,China,51-65,None,-57.06708528231754,156.4524196406967,B,131.14203871666447,D,E,0
Other,Brazil,36-50,Other,169.61090862155356,-202.82912280090807,D,10.990074857842256,A,E,0
Asian,Germany,65+,Hindu,-169.1352823284158,-0.4735900188114175,D,54.644274521525446,C,B,0
African American,Other,65+,Buddhist,47.89567640901464,-29.919012921326672,C,-101.90309452398498,B,C,0
Black,Germany,51-65,Hindu,149.868173873551,156.56711874957668,A,137.08727791746912,C,C,0
Other,US,26-35,Hindu,13.592821555107088,66.75598862942213,D,-39.65835435288195,E,A,1
Other,India,51-65,Hindu,137.46301964464647,-114.6184093309412,E,32.51450507726928,A,A,1
White,India,26-35,None,-5.873371166289393,-144.03615284803072,C,-160.4201870529707,E,A,0
Hispanic,UK,36-50,Hindu,-170.05248795500034,-21.782864624765033,C,-171.52730902828608,A,C,1
African American,Brazil,65+,Hindu,-35.4778106064641,-106.84191621799751,C,-82.80327516759371,A,B,1
Other,Other,18-25,Other,-93.6378885976677,-19.143240578689298,B,-120.6131622035183,D,C,1
Other,Germany,26-35,Other,-65.72288029479597,-28.34516723197237,E,-19.735370723797462,B,D,0
African American,Other,36-50,Christian,-11.03888617536963,66.8971974722453,A,190.93315842705394,B,E,1
Other,Brazil,36-50,Muslim,-76.62319928643538,131.65227210539604,D,-104.14569953335695,C,B,0
African American,US,36-50,Hindu,-1.0638303597316376,-20.329644452373365,A,-45.42262412916858,D,D,0
Other,India,18-25,Muslim,-119.08829859300683,-204.9143689344748,A,-109.21706417864398,E,A,0
White,US,26-35,Muslim,148.25944346889654,115.98911142528279,B,203.5608468032274,B,E,1
African American,US,65+,Jewish,-120.03704159743383,-88.62302402824469,E,129.70201344018614,C,E,0
Hispanic,Brazil,65+,Other,-98.45270838733698,-60.7062119610765,B,-94.0693316386143,E,B,0
Other,Germany,26-35,Muslim,-69.7987067347437,23.496216695717397,C,-17.402860361795756,D,D,0
Hispanic,Germany,65+,Buddhist,-81.31337973106545,105.79760512887057,E,29.433622852681925,B,C,0
Hispanic,UK,36-50,Buddhist,83.35944440361729,52.50751361322301,A,-165.54373000039547,D,E,1
African American,UK,51-65,Hindu,-122.15329384978621,118.52657037122312,A,-39.99071120908103,B,E,0
Hispanic,China,26-35,Christian,118.19779670018433,-59.923054079230155,B,50.879533055592994,A,B,1
African American,Germany,51-65,None,205.06356281882012,-24.90762029401896,A,27.549218661686563,B,A,1
Black,US,51-65,Other,-19.125259702614805,59.53974842143184,A,-79.2552626108091,D,E,0
Black,Germany,18-25,Muslim,38.29232458660324,-95.80505926057069,A,33.33544498715904,B,B,1
Black,Germany,18-25,Other,55.757274864049265,57.94624332298185,C,61.166738758292894,A,A,0
Black,UK,26-35,Jewish,-124.26703915525192,118.31063931000317,E,0.5628120543982357,A,A,1
White,Mexico,51-65,None,-1.301518923307763,94.90663848495822,B,156.98140863664648,C,D,1
Hispanic,Other,36-50,Christian,46.09280960184206,47.40069659868011,A,-19.23537392562339,C,E,0
Hispanic,Other,36-50,None,-31.79753849236151,99.64878114447559,D,82.23797327423443,D,A,1
Asian,Brazil,51-65,Christian,-13.702113426591229,-30.886075063225153,D,53.044231686444746,E,C,1
African American,India,65+,Christian,-135.38088640298866,-51.390469038119804,B,54.382887153965676,B,B,1
Hispanic,India,51-65,Jewish,55.2181954159608,17.44029251424612,D,-110.43231583431073,B,B,1
African American,Other,18-25,Jewish,-86.08290865798183,124.13609402063577,C,157.66812850510928,A,A,1
Other,China,18-25,Buddhist,23.099593944569015,-89.6351549666811,A,158.62711576406028,A,C,0
Black,Brazil,26-35,Jewish,-8.08527754562642,-3.651598980007418,B,7.735951354815317,E,B,0
Black,UK,18-25,Hindu,-78.20204594066695,-229.4817303143943,E,130.67477040363806,C,D,1
African American,Other,18-25,Jewish,-209.3619794058053,-68.00074357820031,E,-14.768113537426569,B,B,1
African American,UK,26-35,Christian,-11.254290330906048,-70.1189844328453,E,27.94763522008227,D,A,0
White,UK,65+,Christian,-45.77936111962755,-10.231734636273806,B,129.86050678726048,E,C,1
Black,Brazil,36-50,None,18.036708368157704,86.50295331186302,D,-57.260357880882,C,C,1
Other,Brazil,26-35,Other,138.95013297717426,-236.83519928927862,D,-13.204392733367415,D,C,1
Black,Other,36-50,Hindu,-26.64333360657249,53.99002471944957,C,-64.26404628448785,A,A,1
African American,China,18-25,Buddhist,115.33971519596993,22.724636650506476,E,-120.86419820270635,A,B,1
Asian,US,51-65,Hindu,146.41399672321575,-60.19789550879584,C,-15.201695905809084,B,E,1
Hispanic,US,65+,Hindu,139.07521995780655,-24.87891206764962,A,-84.79249192118576,C,E,1
Hispanic,Brazil,36-50,None,81.74902588398386,-87.81470313971089,A,2.157401766851102,E,B,0
White,Other,65+,Muslim,-63.661844962441215,-117.57075328644812,C,-14.752582956967638,D,B,0
Other,US,51-65,Jewish,6.863682150360371,20.26155006009843,A,29.83299740335,B,E,1
Asian,US,26-35,None,-127.82057134696667,-27.190650394875615,B,55.5237559201444,A,A,0
African American,Other,18-25,Jewish,-21.686852140000937,180.6599613412426,D,48.23713238761931,D,C,0
Asian,Germany,26-35,Buddhist,-88.36015849991264,-144.1702049311202,D,33.1148788471939,B,B,0
African American,Brazil,65+,Muslim,114.73893965960222,-78.19775090994455,A,40.43596302514022,C,E,1
Asian,US,51-65,Hindu,23.371720258999847,-170.34537931793346,C,114.02942566026854,E,D,1
White,US,26-35,None,-152.71551650386002,124.51881746824536,D,105.8941651099691,A,C,1
Black,Mexico,18-25,Muslim,-76.67061982355943,81.21243857984058,C,113.77549597926819,B,B,1
Hispanic,Germany,18-25,Jewish,1.5716505584769762,68.24704518942396,D,260.8964927100831,B,E,0
African American,India,18-25,Other,-267.65450075597334,-10.801918407745466,E,137.54973639983547,A,E,1
Other,US,65+,Other,-49.28369142866325,-62.370890798501655,E,57.74332231493617,C,C,0
Other,Other,51-65,Jewish,-86.00662536459886,-27.357543489533008,C,121.22877795746969,C,C,0
Hispanic,Germany,18-25,Jewish,-208.38855273592554,-29.045244398637838,C,27.313258419104564,B,C,1
African American,India,26-35,Christian,172.86316733807433,120.60620649832734,A,-76.33188546002941,E,A,0
Hispanic,Other,36-50,Hindu,126.34399875975562,18.045225546019832,A,-134.07001584276787,E,D,1
Other,Mexico,36-50,Buddhist,-25.521633725110345,-76.36613342179506,B,79.8029376459813,C,A,0
White,China,26-35,Muslim,-8.201258915534812,69.00729363152284,B,131.63154162425286,D,C,0
Asian,UK,26-35,Buddhist,99.73486767038447,-63.830389122322096,A,53.31766969244812,A,D,1
Asian,US,51-65,Buddhist,175.95648551367867,-16.69770977028907,C,10.39002123139259,E,A,1
Black,Germany,65+,Jewish,68.57567729773709,-149.89606790231056,E,-129.28921851835244,B,D,0
Black,China,26-35,Hindu,-173.64958904415604,-93.6861199998171,B,72.38560729153522,E,E,1
Other,China,36-50,Hindu,162.84965452458943,-78.8526538379816,A,-0.7084186496086344,A,A,1
African American,UK,18-25,None,-119.15012702081054,-6.511326645177627,E,-20.454096174434998,E,D,1
Black,Mexico,26-35,Christian,74.6547233270667,30.477475018759115,C,-1.0979965015648876,D,E,0
African American,Other,18-25,None,-112.2942730042571,-66.04883429409382,E,-26.33910790899443,B,B,1
African American,Other,36-50,Christian,-3.272893801748163,57.555166651386024,E,35.53380964894895,E,A,0
Black,China,36-50,Christian,-211.85216653073365,-163.26832717661682,B,-169.32542307427397,C,B,0
African American,China,18-25,Other,70.17376422681444,8.266712380996537,D,-100.92396093134306,B,C,0
African American,Brazil,51-65,Other,30.016416653814314,150.25432757654283,B,90.05992478935167,B,D,0
Asian,China,26-35,Christian,212.84546986649318,-6.271275706876958,A,141.84680099384877,A,A,1
Asian,US,65+,Muslim,-22.00276051052736,139.8555876908618,D,39.04708980373762,B,B,0
Black,China,26-35,Christian,-76.37665415174615,68.06469476696837,D,-2.554326693872667,A,E,1
African American,India,26-35,Buddhist,0.7526273094978827,92.00877161462303,B,-29.447850022130766,D,E,1
African American,US,51-65,None,-5.305324097295518,94.62998244554979,D,-13.84433115976946,D,E,1
Black,Other,51-65,Buddhist,123.42103851475785,23.02733301909952,E,-121.32961848951705,B,B,1
Asian,India,65+,Other,-91.15875924151526,87.50660794519567,E,-144.20624840889622,A,B,1
Other,India,51-65,Hindu,9.199648989493687,37.666627264903035,C,-122.43097957648439,B,A,1
African American,US,36-50,Jewish,-172.2834165534695,88.37561999967332,B,0.8076876830776226,B,A,0
African American,UK,26-35,Buddhist,8.985146930911917,171.69596704534246,C,266.41636899119226,A,A,0
Hispanic,UK,51-65,Hindu,-12.966078909967326,-53.563909862826684,A,112.52027278085981,A,E,1
Asian,UK,26-35,Muslim,-112.55269978120708,-50.02115410720229,E,96.57052149150098,B,D,1
African American,India,26-35,Buddhist,43.73709725693634,187.8560496683197,E,-0.7460464250556902,B,E,0
Black,Germany,65+,Jewish,79.03491662153664,-30.827502616371365,C,-20.002314558966923,D,C,1
African American,US,51-65,None,64.47181213998667,-191.725596748228,E,47.90623050736824,B,B,0
Hispanic,US,26-35,Buddhist,-104.05167154305803,53.763641737302294,D,180.49643669834137,C,C,1
Other,Brazil,65+,Jewish,110.63457567781651,28.967074634450583,D,-0.22013742964090968,B,E,0
Other,UK,18-25,Christian,7.043538634461501,95.74547591551496,D,-139.84767555868015,C,B,1
African American,Other,18-25,Jewish,42.07153819533927,-41.24834449405069,C,-137.4940110967419,E,D,1
White,US,51-65,Other,46.340971493262145,71.03983795622497,D,-69.58553816529833,D,A,1
White,Germany,51-65,Buddhist,74.6588489517193,-52.61228689679186,A,127.65580769198002,C,B,1
Hispanic,Brazil,18-25,Hindu,-151.62078889229448,19.83729512331353,A,-5.915619938246438,E,B,1
Asian,India,18-25,Hindu,-81.81205421778786,-31.247568219130983,B,70.38148388046763,A,B,1
Asian,China,18-25,Other,-134.00404926751725,165.1600816185765,E,187.7539893738162,D,D,0
Hispanic,India,51-65,Hindu,82.20066883003825,-205.30985513529276,B,-73.85921940224588,E,C,1
