sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Heterosexual,6.41445310419315,83.67522613809932,E,131.64751056835757,A,-149.94833035068032,-130.51124702820164,-235.8588351010963,-233.8678643493521,A,53.34089531612803,173.51687192189002,-53.19505893543271,-10.178464020373742,C,C,B,-113.88080510835307,A,1
Heterosexual,95.93262069967983,-70.208717440726,A,-69.13399913995288,E,3.5638093805857594,-164.73778983019463,73.98281965158733,20.041496627731995,C,-48.310073108618816,179.74646755037466,39.8635242780728,89.50537505765655,B,C,B,109.929902239636,D,0
Heterosexual,64.38252549775983,59.51725603516215,C,69.4390293250527,A,201.18792850163834,-41.076505834892494,-67.0833091712082,11.526335604795662,D,-23.883170147583545,12.429913523488926,-170.19493782334686,-14.366076429902119,E,A,B,164.9548317677014,A,0
Other,88.698053224553,-47.99910564861874,C,163.65384434144076,B,107.61560567640885,230.79498917272946,-62.37992301584596,-45.945181481576185,B,-67.9913742993134,51.081982138191016,-14.050492844245793,-31.652072107894604,C,B,E,-41.769711117642466,E,0
Bisexual,-145.24538901301642,128.56451211974073,D,155.32694702822812,E,4.524679444275903,-30.099684527447163,-85.97498974080493,-19.22065912964345,E,-4.100481229288619,89.0414083796371,0.8631706702011682,-151.7362117771379,B,B,D,136.15179904403604,E,1
Homosexual,-221.59586749211536,7.3039153275551145,B,131.81376277270132,E,-147.10151763020895,-18.925508132471165,14.50297070209346,234.3728399650868,E,-48.350509891531864,7.428587083631877,-130.2508367201672,-302.23650713638534,B,B,A,69.64001896440176,D,0
Heterosexual,9.80426204906562,110.93380919294276,E,-124.7066891991898,E,6.427663182837318,-14.046900273487243,32.35563214681813,6.657291657674672,D,196.38969020722067,-32.05772012877485,-164.45202692860434,-84.19451964565093,A,E,B,-72.15662171109707,B,1
Bisexual,-14.869658910142983,-26.736554731698302,A,49.43834298583903,A,-50.165925973876014,-203.78821072421798,113.22839268586664,-66.66273767073898,D,-1.6708138396481331,43.89562896844973,-109.2030789091168,-117.49667310362308,B,E,E,46.11178733702195,E,1
Bisexual,6.067321636699514,-36.97221160356576,E,-90.6106978880866,C,34.56447479242078,-15.015010621308173,-70.29147188793245,-10.99108126432584,C,73.6064988378353,-55.39625322028975,-69.1639136444976,92.00053965286213,B,B,C,208.10559251875048,E,1
Homosexual,35.85606840794289,125.37403538395561,E,-16.753273977465113,B,-194.4406339054475,-108.78435716216326,-90.25369249607328,-150.62184391392873,A,21.438641265553507,150.67067310808787,-226.73044065066637,-60.912383003598336,E,A,D,-118.29888244560223,E,1
Homosexual,95.46162727422049,265.5558619634696,D,-69.18172029571343,B,112.02294955015688,16.290501722723306,5.7820867005321945,53.493849702623955,C,117.33672199606006,7.152456687258285,140.8422506275745,114.90071168676532,B,C,D,48.7505036182554,A,1
Bisexual,183.85783248363967,11.268706561501538,D,-18.256593019744237,B,-28.990434313372283,20.79245543813249,-62.30791572596647,94.65832250941007,A,-159.11881110899998,-4.657586522356232,-197.76873588809667,125.9668249016218,E,B,E,-6.142376180608717,C,1
Homosexual,-5.1259227732106645,-77.93446256454304,D,201.92479995859242,D,-0.8633519727941522,-87.66269440325621,-40.51464451271971,74.71087172079135,D,-226.9438416763383,-204.29745726247685,82.5673634463902,133.93898728161267,B,B,B,24.769654854819564,E,1
Bisexual,116.33489971130675,-12.856594128431627,C,43.46657310623586,E,-50.02009506583431,74.30015734583195,16.14597493221308,-149.28350186010516,C,164.50333383883674,238.7268030355196,-16.062861662168654,3.5130758364393886,A,A,C,107.29421159670487,C,0
Heterosexual,-81.40553147140236,14.146820394572037,A,134.952154485713,C,-7.433893919207184,-123.14801060935523,-65.7309739276386,-36.90834109521816,A,41.037876567847086,-33.03396075934236,-126.75764219377422,90.24045114584722,E,D,D,-94.21841011783945,B,1
Bisexual,-27.902106776703285,59.01376051626561,A,-20.574040334156045,B,148.95302462738346,-142.08435548523914,78.8044301155535,-114.8341759532171,E,76.42402830077188,-15.881508888632931,72.6492467928503,26.95432275255456,A,A,C,59.71381395562045,B,0
Homosexual,108.19763776142966,-3.2973365242829664,D,130.29278542956564,A,40.529935105200664,-155.26881471256527,13.750113168051625,168.93541707280707,A,-48.327559862770464,10.581680953419124,-143.04800890092758,65.61625181248371,C,E,A,-85.8364125701022,B,0
Other,57.93156763060684,42.966963081157964,A,-142.61630078532556,E,-70.25346197309604,-61.98822531255473,-128.8881640104626,18.860632182981412,A,-17.252310665426307,50.69330230409192,-78.24438127837593,46.21125427897582,E,A,B,62.5057570521908,D,0
Homosexual,0.19418490569254704,-11.825158288632446,C,90.18738083605814,D,83.39737706880146,1.9187527004867453,-107.6009109528109,72.43002188140659,C,-207.36075096553571,-155.52674928724045,20.722435101320727,116.58078828472804,A,B,C,-80.67730912187919,E,0
Homosexual,51.318367811953316,50.62191245326753,B,15.320822046326846,D,-109.86085258319005,94.72292976514221,71.45642516361168,-88.98779567802764,C,78.42206234293255,118.45148753550203,50.67860387109465,-423.46805418670795,B,E,B,71.16928509292475,D,0
Homosexual,-52.140413675345464,110.86492799888165,B,172.90003727049108,C,191.38746431838436,-137.863269473962,-35.14823783198376,-76.62595831424736,C,-34.87633602138223,90.62340077256424,-86.97710791853567,-30.006721303052945,D,B,A,-5.658558012089516,A,0
Homosexual,65.64920996927506,191.15918409279973,A,-111.09025569033682,A,79.37848317573312,-289.5826027300191,36.45403531829014,-43.05295473197131,B,-91.0383643155126,62.61073940158586,156.91308524853113,-22.994551138891627,C,A,A,29.875681094327817,D,0
Other,-31.486485696656537,38.320799120121094,C,-91.3944059525343,E,-30.727970601292377,159.24057703855794,223.9969160151463,29.308974953403364,B,-32.99745075476343,126.28574398243222,159.2100430173663,-72.91484164555752,C,E,A,-80.0255872278088,A,0
Bisexual,-54.56903496890085,-116.84396301521294,B,-74.69070296744734,A,10.977757127729268,162.53044059133538,-166.99076076257887,-24.829865539345047,D,-96.18642673116229,-14.954847656796305,31.661385569819956,1.6952905763927144,C,B,A,89.12755993387329,B,1
Heterosexual,-83.14564969944223,-236.4032030604716,E,-17.29049635686944,C,43.48953448384291,-26.41708898616857,109.7693426477216,266.1743910856624,A,-7.803403074227716,-19.311239210757854,-133.02169699070927,-10.1910242178227,A,D,B,-122.6732337776556,C,0
Bisexual,-198.43267434531572,-108.28084490133388,E,14.784094644657038,D,-80.10193415923882,76.71300521730032,11.61545042027875,-57.477854533929474,E,-85.0050262455893,83.27096494857753,1.4234162608040954,-69.37711505184744,E,D,E,89.94850884788961,C,0
Bisexual,19.970003126520616,-29.603394127795085,A,62.98790442380419,A,81.44979705231104,-76.9450932904749,259.15746341911745,52.20767272594827,E,-10.373249017602761,-34.51186824029258,176.21882107108223,11.245980103899488,C,D,E,-38.53050339467726,B,0
Bisexual,-13.204051794713974,-56.270398600183945,A,42.53574358334444,D,-16.290727849053717,-0.7729411151029547,-212.88520084876953,112.76472589203514,B,-15.445827130405835,123.43198600403662,167.66173559633305,6.708818406260382,E,E,A,123.14090904399045,D,0
Other,-101.57184381285622,-12.2325050843089,D,-52.49272869468219,A,84.72855580974993,-1.2024073428288118,-53.51490272742112,-96.99290153002018,E,76.56625650559786,29.408875372972364,-20.49791351840345,-109.22693260651937,C,B,E,-118.92949959536219,E,0
Other,100.22105049346095,-71.8988948565798,C,-39.01183392998478,E,-162.89672464944712,-108.70866819799794,12.695640170367263,-120.16915346071939,B,61.277168724023156,-79.89205628024128,21.92653586069139,-129.21044493940036,C,E,E,-85.50815178532751,E,0
Homosexual,-82.23741245932075,52.57189083342736,B,65.13460763774361,C,196.90741177129178,3.045659485767133,14.72348961576001,-22.057134415711506,E,67.05994505152066,-12.371753889617509,-98.50486974104693,81.52816444060954,D,E,B,5.753627569340796,A,1
Heterosexual,72.65238158425417,-65.84062554115,D,-14.702374128421534,E,6.194094074117325,-8.115403604097846,261.3105449883533,-130.05600497778326,C,109.33193735428037,-174.75811856040855,22.006721036576067,-68.78900573996334,B,C,E,-47.77611685683606,B,1
Bisexual,95.6017818129871,-89.98021216964182,D,-53.187054066344864,D,-49.29875114336076,40.08345122755873,28.465295013858455,-195.20560880670104,A,-65.05683838991871,-4.705824317199244,-105.43564475108047,-58.45320685859178,A,B,D,91.26995383543453,E,0
Heterosexual,30.558148922357613,81.21060315080368,E,-139.93828584735647,C,-40.095111733410576,-1.0178762873871936,170.79806915326705,44.90032030224197,B,-19.89806261499247,-18.47874329575503,68.13507943721778,-11.533941048106247,D,B,C,-145.11037705929942,C,1
Other,-178.9616458683192,286.9043267446442,C,77.19448409683534,A,-53.03047539663339,120.94699682453178,-57.839877585527255,182.38472689827873,D,64.40286609934886,81.06660205771479,-64.32225013431689,-0.789731831515658,E,C,C,14.243377111424142,A,1
Other,-54.43261958981551,1.1600861527732476,A,-7.000842092769949,A,-91.85264909551972,48.86965884617658,-90.27966793815062,-87.73183354835669,C,39.828469339095115,-164.8439450463204,-0.1342122729522469,17.302249445962893,D,D,C,-76.73858795221543,A,1
Homosexual,-9.777185164704896,-92.20609681156667,C,27.701217431972967,E,-15.547756708255614,71.33390317451635,-117.17511830045598,85.99699858237848,A,-54.13067737427886,-13.929460788882364,-50.15627530069368,-108.14023793669475,E,A,B,41.491468622040564,E,1
Other,27.420797920776103,37.437828182941715,C,-39.76987579126096,D,74.31289458080526,-6.149395826424767,15.36723414743569,63.758815059124785,C,135.14955151403325,126.98972421502692,18.136313602721323,-62.94411794265091,A,B,B,-148.07852132079736,B,0
Heterosexual,-51.511189949962535,34.854113614443534,C,-31.67450984943367,A,-116.90050996188317,-9.974581345862402,-17.67145664868179,3.6688533032911024,A,-136.5365069006299,139.28365557468987,105.17842470870436,11.060211206605828,B,E,D,107.5333282115035,E,0
Heterosexual,-118.9363038963268,119.41792886642975,C,-103.41970145556661,D,-80.18762523100989,84.7949240695653,-81.81821283863067,216.12816786079318,B,-72.29532702246851,-2.339410386950153,56.02069462890837,-58.11106562874795,E,B,E,-64.45683314846116,E,0
Homosexual,-59.938068851586934,-44.9927829157762,B,117.33898553247558,B,19.94674169731575,-103.81728932057175,115.25503243552384,77.1397542288565,A,-160.45325454294849,-121.79802346593675,-29.477576327353646,-13.920248612035355,D,B,B,74.93771206142046,A,1
Homosexual,264.99607984670314,144.33843810746006,C,41.61353671271792,C,-122.5258842763867,-92.64105290620323,181.99873054945132,40.20564073714798,C,-103.79056561639905,-28.638041415861558,-81.95853783806814,-97.79150312410638,C,A,B,15.900962590372389,D,0
Heterosexual,-101.52504581486829,-63.19391028089236,D,117.70988149990858,E,184.0825230865797,-209.43558433979618,64.74127864098152,-48.08780388924734,E,-225.202505797933,-13.17131391651892,-203.0934503886532,-82.0812572446679,E,A,C,-59.78205027253114,E,0
Bisexual,31.9676785226515,199.22010149217832,E,-116.93073175751343,C,-123.96656383550364,-140.96304423920455,-143.34900578982888,-33.922671834717285,E,68.80639101585727,10.891750508792374,21.501928902126597,6.396618867074531,C,B,B,65.18135822895053,C,1
Bisexual,92.97656097576052,-79.50968890914667,D,11.088142582013463,A,-117.05163103731806,-19.02467590441627,72.1644300597514,180.20026609160323,B,-174.99961637609712,-5.585596369034503,114.58348723339091,-115.04693588290857,B,B,B,-30.995129098323957,A,0
Homosexual,-126.20727325148424,208.31894820718952,A,156.73693636782187,D,-129.47029727370835,156.1446543609611,4.860560152880661,59.935493939526076,B,167.39569294702926,37.84016604355258,134.68866753097083,62.53099927952523,D,E,A,-220.29910825520312,B,1
Homosexual,-200.4680097290299,37.713481232640504,E,69.12149563756094,A,33.47865712849421,31.35164022934573,18.93014388872177,-20.589911027576875,D,158.62843468537,-31.948594885719334,-83.94174883282113,-91.91538312678824,D,E,E,-43.385223828863936,B,1
Homosexual,-237.6602064346278,-23.918868457745198,D,-154.53935012635506,A,137.08727981908615,-94.827955673994,3.595687278096031,66.25297057589538,E,2.323857453244946,55.43772032010794,-85.31623761509705,-15.674414396111302,D,A,D,-46.97463238417575,D,0
Homosexual,-14.61963085749989,218.51488351888807,A,40.289722213122005,E,-136.42178838946438,119.60313773204612,-91.8033455477325,-13.90151493248378,B,-52.54250731297936,13.252072862961953,-81.01171385193093,156.95808898211888,B,A,B,-3.5676738880584495,B,1
Bisexual,-24.264084815945715,-35.266334715643616,B,-245.31101173310094,B,-154.46288855256068,46.448325791297016,-63.12298242704127,79.71188902646112,E,-282.7443304017222,44.120675573427334,30.50189395878852,41.56901845740095,D,B,C,97.231699095018,B,1
Heterosexual,245.2128562715271,130.2294159061643,D,173.02827269126183,C,56.34878489825175,28.75599394799377,1.0797278148649119,218.9549803458255,D,-79.9702398103945,44.78412225478274,12.41677672438583,38.31870892957813,B,B,A,56.10764813783812,B,0
Other,-112.89192074195398,26.198105683942813,D,-31.954202718667506,B,-239.935118389497,11.919699168590766,29.834973077141353,-71.26082135013924,D,131.5526841550406,-85.76844268747841,52.91952020044892,-76.25357203185547,D,B,C,35.95356392011503,A,0
Homosexual,121.57329886320444,-98.61244043225756,D,91.16910520726654,D,161.53558032550671,24.164204491628862,3.103689406897943,-33.371015163594194,B,116.81210303895473,168.48970737564886,8.836300303296483,4.796833081791309,D,B,D,-174.34620034889937,A,1
Other,-56.10396275706394,-132.89941152163266,A,-173.78349747469983,E,-18.406067600151516,98.11698064540585,54.345706066947805,51.688661351769674,E,13.583423455869138,10.156325075706619,-19.25519757652242,25.794214855786123,A,C,E,91.36406794888083,D,1
Other,-32.181749244991636,-77.44990865319792,C,66.04956485608618,B,-127.0060993823682,-30.33314951929263,-105.42651508415706,103.04133886791311,C,10.46506908079751,11.71503515361067,-106.55570155761968,143.9072139888195,A,B,E,-37.29552836303682,A,1
Other,-50.790788913201176,-15.116558200749521,A,-87.63391541479983,B,12.108458113135026,-175.27682498404533,74.51649417543454,210.84148381188018,E,75.39052124739828,-52.99860623640893,212.66645578946037,62.488563139510156,E,E,A,65.31006898183341,E,1
Homosexual,37.76191458738376,127.53539916816248,B,-1.0788544092880075,C,5.163932352749059,-11.393172041557186,-42.854787502020116,32.15375845107897,B,-55.84993419341197,45.78649895337147,-33.2931992091811,43.83140168388108,B,D,B,78.90331934028194,B,1
Heterosexual,-269.7623084141499,35.645249681584545,B,115.06001091407354,D,-156.00377112915126,57.40220668264149,73.65030435600703,29.744166258187022,D,-112.54652198652329,-72.8063589848468,-175.83779823285565,20.087525312950405,A,E,E,164.4466326620036,A,0
Bisexual,-34.286682135255106,-112.14212530716685,D,48.73039264540772,D,-143.79064747617062,6.2105649737479505,-141.39259508502178,56.45727984259226,E,41.2818513489385,35.15642749414017,0.07596655379118916,5.679991632427721,E,D,D,-36.40075459234984,E,1
Heterosexual,47.81933361918584,-35.87144388831106,C,102.18981821766198,C,7.892086414760782,63.78975274454949,67.73391006590592,54.73191346530979,A,-294.51522493825865,58.683768730487174,180.0797600177845,26.259571143372874,C,E,E,119.56267751819556,D,1
Bisexual,83.81570692177817,0.1346611586844996,D,-170.53122004717528,C,-133.10278602091793,60.65450651755386,24.016878765565163,-16.188096244368836,B,259.5314728919582,40.79294703214065,-84.385149007771,109.48209379343659,B,E,B,-109.50232337443478,B,1
Homosexual,-44.6292570242943,99.51459724975498,C,-84.73253849830807,B,79.07423090344801,-12.401902912212774,112.36956154400417,122.6719949161757,D,-81.48330219993379,-8.212492588121707,-46.57210099733399,-10.711200389969306,D,B,E,228.7579670377665,A,1
Other,-44.20789136517796,-63.22050140490509,D,0.07617270331412763,E,6.184712358336493,-95.81112665314676,130.6735748482368,0.5747709708442548,B,122.88146111787788,-31.171331492130506,110.78427619148937,-12.737633222438646,B,A,B,-18.099988435333948,B,0
Heterosexual,11.504617924471257,-89.99880344024065,D,93.52768222357759,C,13.905818214203153,35.52152109244732,-180.92780951743163,-14.422699199077089,A,59.601828902532674,-12.615066664333922,32.56116204016412,-125.74823260039038,E,B,C,-93.18962561415182,B,0
Homosexual,44.37263163431876,-139.25455051946838,E,181.89752161459717,B,29.335765331939136,-77.25830372216478,116.89954095462438,81.38791891763645,D,114.18706375705324,-74.69090095267529,-28.069810414852693,16.3659150351699,A,B,A,177.4282894430306,E,0
Homosexual,51.675651779832,-66.17258664067596,E,-121.75087834601372,C,-118.85319860787679,-6.37595885789794,44.73427426544564,-62.67505176206366,A,-0.38984121009081724,-28.51420372036034,86.61330059006758,-213.54557265228044,B,A,B,50.52097289433697,E,1
Other,52.32092480035546,-8.147707717585327,D,102.31850921371992,A,-68.58411117149763,34.36884282642422,-48.474488898216734,16.552235923705847,B,-83.28981699680766,-100.78839391640908,-27.610412443629293,-12.431237666639394,E,C,D,129.79490402276687,C,1
Homosexual,-85.39129126580977,-2.3760469503123995,C,93.37721547616337,E,-101.87088177079973,-70.28472420782263,263.3839230234488,49.30425172876751,E,33.39524975732758,98.45312677265045,262.52278133742914,37.7624044633828,C,A,A,-100.90344453453632,E,0
Other,226.89080698318418,118.51259386306361,A,42.90406124172606,C,-93.67797914307452,-79.00243593150012,-180.94680873858863,148.75650970368181,D,-95.5881490419298,50.6933559470051,152.97316728279614,-82.97094374938524,E,D,A,-23.252199735062423,D,0
Heterosexual,175.1668632444418,170.7216027124806,B,81.45445523994091,A,41.294380080807954,-49.2674154249584,-123.87525442150327,190.12558716387213,B,119.79532618621371,-155.30110087479713,71.6967573821662,46.04032672201973,E,A,B,-175.47476447891285,B,1
Bisexual,10.636829285454255,-33.604177979612665,D,219.67841933152584,C,-52.899144767890185,78.18078988956118,-6.680134300988544,-95.00629481277683,D,26.732284340882583,-20.756490107657125,-109.94551190372033,-159.80803230732533,C,A,B,92.32794337363363,C,0
Homosexual,-138.82141393947776,119.9198808827997,E,-118.40914238081992,A,134.21614145918508,43.940435150650615,24.611623002482748,-41.99636057721048,D,103.69245055250906,30.235211545561864,57.74196366862161,24.435577343443647,A,C,D,-5.851020637689122,C,0
Bisexual,-66.91175565620054,20.129875364392298,B,-73.13438655391697,E,42.73757974623468,67.02736306336958,-183.07001653100326,21.2864930967336,C,134.46142035512517,0.5906697836036305,65.63587485601302,87.82666380923526,E,A,C,268.8487826721809,C,0
Other,17.590153522435735,-21.589828886987817,A,37.87915215104034,C,137.24574095774128,-21.148117714341286,-2.0131882896271094,201.1695391588892,B,127.94849828685197,-146.22694682976547,25.927342477276948,-113.94457100998675,B,B,B,93.29633654297514,D,0
Other,55.72703884640258,31.17828661179509,B,69.96862600797438,D,185.59600780594081,27.44330954885323,74.79364767810817,12.830555756078917,D,-32.61082051744307,-1.93469535572879,21.944671261000543,91.56467861587734,C,C,E,-52.78095172284968,E,1
Bisexual,-214.86577103112995,-17.562491772874644,A,134.49274522962537,C,-60.452401978144785,-10.325186367719482,61.26841468615648,37.89834616260017,C,-30.864443161933714,-117.14011178237891,85.38517489636982,31.194849360086067,E,E,D,-70.83422460743166,C,1
Other,-40.01978201287482,48.2248850091022,A,-27.665689436077663,A,-87.95994625252042,268.98372881292823,-46.54872805988267,16.957521228700013,E,-122.78954546827316,-140.89239566875426,-26.709745133920094,53.24612565235823,A,E,E,-60.85683565442276,A,1
Heterosexual,-59.16866807754675,81.67555298535909,C,17.194032803060708,B,66.40527539655945,-65.03641068386425,30.13694208442594,-167.28976854134999,D,-2.15787354163913,-58.1149724508872,37.43172089643602,11.842898355126144,B,D,E,93.76987937878866,D,1
Bisexual,74.60787828687361,-99.27445606207917,C,-31.408235449735532,C,38.669940217850794,25.507311977544894,-75.33487008535886,196.23177890174202,A,134.76513292507647,24.254318985717187,-55.05825089074885,43.101507858963565,B,A,D,-49.07207090354397,D,0
Other,62.1829131631659,-77.67826922087596,C,9.677991610160154,E,-28.678599818970362,-19.598159347735592,51.545500832283864,-16.986482027872253,C,63.98277370257491,-75.03017004075174,96.33654237000758,-96.89809451500642,A,B,C,29.512730255103325,E,1
Homosexual,18.174975349326402,53.73971052393023,A,73.64358854935077,B,-38.202633204666235,-6.483811572448092,-56.38678043213646,32.283255071057916,D,-97.04922413701341,-45.626994595480014,87.18963748085939,-179.09402818039362,C,E,A,-62.759341370499854,B,0
Heterosexual,-16.228668696869626,49.83379633420279,B,-149.22866824361455,D,120.55713636172054,30.98762842677909,92.73905869092735,-166.35220809861985,C,114.47243533086377,-150.59101647056252,242.43801084092746,-75.39684280668286,A,E,A,-120.4345751097494,A,0
Other,-138.4840662105579,36.85704408109641,E,-127.98910083612012,D,62.32745005977406,31.00432067511661,36.45068607406871,-46.631604763565015,D,28.802676523887023,6.765335858844155,57.372684744413704,22.060348760075897,B,D,D,-17.24280270815877,D,0
Other,162.9908169578673,28.274753481818077,E,9.85665522540113,B,34.63441130408366,46.777790849209744,-11.168715944741784,130.24153978781348,D,-53.75210357818122,70.47735975620469,-18.554928913881348,-78.79098427771419,D,C,E,-101.4181071190691,A,0
Homosexual,-106.87820529488565,77.25501222758623,B,55.93430536003142,E,-15.705339695000012,109.4744247298143,65.37069693253376,-159.74759998332559,C,-55.85507224809285,7.693151926678388,-35.58357280560205,-51.57140511107294,B,D,A,118.76097634300346,B,0
Homosexual,-60.07867505478763,94.36301226531992,A,-23.402740309307703,D,-77.30949665555362,-72.25978785014648,3.9043818965972363,-97.10926382980776,A,-74.41124824050395,93.17222804908546,31.784045148580688,114.3826432023022,D,B,C,-54.27153265836069,D,0
Heterosexual,118.92961938419387,71.6290368204576,C,56.72236832865594,C,59.89670577038992,30.17265552614077,-80.28585481031571,-0.37671634840024226,A,23.255427836754293,-123.55203897405347,242.91617161108667,-137.9742441646673,E,A,C,50.87573906548262,E,1
Homosexual,143.31263861654514,-89.95260423048562,A,28.378639521631204,B,-64.21273061986422,194.84451913267299,-134.1380624100578,-177.43810271887517,C,182.02027079806814,37.040152922856876,-10.519409156778009,-1.036376172924116,C,E,A,118.41099073410652,C,0
Bisexual,86.56814267595804,-221.4199550212906,A,37.937747615062655,D,4.90153425182298,-25.590932758928375,-157.77144001665692,26.036895172803636,E,19.921806404536735,112.34298429738168,56.09893576634588,-12.387578204048042,E,A,C,153.21460903996785,B,1
Homosexual,-2.993185775257955,169.13400920125883,B,-85.49136415440887,B,32.13463137494177,-65.2039895966407,0.712355369238928,-122.28932591846953,A,-87.53403598881056,-96.69323004847502,-149.858786444031,-191.9323954641077,D,D,D,-179.533848346574,E,1
Bisexual,21.461719516765644,-29.918649511924546,D,31.523606140969928,A,114.19391927901441,-243.46794176523355,46.03359205202143,48.44109804091504,D,102.2045457932306,-121.14066151886982,-17.938402723847855,120.98672700593607,D,A,C,-128.10603268578447,A,0
Other,-120.45099790458728,11.332140765999357,B,37.89688627048599,A,-76.25006563951149,117.2363615238477,105.07778718250798,-119.19061853976869,D,111.09246063706608,117.05622589918165,-76.60105234891131,-103.58640369615146,B,D,D,-123.60495432889668,E,0
Heterosexual,127.64752421933412,10.495166132123828,C,-176.667954424205,C,-131.16547901120217,-36.265936524082356,-45.91936918510996,-93.2710961185616,D,28.020217406743914,-32.01684792503824,-139.14492052711756,-130.01890924877898,E,C,D,-20.286911070065546,E,1
Bisexual,-20.114831493760512,-32.691393109298595,B,-49.25817394143493,A,-21.963680740351542,-34.64302310999143,-214.72782941255716,-114.81185437616507,A,100.6697803515654,-89.4885810932489,50.63585650386657,-72.57009660987367,A,C,E,241.08773075958146,C,0
Other,68.45057178320114,-233.7474433644746,E,-41.694985916250374,E,69.79352914140826,2.0235569901700483,3.193913430855813,29.112234341364328,B,-130.37786916978445,-67.0060656855046,-103.12601450594249,9.0519693260202,E,A,C,122.96057477865929,A,0
Homosexual,57.136872307284,6.7000674677891325,E,-60.24940985948544,A,-3.6128304701710254,-27.620950319168674,75.67509273413529,-54.86586071673716,B,20.16290852479654,54.688000691770256,-86.17829580846829,-43.64188811672004,A,D,B,-160.35439606979375,E,0
Bisexual,-166.83431628094053,-55.755341917120084,A,-23.871759219488425,A,-47.43012571607207,221.9504418617792,-70.00117658549263,-121.42969208003427,C,62.99195968197843,67.52222367245501,-45.08962724436581,-52.46498880781022,A,E,C,-132.20392752982076,B,1
Heterosexual,104.46538523695084,255.10300197994482,E,64.83500471447863,B,80.60272081926377,156.40797116605117,59.89073074070929,-178.98982823889986,D,-39.30162462225603,-219.0068004920921,-36.740933898821886,-101.34740913376423,E,C,E,-62.4667686483948,D,0
Homosexual,-91.19964537585979,-31.74017960251687,C,-101.64819286454802,E,-52.171863655275985,-3.899697834141843,224.37469841328985,-46.319463192159375,D,235.40077580929653,205.8821814417879,-20.42915829803854,106.94688968689864,A,E,C,48.59489182955368,D,0
Other,-82.90149231801288,-54.36299889783185,B,-126.0788055240785,B,201.62881405443983,-1.2485541892364818,73.12187584985213,-42.242566062957884,E,119.11912280294902,-47.25314134628019,-71.43218721240585,-28.787838079747402,A,A,E,87.9557059465641,E,1
Other,-65.29098655898609,-81.14114409328941,C,-33.90713722339267,A,100.51360501499698,-3.970445394266537,78.58222667083385,-11.067682312566946,D,52.58513115918112,-35.565397509696425,174.2594154093308,120.09827340550459,D,E,A,149.0592181512147,B,1
Heterosexual,228.2304075426784,-99.19870259331954,C,-61.029635517374324,D,-36.40558532897577,-68.75895514822761,99.44180789478057,-37.98131240552464,A,52.30027562224865,105.85019642885625,-64.76170033864587,12.470227914779935,B,B,B,-21.253055014294258,A,0
Bisexual,100.37019580743673,169.35289461093453,B,-197.7823293526122,B,107.36341541102475,70.69701181672097,-62.932365431860035,76.79825978392807,A,-149.46456902644468,-70.80353639475456,-107.62705177509308,-10.726073638202353,C,B,E,114.08822178750707,C,1
Homosexual,-175.8429800281769,35.72470225970169,D,-33.81720018529365,A,-117.70793414785483,-45.60339574158223,-218.1147651192195,60.76185391039905,D,60.87627384582479,-151.32552382504906,10.596921979800223,-41.60240365925834,E,A,E,-70.13364917626971,B,0
Homosexual,80.78825965415871,23.42682695435485,D,-90.09213723760936,A,46.76245615564274,-107.66400976387531,-42.83401720411455,56.23197552738429,A,190.36217747164613,-8.164489825264132,71.4567903692297,80.31500965482276,B,D,C,85.75876864940477,A,0
Homosexual,-210.3222964456662,55.7130569061693,B,136.86601180769696,D,141.88043067895296,-148.04204848899258,67.72144635637622,95.54969747345407,B,-130.9041516697794,-26.63503878463993,8.349822964055145,92.02272409508919,C,A,D,117.94072239866699,B,1
Other,3.277046036318058,-9.224414561378765,D,-81.43738627065743,B,-46.681078316554434,-42.29262448604224,-70.50724067584146,-115.5848419044319,C,-211.76705133083962,-70.25064740043156,86.35195016365758,16.879639328853152,B,C,E,-19.84742465596418,C,1
Homosexual,-133.04716200525422,214.3246441088984,D,97.78238036240981,A,-41.368302765876486,57.48072009410114,11.60040740083235,31.955381292585265,A,51.40818808483585,28.37428491695712,22.128299429451424,175.157826612408,A,C,A,-23.211473634607653,A,1
Heterosexual,105.22722677878295,122.27980875967268,A,-17.72438688471463,B,21.826904573675968,-163.79079752104266,58.95078626736313,-125.35470665758479,E,-105.15134030538466,121.12925344256679,89.88089983605228,66.76287561857602,E,E,D,-30.657678786244468,B,0
Homosexual,61.35059203188623,33.33733298789714,A,55.7423591527786,A,-108.6208064027015,139.38037823175063,-73.09146136843498,139.4428410213176,B,-20.278743814417556,65.62638475475538,-83.7303344903363,-48.63532208984306,E,B,E,-99.69201349682494,C,0
Homosexual,-150.96174310394588,74.16845850153227,E,-72.81241774602472,E,-142.13208148610644,-117.19193170301617,30.49114426412412,-207.08409727881323,D,101.99182405414801,-42.54365205952393,-100.09519005548397,68.07113700492894,D,C,D,-21.129677304149265,A,0
Bisexual,246.11962151286244,-127.03369619778503,A,-176.79033552904286,A,-169.80343855679104,-140.85389746442507,42.32680235174197,219.07086327237525,E,-14.419086378319673,-123.79789854001343,23.105004508860667,-130.9173372005931,C,D,E,14.132995899832416,D,0
