handicap,religious_affiliation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Physical,Christian,-92.46325227411695,D,A,41.89046549480048,A,E,97.42947885757222,-134.8581023185974,121.1199072470464,1
Both,Jewish,333.9300725503545,C,E,56.456560107046016,D,B,63.78833213605595,-75.56370532406818,38.076281025838924,1
Both,Hindu,131.64025814232073,A,D,-11.691458256921788,A,D,-2.7407885798575315,17.70691306608794,34.690349929828116,0
None,Buddhist,54.588578125628004,B,C,-67.14509989685017,A,C,65.99922423589774,77.92948739457829,150.7435009825253,0
Physical,Muslim,-232.39363226400957,E,C,-34.31966224277015,A,C,140.57572958192554,-75.14857474241151,88.65272101684364,1
No,Other,-73.63465939037246,E,C,-152.15906461531804,B,B,95.02513613319539,38.341655136057256,-42.17532598007164,0
None,Christian,-42.257742604359876,A,E,131.76952172985642,A,A,31.960691442523263,69.54872914554517,-118.52472412398154,0
Mental,Muslim,178.35676276873446,E,B,-53.73538035789679,B,B,24.970556091132348,-150.88084249102394,-121.4921508184194,0
None,Christian,-37.07863369021019,E,E,-114.99585783441948,E,B,117.29156410593176,-63.98549834152257,-17.996370873918583,1
Both,Other,-216.8858778105268,C,E,-10.645290728724376,E,E,57.38464093425294,8.192555198949323,-25.777931032808343,0
Yes,Christian,-106.11298848928206,A,E,74.6633394867156,E,E,-224.11799141723466,92.70054595789887,53.53683461283235,0
No,Muslim,-4.902994441109389,E,A,-63.7766701353381,B,D,-95.07918364014533,-56.213132818145496,151.78286095148667,1
No,Jewish,-77.81291231051553,E,D,2.6773178336777272,E,C,-155.2273678999099,46.93440050706201,-86.28669753757687,0
Yes,Buddhist,-64.46537065362133,A,B,232.8087043266757,E,B,-67.84659640256069,23.588292403226323,-10.525704999698005,1
Both,None,85.64694200661891,A,B,10.404194478434828,A,E,141.38921341503666,-31.358785991145744,104.01141195372145,0
No,Hindu,4.5332751898236285,A,E,-47.30671501518378,A,E,12.478534229310439,-24.459112982860294,-25.802052192117554,1
No,Muslim,-101.05139808631749,A,B,145.40787365670272,A,E,18.072599096378678,-224.9950309643606,2.8309944786448256,0
No,Hindu,101.65301417560184,A,E,186.02052390731808,C,A,19.019531110852785,-66.30019308769347,-31.172649903548937,0
None,Hindu,66.20045302762992,A,B,58.43962999917355,A,E,49.46774849396978,-34.040351085262074,-34.675657005476694,0
Both,Buddhist,-44.22155779908824,A,D,32.65360611057698,D,D,-128.2648926503063,-144.79873201117707,-141.64551495050227,0
Physical,Christian,2.5463128100386663,D,A,44.42662499247488,E,B,115.78552608688135,-68.64464293666231,69.64935335299947,1
None,Muslim,242.1506437509922,D,D,-118.21739305150976,A,D,-186.99744379124513,-19.135742673560845,71.5821499253637,0
Physical,Other,-29.873095504544274,A,E,-123.4528933434476,D,B,-19.895051013136754,15.415548056255501,109.56502310544292,0
Both,Christian,-71.75205250772359,C,A,-18.23224715461258,C,E,-25.56076496171781,-92.91760145159323,-4.253219421754253,0
No,Muslim,18.020978535085817,E,D,-207.23109662884212,D,A,115.0325145148726,-117.51445538272827,79.13872814910854,0
Yes,Other,30.18530090371499,C,C,-25.852104150449335,D,B,-31.4669911247963,-62.259076429381906,-10.594196309455947,1
Physical,Muslim,55.54388971196783,D,B,-45.82874625756833,A,C,139.94875928274197,-44.68966795909251,79.87860548588908,0
No,Jewish,20.75158446439702,E,D,-21.15885555667503,C,D,-14.129963093672405,-137.3375995310635,11.218827462213717,0
Both,Jewish,-77.46493200632123,A,C,21.48602289256109,B,C,85.5893654780931,48.31162812456196,63.76120011579469,1
Physical,Other,102.04332922421744,C,C,-23.88487855407567,E,D,-26.10402193576989,116.04408016625834,14.05067567799945,1
None,Christian,12.719783241167024,D,B,74.7130640127281,C,D,64.5452067295484,-13.748336448448217,-14.745540310771505,0
Both,Other,39.58544040933688,A,B,21.440625383923614,B,A,-190.49026813332446,-146.53625486306618,-77.84151806503566,0
Both,Hindu,-87.69572474134272,A,D,98.4612089655922,C,B,116.83347722188361,-39.807609407610215,100.97473883112573,0
Physical,Jewish,-36.47586310671164,C,C,-95.68583967159056,E,E,-120.14471879450832,9.175453421228696,50.58491579192588,1
Both,Muslim,-184.66854216730806,A,D,83.18436543819615,C,A,-29.074832113980083,63.67458249301971,71.56062801892931,1
No,Christian,-90.83729359906393,A,C,29.2797206706261,B,B,-33.502085670567986,138.10236642233505,-133.10627531235383,0
No,Hindu,120.88296454970065,D,D,-68.25327721045585,D,E,-1.0732418646013913,-72.46845238765195,-115.24353722137816,1
Mental,Jewish,-23.275855362482435,E,A,-104.55464464738317,A,C,81.09747793136617,72.63700659746462,144.40579740536037,1
No,Other,4.06295625428283,C,A,-3.417159621185338,C,C,78.85311670546119,-40.53739166112717,-47.12031152623476,1
Physical,Muslim,-129.28906038400257,B,E,-31.05051176824219,C,A,-144.53301974005254,94.42903573334382,227.78842944079761,1
Both,None,126.36126449910053,C,B,-117.63960042495205,C,A,76.6242251967603,-15.706525428445278,71.45226802825965,0
No,Hindu,50.542234490800574,B,A,27.090141563056598,E,E,-36.29980502745443,64.25259041655497,-46.713441656893,1
Physical,Jewish,-102.88250044536017,B,D,-174.86132587330187,A,E,-238.866134421977,29.138104113820557,-213.34566176835122,0
Physical,Christian,-15.166139410360335,D,E,0.05649046348854441,B,A,-19.031337007558644,121.90035184633123,82.20307161023405,1
Yes,Other,-118.43150569908116,A,B,140.2083554415161,B,E,50.868674422336426,20.104284600928487,174.61602288165273,1
Yes,Christian,8.642486832787904,A,E,-117.52760233867143,B,E,-55.44247962189724,-15.816110353798612,-58.15372157608998,0
No,Buddhist,-31.60021497448076,B,A,-320.0169946063902,A,E,-77.09434672123365,5.477061931525175,-40.721985041026365,1
Both,Christian,77.73484281983389,A,E,156.02512873428975,D,E,12.691412721852036,-17.968313396595455,-108.77363177331696,0
Yes,Christian,-38.40716474246946,A,E,-30.75663038698289,B,B,10.261889033461877,-99.02099647992745,-72.52450542244998,0
Physical,None,-8.575852048670269,E,C,57.209988354874206,C,C,-163.12039039397314,57.35439457834551,-206.58191611009826,0
Both,Christian,-130.81412151831069,A,B,2.3906233873124636,B,E,-12.056411165425306,163.84149310237822,20.321851052948084,0
Both,Jewish,-2.6543940349575292,E,D,-93.07225646253787,D,E,-73.85282171167574,-125.55675778472299,-169.78541006671074,0
Both,None,117.41207955052016,A,B,-107.5466884821287,D,C,-100.9466832730286,88.00004278039401,-224.8581927172,1
None,Christian,-33.21596818632764,C,B,-6.952464946865858,E,C,-40.993841118083765,-82.15153323108018,-3.5409667052293923,0
Mental,Christian,44.935606487248606,A,C,-155.29363889180289,E,D,-101.26641444933233,35.96729206315628,-148.3644378039696,1
No,None,-104.04289662801176,C,B,-145.82905515013573,A,E,-127.85972948631674,-38.04431547621547,-200.57344275886763,1
Mental,Buddhist,86.12139976803314,E,E,-19.31508478729935,C,D,-120.70617116563544,55.70839930002223,87.82099416795516,1
None,Buddhist,18.82951343849167,B,A,-83.19662295119339,D,B,89.01125715255182,-119.12027248814387,-115.88233158124925,0
Physical,None,-55.410181344524325,B,C,18.200776200700556,B,D,163.14840878229722,94.51339623982136,49.20924162928488,1
Physical,None,-89.50666868818257,B,B,112.64309870654152,D,A,4.987639014989333,-141.08322024406343,-120.27057330832262,1
None,None,-13.995830767239315,C,E,44.74246189630372,C,B,110.788300343114,30.251379777826166,-116.65462724266943,1
No,Hindu,-137.13781079325977,A,B,47.350369839939994,B,A,15.323510415141358,36.557601799155584,-71.48237097722361,0
Yes,Christian,91.56659572784831,A,B,46.1619968945323,D,A,-122.7683734001862,60.3718815758474,-39.837993108675875,0
No,Muslim,37.91923963325406,C,A,113.64764548851849,D,D,16.154371497362437,-140.89579668713986,115.14452734265095,0
Both,Hindu,-6.316070112215313,C,B,136.73009711830494,D,A,54.80591449303181,-19.26305801665657,-3.0235201372588323,1
Both,Other,-21.73580926631687,E,C,-74.08355192349138,C,D,-126.26598405210419,-59.8601094103614,6.017645726913246,1
Both,Jewish,166.99253166099578,D,E,-164.43366019295,A,C,-34.77232126636285,-115.17963038292105,-90.40084013041402,1
Physical,None,67.6279642445849,B,B,-54.10700870286256,E,C,-72.48433669626039,-2.650934115214569,35.174238826291024,0
Yes,Buddhist,-119.84936957497487,D,D,33.966126196459015,C,E,-105.87881829226133,-10.127386085892038,33.19315046194162,0
Mental,Other,147.51219927114465,B,C,222.44676723331472,B,D,-32.07600533689689,-137.04079218760873,-34.223868608903715,1
Mental,Buddhist,62.4512446854507,D,A,-30.319417498849944,E,C,-250.07848477166402,31.685620914140667,-28.754706013856087,0
Yes,Other,-98.29863669370782,B,E,77.47599015811188,A,E,143.76745721847294,20.942539556438202,-75.6017414958539,0
Yes,Other,-109.44106123175324,D,E,70.55466730688201,D,D,-40.46403513439126,-143.75255394352223,56.67158379039927,0
No,Buddhist,247.20214145985628,D,A,79.37874386013513,D,A,-120.88477120034679,174.92977186511138,66.63950370666711,0
Both,Muslim,30.66355818564438,C,A,-221.00046061655948,D,E,-97.62298153647723,-22.643752440104393,-180.54635701513456,1
No,Hindu,-47.38778275814694,C,E,11.887844627470486,D,C,-113.26168159281613,51.43663817857196,155.0557582204504,0
No,Hindu,-7.23973531118366,C,E,-50.92260525645182,A,B,-26.240412878165703,60.035814915404494,-36.67358957492402,0
Mental,Jewish,37.56590044829652,E,A,-143.02967659873144,D,B,-36.866123114918814,-91.4650664674814,76.2178033081736,1
Physical,Christian,168.23582364316468,C,E,-73.41331429193426,E,B,20.208087584969352,-35.338462663745354,57.609832631860094,1
Yes,Jewish,3.8790014028180138,C,E,118.66237680884215,C,C,-98.29198246887594,173.6012168369098,104.63125256566809,0
None,Hindu,-105.20383307168754,B,C,11.943027513835219,A,D,-142.36300384566042,19.46473885937608,-32.80044662987772,1
None,Jewish,25.865621396082535,E,A,-20.44164973592133,D,E,-138.6448509506262,109.97680501710443,-69.73084903590797,0
Both,Jewish,-5.358454417305471,C,B,-52.04568444564508,A,C,-129.3726149196295,-65.48855412627061,-163.3185731961497,0
None,Hindu,205.71656684249123,E,B,31.949553817344288,A,A,-57.70696108678888,-44.0529798408099,125.91728057784086,0
Both,None,-176.50215581041454,D,C,-37.332450602177985,A,B,-102.78033027750679,-120.75774567222992,-109.22726260901827,0
No,Christian,-59.54223198417882,A,E,-23.651031660607398,C,D,-35.97349957619914,-39.24339595788844,127.96183245223389,1
No,Other,35.125540962693414,A,A,44.27642711738166,C,E,-226.19281093238445,153.4169148834966,89.2947899064298,0
Physical,Buddhist,-126.83641390931697,C,B,-44.51664648672147,D,E,-150.19813823713866,-80.54199057235878,38.3716038520788,1
Mental,None,-16.375858000857615,B,D,-85.99345261811096,A,D,-134.77657495516277,-203.2179833410602,57.11647308213443,0
None,Jewish,-57.047931262592996,A,C,-228.78340040816698,B,B,-171.47816096125135,-129.31925598605937,-29.73487895846112,1
None,Jewish,43.71956836189829,A,A,-107.99873454855438,C,B,-33.61384993943082,-352.5657969306527,-35.279280100563795,0
Mental,Muslim,-91.4334562492621,E,C,73.5403515079314,B,B,-50.27417536574939,28.32037677045921,-36.02620487975493,1
None,Hindu,-62.34338991663395,B,D,-25.898410062817508,D,A,-31.360564005428525,-46.99523297954234,-14.980374165265886,1
None,Jewish,9.522289000778416,E,C,-94.46216795620789,E,B,180.32155311404276,12.612808715024881,15.236130040170506,0
Physical,Muslim,-69.63665344052649,C,B,8.97915352900903,B,A,-211.67224108270463,-31.536121524278,23.477778217297672,0
Both,Christian,-10.199821728277687,D,E,79.93482331259752,C,E,-129.18507743969258,-51.762711492308114,33.66060327594627,1
Mental,Muslim,-205.88543890601886,A,D,20.717195074565943,C,D,-14.301220021252478,60.241002705051486,-29.929004236064976,1
Physical,Hindu,160.59853219743496,E,B,104.96532173976274,C,B,-162.23026059716935,-21.041783501197354,5.630737912674647,1
Both,Muslim,208.61498270484776,B,E,-218.0897719247059,A,A,192.84351823084933,-30.75794065958944,112.24924884992087,1
Both,Muslim,143.66753354525304,A,E,-54.938878653065004,E,D,-71.21096858257805,94.7698823106487,23.710670503732537,1
Mental,Jewish,96.98011763211554,D,B,92.04274567484529,E,C,229.32522643578986,64.56859607097813,107.71541594586533,1
None,Hindu,-26.40139104457108,B,A,-15.288340227832522,D,B,135.32724961992315,-32.35945800410016,-102.46524098427088,1
Mental,Christian,-34.0369370039118,A,C,-91.7120061354391,A,A,-172.95632249837766,-19.617042965241847,-5.560273245868069,1
None,Buddhist,57.3238731252967,D,D,21.254948806145443,E,B,-73.44590456825824,-91.1543818668528,-169.21782396914423,1
Mental,Muslim,-40.119064824779194,C,B,-177.02377126941738,C,C,-47.770080375851066,-169.7862880311805,-65.10416286195088,1
Physical,None,-29.478575625609487,C,E,21.71455277061008,C,D,-15.125318751789726,0.7524845872425691,180.0714577192363,0
None,Jewish,174.62213603534258,B,A,14.317326575910485,D,C,-31.906852547309505,-127.04859041864236,135.45521898945765,1
None,Hindu,-0.9397074154273986,D,E,34.45373252986492,E,B,-19.028153723778214,108.63431959213719,-82.84316409502695,1
Physical,Buddhist,28.97665820218685,A,A,150.73404570644203,D,C,90.7854229403148,-106.16404973915903,166.16144035207435,0
Physical,Jewish,217.74361411345723,B,A,35.87447934054932,E,B,195.473751797789,94.49864658760329,46.462737003469954,0
Mental,Buddhist,-29.84919769623357,C,B,33.243971140020435,C,C,-39.462046240189764,145.70713459954908,51.49659398378555,1
Yes,Other,-13.080844555411888,A,D,-77.86287856824907,B,D,25.972266237571915,-2.0563504466011664,-108.71575011508665,1
Yes,Muslim,-309.9338267504352,A,D,147.99267452440805,C,E,212.56702995036503,-63.71428154864582,-266.64114442963245,0
Mental,Muslim,-15.39353757352147,B,E,-19.436865527530852,A,A,33.143347793618474,71.70662114814128,-0.7542345849472469,1
Mental,Buddhist,209.7348686470637,A,D,16.31785405596097,D,C,-202.62790996521983,-31.506437991047648,107.54130667659913,0
None,Jewish,-67.32788666238592,B,C,54.09672066591352,D,A,-57.06969010144053,161.00755137506079,-86.86708154136208,0
None,Christian,-116.12725759862774,D,E,93.46863477677897,B,A,-43.15538548561931,-31.44268041983444,44.61603841892373,0
Mental,Jewish,-246.98601869155792,E,C,97.05275541151572,C,B,107.76837473761898,-71.55985728355985,-215.63442528883706,0
Mental,Christian,-112.18152118667352,D,C,-157.12366987071024,D,B,-33.13982719476997,-105.16055365952337,-39.21758973339818,0
None,Hindu,-155.22506671253728,E,E,-121.65338902151571,C,D,-138.90506092684853,7.988971079850506,-81.72273420952014,0
Mental,Other,-55.912284903846164,E,B,105.19722867626832,D,B,-52.805533175797294,157.90997136535213,-18.100937004889108,1
Both,Buddhist,313.7691117020178,C,A,159.81052863275633,C,E,72.57716050047387,15.279111206929311,-102.15701082996944,0
None,Muslim,-76.90777840819909,D,A,50.40189552868678,E,D,-27.576212293560758,-237.95395856965743,-21.319207393201985,0
Mental,Christian,-135.06414882718946,B,B,-36.53505996856218,A,B,-65.81881468888436,72.6983789047169,-125.96968685191825,0
Both,Christian,33.69229574317573,B,A,-162.60573242872894,B,B,112.95699263458474,-24.05491869872437,-28.52407987487997,1
None,Buddhist,-188.7748285135935,B,B,141.66995119925343,E,C,-134.80112514217254,158.77745902566772,-91.84293734627177,1
No,Hindu,-37.52905517803227,B,E,11.781396604582511,D,C,30.3916584836891,56.31337551013096,-134.5303847196006,0
None,Hindu,-178.28491315884403,D,E,117.77488574311484,C,C,-4.218041668250898,-190.9010006521284,-41.1926142354101,0
Both,Hindu,-69.26179662193984,B,A,-7.7771004923578735,C,A,127.82153807271163,-211.28920520991161,-212.75044086000813,1
Physical,None,-276.2684494924168,A,E,170.6734826072134,A,A,-59.237782832096386,32.05237874179678,32.96482819143428,1
Mental,Other,-59.21527240917397,B,A,-41.88658713315021,A,A,80.0020452903413,152.05315896175227,-81.3786356403295,1
No,None,230.74159096802558,A,C,69.79546000697417,E,B,-59.10735601920475,115.13223221935087,-142.56933538561745,1
Yes,Other,-60.55529208187792,C,E,-28.7180781695339,E,D,29.0029060984843,-53.81311173232777,10.512066858978256,1
None,Other,-189.18549337375615,E,E,-63.1738926450719,B,C,68.42359160401303,85.61952424140982,136.45648403004378,1
None,Christian,48.74324014866855,D,D,24.678721078150872,A,E,50.790602818966654,56.766439272010736,-84.31087270356758,1
Yes,Jewish,59.25081007117539,B,A,22.779932136028755,D,E,-43.450215568771405,192.17636989934863,-29.897076022214268,1
No,Buddhist,-40.54827876910682,C,B,-96.35713732121776,A,D,-19.230264372162775,-13.285201361109971,1.2246994388861077,1
Yes,Hindu,144.69218601194655,B,E,-7.203637428207515,E,B,-128.46545456108566,205.77544311312815,-61.63681356667081,1
Mental,Other,46.17330400406941,A,B,-81.77113556764574,B,C,-69.21683276257123,214.9095413863466,126.2276178749541,1
Both,Hindu,-244.3380891276434,E,B,-137.31925039513072,C,C,-58.83077565040842,132.9449699437752,-15.075990746544154,1
None,Muslim,-73.27528021528497,B,D,-108.91417878020829,A,D,-53.66109716071009,-70.27500259797435,10.44480619064972,1
Yes,Christian,-130.9246076502691,A,A,-47.02132632523661,B,C,99.84118088672643,-53.58173124217367,63.667103695654106,0
Yes,Hindu,227.10151931589775,E,D,-43.161907739178275,A,B,37.02629143494693,-18.323977076896675,-3.332710215257828,0
No,Buddhist,41.61274202910208,E,A,-118.92717712353434,E,C,-21.69421362842958,-94.48879522915827,3.579867621500564,0
Physical,None,97.3165609942668,B,E,-41.82354616421831,B,E,29.794487428842796,-90.57453402913653,56.008329778401766,1
No,None,53.27153647959327,C,C,-108.34149516417828,D,E,28.671418742365983,-108.78773218407771,61.04382692239232,1
Yes,Christian,51.488338947059944,E,E,-29.82380653919935,E,E,121.91988052227425,86.18608460390654,-6.337753441368471,0
Both,Muslim,72.82675487213226,B,B,-291.2511064649445,A,C,91.24659689130195,54.61104629784885,-80.64363756114312,0
Mental,Other,78.40899235826252,C,C,-36.527203517535376,C,B,106.13501435742774,24.376622301089384,-200.69471535969896,1
Mental,Christian,243.66003895463405,B,D,57.10628592792587,E,E,-13.933288113984133,-116.2847093831944,-65.29990602637173,1
None,Jewish,-33.363461894563365,A,A,-19.192252499250788,A,A,22.85540390371677,-135.2336318714125,229.60801953818955,1
Physical,Other,129.65294834674864,E,B,96.1038365170472,A,E,-39.62232263791404,19.505330025794986,169.25072659415582,0
Mental,Hindu,137.85375206085064,E,E,20.54751094855621,B,C,176.95879543839231,-25.891050071001636,32.37004041953132,1
No,None,20.407292582382038,B,E,-67.30746033976341,C,D,3.6836824922378657,-43.96945891244329,215.84717097652705,1
Yes,Muslim,-45.153570727011356,D,E,-24.216602832340836,D,C,146.882206526801,1.4581041233136163,-49.99227668590095,0
Physical,Jewish,-119.40580367554246,A,C,46.56446456347253,C,A,-7.147591455969911,-24.531055450890253,-63.16337313559104,1
Mental,None,102.22339529228964,D,D,-41.43780805214707,A,D,-166.57233540301738,24.95376848197152,-169.306073126261,0
No,Christian,-83.54239760389297,B,B,8.491559450536935,A,A,103.6305181714001,159.84257980004182,-35.00700436230863,1
Mental,None,-14.144677179217632,A,B,70.53849151889037,D,E,12.190206486904112,71.52950120140007,-18.832254558858363,1
Yes,Buddhist,-62.279455040584686,C,B,-158.0236819234855,D,A,58.97327440239699,128.04905201592015,-113.0558943721724,0
None,None,112.92375323895368,E,E,328.0435551874754,A,E,-107.17187914843824,-59.68853758413869,105.71437194945716,0
Yes,Christian,16.159499930345667,E,A,-40.06287739237461,D,A,84.4851723968979,130.22744364327318,77.66102283263766,1
Both,Other,-118.07317129784974,D,D,67.72980692782345,C,C,-139.05107402957822,-19.500749862994844,65.45443811423938,0
Both,Jewish,-99.42084098315948,E,A,-51.59073611092479,B,A,-12.049963322036769,50.668369480406874,-63.44672489612345,1
No,Jewish,56.465663915121546,D,E,-159.92576443557692,A,D,-120.82864394717939,-26.5080566399224,-13.163247453313396,1
No,Buddhist,-142.76098050864704,A,B,-28.40891053422871,D,B,75.20872276064252,68.13506857394827,133.65473577706118,0
Both,Christian,196.72864363133473,A,A,-55.43259183213184,B,D,-53.928776221862805,-105.56482236079026,41.818228634949776,1
Mental,Other,-65.86445399273117,B,B,-95.06951613730956,C,B,-20.438274976185287,1.8209892916549668,-42.738299616741834,1
Physical,Other,-37.278332000686625,B,D,21.363862949775037,C,A,-38.33114235459937,-145.91115338059126,-37.213569284980885,0
None,Muslim,-7.199435453546654,C,D,-14.125529030744987,C,B,-133.59547890441166,-15.529233018877267,37.71446090944785,0
Yes,Buddhist,-118.36003028480808,A,E,-58.97553801013527,D,C,60.15294979499848,194.63494439856498,-144.30566867005857,1
Both,Muslim,-61.61933990882407,C,B,9.472332988864697,A,D,-104.90431449234936,-95.69397153607575,193.7485367000785,1
None,Hindu,82.98210641126911,A,C,7.282585242480057,D,C,169.30784182941414,260.41924550425813,112.40109290227464,1
Physical,None,57.03088958000164,B,C,-38.11883634953327,C,D,8.5573292994732,-108.37565536898133,-205.7855339205539,1
Both,Christian,46.22387152452252,C,E,58.02614875086982,E,B,-103.20173127360053,-10.975510635815557,-25.053351797422664,1
Mental,Buddhist,-90.37022363531561,C,C,132.455700864011,C,C,-51.08771832620932,28.17818336564027,73.67349775667995,1
None,Muslim,-37.518119074672825,D,B,198.27630985312285,C,D,104.88144220132638,111.76809000820285,19.599352124286025,0
Yes,Buddhist,-79.92303011836117,D,E,97.70173532529414,B,B,-106.53859488036932,39.875133826558304,33.8755511682423,0
Physical,Buddhist,162.25533360305522,D,A,-81.08265446833238,B,E,-58.01054822769084,154.81226173641622,-153.38236076621962,1
Mental,Hindu,78.42096464801547,A,B,-8.340363331484719,C,B,-68.62827036549606,76.79224944605879,56.091262345599205,1
No,Christian,14.828888569420041,C,E,55.575898745479435,B,C,96.21054033318472,89.52106057447271,-31.337722299291915,1
Mental,Christian,-99.61122511214205,B,E,159.38185451477477,A,B,-18.44107937374131,-46.240101657396046,199.1094310570924,0
Yes,Hindu,-38.99161695986819,B,A,-68.7852302128603,C,A,-13.829268192172014,-32.992195485074475,-58.565114298914665,0
No,Hindu,25.570860203218494,D,A,-114.66235749547407,E,A,-66.89544930006126,71.54898811185143,102.1926909601735,0
Yes,Muslim,-169.83052240244973,D,C,134.16689703395113,A,D,-25.819043437844773,-76.32547921850829,16.737629899134518,1
None,Muslim,-45.611713192160366,B,C,101.84500452396064,A,D,-65.64939631812436,45.25666196057263,-50.14555407184501,0
Both,Hindu,-133.52940536983215,A,E,52.39540761281833,C,C,-190.7694670805157,-109.8079266415159,-113.00998550988423,0
Yes,None,-9.427586686991807,C,A,106.57804714809309,A,D,-55.61111951129095,-160.75759937322906,-167.00537908145174,1
Mental,Christian,-18.65974923246234,E,D,-137.643427996307,A,A,98.42662154035267,-13.518144565379364,-98.28334321962411,1
Yes,Muslim,-56.09496360520892,B,B,12.2061032106942,E,E,-9.255536232973235,1.459598933195426,-14.27525036530243,0
None,None,58.761382933011895,A,B,-84.64857160073697,D,A,-25.870257285532904,-65.04494763629256,165.86818880748248,1
No,Buddhist,89.17618576544217,C,C,64.55040156720548,A,B,123.35472023741619,27.10167193283965,239.3015619497657,0
Physical,Muslim,-284.8680250883181,E,D,49.15232769799673,C,D,132.53615746031207,-137.11327764209832,18.62066369335771,1
No,Buddhist,-8.526924952260426,A,D,-247.24242225226018,B,D,67.30321051730186,71.50814494261812,133.32270589809397,1
Yes,Jewish,-14.292011428271312,A,B,-101.84512760875648,E,C,-78.17182775555695,-111.7746399624705,-66.82137677653267,1
Physical,None,64.33849251036902,E,C,-38.76378816750011,A,B,51.530563510729074,-117.5742560772128,136.84680727705697,1
Physical,Muslim,-75.4965304431209,C,A,-57.46690596714783,B,B,-83.67212943307021,113.81897934404148,-119.50826914659068,1
Yes,Buddhist,193.29984551310665,A,E,28.41492241963412,E,E,-3.161071421197988,77.27102597071544,55.49589831158017,1
Both,Buddhist,-19.829744914770302,B,A,-65.40466583594981,A,E,61.636098531640485,-88.68045810309926,-22.471397154266974,0
Physical,Jewish,98.5361843752551,B,E,-34.7698166330215,C,A,-87.44618415281388,-259.8989205727269,-8.461459773909368,0
No,None,23.00774150256659,B,A,102.649823853546,D,B,-10.976197207685452,87.76227416248842,51.79893584724028,0
Physical,Muslim,46.347399666201646,B,B,49.89708448136665,E,C,-116.87431408506272,-50.27195204199776,0.2326065182721421,0
None,Hindu,-57.52944698381561,A,C,-60.97653997901218,B,E,-117.30114626447083,-165.1782493091074,-58.61560085174025,0
Both,Other,-108.88245335579789,D,A,75.29272069383065,C,E,-154.7816736101246,-90.58857793400504,80.47245769877112,1
Physical,Buddhist,238.45479089041856,C,B,-57.340163323379535,E,D,-16.108434081006788,-36.88892405787664,170.51860593481575,1
None,Hindu,-80.30470399069014,B,B,127.20682092153837,A,E,186.76601443326305,-109.62339361610604,-45.64100475040008,1
No,None,109.94332064066185,D,A,-75.40083540807464,E,A,84.80790550862494,141.07063971123907,124.98423451691141,1
Physical,Muslim,-55.53355742699537,A,B,-150.0274753968866,A,D,31.01374459046741,-63.426773205568345,56.55359348877225,1
Yes,Jewish,23.988966745956986,E,B,20.683945558226654,B,B,31.887762289958605,5.5447194800415955,11.13695506292486,0
No,Muslim,2.5211536139428876,E,C,41.54533582319073,D,A,90.6636898481298,-0.3299590930500466,-8.888595007351348,0
No,Christian,-264.9218431984677,B,D,32.43670395857782,A,C,78.37678156975528,166.22790262764133,-51.09761917965405,1
Both,Muslim,25.875705411547656,A,E,43.98968460653663,D,A,196.03869171701896,-41.20736866447447,-277.47150692722624,0
Yes,Jewish,145.24362020484352,B,D,-83.56896710147058,D,E,24.17799811207465,-51.13098511313658,-48.9280314866057,0
No,Jewish,124.37458930648762,B,B,-47.00815511444069,C,E,5.670523142682282,-124.39325885592159,-67.11491073251106,1
No,Christian,308.2108826044515,A,A,25.19224023552206,C,D,74.09882830425907,-64.40893434539362,134.01713335590443,1
None,None,-163.10420124533152,C,C,-57.57430873810653,D,A,-66.76097092291776,167.4860954643878,7.6820245922486015,0
Both,Hindu,131.85149418245558,C,D,60.06228496598452,D,A,-4.010125922268799,80.2439142540758,134.74196906735722,0
Both,Muslim,20.742097157878522,A,D,41.96881550582522,A,C,14.191648152987685,-37.31396966482174,-17.897352268793654,1
Mental,Muslim,0.3823654867489194,E,E,-29.022129091777195,D,A,-2.4811517060488795,-0.09440767659009992,-25.143734636138674,0
Physical,Muslim,12.923521269905693,B,C,-17.94022026069776,E,E,42.92432847266337,113.91231126532257,54.97750112329156,1
Mental,Hindu,64.76742219210301,B,D,181.6069903972505,E,E,-57.10554854662636,-121.76554471129802,-104.79458741943013,1
Both,Christian,33.05278536205543,B,D,70.31205293453608,D,E,-123.6151764644199,-104.1819741785113,19.969010034969404,1
None,None,37.439534770717,B,A,138.80068267978277,B,A,86.89230550457991,-68.14748462984277,94.12391019034601,1
Yes,Hindu,70.13760183777315,B,C,34.831533949843724,E,B,172.24775739717387,-145.0157156489013,-127.5619006371056,1
Mental,Christian,7.453203553491288,D,A,23.001933412263334,C,A,75.72378002219578,-100.93643493201834,216.59226652590831,0
Both,Hindu,-249.6034875338746,A,B,88.77713207184141,A,B,-113.05510919033628,92.87474465921662,-15.330610798231847,0
None,Other,104.45907033183899,D,A,114.75759135961981,E,E,178.8590035141189,131.30704215762862,89.07738261002326,0
None,Muslim,36.138178209090064,A,D,145.22440077076197,D,C,13.315221522521195,83.11472800541947,113.07716501990414,1
None,Muslim,57.23935997448171,E,C,-165.3058797375592,C,C,19.254853131049916,-51.1784334776205,-48.343711632257644,1
No,Hindu,198.8002055932079,A,A,59.548602626898,A,E,42.192027176063,-96.63462337242265,133.33362398253232,0
None,Jewish,79.8218797696572,A,A,-96.00265611403552,C,A,36.02103143112588,128.03659239689784,65.3038945169947,0
