age_range,Disability,religious_affiliation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
51-65,Mental,Hindu,56.23837167391702,-185.4934245533201,A,106.09268907964842,B,-59.620211466489124,0
26-35,Both,Muslim,29.679415197410634,99.91067251283539,C,89.46911931376734,C,-112.57311550807134,1
51-65,None,Buddhist,-6.26536753087171,-88.32691074385704,B,-68.56099536531333,E,129.0482250354708,1
36-50,Yes,Hindu,-165.43121980068295,-57.0901822628611,A,70.42168503603831,A,-98.83471190022941,1
36-50,No,None,159.70332676232155,61.10625985690903,B,-135.93097929670236,C,58.77196915151308,1
18-25,Both,Christian,39.766156496229165,-180.00565298372308,B,-17.745914134655912,E,-34.69236081338996,1
36-50,Yes,Buddhist,-45.43927373499801,-49.048587105708506,A,179.61775431540553,B,-113.35284121289546,1
36-50,Physical,Muslim,8.1467751146668,-232.6827071187632,B,78.17008483361148,B,14.468129513945948,1
51-65,Physical,None,-118.91619136146201,56.56198487108776,E,-170.45779088783453,E,101.34606214629893,0
65+,Physical,Christian,23.25301126871695,-120.60909213167609,B,-31.433835383088198,A,116.48578207813833,0
18-25,Mental,Other,73.4129463629243,188.17904973780756,C,-214.7369714735533,C,114.58235395096979,1
26-35,No,Muslim,-67.00629654440395,104.03296341488716,B,-160.1228979591723,B,-67.97595620903697,0
65+,No,Other,-129.9244514338442,24.678074405479737,D,-98.60751624400056,C,86.04354158413524,0
18-25,Yes,Hindu,-12.175449306088796,79.78815813751223,C,-113.73648710547405,A,-57.22209096456369,1
65+,No,None,69.6033586584534,-25.21933920836513,A,92.30779309497082,A,6.692726276375752,1
26-35,Yes,Other,-18.757168803221788,-102.19183508964377,D,-30.184614826103584,D,63.705818902985826,0
36-50,Yes,Jewish,-84.23043372683888,-59.97478609658573,E,-172.39384505733105,C,-219.28698155674442,0
51-65,Physical,Christian,-99.6119142195351,160.1389513305561,B,-30.95228609977449,A,-99.39774923829935,1
36-50,No,Hindu,-15.724770677567621,-136.55191323191477,A,92.83840525476862,D,-211.86224548495156,1
51-65,Both,Hindu,20.76177909643337,109.38083135320183,D,-7.452488821536693,A,-48.5979739253426,1
26-35,Physical,Christian,-32.43201623306207,-112.16981234033732,A,-27.68269565097649,E,-127.11257223184865,0
65+,Physical,Other,36.471765949902256,79.80753196584998,A,-0.683637233373206,E,-8.262655261705548,0
65+,Yes,Christian,235.12354029536752,7.039544961650666,E,71.41389662949595,C,-54.43804623309341,1
18-25,Physical,Buddhist,3.888094910726441,3.509769116871127,E,-14.689175644507852,C,-75.8176854126682,0
36-50,Both,Jewish,-111.60324654775961,-81.03343723491483,A,-80.28583289382158,A,-148.33954816271034,1
65+,Physical,Christian,102.29676125576532,127.82136605769006,C,-6.560725896330695,B,184.85855982779378,0
36-50,No,None,7.203269613719349,11.510026514890647,D,-20.922839705726343,C,-78.08521469797508,1
51-65,Yes,Hindu,-139.5954002164514,198.12337515529254,B,-131.7658433205982,D,89.03728902703122,0
18-25,No,Jewish,55.12799845299663,60.590984236899104,C,-80.76552575331533,C,163.92683412484595,1
51-65,No,None,91.90288334516868,48.85555605656404,B,-4.615973886587818,B,-108.77978131698742,0
18-25,None,Hindu,-25.165690606934472,-10.441368474890735,E,37.515820605571136,B,-21.517022852825633,0
51-65,No,Jewish,48.41741220677926,61.36294633398875,C,65.48711131332851,D,113.26867938560386,0
51-65,Both,Buddhist,81.44688735708137,-179.7071652377912,D,246.1935402741048,D,19.44109646469707,1
18-25,Physical,Jewish,-98.05244094274443,-145.93952195967825,D,-27.31545562772179,E,51.85884099787502,0
18-25,Physical,Muslim,-40.7599659007381,32.31387697717804,D,-17.869809620590647,A,3.8949446446252485,0
18-25,None,Jewish,-214.08928931492582,-36.692765817233706,C,180.92351543866167,A,86.27050064969151,0
18-25,Mental,Hindu,10.025129362511114,-158.3896326847694,B,-3.673859899360985,B,155.89233243318205,0
18-25,Physical,Other,-37.33019343043704,33.637793029806915,D,-16.256658971190287,D,-71.6400136427098,0
65+,Yes,None,167.84859336397696,135.1392304880107,B,4.117935638491152,D,-164.5710667708858,0
26-35,Physical,Buddhist,-70.2468156548864,-78.97715486833896,B,-99.27615865092652,A,86.70481783020497,0
51-65,Yes,Muslim,-21.861073083832004,-51.35953256615006,B,-47.127002128776255,E,-112.1493232156352,1
51-65,Yes,Christian,-63.138824456475916,68.36641774157509,C,114.08113247409344,A,-29.28130332128588,0
51-65,None,Jewish,126.94041817151589,4.496928457205588,B,-79.68921137283193,B,-166.80747788132388,1
18-25,Yes,None,31.60450673818136,133.3700741718799,A,125.92197772797829,C,-46.324076888905644,0
36-50,Mental,Hindu,253.17200820254953,10.030063022757044,A,49.04690137023453,E,-118.44280248868853,1
18-25,Physical,Other,-31.626405394356638,105.92345140862656,C,184.83530408658,C,187.71567251370772,0
26-35,Physical,Buddhist,183.981389177539,208.27526239104537,D,-76.56068589383919,A,-60.332911875107854,1
26-35,Physical,Christian,-4.788103806490985,18.778349481872326,D,233.93925520910344,D,-85.47037540913044,0
51-65,None,Buddhist,89.52636741202389,226.24459659998064,B,-32.06879846996356,E,-5.732853990927807,1
26-35,Both,Other,-5.489237472797367,39.516911216844434,B,-9.918159845032095,C,-142.08438370229644,0
36-50,Physical,Jewish,29.48134366730025,40.05357449201967,D,-233.79463466634346,A,0.8813979627751427,1
18-25,Both,Buddhist,65.44798151976103,258.5237461378383,E,93.24087226889529,A,-215.67693721360772,1
36-50,Yes,None,-106.75605514147091,72.86508318839108,B,33.84008424424748,A,-86.67504109432828,0
26-35,Yes,None,157.99160560130073,8.815643448905643,D,20.096485060486575,C,-21.743565067832897,0
51-65,Yes,None,-137.1218238388198,62.18827339902969,D,72.07432197983448,D,-91.47312373601378,1
18-25,Both,Other,57.83522555912636,-46.59534397469542,C,86.94464852923878,C,26.452293197581067,1
65+,Both,None,26.359929281822353,75.52025583312036,A,84.09285996269273,C,128.0987889829529,0
51-65,None,None,-47.96619369858301,28.357793520747443,A,53.1838842581691,A,47.99299962188368,1
18-25,Mental,Buddhist,229.62523845017319,-193.28078643739698,C,75.42579274951802,E,124.43524406572159,0
36-50,Mental,Hindu,-150.44197262582358,-7.70646377411661,A,159.0147531090012,A,-135.47975910902613,0
36-50,Yes,None,44.510297940745566,115.93083735247292,C,152.8900366600803,D,-35.70935690417756,0
51-65,Yes,Muslim,-125.70331649072568,-9.579822888575656,E,-106.64194820854425,E,83.34944274807103,1
51-65,Mental,Other,9.960240465919334,-38.23713722269509,E,-177.34281981832908,C,-102.94277037224677,0
18-25,Mental,Muslim,168.03806789012427,-11.533721328099618,D,110.43645340575199,E,-340.83267725038854,0
51-65,None,Buddhist,-84.83955387656611,-162.75624695892634,A,-212.66723148123413,B,-80.91142484261808,0
26-35,No,Hindu,26.519755618109127,-152.44173757221637,B,-96.10665508914028,B,26.117375782926427,1
26-35,Yes,None,191.46760320626052,-18.379790403133168,C,186.2226686339608,E,126.80177045451057,1
26-35,Yes,Jewish,-1.0353490287838276,115.45708661185475,E,125.00879622305621,D,-52.69001013354166,1
26-35,None,Buddhist,169.3287346194972,-60.54515501507753,C,58.33706704565107,C,154.7585617183912,1
65+,Both,Buddhist,-21.715556792757738,-26.23300387800174,D,-8.280269773359212,B,13.199494094170387,0
36-50,No,Hindu,-81.65579401475657,64.24908570332946,A,-16.501524126016616,B,-223.72856699845946,0
51-65,Mental,Buddhist,-19.084219471872633,-79.81171884013175,D,85.3711566320174,D,40.03449983533537,0
51-65,Yes,Hindu,17.57995939233921,-18.134160480623827,C,-227.32498112993147,E,-100.00513077170892,1
51-65,No,Muslim,67.95063165205235,-28.48325388149086,D,79.40171819713055,A,128.17432248653415,1
36-50,Yes,Muslim,-124.44532056894259,-170.74734812549755,E,-98.54371573036774,C,62.63303510257781,0
26-35,Yes,Buddhist,27.24916263458368,-112.43903814068771,B,-40.726784534916085,B,77.68830799575261,1
26-35,None,None,120.00258010897926,-106.26982881224849,D,-199.01175751202865,E,-52.45734436959283,1
65+,None,Christian,-136.70218925433042,-144.57624234785663,E,-53.84013562944031,B,91.69642448859744,0
51-65,None,Muslim,-8.29394488786767,-195.8842190344386,A,-97.41325151736933,A,92.15915833923746,0
65+,No,None,44.31359122313523,-44.76026128728797,B,2.6950327171917325,B,63.45024946518518,0
26-35,Physical,Hindu,83.2959373972417,-13.608267905257208,C,68.43923050157369,B,-28.99746589180211,0
36-50,None,Hindu,219.19435492186398,-62.9296078750753,E,39.41996744410589,A,-14.063170393422245,1
18-25,Both,Hindu,21.104783713417273,280.4803255191877,A,-91.5898387190687,D,-35.25635293945606,1
36-50,Mental,Hindu,106.38398174741586,5.788050264787191,C,49.257332111479684,C,-45.825688825958686,0
65+,Both,Buddhist,-44.80390530259207,-151.29062943605956,C,27.77964101237625,C,26.040909899300026,1
65+,Yes,Buddhist,-221.3319292965081,68.22325956930992,D,82.42744694612728,B,135.3912081588132,1
65+,No,Hindu,-75.05880810790836,-155.7373192351743,B,-158.99137988958168,A,144.23644701889023,1
65+,Physical,Buddhist,51.42881451622723,-58.80803104058432,A,152.88100763685046,E,-9.509933730384605,1
51-65,Both,Buddhist,139.68474406361688,-35.805373800703705,E,33.30035951272736,C,-109.11878054139446,0
65+,Yes,Buddhist,193.06831130312096,208.21594733741233,E,42.98153718784466,B,127.77889361038469,1
51-65,Both,Hindu,53.73367154248161,-78.98522047178439,A,132.5443117572282,C,-58.98147363802564,0
36-50,Mental,Other,192.85193039970767,176.9416502439674,D,-40.96332124827837,C,163.47421839127395,0
18-25,None,Christian,26.804715155154913,-10.905412917790153,A,-127.159342871046,D,-99.93238419175498,1
18-25,No,Muslim,-7.6074811218673,-1.1168126918268462,C,102.51898097490894,B,-252.5578256171384,0
18-25,Both,Christian,-59.10690668459338,-24.817990485123406,B,-136.297158487219,D,123.87958685030411,1
65+,Mental,Christian,44.286265048062795,106.38834015201493,C,52.09855300229571,D,53.369488721544464,0
26-35,Mental,Jewish,125.76916752877025,54.8620762324713,A,-77.93405793067156,C,34.89787305337084,1
65+,None,Christian,-16.098620346235816,23.2953526491294,B,144.649329093454,D,96.67818068241499,1
36-50,Yes,Hindu,-176.60501080582324,84.30233081741062,E,-96.98601587503327,A,16.698814396304346,0
26-35,Mental,Jewish,116.12693509317809,-163.19600761303707,D,202.9082210338994,C,-108.60479427579435,0
51-65,None,Jewish,176.01873331973152,72.71248493430924,D,-140.770013067684,C,-21.659539761447757,0
26-35,Yes,Muslim,202.71669336884383,-106.54024633251449,D,-79.61038033154038,E,36.814070615567935,1
26-35,No,Christian,-0.1863392204980297,127.43664290117928,D,88.00496545919975,C,52.32860447653711,1
26-35,Physical,Buddhist,-54.49904266250748,36.133572556832554,C,65.16961325897078,B,43.21975955690981,0
36-50,Physical,None,107.54909702456939,260.2269733993691,A,40.32377076558685,E,66.03104211531702,1
65+,Physical,Jewish,-159.00683067719194,19.823100462482266,A,-19.633467585602904,E,-17.80182143398497,1
26-35,Mental,Buddhist,-25.73792211908234,83.96678953188892,D,164.93871976714095,E,-313.7190828440103,1
18-25,Yes,Other,188.02123732384416,113.92964385851623,B,98.0725718035924,C,-33.60373837851864,0
51-65,Physical,Buddhist,22.455414456561563,-37.18666037546468,B,87.61703511947697,E,-45.94508644431981,0
26-35,Mental,Other,-22.241848102023226,-59.33347436611924,B,-116.57458564154915,B,-87.57943217901861,1
26-35,Both,Jewish,6.501938971551166,126.36813304803441,B,-101.35059161356857,C,-54.64848782344406,1
65+,None,Muslim,-313.1948992148353,-7.5129101053873715,A,-41.10343344288891,C,-116.93979036453266,1
51-65,None,Hindu,30.781684375148345,-60.08073870330971,B,17.312643473763384,C,-37.83541247332484,1
18-25,Yes,Hindu,-59.91841311091518,242.11334227414832,B,47.495126352661856,A,-63.80554917873644,1
26-35,No,Hindu,132.94252644697337,84.56197107252844,A,172.36186554405552,A,-35.4330795857354,0
51-65,None,Muslim,-38.90672342297885,142.7545243190856,B,168.18619107988653,A,-16.315026086471658,1
18-25,Mental,Buddhist,56.151586453882985,179.11580813147256,E,-18.663166457832258,A,-183.9435868638199,1
18-25,Physical,None,-57.282568951849576,-136.41033972229087,A,4.075161720695423,E,-56.88173726893996,1
26-35,Mental,None,51.54624694209138,-31.651988744159702,A,85.3817293279522,E,-116.01920055611532,1
18-25,Mental,Buddhist,116.78474202551212,-4.815305626910468,A,-77.84710418089725,B,-114.97542963486258,1
18-25,No,Muslim,139.11083658704237,41.08136629853848,E,126.84437707683027,D,99.58969569792467,0
26-35,None,Buddhist,-43.36356521860165,156.68079641071444,A,-8.773439961423001,B,-8.920021507464035,1
65+,Mental,Christian,22.10931075233134,-22.65526312792826,B,160.35162367786216,A,25.217567960783082,1
65+,Physical,Muslim,-12.172688418249788,-6.528597391496387,B,23.84339055804516,C,-51.66438282114649,1
51-65,Both,Hindu,-124.67670268219642,81.48701682850304,B,43.1219748032363,E,210.9717394122561,0
65+,Physical,Christian,2.970354285799047,-135.32224123060945,C,65.32350188016021,A,192.8841633447039,0
18-25,Mental,None,-65.42998060619706,-26.254147497893943,B,15.021259857654945,B,-85.40607631433787,1
65+,Physical,Christian,149.42238134187465,14.325953899275278,A,-23.695520105335618,E,38.65292090439853,1
26-35,Yes,Other,-39.085195922468024,188.62535369262042,E,-11.660329003750228,D,187.23191921438377,0
36-50,Physical,Jewish,-29.63024808191117,182.06793834200784,C,26.313135275595567,B,-121.39536005678345,1
65+,None,None,-44.943113203308926,-242.55180575646702,E,-114.37683841623362,B,-23.86036098317436,1
36-50,No,None,-8.329777511249679,55.172892151898914,E,115.33119829240013,C,9.212893373518693,0
51-65,Both,Other,127.18361301225913,-41.01934461068388,C,-99.01465066957765,D,62.86274433403975,1
26-35,No,Buddhist,-153.0943922139996,202.4209252852755,B,86.91020759365173,A,-164.53653436423298,1
65+,Yes,Hindu,44.50863027582775,295.70392179845254,C,-65.23768433954642,E,58.9585392689141,0
18-25,No,None,-294.92682961589077,171.9917147817907,B,-76.13966150471782,D,-17.921742326594156,1
51-65,Yes,Christian,79.56619466560547,-72.06027091237766,E,25.89544640989211,B,-121.7349829535145,0
65+,Yes,Muslim,-93.7691111595546,-67.92266573298325,A,-66.65717595977563,E,79.24121281860316,1
18-25,None,Hindu,39.79254498111605,-80.40444372866727,B,8.406589423951809,A,-63.667811920601594,0
51-65,Both,Muslim,-72.25494216967162,129.00564754597178,B,186.18062037501196,C,-37.38814205432379,0
18-25,None,Jewish,11.210027854258492,24.486436485281178,E,64.36766486508432,B,-177.67451023647996,1
65+,Mental,Christian,-103.99737102362687,2.0900906296705823,D,-84.29235488909873,C,-22.111623824725175,1
51-65,Mental,None,52.324450912575784,-19.559798789916947,B,-19.475274623301893,C,-19.22611093645671,1
51-65,Yes,Christian,70.71833036277113,180.60427922239634,C,-11.216639349192906,D,40.18363189785385,0
51-65,No,None,1.375571369315203,-25.64526503763917,C,0.2840607176741191,B,46.55756309676958,0
26-35,Mental,Christian,68.84233887744153,-74.36909543335165,A,235.06125757442024,C,20.60630990265227,0
36-50,None,None,90.38168879159585,-7.21285551776822,B,-85.37050436564662,B,-41.25519159949393,1
26-35,No,None,45.17766939193848,121.83705500048039,D,-90.0409585735231,C,-126.9589027291542,0
36-50,Physical,None,95.32225140018004,-135.69038682156952,C,73.47250045775408,B,-138.97422619723528,0
26-35,Yes,Jewish,-79.30977078959681,90.21551217489092,D,22.563739699617262,D,149.71108924820916,1
65+,None,Muslim,9.90468546353732,31.708435638766396,A,20.94168907488646,E,-7.941449681019473,0
51-65,Yes,Hindu,52.44447182802606,-50.27932818604345,E,-74.21637816580862,E,-67.79776770858233,1
51-65,Physical,Buddhist,-76.99961187128747,-17.620889507924844,D,53.26395301636923,C,41.757325109957385,0
65+,Both,Jewish,38.86213678498191,115.26450209004051,A,13.77337759111534,C,116.04221104789806,1
65+,None,Muslim,-143.16267539101776,69.88993843243537,A,83.50921402447166,E,-275.99076111736923,0
36-50,None,Jewish,-201.62459483912895,-24.268348028546434,A,-246.11038086637157,E,179.4351296085063,1
26-35,Yes,None,131.63181652570668,-17.117041592800213,A,70.02810281796141,E,60.26227979246026,1
51-65,Mental,Christian,78.68661074240836,-49.86421377745551,E,103.21783324945919,B,-247.3079713678979,1
51-65,Both,None,-63.81543861643476,-42.483986446200674,C,83.65024306004145,E,102.5385876461985,0
18-25,Yes,Christian,-98.93767727603289,167.86719518939438,E,52.44171094608377,D,198.9859973397981,1
36-50,No,Jewish,-24.254301521034506,23.500644253819083,B,115.50841142303511,C,-70.13203536281588,0
26-35,Yes,Buddhist,-63.802226516973704,120.76840241225575,A,-117.34515779930787,A,115.74030966352102,1
36-50,Both,None,-93.8676670533997,-86.6977862940097,A,-122.25081588116123,D,61.68052594528428,0
51-65,Physical,Muslim,92.80672415918477,-97.46138726431627,D,144.7084019855539,C,208.5910066319896,1
26-35,Physical,Buddhist,117.61042734717635,32.57858500643531,E,37.29492585092245,A,144.370560549322,1
18-25,Mental,Hindu,-27.32611976783244,107.2074394147774,C,-69.6004958515565,D,14.517047570718745,1
65+,Yes,Buddhist,70.78528514272432,74.00184299833778,A,-77.81606871491356,B,-281.98485406762194,0
36-50,Physical,Buddhist,-107.71464870637246,-99.80336539547955,A,-53.4919226646791,E,43.82268939272559,0
18-25,Both,Buddhist,-24.0095808904453,-127.57033368987348,E,-31.365908403168515,E,-109.59603452805575,1
26-35,Both,Muslim,-102.27686415969856,-1.0120322014712002,C,-108.26618153286101,C,124.52033208823805,1
51-65,Physical,Hindu,-17.414783422650448,10.453122936803297,C,-36.14378417364843,C,172.22394078708655,1
65+,None,Other,-163.9026721498932,-137.58562892338898,B,-65.43770047393524,C,82.90787428808228,1
65+,Mental,None,-133.37279900994568,94.68519648386466,E,174.42247041726716,A,-85.83128787666158,0
18-25,Physical,Other,49.58154823104341,-71.73887921726732,A,118.54269380766355,A,-75.30027870185107,1
51-65,Both,Muslim,-45.52305530342165,35.56328672064623,C,-183.43520520260685,A,75.79689730075249,0
26-35,None,Christian,18.8478741352521,86.9340732390807,B,-33.38959547204596,C,-68.69011141311574,1
36-50,Both,Christian,122.79251884274598,69.31885094521884,B,15.259879980338631,B,132.68877655521052,0
26-35,Yes,Buddhist,60.49051731459563,175.39606411172684,E,72.18149443923383,A,145.52111633320976,0
18-25,Both,Other,-104.4525504884347,-73.17402460160702,C,-1.1916007754730986,B,-232.75267182436835,1
18-25,Both,Buddhist,-52.511736579668685,-108.89210549196346,C,-37.37259749876319,C,35.45067911410965,0
51-65,None,Christian,-33.48602339102378,-94.57531226843636,E,151.53200235589347,E,35.177682357760766,1
18-25,Yes,Hindu,115.6565737314033,77.80366411102109,B,60.19581624233227,A,-42.28225052880634,1
65+,Yes,Hindu,40.89569910496163,101.00855323659148,E,-183.14953810738453,E,-61.980861061313085,1
65+,Yes,Muslim,117.2583395801145,-24.032330763112427,A,-101.52206584117548,A,80.45095308842492,1
51-65,Mental,Hindu,-135.3268342976155,-61.209906297961844,C,41.331837180646815,C,96.1991323379913,1
18-25,No,Buddhist,-26.49123759554368,-59.473610758444174,A,68.62231690760487,E,202.68941731611378,1
18-25,Yes,Jewish,86.19394353168646,-143.83943043257887,D,39.299473808690266,D,-48.270240136496135,0
26-35,None,Jewish,-121.68612412083264,45.33856121175329,A,-98.75158820615206,E,5.60106003525767,0
26-35,Both,Jewish,50.241286767283164,45.994334054610206,D,-65.15560263950067,E,-101.50114693990622,1
26-35,No,Muslim,-125.95415036258701,-10.060945212767471,D,-104.9096437994454,B,19.295233944179692,1
51-65,Yes,Hindu,18.105117252271366,45.479592974629426,A,67.13070260768231,E,43.3299398580635,0
18-25,Yes,Buddhist,-89.64449662605091,42.08508214385322,E,61.22115131153328,D,51.0631397591017,0
36-50,Physical,Buddhist,85.17870197621676,-48.16869227814175,D,8.739366977509587,C,46.278603165254026,0
18-25,Mental,Jewish,41.27422173014412,16.244294919938906,A,-141.90440366949335,B,-220.3748074976509,1
18-25,No,None,30.550291737272982,-24.487535657444827,A,109.22746466840026,A,-98.05077670211578,1
36-50,None,None,-32.70102662187504,39.737683133343474,A,69.50945715397906,E,5.850551014148789,0
65+,Mental,Other,-95.78103461324771,44.582157100870546,A,-113.55979312742268,B,211.14002472581427,1
65+,Mental,Muslim,-0.1061501740475034,-97.62370903226176,A,114.05259118982256,A,-25.508427093382146,0
65+,Mental,Muslim,-58.36235825759621,-13.624461250714187,C,-16.188085941280587,C,141.55769827215303,0
18-25,No,None,-29.287456358162885,102.95442588993468,E,-48.89188026201342,D,129.22819980208743,1
26-35,Physical,Hindu,-24.5629773390159,-147.7946318332408,D,-122.24418974111711,E,-15.132484816648622,0
26-35,Mental,Buddhist,229.9027845904753,-11.582211592167429,D,-1.5009510850900458,A,166.33502102119883,0
18-25,None,Jewish,-121.81823005784302,80.19115736383297,C,-41.828148479609034,D,-150.73423535067775,1
26-35,Physical,Muslim,-143.7289760501764,122.83636395470931,D,-118.44865715998701,C,-140.4868580824847,1
65+,Both,None,-61.63122556348966,-93.45951212741898,B,-109.23822034850528,E,21.400422327728478,1
51-65,Physical,Christian,-42.988079050458154,-91.56222792262221,E,17.144232291034,C,97.71874376758367,0
65+,No,Buddhist,83.84869603395755,109.63693665752577,C,74.84941288488474,A,-0.6578776834353441,0
65+,Mental,Hindu,89.82261554356003,-104.6578048562493,E,35.95148263012228,E,-43.54872046985325,0
18-25,Physical,Other,-46.11109027615365,-79.26283737424818,E,84.15966063257682,A,-57.08965743848262,0
51-65,Yes,Hindu,-113.88155919040774,64.14842213641214,D,-89.54713756698008,D,27.75354546591243,1
36-50,None,Hindu,-33.872638923776705,44.731276846672,C,-233.57135134555506,C,-49.620298627061665,1
36-50,Both,Christian,-154.3097891433596,39.97014718336178,B,18.552091776335807,B,-13.605659254221736,0
26-35,No,Other,-27.767222864613384,-73.7689239394227,A,190.40587668492782,A,-63.79521563022348,0
26-35,No,Hindu,163.7650574523668,145.61373522451285,A,15.97133336553511,A,12.992059984024317,1
65+,Both,Christian,130.18189775897534,55.70307804647936,B,-81.337141472612,C,188.19228350633995,1
51-65,Physical,Hindu,-75.24810686107271,-37.42413766018423,A,-35.58683647666973,A,7.855434030318601,0
65+,Both,Hindu,84.50789145614391,-62.40763253732236,B,-129.6572688908796,E,127.42008455454601,1
36-50,No,Buddhist,103.50767630660962,-17.309311208573554,B,38.051986083721445,B,-33.94605580063143,0
51-65,None,Jewish,35.29067370871968,-87.0814063611473,B,-134.1334527644131,D,-21.485787525301088,0
65+,Mental,Buddhist,-20.072556965350323,-111.48507012403914,A,93.76025755593137,B,34.462166548761004,1
51-65,Mental,Christian,122.02516559992516,3.9032131874402674,B,58.97592776847961,E,-119.00241688055945,1
26-35,Yes,Hindu,167.7854028514194,61.011396148787036,B,-135.67327188001644,B,-112.99820299145928,0
51-65,Yes,Buddhist,18.48580480786382,-72.21700789661757,B,-46.45116249624901,C,-85.35822587174388,1
26-35,Physical,Other,166.262652864675,76.27887280619575,C,-59.525163744280604,C,22.645116292071172,1
18-25,Yes,None,93.43667159871222,-206.6513254084689,B,-89.74706647473693,B,-126.42549271006229,1
26-35,Physical,None,6.6921016628230525,-96.4185605244978,B,-50.821294936757,D,-41.254236844772926,0
18-25,Physical,Christian,74.66766818325213,-44.390954319853925,C,94.28972657228402,A,-59.75839958214698,0
65+,No,Buddhist,-196.46904781770644,-196.20245445322965,D,49.90935818400965,E,60.65591258892634,0
18-25,No,Jewish,-94.43877072374848,77.422423467,E,-54.65710973007675,E,-52.78267835320688,0
18-25,Yes,Other,68.91740583416376,-135.72992789856391,C,175.1527072600724,C,-89.09093194617283,0
36-50,Mental,Other,-10.95267915816263,-64.0534943539846,D,-21.66414192983054,B,194.12693627905705,0
26-35,Both,Christian,209.63692626291345,9.45605288540283,B,-31.15575694509961,E,48.34179128654352,1
18-25,Yes,Muslim,0.0370168896633682,-24.71642427650055,B,147.65788275776794,A,-111.14232674330893,0
26-35,No,Muslim,-235.15184278552832,-77.65895643099594,E,-15.434239958519969,D,13.575027193015158,1
36-50,Mental,Other,-81.14389541882812,-76.70684143745922,D,216.70594946470513,D,114.69619276097927,1
51-65,None,None,73.23997975508844,108.8978799028155,C,-134.25695145774213,C,101.20780855744434,0
65+,Physical,Buddhist,-22.477330085568198,-188.49651491965568,C,1.0348099106389212,D,43.379427973321604,1
36-50,No,None,11.160064695424415,-12.361578824726525,A,15.203415766056311,B,-41.52306451828119,0
18-25,Both,Muslim,106.97735365227139,-9.021770122416296,B,-15.681315889624436,B,-98.6117156944091,1
26-35,No,Other,111.13332989130689,-68.08334519917891,A,-14.264078223101029,B,-133.82335500599584,1
51-65,Both,Muslim,-71.5486658882058,-7.42427392461924,E,-76.57596243818799,B,-57.35708790518913,0
18-25,None,Buddhist,26.588662141381697,-40.918600214115116,B,-40.7610288392079,E,220.51948108168835,1
18-25,No,Jewish,-77.06829376503823,-103.69186989446459,A,-43.659789901473985,A,23.169786847701044,1
26-35,Physical,Christian,108.08530744928639,-93.01253747801381,D,37.73807037381896,D,-65.74172212222224,1
51-65,Physical,None,-62.35236889642807,57.031585070119625,A,20.927001517821587,C,-76.11355706319033,0
18-25,Physical,Muslim,48.97901931073507,36.27636028554515,E,-19.13379646443657,C,17.401676934188274,1
51-65,Physical,None,133.85498624101578,15.949118030283499,C,117.65033293484896,C,-96.58042212237575,0
18-25,Physical,Muslim,110.58269935404843,-31.31175264904128,D,-83.0390151608307,C,-78.09833643099279,1
65+,None,Muslim,46.99253827966328,-19.654339282975148,D,168.3997591448352,C,46.104089233709445,1
51-65,No,Hindu,-31.354866216659726,100.78821995275342,C,-40.61194635711992,D,88.53315374241978,1
51-65,Mental,Buddhist,48.957350464618116,-48.11548608196748,A,-275.3386807353002,E,-91.48516084295977,1
51-65,No,Muslim,159.00447515317734,-158.77663833599274,A,109.10455207177267,B,18.702815423029374,1
26-35,Yes,Hindu,-52.00324681812055,137.48888292193266,E,216.53185156248705,A,19.449564175965623,1
18-25,Both,Christian,-74.20808776849337,-72.33330343166271,C,7.682641830561236,B,80.88957555691985,0
18-25,Yes,Jewish,-51.90619197245646,49.455167330996034,A,-134.87537799202957,E,207.6783137343758,0
18-25,Mental,Christian,-117.89546714531647,93.61177064598604,B,-30.536442905385464,C,-34.689392759043805,0
65+,Physical,Hindu,219.03663286675865,-20.369258846718623,C,4.18094633006552,C,-63.59617575931797,0
65+,None,Jewish,41.557109361123516,86.49765979338733,B,-7.315497650857406,B,-24.71645594285943,0
51-65,No,Muslim,-183.4769015098229,26.028609425046508,B,73.78353926324075,C,150.91993581683352,1
26-35,Both,None,-94.39098380853311,-31.290643400889778,B,-68.5320280165757,C,-41.81549616580345,0
36-50,None,Christian,-33.698415225396616,-14.970733218617399,C,-29.39249739668815,C,-63.6279588282991,1
36-50,Yes,Other,143.16182506169227,-160.0501392813237,C,-89.86578138839559,B,113.59201720854813,1
36-50,Both,Hindu,-196.61610098360882,196.99109668786247,A,137.68110838531024,A,-3.4765289282971694,0
51-65,Mental,Christian,-25.701843682004977,-27.398223277922135,B,-90.76257233799808,B,-28.10821546553977,0
36-50,None,Christian,0.6634678733896064,-121.07793003348371,B,125.40540580856785,B,-60.78598552435955,0
51-65,Yes,Other,77.83661931820502,-132.57445691271542,A,10.318767293336489,A,-169.31474920393822,1
18-25,None,Other,-190.790353003871,-3.6763842373296987,B,14.814701834325056,C,-185.28232075718356,1
65+,Both,Jewish,-100.59958562134008,34.270974783653614,B,-54.999353270009266,C,-17.327053864836174,1
18-25,Both,Other,240.30487543091886,67.68874049112037,D,-68.09195338943877,D,16.575763343252667,0
26-35,Physical,Muslim,155.46023295677503,-61.42027900247614,D,-179.891317924299,C,-52.717848675289694,0
18-25,Physical,Christian,5.151910197059713,7.594156014068706,B,91.50286277643727,C,-23.720002686962015,1
