handicap,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Yes,E,E,E,-37.30675405149557,D,144.40728220730736,D,57.707002917706404,-140.73987408627394,B,-48.953634216000005,-78.1448871946188,D,A,-1.193964620766948,C,-97.62690122743159,D,-76.50278007353847,1
Mental,A,C,A,17.34255415025586,B,-156.07983200773378,D,-99.40190284903154,75.85667873946164,E,231.66239770808326,-279.9995043145753,E,C,-11.660618515689428,B,106.886238501647,A,-77.70267655817524,0
Mental,C,E,B,-88.07660267840605,A,62.89324020028948,A,227.41582820334204,45.18644614822544,D,77.46569941994238,56.58422550362059,B,B,-1.395630424013214,A,-151.7230007704562,C,135.05604914338358,1
Physical,B,D,C,-181.454151817901,B,117.41332528398559,A,-51.590462710416276,115.2220860940365,D,-95.89314841216164,103.99335784943608,D,C,84.02669116878016,D,-113.71933382585966,B,-171.41151804700203,0
Yes,D,C,B,224.15556577163284,C,7.216161141275299,D,25.761563325648773,97.87140623517911,C,-44.56990732462583,111.18763203026907,A,B,-4.176842497463711,C,16.91781869232938,E,-23.0147564312361,1
Physical,B,D,C,-93.38306372853168,E,-76.3726950389993,B,-195.54990194290139,173.12931594877327,C,27.685564652430887,-4.666077576705216,C,C,-62.50676933478676,C,6.33397528133645,C,78.70575053721369,0
Physical,C,C,A,-65.8008687973028,A,-6.407377089160746,E,-34.16079796655804,-48.85478099022646,D,-31.3144498091281,48.907942290952576,C,B,150.83148265616632,C,177.84453216673546,E,91.92095599999736,0
Yes,B,A,C,-37.44422751122895,D,71.3255591821173,A,226.06538148483688,204.7101552975954,D,19.27175214246624,-29.600584093827713,E,B,186.36392196021356,A,-82.40011850115387,C,83.88763771293264,0
None,B,D,E,91.33253816106549,B,35.771891050606555,A,32.27811598075937,-73.70271364984647,D,-92.53033560397445,-78.3427081038583,E,D,-54.208356605981834,A,-43.969023772307075,A,-134.49894399129315,0
None,E,C,D,19.216391612198812,C,-28.479177416543056,D,-151.75566528045277,254.19791953144025,B,-63.80938842472524,165.01153955474558,A,C,-21.661169568866548,E,109.03540675120888,A,-68.0724276104288,1
Both,D,E,A,-50.680866609258146,C,85.60535230773037,A,-92.3100788389057,-124.23811577573952,C,-54.22663755853267,167.74444034042233,E,E,-92.24151337313506,B,50.30927280577081,C,-34.13839855326636,1
No,E,C,A,-110.36220044169289,E,-57.910244498478235,E,-52.08821478627744,-41.64734195512075,E,-149.58908419048907,149.81417003731667,A,E,157.6239167415708,C,69.3052592768781,E,60.790694419870796,0
Yes,A,D,A,122.5226932739982,C,-31.648412906307655,E,32.500974257567286,85.64839296470561,B,-105.8687823260832,114.68012626273708,E,D,97.7542496621482,D,28.877248138473238,A,59.784094226553066,0
Both,C,C,C,142.2119125030199,D,80.01029703901412,C,33.593643620414504,-197.70369922280534,C,105.25056848431606,59.033845470538004,E,B,22.33318041936635,D,-6.165143676319351,D,62.48697760937869,0
None,E,A,D,-11.999080428671713,D,-38.780702030980066,E,40.17447462577714,50.24754574922534,C,-164.26817863507836,-8.638047965920405,A,C,-172.6028038548729,C,-73.58496997665803,D,80.39277672374806,1
No,C,D,A,89.94977140152919,E,10.295238173285453,C,-159.07146612610666,-1.612474862609164,C,75.51559786675742,109.01030780253744,D,C,112.54366959364386,C,99.9137763238049,B,4.228665784944726,1
Mental,E,C,E,-60.313232770046255,B,26.215685542902335,D,45.381618896060594,1.0878077634271055,C,-68.25507550918934,13.957489631522845,B,E,13.040208468722314,D,-34.445420175844355,E,40.40433159270017,0
None,E,A,D,-8.902534625424783,B,-12.79010341413835,E,-43.66126007702079,6.446094411272778,E,-35.06536381763848,6.172377000932204,E,E,246.2518106032931,A,-145.99154375963002,D,-63.66316772945769,0
Both,C,C,C,-5.207948757112146,E,178.14973449522918,D,51.222466777190235,-22.468687330770084,B,228.6541261713524,25.85884977750125,D,D,-6.564766124356922,A,-78.96589112661606,D,57.88151267499625,0
Yes,E,A,A,-110.16210346770201,A,121.19040349326443,D,-82.93781609730503,-49.093435788548696,B,130.99759563021732,-51.64929545446596,E,B,-127.51306736238502,D,-32.836286334189154,A,-100.8278811058769,1
Both,A,E,C,-40.79217503459014,C,-115.6291112978419,C,22.008441590049067,42.70301087771735,D,-58.3204152059419,6.936128047398221,C,A,30.068756281246046,C,200.06898724003372,B,288.3980197673853,0
Both,D,E,E,-182.28732623721154,C,-44.307427655143435,B,12.30419403113433,-44.401869336243806,E,-215.64780130251867,47.38833026288728,E,B,-17.52924284025667,E,-15.011608076987859,A,-94.655477032643,1
Both,E,C,D,15.291241312735112,E,-109.38228701737447,C,-78.65872217763079,-158.12008032546586,C,-93.2634461001776,-177.49156304099014,E,B,-112.77933119393921,A,-107.84836488185834,B,-30.948467378516725,1
No,D,C,D,7.383490286928462,B,-11.567936858254466,A,-56.715073945098226,4.43926767409636,A,-138.46630447221233,-190.40795316093363,A,A,27.641310964131762,A,-68.4060178114425,A,115.39866196307192,1
Yes,B,B,B,4.31368519092735,C,48.823398970472645,C,3.9065063837736433,-44.992532873154936,B,17.48257619851536,137.8201970903098,E,B,-117.86261012242336,A,17.04230789313853,B,140.8216921002281,0
Mental,A,A,C,60.467908634918345,E,21.460532206720263,E,39.58768712176457,-137.5152983856182,B,163.08364460323915,80.63119145132912,C,B,4.507577251834124,D,-3.4295613781345824,C,-61.427511396975035,0
Yes,A,C,D,-95.06916525834299,D,-101.17202769922604,B,-188.28905719169168,183.76127624831093,C,109.41093663475598,110.7760535830989,C,A,105.14695303784447,C,-46.974437795732,B,-84.77291686054083,0
Mental,E,E,A,-9.56208910712409,A,-112.52909436513534,C,19.061640980889884,22.07912211244157,A,41.580073175473565,-10.097752636251917,A,B,-207.7656770516456,E,100.48267905113084,D,-22.107084125361087,1
Both,E,D,B,10.896180827112548,A,38.713242697965256,E,-160.44854749223052,-122.82617996485278,E,-3.834619651026325,-95.3471136483616,A,B,-109.2810233796271,C,68.59339619026966,D,-100.43167699244992,1
No,E,D,B,49.60502110120865,D,97.33442608407087,A,7.78884260253411,-5.510168853483457,B,-14.536953470290067,-18.310641523587748,C,B,-33.933053553669886,C,-153.00503024496376,A,-137.58702635825102,1
Both,B,E,E,76.80645993637383,B,-99.86967715495219,D,-101.80253567786883,-71.49274198323197,C,146.13447384076505,-107.13447051712089,B,B,128.70577465995854,E,-194.2715331630084,A,9.97184386264333,0
Both,B,D,E,108.78809233145236,B,-68.54453117870226,A,-111.15766025749245,25.459228929303418,D,-100.19462773980379,156.76661713806794,A,B,-41.66704929713725,D,112.99698712678135,E,-57.31455232796954,0
Both,B,A,E,128.96085199327658,D,-56.594000343505,B,-65.397578928228,-73.37868115525393,D,-125.2234186946973,13.830624283905948,A,C,-20.421400563853005,A,-57.09602596994354,E,6.972147582691873,0
None,A,E,D,-26.120416559344754,D,-145.7033312098523,C,104.19783176693463,1.8896206861840827,B,-149.87420936243126,72.233917108052,E,A,68.70112084288056,B,186.56849416787807,A,60.59569086329868,0
Mental,A,C,A,-21.597701918395607,D,22.83993309750442,E,21.693031482318023,120.83306631299166,C,-179.33633165859072,49.13883154170253,D,E,-38.13618772057698,D,18.783790169416726,B,-77.75297479617596,1
Mental,C,D,D,221.83429780327688,A,131.85840790704853,E,-59.91478798542013,-50.3373233204873,D,-13.550157934150613,84.24692698877325,C,B,55.18244497025676,B,57.40612634211239,D,61.45224291843236,0
Physical,E,A,C,-125.73474198364522,B,33.044370059097474,B,7.873617464472031,-138.81695643960234,C,-4.258703581587381,-39.30707307542977,A,B,127.1186096796817,B,-110.00317424599845,C,-26.64898406675412,1
Both,D,D,B,73.28312035474296,E,-24.78781403614029,D,105.02353741189216,-44.27702449631185,B,123.33761052342736,-209.85208190091745,D,D,183.63996436323902,C,-69.33289158979822,C,-39.05469571633808,1
Mental,E,C,A,-66.74247649227826,C,41.45481595013998,D,-39.233990399185565,-132.61451569193292,E,55.181877409169665,-79.11867707731037,B,E,120.72823092314475,E,-22.66589931875328,A,-89.54899596772078,0
Physical,B,A,B,-27.32657828888303,D,-149.43899549212003,C,-199.43942629483684,-170.71249647551815,B,136.83114646268268,83.56984794548471,C,B,-149.7469533282579,D,15.042701688103788,C,-59.429645208304294,1
Physical,E,A,B,155.75230406413056,C,9.187458127377555,C,76.42465900214509,-28.12566201475749,C,-19.80535137544381,21.33360291317436,B,E,-62.44818383282128,D,9.855321197538052,B,-158.3391091470147,1
Both,A,B,B,31.096958460050466,C,-169.42983807775892,A,-77.65270533098798,-115.3788747256155,B,8.495932307978679,-7.742741664604709,C,D,112.84847223897975,B,-99.05478689546372,C,16.007461273460468,0
No,D,B,C,-52.78335838103971,D,95.19462456702942,D,14.185145346585005,24.72079785433636,C,11.945301717430514,-9.23751377504452,D,A,149.8272430991158,B,-61.465644126979555,C,-220.99536280502733,1
Yes,C,C,E,-222.77245738893018,E,-93.53308648448203,D,7.271857467091334,86.20724061370753,D,-46.54473807937693,-22.95969648416804,D,D,-91.39173984171738,A,172.0287226170588,B,-169.27456633459062,0
Physical,E,E,C,90.05457615540668,C,61.86958570569304,E,-24.404129282397104,-150.08899685927545,C,-71.00952540063818,21.021559165427004,E,C,0.8184191487503018,D,-23.01484638676691,D,-61.75474831924625,1
Physical,B,C,C,-103.21300064629992,B,-25.709105813622863,C,-100.10450810185051,14.575854096547264,C,59.38735391429743,-62.53758517292024,B,B,18.011469041919934,C,131.29221738636232,A,22.698012595096145,0
None,E,B,B,-164.64542163109783,E,-11.39984159484305,D,118.26256597942036,155.53210430804296,B,-22.164016389550696,15.986471067217428,A,B,-241.71081466762473,E,17.570205683741015,B,-25.919090388953613,1
None,E,B,A,-40.32325071875909,D,109.32436383591127,A,-43.80399645512373,-5.68397836618631,B,55.010905950977865,-10.49439094878551,D,A,-91.37170421366729,D,-30.528849582392308,A,-29.59051247506734,0
Both,C,C,D,-43.681906811614304,C,35.231319207271405,C,-34.44843756864861,-61.10601969855642,C,-40.242975285613774,-111.15345365066102,A,D,-71.00527785734221,D,22.144387794851724,B,91.78625474153883,1
Both,B,C,C,-97.2822288552851,E,153.45517735914868,A,75.08230697179712,-56.42828846675595,A,-112.70734271877166,11.61421167504284,A,B,36.5511032985822,A,28.051972411230874,E,-26.595124699778605,0
No,D,E,E,-80.55919241115006,B,-112.31792954546387,D,-81.96020759567591,-124.32961462426633,D,-30.424955835742857,-47.42313527636458,B,E,-78.48580616123374,C,-100.31005051138189,A,-40.530110015125146,0
Both,A,C,C,13.236888168448688,B,42.793571760918006,E,-38.923666339489586,-42.60837165747567,D,25.186455973933775,-33.314634277650526,C,B,47.4231156983516,E,105.96797872049564,A,-4.930095496103569,1
Yes,D,A,E,16.280534424090465,B,-125.16261073320545,D,76.22582204888137,192.63725069168905,A,62.92001682930815,-200.4031361364242,D,D,-145.02783020145634,C,-30.79500136468348,A,204.82140180142954,0
Mental,D,E,A,65.73411489606347,D,74.82555924254395,E,109.37302980604196,62.32046530750838,D,81.22645429071629,-38.784329007687774,A,D,88.81343944452303,E,8.51382245421673,B,35.82364178192776,0
No,B,A,A,93.30812360342948,B,-57.76717776143412,B,-106.4960213980005,74.99130808859488,E,-59.433604584322616,-28.52008336394124,B,D,21.133983474913627,B,42.378944779160115,D,-142.51227691757302,1
No,B,C,A,72.82829282227506,C,-8.05056599702966,D,-95.13211591839175,-2.626489618822542,B,-166.16052315258594,-0.99999820090687,B,A,4.636700692797052,C,24.36121748095668,A,-75.95012045734832,1
Physical,B,E,A,12.026704780156253,B,33.70187941293824,E,-49.19657886989244,47.10515945648457,C,-31.164468246401576,51.86077629531503,D,D,-40.828136849467484,A,-29.225361275446133,D,-133.7721337176673,1
None,C,B,E,82.01186879978833,C,-161.36384774491955,A,27.70778453859642,57.40535885336211,C,-73.01633316056409,-131.0669219255256,E,D,-47.37971590739425,E,15.842201646298898,D,17.217253281425297,1
No,C,D,D,152.86933188074397,D,-94.60574425273542,A,79.55004242854149,-163.2807901532555,A,-45.60643970612951,-155.52439308786677,E,B,-53.75368169603475,E,112.71019993458115,E,26.672471441341123,1
Physical,E,A,E,80.2451658524883,D,-181.34998809255114,B,46.02882291330669,97.07084916843968,B,-105.94248122764738,-12.853923398522976,A,B,41.922727805941804,D,6.340178125108707,D,-100.51662137035824,0
Mental,C,A,C,-19.785420666516217,A,159.8519618581302,E,-36.56257758987859,35.610903549456694,D,-209.14854588391586,-78.80055975786597,C,E,-87.6510686733973,E,-18.704813101767062,C,-151.56577751325574,1
Mental,A,D,C,135.0818763826271,A,18.565428982313925,B,144.4340931333524,-12.56574651583168,C,-67.6793469219188,-152.5447154899898,C,E,59.58208926966117,D,155.61371198795672,D,-93.22924416830993,0
Physical,E,C,B,-6.969712929958356,D,11.135868714251183,E,-105.80397479830246,-45.222826352758126,D,173.73416642627276,198.20901005013894,E,A,-26.443011024295878,B,-112.17016213617288,A,53.30833940476166,1
None,E,E,C,40.606287439082834,C,-69.48519475742661,E,-14.560249268569086,129.98328574799496,D,-162.81775866719724,62.28466139105091,B,C,-45.915148861488916,E,119.73987988386334,B,-54.33630481828511,0
No,A,B,A,4.4416446873063755,B,32.88055056886468,B,-140.3832250523867,-114.24908241766647,C,-46.197233051166556,-68.27295013611385,D,E,-136.52739454000283,D,35.30094962795603,C,-11.521700816574734,1
None,C,C,C,-118.03780282215422,C,-30.23896986668118,D,-226.6981024488811,62.4983389429285,C,2.668618329741386,31.607004723315995,B,D,84.65706833711909,B,-67.30042430590552,B,-95.31016969441875,0
Physical,B,B,A,-28.313215833608083,C,-122.60382409772271,B,174.05496104992972,5.242333148509809,A,124.79230771689545,-200.0083596609296,A,C,148.87556958546065,C,29.44084291339851,E,180.4077745949713,1
No,E,C,A,188.5459933816272,D,-5.0424114339700665,A,-113.94215445349862,225.05023504906796,B,-79.50188462682043,-9.592939791576788,E,B,122.75037716897353,D,-31.04446079677671,C,-291.4137954765647,1
Physical,C,B,D,12.17272428679884,B,-215.67579253555058,C,123.30108178327741,-16.31076954160004,E,-75.7130171199409,-87.39880008246146,B,C,-6.837647110913624,B,119.975883366511,D,65.88802894624138,0
Both,D,E,C,-78.1279105887256,D,176.95851934333967,A,-44.38735821280676,-117.44374529623491,C,-10.73366674362228,76.35074672970491,A,E,-91.51679800415052,C,-19.648505018384117,C,-124.80288985466103,0
No,A,D,B,52.173727696389406,D,-63.03361208916526,C,120.24445882096471,-156.1040605483813,B,99.56815608801203,16.67988045042421,B,E,58.11007063343242,C,-124.19215226667374,B,5.329452562503353,0
Both,A,E,C,55.52404876849531,E,-102.96083160835335,B,-74.54273258771103,-4.122658786088736,A,6.441146343308375,-97.29493042735861,C,B,-53.14505418380158,B,7.9320156265847706,B,-41.63668658905373,1
Mental,E,C,E,-14.144424097783084,D,-131.10619020714637,E,-43.949843863611754,13.319616692202175,B,-118.23567554931769,-196.72918441547665,D,B,94.23442099138154,E,62.37673723845523,A,49.75247390281647,0
Physical,B,C,D,144.82857597059996,D,8.283627347963302,E,-82.74229693205285,103.56127233636742,C,-32.4522894113582,47.38661717800119,A,C,-61.6908670499344,D,18.535801364300298,B,-135.27518561798504,1
Mental,B,A,C,50.90753273197735,C,-83.76092502077168,C,-152.46454665052397,-24.914370444174427,C,-83.0720944712971,120.22565990284717,C,D,61.05903624811785,D,-8.948167476410722,C,-69.972954955426,1
Both,B,E,B,-36.89597940538024,C,33.13252383506598,B,102.16639715133138,22.22433419404756,C,-261.09778644889616,-53.637980386854046,A,E,-125.20671934730505,E,-50.896037818135774,D,-38.713421228160875,1
Mental,B,B,E,-61.46151331415845,A,-56.174696487630605,E,-67.87779012117569,-20.46113275908434,A,3.485770493398287,127.85246578535224,C,B,159.18377647006275,E,-124.69120314083895,C,-80.02510313242668,0
No,A,E,C,108.05901779710891,A,120.1385738909934,A,-42.04303040403782,33.936830869317475,B,61.577525250573764,-16.4189206317659,E,C,40.962378325662144,A,30.479753070133825,E,-154.94494778546118,1
Physical,E,B,B,-90.52116158685811,D,-129.3209206619328,D,-68.8120304188947,-38.48532582647673,E,-10.57766264951996,-25.254970441324996,D,E,-9.306049623085027,C,-1.6915614693895478,B,163.6801227501164,0
None,D,D,D,-83.95458776951666,E,-187.9536682606093,A,39.60260014746499,23.298284351639897,D,-53.76542572783697,42.393492953612174,D,C,43.591188112261136,E,-110.64092397795267,C,11.302509368010606,0
Physical,B,E,B,-62.218898168263884,C,53.24005219272296,E,-100.37665569948825,-118.1022611420061,C,65.22507455585225,102.87214729900651,D,B,100.55328071061713,A,-29.509171075546725,B,34.64106183659488,0
Both,D,B,E,-113.80629460980059,D,22.12914843627009,C,4.096644153485093,-88.35185938035207,C,-135.15212431874173,55.24848927881073,A,D,-141.30722269555287,E,54.27027047413191,D,24.069493215392843,0
Both,E,D,E,140.8964548080768,C,-49.47655475634146,B,86.50396317456179,187.7785796063317,D,-224.8927405584197,-274.33971969690145,D,C,-74.42088769795114,D,175.94001926952686,C,19.388748764334366,0
Yes,B,B,C,-69.09220390476719,B,18.148538619571084,A,29.890583036189135,17.166853768679207,A,100.35706279659718,92.85144360024921,B,A,26.779529877353127,D,-60.71685531984284,E,-104.11232609836165,0
Mental,C,C,A,-70.48321018681189,A,52.0184845775988,C,-4.678590550636904,48.066465275775975,C,-120.54903349545489,178.28390954434937,D,B,129.8369386772461,A,11.297165795909429,A,-79.82677661626538,0
No,A,A,D,126.93775031167817,D,33.28953974306746,E,-37.4121300820238,11.712281425007513,A,157.07322874713878,87.11142592181945,B,D,20.961485488818692,D,-33.217475721987896,E,-84.28129767483652,1
Physical,C,E,D,-32.942682629224215,B,-115.39261922232325,B,106.07593412179229,-34.6745665284035,D,120.27079799073252,124.00488693938183,D,D,-67.15700261704963,B,-151.95412538803532,A,-102.21274226325458,1
Physical,E,B,D,-174.90852945602535,C,148.08751826454227,A,-83.00804205868496,84.52531343667896,E,-5.974967147131147,106.20816403008229,B,D,-88.77542765092036,D,-46.42202810195201,E,-50.491951595669285,1
Mental,A,C,D,-78.06685375334472,C,149.65591865638902,D,-75.0579077289961,-82.39927512425628,C,-148.4311650243359,34.7608031816156,B,B,-150.42530154479567,D,38.64852441919332,E,7.9870017587096305,0
Both,A,D,E,36.7595210646612,D,39.68598930740998,A,132.5392727778713,-26.670013190777293,B,198.88292668821538,170.5622031002863,B,D,100.88992646710861,C,-3.7853567784433184,C,67.25340968219733,1
Physical,B,C,C,20.154972546657223,A,-3.123413098178079,D,74.53342810505613,-217.964390036243,B,179.27408905548106,-64.81136562374273,C,C,-156.34300873384964,C,-11.51481021088226,A,30.31163225460574,0
No,E,A,A,-104.38146667082391,E,-152.9322002774838,A,167.56225362816392,28.517010791920445,C,-85.14691641917919,30.505985500571448,D,A,-122.24222348566592,E,131.61340763768274,A,-98.50988329980137,0
Both,C,B,A,-98.35829336816563,C,-18.04732552707088,A,-5.317502458076265,-8.851775550548032,D,-75.23435168581229,60.043596659231305,A,C,113.16220507014616,B,83.99454603043014,C,201.0426487529103,1
Yes,A,E,A,57.709583860630154,B,169.98924569166854,E,-29.662563415647497,-156.72507505217337,D,-8.80909263308073,45.08444436745538,D,A,10.627574483912795,D,-99.21291492308009,C,1.1618043548851638,0
No,E,A,B,-87.31520943315955,A,51.85751615228974,C,-64.9352717704842,149.15329278474098,C,81.83548494024954,-37.49215658466171,C,A,95.76528797980758,A,27.24316354839936,D,-2.4298878746602286,0
None,B,A,D,86.73151291260716,C,24.95047132846196,C,20.656085760192212,-69.20290275962307,E,-53.384792159418204,-173.47884597274248,A,A,45.382542637974105,C,70.51545097233243,C,-100.19274867585158,1
None,D,C,E,21.652470381310295,B,-118.77961964541453,E,-58.09330832320278,-65.90925615765384,D,14.37215454285115,-50.678920429399575,C,D,84.74874740665666,B,-51.63552186609621,A,80.17163349071568,0
Mental,C,B,B,125.32480537449177,B,305.40793091916805,D,-106.45676954474077,122.916009954243,B,1.8749498445791206,-124.51417599032028,C,B,12.620497512983913,E,-14.163718015620926,A,1.0299247272434775,1
Yes,E,C,A,37.46935163850944,A,-106.6747641794906,C,28.139606375368164,96.34771920056482,D,-68.8099002960066,68.72213880143411,D,D,-43.66874286629565,D,-53.88669102697351,D,-12.153803849901053,0
Both,A,D,D,-89.82189749329669,D,-33.633264836750186,E,-21.32321739715276,176.06682211829678,D,75.71879234778564,6.507106807222647,E,D,12.864040055190157,E,62.83748262922582,C,-20.42025393818093,1
Yes,D,D,E,-51.84821547478238,D,164.379432492634,B,4.840082789186346,-34.783788951199426,E,7.500561232000709,-180.95426263003725,A,B,192.1596683339959,C,-15.131863388173825,E,37.67798002265777,1
Mental,E,E,A,-10.608096606737352,A,-30.289960758074447,E,-12.7221103573117,51.35447172562467,D,-67.91437802152419,-126.86804386344257,C,A,131.36491284816333,D,-98.04801190975816,C,-74.99644291504642,0
Both,D,E,D,-22.199440577530346,B,-11.17506561290749,C,-231.80862011670737,78.24438642322822,E,132.94263612167103,-139.6095796723156,A,A,-102.80491429818623,B,-241.74874479178752,E,16.761001517132215,1
Mental,C,E,E,-76.6602690617721,D,91.60867727370018,C,50.34354154179219,121.56937496320566,D,160.77084625697708,161.10252992939246,C,B,-3.8317344033291874,D,175.67076681572445,D,13.835853040001888,1
Yes,E,C,B,75.92570698058387,D,1.4368410533523093,D,-116.97546041361177,-45.63187624530548,C,98.28831331334483,20.872495678207454,A,B,-8.747140136285577,C,0.7590076323975864,B,-137.76230319757863,1
None,E,B,D,82.75477872229567,C,-122.82916341647652,E,-65.18923618758727,-7.492921424482772,E,39.37528613193105,-158.21721320635925,D,A,29.48745593600283,D,111.27924671670128,E,21.050814810262892,0
Physical,C,D,B,-0.24177491327333403,A,114.70389733353832,A,-130.4389377729976,-43.365608020602345,C,-40.515925863889464,-135.60493127432332,B,A,94.80560082824688,C,-283.6601701300477,E,-41.50259567661417,0
No,D,B,D,26.999534519306607,E,37.14185011175504,A,140.1677436344296,68.78918452979748,C,27.306438684434113,4.023479547064551,E,A,116.75819296295138,D,-103.62079868744047,A,-100.07100711610791,1
Yes,A,C,A,55.686043178476005,E,2.2208159803283096,B,103.92030694168044,23.37682350881597,A,-110.64405287451831,-41.84717230287303,B,D,92.4785571584867,C,98.64386929173214,B,-17.532510972251405,0
Mental,B,B,D,57.809813841141924,D,-109.21117051262883,E,81.74512091827269,124.56751156118106,A,-84.66123811304472,27.224200639118155,D,D,-66.68844520780593,E,-96.01423642646797,D,-53.43542322521677,0
Yes,D,B,E,-59.063207821144395,B,17.267888870227807,C,36.69975916199139,5.303436099103327,E,-128.9434672778517,51.02691455340863,D,A,-114.23599390049193,B,-119.32165288956729,B,59.08360638540795,0
Mental,D,B,A,17.137824796316252,E,-83.90382361271139,E,-27.937230289319942,61.74991063955119,B,-27.921084939253344,-54.0994340321492,B,E,213.05140374545647,D,121.5047455601145,B,-162.90942559607174,0
Yes,E,C,D,-65.34121132801086,E,173.88703483419988,C,67.58111016507395,-180.6668228313952,A,19.731252858261154,-12.043544064306692,B,D,-249.22853090852044,A,-5.729878207805808,D,-101.72503569533266,0
None,E,A,C,-80.30719519087536,C,125.86236088050843,D,-51.081924242747625,-133.4881135758082,E,40.962695899788024,137.78544061503737,C,D,254.9546302279177,B,241.60953179129027,D,-153.9045490251135,0
Physical,C,C,D,83.09264316214492,A,96.40903254061412,E,122.3245853017213,57.90522257917823,E,15.882372888558493,71.81797321526878,E,D,24.47685647536204,E,9.826314487864497,A,21.23021460693478,1
Yes,E,E,C,-47.95686895042826,C,-10.358422328194727,E,67.27036204407139,40.508616179292005,A,-100.87938818831034,-18.677778245277764,D,C,-79.90856496890773,A,58.14310363032072,E,-31.44358720454243,1
Mental,D,E,E,57.88538195219562,B,21.258795907805528,B,-98.74210412309333,42.087344951037934,C,-143.31420379197291,102.8879672682075,D,D,58.93890998968065,D,247.53072028091893,D,44.98677981253073,1
No,A,E,C,-62.76505126261361,E,-30.20208142675434,A,-49.47084679847315,150.77637272117863,E,0.16517926712129027,-80.39046981216474,E,E,50.64065234703655,D,87.18920202534433,C,-53.28813064994773,1
Both,A,D,C,141.11928472520816,C,-125.00775542090554,D,-10.232278732716898,66.65250142676543,D,83.31862018120572,-47.26879413446075,E,A,-79.91877330969875,E,94.72064893676081,B,49.287259126657716,1
Yes,A,D,D,-111.3909660719399,A,7.104522381259834,C,5.857692049996402,120.65993568293779,C,56.39118185283342,-52.35420653884707,D,E,-113.91035704459655,D,55.55509619561684,C,-67.71637986941882,0
Mental,C,D,E,143.36946275999773,A,128.37328741384323,C,-187.09841224401399,77.73340301322801,E,80.94879168831142,86.55840733820084,C,B,-64.05044239388631,C,-25.745360956957313,A,-115.53453574510617,0
Both,D,D,B,-47.53499974345054,B,7.686826193007238,C,104.42528635101398,-209.71430227900228,E,125.56315082521581,24.68312989723408,C,A,-20.826199574830586,A,17.660659765990864,B,154.69159789977428,1
Yes,A,C,C,-64.84846520778905,E,44.05980020836061,C,24.431010545992883,249.33093672904687,E,78.36433527647397,18.96400298304335,D,B,-125.21982020664217,E,-134.1288986317046,C,105.11477662006502,1
Physical,A,A,E,0.7997268142189028,A,53.859917168246405,A,-34.85657947167308,0.8400294747239995,D,-43.65859133916659,-137.96323131551824,D,D,-173.8260621805155,B,-108.80551881568188,A,37.136161070208885,1
Mental,D,E,A,63.73648261794995,C,-129.04350404480732,D,113.20407071674776,-108.41603075992342,D,140.19944858965766,17.089577142660918,B,E,-72.66427032574111,E,48.347313163770416,B,66.13815410877478,1
No,E,A,C,78.49410741636912,E,-17.998729229007687,B,-15.874515804378877,43.99148568978865,A,-66.23424274018447,95.38568139226615,C,C,67.63147136924343,A,194.00709608649035,A,91.3042549771349,1
Mental,E,E,A,100.37481038078779,C,130.43617167299647,B,-73.50914890533784,82.70328537321518,C,-60.83278301985072,-186.32693111727409,A,B,76.14785237617328,C,-76.1983417660113,D,25.076929916924794,0
None,A,A,A,51.07484815173563,B,152.43841358052214,E,-26.88520658253931,168.55523995820968,C,-43.66310174361157,149.01997958092804,B,C,-31.63904089480062,D,-20.161529075902866,E,106.06922628409595,0
Mental,D,E,A,36.118971199798,E,-77.68958208996382,C,-82.46891976674722,13.72323578654202,A,-178.6812940233946,-73.54860407434367,E,C,-4.97005676145375,C,-136.190444098726,E,-181.42011624073857,0
Both,E,A,E,-88.52981433355032,C,120.1157834826581,B,52.093743567809334,11.24686999039486,B,139.08727475956834,-46.44393875323319,E,D,100.93496480376949,A,-52.68746508551515,C,207.82686977210173,0
Physical,E,B,E,-97.36558804470398,B,-18.952144121522362,B,-28.401138271750813,-29.005084701465282,C,125.61566706427061,73.32141016686639,D,E,112.96224219946451,A,147.90250752799227,A,9.479896798825026,0
Physical,B,B,C,63.930387554465696,D,-116.69199089936231,D,46.588792924767105,59.67538918481792,A,-74.02723265103421,14.749829632135237,A,A,100.26785465861829,D,13.845678424098097,C,50.47985591872129,1
None,A,B,D,-9.382776928127884,B,-110.23780096199691,A,-44.34734870539119,-23.785027213614587,B,54.89055921658406,-123.04821976393285,E,B,-159.37388038460364,C,39.56760677142261,D,-19.934561474760986,1
No,E,C,E,-169.60219443256554,E,76.49219680793176,C,-113.45532027135712,-31.51258414393095,D,194.80118779962777,-63.991319064050145,B,E,-84.90797958297786,B,134.66457724733135,D,-167.63467319168421,0
No,E,A,D,-26.198527543975665,C,-97.14567643364032,D,205.4797275394203,-129.27010284965647,A,-119.20986419463453,-36.15028508467105,C,A,97.4634890128624,A,45.53749439605239,B,-20.197045515626392,0
No,D,B,C,121.76042320479954,A,81.2651665616956,E,-51.31539198332411,-125.21271416905957,D,6.095472356666154,129.5882999851164,C,D,141.07804471224026,A,7.182523891064049,E,76.91543495783635,1
