Race,age_range,gender,feature_0,feature_1,feature_2,feature_3,feature_4,target
Asian,18-25,Non-binary,78.49821300773118,86.9676937250177,-279.330397796885,128.582630684279,C,1
Asian,18-25,Non-binary,45.74610498228541,133.04133536203005,79.22802383842479,10.528487123206459,C,1
Hispanic,26-35,Female,94.022257539412,122.28283607425554,121.34001124077214,-133.2734243650034,D,1
White,26-35,Female,-74.52915582497346,200.55498310354722,-7.248322825598083,-253.46085780975343,E,0
Other,36-50,F,53.26176737080932,13.222073938354745,-78.8026528558015,8.089988506468162,B,0
Hispanic,26-35,Other,-27.106143358567852,20.230526150766547,77.4972860850464,-135.21467660295016,D,0
Other,36-50,Male,104.73497313462276,93.54226316978013,-127.79304561167852,112.98296680481148,B,0
Asian,65+,Male,-19.0054257289028,-67.4025590601435,-123.98712396294687,-24.986248104828796,D,1
Hispanic,51-65,Non-binary,-130.68477967061398,81.00638244140451,21.876367116679187,-74.95121377933913,D,1
African American,36-50,M,-63.5597729310598,-174.23961454210982,139.12700104278468,57.91016639180503,A,0
Asian,65+,Female,230.88222413227868,49.983928809459236,76.80843287374135,-88.00322295705084,A,1
Asian,18-25,M,-74.62905167162852,-101.8841255120458,-60.44296914927341,95.32350691510649,C,0
Asian,26-35,Male,61.42612984050252,17.451562526714586,47.862251915898526,177.89549343008048,D,1
Other,51-65,Non-binary,13.229004926719748,81.35274456271571,-122.79224104773219,68.41298965234603,A,0
White,18-25,M,-280.65690210724955,-82.60906042835356,1.9705110268933284,76.75909953450865,C,1
African American,18-25,Female,187.2761958488411,-101.0202753869707,-191.5257018039254,-73.46175104354865,B,0
Other,26-35,Other,-62.65296732814417,8.946065463230326,152.18197992275302,-127.75458166974514,E,0
Asian,65+,F,105.73404787704344,-146.4218690497805,-139.61772056263314,-153.34557602298977,E,1
Other,26-35,Non-binary,-46.65038825394629,47.25866118158293,-152.53271463433867,-31.671604286504373,B,1
Black,26-35,Non-binary,106.18396230376146,111.28887351940162,27.409014536728215,-78.23370297300323,A,1
Hispanic,65+,Other,244.9991182459033,-39.071104484251926,122.41336160723569,61.91537910134883,A,1
White,36-50,M,44.784915015338704,-15.81208423344774,84.40240158510377,83.1564064139805,B,1
Other,65+,M,184.71017235649464,155.8506861142104,-31.883077771652683,-118.59142940180831,B,0
White,51-65,Male,-123.08567940892054,86.34846492707126,57.372983161543324,-92.21702288278601,C,0
African American,36-50,Other,-24.910671291156408,70.6344778542808,108.49472204187236,-68.58549380644624,C,0
Asian,51-65,F,-108.07375393534218,-81.04544938560268,-34.438667825661625,202.92269859614856,E,1
African American,18-25,F,-183.84552909632515,37.49521359582858,-84.66017047035412,-150.09795069685947,B,1
Other,51-65,Male,30.910477109444727,125.67350375669658,2.156973824856168,-102.3665933013988,B,0
Black,36-50,Other,36.69889660358282,30.368461995572023,-227.15114829470568,-115.16583810130705,B,0
Black,65+,Non-binary,-51.76021913966734,113.69446797622057,-19.626261814795438,62.08891651450481,D,0
Asian,65+,M,58.35482941595027,-90.80787699570621,42.3218732904051,24.776599976001098,E,1
African American,51-65,Other,104.1005392301321,172.9541699047553,120.59190366029995,204.27522241022177,B,1
White,51-65,M,64.10117751801256,121.73784485680639,-41.781968838199674,-62.2570744610478,D,1
White,18-25,Male,35.27525530427207,-111.47228827955882,-58.98826350310965,-64.88717102215377,B,0
Asian,65+,Female,93.66370693345978,-71.52774680561681,96.76241773485904,99.23744719082715,D,0
White,18-25,Other,-62.37789543195006,-31.084661606159763,-2.381947631131317,141.91061447197828,E,1
African American,36-50,Non-binary,127.4409994899043,-96.32720754521996,44.18283917620865,-147.38897717603163,D,0
African American,65+,F,114.36692122260348,72.25711277567515,-176.2015029555323,51.40473942836357,C,1
Black,18-25,M,-27.73114103611921,201.48419937372176,65.65522703344263,-1.5530653020079621,A,0
Other,51-65,Female,-51.01375091374862,-100.03900076499437,-140.61513439480734,-51.18824842297993,D,1
Hispanic,18-25,Non-binary,-94.18321390402878,-80.69301485608,-17.45369347916258,-66.84488853965387,C,1
White,36-50,Female,11.36451500691995,-126.45913040206607,7.264887785236606,31.91965985920818,C,1
Hispanic,36-50,Other,111.19793520666255,-16.95748481685683,-94.44699620611243,26.958278204882113,D,0
Asian,51-65,Non-binary,-94.69566566126977,94.34953288792146,-192.70727511804787,101.09963791812496,A,1
Other,65+,F,24.062554432664314,-175.40417073541465,-31.611121438202677,-85.5224487000248,B,0
Black,51-65,M,173.40963190107112,-192.97010359195298,-265.33400479875155,84.4745859995593,E,0
White,51-65,Female,22.43011107851421,-192.29269792837275,-58.84815268589022,-75.21030621785509,C,0
Black,51-65,Non-binary,-78.67183055576224,201.70584843270584,96.6973286246254,126.13072713088182,B,1
Black,36-50,Other,74.23759222500333,188.89008515771005,-82.20346752481555,100.29332474567848,E,0
Asian,65+,M,-99.0183641245624,-92.54234680602009,-96.6645673260817,-174.60380968951688,D,1
Black,51-65,Non-binary,107.13515829766153,6.724243349233762,-117.37687269565778,85.0187097044134,D,0
African American,65+,F,176.36355294070586,15.434698104744754,49.86505047660102,30.999950670002086,C,1
Hispanic,26-35,Male,43.154571788623265,36.379137597415415,-136.87583396888894,146.54394339206428,A,0
Black,18-25,M,76.80447377209454,-56.41324412937999,231.92291810136854,-132.11009993237914,C,1
African American,18-25,Male,99.44149442343887,-53.37085902133351,3.5343016413797597,118.54495027682938,E,0
African American,51-65,F,59.67755417922812,-4.922923679957895,-82.2392700106083,-28.599385263253964,E,1
Black,36-50,Other,-123.2036992573389,-60.00636641723194,117.39650169171772,18.237378139957986,D,0
African American,18-25,Other,206.62645093470326,-113.94922743608271,-53.76131400133743,-32.1555841727952,C,0
Other,18-25,Non-binary,167.15509607053912,143.14412008485948,-23.25120915278229,114.85929038309686,B,1
Black,36-50,Other,77.33192715609816,-100.10853205095542,35.87725025530271,212.47074218009226,B,0
Hispanic,65+,Male,20.79890041463631,52.94277587121036,160.84490803470717,68.18996070668146,C,0
Asian,26-35,Male,5.08320006302488,-111.69264806920106,26.641008191109112,-17.840973564218853,C,0
Black,26-35,Female,-157.6972343752292,236.27359859843912,-149.68582485989862,50.76520341086024,D,1
African American,18-25,Non-binary,-11.432728491903314,-42.996233562187754,98.63889474815912,-52.94699706296645,D,1
Other,65+,F,154.38523826357468,87.7164027899678,-107.55330827539949,-83.50443277519149,C,1
Asian,36-50,F,12.771343551909606,-94.36414201424775,-61.67291829539003,-19.411373834672712,B,1
Other,18-25,F,-11.45402601496607,7.420725056178366,50.657792093443796,-4.927158851150466,B,0
Hispanic,65+,Male,83.47967953317847,79.79148308908331,78.2076919883286,-120.72360415998784,B,1
Asian,18-25,Male,216.13716132787553,-19.79459474641971,15.072836538763418,38.225352834887275,E,0
White,36-50,F,-8.155939177379611,-84.92538984084801,-112.71748200307832,-112.66375592177391,D,0
White,36-50,F,112.5127663800335,-154.45840515224708,55.169828826297795,-36.88116753315504,E,0
African American,18-25,Other,49.95824804209644,15.014630559055417,16.27518835897039,-143.10449650885647,A,0
Black,51-65,Female,-44.911682301057354,53.330582301408704,122.68910968951903,26.137821343314442,E,1
Asian,18-25,F,-153.84508755013474,107.10878386440716,12.32713205018699,-79.20216531115337,B,0
White,51-65,Non-binary,112.7861737725945,-104.5154028483119,-5.773447050088298,83.49849295780616,D,0
Hispanic,51-65,Female,48.37149908439535,-53.51691755031068,-157.86627751963752,2.5584355731472197,B,0
Other,65+,M,-39.07676110486575,-114.37528176373971,-161.55139727704412,17.55234611190494,A,1
White,26-35,Male,87.65139504488296,51.04452382457215,-140.27653889979777,76.12333885597778,A,0
African American,36-50,Other,101.24647983001738,-48.204598380252534,2.2770780295540005,-10.64880950611827,A,0
Asian,51-65,M,68.9787511180098,22.88290011162024,95.76015632293354,-31.686614717632732,D,1
Black,18-25,F,47.74500767160519,-81.02358717283687,-9.31468527204383,74.7363915569868,C,1
Hispanic,18-25,Male,-72.70109725603248,45.152898418698776,65.08442342072107,46.019242476226566,C,0
Black,18-25,Non-binary,6.635055298423446,-50.09598319822579,37.29043660921719,-47.59270688800215,C,1
Asian,51-65,Non-binary,48.93363516359891,3.1228107690309317,-2.7988868781459324,82.14015395862685,B,1
Hispanic,26-35,M,155.19095137566725,72.003042086619,-72.94813424092773,33.73321652705283,A,1
Black,51-65,Non-binary,71.09910917330679,-21.198723676145995,-149.7898930464338,-124.94285944714125,A,1
White,26-35,Non-binary,-53.9803199792435,-0.8352647457203859,106.54464246782376,130.743455102201,E,0
African American,65+,Other,117.37129256606474,-162.35206882903407,-9.776365553735559,81.0689307766178,A,1
Black,36-50,Male,-72.19966437645321,-0.6032174683372552,45.34499073991219,88.28114225239409,B,0
Hispanic,18-25,F,-15.255359928441825,-9.173446867907641,132.24927050861828,45.70214038853518,A,1
Hispanic,36-50,Male,-4.982960704882182,-65.45080093121275,-107.31909845462741,105.81068298248515,B,0
White,65+,Female,83.82225003547367,-0.750164942516429,25.060320618191295,-29.85886003465853,D,0
White,51-65,F,-91.3236608383738,76.9230494194616,-9.25020229646741,53.115036920850955,C,1
Other,51-65,Female,40.38457212273306,188.0990597321842,-12.126970377493738,-5.642562542328963,B,0
African American,51-65,F,27.938247525658007,-132.801339903337,-48.58433477985126,-42.91488369186393,A,0
Other,18-25,Other,-21.103800655750675,62.44642934599508,99.78505966391108,-82.86660233941673,A,1
White,36-50,Female,125.64179054377863,177.4196841160252,50.44809127501995,-106.06158273359767,C,0
Other,26-35,Male,23.689022237341447,34.80070268125335,2.7941686186912467,-55.48049125013049,B,0
Other,51-65,F,-55.22902019334145,7.265669200054322,-80.95816646589475,-4.714904369764269,A,0
Asian,26-35,Male,55.10689917465741,-41.34094744601225,-88.24768379617048,94.40525526536801,C,0
Other,26-35,Other,64.49596481346268,144.34632775233612,118.02864069715764,-93.22810994887602,C,0
Other,18-25,Non-binary,86.29295025054337,73.80149528993876,-25.2954148339617,-118.47061203977638,D,0
Black,26-35,Non-binary,118.575386947885,84.91615735509028,341.8704542149127,61.597227663699385,C,0
Hispanic,36-50,Other,45.086191015349684,16.73796908056738,42.49350264276232,-10.087846306841916,A,0
Hispanic,65+,Male,116.54544120184076,33.30185651031828,85.97979557627804,75.0596264093977,A,1
African American,26-35,F,35.16925158533108,29.223818130823016,33.7561398251588,-34.476353247674126,B,0
Asian,18-25,Male,-67.32595207081125,-87.98570786883491,-78.84603720314458,96.75371357228013,A,1
Other,26-35,Female,74.60723567100305,-92.66219896596995,15.970227290176004,18.68503475507043,C,1
Other,18-25,Non-binary,-225.69030714212914,-4.271907540094674,-43.01828679515405,0.8917073684307238,B,1
African American,18-25,F,-58.597431089198324,31.037488808744072,-210.73387482738576,-82.40521889320347,A,1
African American,65+,Non-binary,-75.68549622950853,203.07822794477906,183.22812963325282,-71.35671059718737,B,1
Hispanic,26-35,Male,79.34343471236454,-41.31721154548111,109.45071275222222,22.78694786735817,D,0
Asian,36-50,Non-binary,93.93718916492465,-8.188580943850116,49.920609005972906,46.965034609671044,B,1
Asian,65+,Other,22.19877760874623,41.44344249509401,73.4644196773028,32.826914814930994,C,0
Other,36-50,Non-binary,-34.6088549176978,-96.68408455962086,-240.22261755642342,-46.51007833022158,A,1
White,26-35,F,-92.4443131080704,-57.871517697181105,-18.722915540005562,-170.21003622880565,B,1
Other,18-25,M,79.16533733272881,53.1447717530487,-132.78422678961223,138.91197082200384,B,0
Hispanic,51-65,Non-binary,68.0558450278247,-32.47015103438806,-25.02897429156805,-171.58264068347256,B,0
Other,36-50,Other,22.650286539811724,128.2463642261994,86.77274796979786,-50.18392545674527,E,1
Hispanic,65+,Female,30.06953968110543,-137.67434075087027,150.93950127352343,85.79365782554102,D,1
Black,65+,Non-binary,32.241388771226454,26.48538155220746,-191.6373853876523,-130.47973308409172,A,1
Hispanic,18-25,Female,93.27177008471621,-176.54461122940322,45.428918241405086,50.378931586693774,C,0
Other,18-25,Non-binary,180.45522343350157,73.19007271427232,90.47981336211866,49.26531070848949,E,1
Hispanic,51-65,Other,-113.82887878361774,37.53256675799856,-34.75074228019879,102.93436563047935,A,0
Black,51-65,F,-107.7962292856389,-46.61261283810801,-51.62792004829805,-93.83993465816425,D,0
Asian,18-25,Non-binary,-192.2353535399339,-92.54484371411603,-87.11633916178899,-164.1826379395234,A,1
Hispanic,51-65,Non-binary,-185.64328008511168,-142.1118790890588,-151.6739729345663,-73.7247107713868,E,1
African American,36-50,Other,96.8321824651243,15.025285826600351,6.529490276665579,114.8891019040654,E,1
Black,51-65,Male,-0.9776154943589894,-38.76388342384035,17.201218593046985,-94.23196160473954,C,0
Hispanic,51-65,Female,-15.353400637118503,206.5500770227736,55.14244814585908,-106.06065483644818,D,1
African American,26-35,Female,-23.032855808524367,-93.92634651762688,4.159264470251293,-218.63481139990725,B,1
Asian,18-25,F,-30.043982581493857,-26.686110855919292,-132.54246066808818,76.73103944747405,E,1
African American,26-35,Female,10.581241837703889,-0.7493262723816277,121.90874035776619,-56.99321319051144,B,1
White,18-25,F,78.49889298542375,119.34426882980027,-25.46885304145135,-24.611697768724163,B,0
Black,18-25,Other,58.82332067344061,-108.69772688171071,30.06684104101593,6.256287640803331,A,1
White,51-65,F,63.001906344605565,207.34092955349178,2.7136111734720845,61.665459983613104,D,0
Black,65+,Male,29.2212786267,-95.47997644482422,-201.81675156215047,54.297300971427106,A,0
Asian,65+,F,-165.85044880983617,43.078976214709755,172.19545582503574,-13.086880909190102,B,0
Black,51-65,M,-13.025873314154154,22.294335090939118,-30.84325760163928,189.570115123441,C,1
African American,26-35,F,-47.30405529919969,-88.21796304466028,-82.72881469972997,0.9737778928149702,E,0
Asian,65+,F,102.99016119428997,-47.79853534196077,-9.538812785240546,111.0454818540259,A,0
Hispanic,26-35,F,152.5728518587029,-105.11573833038594,-8.86804131039752,-100.21240015245054,C,0
Asian,36-50,Other,48.97156795190891,136.83487645723315,-16.086711363864087,-146.65326001329055,D,1
African American,26-35,Non-binary,0.5492599480427064,127.06541058843683,-124.31368010139796,6.50725094726191,E,1
African American,36-50,Other,95.65902395779095,201.39329586379057,-119.08953721346232,-183.38144676246492,A,0
Hispanic,65+,Female,45.16089068807374,-20.565185557926405,-108.14820762499467,-118.2882357694437,B,0
African American,36-50,Male,32.414309496683174,31.17559693028432,-1.6813692673745142,-4.194533215993856,B,1
Hispanic,36-50,Female,61.19598617252257,17.067217295940175,-129.25771180019123,-84.82062610739061,A,1
Black,36-50,M,11.603142931041145,-145.34598122535743,40.8658992032024,2.010070953670466,A,0
Black,18-25,Non-binary,29.014898670669954,82.98774592272437,-0.5671248090030024,-27.010936444123068,E,0
Asian,18-25,Non-binary,-26.34127359510714,72.45293869050982,-5.143552279460768,-52.266066279456126,B,0
White,36-50,M,4.984741619491687,-15.179150446715553,-177.89770576429456,-53.567787001236574,C,0
African American,26-35,M,136.7120469886713,216.68681895859208,-61.804812210153685,-171.8014199379235,D,0
Other,36-50,F,-99.51313356094612,-32.807368604279844,-80.52083522792636,-122.611887061222,B,0
Other,65+,Male,139.30969233179596,-116.54325218216415,-0.03818758436007642,96.5002474982963,E,1
African American,36-50,M,-59.782260265874896,-53.93947423942199,-52.410938848531984,3.6278528023458865,E,1
African American,18-25,F,-49.08448218922718,133.33565173360847,-9.286549154421362,16.712566908726792,A,0
White,51-65,M,17.525799615082896,20.222693409366236,-0.2501181358472831,-13.31310394861846,A,0
African American,51-65,Female,22.565724105477695,37.02071385793996,21.757273867763075,37.79308591590742,E,0
Other,65+,Non-binary,119.19946302040725,-89.9441743315919,1.5825029947830611,-17.224247271797147,D,1
White,36-50,Other,115.30134893973482,-156.71035986195506,-91.2129256779725,-219.1000437304219,E,1
Hispanic,65+,Other,140.43171939435024,38.85820001323553,-245.24726097956702,-44.96873472595585,A,0
White,36-50,Other,75.26852073598661,-171.1431582771605,108.95426097563627,68.15018826250258,D,1
Hispanic,26-35,F,-178.89508315840536,38.41379665768771,-24.763331476931082,4.584540339216538,A,0
Other,18-25,Non-binary,123.52654984851496,103.41886853958187,-24.569129142972958,71.94848604883738,C,0
African American,65+,Other,17.124986448409494,-33.95136634219947,174.77744870448635,90.08175389311735,B,1
African American,26-35,Female,-73.41508940150283,-109.86549963122232,21.321517044008147,126.16222813845089,E,0
African American,36-50,Male,85.88226098475057,73.13554304605164,-6.209090531772885,62.33725537185701,B,1
White,18-25,F,45.10754040956727,66.3547695869967,90.4316860812033,145.84639853087123,D,1
Black,51-65,Female,149.56215015012918,80.44676245360162,32.574402224137984,-121.54228234019493,C,0
African American,26-35,Male,145.98842230859904,183.22564932266556,-70.65219137978674,5.6879931110075335,E,1
Hispanic,36-50,Male,-59.37214218517492,30.845206159559325,-16.69613839274652,14.270530308671214,C,0
African American,18-25,Other,-79.4047551469934,8.814605561638839,-84.43373199461547,-39.909998882280746,B,0
Asian,18-25,M,16.84310296234121,30.510005325317792,150.8760966939608,-79.66421445289507,A,1
Asian,26-35,Male,18.505193192659284,-34.36574410685914,-139.9449402372132,-29.972763257989403,E,1
Other,51-65,Male,-102.40501044155812,96.58749440396954,-37.7444395590115,65.6873425223483,E,0
Asian,36-50,Other,15.016805644304728,-79.31874514846453,58.768004264705795,-18.94146412336734,B,0
African American,65+,M,-205.62342300696824,9.029428015632757,76.22117842384772,19.20372089024621,B,0
Asian,18-25,Male,61.77758260579679,-54.526177993059136,-165.06789964768504,107.74006262902603,A,0
Hispanic,51-65,M,-63.5599797654235,-16.981614857457327,24.87393013204058,236.82677658876918,D,1
Asian,51-65,M,71.1524329027375,89.8700845475605,34.95712967721254,-9.37376587621999,E,0
Asian,26-35,M,-132.98670355017273,-8.083082669685398,127.59312740791712,81.11465203840932,C,1
African American,36-50,Non-binary,164.51776477963702,49.360473686882465,-19.90566628289825,-115.82601211190615,A,1
Other,36-50,Non-binary,-15.886501041412664,-94.9419946611309,-62.924601810259084,53.574821713141354,C,0
White,36-50,Non-binary,124.48440076652957,207.71429683902034,-105.56152130372722,-38.96119672319424,A,0
Asian,51-65,Male,67.7543315345643,-218.75759837861582,69.78326443380602,48.1423602053128,C,1
Black,26-35,Non-binary,-73.32882431855823,97.94004076294662,-69.73507836101287,2.9447668451483238,D,0
Other,65+,Other,-15.042492652498824,17.473086199516118,6.905871599977955,55.71471618559023,A,1
Other,26-35,Non-binary,-44.78225241554722,75.4854485264555,67.50597776501196,21.185051580808317,D,0
Asian,65+,F,25.755606572523053,78.79885396232076,-108.02193987998265,-11.09454641420533,A,1
Other,36-50,Non-binary,-75.69430141329066,-29.834083889677242,-227.47719151654934,27.615043681194724,B,1
African American,51-65,Male,-24.256927328230667,43.136962150483356,-62.467829792162874,-80.73100599359987,D,0
Hispanic,65+,M,92.17089244881687,77.7131350474576,40.37359112585132,-219.2869381161885,A,0
Other,18-25,Non-binary,52.493249773311945,196.31818248981244,51.95308205626393,-77.27599655286274,A,0
White,51-65,Other,100.82120242317608,39.93117119183743,91.4679497250977,3.372679937320104,D,1
Asian,18-25,Male,4.122685290743868,-0.00426755556385024,-29.218682685941815,62.31957109969364,E,1
Other,26-35,Other,-33.153138458380745,-29.405562282210273,-38.74230442537266,110.40616419633842,D,0
Black,18-25,M,49.16109251139699,-27.236356984084775,0.9061909929729663,102.84477576482844,D,0
Black,65+,Male,-100.69330418303193,0.6409660760996773,-11.801698932641639,21.240519686521083,B,1
Hispanic,26-35,M,80.11768265554889,-40.183713973970306,-4.7035410078174555,-338.884999816658,D,0
Other,18-25,F,0.2841431408581384,87.9485880911516,-59.15082123415375,76.96488449008254,B,1
Other,65+,M,-41.04562268151402,140.78395206714524,-32.52517774750003,-22.83690836288202,C,0
Hispanic,65+,Non-binary,-112.04872585511536,-71.1796168902908,-3.982804680941574,73.73653463286742,A,1
Other,51-65,Female,38.66308681557024,-128.3256979760222,29.195120520193086,-159.90929662701078,A,1
White,18-25,Male,117.01233909678818,-220.0001257336968,11.997594636422795,-92.56089041379846,B,0
Other,36-50,Male,-97.47902068654254,116.65187093388303,56.4010431725405,-113.50530611038319,B,1
Asian,36-50,Female,18.19719907053346,292.7718900211765,-31.196749075685965,-59.066222406776106,D,1
Other,36-50,Other,-55.51679692583198,-151.88026477790825,-3.276406765869766,-128.96715964504588,B,1
African American,26-35,Male,7.429496187942089,38.53200330100048,176.1900683398252,76.01263339052113,C,1
White,36-50,Male,150.54577764807874,161.3568473052003,-30.212876413849237,-64.47481270328377,A,1
Black,18-25,Other,184.56491517592525,92.66438547438881,-268.96165735101476,-148.42826230127042,C,0
White,26-35,F,30.266411965377,-58.39031551805337,145.37471014373006,-32.45693956488339,E,0
White,65+,Male,77.56641901113251,50.051492908389406,77.49089132705488,145.72747265892812,E,1
African American,36-50,F,17.482179107368754,45.55669529367903,-20.820671763109573,183.01892674767782,B,0
White,26-35,Non-binary,132.7468200111516,-79.01270157975003,-11.068710043493391,89.87206545601134,E,1
Asian,26-35,F,-15.764910700917017,62.422176309692034,72.99838452705491,-54.73886106646194,B,1
Black,51-65,M,89.35963251769434,130.92456837141177,-31.958822316803033,44.0897237932575,E,0
White,65+,Male,-68.28881229206885,164.27303364716354,39.524837483364514,24.977964715834787,C,1
African American,18-25,Other,-105.07263068477188,43.869670880895605,19.456835155394067,-81.9070834430201,A,0
Other,26-35,Other,132.42757154696977,91.28501873439745,99.84170942725865,-93.2923741917406,A,0
Asian,65+,Non-binary,-12.600822332234642,-185.6232922032944,-12.011372364289327,-116.90651252239115,C,1
Other,51-65,Other,34.40134684710143,83.75684026591357,119.57436973636304,139.47008357894902,D,0
African American,18-25,F,93.33552321497915,75.7182679101633,-70.82121574980202,-207.5239169169401,E,1
White,65+,Other,154.19560704651693,139.4623745411371,27.58147666847218,-84.72307938171917,D,0
Hispanic,26-35,Female,120.80170725123406,91.46445239276339,52.45206460620789,55.96915466558152,B,1
White,65+,Non-binary,-47.006034555282774,194.04841522324557,16.538984876794686,41.31494166001137,E,1
Other,36-50,F,-142.9512782693934,132.63909474960013,-1.9276643026916132,-34.82393104790628,B,1
White,26-35,Other,23.07817277032916,37.65875688720754,-92.93437730636079,-21.436758938339754,B,0
Black,36-50,Non-binary,-139.47607612432674,304.19601411726376,24.26473595085318,-58.26294156231098,C,0
Asian,36-50,M,-6.700560577156972,1.4929321322016886,-95.66815636509482,-32.84045886970574,C,0
Hispanic,65+,F,30.4972040985659,-35.16364056769992,-32.78948600219351,29.840580008057476,A,1
White,65+,Male,127.58695729867604,-140.53133719581942,157.32234279421385,59.10925969016769,A,1
Black,36-50,M,122.44571023581938,-194.37943127467048,69.96772696362241,27.523685568281202,E,0
Asian,51-65,Female,89.28412714217605,48.61858086514726,-31.415517447461333,31.522824110603043,A,1
African American,26-35,F,187.5388527142332,-42.61725358899498,89.18859518413649,-106.76952706178658,C,1
Hispanic,36-50,Female,-139.06314730626607,-102.22935441782485,104.6338468501941,60.18913986465911,B,0
Hispanic,65+,M,49.185209181224195,87.47994136533663,-101.70335552957937,-4.2882718822701085,A,0
Hispanic,65+,Other,61.732008643715844,121.66719799294891,25.617248236944473,-105.26843322361216,E,0
Other,26-35,Male,82.32804131681758,8.029939150370438,-199.24466835012618,-66.99698702895964,D,1
Asian,18-25,F,-116.30997967760182,-89.51522258566938,-107.25692871233674,99.66767508114074,C,0
Hispanic,36-50,Other,69.56446423581096,-16.422867776158167,-152.04174083647905,18.812439776757962,A,1
White,51-65,Male,68.35847526172437,73.02771400680547,112.91340111451666,153.81496128229728,C,1
White,26-35,F,40.030497617910164,119.19066252469965,155.16255189736435,93.6569516670765,B,0
White,18-25,Female,-5.644837601017881,-21.54316657306539,-62.60729430744044,-21.60499477128732,E,1
Hispanic,51-65,Other,0.4634100851193118,-45.681323253350456,-11.34897262780691,-206.03983501440263,C,0
African American,36-50,Male,-28.51649044994433,-175.8948993587528,103.21300110260022,-154.25328415524234,A,1
Hispanic,51-65,F,-35.4112557817579,-224.85196552120647,-27.190137405398936,-33.25495256947452,E,1
Asian,36-50,F,59.66298984396102,-12.676737343038939,218.7452676629166,49.9625596885525,A,0
Black,36-50,Female,-36.204501354495754,-5.910546701171034,-112.11619365641019,10.041972101991496,B,0
African American,51-65,M,-58.402125500775625,70.23062536724012,228.39258404903777,-193.4372417711596,A,0
African American,65+,M,161.07057735687462,117.26293576753537,70.05929190139231,-101.19640011927851,B,0
Other,26-35,M,3.707019148683143,61.8118678221016,29.671975164496565,53.44463848675202,B,0
Asian,26-35,F,18.84782457989428,-41.37663751100541,89.66424860243899,-0.09365623028373815,D,1
Other,18-25,Female,52.16280285801669,-33.45126034371233,-102.79485687894201,-43.18681512148325,B,0
Hispanic,36-50,Female,183.1031858556975,72.90382508385478,-24.434344971158815,-29.941692012668913,B,1
Hispanic,65+,Non-binary,-122.06009540619615,60.624421784471124,14.712455625414034,-19.164016185723636,E,0
Black,65+,M,141.24214510174465,39.84738690309058,44.719386564716956,45.81439790302228,E,1
Other,18-25,Male,105.66902513114054,42.311308044765724,121.73721466888121,-49.55468228808095,A,1
Black,36-50,Male,-56.46129164155356,168.1089395740506,-45.4122760895952,-130.35859198451178,C,1
African American,65+,Other,35.25676812645171,-65.38028078765834,215.17973430347251,88.77570819898972,E,0
Asian,51-65,Non-binary,-52.26807585323352,60.32795289610732,-86.62991670574401,100.25603327815178,B,1
Hispanic,26-35,F,-186.66664638492384,40.65081027003699,-6.966346682791551,-2.2142806469263925,D,1
Hispanic,18-25,Other,-119.70037630457338,-244.72770491183243,-193.27880248120766,3.8095053620265995,A,0
Black,26-35,Male,-22.15924670669245,-38.709807093752815,3.836410929288743,-228.8644355943769,A,0
White,36-50,Non-binary,110.1617673901198,-147.79538924169498,-14.8213755981945,185.17444617982,E,0
Hispanic,65+,F,-21.799259998897842,92.43189933849852,-168.45694267452777,60.05250104826627,E,1
Asian,36-50,Female,121.01638994166915,27.295262044106384,-95.91800733390546,-52.08871740740795,E,0
Black,65+,Other,-77.60293268919953,-48.02827293160589,41.93851699469472,-91.39801267731552,A,0
African American,51-65,Other,-99.57933838875462,36.23464429133872,121.03700937912319,212.4357943972608,A,1
Asian,65+,Other,148.1206808432506,27.931471641215282,-36.105133634468785,-55.12291767433386,B,0
Other,36-50,F,-70.8355797491413,108.35687433579278,-210.12892199230575,182.9951274454773,C,1
Asian,65+,Other,-85.19674310742644,179.33506626076502,-21.163956907354148,-243.23550275811704,C,0
Other,65+,Male,79.00495787680157,-26.5510686263364,-56.69239445956145,112.28376679177663,B,1
Black,18-25,M,52.3700649283703,100.29685224422649,173.05407990863978,159.59117778198677,D,1
Other,36-50,M,138.78641242814936,-115.55776956983522,43.396503994853354,52.28782560024844,E,0
Black,51-65,Female,151.6062230495274,76.18871061003146,-47.522900840954804,1.5869559852934991,B,0
Other,36-50,F,-13.881874515124604,74.42249958135568,49.383440527173676,121.57108140775532,C,1
Hispanic,65+,F,93.95146597192607,-112.14966642252094,117.19309027791063,172.25507977728586,D,1
White,65+,Non-binary,13.615135075766618,-108.17058892115443,-26.725281686470016,-50.4511765227906,C,0
White,26-35,Female,-70.1458275891434,-150.71515329495958,-147.59033481099829,185.63641134161855,C,0
African American,51-65,M,133.28871747212642,39.592486929268965,-31.02543488572315,-80.84169412263769,C,1
Hispanic,65+,Non-binary,-93.68068264125037,78.92680349764778,137.61770625416167,72.8857288708482,A,1
Other,18-25,Female,23.78042289472949,55.028972611672664,73.3770258587447,-61.61923789131898,A,1
Hispanic,36-50,F,154.02937170398155,144.1428518830151,95.36585295194789,-21.44781794920516,A,0
Other,36-50,Non-binary,83.61171695383753,-70.36075308501097,176.24798991760127,-39.46788721238031,B,0
Hispanic,18-25,M,38.96182959990684,175.4444282678079,-39.16259546981241,208.0419576603191,C,1
Black,18-25,F,143.24094501948565,27.560431020215283,105.06905305922898,141.11360808538097,E,1
