Gender,age_range,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Male,36-50,D,-140.899744415157,118.7160691859584,C,-120.70495815243463,66.82585260739852,D,-30.49418337687006,0
Other,26-35,E,-12.731974282541374,96.98846647579813,B,-125.4533061935982,25.877730288844504,E,0.44552225774515586,1
Male,18-25,D,53.65252230873179,4.274492434895412,B,-43.67726989899672,-48.163608656958736,E,-150.29154335943363,1
Non-binary,36-50,E,202.0916968228283,96.40015124034764,B,32.37416026453412,-84.90473735638083,C,15.166648147243503,1
Other,36-50,C,-166.79716886625997,-173.8786646097445,E,-132.54777907743124,-63.895122167802995,C,24.394041018745487,0
Male,65+,A,-85.6950632180863,173.31485381021358,E,161.88022049916685,-100.92358772038723,B,-164.37836001820514,0
Male,26-35,B,45.153572656938245,122.35734948488792,C,-47.68866237336322,-153.6676957022179,E,219.62869967044662,0
F,36-50,C,-3.726323643373876,74.69987745998081,A,43.745438886275004,-177.8482212284379,A,-14.003860765173473,1
Non-binary,51-65,B,-54.90361493568362,33.39893147829221,C,-70.38792029999435,10.683394073446916,B,-47.47401748532599,0
Other,18-25,A,35.28792407406654,45.965797320870315,C,-28.89352004761942,109.82775562876161,C,-122.30561333386567,0
Male,51-65,D,77.0842963210326,15.918431188905299,C,154.89163020596948,-133.80609138008438,B,-43.88160532287531,1
Female,18-25,A,168.00365210234511,6.40158440398782,D,23.14363019811511,-5.502821186298862,C,-125.6100435986814,0
Male,51-65,B,-32.40616201813027,204.05685746647015,A,-25.23378014690722,-240.2020983641808,B,-39.73965081355059,1
Female,36-50,A,-57.11991585266978,22.481287496064965,C,196.15686979865117,-63.35830053134873,E,-56.348640680816565,0
Non-binary,18-25,C,-114.69767188034994,40.59043399654921,B,-268.52823381955704,65.03551050838392,B,216.26760789813005,1
Male,36-50,A,139.2839195163619,-4.760008396272991,D,-127.79592683992263,-54.24011033944455,E,-5.834117859859683,1
Female,65+,B,-35.10561951153044,159.60682576853802,E,-84.03504291152626,94.31240225995288,A,106.28839031684498,0
Male,65+,B,-104.57032032771694,118.01244196397064,C,-143.72989544751596,151.59249599733343,A,-91.52231542609694,0
F,36-50,C,32.36571472843985,3.89034030563917,A,-14.476441919588146,48.70738094922631,B,-19.13891221544026,0
Female,18-25,D,-152.20583143048304,6.78356416435051,A,-12.117240112608856,-113.52842166746426,A,27.021125390985677,0
Male,65+,D,11.15968286354501,-128.13987856571998,B,-56.21881540900716,10.721741004751301,C,190.61032567910223,1
Female,26-35,A,23.359219948885485,-138.23946483393877,D,-8.39603179966899,-178.7423549858364,E,93.66812107140153,1
Other,26-35,B,-84.17499533779296,35.24288220763129,A,50.631619950611515,112.37174846353324,A,-114.28598672048314,0
M,26-35,B,291.22128763527564,335.14223772877057,D,-29.926625667757396,-87.03665000385755,B,111.8384264531832,1
Female,18-25,D,140.1993057765744,-1.7761995602812615,C,37.95954323231581,112.59221515975462,A,-107.48307782401076,0
Other,18-25,E,113.35000898957186,117.54318596722474,C,-215.4965748710366,181.1648718291127,E,106.67387362177021,0
F,51-65,B,-99.13655286628524,143.5354216397483,D,235.31481262892632,26.994458296827155,C,120.45009402320362,1
Male,18-25,D,-63.057218372255875,-21.031171320640283,C,-55.27827942476878,-84.97498783484107,B,-32.56092061059419,0
Other,51-65,E,23.77924747321717,89.65830514285948,D,-118.0287845179003,-56.86548385692055,B,-45.488077412079804,0
Female,36-50,B,40.431540122579165,-13.95554651091697,E,-5.696748342063311,34.844313765052924,D,-56.866392292997325,1
Other,51-65,A,-48.0213310294206,-40.891065090246634,A,155.91336043061085,55.07710378139722,A,-81.15491183672428,1
M,18-25,C,-35.609673895636604,-21.07897309620714,B,36.17780937655745,-2.0789331695974393,C,-63.293483100796855,1
M,18-25,C,83.40419433097733,-25.151337167253836,C,2.4670579467849083,67.3517821113134,E,-129.66733164463483,0
Male,36-50,C,-10.509989546801489,-72.06894356099932,A,65.20132775729111,-14.489597646502753,D,-61.27024727172488,1
F,65+,C,-53.13738952895345,129.1028630217407,C,70.15428410139187,83.72420111182512,C,203.53138881598207,1
F,26-35,A,-50.14974685553513,128.34203870236433,B,1.3581335644452512,-68.13465743792523,A,191.67136846709118,1
Female,18-25,D,80.39933693995712,174.53143298234795,A,-105.28297271242721,175.62688562422443,A,64.36801902304202,1
Female,36-50,E,29.168104691026986,36.8871748908184,C,117.24505868174833,-10.96757446943966,B,51.22434122885723,0
Male,18-25,A,-24.90902667369386,-6.5844070486795445,B,57.704634873587246,29.97978390246971,E,-133.05067784346528,1
Male,51-65,A,-23.833822869547674,-29.345425530473246,D,-131.0756994371951,-101.48014053811856,E,152.28754028122424,0
F,36-50,D,-164.17684332708413,-20.547897505949685,C,-178.40439376325378,-58.21881336445384,E,-52.689487327412735,0
M,36-50,A,90.68698411020388,34.20012979252667,A,101.39650596453282,65.16478532046118,A,-47.972637265514344,0
F,36-50,A,101.19841152739566,-165.07892302579904,D,15.339623610381302,-44.01954916445876,B,180.4249977040846,1
Other,65+,E,266.90229253689535,-68.1574314723745,E,-131.31005338538245,163.33483302305837,A,-185.85702645306023,0
Non-binary,51-65,B,76.97267937981755,61.3752969047585,B,-10.197898417175583,110.67956275890587,E,-32.662635138993615,0
Non-binary,26-35,C,69.01051330879466,-19.723861100839272,B,-114.35286913866763,11.74740580731397,C,47.39175296206658,1
M,26-35,B,32.02243306992404,79.38101843793685,B,80.63243756270349,-118.85686541021812,C,-16.870634027703126,1
Other,51-65,B,20.21201757866821,-116.60943791216096,D,-136.8483855267346,55.66937700229382,C,-131.2601525540807,1
F,26-35,D,-7.939505740257921,177.41170134679695,A,-49.00423826535702,18.500328051959315,C,68.71730836801125,1
Male,26-35,E,81.20201780019704,89.7069026836735,E,3.2160401655665916,-74.22461727000528,E,-21.451343016192887,1
Male,51-65,B,-74.53968843400686,63.38506944830663,E,-4.139454636553619,-133.19595838555747,A,133.92077732362262,0
Other,36-50,B,-107.70430826386692,115.67585045641171,B,-124.38140500666243,10.775596359662572,B,-158.16506960261617,0
M,36-50,B,-37.68539335570023,-21.698022545871094,B,-197.75432419454228,-80.57350417126582,D,-86.56396667115187,1
M,26-35,C,-89.4546038059513,-100.98346113974652,A,-212.7729381675687,-213.27215529449126,D,-104.92563715613915,1
Female,26-35,D,41.61923397419221,-25.607676685553088,D,-8.523287530865202,61.56524250850052,D,-160.37971646784715,0
F,26-35,A,27.449957001556363,66.85098291726776,B,-161.40099602740594,-109.09698971340731,C,-65.01398869165833,1
F,36-50,B,-112.06834903876552,-83.37450469255879,C,-98.68157450091165,58.745284738728486,C,42.3892826762973,1
F,65+,C,42.93892341352539,-68.94764048355367,D,-47.52784140622997,102.77017391777028,D,-45.07574998260491,1
Female,18-25,E,-35.38576802749497,43.68878447782184,E,-62.606962545531765,-49.588933344683674,A,40.02580661812537,0
F,65+,C,-92.58887249111977,-180.2660680647343,D,-104.98414316323516,30.386467271713542,B,-31.336003089434435,1
M,18-25,C,-72.89678481289201,-229.76998381795437,E,-16.39336187674271,86.72052930480244,D,10.78753453533445,0
F,36-50,E,81.41401368348498,45.60191832990512,B,18.604909285494738,129.86641713614816,E,-47.18214234927438,0
Male,18-25,C,26.932698357000735,-63.10073932410663,E,12.260008998874921,-74.9013211140466,C,-65.10618920470286,1
Female,18-25,D,-139.36094653104618,-3.1651952561583747,D,148.48757616573704,34.981844031397564,A,-41.53965897506893,0
M,26-35,D,171.33030680093606,145.25479513436065,E,42.94995217237172,-123.35694889104371,E,81.36380952708225,0
Non-binary,26-35,D,-89.33412741221026,-37.68294421288111,A,-199.02277022025518,-33.48913043526029,D,-35.240315211506676,0
Male,65+,E,-5.569618032649332,-24.44738207514142,B,158.75568288527785,75.3285656756525,A,-63.82921418483494,1
M,36-50,D,-82.38071793646132,-46.86579477193929,B,-277.1184254939035,-29.50613227138105,C,57.943581922208445,1
F,51-65,A,-84.96441841425201,-138.18576514255125,A,-11.10702896819941,0.41990653934911026,A,127.88670071118055,1
Non-binary,26-35,A,-101.91739204531423,-109.11418245366488,E,-94.66086854857785,-110.93776432714763,E,-94.45610576203343,1
F,18-25,A,21.388728894770228,-63.246938579461656,A,126.2144397373005,1.6760115327251417,C,8.09785491391968,0
Male,26-35,E,17.419598736999113,-203.0822340044137,E,82.66968222592882,0.595768403771645,B,-13.834977144265897,1
Female,51-65,B,8.790799015477278,67.41186196031191,E,57.00094426296942,-9.193503658456004,A,162.2861391417776,1
Male,36-50,D,-40.40549994872218,-83.36762892582139,D,2.221082102577801,-82.98463598822295,E,-89.60284926966109,0
F,36-50,B,-89.36835056537537,-0.5830668797392475,B,20.12870180130667,-380.8875847599457,D,44.59468183065304,0
M,36-50,A,-118.63564233997643,-158.2499947826176,A,136.73147342232855,146.76609533876913,A,-62.74617637633339,1
Other,18-25,A,-23.7272453876801,98.25956041876039,C,-30.85724363544321,-81.98523919658494,C,-62.57301666049517,0
Male,18-25,D,76.371520145002,-38.303339838120145,C,-54.02710912595988,-137.1417045068223,C,-129.11880729959066,0
F,51-65,A,44.08862415340206,152.16768584077113,A,126.52547203641362,-175.92572796740578,E,78.93569114848916,0
M,65+,A,-43.201182961519564,-64.22321449810565,E,121.78198832173285,140.6660645286703,D,168.20309116971174,1
Other,18-25,D,128.66890551007575,55.52453846313527,E,62.82690968796882,-41.241722233004516,E,-105.00353927308525,0
Female,65+,E,76.27541357744656,169.56893179811183,B,110.85772595071583,154.07064088621792,C,-132.16631422827422,1
Non-binary,65+,B,-69.61356747679608,-10.216943253442416,A,-19.92295209238069,93.99211922068982,A,-69.72191256676832,1
Other,51-65,D,-113.22746387778615,36.98752660129114,A,61.258840410032114,67.4650779188849,B,66.7743396599928,0
F,18-25,C,34.83702728329376,117.57878878707926,D,-164.71556898883142,-82.64287774546042,E,86.76288288848714,0
Female,51-65,A,108.54385805761501,-41.59829363056275,D,0.9264145954958306,-167.01796063968678,D,-44.42116530633984,1
F,26-35,C,-11.934319258109486,40.13996819198372,D,82.06033180022483,34.620751974502475,D,65.86644241083988,0
F,36-50,B,-104.68176670728835,95.40375045146678,D,13.061077980883267,243.57160346763743,C,-13.66809035127908,1
M,18-25,C,34.290099109057344,-106.50007121167731,D,27.16593271857346,156.10787552225332,C,-90.38749232295291,0
Male,65+,D,23.61687529255441,-69.79519160655036,E,9.375641815434204,8.270834242304202,E,34.75191940935509,0
Non-binary,18-25,C,20.7761294749433,64.85995653469263,C,-60.48164632177816,-162.38567067224227,E,-31.255088523555543,1
Male,65+,A,176.80148630744793,-30.238017874267452,C,-83.18275477004372,24.338984696946085,C,65.34641675130052,1
Other,65+,E,226.50999446189735,83.52961387823426,D,-5.455596058669695,-61.06916674669512,E,36.66398852097715,1
Other,18-25,A,-179.5623245940172,-84.54208954723606,E,58.89566461744287,64.1827153296424,D,10.930809401012754,0
M,51-65,C,38.39162745651456,109.09383180083204,E,24.06895772811245,108.86735518749036,D,89.5429969293729,0
M,51-65,B,-30.392888593313337,182.2223916950207,D,87.49244522043615,-178.67909513395674,A,6.726486283096508,0
Other,36-50,C,95.2756929865168,-30.373820477627433,E,-30.97204363171692,24.065442082127973,D,-164.44738133535193,1
Female,51-65,D,-164.18282967905367,-83.24699819132394,E,79.30879553145782,-76.38624561476537,C,-24.225225750857067,0
Other,26-35,B,47.71868751879086,-173.86977161852911,A,-156.2998654672661,-137.43402209308763,E,-47.0646597047186,0
Non-binary,26-35,A,-1.321937881358374,-64.35136917624227,E,-30.348006893758985,139.4007729770708,D,191.27259913753346,0
Non-binary,18-25,C,-14.078754174271907,88.01744145393532,A,-154.70362513767327,-168.61207696552472,C,-25.762700828001616,0
Male,18-25,A,127.06078705645541,44.851976482198474,B,64.57751311978525,-67.53391523578289,B,-87.55409598870865,0
Other,26-35,E,-81.6667359467025,-55.227035490013336,B,61.98696060268956,67.13738359071142,C,-39.787503576646806,0
M,65+,E,60.45581401400254,89.37157694170426,D,-22.13463809677031,-56.32371849495809,D,-121.92612176660973,0
Male,36-50,A,-145.60684720546752,72.66349985815235,A,-0.5280688456600593,22.676573118610335,A,-2.3838884356250074,0
F,36-50,E,-240.8346133287295,164.36316616316378,D,-45.47554261908568,126.40959223201324,B,-43.50400773979323,1
F,65+,A,83.96811107965858,190.12885353170594,A,66.44946969842876,7.353455253460261,E,-13.827027974082364,1
Non-binary,65+,C,87.23416173697372,-2.782598014746411,B,-141.64858869983283,189.54451045206196,C,-0.9419202928230815,0
F,65+,B,-135.44450119620964,174.4382393264648,C,115.72670559744047,-111.67215248518198,D,-228.12637817324674,1
F,26-35,C,-168.76687555658435,-20.872739984287175,A,163.80416759956313,-73.06015109863864,A,-42.45516349477358,0
Female,26-35,B,-200.74972618735893,-42.46252306097589,A,-37.43283611672754,44.16300096780243,C,-31.98524536059421,1
Male,51-65,E,-5.614121921200619,-12.661739936690239,E,21.87728366354742,-1.5849146224154145,E,-13.585415992701039,0
F,36-50,E,-131.09269369773156,126.62549283919473,E,9.332959709052705,221.2055031255665,D,-68.27444296365056,1
Female,26-35,E,-41.1210389883507,-118.02965043349924,A,125.80542202121046,-67.20009442667732,B,-55.50363495859201,1
M,36-50,E,-61.429396949239475,73.65264112244131,C,35.55187898805116,222.39141315616067,C,-209.08843369848404,1
F,18-25,C,158.8665030293058,-34.43884659737645,E,28.693116314597074,36.305398935962394,D,110.94086970690367,0
Female,36-50,C,144.37767865593813,-35.433431026138855,C,-233.8833923491944,-162.0691735956896,B,24.44307995432294,1
Male,26-35,D,-31.228372034344897,31.66926279522509,B,64.49357592773852,102.46520026131276,B,188.99175211630973,1
M,65+,A,-93.2396109299018,-75.23373499751112,A,77.06715812099633,111.87084377800454,A,13.867625072011473,0
M,51-65,C,95.94795305710349,-165.2888893475869,B,-23.50544504020868,-45.00784245015873,E,-171.20343203285054,0
Female,18-25,D,-28.592484028714004,96.24133886839397,A,-46.99678626632693,125.7202166002372,B,59.94082901705696,0
Female,65+,D,146.42047971625914,-66.78901632421012,C,80.80484086634908,-49.52386167225629,B,14.226212311868233,0
Female,51-65,C,111.62836891783819,-89.76144467322507,C,-17.557923377398104,-130.33828768280995,B,-147.70673301247214,1
Female,36-50,C,58.10795169213885,-48.95867691822161,B,-2.627476805078875,2.015509868025018,D,36.4621933756474,0
Other,18-25,C,64.73213786705497,-40.9038742903285,D,57.20532052587073,-105.0345244117479,B,-65.47502688171303,0
Male,51-65,A,39.596670028496945,35.383380579726584,E,-8.56430214407074,0.9491340713281357,D,-109.61618962206836,0
Non-binary,36-50,D,40.023969292990756,225.6851101015459,B,81.64525189832665,115.83973812279902,C,56.67470410817236,0
F,36-50,C,4.032393395129303,58.58589322021174,E,59.692898318252155,83.46184822963278,C,-88.89853644287261,1
Female,18-25,E,35.20408121498905,-107.19187887547925,E,51.4259133134488,95.18475581635877,C,-68.18459436505015,0
Other,26-35,E,213.47433238630236,-63.9566392983699,A,-4.825965024284929,8.672195780236288,D,89.81109168877691,0
Female,26-35,E,-155.9284553891626,-57.090783727492614,C,-133.62270021824705,-38.837043404347185,D,43.00389416534463,1
Non-binary,18-25,D,54.169539966162716,0.2009766475961854,B,-101.51119253240108,129.27272341985162,B,16.31158864900878,1
Non-binary,26-35,C,107.15545741003754,-166.75784798991535,B,-57.537298879101606,20.239387843822442,D,91.51846573896444,1
Female,65+,C,-207.8883189926965,87.51111596607,C,-95.79279891870586,33.37717013025855,B,0.32296626138571627,1
Male,36-50,C,82.42432689485987,158.13933671415853,E,-138.67696168252138,-38.22769020413746,A,22.386345623634494,1
Other,36-50,A,10.424513097023846,-61.422403141355005,C,84.90659755347917,-226.31457972548944,B,-134.64694467730968,0
Male,51-65,A,18.745658104512117,-66.55251968040342,B,-18.788359722301156,0.7685020011734918,E,108.76977345438029,0
Female,18-25,C,37.62418452517829,65.18833841921365,C,12.604871256857686,-123.78577903021896,D,-12.491338460592742,0
Male,65+,A,-161.53501852019036,-144.6767225530409,E,37.89565158761218,-7.827719281780447,A,90.83485624432858,1
Non-binary,18-25,C,-11.05933026452528,-15.677519218697759,D,-7.95752457622563,40.42931182223805,E,-45.7877800477654,0
Non-binary,65+,A,24.07272951917579,133.096014370173,A,12.550261512282093,-62.941908830490235,D,73.4699062721285,0
Female,65+,B,-21.223423235132987,-122.246832119144,C,-115.28826119143163,-100.13483530238494,C,-60.66068107379029,0
Female,51-65,C,-9.509842268798046,38.24650190913817,C,19.894519959393442,244.32267108132427,C,-16.900739419704532,1
Male,36-50,A,-39.818196596979355,-166.592046738744,C,27.605883954788762,-139.34858646242944,A,-45.26868397338896,0
Other,65+,B,-41.759644186824254,-0.12953007210106776,B,-2.9213832734781975,60.238353606897974,A,33.71568972865126,0
F,26-35,E,174.73810709547362,-156.58864080263135,D,-230.26814633311895,-11.454598307859044,D,37.389878123996034,1
Male,18-25,C,-53.307525526589586,161.24133920402838,C,-42.10729932853996,-280.7322351917606,E,87.22329369765085,1
Male,36-50,E,-23.310905496045685,25.610333332043588,B,-105.26929414198617,-111.12340221847225,B,-147.58876763713525,0
M,18-25,A,66.1470640228071,-154.74317389161087,B,-57.88206716647013,32.455322026009924,E,-65.1119137436888,1
M,51-65,B,17.83962792461849,5.661415000349939,B,-110.89974378771304,-35.89856979671116,B,-46.9480717391621,1
F,26-35,C,-208.36323033014378,145.55930802671412,E,-8.911297653165056,2.02309266536533,A,-236.1575328853458,0
F,65+,E,-31.125391127178375,-100.89640583964672,A,-204.84188078999955,70.40922050295985,B,75.69258997907335,1
F,65+,A,118.70804561251241,28.13058677486232,A,73.61858095827282,-3.5334870535191194,C,120.94437551738133,1
Other,26-35,B,-43.82105378368143,-58.26312068588228,C,-100.1579330259851,-62.70108579515694,A,143.74760380729802,0
Non-binary,26-35,C,-142.53162489608272,146.32156473380553,A,41.185168319782136,-131.0825630123206,C,-20.865320362890206,1
Male,65+,B,47.523345231390294,49.70639539603183,A,19.062354222222105,-79.2660074761742,D,-28.68970977738622,1
Non-binary,36-50,E,39.20688231678533,83.25393920592496,A,-47.30232849182384,128.0329174147707,B,62.77682278365789,1
M,51-65,B,4.082799355560458,-30.416268568484828,C,20.720835254471144,-55.8741981884941,C,-7.6817092740923325,1
M,26-35,E,-129.0841668698343,-195.053353868292,D,5.599715379698753,-30.97630361059534,C,-71.2109751199063,1
Non-binary,36-50,B,-56.03129432833971,85.59814902041323,A,186.43979834285457,-79.47202928583688,C,68.00257529437113,1
Male,36-50,E,70.4239520455595,-28.326346153895578,A,-22.111885557139264,-62.43878281055668,E,-6.319776373034208,1
Male,26-35,A,-131.64196849235154,152.74344924581743,B,-171.1086581179226,122.63290834443808,D,-135.05895436697412,1
Female,65+,C,55.147199703442915,-92.68096840964202,E,146.69259648490726,-7.345394884302256,D,-59.05255981970428,0
Non-binary,18-25,E,-43.56825143944789,-124.75295431263953,C,-97.4180222108837,206.78624439827925,D,183.39472371902895,1
Other,65+,A,-152.0850628312292,18.754808070772395,B,126.41780073398232,-151.96191508493172,B,-247.2423723691381,1
Female,51-65,B,73.15171973490816,-94.55968751201014,B,-159.98250533010926,-72.58799277518357,B,94.80807893407385,1
F,18-25,C,-146.5341168931853,183.07917939481067,D,-140.31464241615464,-74.79943181955929,A,38.97240866449525,1
M,18-25,E,106.65738455168913,37.779546223802605,E,52.67115620729008,45.23112194243021,D,-77.51352854950005,0
Male,26-35,D,104.54939132115943,96.02953097176798,D,-205.99994554406126,-31.490013831539354,E,84.97333318998922,0
F,26-35,E,24.009702836241985,-183.3400935498385,C,83.2996149040125,-73.77256802979889,E,1.4829628231984098,1
Female,65+,C,-50.5426320356605,61.45048673512288,D,-49.672002053470706,-105.74573145296588,B,12.611433337227545,0
Non-binary,36-50,D,84.90153983956466,-103.07398561260351,E,-102.08871993928636,-48.560307529700964,A,-1.952856202122291,1
Other,26-35,B,46.10892584755177,62.02716427242011,C,31.129219297111316,-33.99832835162728,B,-8.46551381896822,0
Non-binary,65+,B,256.3164496351804,110.1079420739374,B,194.9644649123185,-48.72077576897338,D,-1.9135308042077908,1
Non-binary,36-50,C,143.99471663744922,36.19315772938552,A,-1.4285595278027678,-154.10056161733473,E,-6.827590064887507,0
M,51-65,D,-94.50253740831836,-26.042660758533838,C,-32.82348353821377,-37.86398715885784,A,50.151094335979806,1
Male,65+,E,9.348273618808879,94.07740525379761,A,75.32401791868143,64.75002084460428,B,-121.04009649794685,1
M,26-35,E,56.97823607077272,160.96322540023803,E,-24.64015336544689,131.64955268007046,B,236.8525687190814,1
Other,18-25,A,35.94095349710697,-188.48571137898352,E,-128.28621410102897,55.31979722813283,A,4.769926098877151,1
M,18-25,E,46.72990855826454,49.78688804263728,D,47.337970495685454,48.840700768177996,C,39.36555516366149,0
Non-binary,36-50,B,-25.401484423143607,-19.206659657923694,D,58.918200368372496,40.415322340457834,C,115.40981675022957,0
Male,18-25,D,-15.187401452024554,-80.58661591829534,C,-14.993953597101067,-141.26340275347408,A,127.6391050011753,0
Non-binary,18-25,D,124.68481593353329,-144.8106914464589,A,-35.34225900810136,-56.78094826687898,A,-41.42823319307321,0
Female,65+,D,-153.8352704181638,95.13396994321091,B,40.27955756997347,-37.76485032771253,E,42.515485503634,0
Non-binary,65+,E,7.185638192279583,157.65166503384614,B,-3.2865102885134965,137.69417592463057,B,180.323397801051,1
F,51-65,B,108.23489592901029,156.43016675839522,B,18.393247155197116,41.25182804993309,D,118.24084128183333,0
Other,26-35,A,68.47081778795227,73.07963256880431,E,95.00655382348543,47.41392909285365,D,-161.4064865705592,0
M,51-65,C,-20.518225878082884,60.305700841139355,C,-129.82826221012743,-95.50286341228187,A,-8.790288649760882,1
F,65+,E,129.43375643548313,-62.07144253641588,B,102.92469470667524,-104.12598838670021,B,37.28392097833344,0
Non-binary,51-65,E,32.02268964781563,-2.1269359966136197,A,39.25173330412968,-54.71093499988764,E,203.89458906129653,0
Female,36-50,E,95.01524075711316,21.72693089661724,C,75.67595358109128,141.9011178454881,A,-68.83605520786172,0
Male,18-25,D,-103.74494956213589,-89.22120645957521,E,-59.63177742062741,-78.26299914753352,A,-100.60295391915315,1
F,51-65,C,6.680421192042255,-63.13424643673458,E,105.97895570841125,23.135271162112964,D,-119.23214165388649,1
Other,36-50,C,-78.00198939378006,-69.4444269343655,C,-66.94396397250381,167.9604802222078,E,-112.62102872551631,1
Male,36-50,C,-32.11334810165384,178.4299471959802,D,-44.83606853348122,-18.496517815386113,E,-206.2026185923597,1
M,51-65,A,-35.22977845851512,114.92656405301966,D,-20.969918071026306,-142.78271618709718,D,168.58677728353786,1
Non-binary,51-65,E,36.768359327423475,-30.792651601813333,D,23.712216447870315,-97.44560234198917,D,82.54428255588935,1
F,18-25,C,70.92217613458713,-50.5292432874159,E,-103.16672764487502,107.71640619835743,A,36.902330976958716,0
Other,51-65,B,102.9034876469838,14.390527358737254,C,164.57492125986116,-18.323657277394563,D,-33.964778107740635,1
Other,18-25,B,-87.9993414577098,-84.55770649640367,D,-12.722809655971638,-47.87519234664389,A,-67.58778506281232,1
M,51-65,D,-68.58549419155607,-65.41196488569739,E,-77.47091600776005,-53.08133063782115,E,-161.9891359305849,0
F,36-50,E,-33.348356870042146,-131.4445061701611,D,-103.626504202156,137.81897538316414,D,-37.534618599533246,0
Other,26-35,A,25.753287431330392,2.684777885098302,D,-50.23530119754771,9.120906335869792,D,-108.48722940608882,1
Non-binary,36-50,C,-9.199648096468911,-45.47863304244878,D,35.27126240971427,-171.478920009385,D,69.28643039443524,1
M,26-35,A,112.09777164518991,-187.94098817913934,B,-10.63156401795223,-116.16307179738672,D,199.85701572351766,1
Other,26-35,C,0.5478001558463649,15.224117882223615,E,46.00213539235828,-36.09772353160102,D,30.8495981608924,1
Female,26-35,D,-63.9773953434134,-50.47485482235393,A,77.08398762435267,82.92896190937925,B,119.90250453355335,1
Non-binary,26-35,B,91.21641628496157,31.750928927794725,D,-118.4289139392101,22.88946467857173,A,67.09314379236268,1
Female,65+,D,-22.979552342815772,-104.81505762446213,C,-43.09648008053369,182.0024433811528,D,16.567707941758215,1
F,26-35,C,-15.748744403072276,-35.726832310419695,B,-54.991123199680494,46.935915089469034,D,251.22939915162132,0
Other,26-35,B,-86.65117218456827,-25.72551379955848,D,-21.12799005886371,-41.0417392655402,D,-82.36538431889154,1
Female,36-50,B,-210.41439489751528,-8.84733033162584,D,43.621045985059894,-94.55878263826443,C,-203.28821120190614,1
Female,51-65,B,-178.0815436127451,-43.274300129111765,B,-132.52217272517535,14.21962895071822,C,-97.3328084306806,0
Non-binary,18-25,B,-66.24714480962744,-81.39070428711838,B,66.62320261620569,-33.23048443811859,E,-16.81530655694084,0
Male,18-25,C,-112.55249662941955,-150.27576187297117,C,42.16579412837877,-7.109655012927769,C,-86.81020414759986,0
F,36-50,B,70.50979995346349,59.11166878218048,E,-32.23823698965555,-168.15037807706003,D,-28.983040283947503,1
Non-binary,51-65,C,-38.16525561374556,-23.28339963419851,E,40.51245615821665,-93.80849592646116,C,133.84177222117953,1
F,18-25,A,-64.60505786182867,-89.66365361516311,D,-194.4867062564408,6.441220689846543,D,70.09985988469649,1
F,51-65,B,-10.55448098547075,4.741671853680886,E,-140.5840719011669,-106.25692136825826,D,-41.18890762305443,0
Male,36-50,C,-50.41592651205919,82.8913746251721,B,19.161646408131496,191.3079956561243,B,-94.64401116312781,1
Female,65+,C,-24.182278094335782,54.61596958117034,D,-187.34391426993622,23.223454485864885,C,51.03854605419173,0
Non-binary,18-25,D,43.63541581325499,-66.29263693314176,C,68.1470903363796,-24.48677570491558,D,109.05270779732368,0
Non-binary,36-50,C,79.82384121384332,25.85080295159137,A,134.88593983652922,-27.063183525103074,B,145.09463598749795,1
F,36-50,E,-131.7725813263172,-54.09908823493949,D,-7.076613848932348,-48.46175007771858,D,41.46206119218602,0
Non-binary,36-50,C,59.24425622522643,-47.89127884404175,C,2.24123412767299,-120.21879674487603,A,-71.70970785226397,0
Non-binary,51-65,C,109.52826695791389,-35.821862085769666,A,35.76213739685281,-130.0533049553282,A,-63.3151611839882,1
Other,36-50,D,16.837499036587904,74.28699320980743,B,32.11576447081042,87.213387696579,A,-128.35604774528295,1
Male,65+,D,132.6147165191987,-30.981699786222975,D,121.01711745955161,124.02870725261918,D,-121.89564183813737,0
F,36-50,B,98.20617300768161,-17.980202341042336,E,-169.01384699712403,88.58906555568483,A,33.442115984820006,0
Other,26-35,A,-3.396202821418312,-23.52308984787403,C,95.1301602094614,-89.25263428201325,D,109.59175809376573,1
Other,18-25,D,17.345010153602573,0.061710442527161916,A,-153.46548662388176,26.550775441136025,E,-55.3300774120689,1
Other,36-50,A,35.231680032790244,13.156927017806236,A,-112.67714371538851,-55.384222059192844,A,-143.56152368636512,0
M,18-25,A,0.3141012124896511,-7.301359457430258,C,11.878894397325004,79.77117723068294,D,-12.03212049939712,1
Male,51-65,B,11.753874883484833,-38.800353494471445,C,109.14271453421176,-188.48982639981,B,-74.90425608853461,0
Male,51-65,B,51.01415941236988,-2.2160874186166106,E,54.04012004537574,120.05228670501826,B,-208.34172479684412,0
Female,26-35,C,-111.43648548590515,92.41111456112016,A,58.599877556387035,-36.444827455875355,D,6.137473435695627,1
F,18-25,B,-61.867830482654696,109.1802290471198,B,45.652841415744355,-63.62396475545471,E,125.92808178308073,0
F,36-50,B,18.062765158667837,38.6850860494554,E,-28.969351418561995,79.97989709455842,C,81.62275198910586,1
F,36-50,C,-188.69203896936614,77.21758213124578,E,90.86141765298092,91.44894653073706,A,117.79464923354983,0
F,18-25,C,-16.179006710208043,-166.37829945197592,A,-77.18615160143094,-32.93599726305293,E,-116.62031161363072,0
M,51-65,E,-0.27874377296012903,-98.46191966086307,B,20.998959921470433,64.49998723426484,A,-185.57017768931823,0
