country,Disability,Religion,Age,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
Other,Physical,Jewish,78,49.28227192913891,-164.69707739137053,-32.32645087030391,B,-86.76951944088356,24.73919258442743,A,-51.88586979356899,-107.81122524328272,-198.89726204003122,C,E,D,B,-186.24210528071063,1
US,Yes,Christian,70,166.00194419648284,5.730455285126323,84.62433066614484,A,-44.5744408223428,-129.69697604260836,E,82.40350921768133,65.47402450103783,45.69303768277153,A,B,D,D,-160.18035253689777,1
UK,Physical,Hindu,78,-226.98245634555116,166.9974036976438,28.104429241010287,C,-192.26504025998622,122.44264732395223,E,72.18493925145675,-3.8911504982060126,213.44969341923874,B,C,B,E,-190.0650411319837,0
US,Yes,Jewish,45,-210.0054291718583,-48.493671620009174,-120.7612464333668,A,49.2396544921544,40.21629503522988,C,-65.07943035141803,-139.73723476463408,102.03139917174653,C,C,C,B,167.39457405202597,0
Brazil,Mental,None,31,62.677886607863684,-55.86859680742623,2.04502953476172,C,190.87392600635638,-9.523300491723095,E,138.38516302179548,80.92108878834502,-12.857667126060859,A,C,D,E,1.7441435158916778,1
Other,Both,Hindu,59,-221.25137411860698,-2.515500859627426,49.22237193561149,A,2.6469375180555357,59.074295398763766,C,-110.18380481304895,99.73292627025305,70.67307537778113,A,B,D,A,-125.68445874258404,0
Brazil,Both,Christian,94,-62.51130139994162,273.4431099730963,199.75850723414848,D,24.085318363878446,-89.16706585302961,E,47.114510380884525,75.50314245606916,213.32036051339486,A,D,B,A,36.7268165989015,0
UK,None,Other,53,-88.60023618530293,-97.1732282691744,22.72368516182709,B,255.98784498414585,6.913764664739834,A,-69.4140251364477,-30.505762226909322,-141.27344067023998,C,E,C,A,-199.3498733542366,0
Brazil,No,Muslim,40,-163.35794718438015,67.88739869404992,-25.88300034038034,E,12.180862619576297,-52.53970380509253,C,-267.2981878563268,92.01240440793758,74.32863013814062,D,D,E,E,152.88131950307172,1
Germany,None,Buddhist,67,168.3343132954436,-4.359299634699446,37.13204937681976,A,-78.88203813990945,-144.83565742692014,B,54.43082330380129,-88.29656394746374,-77.70410947756871,E,E,B,E,116.81843414784703,1
Mexico,Physical,Buddhist,44,-60.31211756246289,9.489830754785181,86.46110098967476,A,68.7890358280169,-75.51939423588446,D,-106.3823177256842,-165.89371293580555,-68.98990980927714,B,C,B,D,54.74112720580501,0
Germany,None,Buddhist,28,39.82652100171878,-95.64198426000632,24.2568753156994,B,92.21704489372122,-53.970813798701876,B,-72.2026057415717,-181.35031492316705,64.5279020396341,E,A,B,C,131.82259947624166,0
Other,No,Jewish,34,13.683038048479817,39.54243969352368,-20.966871761704592,A,20.671945101706086,-32.62907143531011,E,-17.948746346028706,34.39878569230666,-82.96174947922594,B,A,C,C,45.23911303928656,1
UK,None,Hindu,73,-165.7532852262861,3.5534484165464795,-0.7913727914856955,A,-2.109535815723923,78.94942145415071,C,35.16625013651013,-91.11335878885896,-8.243420297792262,A,D,C,B,-21.740843350289865,1
China,Both,Hindu,19,1.916224423662382,99.91660480362818,145.4253787431219,C,-18.889879756567854,73.06670800884022,A,-152.257753365451,-59.86899665493783,112.03196310375243,E,E,B,C,52.544772302553056,1
Brazil,Both,Other,43,-3.1076302186267473,10.835938902316753,24.6507221403985,D,-52.16627989420726,-98.90425164157432,D,120.54248231574647,-20.67133221786369,-168.79322389934788,C,C,A,E,106.2692402144369,0
Germany,Yes,None,51,59.62753815040828,19.529470966606162,21.370233965112806,D,-31.84422609573091,-82.74947893897132,D,-36.20534638532236,-21.10363212476381,-146.04015889008403,C,B,D,B,-145.1606917310558,1
US,No,Christian,99,-123.12967723281625,16.96940446882572,118.30559683567827,A,-177.75176569289366,-39.05031491836531,B,92.12122370659705,22.420330400140664,-204.35140480656565,E,A,E,C,-231.17420658573562,1
Germany,Yes,Hindu,26,124.3405068029378,60.81842423181326,-35.249631901547765,B,-14.67962507531154,103.25703522961784,A,32.557517012586764,92.26341609038725,-26.4553658569967,A,E,B,B,70.67372129453092,1
UK,Mental,Muslim,39,96.76143824350713,-74.7272236034758,132.32701568226898,C,188.98849659635175,142.3721430896495,B,-68.98328924428944,160.92560819707785,-112.86244681608986,C,B,C,D,9.330321931433527,0
India,Mental,Jewish,91,-85.329979969088,158.72017680368177,64.96327722159305,A,59.07058481254494,33.427082910614274,E,-166.29608151996115,-96.51317628111566,80.63531511157478,A,E,D,D,56.01915454650515,1
Germany,Mental,Other,41,-54.65430253458108,-40.94596978305435,-176.9521303787389,D,20.51555299315747,104.52568432112663,B,88.64905077696864,79.08659550215854,87.78879938935165,B,D,C,B,-148.3092082988392,1
US,No,Muslim,92,-40.34350098658858,-60.77171387536894,36.67108773300689,D,142.69436403840172,178.25694328673356,B,110.2930984439283,-184.64103647320852,5.041634831266596,E,D,E,E,105.4533801549733,1
Germany,Mental,Muslim,38,84.85081003069742,-86.12229249394684,54.66025843905334,A,-178.56233727302333,124.26852816237388,E,-17.349541426697627,82.46689346083829,-74.38328081791083,A,C,A,E,52.75122934254375,0
US,Yes,None,22,-48.420415309003914,23.655227981047624,-74.23522937478698,D,-15.376695919748007,-72.64575970948269,D,-147.16413215566467,-99.81582978124217,-16.25447028929716,A,A,A,B,72.22568904368109,0
Other,None,Other,26,-34.93391629327588,-124.60079932443726,-12.294170353564365,E,-65.2019898247169,107.91387901398674,A,124.41371834908243,82.79222274868779,-6.2031288546991465,E,A,C,A,108.50273040852403,1
US,Mental,Other,88,18.49630690833344,98.52865907017538,-29.64576811669199,D,61.344373435726254,118.19592945681217,C,-58.4680911964368,52.42066645028884,-116.4520691442668,C,A,A,B,136.43468157153725,0
UK,No,Jewish,93,185.65388695740484,207.15952174502615,-133.70380421008275,D,-111.19856136093271,40.8277879735401,C,-172.22174352587768,95.68125292204938,-8.496320913616822,D,D,A,D,-3.320332648555918,1
UK,Yes,Other,28,-243.40930618996296,-59.06202356825945,-132.40892933923007,D,113.96120563769907,28.86634306753855,B,82.03089051055711,47.95939248805042,-139.1105377868321,C,A,D,A,-111.71152059510251,1
China,Mental,Jewish,93,140.30331012725242,-80.34843097686833,-149.4357297908796,A,-35.07846592544194,-39.05559670334293,A,3.3364118085639918,173.2081632445144,46.16937279321824,B,C,C,C,-164.43881256738194,1
Mexico,Physical,Hindu,62,44.3472027108614,43.90070296675198,24.372847510624474,A,-104.6769469810414,18.395321704703804,D,-33.04378615352787,16.796312047699654,48.12276676938389,B,D,B,D,-113.91442129519172,1
Brazil,Yes,Jewish,44,38.547948049139066,192.29627879711978,19.872463945694612,E,14.425316249256575,-156.77747691008003,A,104.66416858640248,89.30882783284856,-99.6430894229313,C,C,C,E,-81.6143917545303,1
Mexico,Physical,Other,80,165.0903895318403,-62.95823959523793,-135.561084599279,A,160.1856749550298,-32.77329513866442,A,-108.85919324518345,-6.728122969411286,71.86418407097341,C,D,A,A,-54.432535791942,1
Other,Mental,None,24,73.63541970072185,-64.81962745905065,59.15069936051155,E,-70.13880000555974,71.91590481845631,D,97.25497427488841,88.43677609888523,6.461388879827062,C,D,D,B,52.769307019150226,0
UK,No,Hindu,55,18.986902094998598,-26.794337352169904,10.12576979990772,C,-229.39342554295084,212.27047559699997,B,60.18889826479491,-26.096961327947504,3.3322725122260617,B,E,C,E,-88.94378371556022,0
Brazil,No,Christian,55,33.04187701621813,-63.819494772779315,-194.11706789312373,E,-141.96718010010048,124.03833549328532,E,-43.545651921822795,103.77194522080735,-92.39002041167068,C,E,B,C,130.439002735029,1
Germany,None,Christian,36,115.77360009439607,-22.47027494286424,8.801555477253292,C,40.47574186678242,-142.1687790348829,A,24.635076619272063,-49.78477260243472,-75.54123736713598,C,A,B,C,92.93521604475676,0
US,No,Buddhist,65,147.31389563575047,-55.412817442777396,-36.5211819119387,C,-93.21207917795209,-53.52157493402005,E,-53.79025698235951,31.97570081929056,68.07055811046973,D,D,A,A,-202.27067430674856,1
India,None,Buddhist,86,-15.78830970404757,247.8159147681255,-146.16222420066362,A,-101.93414867717854,100.33265820539393,E,246.39384917597417,19.30201174015324,-5.700126236306258,A,D,D,C,29.519879365924123,0
China,Mental,Hindu,84,-119.89067974186224,-62.62732256645103,127.15918067391779,C,-47.90257039535412,64.14218464472741,C,14.213167060119899,-3.2124255088861187,67.9047704884401,D,A,C,B,-149.32154187377438,0
US,No,Jewish,21,95.43838386781893,-174.51553768962418,-16.012104507585033,D,162.81525155361985,-5.436697759994576,A,136.27097754979744,-109.22013850481586,36.07514692126726,E,B,B,C,-152.5759682421215,0
Germany,None,None,87,-52.73427049555362,-148.36349371021774,-139.87825094082956,E,129.35332139531647,-121.65922430042133,B,-122.86035307359407,38.97098959280876,40.512748585764406,C,E,C,D,23.410420855027454,0
US,Physical,Christian,88,17.87764379046607,223.1186985385223,-50.10328798326433,D,-134.9895879373214,163.59514869310644,C,37.89266108359497,-88.28042847965474,17.15743702025489,E,D,B,D,17.923155203348443,0
India,Both,Other,94,78.83654186210356,38.56989481935517,-32.447758223439195,B,142.03376489765952,45.38881206436249,C,-19.050944853200463,46.17990810108492,-4.684389965369769,A,C,C,C,-87.89236827502941,1
Mexico,None,Hindu,32,5.286771609184661,-45.130518626233965,52.406355697702814,C,18.972158282939308,100.81055209605555,D,236.8211900964892,-83.83224358728468,163.11126670013763,C,C,D,A,60.87361420838052,0
India,None,Buddhist,74,-93.2180696503577,-107.09472995348209,-40.58934202155274,A,26.58242685606411,60.996047953718445,C,21.245309375267535,-8.878331604965338,-41.15585316301008,E,B,A,A,-26.615646632209327,1
China,Both,Buddhist,72,-111.93652658665086,-81.75669954066747,57.92163427847209,D,-44.96935960979858,-70.76429239766492,E,-5.405396490064371,131.38986743727767,115.8689394185675,D,D,C,E,125.50522859688074,1
China,Both,Other,55,81.20963228601823,-89.43876891473047,-119.35017443021931,A,-43.9862463058857,-49.41592089600837,C,86.82745026666518,116.35890467975061,-21.60601113544986,D,B,D,B,-117.78895616455895,1
UK,None,Other,79,-123.77233157063519,-149.57079787199345,128.08561294382136,A,105.62890429842837,11.153539781730851,A,98.31668936593645,47.811472982228565,-187.61858658598356,C,B,E,E,48.87365726523705,0
Brazil,No,None,29,-2.2740232830401865,52.70893919759767,285.3181409955044,D,-71.76361155927043,-120.07216566570548,B,17.69675748225351,-86.08015810146415,-176.16911183139905,A,E,A,B,-59.802776101647645,1
UK,Mental,Muslim,86,-40.60919291098589,-27.035254064026624,-67.14514067155073,A,-73.13406612371809,-72.83434163965924,C,-43.76360164902639,188.16291263025548,123.57579639108766,D,A,C,B,-92.8008374251711,0
US,None,None,70,-130.5287500442277,-138.1347829961741,65.24092933528101,A,57.05234343769189,96.50096273387379,E,-70.43660163769495,-83.63278605835262,65.67370100061495,E,A,D,C,47.37496266638486,0
China,Yes,Jewish,87,103.5435768956453,105.40097397116878,-43.39566437286283,B,8.963675083428482,153.4935604067794,A,80.82067230830742,-33.978921301110724,-116.0111794926327,B,A,E,A,-13.822453849742224,0
Brazil,None,Muslim,80,-45.16951852898299,74.24596256510621,-65.9830635794638,D,81.67395341375229,90.27871085373796,E,12.898453143804586,-2.5460473350721076,12.236501037742475,D,A,A,E,-94.8991318727434,1
UK,Physical,Buddhist,55,49.38954417215003,-85.44517864650838,96.49932239896968,B,71.18177112487064,24.015788062301315,A,-92.13605706263776,-59.25333768093165,4.588250739237432,A,B,E,E,80.37551389006553,0
Brazil,No,Jewish,72,37.11955724601835,-60.685141431839554,-183.25413707548822,B,-102.59893402994682,56.51557252863908,B,7.018215991480236,56.664074004110674,-55.43420246888176,B,C,D,C,159.16197052637546,1
UK,None,Buddhist,29,1.971019218916476,-42.05954453218048,16.942486910220094,D,6.266751787508798,63.284786782004176,A,-34.48383332252722,-65.24157464834269,-110.18166338413282,D,B,B,C,103.60402247044603,1
China,Both,Other,33,21.512174172374213,141.0111316060199,65.09461939905076,D,-27.676244709107284,30.904681235064977,D,-59.19178074036889,19.66049052385775,-69.27413198549979,C,E,E,C,-189.18166056274046,0
Other,No,Hindu,18,114.23378349112616,-48.31973069010873,-43.6442875487503,A,116.61266698404069,-165.13147048357217,A,-24.47462654258413,132.1443953327836,11.781659432253665,D,E,A,E,-29.69012432989174,0
Brazil,Physical,Jewish,33,-44.236418923059134,39.31726146774687,-91.20039992029955,C,81.26005386090341,-151.86139692605752,C,-168.50019953231717,193.94506471066185,122.38265697414485,C,E,E,B,-120.63570312798623,1
Brazil,Yes,Muslim,51,-204.69860744954477,24.753021002200573,-98.07912815058415,C,-78.59080398005165,47.25686509160935,A,212.01984817143818,56.10647677426649,-28.21025348211752,A,A,E,B,16.24338129882625,0
US,Mental,Buddhist,68,-3.158763468173543,-216.74444592104848,39.64364016888004,C,82.3482128860483,-19.727809190257002,A,139.23063864089184,-34.38186862558475,-105.9697382913468,D,A,A,C,65.82381467030413,1
US,Physical,None,66,-37.69593324788385,149.66533371625624,-112.48776030927235,C,-72.63811661994976,-98.33376789432185,A,-78.82904322448421,106.4062733749164,-8.068456116534506,B,A,B,A,-72.35011994241144,1
US,Physical,Hindu,49,69.85219499804441,116.79628157447422,-15.355130047830501,A,-110.90000506879663,35.01081491912553,D,-116.95942161995927,28.35359034425395,-58.05254115258434,C,A,C,E,-20.521903886224028,0
Other,No,Muslim,46,19.50680666120918,91.41809892499536,37.61944082541267,D,-61.391083463823904,87.73883303738353,C,-29.321768419569676,190.87793137753002,97.39993633876435,E,A,B,C,1.016277350346842,1
Other,Yes,Other,95,-40.694828910845374,-7.624472928118473,150.9588554743286,D,-220.03521333621734,56.5322204624102,A,-97.4587407576298,18.868995858936163,26.088231804921698,E,E,C,E,-94.92632891218304,1
India,No,Buddhist,41,115.82795661077527,-166.03516898039686,-260.2510452574386,B,-232.6446428189506,146.50534645320624,C,133.93377545830444,64.16711054443114,53.14740953840062,D,D,C,E,12.367491347065641,0
Germany,No,None,82,-24.343886104013578,-35.70105167854113,128.37642095105554,D,39.76200540752112,-19.93794556137571,E,-45.08926353647226,125.01559865580445,9.482411201767173,D,A,A,C,55.56455518049863,0
Other,Mental,Other,83,-53.87840289045251,-178.36015401656613,50.95787330505992,C,121.68653392937567,-63.47289421021151,B,-39.42585410288027,109.59755864603306,-95.29400986235531,A,C,C,A,-45.560933838692904,1
Other,Yes,None,44,-192.4033082204985,124.71544275534367,36.355869930317,E,-27.943265401409402,28.883801988645597,B,-33.99111066703678,89.7024963494364,58.42259435736402,E,D,A,C,-89.1549472058225,0
Germany,Both,Jewish,24,-11.018716677119809,128.77669988729684,-78.17950448191806,C,36.32493422583227,-17.837320787084312,C,-99.55115701553571,83.88604747817308,13.261090370003338,E,D,C,D,-137.44581913434422,0
Other,None,Buddhist,63,6.286802315273531,-117.17724487408788,-206.8432354554635,E,130.7233114318563,11.060760617749699,E,-107.74061896832919,169.66044125521333,-34.847076357083,A,A,B,B,-77.84866649447105,1
India,Yes,Other,72,37.6580371295177,78.21479132586006,-55.42771305981281,C,98.10362163800667,27.554450166277455,B,17.458538547894598,-98.64017062654564,-6.76040724622111,E,A,E,A,66.64510082408327,0
Mexico,Mental,Christian,64,91.11487695018332,3.0894320473965813,30.763291654733916,B,-208.67723291955218,-13.426600569650688,C,3.0848531113663795,88.70514516193252,-49.72547859434619,B,B,C,C,-202.59649010357128,0
Brazil,Physical,Jewish,20,-109.6840346590279,48.60913348283762,-133.64526056035191,D,151.55617324852017,-12.959273176144853,A,21.807088975930196,-83.93800795145971,48.66335063801423,B,C,A,C,-174.8439188833666,1
India,Yes,Hindu,88,-78.71421919286115,9.729203226742143,3.3973781625276955,B,80.06241601820959,-98.41047666608706,C,-23.35631881033564,19.004278135829118,10.276514492724509,A,B,E,A,-70.25561838988504,1
UK,Physical,Christian,63,-31.287706966659805,-24.890626762651188,-151.84500981846222,D,-3.283526379273659,-44.338986464712214,D,-111.31586116371763,-54.279279076322595,89.47763239972593,E,B,D,A,-127.934749716687,1
US,No,Muslim,26,-162.27746334595665,-130.55899706572887,92.75382371733541,D,187.6386303266343,-157.82388468103173,C,-282.8761160885192,-138.98711156824035,24.148883156606598,B,C,A,C,35.402650562771235,0
Germany,None,None,68,-137.12844517986179,6.843201226817543,102.75852145170032,D,116.16102345511186,52.58034939239889,B,59.6861271981045,66.41220242413658,3.40009743799526,A,B,C,C,-232.2248895548376,0
US,Both,Christian,37,54.083768230290254,30.909551424919595,69.82426633266108,B,28.299714181938175,-35.31102051306251,E,15.672271474809559,8.24755569490131,53.973677439039655,E,A,B,D,39.33436782688873,1
US,Mental,None,70,102.88766950487265,-9.846645169028738,-74.46481768901613,A,-105.61592139758626,107.69496972816022,A,-90.54713577974967,-92.99254015795599,243.98261883638153,C,A,C,B,-42.10892585104645,0
India,No,None,94,17.1983836349564,-45.29169624910159,117.57871873730817,A,-3.022007115294653,88.35830040237862,B,-37.60285231926886,183.7522432822277,17.12442226475824,B,C,A,A,-107.16956788234275,1
Other,None,Muslim,19,125.74824343243631,122.15290933084174,45.92157762309546,A,-98.5373217536161,107.13163432152888,B,147.24961254020033,32.57955184890076,-191.69852738866214,E,D,E,E,-45.51231073619153,1
Brazil,No,Christian,65,43.67836315593094,-261.0798299823673,51.682424841463956,A,-195.04480388052104,-28.507909452912738,D,-49.39509076484205,-195.72585065964654,-212.99107354179196,A,D,C,D,5.328086079998055,1
Brazil,No,Other,66,-286.01942965914947,-140.71937930989625,36.31099510740947,D,-1.2474534945220832,66.53473025989155,B,154.96989034565289,-231.803685815022,-135.1454372791859,A,E,A,C,-102.51488445482421,0
Germany,None,None,67,54.752015558370594,-157.39193309902763,25.028585955751208,B,-122.86056134743251,-76.02060919540428,A,155.60305712802162,-104.95330340398121,-81.15374577737954,A,E,E,D,-2.389281612879266,1
India,Both,Christian,86,-83.58748529502404,-26.177877479795708,111.20409585085082,D,123.02353313188019,141.56450281227652,B,-102.9573217389651,-104.35487937517411,174.90910860890256,C,D,E,A,-92.76517440910223,1
Other,Physical,None,28,154.56530538174252,-112.48776309255216,-58.42508486648783,E,-137.7370635606523,-44.839734987464766,C,102.68236565271023,9.196558155154221,-95.43482792178258,D,C,B,A,105.62224817185808,1
Germany,Both,Muslim,39,-69.4426292777095,-69.03810349774817,-125.25768058560485,E,124.61694461372592,-4.36794606113202,B,-11.035178907067127,7.700963411563688,7.008151795068489,D,D,B,D,160.24104786687775,1
Other,Both,Jewish,25,-33.294889214702586,134.81388921096863,5.325163694902954,B,35.76872391761643,53.699925184532006,E,-150.82655357651825,51.2527068234692,-181.8475528020558,B,D,B,B,-66.05131810715562,1
UK,Mental,None,71,-158.84804162129768,-36.449238948956456,-108.59814907569825,B,-203.33995207686542,-64.3527714185323,D,20.516051484327093,-39.31681030305222,-54.702029852074084,C,E,C,E,-168.40719349567735,0
Brazil,None,Buddhist,43,-73.23452309983853,126.26000622000369,43.10398137139288,D,-66.48762409212505,68.31576378150352,C,100.69618217005214,161.09287438404422,-156.8592143673224,E,C,C,B,-116.03948760429141,0
Brazil,Physical,Muslim,97,46.954166663003996,56.73349614965718,-97.92404601656494,D,-91.91925923701454,-126.2665202806277,B,-193.51806736737097,200.47386273508442,-151.31502875704192,C,B,E,C,-81.04046788307356,1
US,Physical,Muslim,63,111.46637215919013,180.34643129248366,-45.27152349689744,B,263.5716955151727,74.5839144717174,E,79.43463272833533,-156.5525565958448,-69.77369260690158,E,A,D,D,6.58866987961929,0
India,Yes,Muslim,20,-153.00982337139496,-18.189752267574523,27.374053444666117,A,17.463207628198646,-20.86382673576266,C,37.499275412699525,17.46015114923647,-41.859630088181255,B,E,B,B,202.95536081690443,0
UK,None,Hindu,68,-97.36696079787859,-90.58768648630281,-72.07812064289524,D,1.4704974053634805,-99.45773505337148,C,-51.8747041736346,-43.183419117888604,-23.38850302260549,B,E,A,C,-174.1148187470896,0
Other,Yes,Muslim,26,-24.35809411079743,130.65418068464123,-12.370797860843377,D,99.46715906038585,69.27877070884931,E,111.0128387591744,276.3081474380505,-11.240340343374436,C,D,B,E,53.55374983587653,0
Brazil,None,Jewish,88,146.91016091250557,-83.88584524868291,-42.679755996800864,D,101.5399536044699,90.99100706621971,A,30.016690465416985,3.7933933892677953,-56.2125051632738,A,A,A,B,-339.87941007290726,1
India,Yes,None,89,-12.105477297769967,-70.43052708168447,-21.6302928894343,D,92.16098129684539,88.38095358547397,B,-179.6763416042701,34.01315832328691,-122.90198412234434,C,E,B,E,-44.018678353176234,1
Other,Mental,Buddhist,57,9.466541937573783,14.291602037396197,-17.134781537793703,B,-80.78735854694071,67.17628753250152,E,113.86083781081156,0.03791242609455746,-39.22629749095326,B,D,C,C,-248.51906975871293,1
Other,None,Muslim,39,-167.89496212930086,-152.76250797828212,-66.41812640573076,D,56.45997601661917,36.6715932106868,C,-153.98960004838725,154.33407784962324,-58.76906258636955,D,B,E,A,-23.890070979898482,1
Mexico,Both,None,92,-22.233655897779013,30.271560885083442,107.04262423193225,D,107.65996183383244,90.1962532245715,C,167.8019306350817,-143.35213503216158,66.14811389024993,B,B,A,C,106.55555754722992,0
Mexico,None,Jewish,37,-41.45580166343695,6.452799269576302,-20.704193222475723,B,-65.37895642118276,95.7464046572935,A,-42.348349727646024,-25.282676478018224,45.70048502191631,C,D,A,B,-54.84817855526146,1
Other,Both,Other,20,0.6457139339308307,62.72073528402519,2.5491260319874782,D,17.41103654939302,-98.87415418130067,D,2.4012178727868134,6.977175650081052,53.76597789509114,C,E,B,B,59.72845820346853,1
Other,None,None,20,-29.103806714574887,-55.12382298808589,-26.70086129157521,E,-113.61917211515964,-125.83775575111558,C,9.071201372347884,67.45959506838513,28.14960328325603,C,A,E,B,27.463390302671836,1
Other,Yes,None,32,0.27457232720011354,-9.305708187453614,92.48521745107385,A,49.497280666702814,87.66336062399681,C,-52.016724282646095,109.62229196682473,-141.31322783873517,D,E,D,B,-124.30254973687951,1
India,Yes,Buddhist,81,-9.91900890109012,14.101121348897994,21.442154516323146,C,-0.3666783297685158,101.15092386459507,C,-201.09360722224835,-28.758878618050737,-46.17716603322567,E,E,C,A,100.88801851145676,1
UK,Both,Other,81,202.60851604126668,97.45666894439866,-73.88136290547921,D,106.8207221387254,24.256460171303686,B,118.71213292588753,-18.145002304532266,80.60105711980728,A,A,A,E,112.89202964791707,1
India,No,Other,29,80.11555855823133,-6.807907306147118,-80.50569746668687,C,-121.66103301971675,-33.25995023036235,A,59.43390713384559,-21.69949527382988,-10.977968846171978,D,C,C,A,-26.66945159620765,1
Mexico,Yes,None,95,-68.01635104466831,55.3072269022989,-155.81749135421853,B,-145.50370919786872,31.45368664638041,D,-94.43954078157023,-41.94709815627914,3.528313166921089,A,B,A,C,-81.46680201161006,1
Germany,Both,Buddhist,63,-85.07263226567788,-32.57701745775287,-55.627490047501695,E,-112.82029776767426,72.72899911994553,B,9.932402477442267,82.50333564945002,-58.43340650681805,D,A,D,C,-149.5747606617545,0
India,Mental,Muslim,99,13.083293921701586,-1.811993341942638,-108.04412852656601,B,-34.19760975785294,-146.76408407554266,E,-90.01317113285778,-62.77076145227636,-170.48533609961385,C,C,C,E,-204.16209235318848,0
Other,None,Muslim,90,33.75953250795381,-70.82199730969684,-132.56586195750026,A,-26.413100260624724,-178.91532389624055,D,-170.51858522361763,35.612110459077215,179.35772145870186,B,A,C,C,155.8466537141081,1
Other,None,Hindu,84,-136.49330014477493,42.51985369513692,-1.0878006364854325,D,-18.433504625781765,-43.1296618878722,A,-93.88085145167861,135.4454879675773,-133.72346985267583,E,A,B,E,105.51906818348395,1
US,Both,Jewish,44,-156.33840704063294,-13.845052918391158,-64.79735386320917,B,110.68337080835578,61.918680337119966,E,19.12357474850206,-131.71677978902497,47.946607040098534,A,C,C,C,-71.83133786467096,0
US,Physical,None,39,22.23856441118104,-35.29744725339344,10.695554483659205,B,9.678629637302867,94.94909433249789,A,8.120916288963171,142.2459546454633,-78.41127773572548,E,D,D,D,-269.7173344083481,0
China,Physical,Christian,20,-173.83014350997365,-182.1651341501377,9.614460230723024,D,3.537908980564892,-88.74347680500401,E,-51.944960106237545,12.150734126266997,131.25826204816806,B,D,E,C,-71.83200806692734,1
Germany,Mental,Buddhist,68,29.89215005483622,-67.50925733890682,-158.57668451012253,E,60.425906496524405,-3.5917784651935776,A,153.8692838971175,-191.10217836820917,-257.2501781770815,C,D,E,A,-76.48794607655309,1
UK,Mental,Buddhist,50,-46.03141054308252,-171.72037822093884,32.02997858640482,E,22.661811575299854,-42.35030639301067,A,-50.94614227315154,147.15652012240167,-18.71836440157911,C,B,D,D,145.12785911295038,0
Other,Both,Christian,76,96.29566391520127,85.63185524689145,-31.534207540390575,E,102.81836775174256,-61.049424423377616,D,49.888833256302306,76.98918132185335,74.06601811254009,D,D,D,A,-120.14285413900865,0
Brazil,None,None,72,27.4939163969545,146.03977520879735,21.72118642572263,A,180.50395792220752,80.32970333510828,A,86.37866385891303,179.60262840289838,-199.08523640167715,E,D,B,C,-194.4138783826457,0
China,Both,Other,57,8.216342587333008,117.21990703762799,-25.83545762005925,D,125.02563136347091,11.238003529168541,D,39.35271503137792,169.6515772232073,-93.89008106515209,B,C,D,E,-46.64125153557046,1
China,No,Other,32,36.08405483757428,-14.48472519736432,-46.9847735993128,D,-37.311963812712484,99.25946282005582,D,-29.845376529128565,20.601614244474217,-168.74288311439446,A,D,A,B,54.26190332897269,0
Germany,Mental,Jewish,35,-13.13954245011429,53.72908842510068,309.1905502219916,A,78.85793118876639,-42.75206370627778,E,-178.88535652721228,-76.84991941432722,8.644025110436987,E,E,C,B,-11.485423283928297,1
UK,Mental,Buddhist,79,-49.27793126672053,-71.20909226068781,-28.89576955371791,D,-38.73344083183135,50.38125373482679,A,252.05142933966883,34.70390991351252,-128.55368944588537,B,A,E,B,-90.11514038844116,0
Brazil,Mental,Other,37,-101.99881276162958,55.183861879665166,187.60350595980967,A,100.42404504711098,-118.37292017428433,C,-124.83533653547796,-190.24699909541067,103.0207758386568,A,C,D,B,9.221516844640583,1
Mexico,Both,Jewish,92,-49.137682034154274,248.5438401170864,82.41883242484484,E,39.11831275589378,-10.083116208272427,E,-44.71807425376036,54.0249153492712,-13.150216461891759,E,C,C,B,168.51389098774564,1
India,Mental,Other,46,96.56864316136394,-125.0956786357779,-161.7930899034428,D,77.46367167235341,-69.50374527107492,B,-115.9477891872186,48.72446266654756,-93.21433024978388,B,A,D,A,101.8501407588392,0
Other,Mental,Jewish,30,74.50700882522739,59.554450563681094,43.89342001018268,E,17.916376001781675,34.41068192869079,E,-57.35653283411495,-205.44363947033636,-92.77268533076143,C,E,A,E,-35.39435751278482,0
Germany,Yes,Hindu,43,-70.0708519442694,-33.77224788844779,124.76191704893738,C,-87.16760865784354,18.030619923081982,D,134.81385419029564,55.68103758913975,-79.53575318565632,B,C,A,D,-108.69034144489147,0
UK,Physical,Buddhist,45,-111.15263020182012,-45.189741528272044,123.77926533701873,C,169.47631877421435,-8.8515910139047,C,25.58904183450807,26.503293446239866,-2.0044871036014036,E,C,A,C,-97.50625993306143,1
UK,Yes,Other,60,-28.61144326487246,119.5243588264695,28.616531547039166,E,-81.57342652762046,100.3032312723424,B,106.92130413599625,47.56941535630575,85.94266251317822,E,A,B,C,112.04788951682613,1
Other,Both,None,93,-135.81952619753284,111.45575573791288,-118.8104079086448,A,-88.99393010193054,33.64083786732813,A,26.339331821311674,82.66235942901308,131.92763955166674,B,C,B,A,-95.43362711298245,1
China,None,Buddhist,90,-27.331209911555888,-228.78601239305283,22.970278799658796,A,42.6237976901272,17.995779332379062,A,87.10636145083053,56.93519205318982,-125.17984296951585,C,E,D,D,-28.044773306779568,0
