disability,Race,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
No,Asian,Single,E,C,D,A,C,B,B,15.522061780671548,B,130.75370429432678,E,D,D,-91.87828171721262,29.292595188571486,C,0
Physical,Asian,Divorced,B,C,C,E,D,D,E,-39.61454599068932,E,121.96299055184514,B,D,E,-57.092670287530346,-11.379191317065516,D,1
No,Asian,Single,D,E,C,B,A,E,D,-61.72216188388554,A,-80.39800956394123,D,A,C,-29.282106717461716,23.446178389864656,C,1
Physical,Other,Widowed,A,C,C,C,A,C,E,-94.50656687450227,E,17.63629838510332,E,B,B,-57.892808765644375,149.35320209306474,E,0
Mental,White,Married,C,B,C,D,C,D,D,182.69308699420614,A,55.89970213740693,D,A,B,-59.50706779227979,-42.65582877292295,C,0
Both,White,Divorced,C,E,E,C,E,E,D,-46.64341168182277,A,-13.679039597586023,E,B,B,129.3729278377415,-68.5615848318212,B,0
Both,Black,Single,A,E,A,B,C,C,B,-24.94800682287285,B,181.36436154722082,A,D,A,91.03275008758246,33.85737604366994,C,0
Yes,Black,Single,E,A,A,C,A,E,B,-6.590549938146861,D,-181.25399849827508,D,A,D,-44.017184761936875,135.64437887085376,C,0
Physical,Other,Divorced,B,A,B,E,E,C,A,90.40170195765754,B,-115.30526100219438,D,D,B,74.34242987124405,103.72927444567013,E,1
None,Hispanic,Divorced,A,B,C,E,E,D,E,68.41613847433823,C,29.925545802284642,D,D,A,24.54666158693037,39.45596140383056,C,0
None,Hispanic,Married,E,B,C,E,A,C,B,20.3649803070101,A,95.53415908383381,E,D,E,70.57705703996587,-74.36139015103387,E,1
None,Asian,Divorced,E,B,B,D,D,A,E,-67.9595729598576,C,39.66911592546477,A,A,D,-62.760920409089394,-116.66887609462164,E,1
Mental,Black,Divorced,A,C,D,B,B,D,C,153.20030358869516,C,-112.0371734089154,C,D,E,-244.05112562053395,30.54587507310307,B,0
Physical,Hispanic,Widowed,D,A,C,C,B,E,A,164.07394725525597,A,49.40030629182404,D,A,C,70.2397609068917,15.412296717850321,E,0
Both,Other,Divorced,C,C,B,E,C,C,B,-4.851587855971398,B,-77.84268719793681,C,A,B,-174.39821060896153,33.02359930242281,B,1
Physical,White,Married,B,C,B,B,C,E,D,60.04605560475109,B,-155.7799674761764,A,B,A,89.07882981229433,111.81358067353105,E,0
Mental,Black,Widowed,E,C,B,C,E,A,B,-136.54286725405984,C,-34.09707409308291,B,A,C,103.62291091367939,29.05551880082925,C,1
Both,Asian,Married,D,D,A,D,C,A,A,-99.78503610396115,A,64.40923079176278,D,B,C,-11.775829791739591,-1.9710982572142888,B,1
Both,Other,Widowed,E,A,B,D,A,D,E,-123.50815694787075,C,-68.84082145941287,B,B,E,-27.598475220830437,-209.67630067611017,B,1
No,Black,Divorced,C,A,D,A,E,E,A,65.05704243768278,D,-50.23221833174131,C,B,B,94.15710189986973,94.48765085928463,B,1
Both,Black,Married,C,A,A,B,A,D,C,163.14235220943007,C,-15.436297938494508,E,E,C,-37.16034735878993,141.10045858113222,D,1
None,Other,Single,B,C,C,E,E,C,A,-288.3137778250152,E,-99.91641427019617,B,C,C,-102.9202465482419,-86.05062099839684,D,0
None,African American,Married,B,C,C,E,A,B,E,43.4348648681858,C,127.26355848093465,C,E,D,294.2498136415524,-18.21474069979984,A,0
Physical,Black,Single,E,D,E,B,A,B,E,30.232085656044127,D,77.47719301000188,E,E,A,8.04189176389064,-145.7140685965466,E,0
Yes,Black,Married,C,A,D,D,C,A,E,13.70572440205144,A,-112.75107830513697,D,A,C,-99.47285521966995,-37.280680784391336,C,0
None,White,Married,B,C,B,E,D,D,B,-65.70837898413991,D,51.87551795722472,C,D,C,-28.83726358718186,-83.2219083683022,E,1
No,Hispanic,Single,D,C,D,C,E,A,D,197.62940515227564,C,-88.28215125242372,E,B,C,175.19478651874354,-4.171126917469807,A,1
Both,Asian,Single,A,A,D,A,A,A,C,-91.82740153335072,E,9.653912923916023,D,C,D,0.30608350340528356,-44.633999944245716,C,1
None,Black,Single,E,E,E,E,E,D,B,40.34966165367294,A,-82.56013722581783,B,B,B,25.352383383133876,72.90916200049575,D,0
None,Black,Single,D,A,D,B,A,E,E,-8.156340050537423,A,69.82016745128998,A,C,D,8.818338241607904,-43.432774370789694,D,0
Yes,Asian,Married,E,E,B,C,A,A,D,-19.218806849958757,D,-60.91028463288693,D,D,A,-72.20597887567584,42.38820390559314,A,1
Both,Black,Divorced,C,B,B,E,A,C,C,-31.664565800255918,E,-59.007455475291216,C,E,B,-80.71277110199628,-219.00154556073352,E,0
Yes,Other,Single,D,D,A,B,C,E,E,-5.735577019867344,A,54.68342867253454,C,A,D,-11.444150513129703,78.2873356077748,A,1
No,Asian,Divorced,B,E,C,D,B,E,D,27.236776995722288,A,-185.4989672039705,E,C,A,-5.619143829419109,-47.23768422476991,A,1
Physical,Other,Divorced,E,B,E,E,E,E,B,125.1013750307009,A,-28.987848417806727,C,B,B,-13.544994186178682,-108.21521095780567,D,1
No,Hispanic,Single,A,A,C,D,B,C,E,118.58595775663514,D,-20.068495854048777,E,A,E,56.54746146250578,-140.2574720647221,D,1
No,Asian,Widowed,D,E,A,B,E,E,D,-19.566426398614205,D,-115.51040532334471,A,B,E,-83.337620152735,-121.668002498199,A,0
Yes,White,Widowed,A,E,B,A,C,A,B,57.069863982200665,B,-152.70372593219977,B,B,A,10.043514997339372,-17.3843723444326,D,0
Both,African American,Widowed,C,A,E,B,E,B,A,-104.57162387746857,C,-62.40366947974244,D,B,A,-34.984632915353394,-79.4813030826081,D,0
Mental,African American,Married,C,C,E,C,C,D,A,-137.61429411744493,A,20.72029057169912,E,A,D,65.00692685367454,6.479680939745536,D,0
No,Other,Married,A,C,B,C,D,C,C,-29.276870235526236,D,30.67031906552451,C,A,D,11.115284192057533,50.13537940964885,E,0
None,Hispanic,Single,A,D,B,D,D,D,D,-133.1146616017418,D,175.57807801389217,E,C,E,-31.166285381373914,-91.42757954501626,D,0
No,African American,Single,C,E,C,D,D,A,A,-3.242981755632362,A,-23.059392306467622,E,A,C,-95.2469430502405,-13.601123822830234,B,0
Both,African American,Divorced,D,A,A,A,B,A,D,-73.90399250874154,E,-14.506363444956923,A,E,C,14.321634074332664,-13.207151898917877,E,1
Mental,Hispanic,Widowed,E,A,B,D,C,E,C,-9.434127220663276,C,-151.92522410117974,A,C,B,107.01574461578124,-48.268971479780184,E,1
Both,Asian,Widowed,E,E,C,E,D,B,E,190.00006294180855,D,-13.770332664893278,C,C,A,-17.193452663765367,-79.48276625785718,E,0
No,White,Divorced,E,C,D,A,E,C,E,-138.95467881233242,C,-39.6737347305969,A,B,B,-93.36590165682381,9.652861728541197,C,1
Mental,Other,Divorced,B,A,B,A,C,D,E,-82.26976851576731,C,-9.614176376787958,B,D,C,-66.43067435459041,-40.91950685047426,E,1
Physical,African American,Widowed,D,E,B,C,E,B,E,-78.51898530459704,B,-60.62280506175469,C,B,E,130.2423524230508,-4.3926137047117955,C,1
Yes,Asian,Married,E,A,C,C,C,A,E,-125.18384477427172,E,-81.261071040649,C,E,A,-7.625385317949844,-154.33088178108275,A,1
No,White,Married,C,C,A,E,A,E,A,108.58400406891253,C,3.020548399123201,C,B,D,-113.30871312627295,145.56919716765287,D,0
Yes,Asian,Widowed,B,D,D,D,A,C,E,-73.45402918001781,D,-80.57607374604034,A,C,C,-122.29498040279879,-33.248922265711535,B,0
Mental,Black,Single,E,C,B,A,D,E,D,106.75928617059644,C,39.390228709477995,D,E,E,165.28261278936284,-34.276751300542514,B,1
No,Other,Widowed,E,D,B,A,C,A,E,16.884774566256006,A,-137.64289329153715,C,E,A,-54.05849358086129,179.4200170576455,A,0
Physical,White,Divorced,A,A,D,C,B,B,E,25.25882513263302,A,-187.4882094296966,B,D,B,142.04046780136056,-177.46418593900725,E,1
Mental,White,Widowed,D,A,C,D,D,A,B,185.3024898798421,B,-70.89330590570533,C,B,C,-86.6399319586185,43.047007514471936,E,1
Both,White,Married,D,D,B,C,C,A,D,-109.2923669395758,D,-101.56004439128203,A,A,B,-12.82053550573937,-16.267709113343827,E,1
Both,Hispanic,Widowed,C,E,E,A,A,B,E,42.31206198519789,D,52.70813461015037,D,C,D,-41.319626503810284,-56.554466670714056,A,0
Mental,Other,Divorced,D,E,D,B,A,A,B,-22.848212797737126,D,-167.03979025785998,A,E,A,23.907084301051924,-8.76143919428509,B,1
Physical,White,Divorced,A,A,E,B,E,C,C,-69.85534731486872,E,-23.964374778303988,E,E,A,95.38183569512387,-151.3912176014116,B,0
None,Asian,Widowed,C,C,B,D,E,D,E,62.67327331263595,B,17.42286196425521,C,B,E,0.5388278609942498,-72.58137525076009,A,1
Mental,Black,Married,C,C,D,C,E,D,B,11.082975049426393,D,44.40152228173321,A,E,B,102.329334779194,-29.41826426460461,E,1
None,Black,Divorced,C,E,A,E,C,E,B,141.41320406138527,A,29.916581708499862,B,A,C,-2.8250000579574284,11.985225991166002,B,1
Yes,African American,Married,D,A,C,C,D,E,D,146.2492184708744,C,29.228762979646163,B,B,A,45.938339354136474,46.386010788684686,B,1
Yes,African American,Widowed,D,A,A,C,A,C,A,145.8724386265612,E,-8.255664101017695,C,A,A,73.29025413877818,-22.848220338391055,C,0
Yes,Black,Divorced,E,A,D,C,E,D,C,112.65913334924593,E,117.0047860821684,D,D,A,105.44613869519009,-151.0431889985571,C,1
Mental,Asian,Single,B,E,E,E,B,B,D,-40.6218968413753,B,146.08090634228773,B,B,C,-26.830785110199162,-20.019989458396843,C,0
Mental,White,Single,A,A,B,A,A,C,E,-121.65932050305179,B,96.33424101347296,D,D,D,-23.907513295021918,54.707651889029265,A,1
None,African American,Widowed,D,B,D,D,B,D,D,18.989555731545448,A,-87.42461324244036,E,B,C,52.29303801237536,172.75943440688746,E,1
No,Asian,Single,A,D,B,A,D,B,E,-115.01770590454473,C,-131.70760894583287,C,A,D,41.3206021916815,50.551706779232944,C,1
Physical,African American,Single,B,A,D,E,A,E,C,-12.485372183850053,D,3.3426851642130564,C,C,C,-66.97937180170088,-142.40843764740305,B,1
No,African American,Divorced,B,E,C,A,B,C,E,-9.124952495830318,C,141.64953319874255,A,C,E,153.00103501320459,5.7579645946298035,E,0
Both,African American,Divorced,D,A,A,C,E,D,C,-132.32115057691297,C,-61.39781929325445,E,D,D,68.58301124702157,206.70508223736874,A,1
Physical,Other,Single,E,C,B,B,B,C,C,-226.15763731951643,A,94.14640397927342,C,A,C,-140.0609305154705,9.303520794918205,D,0
Both,Black,Divorced,D,A,E,A,C,B,A,20.18672824736101,A,-118.74292305589648,D,C,A,-164.1081699393685,105.94998676430481,E,1
No,Black,Widowed,D,D,A,C,E,C,A,74.30444467948227,E,209.35598747801117,D,C,D,-59.77237436213977,-96.84950216419851,E,1
No,Asian,Single,D,E,D,B,B,D,E,-205.21682463211977,B,-198.83631205227869,A,B,D,-46.124900209075996,-95.55703179085742,A,1
Yes,African American,Single,D,B,D,D,A,B,D,29.402781383422333,A,52.84883637988123,E,A,C,-83.78237331355348,-81.59485754390855,C,1
Physical,Hispanic,Widowed,B,C,D,B,D,E,E,-65.6472328008872,A,119.67356889261677,E,E,E,-113.4096327759289,-75.16036899868736,B,0
No,Black,Married,B,D,C,E,E,A,A,63.28685231529511,A,4.269815536266442,B,A,B,-66.5389047885548,105.99236102070336,B,1
Physical,Other,Married,D,B,C,D,C,B,E,-112.93847688253595,B,-66.56049480121602,E,E,E,-81.28025631246301,-1.2089855007832242,D,1
Yes,White,Married,A,A,B,E,E,E,B,17.19710236397049,C,-58.69191511185087,D,A,B,94.4666497604909,36.52953941684156,C,1
Mental,Black,Widowed,A,C,A,C,B,A,A,84.32063490674626,C,-108.99805181873472,C,A,A,170.19216509296464,-110.45361623259346,A,1
None,Hispanic,Married,C,E,E,D,D,E,C,-6.983876083444198,A,-44.22096775809352,C,D,C,34.83512239410408,20.383202625470773,C,1
Yes,White,Single,B,C,C,A,B,A,B,-88.59444322916127,C,72.82483461360214,E,E,C,185.92298774354467,47.94305009071934,E,0
Physical,Black,Widowed,C,D,C,D,C,E,E,-8.561685170996697,E,65.2473945308602,C,C,D,-39.99268525793877,-101.68855364620629,E,0
No,White,Widowed,B,B,D,B,B,E,B,-96.63868883086047,B,-32.72983963989104,E,C,C,71.43762373442236,-43.46880182815787,D,1
Physical,African American,Widowed,D,E,C,C,D,A,A,-87.00601366025992,B,-153.94044350813977,A,D,E,-105.87590321640694,-36.91618352911597,A,0
No,Other,Married,C,D,C,A,E,D,E,-49.07318000654664,E,91.36759041739806,C,C,C,84.16132872814578,120.55567408720795,B,0
Physical,Asian,Married,B,B,C,E,A,E,D,13.695173693549979,B,43.70285954980089,B,C,D,-72.30793360860734,47.81992708070161,D,1
Yes,White,Divorced,D,D,D,C,D,C,B,-141.76093321790515,B,-0.9117971352681044,E,D,A,82.9393403947378,22.232665495144733,C,1
Both,Black,Divorced,C,C,C,E,C,E,E,59.07677083325229,C,-25.526349266550742,B,D,B,-1.6398268320456286,-176.7224945362,D,0
No,Hispanic,Widowed,D,D,E,E,B,C,C,115.81186735110968,E,-27.964350689955076,A,D,D,6.944266729670084,72.45926553669584,D,1
Both,Other,Divorced,C,C,B,A,E,C,A,-102.27118344129138,E,124.71855103655413,A,B,E,-60.31793704101344,33.4058180570693,C,1
Physical,Hispanic,Widowed,A,C,C,E,B,B,A,-26.10298826931367,A,157.70462863983101,A,C,E,118.63607022798051,-25.70515125875873,C,0
No,African American,Single,E,D,E,B,A,B,E,-79.22921937285463,B,104.83562267142581,C,E,A,-82.97742194627398,-85.17739859141612,B,1
Yes,Other,Single,A,D,E,E,B,A,A,-7.7789746415029795,D,-115.53305385656844,A,B,E,-1.8695318478484042,123.39845912207717,E,0
Both,White,Married,D,C,E,A,A,D,C,-134.3708357078249,E,10.571763261759537,E,E,B,-128.0284599443203,110.4289922833158,A,0
No,Asian,Divorced,C,A,B,D,C,A,A,-22.37185241087319,E,25.826863100797432,E,D,B,60.2333157572457,-105.12331494731745,B,0
None,Asian,Married,B,C,C,E,D,C,B,59.91227821197166,A,32.06657892241908,D,B,C,-189.8424996421683,-31.78981655024501,B,1
Mental,Hispanic,Single,C,B,D,B,B,C,C,-77.37735008262281,D,-18.216172914473557,B,D,A,386.87337128114973,97.21237390563037,E,0
Physical,Other,Single,E,B,B,B,B,B,D,-24.554611296825975,A,123.34352843977732,E,A,B,100.7315357668995,-77.85033047035427,C,1
Physical,Asian,Single,A,C,D,D,E,E,D,219.45081588998625,D,-11.030240119182201,C,E,D,35.42778734110531,58.44993767438377,E,0
None,African American,Widowed,D,E,C,B,E,C,E,-150.16160115518147,E,-123.45716276348209,A,B,E,-30.08912185271551,-78.1382218904073,C,1
No,African American,Widowed,D,D,A,B,D,D,E,-71.5605625982352,C,-95.39136701030226,D,E,A,72.85624454279717,-46.2454031077546,C,0
Yes,White,Married,D,C,A,E,D,E,A,-130.17270828221325,D,-83.7449379981354,B,A,E,-22.681072395889572,-40.184624924736866,E,0
Physical,Black,Married,A,B,E,C,D,E,E,69.52998199308077,E,-39.87861646870802,A,D,E,-82.6414322195123,-23.90080754575619,D,0
Mental,Black,Divorced,A,E,A,E,D,E,B,-154.27954538835206,B,-127.27165423939594,A,D,A,58.06044424409424,211.9899623760841,E,0
Both,Other,Married,C,A,B,C,D,C,E,-58.50395110344817,E,-9.543326224795436,A,E,E,51.88565023131312,141.07916898073992,E,0
Physical,Other,Single,A,B,C,C,A,A,B,-48.4750872661758,A,-55.94890939448626,A,C,C,-73.5335660997596,45.16219205018734,D,0
No,Asian,Single,B,B,D,A,C,A,B,-223.9102984145518,A,-39.05025655026408,E,D,E,-34.96201559937071,-20.596948090117113,C,0
Mental,African American,Married,C,D,B,D,B,E,D,-87.40234167675476,E,96.57132681165311,A,C,A,75.88315213518472,49.96025275643077,B,0
Physical,White,Married,C,E,C,B,B,E,B,-5.036256003664831,E,-51.24582790910808,A,D,D,126.25518821778512,-194.98981777342166,D,0
No,Black,Married,B,A,B,B,E,D,D,-31.66119553517724,C,28.720503761600046,C,E,C,-20.433599245434014,-152.66792303222033,E,0
Physical,Other,Single,C,D,C,B,D,B,C,-107.56440823234973,B,-33.90716580414653,B,D,D,-55.38924024589592,-174.5896435430535,C,0
Both,Asian,Widowed,E,C,D,E,A,C,D,0.3109373534533114,C,-87.01731862589331,C,D,C,80.45744810416892,-147.57824784412284,E,0
Both,White,Married,E,B,A,E,B,E,A,2.2995756660991162,B,200.6167235278879,B,D,C,-104.62391721551043,79.02282458419641,A,1
No,White,Married,A,D,C,E,D,A,E,58.26016862961243,A,-41.27425791051391,A,B,A,-215.3689476984165,-43.65971844804804,D,1
None,African American,Divorced,C,C,C,D,D,D,E,-5.4826784399159125,E,89.68188742740611,E,C,B,24.933805156722332,159.72233819254205,B,1
Yes,Asian,Widowed,C,A,C,A,E,E,C,7.1474128001314,A,65.82642095072751,D,D,C,14.964279374407363,-41.7096558825445,A,0
No,Asian,Divorced,E,D,E,E,C,C,E,-85.66780869548475,E,7.33603778082301,C,C,C,-118.79956227936633,4.337967554094678,D,0
Mental,Other,Divorced,B,A,B,B,A,E,B,161.79849040622096,D,38.34516546359586,A,D,C,80.45097613567364,-94.13577886603845,E,0
Mental,Asian,Divorced,D,C,A,D,E,C,A,-57.987318381513774,C,-148.8487387118701,A,A,C,204.4570013166374,164.1179562967679,E,0
None,Black,Married,E,D,C,D,A,B,D,-81.95515405200327,B,-101.56663137746993,B,B,B,-19.59189443227044,-13.640692378301846,B,1
No,Hispanic,Divorced,B,B,B,C,C,D,C,-80.88963682566461,B,219.98501520612322,A,C,E,-81.07715821083758,-10.946910516345008,B,0
Yes,Black,Widowed,E,D,D,A,A,B,D,102.42830123004842,D,-55.83072531594916,B,B,A,79.6703016865677,94.44669483181912,E,0
Both,African American,Married,C,A,D,B,A,A,D,64.47594524245399,E,12.824081643804503,E,C,D,62.90943497180802,51.51598748813719,B,0
Physical,African American,Widowed,B,D,C,D,B,E,C,121.44780706555763,D,88.92621708243884,A,C,A,-78.56979744539983,-33.26550670022008,E,1
Yes,Hispanic,Single,E,B,D,A,E,C,E,12.825597091007875,E,106.34355193355805,E,E,B,104.31936676098945,-130.47971755692046,E,1
Physical,African American,Single,A,C,E,C,B,B,C,-102.8667307805436,C,-16.081426922212668,B,E,E,-145.9710000997501,-81.28101983719216,E,1
No,White,Married,B,E,E,C,A,D,D,-201.12189347777792,B,203.7185788682236,E,A,D,-92.28665686237025,-42.74025534175961,E,1
Both,African American,Widowed,D,C,C,D,B,C,D,-58.162111776352035,E,83.84902876422213,C,A,E,-122.5937042042506,-165.1629965371383,D,0
None,African American,Divorced,D,C,D,E,D,C,E,68.37073447915678,B,78.29026337326715,E,D,B,112.78081239756264,164.57546356529383,C,1
Mental,White,Married,C,E,A,D,A,D,B,-89.09619391090337,A,14.510040827611467,B,B,D,-19.357784518393537,23.52655576602214,C,1
Yes,Other,Married,D,B,E,A,B,D,A,127.23489759650309,B,-64.640157545816,A,E,B,-197.54541550402885,60.16300130910077,E,1
Physical,Black,Widowed,E,B,A,B,A,C,C,-6.695469861296938,E,-17.824486715706364,D,E,C,-115.18694443319903,62.35640888986791,D,0
Mental,Asian,Widowed,C,D,D,D,C,C,A,-213.25303095942428,D,-155.90365314193616,C,B,E,-57.13395227821909,-45.86680941466104,B,0
Mental,Hispanic,Widowed,D,B,D,A,C,E,B,-34.84500592465629,D,-32.06140948901457,A,D,E,19.06964765761807,-39.83847162455136,C,0
Physical,White,Single,A,C,C,E,D,A,C,101.49659672609144,B,82.76948199127354,E,C,E,-93.62466659495941,16.090702741622927,A,0
Mental,White,Married,D,C,B,A,C,A,A,123.72975033952906,E,66.65527653253827,C,D,E,-10.827823012558113,37.084799267531714,C,0
No,Other,Divorced,D,B,E,D,E,C,E,-45.85365533430144,E,-176.755734571402,A,B,E,-151.94820641997433,-108.56988017100579,B,0
Mental,Asian,Married,C,A,D,D,D,C,B,-68.09327567873295,B,25.798161899732914,B,B,A,-29.617186128503192,39.04029077616986,E,0
No,Other,Single,A,C,E,C,C,B,E,-206.6555981188401,D,-23.686991097601926,B,D,C,-135.92970699802567,-28.353625089496198,C,1
Both,Asian,Widowed,B,D,D,B,D,E,E,-98.74998408302066,D,77.77461584779702,E,B,E,36.68102844896198,-24.787796974336437,E,0
Mental,Other,Married,A,B,D,C,C,D,B,-43.74215782567599,A,-45.53119805097708,D,E,D,109.84510971270795,27.87402890297541,D,0
Physical,Black,Married,A,B,A,C,E,E,E,-26.514319150262754,D,127.51709809017242,E,C,D,62.860338611799115,-37.17218560978719,A,1
Yes,Black,Married,C,D,B,A,E,B,E,6.963019035796987,A,152.2034621112114,C,E,E,96.80720658735096,61.548395265669186,D,0
Yes,Other,Divorced,D,C,D,B,A,C,B,176.36958371986546,A,-0.44415954623997334,B,E,E,127.37091039774265,-111.48526444384686,E,1
Physical,African American,Divorced,C,D,C,C,C,E,C,-229.1423929445998,D,1.972722098956053,D,C,A,-42.90463207014154,-62.422254978618085,B,0
Physical,Hispanic,Single,A,B,D,B,C,B,E,38.67542641599165,D,70.92220405833314,A,C,D,-126.94195770817389,27.40814082913835,B,1
Yes,Other,Widowed,D,B,E,B,A,D,E,-25.32072502195054,E,153.11655677278776,B,A,E,56.34761761026902,106.46359248148553,E,0
Yes,Hispanic,Widowed,B,B,A,B,E,B,E,27.09854358134528,B,-2.640919068864236,D,B,E,-73.21735080217485,-55.392484904491035,B,0
Physical,Other,Widowed,B,A,C,D,D,B,E,184.0140134155048,D,-42.49814831873372,B,B,C,-101.83582339679613,11.083123515282725,B,0
Both,White,Single,E,A,B,E,A,C,C,-48.435062167480666,A,187.81980368838973,D,B,B,-216.79005991410548,67.60585443948713,C,1
None,Asian,Widowed,E,A,E,D,E,C,E,108.26736422630702,A,-70.44105038939009,C,E,C,-10.039669214858076,144.10500783023954,B,1
Mental,Asian,Single,D,D,C,E,A,E,C,-59.4841860653584,C,81.12594982646864,C,B,C,-139.26921727752955,67.61019175991758,E,0
Mental,Asian,Divorced,B,A,A,D,C,E,A,175.47316561588207,A,92.62819500885364,D,B,D,84.36491215406326,-95.88077666499456,B,0
Physical,African American,Married,E,B,C,C,C,B,D,3.4569039213358237,A,-8.869477697360594,A,E,C,77.63897872441284,-242.7876347967874,B,1
Mental,White,Divorced,A,D,C,D,A,B,A,-10.30893943452848,A,-114.2863444521526,C,C,D,59.19005374477776,-111.14159534756828,C,1
None,White,Widowed,E,E,E,B,A,D,C,36.422067578958135,C,16.870652270670146,B,B,A,-19.59993555523026,-234.1158147507377,D,1
Both,Black,Widowed,B,C,B,A,A,A,B,10.37700680603844,B,-135.84618209665632,B,A,C,24.581032986215803,79.43661829345201,D,1
Yes,Black,Divorced,E,B,B,E,D,D,A,29.31715900959519,C,-74.06249280269105,D,D,D,-114.1934119161661,-66.11191266987359,A,0
None,African American,Divorced,A,C,B,E,D,C,D,44.24114760166068,C,-55.31453187215219,A,E,B,179.0441464679207,-40.95857076384875,D,1
No,Asian,Married,A,B,A,E,A,B,B,-82.98930929599067,D,-5.154514111538553,D,D,D,-98.13038053009538,-46.00958133906076,A,0
None,Hispanic,Widowed,D,A,B,D,C,A,E,-104.72374680327177,E,-69.85090159042562,E,C,C,-4.838389461473631,35.15550111562705,A,1
No,White,Widowed,D,C,E,D,D,C,D,-114.50091309765587,A,10.54776698472779,D,C,A,-135.7275246338363,125.62685654637302,C,0
No,Hispanic,Single,D,C,C,C,C,B,B,3.17776598135052,C,-39.285978922827134,A,A,E,-36.90301129065981,115.93640843262109,C,1
Physical,Black,Married,B,A,A,C,B,A,C,138.29414812862015,D,-22.27794053184665,D,B,E,-60.58920442177475,-29.247853462729474,A,1
Yes,Black,Married,C,B,C,D,C,C,C,-3.2057885402973394,E,0.7224161668671866,E,B,E,78.02529537749638,-121.04257001489015,C,0
Physical,African American,Widowed,A,D,B,C,E,A,E,172.55531291128833,C,154.06738256425135,B,C,E,307.3173517671191,-23.482539359068884,B,0
No,Other,Divorced,B,C,B,C,B,A,E,200.92626323793033,A,33.49928720932223,B,B,C,20.101732676992345,-49.43973185988704,B,1
None,Other,Married,A,E,E,D,B,D,C,-123.56233940650708,C,38.56981604801626,E,C,E,104.36539468911863,-87.60293868896241,A,0
Physical,Other,Single,C,A,A,A,C,A,C,28.139553412559682,B,103.14720694051394,C,A,A,138.26566253559102,88.78020348805956,D,1
Physical,Hispanic,Married,B,B,D,D,D,A,A,21.61375483897358,E,45.683682130949535,B,D,E,67.14344174021619,105.03907748905323,C,0
Physical,Black,Widowed,B,A,B,C,E,D,C,98.58770537437724,E,-34.32133350209974,D,A,B,171.29380275915923,92.73969839776937,E,0
Physical,Hispanic,Widowed,C,B,C,C,E,D,C,84.14162366505201,C,-133.37755727791543,E,D,E,94.13782732744538,-3.493402907796824,A,1
No,African American,Divorced,E,C,C,D,C,C,E,16.270107359937107,C,-115.29670661570674,B,E,E,-69.70880709344243,0.882080455628829,D,1
Both,Other,Widowed,B,C,E,A,E,E,B,48.03888718662533,C,-12.065165938441403,C,D,D,36.28333053455998,134.5841063112003,E,1
Both,Black,Single,A,A,C,B,B,A,E,96.59777482835723,A,-174.4672580357762,C,E,D,2.484775554430547,152.00156482340392,E,1
Both,Asian,Widowed,E,E,C,E,D,D,A,-131.66729932906435,D,132.59725655819543,C,B,D,77.24676548509493,-100.59522473943167,C,1
No,African American,Single,C,A,E,A,A,A,E,100.93880065707803,D,-91.09266225163397,C,C,C,9.78989377658511,-73.88174764244567,C,1
Physical,Other,Widowed,E,A,E,C,E,E,E,-187.13929073833526,A,-79.52241629847325,C,C,C,66.28754888786638,165.69877109376375,B,0
None,Asian,Widowed,A,C,D,A,B,B,D,-30.375442140225946,C,16.514591691904513,D,C,A,46.94875115656962,-285.0125836475514,E,0
None,White,Divorced,C,B,A,A,D,A,B,141.34321956608073,B,-63.97380912783201,C,D,D,-26.05180254491275,-51.945430431775584,C,0
Mental,White,Single,C,A,B,B,B,C,A,120.36856616914726,A,-25.635511812720914,B,C,B,-77.58075258054036,-19.30517641832959,E,1
None,Other,Single,C,C,C,E,D,B,B,71.68155248587087,B,11.579936155462994,A,B,D,-61.654590600001846,-10.636369672077524,A,1
Physical,Black,Widowed,C,B,A,E,D,B,D,-56.96461437802124,A,81.20437504279779,E,B,A,257.29479181636424,145.6025189669972,A,0
No,White,Divorced,B,E,C,E,B,D,E,-27.97350211114638,A,50.35543584858241,B,A,B,53.03802479992418,147.25243127790802,C,1
Physical,Black,Widowed,C,B,B,A,D,C,B,99.05973503664191,B,-95.78342364587425,E,C,E,12.84937579387593,-65.35916166241927,B,1
Physical,Other,Married,E,A,A,A,E,C,C,-189.30523919808917,B,-70.29164317500127,A,C,E,-64.28080871977657,53.88794090927358,C,1
Yes,Other,Widowed,A,C,C,E,B,A,D,19.70359687730101,B,17.942420016190688,A,E,B,-38.82944413730664,-73.94935810408805,C,0
Yes,Asian,Divorced,B,B,C,C,B,C,A,-57.322511080189344,C,34.95222946140364,B,C,B,-139.18392818128524,-156.18621627445924,E,1
Physical,Asian,Single,E,C,C,B,D,D,B,91.53433952932369,A,6.8417566188717664,A,B,A,-15.43612342248261,194.84110540029346,B,0
Mental,Hispanic,Married,A,D,C,E,E,C,C,-30.82053881806149,C,-101.93948416329677,A,C,E,-17.578804713298297,4.778288843829351,B,1
Mental,White,Married,B,C,C,E,C,B,B,214.10564852258958,E,68.1669000396924,C,A,C,15.888408948005795,-103.32433765126325,A,0
No,African American,Single,D,D,C,B,E,C,C,-67.1766761907578,E,97.39102425981952,E,C,E,79.07198133175359,15.193418412499552,D,1
