handicap,RACE,sexuality,veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
None,Asian,Bisexual,Yes,B,-74.00373210251921,C,-58.89718170667506,B,D,-33.67791225010192,-313.1048860327519,C,0
Yes,African American,Bisexual,Non-Veteran,B,171.33932892651026,C,-57.54683222334444,C,D,-115.82035024810895,-94.40826142537526,E,0
Mental,African American,Homosexual,Non-Veteran,B,-8.56271725994092,D,-28.979250943007333,B,A,15.146293137393965,271.25900709377044,A,1
None,Other,Homosexual,Yes,B,-0.6112030069861113,B,-78.93799583532754,E,A,-75.7775562012845,35.10318962901543,D,1
Physical,African American,Heterosexual,Yes,A,1.27970762027531,D,-18.445964226287668,D,A,-96.46490399972376,106.20058412364244,C,1
Both,Other,Homosexual,Non-Veteran,E,6.57589662000691,D,-256.10125668801356,D,D,1.4466551556320884,9.177065378081908,B,0
Mental,White,Heterosexual,No,B,-11.231181328832642,D,148.93740840132548,B,B,-12.474653099860186,-1.0634556109569613,A,1
Both,Asian,Homosexual,Non-Veteran,C,-96.21529158976591,D,-33.875139234995835,D,B,-135.22754402029392,141.57809471362447,A,0
Physical,Hispanic,Homosexual,Yes,C,-91.72674890405187,A,-107.11585571586377,A,D,-64.53359371353184,-23.04088751256628,E,1
Mental,Black,Bisexual,Non-Veteran,A,-279.2592623826119,C,108.4536597225413,E,D,-31.946352360589287,59.335902110516756,A,1
Both,Black,Other,No,A,201.36153490589385,E,34.24308692545885,D,D,93.08831027041829,127.50602674026182,A,1
Yes,White,Other,No,E,-34.41024862810494,B,-77.74566022883022,C,D,-47.84822690164238,120.24475780907291,E,1
No,White,Other,Veteran,C,-18.40181191572171,D,-142.2780830514629,A,C,22.952826520461194,-158.26328315525626,A,0
Mental,African American,Other,Non-Veteran,D,-30.276971094256655,C,0.5580585826808555,A,A,11.03018266565173,-38.395509857303686,A,1
Physical,Other,Heterosexual,No,D,92.43380098650454,A,-132.1763839989286,A,D,-51.523946611370604,-193.0673772903193,B,1
None,Hispanic,Heterosexual,Non-Veteran,A,-45.661729459992785,C,-68.70174730200338,B,C,-80.31185245888784,36.997895567428515,E,0
Both,White,Heterosexual,Yes,C,71.57932315944518,B,-84.21247228647835,C,A,100.08056845301019,-31.433454779590225,C,1
None,Hispanic,Other,Yes,C,-41.23007180052869,B,11.740148519424078,D,B,-142.05475811061345,-90.96372025048967,B,1
Mental,African American,Heterosexual,Non-Veteran,E,-140.50455676595922,C,-41.06001252450615,E,A,97.10610493389557,-77.4486967407916,A,0
Physical,Black,Homosexual,Veteran,D,-233.50193671893044,C,-16.7875181834006,C,A,-89.27050204691692,131.88047133959628,C,1
No,Hispanic,Other,Yes,B,-42.93266152563241,C,135.31562483397056,E,E,-68.04218249976715,98.43624343261895,A,1
Physical,Hispanic,Other,No,E,-116.78200539765903,B,-81.65657979155958,B,E,19.696851759603582,-69.81908449961809,E,0
None,Other,Bisexual,No,A,-86.21001132948236,D,72.0298810054881,B,C,-101.27446502521582,-10.458353134650768,E,1
No,Other,Homosexual,Yes,E,-196.577889837503,E,28.19402348253745,E,E,-156.2781407162257,87.28652284481339,E,0
No,Asian,Bisexual,Non-Veteran,C,82.8928603687302,A,71.05077776390812,B,B,74.41571196892892,102.22836651483198,D,1
Yes,Asian,Homosexual,Non-Veteran,D,147.28920443310082,C,-16.73690901716197,B,C,97.56803365319227,-8.71559745845005,C,0
Mental,Hispanic,Bisexual,Yes,A,58.67761412712487,D,-150.39444443281656,E,E,-51.50542613067549,69.64579706707651,E,0
None,White,Other,No,C,-137.44490367260204,E,-199.05669797695634,D,A,79.36851905640059,34.59038488965599,D,0
None,Other,Heterosexual,Non-Veteran,A,8.64676099399889,A,193.05739819836646,A,A,-39.18381867915713,151.28604671719916,C,1
None,Black,Bisexual,No,A,109.74409342157143,B,35.08792158930009,D,A,-61.10253103194492,61.572752407288455,E,0
No,Black,Bisexual,No,B,143.4248637605342,E,-73.78159135682795,E,C,24.704838289019513,-48.41043825083958,C,1
None,Black,Bisexual,No,E,159.4529776330645,B,-19.93393846031252,B,E,-93.21825307129916,-40.209323540115605,E,1
Mental,Asian,Heterosexual,Veteran,C,-78.39373466400075,D,98.18645831362173,D,C,-27.25741542664945,152.3937701438662,E,0
Yes,African American,Bisexual,Non-Veteran,B,-63.05522869951938,E,-85.03778997463564,C,C,-55.83292094432601,105.88614447537597,D,0
None,Black,Other,Yes,E,-8.179790364150795,B,-55.56313160166593,E,E,-65.85650636310795,-74.19707609951479,D,1
Physical,African American,Homosexual,Yes,B,27.489019307719776,B,8.109409191419331,B,D,173.83267399177495,42.411297800378435,D,1
Both,Hispanic,Other,Veteran,A,67.61941927058457,E,-95.87933319370669,E,C,178.73712767440196,-163.15682016899737,D,0
Both,Hispanic,Other,No,D,134.09156610418412,D,29.489766052445393,A,D,-108.25628303184315,43.340390444929,C,0
Physical,Hispanic,Other,Non-Veteran,A,-19.97468194386329,E,48.8634699615279,E,C,-40.45897444103369,46.47301832594183,B,0
Both,Black,Bisexual,Yes,B,10.803131533033888,C,132.84664625189035,B,E,-67.30396784083747,124.5011040789471,A,0
No,Hispanic,Other,Non-Veteran,B,-90.62104064562844,D,-191.13784236331296,B,E,-100.02417880849957,-146.40636333959,C,1
No,African American,Bisexual,Non-Veteran,D,92.19996849381637,D,29.740233947450022,C,C,-76.19729621895087,-69.47777847123969,A,1
Both,White,Bisexual,Yes,B,65.20731973224161,A,-54.99695085424842,B,B,-14.85579673404831,-46.84206632196955,E,1
No,White,Heterosexual,Yes,D,211.32722159890318,C,-89.3007849145618,D,D,-38.1598536483537,78.81018045932967,C,1
None,Other,Homosexual,Yes,E,-93.52830890781445,C,-155.23658603617505,C,D,76.98176548972012,145.5210065974309,D,0
Mental,White,Bisexual,Non-Veteran,E,120.41744868915171,A,-3.711384621843482,D,D,22.97480409052824,-13.258437196758965,D,0
Physical,White,Homosexual,Yes,A,-107.64469342126309,B,13.341054617153638,E,E,111.82832322624957,-30.478478246896678,C,0
Yes,White,Homosexual,No,D,-47.56747290789153,E,57.268540375217725,C,A,138.04996545824554,-164.24961569236442,C,1
Yes,Black,Bisexual,Non-Veteran,A,-36.572599700686396,B,13.677635876249667,B,B,109.49886502269062,-96.28698503521618,B,1
Both,African American,Other,Yes,C,-75.4271866077979,B,31.781075197774157,E,A,85.42368875713204,-90.23724307312614,B,0
Both,Other,Homosexual,No,C,-107.94135515002895,D,-86.19364949601625,E,E,-97.32714119309284,-147.87051149646487,A,0
Both,Black,Heterosexual,No,E,-23.082204145350254,D,155.71371290040125,B,D,-73.89530213772888,-169.60789849806406,A,0
Mental,Other,Heterosexual,Non-Veteran,D,-73.7580495840585,C,-14.64276074984916,D,B,163.5172617688571,41.44540061503615,A,1
Mental,Black,Bisexual,No,E,-80.48714090090162,B,50.319270025540106,C,E,22.287442551684173,89.64918512172413,D,0
None,Other,Heterosexual,No,B,64.93912723252969,A,66.68467072378716,A,E,8.278460777130196,-11.059621702691281,A,0
Both,Hispanic,Heterosexual,Veteran,A,49.38495769686762,A,110.60866279708151,C,C,-76.23110532881529,54.48145515608861,C,1
Yes,Hispanic,Other,No,D,51.75334645384901,A,76.38682931607879,B,D,16.70258149469172,-35.33597566801248,B,0
None,Asian,Heterosexual,No,A,-61.060482971746445,A,26.260270855395945,A,E,-70.815377710283,195.99425737499436,A,1
Yes,African American,Other,No,E,-57.72945131364045,A,-86.63518266056094,D,D,-165.273035491979,102.00677089560234,E,1
Physical,Hispanic,Other,Veteran,E,-22.301979178540453,D,-81.0017561370465,A,D,15.38437653905486,169.84586432791724,A,1
Physical,African American,Bisexual,No,E,103.7720864263297,E,-125.03221367983383,C,C,257.93213553058456,96.48151401695763,A,0
Mental,Hispanic,Homosexual,Non-Veteran,B,86.73759932516197,B,14.658955481995195,B,C,54.14384947055287,43.93279049468472,A,1
Yes,Asian,Heterosexual,Yes,A,-137.89280453813606,C,-38.081235242179886,E,C,0.1670944344756214,-1.771452621932915,C,1
Yes,African American,Bisexual,Non-Veteran,E,-124.47570902877389,A,68.15222274631694,D,B,2.5450887301775236,-105.52174400295908,A,0
Physical,Black,Heterosexual,Veteran,B,-115.16785438541474,B,-75.9109105470137,D,C,-19.340218891034553,71.78025819640152,B,1
Physical,Asian,Bisexual,Non-Veteran,C,-156.7480168724551,D,68.65062618457777,C,B,31.892647359890415,62.84831424613433,E,1
Yes,Black,Other,Yes,C,60.583658901329606,E,10.310096266418418,B,B,-47.466740498923514,99.78279772223017,B,1
Both,White,Heterosexual,Non-Veteran,B,17.62221054406495,D,109.15047151801345,E,A,-121.63199094029326,-50.44518981316296,A,1
None,Hispanic,Heterosexual,No,C,1.9282094205622262,D,-65.71616343301976,A,E,11.404238542046889,78.59437780491497,B,1
Both,Black,Bisexual,No,D,-6.299782627548069,D,-236.50001122776757,C,B,150.32929376460942,-26.059918538301748,D,1
Both,Black,Other,Yes,D,141.71542082819946,B,61.23179244106664,C,A,-56.90287846909838,15.694437312846233,D,0
Physical,Black,Heterosexual,Veteran,D,-147.45365628418318,C,87.11359771329313,C,D,69.92261071535594,147.71248873774815,D,0
None,African American,Bisexual,No,D,121.85471966570182,A,-121.99465920565467,D,C,-62.45134931842301,-0.8021577130941504,C,0
Physical,Other,Homosexual,Non-Veteran,B,36.88862926191585,B,-67.76504520173476,D,A,-60.45692034352841,54.054761257183735,D,0
No,White,Heterosexual,Veteran,D,-172.85932718603195,B,-69.88539102865518,D,D,87.71989437286527,-51.09177124310599,C,0
Yes,Other,Heterosexual,Non-Veteran,C,78.46998531858534,C,-211.47550050201497,D,E,-109.60022275508197,64.49603326208857,C,0
Both,Black,Heterosexual,Veteran,D,-45.072801327084164,C,-64.59617402049209,D,E,144.34136882868992,16.260957815151517,D,1
None,Other,Homosexual,Veteran,C,-112.15658005064427,D,-83.79927339416143,D,B,-160.71036114993464,28.633303694642276,C,1
Both,Asian,Homosexual,Non-Veteran,B,69.7726423970357,E,85.15732295683434,E,A,-144.56575834511864,-190.7746140119822,B,0
Physical,Black,Bisexual,No,A,-50.92785543119015,A,-32.03921987133626,B,D,5.100284366603761,-48.717203473435816,C,0
Mental,Black,Other,Veteran,E,147.18195687334128,D,236.3482469400325,E,B,190.78586834347027,-99.892454887859,A,1
Mental,African American,Bisexual,Yes,C,2.8095256394066728,C,-67.12987193890633,B,B,24.319168240594692,14.521124076069569,D,1
Both,White,Heterosexual,Yes,D,-85.18207742200725,B,-42.91046285166546,A,D,42.26180951041487,136.27305436628632,B,0
Physical,White,Heterosexual,No,D,23.191699741218414,D,-109.24906920291038,D,B,105.8972609564816,108.24497503833761,C,0
No,Hispanic,Homosexual,Non-Veteran,C,-23.864204995894532,D,-124.81469227801618,E,A,-136.10935613419448,-26.7730275163313,E,1
None,Hispanic,Bisexual,Non-Veteran,B,36.57581580392926,E,22.253884759278087,D,A,26.122800041019357,129.19617796884327,E,0
None,Hispanic,Bisexual,No,D,-158.15157210997657,C,10.829979184552634,D,C,53.966201754551854,-95.67620063585302,D,1
None,Hispanic,Other,Veteran,E,18.032419239295386,A,18.767759810119557,B,A,239.99019221660518,148.1812357836257,E,1
Both,Hispanic,Other,Veteran,E,-21.632417787852635,C,6.159587551374394,A,A,-166.60463638766026,-50.476378401418586,D,1
Mental,Black,Heterosexual,Yes,A,-42.943259905311095,D,86.17816671163864,B,D,-50.3210408096217,-47.34590139151599,A,0
No,Other,Heterosexual,Veteran,E,-34.55032697281625,A,185.140373447727,C,D,22.195548968998725,56.6569517976712,A,0
Mental,Hispanic,Other,No,E,-44.30803073612294,B,123.79134909297068,E,D,89.48998645852042,66.07896862896648,E,0
Physical,Hispanic,Bisexual,Veteran,C,61.91786211723098,B,-38.21920544793922,B,D,57.51575195088998,-166.72023627382205,B,1
Mental,Hispanic,Other,Yes,C,-168.3283156049942,B,103.92591965174427,D,E,52.15345962662698,32.63345185843161,A,0
No,Asian,Other,No,C,37.155154401520655,A,91.52040230204346,E,E,85.92456316104757,363.14876678781764,A,0
Mental,African American,Other,Non-Veteran,D,207.23990710055884,C,2.9607056309885778,D,D,154.47106137470615,35.177343197329186,D,0
Mental,Black,Bisexual,Non-Veteran,E,-47.66750236193284,E,-151.8030429651362,B,E,-90.2860144125663,-228.97039651707018,A,0
Both,African American,Heterosexual,Non-Veteran,C,36.66950370603389,D,-121.60421236948129,E,D,1.6386858535050568,-25.49414588279121,A,1
None,Hispanic,Heterosexual,Non-Veteran,C,130.43447012785896,C,-19.31729942288823,E,C,-69.99775467081409,-105.85550224842886,D,1
Mental,Other,Heterosexual,Veteran,A,79.54147729694724,E,-78.36544641224606,A,E,-49.17914082956689,-23.31165056730408,C,0
Yes,White,Other,Veteran,E,-17.472202550734313,B,51.1216868906783,E,B,-114.0139748321654,-5.950926353039292,C,1
Physical,Hispanic,Bisexual,No,B,-62.19601879245009,C,55.97703541495576,B,A,224.15278539480053,155.934111763061,E,0
Yes,African American,Heterosexual,Yes,E,-22.90035834669834,A,-25.013246175572363,A,C,34.11723300043698,76.8603806927657,A,0
No,Other,Homosexual,No,A,-164.3563788259186,D,-125.76067082652398,A,D,-242.3264690435968,5.143040648688151,B,0
Both,White,Homosexual,Non-Veteran,A,-98.38824769016348,B,-16.332758754785036,E,D,55.41266316023127,168.16418430294783,B,0
None,African American,Homosexual,No,E,-60.5815698772156,D,-11.827315392608238,B,B,100.91132387983714,-90.95544773276269,E,1
None,African American,Homosexual,No,B,-12.777287599232064,C,22.953565544102723,E,C,117.72823927032465,-97.17230096833939,C,1
Yes,Hispanic,Bisexual,Veteran,A,81.59702570775913,A,-102.02402806916528,E,C,121.8586925584382,77.92050868736703,C,0
Both,Black,Homosexual,No,C,-13.219138729629714,C,200.40964897546397,C,C,-76.17784254239561,49.55972822354286,C,1
Both,White,Heterosexual,Veteran,D,96.88946000732193,E,12.97707856993329,E,A,-150.08730800848363,-97.36508709097993,B,1
Mental,Hispanic,Other,Non-Veteran,C,-77.3313469857515,A,-29.546784253992275,D,A,8.894540268052882,13.879812418493323,B,0
Both,African American,Other,Non-Veteran,D,-37.78337199442329,C,-84.91216831134484,D,D,-64.94477359389992,86.69345468744795,B,0
Physical,Black,Other,No,A,-20.87762479173703,C,-95.8283220984937,B,C,25.116212471867815,143.48078312519564,E,1
Both,Black,Bisexual,Yes,C,75.70876479901351,B,11.067942059675419,E,D,-44.99096748440339,14.284231895269418,C,1
Physical,Hispanic,Other,Veteran,D,137.9368621155935,A,-7.913305542547169,C,D,112.28630627847767,8.536853610480525,D,1
None,Other,Heterosexual,Veteran,A,-132.16983848898428,D,-109.29886271815224,E,B,94.57111526765657,25.122294986003467,C,0
No,Hispanic,Bisexual,Yes,D,-125.35644527735708,C,176.1453533922888,A,C,-36.05560961546793,-159.68241465503343,A,0
Mental,Hispanic,Bisexual,Yes,B,58.67995863584673,B,-148.66914179014643,C,A,-93.65494910736749,-259.3987740604046,A,0
Mental,Other,Bisexual,No,E,35.93528596818341,B,-117.02938943267584,B,C,34.799760923825275,56.77959329141174,E,0
No,Black,Heterosexual,Yes,E,142.00199921580395,B,-34.84986135089018,A,C,-45.043273639596656,14.96340350799898,B,0
Mental,Asian,Other,Veteran,E,105.89096928051521,C,87.34515080448244,A,B,10.580142425111315,114.52407864038501,B,1
Mental,White,Heterosexual,Veteran,A,-77.41961296467737,D,59.55375120699622,A,A,96.27341555453303,74.40275123831643,A,1
Mental,Asian,Heterosexual,Yes,B,65.91072826547916,C,102.68719169751623,A,D,70.80883699034408,15.29526199857554,B,0
None,Hispanic,Other,Veteran,A,-112.79419755873977,D,139.506864008265,B,B,143.02515701947382,78.64044009073417,B,1
Mental,Asian,Other,Non-Veteran,A,-0.41613720750861793,E,-32.5484617858828,B,A,33.82605095856791,151.88782434291707,D,1
Mental,Other,Bisexual,Non-Veteran,B,-92.4041128561752,C,75.92951743521338,C,C,-36.00953803819175,28.096128623491197,A,0
Yes,Hispanic,Bisexual,Yes,E,46.439207781337345,C,-62.811480694322775,E,D,-24.161961656704552,42.15289199906642,A,1
No,Other,Homosexual,Veteran,D,136.29905269198085,C,144.64125987526927,C,D,-92.15900919681489,71.39066675889893,E,0
Both,Hispanic,Homosexual,Veteran,E,-9.417588864750929,E,229.46307383637006,D,A,70.40054048125472,-10.666007592518085,A,0
No,African American,Bisexual,Yes,A,-169.06308378313176,E,-5.8044283649732344,C,A,72.6328166551787,-52.93234027879622,C,1
Yes,Black,Bisexual,Veteran,A,114.42989188712276,B,-158.06437071194497,C,E,76.17044361709465,-93.9901983727415,E,1
Both,Other,Homosexual,No,D,-12.6829447538342,C,12.210062146547623,D,C,35.289733836334435,-46.27669881251855,D,1
Yes,Other,Homosexual,Non-Veteran,A,33.84630214821885,B,-75.5342881916598,C,E,-91.53334833727949,42.69570557604082,C,1
Mental,Asian,Heterosexual,No,A,-78.9037827087444,B,130.4522034071538,B,C,-17.599524879283354,-106.35836973399466,A,1
Physical,African American,Homosexual,No,A,36.464585811646415,C,-326.09915157147356,B,D,123.33567160198231,23.69659451588005,D,0
None,Black,Other,Yes,E,27.797598613235706,B,38.784813089159805,E,E,-81.65789165724887,16.37945578029839,A,1
Yes,Hispanic,Homosexual,Non-Veteran,B,-82.35271757849519,D,-38.88653601418238,C,D,-115.36134718772237,18.10779354673348,B,1
None,Black,Heterosexual,Non-Veteran,A,-104.54747256631592,C,142.90291400622476,D,D,-24.57460196979691,81.89813951244639,A,1
Yes,Other,Heterosexual,Non-Veteran,B,47.73697268080516,B,-56.86842157920765,D,D,57.79050611161285,174.80519386585885,E,1
Mental,Asian,Homosexual,Yes,C,-102.14049169308478,A,-275.84424934495206,B,E,-18.350676182562445,142.11716723305773,D,1
None,Asian,Heterosexual,Veteran,A,-46.39809938481426,A,48.32224618762472,A,B,16.100364467342924,231.25136489755405,B,0
Yes,Other,Homosexual,Veteran,C,221.78437820387015,D,25.40933351124201,A,E,106.60850204326013,-30.8169861417347,D,0
Both,Asian,Bisexual,Yes,E,-19.584971667902106,E,-31.03915840103346,A,E,160.44377952240535,-89.66174020273623,A,1
Mental,African American,Heterosexual,Veteran,B,153.64909763688402,D,-147.28069523120843,D,A,-90.81700010111099,-212.38963413148286,E,0
Physical,African American,Heterosexual,Yes,E,16.859450827966317,C,192.45877812608117,D,D,-103.2532795950276,-119.69182408777618,C,0
Physical,Black,Heterosexual,Non-Veteran,C,-136.50958526239265,D,36.845936610574114,C,E,39.31072510766452,-37.36582500028813,B,0
No,Black,Bisexual,Yes,D,-238.12828189120108,A,-96.6763856234733,C,D,48.36173937171947,-0.6197730369935771,C,0
Yes,Hispanic,Homosexual,Veteran,D,118.03067661391076,B,-12.976133961756892,A,A,-55.96450823862698,201.73626761047632,C,0
Physical,Hispanic,Heterosexual,Veteran,A,-198.236028438323,D,24.29019197606597,B,D,-92.12891558269713,107.25180480642642,C,0
Yes,Other,Bisexual,Non-Veteran,C,-123.86512431371632,D,24.33270749032021,E,B,-7.668564784449641,-111.2402938313396,C,0
Both,White,Other,Yes,A,251.56997208209063,D,-55.67962759666126,E,E,-35.66186874935982,47.97648613107649,E,0
Yes,Asian,Heterosexual,Veteran,B,-113.85931609401293,B,-106.25129602742076,C,C,-75.9085235742344,73.88444090303705,E,1
No,Other,Homosexual,Non-Veteran,E,-72.69480237686614,B,177.46728938125213,B,E,-142.20483156666617,284.654016684542,A,1
Mental,Black,Homosexual,Non-Veteran,B,91.81373677830373,A,-40.970003170137765,A,C,12.910931172102638,85.50154093477329,A,0
Yes,African American,Bisexual,Non-Veteran,B,125.52112164042386,B,-151.51977801984486,A,D,-19.838356493359843,-95.03713295108848,C,0
Yes,Black,Other,Yes,A,-261.02978676860846,A,-24.525448027354816,D,D,20.139950413892677,82.48560078998227,A,1
Both,Other,Other,Veteran,C,56.43384656269195,E,-40.50303457897808,E,C,108.46483674234395,29.96421765657055,E,1
Physical,White,Bisexual,Veteran,A,-119.9116736434976,C,97.41233761467018,C,A,-112.8343535525368,125.23456928916619,E,0
Mental,White,Homosexual,No,E,52.01477879310681,C,28.333574829539394,E,C,60.28860840031732,-172.58668997760986,E,0
Physical,Asian,Bisexual,No,A,-90.44715294069772,D,2.6629045277962162,B,B,-61.124394709627424,11.66194802216106,B,1
No,Other,Homosexual,No,C,194.16302741437158,A,105.2776052272028,E,C,-36.02539197401969,-69.23019338720997,E,0
Yes,Black,Other,Yes,A,-15.703457964783171,D,123.18035033035115,E,B,316.58511305281246,51.94412952993306,A,1
Both,Other,Homosexual,Non-Veteran,D,50.864536176209185,D,240.92459683511734,E,E,38.471519645089174,12.619579154901302,D,1
Yes,African American,Heterosexual,Yes,A,-30.774641774007694,E,55.745935664272814,B,A,87.21248582899605,-19.57070260576241,E,1
Physical,Black,Bisexual,Veteran,A,-30.476843273235332,A,146.51075935273568,B,C,-60.26072988829914,-126.53561599400574,E,0
None,White,Bisexual,Non-Veteran,A,-56.91730931140977,C,12.820439752794154,B,D,69.93416306941216,-97.00370071512963,D,0
Physical,African American,Other,No,E,-98.73795347338768,B,71.33620240059871,D,E,27.348260107248585,-131.24294246083906,B,0
No,Hispanic,Bisexual,No,B,-108.70760350751945,C,6.142384316549202,B,C,-64.39697748336793,72.2970267525476,B,0
Both,Hispanic,Homosexual,Veteran,C,78.71302136419555,C,73.98534799256099,C,B,-44.889247246028205,140.04316805727527,D,0
Both,White,Heterosexual,Veteran,B,-74.58118273893044,D,58.08936452216356,B,E,82.0867632919064,27.98792625853436,A,1
Both,African American,Heterosexual,No,C,-95.31257891881614,C,64.64406176645136,C,D,-69.84868340671625,77.53702793812488,C,0
Mental,Other,Heterosexual,Non-Veteran,A,93.96472366833622,D,-170.90021862095983,E,D,-101.62831041361882,-163.15530042250762,A,1
None,Black,Other,Veteran,A,-14.851409458894793,B,-17.13785124700221,E,B,-119.57074291008654,-33.1420225908702,E,0
Mental,African American,Bisexual,Veteran,E,-43.23490043953727,E,-87.64026105290586,D,E,7.146877622211479,84.46532397423658,C,1
Both,Asian,Other,Veteran,D,46.18416659968896,E,-15.03159480724105,A,A,-154.92513142736095,-73.4026521624177,E,0
Both,Other,Bisexual,No,E,-2.5042634756843025,D,-31.990649771321483,C,A,114.55048505174332,35.66383300661373,B,1
Physical,Other,Homosexual,Yes,A,67.66819990552979,A,-116.05703556611542,D,D,-16.481362694970052,-107.32914519943535,E,1
Both,African American,Other,Veteran,E,-203.43512599510439,B,-111.44367157597601,E,D,-182.6651997779075,132.37959756748933,D,0
None,White,Homosexual,No,A,10.621081407886459,B,-135.74266055890726,A,A,-40.48120646272243,-68.98101572543672,A,1
Physical,Hispanic,Homosexual,Non-Veteran,D,-106.92434624360887,B,56.865107049303276,D,C,112.90202534366516,129.9833608880587,B,0
Yes,White,Heterosexual,Yes,B,45.116623038436174,C,48.39612974037267,E,B,-52.42871371312587,173.21447373305762,A,1
Yes,Black,Bisexual,Yes,A,-21.42383514523394,E,145.75549027020574,E,B,-27.51217672982908,90.41480617305724,C,1
None,Asian,Bisexual,Veteran,C,137.89988531039506,B,-127.81172237218779,E,C,-115.60272045351859,158.3060065757678,E,0
Yes,Asian,Heterosexual,Veteran,E,-280.5934648925208,A,-88.35672392829555,D,A,9.540562707278589,80.3727566279403,E,0
Mental,Other,Other,Non-Veteran,E,123.15790285444965,C,-106.43765842419192,B,A,26.314588782037614,54.9620696045219,E,1
No,Other,Heterosexual,Non-Veteran,C,-43.81395444890978,A,-9.467092206978553,A,C,91.03361623811922,-11.695968372403161,A,1
Physical,Hispanic,Homosexual,Veteran,A,100.47791004942421,C,-37.32241165175412,D,B,170.80491441748654,-42.40357084812021,D,0
Yes,African American,Bisexual,No,D,159.777566044897,C,88.04391040910586,B,D,177.1487313917194,-11.688809522744396,E,1
Mental,Asian,Other,Veteran,D,-50.261197589175985,A,-22.32286189179496,E,B,13.928310538697811,-124.104086049886,C,0
Both,Asian,Other,Non-Veteran,C,-60.91305494678457,B,78.41922228662499,C,B,-44.260101322264426,-27.70926001854178,D,1
None,Black,Bisexual,No,C,46.65823116203745,B,145.56781480553093,A,A,-82.71356122196238,-86.38265542477328,D,0
No,Asian,Bisexual,Veteran,C,-139.72048365899718,E,-55.790184283929435,C,C,55.13928075390703,-47.304457222523084,B,0
Mental,Other,Homosexual,Yes,C,188.9415234228786,C,168.85933614959495,C,D,106.37864023496913,42.238573799713954,B,0
Yes,Asian,Heterosexual,Veteran,A,-117.2793573850105,B,-45.50961090261371,B,C,87.18253225709479,-146.20206259081604,D,1
Yes,Black,Heterosexual,Veteran,C,91.58126716307902,D,-184.04233117795266,E,D,79.3498044085608,-31.561905231475873,C,0
None,Asian,Other,No,D,-24.737894487947905,B,-61.490388806868026,C,B,-93.62578438315471,-68.69212282712567,C,1
Mental,African American,Heterosexual,No,C,25.687217553982062,C,-14.74991731685009,A,D,119.43520730727568,112.08473255655242,A,1
Physical,Asian,Bisexual,Non-Veteran,B,-117.27249992696633,B,105.18452060171101,B,A,-73.51964320121613,167.62280493430868,E,1
Physical,White,Other,Non-Veteran,C,23.39051847547823,B,61.798767936427566,E,A,-262.2202745499666,106.15910176595031,A,1
None,African American,Other,Yes,A,-149.41797383632937,C,-46.649854701742804,C,D,-53.44764491300553,43.37000638266442,E,0
Both,Other,Bisexual,Yes,B,-59.39068792915027,E,189.41500936275116,C,D,-126.33424794768527,-128.85863808631473,A,1
Mental,Asian,Heterosexual,No,E,-162.33963592137187,A,-80.23298132238654,E,B,-125.6543224307972,309.74427638501817,D,0
Yes,White,Other,Veteran,A,57.76579574847973,E,74.47170084594067,A,A,-26.065309838148153,158.36936572561538,E,0
Both,Hispanic,Heterosexual,Non-Veteran,A,-31.657708904344467,D,104.49208394459531,E,B,75.87494733831966,24.493272121140233,B,0
None,White,Homosexual,Non-Veteran,B,-17.526984766654213,C,67.19899741575252,D,A,180.23806682120485,112.87642118588002,C,0
Physical,Other,Other,Yes,B,78.4914769202959,C,44.40270142707931,A,E,-9.09531632519472,-0.1948983816802895,B,1
No,Black,Bisexual,No,B,-62.58908593046697,C,52.506032315788666,E,A,10.1063897462657,125.46030642434206,A,1
No,Asian,Bisexual,Yes,E,183.83048411164498,D,66.94447954376311,C,E,-13.134799159231376,-57.89418495693452,A,0
None,White,Other,Veteran,E,118.19285081880062,C,-91.57790670814273,B,C,-143.75616666446126,-5.352476644904968,A,0
Both,Other,Heterosexual,Non-Veteran,D,-27.180764032695826,A,141.07713601391245,E,E,200.26452081019147,-160.45579234874455,B,0
Mental,Other,Heterosexual,Yes,A,77.34831569172114,C,-27.152243723338366,C,A,-64.5307480225495,257.84607820790154,A,1
Mental,Hispanic,Bisexual,Yes,D,-39.65171631665701,B,137.12038970038444,B,C,-17.871165334321518,2.0998809867442487,B,0
No,White,Bisexual,Veteran,B,32.47496786221035,D,-48.300680745187556,E,E,58.95973043685575,69.10354200252159,D,1
No,Other,Homosexual,Non-Veteran,E,37.00520139636733,D,-179.7137713030348,E,E,-100.20368413425264,242.5519290918531,E,0
Both,Black,Heterosexual,Non-Veteran,B,-158.09779230907984,E,116.15356825589541,D,A,9.635698063959197,18.69207874043205,A,0
Physical,White,Homosexual,No,B,-0.47880132783040863,D,-53.54370423464642,A,D,27.608932082614395,-178.09318923903396,B,1
Both,White,Homosexual,Non-Veteran,E,-104.9514221520012,C,-106.99443362428734,A,A,16.94684405112958,-71.00518718305993,C,1
Both,Black,Homosexual,Non-Veteran,A,-20.398769209929927,C,98.9038496755823,C,A,96.7474992941908,-197.27529550782234,B,0
Both,Other,Other,No,B,-13.586532342711749,D,72.99241818030818,B,E,-70.22458642255128,51.458611649232985,E,1
Mental,White,Homosexual,No,A,-42.86758878211111,A,89.49876341863296,A,A,121.11997236163052,-18.311299058766988,C,1
