married,gender,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Widowed,M,65+,A,E,-6.95335846166541,-46.450662816577434,A,-14.677446474428773,D,-87.64656335876757,A,-59.986043222669934,-66.40549925280177,E,C,94.0031966680597,D,A,1
Single,Other,51-65,A,E,-21.06855551842522,72.89111794484991,E,139.26353037017972,A,67.9588664173678,C,117.27611395284131,-51.35565721390517,B,C,-175.01537792955,C,D,0
Married,F,36-50,C,D,-135.41149775860487,43.200397215524696,D,-91.09185183039727,E,21.177821285052595,D,-83.42015402116763,139.0731409098765,C,D,35.23159637949572,E,A,1
Single,Other,26-35,A,B,-47.89777630965334,-119.21735674087132,B,-182.50339991809204,B,0.5527679379168402,D,128.78740933310965,261.6222003982836,E,C,-52.231107989881984,D,D,0
Single,F,65+,E,E,-207.95772137522133,65.47701907534356,E,-121.71300269653517,E,74.61589765439439,B,-52.19152068750946,52.54681321384444,B,C,-122.77517792711387,C,B,1
Divorced,F,26-35,C,B,101.55426788215904,-34.69936307578642,A,106.31070865676242,B,5.198317620283334,D,-62.932765425644874,4.160068539742284,B,E,-67.40155802414688,E,A,1
Married,F,65+,E,D,-115.77649271180677,-68.76624526446903,D,-96.26354064336543,D,-117.34129946188727,E,-9.674192534421435,-47.31046600326623,E,A,41.39028079379748,C,C,1
Single,M,18-25,E,D,9.876602013201909,-32.65497258835341,D,-3.893159624552304,E,16.750521563576047,B,120.10837340543648,-41.00573155312614,A,E,-33.669591944753726,E,B,1
Married,Female,18-25,A,D,224.12510072426164,116.94009899307707,D,-57.758276502572755,C,-99.64855502731224,D,124.68573105763112,-106.46286086568024,D,E,-65.01613584807998,D,A,0
Widowed,Male,26-35,B,E,-44.08152860632711,-27.728482821176968,E,-133.79021959115906,D,-172.35483853232546,C,-100.11922055640208,-46.231909210634086,C,E,280.9621373424917,D,B,1
Married,Other,51-65,E,A,-25.718269350919275,-93.30817857238178,E,135.46410827399092,C,51.824225771819435,B,102.01047190572592,-76.76852033271688,E,B,278.2639898768451,E,C,0
Widowed,M,36-50,C,A,-174.4696817633745,43.47393505950249,C,-14.629356106010826,E,15.8343997121792,E,-18.05401043194675,66.7459648183518,B,E,-77.21066462573745,B,D,0
Single,Non-binary,26-35,D,B,-63.239827595677966,21.354616725641147,C,-181.63270774472574,D,-59.79039269593064,B,-123.60586145292534,-55.532364241530196,A,A,115.1065105598633,B,E,0
Married,Male,26-35,D,B,-71.050205668714,-61.53369908607594,A,-82.67094848339059,C,-77.19274937354132,C,182.36401378098543,158.79456503668263,D,D,52.80750171867511,C,C,1
Single,Non-binary,26-35,A,C,215.85749944670926,174.26965552778506,E,157.9954329570853,E,45.255408629850216,E,101.3527042020523,-5.008101413980174,A,B,7.1889802056881695,B,E,1
Widowed,F,18-25,C,D,257.34697394984664,-111.98111193355531,A,127.04246536868551,E,-34.36349049668072,A,-123.40505192231501,-49.38466855365817,E,A,-5.108006212911861,D,D,0
Widowed,M,18-25,D,C,45.53600358700983,-51.03090023177182,E,122.16831425760621,A,22.156024179412427,B,224.29108859178945,33.177681241777556,B,C,-17.591342416465682,C,B,0
Single,Male,65+,D,A,29.313988872749636,-300.8059210661666,D,82.86606614172801,A,-110.1418555028635,A,-69.79629802914755,95.24015742593053,A,E,173.10840635519205,E,E,1
Widowed,Other,65+,D,A,188.00103318110916,69.24717481910253,A,91.91837122352588,E,123.77659608779179,A,-26.937192208632737,-58.973398905138154,B,E,-35.0644949290925,E,A,1
Widowed,M,18-25,A,E,-21.704772549891093,-82.43060422363702,A,-45.50449290848822,B,126.53790721788498,D,-85.52899322460725,31.24001064610362,C,A,-200.35545837682656,B,A,0
Married,M,26-35,D,C,86.44038360213636,93.85594517105844,E,-75.63317284857604,E,-71.10992799231556,D,-171.81030691505202,-22.229940217597736,D,A,-32.9598191940623,B,B,0
Single,Other,65+,E,E,-117.69057950296148,-70.11430551137764,B,71.97041239177601,E,-7.1488970350755885,B,76.2352781606684,-88.7627614874416,D,B,45.603673355074754,A,C,0
Married,Other,36-50,B,C,68.93138794996746,-7.592269472209817,D,34.980386760774984,C,-6.054900986502441,B,-284.35452413261146,63.13576277280954,B,A,-66.86861014538823,C,B,0
Widowed,Other,65+,D,E,-98.20256498578574,22.776936167099834,C,-54.53305886581341,B,-79.90280048670613,B,-17.50701087666356,92.7665649106547,C,D,37.497868668773236,B,D,0
Married,Other,36-50,E,A,-127.77556644335084,-51.60072640025846,B,-35.53739617289964,E,-62.429442451019625,C,116.22504333126813,-53.18655343731802,E,C,-56.13991169081953,D,B,0
Single,Male,18-25,C,B,-65.92131456259756,-87.78829998418817,D,-33.64723234794878,C,-1.4602728820820476,D,-164.15689542983475,-56.3321339816224,A,B,124.95739426685562,D,C,1
Widowed,Other,65+,B,D,124.54528220277656,63.21146254981046,D,43.61205215407608,D,40.34542439330473,C,31.456338657794863,-124.63360097995488,C,D,14.88341907486518,E,B,0
Single,F,51-65,A,E,137.0003756545082,-118.4708728866267,C,-172.56695455653605,C,113.06008502247964,D,11.718992649626562,24.9159243011008,D,B,-5.558580404236061,C,A,1
Widowed,F,51-65,D,B,-84.46233462552361,90.37805331064578,C,4.860843151383378,C,116.02792761595066,A,-164.61254104944706,-197.2597666536497,D,B,55.37507818836011,B,E,1
Married,Other,65+,D,D,-87.13832422063172,50.56410920287221,D,-37.40658344980402,C,-55.09562888801213,D,98.48942346920713,-11.57314766861831,A,D,-49.44075843292316,E,A,0
Widowed,Female,26-35,B,D,-51.70822658300784,121.71771233913246,A,52.33136306406182,C,65.99643781305524,E,58.978554454742095,-214.4290366792097,E,E,-28.236694155564436,A,E,1
Married,F,18-25,C,D,-30.252736343720578,71.91731792323677,E,83.09563136921267,D,-50.327443161230754,D,-187.12641089708382,-16.190778827846923,B,C,-63.595845272747034,E,A,1
Divorced,Male,18-25,C,D,62.67730149764529,3.9389872384462747,C,56.60257632427892,D,131.64304719747633,E,-184.57294242519126,-34.895088108288256,E,B,13.271589208614959,A,C,0
Widowed,Male,65+,A,A,121.65258665544509,-13.140227908607338,A,152.57313239752847,A,84.922854055174,E,-99.61230133845281,-23.005065599281266,D,D,-20.26519571233853,E,C,1
Married,Non-binary,36-50,D,B,-205.25461854828802,55.284465500707704,A,-158.4863126690451,D,11.000962029448797,A,-53.62975867381958,-188.15010154195457,B,B,38.991115694406695,B,A,1
Divorced,Female,51-65,B,D,101.09090627104749,40.09942399471304,A,-217.95516435565762,D,-31.160940994528136,E,-29.64691165250155,46.49575513245188,B,D,-70.15794669956196,A,A,0
Divorced,Non-binary,36-50,D,C,6.819428411334657,-43.84443478536441,A,166.7594029553365,E,26.61628796201353,B,209.26270069646185,-132.5412758063088,B,A,75.88307266659338,E,B,0
Widowed,F,51-65,A,D,-120.65080119239795,5.786997152332444,E,80.36212464234058,D,-45.80564436406564,B,188.35824834904733,-40.906439762383364,B,C,26.561317116875994,C,A,0
Single,Male,51-65,C,D,-0.5288572521308513,172.2608935965463,D,-194.3619653033452,A,-99.86841039678295,C,28.606110374881723,-118.05177800907454,A,B,98.31623281801538,E,D,1
Married,Female,18-25,C,C,194.64974462891294,-83.51459225586402,D,-5.2760605633528925,B,135.3343127712605,E,-101.36924071076155,55.80298936453456,C,C,-17.329228067412572,B,C,0
Widowed,M,36-50,D,C,-8.452916520857157,-18.149885937495483,E,273.77657121443184,E,27.027861641578987,E,185.50299866114136,-30.741185924186865,B,D,193.27346095179902,A,D,1
Divorced,Female,51-65,D,D,28.731173790730384,-92.46404994307562,B,21.17256916154327,E,-111.35994749765979,C,4.623080193731674,67.12062525963239,D,B,258.7610640182239,A,C,1
Widowed,F,65+,B,E,-22.920737092749384,-49.03845965909676,C,-64.13419808559445,D,74.92165971016173,C,41.12140949864839,-195.18178395528165,C,D,-9.40616990005477,C,B,0
Single,M,18-25,B,B,315.8410042236965,5.305314655063546,A,28.229027716547883,C,-183.8467382646793,A,-55.2591433703531,-5.299944840811071,A,C,-146.01825269054987,B,E,1
Divorced,Male,51-65,D,D,99.09476346492569,-102.48687439425255,D,22.9106284727009,E,24.162185416527997,A,2.4356007585818755,150.59642877658942,B,C,-41.389538548328574,C,B,1
Divorced,F,18-25,B,E,9.166127522204846,180.48947868887396,E,-72.83851583261941,B,79.77844817566283,C,-77.93533945863261,129.30319288814786,B,D,74.04118329295008,B,B,1
Widowed,Non-binary,26-35,C,A,47.677704981758616,-250.30011119525034,D,-59.76112429815994,B,-112.66392294471981,E,219.93381872887645,-126.0109315201492,C,B,-82.46803654151313,D,B,0
Divorced,F,18-25,D,A,-140.96034764783732,41.25646181800225,B,41.48987288368862,D,-63.19673511306273,A,88.6893533161938,-14.945381674426136,D,E,146.96608440941984,B,E,1
Widowed,Other,18-25,E,D,21.134535907562714,3.2255686104250545,E,56.01444699565376,A,112.85898509365528,B,-68.82687628836574,147.14898567650835,C,B,110.55892473629456,C,D,0
Single,Male,18-25,C,A,-16.94246430688699,60.51941644174491,A,86.92327712408789,E,131.79556950251157,C,-122.03205134093234,96.67857719012206,E,A,-110.56100838489091,E,A,0
Married,Non-binary,26-35,B,C,63.101755039733874,-39.68618148353174,C,10.726041881254302,E,22.65238408143775,A,35.578497628499086,-29.800200066443654,A,C,17.901771202205214,E,A,0
Divorced,Male,18-25,A,E,40.749191039451844,-85.9320394299123,C,13.642878607291145,D,-3.460655303217614,B,62.41808036567503,46.55727577125539,D,B,-17.717118331359064,E,C,1
Single,Female,51-65,B,C,22.683286607077513,-78.73036104332787,C,-10.109567944676185,E,-102.71172185742641,D,26.685390249448027,147.21598734060436,A,A,-20.72647611580829,A,B,0
Single,M,36-50,B,D,39.21983295099068,1.5053814800929985,D,-134.33724564216664,A,-251.27640833792225,E,78.33597022013173,-28.006214491858177,D,E,17.882021332086566,B,C,0
Single,F,36-50,C,B,123.12329688382613,59.1849893491824,E,-41.166328218952216,D,-29.412480973668508,E,267.3117102142145,28.50298737371084,A,B,231.52391824195817,E,B,0
Single,Male,51-65,E,C,-158.6530712016697,-64.6586046290517,A,-121.75311991748714,B,-110.66715829522033,E,81.90881322093408,-30.711039247301564,E,A,43.392825890790114,B,A,1
Married,Female,18-25,A,D,31.823974951954824,115.37326068087548,B,218.4460227411804,C,-129.9895868258026,C,86.48657145017908,-70.99112524487849,A,C,-17.008092701825113,E,B,1
Married,F,36-50,D,B,208.1316074019305,163.15724117648026,C,156.01699642169004,A,-1.1620221959337909,D,15.442232509216133,-15.1948707907215,E,C,27.139778229706778,A,C,0
Married,M,26-35,D,C,123.550816863136,3.505837993076457,A,-147.3948834316183,D,29.56617596436837,D,-16.968455536930467,-51.50251558139477,C,E,5.2401651194770364,B,C,1
Divorced,Male,26-35,E,D,119.1819963310455,-248.89691641631907,E,33.32113843258297,E,-54.24365670126343,D,-22.08535686096655,164.76680935311688,D,C,91.58329505054049,E,C,1
Single,Non-binary,36-50,B,E,90.8454404140409,35.24777468581624,E,20.995959256426406,D,27.52177037616386,D,-49.07214431396248,9.890876987544114,C,E,-25.096892425234003,B,A,1
Single,Male,26-35,A,B,-117.65301323369974,122.11664958919486,B,146.72427637101828,D,-31.369730284681523,E,188.76838451376142,92.32439945005805,B,C,76.9677683717037,D,C,1
Single,Male,18-25,B,C,-150.16253137058132,-191.00937125900649,C,-133.21071903875574,D,14.54430653691881,E,84.06840323700946,22.43419086231003,B,B,-212.95360788645382,D,B,0
Single,Female,51-65,E,E,-175.19092979078584,-50.64891582134524,B,118.89033765486461,A,-70.68750385929833,C,-12.833678292776304,-32.925219444832244,C,E,-52.256913438746025,E,C,1
Divorced,F,36-50,D,B,-85.88552828591118,109.49409981890759,C,-156.45409353874976,B,-95.41085357536126,D,196.20893862661794,-127.77792972534725,A,A,-88.85752280018814,C,E,1
Married,Male,65+,D,A,-13.139636427009476,-76.1891873119142,E,-61.01669454189539,E,-32.254239325425694,A,16.323118348810077,152.55800431287182,C,D,156.90756713094075,E,A,0
Widowed,Non-binary,51-65,B,D,-128.25408164594955,86.32830606451932,E,-75.75472566401014,E,-132.32720786362967,C,3.2384154922056374,-42.093755198180986,D,B,-164.80373103024573,B,C,1
Widowed,Male,18-25,B,C,-118.14896380616233,-181.603600112142,B,107.90290736173446,E,-170.12824560421822,C,107.03602822257467,72.05465618761218,C,A,13.135470430315848,B,E,1
Single,F,65+,C,B,44.775942731789215,-74.33093655308105,A,52.26907990823464,E,30.847541887253005,C,135.77725264330905,-66.74027435579704,C,A,27.74336249384136,D,A,1
Widowed,Male,18-25,D,E,-5.611533040357587,87.85747856094241,D,-38.940151613791194,C,-154.25157142964298,C,46.47647240577378,-80.26242871188643,A,A,-117.65652302820313,B,B,1
Single,Non-binary,26-35,B,E,32.21736666191778,175.26757925694812,E,-90.13761106037069,C,97.04526209990671,E,168.20790973469695,-106.35190583360836,D,A,198.9294305674786,A,B,1
Divorced,Female,18-25,A,A,-88.2516858179411,62.70202762539768,D,-38.47550614761854,B,32.09528010050421,C,-92.2911393639536,118.08030176255338,A,A,34.25890577606177,C,D,0
Widowed,Male,36-50,A,A,-91.90962059199602,-172.27247298424112,A,64.21913714604331,C,-24.12865211684629,C,-29.369010810481868,-33.33058447858021,C,D,-54.595601958114095,A,E,0
Single,M,65+,B,C,-62.129803929907915,-28.934978557304664,D,-27.32976406678254,D,-176.04116214173249,A,85.40356458244987,-101.25251175846586,D,E,-66.80667466813142,E,B,1
Divorced,Female,18-25,A,E,-51.95304614946442,54.1189395983476,D,2.9130823750226056,D,101.84387779779051,A,208.36835665883183,194.33302854484987,E,B,-57.298279771078796,E,E,1
Divorced,M,51-65,E,D,112.34909966280372,78.06621714188695,D,-9.918509206293267,E,-86.9117142367017,D,7.317729934930471,-94.09624946128476,B,C,-4.61572454987818,D,A,0
Divorced,F,65+,C,D,-158.46755817454647,-100.79610040709936,B,-3.105647835464489,E,-34.25533801639754,E,144.35340592491283,52.09351023148477,A,C,-144.36865766470322,D,C,1
Single,M,18-25,D,A,-42.28066857991838,-31.383187287485708,D,25.243833529525624,A,-81.4768721588324,D,-162.71735588809884,49.09389377049864,A,E,-51.785824923358035,D,B,0
Married,M,65+,D,D,46.931155800069554,78.40330817997925,A,25.60586008043418,D,72.84403791984057,D,65.08123161788933,-91.919179841348,E,A,-19.501096934372526,E,D,1
Widowed,Other,65+,B,E,-137.35122357241778,138.11538226631603,B,22.001136139148883,A,-42.596506287825186,B,31.47627248852194,-109.53149649809315,E,A,-275.61219868062176,B,A,1
Divorced,Non-binary,18-25,B,C,83.32818398462943,-47.743015362023186,B,103.7029068265328,D,-219.47808900182673,C,46.26466928613049,-155.58581537802715,B,B,135.11485022462625,B,D,0
Married,Non-binary,65+,D,B,-4.519074762646907,-80.7339600919554,D,189.46314110601668,A,150.95673157228248,E,-0.004916524693281214,36.5537033434411,A,A,-9.594046327317786,B,A,0
Married,Other,18-25,B,D,-117.10289406983678,82.69226697796451,E,-140.20729703659418,E,9.81038010137766,C,-36.355340867113,-9.265005879169331,C,B,204.10217603975588,D,A,1
Single,Non-binary,51-65,D,E,62.651775513119446,77.70483695782356,B,57.23771849028826,D,106.438667028516,D,-118.50155795770463,95.53493602342746,B,A,-178.72646466329658,D,B,1
Divorced,Other,18-25,A,B,-33.84380738896201,158.285995364536,C,163.6254617434754,B,-9.623385545070635,C,0.013905572860149843,-51.55651509911545,D,C,84.22018514420232,B,B,1
Widowed,Male,65+,A,A,79.76065773410882,-160.05399045643037,A,-148.02766838262306,A,210.50326866271956,A,71.26082322718756,88.47106385052791,B,A,-46.74519834618617,E,E,0
Divorced,Other,36-50,C,E,170.60081509386043,52.08795572414003,E,13.397461606570058,A,-72.26491020802756,A,56.501642664496075,-48.09230917393826,B,E,-3.426837795326913,B,D,0
Single,Male,65+,C,C,26.968691892285047,-67.69511883613039,B,108.25053320248215,E,73.06554007573564,C,30.626742128611223,-52.29753902333998,B,E,-79.06091584109207,D,B,0
Divorced,Male,51-65,B,C,65.05770437752182,-35.039933192627934,A,-2.499524613598672,E,-35.51163877382196,B,4.542337957292389,21.56607905792523,D,D,138.55838635677796,E,A,1
Single,Other,26-35,A,D,-84.82855891898066,-125.58158974117326,E,-95.65130954106219,C,27.340092168945173,D,90.20333325557068,148.82025922727001,D,C,127.66276828574053,B,B,0
Married,Male,26-35,E,B,70.885629697502,12.074811961249504,D,-61.96187763823858,E,-69.28521689289632,B,-42.51055068465778,108.3386903722412,E,E,-177.83399286903153,B,A,1
Single,Male,36-50,C,A,-121.24289214083022,-46.35310546494733,C,29.62392396775616,E,236.53304493099597,C,-23.129222398664844,83.63689706656446,C,E,41.34718298104608,A,B,0
Married,M,65+,B,E,186.97168006498129,56.69040593889139,A,30.83063334891693,D,-27.825913154749255,B,107.25095329120249,-86.1414480532137,E,D,-29.478101905268865,B,E,1
Single,Other,36-50,D,D,-60.22202952062059,37.58578607461685,A,100.77795055314792,B,53.81837848637219,D,7.837536743727219,-63.328408806419944,D,A,-7.668073257859478,D,B,0
Single,Female,18-25,E,E,-4.428541781641536,-20.870956270328907,E,162.82262068176584,B,-93.21795653924065,C,-72.2605596113598,-128.7683248471426,E,E,68.03080216277867,E,C,1
Married,Male,18-25,C,E,-43.77399652772232,-90.45619102772989,B,-195.39343036957638,A,2.2090634857844424,D,24.265741220745024,110.74620371068835,E,D,-78.21639517007067,C,A,1
Widowed,Other,51-65,D,D,63.0437621676193,197.1162529613278,C,110.17798854734386,A,87.06580096685843,D,127.58206287026542,34.050464199930765,A,B,-70.10049851020361,A,B,0
Married,F,51-65,D,E,151.6010438465418,-12.726698742980552,A,-63.84797736378478,C,44.47526319451499,B,-97.34544215004595,-47.71285850058618,E,A,40.32721205941051,B,C,1
Single,Male,36-50,C,A,19.36956814858283,-70.55574568018625,C,138.37878139546683,D,-13.766300952896653,D,-49.14689955581375,2.5612901735153395,E,C,34.30783008015298,E,C,1
Single,Other,65+,D,A,322.8209729575942,94.6052142422838,D,91.53069342499165,B,-41.52765107169783,E,145.92040858504595,20.47305013204507,D,C,51.98119326157125,C,C,1
Widowed,M,36-50,C,D,-53.1762514488856,99.92508097072822,C,50.83937939895171,B,-49.7623809349607,D,74.4796564499739,-112.37733535123209,E,E,202.02659582785682,E,C,0
Widowed,Other,51-65,B,E,-97.88925798867572,61.26956063159666,E,60.078481720273956,B,79.67358875038715,C,-24.790926892260934,88.45415384064972,E,E,-16.964010007693837,A,D,0
Widowed,Other,36-50,E,A,-22.57766665574016,-40.73397960771198,A,-59.335125972794515,D,-115.12819490153406,B,61.238161231856395,115.40190920455214,A,A,82.1334622849454,A,B,1
Widowed,F,36-50,C,B,-100.65945972602546,-120.35728469775006,B,5.1797889669734944,B,61.47906492824168,D,91.0482865448014,-54.33631310055935,D,C,238.11168057591874,C,A,1
Married,M,51-65,C,B,-81.70632409167162,69.89796724987103,D,2.104270488104015,C,-7.040817274122947,C,40.0483633141307,-76.11553120397764,E,D,56.02735621030492,E,B,1
Single,Non-binary,51-65,B,C,-121.23292520440665,-30.335766811806874,B,-62.13862706860037,E,-2.6486302316671955,B,-143.34567835869163,-28.79102493157814,B,D,-32.78631453607588,C,E,1
Divorced,Other,36-50,B,A,185.37771492798282,103.100985635509,C,37.7360465827419,C,85.88743006626228,B,-72.03541996835826,-56.49708951045104,C,D,-62.30124673999726,A,E,1
Widowed,Male,26-35,D,D,-91.85744776874041,120.55688449067203,D,-24.751977607390657,B,158.08055412908743,B,-187.72254572552546,21.18094251141625,A,D,-69.0692412714352,C,C,1
Single,Other,51-65,C,D,-14.85435733810056,-53.15068562962693,D,179.3674933212414,C,-105.2229074824921,C,119.31510931865638,-46.635528811951616,E,C,15.824397512506424,A,E,0
Single,Non-binary,26-35,A,E,200.27354823019317,-241.54196185961777,C,0.44934117313729804,D,-32.14536421894872,C,63.79321604626854,-46.422905419942765,B,A,109.18813042110034,D,A,0
Widowed,Other,26-35,A,E,69.3082394500085,46.27052343842649,B,-93.33857353073581,A,104.37938858164013,A,3.8589483266603968,114.86284946924413,C,B,82.53549500581065,E,A,1
Single,Female,51-65,B,E,65.21270949275791,-32.714341829431795,C,-110.56811924195813,E,-42.719541492183296,B,99.95943804431047,55.33910344070678,C,C,47.80743533184098,A,A,0
Divorced,Non-binary,51-65,E,C,32.98063654345315,-56.4118593522862,B,-28.71018123173804,C,50.34187920458588,A,3.231398876150662,19.34291800458469,B,A,-27.599800020758046,E,D,0
Married,Male,65+,B,B,13.925980276103909,-107.75361363794845,A,69.65785621019708,E,-182.3305982095262,B,-86.96020969629116,163.95286281127227,E,D,62.632757361672844,E,E,1
Married,Non-binary,65+,B,E,29.859535200016946,72.59265006548999,B,157.5638115681431,A,267.5243987274668,B,76.66255855799497,49.80635704652984,A,D,45.353762869457114,E,E,1
Married,F,51-65,E,A,-329.6004857182814,-100.29712532985036,C,-94.56421488253423,B,-11.577020275870034,E,86.87553347678617,-5.509238800298161,B,E,247.61646546958045,E,E,0
Married,Male,65+,D,C,-9.910557353075335,-139.32275813598628,A,-57.40486372111536,A,5.617540304695878,A,-23.086924752332756,-140.10896500614476,C,D,131.13716247441644,D,E,1
Single,M,65+,E,E,127.01816960053026,162.67102158101628,C,-38.02969332033093,B,-175.16256999722438,B,-131.4999808008133,37.51697160002191,B,B,-86.18010387166896,E,E,1
Single,Other,18-25,B,E,112.7680945181192,-183.29236744531062,B,-11.217028100767843,B,-3.386953378792099,A,201.92407185517786,49.198070600248656,B,D,39.26015292109503,A,B,0
Married,M,26-35,A,A,20.939172908839982,-20.244786829850206,D,5.754694501440242,A,-88.3973776073262,C,-118.64719290819528,179.1495808650577,C,B,-7.050503578515739,B,C,1
Single,Male,51-65,D,D,-59.041995111341514,175.00267724024812,B,30.810835591898115,D,90.17011402626886,B,-58.70890321350777,-29.714626737800504,D,B,69.81400736635175,A,E,1
Widowed,Male,18-25,D,B,26.81403865630066,91.9530230868795,E,33.23889623929597,B,89.07886296490894,D,-13.425006057330572,-165.40038452369564,D,A,5.707496310836159,C,A,0
Widowed,M,36-50,C,B,72.97444277721165,-64.23203648183387,E,27.04078767786934,C,-80.18150665609501,A,-112.18997657424407,247.1216667780069,C,E,76.01166169742994,E,A,1
Widowed,M,65+,A,D,-3.491900128819201,6.471899345878486,C,14.873571467183416,C,57.328802403687796,C,17.86303991503282,12.418790613371264,B,A,-47.97766110459191,A,A,1
Widowed,M,65+,C,C,-31.75532605138718,114.23893120446613,E,-45.90864771534731,B,110.83732605989027,B,-37.87760893118172,-97.64930528575529,D,C,-12.480935365298123,B,A,0
Widowed,Non-binary,18-25,E,C,17.15762353293602,103.73127166583325,B,181.19472620861958,C,11.901458718096855,A,-19.020289395758113,-36.06192047264579,C,B,113.87668043686787,C,A,0
Widowed,Other,18-25,B,B,96.16646097300388,-156.5242899959591,A,-295.8090095507135,E,60.58870447163789,A,67.82675719058079,63.1209264635125,C,D,32.71103733713066,D,C,1
Divorced,F,36-50,A,E,35.46416184524569,-14.34178570030363,D,127.29761299800515,A,130.28273431960648,B,155.45155218325033,-10.63920640185455,E,E,67.41514044595435,A,D,0
Single,Other,26-35,B,E,98.40711171221552,-222.27655607156623,E,-52.47001939873619,B,-175.43277891860322,E,0.5206724359301041,32.92336740086657,C,A,72.00063637876664,B,C,1
Widowed,M,26-35,B,D,-30.524515304376582,160.71660039925604,B,54.844831557885655,D,16.58267144355812,A,-87.89702495161261,-53.51987415974685,C,A,-159.1197585128524,D,E,1
Widowed,Other,65+,D,D,36.2743269574921,-21.905345327017187,B,304.70229190568176,C,-149.8311836692251,B,135.99710766119867,-52.265666498911344,A,D,71.46125434060447,C,B,0
Single,M,51-65,B,A,-212.3515995004448,73.35216182460275,A,-140.22966499651653,B,-84.29436859943797,A,9.258815497175242,67.19766198571895,A,D,-5.859560880875645,A,A,1
Widowed,F,51-65,A,E,129.9365060913343,-56.8961212736922,E,4.701549492292919,D,-76.85165136785403,E,34.72089254338586,-36.648636105578014,A,E,-38.08155038542227,E,D,0
Single,Non-binary,18-25,B,D,-68.35758886451234,-17.5825640622152,B,-33.50128255020088,A,15.661693424512327,E,-59.54885956391729,57.52130161944498,C,E,-124.3485531802345,A,C,1
Married,Non-binary,26-35,C,D,39.44078072361369,-219.21945664707857,A,38.006179166047986,A,90.2304326785464,B,-20.628193713748008,-35.63133370329615,D,A,-11.632371469698299,C,D,0
Married,Non-binary,18-25,C,A,50.79513206243701,165.34929658276042,E,39.438301527277616,B,11.200844350665724,E,-5.068767096395692,-105.74926962681172,B,A,-31.44277930541353,B,B,0
Divorced,Female,65+,D,D,104.78465382094927,100.1091923411104,B,57.99406431736257,A,106.69089596343846,A,-125.72596599991857,-125.25073520626478,A,B,-86.1573636727398,D,C,0
Widowed,Other,36-50,D,E,24.902648233619292,-33.46591679518783,D,136.4029262327473,E,-14.356658661856114,D,-140.21218033809723,159.13791719136452,D,B,-69.11518445378681,A,B,0
Divorced,F,26-35,C,C,28.062676973980544,202.84405093587284,B,37.554046047879055,E,95.11201334092448,A,187.2042128104829,50.562212180015855,B,B,104.25249282722244,B,C,1
Widowed,M,51-65,C,B,-113.31465420461826,-9.937902731268052,E,106.6903344623202,C,-57.66163412278863,A,-64.98190708530163,-85.6479850837999,D,C,-41.50923826588638,E,C,0
Single,M,26-35,C,D,44.98528226419531,-39.5253391854869,D,-197.60079429162926,D,-48.63256934695011,A,61.45566471847316,88.99569267376008,D,D,11.31977576169636,A,A,0
Married,Male,51-65,E,D,100.72260700891688,48.798934560579454,B,-154.26441574438303,C,-171.17041424051413,E,-42.95380341696876,-1.269925527445259,C,C,-47.83805528821172,A,E,1
Widowed,F,65+,B,C,11.612387437568128,-43.155285600517914,D,-150.1799033179852,A,51.88272719861138,C,-29.558497948788354,168.1805521990398,A,C,5.803201492332488,E,A,1
Divorced,M,51-65,B,B,63.862207192100705,38.472104119690975,A,-103.7230030058518,E,-10.921934746023686,A,-32.37549000028414,-4.919315450986858,B,B,45.392328098637705,D,A,1
Widowed,Male,51-65,D,D,-50.927886286984915,3.7919218789025293,C,42.29954217862685,A,-208.3448493359699,A,-289.1365092060025,120.741224584993,C,B,-108.19307214838616,E,D,0
Widowed,Female,18-25,B,E,-4.306103748296729,-116.68257995224458,D,-32.0381373582845,D,-62.99517385202681,D,-110.56753054395007,16.624836352104758,D,C,3.3892868858041743,B,D,1
Single,Non-binary,65+,D,A,-51.22677219846965,54.00634443948371,E,166.78384149986206,D,27.15966168252484,D,37.18369196357881,109.96878813505475,A,B,5.743120471835214,A,C,0
Single,Male,36-50,A,E,-194.24478996694162,-113.7626940987037,D,-6.3926239572092864,B,-227.84554474488243,C,93.91580252694773,-98.84852937955037,E,C,42.235188470456244,C,E,1
Divorced,M,51-65,B,E,122.49132796401044,108.99774582441468,A,-109.02223642887796,A,-126.95677858279201,A,-59.87787415564528,78.38049519318467,B,D,141.12464350366614,E,E,0
Widowed,Other,18-25,C,D,53.39044129829106,-27.988421958276994,D,-102.00611456683886,C,-15.731668164828788,B,244.48631562184727,50.01990674488926,D,A,-245.566923806066,E,C,0
Divorced,Non-binary,26-35,B,B,66.27356448659128,-27.2606090464656,A,-49.63783731060491,B,63.39758345061406,D,17.794902057548438,23.912854043860904,B,A,-24.38924282601543,E,A,1
Divorced,Other,65+,B,B,-28.32547139333045,98.04927590003196,D,86.94063957565515,C,22.55256778605064,C,-36.15677340334466,-47.250695221935715,D,E,93.94440766436028,B,E,0
Single,Non-binary,26-35,A,D,210.68222408638374,-80.98470848470579,A,-24.408624443899047,A,-202.87397626991455,A,-52.11252735692261,78.3847110390891,E,D,-38.990831510383316,D,E,0
