disability,AgeGroup,AGE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
Yes,18-25,33,B,-56.871114948900725,-102.55161425652584,B,-150.89031476679628,-25.895056273946665,-113.07367065149599,-0.6472267645661737,-134.37420237246528,213.8125705732899,B,A,C,-14.560180289628288,-51.96193188470559,B,E,25.51066240109231,1
None,65+,77,B,-202.28122162407635,107.28461490826126,B,3.2996752149730932,4.594388396339501,40.574642509221036,234.03134361933508,-49.7010996891256,-62.668518660454154,D,B,A,45.84766567276074,-30.71209267455131,A,E,-78.2964050794358,0
No,65+,88,C,-119.25548820805678,49.67341944839314,B,-24.168831094782632,-44.588774789277316,-75.51155172504824,-2.693615404127459,-39.01120263874267,-105.17567480944136,A,E,A,154.2283625129761,-120.05200169575994,C,C,-80.40729524090531,1
Physical,36-50,87,A,118.77762998967366,-17.398170854104194,B,-35.31249137512905,121.57299763360254,-23.018547323926857,51.16784323299319,54.2217449672601,58.58912663083446,E,C,B,9.89112670765981,185.7078839535782,A,E,-64.87986036735956,1
Mental,36-50,88,C,37.385684534074244,78.83402643685726,A,-104.04230154747185,165.91763422127147,-263.70706004366326,-142.2115437765964,-28.808990560645935,-46.75769504132787,B,E,A,-47.637584721573,5.193082190309099,A,E,-93.0576268627238,1
Both,18-25,96,A,-1.0408622098079416,-17.093320569830784,E,158.30702996400018,41.52039867816196,79.1397876354208,159.50916859134958,95.18538787542983,-80.33309812671392,E,D,A,35.16502011619648,124.14928456833687,B,A,144.82032234207085,0
Both,51-65,71,B,204.42883012958526,-35.51524029860743,D,44.33274252255611,-153.08122714936422,53.00760277956743,6.235886129918486,-120.13267797615887,-0.6397555750375228,A,B,D,-47.36975089536079,-87.14278687824813,D,C,75.21217121107688,1
Mental,18-25,64,D,34.22263919155991,-155.53853358523816,D,-124.12988158001316,-42.6026506503596,108.65706423647737,90.65779362588589,132.31430729698067,-14.243492200971774,C,D,C,91.87460483524058,-154.83176052289355,C,E,-8.333485341959298,0
Mental,65+,20,C,-79.44300475124538,29.049991398065846,D,49.42991749674018,-148.46581307991983,16.219721945412534,-36.03173412121736,-89.70093581371489,118.91987750206461,D,C,A,37.23077071923057,216.4699922170851,A,A,138.07928757609474,1
Physical,51-65,47,A,-25.919720504896887,-47.483591211379675,D,166.99509542048438,123.96926360883865,-389.65912165206527,9.612344249750318,-78.15920852162326,-28.13354403249404,C,E,B,43.220316950569824,38.04813001872026,A,E,-79.71896711138008,0
Yes,18-25,32,E,-133.50946745016756,143.07546928534128,C,94.42970185062545,70.75084433440115,-45.53418778523739,-62.47936707040746,5.823525890340805,-0.8154385213114602,A,E,D,-151.13675110507566,91.02646388414706,E,E,-29.58451015236877,1
No,36-50,20,E,53.815374581137036,32.90455117747992,E,-122.51149207133885,-2.6801880842279164,-36.66254832071305,15.244913349535224,323.78072458659904,19.416027568725145,B,D,E,-56.136327088721686,-182.54844516066896,A,D,244.18497870578082,0
Both,18-25,84,A,-107.64071476088792,-101.95323199856303,B,42.055059341444164,118.94284446646013,-22.418677817341635,1.5862207929912644,-167.24896215387673,66.36243965809706,B,E,D,59.19317531090369,-57.22330946251372,C,D,-7.638638290404915,1
No,51-65,62,A,-9.300091547896146,-76.71017134624583,A,65.97659929192649,-11.35067371707758,-142.7267664892214,-52.48334929331953,-183.24244931848966,277.5865345617032,E,C,E,-17.80580395468181,131.0528775835267,D,D,-127.44530774411547,0
Both,51-65,88,A,-53.507109352932325,-140.9495671292736,D,-96.57203789367212,67.71713622228486,-131.0851982194378,-253.68289770066616,-78.93664788981931,-21.422277871681853,C,E,D,-204.5259182976476,137.21002202007787,B,B,62.56912022994877,0
No,26-35,23,D,7.572333739114244,77.55037810993278,A,95.57420202589,-15.403387640143754,-135.7317249650937,-16.36836364663935,7.558979611691331,-52.736469293662694,B,A,D,25.630637366733904,72.6145858142368,E,E,102.36754216393986,1
No,36-50,46,C,188.1960516258777,153.72602640831053,E,35.420947986917525,231.1740301837187,27.1478854420648,-55.57493732831674,19.95767365725586,24.138304517443693,C,E,E,51.886013990024715,74.3716948408074,B,D,-11.061752645221933,0
Physical,18-25,20,A,63.518071409906526,26.727529239061464,C,53.163229077889525,0.6580730776650886,16.613089506279984,-93.2685120102533,-13.29301663870365,31.2481470982681,B,B,E,65.84549171743602,27.91959744560745,C,D,248.5776036510421,0
Yes,18-25,90,D,59.867752132434134,-63.95170802934737,C,-35.83829874796224,-32.48425618257591,27.27466553227999,110.63154743005734,-1.5090990240476367,-55.78659567147033,A,B,E,-41.121740864369954,-16.455488919447923,E,C,-28.763110593260567,0
Yes,51-65,53,A,8.577166930993771,15.876438910127025,B,120.1235022893367,45.51238245129395,20.898264621478546,-56.97652042260657,-143.45917455803138,-62.23901264948891,C,B,E,103.07550505229852,-79.53212538101742,A,A,-35.82921459258246,1
Both,26-35,54,D,-151.4231670873191,-3.892719571086333,A,189.30813661391716,-44.332706239802114,-156.08246964008987,-0.29102767056097995,-91.64918725583684,-69.36144766882734,E,B,E,-111.14473542936223,-138.51903476598994,C,A,-51.40840728255889,1
No,36-50,31,D,-40.93708209106496,6.654860578935084,C,46.82546898694831,-72.20974593897161,-74.46063786572697,-0.5410515119765019,52.087927682995236,35.61953451142673,E,E,E,77.9102156494004,81.21526831591373,E,D,-259.6571496105317,0
Physical,51-65,29,A,-102.09870687237436,163.50708904077993,D,-162.55541413685657,-76.37091258535038,17.801541434084285,-117.57857862023722,29.488461625624662,-34.842050184667855,B,B,E,67.25507396323269,-18.677425277906917,A,C,53.22162290236423,1
No,18-25,42,B,-96.0843900037628,10.465930562210481,B,234.32064356088094,-99.28378305349449,-75.9710950379063,-34.61270969061421,-101.90265989173295,274.8285560008296,C,C,C,-13.852618673868506,-79.03308764207611,A,E,65.85923147258747,1
Yes,26-35,73,E,-93.43298783144266,-34.796897616036304,E,78.25510904322647,45.452151309147816,-53.09431544353046,-197.24447895439184,-132.33616266990563,-27.70090706804898,A,D,C,137.49839810313674,-164.1818044354507,E,C,103.44306441468107,1
None,51-65,54,D,-133.80165797572852,-46.39893794511466,E,-149.12181436008015,0.16780904237816088,183.10206531843994,35.667576844220726,-72.47536153743201,2.260919229324932,D,B,A,-61.62352959680244,28.537398035335855,E,E,16.982163762727104,1
Mental,36-50,91,A,-31.057429986213048,-41.38538066165035,B,-169.38901497776237,191.9674736456917,-10.270136017639569,-9.728125552754038,76.87981990809277,80.13603361571062,D,B,D,24.386375699549394,41.538264283292456,B,B,-73.05457940768466,0
Physical,65+,97,D,97.15433045916807,-8.035674610121896,B,32.04195586072158,-19.255192249803514,67.87996460706813,-23.343772241041687,156.27402030013133,8.057610580435009,D,B,E,169.86765123370046,70.93123878508943,B,B,144.1647418131448,1
No,36-50,95,E,-4.908549316166959,-98.268580790692,A,257.921014995312,-10.971615177460055,-68.87190991673442,-4.606431373234804,168.3907840890788,-93.10845991888935,C,D,A,-60.077713294321754,53.30197304745554,E,D,-171.5470778575532,1
Physical,18-25,44,A,-9.075375471777775,29.079614500098018,A,-132.34517821601574,-43.941996268899636,-114.40465799764522,184.7376894882033,-17.372594068731292,35.47886260854882,E,A,C,-13.317302193320943,-59.24435390962548,A,E,-69.17155969424736,0
None,18-25,79,D,247.81349383262406,-177.27764596027288,C,-19.22792430858414,-6.778622163340249,66.22978708155134,-22.613465681761515,27.62277849662614,36.39973943990745,C,B,E,-70.53478601197524,-4.5871180323063125,A,B,54.44076750276098,1
No,51-65,86,C,-29.716106979593455,-165.0005490513628,D,73.89752586225279,-7.700071848691017,59.311073153172615,38.714058261657854,81.38722019435122,37.583007043212305,A,A,B,49.892739434258715,4.130158272855998,B,C,-208.5704195242358,0
No,65+,82,A,-93.30443701895015,4.271795456167822,E,165.36501866855437,26.268885154217596,160.10796152229318,12.388455109488786,-60.76285449745845,270.45580703508875,B,E,D,86.47219966602623,130.52520970645946,A,C,32.47087205514445,1
No,18-25,76,C,-103.31320041009349,47.036832237435185,A,61.21386734274693,-62.32321338370226,113.54851663105198,64.07496053553588,138.04538522824902,57.695944622259276,E,D,A,22.01257758280801,-144.40500577864336,B,B,-10.037628561630784,0
None,65+,72,A,90.32897977619584,73.7037404915357,D,-34.206289959140044,30.318712018276184,-62.912203756071136,-83.9493109015373,209.9772669765877,165.34618601692895,A,E,E,-24.99656894907431,-19.220732807498557,C,C,89.53777628313344,1
No,18-25,48,C,111.14467451655474,164.36228171151706,D,62.99130060356525,-14.100084733091236,81.6338430008154,-9.753738189960444,21.834824750299806,-32.46500814671883,D,D,C,54.315877196210174,31.715786260805746,B,D,32.927025572075415,1
Both,18-25,19,B,-114.13185462087272,4.992443433820552,A,122.1459782509021,90.37941295350144,-63.030627379638204,22.672336251587016,57.58901558871522,134.5927602218886,D,C,A,-286.8431517105664,34.843432943765066,C,C,166.76320044577872,0
None,51-65,72,D,-4.01693176683353,20.39113013370576,D,-293.9079267880323,-65.3947348593332,-43.048764788436564,-99.51075365946856,18.770571984900926,111.2822876432928,A,E,A,-41.48153708289864,171.25554994960575,B,A,15.052229276961917,0
Physical,36-50,63,B,44.508998279200775,-168.51029162276248,C,118.24876962289352,-146.99400179482473,81.63711696304652,190.3037484887903,176.88675769576545,88.65219471456084,E,A,C,56.63652360438959,-0.7580539001080905,D,A,-12.701561284833081,1
No,18-25,67,B,-116.48081984431306,-169.61080015668765,B,-199.49022267203384,52.00703071040608,-62.78362061922876,-72.52036895071775,-22.819044826216135,-26.823096830015942,D,D,D,-164.16823709716707,54.12064983159962,D,A,104.41356373651173,0
Both,51-65,85,D,-57.30024811839579,33.49432328589864,A,298.30092201869763,-115.45847933739182,-109.46799627826339,96.71015190325186,7.0073565872977746,-190.1103663740224,D,B,E,85.7452055753165,-3.5573585735965003,A,D,-117.4503385028566,0
Yes,36-50,80,B,16.173145630122296,-48.44847069211005,A,-140.2656757657543,-80.86220547398948,108.18677153578552,-67.8841051850004,-59.048536104475666,148.6919068455775,B,B,A,36.307577975631354,-127.75391139762637,A,E,-51.46414373163878,1
None,26-35,71,B,-20.410658244947324,12.446225339343831,D,-73.13656642206185,111.53852040365226,148.0452785133937,106.12557750538379,121.58536474741442,-57.600319848947656,D,C,A,-70.75953574471842,220.98259986220907,E,D,-200.80302493692713,0
Yes,18-25,58,D,76.51390922770153,28.27858858266606,B,-47.43285425928448,-102.34839859318936,55.26423709745632,33.000933004335096,17.67736202206066,-32.06755086182414,B,D,A,-102.01117230287808,1.5054059249632685,B,E,-77.59227943816236,1
Yes,51-65,94,D,-12.345588901907366,-201.351711257315,C,-274.17118490245554,76.70019295823673,-175.41233427059305,134.59319596673345,-106.88420363689725,-55.84975402263092,E,D,A,61.228385253865206,88.47395009104133,D,D,59.423962465101745,0
Mental,18-25,19,D,79.48337284540438,-101.55623614858426,C,-93.99070064002969,-40.06811537899881,-116.86934888465265,1.5552583159889426,62.59863161822694,58.077421247732886,C,C,D,40.72786937982915,148.24124137325754,B,C,-18.40432690323644,0
None,18-25,90,D,4.483080734711311,-35.82340551713969,C,166.56250952586035,-164.72226477340595,158.4698729510903,206.0270925789945,41.23803806359028,57.63471415300582,A,B,C,22.65268013877574,-80.15366433853237,E,C,40.25625561343835,1
Yes,51-65,64,C,5.9175617029954095,42.66513365309307,C,-28.246544254509498,17.8139668942719,56.75497970379667,2.576532509818345,121.99772603346769,-63.3218010280429,A,C,B,71.23671355868653,-21.610802605490484,C,C,-136.6503335762928,1
Mental,51-65,30,E,91.23128899868766,164.76414936260494,E,-39.32385618180824,-68.75145902252436,-87.79275223611621,3.7739767896585357,111.0043035355104,121.91555329410264,E,E,A,-146.46570038168886,57.466253418717926,D,C,-97.25717808775464,0
Both,18-25,44,E,152.18535462150243,57.8168588679601,E,-233.01992382230407,-50.804028989819415,102.4797226449887,-87.7325297992471,-120.38142913841907,75.83061340156577,E,D,A,14.87273698453047,-155.55493225404234,D,E,-101.18982698706868,0
Mental,36-50,81,A,69.92778979945868,-160.80336641010604,A,9.339844553146156,-199.79294599888055,143.26109952238238,192.49241425300005,84.83733680271179,35.648034596990435,E,E,A,-272.3976524147804,-243.684165104052,E,E,-134.10721939289593,0
Both,65+,50,B,61.62492487003905,-172.07202604316706,C,-142.50747624475198,189.66728812624066,93.6714949575296,63.93949908150211,100.50419245806455,-106.14376283594346,E,B,E,103.14854617402578,239.89742176586398,A,B,115.15852997928877,1
Yes,18-25,79,E,43.05014818417693,158.51693235668264,C,20.004048217294525,-33.53702049258766,15.062928615226564,77.29899948295778,72.11344739575367,101.19812425619266,A,B,C,7.965437860491718,-47.28260657994001,E,E,-39.40188410916311,0
Both,51-65,57,A,24.052755851757276,-145.56711385339315,C,140.35804474254587,-12.46478210153895,-131.14147157493193,-33.64904102782154,-28.02883608953406,-7.812714718338322,B,D,B,174.869249232035,240.5179607744821,E,C,-166.04475568885363,0
Physical,36-50,38,B,2.9585160662713013,-81.94539846469067,C,-34.26579752164252,23.455542354851485,-66.80538034735508,-134.92780987970622,111.92093857102942,14.559592173518956,B,B,A,-33.131500200661776,155.55599805198855,D,C,-52.76607321384037,1
Both,51-65,39,E,75.43980316206103,-137.1799973173032,A,-17.244463914618642,-74.7739581672812,-96.15752090023678,-11.005238150469088,-116.08302993368305,30.798764253395035,E,E,B,-82.89053027802362,31.80482863864355,C,E,-11.615511930669172,1
Physical,26-35,79,E,-195.30674106141882,3.2691464737748004,B,93.20647746469007,138.35563509583932,-29.724037015344614,68.49179200923405,-57.64459476989284,14.617263669530505,C,E,B,58.051559936506905,-69.76357826956591,C,E,-0.5822285565122224,1
Physical,36-50,18,A,52.430867023507076,-27.31145827781216,D,71.85778934114359,-36.041212410690484,-94.25968823180663,42.741082215165946,19.264588204089776,-57.78034911486093,C,B,D,117.2115273923596,-136.30070392022006,C,D,-56.869761864693935,0
Both,18-25,35,C,60.367920351606465,66.749616271595,C,112.48819897520667,84.3407199727512,-12.167207835937957,-65.81287550834088,95.87039496886992,106.57006569468028,E,C,D,-15.377530521772634,-199.07065436864215,D,E,39.98232579755584,1
Physical,65+,72,B,-0.48951872258482415,137.81958525261544,A,-30.94713737809563,-2.07034603926072,-67.67631697951188,41.853550420302504,-33.353419722180355,138.25527942064346,D,C,D,140.51520856948895,117.6222876686492,C,A,-2.0458777054922392,1
None,18-25,47,D,-60.00336731578021,-100.36034342658435,E,-9.878177047897015,36.082425147846855,0.3222604865851822,-65.99305269678315,-179.66443969235752,146.3429034337918,A,D,E,-60.581366813161864,139.03503179405502,D,A,-75.90361009694855,1
No,26-35,22,E,94.92383809729473,53.80838756254238,A,108.43597793644979,-46.022767469687,40.27371831653049,44.47138393080427,47.97891858663142,-164.13911575473588,C,E,B,-29.08907115003185,-202.90872575344036,E,D,-188.84565206009643,0
Physical,36-50,61,B,-40.849788956051675,-124.03071207851191,E,-71.37920230205191,40.95176388529019,124.13677941329395,59.44058861023268,9.753526055734115,-80.62403943325687,B,A,B,-40.45019437749413,144.27273864486997,C,C,-197.7551440984087,1
Both,26-35,65,B,-48.02241414436806,208.79481843911515,D,271.39432595583395,-236.32018389730263,4.372461056729869,63.717541646243205,-204.74795778530398,134.19333874262068,E,B,E,205.28958405146537,4.987480768272036,B,C,-108.61085237783759,1
Both,36-50,39,D,-162.21508554335773,49.515026135156596,E,25.196890157946477,221.97966076721215,169.22206872115285,-82.13897428858617,-90.0150397397805,-30.5156480734538,D,B,B,-71.11849951220344,14.874095756672018,A,C,-51.736225599037866,1
Yes,65+,22,C,-60.31968446573376,78.18464246675046,B,-97.7269474918542,21.584730050793066,143.95690887251504,105.23617323631098,-68.83353080018195,46.91812116501645,E,C,B,136.5422606386641,-4.883500280930593,E,C,-202.42409131874575,1
No,18-25,60,C,84.184295165703,129.68560486410468,C,5.9198360725243875,-35.45940010298651,111.02270803445656,-45.280765884987055,27.682646083552825,26.38608548599831,B,C,D,-103.8307585355105,-197.63516791632549,A,A,16.66866381221938,1
Yes,51-65,31,C,-53.44946460573541,-154.6162893030223,C,71.85392292601563,67.02133361190012,9.042892026501836,22.44751590779268,-188.773284079006,-14.12627635558784,C,D,B,89.97056614408491,-83.52691264573225,D,C,-117.92802123225663,1
No,51-65,22,E,30.698454485296228,1.7731533669944337,E,-98.61087764151603,-35.95087541557352,-61.90601860400593,-105.42667438988049,75.10835374041721,76.76840077963857,A,D,C,-98.28364876747888,-46.000832928039884,C,B,13.154189250413777,1
Mental,18-25,41,B,117.66260550753258,175.59277792283652,B,-27.201247762299257,-161.9178029211386,73.61855256376899,-45.97386798298519,-61.760478521312,139.15899531333358,A,B,D,-28.519768818410057,-184.62096262693834,D,A,-105.46267416040891,1
None,36-50,92,E,-110.17120487371521,-47.709203563624925,C,-231.7631722514759,102.8961025864744,-69.27238739038714,-12.49507584679528,72.40839475362534,-143.16286129767514,E,B,A,87.65092775596843,64.80078675596418,B,B,95.16353227711039,1
Mental,51-65,76,C,-43.3259741853713,-11.674608678647491,B,63.9212346275207,-176.26746216917465,-200.04103655561084,32.42303221172793,126.863504542932,22.597434822956945,A,A,D,-16.33330421776274,103.19058525369331,A,E,-63.796166019930375,0
Mental,26-35,41,A,31.997398203499166,-97.76863994861056,E,79.3633055422739,43.0668679799868,168.744857734366,67.65700411574282,-24.74431745600991,40.18493894225855,A,A,B,92.43112818637059,-81.95669168179982,E,D,120.85671673457843,1
Yes,36-50,25,B,-3.557143619062008,56.204359091283465,A,48.20724095979139,-7.122217262408221,13.7566977846909,160.23021024499315,142.73476203385204,-28.840981760422235,D,A,B,-157.98920993434007,197.15062865345405,D,A,147.04171457691467,1
No,26-35,98,C,21.303294457580687,27.986559756981823,E,-153.26905549562494,58.18952586555602,174.06187298570813,-69.82480823339246,-50.04252631598288,163.7742832177091,D,C,D,-15.48047103352513,90.10424539434787,B,C,34.07925128477764,0
Mental,26-35,29,B,-52.99035350265008,-2.3637181041437314,E,-4.014502355016384,0.05729316272301097,34.31319093992122,26.769093548442406,-0.5972511135913839,-77.1225058228767,A,E,C,-96.65969904137606,-131.5374545362198,D,C,-0.9297871011884161,0
Physical,51-65,94,E,49.066305308635805,-20.648467991258297,C,15.47123618835716,-77.97489320009686,8.979347668166355,-83.88123831627267,173.84508557148723,9.781372779394655,B,E,C,92.56183836403265,-129.35138335461247,D,C,165.63326583972577,1
None,65+,60,E,-6.423738324034021,197.07196287904088,D,-141.71386301385823,6.834718964429759,-121.76238926992666,-0.9744314018556312,-31.24345200622339,244.49152844606766,E,E,D,-69.05112896265987,113.39003283266815,A,A,-28.433599836349366,1
Physical,65+,59,C,-10.197585382313283,-3.6331535037838245,B,10.760676139479896,56.86580326175058,-240.2061886812286,-141.96021528834692,58.883536097013604,-21.235149638966238,B,D,B,-207.46592437288314,-14.297339428140852,E,C,-83.99212874267718,0
None,36-50,23,B,220.54700757437325,-52.96719712940258,A,115.76255451221331,104.06548714994435,92.24560223897457,-16.207166675916586,-17.051168505371255,15.971975986022544,B,D,D,151.04844014591117,-26.368784709600725,D,D,32.605554134971605,0
Yes,36-50,53,A,-166.29564271094355,10.532059369858791,D,-103.03237915617206,115.07426563629497,201.88376209529645,-10.764916099550002,2.009667040485849,34.242855854116364,A,D,B,115.24719610998953,10.491374618298535,D,D,86.3143007823077,1
Both,65+,85,E,-42.469760441875145,-87.1865125908456,A,-28.60604093023969,-52.929906043372995,-160.63037238463994,138.1558504962986,13.139838828134998,36.93318819591296,B,E,A,19.60296157751002,148.91362871848824,D,B,-12.315084343014657,1
Both,51-65,39,D,-54.547783869904855,40.239423470080844,E,148.3392056451387,-173.81099703303403,-51.85186910576894,62.34472626042763,-88.87878178919603,119.84124300386729,A,B,C,-10.260445200951272,-195.9314059656813,D,C,-37.47932206770814,1
Yes,36-50,63,B,30.903538539131713,134.81602354370384,A,-13.194098042001432,-142.9343793587313,-160.8992158461271,44.65197547321085,0.4348591644025633,-23.913530303175758,A,A,D,5.120570134789043,136.8169042896431,A,C,156.49502318561488,1
Yes,51-65,34,D,-34.30629919443175,-89.63272217673055,E,76.07657179798228,67.19025646508345,69.27365744547294,-13.471446899507198,-12.702257422174872,-112.30055551218312,A,C,A,-12.231895780598489,-41.8421597887434,D,B,-198.9180079409448,0
Both,51-65,26,E,-1.7433243080043976,78.26835334561643,B,-61.660880321348124,-6.545676409179152,178.04617087159107,-21.025637575555407,115.59600353546757,26.07634532074944,E,A,E,-157.21133610602013,-149.49800506746237,A,C,49.058090969912925,0
Physical,51-65,74,C,217.07670994044287,-19.088545065336284,B,-5.24847063776226,-25.971022159191413,-172.26597124077048,70.12799367097223,78.36145112471945,-94.77407070250753,C,E,E,-24.11221299889676,183.21811963776068,B,B,-73.67825965726279,0
Both,51-65,84,A,74.68225300336935,85.7878637239496,A,-189.56699757906114,5.558459488791084,-149.407621665085,-40.64999012281625,0.7496121995534231,57.35219347851994,D,E,D,132.88893916198685,-98.47798028939845,B,D,162.36718296788942,1
Mental,26-35,62,D,40.697696821496955,127.85539039452011,B,5.223966201193837,-1.0423525725117646,42.04660516004019,102.23730811499412,87.69601526718562,-71.89646543327527,D,B,E,-8.61062388844003,-259.5259461166261,C,A,-105.22008773895874,1
None,18-25,96,E,44.29587414669689,-92.46652655398279,D,12.422541942059793,-57.52962565246179,188.60623528780692,-79.26661495791704,-49.969956040063934,120.36969754194486,A,E,A,20.79295118341556,106.16911130837133,E,C,-69.6540015365274,1
Physical,26-35,59,E,-67.52223211022657,-149.08012781844707,C,80.64530703633137,1.9580488315994595,-135.14352452385805,-62.205792053724686,29.211524625942157,-87.1622617533632,C,E,D,70.22656560354419,-172.26161333391985,C,D,13.36559393851238,1
Physical,18-25,63,A,-44.46861992165668,-183.95332689920147,A,168.25283446480344,125.60583738077513,114.90431734508049,-58.245414900680196,-146.29913428348692,18.31054741045403,D,A,B,3.3881206563554733,14.57797926074275,B,C,63.90140799635371,0
Yes,18-25,36,E,-115.44247757976302,25.10400601925953,D,-194.32798751518757,-80.77190613464282,3.013993679125231,111.31063941413773,-16.609572896465284,190.48324758561915,D,A,D,-121.2735999203415,124.7960721751906,B,E,-119.83496363403303,1
Both,65+,95,A,-10.44823071860086,237.01407626316788,B,-128.29209843657466,35.0187088592761,167.16178878532986,-174.2393712775511,74.3975826554911,121.15408486736077,D,B,C,75.27259326655965,16.2477099324329,A,A,-9.400898733707278,1
Both,36-50,81,D,12.806224509974449,-44.93967317612603,B,-70.2454638454443,12.468065167842488,82.43315869030788,-100.78294946062753,14.368145201614016,13.072258747463597,C,A,E,232.451025404524,-14.189476121936492,B,D,189.05150475102144,0
None,36-50,60,D,-22.752586157392628,49.78716285101145,E,-62.08782834277885,-42.72273786714352,36.45360144680025,-51.576265496202176,-137.82385536752335,-98.25470240355908,E,E,D,-32.73207843370745,83.5703347659979,C,D,160.34176015203772,1
None,18-25,31,D,-33.9425086310418,168.8401075535059,D,-106.83906499518902,-37.8669032955174,131.61119040053774,-21.278646950485864,-86.628134353426,-76.69964400811496,D,B,A,-30.5002423449657,-1.5633670249823823,B,B,-48.15417610724343,1
Mental,18-25,95,C,10.764515440124606,76.58432115237149,C,28.754979601296448,118.77896553845837,168.32694974266283,-23.519039253498843,-6.528875344293217,-86.44196653203889,B,E,E,20.51119934505192,3.0112433433853525,D,E,-123.70419415006961,0
None,51-65,54,E,21.06631271805747,-0.5584351619079285,A,177.50871211230063,-199.92328446718176,99.79747295113243,-71.73916887344495,177.48661387375856,34.04087660918695,D,C,D,-46.77581464217943,45.17719430975797,A,D,-53.34630302364711,1
Yes,51-65,41,D,188.75577105399105,-65.8500845127154,E,-147.76455225145938,48.93555706398873,-85.6408124068161,-113.56966405599371,12.617524319657583,62.87914642211436,A,E,C,106.63301444089217,31.87327383493993,A,B,33.454264945640794,0
None,26-35,56,B,-2.3431641457973322,-224.46909438446468,E,78.36982419782875,-52.45177675789826,-119.96164428525668,37.74913257663377,102.32346215739865,-86.09551404492419,A,B,C,-80.12559008618254,-103.45625712204804,D,D,3.963731664732469,0
Yes,51-65,97,C,-77.78759797440851,-261.4239943300251,B,-266.08894624623196,-127.70956429023639,-77.71139078883846,-15.15822281555182,-40.89692511319157,223.87788994711414,E,E,B,46.26887066920455,54.239883721746416,B,E,58.04677192012119,0
Mental,36-50,43,E,-172.6648252033862,-89.28537934990662,D,54.19154273950273,-33.738532136286004,-0.10325010382314793,119.10944455501986,76.64064111923389,-18.984574278411802,C,A,A,42.921911313180736,20.87744240134003,A,C,101.4983231549459,1
None,36-50,65,E,-35.77382220955367,-7.825592806652248,A,4.558443551171583,-34.68459914625154,27.19728089737481,-77.97180686916857,-138.7778110527479,-105.92680388104763,A,B,E,-9.182609548902674,-19.713960391974343,A,B,28.840049143688518,0
Yes,18-25,90,D,14.57778942233103,68.36032274355722,C,28.16196054488436,-4.580893982122778,26.528512932255026,-66.74238862311769,7.290797192237562,-18.09296609982277,C,A,D,25.729543699531256,-48.83277893361516,B,D,167.2754912642173,0
Mental,65+,72,C,154.92334213451403,1.55498120205645,A,84.13781124148531,-37.71518151978566,54.811682488650824,-63.12736213423318,143.0529509696432,-73.87209494139056,B,B,B,57.81867707152154,-0.5503753793682492,D,D,58.276082850596964,0
Both,51-65,78,D,91.73268711175768,75.7050578976194,D,-71.93924646975678,78.34304402268049,-7.171403584780392,49.791113504565494,-45.34930734227446,123.34144545142757,B,A,A,-54.37029974574815,-39.84379526930286,B,E,-165.58245056420827,1
Physical,18-25,76,E,-44.13394535848769,78.73182867428783,C,32.19460480185835,57.810044406387995,29.26500918718692,-88.21094180206529,-70.14294409402181,108.89105135042945,D,A,E,92.80753773521064,179.53928068743738,C,B,29.852016239659896,1
Both,18-25,80,C,-138.2693300555407,-50.892744959720574,D,-55.23360460008322,54.83656148181362,82.82083731952719,89.59413028072143,-61.9868902837322,205.36771009212958,B,C,C,39.27514088790062,-112.63242630876063,B,A,-130.86961672351362,1
Yes,26-35,90,E,22.39141883450478,106.28391694231726,A,-43.78362822075454,6.923780711102294,-60.87768895548119,95.1036658215896,-21.473468215010747,-27.348008969177425,B,E,A,273.41698463842954,-186.18677338578553,D,C,115.72807788561109,0
Both,26-35,19,C,-139.48016016868016,-27.41553098053222,E,67.93256237806938,16.551532342598648,30.414623484201265,-74.24408675929891,-70.0401777515815,-224.89994631365548,E,C,A,118.93691548867835,85.20143678261326,B,E,-86.45274447818102,0
Mental,51-65,38,D,151.74506889347649,-80.41038552316529,A,-189.24874484047237,-184.51099358323137,97.77809857817158,-130.6749692711929,-232.71551547865403,34.8704891109466,E,B,B,150.63267499635637,-17.466074086244657,B,D,110.7109163587701,1
None,65+,21,B,96.54359972814339,43.79302645104353,C,107.17914820142688,58.15597793994242,-73.90993137285224,7.538523301153956,93.09372932357651,-53.0205659054273,A,A,B,-43.264733692788994,-1.8093996429137178,B,B,102.97615182991282,1
None,51-65,82,E,100.91695672493086,96.09126670785216,D,44.36677567953493,129.8169990602007,-153.77596777587488,22.44048661291984,16.992467277268908,172.51235446975878,E,E,C,23.383583098738953,124.7122093608941,A,C,120.36026575367774,1
Both,18-25,80,C,-89.08059714825662,-118.41217402442284,A,-73.17148633478674,-20.408620161957188,-73.16704527045727,35.795059606217215,-10.59021648930543,-141.82410217387093,D,A,C,-26.19127108105196,-65.85868017144605,A,C,24.69967128551623,0
No,18-25,25,E,-60.3216496826142,135.72901298244835,D,50.06034102502706,-95.87211892265618,-18.860383419201384,14.871546787867024,-19.228884904960083,-57.94858011033924,D,E,E,53.820392889180226,21.476306285748294,B,D,130.43674417931985,0
No,51-65,75,E,-53.860875020530344,-28.34658203270004,D,89.07204734472487,-12.596552059423127,0.6108534375943873,-7.597784986061484,126.92061775437513,-18.05995301200973,E,B,A,49.7393892201326,121.73254016109003,B,E,-108.64026236434216,1
