gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
M,19.899633522271948,C,D,-74.51725373228889,154.93344844411027,D,-35.65418001217677,-78.10694638981771,E,16.916163863036026,-39.246171784581946,A,A,D,30.55115595585332,17.663571361961544,23.073653418063262,1
Female,-133.74774457578474,B,A,178.04000022003424,-142.87878178917722,D,-53.81694917543203,3.500414496414779,D,-106.25385038469074,-33.48280602502179,E,C,C,129.17066677768472,-82.64413256768461,-101.89064824561824,1
F,85.15378805156172,D,A,-109.2401656187332,-91.64057866462804,D,58.342947490239375,-43.57379660382748,D,24.419827923902933,-295.62247861589975,D,B,D,-82.08528258150636,51.98121960076454,-111.6177179105802,1
Female,159.04257639712173,A,B,153.47406447403446,-207.97888151067724,D,-35.72717376010777,-73.40771423113405,D,-64.2746845093385,-10.880517467404943,C,A,E,-26.358180083859345,90.13109006971392,-94.65988849432611,0
Non-binary,121.30323777437128,C,A,-160.91164728944236,66.57259008653978,A,-17.335968216952324,17.478678869699877,E,-75.2084713535473,0.7870887941617114,A,E,B,-76.92767784137764,110.68160768812044,150.02926486809807,1
Female,-98.84513557931595,C,D,52.141006991940074,-118.77569111094313,A,242.8438323281275,-38.757942760834574,B,-2.7197287339641854,25.044171823649204,C,C,A,-47.60931314354302,-83.87073573460884,-9.621107164866686,1
Non-binary,-8.08552848802591,E,E,90.20638030028711,-83.02652706977734,E,-7.367090306723751,-58.69781227546098,B,-16.353076113854907,-3.2181329310905573,D,E,A,157.32753736575816,110.49202803719625,143.11469440211079,1
Male,-133.042667282561,A,A,4.4785505296876025,-103.29052110882841,A,-4.116113032563595,-88.99461936109091,C,7.310806241779294,-151.5006246044597,C,D,D,5.869590962153834,-134.10735031509486,-163.7057354391748,0
F,-6.979387889714516,B,A,4.6807727246386195,-11.930904543019054,D,14.94475058560212,17.52924155959352,D,-104.82219209019108,54.654782276667525,D,B,B,-61.933891766490135,92.05667297354398,69.22494366275312,1
Female,0.42678201826942924,B,E,-73.0742746391986,36.33612278207961,C,-89.93516712534458,-48.8026047745992,E,-68.58822254139835,7.0158056663984825,B,C,B,118.65819234998966,-94.46235572712038,5.954553196460675,0
M,30.808967745954384,D,E,-18.64885396086673,-57.9535637328846,C,-244.66503789645745,0.9430088904701572,B,-63.141170485309,-125.33634212932134,A,E,B,61.610311776725354,-216.4071894930553,33.00900189921781,0
Male,152.6818521609193,C,C,-70.2939688151639,-100.57475066583305,C,41.01396872279286,-33.92588843506121,B,-281.24776892996607,80.70953751308606,E,E,C,-35.07840676071753,38.24134431946132,-24.654892487907816,0
Female,158.87814675149286,B,C,7.738574180475616,66.37244624767447,E,99.1328291873145,61.192020385932565,D,3.915727822733131,-29.984890931217716,B,C,A,36.75907347118063,-123.75782492014163,-42.43424880326565,1
M,143.36240136178222,D,C,60.5679873973417,31.996251054082286,E,74.86085902734987,-20.755941570987638,D,5.337657537586972,-194.5628007171423,D,E,B,-55.44794606843039,-58.03149888892961,-46.54565660407838,1
Female,114.6641683779559,B,B,-15.27614171867158,-34.58250592103798,D,-26.14237222501779,105.66538665024594,B,217.44224377578885,-152.37803852244275,B,E,B,-46.965247788067984,13.898599355836488,159.27535908899918,1
Male,-94.91872741236214,D,B,-49.75221777011081,60.87259999105476,E,21.375303350906773,-31.009360998058792,C,-70.64291965492141,-4.689579632978378,D,D,D,-197.22582608260046,106.26988461657392,-75.37598798064728,1
M,-103.11475196194881,D,A,-162.2035691480342,-126.04947840385023,A,-70.78129013546898,163.89351793090952,D,-93.36294505798014,55.664852364730656,E,E,B,-59.656920089798824,117.82168836871658,-68.01099685906327,1
Other,-1.861643781413342,A,A,-99.45010978915928,82.34273050743964,D,32.9218083840464,-33.21575030872347,D,40.56805980281386,136.41209859803178,A,A,B,97.82108980679894,-77.21152043925457,83.86724915764975,0
Non-binary,-22.755181444104746,B,D,67.82484786922728,24.627708727104075,E,143.76374757088186,91.01803424852484,E,-159.17314856466183,-142.0370814687957,E,D,C,-28.271196381856466,-41.15541498237395,-19.724001539526625,1
F,44.73174184431166,A,A,-3.555718544186621,27.933390793659264,E,-1.5597029511065812,6.845019997906084,B,-90.07830828126285,-4.201569758026354,A,E,A,39.10786241743349,76.0236622197375,-86.35916203464615,0
F,61.623899504042924,B,B,2.1705886643417878,103.55602126515106,C,-146.06225992025844,-130.2510823554747,B,-60.20529160643879,58.64662465801915,E,C,C,123.19467596770004,-3.72453278635035,-12.791492196611761,0
Male,23.145140626026304,E,A,-6.653004244421676,-15.602205981195254,D,-97.69240966649917,27.77544975593113,C,-95.92564710607877,-159.57963270363973,B,A,B,71.5476325178021,-53.68979037109417,-53.243663093756545,0
Male,31.822517093783947,C,E,276.09167476244295,-64.873005124864,A,0.7623863487604332,133.6505450261182,D,121.15506928080009,38.53827852937383,E,C,D,26.04602535757848,78.16850492142261,-118.25032593253388,1
Non-binary,-112.2678825409104,E,A,130.10933817431848,-105.04559700830936,B,-52.152833494059905,-123.79256297273943,D,123.23683758636356,-35.124443700442335,E,A,A,70.27146279697052,28.662461052745165,80.38492297539757,0
Male,99.01736511339824,D,B,-102.3639486239426,127.29843982542783,A,-98.813199547463,36.37236420881795,A,113.53963400789995,-21.473970924560994,D,C,A,-89.58821086545655,-9.8903038532585,-162.314607642473,1
F,-32.22545586434876,C,B,31.29195212707992,186.91182867375005,A,-36.528407290785545,104.15352086485234,A,-95.99575753678097,137.29353269527996,C,E,B,97.29773531509784,-56.38668897111388,192.96267833191996,1
Female,-154.82593198688727,D,D,-120.1428004035893,-192.83454478199008,B,-194.58197184737045,-56.27120420368071,A,4.865561459375421,11.808833951758517,E,D,B,21.62846252305356,-63.30859799683404,-175.63215958227838,0
Female,50.034469553615125,C,D,-153.12441978252434,-139.36760809447327,A,83.61030475776863,70.66938617323032,D,-6.955284231630565,105.41285650160259,E,C,C,115.5117482315938,-224.31857230152775,11.218878007069213,1
Non-binary,-142.21219915293344,C,E,-130.83955777125357,132.77339105244525,B,-10.467035091164528,117.618517343913,A,-66.07495700468162,-56.195002653979856,C,E,D,-30.683841333630745,-225.85894330459828,95.1154064494934,0
F,68.74125843482886,C,D,85.59270882480253,53.50913726391088,B,36.667273650060054,167.16208344139613,E,-194.0336325912048,-67.81806303404713,D,D,E,2.6248700316993134,78.8080608340007,-46.55872028420578,1
M,-125.44271815899648,D,C,92.11793426930095,-140.73314871235237,B,47.66173240903375,-44.63611515482373,E,50.453447717594514,65.23370550108838,A,E,B,-113.33357743243772,82.89910387783902,-14.83418371349349,1
F,174.85951304975265,D,B,-15.635392177717081,-105.03016933874656,A,96.27020524676979,-91.31085592523604,B,-146.1686399627288,-136.69461506084482,D,E,D,-210.1685397090315,167.9098080340076,-27.34918982602347,0
Other,-70.05641666382297,A,A,-37.95768353410875,13.683384606920407,D,-95.7942369354481,47.29784076615749,B,-80.4150654527459,65.09055478918697,A,D,D,176.8390586275248,65.89223517341458,31.996470261804504,0
F,-48.09989417736186,E,B,80.22298054229697,41.30426989340501,A,92.70345918641446,84.29998260512662,E,-58.07079712285884,107.29110505264694,D,E,B,-124.51336399807613,73.61585707012681,-278.2732147327815,1
Female,-39.4461976951903,C,E,-54.251307935742545,31.675140162341798,D,173.79123283185288,-58.572324513230335,E,-50.07180136942465,130.5474646349232,B,A,A,75.53713757197018,-152.24349945666734,-44.824308593033564,0
Female,113.39749502333447,D,E,35.54469290225331,119.82153016256612,E,-250.15006354984789,-9.797422943010146,D,142.82394707289956,105.74349059826717,E,D,B,-55.652565490516835,30.133316049434928,-4.497647569867609,1
F,27.32244951368547,B,B,-16.19217743471478,-126.3967901079573,A,2.8287341186246704,68.52039818764122,B,28.564627721511364,-63.821718687252606,E,C,B,-75.48624439968988,-120.89448583676659,-83.92047302971642,0
Other,55.23040904399886,B,A,18.95188251466388,82.0653317265864,A,-50.330135018646246,130.7652476583433,B,-79.6521272653463,157.49805671409857,E,C,E,60.807550497803184,-46.70060175623752,-151.39987043611893,0
F,26.314244694065053,B,C,-67.4627306328753,50.716447588063616,C,41.58003612028141,-127.11121331812637,C,97.40502247926108,-12.247323429047443,D,E,C,42.97290222690067,-29.070249821201514,-85.45942128015055,1
Other,-14.607159057605882,B,A,176.6420435644523,-41.06553166193969,E,-81.40162811699297,-22.27096595893042,D,93.21833538710288,94.48388415716639,B,C,E,29.553430268747892,20.557570706862727,-36.4698874698653,0
Other,-80.10251379774797,B,B,38.41775441838322,51.30541532140454,B,38.756177366728494,-113.35351150735174,C,218.05950555500556,-37.9123312503727,A,C,A,-233.56378607939595,8.030541324245194,84.62090420036041,0
Male,-45.94955304089353,E,A,220.02640448929984,-0.5115570679220766,B,149.13143325145154,95.11221239826136,E,-21.546909636328696,-65.55953157251638,D,D,E,-11.694622608199804,25.945865923117807,-46.97599164983885,1
Non-binary,-193.11498717496625,B,A,-27.032715688948866,37.22609231972447,E,48.2096466180503,-71.58572943272695,D,-123.35617022934858,-26.035923200314564,C,D,A,61.81787629640727,144.35754349064385,70.00159793945356,0
F,-76.65916256117652,C,E,150.89950862728534,-39.145479110697025,E,-69.7162055581973,-29.022637443070842,C,37.093649920276505,43.738793104425525,C,B,C,14.176115248338123,-51.05018710287901,-128.93662127296457,0
Male,86.90549808858044,D,C,-125.54920903292846,-185.9227551728006,B,189.28427467684062,-248.33967916215008,A,22.54496793420358,244.42955899868605,E,A,C,-131.44291181631075,59.59156421192881,112.95961455664684,0
Female,27.768814066573604,D,C,37.34891740748988,-66.13538437311517,E,129.74373827883792,-143.9861799538141,B,-134.29098543723853,-308.99931672861396,A,E,D,-117.3959563179436,-162.49525323498204,-108.05804017135586,0
F,-67.18736446729052,C,E,69.56493821319032,38.25590083323053,D,105.33610927378886,-14.261958395615103,C,-9.540451065972256,-132.1367761059849,E,E,A,-63.22677788193833,72.12536710433119,-155.48832579524608,1
Male,132.05929145095038,C,A,37.6918322656051,2.2877681668728966,B,153.43387495234353,58.3696036921856,D,52.6682512109477,220.55935986192844,C,E,C,260.28981087089227,278.7209419407624,-59.11183172815381,1
Non-binary,38.272206893268596,C,C,4.82370449262703,114.22703404857668,B,-63.901462832049596,-180.5930295698462,E,-39.49440791596028,200.91635236294616,D,D,A,17.594141083859014,105.33893314030485,64.16926595182882,0
Female,55.898093980310925,E,B,5.342602221854477,16.139738920089734,B,-116.98538299551116,-17.469593015592537,C,-11.692741272380175,31.85522812072913,D,A,C,28.602067705944467,23.293612457823716,-21.000417069256933,0
Female,17.31973127400796,B,A,-37.30571519763883,-106.72770370049687,A,-109.27713285639487,-63.827768153481856,C,-73.72129843499333,44.29023906930261,A,A,C,36.03389815406298,79.2531161389166,-23.28815873889465,1
Male,-152.63446487251434,C,C,-85.43742530044794,121.85243928720418,B,4.714543778681002,-216.11015594075957,C,135.37041574320372,67.80768143939821,D,B,A,120.65966422052459,57.611478015754905,-26.421217230849535,1
Female,-37.66220017796919,C,A,-151.963869962877,-112.86280658608636,A,-74.11246022372266,70.07816728091065,D,-135.9533280635719,86.02393773022735,A,E,C,43.49940216152103,-67.65177550204717,90.0817154262492,1
M,142.16610278252168,C,A,-90.93969581664638,-83.10267044794011,B,9.088281576475365,-94.74381739810521,E,107.7839856008502,57.276404657324356,A,A,C,-18.01202634158685,81.40710833827136,-69.76352907098823,0
Male,44.838161401871176,A,D,-150.51192057486062,7.83848612133525,A,-7.288045250789221,-12.488058090803568,B,54.49834516962806,-0.3692036725062359,E,D,C,-134.39668330668871,-134.59268405247815,34.20028070618946,1
Other,-119.91870303056315,E,E,60.25807695292231,-244.28939237680507,E,-60.77582444185252,18.12959629254303,A,-87.75782802722176,-175.76955963925215,B,D,A,-13.061897521988818,-13.64078328813333,82.94365114862003,1
Other,129.74242383340143,E,E,-230.38646697582848,29.203686930002114,E,-173.2222942440022,45.37065657523331,C,-25.895899040396213,54.23090718169809,C,A,C,-18.037788959802924,172.24773093924983,51.050111879805414,0
Other,-125.72706913398619,B,C,-223.56291198964922,-25.039938808011076,B,188.23243608997223,-65.96006382741614,A,166.6540170114792,11.757082947167552,A,C,B,-82.90585024591172,22.947802359161155,-172.44260707617164,1
Non-binary,311.6261471741364,C,D,5.934960795176454,-11.792629387665865,A,44.229395425362384,116.7463705148009,D,-43.44836878434102,-73.42796226091909,E,E,C,87.95120474680996,4.242255685405499,-0.016177988702101163,1
Other,69.2476863410402,A,E,22.25817905545871,-5.974193000355306,A,32.41080916698696,37.980528609122196,A,-60.50850887519419,213.44842111064617,C,A,D,-42.908283857584706,-133.122185995902,79.66053030847145,1
Non-binary,-144.29076568789267,D,D,-139.07740802317463,-91.39736836020799,B,-35.555286429005434,-37.30016823484616,B,44.31211880076367,-101.60880462756698,A,A,D,-11.824303169378117,31.11670461303713,-92.59162140026301,0
M,-81.70772949225147,E,A,123.38868075638827,182.9513419536296,A,-11.674675074598554,163.3054453756753,E,-32.970380287285515,206.07109883502423,A,E,A,-49.916823814548714,-26.470459338972073,5.0973400796193635,1
M,-166.79037922855642,B,B,-14.529236723534783,141.21505561863268,A,98.22543059872314,103.07611309134803,C,4.125801975140306,-58.6253515544994,E,C,C,81.77778917010762,-105.1601113922044,105.60855165393583,1
Non-binary,-42.54490467200211,D,A,-125.09759595553089,3.805039426359919,D,-74.05633728963437,42.84375314197783,E,-68.53522320254436,0.3014887358238341,B,A,C,-91.40140846758298,10.826253923134493,99.98080985316702,1
Male,25.538343861415523,C,C,-50.05706499167418,-213.97778687285688,E,57.38836295903905,-68.9363186342,A,-91.98716921643735,-217.09358433343812,D,B,A,12.173705620668986,-46.11965962602177,-54.82289879153564,1
Other,106.62063540084046,D,B,-3.5039453485630694,-79.24897345340263,E,-6.522291394103943,-38.34668516508847,B,-7.807949431642207,-189.58288644610352,B,B,B,-20.719772084343134,-22.521648485981434,142.08021045008277,0
Non-binary,-46.39662756399353,A,E,-163.27560867363863,-54.64371970457266,A,130.29656866017584,219.9756819222471,C,-45.970970468044634,40.642941769042764,B,C,D,-7.003795321616675,55.07821417939529,-91.89879804925128,1
F,260.606889634176,A,E,7.105269977261901,23.117520549343762,A,19.95570081586164,-43.6187811744623,E,-68.22732031893412,118.16003245208002,C,B,A,-115.57133257950163,110.42054824434398,-144.57984120560454,0
M,-126.1120070688555,E,C,3.0127281417869063,-27.204867184431276,D,-34.42651311238157,67.95667297350039,C,-127.77457037747139,24.399070381941762,D,B,A,78.02680773395228,9.111507343742758,-88.91660800451194,0
Non-binary,196.45845397511968,B,C,-37.63666408814798,-67.35832808268711,D,131.88547285180945,-34.51573754438476,D,164.93991575097792,12.764514138934038,D,A,B,12.415538412207516,-108.30581655354572,184.3497719867827,1
Male,95.44503036709065,A,B,15.824562635018511,243.2541882603371,C,-24.789327327534856,-16.265741583719517,B,142.49455160789896,-2.665734696785149,C,C,E,-101.51638950379697,-115.817318061934,-60.027738579428416,1
Other,44.220289037093735,C,D,-24.31703320854752,84.02775487422231,A,141.73943225628736,178.8801142329015,A,66.31621814855926,-104.17121577567003,A,D,E,-28.54570979661122,-21.240535080238885,8.269838599558136,0
M,-25.77168296713485,D,A,40.069565349990434,16.180600064449802,A,28.510892222270463,-82.75149908594835,B,74.38949562889356,41.633820044620684,D,A,E,-59.24345725872266,-140.80557365676918,-92.76764434169166,1
Female,-115.77352013884807,D,E,113.69495820859328,-167.02751845643093,D,-127.33949333993024,62.195108309622405,E,-82.48616774475757,-185.86755215705966,B,E,A,1.9756408978363542,-82.16914851803962,-37.08950043597084,0
M,-27.24815421322056,D,E,29.598148225907607,32.24279601016447,D,14.55101011581059,-96.79112515222295,D,109.5499908788754,210.09085512514375,D,D,C,72.85732807167398,-89.27406618043648,12.91582005246835,0
M,-66.44150075778602,D,D,-35.38700723141474,22.79355452128326,B,20.28824525258519,-25.298673973270226,E,16.427326776177996,-106.88231667632743,C,A,E,-40.46779066665178,188.72064535723695,49.59019905934587,0
M,-164.33297627663268,D,B,-46.476930481319755,-33.72944179472991,B,-156.61113892005034,-130.61088243755236,C,9.541066273068488,-9.334096796356802,D,C,A,-76.9078618426052,-23.033713547114523,-60.24544737785538,0
Other,-33.972848371035404,A,B,-114.5552444639523,-48.19636372695629,E,159.19664287912076,137.02715123681747,B,58.798328836910294,78.01845577730863,B,B,B,191.12208233542373,-61.676188661387144,-147.34631855629226,1
Male,21.605501658443586,A,E,-12.337872216964971,-111.52161776523748,B,-8.541691457850963,-121.16918348473116,D,-146.36726405504,87.2265107763302,E,E,E,52.002722265580815,113.72459773267838,-56.62548656040575,0
Non-binary,154.99056592089653,C,A,-16.257226423037956,-103.44521471252723,C,-5.618269245764938,-52.16829075531516,D,-3.8346395221080867,-55.3975049880464,D,B,A,12.910247228570718,66.72892144997743,-70.31926243304872,0
F,117.08623044958036,D,D,169.91374839916546,139.73750395888672,D,-7.040112833087711,27.872368248906938,E,17.55482990904175,-73.33189105750351,A,D,C,-67.03797784857866,-58.68356971292115,67.9586225956186,1
Non-binary,-56.92364690096464,E,A,-256.5388523080641,0.8724482585145079,C,-254.02747978627517,-26.24158362768097,C,-9.395056548891215,49.96630175260214,C,A,A,-102.71330227339142,-66.93639968577183,-14.44078611114187,0
Male,-166.1261953141677,D,C,-58.43690769304166,11.537035744596196,A,-17.20634600047129,31.461006984084833,B,11.986792105999164,143.94363698369855,C,B,D,-114.3553483913831,-181.14259220153968,-202.74660232013417,1
M,-88.31395169889278,E,C,183.69944259613663,-105.64913142398795,A,-65.73666167627891,-92.65648104572492,C,-157.29119044394093,-58.51834263516742,E,D,E,261.3322215534092,-20.056254102020024,50.65077878832922,1
M,68.7606154167783,B,C,17.06245683574569,-81.6026014361404,D,-83.07502815411338,-186.84119973265106,B,88.74328540426094,-62.71520417494568,D,E,E,-85.02622316989755,118.70985665549543,-143.92580410815467,1
M,-5.073287897254737,A,D,-4.751295700955334,-17.63762079370319,A,184.7103071625039,-41.28402127354844,C,-111.948467680258,-27.162499208751573,B,C,C,-61.045790197703944,6.7224688195282445,-29.51431389431722,0
F,-37.83968893972073,A,D,32.15956225485384,-22.202395838377996,B,17.580706244141965,23.686531649045566,E,119.9783525762784,123.95168783931061,D,E,A,-124.58814559773262,-164.1873797088242,68.28229799994173,1
M,-88.6772498666322,B,B,-52.98087342204665,90.4617181599211,B,58.534926979244716,43.51673604981595,D,-39.6274341260197,81.51165834486228,A,A,A,-36.43006542042099,-68.55520306174188,76.48407885858416,0
Male,139.66187274411095,A,B,-63.68959263248372,116.45806614214519,C,-99.07316266258984,151.0052305556107,E,72.42456412005951,-11.032645941260213,B,C,B,29.009675458782482,93.13524787925974,160.9353569673494,1
F,47.520027101465764,B,C,-31.809851210612067,128.50287784827356,B,-76.53374160603786,3.9104453203412994,A,69.78131765428616,27.68619322973713,B,E,E,-60.36102998898814,-41.0743221513076,47.72766828594842,0
Other,-65.73476219934119,B,D,-187.49721697223157,-97.47190895270177,D,-179.19535040730656,-1.6919517315720813,A,62.543167490539375,18.813015421147597,B,A,E,-75.74846551527018,-4.770587305557832,-71.94072507491977,1
Female,2.216607639607856,D,B,21.426522728883963,17.57977880452811,E,-119.9828706848602,-132.2307523092759,A,-6.5512913892369715,-19.612903037539134,D,B,C,-83.91024983789899,149.3713874076425,135.50530452989673,1
Non-binary,-145.63670519671763,B,B,-3.807758675339918,-10.926023342807376,A,140.05340182152653,122.1609459277053,A,-242.58597297852958,-104.39922517027375,A,E,A,-26.80474607296154,-128.07522894940846,89.9342100418321,1
Other,-3.7902912864268745,D,A,-73.5717500236227,29.57266089102068,E,-172.89510915349243,6.2851416402841105,D,-34.175590226952416,28.374181797674353,D,B,A,-68.67017189043419,-86.69821465164785,66.11876585113396,0
F,246.48148851699975,E,B,-242.22393549541655,-193.13419673577198,D,-43.49277035911362,-53.255069863965254,D,-182.60433643131114,62.88957943743916,B,C,A,36.051383541723716,-246.13052267978134,-144.65018847980448,1
F,77.712434340246,D,B,56.288709773551545,97.23455912789336,A,-70.95276892819832,-47.26986024279961,D,-33.29785378866958,-8.40797007377016,B,E,B,-56.62906694661793,83.6554058178996,49.04587124200669,1
Male,-106.38709026907533,C,C,-66.01450794372109,-50.28240970611609,A,-51.763281509628854,48.62013663388208,D,11.523338219425936,122.26745422060141,B,B,E,41.72556809919696,-176.1153274582367,-59.63907531306475,0
M,114.75038989282574,B,D,-198.22021749773782,-85.22572776595517,E,72.43698932996583,40.080732109624634,B,-41.90963911124083,69.70931413070248,D,B,C,333.02237155392845,0.8256593930295079,75.58302601127478,0
Non-binary,180.3404908505477,A,C,111.72920872879237,89.4949962137044,D,176.11096317254166,-53.52480493893195,A,-88.51702149719574,-59.25041053207556,E,B,A,-24.792068831687665,159.53007329003105,159.59734618370004,1
M,109.09076540809272,E,C,-114.70220961356826,-68.87255119882334,D,27.968801252403342,-20.518195901825713,B,-27.117851018403904,-107.15711835628416,D,A,A,-166.1892647600853,118.40182179692651,-38.73905260972882,0
F,72.07055027995114,D,B,-135.49088176549543,-13.601410264072037,A,174.62105664244424,-65.6937160864271,D,-150.10572431867263,54.139215678362184,D,D,B,-19.727228483454343,-14.593713714609317,-84.91627018106065,1
Other,-16.181862853068072,E,C,26.67004649721399,164.52468604613298,C,-164.03168610561764,-25.821997083918564,B,180.36941908640597,-169.48358322840883,E,C,A,77.4434990221809,-36.23982671095361,-90.93427912045065,0
Non-binary,-11.455368808346051,B,A,-45.13661289337133,-103.66792707214584,D,-4.215034910439459,131.7093047993086,B,96.63018653899562,22.661499783633833,D,C,E,10.231069301262735,-74.72216302903139,62.095113947105695,0
M,105.36839113893821,A,E,-149.58923764046307,-187.369987898723,C,90.15038875796007,-56.65739355726862,C,-98.06704579076776,-56.53196080528655,D,D,D,-155.39489869964694,90.267883459483,40.07912967005372,1
M,-24.816970151779387,B,E,-153.032163218759,77.46656088550013,C,48.299462930420546,128.4873805626506,C,102.44355632263115,-25.272704227397373,A,A,B,104.33910918455275,-110.17111882281043,116.9199277589389,0
F,2.784231427967633,C,C,-120.36914528483287,-97.80359281843889,A,-188.41404390804973,0.619368708869337,B,-37.88409683832855,-47.68556898151682,D,D,D,28.249593551084473,28.68395014288403,-130.85863306012186,0
Non-binary,92.96442174952986,E,E,41.51597074820291,-12.870589865724694,D,107.19728420339307,-115.98958068269218,B,81.41838471198184,-163.16257022439044,E,E,B,-23.658445996341406,-108.6704563629333,-124.56472603345607,0
Female,-35.96276645561809,D,D,-154.5841790019022,-58.74773710469911,D,-116.050231408882,10.563382338865491,E,-125.79030768954536,162.69572818529772,B,E,E,-61.894809952227824,148.81467891759493,71.10334587218976,1
Male,-60.29323927287075,A,B,18.64941927978231,-78.81841481642368,E,-22.00870459919154,-43.09476301506517,A,-38.91408160413544,-13.026986957232042,B,E,A,-121.92059268321793,39.51432045691954,11.223037491547784,0
Other,86.83896513998998,B,D,108.86415774830394,-90.19338653287491,D,-29.140024740066867,86.80372121467177,B,54.457548662692226,-214.52730180268,C,B,D,-20.475395793948213,6.978822694444766,-65.07557540058085,0
Female,89.00935227090683,B,E,35.25184834054079,29.21242914213011,D,-132.5738426520936,-74.67477424753557,E,75.22950952217704,-12.929825053509436,B,B,D,-117.87881317385921,57.842451762774374,11.712526152460766,0
Female,71.29602928268496,C,B,35.77994694731475,57.769395722735815,B,79.92149843880138,-101.698877400264,D,16.398243115339124,-46.37090491166116,A,C,C,60.284185018625514,55.99130029000076,77.15328958569245,0
M,-17.248121238950613,A,D,93.16599346653976,-277.6521854266738,B,-84.51844183595728,-34.64341227899012,A,15.65000385322791,12.620538131273298,B,D,B,66.91178879479097,-114.50546930977094,131.49754195793392,1
M,14.145031252432991,B,D,200.01574445186225,-2.9068800894066773,E,92.88960258534293,-117.14064269390789,A,-26.175469978585035,46.85183358599946,D,A,C,-56.003956218951444,-126.2133646849637,232.52281247574672,0
Male,-51.663427828515786,B,E,-89.62997492654158,49.63340264619646,C,-11.448138310734855,80.33448690127987,A,-195.9206774921035,-136.8634191214346,C,D,A,-4.565295885852014,40.68536784648196,134.15883994812395,1
M,-16.136553098908422,B,E,-56.24064144340696,67.44704459197996,C,-31.375741694607072,-129.25445948874355,E,-3.2018110271721882,-20.885565278548775,A,C,C,-21.611442860822226,-85.06570505974764,88.42171216355088,1
Female,-90.08678205807902,B,A,65.3949381876005,-179.75191916254286,B,-118.10784838215686,72.90638573436905,D,-22.411769412456202,205.6274640457449,B,E,C,20.63558277636883,19.864517021676527,-69.28071646594546,0
Female,-11.164412593770075,A,A,-2.319711444141283,-206.45272587791354,D,-31.14088775312555,-97.65017797471297,E,103.90911349134153,12.201704747633043,E,C,D,153.84731638796407,142.7070592564174,49.876525198844256,0
Other,-80.2067960443018,E,D,19.860230924247166,146.1255277794042,C,-49.23407966202467,35.29412980741966,D,-60.856462847423984,104.75521540086072,E,E,B,-73.13867744092653,54.11987861429361,-122.94889904535742,0
Male,-130.39421496297248,A,E,129.49627420809028,137.89292931975282,A,72.21354916155525,-75.00376850217033,C,-43.11209367815233,70.30896976316463,B,D,A,11.786596992732658,96.18139250099529,96.43912760650684,1
Female,-52.01889693961833,A,B,65.37810649173898,-62.511085538695234,E,2.7381846328337947,-143.04133763327476,E,67.42255772141532,0.08280257347017993,A,E,B,-108.34851730929616,19.18530394543372,-34.67748437026626,1
F,17.8758690996226,A,B,45.79566300195408,2.504916546869205,B,45.58546903905536,-23.08755099682224,B,-7.399017333035035,-163.3541596626535,D,A,E,-128.8699673750771,81.31570273490529,-63.723026550530946,0
Non-binary,-79.20114470739766,A,E,132.21088251400326,90.90223012335949,B,138.70123499813428,-6.104753711627751,D,-103.32862436111915,238.2543113786948,C,C,B,-24.505216417486462,-5.2107219076219495,10.174255360434623,1
M,-233.48300147577356,D,D,75.46526654811797,93.54154324597373,C,-134.54325559395917,173.9427610896639,D,-43.980910762965635,-30.639927249927528,C,D,A,9.814924038762472,-158.7182305785652,-136.07800515537744,1
Male,-127.55146232802363,B,C,33.856611457785,26.845025703372954,D,-67.16768307319747,-151.70105573168908,B,-37.450949462692265,9.768512002528302,A,B,D,48.748907203400364,-44.727746467708975,33.14328430786643,0
M,95.4475821331663,C,C,-39.6826793502761,-233.31209497854718,A,-44.34781657167019,-110.11036062720969,D,109.21228184954741,-88.06406217667335,B,B,B,144.29194877717327,-59.44435358877038,122.44751791464516,0
M,47.74119378362593,B,E,-115.303627650848,94.99425393305404,D,6.110530770270479,25.529896001332702,C,162.6126091945107,39.77154869831946,A,A,A,11.48928772752866,64.7811110192949,155.90201324915714,1
Male,-136.15488277549724,C,C,-115.5742333562066,7.679951402798027,C,119.27994898855768,-83.81050426897131,A,-34.80133115352545,-37.27677285132297,D,B,A,123.50109080259726,-82.29293980050923,55.49558362521763,0
Female,72.84212041817398,E,C,105.54349563692513,-182.94714854236315,D,-18.281756610355814,69.91227930225841,E,-64.87255681040791,-99.76549649524598,D,B,B,-24.380615661099718,63.15110064275792,-142.30767910203093,0
M,-101.12579790192262,E,E,-57.08954450652656,28.821569693892897,B,156.65828358601883,27.41632403613277,C,36.56031193837158,24.296442591567853,B,C,D,-68.68919831366073,6.384036164068947,-157.5191791783563,0
Female,34.999534046371835,B,A,-3.120096104535649,69.09713323987083,A,-22.78389830246202,81.4681556161163,E,-4.763482883700229,-11.95949410486316,A,D,B,-20.18355273877355,-229.15235109773056,-161.81779776880558,1
Other,69.72228314473742,E,C,48.72359906200113,-12.591397282704367,D,-22.757107954755018,-11.40280018773105,C,-112.02448432533161,2.6064605740755766,A,E,C,74.03226438585716,-128.9152461575372,68.1534502187292,1
Other,137.4168289227372,B,E,-2.3752014358677394,-126.84249845396857,D,100.22267342094386,-12.722858455471814,C,111.64715328799039,4.263409773681877,B,B,E,101.6137226098299,26.30149175849379,-76.34836937969848,0
