AgeGroup,disabled,Religion,race,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
26-35,Yes,Jewish,Other,B,34.98420394875296,-227.7296894075737,A,-6.911124170575457,E,132.2065956073661,-57.82412046826789,D,-153.85877193657836,B,D,1
65+,Mental,Hindu,Other,A,73.97688819272418,-58.31592742960554,A,94.92780132143515,D,-47.47578065626282,-118.9613258080277,D,203.79649268820836,E,B,0
26-35,Physical,Hindu,Hispanic,D,87.38339630298057,92.62004574158613,D,202.6172095697805,A,97.23586314396584,-35.72508061952574,E,-83.79354297697384,A,D,1
36-50,None,None,Asian,E,-41.74131904135547,10.751851579788568,B,-45.034212250675395,C,13.362571454104193,-150.90236454992748,D,167.1926904236958,A,E,1
65+,Mental,None,Hispanic,E,-103.88924027112796,-34.36198915520698,B,-13.358689472983395,A,-80.559873331462,108.79049056347536,B,18.935703751230406,A,C,1
51-65,Mental,Other,Other,B,-18.64701870242471,11.05597388978505,C,84.85993179074471,D,-85.26864297177129,-11.875832332482773,A,-122.58278732714881,D,B,0
18-25,Yes,Jewish,Black,C,13.215686171250015,16.83103607108626,C,-310.0622795618842,E,31.326486699445816,-155.84591765656802,B,3.2976091133451346,E,C,1
18-25,Physical,Muslim,White,B,4.806205059706197,103.64319525770942,B,-29.412864676826484,A,-11.689555360083133,49.12282340875292,D,44.692357723429396,B,C,1
65+,Mental,Buddhist,Hispanic,D,-31.249349291863833,103.50931718841747,B,126.35041996499533,C,-85.69040708549588,61.306425107807925,E,113.82464942041189,D,B,0
18-25,Both,Muslim,Hispanic,B,-61.87304146819316,34.73093201861916,D,-154.90159616260868,A,-122.25319358835338,-4.901247649095411,C,137.8009836970346,C,A,1
51-65,No,Jewish,Other,E,128.6423382461074,177.475103865909,E,-104.18890308138306,C,-46.336415741939156,103.02230488109333,A,35.56321369468544,B,D,0
18-25,Yes,Christian,Asian,A,3.861873929133374,-198.27602762365075,A,10.599009023811305,A,126.26944145229804,5.275328058377691,B,-25.25957203378475,A,C,1
26-35,Physical,Christian,White,D,-13.439772099098036,11.577932679101524,E,-18.630772409518464,D,79.51413520225995,102.90775956690601,E,57.235010672473884,C,B,0
18-25,None,Other,Other,D,38.225721054846105,104.51969773117484,D,57.00097063216623,B,11.58238031773304,168.28506669478543,C,-182.83102967296313,A,D,1
18-25,Physical,Muslim,White,D,-70.86454896358609,-168.94934797311134,E,-47.73718727081216,A,77.17391810746612,-119.60706649455229,B,24.636572822206297,E,E,0
36-50,Physical,Buddhist,Hispanic,E,-73.11090171638557,175.71866650867486,A,66.31331799921584,B,217.4524003806583,53.22842065519227,C,-35.828565199924064,E,C,0
36-50,No,Buddhist,Black,C,96.95521706577728,13.706619475541725,E,6.080638559563811,A,81.17304516789326,-95.39355833426333,B,1.6207116363241112,C,A,0
18-25,Yes,Jewish,White,E,49.93828687035038,-136.00501357656057,A,-51.746821610754665,D,94.4862967389038,-14.520653406973146,A,-92.04855883098823,C,A,0
26-35,Yes,Jewish,Black,C,74.70984428091874,103.64076588727036,B,68.15410847137598,A,24.382786518558998,-70.9823222226309,D,187.0822411819151,C,E,0
36-50,Physical,Jewish,Other,C,-94.67143486640589,-34.12669119763979,A,-140.68986010945872,C,-22.39644042333922,183.18140685705254,C,-177.96753054168758,D,B,0
18-25,No,Other,African American,E,-6.4494436491840474,-42.03618545596178,E,-52.438572482282844,B,-68.84083058292278,136.15584728922266,A,42.91118782941475,D,A,1
65+,Mental,Other,Other,E,11.49915509954324,67.45239540360018,A,317.2596826855946,D,106.21255000796491,-130.57925774255594,B,9.804148284379819,E,D,1
51-65,Physical,Muslim,Black,E,40.95127966923041,0.9036671851641858,D,6.81437173291966,E,-42.42575290812837,-35.45502223197285,A,119.90099746396434,A,D,1
65+,Mental,None,Hispanic,A,-77.01633466993411,93.46224792291326,B,-19.470988697744982,E,124.94868311866784,29.45829638682363,E,-144.66619575984143,B,E,0
65+,Mental,Christian,Black,A,227.96678291556094,-125.28250208127866,D,20.522469332559755,D,-35.734657977217374,-42.96765675912905,B,-49.20442899109423,B,E,1
18-25,None,Muslim,African American,A,79.33556200847822,-78.50011670002282,D,47.35435202896333,D,152.72054817084847,-77.67306454914218,D,111.30638785314864,A,C,0
18-25,None,Hindu,Other,E,-152.275328276314,-97.22719903730474,B,47.36633941611827,B,-34.957610050860794,18.987780717558138,C,-81.0783026655297,E,B,1
18-25,Physical,None,Other,D,84.64627901082447,35.04705283402739,A,58.586271675052814,A,-210.42108894491557,111.35606470579901,C,-188.6385654552734,A,A,1
18-25,None,Christian,White,C,49.56587896439168,-9.17425279452666,D,-11.670482793601522,D,16.271883959835026,75.50635635582815,E,-38.93165139390259,A,E,0
36-50,No,Christian,Hispanic,A,104.3316251902834,-111.83047150631415,D,-103.54392785752873,C,49.79678513278486,43.334585424796664,E,204.12890773522184,E,D,0
36-50,Both,None,African American,A,-48.30767980109701,21.63512543918431,B,-93.78780963983377,D,-138.89443733646863,114.16604548869549,A,81.94383810774278,B,B,0
26-35,Yes,None,Hispanic,E,-174.86754967545724,71.99635374539263,E,73.88268608686266,C,218.9933318207944,-67.04458301882084,E,-59.441997927505675,A,A,0
18-25,None,Hindu,Other,D,-137.23516017081,71.08724281447178,D,190.61899030205714,B,-37.534317877113814,-15.85741095527644,A,-172.9956410199008,C,D,0
26-35,No,Jewish,White,A,-14.337540487175925,72.05829874412144,B,-163.29735895262397,B,-91.09599119370311,-138.0300970813519,C,187.45049181958356,C,D,0
51-65,No,Muslim,Other,A,-204.48150439444444,14.948919778233197,D,-26.832679513115558,E,-107.84164803781293,-67.38373825896858,D,-4.378099565087016,D,D,0
65+,Both,Other,Asian,A,73.42993237067093,38.052843112915596,A,-202.30085436759757,E,-45.42875648909361,137.41598585176467,D,108.93239608661591,C,E,0
65+,No,Christian,Hispanic,E,-3.290835808037454,79.07475195903866,C,-114.48327342534772,A,-28.25306813223444,166.80072521136185,B,29.54021854155026,C,B,1
36-50,No,Other,White,D,-226.66972098312422,-78.83463717558615,B,-118.98492247078435,E,49.19762617418604,-20.85027874142036,B,-274.85245149449213,B,C,1
51-65,Yes,Christian,Black,B,88.02143348268825,3.2590830649281157,A,89.79467173182029,B,53.971689300836246,-262.42639083176897,D,55.9558913112239,B,A,0
51-65,Yes,Other,Other,E,149.1289338309961,-67.7975111674972,C,106.15469805638446,D,-163.50640371108344,-140.38059017232274,B,106.57691299538365,E,C,1
65+,Mental,None,African American,C,118.34447904860903,36.62041250385596,E,33.26855660398704,C,3.157872506731961,159.35132868035532,B,-103.37623487177356,B,B,0
51-65,Yes,Buddhist,Asian,B,-50.73986631762014,-85.84380520650144,A,-88.2770068655197,A,-88.72001359698328,23.755344819156143,B,-2.6837993979331354,C,E,1
36-50,Both,None,White,B,-15.509916120227349,-217.31147730651094,D,52.859088897335816,C,160.1347850940726,151.09968160278635,A,136.22670741229996,B,E,0
36-50,Physical,Hindu,White,A,-37.501986270907146,10.054408798552265,C,19.326087715014452,C,30.85453172095639,-40.03942004467823,C,-69.96690705124398,E,A,1
65+,Both,None,Asian,A,-192.12421945218162,51.149839211556504,A,-52.751407116126636,D,97.64783026042073,-180.09440080518772,A,-118.71353898516088,B,C,1
26-35,None,Other,Asian,D,14.72546880459217,117.04844900051938,B,345.7025480262397,E,14.92206577393256,9.616129098759227,E,-84.41429699782631,D,D,0
51-65,Mental,Christian,African American,D,-158.61434119730987,90.5012588521352,C,26.663926048497693,C,28.66832520429113,-96.91554048628474,A,161.56190057366214,B,B,1
65+,Physical,Buddhist,Black,D,-11.666446882606134,80.63083733527155,C,162.49089498817503,E,-120.52951591117665,157.21153480302465,A,-97.16878910932668,C,A,0
26-35,Mental,Muslim,African American,D,62.45809633487382,136.74774601386133,E,-263.36921607500017,A,30.50534486773903,-6.017779473550283,B,21.905241919020146,A,B,0
36-50,Yes,Hindu,Hispanic,C,17.65404686194911,-75.47270354112369,D,85.1363305433631,E,-24.426705955811315,30.919911867876714,C,-31.48030774267082,B,A,1
36-50,Physical,None,Black,A,-102.07865135328511,85.03716770512476,A,76.04848529778043,B,21.12261929054516,19.801998744675736,D,-98.98610419041788,A,C,0
51-65,No,None,Black,B,-101.68633711916908,66.65036467622231,C,60.44243739306802,A,-124.52502238099102,-113.2808959346709,B,45.670512226520806,D,D,0
36-50,None,Muslim,Other,A,-118.7302922495864,-21.928833377067132,B,-98.5898341911674,D,-14.866958992396395,-222.05566456776126,A,37.9445596627481,C,E,0
18-25,Mental,Muslim,African American,B,34.76983173534129,-92.07240242030356,C,-143.13207612738356,B,-263.65369239929765,101.96556139922197,B,45.16092205407366,A,E,1
26-35,None,None,Other,B,103.62430269808907,-45.1386441388415,C,-2.017596206684909,C,157.51477580583614,-70.9378591174543,B,-29.453308541187745,D,B,0
36-50,Mental,Muslim,White,A,168.65120260311875,-35.94929054257144,A,86.86830789442142,D,-85.77606896387648,3.9641358894244263,A,123.64395710560348,E,E,1
18-25,Mental,Hindu,Asian,E,-9.88065787250139,-19.188991182096853,E,23.045000074634313,C,-106.48889065800103,-151.09800175062995,E,-108.5409519809646,B,C,1
65+,No,Muslim,Hispanic,C,-53.121419718244624,32.58784462120498,A,-37.95843691069016,A,38.06013582946801,29.135770270729296,C,72.1430170378979,C,B,0
26-35,No,None,Other,D,190.8836170627017,206.43122304843234,B,55.158722818170105,C,59.07583138436221,-82.156409723059,D,-125.79676042041257,C,C,0
18-25,No,Christian,Black,B,83.84887805497131,41.34654137403401,B,38.509524564115125,C,39.85808352437506,14.500415593254653,A,8.229003939327855,A,B,0
26-35,None,Muslim,Asian,B,37.8149252378035,-36.554673918650856,D,84.66226820687127,E,-38.16185149910562,-120.8711282868939,B,140.9585983830608,B,C,0
51-65,None,None,Black,C,-40.38609482856405,-38.9457963489103,A,-243.693532750843,D,28.49834466831156,-259.44622728875237,C,-90.3334933620484,E,B,1
36-50,Mental,None,Asian,D,-42.64674977289028,-122.58480253788085,C,-9.23075481681081,C,44.18036036331484,152.71912858619194,A,75.90743464991499,E,E,1
65+,Mental,Hindu,Other,D,40.32042257580672,-84.64134012888024,D,121.20684788199732,C,0.5480561834602773,-31.003850931794062,D,51.37455729867321,D,B,1
36-50,None,Hindu,Hispanic,E,-4.4399052908509,14.567831565364944,E,29.811167543899426,A,-99.88115251933799,-95.07899440310342,C,-59.13966859448524,C,A,0
36-50,None,Buddhist,White,C,-104.0782990879221,-33.54504019559779,A,123.68300385736211,D,-98.45023376099418,-6.34881766831203,D,112.18827204205432,C,C,0
51-65,Both,Jewish,Hispanic,B,-33.68458063552991,-32.85152204116722,C,71.22131097598184,A,26.13283349173452,107.81069140589699,B,118.42820584003162,E,E,1
18-25,None,Muslim,Hispanic,D,55.31918104456386,255.5631280015461,B,147.3326073576498,C,-17.12043132528783,28.070365537623974,E,24.74062327656866,D,B,1
18-25,Both,Other,White,D,-73.94083309963798,-41.126233219393846,D,-128.49821509830596,C,160.8415981340371,159.48939195035018,C,-198.88032655930058,D,A,0
65+,Both,None,Other,A,-92.02470251120182,55.230895631942744,D,50.6093196642901,C,-59.32704715525864,7.3300142931367605,C,-41.37525708666197,A,B,1
36-50,No,Hindu,African American,B,-139.87696666260177,-50.87440480834885,E,94.54552744490289,C,7.349339407464825,-13.74903120756058,D,-12.754466053076374,C,E,0
36-50,Mental,Buddhist,African American,E,-215.49532543847798,-107.77785340134778,A,-21.478541618495065,B,140.531615939144,42.86678008187536,A,102.76047557043586,A,C,1
26-35,None,None,Other,D,82.91871436598535,-104.0856249661162,A,17.67794130933774,D,38.90692971491087,-155.22961392239418,E,-27.463431398645348,C,B,1
26-35,Yes,Hindu,Black,D,104.25347118633834,107.81733095224214,E,97.50879064194615,B,42.59572717629465,-137.9389984833012,E,208.1850537690247,A,C,0
26-35,Physical,Jewish,Black,C,-125.49173886546725,-44.075742488509356,E,25.39375357603798,E,97.16897787505886,-19.486463134401664,C,169.1771297538917,C,E,0
51-65,Physical,None,Hispanic,C,-4.948824197251982,-68.56658702491092,E,81.94016011261529,A,94.01609107595303,45.26681653908532,E,-87.07948449258663,B,B,1
36-50,None,Christian,Hispanic,C,-10.492924978301051,-130.9623718522633,E,-143.22515126273888,D,5.20545163855342,1.013547738516072,C,118.98855552300445,E,E,1
51-65,Physical,Hindu,Asian,A,-41.571199204066126,-56.4139775797348,D,-87.90009151798188,B,-109.18206152819221,85.49896748732755,A,63.78708277327677,B,A,0
36-50,None,None,Black,E,-80.88166883449203,-42.854529500394555,E,-3.8915447363488065,B,236.02749840952194,-65.21956974092518,A,-55.941831493313664,C,E,1
26-35,None,Jewish,Asian,D,-76.80141731936,116.04124550631919,D,-103.30714986352353,A,123.49326654574142,-41.406487263461,D,98.44301835718845,D,A,0
18-25,Both,Jewish,Other,A,2.4008232685184807,48.13298669150136,A,30.183794069311666,A,32.64383250643231,-25.72784705615115,D,-50.55629759762271,E,D,0
65+,Physical,Jewish,Asian,C,-58.00373850925556,61.007046932877685,E,-29.934242722450787,B,-107.75920882925448,10.764043029422133,D,-59.51283145646374,A,E,1
26-35,None,Jewish,Other,E,-58.360291875695694,12.263868542340367,D,69.6970939803187,B,5.813501035699374,-106.40535467688528,B,-4.466116764965582,B,B,0
51-65,Both,Other,African American,A,-36.422978493359494,113.75157696001352,B,-39.28601938317235,C,300.1897491462971,79.14082299053602,A,-5.6809829248613255,C,B,0
26-35,Yes,Buddhist,Other,C,-23.732060917495048,-15.020510869123965,A,-97.50789192360294,C,97.43090351466832,31.24235858527192,D,72.58283864075959,D,C,1
51-65,Both,Christian,Hispanic,E,83.32601178745142,-51.93313939791578,B,71.80080276002614,E,-62.046398076039125,-96.16061762181694,E,26.457065570787435,A,E,1
18-25,Physical,Jewish,Hispanic,B,-95.25943800668773,-39.2492347271359,E,7.99490880637119,D,-38.74287812168106,-123.80387315103955,C,107.15384935716008,B,C,1
26-35,None,Muslim,African American,E,91.98101625324706,-126.91458387278949,B,148.56996122699323,D,83.31636818917715,-60.17433485237855,B,59.45163590045301,D,A,1
26-35,Both,Christian,African American,B,-1.6120490501891456,48.63816962883138,D,83.84365926981864,A,40.5801629016205,244.05075974675427,B,101.17122764031046,D,B,0
18-25,No,Muslim,Hispanic,C,-1.5229600829911447,35.19916464135617,C,55.42897846451859,A,4.382198040656456,-221.31111312913103,A,-184.0154171839744,D,A,0
65+,Yes,Christian,White,D,29.591132221475462,55.165802471705774,B,-165.7069349420844,D,66.92214387170385,-66.77057831684145,E,-30.70409477034543,A,B,1
18-25,No,Christian,Other,C,-104.51878489747753,-140.09963810380174,B,-69.8033559915537,B,-58.287242181325716,101.50693995235018,C,-35.99301339640954,A,B,1
36-50,None,Muslim,Black,A,-89.12150257144023,42.694260403338845,E,4.828500567912858,C,42.156690279516994,-65.01940551069644,D,3.975333617849129,C,D,1
65+,None,Christian,African American,B,-64.21700202659304,-8.778084881470836,B,103.7345502976184,B,106.79371270258527,95.33122329194265,A,135.8433423791308,E,B,0
26-35,Physical,None,Hispanic,A,186.4064260053956,-6.278424138161902,C,78.04467888502228,B,95.99069111893077,-33.77618739036856,D,-9.04287640980878,D,D,0
36-50,No,Hindu,Black,B,129.67275714654755,34.300490262281436,C,-5.080164271804588,D,-85.59724999702398,167.95922291460514,D,126.63477105364949,B,C,0
18-25,Yes,Jewish,Black,B,30.513958139317054,12.388294692925994,C,3.6910599671636306,E,-18.65072383044244,104.10020467105892,A,2.3564534100113272,C,B,0
65+,No,Jewish,Black,E,-73.92158723157794,-85.53716393480126,D,65.72162981270637,A,125.48684684851104,13.624602184231408,D,-26.570554576755846,C,B,0
65+,Both,Jewish,Other,A,180.9737015709302,-63.72156733722309,B,-106.80953409938259,B,-98.88645017159752,29.324066431886948,D,133.45477102128055,D,D,1
18-25,Both,Christian,Hispanic,B,57.23562287086724,-171.62229273011494,A,225.29321061817623,E,43.56454835428683,-155.6919463455311,D,26.731112390765084,D,B,1
36-50,Physical,Christian,Other,D,47.521055797930714,68.40382413813487,E,113.8114378110846,C,-106.27840901418165,215.7455497873669,C,-317.02993670714505,E,A,0
65+,None,Muslim,Hispanic,D,-83.49525808444612,-38.75322882456137,A,18.03141742997994,C,60.697043378463356,-76.43932298621638,D,45.131182390549235,B,D,1
36-50,No,Other,Black,C,100.40675414682232,112.63866788842375,B,238.1155545751941,E,61.90034075544597,-76.59089993223243,E,2.936468784984704,C,D,0
18-25,Both,None,White,E,46.77632577958384,-85.69375726794254,B,78.3807841970881,D,101.00007278537404,59.235810216349826,A,-226.44872826327028,A,C,1
51-65,Yes,Other,White,D,143.71484535056848,-77.71493323348969,A,-13.173463521418308,E,83.91656054685758,-118.77529973977047,E,-26.519420951159738,B,E,0
65+,None,None,Other,C,-48.31161881355734,-67.98613990598373,C,-156.01840941610791,A,-101.71484639489938,35.55513885771228,B,265.8538800441313,C,C,1
65+,None,Other,Hispanic,B,-103.98977117317601,165.40140368202813,B,-79.16663840694092,C,7.881753639696573,-29.68817557565549,E,9.056931118258287,B,A,0
51-65,Physical,Buddhist,Asian,B,-45.16878589944546,101.93196856823228,B,-93.94265146546685,C,-209.87522206250543,89.85069963179384,A,-11.024576462217402,A,B,1
51-65,Physical,Other,Hispanic,B,147.93059419420436,51.97625759020246,C,144.4124918171998,E,-119.89428991729301,-71.19525407796155,D,4.1775486214191115,D,B,1
18-25,Mental,Christian,White,E,157.67551802920846,12.612987201266183,D,-12.782830882624252,B,-14.654777584185178,-194.95946291737562,B,-66.93035862320716,A,C,0
26-35,Physical,Christian,White,C,-48.131853081299056,70.44213659802563,C,-66.16514462166722,D,-59.16549989591916,39.62318300205529,D,210.81548770635345,E,C,0
65+,No,Other,African American,B,-34.337839254460725,-63.28776963058558,B,-26.20727116134037,A,120.55949713423495,110.17689692375406,B,69.04856285594407,B,D,0
18-25,Mental,Muslim,Black,B,160.04608441760973,-60.14892688669284,D,-86.83120056894205,C,-222.19468991043914,5.869661343796289,D,-109.49359265245633,B,E,1
18-25,Yes,Buddhist,Hispanic,D,-14.855989301095796,-51.05171489387086,B,-122.80607103875674,C,123.46192122202191,-42.26942712641232,E,12.497261444414509,E,A,1
26-35,Mental,Christian,White,A,58.94382580404752,-21.371576522126595,E,-7.882345065651802,E,56.04747588494172,-115.41400776288259,A,118.63067759526285,E,E,1
36-50,Yes,Muslim,Hispanic,E,12.225290579917807,91.21503356446901,D,250.57342366049093,C,-12.115643523586874,-3.232470445588045,C,18.951308703545177,B,A,1
18-25,No,None,Other,A,82.68144216047209,81.45307613363491,D,-55.20288267929742,C,-55.32689968254808,36.26274716195344,B,-42.5367867611678,B,B,1
18-25,Both,Hindu,White,B,161.67608446031048,-48.31110689484112,E,-68.57029437101085,A,-38.85269970968624,-40.96533899884391,C,138.19424890908175,C,D,1
18-25,Mental,None,White,E,-10.860408895766218,67.56862146396598,D,142.19400253401614,A,-189.82158010262563,-85.21325450576018,E,-177.48225893967347,A,D,1
36-50,None,None,White,B,78.85095263120229,28.632097949647395,C,-57.95745591906306,D,13.430350051381495,-104.54626879992838,C,127.57844233232301,B,C,1
18-25,Physical,None,Asian,A,191.14446433203,106.67979227086421,C,70.47088365243191,E,-82.8139040559641,41.32845872543027,D,-119.82731465074406,D,B,1
36-50,Mental,Jewish,Hispanic,B,-2.0136163063062362,-59.00863090059909,B,151.1693743957461,C,-356.7152282939157,-95.95553462269227,A,-123.15150055711894,B,C,0
18-25,Physical,Muslim,Black,A,68.09413787540943,80.13805719898942,D,-11.627929379987798,E,-49.3020410513494,-105.83648706587636,C,-32.437777214287976,A,D,0
65+,Mental,None,White,C,83.43293633048961,-12.178842601228567,C,-162.16841393561168,D,-125.67142635130296,-34.33124229563737,B,-48.210004766222184,A,E,1
51-65,Physical,None,Asian,D,53.368464339990794,89.3003708612758,E,-42.655309808029685,D,-13.094604657138936,-18.967649596762318,A,-216.522335326678,B,A,0
36-50,Both,Hindu,White,D,45.85995253929358,64.89272050535891,C,37.23219064248388,E,-45.732786811824255,-108.15097093452304,D,80.77302181491287,E,E,0
65+,Yes,None,Hispanic,A,30.09731740460846,107.04776285777302,D,118.74531791443684,C,-35.62385310085926,-142.47519390689664,A,-2.6227930641393695,A,E,1
36-50,Physical,Other,African American,A,-47.71142290762359,-63.18440629761754,A,-212.71323612039174,B,-176.64786102009884,59.82035624821586,C,35.16289668664898,A,B,1
65+,Both,Hindu,Other,C,149.24830926752622,23.273328528179256,D,26.85764107304143,E,-72.27295694557684,73.17651082814137,C,-137.44932089360057,E,E,1
51-65,No,Muslim,Hispanic,D,19.72739088524741,-126.48472089083353,D,-71.10890792761607,D,-37.983058006719666,-2.9151040295406965,C,-76.47696201897168,A,E,1
26-35,Physical,Christian,Black,E,128.88736045574737,-121.36171849625721,E,120.89752724660605,B,80.12651494023505,25.526033325600483,E,-7.137094962677246,E,D,0
26-35,Physical,Other,Other,B,-36.838111205599134,-28.383041180356237,E,-12.915791560959455,A,54.31842239761641,51.207960510178495,A,-124.02601387478268,C,E,0
51-65,No,Jewish,Asian,B,-78.7877782995012,-35.33296471719352,B,-130.88506548351936,B,113.3735203594316,-46.96143911509431,C,117.14890380943324,C,A,1
26-35,None,Christian,Black,D,40.54738111137649,-81.28750087675584,B,7.160930216230943,B,-6.089159427764727,-92.96367123969262,C,24.93211965823387,B,E,1
18-25,No,Christian,Asian,A,13.616638457041475,-5.556661941426948,C,168.11832908880845,B,30.275634838823372,98.23315866102959,E,40.78521411240276,D,C,0
65+,None,Buddhist,Hispanic,A,-3.569742434676381,-8.229816777249031,E,-81.68443254457833,D,3.4759541699834235,-8.620992304295592,E,-178.08497287456115,C,B,1
65+,No,None,White,D,-73.7585683500196,-90.14291217720233,C,36.91601920593055,C,-32.31822869488945,115.38432305453092,D,5.324606549003024,D,A,1
51-65,Yes,Jewish,African American,D,8.60383370941505,50.907211687636845,E,-93.55545440458172,A,62.47292037126394,38.44843972811634,A,113.20049725963533,C,D,0
36-50,Both,None,Other,E,59.91831322107496,-91.09972553310928,E,-84.00602021483488,C,-103.81689173018734,-171.39472525083963,B,83.33229868575455,D,E,1
36-50,None,Other,Hispanic,D,47.55799547013419,-13.438767404188646,D,-112.28040226625149,B,-87.31278596015824,-37.90566648710259,D,31.0285859997321,B,B,0
26-35,Physical,Christian,Black,E,75.88549686103356,-45.427267086676935,A,12.315452124213412,C,104.28284548935775,-36.42568274065015,B,79.00144470917424,D,E,1
18-25,No,Other,Other,A,-65.83426965987643,68.41099319831608,E,15.119628863673087,B,-149.07930301655782,144.59677830364458,E,88.41338650354457,C,A,1
26-35,None,None,African American,B,-6.6549789715999275,-166.45616108202537,A,86.38671466537163,B,-43.03093386285472,91.99240835296712,C,12.398103615557513,A,C,1
51-65,Both,Hindu,Asian,B,62.10058868616617,-0.7128939342675346,B,129.43840190955714,A,-82.8911231962756,-177.96721960390306,A,-54.91716859638448,E,E,1
36-50,No,None,White,B,-117.37789074379639,105.03267047911591,C,-114.10355850694516,E,70.16728671664157,122.73053261935492,D,0.6839675508085897,A,A,1
51-65,No,None,White,C,202.116748456306,-86.02039523888591,E,32.9945584726167,B,140.3644506222635,38.7709344992591,E,-53.1450978517817,E,C,0
65+,Yes,Buddhist,Black,B,-80.15253571254124,-211.140555582116,B,-22.55255038762797,A,-3.4166351075153636,227.51438438746777,E,49.32788220323264,E,E,1
36-50,Physical,Buddhist,Black,A,-30.75290669421121,-97.68870838816302,C,3.131591870214164,E,-39.64917820700798,-64.62433836719758,E,1.6078656104070155,E,B,1
18-25,Physical,Hindu,Asian,E,118.44499685917182,64.78663372359973,B,75.73554895758684,E,32.999121777651226,78.27502991038143,D,-95.75081269876094,B,B,1
18-25,No,Other,Hispanic,D,47.79944481244954,-33.08650359151485,C,-36.66473204990698,E,-141.81499303075037,-227.38294274588023,E,7.980122907301614,B,E,0
36-50,Both,Jewish,African American,B,-22.39742588867311,174.14154737748765,E,-45.600190869834755,B,182.12384146775617,-77.73582964908074,E,111.82005661923111,A,C,1
26-35,Physical,None,Black,B,5.274218464684348,-193.18500068736114,E,-107.10304729619959,A,12.22975382431228,-102.48924313780417,B,114.02925039040355,B,B,0
18-25,Physical,Christian,Other,A,-24.29606396923277,84.7904015642744,E,-3.189662585037043,A,128.57623644402838,97.04816491439689,B,31.105684793620014,D,A,1
26-35,Yes,Christian,Black,A,119.0897418689627,53.982563315330864,D,-34.28890516895585,A,-75.04272674493248,-73.69932346476519,D,-180.1777349668265,C,B,0
36-50,Mental,Muslim,White,B,58.70643259109999,79.85048462302886,A,-228.04715647794538,A,61.52467949534519,71.7268573955133,A,-10.56691837228069,A,C,0
36-50,Physical,Muslim,Black,E,74.54726237672385,108.03594226808491,C,108.32694845087826,E,-13.545092725355243,16.732393185689517,B,12.05156362516888,A,B,1
65+,None,Muslim,Hispanic,B,-78.58243432021264,-129.1952142866834,A,-161.0645702638662,D,-59.21419687941515,-21.501481959930597,D,-59.42959500705926,E,D,1
36-50,Mental,Muslim,African American,D,52.172960233199696,-276.8774906201314,B,51.18415561966901,B,-89.3088262356902,-33.06085900780131,C,44.31410364703115,B,B,0
36-50,Mental,None,Asian,E,129.51447073631073,-144.07505338952004,E,-74.7289645094353,E,-101.54706262911989,-25.34485044199379,A,135.83264969169383,B,A,0
51-65,None,Other,Hispanic,D,-11.537773524167791,-191.1325611846175,D,-155.35026348168458,D,-159.1304989644415,-74.11928134154832,B,28.192771753383557,A,E,1
26-35,No,Other,Hispanic,B,-108.99209839478186,-86.38275463576949,D,29.839421554551173,E,38.42765205354788,-101.28838300271438,C,-12.945035586780177,A,A,0
65+,Both,Hindu,Black,C,147.1067161956144,-217.03701177283142,B,-58.76332805986338,A,1.536618122574866,-128.68564005747714,E,-18.915775704175733,D,B,1
65+,Mental,Other,Black,B,-4.277616893609362,-28.59457082856033,D,10.481437486712105,B,147.22397016831408,27.021260878883997,D,62.716674801836106,D,D,0
36-50,Mental,None,Black,A,-7.181470203684986,-55.405021118041255,E,42.53399215119651,A,-156.36858927501856,-91.7288737595968,B,59.372280105776554,E,D,0
36-50,None,Jewish,Hispanic,A,-29.841600045756934,-25.434738296840674,A,-50.49998390662227,D,33.16661640270262,-143.3836884910769,D,121.20201230598349,D,C,0
36-50,Mental,Hindu,Other,C,-107.59399660968528,-24.812901318664263,A,-90.9328591098904,A,127.99719191436152,-116.96843104673316,B,29.47728646837526,E,B,0
65+,None,None,Other,C,53.098726773193825,-55.377937005426546,E,45.30521965472523,E,161.18019992924624,-21.722123192243163,E,-85.80012439296482,A,A,1
26-35,Both,Muslim,Asian,C,-150.05017143940677,-61.360171162647994,C,-45.04893701809117,D,83.88353885375061,-54.51279671828077,E,-81.90985327273756,B,D,0
36-50,None,Other,White,C,136.46435564837523,-233.26837241358032,E,-124.54059584394182,A,131.6079390995677,-66.90303001790417,A,-25.60827052197367,D,D,1
26-35,Mental,Other,White,A,-47.69986470511344,-145.8031336514717,C,-34.775446813620235,A,94.70013733108502,202.23053825168682,C,59.13111931388415,C,A,1
36-50,Yes,Christian,Asian,E,-67.14863252156158,48.324792662647454,D,76.86768125240285,C,57.23019881238612,-223.79543735207812,C,-62.568264756246585,A,D,0
51-65,Physical,Jewish,Asian,B,41.39720722755793,66.95073511945169,B,-153.15187570208985,D,67.91098257528586,49.29690764953399,E,63.39151752934487,B,A,1
36-50,Physical,Other,White,C,36.61614315580246,-18.77832615231607,C,-20.040016366306297,B,-40.58695916436151,132.25798463817648,D,-62.57521372661942,B,D,1
65+,None,Buddhist,White,B,-41.08686976526321,13.812498180970625,E,75.79069462386673,D,2.9799735951250144,33.210945307299774,E,56.675494895633975,B,C,0
