nationality,genero,orientation,Age,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Other,Male,Bisexual,42,51.971999874364435,139.78494555578553,70.4152604162397,D,D,-316.5178673539766,216.3897075062429,A,E,6.44101174888865,B,120.88036809267197,34.172655161755635,B,0
Other,F,Homosexual,44,36.71204286955756,-147.783441861923,-28.615539321705235,B,D,-30.978417468068198,-94.72541800674786,E,D,-54.53819644296577,D,-58.600618756223014,119.37560457405043,A,1
Mexico,Non-binary,Other,46,-146.9152852772772,149.4934567676503,110.2406155391752,A,B,139.0391314408442,-28.047066696813815,B,E,111.85255060522053,E,49.178827050024196,-102.23052556503296,D,1
UK,Male,Heterosexual,20,-112.03456782898658,-104.93166844433168,56.03764105552338,C,E,322.0520395349704,88.7261810054535,C,C,236.06876956463339,A,58.542367565244426,-103.81721012707384,D,1
China,Other,Bisexual,35,-1.3764193666368971,-44.45391102392137,85.82187763634676,E,A,29.902701284217226,-86.42304634509269,D,D,-183.4023908199396,D,83.25635104236522,94.75232215808246,B,1
US,Female,Bisexual,34,124.06883677677303,42.22523402542915,-82.96516599656579,E,B,52.74358839751399,-174.54146608684115,D,C,61.37137873663442,E,193.92172757455646,72.21331549969102,B,1
India,Female,Bisexual,79,35.50300489042054,5.749465384824986,-19.586718709694512,C,A,117.18622767148837,-2.4126297712029285,D,B,47.22954123992448,C,143.37847575211276,1.810218981490165,D,0
Other,Female,Heterosexual,73,97.94493412849901,18.663397745327977,16.6634383315755,A,C,-76.71174879230496,-88.65424576018191,B,E,-146.96173236308226,D,-1.1711212036655732,16.64743046773164,A,1
India,M,Other,40,156.09990398861757,-85.3073539485343,65.70642393066733,A,A,-161.08581510369277,90.7783399177189,E,C,-28.68255067286869,C,-5.144760283953202,43.67557625976154,B,1
India,Female,Heterosexual,38,-73.1522181747931,-160.8927182462168,6.576938611511363,C,C,1.8299315117462134,39.331881117886084,B,C,-4.065892304407004,C,-43.658400434603664,-136.60343952440869,D,1
Other,Other,Bisexual,59,-63.905016937998724,-131.97148940639647,81.51250580355618,A,E,-32.201287814545715,-212.46251237434618,D,B,-56.32558080246321,B,-143.0130123669497,55.07861103927425,B,0
Germany,Non-binary,Homosexual,79,80.60941203240706,230.9496347244278,15.216890598677685,D,E,-106.40513131602209,-4.110851640204872,D,D,-174.46407982843812,E,-17.061522742131345,38.01164477605244,B,1
UK,Male,Homosexual,38,55.03089926671725,9.420169309899418,8.589316914740577,A,E,-108.85089020556468,118.0560627366292,B,C,-92.18685705238173,C,-206.416185225206,208.4414023720746,E,0
UK,Female,Bisexual,70,28.38266990870769,45.04959479363732,-88.11206504050256,D,E,22.65958762033336,-4.91042954176649,A,C,-141.3503404407008,A,-68.63157164119905,-228.94522109724886,C,1
Other,M,Heterosexual,32,70.24484293799816,174.0303067115668,106.9186011227219,C,B,130.1642519529452,1.0761796596660125,C,C,62.876389426366295,E,-20.781810968656558,-71.25367243101675,A,0
Other,Male,Heterosexual,55,93.23090192270374,2.0319117960215,183.55504827945978,E,C,-34.1312302300588,-81.82977413085491,A,E,-276.9296936817131,D,84.15105973352425,-15.887659536455848,C,1
Mexico,M,Homosexual,57,-45.51565800316484,12.082942481551363,-33.52628487806422,E,A,-69.74335548799445,112.46371859523576,B,D,-63.873370722293345,C,43.97674428276282,52.66580124334609,D,1
India,Other,Heterosexual,45,-126.84194367787008,98.49725262625361,85.24487231213,D,E,-229.69904999783915,-170.99226550838935,E,B,-49.64169770268779,E,-231.66982208275303,116.57879107729315,A,1
UK,Other,Other,33,-1.794297758702063,97.92546741181485,176.4201666974132,B,D,146.86091178520826,-245.88577110235326,A,D,27.306688531346374,D,21.015390354470043,48.87975298651059,C,1
UK,Male,Other,70,-74.21150390343695,-40.18971601536858,-232.70723801865856,B,C,-95.79235838846354,-19.318669822723393,C,B,-30.174027274729358,A,-101.83919825791641,-31.231126385976342,C,0
UK,M,Other,47,-27.079355363827574,-17.74266896477833,51.414929945645895,A,D,40.612592230231634,-144.5242347688367,C,E,38.39488048346538,D,81.7229972495396,-24.814730195942797,B,1
Germany,Other,Bisexual,53,19.926165063723175,111.74387376478248,-4.0984558415613295,A,A,-4.522820457675636,-68.69567572324507,E,C,-57.39597264387568,D,-77.96990481865123,36.64029103483074,A,0
UK,Female,Bisexual,28,222.33350980453204,-65.36961834804143,-27.85141476421614,D,B,67.88395470967757,-189.87216971148598,B,B,98.27575681929068,E,42.944127674604246,-46.375657856134,D,1
Mexico,Non-binary,Other,23,-77.28794008729017,-24.298684302908054,3.6254368127154275,A,B,-42.509920726483216,-108.4581805099468,A,D,130.97553721216957,E,69.61150909816949,76.46992400014547,A,1
Mexico,M,Bisexual,44,-47.993575488224174,-2.6792309036998487,40.94668272910552,C,D,47.4778494562619,-115.7182277071386,B,A,39.77448575937066,D,-87.658188535155,-27.5581807114734,E,0
UK,Female,Bisexual,22,-63.12977188643066,83.41532512116841,198.14274100385518,C,C,-23.682723687500147,81.72637405174153,A,E,22.179979651919005,C,-12.889553818961296,101.75148213269149,E,0
India,F,Homosexual,43,218.05823957452753,-149.46692419843924,-29.191801916829853,A,E,40.35142067735001,-70.65499998094565,A,B,27.38306101323808,D,43.285338739088566,5.728417021704797,A,1
Mexico,Female,Other,18,79.34879765714454,-101.1960421531602,-26.526986565323597,E,C,318.7028689424068,116.98293711872914,A,A,-102.52670388918912,D,-165.59202758674024,45.15973151386507,D,0
UK,Male,Other,47,-25.58824361495191,46.133937052683656,-88.77063138921694,E,C,73.61904828966446,-25.679169339379627,B,C,177.84018918321422,D,126.64901394255988,-84.96563327412889,E,0
US,F,Homosexual,19,102.54607088734082,-67.56107140130698,-64.19403076725328,E,A,103.91637684238044,132.25961131598746,C,E,-156.6979692869522,C,-58.33469922698752,-72.40121153680342,E,1
India,Male,Heterosexual,59,-130.3641572411377,-61.612661198379136,-108.23439361741174,C,D,34.62828074827055,-72.84429189867882,E,B,-60.959724544411905,A,70.33699921574726,121.37074687499725,E,1
India,F,Other,23,-109.71861622428992,117.1991832040556,79.58283556929334,E,B,-75.07332595554183,176.1523097778042,B,D,136.66044260556316,D,-19.555995799339875,-103.67838568427055,A,1
US,F,Other,48,9.434424858005164,21.854009649068846,-71.52575031349826,D,B,-20.558685140903048,95.79785050900318,D,C,52.05999411215241,C,-43.387926884285285,-45.377724583738086,D,0
India,Other,Bisexual,33,60.71025592899149,-43.062757569767626,84.89542192198854,E,C,-38.3263522648289,-78.58517627801145,D,B,11.174414138904805,A,-21.497464603606435,68.89265756765866,C,0
Mexico,Non-binary,Heterosexual,55,79.83366820266409,122.47868127013571,114.47080181815643,A,D,45.11410272350001,29.15718102671439,B,E,-9.470166286071636,E,-10.890653069007703,-29.896218290658606,A,0
India,Other,Other,31,-28.999980107689538,-50.160103576509854,93.04558018610537,E,D,67.53455038093108,279.1048656791738,E,E,154.84760281020775,B,-75.82727209667982,44.861538564716376,A,1
US,Male,Homosexual,67,132.42041382200168,-17.13543318321354,-143.4842212682438,C,D,34.72670038138816,-22.1623462777015,A,D,31.897966582126454,A,-179.9594675138828,8.926477112107227,E,0
Germany,Male,Heterosexual,50,-2.2911780847753906,19.79163598522015,7.800573261022377,E,C,-10.49967250348007,-118.75831703766504,D,D,101.41172628432649,A,-222.954050903396,27.698880479744638,C,1
China,Female,Other,75,53.167968298385205,-22.12695697415712,-230.07975909489548,A,C,-99.55725883833092,-62.668528479487286,C,D,-36.83474975836318,E,-81.8260909577112,41.742240211169424,D,1
US,Male,Heterosexual,31,-23.88264084660706,13.636344593112481,80.93871604625285,B,D,-115.95681820021233,98.6979324348516,A,B,-104.60264470790885,E,34.33278397153294,-11.574674952698862,A,1
Brazil,Non-binary,Other,54,226.0876977622951,56.95163807765636,3.9394183108652383,D,D,-64.35375141628532,-147.1566379357349,E,E,171.92441132704047,C,59.12609090709419,-6.638117558256051,D,1
UK,Male,Homosexual,23,-2.581405388422096,-45.47796328821001,10.757837610279656,E,B,140.912492337118,40.19557906115368,E,D,127.7251933896671,C,33.04126180017538,-22.725582535547932,A,0
India,Male,Heterosexual,49,-148.7196124913497,-175.88228273938478,-141.12184162229116,E,E,-93.09219099802219,-20.6517805779155,E,B,-88.12369765153764,E,101.35230393489772,64.31856992166917,A,0
Germany,Female,Homosexual,33,31.049842659359477,42.715449451892276,15.374809348550707,D,B,13.069182266690966,-53.792035862447726,C,C,163.43956268534714,C,48.05435603239418,-8.05587045771894,B,1
Germany,Male,Heterosexual,40,116.20775711206987,-41.15497914297628,18.114988466980485,C,D,34.46851446024279,51.02712017577651,B,B,38.253829912598235,D,-65.93575158748071,-16.151016132893677,D,0
Mexico,Non-binary,Heterosexual,30,-215.8785944662863,-11.628054556165432,-133.68924308385172,D,B,-204.85131985969343,16.26991503788797,B,D,19.62101305600016,A,44.383321563060925,-215.88855665197286,D,1
Other,Male,Homosexual,41,44.10738205433425,21.310933577111868,231.10567102026297,A,D,-151.18755638057925,-105.88497423240248,D,B,109.80909520057853,B,-79.19877890466012,-153.89331868292436,B,1
China,F,Other,71,-15.073055440231634,65.0422356518966,-7.637561365445957,A,A,59.90474107476592,-30.488659543295515,D,A,148.7689691013216,E,-0.7613809659992172,-41.18239866629649,E,0
China,Female,Heterosexual,79,64.41786514233044,89.17153097848,171.10645307750744,D,C,36.220824506415845,-41.42316900424661,A,B,40.03337208634428,C,-55.950450773966786,130.55756654218143,B,1
US,F,Heterosexual,31,108.29849281547554,233.1322549995035,-149.2857204975321,B,B,66.26182232112113,162.7821708962863,C,C,-117.84856829649,E,54.45995576282673,-96.3477254671843,E,1
India,Non-binary,Homosexual,38,93.8148719380517,173.13237234764316,-109.493998993725,B,B,32.119773542392636,3.135283451354941,B,E,74.53917512371632,E,-50.585415072296435,13.108893292378351,E,0
China,Other,Other,47,18.180341054745607,200.7465568470984,-36.01865403231541,A,E,63.12704332860998,-117.91026233439696,D,A,-23.48039750869122,E,54.720230965081626,125.13890818252837,C,1
India,F,Other,35,14.427283000975818,-87.48018643436014,-23.339382848150237,A,C,-74.7607884470761,209.7125920617783,D,E,163.10605000290425,D,-75.88248489136701,4.183229899001968,B,0
India,Male,Bisexual,71,-92.23658208917787,-77.46977620885025,188.56442227967585,C,D,45.185422864926075,40.92972588324342,B,E,-42.377283390337475,E,34.34159993843422,-56.9615761419826,B,1
Other,Non-binary,Heterosexual,58,-101.19883303713098,101.91057560992111,137.0973520111121,D,A,-152.86870640545135,-74.33590229904931,B,B,-53.939684100332485,B,98.32863018660211,-70.14088067692812,B,1
Germany,Other,Heterosexual,20,99.17835985798507,5.118521658819879,-149.64338346672926,A,A,-254.88202036816202,-53.38813445952349,C,B,-50.39405425347589,A,-9.637000939929573,109.891849976673,B,1
Other,Other,Homosexual,72,-41.347305340760975,91.72855020154442,42.83045513604027,A,C,83.26401767760721,-170.9266169809342,E,D,-72.86039996243899,C,-63.76628556591901,55.5923443318737,B,0
Germany,Non-binary,Other,65,-96.87551472429439,62.25813185742193,-7.005567736081689,B,D,29.120256998639597,-213.41626254295383,E,A,45.575105037994895,B,-82.4140021488161,99.96995576439977,C,1
Germany,Male,Homosexual,44,-169.49480274331086,106.77602971247676,-163.7361381269503,A,A,-153.68561622456284,31.22352730639939,B,B,-53.3442449842405,D,5.997984845498233,17.884794461036655,C,1
Brazil,M,Homosexual,55,118.67605224661426,47.36983158367872,-138.6737867789554,A,D,-136.6203569679014,-67.51814948503139,E,D,15.152090887699355,C,-19.239730454561574,110.40115487630342,B,1
Germany,Non-binary,Homosexual,37,-71.04501818835608,34.75755157051882,130.37715205173612,B,E,123.19696553649386,-38.49053094011312,B,E,40.28555373489958,B,-99.88604619075112,97.75587215685829,C,1
Brazil,Male,Homosexual,57,-3.1569236848266775,-16.138327167487212,-67.17343709519831,B,D,111.05249695058306,-109.80846910262734,C,B,40.87765954745966,E,-91.28820026157679,192.15963784106,C,0
Brazil,Female,Bisexual,43,149.27210128904608,25.97133402844072,36.56240408621709,E,C,183.1071505983808,70.84930402584109,B,C,32.6000767987643,B,87.84558775726961,-105.87162323263087,B,0
UK,M,Heterosexual,32,-80.77280086254675,2.1252950120874985,-89.07937463506524,D,C,-130.35193352294846,-249.34005982002648,D,A,-130.58073049830196,A,-34.477625508605946,50.042532518999494,C,1
India,Non-binary,Homosexual,33,114.75809716033191,77.72473248373008,40.64656396407675,C,D,-37.87643163665883,70.21016925355697,A,E,-130.342948851042,C,-0.33898745088595444,45.63189925150848,B,1
Brazil,Other,Bisexual,61,-83.99385692918719,58.55085051159443,105.0965988667923,B,B,62.42965370139294,-82.43502695253027,A,D,150.93116721899102,C,-88.026441840122,-46.524835578418674,B,1
US,F,Bisexual,48,-33.39296209527897,-260.85225680498974,82.70108486048346,B,E,-38.347405214432264,-19.606727141681475,A,D,45.60832341402152,D,-7.6930799565635795,30.97569817180663,A,1
Mexico,Female,Heterosexual,38,0.478571088411103,-75.12232956661066,-37.62152796278327,E,D,3.413564410376429,-153.36615980117807,D,B,56.94490084680156,E,-49.277450522481445,31.3957984099954,D,0
China,Non-binary,Bisexual,35,-22.419273766708507,-4.854330101866591,141.76178532021345,D,A,54.26704294306419,128.8700888770743,B,A,-4.733675710665156,E,-107.36515394537835,30.16393878948685,D,1
China,Non-binary,Bisexual,49,-195.12425004805573,84.40209418631709,51.476824657608,D,B,84.29465369278873,-31.86317650377984,D,D,-76.90227301661461,A,-85.52085691621333,-32.68816167128939,D,0
Brazil,Male,Bisexual,29,-55.339900755963626,-107.30434801419027,155.33564736490007,A,E,14.10314291032551,20.05817959803555,E,E,-126.04737187834851,C,-41.66805454329494,250.79668873718774,A,1
Mexico,Male,Bisexual,56,36.610836875808715,153.98040939489138,45.06651785249005,A,E,-14.327990184177214,118.50216476596538,D,B,-67.03105032857755,B,41.18645940156161,-81.3111534314321,B,1
Other,F,Homosexual,66,44.6941150761452,3.1326329769459287,71.63716502773183,B,B,-122.73143245938694,-11.115661291841919,D,B,85.1983432383407,A,117.46292654346516,-200.12258788211273,C,0
India,Male,Heterosexual,67,72.18360776972251,92.34730297059583,178.66498957425415,A,E,23.385156258827937,20.062116409603615,B,D,-333.9495100435692,D,123.4723379496121,-122.83969033321344,C,1
Brazil,Other,Other,42,94.69649974938697,3.745193152296745,-93.30177548694833,C,A,57.8404718076453,29.11887511475198,C,D,-76.4610992339422,C,-11.903271149837865,122.31155960093439,E,0
Mexico,Other,Other,69,-155.96776216485944,-31.394207531063184,-65.51241752504095,C,C,-68.69045342077533,-27.942418544905763,D,E,-25.197881826761826,E,134.60827032604175,-128.99409704122942,C,0
India,F,Other,76,-29.123428012798346,-63.72611902204447,-37.07021067869235,D,E,166.89000285350696,-56.54941730117934,A,E,51.7831074159196,A,11.51046981999553,-30.307633649521215,D,1
UK,F,Bisexual,29,42.89200109439426,46.555312216794434,123.53932676412734,D,D,-103.2163400929542,95.55471161831444,D,D,-22.225713396093518,D,23.485328349894836,-48.924609781349545,E,0
Germany,F,Heterosexual,29,-106.04066147636593,-130.17914908163615,74.23090030446122,E,A,125.80870970253959,-80.28722440429301,E,B,101.14493406981944,E,19.400482709032648,147.77412464682146,C,1
US,Male,Heterosexual,45,254.4926906149163,-117.38861167374812,47.64020000233858,B,D,-120.95716443744864,-123.5590040345382,A,D,-139.2533677154829,B,160.2042282529619,-62.812333595721434,D,1
Mexico,Female,Homosexual,39,-105.26456193396004,90.01963176927106,-83.41993343008419,A,A,0.6958871381557847,21.8504088209956,C,A,67.55113925847765,A,-42.71450227911735,219.25712945472128,E,0
US,Male,Bisexual,22,55.66952888474924,-85.31558136626336,55.5491532240184,B,C,116.12109654273826,0.43968726640720573,C,B,106.48228155530329,C,-87.40551155761432,-147.52215260602887,C,0
Mexico,F,Other,57,212.50072842257265,-55.15916209894356,-29.10507121747625,B,B,-22.170707662852518,110.99971308555088,A,A,106.8873500297024,A,69.53244496839451,-20.045148095977066,B,1
Mexico,Male,Homosexual,68,-200.3748456904494,150.11472727473577,92.9277859129568,C,E,-77.08798043625447,-133.52735577459302,B,E,221.6762540465287,A,140.07699090765146,35.65064630128086,C,0
Brazil,Male,Homosexual,63,25.712019834173326,68.27400374902662,138.64327400315057,E,A,-194.75625859016347,-44.18620795017766,A,D,-79.67435840554144,B,-18.357395211555662,37.33989649336997,A,0
Brazil,Other,Bisexual,32,-23.21784367356272,-23.87521155779499,-62.35529392442276,B,B,-80.00559331794317,-58.54718191678493,B,C,118.30842260559766,D,-30.079170392978305,64.50583725317813,D,0
Other,Female,Other,27,-98.2333153245715,-58.109547309740606,-3.4179420090476857,E,D,-107.18902520902813,-45.73346936666009,B,D,-242.41096299648297,B,-5.859094364636301,-125.6052080140164,E,0
Brazil,Other,Other,75,152.54712774953128,-92.18908510605537,-34.21889754103348,D,D,3.0399612756560104,-23.033558491835514,D,D,50.388708096584324,D,162.06247124734682,58.21240635788614,E,1
Other,F,Homosexual,78,-48.958028254329584,66.23118558071695,-142.73241745171097,A,D,-7.723545713994142,-51.31038370040246,B,E,15.056636644064222,A,-250.50590628248185,28.628969264380732,E,0
Brazil,Other,Other,62,151.1818494621446,229.255768786811,74.98965636407726,D,D,-104.89290356778658,153.5365895117747,A,B,82.30521885304442,E,55.648584810868726,134.43759301757007,D,1
Other,F,Homosexual,22,-37.307523629182946,-6.508030846098968,-88.37194891025025,D,E,51.49762819053756,-52.511025411232545,B,B,3.49278008892179,E,-93.93106993031445,33.731954247890755,C,1
Other,Female,Homosexual,31,-57.11379628897407,140.10682451083778,56.27546115444498,B,D,-77.72273659191636,-29.646296831291565,B,A,-1.0947755692325727,D,71.9287047603386,188.36575756869965,B,0
India,Female,Other,67,-19.570677711032427,-126.9024014851168,48.92530367263026,E,E,232.67205142877492,209.62363619702685,C,A,116.38591658788393,D,-45.605890334904984,-136.1738226356323,C,1
Other,M,Other,31,94.05562605288303,60.09563093386354,-93.83261283457178,D,B,154.94546269485213,51.11277112779482,B,A,43.74179471399543,E,-141.50130988194206,107.48733540390576,E,1
UK,Male,Homosexual,73,160.4378999999736,71.27271866739574,-214.78311367416762,A,E,95.6081796723559,-27.576008814796577,E,B,103.31984012762909,E,-63.651669106557264,-17.07252757015968,D,1
Germany,Other,Other,40,-116.7084749780094,37.1972489102086,7.457989594804988,D,A,32.32515606735035,-92.92252156148312,D,C,-65.37980434032953,E,-44.65596146234901,-81.20015536644944,D,0
Brazil,F,Homosexual,52,-84.80441244177835,22.527635596898595,-119.73410777048781,D,D,116.58871949272773,-76.10705623470747,E,B,80.85507462419673,B,136.76359207168548,156.9817117920642,A,1
Mexico,Non-binary,Other,28,-85.18242264091502,152.91241394080305,-150.46260457268764,A,A,-39.168131208677714,30.82079258413502,D,C,62.15573879958982,C,51.39847458083511,172.546170428835,E,1
Other,Non-binary,Heterosexual,30,221.41944174786966,18.88167645468685,-20.731921040053894,D,D,1.9490313210800798,48.926565152440396,A,E,36.65450510362016,C,-71.63240278902445,-70.78909701608592,E,1
China,Non-binary,Homosexual,68,-10.682992080052301,-37.389492759505025,58.62964838485439,A,A,-10.327778231882244,-91.72843254955905,D,E,-208.1693939446249,D,23.02283425944689,-3.3621766534893176,A,1
China,Non-binary,Bisexual,76,-56.20394002808224,127.33322273963101,166.14163539982542,A,A,83.81729394302899,125.2705141380373,A,A,-162.05676580118572,C,134.59042456783394,82.7000922761037,E,0
Mexico,M,Homosexual,55,32.18467242732483,-99.20099565634958,55.3525211424958,C,E,5.926802726704736,-180.62163491575456,A,A,-97.92209119044304,B,-9.692889498182748,72.37795178286626,C,1
US,Non-binary,Heterosexual,28,95.73842063206652,78.30319883062562,-95.98049738542129,D,B,-130.8383249062246,-73.7490087406712,D,A,-14.286148506782887,D,54.546666968406754,6.8781604964117795,A,0
China,F,Homosexual,68,-54.229873404753384,107.49524273223176,-98.90301433034423,B,C,35.32686978411271,-3.253331753099515,D,A,35.77798049917419,D,-36.58618430034647,-123.79188248143218,C,0
UK,F,Heterosexual,44,78.18191692927044,0.2425987307134802,-59.665072632131334,B,B,-76.58937464567921,35.094720390968305,A,C,-118.62093406275771,A,146.2389333052338,14.352126915483133,B,0
Mexico,Male,Bisexual,29,-79.82199948811122,-34.59188109946807,60.3850579914541,C,E,185.2197209715886,189.11761299598908,E,D,-127.67798346908575,D,-108.88594198119262,47.59517281032866,E,1
Brazil,Non-binary,Bisexual,65,-18.325548734294227,39.32764182829543,16.438745737636605,B,A,8.352454114070396,-17.213404759615667,A,D,43.62495243976781,B,17.25088532963286,14.191305616126332,E,1
US,Other,Other,37,55.932985598913746,-163.1498824565151,-4.720351224654181,C,D,-38.38659936344552,43.93349636312457,B,C,52.29547309109813,B,3.4764544758817233,-141.03158925503357,D,1
Brazil,Female,Heterosexual,27,167.83612703316538,-40.22235436871774,111.35111196355186,B,B,-38.68715888018205,-2.9674234765890373,B,A,13.250306156447644,A,136.023039806241,13.638282051395322,E,0
China,Male,Bisexual,49,166.65949412101568,149.6922700381434,15.663888713649794,E,D,-11.375118039752552,106.2381150614794,A,B,-156.95190263210122,A,-3.545521023804601,-75.59887691948249,B,1
US,Male,Heterosexual,20,195.7165773227322,18.314674082791683,-57.35964877174062,C,B,-36.29619052197932,173.8187670293001,E,E,-35.86710188754452,C,12.801631867970919,98.20412734296184,C,1
Germany,Other,Homosexual,38,-83.44923704811458,151.32662680447882,-19.222358605084235,D,A,-113.71745472804224,6.614061544272881,B,B,-9.1032338586993,B,-16.12234010908415,-2.754675843277949,E,1
Brazil,F,Bisexual,31,22.06243221137326,54.57711260978761,0.9651899519851758,D,D,-21.958210736997557,-43.71624000336358,E,D,146.0288408756307,C,-149.16987509773983,-10.068172551826633,D,1
Germany,Female,Heterosexual,63,114.18816818853247,35.456073533512,-66.24455882662329,C,C,-41.09560584451557,-87.74234443862018,E,B,147.98177068955482,B,-17.346795526185918,-63.02712752012626,C,0
Germany,Male,Heterosexual,67,-116.3681777108692,-10.6994611646536,-14.521241096190257,A,A,-56.78361793357294,-58.73252553310609,D,D,63.50618869953117,D,-209.31168933684705,-26.60690717235439,B,1
US,Male,Bisexual,54,106.74170401951018,0.8170745298317924,37.46786215845451,B,B,-113.83092295703267,-48.687500056748185,E,D,-42.22490350857697,C,-68.01452555547044,66.68307559314646,A,1
China,Female,Bisexual,62,8.912386842171125,-74.0659066848224,124.87253473437046,A,A,-130.00109926408106,-171.65176577185426,A,E,-23.40198256326102,D,7.807583056774823,96.7321059950596,B,0
Brazil,Male,Homosexual,52,-66.27338650818524,-59.69834251139624,55.74075650553695,D,A,-63.18647066120112,29.16936972990976,C,A,-56.30366268739525,D,-43.24554835310311,85.93196333304112,E,1
Mexico,F,Heterosexual,23,20.692298514557432,-31.100456154501998,-145.856455591977,E,E,-126.53582192218667,41.107716262223946,B,B,14.892252794000493,B,-119.8977216535061,24.26984008652584,B,0
China,Female,Homosexual,61,1.7884519457573929,36.750690096574544,21.381830064599246,C,E,16.393211446849254,19.78241197458744,A,A,19.633698332873553,A,22.155339268578512,117.6357716021557,C,1
Other,F,Bisexual,56,40.58784719552108,37.43580598982093,-161.97548171057286,A,A,114.86017523335073,-129.41995611406074,D,A,-98.9678295151264,B,-18.686038173871562,215.92291193745444,D,1
Brazil,Other,Bisexual,77,96.79044585156889,64.13338059418572,84.971418355681,B,D,-93.13412830840636,84.65933085271534,B,B,-46.269794494284525,C,87.31072040627946,31.86451185867699,C,1
Other,Other,Homosexual,73,85.33496629877106,-35.714402257939945,-40.59639591149561,A,D,61.353539266328085,12.3283638156476,E,D,5.654902651309859,E,35.4318102626757,145.29765293615924,A,0
India,Other,Homosexual,29,3.773746073946359,-9.341068436056783,-8.338327635263164,C,E,83.22152791948865,298.27443736262865,A,B,-33.691865840101606,C,-34.70928457841834,51.08244048018259,C,0
India,Male,Other,74,-74.31175402151862,72.85883307000725,-11.957854282065874,E,C,-5.326705904688041,-76.43158187092273,B,A,-29.855586328194665,C,-40.729711988248795,86.27895920111138,D,1
US,M,Other,58,-0.9958296551162639,69.79635172130966,2.3481375262516075,A,A,109.32667960536106,-125.39844515705936,B,D,-22.739168463394023,D,5.777365076261052,-119.58263078104761,B,1
Other,Other,Heterosexual,19,66.58247144166036,84.77965429704712,37.270727162011305,C,E,-48.63114708800521,79.23522070154232,B,D,-28.633733003631516,B,3.302052291169127,-43.01957309671237,E,1
China,Male,Homosexual,34,-9.738341367666932,38.917858705086196,11.148793452991617,D,E,5.25859926033815,-31.93118228052822,C,B,79.55281145434185,A,4.4382425411580355,13.74631374044291,A,1
UK,Male,Homosexual,36,-92.81953634063966,95.10369091727615,40.08229232755413,D,B,-90.99505564714259,51.352149245067935,C,A,-14.742086122052767,E,-86.67321205549129,-162.9914202802937,C,1
Brazil,M,Homosexual,44,-85.88350995272616,11.951384168683989,-12.904570011496293,C,B,-39.09955507548556,-15.416999234783768,A,C,-26.832209458740447,C,192.27883076031426,-153.2199164792942,D,1
India,Male,Bisexual,25,138.81967273506967,-213.7952877531525,-52.889249063807775,D,D,11.598683070694872,-80.93291568382078,B,B,-1.4380791918881999,E,-56.35649383399451,-114.78718887747605,E,1
Mexico,F,Heterosexual,26,-204.89805822180531,-224.24705628654843,65.49834227360394,D,E,-172.68019161997333,-59.96376233208836,C,D,-22.898666389961996,C,-13.365518814374417,82.99243176633776,B,1
US,F,Homosexual,78,161.0029715781945,39.30038998195812,78.41365989438623,B,E,71.88385637883336,119.17282104323516,D,C,152.45404781499658,A,36.820859959909306,49.1752022140178,B,0
Mexico,F,Homosexual,41,18.60973407966558,-151.1926488333308,-46.718335059471286,A,A,66.808107654829,162.06672093389332,D,C,55.752912534599034,D,126.41392786846424,56.45071434142947,E,1
UK,Other,Heterosexual,70,17.936049587241698,93.70372547548456,109.54313953709132,A,E,7.488213951075916,-72.03333329034949,D,D,83.58585234826721,C,10.262956158568896,145.0561200597091,D,1
Brazil,M,Homosexual,76,47.23125379290945,-26.799299308062274,4.854709108780293,D,A,-273.96119859422356,-38.24359238647585,C,B,-183.02323100175477,B,99.32515356543009,44.18319262812081,D,0
UK,Male,Homosexual,79,73.39382557743292,-33.146608427054204,142.38929291799306,D,A,-18.11627268952189,-172.9905473421271,B,C,-11.61813750704194,C,124.40178635267935,226.40408635703625,E,0
Other,Female,Bisexual,59,123.75787589094887,-26.91194581604195,28.196162811752906,A,A,111.34205693361005,44.87175681980374,D,A,16.88137588036871,A,23.5059934534323,-112.66316904962726,E,0
China,Female,Bisexual,54,172.5467868209942,-160.57558384273557,16.20803524517419,C,D,-48.110427249558555,68.06683258930309,B,D,167.91076993228106,C,172.10008044058793,4.041607328803743,A,1
Brazil,M,Other,33,43.3646254301482,56.36006356545413,42.62079478502777,B,C,-13.210663195930467,-98.6054802229756,E,A,-53.71066654476107,E,67.97351277579237,-19.791972006045917,E,0
Other,Female,Bisexual,49,-68.66294222802507,-102.46098309271596,-0.922033935424252,D,E,131.0317269558726,-5.685514702784345,C,E,-24.55461400512668,C,-125.85578750769535,-204.04993938049628,E,1
Mexico,F,Homosexual,37,-153.17898170144454,-65.8878197035568,121.46310003628003,C,D,52.670636458142525,20.073651593603493,D,E,128.71708377174804,C,-96.78794950766711,144.37201091837474,E,1
UK,Non-binary,Other,70,-21.164796911895873,-73.02507914006739,34.70387210331013,D,C,-26.21688576394976,111.20234398970746,A,C,31.721035884887577,D,140.61022441981095,-0.3276420599420819,B,0
US,M,Homosexual,33,146.81932615265043,-33.26810094041774,33.981510777450765,E,C,-67.14354431680121,-181.92309344796791,A,E,100.9124666021016,B,24.97061929173416,19.90691261290586,D,1
Germany,Male,Homosexual,31,47.4648023873361,-64.0879670415898,-144.0502934366426,B,C,45.06035721465596,74.6345165243651,A,C,-50.143972124834626,C,21.096817022995182,-164.13020333408747,C,1
