age_group,SEX,civil_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
65+,Male,Married,C,D,C,34.409814838763644,A,E,-97.15761691477415,1
51-65,M,Single,E,B,A,174.95835314474283,A,C,-49.23680714794968,0
26-35,F,Widowed,C,B,E,126.78011610202147,B,E,-78.97909588489237,0
65+,Non-binary,Married,B,E,D,-34.69351619828496,C,A,108.16083842892978,0
18-25,Non-binary,Widowed,E,B,E,-36.44969040251772,A,A,87.76058928491348,1
36-50,F,Divorced,A,A,E,-51.02981581298916,C,D,-62.775108852429184,1
65+,M,Widowed,E,E,B,4.079478018119175,D,D,115.70555896431158,0
65+,M,Widowed,C,E,B,18.429428953746683,B,B,-156.53744456670745,0
26-35,Male,Single,D,C,D,15.582004969474827,A,A,-108.24728625471,1
36-50,Non-binary,Widowed,A,C,A,112.64091026686367,C,C,-86.68984855725898,0
18-25,Female,Single,D,A,C,93.01964523012397,B,D,-161.19187050592737,0
51-65,Non-binary,Divorced,C,B,A,71.36249448519581,B,D,259.54447708802843,0
51-65,Male,Married,A,C,B,48.499057077797595,D,C,-71.05726643952687,1
18-25,F,Married,D,A,B,23.62190332561414,A,E,-23.99429072691743,1
18-25,F,Single,C,B,E,56.05081313820357,D,A,55.58856274060378,1
51-65,Non-binary,Married,E,D,D,-35.50768878920657,C,C,-165.3214490181172,1
26-35,Other,Married,D,D,D,-60.89209379876159,A,C,75.48253336321218,1
26-35,Male,Divorced,E,B,D,136.59149768473594,C,B,-2.1695030854816513,0
36-50,Non-binary,Married,C,C,E,-34.65710647317297,D,A,-132.6971527757706,1
18-25,Non-binary,Widowed,E,A,D,-51.274805062378526,E,C,43.590989091994764,1
18-25,Non-binary,Married,D,B,A,79.75537416409149,C,D,-38.67118521499539,0
18-25,M,Married,E,D,E,-35.91524927181957,C,D,-35.23609380113239,0
51-65,M,Widowed,E,A,D,131.00365817196007,A,C,-217.20858306272365,1
18-25,F,Divorced,A,B,B,59.73644577110554,A,D,30.367677288102673,1
36-50,Female,Widowed,E,B,C,139.9589932473574,A,A,53.99878489255383,1
36-50,Other,Widowed,E,D,C,-17.280060489660094,B,B,58.997388443090706,0
26-35,M,Widowed,A,E,C,-67.67261562151934,D,C,-80.37267825253221,1
36-50,F,Married,B,A,A,73.20657711308645,A,E,-0.22147639484036621,0
65+,Female,Married,E,B,B,54.01845526957588,A,E,-26.019842227549056,1
26-35,Other,Single,A,C,A,180.67468576738577,E,A,-15.031123674917326,1
18-25,Female,Married,E,D,C,-206.58406653086513,D,A,159.48284304249185,1
65+,Other,Divorced,C,B,B,16.816418069274036,B,B,13.94954921428662,1
26-35,Other,Married,A,E,D,-46.06081196171672,D,B,-32.01736997510224,0
51-65,Non-binary,Widowed,A,A,A,-10.974072898236166,E,D,-9.01302126217093,0
36-50,Other,Married,E,A,B,25.498881820932745,A,A,127.9896180957043,1
36-50,Female,Single,B,E,B,85.29787763028104,D,B,1.8727706137002993,0
65+,F,Married,B,B,A,152.48327464075865,E,D,1.610950352748625,1
36-50,M,Single,C,C,A,7.053881530468963,A,C,125.50361699168752,0
51-65,Non-binary,Single,B,B,E,16.153048234961158,E,A,38.91168174123425,0
65+,Non-binary,Divorced,E,E,D,-89.39183328008662,E,D,46.73416353099977,1
26-35,Female,Divorced,D,A,B,131.60002423770635,D,B,-86.46559766760244,1
65+,Other,Divorced,B,B,C,116.26818453407064,D,E,-89.73412206102346,1
65+,M,Widowed,D,C,C,-103.11318955670001,C,C,206.46239094380033,0
65+,Other,Single,B,A,D,-83.8329975444055,C,B,115.23668311871378,1
36-50,Male,Widowed,E,C,A,-17.383426264972325,C,A,34.03787420292597,1
26-35,F,Divorced,C,E,C,89.93468761860704,E,A,102.15940203243076,0
36-50,Non-binary,Single,E,E,B,52.583717334460445,A,A,-81.45140453967907,1
36-50,Non-binary,Married,E,D,B,-123.00823783869723,B,E,-9.073369520885603,1
26-35,Male,Single,A,C,D,-3.4291206403886276,A,B,72.05084868315072,0
65+,F,Married,E,D,E,-69.99393323001475,B,E,-85.29806223649146,1
36-50,Female,Single,E,A,A,-64.18268350025123,E,D,31.712910607422383,1
65+,Female,Widowed,D,C,E,23.67837562734193,B,C,-90.61997639633857,0
65+,Non-binary,Married,A,D,B,89.56795801507185,B,A,-107.90909856086977,0
18-25,M,Divorced,E,E,B,-160.34303477376847,A,C,2.5657926982288526,0
18-25,Female,Divorced,E,E,B,-34.383655171378116,B,A,-93.09372374332445,0
18-25,F,Married,B,B,A,-7.030276213427173,E,A,153.54853573514805,1
26-35,F,Widowed,A,E,D,-18.86549068673181,A,B,-47.53714528597363,0
18-25,Other,Married,C,E,B,-120.35041449803778,D,B,-17.10238100710412,1
18-25,Female,Divorced,C,E,B,162.35250851163102,D,A,-85.9713095070243,1
36-50,M,Married,B,D,A,19.423774368566153,A,A,-90.07370482687836,0
65+,Female,Widowed,C,D,A,-176.83608826502305,C,C,91.64945117405496,0
26-35,M,Widowed,B,B,E,-62.96814861704747,C,A,201.63951853108446,1
18-25,Other,Divorced,E,B,C,102.93606369982689,A,C,-69.78941852662088,0
26-35,Male,Divorced,D,C,A,-165.4222628727006,B,C,26.863898844596857,0
51-65,Male,Widowed,A,A,C,128.77683134051932,D,E,-118.09425248532715,1
36-50,M,Widowed,E,B,B,-27.53137427078089,B,E,-121.50771042422758,1
51-65,Male,Divorced,A,C,B,105.39216097035637,C,D,-49.49414841138996,0
18-25,Male,Single,C,D,A,-76.37350017625543,D,C,-36.246473015129,0
36-50,Non-binary,Divorced,D,E,B,7.550356126616562,E,D,-100.99457998910862,1
18-25,Male,Single,C,D,B,48.76388741451829,A,B,66.25122056333295,0
26-35,Non-binary,Single,D,E,D,-106.11735566054625,A,A,-62.80310197159247,1
36-50,Male,Widowed,E,E,D,39.978443971285564,A,E,-51.593160636021,1
26-35,Other,Single,C,E,E,140.84569189225752,E,E,-66.93202302655867,0
36-50,Female,Widowed,E,D,A,-61.141473302670505,A,C,-92.3229710288194,0
65+,F,Single,A,B,E,-63.25991151675121,B,D,-96.0701611950131,0
26-35,Non-binary,Married,E,C,A,-92.88390987669281,B,D,157.92594904502351,0
18-25,F,Married,D,E,C,-74.1608905870406,C,E,-0.018755454703558258,0
18-25,Other,Divorced,C,B,A,27.877933052906727,B,A,-3.6604302367449417,0
65+,Other,Divorced,D,E,C,-4.78581650653092,D,C,41.74614246007275,1
36-50,Non-binary,Single,A,B,E,-12.027064362518994,A,C,-81.70203973781427,0
26-35,Female,Divorced,D,E,A,-22.46493180470903,C,E,-87.34254700156134,1
26-35,F,Married,B,B,B,-63.61258361228196,D,D,-222.6728423561266,0
36-50,Other,Widowed,D,A,B,14.711970143190484,C,D,-275.31482152958307,0
26-35,M,Widowed,D,C,E,11.20690704807659,D,D,-7.6029124433321975,0
18-25,Other,Divorced,D,D,A,-244.4691309748922,D,D,16.399635077632656,1
26-35,M,Single,D,A,B,-127.69958763847956,D,A,-102.6875522897555,0
36-50,Male,Married,A,D,D,57.74500800177342,A,D,-22.03588933503724,1
51-65,Male,Married,E,A,A,-5.635288563841119,C,C,216.23276919209968,0
51-65,F,Divorced,C,E,A,34.827105730331006,A,B,-54.35238151432243,0
36-50,Other,Widowed,C,C,B,-145.42286896221844,A,E,42.37957464050929,0
18-25,F,Widowed,B,C,C,9.645051961746214,A,A,-30.074161691539626,1
65+,Other,Married,A,A,B,66.10198179817985,E,C,-90.826814742279,0
18-25,Non-binary,Married,B,C,C,123.52723357949765,E,E,-206.55807516482025,0
51-65,Female,Divorced,E,A,A,-135.93015126237262,A,A,-92.39890422647944,1
36-50,F,Married,A,E,B,31.48760361036806,C,B,-42.12647978663309,0
65+,M,Widowed,D,C,C,-84.82939641061404,E,A,-37.64878128189549,0
65+,Other,Married,C,B,B,3.6480387009524886,E,D,197.0244887730152,1
26-35,Female,Widowed,B,D,C,128.76200366565186,D,A,-36.17929760850972,0
36-50,Other,Widowed,D,B,D,-121.49290181236839,A,E,-56.02952825800978,0
65+,M,Married,E,B,A,-16.777122800310647,A,A,-62.53418751952954,1
36-50,Female,Widowed,C,B,D,153.5295948118202,C,B,75.62191391559108,0
36-50,M,Single,E,C,E,156.23808405631672,C,E,-16.965577717593288,0
51-65,Non-binary,Married,B,D,C,53.357904781691246,C,D,-65.31914685649495,0
36-50,Other,Divorced,B,A,D,77.37254739684157,E,D,61.82480888107102,1
51-65,Female,Divorced,B,B,E,-38.609104863420725,E,D,62.06206912678927,0
51-65,Other,Single,C,A,E,-46.60755640840746,B,E,119.97592865911587,1
51-65,Other,Single,A,E,B,49.99435254014906,B,E,-333.1629927167884,0
65+,Non-binary,Married,E,A,D,54.584621942258806,E,C,-169.24149732485273,0
65+,F,Divorced,A,C,C,186.0429958596316,D,B,37.25057216473372,0
65+,F,Widowed,C,A,B,-92.18787824531607,A,D,-75.83266438696722,1
18-25,Non-binary,Divorced,B,E,C,27.447561618945006,A,E,19.99914166324928,1
36-50,Non-binary,Divorced,C,D,C,60.17206838790634,E,B,-90.80760270623122,1
36-50,Female,Married,A,A,C,118.4012093371249,E,A,113.53431863587366,0
51-65,Female,Married,A,B,C,52.46449051457678,B,E,85.68751399876534,0
18-25,Male,Widowed,E,B,B,-30.007086653414355,E,C,191.73668911914447,1
26-35,Other,Widowed,D,A,B,-103.93737368725513,E,C,-28.16127941974039,0
65+,F,Married,B,E,C,-8.814186890240398,C,B,-107.74501988594369,0
26-35,Male,Single,A,A,B,151.03009854248114,C,A,36.332496752741626,0
36-50,Other,Widowed,C,D,A,-30.053578591462372,E,D,-16.67638401141177,0
65+,Non-binary,Widowed,C,D,E,-97.3212437013906,E,A,-109.31683533996728,0
65+,Non-binary,Divorced,C,C,E,47.69237998628558,B,E,2.8597246146601254,1
26-35,Female,Widowed,A,A,D,-21.322840398849774,C,A,-196.57111131382342,1
51-65,Male,Divorced,B,A,D,140.94520636373733,C,C,-27.416482160594345,1
51-65,Female,Widowed,B,A,A,-30.85752710018309,B,A,-151.6136953279584,1
18-25,Female,Divorced,A,D,C,107.36015990550578,A,B,168.38925365213436,1
51-65,M,Divorced,D,A,A,-42.67182645200011,D,E,-99.82653948571702,0
51-65,F,Divorced,B,B,E,-98.62094229220176,B,B,148.1623292356142,0
18-25,Non-binary,Single,E,E,C,226.40474482441056,A,E,11.688347213838238,1
65+,F,Single,A,D,E,-128.44430510454274,E,E,76.27209212053658,1
18-25,Male,Widowed,E,D,E,-266.0793923572582,B,E,160.84208690273246,1
36-50,Non-binary,Widowed,A,C,E,-34.722840072703306,E,C,-32.99951395046245,1
36-50,M,Divorced,D,D,C,104.850319305839,A,A,-106.79704657244405,0
65+,Female,Widowed,A,D,D,250.30911334846442,A,A,25.284868755515856,0
26-35,F,Single,B,E,E,14.451275649118609,D,E,-201.49876915795733,1
51-65,Non-binary,Widowed,C,A,A,6.772382242980056,C,D,-118.29437694958568,0
36-50,F,Single,B,C,D,-20.749000424887345,A,E,-42.49859054709898,1
36-50,Male,Single,E,D,A,-145.25340932915068,E,A,144.8374944509237,0
18-25,F,Married,B,E,D,0.7612598572317042,D,A,6.656851782428988,0
26-35,Non-binary,Married,D,B,A,168.34984127216524,C,B,24.860883843971298,0
51-65,Female,Single,E,C,B,-167.5292397277026,B,B,-62.61271879325763,0
26-35,M,Widowed,C,E,E,33.879007652200215,E,D,18.52329063901573,0
36-50,Other,Widowed,D,A,C,21.215641584187946,C,C,3.401274408225683,0
51-65,Non-binary,Married,D,C,C,141.61888281809013,E,A,-144.50685520750073,0
36-50,M,Single,D,A,C,-28.226199524745844,B,D,53.62351090383605,0
51-65,Non-binary,Married,D,D,D,-96.34241884657028,A,E,170.43914264307264,1
65+,Non-binary,Married,C,B,C,-121.05765671132917,A,D,-102.17450354499915,0
36-50,Female,Widowed,D,C,A,-123.29052171955112,A,A,6.403977490347737,0
36-50,Male,Widowed,E,A,D,-7.972635681876093,C,D,27.23844784119111,0
51-65,Female,Single,C,D,D,-231.5327672546945,C,C,43.27161840550602,1
65+,Female,Divorced,A,D,C,48.49770355433197,B,D,-151.71077065162137,1
26-35,Male,Divorced,B,B,C,182.74087430065197,A,E,-41.86844439828351,1
18-25,Non-binary,Married,D,C,E,54.39334154387373,B,C,65.24987036145971,0
18-25,F,Widowed,E,B,C,165.3915041248054,D,E,-19.92141330945649,0
36-50,Female,Widowed,E,A,A,111.67534039410899,D,C,26.222456122643866,0
65+,Female,Single,B,C,D,-47.47175599936466,B,D,-34.617895659739276,0
65+,M,Widowed,A,A,E,89.01335575028837,D,E,-91.30578541239296,1
18-25,Non-binary,Divorced,C,A,B,95.75549188792694,E,E,-180.2384104549438,1
36-50,M,Divorced,C,D,E,2.241457266127865,E,E,-70.32283024728034,1
51-65,F,Married,E,D,D,-10.462872934360217,C,B,97.85306923386479,0
26-35,M,Single,D,A,B,-209.52759042571185,B,D,-113.3417277219217,0
26-35,F,Divorced,E,E,E,-188.32595778911488,B,C,77.6175186852124,1
36-50,F,Single,A,D,C,-46.28747434623436,C,C,-74.83752615542127,0
26-35,Female,Divorced,E,E,D,1.0251605907934314,D,D,-25.738189134255396,0
18-25,Female,Single,E,D,D,-151.63250586054343,C,A,-101.6862688679469,1
26-35,Female,Divorced,E,E,B,-66.79477627414934,B,A,58.598024121691125,1
18-25,Male,Married,C,A,D,-27.329498711251276,A,A,-69.05854914054625,0
65+,Male,Widowed,E,A,A,-74.94276821841844,B,B,-234.3885627717044,0
51-65,Non-binary,Single,C,A,B,-52.82496367548071,A,E,19.033922738913052,0
26-35,Male,Married,C,B,A,-36.679348214759955,B,D,71.19525654424189,0
65+,F,Divorced,A,D,A,-123.9298246290495,D,D,-14.734582060105458,1
36-50,M,Single,C,E,D,-129.32237990041247,D,C,-49.20737395418841,0
65+,Other,Divorced,B,C,C,95.57001418438209,B,C,141.86500097505026,1
36-50,Non-binary,Widowed,A,A,D,-108.41022409224679,A,B,-41.87089991413665,1
36-50,F,Widowed,E,D,E,-56.87186965156573,C,D,28.161711377894978,0
51-65,Non-binary,Single,A,B,A,-73.94004687967012,B,E,-26.635701306126556,0
26-35,M,Married,D,D,C,-112.94815791252371,D,D,1.018591448771903,0
51-65,Other,Widowed,B,E,A,0.4178731663063657,E,E,132.38444583709358,0
36-50,M,Single,B,B,E,-180.83194846377265,E,D,21.423652975883495,0
18-25,M,Widowed,A,A,A,120.5335517904225,C,B,-157.58016786607214,0
26-35,Female,Widowed,E,D,E,127.79318312889876,A,A,208.21864952829353,0
65+,Non-binary,Widowed,E,D,B,87.83183056494263,D,C,83.55701687990967,1
18-25,Other,Divorced,A,E,A,-63.015711248246376,B,B,-67.85044329411524,0
51-65,Female,Married,A,D,A,-57.890001027393915,A,E,-177.95012524030315,0
26-35,Male,Divorced,E,B,B,15.00391098379319,E,B,54.149507515066084,0
18-25,Female,Divorced,C,B,D,-82.7699140391242,C,B,-133.19941386893862,1
36-50,Non-binary,Single,A,A,D,-47.304596776941295,C,C,132.5580511707713,1
36-50,Non-binary,Married,C,E,E,197.08567791886117,B,D,97.21332181883028,1
65+,Male,Divorced,B,B,B,6.154593297510382,A,B,-58.10366608451593,0
26-35,Male,Single,B,C,C,-111.25527678183582,D,B,37.17612609697507,0
51-65,Male,Married,E,E,C,83.54847361372761,B,B,-105.44613716571216,0
26-35,Other,Single,E,D,A,46.08792551448853,E,E,18.126699633965078,0
36-50,Male,Single,D,A,D,146.20473121940523,D,D,-64.81268550296579,0
26-35,Male,Divorced,B,C,E,-21.94073821467587,D,E,-195.16936516313342,1
26-35,F,Married,E,D,E,-21.277573412574995,B,B,-102.5667803929905,1
18-25,Female,Divorced,E,B,B,72.77635739756215,A,C,215.774864260179,0
51-65,Non-binary,Married,E,C,C,-45.51498502725608,A,C,130.405307096378,0
65+,Non-binary,Married,B,B,D,-15.614907898515579,E,E,33.1710779481582,1
26-35,M,Widowed,A,B,B,-5.401508505090199,B,D,86.02950450329753,0
18-25,Male,Married,E,D,B,4.365922901137728,D,C,-95.65425305639319,0
26-35,Female,Married,D,B,B,-9.629621581991268,D,E,158.86994379984066,1
26-35,Non-binary,Single,E,A,E,-76.66632181831943,C,D,21.663766853736142,1
51-65,Female,Widowed,B,A,D,86.34815574608503,B,B,-77.45855208281284,0
51-65,Female,Single,E,D,D,-10.98484065126672,B,C,43.547496132700125,0
18-25,Female,Widowed,C,A,D,26.487215131205033,D,C,-24.475950933895728,0
36-50,F,Divorced,B,B,B,-102.27434173935998,B,B,-50.384695613922226,0
36-50,M,Married,A,C,B,-28.80703064960021,E,B,-97.41029135465197,0
26-35,F,Single,B,B,E,-123.93905019857749,E,B,11.536874874614739,1
51-65,Other,Widowed,E,E,A,75.01009647116625,E,A,31.330742863472373,0
65+,M,Divorced,E,A,A,22.565075926783084,C,E,-72.86953850991776,0
26-35,F,Divorced,A,A,D,34.58868905662759,B,C,-4.218709196687258,1
26-35,Female,Married,A,B,A,-78.07763961068844,E,D,58.19442985848502,0
26-35,F,Married,C,C,C,91.07089722626984,A,D,-177.47851708502319,1
65+,Male,Single,D,C,B,27.7798868000382,A,C,47.87801965974347,0
26-35,Non-binary,Single,B,C,C,282.0869071542302,A,E,33.28092924924807,0
18-25,Male,Divorced,B,D,E,111.91108941391018,C,E,-85.76536986616003,1
51-65,Other,Widowed,B,B,E,47.36438456205402,D,A,-47.56625063192858,0
51-65,F,Divorced,E,D,C,-8.825264818235352,E,E,62.55963849624299,0
65+,Male,Married,C,B,A,64.79012161315725,C,B,23.17022351358684,0
26-35,F,Widowed,A,A,D,105.57043196276024,E,E,-108.81531897090544,1
26-35,Male,Divorced,A,B,C,55.73110696166628,E,E,-96.5786364832892,1
26-35,Other,Married,C,C,D,143.4418913764055,C,E,16.77272891337203,0
18-25,Non-binary,Widowed,B,A,C,157.69696471429393,E,B,63.75307381327258,0
18-25,F,Single,D,A,D,56.93854703944029,B,B,-94.10938347876846,0
26-35,Male,Single,A,A,D,9.706868145851846,C,A,-175.24288650269543,0
65+,Other,Single,D,E,D,48.92772079258509,A,D,-24.28017615855112,0
51-65,Female,Married,A,E,C,0.6042890973836437,C,C,-15.929669971195008,1
51-65,Other,Single,E,A,D,-57.5080326662355,E,D,-139.71181988812157,1
18-25,Other,Divorced,E,D,B,-22.236693011935195,E,D,232.35613169803213,1
65+,Other,Divorced,E,C,C,14.722589644713324,B,D,81.48566026665227,1
18-25,M,Married,B,E,B,145.59818766513214,B,B,-26.123658062897515,1
18-25,Female,Widowed,E,A,D,-82.19698732044351,E,C,42.62597928323737,0
18-25,Male,Single,D,E,B,254.94480262841867,B,A,-141.5246967159283,1
65+,Female,Widowed,E,A,A,-117.05218343758065,B,B,-142.627163066568,0
18-25,F,Single,D,B,B,253.7107997461011,B,A,2.4631573411277046,0
51-65,F,Single,C,A,C,77.66235560495758,D,D,17.27807548554326,0
36-50,F,Divorced,E,D,E,-94.09401699347677,C,A,-16.077066930118978,1
51-65,Non-binary,Widowed,B,E,D,-83.6981270200453,E,A,27.169829809880646,0
51-65,M,Married,A,B,B,64.6626960612983,B,A,-9.922315881316651,0
26-35,M,Divorced,E,E,E,137.57761649323348,A,B,62.67153788084623,1
36-50,Non-binary,Divorced,E,D,C,-1.731466053187727,C,D,-77.03202921631885,1
65+,Non-binary,Married,A,C,E,9.25540084592798,C,D,177.4717396554275,0
18-25,M,Widowed,D,D,A,-12.573496185738431,A,E,-132.12223774155555,1
65+,Female,Divorced,D,B,C,-45.73597746295031,B,E,60.75827092757048,1
36-50,Female,Widowed,B,C,A,14.330681716062369,D,E,-43.26478872058473,1
26-35,Female,Married,D,B,C,-6.983783194393696,D,D,-2.83456170707758,1
36-50,Other,Married,B,E,E,-117.6513034232055,D,B,197.27086787210314,1
26-35,F,Widowed,B,E,B,-265.03577610958354,A,E,-104.31578326211451,1
51-65,Female,Widowed,D,E,C,89.76419822093209,C,E,164.7373995947137,1
65+,Other,Single,A,D,E,8.37799065454071,A,A,17.5573397589935,1
26-35,M,Widowed,A,D,B,-119.79492054377228,A,E,-45.460357045889474,1
36-50,M,Divorced,E,C,A,163.57041098879648,A,E,62.72951227292379,1
36-50,M,Married,B,B,E,59.09329963222451,E,B,204.85791919133388,0
65+,F,Single,E,C,D,-17.463370139151476,C,E,-5.717235720273115,0
65+,Female,Divorced,D,D,C,49.25954710404769,B,B,-82.66661809598916,0
36-50,M,Married,E,E,C,182.92293209462647,E,C,66.83908628021389,0
18-25,Male,Married,E,C,B,29.76457639146379,A,C,134.7542169409418,0
51-65,Male,Widowed,B,D,D,-193.88681742222678,D,E,-80.53684532667778,1
65+,F,Widowed,D,B,B,54.188439265359044,C,C,52.69063379679716,1
65+,Other,Divorced,E,E,A,209.471161940829,A,A,15.255051681673768,0
26-35,Non-binary,Single,A,A,E,102.21694808217036,B,A,-24.526105036606204,1
51-65,Male,Widowed,D,E,B,82.1404570586223,A,A,36.01071453354386,1
65+,Non-binary,Divorced,E,E,E,156.9239704591862,C,B,123.73907767408564,1
36-50,F,Married,D,C,C,-58.15569473955109,C,E,-121.76196863606495,0
65+,F,Single,A,D,C,95.06525075073714,C,D,25.755523839606088,0
26-35,F,Single,A,E,D,164.8133063762736,E,D,141.15182191183033,0
36-50,Other,Divorced,C,C,B,131.27751590508353,E,C,-168.8072377391959,0
65+,Non-binary,Widowed,B,D,D,-95.95450593490084,E,A,-190.6714836352855,0
65+,Female,Married,E,C,B,27.91984294519148,A,C,169.9764245282484,1
36-50,Other,Married,E,A,A,-35.30661356736759,D,D,-194.4701307695626,1
51-65,M,Widowed,C,B,B,82.95273661717076,B,B,-143.34122557978802,1
18-25,Female,Married,C,D,C,36.26541221390869,D,A,-48.10818727339466,1
18-25,F,Married,B,C,C,-96.86713984709439,B,C,138.17978356539413,0
36-50,Female,Divorced,D,C,D,29.17838060442127,D,D,-78.44426556448224,0
18-25,F,Single,C,A,C,13.75418278417564,B,D,19.002042355249294,0
51-65,Female,Divorced,E,B,A,-46.39400857966955,E,B,24.839151104282813,1
26-35,Male,Married,D,D,A,-69.26427211483187,A,C,95.69552148422869,1
51-65,F,Divorced,E,A,D,57.72408867871387,B,C,3.280701512800138,1
51-65,M,Single,D,B,C,236.08981711163844,C,B,181.6760886879403,1
65+,F,Single,B,E,D,96.07903332868455,C,A,55.931461246943485,0
26-35,F,Single,A,C,C,149.77095086222593,E,C,32.957904464434385,1
18-25,Other,Married,B,D,A,-100.8788818863203,A,C,-87.2871390739572,1
65+,Other,Married,E,C,D,95.21060308742739,C,E,-61.189056734139236,1
26-35,M,Married,B,C,D,-176.2330166500847,B,C,163.42635994837178,0
65+,Female,Divorced,C,D,E,54.111583401557105,C,D,-69.46206470817918,0
51-65,F,Single,C,D,E,-3.7533258938782588,E,A,100.31776441973295,1
36-50,M,Divorced,E,C,C,59.09431612314717,C,B,160.07528596941708,0
65+,F,Single,B,C,B,33.8214653176912,B,B,20.865152423637486,0
65+,M,Divorced,E,C,E,13.04986845474565,C,E,-33.14542401882688,1
36-50,Female,Widowed,A,C,E,31.294629546578527,A,A,-68.76896258903443,1
51-65,Non-binary,Divorced,B,D,D,-86.67009483428416,A,C,-42.151764072945795,1
36-50,Other,Widowed,C,C,B,20.43448539476392,D,E,-41.57773020075371,0
26-35,F,Widowed,D,B,B,-51.35891615376359,A,B,112.0294140591135,0
36-50,Other,Married,D,B,D,56.53091278513587,C,E,-126.70598272884806,1
51-65,F,Single,A,B,B,160.61661073564778,B,A,-107.66967515797292,0
36-50,F,Single,E,C,E,-17.27469391211779,A,A,-49.97293174221093,0
18-25,F,Widowed,E,C,E,78.0750628865549,C,A,-58.22811125961268,0
36-50,Female,Married,C,C,E,15.549145172958545,E,C,-19.158694323409854,0
18-25,F,Married,B,B,C,-91.84297638971094,C,E,-41.977026449888854,1
18-25,Male,Single,A,E,D,-190.43135597336232,C,B,-105.65591774237089,1
36-50,M,Divorced,B,E,B,246.12282671244893,C,B,135.6155520911694,1
18-25,Male,Married,C,D,A,-40.35069735667371,C,C,43.566389286361904,1
51-65,Female,Married,C,B,B,-102.7639389802816,C,D,-143.25553389911377,0
18-25,Non-binary,Married,D,D,D,-25.1609570576534,B,A,31.08924118329356,1
36-50,F,Widowed,C,E,D,-45.354597696584946,D,A,27.90923556090748,0
36-50,F,Single,C,D,C,-137.01810560141791,C,E,-173.10840998379632,0
36-50,Non-binary,Divorced,E,E,D,-59.844278281732535,C,D,-83.08255954772235,1
65+,Female,Married,A,E,C,-15.687807077975958,B,A,-237.2212303253486,0
26-35,Non-binary,Divorced,B,A,C,104.46506724154052,D,A,-125.91411681283672,1
36-50,Other,Divorced,D,A,D,202.91954107068904,E,A,-120.73680203789037,0
36-50,F,Divorced,C,A,A,79.12873624562664,B,C,1.480131695456655,1
51-65,Other,Married,E,D,C,-68.73293698634157,A,B,28.374738063352904,1
65+,Male,Single,E,B,C,-154.41826723143652,E,B,-101.79331980627111,1
18-25,M,Widowed,D,A,C,-223.6850584579117,E,B,-5.6848127719634185,1
65+,Other,Divorced,A,D,A,158.33637417492105,A,E,5.833072717024105,1
18-25,Non-binary,Married,D,C,B,-61.59085158705595,A,A,-7.1493678302703145,0
36-50,F,Widowed,C,A,C,-167.92144791447282,D,D,-72.97757939644288,1
36-50,Non-binary,Divorced,C,B,A,-41.37394105695994,A,C,48.72975172438955,1
51-65,Male,Married,A,B,D,58.04392927680794,E,A,-190.4910286440754,1
65+,Male,Single,A,D,A,-147.34906880641944,C,E,-200.8737025051131,0
18-25,Non-binary,Divorced,C,A,D,78.49885730764524,C,D,-67.7492719335363,1
18-25,Male,Widowed,C,D,A,-175.75302968964291,A,B,101.51487570714662,0
51-65,Male,Single,C,B,E,57.31788438758243,E,C,-69.75706709085276,0
26-35,Other,Widowed,C,B,A,-53.29118945148205,C,D,66.70586590576552,1
51-65,Non-binary,Widowed,E,A,D,-220.68818630970836,A,C,-9.081286087918423,0
36-50,F,Widowed,E,A,D,-92.02592004131304,D,C,-29.423230295236934,0
51-65,Female,Widowed,C,D,C,-111.19749796407523,D,C,-89.90453632714967,1
18-25,Other,Married,D,A,E,56.43540045602666,A,D,-41.799985048941565,0
26-35,Non-binary,Married,E,C,D,61.77239170302698,B,D,-237.13386686462354,1
18-25,Non-binary,Single,C,D,B,-48.19869019896946,B,A,-63.94454248673579,1
51-65,Non-binary,Married,A,E,B,-75.2041219210757,B,D,-56.7937463642054,0
65+,Female,Widowed,B,B,D,-101.43560381903774,C,C,-118.32506342893862,0
26-35,Other,Divorced,C,C,D,-7.70834667316694,C,D,28.03720040782767,0
51-65,Other,Divorced,B,A,B,-27.741680529735547,B,E,-142.0682517825285,0
26-35,Non-binary,Single,A,C,A,-26.17269009910952,A,A,-16.453977729158016,1
36-50,Male,Single,D,D,A,-55.30520785398807,B,C,56.11633004757596,1
51-65,Non-binary,Single,B,B,E,-11.495616310298002,C,A,-211.41585308852746,1
65+,F,Widowed,B,C,D,-24.506401740389585,A,A,212.428898524874,1
26-35,Other,Single,C,D,E,-11.06927407728878,E,D,-171.90079662762307,1
36-50,F,Married,D,A,B,17.975902017425433,C,C,-40.46119935448008,0
36-50,M,Single,D,A,E,-251.22862169974468,A,A,-204.44051249031835,1
65+,F,Single,A,D,E,11.121355064315908,C,C,177.6670998106351,1
26-35,Non-binary,Widowed,B,C,D,-2.9491280149750616,A,A,-157.44081958937414,1
26-35,Male,Single,A,E,A,-114.1907490638555,E,C,-121.5791286709676,1
26-35,Non-binary,Divorced,C,E,A,-9.068786126462278,D,B,118.93326006144562,0
65+,M,Married,B,A,A,-8.349166876901633,E,B,-94.10199752097802,1
26-35,Male,Single,B,D,E,-127.5646883459643,C,A,-90.91462548066201,1
65+,Female,Married,B,B,C,38.30329560208511,A,D,-129.9664502960161,0
