Age,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
82,Physical,A,-0.11376958272212873,A,E,D,E,B,C,A,-110.2416891080483,64.20771297832371,-109.0281653836296,D,E,C,C,109.6347347890408,0
20,Mental,A,-74.51024810939629,C,A,C,E,D,B,D,36.395213895793596,103.21124889161126,-151.74439580552342,B,B,C,E,-79.26602015186954,1
47,No,C,-141.47538696308712,E,E,A,C,A,A,A,45.68723686236428,-9.843695478898134,-3.3842952358640606,D,A,C,D,-7.81018509211535,1
96,Yes,B,121.84790203970866,E,D,D,D,B,E,A,220.74491369589006,-15.602830125787618,168.403487100425,C,B,C,D,142.0957913589787,0
78,Physical,B,-27.148440629648405,E,B,D,E,D,A,B,27.81686761971507,32.63636018113738,-75.00882196203398,B,C,C,B,92.86034535080361,1
39,No,C,82.06404328196372,C,C,C,C,E,A,C,-103.81035401530352,-44.47569227573386,-75.16700992330773,E,E,E,E,-58.63442947326584,1
75,Both,B,-190.27139465008548,B,D,D,E,E,C,A,-257.03755229817307,-49.363855009176675,-89.17099522207305,B,E,E,D,-30.60002245822523,0
31,Yes,D,-52.41960604899381,D,A,C,C,C,B,E,85.02431228723925,-96.96305030555301,-17.37509690870783,B,D,B,C,106.66594608127711,1
22,None,B,-20.44500957806134,E,D,D,C,E,E,B,10.433903559011725,-187.10389528511996,-128.93682581467687,B,B,A,C,-80.63451391352238,0
80,Mental,C,52.69151692250216,D,C,E,C,C,B,B,-75.95303696798359,-66.48936218431267,-81.53821240268087,E,A,E,B,197.92825309783726,0
77,Yes,D,-115.43857408212337,E,E,B,E,C,A,B,51.92178438701524,217.75721463944865,-180.44984740876987,C,A,D,A,125.1203860189771,0
44,Yes,D,-3.7310739692585857,A,A,E,A,B,A,B,28.453025009130954,12.457950158028526,-36.814978571988426,D,E,C,B,96.94351178867893,1
91,Both,D,-53.542712877139365,B,B,A,B,B,C,E,47.86922791816109,14.621087814116066,46.3714080023677,B,D,D,A,-0.6045796062812834,0
54,None,C,-132.00963217385953,D,A,E,A,C,B,B,173.87650412773863,83.31760436983964,-11.756503837105301,D,A,D,B,-41.32621725564513,1
99,Both,C,-38.562879953128906,C,B,C,D,E,B,C,75.49601153692555,-32.84698037775167,-129.9557616409979,B,E,A,D,51.08476183950397,0
72,Physical,B,-95.22516967783969,C,E,C,A,E,A,C,-5.105259868504464,114.42152326556032,57.18700022892422,C,B,D,A,91.51855930735692,1
42,Yes,E,47.15945641035187,C,B,E,D,B,A,C,104.35853907265175,44.571234617649054,-21.952695659067338,E,B,E,A,-230.84137554397378,1
19,Mental,B,46.81932788946802,C,E,C,B,A,D,C,-55.2510755526808,34.21850534710852,-69.52930955489592,B,C,D,C,125.78904372884993,1
96,Both,E,-11.157247431190036,C,D,B,C,E,C,E,-109.37699698354612,107.7269954040965,92.51798419225423,D,D,A,D,-13.462516878837013,1
43,Mental,C,-115.25963482422222,D,E,B,A,D,A,E,1.2183030526601841,15.39126727586106,11.646356089386076,B,D,B,E,41.17533064660722,0
97,None,E,50.35431534093432,E,B,C,B,E,E,A,-67.07216971593392,-20.719840710367045,-207.39915818627486,E,A,B,B,-15.136213386049487,0
38,No,B,171.74093991611412,D,A,B,B,E,D,E,-9.58315790422334,-31.092944190235805,10.041343614959894,A,E,E,D,-82.84903058725959,0
46,Both,A,4.6065914841151585,D,B,C,B,E,A,C,-129.37736369602527,-130.89062953563385,70.59631830344578,C,E,A,C,110.76227415928544,0
42,Yes,A,-77.04863216041512,E,B,A,A,E,D,E,37.9361357124502,-16.180767977631355,-243.57028411689194,E,C,C,B,0.3549223213891479,0
69,Yes,C,14.40859008870693,B,B,C,E,C,D,C,-55.19655779974345,101.70692280109897,-20.599192057118266,E,D,D,A,130.720163885084,0
25,None,D,-66.98030682743843,B,C,A,D,E,D,C,98.67475195493742,-138.0826520173962,-92.47980636124352,A,E,B,A,-128.97782789848358,0
34,Mental,A,-90.36082488492296,C,E,A,E,B,D,D,-20.982073876825194,-18.604048679105915,130.66740906617437,D,A,A,A,-50.550869813049324,1
53,None,D,158.65837684473232,A,C,A,B,B,A,A,-23.834572332779523,-59.52810009132408,177.91475811846067,C,A,A,C,-34.57138427940574,0
42,No,A,195.50645081617668,E,D,B,C,B,E,D,-86.45763162518651,8.849973061101585,26.75556628164773,B,E,B,D,-36.12569415768313,1
83,Yes,C,95.2741240790094,A,B,D,E,A,B,E,-86.64748716191153,-61.64195913294962,162.49288972557966,C,D,A,A,59.624544411932675,1
44,Both,E,42.070823768980034,B,C,E,D,D,A,B,0.2309730241965126,-153.73519446555497,-34.38801190817909,A,E,E,D,4.527423739484602,1
47,Mental,B,-101.87975190659826,B,C,C,A,C,B,C,-36.22859686852053,-57.86742495285162,-18.99701927197329,D,C,D,A,-57.239993643849765,0
95,No,A,-27.851833885202414,B,A,D,A,A,A,A,-85.92665586896206,-69.94782199404531,-84.26890337831064,E,C,D,B,-57.05817632826835,1
74,Both,D,-160.46145798858396,D,B,C,B,A,A,C,104.43907042015661,37.32482144218092,143.22197613871754,E,D,E,C,-86.34158927072741,1
97,Physical,C,11.577922089193219,A,E,B,C,D,E,D,-31.62020519316196,59.7996665691973,-40.65462494001175,D,D,C,E,42.31755692603374,0
51,Physical,D,-157.04668143747605,E,B,D,D,A,A,E,-84.19516133932309,-28.01903309531198,42.804989780713434,E,D,D,E,-39.69718235513625,1
18,Physical,A,-210.69268691544121,E,A,A,A,E,D,E,193.32063777839147,66.97221028129529,48.963617550039515,A,B,B,D,-171.40479853407336,1
87,None,C,-35.54535892503351,D,D,B,D,E,B,A,9.62545245085995,-156.6874911785994,105.56272394824245,A,C,C,D,60.825493945747354,1
71,No,C,-149.2465875624283,A,A,C,E,B,A,B,109.36624817022825,42.93158872421106,24.39955262635132,A,A,C,C,21.7210778956588,1
44,None,E,36.49638472795069,B,D,C,C,E,A,A,-130.3199335020117,47.00563967460546,17.215039673320025,A,D,E,E,-124.60058012809006,0
99,None,C,-260.6416647234132,E,C,D,A,C,C,D,-76.58148844422907,106.74271290774672,134.7052363700096,E,A,B,B,6.634268792700511,1
94,None,E,46.0921537994185,B,C,C,B,D,C,A,-9.512511274066085,133.8116873075144,31.31800424440706,B,E,A,C,-13.604366148392089,0
24,Yes,E,71.33220529796492,E,C,C,D,E,A,C,20.62377049274567,-21.736658947097194,14.665768235122654,D,C,D,E,21.20548808957704,0
22,Physical,D,46.651427677683316,A,B,B,D,B,B,E,-22.74394865379503,40.550230264813194,177.5922686100976,E,C,E,A,6.253127469661797,1
74,Physical,E,104.73020115036023,D,B,C,E,A,B,A,-63.381386624869286,5.063470895316943,74.26871368682842,B,D,B,C,-37.95963319702027,0
78,Yes,B,207.26820852832836,D,A,E,A,E,D,C,151.48977072464663,42.39717112906549,-159.97127482543686,E,E,B,C,128.1926761281975,0
49,Yes,B,7.926287153406481,C,B,D,E,A,B,E,10.59604635119811,23.355985316985738,123.25177643219978,B,A,B,B,16.604341177262466,0
23,Mental,C,-10.450607649838288,C,C,A,A,A,D,B,-21.096670574485685,-28.704559347366125,79.08466028077395,B,B,A,C,54.62758689210894,0
42,Both,C,-149.94204716262266,B,C,E,B,D,E,B,4.337622704067456,12.081373361300347,-12.71327386377348,E,C,B,E,133.90713244295208,0
69,No,C,21.133227618906858,E,B,A,E,E,E,E,-159.5040734993472,-75.36425990500382,-76.32905896874867,C,E,E,D,115.5055555716237,0
95,No,E,169.8501652931485,C,C,A,E,B,E,A,3.911827751761358,132.97546149266324,-95.29499035455878,C,B,B,E,29.793959266730734,0
87,Physical,A,117.19647293190086,E,B,A,C,C,B,D,-42.677055387065636,-72.6990389231364,-39.265503572350745,B,C,A,A,-48.11989580269679,0
92,None,A,-32.69451095449312,C,D,C,D,D,A,E,-84.58098939984002,29.78483329190172,21.172549219184365,A,D,A,E,8.788080005944272,1
24,No,A,-114.0530755027638,B,A,C,D,E,C,D,-65.56555317787026,-95.0128127274971,24.91554323531852,E,C,A,E,-131.90531365980536,0
48,Physical,A,-199.0126758979698,B,D,C,C,B,A,E,-47.19646639936176,-28.825803885189373,-30.522667248142493,B,D,C,B,-106.08073448812117,1
33,Yes,C,7.728054585781765,B,D,C,C,A,A,E,121.53951848020068,-84.98699547159991,166.2887614451874,E,E,B,C,95.85474860292636,0
45,Mental,D,121.98362619805461,B,B,B,B,B,B,B,-40.48029399514972,-227.80816068017197,-128.03176816652194,E,A,E,E,184.41380330209827,0
53,None,D,72.72247059528902,D,C,C,A,C,C,A,132.39795730681251,0.3684038730252556,-212.02876306792155,B,C,A,A,-60.988474612623364,0
49,Mental,D,-85.6056720701983,D,E,E,D,B,A,D,33.419170708975585,90.27413039581957,-51.39420972174753,E,E,D,B,88.840888279019,0
99,Yes,E,182.54778974940936,C,D,A,E,C,E,A,88.91160642492025,-70.67867093173513,63.382587266925995,E,E,B,B,8.826606730039458,1
40,None,E,-63.416930438023854,C,B,E,D,D,B,E,-12.821601324609727,-75.87076412510922,-17.893441428660758,C,C,C,C,-122.83618913928298,1
31,Both,E,77.16553425934369,A,C,B,D,D,D,E,-195.5183610596566,-64.37497534574644,-201.12883659239805,A,D,C,D,-74.64337746332339,1
29,None,B,-39.655615190650614,C,D,E,A,D,A,D,161.52477155682598,-55.49758262470689,-41.18811559244156,B,B,B,B,110.1614136418439,0
71,Mental,E,-57.14718038241099,B,E,B,A,B,B,D,-58.959148962194575,152.5459050692337,-166.89305480190893,E,D,D,A,-85.40393822528097,0
68,Both,C,-62.49292653991786,C,B,D,C,D,B,E,-83.14168484064915,19.6141767063435,214.7810208992624,D,A,A,B,-44.48376762089877,0
36,No,E,20.60669394068052,D,C,E,C,B,E,B,61.52871124375794,-100.38653948269382,7.393317021474783,A,D,D,D,-68.99153685441578,1
97,Physical,C,-217.83006456684353,B,B,A,D,A,E,E,144.9302177982617,-65.3442030268182,-10.650245155361567,A,B,A,A,74.32770270508512,0
58,Yes,D,26.34715733161134,E,D,D,D,D,B,D,-35.80088521545861,-67.50672361595284,-78.7015669645148,C,D,C,D,11.934598958043724,0
41,None,D,122.90444297178738,D,B,B,B,E,E,D,-182.82016746207992,3.5519949904765267,-13.367096163828244,A,E,A,D,-33.906189113512376,0
46,No,C,-38.85011098355604,D,E,C,B,A,C,C,114.25279487344741,-156.46048132175108,-93.84540301027187,B,C,A,E,-144.53728471131768,1
35,Mental,B,-199.72312591848555,D,C,A,D,C,E,C,-62.22178277624712,95.15587119040005,31.93411721426601,B,B,C,E,183.30075006843174,0
29,None,D,-173.71890656907203,B,C,D,A,D,C,A,56.34349454682184,48.24526594647701,-58.62335861065154,C,C,C,B,144.46979832793477,0
88,Mental,A,3.8319547867280668,A,C,D,D,D,C,D,67.23180024811134,38.42552113046558,63.05409078511206,B,A,B,C,-69.79753730293511,1
74,Both,E,-26.27344329341776,D,C,A,C,D,A,B,-192.17720740736323,96.20339794770607,-94.09311252924894,A,D,D,D,50.17331493246918,1
63,Yes,E,-188.28002383456877,C,D,B,A,C,A,A,70.05939614145859,44.17388026833079,-30.922209978754662,D,B,B,E,156.16764935759153,1
77,None,A,48.616934777434764,D,D,E,B,A,C,D,-8.12999215429073,-165.4206536966748,3.1371894870917587,B,D,E,D,120.33604819078816,0
21,Yes,E,-11.297144546048877,C,C,D,C,D,D,E,-59.7569017415723,-13.868361343770044,1.5229892291770049,A,B,A,C,-139.22748697119067,0
34,Both,D,153.88343840235152,A,D,A,C,C,D,B,-184.12515833936837,76.89138183572308,-69.3696095487999,D,D,C,C,-3.7638891591863026,1
18,Both,A,-137.50975617168498,B,A,C,E,B,C,E,-133.0476712591575,24.903075822078943,-135.2793692751677,C,D,A,C,189.68718339516778,1
82,Both,B,93.61358293476498,E,E,A,A,E,B,C,-68.18879917401009,-140.93574182379132,27.97270060359145,C,D,E,E,-128.5579391179547,0
32,Yes,C,-8.738492398049438,C,D,E,A,C,C,E,-99.32543406505006,-36.271627409368904,-2.0367462880546636,B,C,C,C,-140.72083940872494,0
18,Mental,A,-59.51167427598075,C,D,C,B,D,C,B,-115.27755864208653,-37.371419149994345,119.71366195463564,D,E,A,A,58.97368872284422,1
20,No,D,-37.94099028237458,B,E,B,D,A,D,A,13.810127153605714,-89.4986444486435,-179.32391880551498,B,D,C,A,40.71072779281191,1
81,Mental,D,-253.69946561245084,D,A,D,E,E,B,E,264.2487787263159,12.01610949223145,98.77967682156427,C,E,E,A,-18.2062687476957,0
79,No,B,84.58348664357842,C,C,C,C,C,E,D,201.4407060057136,-131.28214851694622,56.90441836197635,C,E,E,B,83.684877201639,1
34,None,D,50.180691946398916,B,B,E,A,B,C,C,35.0105582596769,-26.18980474280062,-68.43140438615767,E,D,E,A,-46.89362110216291,1
35,No,E,-171.81837944972764,C,D,E,B,C,B,C,-107.59247569666519,-11.585059573218649,-42.80237429001031,D,D,E,D,-40.3465745247719,0
56,Yes,C,-32.30569793746986,B,B,E,B,D,A,D,107.80437732681322,-152.5684158822938,52.264356211992165,E,C,D,D,-170.13568950190898,1
83,Yes,B,-25.03138603931816,B,B,B,E,E,B,D,20.049378514170193,71.4657111147648,-58.197963701765346,D,D,B,D,68.4126844979567,0
78,None,B,53.27877027874588,B,E,D,D,D,D,A,119.57831886652413,-42.0294470470739,-74.80932299796274,D,A,B,B,138.08269576913145,0
92,None,A,20.879513596572245,A,E,E,E,A,D,D,-112.91310918770729,104.90894739831285,148.2550369808103,D,B,A,D,68.44746838873586,0
36,No,E,-255.94907305481013,B,D,D,C,E,D,D,152.52566220330544,-220.97935549891932,-27.297915834202097,C,D,D,B,164.54353612163507,1
89,None,D,-138.368806211504,E,E,E,A,A,D,C,-25.083853458052356,-61.63053150192079,140.19115311226022,D,D,C,C,166.20844731899376,1
83,Physical,B,9.208346386735286,C,B,D,B,C,E,A,58.97785446176182,-171.04749571384005,50.930918953045335,D,E,C,C,7.5482360875392525,1
77,Physical,A,7.446541837307261,D,E,A,A,A,A,E,-39.30178405922188,5.659629332284185,69.14519197752857,E,A,A,E,58.731490245322114,1
97,Mental,C,-98.66534369368797,A,A,E,B,E,C,D,-71.15540011098507,76.00185239052985,-8.414002134791426,D,D,A,A,-26.79578029138589,0
76,Mental,D,200.92567114542086,B,E,C,B,E,D,C,19.534350887089612,105.75384098062159,-120.82570374099157,E,A,C,B,188.62166401775303,1
77,Mental,D,-244.38600653054547,B,B,E,E,B,E,B,35.672699011274375,-148.70580838302607,-188.8683564518484,C,E,B,C,-55.18517532271838,0
78,Physical,E,147.17614405212757,E,D,E,E,D,C,A,2.294711536424366,-36.48316511175593,69.59348622300398,D,C,B,E,-44.49530129643311,1
72,Yes,B,42.348126970287,C,C,E,E,A,A,C,123.05210910560895,127.53672485126329,132.61416180249833,D,E,B,B,96.28914137016142,1
33,Mental,C,69.86999190838165,A,C,C,D,B,A,B,-172.01159214850406,53.24123455832835,22.275150481289877,B,C,B,D,143.31291233779004,1
63,None,A,-125.70630634181332,C,A,B,A,E,E,D,-151.31925752443934,-48.628378332705665,-137.04954324778524,C,C,A,B,228.2253056431415,1
78,Yes,E,13.884026331997285,E,C,B,A,C,A,D,-226.88487332213617,93.09330618052898,-97.85919496094137,C,E,E,C,259.9427003917206,1
69,Mental,D,63.0391970627281,C,C,D,C,B,D,E,-101.20083736084946,68.84574832021873,-8.74192604988427,D,D,C,C,0.3216465779151631,0
56,Yes,C,161.4503835899664,D,B,B,C,D,B,E,10.571188040705152,16.207382748217317,115.46587237474736,B,B,E,C,-29.022169517278822,1
40,Both,A,15.680093552419812,D,D,D,E,C,A,E,-11.609498253154538,-17.226353238540508,-19.914040347369497,B,E,A,C,91.29140952654544,1
30,None,E,19.406200070508056,C,A,C,A,C,A,B,-64.06894935734674,90.2110634690497,-94.8399466620046,B,C,A,E,-85.1875984400592,1
81,Physical,E,89.72643665384464,C,D,D,A,B,A,E,79.30596349012401,68.71312428936041,79.96412769212873,A,A,B,C,-39.446657415198935,0
48,None,A,189.6789198099163,C,A,B,E,E,B,A,-134.06564238409138,9.80343803273959,-172.57601034068074,E,B,B,E,58.17692917921002,1
55,None,A,-11.342225486072262,A,A,B,D,C,E,E,83.76461839072601,-5.104848043201838,1.5649965400842076,D,C,A,D,61.97627320502044,0
79,None,C,6.877780062585538,C,E,A,D,D,E,A,-59.788543564575846,115.38363299153556,102.98690454871178,B,B,E,E,27.885198734546986,0
19,Both,D,10.918401003596445,D,B,B,B,E,E,B,-237.53699372852122,-141.72775694552965,-116.3342859553432,C,B,D,B,-137.08468119284882,0
81,Mental,B,-112.56055457241179,E,C,E,E,B,D,E,-39.00255268619567,-225.43678635291408,-116.68889950758225,D,D,B,C,45.531862893578925,1
82,Both,A,69.16797763513145,E,D,E,D,C,B,B,60.08925235592799,5.179351861788236,-65.6541042568967,A,C,C,E,13.587308564698805,0
53,Physical,E,11.517322304251444,E,E,A,D,A,A,C,151.23806787224444,37.09177095941523,50.227104926840106,B,B,D,C,79.56286296806944,0
27,Both,C,77.90885445446692,E,A,B,D,C,D,B,-67.35655293132425,65.01629382828631,11.057208061413682,A,D,C,E,-53.698775205713744,0
58,None,D,33.815150729209265,A,D,D,D,A,C,E,-269.5126986391299,-69.84295324477952,4.8921660566384535,D,C,C,B,85.91325728626013,1
35,Yes,D,-117.96624971224898,D,A,C,D,D,C,A,75.85708047104227,9.969793844955674,48.59915041831172,D,C,B,C,-1.2141447262978826,0
66,Yes,D,158.47967437587351,B,D,A,C,B,C,A,63.21962453810852,202.72100290288907,-42.51824124168085,E,A,B,A,-89.76927103743222,1
44,Both,D,58.23967016509343,A,A,D,D,A,B,A,-83.61567510337066,-152.65600823085893,106.98185514807336,B,E,E,C,-36.41314027996408,1
59,Mental,A,18.798985624685248,A,E,E,E,D,A,C,-6.694034915353356,-87.90517248745667,-92.10403700860513,A,D,B,E,-164.23407194687854,1
36,Physical,A,75.15682305700821,B,C,E,C,A,A,C,205.22978349486146,-13.336376001353564,-6.7857580116648695,B,B,E,C,177.44613346506532,0
58,Yes,E,-134.5572218795366,E,D,D,E,D,B,D,158.8753108332223,-11.177942332439505,-152.58099213584703,D,E,B,C,-57.80879619485889,1
90,None,B,61.54549807227274,E,B,A,B,E,C,C,-64.46004321758025,-65.74997363033572,48.939086945104066,B,E,D,C,-112.69125888266942,0
98,Physical,B,108.63296385958456,A,B,B,D,C,A,C,-51.693229403971145,-2.2785199410350407,-129.7241396499367,E,E,D,B,18.541105689163732,0
89,No,D,-96.28442698360907,E,E,D,E,B,A,B,4.270565194239743,54.89714718012928,102.80145812473485,E,C,A,D,-103.686023382548,1
26,Yes,D,206.72500568213587,A,C,C,E,E,B,C,102.94203300353213,11.49041592251644,42.88184456574376,E,C,C,B,-30.650890964347532,1
66,Both,E,-71.57564074653405,E,B,A,D,A,B,A,-76.52835339829252,97.97758954561257,-62.43824428551804,E,A,B,E,-17.65325391941027,0
96,Mental,C,-208.7183667395937,D,B,E,B,E,D,A,9.472321578350263,-127.2077915418548,-25.879816431290102,D,B,C,E,172.81919629948902,0
95,Yes,A,-126.02893310352476,E,A,B,A,E,A,C,147.5976834785608,-51.77587412016707,-119.20786047665142,C,A,C,A,-86.78089832019792,0
88,Physical,E,26.95803550518446,E,A,C,D,C,A,E,147.42492410528794,5.547972919100975,-109.53671993806049,A,B,E,C,155.39686613621683,0
87,Mental,B,148.8589657796817,D,B,B,C,A,B,E,-22.3842890809507,-135.85113394911787,136.0103799467439,D,C,E,D,75.14587199579132,0
69,Mental,A,78.30443977981976,E,A,B,A,E,A,A,-2.0646243913958475,-35.121474360329785,-41.518856205045815,C,A,B,C,69.05701941208306,1
76,Both,D,-1.1036523274451782,B,D,D,E,A,A,A,-2.038290722685401,34.81399323225604,-27.133028449802993,A,C,E,A,-221.2073542019197,0
88,Mental,E,41.241566948511014,E,B,A,D,D,A,A,-49.96980139943423,-13.68549626428854,133.77532512457364,A,B,C,A,-42.37885343444709,0
28,Both,B,-133.69713464638457,D,D,E,C,A,A,B,100.6550546397782,13.98058032090434,-2.0598503372542614,C,E,C,D,1.297214174435925,1
98,Physical,A,-39.781935968762035,E,E,A,A,A,D,A,73.2861997413978,-68.10981711520164,11.588844427274886,A,C,A,D,146.5757053988933,1
22,Physical,A,-5.262256114172748,D,B,D,B,A,B,B,-118.18879095234536,-129.20941132823194,61.198003099541275,E,B,E,B,186.050857169934,0
50,No,A,-92.13460498640426,B,B,C,B,D,B,B,57.4113105248251,-15.327699793092789,-11.891797901072266,C,C,E,D,39.629379800314226,0
60,Both,C,-43.69583237292559,B,B,B,B,D,E,C,-218.2954385492756,56.66750674563694,48.29680992196946,D,C,B,D,-1.8401055314181833,0
32,No,B,45.593998769017745,C,B,D,E,E,C,A,28.98862287560305,58.215379339535545,111.73468902580328,B,A,A,B,37.78115493878643,1
19,None,E,-187.09832148862753,E,A,C,B,E,B,A,-90.24981065203748,21.77448804728591,-124.54862775703607,E,E,D,E,-199.08161583958827,1
86,No,C,32.130681473622616,A,E,A,A,E,C,B,-3.936143605601815,-149.79415293888914,123.92827112313105,C,D,D,A,-88.64185387008081,1
22,No,E,-102.42603682697771,A,A,C,D,E,E,C,-158.27581521050868,-13.421904812938992,150.19145785048394,A,E,B,B,101.16439812630927,0
74,Mental,E,-40.4790383319438,A,A,E,A,A,E,E,-33.39595281909115,-55.08261790476182,-0.1642798161775792,B,D,E,B,-32.86769797567183,1
97,Both,D,58.11283062043601,E,D,E,C,E,D,B,90.86164940626861,-53.82787637511617,1.3861027002266717,D,C,E,A,55.26284215432885,0
49,None,A,208.74499276501345,D,C,E,D,D,B,E,101.77068396011278,83.44988933710485,-36.47005195391888,C,E,D,A,-282.5016614368978,1
46,None,A,126.25158826317706,D,C,B,E,C,D,D,7.253166078607283,-68.16213207830044,102.37335720144529,E,D,C,E,-13.476978044856008,0
39,Mental,A,106.6969622388038,A,A,D,B,B,D,D,68.54372730084475,1.0833259087217963,-54.02635574867015,D,C,A,D,57.095595393473594,1
75,No,E,18.221766957478565,D,D,D,D,B,D,D,-18.662033139653538,-17.863740552939554,8.780762014728518,C,D,E,A,-173.8573626519754,0
94,Physical,D,110.73936952002784,C,E,D,B,B,B,D,51.53089822889388,-64.18365279515173,-20.639266796363,D,D,E,B,49.8534527220557,0
85,Mental,A,131.32889980989373,B,C,A,E,E,B,B,-13.677047763443099,-21.693740272212015,-81.50666050823135,A,C,B,C,-9.900128528044986,0
35,No,A,80.80904252706337,D,A,D,A,B,C,B,-71.7420005096666,141.18256348137422,-87.66489559026984,A,D,C,E,91.54839586712257,0
63,None,A,35.915798717638495,E,B,B,E,D,D,A,-85.82250935439461,-76.99987061661069,-28.796857565816424,B,B,A,A,2.7534998214739406,1
82,Mental,D,-136.81339791599865,C,C,D,E,A,D,D,-38.588061269930684,29.91212779982753,-133.4134700540347,D,D,D,C,-88.48721557302804,0
18,Yes,B,153.7390190293315,B,C,C,B,B,A,A,65.65955339946214,42.22674634870401,-73.15205983906556,A,E,B,E,58.78406517421942,0
98,Physical,A,9.957644267727597,E,E,B,C,E,E,D,21.00058141706702,343.9780535307543,-20.389542101958593,D,E,C,C,44.82066470613865,1
59,Mental,B,-178.60776226532144,A,C,D,B,E,E,B,-186.2069771756743,116.56379790686167,68.11821429192759,E,E,E,E,-162.0197791955493,1
69,No,A,-69.78825358246193,C,E,A,D,A,E,B,-12.212349230852176,-28.974772071816524,-41.538385276094495,B,A,C,D,-100.3608492608401,1
20,None,A,-118.54524571691196,A,A,B,B,E,B,E,27.304847471106292,9.651027690298772,183.60814185216822,C,B,B,D,27.28945323419844,0
84,Physical,E,112.1816287417039,B,D,E,A,A,E,E,21.661569225193194,54.99118990576175,268.1814518570929,A,E,C,C,12.524714297310593,0
74,Mental,E,-267.87622840961916,B,D,A,E,B,A,D,-209.24395358804787,-150.02403850314113,-86.78826859575747,E,E,E,D,91.89823549996167,0
28,Both,E,-102.51508093317526,D,D,A,D,B,E,C,-20.054368065914517,125.2624605068679,89.77949886234536,E,B,D,A,-38.77961394336905,1
31,Mental,B,72.81402620766535,E,B,E,D,E,E,B,-59.17307990076858,-68.3017831351986,-120.92076237529876,B,C,A,C,-91.7843316651099,1
26,Yes,A,26.73791510409,C,B,B,C,D,B,C,32.66991766563133,55.61455824969313,8.265238415943365,E,A,C,C,-125.68154902743858,1
37,No,A,-71.18806560460588,C,B,D,B,A,C,C,41.777951233173155,-71.80832534149779,-94.33969615669012,A,A,E,D,54.543108371031565,0
86,Mental,D,-167.13648577437868,D,A,E,E,E,D,E,117.86656510339672,131.22987526928029,-7.451864193336329,A,E,A,E,106.13479228519085,0
82,No,B,-2.1893191767086098,A,B,E,D,D,D,E,-8.586018608257831,-15.48889740098534,94.49149246710682,A,A,C,E,-148.27401866541757,0
40,Both,D,183.03741032640693,A,A,D,D,D,C,B,72.293869843585,-17.292719803403873,27.4974336493513,C,C,E,D,6.633993791265966,0
38,No,D,138.5050962781299,D,D,C,A,A,C,C,-19.953640466479566,-78.38851360462264,87.54540168387521,C,E,B,E,79.42170245217375,1
49,Mental,B,-11.6696664916408,D,A,B,D,A,C,D,132.68769303998408,-25.094132892134937,-209.59221925298465,C,C,A,A,63.2202975724169,1
46,Both,B,-66.91984109429632,A,A,E,E,E,A,A,128.36386240040164,11.830945210968128,-172.9584108609556,A,D,C,E,25.28171861059092,0
51,Physical,C,-207.58107271003942,D,E,C,D,D,B,D,109.00644925742083,114.19880397088207,-134.9467400751785,A,B,B,D,18.233470531020874,1
91,No,C,-12.55316133335564,E,D,C,D,B,D,A,141.29164461995467,-100.69464048348632,-54.61759318286838,C,E,E,D,-118.38641775170824,1
90,Yes,E,19.978262866599348,C,E,A,D,C,E,D,116.37801448572509,-8.464228698008164,93.95309100224635,E,D,A,D,-104.08864003281586,1
25,None,E,-55.981494004066946,C,C,B,A,B,B,A,83.14241421325053,80.2488661851262,-77.7000278993932,A,A,A,E,-84.2913286038319,1
56,None,E,28.779427690560798,C,E,A,D,C,C,B,-36.39094940811701,103.73426709559092,32.59515910584043,A,B,A,A,-85.33040387819129,0
74,Both,E,-2.743472103097634,B,D,E,D,D,D,A,57.54922986837251,4.556131742425269,-35.08709491343361,E,A,D,C,21.556246903646407,1
47,No,D,-1.781594459656722,B,A,A,E,A,C,D,102.36084659181786,119.9965348062787,-124.25477090857353,B,A,A,E,-148.15904458633298,0
35,Both,A,123.81331657182908,A,D,D,C,E,C,B,54.85330553813329,-192.46293811123192,-17.11056372883222,D,A,C,C,145.07852571216304,0
54,Mental,B,153.37069533583804,A,D,B,D,C,D,E,-66.01360633042148,18.13334325582535,-6.691762969431797,B,D,C,A,-79.86099186899393,0
46,Physical,D,162.13236988202135,B,E,C,A,A,B,B,18.949817626490685,6.12891937911623,19.72194391404067,E,E,E,A,-61.87524720010561,1
27,Yes,C,62.409817814693156,E,D,C,E,E,C,B,90.46080325020314,6.460271833905748,79.75311010145852,E,C,B,A,-48.091873897592436,0
78,Physical,E,-3.558725150515839,C,D,B,B,B,A,B,-102.82165076438665,43.71744727196563,-115.28501730595065,D,A,D,E,-58.84315189003938,0
42,Physical,B,-53.608251224008406,C,C,B,B,C,E,A,61.350479498563715,34.8048559395696,119.23700652034297,A,D,C,C,-152.25901824627664,0
30,Mental,D,-73.58187879601958,B,D,C,A,D,B,B,-133.37493871523492,-90.56015764659118,-30.856417371244778,A,C,C,A,-71.41717498233201,0
56,Mental,E,-53.48066856222692,C,C,D,E,E,B,D,-117.66910278166051,151.40870384142926,284.48256192165417,B,D,E,E,-9.286938334253577,0
40,Physical,D,-87.46984495281109,D,E,E,E,E,A,D,-118.8637415114678,-56.993510180355756,-104.55186063490507,B,C,A,C,-65.27863904695198,0
