country,disability,civil_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Brazil,None,Widowed,-104.99535864221268,-43.52312573505383,7.942912634105627,B,E,E,-23.15390814684339,-92.23329640966288,C,16.647912748892782,A,E,16.716636063677957,0
Mexico,Physical,Divorced,-81.45104025923143,-28.109627482538745,63.87303522599561,B,A,D,37.18098689694831,26.013716172836553,A,-187.9313607608884,E,B,71.48901039183517,1
China,Mental,Widowed,106.49484963173215,-62.42543590449217,-248.37617396978905,A,E,C,-9.087500470684047,2.7050840420944957,A,-84.3770291076038,D,C,174.27981906851596,1
US,Physical,Widowed,76.66417928129366,75.06840184518686,-78.58639650450469,B,A,D,-41.28086610445777,97.30129190442986,B,246.02742876089764,D,C,49.849615527118566,1
China,Both,Single,52.16430964426249,3.455920429434034,45.39306452320484,D,E,D,-64.42210195239475,84.67171096407462,B,63.74840631504494,E,D,-71.61479281440022,1
UK,Yes,Divorced,-181.3931042549435,-180.6815265318249,-88.53466242898917,A,B,B,113.5825610228511,-20.35504234604833,A,-93.58147334913434,A,D,-100.00847760359228,1
Mexico,Physical,Single,82.85275333406557,-3.2790717064720636,102.57380886189706,A,C,C,-132.3125029373955,-143.72438302181126,D,-114.35466075650909,C,C,0.7130582128554754,0
UK,Physical,Widowed,257.81105656162157,-151.2102678769406,-192.95561545085974,A,E,B,17.53077877161385,73.04034797348945,D,-82.02464903024209,A,E,6.666369903241585,0
Germany,Physical,Divorced,-0.6186588977551359,-14.392870482617695,-24.001296342870656,A,B,E,28.728274406436764,-303.82848400468436,B,99.37687608129596,E,B,218.00124966545346,0
US,Mental,Divorced,106.96938313088403,-81.23276243084102,119.14375649345352,B,B,D,-102.83064162875111,15.315409417965526,B,27.921594631378703,D,A,-19.52252358871919,0
UK,None,Widowed,12.927821453611099,-276.58233990303233,4.747484191156369,C,E,C,10.792718444590461,-49.01291306371938,E,-60.672578921913455,B,A,24.90482580006389,0
India,Both,Divorced,-53.766966601189694,19.325865276963007,1.8316099789603908,B,E,A,112.51914672267847,-136.68629197550297,A,39.46005635125038,C,E,-90.57604977768727,0
China,None,Married,-70.39092519345283,-145.58153786531966,-35.54455707525474,B,E,C,99.32786154264105,2.7475799579928135,C,37.43315431071751,C,A,-73.04642169596383,0
Germany,None,Divorced,-9.053846033055791,11.275162008896014,-30.74711654793969,E,D,E,-53.18974302470723,55.073690861372256,A,-109.1116433714497,A,D,-133.23796933182453,0
China,No,Married,-77.48571619671095,83.1130288115981,110.08348997150684,C,A,D,66.53615508925364,-174.98644252516365,E,-154.97346580922223,D,B,78.84780627201681,1
Other,Physical,Divorced,-63.36085273290655,46.624936074835574,61.86885147405094,D,B,B,195.58892267473422,23.84572328537431,D,38.013676661079266,C,C,-8.87883905649752,0
China,Physical,Widowed,19.262858569254057,198.49574595521588,136.14765480727414,E,A,C,-18.372572208012876,-68.81735673805824,C,3.061599382934134,A,E,-72.7485666749166,1
UK,Yes,Married,-12.221523426738166,-37.5625631674154,57.70009095987724,C,C,A,-6.406924014757222,73.00633128117914,D,-82.46452179387444,C,E,18.97070876197406,0
India,None,Single,29.361836928606174,17.590513961997214,3.156151242246303,C,C,D,129.17790415157248,9.927904774513259,B,17.96078370571289,B,A,64.63716624876382,1
China,Mental,Married,108.59310344711956,-76.6976375556192,-37.97587412213247,C,C,A,47.040498982978455,-60.14712032598414,B,-205.8144545428363,E,D,115.92954753252931,0
Mexico,Yes,Widowed,59.24709596652824,39.48415440264378,31.314627106791026,C,B,E,95.42627631152357,146.60615160511693,C,32.33795875657999,E,B,-73.48105473431222,0
Mexico,Both,Married,-82.59524036740494,-24.679370819517484,35.68906949711988,A,C,B,109.42054022241659,86.32644152137718,A,36.557867305159675,C,E,-39.76106096169213,1
US,Yes,Divorced,-40.06118760558302,-0.15076379143297094,8.905528001766779,D,B,B,69.32194154077771,50.969900952504986,A,6.602427507129938,A,C,-94.87022347350779,1
Mexico,No,Married,40.213862770654565,70.67064952985127,-2.5620314972670544,D,A,C,-11.89586551863362,47.007627403141015,A,24.976452221602603,B,C,-162.48310819764785,1
China,Physical,Married,-6.248537285664681,57.74036359007562,-57.339323939122636,E,B,E,30.443416084344943,-8.0544542266871,A,-26.297098764387638,E,B,17.693941448181455,0
Mexico,Yes,Married,-72.28774635487785,-164.71096979169334,28.67523469891558,B,A,B,88.31849912745399,-119.56258817637932,C,61.75743092851496,C,A,151.06566807579537,1
Germany,Physical,Widowed,-144.69252267271483,218.09502016295696,289.31133156341684,B,B,C,-192.72327773354587,1.4012374318821237,D,-10.002161870477257,A,D,-33.5259494557832,1
Mexico,Yes,Married,-10.30962904919203,-88.70192453978687,-74.82996930742588,B,E,C,102.56909371482787,-131.6717950740672,C,53.87545035528073,D,C,-34.0397945906628,0
Other,Both,Married,-34.72323624484215,-52.090163103446606,-43.79449412873848,C,A,C,-123.84469183023779,39.074670697245075,A,-105.72026272676469,C,D,-109.49398669057314,1
China,Yes,Widowed,-66.49795738358607,-116.19029411704969,37.77655980461901,A,E,B,-146.8715558978134,17.095796653619804,D,-26.18422956128834,B,C,98.89513277338024,0
India,Physical,Married,-176.85824377549784,-127.80126078820018,-70.7669337642465,D,B,D,163.2844966980835,109.16464625638784,E,41.65697145796462,E,A,92.64712866001355,0
Brazil,Physical,Married,-13.759608884872875,-43.928540412901874,14.725180806031457,C,E,A,-37.00381905213257,48.86793121123966,A,73.11305319386238,D,B,113.06018753165023,1
Brazil,No,Single,-53.027599019015035,-30.506599323157896,-36.84189249598669,A,C,E,-81.6588536474541,110.00756935667859,C,-42.20572089813871,E,C,-45.07177120374271,1
India,None,Single,-26.106845114552375,-57.39072505498345,-145.2744240873261,D,C,D,-41.62130597677635,129.30197026725037,B,-11.28039485052538,A,D,82.18785139316341,0
China,No,Married,226.94295055486978,244.00188323873815,-14.325877297087471,D,C,D,7.085130137260684,-176.3602101169406,D,109.6599224528641,E,E,50.65371170846594,0
Other,Yes,Divorced,51.72884855384401,70.79742180533542,-59.09898946579163,D,E,A,104.88612511220248,-5.994323958575163,E,52.04592949991872,C,C,-20.287915766290922,0
UK,Yes,Divorced,45.15611772183569,-100.5620349836393,-124.66362952751375,A,E,B,42.147770735861826,-6.324486298275968,B,31.69180842337347,B,C,152.7872504259149,1
India,Yes,Married,-111.18500603990367,42.82585065230199,-117.46134844047272,A,A,D,-46.45337383416385,85.27551616279156,B,-247.9760424262123,D,A,114.29222387814153,0
Germany,Mental,Divorced,-20.454389229553616,-27.422285851212223,38.066644086487806,B,A,D,15.346513955948252,201.0326643683903,E,85.51216180041544,C,D,-34.740157778905775,0
US,Yes,Divorced,53.41202271873018,164.76376178072334,78.68204851510491,A,B,A,-97.06691725015226,-120.44420454260975,C,-102.77523499070496,D,B,5.606618157936318,0
India,None,Single,-181.1661572972601,-130.00468736549195,-29.156430692737857,C,C,A,13.146411899709015,-9.445294313162092,B,49.63256572865448,C,A,32.900585379919114,0
Other,Yes,Single,108.81935179169582,-45.89216295578491,145.00482840405166,E,B,E,-212.98682595367552,13.826206161967683,E,40.13151338355977,D,B,-67.3561657663666,0
Mexico,None,Married,55.88577153977803,-66.69686401231831,-68.65190322150457,C,D,A,105.23896178578846,67.89425839869902,A,-102.87345248898731,A,B,53.08952501298404,1
Germany,Physical,Married,45.00124624176314,-30.15136941302089,32.24327815977963,A,D,D,-52.35710933776671,-50.34489618238401,B,-17.615207057856004,E,E,-5.212384187520009,1
India,None,Widowed,-117.72416794356101,53.638490535698146,-57.94139930629264,B,A,C,135.13791545577573,87.51040992892537,D,-40.58231359690875,B,E,-79.03372787914397,0
Germany,None,Widowed,40.16878244284498,-27.512313916450964,34.956715258850664,B,A,D,-65.81486582779057,-98.10947448302126,C,-177.70999691035178,B,A,-140.93734468214254,0
Germany,No,Divorced,-26.954652193645824,-53.85488660863764,-171.72396667387645,E,C,E,186.8663571201472,22.301100144907014,C,98.12235576515984,E,E,-43.60515739379429,1
Other,Yes,Single,22.51362108803613,96.67996638176352,-204.0934481412383,C,B,B,23.51547044942672,30.078343082292946,D,151.20472119200633,E,B,75.55114282470683,0
Mexico,Physical,Widowed,-105.16543455141878,-31.465982414569606,-11.485224413675162,B,C,C,-70.47293190037738,20.155139513030818,A,18.836254915986814,D,B,158.55938028867348,1
Brazil,No,Divorced,-70.90248345735831,59.04796200869581,-47.81038415335815,D,B,B,99.13005071504676,9.399866791283587,C,-138.6461764013214,D,E,20.10510518871234,1
US,Mental,Married,97.26938299182166,10.926501293229892,72.745241435518,A,C,A,109.63523596659871,-100.7358326054427,A,-46.56439603831227,D,B,160.6302813047255,1
Germany,Yes,Widowed,-92.3176942340268,64.02473580440756,-27.309631041257028,B,C,D,-86.47601877405204,-54.97208469621063,D,-61.80847667530305,C,C,-108.26330624213456,0
China,No,Widowed,-14.809210786418008,-160.4075683603121,-52.652031392899964,B,C,A,-100.0374301404576,49.20292951923995,B,-283.6946055782819,D,C,98.15810422929079,0
India,No,Single,74.85216262371668,-80.48215686178041,-65.81152460372459,E,E,A,-12.939076238561952,-175.98050026371587,C,2.3839242120322184,B,C,-50.49469385800672,0
UK,Physical,Single,132.44871318401857,24.93994775130824,-97.0396195912493,D,D,A,67.13728288368145,-107.09495281587711,C,199.292284660983,A,E,190.72436775094013,0
India,None,Widowed,212.54346721165894,-119.36023073107853,-16.27737786018636,C,E,C,-143.533258484248,97.17449162218867,E,56.0918490811244,B,D,149.4037018481011,1
US,Yes,Single,-3.044350344972604,-58.80598235361381,-123.79126286218103,A,E,B,83.85354328008631,-25.07036099664599,B,9.38295600410254,C,C,62.71569653850746,0
China,Yes,Single,-15.26760432058373,-32.14363360932514,-133.48831521675461,A,C,D,-170.69411180086348,38.4253900865737,E,56.471461916858914,E,D,2.7012855067512698,0
UK,No,Widowed,-23.297973353631534,-176.86845777103838,-129.35170840906358,A,C,E,126.71945611201832,-13.256699165003905,E,6.824583204583283,A,A,-186.26818320633149,1
Brazil,Yes,Widowed,-99.45922429064528,166.99215030413745,166.06312779187633,E,C,A,-36.41896948515455,-12.289614729920432,B,117.81549782446028,E,D,-53.776964011940386,1
UK,Both,Married,85.88898233806526,-61.8356343403753,-230.91522103074905,C,C,C,-44.13124954325062,-3.8527491973299037,D,88.67187410339905,C,A,24.2064488039338,0
Germany,Both,Divorced,-58.11033646933137,-60.97289290706812,5.796487410785605,D,E,E,57.93511509225995,-132.20879872114563,B,-138.97803609606783,C,D,186.5693322157997,0
Other,No,Single,160.01995231439685,-2.837678573678539,168.41305440868732,E,D,E,-74.06745266533285,-61.87853894139733,A,-80.03050616450285,C,B,-27.391820932156037,0
China,Physical,Divorced,51.97507306685043,-113.37314377979943,73.70142967404354,A,B,C,48.08369149113701,199.50306808179081,E,-55.814582728290354,C,A,-10.253170413007371,0
US,Both,Widowed,105.23326973200977,-37.92582571321182,5.423482748775439,D,D,D,-87.72054534204653,-201.9435082046483,E,-21.927112796826755,A,D,-33.58628740589293,0
Brazil,No,Married,195.83664315294814,158.97267711989855,-173.6722455648942,A,E,C,-136.34196699652549,-79.09412166737837,B,46.399746417275026,A,C,39.93818949755539,0
Brazil,Both,Single,-188.74523090760513,-11.724000359322527,58.51025215090424,D,E,B,12.020793629863249,-105.71977320895101,E,-127.97936482776835,E,B,5.6018159764853035,1
Other,Physical,Single,-21.84977039560234,-10.425231108973367,-33.65069006437824,E,C,C,-48.08924393365967,-11.535175168699226,A,162.4636520859767,A,D,-25.202112168140996,1
Mexico,Yes,Widowed,87.2462008836142,199.89983837625584,135.4278456231234,E,A,B,-46.112084209036034,-173.91291367272606,E,4.666303705973618,D,D,98.99916478781002,1
Germany,Yes,Widowed,34.31133302766203,17.848978914569326,158.60730996792276,A,D,A,124.46928949959157,85.7918774475034,E,79.04812361694559,D,A,77.0119929088994,1
Brazil,No,Widowed,136.1577200747206,-54.39313659097823,-210.48303917570976,B,E,C,132.25678394893515,-35.91237126699696,C,66.09108718212558,D,C,-82.41491859305165,1
Germany,None,Divorced,44.810334960856366,-35.57985355964801,248.12233941058253,E,D,A,138.71963554057146,-251.35828310398773,C,32.27032952871763,A,A,-134.40030236471495,0
Other,Mental,Divorced,88.22851727118764,26.138091004350212,-31.121153507408412,C,C,E,34.02978294902992,-3.7641731415407538,D,-73.14347257503495,C,C,27.774245469972513,1
UK,Physical,Divorced,33.86623089828184,6.94890289124592,-6.55002992686418,D,E,B,119.26672510387215,21.047411326551,B,162.08367008363305,C,A,131.7469735212585,0
Mexico,Both,Single,-20.693102690987295,-129.0537155118435,68.907935128782,D,E,E,-75.05954335154617,-36.00575523442581,B,-4.001032495584015,C,E,73.36417869134691,1
US,Physical,Single,146.3841995458011,-151.35220356118958,45.23185209220101,A,D,D,236.3278446911055,3.430833867469797,C,-226.52217572765596,B,D,185.9763836500035,0
India,Mental,Widowed,82.8084079997368,56.87228718783216,89.62631487556327,A,D,D,-144.78080407898,111.90637948956127,A,10.56303923006506,D,D,-71.806070688403,1
UK,Yes,Widowed,153.5408198747078,49.73899825509264,67.53127529612183,C,B,E,47.53359621603978,-112.9433779132337,C,-90.53902488933588,A,B,26.01837025340149,0
Mexico,Mental,Single,-19.849724607199015,-27.344548891400194,106.44139223393279,A,C,A,-28.852805952630572,-24.94088507386276,D,4.125406036413207,E,E,-4.785361907300423,0
UK,None,Single,-105.54223406602956,-243.91685615861797,-81.89493080531746,A,B,E,127.84247090842547,-93.87296662102102,A,47.18650256897029,C,D,119.55660253214364,0
Germany,Mental,Divorced,-136.47156458291238,169.0332885037844,36.21950216643205,B,A,E,25.39033027628687,-5.972761392700297,A,103.9087440212831,A,E,-38.56359846434887,1
India,None,Divorced,-8.106884729376855,148.33221834711514,-63.12157649338186,B,E,C,49.530898812579885,-182.906935846242,B,-183.94607462213816,A,B,-137.58949887137965,1
US,Yes,Married,-149.46635013207253,-98.69994504316394,-47.687466775153474,B,A,B,-135.40445680101033,13.319479167425413,B,-35.1775760761118,E,B,156.06615242609718,1
India,Physical,Widowed,39.77513262527496,112.07696643205149,75.53161406517913,A,B,E,-7.081713306245693,129.97381600049883,B,84.68077187413066,B,D,96.6215035753499,0
Germany,No,Single,29.040948266662387,-109.13480449465828,-165.89102289750522,A,E,E,-125.70695509246895,155.7733264200977,E,-9.62452983005664,D,C,28.445160954215083,0
Mexico,None,Widowed,-85.31739966170892,-69.00032411830631,-29.28914428414323,D,D,C,-58.18663019675245,-66.36166917149046,E,100.55988952135355,A,D,149.82261010919646,1
India,Yes,Widowed,68.03906437489515,2.6277537081722513,-13.526913583064992,E,D,B,-127.1548692749614,20.37858483785337,E,-4.164600327703698,B,E,-43.10463866562474,0
China,Both,Widowed,97.61810318115197,50.39573108061032,46.56801086998197,B,D,E,29.075127101500986,-101.50326202241082,B,-73.90518709631607,A,D,-9.48085667230883,1
UK,Physical,Married,70.54912758677034,-125.81625724461153,-36.66161724421658,A,D,C,-60.16356628651203,-126.87006591976456,E,48.17600572676161,A,D,-157.63351428490776,1
India,Both,Divorced,88.92146955216272,58.30266121388544,-104.84300816605065,E,E,D,-66.28841277364211,87.5580041378431,A,70.39046211534112,A,E,-67.82804845613879,0
China,Mental,Single,39.191447756297045,0.3200713574859299,54.094903411347886,D,C,C,-85.23471841088008,49.413612006950494,C,-180.62167350931972,A,B,48.37176324002666,0
US,Physical,Divorced,123.77099255413673,-45.38802944842852,-38.231318403915,C,D,B,-138.9428836384142,58.65266805654087,C,99.17945159278428,C,B,196.1458818743192,0
Germany,Physical,Divorced,206.81645646592136,2.6819756820823564,123.86305024591806,A,C,E,36.71387997222373,-32.17041747374279,B,-86.25473648060446,A,A,67.37872206988864,0
China,Yes,Married,-42.48523070748128,46.27540908396359,-43.67661380557835,A,C,B,-66.94940852573666,-72.30083903229534,B,-97.33451044604323,A,A,104.40449428162928,0
China,None,Divorced,-9.456231308222547,23.56487851960068,-4.164124979078349,E,E,E,-47.53816663619415,-210.80784053868777,D,-50.41530091696006,A,D,35.24462741304361,1
Germany,Physical,Married,-28.154967234986543,-44.14766814411827,2.098987034049183,A,C,A,41.95852079345631,39.013400306080776,E,177.3777467477301,E,B,-72.06308477258946,0
Mexico,Mental,Single,24.275123209402263,-135.74526370724848,88.57586232622741,D,C,B,-26.33403424200035,-121.10090879923345,E,-246.30294471018854,B,D,103.9490902803319,1
India,Both,Single,-197.9093336723802,-55.60543360419603,-11.699600718120095,E,D,D,-44.293224170493694,16.381037726945767,C,56.374927616206435,A,B,197.28200975139322,1
Germany,Yes,Single,113.55187081172973,-101.9292557437521,76.36831168607398,B,D,B,92.89729114339518,-39.307621849832174,B,-41.027766340868304,E,B,-50.492215798878505,1
China,Both,Married,65.87962141614292,26.194018385332928,-19.40742998768494,C,B,C,-63.898734778882535,29.553517260485574,C,3.3316510496627427,E,B,55.86654165283177,0
Mexico,No,Widowed,38.36155728569493,-230.11364553932373,-54.408425857439326,B,A,B,-113.24310501906882,93.93905071034358,B,-12.535946361838029,E,E,100.42735278654268,1
Other,Physical,Married,78.68774271332313,-119.72485965524425,-116.31396853455453,B,E,B,-91.45878194167261,-21.603218945980892,B,-163.42003723218758,A,D,163.32004973457802,1
Germany,No,Divorced,23.999079973084676,-51.806022919204686,-97.07271863066103,A,E,B,-82.03991834733884,52.87489977172475,E,-234.2274109708855,C,C,-6.603518873775831,0
UK,Mental,Married,81.46000282878511,-148.49621878087208,240.91101214963285,C,B,E,110.46462627268892,-26.51994730088437,D,-20.62224303476364,E,C,213.26786231839043,1
UK,Both,Single,-140.6237628841026,-112.99474095445544,111.78613729423033,C,D,C,-0.22383200998787436,-64.33029456457035,E,-40.894141709788435,C,A,-99.96280664875074,0
Other,Mental,Divorced,-105.97718900741819,-25.41961875042028,-12.937145126122326,C,C,D,-38.744847439212265,-27.190816934431233,E,54.26762831270246,B,A,144.809076970194,1
Other,Mental,Widowed,139.65334993960883,-93.12163700845363,-52.854791484554674,C,C,E,-11.113442145217228,-32.39210484985472,A,-36.34103101306334,D,B,-130.53584875818015,1
Germany,No,Single,-161.2469912197867,52.72946077290811,63.05760152166259,D,A,B,-87.27992719608703,-127.83991567504691,B,113.59902193029706,B,D,198.64238075844116,1
China,Yes,Widowed,-70.70535019055947,70.87204590107089,109.29102462821545,A,B,B,10.15254284453401,-68.35035051462273,A,35.89957658143219,A,B,-104.58500745262636,1
US,Mental,Widowed,-52.32790217287199,22.87742708256484,-121.39191365718938,B,A,B,114.39059916753959,112.0590200002044,A,-100.40126038154442,A,A,-119.46710075557867,1
Other,Both,Divorced,97.6231368498035,-44.61119613385891,44.66393448261304,B,E,E,38.99764073506653,70.81764263196982,E,24.638006604835645,A,D,216.77293283545924,1
Other,Both,Divorced,-184.6548181576215,-120.73072142119806,-11.4417599472891,B,D,A,-1.3920601396342873,14.448372359589417,D,-262.9287788226905,A,B,-48.37402299201723,1
Other,No,Widowed,-149.62494183904187,83.0876677866761,74.1436062274988,B,A,C,-126.00546072939964,-20.114147367847,A,-126.15449425788545,C,B,44.23627201297647,1
US,No,Widowed,-91.82700953367659,-131.5928288470125,-80.53065109908827,D,A,E,-23.825690031751627,123.06242010034411,A,40.741796746953646,A,A,86.12793922173401,1
India,Both,Divorced,-112.08003750084714,-73.57508719832514,-16.031820052289962,A,E,E,-50.577886772845815,89.01011709614271,B,190.1147128054173,A,C,125.74815212246189,1
India,None,Married,-77.56427746384658,11.866619283214249,39.03699766250944,D,A,B,-152.536532716407,158.96660077283252,D,22.25623883420252,D,C,-37.018308269588076,0
Mexico,Both,Married,50.295748069570614,6.971137523391857,-177.63925996155194,B,B,B,58.0065268545957,71.17498796029768,D,82.00823488813226,C,D,-28.278289227129495,0
Brazil,No,Single,-165.6678196201441,-174.40862604121912,-25.266481226422155,D,B,C,116.80186021296788,124.69962972169913,B,59.41824661776756,C,A,25.34086275890914,1
UK,No,Divorced,-82.8744333878459,-128.64783298884134,31.21138108543774,E,B,E,-25.215339461814207,54.63396156166017,B,23.885495783889212,A,C,-129.04451718320874,0
Other,None,Widowed,-81.76696608050005,234.3921182123884,165.49268387832566,E,B,E,-113.20797523772208,-40.855295237388674,D,8.95374456553062,E,D,61.59838433672677,1
Germany,Yes,Single,-159.98968348376613,-14.15282593784371,-14.309966161989676,D,A,E,126.68797170481324,4.8875079040991265,E,70.56952834730316,C,B,-15.555835393564548,0
US,None,Divorced,-49.73346702161551,57.33918742551752,-159.37095168759112,C,C,C,-35.64610241232568,18.976273275968104,A,-39.464266114984994,E,B,163.3795902254868,0
Other,Mental,Married,126.00881657590521,-90.99705670465828,-77.85584593146227,B,B,B,42.215264258017704,51.56087489823171,A,-92.62604912754256,E,E,-103.98910931216578,0
Other,None,Single,87.03872432607858,-3.4871744798804,-99.18525037253471,A,C,D,31.61007140940193,122.91100109619057,B,-3.8918923167354578,A,D,121.66816954762626,0
UK,Both,Widowed,69.02592193603981,32.68239489527699,-147.2497240066182,E,D,D,88.84893505165643,63.629960374699934,E,143.73145953079128,B,A,-12.485305609154054,1
Mexico,Mental,Widowed,-121.48076040100817,-153.97083355291537,-64.75248199958395,D,B,C,35.87794493131887,-22.06274286239604,B,-38.28246482347979,E,B,-18.992499536029595,0
Germany,Yes,Single,63.24133594429525,-4.6156532848426535,-240.35589954958766,B,B,C,-23.56503406203418,30.06139466973493,C,229.55878212761115,D,C,-89.32396451015346,1
Germany,Both,Divorced,9.902475785942737,99.98078873618539,158.79718153355788,C,D,D,4.600407867260268,-171.99447242394078,A,46.35973627744811,B,E,20.98788978393099,0
Other,Mental,Widowed,218.86073470696914,69.37918009512502,-87.74064464860112,C,E,D,-30.416966304844934,36.23405595999852,D,-144.4181034540556,E,A,126.5519068826884,0
Brazil,None,Widowed,-138.79648971377011,-57.63106575933118,73.99785857142885,A,C,A,-11.886411118241666,117.69597752624294,B,21.22464466216096,B,C,21.96224497017463,0
US,None,Single,-51.36628360217729,77.01675021827782,3.991657848448197,E,C,C,-89.3803588455583,-146.17216687645447,D,-75.15971754002956,B,B,36.48473078738043,0
China,Physical,Divorced,-13.634158490338532,-119.01588879954762,-34.941513330819525,A,C,E,-99.73449765900733,-148.8518678203052,B,122.89971980365344,D,B,81.09286879567802,0
UK,Physical,Married,147.30174439444866,132.84750870136156,53.29776388952057,C,D,B,53.950790747991675,10.803958865062441,B,-11.784792557110812,B,E,144.93227769365447,1
Brazil,Both,Married,-78.50544375306411,211.63580800962453,174.43361332414048,B,A,B,148.60655706034927,73.3213451251436,C,-142.0169947978222,C,E,34.475010699785905,1
UK,Yes,Divorced,-64.7524700421566,-158.5292890140421,110.91921729534187,E,A,A,107.17159977019885,55.436942249038744,C,-62.86297458533807,D,C,57.755202828817495,1
China,Yes,Single,-113.64988202992146,33.468995454917014,-109.17556629628751,B,D,B,-66.6603078773796,-50.50773463369107,A,1.7836926515517635,D,C,268.6535296381703,1
China,Physical,Divorced,158.97080470785573,152.98458242549654,281.03221007831655,C,B,E,-14.547498268777423,-104.19575581985005,B,-111.8145539547356,B,A,-5.519208293388085,1
Other,None,Married,-18.339463245966158,-26.01661508923105,28.856875056356774,A,A,B,9.439453297918266,-89.81779617489455,D,166.0762739231371,B,D,-56.1736365876623,0
Germany,None,Married,60.906213682515585,218.32292462145935,26.054191286511497,E,A,A,158.07460202872025,57.714450710025034,C,-24.865769338988432,B,B,170.43618227859469,1
Brazil,None,Widowed,-26.342345297452198,-30.559599432318112,-42.794071888865936,A,D,C,60.826843771922675,141.48082296151586,C,-174.52943283211658,A,B,-62.78832042048415,0
Brazil,Physical,Divorced,-73.76235422868491,116.16385954585775,75.2971162920026,C,C,B,-3.5964497694716275,102.485883508126,D,194.74966941101445,D,C,60.22957686400524,0
UK,Yes,Single,73.37609314826646,12.216459280009422,43.646778702767946,A,D,B,88.94682764339976,-24.092858495617996,D,213.00443758587048,E,E,-15.714118445092573,0
Brazil,No,Divorced,80.19690430431453,84.63173708963299,-83.36453665816231,E,A,D,-0.40021824139417533,-193.20122209848583,A,-178.32892228741406,E,E,63.6505372619947,0
US,No,Divorced,139.23311068394563,81.21234361040818,49.03344710403582,C,A,D,-29.14177845064177,69.107965645123,D,-174.90431948676752,D,E,50.91595477924115,1
China,No,Divorced,-190.16737595888722,-92.97608070251906,-75.54955844065715,A,E,E,-92.12315018664583,212.1100780992557,A,-86.90668912868375,B,E,-3.856703482887008,1
US,Both,Divorced,8.676455415909333,-11.968345007463348,-120.06685486041502,D,B,A,76.04306041715657,34.58593375872466,C,99.70460044209506,C,B,-46.09224239664804,1
Mexico,Mental,Single,130.39077333627156,-137.5323077563763,-11.12172288691062,B,A,B,141.92097080271031,-32.4366589999663,B,-124.03012950802754,E,C,-29.780596940919946,1
Brazil,None,Married,-140.9768094499716,-18.793278259555912,-0.8256163682462897,B,D,E,-38.497338631527676,-75.5837802574326,D,-165.8392903085817,B,C,-80.54218395001139,0
Mexico,Both,Married,-8.979907546151605,-135.01956605835085,12.71984671501862,A,E,A,37.61045540377999,-27.5421672337418,C,159.1975532921102,E,A,-173.38525158943443,1
Germany,Physical,Widowed,12.232395436207142,14.978359268841954,-147.32032201452478,A,E,B,-138.89627101894143,-7.900692557428996,B,0.6795492398021654,C,D,27.827004211399153,0
Brazil,None,Widowed,71.01678653208825,50.161070043289826,-117.91050053212184,A,A,C,-109.85813199365796,-115.01642438176016,B,-91.50349184489082,B,D,-34.64702919826939,1
Germany,Both,Single,-27.160803094931563,7.160574555066818,-25.549924183043082,A,A,B,43.15467616508597,-114.35599892501702,C,-68.99322212730814,B,B,108.49082521233824,0
India,None,Married,-208.1093471266258,113.16307981554792,-1.6485162909664342,B,D,D,67.040900234942,41.87434162278978,D,72.17055324602674,D,E,117.11288975313651,1
UK,Yes,Single,-30.75518870572177,-64.29219155912864,161.84648099344875,C,B,E,-97.65001834518657,65.46355127005828,C,-18.593360560698752,A,E,78.93065265364935,1
Mexico,Yes,Single,-108.84345417651895,3.031992517320819,0.672430004355103,D,A,C,-65.95821643907932,-86.51696805391846,C,130.55816076476813,B,B,-116.1217627230208,0
India,None,Married,21.40635578129607,-132.91696382620478,74.63141457545598,D,A,A,-8.696060869527363,-38.36661926564926,D,11.322540165295507,A,D,42.458035217374544,1
Germany,Mental,Widowed,19.264079535001827,123.25442600981384,85.15545728528636,E,A,C,-30.325444852438572,-4.709618828859459,D,-280.7056106204198,E,C,-20.28450596966055,1
China,Yes,Divorced,78.03600867879373,-71.82279175990791,-7.357544329053842,E,A,E,-18.735018068325715,57.741214566043496,B,-132.91134292359217,B,A,40.61883516005756,0
UK,Mental,Single,141.03160494321983,-84.41844287954628,126.72274914377384,E,B,D,-42.10674547857428,-186.49386516022867,E,237.66868137111192,B,D,27.655858871100275,0
Brazil,Both,Divorced,89.30833781280616,-49.21837609227452,-43.91502681864154,C,B,D,146.01898368107095,4.99433983949185,E,62.805770373171875,A,A,46.02351955982573,0
Brazil,No,Divorced,-21.951861138893037,11.271455068018687,140.51847305012743,D,D,E,39.38546748710658,103.08448545226486,C,8.564973534052001,C,C,-35.819330377728626,1
US,None,Single,57.303688462723855,-75.15055536449029,-189.76673625314743,D,A,E,-57.23872515981028,-14.75557311434456,D,8.82518402262268,B,C,-91.74202750698069,1
US,Physical,Single,-117.6372534840582,-159.23289593091923,-101.2331117940469,B,C,A,29.670405069887106,85.08117765438847,A,112.400022164363,D,A,-19.158622354740405,1
Other,Both,Widowed,-4.015113675506373,224.63041227012792,18.68142782600534,A,C,B,-140.1086940723889,79.69574205113157,A,33.951844310560254,D,C,-150.75061133151706,1
China,Physical,Widowed,-63.20862034857393,-78.97945727090716,71.68446215959486,D,E,E,80.26646818451454,-84.80466495817713,D,-36.125402227822775,B,B,-86.58465419161787,0
