orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Bisexual,E,-92.42528527267041,147.89244428171594,-249.44384200145763,D,7.9582585385938955,A,-122.05202147445888,B,C,-56.50011787093343,D,A,32.09518736229965,135.81903758544652,-29.629648718518055,-60.10816337853889,-0.0569778070609101,D,0
Other,A,14.275358931966206,42.30464121207129,-10.989628703021525,C,44.27241890678032,C,-34.3242032047706,C,A,16.001397940563056,B,A,33.02546704271222,-104.26380333656941,33.516123407589504,-20.76684992249533,-75.76708325590614,A,0
Bisexual,E,0.11483875709647909,62.298822258649444,127.98761664996279,C,12.673542583733918,C,-56.1415150098016,A,A,-140.59026755940752,B,C,-30.878860566582922,53.70353741186948,-1.1302827802813367,-69.55107375540935,85.26522869748425,B,0
Heterosexual,B,-244.21761785654127,-47.4905148405333,0.9408073812105804,B,116.1486195256867,A,81.12900432371048,D,E,25.433195917724138,C,B,49.82954084373827,62.52489885538566,1.745126064288582,199.74023730904307,-35.39698422500951,A,1
Heterosexual,A,-85.31332959932058,-12.939199133554432,50.80902050847206,D,33.92320036164498,A,26.04067323684062,C,C,-83.68928947970984,E,B,62.92257558004617,18.950759630954238,12.9006254298421,84.42761229426122,99.5976826390936,C,0
Homosexual,A,210.82842128036302,54.22527947232757,6.1450433350373395,D,-255.34509957587673,D,-27.2818750938839,A,C,3.17358050400215,A,B,-92.14398933230629,-21.639430074810743,-197.29152788556135,132.34904651859708,186.19756497728628,E,1
Heterosexual,C,-9.37451046853943,44.09857339959374,140.4944682655778,D,76.62829130401639,C,-45.24899535776923,C,A,-67.81951747067086,A,E,103.29149143897925,67.44092129358118,269.74759931632804,14.276133738513316,-275.6582798740317,C,1
Heterosexual,A,102.00727844559322,129.59848149377433,13.126706766201576,B,61.39203818522028,D,-31.092777264726053,C,D,1.107342777719982,C,D,45.0715641616256,153.08223186385516,44.23362591733959,146.77059230354473,175.86611416018266,E,0
Homosexual,C,-106.28259984025297,149.94639572624894,16.977553961938348,A,-92.52391863602129,B,168.84900369446623,A,B,83.55279532680898,B,A,-29.57844767175707,-54.23123128563559,5.613022036636906,-74.07079149746887,-64.0133355786488,B,1
Homosexual,D,28.93517825341775,-172.22226756040945,142.12082595499948,D,110.07635934154469,E,-82.02841092795951,E,A,194.06279522409125,A,D,76.95975070420079,-236.19626006256746,-20.756849934040734,-34.566875016737086,-110.28105538586797,E,0
Heterosexual,B,-46.75055482093813,-49.02084545299529,66.29149286892677,E,-40.971975522896095,E,-22.57533646391618,E,B,-155.79766682182247,D,B,82.32243710207837,88.29465155871854,-231.11698378732973,-61.73585916517538,32.48025843366792,B,0
Bisexual,E,75.37044148563903,-149.9314320534752,-74.56512300832475,B,91.63635164226841,B,73.65989473280104,D,E,-67.27866397410438,E,A,-56.068705208163614,-28.544198743121267,167.01234720279717,135.16046296668634,-338.73788934460663,D,0
Heterosexual,E,-71.01957299051956,-33.552557005130105,-77.0818051555607,D,-52.707162199231526,A,-180.16167341691477,B,A,-57.21705537485937,C,A,44.8331758393458,69.94053423724448,-48.83631866718678,-123.17924277263923,151.71455407892446,A,1
Heterosexual,B,39.1557993925679,147.94894598199713,135.7784936013565,E,-156.88306800106628,E,136.1727746325619,B,A,-144.94687602684283,B,B,-15.51089395592232,-143.796400893817,-174.12568046315334,45.90617701474491,-23.735762930672255,A,0
Bisexual,D,-121.90562213963247,-5.951349311656528,98.64232558716101,B,149.61024153598487,C,88.87398100812169,C,A,119.83233167133484,B,E,37.658393215143775,80.78894256531412,-93.81488897047473,-87.2088356746301,108.01006558374102,C,1
Homosexual,A,-3.9431663642087575,-27.385617588290835,-75.29437957841006,E,-124.82817492466225,A,8.157185163322282,E,C,-46.67179524404084,E,E,-127.13069229107741,-7.595724698988472,-103.70059878271938,-23.988136927693382,-139.48059842479438,D,1
Homosexual,E,4.474786728096327,27.5803938935139,-129.807664833879,A,83.53699029533503,B,22.891738760404532,B,A,75.06287059144871,C,C,-152.638219917459,-96.87302619956972,-146.73859541453194,129.5875940689304,0.21783569412987344,C,0
Heterosexual,E,23.473398860756554,-106.49019151622329,-15.457355760618368,B,-48.06956808401643,D,37.0475558207435,C,A,-5.3658617190893825,E,B,-46.000712035484874,86.7719801625719,106.46691799520558,-130.23314414897337,-222.23364513842495,B,0
Bisexual,D,103.48728246244718,-38.10304951610542,108.95082196404414,A,97.70480128113718,A,30.74850635596707,E,C,9.910979639691343,C,C,30.504363422850005,232.3874059662886,35.69167161176582,89.17918799631886,-80.54368754996803,A,0
Other,B,82.94789781778366,33.59295804611217,62.67476348991116,C,-113.9659751648853,D,-45.79808033889423,B,D,-117.83999759318291,A,A,-69.03916441345315,100.43057374170724,-248.32897640975884,-118.41971389374963,114.262173205197,A,0
Other,D,36.049095719495455,-62.393289882454376,-138.25754685754407,D,65.89221116478987,A,-79.15964753842879,B,A,96.74735743948652,C,B,-79.15706021663772,135.46688709958718,-17.108511497774984,80.15517615605339,71.04673851760687,C,0
Homosexual,A,-181.55981550512638,-156.03538265797533,82.30469620637459,C,-37.42559176479472,D,92.98159167977329,A,E,148.0880761176909,B,A,213.4351623799755,-5.238004802275304,18.89111041919154,-85.66948373969502,100.86747277501308,B,1
Heterosexual,A,11.766003057004184,-119.52976849337324,-55.111342076505984,E,101.92933790495684,C,13.127969602080288,B,A,-131.35001041082808,D,D,144.44666612741364,-63.95851925885112,135.4142244356643,-146.1487663017961,89.22378525463833,D,1
Bisexual,E,49.76993869165652,10.82026443198276,278.57553737830114,B,150.3262289605449,A,155.86347812026037,E,E,-109.46131185556823,C,C,88.46166861335576,252.69473997640316,110.20357925646745,-164.89185059829578,151.60848638385914,E,1
Other,C,98.0737598732208,-101.2448685371206,-41.12458301777099,B,-275.5881092043254,D,-106.90760743104688,D,E,-56.62937147464206,A,B,-99.31318322688718,-231.72338313913218,15.739253261704695,103.16805762256635,-102.42469137375356,E,1
Heterosexual,A,-90.78134656232882,85.56664423116906,-71.79669294509198,B,37.81703852350457,B,-46.3563539951479,B,D,136.06103424231893,A,D,108.8064597408032,65.79847788210292,33.89552546042615,187.98115635127346,-198.1264226955845,A,1
Heterosexual,B,-122.65917544385438,-32.62842366037373,42.30443996076535,B,-160.70675767626213,E,9.09058784234572,C,B,-53.94102590833223,B,E,-208.6573785660611,77.63893735793795,60.72271699334788,5.353878093187316,-44.76311594032511,A,1
Other,C,-66.25898690124603,-11.693237348874204,47.52055591152939,A,-85.22697085890833,D,194.20244426039545,D,C,-72.9286153419048,B,C,-123.6289171173679,60.4101591147852,-88.15610976862047,20.270002366220027,63.055822603999715,A,1
Heterosexual,C,-169.2742940508734,71.77135614623559,56.9079085444393,D,172.0512712399472,C,79.07215505271664,A,E,-89.12154135535411,D,B,-71.16452951339144,55.85409250646194,-33.786708653515724,-62.476810938074436,-13.074220197961434,A,0
Other,E,-54.71840540163343,43.10704808660722,-159.23731997241248,E,103.97319800604346,D,-268.3370987836293,A,E,-131.74699318044242,C,A,-56.199452043107335,-162.13406030619214,-75.09885359589215,187.21150596841852,-13.418966007163963,E,0
Other,C,5.686833710275562,-25.123558975829624,-42.351360221233705,E,182.08442089954337,A,157.47813185725204,A,C,-7.005796173759037,B,D,-38.24608504795362,-15.96858489786655,-61.81630044851715,36.77172931320842,272.5760299938868,D,0
Homosexual,E,-110.54529712068569,-58.24235855912805,-32.06404163655277,A,78.06990394557556,C,75.0782895143033,C,D,225.01748956538012,D,E,-20.940943181638886,-118.92583681998201,-80.67295276208081,41.168940016450975,18.049708472380235,A,1
Heterosexual,E,42.06283448230938,33.43208535214442,9.505651574694872,D,139.416928634268,C,-54.69334018518373,A,E,-299.06177839861294,A,E,-168.64806021968278,-76.15865607813043,62.91853921527023,-130.19006202417782,-29.974426201059934,B,1
Homosexual,A,254.34586836029757,-169.06801528724526,67.97990604071472,A,-103.60919471751384,D,-21.138576569706636,C,C,-48.962247939810666,A,C,111.75343627936059,8.542641948720668,-55.53326883902719,-80.4244266269043,113.23886150012147,E,1
Heterosexual,C,-35.000030389062566,65.56460339669805,153.27906383618262,C,-69.63347745523288,A,94.80444023826236,C,B,129.07665298714537,C,E,8.533798231331764,-190.74916380528052,82.9749124981253,0.6941378511331545,-135.36418896770294,B,1
Bisexual,C,-131.90392613948504,-110.88832081093597,-13.855803776558712,D,54.87858044735704,B,-128.40167961449762,C,B,-79.4110250567708,C,C,-110.78826072214171,1.8977636632038977,72.52487274437229,-54.887776893285675,-154.28054404877366,E,1
Homosexual,D,-160.65844450269157,70.75356426217584,-86.82254136910578,B,122.33998445723586,C,358.3576020332239,B,E,-31.143168508285374,A,C,80.84596575331125,100.64775512751498,11.236626078834265,136.11269798853388,-5.38274746063744,E,0
Homosexual,A,-5.618250131522653,-97.96371389767555,93.33554442528278,B,1.0152145046496712,E,-197.07977081948164,A,E,-102.57710915209366,D,A,165.04364268110615,66.16742914809493,14.573422155148776,63.05962607163064,38.37868152738191,E,1
Other,B,-25.45463286687803,48.84552555569301,-73.22285390028259,A,-32.0309802211327,C,-190.49428881035027,B,D,25.48064836684406,E,E,24.193930371527582,-11.129146245776889,53.937831442398945,89.00411339309086,-44.870549227257555,D,1
Bisexual,E,-39.508158862164485,35.08327781190111,139.58878029841983,B,102.94466422188503,A,59.41547467666489,C,D,131.19367859754396,D,B,-61.50724833001843,-94.05743429901231,-21.829454290297775,101.76820908797379,-79.53472953445235,C,1
Homosexual,C,-131.84336305381507,-21.70341803964234,119.22826447254555,E,6.624430198860389,B,209.55389886642774,C,A,-53.483413732013254,C,D,-69.00293084335476,32.79555814730888,-84.68108743693178,138.4342167294043,5.34496216230126,A,1
Other,D,-92.31439009216054,12.476405657305477,275.72388590598865,A,-105.28476895721725,B,-31.149938643465518,E,C,182.22260595143894,A,E,-0.18222108769502404,162.04200730581312,40.707685018743646,41.07295948401527,-6.164859293043171,C,1
Other,C,-57.0800313967724,10.249123049832399,150.1806564850507,C,37.64178510026574,C,-5.054900822530404,D,A,134.56160463422717,E,D,-137.08244005693447,-52.91164438588921,-76.85617840009328,34.48236039871148,104.96248814019921,B,1
Heterosexual,B,37.1760967225435,-93.68459654665772,-94.10130274636512,E,11.253442225472405,C,-3.9136726197196476,E,A,63.90037373160234,D,D,41.00447670198057,-51.98548977084633,18.05821401601433,42.46461893832751,-100.26222333224561,C,0
Heterosexual,B,60.27299417132292,-43.22298971851187,87.09630309938483,D,66.86121068015396,E,205.50041706071974,D,D,28.436422858591836,D,D,14.802817956421688,-25.61299586370136,43.56798669488936,39.54819625153003,97.50213437117999,E,1
Bisexual,A,110.75195294605835,109.74506711931676,-55.29299446481407,B,51.03963699301587,D,31.722547336064018,B,C,217.46399500892002,D,A,66.5978368661293,346.0966779784411,43.12350379911023,12.55637598319207,-140.8993059258839,C,0
Homosexual,B,69.31613015248973,-115.38525420453263,-50.119198756851624,B,-119.64177704700458,A,61.44059103929504,D,C,133.79558816064525,B,C,-112.83919890238315,69.00297926596537,-73.02626529170388,80.70563673076005,-0.672273867601392,D,0
Homosexual,E,-22.803674434461264,-123.5979911411251,9.023780147227017,A,-121.04699848398577,E,-66.12832575744527,C,E,194.0672013945377,E,A,-91.1517142300811,-270.831784130917,-26.899389456048162,36.25210089556489,-40.496691129619734,B,0
Homosexual,E,-60.7655632412006,-194.68882982072705,-91.61550501647531,E,-114.52011382217266,A,-115.05901862166938,C,E,19.930178122492396,E,A,67.63936344857056,-144.7028528564576,104.30231889436821,-115.8767813583506,-118.69888843620964,E,1
Homosexual,D,33.80180479832886,185.44238115159803,11.107940582978456,B,17.77577779903115,A,-41.25599309866256,B,A,-82.88616904217449,C,A,26.61869192171928,39.145364979429004,-26.012011575048703,-32.872145303455916,-107.34829635602819,E,0
Homosexual,B,-71.41724545890244,20.28692369177415,-155.91569096985054,D,58.21649409356474,C,-52.61986673655039,B,B,95.33678642197867,A,D,96.86934031521469,106.92005759564411,-68.5474814886254,-152.2299739438279,-35.84601083649919,B,1
Homosexual,C,-10.376626366722148,-138.47234210197772,292.5312955622239,A,-24.21116764781811,B,214.50960921660877,B,D,54.28697164932543,C,D,90.51917452320862,-80.63394743393923,72.38536273526186,-56.311550951589254,119.28766772124489,E,0
Homosexual,B,-2.1054383817253512,18.386843010986247,70.41237904091263,D,-12.73243034752893,C,-101.4979727913019,E,A,-60.737672766547426,E,D,-9.851242592802464,-73.73538690348133,-131.9920507704258,-24.525937371864334,181.43905930320403,C,0
Bisexual,C,-150.52120707806182,-73.407403660088,-3.7668630524003293,B,-42.4220205401176,E,-3.6629440734978926,E,A,145.37526311742113,C,A,49.022121326944685,-80.97039041807378,-100.84634423369427,-18.515284253147605,68.8064777554312,A,0
Homosexual,D,-145.57897241300975,80.34316554821004,-64.11952512365026,D,-56.669627756869176,B,-45.47849417810936,B,C,0.8078155754900904,B,A,88.58258893640506,24.647269381017317,28.19517190198554,250.74876278883048,-90.836055291176,B,0
Other,B,24.874839926095934,-122.80344061379186,57.74986469045541,B,36.78999544220809,D,-49.19260207145404,E,A,-29.21967337141455,A,E,-29.286471528186865,15.555606854313922,134.80455301673513,-88.80267275061115,-97.79799897944716,B,0
Other,B,-22.535832212068907,19.49326820087981,-280.9686500247513,D,63.902509198482946,A,43.7987031335138,B,C,-44.92687515576625,D,A,-15.659290335439701,56.8028653964047,12.799688932474423,-7.190471885212904,92.8397415447123,C,0
Heterosexual,B,45.199353853564716,95.2694209125399,-8.804280068635196,A,77.82111153339605,A,-158.03470358985942,B,A,54.292606260506616,E,B,11.342110636391304,-15.579961099034021,0.9433668709563983,-190.05768729804495,-35.39208190772183,D,1
Other,B,168.16153417543666,38.77100991657265,-261.00852451568164,A,187.4538020783482,C,7.836282104649659,A,E,64.9186128252832,A,A,-49.88616366328543,6.966774417312271,-18.4072266913048,-253.42387842447826,155.57076581167465,B,1
Other,D,142.48771663972636,110.26331748642878,-33.464395190447114,A,-0.4848827018713236,A,-86.26758341018687,B,E,-131.36275619019858,A,B,-44.770888938756556,121.55553080828211,-107.42770224618599,-39.08818568149201,30.826269982946258,D,1
Bisexual,C,-25.70032022550059,86.54007781304095,-197.26776622019545,C,88.05882695451015,A,-115.15489991002494,B,E,-150.94254127519181,D,C,-10.295002435865563,57.29752675120471,80.68596783636866,-6.59723453256835,136.72815609640628,D,0
Other,C,-47.82570596705658,-295.4119929734627,3.531040112455857,B,37.977480982896836,B,90.55239047678377,E,E,30.542746564976664,C,C,-45.29893499570716,57.92765762707794,-196.87764183376,137.95439866289817,-125.54650592535852,D,0
Homosexual,A,155.32856705709497,-41.33950564313098,-94.57624643236913,C,-79.33507578180779,C,-11.443472101433132,A,A,11.417364825910703,E,B,-46.63732318167716,71.33128483090002,16.894294202648886,-20.88280626801186,-80.24953567311981,A,1
Heterosexual,C,141.78713651258505,69.74208166574472,19.196712560768134,C,42.78658348532849,A,68.36147198664119,D,A,-63.60444119291908,C,E,270.7066446960943,-70.48824490638775,-82.99755459511425,152.73497428640889,-50.3098912978625,B,0
Other,B,-174.2198842543196,-60.435317361367815,47.786365972808674,B,56.23685424618441,E,14.99867487515675,E,C,-245.00220735694822,B,B,42.03968763910328,18.959153708346943,31.94284533431811,-129.44264775743935,-43.17236726470716,E,1
Other,D,-55.009536609387325,48.31731550828317,28.059104392935865,B,-12.063161087429773,E,31.157871557755524,C,A,-198.1859105213734,B,E,83.03224372610039,-4.981437240880349,-28.753528754951454,33.03942774279524,-37.93241611420838,D,0
Heterosexual,D,11.103339601961704,-76.8191512788866,-68.55179218013132,C,-165.1396201858869,C,-5.236073939356726,C,A,-93.34447667623726,D,E,57.051117242040725,-41.42097686828768,309.3628896680737,3.5128223475880307,112.656616269494,C,0
Other,A,15.810491888036267,89.22623534805632,89.33772342402796,A,63.591789311274574,C,-176.2703408217626,A,D,-2.5330454344490274,D,C,-32.03626546003361,-112.90597119173601,237.3800875432516,91.52692919368994,22.687346181267717,A,1
Heterosexual,A,53.34261655024937,-160.71005123820353,-6.830228814518743,A,-32.14003686199335,A,-137.34095814520185,C,C,-59.45426562395576,E,C,-81.77803073016368,121.58266564116916,77.51859664547999,-136.75102442318266,27.11246302008367,E,1
Heterosexual,D,13.669133108038373,54.72294888185761,-90.29860262480659,C,-37.994634630262325,A,106.23430914495063,D,E,171.51381540198335,E,B,-110.82533057531774,10.207983361991719,105.36503181668601,164.31324428826176,-39.77205337373762,C,1
Other,B,115.12959425176447,-25.213569886747294,80.96519296268755,A,62.61733679219124,D,12.696231918693421,C,B,17.566243268014226,B,D,-130.63666473799302,165.2119659638323,31.789432513246545,113.26952820481257,161.09915676004238,B,1
Heterosexual,E,-28.594414988485735,49.973786705093,-29.799610530151593,A,-86.95372697117391,B,14.543817533624598,B,B,-45.019828389210815,D,E,-41.25328679685642,-101.71369633092307,127.76857364917417,-129.32507233191274,55.9157227007197,D,1
Homosexual,C,-239.37228318560022,15.939950093961066,184.11762164620254,A,146.20374939027963,A,70.08129437302716,D,E,232.42358911046045,C,E,78.31124050365322,165.2619070152391,-55.74661394381072,144.32070961405498,126.29117646203767,B,0
Bisexual,E,96.0776690634284,207.77586786012554,-2.667045148801719,B,-156.08136559477103,E,-115.89736221039367,C,A,-23.060441203424286,B,C,-6.262748381971936,-121.88013430971496,-39.35960036795292,-41.517487296234656,41.26513043090589,E,1
Heterosexual,C,-70.42538490355771,-217.93070903383227,-123.32710819412567,B,-83.13737611591047,A,15.160240258824814,B,D,-106.18334386747644,D,A,-85.31051013400295,-148.15154272537472,-224.67929119107555,-98.83893523126073,-40.600536212306885,C,0
Other,D,-12.04100278575338,22.082783781624016,-196.33651825055912,B,-71.00613100524185,D,-90.2496982818457,D,A,191.64046234660924,E,C,88.15000308648249,-19.529379346946673,-43.858342920044976,37.90179950812183,-127.17473576147837,C,0
Heterosexual,D,122.17543816801944,97.0305834917345,-1.9217228789633782,E,64.9648186144445,A,-15.1358204018352,D,B,41.70539753922479,B,D,-130.50951288999997,103.29087145992337,37.92874043345936,-82.21409318130806,68.61645304465702,D,0
Heterosexual,E,-38.87887221054008,47.94800769893616,43.03337885149983,E,-64.5525985505677,C,122.36412778618289,B,E,-114.50325754549316,A,B,54.91717481271806,101.59930425991479,-53.77748179654493,75.36068402447832,-66.28310472423678,E,1
Other,C,84.28861021384431,50.75568311747072,-51.04117619127068,D,248.26007888022139,A,-163.5525309946668,E,B,86.27381947029772,B,E,76.06465171159002,42.0377792127542,33.27956491957349,64.34070505015434,-53.34535174140732,B,1
Heterosexual,D,-32.01089972187247,85.16336529946511,-77.24350758131017,A,-67.78604128906561,C,109.17877724564609,D,D,-149.90571648956515,E,B,-27.3528658512484,24.76647063561262,31.61809310286079,-210.2576457320569,59.90948838370752,C,1
Heterosexual,E,160.31984377593383,-175.97623832263736,196.88517490188374,C,-15.905061995826989,A,-99.8272479884018,D,A,44.6261324479031,D,C,29.124769731083177,103.95120143023541,151.20885720465864,-86.04019484811425,61.494275126851996,B,0
Heterosexual,A,-49.72948954106109,80.116846600793,-104.72415135072085,A,41.5994519141922,E,36.53325605866799,E,D,13.512961538018956,E,E,-88.42209176163963,36.43173729991575,-55.44196261933988,-11.240645430298352,-113.49942439375893,C,1
Heterosexual,B,107.96325026353601,26.696056240809018,-31.15574819758954,A,31.875688240950105,B,-59.668332879021015,A,C,-75.94176055336737,C,D,44.58397558532879,198.5969918060543,86.22674855542974,-75.80519853103964,-53.1794726864582,B,1
Bisexual,B,97.06974696743319,-55.586513490975875,-41.53679494941749,A,197.72712666836807,A,-114.68123209632166,C,A,-25.21411406146071,C,A,75.19129017203994,76.38883380748888,-159.10220540077026,-97.33273091773538,30.59384416825912,C,1
Other,A,-17.976116052991344,26.329581363478265,108.10508411979676,D,47.0403064751264,D,45.56473801259592,B,D,-150.72333320257215,B,D,59.23263902909011,-116.81630704297466,-91.04956398756624,-18.39868919393981,-11.143941836828361,D,1
Heterosexual,B,-148.61017205134124,124.03254743873345,17.375216513216532,C,19.622814338103048,E,-13.973904666169442,B,D,49.077294332941676,B,A,167.3190177048685,-84.0639565595762,72.0419806813602,221.99680838330536,13.349401987177464,C,1
Homosexual,C,-146.78618223248722,13.166631066084838,-122.21991166016444,A,-101.87844398624452,A,110.87718292131964,A,E,-164.47864594329405,C,E,132.9803238931175,2.224349275247518,-1.8281321626132914,110.13971084984517,15.184019749900768,B,1
Heterosexual,B,81.38496100342564,59.55455634658628,-57.27691033422244,D,-176.65046923595295,D,21.56706886409597,B,E,30.954388768954296,E,E,30.574275101902387,-114.10823651770954,71.71480091101844,27.457314195052128,-121.6328274058239,D,0
Other,A,186.06207687564702,27.36333463747186,55.53195336624949,C,-98.74777109121858,A,-182.44633486583638,C,A,3.6313692786622385,A,C,-135.77384165790227,-179.1801775651542,10.442572573880437,-6.636924783365609,-37.38710248690413,E,1
Homosexual,D,-134.81338074191947,-50.78764721280681,-86.43862380778387,B,138.4567364431015,C,-11.571609510428722,E,B,32.83243529187222,E,A,43.45521932574088,85.66881880070795,61.94835213772028,-37.069213763350184,-7.793548340099435,C,0
Bisexual,C,-54.90055466360444,-203.9851680913441,46.096744379791595,C,-146.60648465673034,B,-162.68021043062112,D,D,-10.852739703277022,A,A,43.462875128976734,154.6279871471087,64.26164445400562,49.13421492685952,173.5500930623852,E,0
Homosexual,C,-87.87025975173361,-52.42370711270476,-12.025629700526396,E,22.75883126448173,D,-168.85759017106253,D,B,-76.63177612095745,E,C,-70.75900216544917,40.79008677442989,-232.09364404141283,48.787413665297464,83.0700040553228,A,0
Homosexual,E,141.09112599831636,5.18516569660582,-8.053478018415436,D,-28.396478065375387,D,-22.599842955693177,A,C,-140.11367746642452,D,D,-69.07164817575001,68.86010050993255,6.6614709840841915,70.18338088729185,-104.99836282701993,A,1
Bisexual,E,52.89153882314408,94.09066691934908,-102.90362555821204,C,-49.6311618355346,E,-103.24633996306916,E,B,113.58530269821816,B,C,36.74064667282149,99.03664941373121,-23.819648616673454,51.80147730529319,145.90913452643932,C,1
Homosexual,B,37.870764437756115,19.664569401835294,89.1906327468363,E,37.23890421137771,D,-40.177642705768086,D,A,3.8317147593424563,C,C,-88.31008105207366,14.871012800168975,110.55086154580005,0.5426606826903425,-102.24525693842514,A,0
Bisexual,D,-121.25899398675706,-64.54887724093933,-177.27013087495192,B,-223.3926240845534,B,25.67514176388575,C,B,184.1730314044283,B,B,186.7739652571782,-151.3658124824538,-209.74740575450087,-32.74803283214649,-65.30683898908836,B,1
Homosexual,A,67.06549076841593,-43.09419065068657,9.017539926714917,B,54.15920378625118,C,0.8167346636680389,E,E,9.045478288789695,C,A,-0.44626614765111455,-186.33631061501202,30.905632284705003,3.54063484332406,-30.48125726342898,E,0
Heterosexual,D,128.87715096372744,-29.499478304538517,-35.0840566568065,B,-42.83793047181869,B,-31.220793864356594,C,A,65.35312859025203,A,A,29.364737054153878,2.478919970048538,135.57242546536062,105.45985678344852,-95.20964300670377,C,1
Heterosexual,A,-75.13585310196737,67.01334942081898,-16.983329887149957,B,130.10838053615836,A,8.592974211816134,A,E,115.09903967910992,A,A,148.15504683717566,81.8412282202502,-98.622502948969,60.79994074300657,107.08541293814979,C,0
Other,C,-37.19043037089269,175.74729828771967,111.83793017384495,C,-1.2164117136899093,C,-96.16430420589352,A,D,154.2701702474222,C,C,154.37056928647664,-8.726313100657688,73.26416373970704,-139.88849602547157,-94.92692426543051,C,1
Bisexual,A,28.911118410002707,40.817370076356774,-49.014381434416585,E,105.67414510553839,B,-118.3910653570149,B,E,9.570877516673338,C,D,-87.43517118055549,26.58120340859898,-35.70675530934885,141.16931274481203,79.72819681548874,A,0
Heterosexual,B,24.781246288112097,-148.63749224677235,3.9332640247848936,A,48.91171603293707,E,-64.0895473422595,C,E,-178.91474881346613,A,D,-132.65231592254696,103.09557417522059,67.88345980893848,-81.91678033606125,176.98396987100207,E,0
Heterosexual,A,96.70598446228793,48.80010732709647,-90.38999310259322,D,77.18261084040296,A,-33.48692448203323,D,E,-48.365581370086545,C,E,-103.24974552548491,115.35657853568443,-3.6355157921366037,150.95161682115403,74.78770286268494,D,1
Other,E,-118.62543137498677,8.105964878620576,-151.022097955767,A,16.44889812159656,B,-2.012299574030688,A,E,-54.800996164633574,D,D,99.82545935180283,52.680970329162136,-168.1278293277985,-94.18697569407838,48.55608467000055,E,0
Other,D,-26.3092586777478,67.77985688881174,-122.80749906092312,A,21.179311840180482,D,-268.25567056760804,C,A,64.83116186832882,D,C,38.68427705971578,-308.3145180621514,162.84806648791033,29.81704611757594,-59.82754020092911,E,1
Heterosexual,C,-179.06913671870524,-48.722949268010126,-16.572932681297154,A,1.0725095698500136,C,142.91948104061697,E,A,126.33015181925158,A,B,-78.20920004151996,27.16515524088756,28.922671964489016,97.88171470975887,50.89287606466188,C,1
Bisexual,C,95.20968719395715,42.11566336110752,23.5297195084726,E,-158.41622318442313,B,103.11918760023411,A,A,-57.310743606661454,D,C,13.022740450993947,82.96667241415645,143.80173286103485,53.210569865815714,164.07782231570624,A,0
Homosexual,D,-28.790802604173393,37.442015423226266,37.691177975235455,A,233.35809961735868,C,-114.25072325033887,A,E,-159.77313613036978,C,B,-33.70076573773492,-148.0618777901538,-21.18953514270029,8.274225012728422,-35.0904485122411,A,1
Bisexual,C,-123.28402347682761,93.61778667097742,52.57558627948903,D,154.3786337894545,C,183.28460120807713,C,D,49.882570354471376,E,B,-27.577649636221423,-140.337233068884,-56.71657624392756,-48.59620240336956,15.040938217041003,C,0
Homosexual,A,116.90195891959434,231.0202627322558,-63.068217824613384,A,-140.51569429223477,D,-15.198124426217873,B,A,-32.01117365871178,D,D,-118.94719239843303,-69.00627105275395,-29.62824885446459,194.0021335256535,-84.96439184225511,C,1
Homosexual,E,44.2061405902316,-81.79076487389129,29.357409759731574,D,94.8274880717144,A,144.18056913442476,B,C,-36.32811952520241,D,D,231.75011023771273,66.79576339354062,55.575257425550404,90.70975373913467,-73.60433515726925,C,1
Other,B,312.33710943309194,114.47456078780203,-183.7322060436578,E,52.50196092482575,A,-186.91990841929743,D,A,20.205814220586436,E,E,-107.23993648945797,-93.07502206458079,-118.70669257908717,-29.124113170954825,84.00450714276747,A,1
Bisexual,E,115.04617314364066,-59.030814050037094,-10.67787742985918,B,250.3091667214716,E,-73.27275323440713,B,B,-14.19606972204846,D,D,44.87251013461919,-202.65652288008496,46.87521958895646,157.81323888004755,174.8202243412163,C,1
Other,A,74.71974608174699,-50.80151976913615,-11.549002086615353,A,-11.695969687182854,D,-170.2462255905511,B,D,-32.579526189199214,C,E,113.36803465415119,-81.424866220811,258.3401087841334,-31.294340836703256,171.96323611940423,C,0
Heterosexual,D,51.00729030470299,32.35772349798275,12.448774902174634,A,-67.1515355872882,D,-37.402268224513826,C,B,21.682820627638996,A,E,-157.303819065578,-13.300296492011288,98.81580811218915,108.81186033217674,52.44325017765511,B,1
Homosexual,A,-36.83907394465328,32.7756267049743,94.75473412863458,E,-26.7652509677764,E,72.79021748516413,D,C,81.4736364910943,E,E,-90.20309952109307,21.26892196746448,43.582834438325776,-54.95588213555218,-83.36795678212474,E,0
Other,C,127.78131206465622,25.84493732126209,12.66263819188441,B,-43.25689704417031,C,7.32993354132512,B,E,-27.934222564971712,B,A,-52.306508789543926,-50.230889172577285,145.99551855273856,97.43877167900399,139.47559997289395,D,1
Homosexual,A,111.26661217060987,44.33346839566545,34.05388903306484,D,-55.176815761741295,A,-101.2192197968479,C,A,-149.76645226083733,C,A,51.29434619978436,-169.70739004380192,-48.71262826902968,18.707285589539364,18.783751389146385,E,1
