SEX,ethnicity,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Non-binary,Asian,-7.681522017532687,A,78.61632172683669,E,170.61544796272713,-76.87320420770114,5.368786454958483,74.00645007595485,D,C,-101.86660153421789,128.61999347888866,117.08873698670618,67.88875543730526,C,A,0
Non-binary,African American,-23.10839830384746,D,37.28250779507546,E,26.82644932805091,26.307080389216537,105.56596230361457,-13.815962343391854,C,B,-22.74514887484664,225.8406303091478,13.739550361427344,-3.175618934989571,C,B,1
F,Hispanic,33.817399350868094,B,55.89012448595362,E,10.964706243277732,-213.82382656806698,-33.565149305860366,-32.82075240636193,A,A,55.65022265662834,-115.28564180266787,172.7658183989201,55.555701236613096,D,E,1
Female,African American,1.5528489580275664,B,125.37526196061035,D,74.47538767847159,11.403744982045522,13.086100140290128,43.14271664187117,B,B,38.8169249077077,118.20945552109276,119.19537009646695,-35.819857753329366,D,B,0
F,African American,60.9728488676456,E,-50.18709240192557,A,-111.60486250127344,56.87264236344757,-72.61802925022651,79.2058012333828,B,C,17.154066538331065,79.11105700929893,42.48954577848766,126.34184449231418,C,D,0
Other,White,52.654061655364224,D,-27.41546655579055,E,50.966910440209055,-77.33222085326227,29.981973035519776,-16.520620525140075,D,E,-85.87264364295599,78.52961704203658,75.22248181824,-8.145503145612242,C,A,1
F,African American,88.0546043589938,D,-246.21742190435202,A,66.43394539628129,-15.67843252939873,-88.46086906918897,-56.8777997379738,D,C,95.65388716321978,-72.71397469700156,-14.311108360071925,51.34910489583161,C,C,0
M,Black,3.438796657628301,D,-53.60955769572215,D,-1.3448743002656547,108.26784405872891,140.96723592865962,-38.43402378822064,E,A,27.816009244950518,94.71482573762776,70.29443053560246,146.33380112659265,E,C,1
Male,African American,-237.26557831915093,D,27.45694921221608,A,-23.2142693377114,261.67661673561616,32.64317198821926,-10.426607854512554,B,B,-60.14051077888157,-125.81997084654759,-95.32385154464575,-71.23235032704734,C,A,1
Non-binary,Black,29.63030729440876,B,-89.40134722724183,C,-190.03716102625629,-52.398865565354924,45.42603662430947,-55.877179562599565,C,D,177.96146412592753,19.713198254933143,-54.24351216898088,43.53049739510804,B,D,0
Male,White,26.942486696805624,A,32.46631091660123,D,-77.9478791852711,83.0341459007312,2.1173647250614414,-45.2849449189819,C,C,-48.69214299615577,-31.772188941396625,100.84610088497695,72.80221776051785,D,C,0
Non-binary,Black,79.13670016100967,C,-13.566335907849373,D,-122.17359438035072,-173.51371355432738,153.39888379954078,182.8480238582174,D,C,4.674204368648096,-19.991533267556374,-33.70000463006026,-39.4455777535725,A,B,0
Female,Other,82.39658318588116,E,158.05187202773791,C,98.99952753525054,5.594167013650746,-169.55196789794743,201.98401120349035,E,A,84.87351945294134,-76.28437870482664,79.57007565359972,-97.72382052126015,B,B,1
Female,Hispanic,342.71480986844625,A,-4.045812877294688,B,-138.21370924105048,269.70814045789615,167.2634895208634,-103.70944562341786,C,D,-144.62435268209194,-125.33968505618087,125.2024228344124,46.24654217599711,C,C,0
Other,White,90.08155362178924,D,-122.30294636147225,A,101.1885728123708,-57.777207845389114,111.14090226369974,-93.56235676472234,D,E,55.73774457671048,140.77456166199363,283.12209781529975,26.711281474483854,C,A,0
Female,White,104.39820565895359,E,-207.80054150783315,B,-47.431869157247405,79.50548674210397,-166.91397847652908,149.15642670135756,A,E,69.78206379410197,31.077491309450107,-169.35985820529717,-131.83349658036127,E,D,1
Male,African American,-124.62501014078782,D,-42.498590078185,D,38.67606376185297,126.33284160685756,85.46052535568204,-10.605733514285829,E,B,-17.150734399072835,-18.731164808739617,-17.505742675159965,115.99809707561963,C,D,0
Male,African American,79.41595048516855,C,35.23170900693946,B,-4.321044210732395,-7.420193942601637,-32.0283673401876,-54.47759183338932,D,E,-5.881004324623393,-199.10129995673202,-117.7585001292996,124.31354498122677,E,A,0
Male,Asian,-152.083384017028,D,153.97981817243632,B,17.268107685368808,199.70647274347658,-54.40909457863879,-250.0602325064157,A,C,64.32076430108317,8.527695001761291,140.59098024067265,-129.59361573521852,E,E,1
Male,Asian,-59.91693493640514,A,61.46571544925651,B,-37.27397138791905,89.83885290236002,46.97019188821011,-155.98207228752153,A,D,-64.38476889299423,-68.09220672874157,189.4771503208981,113.3999794042494,A,E,0
Male,Hispanic,-25.98884381377103,D,-143.30361400089097,B,48.37936434124938,166.99534571959234,30.99867645464921,-129.28779788453738,E,D,28.70388962395128,-50.928741310894246,117.00244173836154,164.29101423644917,E,D,1
Other,Black,-154.92734674820616,A,40.013105563281314,E,-80.90366849638222,-99.8430078412318,63.58639909669584,-157.23130553101723,C,A,39.44012095083367,47.88973268458393,-23.363405855997453,4.6520065322319635,A,C,0
Non-binary,Black,150.0643397325695,D,-54.594898579140214,B,49.44543850660097,-3.8186619038700154,-15.89836052076409,90.123889862506,A,E,-104.695322860893,8.116300393701954,61.94376420266531,0.13515043709422644,E,D,1
Male,Asian,58.699810894338654,D,41.04136627734754,C,2.3598267748991453,66.67296343795094,100.14463455036685,90.52065547719906,D,A,-184.40873018397673,184.8258209490424,-0.4246985311665007,132.4064366510652,E,D,1
Male,White,-45.212522625763356,B,-132.9634236308454,B,16.537229560762214,85.24360064031688,-88.93069936367098,-2.546509196502513,E,E,246.47572228189145,-40.1844524083989,-66.19695984149513,48.54701232755597,E,E,1
Other,Black,37.68945762270159,D,-83.9832880608992,A,38.09448150117862,-57.95242223293444,-94.9725839457527,120.16365216361167,C,B,-53.2500042931103,44.43878128809293,-15.757547841375407,121.26335793593435,B,A,1
Other,White,-49.57375635041086,E,50.73619656623668,A,110.69856864680875,69.26860707290255,-6.430807731653446,36.82814778313224,B,C,85.67414025144852,34.13702856168604,79.5071988629199,-240.538765637372,E,E,0
Female,Other,-132.4989784593673,E,138.92407285112807,A,123.63965574299509,-70.29949232604751,-27.022748237079885,-78.9096909527151,A,B,-120.40633329806528,100.1619814913429,-30.35495622110901,-11.264926310267878,B,C,0
M,White,57.19019324513857,A,83.4868226727307,A,73.24344298128044,87.58402970578753,19.20934547627054,171.00381992266435,C,B,51.138087456210776,-207.48711207265376,36.06258053533572,71.47741763906681,B,A,1
Other,Other,2.533740151677696,C,-226.12752399674753,D,185.56709441907827,154.73293415510923,-65.04489888441117,97.21991979499849,C,C,49.436328822271605,57.534712105361564,-207.08081546655285,-149.47079586935297,B,B,0
Other,Asian,13.799827628199287,E,-153.74582665434968,D,196.60339598008662,112.86040323743967,84.79063780615603,-7.915449691485672,C,E,-67.18043633737129,-1.8097207735612193,-61.684181367916324,56.576442727377206,A,E,0
Female,Other,76.15321597183076,D,-117.5573006791276,A,-1.9855468785614192,-85.56557698427969,10.757819584620545,28.4209238552107,D,D,179.3723222702446,100.75661403141827,29.314710259073173,91.57798692419242,B,A,1
Female,African American,-106.31414256859648,D,-204.41639716720235,A,-15.721056139477337,-292.7710226179389,55.873361250603516,32.56357500611829,C,B,118.68679573648373,-157.65706611188264,187.75362636230972,66.2433784834344,A,E,1
M,Asian,92.65833909071097,E,27.535780292190214,B,-260.2885084024998,102.62951525958002,46.73430795668724,-0.8043655757604287,A,C,178.60392879401599,-25.415808938446983,-147.70106097905074,-26.59512583384347,A,A,0
Male,Asian,-21.079115571744047,D,234.14740615047162,A,-60.20978007129172,-69.3827921839858,-42.49637147583443,181.61179512875262,B,D,99.10746065928394,-61.88393158668812,6.216536972937687,112.47063047348756,B,A,0
F,Asian,-64.20270699735535,E,83.90755426134118,A,-37.949616626377065,-103.16688098697828,-92.71981874319222,12.806706514608937,A,D,-55.95078333991908,64.33198451446766,6.43341990930376,-101.89558634035983,D,B,0
Non-binary,Black,81.02631646685687,E,-28.31413925548429,A,91.80030899816836,90.3978473486039,208.99867468191692,-178.8873408648418,D,D,-202.7835859669393,55.95401083778412,0.10884532485170471,-63.595468641529585,C,A,1
Male,White,77.53545133091637,A,-50.724232186176636,D,29.122485542706755,38.73899502969667,9.111729869206691,4.326972372624629,C,E,-10.847651410594574,15.468521317576162,159.6013271783946,10.549806043614678,C,A,0
Female,Black,-26.218087207095873,A,-39.84409978168698,B,28.827404221451324,80.43453700504162,-57.54747742839419,185.39668963683386,D,B,-114.05821543251149,-66.71837972171326,-206.8497000909534,-61.2072073830614,C,E,1
Other,Other,-10.844014320170942,A,77.12914309582183,D,-94.97478103473092,317.32400115056123,-96.5189993431151,-76.05799128106591,A,A,15.495320253691917,-88.55240812415917,-5.009189209780754,106.4119475353321,B,B,1
F,Other,70.17431322959229,C,10.538083599345406,C,-13.579016765597204,-25.019133658820873,98.42968750360278,86.94926178456139,D,C,94.80116416387287,22.595196011460597,-161.58442019897504,-60.48382389808137,C,B,0
M,African American,-53.56965053419101,C,-48.162585904317964,C,65.18315496839867,89.22528185151432,43.295995373920086,4.235952299640902,A,D,-58.70413889245435,-44.40272677000002,87.01114685485503,186.564006916905,C,D,0
Male,Asian,225.84284295880056,B,28.28222087983382,D,36.87227303099953,-26.28302812406623,39.235453451402726,-69.1933672423714,A,E,-48.73418975161541,10.797534228298879,-4.73732277522293,-69.03120938991616,A,A,1
Female,African American,-63.99878547057571,E,3.8148658495392924,C,-68.27332810364301,130.649872756512,180.45660000126642,220.92682952988497,A,B,73.62819046530747,-10.580189514324314,-46.79096637488291,47.15992854473862,C,E,0
Female,Other,98.79914325690571,A,-58.49012907385956,E,-78.28835951648698,-39.831763043994215,124.50463178204755,-114.91854648101318,D,A,-74.8434613314325,-169.9257308313072,80.45652426311743,-0.09450964689877098,E,E,1
F,White,-38.71533009604781,D,185.58793448204034,C,-38.91028646215224,141.35666151552627,32.39587089280528,-61.836771334381744,A,E,79.13790424242954,26.170926095467905,-13.61266994779949,2.4491561713618197,B,C,1
Female,White,-72.8376881604317,A,-81.30826219537134,D,49.39207788848176,-20.335565244838822,-270.4608538773744,-159.04711059949918,D,D,-135.0117726604354,-91.89555288761278,116.6349870266487,107.97743286166815,B,C,1
F,African American,157.32195163285758,D,-81.58240390497717,D,-59.753063280813436,-197.7009181910235,15.613827050279305,-0.48541050746502806,A,B,-26.341022459267936,137.49168920112854,-142.56496064775908,34.20604566298992,B,B,0
Female,White,-79.68117082821074,B,53.01160048677171,A,29.84438547237893,126.58772252425624,17.477330044352634,78.1727373810861,C,E,-60.52713490750189,89.17335784975255,-60.70225139303867,119.53595185428476,B,D,1
Male,Asian,103.69541548330517,A,-38.300086467960696,C,66.20283264001307,-88.46222602594412,-136.35769559607144,-107.60552999315662,A,C,60.93171561042134,85.13321119009277,-13.858120252072109,47.93346273385784,A,B,0
M,African American,-124.63704739862409,E,-0.3885677605489232,C,-168.47238388589244,-17.300986732313415,-43.76523861907061,71.52641146011794,C,C,-18.4437429619995,-4.844138013287782,5.479234841880403,-228.29811216356464,E,D,1
Non-binary,White,-34.054089874000304,E,154.02047159478582,E,48.19175948921542,20.020670966727383,111.84809378055454,85.75878237274799,D,C,-91.14184544305994,-113.5114193420744,34.119634731123256,43.861232745330284,D,C,1
Male,Asian,61.95502543298366,A,-11.606601923478207,D,-82.68128657597067,53.10117871320823,-238.9030358457735,-91.33758633979096,A,B,-22.581979043998103,53.88181065012726,78.87940571381434,-41.39289573727963,E,C,0
F,White,-18.10341389053292,D,42.69810745709693,B,16.433766928307815,75.60958355205115,247.77551250362708,-94.71027290461093,E,B,-135.94055270685342,129.42601812304514,-90.05076447447277,-120.91934426754017,B,D,1
Male,Black,11.553010796104692,D,84.32852625068901,C,33.53581876219599,52.73394576424677,-36.44240492321453,102.88305411143092,D,B,-37.5710728222629,-124.96299472366536,22.8873658865526,-149.80704007575207,B,C,0
Non-binary,Asian,109.76673381376764,A,112.51924809118424,B,27.142113638643284,219.90418115256784,30.324394463776887,108.80480972968896,C,A,1.1495012153088562,91.94702023640791,222.4266315188854,-112.27044505760388,D,C,0
M,Other,-107.72777865205296,D,90.18087143149802,D,35.50725288485107,-38.95663502318643,-47.80378000342956,-50.19410785012216,C,D,-123.97134464275908,139.59983038598008,7.801621329506285,-24.715251914163773,B,D,0
Female,Other,2.2283535865423443,E,106.64305193695232,C,76.36049253084533,-37.39038681016602,87.3954403241622,86.35296896164733,E,A,138.14808968814026,-203.63669301506286,-27.468361609862274,-76.9339260379956,B,D,0
Other,Hispanic,-71.89476456230753,E,-1.398322410937059,B,48.98037374635058,-45.5139771617078,123.69926596692677,88.34218396060042,D,B,-61.30658097600675,-24.20715564705351,33.45593549998949,46.526818243276715,B,E,1
Male,Hispanic,-135.29347781957384,B,130.73763176564486,A,-5.112085407550877,-33.28488512223437,147.59963680536455,-8.394796275915088,D,B,-45.378828846693445,40.51534622820615,-47.29816391042653,-31.719727096343707,C,A,1
F,Other,-36.737392520428855,B,86.79939620294135,C,155.2253171651988,-197.94251538154305,88.96693503814186,-44.748731275732275,D,E,53.99157882265403,6.357545001442702,-126.7480769346819,-31.07155755808437,C,A,0
Non-binary,Other,-102.72675409676555,B,70.08324215559738,E,53.557977765952515,-135.0591293699544,31.874870087500717,-71.89977467894882,C,C,2.626263653901116,104.50273634913574,26.076693526184265,-108.74122521825034,E,A,0
Female,Black,101.54159081328483,B,97.42625912283546,A,-31.140467237216914,80.71125645245975,-45.12898214361601,116.16211752674288,D,E,20.825909958114543,-64.37626986031312,-100.01228904389374,41.13798489340673,A,B,0
M,Black,-1.1970773444914204,B,7.231603035668995,D,-54.15764800604301,10.147624933183936,119.48274210968879,-5.515617100181381,B,A,10.18827724640863,-52.180240679380304,0.010436462776989227,-53.7969249961868,A,E,1
Male,White,38.59944319890371,E,-105.75911049321569,D,-67.39040981725654,127.60545294586925,-32.3468960649985,65.30091985720141,A,B,-16.376940233906602,-136.86413987058899,-121.45138254204744,23.28605455108748,B,C,1
Female,Hispanic,86.40797027346544,A,-125.30000819937534,D,-15.900216096780746,-66.99225805002766,-19.296758633978236,53.67074896635828,E,D,-173.29634130917,-24.95681899273383,160.18878324255533,123.37275027682699,B,E,1
M,Asian,15.086666274876153,B,-83.19089667026846,E,-36.39672145232249,78.36683938946481,98.26307928899276,77.80883037734432,D,A,-185.10040534656525,-12.236503178638927,42.011657037967296,81.15055944377247,E,B,0
Other,African American,104.33264040991399,E,66.27579912478822,C,96.98718196537483,-82.33658411046673,-12.58555665487861,-160.01337395974204,A,A,33.88304746387249,-7.782318077698222,125.20030734085621,31.014118129941238,D,C,0
Other,African American,-77.69283776975283,B,-199.35315832260687,E,87.29931860586822,-33.232214985685545,19.11011513935984,-43.57565398684105,C,E,9.750827739419114,-8.81989856979094,-118.9985757530126,-13.611778342001147,E,E,0
Male,Other,170.41878180570922,B,-34.16765576343589,B,9.065183718650264,90.30240321789493,-49.84851584670121,-286.40046050519544,B,E,94.17774876680676,124.27622621369623,76.55547868358047,144.29470551669982,D,B,1
F,White,-183.41873613977216,D,-167.16159425499538,D,85.13818280179166,-46.37569011849231,-143.07417452046025,24.127618139460196,C,C,-10.350267376201995,0.3696990548631386,-107.66640378848722,19.01412907274009,A,E,0
F,African American,-1.4557680275311182,C,8.229864207407825,A,-102.29696137779376,47.1418290197997,122.5546295094005,-75.09169138352112,E,E,-104.59881102762112,-13.759841470779262,121.80855907169648,-173.67552032163962,B,C,1
M,Other,-168.11482917708702,D,96.4613987555014,D,-136.76794136879508,78.88226190001896,5.890094018074299,-168.12731011077668,C,C,-207.77353746958477,20.61924839793077,-70.89932661474442,44.94585309078576,E,D,0
F,African American,-11.618246914784983,E,-129.6880633693629,B,-103.12319358752495,74.71446268429922,-51.99812300002596,-64.11905822073585,B,E,-12.314240895814226,41.56019905511439,21.441628854396072,108.08925293066262,A,E,0
F,Asian,297.26192966109164,E,59.441230627703035,C,46.68500746759201,-0.16209779335067537,29.227519250547306,-14.647906804817906,D,D,-46.86651627252342,34.981999444849535,-64.74360956950493,91.0323536090993,B,E,1
F,African American,-99.79516984882889,C,-87.06918058967462,C,-125.09787601902266,-34.41965435326488,11.060024588906744,-101.85148235505537,B,B,-102.72082748771558,254.69621111251564,24.766458881765473,49.713535063485196,B,A,1
M,White,-64.7818230416016,D,29.446644947494065,A,-114.46346920684431,155.9011663384667,233.11026513857814,120.78399013511813,B,B,-117.01422903921713,-89.24048807133056,96.98858024020642,58.93949358878048,B,B,0
M,African American,-9.092501807408503,A,-142.11203508008828,A,-15.258226201059646,-31.03561428159198,50.77580830285749,-173.07617057647445,B,D,-188.15514516584767,-60.75292404650374,-43.47766553843868,-188.08225043420248,D,C,1
Female,Asian,-5.315172799622421,B,-32.005457776783935,A,-43.604389327136474,136.4484281847641,-46.570629000454666,-170.81324279592437,A,D,-37.74462913136417,-181.95658738430504,15.38931454422058,-64.84304193316594,B,D,1
Non-binary,African American,115.81535117345287,B,-36.12444639586715,B,35.99553718823624,-112.58397677792078,128.20531622544598,-0.9338152354333606,C,D,39.3765883085557,-86.64321408111853,-25.308514951184463,-102.8113979157909,A,C,1
Female,White,-91.63497048773426,B,-1.7518489827430261,E,13.391627139676975,-102.89219664515466,-222.31361312864664,59.53093029126426,A,C,33.99637711597684,80.0276202069925,14.51797804749699,-175.6142849402514,A,A,0
Other,Other,38.31524624549741,D,-111.58106307386274,E,-15.12820039473114,-169.73427412114702,-49.60789978784747,-170.84641818947043,B,D,77.79933166738854,-21.76024203604859,17.296839546341563,147.45373078155774,D,C,0
Male,Hispanic,194.63798853521322,C,-323.2355120154196,B,-52.53598820133346,-159.40327667536974,44.23707085261717,27.055960976458444,C,D,125.9761359204883,-174.1641376204927,-22.242157470514933,176.351001377003,C,B,0
Non-binary,White,30.795487355252654,E,-5.29733621126664,A,-123.65985994108189,51.5318133191205,-83.65961169732728,265.7253533857391,B,D,62.06697664288242,-51.02275824042886,-0.11716098625633162,132.09376663791858,B,A,0
M,Black,-135.10801814462036,B,3.3207139030833575,D,-153.95571535727137,-89.45079558374725,-189.909231326274,120.55152907354474,D,B,-4.571544341698643,4.154901871818107,4.372331904921697,80.70894828577659,C,C,1
Male,Hispanic,-50.511910962211324,D,-25.462945344139147,B,-116.52436108878955,-58.0521414815243,-7.976027667781069,11.141052990328037,C,A,-58.71277251382904,-60.89761505192563,-6.964533311314913,70.10382058377861,B,E,0
Other,Other,79.27976075689187,A,-43.82648914776388,E,-77.26572635388645,35.443218098176814,38.890073079425605,-162.84245150308095,A,B,-26.557500689543055,-116.73468006524313,177.07284506810484,27.312984683279684,E,E,1
F,Hispanic,-30.4379694539735,E,71.52720541043132,B,-12.480290316599513,-49.15506493523148,100.4520003060815,-201.4667581674511,A,C,120.90165809462393,25.136771346857493,62.93243381080779,-87.66875910093084,E,D,0
Male,Black,-4.09155831463875,B,11.222477400683797,A,49.486833563541104,-71.45907793536918,-42.884911167354936,126.91106489612662,B,C,-82.41495289011613,-15.17088564938112,55.79508266358189,85.73697303947064,C,A,1
Female,Black,9.112553293374381,E,-96.14803914156053,E,8.746381409866915,32.016013011988356,107.20346085807313,-12.625343501439954,A,C,152.76970071949526,-62.21968046415892,-19.531225084165555,158.90718016257566,A,C,0
F,Hispanic,-4.94343903903619,B,-55.08960491216391,C,-150.12920449491125,18.723795017211998,-108.36129434969229,-68.37648269336842,D,C,125.03927714811158,-64.88197254669595,-2.2324056791826767,56.610418735965176,B,C,1
Female,Other,-155.5674008269155,E,-56.86153634416979,C,-1.0436243881304648,67.29273136494118,103.24431674188178,122.55500942956785,D,B,68.39609217279252,-73.64144617931761,0.07211451946379777,13.140346745740933,D,C,0
F,Hispanic,97.96678741093788,C,-86.62437024639793,A,60.515435396808336,24.421519462866854,-82.73092322389165,43.780132693674894,E,D,-60.7141878825427,152.61127617231898,19.42168328820809,53.33816590404786,C,A,1
Male,Asian,163.35166599792223,C,-50.24656361775703,E,160.6641774707868,-176.81714953534612,-17.548670823653293,-29.02295701525374,E,A,-17.483122778240954,-51.98298217280497,-307.7886294817617,-52.6853995892578,C,A,1
Non-binary,Asian,-150.50658347981548,A,-222.1099407510248,E,119.78281105239053,49.17087601190067,87.33493346896897,50.03827882684306,E,A,119.3158476914868,-74.35290783847238,165.61307612230885,-117.66341833044716,E,D,1
Non-binary,Hispanic,2.1281744148132447,A,-118.02787496421232,A,-3.041751702131851,-161.52010682591742,-31.018055190996407,-149.80641673523238,C,D,71.12054075503644,-29.61215711400303,-65.61912627015809,-53.59584887407329,D,A,1
M,Other,1.3589916763613101,B,-26.159136303836505,E,125.16579796922053,-4.462436133392364,-104.72497133643594,-24.874018567056723,A,A,-6.927672473152412,-40.88519648924323,78.70536201578066,23.788165483589417,D,A,1
F,Black,79.70429983027452,D,-187.43221476032133,D,-158.6026710257208,-1.5924978975263453,19.799791193666017,-104.93909985017433,D,D,151.87062511253788,-18.87722326306187,3.388893022133736,-45.20734549654926,A,B,1
M,African American,-61.65133202794196,B,98.99082793120077,A,-223.40394501187268,-3.1292657221866436,-236.5338998909849,164.67304109245984,E,E,-48.21240257133493,14.151424699146636,122.66007558583716,60.6724003073315,E,C,0
M,White,-91.29024360338481,A,42.75543947073813,D,-68.51515575083575,-37.99887634214748,-62.1863639799773,-156.34650845141803,A,C,51.21267994734626,12.562656823385929,33.24084678362593,6.831908322144196,D,A,1
Male,White,49.990379898185424,B,24.011910740754587,C,124.80081485867886,-81.8099150864129,-89.23762850255132,-220.8968719273178,E,E,8.481139212611275,141.34059647523375,-93.23882974458412,73.92626902816455,B,E,0
Female,White,35.63242115499097,D,-66.61068590344016,A,63.33831310430427,-76.06130731503129,50.53290518695729,189.67629775490215,A,A,152.79535961118464,79.75066487923314,-56.91125984131966,96.29585376193315,B,E,1
M,White,-92.03016340818253,B,-15.946008711768487,C,110.83918280029536,45.682491509583144,-153.0353473976489,47.51690716005205,A,C,-8.496716692827853,-96.7587224816875,216.50881467954872,97.96412059475978,E,E,1
F,Black,29.41863547669541,A,159.75202442920863,A,-63.31990278029524,-128.80705583633434,-37.39600236419503,-53.69552030621485,A,D,180.52859518390252,38.698313413330666,0.3854375747008923,-53.29816118213363,B,A,0
Non-binary,Asian,-80.50464486715796,A,96.99733299006014,C,-46.47605246087668,-7.000029480796368,3.356652557323921,-64.84281968700151,E,E,29.432725226960553,-91.84117901198555,-119.74918575410113,91.34964173783948,D,D,1
Other,Other,27.85774970492935,A,51.53708359769495,E,-82.18031881622682,-43.42378070625388,137.5553132001287,24.453279823300047,A,E,78.72205317121485,-124.84797604026066,-0.7246666014081711,-94.38309270815141,D,D,0
Male,White,-22.499185360175105,A,-171.64799460383432,A,-63.4227817243165,-118.50580057345186,38.02682162437293,-23.860338710464664,C,C,61.358025501562594,128.02063328305275,15.423057839995142,36.30333650362376,A,E,1
Male,Other,-77.77225160845282,B,100.05633547067268,E,-48.673658634379244,-52.82901860525296,-98.09482877625739,-56.94071976063606,A,D,72.98753562423606,-73.4122375716712,1.7955137099828267,178.7676416809469,D,D,0
F,White,-51.93642641808811,A,189.00916278399512,A,143.89008469950593,90.37286154589275,-113.75344877284084,-50.33019207598286,B,B,-12.675331515293475,-9.58997523203265,-73.09362805764721,183.05470479411164,A,C,1
M,Other,-2.397160611453603,E,43.42229642229544,E,-71.45597934485144,373.0735930993456,-13.301445308708725,19.6456740490578,D,B,-56.63689210271022,-10.244636525137214,-195.9230629515366,-147.2790053829187,A,C,0
M,Hispanic,-4.42934838902438,A,-177.1928304727019,B,-80.05597141875141,-67.03075035801912,31.954795705357604,88.86385614671568,A,D,137.93360740212657,7.863900992623909,-127.3138091811431,-55.01012138686079,D,D,0
Non-binary,Asian,-213.4990712990757,E,-27.04016504555903,A,24.75138260955093,-148.044510267331,-109.30759854208472,-20.294011099299176,E,E,66.50162172954226,-102.1129620198873,70.58169668922405,218.05619251495355,C,D,1
Male,Hispanic,-17.870923292476586,D,-153.74532661855343,A,82.19968783765714,-31.503303740370566,26.810319862787434,-66.61892228951456,E,D,65.50872771347417,21.411102348487805,-19.019255047126382,38.04829871384439,A,C,0
Other,African American,-37.499402414811065,E,-11.62611869391339,A,41.605200259190596,-106.12369809804932,-21.93002270901892,-134.35919964797205,E,D,-59.96105834040406,-176.77222505810724,91.83994500090562,-119.43585999179498,D,E,1
Female,White,77.17565140779604,A,121.10555703576024,D,58.2557155119678,-114.45788914458525,-132.4585568576356,17.59202750576373,E,D,-169.44986489216905,-29.914838016318186,-102.13627040805966,-0.4718428340601848,E,E,1
F,Asian,4.61610671944522,C,100.06105950833968,E,-125.86764909157723,-56.68858051345349,78.66154737031147,-28.930658451285584,D,A,-242.8293116110172,6.2156749204056965,-75.97792883236036,-43.615233029692604,C,B,1
Non-binary,Black,141.17359798146632,E,214.53145223237158,B,-134.4801636507749,-148.64135787046507,143.35824367056108,22.977537112453916,D,B,75.65439510725099,-84.62181592132373,153.10757528075612,76.363868375789,C,E,1
Other,Asian,181.2387065617324,E,-9.020132698695932,B,42.7764275125118,22.098021236652414,-23.49311352586721,-156.7514438022314,A,D,-1.8893337438536248,-89.80481400346932,154.42897626298583,82.86679016428187,C,A,1
Male,Hispanic,-16.127178269235586,C,-97.20018480455174,E,-44.4613883082135,-144.64152019627375,14.634634379532358,122.06682483068847,A,A,116.53144682218152,-110.15720814816498,26.89592928377073,60.47086275447984,A,D,0
Other,African American,-200.12382093823402,D,-119.52121780755644,E,2.791631440386795,170.4334678070311,29.15414962158551,25.41382335289539,D,E,70.58238419295864,-146.15100537990728,-129.93405206297953,-86.50626458603045,D,D,0
Non-binary,Black,-164.19058729799022,A,85.64354633451836,D,86.34381659058916,-27.20859378100318,85.78089349284431,-18.259500366530254,C,E,-28.786610497787557,1.7386449350356752,126.16155905483946,38.05391688759392,C,E,0
Female,Hispanic,-13.280204167442205,D,93.87732981598914,D,36.00843795492468,-11.252751684198497,-174.8962605088493,130.3444947710023,E,E,-139.8307593315245,38.171346002832564,86.63877222619628,-43.09528483528246,C,C,0
M,Hispanic,-137.62821239643083,D,-69.02671432588491,E,-84.50300868333535,-58.2434386606954,26.424600796054865,-68.77120346196082,E,E,74.42923064831052,15.206020095544826,77.74709421624227,103.51121521013718,A,C,0
Non-binary,Black,-76.97784591462184,E,-27.911111419134006,E,-53.865711884921616,81.38370093586497,-120.70904350831233,18.34182462712998,B,D,89.13503022636486,105.0536082193303,-135.11674303484753,108.19065016280389,A,D,1
Female,Black,-90.4526673331704,E,214.6513231793757,E,-33.69762407427028,-78.34308189104479,39.15476749173041,90.99521541698371,D,A,-50.59578871721866,113.1169478533228,228.56525328229776,-98.2469432362462,E,E,1
Male,Black,-153.71861780301057,D,147.90374869266978,C,-17.73788921878951,-69.50155923919993,160.78206357431816,-16.446508735826228,E,C,49.58810679923683,-49.67022050202582,108.81234424468194,75.8287571903636,E,A,1
F,Other,-250.13164138855774,E,89.67049547595863,A,-8.597069877466922,69.12348841492187,90.60612371873115,146.56750311013084,B,B,22.662304771032126,35.53355597507066,-56.121025804764024,-50.64020158368143,C,A,0
Male,African American,-167.12324016441158,B,82.23558563678593,E,90.55388659113824,-41.0489160074724,87.00130446104235,-119.83725145473716,C,B,69.99060270672467,5.531599732384343,-38.760821489304845,49.72419405125477,D,E,0
F,African American,105.71760010262193,D,49.46603682016347,C,-23.15635543621196,-115.74096773643736,-228.0900818821926,47.20729966777843,A,E,-139.41701611208313,-82.84826087733396,-103.44075103914116,187.35619773384292,C,D,1
F,White,157.43939082976507,C,52.38303355540812,C,-12.35139566091158,66.25010487123224,49.61691261646198,-31.264373455846567,A,E,-63.06659274300374,31.17257986344088,-28.763341196016107,147.20359660668527,C,C,1
Female,Hispanic,-220.2035062164993,D,133.47779454905287,C,-71.06422872745222,218.810717402236,90.65728657950285,-29.89919476812874,A,E,44.872067241869196,-128.39696454837963,0.4179661706714126,-0.7274465733332366,B,A,0
