age,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
37,-51.47475127889037,-8.926492376341038,D,C,A,B,E,116.09718956209383,D,-70.75255771248506,B,C,A,C,22.25013790093428,-102.50722521638292,0
73,49.85728628039855,7.432676110236673,E,A,D,A,D,-124.22691397094361,B,-58.5773803656225,A,B,E,E,-29.41026212573329,-53.26384453843763,0
18,-55.93440668839832,-87.57624698640133,A,C,D,A,B,1.758596968778263,C,232.95949266770367,B,C,A,A,-150.73491791643067,44.66809765383076,0
30,-104.68744804944738,-90.97376763766229,E,A,A,C,E,80.01844532009169,B,46.42559706704479,E,C,B,C,5.955304671159377,240.15710016582275,0
79,47.47869245515313,143.02978797638409,A,D,E,E,A,39.989301582624094,C,250.6830700300494,C,A,E,E,1.0422206305892916,-83.41168006287499,1
65,105.67864898279147,107.16281949899262,B,B,D,D,D,126.64137957759154,B,-116.89312653034523,B,D,D,A,62.363070353457,-58.10646586042345,0
32,119.81358318796345,-48.430830381567894,A,A,C,E,A,-109.9185365590654,B,-111.85201743265083,D,D,E,D,-125.0137796964868,119.61122877868759,0
30,76.61642537976925,-28.63430333038217,B,C,B,A,D,-21.619647442394964,C,22.596284437548896,A,B,C,B,-68.60531052072425,-57.625327066249696,1
29,139.347229687113,-42.84191133086576,C,B,D,A,D,146.5757511423716,C,102.57453946582974,A,B,B,D,-12.64769882945819,12.001744557406377,0
68,50.47234831171572,-64.69695933164742,B,C,C,A,E,9.63432108257422,B,68.8087104105152,A,A,A,E,-116.93873349478562,-57.5216721946233,0
19,-172.15164535519355,-24.416683188415558,E,E,E,D,B,48.27502417277022,D,45.30195314371928,E,A,A,E,-114.77751800442846,135.0661474190632,0
41,52.71703174457115,-43.12562825623561,E,A,B,A,B,-165.47493182466584,C,32.12931978108705,E,D,E,B,76.16693277355928,-104.29940822494221,0
35,88.2578583016039,-199.6913267417949,E,B,B,D,B,63.47847156400929,C,-126.34987043148502,C,D,D,D,-60.939662768943926,-46.83611969387477,0
37,-74.24225973784601,106.34880639511144,A,C,B,A,B,-94.99712426075911,C,51.75807184312418,C,E,E,D,20.239937215309787,86.8189531094222,0
54,6.535620653163359,23.38090638722849,A,C,E,B,A,-35.94936133637884,A,74.2721705028171,D,D,C,C,-26.379885231678717,-55.445909634636195,1
66,101.46386951536867,13.978235146685888,B,C,D,A,C,-43.07911272886075,A,100.5928631006843,A,E,C,A,47.63855816147046,-76.23028935290245,1
41,-58.65772330167227,-58.46983892519323,B,C,E,A,B,-15.786461872480363,E,-143.2371338996871,B,D,C,B,71.15947799768504,-134.02201328526456,0
32,-60.68748366082417,30.02551631107824,E,C,E,A,C,-96.30352842633602,D,32.57681738188112,D,C,B,B,44.25870424637048,-133.26301140962573,1
55,-35.75018845195756,122.11606529118993,A,D,A,E,C,-38.245288048132366,B,-20.092346651301447,C,A,B,B,-30.378460303087103,-49.53526751941271,0
45,73.3485958378756,-25.817861374149377,B,B,E,B,C,57.51604796866114,C,-119.8919482791317,A,E,A,D,61.04491028112125,212.06190510598128,1
22,65.33387109086358,108.41599119025689,A,A,A,A,E,76.84151542959665,B,39.06339724868516,C,B,E,E,3.669343422310874,-69.93734802334286,0
27,-130.6804040615914,-33.95601158422391,A,E,C,E,C,-12.928277028682455,E,-159.8258271758618,D,A,D,C,195.65880850519147,52.75278356837957,1
43,-24.74408345769368,101.64912377356426,A,B,A,B,C,104.94656445583279,E,60.39255384365839,A,D,B,E,-118.05912278767184,-1.6191699062635945,0
66,53.92000845624716,55.93336181938733,E,A,D,B,A,-14.384050846184637,D,-81.98786796930531,E,C,B,C,-35.69766991725362,-69.25220403555709,0
18,81.76095302636729,109.04423602804852,D,A,B,A,D,-208.62590513441748,C,64.61825821867755,D,D,A,B,-86.10682616816115,23.27422933990686,1
24,-21.521830000629855,68.85084781268466,C,E,E,A,D,125.10515696753586,B,195.49229670345125,E,D,B,C,20.60191901618797,111.72002732242075,0
73,-41.316875095558146,43.25340826049554,E,A,A,A,C,89.15650112483274,D,-2.9304763315700457,D,B,A,B,49.34525676789928,-227.25355389490312,1
72,20.65157560822056,-25.968484676300424,C,A,C,B,B,171.94717456448294,D,108.04734475506355,A,A,B,B,-5.782204912215583,-137.90958716867743,0
36,-10.490526383303452,21.103422654508602,D,A,A,C,B,134.49188898611212,B,226.96849357502958,C,E,E,B,-5.573187091113066,77.9169541370217,0
30,-53.20217303512115,-137.81987006050412,C,D,B,A,B,0.8996883415574024,D,-70.40436907273754,A,A,A,B,-47.25466257478983,67.29328073519854,0
21,2.8270661028332347,-20.193883012227193,A,C,E,E,B,-11.114044439400368,A,-7.030189932192194,B,E,E,E,-23.523657267766033,117.58196540397667,0
69,140.1747215023254,-11.650002351186629,E,A,E,E,B,74.18126506809436,A,-40.350864685873255,A,B,E,D,28.203484279660092,-4.036812817156246,0
79,-186.22101700788042,-38.46087594961571,B,B,E,C,B,-5.52265536022519,E,-84.97023860023634,D,B,A,D,72.3555671425936,-54.52820241772126,0
77,35.7051944520094,-14.545712440071362,E,A,D,C,C,-9.87921237633724,A,-65.87003957727529,A,E,E,A,-42.68752414621291,137.13247029009418,0
48,80.175119172525,127.6359929543022,C,C,D,D,A,-18.400690885342545,C,30.985766935672892,E,B,E,A,-41.743579739930226,-160.28628019702913,0
62,-108.7850361801734,15.945637636038102,B,C,C,C,C,312.7465685136114,E,-48.3793688222955,B,A,D,B,-6.081984574988546,-22.57756637754377,0
32,72.64909501289988,0.15365003345316444,B,A,D,B,D,156.44864447683432,D,-114.19691945958697,B,B,C,E,113.13377963809134,72.3322786527906,0
23,-80.18717702820877,-79.50515633928717,E,B,E,D,B,-132.77445063185996,C,-61.11946561271687,B,A,A,A,-35.185279470281735,27.25759330423174,0
50,37.460082875507794,-81.51640215720657,C,E,C,D,E,-21.86942636466141,D,-24.954841024992835,C,A,C,E,-84.97842349490989,-126.05018955036125,1
34,97.51364211624508,-66.2875792367954,E,D,A,D,D,-87.29296625080842,C,74.15590783589249,B,D,C,E,48.58072838597586,-136.12918529760879,1
42,-73.01262841737679,-131.22795108624047,C,E,A,D,E,163.52007668289622,C,0.3346781127518533,C,C,B,C,68.3786313305241,-181.3562829720607,0
42,204.3533928112287,-144.5283584115223,B,C,E,C,A,59.46822064608177,D,56.37669854598456,B,D,C,E,15.067753252155821,-32.96535846681714,0
29,-11.724337057367281,51.532428585340796,C,A,D,A,D,-51.58625258814449,D,111.38502071440972,A,E,A,C,-91.41745588918067,23.73577747468146,0
47,-15.029262011948063,-78.54278100044704,C,C,E,C,E,-167.00425168081335,A,-76.96593562463086,D,C,C,A,25.42763969773928,-7.438377816159425,0
45,-62.74317771539468,115.87416986948296,D,A,C,B,B,-95.28194515729145,D,-2.280652105897257,C,C,E,B,80.84102534335936,8.846326931771031,1
28,-7.467145499700837,163.00272247207724,A,C,A,E,D,140.23804685828964,C,11.353633077519627,A,B,B,D,45.67489626938628,-53.938413396121874,1
43,-68.3582012372868,-158.16889434915188,C,D,C,A,C,30.31237210478357,A,-89.4113959060475,E,A,A,C,-120.35892355089544,78.54794164390977,1
24,84.0446658349149,104.40801003058844,B,D,D,D,B,-15.145964035545695,C,-129.71780669050835,A,B,A,E,-32.12023899989454,-33.54151717197669,1
50,218.36246446005126,-69.49944894537819,C,E,E,A,D,-49.24302292931867,A,-66.24069243126503,A,A,B,B,93.2710481740068,-12.271806947385034,1
21,-125.2156482607586,98.89264303623469,E,B,D,B,A,-158.24608584466142,B,-222.61181101903742,C,E,D,C,-103.50400590459638,55.60554560509593,1
64,31.878825596677167,71.29754134917927,A,E,E,C,C,12.49119843455527,B,99.33161470067827,E,D,D,B,16.971761069276365,55.472975581102126,0
53,-126.11355655439365,-119.11782036114518,A,A,C,E,B,-30.988716092097775,D,53.35852832571898,E,D,B,B,66.55531160860681,88.5224369873917,1
69,-173.0897570647226,-189.75727117724125,B,E,B,C,B,-64.95933508941499,C,-99.08048543586678,E,B,A,B,222.90083043337634,42.96334924759324,0
22,61.14500518913552,-124.98650245384992,E,E,E,B,C,-122.28032147628537,B,12.851954479265942,D,E,A,A,-82.38687355621629,98.16984326775092,0
72,1.6728067175709922,-27.41680631997489,B,C,C,C,A,-81.3067071208081,D,-172.8582357255428,A,D,D,C,153.92486353627282,44.61781346316387,1
58,-77.9416787473705,28.593703491330853,A,A,C,D,A,171.78245505023392,C,97.24232298539597,B,E,D,E,20.66142991165075,-68.52453340638269,1
45,-12.620065271260403,90.58473630309321,D,A,B,C,B,-10.905197225054199,B,-73.57912768711246,C,B,D,E,121.51284283366456,106.32287670933789,0
54,156.47585641434335,46.83814065663506,E,E,D,E,B,-193.95980267024453,B,-169.62594308928868,D,A,C,D,-25.5732957057079,-56.55909224175806,1
19,31.914811808901867,-181.4094398083025,B,D,E,D,D,-107.87835328695525,C,-78.43470531510842,A,D,D,E,-59.51095721950755,-34.37821233677953,1
66,47.60873614547575,-5.411848084898663,D,E,B,D,E,-205.5055830148342,C,-22.3817141124342,C,D,A,D,-84.62584415285062,-129.96430443364716,0
57,-48.771302493527,-109.05411045850467,E,E,E,B,A,75.83648899186642,B,135.5231863181602,C,D,B,A,1.9885108154232136,44.70693487972308,1
31,135.79851992821665,76.16799671207997,B,C,A,D,C,-98.49432329153454,A,-17.63151728795354,E,D,E,B,11.796659224032105,49.599916938339476,0
23,49.53437947167895,80.47563986473348,B,A,C,E,A,211.01644140393577,B,-152.93788990754967,D,D,C,B,140.84335266852855,-143.0881794644225,0
73,5.724533768300904,-97.30998542681027,A,C,D,D,E,-32.23827761908601,B,114.63416731420457,C,D,A,A,38.01711913063522,-161.5928102265182,0
72,-49.840407186691664,232.69607988130608,E,C,E,D,D,31.425779737924653,A,205.38544564299676,A,D,C,C,80.82166602219783,80.02505087834173,0
46,57.69446893626012,-124.29716052282286,A,A,A,E,A,53.18885209414388,E,-200.9867213844431,B,C,A,B,-46.17803412866427,51.894682468446454,0
61,18.535497472027092,-44.83708352006172,E,D,C,A,A,98.71297165791061,C,113.1494821509632,D,D,B,D,-82.36090144363044,-131.0979768343915,1
41,-15.209276882431075,17.561290383957168,A,C,C,E,C,29.130684054292406,D,28.173567651455095,D,A,D,C,-148.3661321821602,68.22418270205605,1
41,0.7096014762334542,200.92197234702195,B,B,D,D,A,21.38761954196532,E,-90.0641020079102,A,B,C,C,-80.72221011319574,183.547762618401,1
30,54.03722481951927,70.49756063318085,C,A,D,C,B,86.45905138145855,D,56.49939041486641,A,A,D,B,-39.77850664732734,23.688731617155938,1
27,43.88807460308766,20.556873508198624,D,E,A,B,B,128.55677442662693,C,49.6232032512186,D,E,C,A,-46.366771046261526,83.11671439694085,1
77,181.1464334151673,38.11522620331808,B,D,D,C,B,-267.3910193756623,E,122.89127338353848,C,C,D,E,141.6283626601557,7.167983548833293,1
67,-188.3007298066287,1.383412562974109,A,B,C,A,D,15.862860273627533,A,20.078038588307976,C,A,B,B,56.87713397578731,35.595930272214744,1
53,-31.113126077525777,239.96449219320516,C,C,D,D,D,-51.125083122306535,B,-57.175402372071936,E,E,C,B,96.8248584182585,39.74523313135601,1
59,102.60251542475889,104.62444708331051,E,A,D,B,B,53.90818842748521,E,83.14593390780124,D,E,A,D,33.053133204346885,-30.706759726884226,1
76,-26.171918023713246,63.245927168307546,B,E,C,A,E,-79.4697861783301,E,-119.4260328739684,E,D,C,E,-28.385243820228567,-42.130545463662855,0
51,-195.90869978607134,34.15390514326158,A,D,E,B,B,95.52790934341114,C,165.25697647178563,D,D,E,B,-67.10291175730582,-85.57262766058601,1
68,-211.57072056714318,-139.35157503038877,E,E,D,E,A,-67.31358075326378,D,65.07158089379064,D,E,A,E,-29.155269428494137,93.05966088169964,0
28,-64.96478737302279,69.11515181211611,B,D,B,C,A,-115.03012614619786,B,-63.53137812415939,B,E,C,D,53.52537684641706,184.07493889992742,1
23,-39.777456324403445,-61.98597414459678,E,D,E,B,B,31.216475771113227,E,-143.67767573765315,A,B,B,B,62.7833736200058,-22.881254010541966,0
58,-140.3933670227695,111.53718521718918,C,C,B,A,B,115.51421426823758,A,-24.84087907999429,E,B,E,B,-136.19964974431355,-99.7637782420871,1
72,98.94276488104015,-54.04954728093882,C,D,E,C,D,191.2102515900429,A,-25.68451130210451,C,A,D,B,18.02823173745787,16.786476240131282,1
77,-20.156894822004503,37.76338531423865,B,D,B,E,B,-46.93383933505399,D,29.50135682309688,B,C,B,E,97.18074433258309,19.51490987095835,1
36,62.757306401670895,-13.269091722975249,C,D,E,C,B,181.6835396591132,C,64.34385932993551,C,A,E,E,-23.982616438893533,16.353602313482092,1
43,125.40508351544293,43.24660471015721,A,B,E,E,A,-125.10913785649838,B,-35.01087390460451,A,C,C,A,-130.38611565753172,-58.01297738312755,1
64,104.99987143224159,81.75877216226426,D,C,E,B,B,-68.49413369174012,B,-21.403151626845045,B,D,E,C,42.936374623026666,-21.74696415890567,1
43,-54.456015593998195,-48.86166638621695,A,A,B,A,B,-38.355355461064995,C,93.85045048340582,A,D,D,C,-47.847286745492816,-43.11482484398667,1
43,13.272522854099483,-0.9056889813150377,E,B,D,D,D,-87.47582088978952,C,-25.518178984909017,E,D,A,E,145.30246910883534,-42.31782590837994,0
38,64.22964872330864,15.208275065112941,C,D,E,B,C,-40.99610534622563,E,-0.3238968532264525,D,C,A,E,-64.89444060907007,-39.99142819996089,0
61,151.98457741502426,142.8674652172918,C,B,B,D,C,-80.8486551364128,D,-124.41485215356269,D,B,B,B,19.555166179128403,70.06546075089038,1
44,-14.071406793968436,198.9316527554893,E,B,E,D,C,4.582553203245279,D,-45.084415187334486,E,B,C,E,32.25831545087324,47.2885257769949,0
37,23.3018956944934,135.37461139182844,E,D,D,C,E,-120.19837393597595,E,165.84829775335365,A,E,A,C,-130.99350231577057,-16.77736489310707,1
77,-19.463820871650974,17.354251434322183,B,B,C,E,B,35.31663440616345,B,-254.9355110218048,C,E,B,D,77.30049611138641,-44.25252098682119,0
25,-18.02406550207647,-73.9823952687398,A,E,B,C,E,-34.7626354372386,B,-2.024423718370279,C,A,A,D,-3.926958408844946,-142.3163733238642,0
78,-71.66923555662004,16.812970119713373,A,B,E,C,A,-102.09451949082693,A,95.06059309983972,B,B,B,D,0.7200039631802579,-144.73224587416885,0
29,-132.10585587742273,-70.89431394870795,A,D,B,B,A,-14.035674522370847,E,50.79105347826383,B,E,D,A,129.64850615153713,324.8020074838121,0
59,6.429024024441903,-209.19643515579978,C,E,A,E,A,-18.95617850127871,E,-70.26864567247011,D,E,E,E,85.06205929315914,45.65707544164258,0
44,-92.4332134091713,-216.95474707868533,B,C,D,A,D,-3.2594926863245175,E,-196.13171786854545,D,E,C,B,40.46004648216386,154.31354578890983,0
26,-138.72587936685812,29.45489101554606,E,B,A,A,A,-87.950032581432,A,62.794901608808175,C,C,D,E,-139.5962834131611,-23.27917774442662,1
27,-92.04727231551306,-142.59522349161136,C,B,D,A,A,90.32517807471294,E,93.64344124389552,C,A,E,C,83.35854652548966,-118.09423138791597,1
68,28.06391776344729,56.43503563818493,C,E,C,B,D,-25.883282601450297,C,46.91720368080317,C,B,E,D,-91.67831796654598,-126.81018057372779,1
66,94.02575311675875,-30.95768480217665,D,B,C,C,D,-50.91763418751818,A,-31.14180008316071,E,E,D,D,-61.30660512434045,106.76767000871637,1
24,145.88622939579417,79.64500644161062,B,B,A,B,B,62.92104380682492,D,71.88589710468295,C,E,E,B,-134.20616143468268,-10.872950589263878,1
31,-41.35685038925154,32.08726376740789,E,E,D,A,B,56.41851076638768,D,30.458207540793314,D,B,D,A,11.227054889246185,-5.680454884354291,1
44,-38.168837142153144,-179.0708604133789,A,E,E,E,B,-91.255152325173,E,-20.34817735484987,C,D,B,C,137.00887640551574,8.822800477262483,1
63,-138.80711122887868,146.3163142292598,B,C,B,E,A,-17.833122064763486,E,49.027708486905,B,C,A,D,-75.8314283241826,87.2450944142661,1
23,-88.51000405860383,142.60449659254078,D,E,A,C,B,-70.7402907519048,D,-18.515691021812405,E,C,C,C,170.7712280473452,-72.92542540004484,1
19,85.376175939429,-105.01240361836433,B,D,B,C,A,181.98863463673396,E,-118.40067381755277,C,D,D,D,-103.43651988571352,98.25788187881881,0
45,11.377483892954542,-0.48369889904433777,A,A,D,D,B,31.147940188238156,A,-37.35931083381806,B,E,E,D,151.33796080688256,118.96419313395651,0
23,209.36744720612324,1.0339093970069915,A,C,E,A,C,-187.45122993808522,E,253.71664616835562,D,A,A,E,-43.00250704516848,60.78933235586423,0
39,-183.3799702056276,-162.17881092983438,E,A,A,A,B,74.89060929549551,D,63.03518849174359,D,D,B,D,-4.352280433779189,-51.70462308809015,0
32,38.55759184632221,-81.0242082562106,B,D,C,B,E,58.01003846222146,E,41.40097848419696,E,A,B,A,-145.62876968747483,-159.9142301903453,1
23,-63.031586572904295,93.34200486616643,B,E,B,D,E,-202.1364686752182,C,175.84967212972236,A,D,B,C,-219.06555255357185,76.83892070107362,0
58,33.29525478546063,-184.28263025653087,D,C,D,C,C,85.53830028844605,A,69.50348028325527,E,B,D,C,-103.8229162468301,74.96436128110943,0
49,-60.142575522593575,7.231567222024858,A,B,E,C,C,54.339818743582434,D,-153.45408274359374,A,A,B,A,15.760321284461442,-59.777346331195716,1
61,70.49542268063107,87.34646454213923,B,D,D,A,B,-15.343916369286465,A,-73.41780469705999,B,B,C,C,34.842760132073884,-219.10743894680462,1
45,-71.94323725171715,168.5258363612181,E,C,B,D,E,138.2622432208889,D,-91.15804902116273,B,E,E,A,37.09099587209752,11.317408346037402,0
71,100.96891297680979,-75.13627742297344,B,A,C,E,C,-117.8936577463045,B,62.17382659292804,E,A,A,A,186.63017903450452,-61.00878690173619,1
46,-44.83241062088248,-182.14269229585295,D,B,B,A,D,59.47702490443329,D,-136.90245722652188,C,E,B,E,36.414263123644034,113.78899509753676,1
66,-150.36493136786882,-156.41639527091507,B,C,B,A,A,0.5825761013990072,E,36.16807380980395,E,D,C,D,-198.9782017693905,13.885425866379963,0
35,-122.12992788174373,-78.91024695535906,D,A,B,B,E,163.71249435588842,C,38.25074012777244,E,C,D,C,-9.676914374447447,-33.26876230860095,0
40,176.70105860075262,-1.751908452024941,D,D,E,B,B,-56.96309394608006,D,-73.62986391702533,C,C,B,A,-101.00450238327082,91.63612455440202,0
68,-156.88650976009177,59.94163052354271,A,D,C,E,D,108.05156794929214,B,-101.16915638434425,E,C,B,E,121.17335917309143,-92.34718762747261,1
54,59.526025964065,28.64304823397149,D,D,E,A,E,1.0374835303634562,B,-142.12589143449904,C,A,D,C,-61.94647667952423,140.05374909588704,0
38,-14.23680469585501,46.29655349219232,E,E,B,A,D,222.08379124577385,A,97.20211375677036,D,C,B,D,-156.7659694843315,-15.071933225990541,0
69,2.476313247806911,-90.82989377443573,C,D,D,B,B,-41.6417420606753,A,97.02608060208362,A,C,E,A,-31.11730123900745,-42.277964807630504,1
27,9.262914066212815,31.41929238229222,B,B,E,B,D,73.25411964376951,E,-57.497530693783524,E,B,A,B,11.899604527957699,-67.03131908408349,0
52,242.19177181672143,60.53344983888116,D,C,E,B,C,-30.071012601889425,E,-68.80093883989001,D,C,E,E,-100.83732016961015,-58.71702216752003,0
50,-65.92257887737922,-155.35567894114,A,E,A,D,B,99.70302595573668,D,75.09387256143303,A,B,D,A,164.4960274546333,-121.79360821077935,1
73,-145.21046065865144,139.1891782997622,B,D,E,B,C,1.1528974604971656,A,251.1030995602721,A,E,A,A,38.090486890840594,123.70671283237658,0
55,-15.093341559616997,-70.24464185356248,D,D,B,D,A,-57.22575290489057,A,-4.496046502783658,C,A,D,D,-70.58309838178108,-82.58825141145248,0
34,-198.2006887990123,-74.62189329952359,B,C,B,B,E,-54.76344891666315,A,49.91306134626952,A,A,D,E,0.40001152706778753,90.75431442367776,0
52,58.091128018984506,25.320917304351514,A,C,C,B,A,-76.70023851998172,B,70.76269487137871,D,A,C,E,132.75515508551828,42.04945632296314,1
46,135.5763366526788,159.67146789292897,B,E,B,E,B,64.64417557943763,C,67.08625017838003,A,B,C,E,100.96338482176705,50.37955601506363,0
45,119.62310070109746,-215.9960462207736,D,B,B,C,A,-29.094373255362875,A,-138.66718169267776,A,E,B,B,17.551046187726705,114.99631308310292,0
79,59.77112668480249,-268.3981358863174,D,C,C,A,C,282.30700085851703,B,-209.31690369352486,B,E,A,A,-16.63497568069723,-20.77860310696584,1
73,-136.9859070427493,10.762369656824992,C,C,B,A,D,-178.24669942004857,C,-7.174889942641766,B,A,D,B,-48.049426608044,-118.8567236637521,1
38,57.599175332273724,-172.67451542681528,A,C,A,B,E,-19.06620780146053,E,-54.81485894500935,A,B,E,D,98.08498166210964,63.01381308556597,1
43,11.612679171164174,231.54830996606788,A,B,E,E,A,-54.80768216169298,D,-14.2397628526544,B,C,E,A,-113.52500082222478,-146.33945680577747,0
61,26.974729535274072,41.71693302299461,A,C,B,B,E,-42.188741943589285,C,-69.23314527822495,E,A,E,E,-144.20381009878793,87.59354474513745,0
19,-48.114843603939725,-245.89443210851206,D,E,B,B,E,-43.724762225869824,C,-179.50110833924694,C,C,B,A,52.46005560052498,-24.803114843059085,1
25,81.20883361075248,27.161207114479204,A,A,E,A,B,-37.886809820220314,D,-211.61907292791162,A,B,E,C,146.98487653074744,7.653712822639536,1
79,119.91019248170123,-12.353111103759346,B,B,A,D,E,222.9651444796939,E,-2.214917823141223,B,E,C,A,-224.8312510710277,-26.580148526022512,0
21,90.51638816113342,-181.69298855343717,D,C,A,C,B,-54.97842115199707,B,-209.81702522504966,B,A,A,E,125.87977080727187,125.00907252129963,1
43,86.3260846519201,-36.023476379150935,E,B,A,E,A,43.77296289527763,E,-17.63892338630066,A,D,C,A,25.128627708249184,-50.995635858291756,0
38,222.53758528921517,127.78041561915381,A,D,E,D,A,175.14605467705843,E,-113.0975870793585,A,A,E,B,-49.173638520236636,-84.40312178378258,0
19,32.69171251057923,101.96052503404825,A,B,D,C,A,-88.33932853556249,A,-27.19452092889758,E,D,D,C,-31.99541350732434,88.10429566263991,0
72,62.80798567031698,-72.67030570362746,C,A,D,E,D,59.91284039173972,D,-112.91335397831766,A,D,E,C,-14.19450310089854,-102.24791836754959,0
32,-17.10893765635813,-93.54861247441693,D,A,D,C,A,73.53588330096626,B,67.29497272343481,E,B,D,C,-174.27747408549226,-27.49354109606106,1
60,93.70633574249185,128.0066369153456,A,D,A,D,A,-7.320742777283224,E,-40.70214256670328,E,D,B,E,44.54152912407373,-40.971095535152166,0
28,-46.98852717693314,96.47618664185697,B,B,A,A,A,89.3245872284509,B,49.27370169169293,E,C,A,C,-59.978694747656,7.419435641132031,1
28,-42.12278438556049,-31.290074465866958,E,E,E,B,B,3.7801067616214405,C,160.7017221894489,E,B,A,B,40.0607335652435,130.68747871198303,0
49,-73.469414362781,-5.956611681323952,A,D,C,C,A,-36.79196895027238,B,10.399105508297959,D,D,E,E,-59.435008554273914,-2.8082848779542524,0
36,185.72631617770995,-63.705913505202346,C,A,E,C,E,38.69251283222993,A,76.90451710421355,E,B,E,B,-25.49101477108785,-70.42373985420637,0
41,-40.411316489225676,76.43640635702822,E,E,E,E,E,43.05308380671757,B,41.21150522372003,A,A,B,D,-63.43392450474009,121.83667285053161,1
65,-149.08275333231714,146.2715996141302,A,D,A,A,E,9.927392681310291,C,132.9889803936769,E,B,A,C,-123.95031396600515,14.590354955102153,1
46,-276.18702280000406,-2.217750896032236,E,A,A,D,A,-46.59869983136864,D,90.06181889057287,A,E,A,C,110.04733605485752,38.438991781575446,1
27,-208.82218031553194,89.28532707021245,E,B,D,E,C,147.1575541330974,C,-17.843646666540472,C,A,B,C,203.24852013156556,25.911133142298098,1
22,0.8550372564023863,-175.95248632938132,E,A,C,B,C,-41.995285425036386,D,75.9255558880313,D,D,E,B,98.59870698921925,84.48817187781455,0
28,-59.37635122359676,84.95053672044153,B,A,E,B,C,21.12509600562909,A,-15.159733207416151,B,D,B,D,-0.5187343589770782,18.129330977676275,0
37,127.65953703676414,-22.497047403522775,D,E,B,A,C,131.45464981467728,D,-15.00736627530537,D,C,A,C,-59.6302707577137,-100.8021669084127,1
64,-94.96947620907295,-28.044746079905902,E,E,E,A,B,-28.050808526817832,B,-21.234404241918178,C,C,D,A,68.69182250831749,99.10423343051356,1
78,-80.91979221861325,58.99331052746039,E,C,A,B,B,-170.57100419211707,E,137.5988994639685,D,E,D,A,-90.65069776153804,-84.48813006306612,1
38,-131.96264354882226,-32.800290687288616,C,A,E,D,B,-51.846156294186315,D,-80.26764779847541,B,A,E,D,37.22178196388454,-173.94952509940367,1
31,-126.09077893992584,38.286960270040055,A,E,E,E,C,-225.99376866967407,D,48.27056693778303,C,B,A,D,-76.69544760514158,73.66922350937523,0
19,-78.70243431952689,49.58953686193343,C,B,E,E,A,-13.023070423806882,D,75.30316862669733,B,D,B,B,55.62424963818684,-68.09062837070246,0
56,86.096608533104,272.1527676234026,C,D,C,C,A,67.69005239021236,A,245.80017018939927,D,E,E,C,-12.414844787099046,-90.91353234776662,0
24,85.64334769260763,-131.11946311691582,A,D,D,A,D,125.10958341782701,E,-172.4698167278261,E,D,C,B,47.01991943089074,-13.16846078041255,1
20,-111.50600509273261,35.81025122438689,A,C,A,C,C,113.3818777499268,E,-21.08409458712838,D,D,C,D,19.437694342370968,71.51646082662137,1
70,46.679752206775355,104.65958406524713,A,B,E,B,A,-10.773405955910151,C,-104.22385237743619,C,C,C,E,-15.612875342954553,-61.459842832048075,0
30,-80.59486018023405,79.1137035554923,B,A,C,D,C,-24.888373346387503,E,-1.158473016494128,D,A,D,B,-49.12479246781658,80.28440619447858,1
59,105.39807289322889,51.58708657709033,B,D,A,A,D,50.0296132514938,A,73.27871096768543,A,E,D,C,-130.00807935745294,-108.95889084370205,0
27,-108.80805470978581,-8.945815205322843,A,D,C,D,B,-14.93759528706621,B,-136.84181610509967,D,A,A,D,-107.78058053657682,-130.28964741035446,1
26,55.08829198830413,7.019671900782567,C,A,A,B,A,-12.416316244961227,A,-46.40378336452936,E,E,E,D,-313.18364965455214,165.18888825931546,1
32,-4.141925880925279,161.43862544982832,D,C,D,A,D,-156.98970508311416,A,22.526991239474782,B,C,A,B,-60.107144338615285,-50.121245662673594,1
32,-152.35828689691172,3.022023081065283,C,E,E,C,C,14.707946271956313,C,201.67332931607612,D,B,A,D,63.06911321388004,-59.19382582503497,0
27,-15.645000562674108,-10.884359686731724,D,D,E,A,A,-14.890021050162302,B,-93.7524584509943,A,D,C,E,-100.36280842614578,59.76460622366822,0
48,90.551193450205,-56.31646543921227,D,C,E,A,C,-36.4962268581979,B,92.16692162093034,D,B,E,D,-97.48457508345875,84.91807044725614,0
60,-65.32689518453118,23.96902853486745,C,A,A,E,D,119.1273828869912,E,-15.480588293814467,E,C,A,B,26.022556570206334,-27.34948471649446,0
33,-39.14005850944369,-20.682676150002443,D,D,E,A,D,-112.5525473308821,D,76.60099532470406,A,C,C,C,73.74469241564027,67.40263543021388,0
50,-123.32860042554834,59.75445573174506,B,B,E,D,A,33.88863172478624,B,95.69572333292491,A,D,A,A,38.68530120578556,48.79955676764959,1
57,93.43050040849892,52.900119332036496,C,D,E,B,A,178.38455582980302,B,94.09527821495317,A,B,A,B,205.75601408583935,-73.28024389286699,0
21,-136.3382490713829,-4.52500280607329,D,E,A,E,B,25.906162060671754,D,14.607877419576118,A,A,B,A,-93.36382774920453,-31.76562664453527,1
42,-195.42293043484767,97.34878216574667,D,C,A,E,C,231.20106316581342,B,-57.870801220527156,D,A,C,A,77.86350010037388,-61.604020549979765,1
36,-136.5176853459942,-75.44343169923702,E,E,B,C,B,-143.29590109856824,A,-3.0176243157269647,E,A,C,C,105.95782106564302,-42.83015027935253,1
