military,country,sexuality,sex,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
No,India,Heterosexual,Other,-159.6058015730397,E,48.62835969602039,53.40183169034619,-56.338198826020566,A,B,0
Yes,Brazil,Other,Female,-120.51920316720263,E,-66.35548547858006,-145.20524868314993,-51.76354010237394,E,E,0
Yes,Mexico,Homosexual,Other,60.37033131849018,C,-96.13298364998654,-77.7647104485275,44.14153510266844,C,A,0
Yes,Mexico,Other,Other,96.23843365621917,B,108.25478688778372,15.558924101812885,-80.73919122367819,E,E,0
No,US,Bisexual,Male,3.159222476829863,D,19.463169933583405,-136.90860680755685,133.83125510766683,B,E,0
Non-Veteran,US,Other,M,-110.44103026271385,C,-131.09190290588216,92.50452728543446,36.72371435031316,C,E,0
Non-Veteran,China,Bisexual,M,159.17342873859823,C,70.97758808361489,-46.726617446310655,-151.19847407613793,E,A,0
Non-Veteran,Germany,Other,M,-115.95750096481139,E,-105.44162687815488,-113.99625846234403,26.252135294835078,D,D,1
Yes,US,Heterosexual,F,140.02324942951606,E,77.14213183862293,-186.12929998918713,28.87877282582651,D,E,1
Non-Veteran,Mexico,Homosexual,Female,48.29521649450344,D,233.7248650315913,3.8057808501686665,-141.4307510552132,D,E,0
Yes,Mexico,Bisexual,F,-81.75449865516823,E,-126.66456437332612,-64.79885895242482,-33.859233417267006,A,C,0
Veteran,Germany,Other,Female,5.529839185014229,A,187.26786594872846,-17.29014244270939,-46.88323935455487,C,B,0
Veteran,Mexico,Other,M,135.66593645990116,C,-31.205104107573362,-243.7482839470241,16.721337889746632,D,A,1
No,China,Homosexual,F,-103.64939091624703,D,-39.97410486284418,32.16050709904978,11.748956119622692,A,E,0
Veteran,Brazil,Homosexual,Male,108.739398119028,E,-86.37093081857287,-11.834746475320586,100.39444214616829,A,D,0
No,India,Homosexual,M,-144.2461367869051,E,-11.97865231604419,-118.22118731422965,-98.32876151345918,D,E,0
Veteran,UK,Bisexual,M,34.9909672936231,B,-149.5956766014895,97.8200213848746,-64.90952548519547,D,D,1
Non-Veteran,Other,Homosexual,Non-binary,-25.044271948080432,B,170.2756993756348,-100.48187452624802,-16.833573879924792,A,A,0
Veteran,Other,Bisexual,M,-48.23887733874402,C,20.981924314964463,59.514657759242816,127.5376843660997,E,C,0
No,India,Homosexual,Male,0.4652976866607445,C,-98.81772689674892,-98.61711553790805,-103.86754739944433,D,A,1
Non-Veteran,India,Other,Non-binary,-116.00224446933464,E,6.647492243381595,-100.26367436754036,191.26230497002453,C,A,0
Non-Veteran,Germany,Other,Female,71.99426001580179,A,93.95317263979199,-22.168818115599525,7.329253609724201,B,E,0
Yes,Germany,Bisexual,M,262.2762348856899,D,14.15283103352374,25.272922337730243,264.6790754162165,C,D,0
Non-Veteran,US,Homosexual,Non-binary,131.40906266676288,D,22.979015134342912,10.314144081796059,-191.11028019233106,D,A,1
Non-Veteran,India,Homosexual,Non-binary,-53.364339624980005,A,-88.54737384160798,51.278074624900185,-107.29785070523144,C,B,0
Veteran,US,Other,Other,83.09723862937723,E,-39.19419696704069,-82.05407399468892,56.150759593416325,A,D,1
No,Brazil,Other,Female,99.84733099896692,A,20.76409039070346,48.931950662473575,163.02176612921022,C,B,0
Yes,Other,Heterosexual,F,-98.45965790626059,B,-52.72171047281993,40.5939705591648,35.746262795465945,B,A,0
Yes,Mexico,Heterosexual,Female,18.69721125524376,B,133.55690068853622,80.81528996574878,-20.573081823819734,A,A,1
Veteran,Brazil,Bisexual,M,32.167286592470056,A,-132.63540728917377,137.52216089407818,146.604482697831,C,B,1
Yes,US,Other,M,-90.24726216631372,B,-206.45148254231964,76.76348748485012,230.38804580458526,E,D,1
Non-Veteran,Mexico,Heterosexual,Non-binary,-88.96390944699826,A,-182.36066000784652,-14.66427139773856,13.916018746632783,E,A,0
Veteran,India,Heterosexual,Male,-112.66090368040284,B,90.25087918240209,-143.79394149360024,162.49435509357787,D,D,1
No,Mexico,Homosexual,M,-24.69360955419362,C,25.10425423987885,-56.177545432224264,38.03738965996665,C,D,1
Veteran,Other,Heterosexual,Other,-118.86864404600914,D,76.6195113877551,230.79944635297215,132.67225131904036,E,E,0
Veteran,Germany,Bisexual,F,-18.7988485263434,E,56.18725406491467,70.21405760290416,12.975197601987674,C,B,1
No,Mexico,Other,M,-36.64382470278923,B,-35.64583355153694,35.2281607604328,-29.544728677084326,B,C,0
No,Brazil,Homosexual,Female,84.36521869758012,B,-150.5058933753547,3.352529752788219,-112.63182785779888,B,E,1
Veteran,Other,Bisexual,Female,-153.51298966704547,A,-53.89098670388657,-55.05960891641959,-82.34894112254713,B,C,0
No,Brazil,Heterosexual,F,17.3556417129325,E,40.504512402699596,50.069786164304745,-11.444735701877054,A,A,0
Non-Veteran,Mexico,Bisexual,Other,-202.74824589499363,B,89.27996519270422,-121.90819563765088,65.83122499983786,D,C,1
No,Mexico,Other,Other,-11.648501473439623,A,68.19230275124619,248.5500470104031,-25.464505176301827,B,B,1
Yes,Mexico,Bisexual,Other,-11.649331844553485,C,-27.181706450801222,60.285785112849965,74.85381122252927,C,E,1
Non-Veteran,Brazil,Bisexual,Female,71.09078036079364,B,127.9639703147156,98.51106621702691,-44.525222476577525,D,A,0
No,India,Homosexual,Other,114.49768420759212,B,-41.22082638440348,109.3927024401521,12.719531741279457,C,E,0
Veteran,UK,Other,Other,-40.707640846412076,E,129.30301317271932,-25.834828941465737,-30.209956537752962,E,B,0
Non-Veteran,UK,Other,Male,-9.467283530049189,A,-44.50659572646914,-20.344993759298298,-166.4537410412431,D,C,1
Veteran,Brazil,Heterosexual,M,-4.04035749605101,A,72.28392882733309,-90.99168537321098,-19.519159991963082,D,A,0
Veteran,India,Bisexual,Female,73.30232822672119,D,164.42238638997884,49.4370442653356,0.22049482454613445,C,B,1
Yes,China,Bisexual,Other,64.88405629322189,E,-134.12835772405472,100.03777725888405,-2.647367396480093,E,A,1
Non-Veteran,Mexico,Other,Male,77.58639277874904,B,-178.95487157203416,31.8412204961523,-69.26583317740116,C,C,0
Non-Veteran,Other,Homosexual,Male,64.48689307287682,D,189.79552413933118,127.01800183581607,8.250537326465855,C,A,1
Non-Veteran,Other,Heterosexual,F,-56.474777660033126,E,211.67840519833675,-80.95111274895983,26.03897778130917,B,D,0
No,India,Bisexual,F,-123.96912864547471,C,140.88859523566268,36.517127170873984,68.40027516374468,D,E,1
Yes,US,Bisexual,Other,-131.64146269454665,A,58.89310256105952,-68.04938823815465,214.17500932678018,E,E,1
Veteran,India,Other,M,54.01347959570222,B,-74.67194471598245,212.48655305169493,-57.31772593316051,A,B,1
No,China,Other,M,84.91675407650163,A,-1.5960919971244172,-134.40487530428214,-36.38880964667878,B,C,1
Non-Veteran,Other,Other,Female,67.27380864626959,D,-85.45409896650527,81.0711901767181,63.835414740455676,D,D,0
Yes,China,Homosexual,M,168.50232937922218,D,-73.31265535413529,57.12958364288292,97.84308388874139,C,A,1
Yes,Germany,Homosexual,Female,-30.88165938606994,B,-83.02712289118053,-96.16053477032332,-4.859401516839,E,C,1
Veteran,US,Bisexual,Male,-86.75410185082431,E,-191.9316088541104,124.7351116674915,-199.71133203992136,A,D,1
Non-Veteran,India,Bisexual,Male,-64.6213883531948,B,28.34799155320646,236.2620620840553,21.210628992559634,D,D,1
Non-Veteran,US,Homosexual,Male,0.9047623636167134,B,31.10206950643247,4.023217904608829,72.2130382956227,C,A,0
No,UK,Heterosexual,F,112.03006223351413,E,-77.55675872935379,8.076695781253243,-69.67195417906503,A,C,0
Yes,India,Other,M,-83.17918025439033,A,9.97914258603798,180.24996418340248,-185.53257788588638,E,B,1
Non-Veteran,Brazil,Homosexual,Female,166.23750807904017,B,150.1351580703773,-96.7377332491672,91.81882124466358,D,E,1
Yes,Other,Heterosexual,M,-15.12820888349719,C,59.848232742005926,21.602800986850344,-9.63272963085531,C,A,1
Non-Veteran,UK,Bisexual,Male,-4.275758446040199,C,136.58054334057493,-104.04941575420904,-50.32174015376436,B,A,1
Yes,US,Heterosexual,Male,69.58488593820637,D,44.313272380648726,30.182532254075596,91.33318958654523,C,D,1
No,India,Bisexual,Other,116.45084607675817,E,164.2240255389626,-81.69945441337376,-14.228342066718833,E,C,0
No,Other,Heterosexual,Non-binary,-66.69499811170951,C,135.49331505832725,12.895121463919995,117.13775958224073,A,C,0
Non-Veteran,India,Heterosexual,Male,-135.48789302723532,C,1.9978174887527647,-65.65106434530041,21.68343191609837,C,C,1
No,Mexico,Other,M,29.400130517938656,D,-15.465583531246931,-49.35614826731886,-65.53020815210265,D,C,1
No,US,Homosexual,M,14.883518007331316,C,-81.7049460928871,57.08997368926531,-95.75648080868054,A,D,0
Non-Veteran,UK,Heterosexual,Female,-53.086029615249274,D,97.57167856376206,16.997806072498086,111.00273977382362,E,B,1
Yes,China,Other,Male,-13.864645861553319,D,55.93930679146172,62.78874033930768,48.7462555006327,D,B,0
Veteran,UK,Heterosexual,Non-binary,-209.58378229714788,E,39.60304134280095,-36.17375507062288,36.842015471448924,E,E,1
No,Mexico,Other,Other,-46.991046782258785,E,71.27956916209985,-123.35968838102059,-51.991472241668845,E,D,1
Yes,UK,Heterosexual,F,100.07027219740563,D,129.30035530250984,74.8292440601046,13.186329010744757,A,B,0
No,China,Other,Other,89.53095901042094,B,39.613002751184546,-3.5996435868854446,-19.985410716803568,C,D,1
Veteran,China,Heterosexual,M,45.84408853832449,C,-32.23914993934635,-113.03087423755436,154.189663449321,E,D,1
Yes,India,Heterosexual,Non-binary,-111.69518203827951,A,-109.8671381008381,15.838493846397744,36.21152959917662,E,C,0
Non-Veteran,China,Other,Non-binary,124.64567301135223,E,98.38786927023489,-166.0058048369444,-43.2987162402886,C,B,0
Yes,China,Homosexual,Other,-67.10820322094726,A,62.42859211825152,102.82456214037876,6.120437087488862,E,E,1
Non-Veteran,UK,Heterosexual,F,-127.82281675750755,E,-63.66699692503812,18.17782083955945,93.85177567082293,D,B,1
Veteran,UK,Bisexual,Male,107.31615661077913,B,138.40144705636698,-60.52640682456659,-78.21014694240333,A,B,0
Yes,China,Homosexual,Male,-24.099345328806308,B,61.692214875866455,72.5147750119457,-128.8451477902059,B,C,0
No,Mexico,Homosexual,M,110.56515736088484,C,18.588287225696973,-120.64539854136056,76.62637928708634,D,B,0
Non-Veteran,UK,Heterosexual,Other,50.185288205523236,B,-15.08343756415649,-38.72889944014671,4.06309061567192,D,C,0
Veteran,UK,Bisexual,Male,3.962347034586866,D,48.43860355389153,-160.4025736308363,90.19499244339669,C,E,1
No,Brazil,Bisexual,M,-6.436819202061815,C,80.20867076185989,-122.88847213510985,-275.9952842403561,E,B,0
Yes,Brazil,Homosexual,Male,-59.55144224156423,D,-12.064330259158876,114.91511441313868,-104.98881652498113,E,E,1
Veteran,Other,Heterosexual,Female,125.40964683766498,C,-34.67613170386454,65.70124983799668,-37.61557797102699,D,D,1
Veteran,China,Homosexual,Female,24.999470370667204,A,26.16854257611459,-74.95072997474169,113.23243244458922,D,A,0
No,China,Other,Other,6.525469069289996,C,39.555214571776595,141.16726320385493,41.056031483146626,A,C,1
Veteran,Germany,Bisexual,F,27.186868493443956,E,181.49451844779276,141.69956661510392,121.32052804426527,A,D,0
Yes,Mexico,Homosexual,Other,-41.18844351230259,E,95.39648535757588,83.93681282943739,-128.0521424726458,E,A,1
Yes,Mexico,Homosexual,F,44.86710695802811,C,-148.99441190561464,-186.6072539312347,25.030594947344518,E,A,1
No,Brazil,Other,Female,33.4752610975621,D,65.29962287447673,-44.36123230824247,-16.641409097324207,A,D,1
Non-Veteran,India,Bisexual,Non-binary,71.89959781873432,A,1.9522111371151532,-275.03533719148874,12.88321891118349,E,E,1
Veteran,Other,Other,Other,-70.2705326673095,D,-33.193499104396075,-5.711732721203822,-86.29459304791817,B,B,1
Yes,Other,Other,Male,-95.13695229430066,D,-3.895583356905007,-120.13764605597727,5.830398913058069,A,A,1
Yes,Other,Other,Male,-13.26893642334715,A,1.5848891920165822,138.8144712344086,-148.31884133255596,D,E,0
Non-Veteran,Germany,Other,Male,-19.82843045355984,A,-49.056207032332864,-54.63319656348803,-14.224983821213982,A,D,0
Non-Veteran,India,Homosexual,Male,8.518287002379477,D,60.578716563738354,-50.96568876064964,-79.01308457710716,B,B,1
No,Germany,Heterosexual,Female,-106.5327029211131,A,-47.465839883187044,-53.810327841725105,-56.71949251856076,D,D,1
Yes,India,Homosexual,M,50.7302052566103,E,-94.76993481541325,82.00875852013422,113.20035734518261,D,A,0
No,Germany,Other,M,40.92615569643455,D,-107.18033449476465,114.26460857344213,-42.658601999480354,E,D,1
Non-Veteran,India,Heterosexual,Non-binary,127.50348852185816,B,50.75379937689889,126.0090192678978,-8.619616495845095,A,B,0
Veteran,Brazil,Heterosexual,Female,82.42028111138791,E,94.50026115780327,178.9453443351902,-151.06880382527936,C,C,1
Veteran,Brazil,Heterosexual,Female,51.81069193884904,D,-49.25018213508136,-43.98128092060196,72.93720198212225,C,A,1
No,Other,Homosexual,F,-110.59878128082903,B,-68.55824705796309,13.32110277756819,-26.147216781703175,B,E,0
Veteran,India,Homosexual,Male,-17.551838204898505,C,-57.335910874961584,-273.321622914,20.792385022000364,A,D,1
No,China,Heterosexual,Male,-132.60051523010793,B,26.068518034246637,93.08392676743605,24.68993101080835,B,B,1
No,China,Bisexual,F,62.628734695423915,B,51.08689793735398,32.097378524863075,98.31976288884113,D,D,0
Non-Veteran,Brazil,Bisexual,M,25.875219481601768,A,-12.91613039176113,25.601709110301123,-41.893517553909255,C,D,1
Yes,Mexico,Bisexual,Female,53.59061505433558,B,-182.36789501568086,230.60137600219042,38.7490538577366,D,E,0
No,Other,Other,Female,-93.0928576235529,D,107.44828027693923,38.4272803914631,27.238115834974057,A,C,1
Non-Veteran,Other,Bisexual,F,18.813537055225023,C,44.460137521347605,-14.992811337245277,158.45050165370563,B,D,1
Yes,India,Other,M,38.74097645668181,E,-24.665354869518094,-18.27784599010345,-22.148114476251724,E,D,0
Veteran,Other,Bisexual,Other,50.98224645083819,E,-110.3838876000489,-150.65800655259648,-0.5688551039153026,E,C,0
Yes,Other,Heterosexual,F,-34.39940174305747,E,50.137628771681996,-42.056851997363395,66.30775839441293,A,A,0
Non-Veteran,India,Heterosexual,Female,-21.53756395953436,C,66.44981126818499,131.02412318136837,-4.814816274441297,E,B,1
Veteran,Other,Other,Male,-44.31671062749559,C,10.33343149061363,39.287450925062636,182.90034967322808,D,C,1
No,Mexico,Bisexual,Female,-41.040183657820954,C,-95.46945986999775,-11.613861355369817,-39.98511756247487,B,A,0
Non-Veteran,Brazil,Homosexual,Other,-21.238952532800777,E,-11.910283740735734,95.7024469226051,-95.15066882801554,A,D,0
Veteran,US,Other,Female,76.76746233863547,A,7.456855675511943,-96.59262840279956,-15.794698987457723,C,E,1
Non-Veteran,Brazil,Bisexual,Male,19.14783082348485,E,-10.750798630742405,3.408262635478507,107.31938504605169,E,D,1
Veteran,UK,Heterosexual,Non-binary,74.68183968475834,A,-52.62570383872674,-43.02579086782007,156.26305066130635,E,C,0
Non-Veteran,Brazil,Bisexual,Male,-7.674796658700485,C,-136.70774503766884,7.787550848869578,-0.4642357250283203,E,D,1
Veteran,Brazil,Homosexual,Female,52.23569142179174,D,-109.25105405141868,-134.97843799129424,-116.91119139812574,A,E,1
Non-Veteran,Brazil,Bisexual,Female,35.39107479134681,B,197.0586653368218,-108.54810137504005,-117.2888976488184,A,E,1
Non-Veteran,China,Homosexual,Non-binary,-99.76412734106292,B,62.119084593331486,65.77410656998416,-11.854887838527588,C,A,0
Yes,China,Bisexual,F,-122.57263833146953,B,10.808624706906244,-85.47324793008214,-104.12826081788009,B,D,0
Veteran,Mexico,Heterosexual,Male,-10.727481958448614,B,-91.34917298622295,38.59020410597205,-86.08595467306587,B,D,0
Non-Veteran,Brazil,Homosexual,Other,-35.383986015195234,E,-108.12535330312988,-119.42016909937448,-117.17317951822433,B,B,0
No,UK,Other,F,-3.769560016772934,B,83.03797223040465,93.65184641014118,-83.13526530922306,C,D,1
No,Brazil,Bisexual,Male,48.61135849852397,C,186.8199847991386,-13.101751458788376,191.74179673773034,E,C,1
Yes,Other,Other,Non-binary,-19.536108500885486,B,229.3264076701739,-41.21676685797123,51.317900151439865,D,E,0
Yes,India,Homosexual,M,-141.53486951063988,B,-157.79115441724562,64.15213760016837,38.243039972184356,D,E,0
Yes,Mexico,Homosexual,Other,80.31381479435534,B,59.753185831582954,-173.06940190085643,115.27717508779453,A,D,1
Yes,US,Bisexual,Male,-53.83018390959452,C,-49.97869165797621,31.63762090596048,36.051118365920814,C,E,1
Yes,UK,Other,F,43.56303887966062,C,34.91998068099633,12.898174423204848,-142.95499296779738,A,E,1
Non-Veteran,Brazil,Homosexual,Non-binary,-34.885565063141954,C,114.02598822911723,105.55174229103056,-121.40959793266236,E,B,0
Yes,Germany,Heterosexual,Other,-53.99895938756987,C,-86.36541326352717,74.30466938652664,143.51213951022405,A,B,1
Yes,Other,Bisexual,Female,-35.77776957969241,A,47.62893394006561,58.932585777259305,-110.62929514515771,B,B,1
Yes,Mexico,Bisexual,Male,126.29054026023594,D,40.485834053923384,-158.70363393467383,6.854551568072077,B,A,1
Non-Veteran,China,Homosexual,Male,-101.29717334458948,D,-24.31643514342783,-191.3267202159972,-125.80575768464506,C,B,1
No,UK,Homosexual,Male,-6.9146643528616565,B,175.4430571846652,-15.89285987338961,-42.622051820820644,A,E,1
Veteran,UK,Bisexual,Male,85.87921143820326,B,102.79862523360188,-118.29974100965299,-14.228939979329944,A,B,1
Veteran,UK,Homosexual,Female,-28.16900503820312,B,31.70610246751527,-1.6725511422468666,-137.49995524241115,E,E,0
No,Germany,Other,Other,-24.35648553135869,D,44.346461504938645,23.230675721654055,335.61984642129613,D,C,1
Veteran,Mexico,Homosexual,Female,26.259284989027233,D,-128.947207696152,113.7097207388639,-28.39061395806337,E,C,0
Yes,Brazil,Homosexual,Female,53.58619918550057,C,-21.859323942546542,132.06230629713204,-38.33949210066882,C,B,0
Veteran,Germany,Other,M,-30.517268400471732,C,-207.1828602203863,122.7290444310873,-52.428511194292405,A,D,0
Veteran,US,Homosexual,Other,47.21521095938715,E,74.05616536107883,-294.30528901933843,-172.70096283092803,C,B,1
Non-Veteran,Germany,Homosexual,F,-172.23144467018903,E,56.13030874928524,1.956851466690199,71.63847935494407,E,D,1
Veteran,US,Other,M,-37.378949337971044,A,-165.96380245681175,42.434120829796676,141.02258037726523,E,C,1
Non-Veteran,China,Heterosexual,Non-binary,-2.3309151004809694,E,-183.69159469935664,-144.72416575020793,60.47437449240098,D,E,0
Veteran,India,Bisexual,Other,-98.56365167558178,C,-31.028899258687876,-31.248007350007928,-38.84685292003102,E,A,1
Non-Veteran,China,Homosexual,F,53.850682590467194,C,-96.64361847611264,2.3091936539275197,-22.191020151608598,A,B,1
Yes,China,Heterosexual,Non-binary,-163.4409995274438,A,-96.05378851235776,-173.58290220778778,-8.075702179777336,C,A,0
Non-Veteran,Other,Homosexual,M,107.54013909280073,E,-170.4670729428597,-28.079217317786632,-41.7341425930155,E,D,1
Non-Veteran,Other,Bisexual,Non-binary,-6.18431965127604,C,104.21207360301999,-127.93588579785504,9.966454537013753,C,E,0
Veteran,Brazil,Other,F,-11.194655512626413,D,77.52105003082946,95.21625047062481,150.85487328533114,B,E,1
Yes,Mexico,Bisexual,Non-binary,208.4357210864591,C,98.27241048412432,-80.99717372322293,8.468953676761167,E,C,0
Veteran,US,Bisexual,Female,-106.5221164482078,A,-94.10818105365247,-98.24808207621449,215.34456256901194,C,D,1
Veteran,Other,Homosexual,Female,-24.1715097445416,E,34.61478524509868,131.16564786523298,72.90557346993714,A,B,1
Non-Veteran,China,Other,Female,7.2553335468787745,B,98.94613608088508,-88.3864223282939,-35.30902801705313,D,C,0
Veteran,Other,Homosexual,Other,-113.94394321445209,A,1.4701870765161291,-25.81069519322189,111.49257666845693,A,E,0
Yes,China,Homosexual,F,-135.1162911310162,A,-19.793739049367435,0.3171798350070928,53.276951497763605,C,A,0
Veteran,Other,Bisexual,M,55.1804579251888,C,88.26981852076982,13.212589077157217,70.75732547479917,D,C,1
Non-Veteran,India,Homosexual,F,64.24564556808062,E,46.91791580072531,86.55037829801314,-22.408885173723196,C,B,0
Yes,Other,Homosexual,M,45.549725663983345,A,133.95988230565604,42.03280547624137,-51.07680211814139,B,A,0
Non-Veteran,US,Homosexual,M,29.344283873812095,C,-74.20698700659713,-6.7964562124417816,-111.2110135641638,D,B,1
Veteran,China,Other,M,-68.85642244647356,B,-85.36298746368514,-14.260691402239194,-30.38007555517534,E,A,1
Yes,Other,Other,Non-binary,4.316295658772343,B,5.975349667656092,-90.05022207747663,-68.42691375907266,C,E,0
Yes,Germany,Heterosexual,Female,-219.29523674574054,B,-104.54552622115133,-4.461617237925383,154.23633272454236,A,D,1
No,Mexico,Other,Female,41.1300107128066,D,-82.12577666107077,-56.67325376942824,-87.49667739306746,C,A,1
Non-Veteran,Other,Homosexual,M,-53.56912819817503,C,-172.21488911130322,31.956323397373517,-91.37291997050542,E,B,1
Yes,Germany,Other,Female,70.11885540760305,E,83.53878793503799,15.411497921543834,-89.37296707119148,E,A,0
Non-Veteran,Germany,Heterosexual,F,-78.79660062448811,A,142.92064600296484,17.408624382713054,203.30488087239723,A,E,1
Veteran,US,Heterosexual,Other,-120.74985138406902,C,104.84579010378341,55.32356653364494,72.30204702883144,B,D,1
Yes,Mexico,Homosexual,F,7.764091814151593,B,84.58909365676102,-152.79582615781385,-84.94258665196807,B,C,1
Veteran,Brazil,Bisexual,Non-binary,126.11303082392047,E,7.357643897325973,-101.19361932671657,-12.871159926969614,A,E,1
Veteran,US,Bisexual,Non-binary,-189.36274600271048,B,-124.40074019343061,28.802226130444435,-21.511325106608748,B,B,1
Veteran,China,Homosexual,Non-binary,141.0616945758671,B,3.394018616753619,19.053738661857736,-109.1345180981166,E,D,1
Non-Veteran,Germany,Heterosexual,F,-158.78069111117406,C,7.203990753284864,-204.84453142778122,36.83138197330694,B,D,0
No,Brazil,Other,Other,55.80636280421724,A,-124.1088022063969,-6.873540772097683,34.95194248328337,A,E,1
Veteran,India,Homosexual,Male,31.084180443303786,D,96.50865306590201,86.20250994023483,29.971225965551913,C,B,1
Veteran,China,Homosexual,F,-2.1186698418736953,B,16.943323398222496,-132.34073217887075,-4.553955423043626,E,C,1
Veteran,China,Heterosexual,Non-binary,63.54141363441891,A,122.17507940031919,30.05252456291329,27.323693478406923,C,C,1
Veteran,China,Homosexual,Female,-95.26094489194314,D,-59.49314426654573,4.584359994104411,-97.6232176414212,E,D,1
Veteran,Germany,Other,Male,-18.379999159279173,E,-33.66543987611007,48.833407471345595,-80.91312129368855,E,A,0
Non-Veteran,Brazil,Other,Other,79.84789467731518,E,91.53247959539739,-102.10938819604274,-129.90076047223843,C,B,0
No,UK,Other,M,282.73783652206885,A,116.01151827636396,-181.1542623285394,-58.050004166421644,E,D,1
Non-Veteran,Mexico,Other,Other,70.19062245580284,B,130.37060459816857,-44.995513045753654,161.08060087964412,D,A,1
No,Brazil,Heterosexual,Male,-17.712580695845055,C,46.05673758763808,-12.461514840791322,166.67883475552105,A,E,0
No,Brazil,Other,Non-binary,104.45807930555003,D,-48.23319760357176,-103.0625527255576,-41.019521681418055,D,E,1
Veteran,Brazil,Other,Female,-55.79140479032827,B,-147.91863608194961,43.7225027557545,100.7763289040797,D,E,1
Yes,US,Bisexual,Other,-44.48446687926659,A,-15.893997159352402,100.19035996988981,207.88061418316553,D,D,1
Yes,UK,Heterosexual,Non-binary,119.97682548000397,A,-138.40501500437554,-91.05848248066269,-71.43975584198489,D,E,1
No,US,Homosexual,F,175.16365405750568,A,4.110796860854359,68.80479001455639,-84.09464228043406,E,D,1
Non-Veteran,US,Bisexual,M,142.5429362146235,B,-110.52065938179096,-82.21552874801932,-22.971453449986008,B,C,1
No,UK,Heterosexual,Non-binary,61.9622164716865,E,185.6626700908359,-131.80201829299008,14.224284987952021,B,A,0
Veteran,India,Heterosexual,Other,-30.28907790153553,D,52.285678999906395,-139.23141917274276,-125.5200837717984,A,E,1
Yes,US,Heterosexual,Female,-11.541535893823335,C,54.84535110674638,-166.89564647800245,4.763293724910937,A,A,0
No,Germany,Homosexual,F,-14.7326050651935,C,111.63325294620935,4.049786356052125,-114.12634618985993,D,D,0
No,India,Homosexual,Non-binary,18.27306527857548,D,108.45074776437222,50.88908510847631,10.50696326877041,B,B,1
Veteran,China,Bisexual,Male,31.737844202927523,E,147.80181658675417,-100.99243722685469,169.46165482265855,B,E,0
Yes,UK,Other,Female,57.507676883575776,D,-147.00688387750114,-48.1120804326475,-127.92886431483157,B,B,0
Non-Veteran,US,Heterosexual,Non-binary,-59.65101403460436,A,176.8784235646217,142.06583647156762,25.406316538462082,B,B,0
Non-Veteran,Germany,Other,Male,8.54065008519731,D,-81.50173045671256,89.29084872141142,-3.4610901927688444,C,E,0
Yes,India,Homosexual,Male,130.12259243039978,A,93.08791202834742,10.464191229556961,16.934864962138292,B,C,1
No,China,Other,M,2.5785432490960423,C,66.93847618567692,-22.7883267670887,-85.10864236448191,E,E,0
Yes,Other,Heterosexual,Other,-69.51072404135907,E,-227.85462265063003,-53.66145636728806,45.8431094199929,B,A,0
Yes,US,Homosexual,Female,-3.7483502452985227,E,-104.72825628156075,-131.44107786996696,-111.938874837298,D,E,1
Non-Veteran,Germany,Other,Female,-70.04696526940818,E,33.888484432807594,51.58141614987781,36.869765966344616,E,E,0
Non-Veteran,India,Heterosexual,Non-binary,118.35907295135083,C,-45.20661742200948,186.2678017128195,147.60502241015004,B,E,0
No,UK,Other,Male,-101.90534690654505,A,102.19911307444474,98.48627868658953,-81.24989279675668,E,D,1
No,UK,Other,M,-3.413274588595848,C,148.82303076343015,-16.880815233452072,-35.10564653974724,E,C,0
No,China,Homosexual,Non-binary,-180.51909398535327,D,-39.668420645769295,-166.70007156045122,-130.5013329952511,D,E,0
No,Mexico,Homosexual,M,62.329974662036314,B,-4.108592666734923,-180.81379511054985,-3.4217319491302627,D,B,0
Non-Veteran,US,Bisexual,Non-binary,-96.0545517351942,B,-8.630198858833198,7.260659262065254,-90.8228255614792,E,C,0
Non-Veteran,Germany,Homosexual,Female,-2.5836990729698095,E,-61.81710535373017,-149.7859477953995,36.93484801592259,B,E,1
Yes,Other,Bisexual,Female,21.48991378344995,D,-97.20295808889918,129.5398516000482,-2.298062630503741,A,B,0
Non-Veteran,Germany,Heterosexual,M,-73.49645271201712,E,43.23682766009348,50.52920531873816,-0.29358991924284833,C,A,0
No,India,Other,Non-binary,-19.876002700881003,A,27.820038142533203,97.2302378117702,-66.69516406094579,E,C,1
Yes,India,Homosexual,Female,69.85012974322899,B,70.95620398647836,-149.69762119109703,74.10464310690706,B,D,0
Non-Veteran,Germany,Heterosexual,Male,5.394422086992483,E,-187.3687341787206,0.8944394461641331,-185.18044996712476,D,C,0
Veteran,Mexico,Homosexual,Other,-95.222881780138,D,37.59505256330901,-104.46030747948627,-152.11068864845774,B,C,0
No,Brazil,Other,Female,49.245045561891814,C,-107.21351313515852,-66.29971165754431,-95.68279103463313,D,B,1
No,US,Homosexual,Female,119.811192632108,A,-146.47487404135248,93.86582673608774,-92.17519855979313,A,A,0
Yes,China,Homosexual,M,-28.380143604049106,E,59.58650038428017,-62.67535927111976,4.337998789655536,B,D,0
Non-Veteran,US,Heterosexual,M,-189.27982507074893,A,-23.16623585886374,26.354141049175396,75.66407561515423,E,D,0
Non-Veteran,Germany,Bisexual,F,52.75168601181953,A,-188.24364513620293,-101.82372261769427,-133.04431561944386,C,C,1
Yes,Other,Bisexual,Non-binary,-19.740220464325407,D,17.412279825060825,-102.25074546834168,-24.540939366920483,D,D,0
