ethnic_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Other,-161.8991806256165,D,E,B,-56.18169407608533,114.79538727489333,D,-117.83121406693428,D,247.04069389454463,-9.552307072473441,0
African American,-151.5355313780069,B,C,D,191.00124492715136,140.3935702165272,E,-27.543736160776128,B,-163.64929498004287,-21.55481920349733,0
Hispanic,-76.7538458130261,B,E,D,-81.03309334141957,78.33492999442963,C,-17.816432215245115,E,74.71015920792644,91.46241044070807,0
Hispanic,52.61494573492591,B,B,B,-30.43487011609811,30.771565531569266,A,23.961967464878008,A,-20.29600095312726,26.300975469238008,1
Other,80.08350430521786,D,B,B,213.02401608484263,-33.723767450523226,E,233.29015597454315,A,99.29718828294072,117.45172882072407,1
Asian,93.4282001911608,C,B,D,-134.2512918525647,-71.31231474847976,D,49.95866427831481,C,42.712239985769536,-0.9282281128703752,0
White,-5.764225225688022,C,B,D,-105.20988960012959,62.373313445968684,C,-52.329410204459194,D,-44.372823876660526,-73.29778476455974,0
African American,0.8560581395246326,A,E,A,-105.12885309307975,-53.93961867535165,E,-6.82757021981184,D,55.494249846920994,-59.21506001959105,0
Asian,-56.21663263372588,A,E,C,-49.33731404635264,-73.03148363767687,D,149.84489825466628,A,32.38062151973856,-64.421324830601,1
African American,93.10787103282301,D,E,C,8.932232417441673,3.910750960527007,A,-40.370960219841315,A,-113.17553332489521,116.22770187677844,1
Asian,-20.4612375690521,A,E,B,143.53661366996405,43.69880353126481,B,16.419540422758796,D,-149.25639653440976,-110.60390187616657,0
Hispanic,-190.00208778164443,C,E,C,19.563569805339224,-59.26050435215395,B,168.44475935886572,A,-9.386341025224604,83.11427606576015,1
Black,150.3005144626392,A,D,B,-191.7433923826506,125.94236956836289,D,49.873202049728846,B,-108.89463339537883,67.67018678042568,1
African American,90.8499768220729,E,B,C,21.21773567948821,127.9250671024054,D,83.82730019574468,E,-18.224106916836657,-50.98643292456596,1
African American,-165.36390592931954,D,E,E,144.24308563473323,83.98382671375398,C,50.51576795570492,A,-109.3330138659006,7.62497740636013,0
Asian,53.059814548767584,E,C,B,-130.55014891532036,-20.379539271564322,D,76.02604706523874,B,-154.47455099316358,-182.1948447787517,1
African American,231.0565287487377,C,C,C,89.1504905379362,185.0874992525554,E,112.54139406485493,E,159.71388619641712,-53.06644219358222,0
African American,98.46069657906766,A,C,E,-234.36950888076802,57.31363620071761,E,-187.16242713022666,D,-97.18055126184322,-76.91874676183824,0
Hispanic,-64.93237024124994,B,E,A,-217.7832826903299,43.993354941956454,E,-28.79697305950515,C,4.691599380012656,-43.498911599217095,1
White,114.43317807912794,E,E,B,60.68225508844309,7.980545802400416,B,-9.807849307270764,C,-133.79139978823474,-15.55635501032537,0
African American,58.7129837337133,E,A,D,-167.36845902898017,-11.838607663422755,B,-95.42149281656842,E,161.1753202439182,68.56087257341903,0
Asian,148.49656255022532,B,B,D,42.8993376483808,-90.66739441946956,D,66.4208135011751,C,-62.6557306031277,-166.0291396092831,0
Other,94.07136945751077,E,C,C,160.61853737448115,-82.1683658984999,D,-154.97179295290374,C,6.038269974452768,-74.55977616146681,1
Hispanic,38.94078664203535,A,E,D,91.88863790983184,79.88563692963386,D,5.663453772861281,A,49.513481263203204,169.64718782575315,1
White,11.244159595006721,D,E,B,16.65473683732585,-43.332411851660254,B,-11.82573578648029,E,-44.320949205540494,75.52561132515699,1
Hispanic,-64.32975975964291,E,B,B,-56.283854753185246,18.401064773520524,C,142.71712964977763,C,-76.90980608336505,-102.46070681279565,1
White,103.44906323165024,A,B,A,20.500822032024775,135.09487265063942,D,25.25077776548602,C,-69.8790650044012,-64.46655793776553,0
Asian,92.99583543474536,E,A,B,-118.04673454462471,-31.91752341393973,D,42.35018414098949,B,-140.8418952810947,80.11114206670327,1
Other,119.31878677907078,A,A,A,-85.23525540979483,82.0083191374781,B,30.405501091954296,A,-124.45443687322432,-32.63559372267586,1
Other,-112.13823459750971,B,E,B,131.93639493258746,-212.55200971711426,E,-42.40522441032495,D,-60.63703010169029,13.003185266768366,1
African American,-236.519216362878,A,B,E,-155.7184703192201,21.748249803114092,A,-55.98383261765796,D,4.645390124260803,100.56712539378205,1
Hispanic,-24.00929804076226,E,B,E,-185.1540070889416,171.9951118268595,D,5.079793634219705,C,113.1897255804866,42.416257015521104,1
Other,-2.548704094617575,A,B,C,-113.56276524152067,76.89891807462355,D,-32.09311437730803,C,-93.45767547948614,-45.17022708064023,1
White,-165.25017037148743,B,E,D,64.03872081686805,-36.084401567698094,D,2.885616819683623,D,143.69205654277562,47.562206619328066,1
Hispanic,124.18911347533003,D,D,E,-34.23125416308514,-1.9190431913272559,A,-31.92538628182588,C,-93.84045882076103,1.0137866079151943,1
White,78.65960869286272,A,B,E,-0.21368479296523252,169.93410182683647,E,-165.75130594109825,A,-122.10482395660611,-87.66486507729276,1
Hispanic,93.3818713810876,A,A,E,164.65542887623346,-12.4023210399231,C,-122.57432372346821,C,-105.37310391135368,-150.0671289099911,1
Other,-41.78533951259394,B,E,C,-42.30852666214869,-39.06751595240227,B,152.85345042382517,D,102.14348222194884,68.3625840158663,0
African American,99.40208806644382,C,B,B,-209.043543092446,87.04806607962972,E,24.85807977598629,D,169.4513401000233,99.54488627849037,0
White,77.36892148851103,E,E,C,147.20073135352584,20.270080382729418,C,-81.14211581282557,C,131.98914958769237,266.1890065455789,1
Other,80.25006297676991,E,C,E,57.67534764352188,115.08955955795628,D,41.80848473606873,D,-131.28947667914582,-3.70212880793842,0
Other,-144.25238623123138,E,A,B,-12.315761860539256,-85.08718984387195,A,-81.30209354972486,C,149.11573424215067,212.1885938946971,0
Black,84.45780285663298,E,A,B,-145.4490240134545,-128.26444182478613,B,-15.940908347724747,D,-147.2639358327325,-65.78266582909652,0
Asian,-89.26973039694693,A,C,B,-69.42866049799828,172.21633555558017,E,-23.22602838441741,A,113.37175089540771,-26.177412380936993,1
Black,189.98104913971355,E,C,E,-22.877506991838867,271.44192962226987,E,-192.60515468212216,E,-43.07820290281602,-7.72859828087734,1
White,-132.90444415470012,E,B,E,-201.69716010216558,66.88091680473913,D,1.1570642493347594,A,-72.38949253772866,26.894211641852188,1
Hispanic,-185.8942750612802,B,E,C,119.19726339621629,146.5476403411633,D,-84.37307633379847,D,46.508278028680216,-0.16373422118185058,0
Asian,-24.571938880120292,E,B,D,264.6355833038091,224.1197763958421,E,33.687889456443735,D,109.0636181435527,-43.78429396534477,0
Black,-35.01576732374879,E,E,D,-67.40650367685333,185.29108208106183,B,41.67824310329928,C,-111.65364689138208,247.80163721108264,1
Other,84.7575336589301,B,C,A,-99.43950566564203,-66.53399996896871,E,75.02607344000953,D,-175.8414873843678,-81.27081548895649,0
African American,16.700142646236184,E,B,D,-76.75078686500265,132.43853098932024,E,-42.03834727747103,C,46.963312905766294,-1.6575998389810664,0
Asian,52.71708948921445,A,A,B,-2.3348858835891266,-69.20576435857825,A,51.90712050388561,E,77.54451523917997,-134.08282371731306,0
White,-124.10116517967724,E,D,A,-130.82904467746238,-190.38263515001736,E,63.74947883704334,C,3.8978508511503565,94.39906018647304,0
Asian,161.26172761035286,B,A,A,17.657686555709738,7.649442318919684,A,-116.86336103237886,C,-40.77901463431363,-39.72603563992468,1
Other,-77.58310182915251,A,D,B,-29.595358993595394,-38.74244236355797,C,-27.350919661648565,A,-100.30666798720314,14.221112840851854,1
African American,30.59245104623513,C,B,C,-78.65059833118073,-0.3323030889118366,E,146.20221247080397,B,136.06783427054467,130.11798696389042,0
Hispanic,14.381791875745964,A,B,E,23.181323083601246,-46.04771002702899,D,94.8588151865418,B,-97.84900507042693,3.5145477583377196,1
White,10.790091757854096,A,A,A,-52.723758458727566,-13.871878530156248,D,-9.028950031630389,E,15.055642829818911,-114.23634870318602,1
Hispanic,35.94864920444022,B,B,A,35.091418489978686,3.8139539114521996,A,133.6002519965771,E,143.17041722358957,-54.84684914527672,1
White,38.54393456808666,A,C,B,8.64347433580365,-17.025052018006438,C,-10.0974738602001,B,47.42360736973437,-18.657698412284507,0
African American,39.84790045167607,A,E,E,51.48775110951879,28.153765111106427,A,1.5163684895233682,C,90.07100691804379,56.20952683384346,1
Asian,-8.792184569443707,B,E,A,-17.998340274582063,-11.465838031107777,A,-22.525767981695648,D,-48.89643818183561,21.705626193581075,0
African American,-62.958820902190915,E,C,E,-150.43454785618752,0.6743786332846213,D,-83.89277901201548,A,88.72381861934471,11.301852443768867,0
Hispanic,82.45431997321569,C,B,E,-76.01720825115427,-176.83298429954576,E,-69.54407527769446,A,-106.13353257024156,-53.2451943643102,0
Asian,187.0108435049649,C,B,C,-186.8611141664705,33.81125523585132,D,-103.1235879757576,C,-69.39796229249183,-62.495764539055976,1
Other,126.05978364697935,C,D,A,192.89900449196878,-108.04752713522593,C,81.92358279833569,B,3.7708909765931358,30.622577484151087,0
Other,-117.38544482709736,D,B,A,108.53730226128991,-55.292581905311735,D,-87.15613048833487,B,36.38678630436205,-65.96299460335989,1
Other,22.096148744466905,E,E,B,-134.41119007546845,140.09506178810435,C,84.87754901721519,A,-92.48604900255195,144.9286115372557,0
Hispanic,-59.088342486551525,D,E,D,-230.23563598812538,131.51092838514563,D,-184.30275222285164,D,101.9592923360712,-6.784999893062041,0
Black,173.18364947240488,C,B,D,-219.3498323417732,-10.66556154113751,B,7.9958716998990695,D,65.13991508495589,58.55521976738368,0
Black,54.21188204936777,C,E,D,-167.5973191143513,17.744531725298735,A,-176.9452120254939,B,78.86264400476635,80.7288045100656,1
White,108.94957056317693,D,A,E,-67.1541321526643,-6.936343728705639,D,60.66203591274139,A,-18.520260786076083,-4.254063616710709,0
Asian,-101.37680846728361,A,A,A,43.14258711988295,26.914546011058306,C,137.44111253335691,D,-129.26704663282646,-19.332752284963398,0
Other,32.14616030634176,A,D,B,-111.83003084066488,-32.638366837610924,C,-1.5399925356484323,C,132.51164911122956,-62.17976187708329,1
Hispanic,48.35368983956834,C,A,A,-189.05432792095993,60.8047891209499,D,45.13145165035099,D,75.50266147011968,-45.271336046513426,0
African American,-32.791520209293815,E,A,D,-2.9362491120609393,-9.633913464763399,D,-109.35627785684008,D,14.035980317361831,-111.93350713207704,1
African American,50.91921327738058,D,E,E,-73.9480746140526,42.976558682490804,D,-82.81721310314941,C,187.5032529037577,-89.52584159628334,0
Black,-120.00766612631269,E,C,A,-233.8618202136789,-11.436264913938508,C,36.53701714927074,E,85.8504346983078,-144.0562633128244,0
African American,117.94376346449211,B,B,A,6.95997811136803,58.06570869744051,E,-80.01322376363848,D,68.03600679795065,-43.24328651382783,1
White,-106.8235571803108,B,E,A,-36.894800233391635,-153.91219271376252,C,125.53014167546863,B,76.51842221860574,97.74485155830112,1
White,134.93246573699255,E,E,D,-120.66243161199417,62.47318910116484,E,-31.695949138441936,C,-80.50340318353241,-38.71235929115105,1
Asian,70.24400446267128,C,E,D,-96.74731815061558,-157.33822747676228,D,44.191232743136766,A,-206.51233363036624,193.4656231759936,0
White,132.21280875154451,D,D,C,48.570364153726395,3.636331766851543,E,132.5419002561524,E,100.3290749988694,-50.48879478260487,0
African American,-70.10755678062,D,D,B,-28.373553356193188,-17.793336556308084,E,78.47959094635341,A,-1.549304949325968,40.22769455573105,0
Black,-128.49427384307836,E,A,D,-93.47789134440067,123.74962951120874,A,48.57815762009256,A,109.51419273419039,-58.25421760544175,0
White,-187.5256495264273,C,D,B,-16.573296411020834,49.262176977218374,D,6.545460699552463,B,91.79305339286817,84.86107895292197,1
Other,41.69361900006486,E,E,E,-61.037399455284316,117.59666879570956,D,187.03356557199135,B,-17.54512945076711,-120.079773951491,1
Black,-20.98114697266437,A,B,E,-5.059875470515602,33.96558669515676,E,116.3961936603001,D,-41.64212027074621,-56.17357239794899,1
African American,14.19157881814832,A,B,A,-79.35932293158866,45.95002235374764,B,57.69923286051011,E,-33.92545738352725,112.7627225789655,1
Other,-31.90499609297495,D,D,B,-141.00731680593742,11.236303914475721,B,26.060083174288966,B,-208.56993493250346,36.224432132533785,1
Asian,199.44424851287746,A,C,E,-118.72972500209491,-85.7096975788718,D,-142.31858273265138,C,183.32197305396954,73.63147281444327,0
Black,164.08979095170542,E,A,A,216.43892487529936,9.237460371422227,E,75.30794419290365,E,117.88186421690283,-83.46916343085459,1
Asian,-45.43196485766396,E,E,C,128.77073650157712,-100.71434120113369,B,49.79962533738965,C,0.7280192890694136,-178.8197641603187,1
Hispanic,63.21325225260404,A,C,A,34.13758727568874,-7.126198341950499,E,87.94296166366735,A,199.34454835269483,31.728460039498778,0
White,-29.752621777685096,A,A,C,63.51872465838142,-169.19566156569422,E,98.26443983386102,A,-110.07385142922064,-0.5804652741889141,1
White,145.4598538417819,C,A,B,-117.4208685098608,-36.8275016748892,B,-50.276792177517216,D,-161.6881477016235,-117.45405629782756,1
African American,-21.31896780401756,C,D,C,-42.825537027941216,-85.666319790346,D,125.13446043985881,C,-133.41610388021817,-181.04926348367798,1
Other,74.43492950835466,C,B,B,-100.8890413029139,-195.58993025246357,A,96.93855289649159,D,163.6857413262679,-177.80948086309712,1
Asian,-35.86373051480219,D,C,E,-205.88281686100797,-251.3014823792172,A,-241.00872051994747,E,129.64191720945928,51.56234737058097,0
Black,20.94162622449105,C,D,B,-25.98982713217815,-39.66171301139603,E,-114.26171174554989,A,-225.40032395796078,63.87713380748136,0
Other,-98.07265599697075,D,C,B,-74.45623295309579,-96.18905407096955,B,-164.12298686451263,E,19.515026805916058,-43.623064235180735,1
Other,-38.254810390145785,E,C,B,40.34078077984854,100.80299529777963,D,-87.94034734556203,C,81.98637032553873,-83.05254065025504,1
Hispanic,-98.25525170754268,E,E,E,-0.2026221607434848,-23.82337443778775,A,-67.16535693994192,A,81.36380491427681,-19.46432666484423,0
Other,57.1513024863724,B,B,D,-102.86112836702932,-62.89745584508526,B,-73.74567054745556,D,49.446227787950875,3.9013175170399337,0
African American,-131.49141311426104,E,D,B,-27.80022798130916,31.2848344077788,D,42.377944020816514,A,-20.663107397726858,-86.72032893237197,1
White,-51.471172617692176,A,D,B,70.4920462601138,-114.36336100463613,B,52.366603281717616,C,-72.47197012562519,-106.84471959713855,0
White,-58.78772691149795,B,D,A,114.78506505801612,-103.81224048791388,A,27.73713793391593,E,-74.98170836301735,-15.25626452329893,0
Other,-49.49255095018253,D,E,D,-36.16458985865239,179.50005396243137,E,9.669647088913404,C,119.6887864268908,-40.18701976584487,0
Black,65.93829307446038,D,B,C,99.48440009638061,23.543419705773015,C,78.95777838624946,A,-10.323213648463575,-139.19036517843747,1
African American,-118.15769433738966,E,A,C,-138.80183277953927,-70.62660951080493,A,37.55480517732303,A,12.972045029400542,39.377434600403156,1
White,72.31193600328926,D,E,C,43.7834754378947,-126.54407328161605,C,18.663667900805375,C,32.995050425709046,153.87950368280616,1
White,-88.52064967261182,A,A,B,-51.85321884700021,6.416029752480017,B,3.578227759245016,C,154.41831295520433,-1.9793988531110374,1
Other,-89.38900884992833,E,A,A,-4.0951934858414045,69.54253417939016,A,72.88871996152292,A,-46.43310028319884,20.261180263784347,1
Hispanic,-71.56769771528731,E,C,E,35.76595339827943,86.17447196020832,B,-113.02256442507075,E,-16.63226112378773,28.60492584268765,0
Other,40.283790630867635,C,C,C,-70.9264163270095,46.340907491928895,D,6.024306982623885,E,118.46951483362676,-60.46577274518423,0
Asian,-170.08196710387213,A,C,C,15.676174116705809,-47.30101012037114,C,-28.36152161018472,B,181.51516982357685,158.21883267779646,1
African American,104.96775955055655,C,E,A,-159.91207447489342,94.52634575250322,C,97.58053920259016,C,-21.483903521681626,69.5822521993418,1
African American,-63.32367988669914,B,A,B,-15.920875277585067,-54.833879518897135,C,-57.154698913691796,A,-64.63968184585829,-120.54919973359168,1
Black,-54.842360350229015,B,A,D,69.70912715316511,-37.06630095480518,D,97.92032747048394,A,160.90712133739925,103.93889859400949,1
Black,139.47132304538383,E,A,D,-193.55487860813744,109.10642280219834,C,-103.72751005489987,A,-76.01443318229553,-162.6763926308738,1
African American,7.4560502135653435,C,C,A,-49.70740715117394,32.79846965200085,A,90.71794875127168,A,151.6901263526322,35.14516994068937,0
Other,51.23386550549404,E,B,D,57.03633664003513,-43.87147167477971,A,49.82855353464321,C,74.9636966443036,82.63765072138244,1
Black,71.83895540716637,A,B,C,-9.4917799421907,91.05591219848449,E,-70.94141670610031,A,108.37183306024025,-34.165664624444695,0
Black,84.72133363411972,D,C,D,-190.08393781303923,166.06192390937773,C,-14.431854752207354,D,-95.25271425588947,-58.666067315394656,0
White,-67.8453438120421,E,C,E,232.18065189626836,-85.62512229631116,B,110.03798034069577,D,-45.340932388991185,-93.32352220241678,1
African American,-204.72185005276066,E,A,A,-118.59000692639216,-44.96289091857878,A,-4.235379647708809,B,-212.034033266232,-39.94029318164809,0
Black,-28.70258244020657,A,D,D,42.32343641660505,-189.6962413598465,C,-57.665467343369784,E,-155.51742493836102,5.759717002547561,0
Black,115.57066231884146,A,B,C,-44.6856364839985,-30.9827430255692,D,-38.37599781891566,A,-39.071046435899135,-76.03667746995234,0
Hispanic,9.482767804514976,C,C,A,143.82994005285144,-291.0821745645757,B,-16.389879401565018,E,-64.69710499442381,68.86265120229254,1
Black,31.67388890091216,A,A,B,-60.48140125506717,-143.4310564862171,A,-117.11759393551819,A,120.88832590819838,74.41405233182168,0
White,138.55764956946118,C,A,A,67.6279526804828,52.14235183440741,B,184.43763653358312,C,10.454808284074927,6.365919378127989,1
Hispanic,37.04881424662702,C,C,E,0.15084654391304764,-54.604084748963345,C,13.507048970209311,E,-92.40985621102305,-16.593736772309768,0
Other,-31.900138541006335,D,C,A,188.15984776866077,-56.30879904589591,A,-62.24843651041927,D,60.89903278294078,81.64564246678492,1
Asian,-60.59761824750499,E,D,C,72.8369878922602,-77.09386914511089,A,11.604703239160504,E,-122.35115008565234,-74.81082135299211,0
Black,147.64072278892073,E,D,D,41.51895492178757,230.76743312295412,B,5.583285508371709,A,-25.2803982090146,152.22107019228963,1
Other,41.72530280416524,E,D,C,-103.96770544156453,-16.570374161023015,E,-63.39937016442768,B,-21.647019047607436,93.77479618534312,1
Black,82.26051718760186,A,A,E,11.226099976285617,-29.778356331980877,A,23.287663795806342,B,200.5135318161256,13.062509312136738,1
Black,-146.16259858453748,C,A,D,225.96919178918117,-37.20694086988875,A,-0.4441796126743135,C,79.09207916756635,-162.36468727534378,0
White,-128.77189565716725,C,C,A,129.75506032884365,81.13331799108515,B,10.583375672391947,C,125.80651760476869,-71.60637193647985,0
African American,78.27305787478964,A,B,D,4.9301312482701185,-132.40590783617577,D,32.2848306209199,E,-14.666793128492339,-164.93428882401167,1
Asian,-10.976895997114564,B,B,B,99.83198138660177,197.80278234309836,E,31.3978602091798,E,-145.8447410989006,54.12373644040692,1
Asian,58.642692214163716,B,B,A,68.5472905358145,-94.54676453866547,D,-69.73353113557889,E,300.4812346922727,-54.971874876768034,0
Other,130.9014584244443,B,D,D,22.469549886515193,52.434118476692994,C,-49.5823149750759,D,37.32225479378052,-80.2704632865397,1
Asian,-213.4815133729086,A,A,D,6.975176431948246,-150.64835155380666,A,11.591259989473436,E,106.22371698581934,10.32497129078848,0
African American,23.39241732900178,D,A,B,-92.02987709551475,20.098883832948516,E,2.4517986420921347,C,-175.81733213528105,2.8311546737365854,1
Black,10.683445269497527,A,B,B,14.176509836762477,-114.72858166243638,C,209.9513898626323,D,125.92777984057749,-12.614349716454539,0
Other,75.22401554313957,D,D,B,-12.50901664019088,45.779441714345985,B,-1.9667156483497306,A,41.4698380681826,34.059635998675205,0
White,109.3680054972543,B,C,E,84.20336043136962,-300.7733224903889,C,-78.94559433984656,C,18.04443430886962,-185.06848234558416,1
Other,-195.20019853490209,D,D,E,-69.37753445548384,39.72243642876806,B,-15.49976403989003,C,162.27737383828648,145.5441859146139,0
Other,180.7814674036927,E,E,C,286.7985871020406,47.038698651415494,C,-3.8755838791349535,E,41.49774168730499,41.32104719533766,1
Black,1.629844533272016,D,D,C,-87.63399575638933,-9.326849840952578,C,54.77701618205148,B,-102.9099095767472,69.1335775917697,0
Asian,-29.920334843551576,D,C,E,95.48062246476844,-75.85803652388967,A,-118.8786715980873,A,-99.98358525318343,-82.26235259668809,1
Asian,-134.4826181576013,D,A,D,-30.677811868951142,-123.44929002701315,B,-9.67219744986424,A,-182.63828145607292,-53.68332865896488,0
Asian,5.21961440447766,A,B,C,-2.2787169801356755,-25.350618804882348,B,67.86002707845972,B,139.6939509800877,-220.14296902102956,1
Black,49.03828044444348,B,A,A,145.15906854101232,136.53625723507068,E,95.63787385125222,C,6.059023235050852,118.73137691004369,0
African American,18.42957235535012,C,C,B,65.90671299103732,54.707589806533164,C,-150.26281975933247,E,32.02879448194693,-18.37906194936563,0
Hispanic,-72.92736025047174,E,E,D,148.68233172707886,41.84586418196008,D,123.37432339389373,B,10.340715685947693,-134.65478846766422,0
Asian,77.70368166022436,A,C,C,155.61042366890868,177.65412945568346,B,198.13668510987924,A,156.33301037328636,223.68893154521402,1
Other,13.9277331937137,D,D,B,171.0849772976536,-141.28324272843273,B,-65.50521937517149,C,82.7161459935779,12.897825244436737,0
Black,82.81140239453237,A,E,C,4.011155936081403,15.926636999998736,B,-99.33973606141964,E,67.76056770601355,-30.254799562351565,0
Asian,122.08017946805359,D,C,D,-131.23554695946356,53.75248329422478,D,-83.01027201893551,D,-65.26611089408904,-32.68435782582066,1
Hispanic,-13.750309864086582,B,D,C,-24.371041439799136,91.5947778049506,D,-19.248664568891783,A,2.7694854358975065,12.621811757320186,1
Black,-25.368267057365713,C,B,D,-55.36160670727382,-119.8375425193106,E,32.43092774774997,A,-166.08865281715413,103.66601143976607,0
Asian,108.28718278196826,E,E,B,93.1470777584502,-4.926983691782967,E,-39.04533930689222,A,-46.8608058450208,-50.25626648671447,0
Hispanic,-64.9914936408361,B,E,E,40.10997270956088,140.71949969255027,D,11.74652005955283,B,48.1960528077269,-42.786716662072145,0
Black,38.01116562889983,B,E,B,72.86585114705717,122.60186573417502,C,82.00271504297497,C,-41.8556268336421,-90.95693360642609,1
African American,-77.33373654172799,D,E,D,97.22159129160039,-41.604517656692394,E,-229.89711491205887,A,26.427207332229585,16.971787534734233,0
Hispanic,67.83195788761505,A,B,A,21.606156061467814,70.08705548613042,A,6.831504464967695,A,199.61624607097355,-47.111502767031865,0
Asian,42.09396199842486,E,E,C,250.79973137262996,44.065628037217095,A,-92.80808068915569,C,65.46404738010642,11.70658951628734,0
Asian,65.51667224200455,D,E,D,-23.721715035854483,44.58420054388165,B,-27.042721557133024,B,-38.76998196079256,26.94030109162155,0
White,-22.988221097125482,D,B,A,17.394186586556195,0.06274387153937647,E,-51.98515715993198,A,-13.676010765268604,-31.933120801026032,1
White,218.52595365781832,E,D,E,5.470829085291596,54.43987735211929,C,104.46731122399254,C,25.590471178871738,-7.0294892044840696,1
Black,72.94855973407938,D,B,E,61.18809151856171,39.317453591966476,C,22.590789285940282,A,-37.765009983665635,-127.84483572814804,0
African American,-124.73531527427942,E,A,C,-62.94972144840087,-99.62978960816575,D,100.065812960288,B,-41.70210970538609,-124.23276184982261,1
African American,-46.90409335762679,A,D,C,-187.81428093385205,-106.33206086704404,D,40.13976000656254,A,17.80018859909412,-68.05741207509274,1
Other,48.81535049394717,C,D,A,-26.514674616483536,89.99106213233922,D,36.76551442186372,C,-198.10220032227392,-54.932937140900584,1
Asian,73.12555083325724,D,A,B,-37.31607074870727,34.28218275577242,A,-15.474111867277815,B,101.71437770933393,166.85156464921732,1
Hispanic,93.62540440464959,D,A,C,61.35475995755698,-57.67103606505203,C,98.33428885638115,C,33.0820558615305,10.972747657183334,0
Asian,-10.48086020894158,A,E,E,-192.17227003193528,136.71186429354864,B,74.57921427322891,A,-65.61773215966805,10.335751958438134,1
Black,-135.11099548072477,E,B,D,-135.57494663240735,106.2299029832349,C,-69.91310839019555,D,32.04595538816883,54.50800447268932,1
Black,4.922801378429135,C,A,E,20.584124141765102,-4.375473883593548,E,-41.54979758951509,E,47.67182745728603,-48.143503562307195,0
White,-81.26654580613328,C,E,C,51.67459367034949,-46.47490508844425,E,216.66155830307002,E,75.60165178295492,56.665762179321064,1
Hispanic,18.729543525687788,E,D,C,-84.17142323312696,-183.7331480707455,B,-52.92623757516298,D,-44.202762321213704,-6.459721253222692,1
African American,49.54539440859532,B,D,C,187.1848005052279,145.97815065246232,B,138.30041512367023,C,123.66746345859376,87.89551482953348,1
White,-153.7951761976395,E,B,D,185.86061083352044,274.9483293524507,C,55.772422334311834,E,133.85613928789522,89.03737145221886,1
African American,13.547346498564373,B,A,B,172.62103159958542,27.00152469298645,D,-169.9767428042488,A,96.38727231358787,6.033506378711227,1
Hispanic,4.229580942812552,D,B,C,-43.44189168653686,203.32419595340733,B,-162.05640478418186,C,-39.46179435678862,-169.23168020361808,0
Asian,98.90542079194189,D,C,E,27.00277696230683,-34.72524147910697,B,100.92779039277937,E,-76.84747431246689,-13.166855828012944,1
Asian,64.23439646197077,E,B,A,86.73634964312535,-49.681719279612665,A,-71.85702190337945,C,-84.32939989523969,61.09498055700612,0
Asian,57.382015905330434,E,A,C,87.09313396546511,-44.76221483920117,C,-49.40999775810596,C,-99.38499173368986,185.5895759766568,0
Asian,-25.626284237932694,C,D,C,103.71204138741619,-73.65561198869001,E,84.6964124065638,E,-39.00433823888898,46.703183020518686,1
White,-129.25081114302571,C,C,C,30.597547089486337,59.151916863367724,A,53.1159132230424,D,68.74319572604516,26.03700823149176,0
Other,172.97132696954532,D,D,C,-57.90430165253754,-184.86223343248983,C,138.3991503688484,B,20.068593241679505,-97.10943059095938,0
African American,-54.81457113043257,B,A,E,-3.3072122253188647,-16.413258759417428,E,53.965799583143394,B,0.013806133191227983,-206.0865621295473,1
African American,71.19010265458417,D,D,A,-200.31807854392926,-25.937133031905812,D,-132.64362903520149,A,-13.50647529728239,-122.24582247648128,0
African American,82.39285359782072,C,D,B,-72.6700941023784,-80.04961286999185,A,108.2544617842881,E,-87.68496142795081,-44.81501732919566,1
African American,-95.45132131213252,D,D,E,138.85592928861706,141.13821360868997,E,27.075232490791336,B,97.47139680748418,67.53750567628019,0
Hispanic,-163.73607800617665,C,D,D,162.97189044702895,-2.7934174316343032,E,102.62115711885701,C,41.46911559938597,-110.41267982941045,1
Black,79.82991272696394,C,D,A,-180.9041409946206,45.60799297312876,B,32.85019477033544,C,-9.741293914401416,-159.4257356933293,0
White,-7.9313583925670645,E,C,C,-107.71923916591331,-59.85316891178118,A,-80.10774288326003,D,-227.22551219622142,-46.4344028926284,1
Other,32.753568908694916,C,A,B,131.0382075790077,79.37865809285408,C,226.62361038323326,E,-5.241718043716957,65.46515590330112,0
Asian,-130.81649741777161,A,C,C,-117.59136786529606,81.04854103507641,D,50.23013634637674,D,117.4468198283606,-104.43009856020092,0
Asian,41.44516376900755,D,C,E,-143.21556235491906,-0.27917527004974085,E,15.059369830601943,A,31.399276206647247,-79.75214422905664,0
Asian,-96.80437752888987,C,C,A,-55.382553579895536,-122.06537994001204,E,2.0029324694933903,C,15.97908317299381,0.8178812089967088,1
White,-85.51926889563272,A,C,E,-69.79123256810482,-129.19223177282788,A,138.34427180528303,D,138.18905336232072,-42.33794216245773,0
Black,-54.64858580232856,D,B,D,74.21652030292445,-37.04939864614135,A,-69.50297656164777,D,-24.445897741301856,62.17590527057419,0
African American,-107.38518025615097,A,A,B,-85.82336653996646,-59.99036331685868,D,63.13781631807854,B,59.728651117943144,-0.8505247433248119,0
Other,-139.1951870453173,A,E,C,-202.02610189116518,-67.8338432848548,B,-52.706208895584936,E,-58.93059039961539,-4.471022551296792,1
Asian,23.885614596508617,B,C,E,-17.007987750289274,154.41164867016295,C,71.57623774347131,B,27.69851483752217,-154.98597018142303,0
