Nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Brazil,A,E,-11.298645510489944,A,-62.732332532069556,B,E,0
UK,C,B,93.48313000280099,D,-34.03099790950435,B,C,1
Mexico,A,A,-55.2706752331651,E,24.516553577406007,B,C,0
India,A,A,3.310307665570178,E,-69.30511338647717,A,A,1
Brazil,B,E,-31.43492578920074,D,9.7898146889827,E,B,1
Other,C,E,-53.65437868382742,A,-9.982186333052242,C,C,0
India,B,B,-29.023917408681797,B,62.42027480627444,E,B,0
China,E,E,-120.67225265530543,E,70.05436759517399,D,C,0
India,D,C,54.218931490522614,A,92.82939702326193,C,B,0
UK,E,B,65.11628381611472,A,20.533537019482292,A,A,0
Germany,E,D,16.65862315766666,B,27.74218879475427,A,B,1
India,E,C,-68.45072571886426,A,-107.61591627194417,E,B,1
Brazil,A,B,24.797790184761794,B,38.63381545847487,D,D,1
Other,D,C,125.5115075802878,B,-63.71958489641079,D,E,0
India,E,B,-4.0487431002793395,A,-164.97465565813377,C,E,0
US,E,A,133.1678827711737,A,136.0574356788652,C,D,0
Brazil,B,A,118.17361914167772,D,-283.8183359479137,E,A,0
China,E,A,-2.792436860465345,E,-124.96689727022519,E,B,0
UK,A,D,-100.93145456738817,C,16.90618769975065,E,B,0
Other,D,B,94.9540812176836,E,33.716264013759826,C,A,0
Germany,C,A,-97.01634914004056,C,72.0387887883565,C,E,0
Other,A,E,-65.61422266396588,E,-58.078248962474724,B,B,0
US,E,E,30.067841247263388,A,-32.61512292687368,B,B,0
Brazil,A,C,-2.536063930502166,A,32.59496253692099,C,D,1
Brazil,A,C,129.5301610403313,A,-61.48354177190348,C,B,0
UK,B,A,49.84741577342249,B,215.82470229589572,A,E,1
US,D,C,-140.4825345473768,C,90.47904083259442,A,A,1
UK,A,B,-7.39896300549157,E,-235.79242897997275,C,D,1
India,C,C,-62.027002961376795,A,6.221529360045933,D,B,1
UK,A,D,44.58875733292693,C,162.69827766320196,D,B,1
China,D,D,-111.53589599083679,D,23.13307947427907,E,E,1
Brazil,E,D,157.76456605064106,E,74.71147303187975,D,C,0
Other,A,B,-45.499970265255165,B,4.590195837011935,D,B,1
US,D,D,80.75078253102609,A,4.770663464049014,B,E,0
Mexico,E,D,-154.8405055337781,E,53.56458615721446,D,E,0
China,A,A,194.01819212004062,D,-17.1236311206247,C,C,1
Germany,D,B,22.161752382818428,D,152.02070925939654,C,C,0
Germany,C,A,-49.66152500767394,B,190.0732920591256,C,C,1
UK,A,E,-31.70896366937291,C,-57.66397786132568,E,E,0
Brazil,B,C,248.45693278895178,A,-6.349940982266674,D,E,1
Other,B,C,-86.47659040819141,A,96.64575258256791,D,C,0
Germany,E,C,151.45158161789635,E,-8.820434256879786,D,B,1
Mexico,A,D,16.647567222921815,C,-90.03946970033276,B,E,0
Other,B,E,-59.304560489890825,A,-153.04324539079443,B,C,0
UK,B,C,-68.01018142115721,E,-46.11309526999072,D,E,1
Other,C,C,153.02000454747233,D,-101.12284928323105,A,D,0
Mexico,D,B,99.76731797653551,C,83.41857347448936,E,B,1
US,E,E,-162.37079575531843,B,-58.598372356644965,A,A,0
Germany,D,C,-38.35600925577884,E,49.31336583285968,A,C,0
Germany,C,D,-185.76624438589556,A,-37.411779338859894,D,B,1
Brazil,E,E,-5.199070550190708,D,-128.46948524641863,C,B,1
China,B,C,-200.25365270716156,D,10.91419185900089,D,C,0
Other,E,D,-83.15565491946893,E,-11.434514332360058,E,A,0
US,B,C,56.49615594397627,C,72.90485786491598,B,B,0
India,D,B,120.80705838145964,E,-25.122399985087824,C,E,1
Germany,E,D,46.527984329202155,C,17.597580539873814,A,E,1
Germany,D,D,-21.952245709069103,C,-76.77399751527247,B,E,1
Brazil,D,A,58.43041832618725,B,4.488477567630293,B,D,1
China,D,E,94.82246404640198,C,6.313800922650546,B,C,1
Mexico,C,B,-91.30541607137566,A,-6.911898874112947,D,A,1
India,A,E,53.428903466584075,A,251.80518084198843,C,D,1
India,C,D,-55.66655079200049,D,78.54334421104132,A,D,0
India,A,E,229.38117911640484,E,153.60220479967293,D,A,0
Mexico,D,A,60.24996044671488,D,-293.11411347813026,D,B,1
India,D,C,19.576432086585324,C,90.66889157369593,A,D,1
India,E,A,-72.00694951938645,E,-29.01140092531226,C,E,0
Mexico,A,D,-3.4725031698554223,E,5.1080892467754,A,C,0
India,D,C,86.21179861670421,A,47.63172667514061,D,B,0
Brazil,D,B,40.70940172897875,E,39.45172790700458,A,A,0
Other,D,E,36.96947693198558,A,75.46944127290298,A,E,0
China,A,B,-35.77862189421596,E,52.95931120547911,D,C,0
Mexico,D,D,-31.48042251831857,B,116.93022928342837,D,E,0
China,C,B,-101.16031983639478,B,-2.4609863096218243,E,C,1
India,C,A,91.8702921375088,D,-82.8638930785937,A,B,0
Mexico,E,D,-38.35653881203255,D,41.74260976389164,D,E,0
Germany,B,E,-53.99216009610848,D,79.39083362975633,D,C,0
UK,B,D,-62.19574135515161,B,77.44188821025806,D,B,0
Other,B,C,-75.73886204038118,C,8.138703957592895,E,D,1
Germany,D,D,145.96100987902523,B,-9.320508684484443,E,E,1
Brazil,C,A,35.86829503886065,C,169.0259893981353,E,D,0
Mexico,E,A,61.36537230166979,D,-77.91818178899646,B,A,0
Mexico,B,E,10.444209684056348,C,-31.973005340829936,D,E,0
Other,E,C,46.095147694185464,A,-125.14994644914384,A,A,1
India,A,D,101.79899718654526,D,-42.1987892797482,D,B,0
Other,A,E,143.73867474267,B,97.1740990423372,C,E,1
Germany,C,C,126.2764350624738,D,-131.2391973924806,C,C,0
US,A,B,179.20105527948178,B,-99.53878662768224,E,E,0
Mexico,B,A,41.02026089197687,C,-143.83996256625764,D,B,0
India,A,B,43.873196733851145,B,108.41383884731088,C,B,1
Mexico,B,B,30.494226707346396,D,-181.757833852848,B,D,1
Mexico,D,E,-58.634661452295454,B,6.686985762813716,C,B,1
Mexico,B,B,-20.250808984715874,C,57.28701995907852,A,D,1
China,A,C,-96.3750147148061,E,-17.860467191881508,C,A,1
Germany,A,B,-85.90927806068416,A,61.50442101097068,C,A,0
UK,E,C,93.02869901196124,E,39.74343826275096,E,A,0
UK,B,B,35.920350629899424,C,42.35217514059401,B,D,0
Other,C,A,124.51762710047696,B,-23.755594779526806,C,B,0
UK,E,D,39.90071120847533,C,-13.802018267254207,C,B,1
Brazil,A,D,-109.54146594900193,A,19.38790906284562,A,B,1
China,B,C,-11.413125402013064,C,99.27533644800661,A,D,1
Germany,D,D,105.89216070770857,C,-114.7945071493798,C,D,1
US,C,E,-53.03903917118217,B,-54.6848943708311,B,C,0
Germany,B,D,143.93204966850283,C,60.89847954808397,D,E,0
Germany,B,D,-92.76940515577326,A,2.405332668216744,B,C,0
UK,C,D,-5.483536873081167,E,254.83073666843023,E,B,0
China,E,E,79.43322822619042,D,-33.60739780388206,E,B,0
Mexico,C,E,-29.338772078854298,A,75.04778716010114,E,B,1
US,E,E,-107.84221476543638,E,-34.682651367156616,B,A,0
Other,D,C,-88.95869638234053,C,98.49224458256883,C,D,1
China,A,E,-127.42073254720974,E,-13.934146342141936,D,A,1
Other,D,E,-88.02127932775137,B,-47.41230361532709,B,D,1
Mexico,C,A,-105.10353797648808,E,-8.977713731619346,A,D,1
Brazil,C,E,152.93413057556583,D,31.56948602699085,E,D,1
UK,E,A,169.70229099145925,C,33.146741665528715,A,B,1
India,D,D,118.63102385228628,C,-103.39833081379821,B,D,1
Brazil,D,B,88.80438456750427,C,15.17077641411989,E,E,0
US,E,A,-41.12266098905631,E,-1.318367383998789,C,C,0
India,A,D,-171.3809543575079,D,-86.29522613598296,A,B,1
US,A,C,126.60186793699688,D,166.27672350565038,D,A,0
Mexico,D,C,-54.31320017260069,D,-18.1077712618473,B,E,0
Other,B,C,-202.9118519372473,E,-144.0819338382214,C,C,0
UK,A,E,-88.53636970815252,B,-159.73524349787033,A,E,0
UK,D,D,-187.63141461492287,B,36.62694866018969,E,E,0
US,D,D,-105.93181241003894,B,-67.38729324484233,E,C,1
India,A,A,20.957291485353018,A,-12.665235631617339,E,C,1
Other,C,D,-40.247211444668864,A,-127.28252407430034,A,D,0
US,B,C,97.50916077719637,B,-73.8703738833134,B,A,1
UK,C,A,65.71485832188863,E,-30.37581798087073,D,D,1
Brazil,B,C,-127.0569318368886,D,-35.20107729354904,E,B,1
Mexico,C,D,-103.56450894149624,E,31.131924664008192,E,B,1
India,A,C,16.202929767959215,E,25.679215021528783,D,B,1
India,D,D,79.72379058085782,B,107.45130687946522,C,D,0
Other,E,A,34.23044352506061,D,24.300917429006763,D,D,0
US,A,A,78.24031559093086,C,90.07857409747413,D,A,0
UK,D,B,45.15705517171618,D,55.80870146102481,E,E,0
UK,A,D,51.78703030204262,A,141.82724654150942,B,C,1
UK,D,C,-76.92415301332241,B,12.574596818565093,C,C,0
Germany,C,C,52.688793302654425,E,-44.92816443963435,A,B,1
Mexico,B,A,-8.686767449909713,E,89.51341172816836,E,B,1
India,D,A,148.08386481562005,B,85.9050070012104,B,E,1
Brazil,C,A,-70.97832178302704,A,14.534603122746995,B,D,1
India,A,E,-30.893920986718566,A,2.2705722178660994,E,C,1
Other,A,C,53.25236053364093,C,92.92662855599703,C,E,1
Brazil,A,E,-59.9691194335086,B,19.393004937786394,A,D,1
US,D,E,-22.543511647659706,C,-8.561370507474642,A,E,1
China,B,D,-106.67220774065717,D,-141.76882164381465,A,A,1
US,A,C,147.10952793554642,A,62.482844781639116,C,A,1
UK,B,C,13.631771670264126,C,-73.57256668099849,A,C,1
Germany,D,E,-75.96530531231396,E,177.95175010669038,D,C,1
US,B,E,-85.7226609402978,B,27.908636359923477,A,D,1
Other,B,C,75.19790869833184,B,-140.7503065161284,E,A,1
US,E,D,-62.09299494795562,A,21.36575838686975,E,A,1
Brazil,A,D,-77.42657136939862,D,45.91921733632097,E,A,0
India,B,B,41.903295696887355,C,36.559043105283735,C,A,0
UK,B,E,-18.761284350432387,E,-12.240014219628783,C,B,0
Germany,B,C,212.29186531747365,B,131.3444273932401,E,E,1
China,A,A,-87.70525129084405,B,-33.97151263423904,A,A,0
UK,C,A,37.750333802683485,D,-43.83829309892819,C,B,1
US,D,A,76.91275606401032,D,105.04023714331765,A,C,1
Mexico,B,E,60.72212039845376,C,-82.6792627479645,A,A,0
US,D,B,-94.46317062541925,A,80.91121969268978,A,D,1
UK,B,D,-165.58482956484588,A,17.8934967467684,E,A,0
India,A,B,42.79877107321969,A,10.138727113173484,D,A,1
UK,A,D,32.37837864129927,B,50.80651490136877,D,E,1
China,E,E,23.605798267926296,E,58.297501412116134,A,A,1
Germany,E,D,-208.5650874606412,B,-159.2085770216365,E,C,0
US,D,B,-88.09543119563831,A,-132.81815098566656,E,C,1
US,D,A,-159.1873794524752,D,-143.89084110573512,E,B,1
China,B,E,-100.20302849736875,A,34.336682913084346,B,D,1
China,D,B,-291.62885077617653,A,-140.50423426643098,D,C,1
China,D,E,-118.61662923257144,A,-92.39728517005203,C,D,1
India,E,D,-67.50736118931326,E,-56.58717881985734,A,C,0
Brazil,C,A,-235.76672167162656,A,84.90831375390819,C,A,0
Other,E,B,-150.17300363804682,E,-206.73274851251736,D,B,1
US,E,B,10.98028090953078,E,-174.22798775301843,A,E,0
Germany,A,B,-128.04004850028372,A,-53.59343948450969,D,E,0
China,A,B,35.7601317550827,E,-57.05484366050396,C,A,1
US,A,C,144.65543652510436,B,27.877439923373583,C,B,1
Other,C,C,-43.33023438010714,B,66.17086583662224,A,E,1
US,B,E,1.6188691225083558,D,-47.97485674102001,B,B,0
Mexico,C,D,-63.24242190180699,C,-9.481112914064246,E,E,1
Mexico,A,A,-165.48418037649085,D,23.037556383930177,E,B,1
Mexico,C,D,191.4694955070795,D,203.49805281721376,D,C,0
US,D,E,75.4632781689173,C,54.97525468922188,B,B,1
China,E,B,86.95241859727102,E,-125.30509008634485,A,D,1
UK,B,A,-148.68975488320984,C,113.81770880554782,B,C,0
Brazil,E,D,27.35155624823254,A,-168.7035283986519,A,C,0
Germany,C,E,-96.94513769820597,A,-107.40931706376875,D,B,0
UK,A,A,46.53322914414931,B,97.74460629194,D,D,0
UK,D,A,-12.69618101261914,B,53.31070561713869,B,B,0
Mexico,A,D,-19.853922903199912,D,164.64353221738622,B,A,1
Germany,C,A,105.07883105185209,D,15.782654458588881,A,C,1
India,A,B,78.24216452369743,D,-212.65307479720073,B,E,0
UK,E,C,-68.73924476205077,A,-64.18748768911632,D,B,1
Mexico,D,A,160.9603205765465,B,-26.67106607868721,D,D,1
Germany,C,E,13.055560635733796,B,-13.622224909598268,E,D,0
Other,E,C,-88.08856844799273,B,12.61739024181919,D,A,1
Other,B,A,119.05110912831398,E,-56.81080362476227,C,E,0
Germany,C,C,62.845400397027596,E,24.170538607372563,D,B,1
US,E,B,58.76605160613998,D,48.68787333907062,D,A,0
India,A,A,-2.2328351954929024,A,33.98950162387821,D,E,0
China,D,C,76.8052097375619,E,55.849555102232515,E,D,0
India,D,B,18.08818404903318,E,-69.80819400654971,A,E,0
Other,C,A,88.40819785093015,A,-21.767823985900257,C,E,0
India,B,D,-1.0571343559436737,A,-144.40061505870682,B,A,0
Germany,A,A,-0.21701706832005066,E,-53.08676470061619,E,A,1
Brazil,C,E,-154.33640750786608,C,23.314259824662052,D,C,0
Other,A,D,-24.953148552455108,A,-48.17273082381701,B,E,1
Other,A,A,143.51583324233644,E,26.433407718301467,C,A,0
Germany,D,E,-139.2946607852988,B,56.27725342774803,A,E,0
Other,C,B,-136.88017369172115,B,23.982157066605,A,C,1
Mexico,A,B,-77.36926564833996,B,40.40194378424219,E,E,1
India,E,E,-16.098247271569072,C,-34.97365512191723,B,B,1
UK,A,E,23.700697875587046,E,83.42779207864007,C,A,1
India,C,D,80.9790333347303,B,-44.079485637857154,E,B,0
India,C,E,-56.64178038313374,C,103.63446755519175,A,B,0
US,D,B,171.7410773752276,E,87.15392780252479,B,D,1
India,D,A,17.73814690485316,C,-85.02938104014771,E,B,0
Mexico,E,E,24.255732275136026,A,179.13276252887374,D,A,1
Mexico,C,A,15.884779149441533,D,88.18992691052733,D,C,0
China,E,E,86.34707802945357,B,-0.3470621271158758,B,D,1
China,B,D,-37.323557014855375,C,-41.627385308132844,A,A,0
US,C,B,80.63758436684921,A,46.872633665825234,D,B,1
Mexico,B,A,120.47346073475902,E,-125.24995179289442,A,D,0
Mexico,D,A,-189.5649880386253,A,-186.64373733541436,C,D,0
China,B,C,52.03502415526462,A,-4.823571580989439,B,D,0
Germany,B,E,135.70165466253866,C,-26.551587493838525,A,A,0
Brazil,A,E,-103.21702405897892,A,17.359035969105488,B,D,0
US,A,E,-123.2508612222121,C,101.51736448118194,C,E,1
Other,B,E,51.56950185684097,E,-2.0750670505112407,C,B,1
UK,E,D,118.90095797661093,B,38.26955648989333,B,C,1
Other,C,E,-145.25563950524997,E,140.91750976284487,A,C,1
Germany,D,C,54.39712185463568,A,-242.6516962563747,A,C,1
Mexico,D,B,-199.7624614438108,D,-50.00476296942099,C,E,1
Mexico,D,A,-51.28842395838312,A,48.34978167131305,C,D,0
UK,A,E,-30.051519167935353,A,37.76311780804846,E,C,0
US,A,E,27.952537385337717,C,13.881276547020773,B,A,1
India,E,E,94.08168271395918,A,-25.82029799894593,A,D,0
China,A,B,-138.87824084804686,A,-39.300794621722105,C,C,0
US,C,C,71.06052161375744,B,80.38905444842267,C,E,1
Other,A,C,140.1882059248097,A,36.358580612512476,E,D,0
China,B,A,54.528153756131594,C,18.341569183869623,C,C,1
Germany,B,C,194.46386212800994,C,-214.12263468313265,D,E,0
Mexico,D,B,222.96679965730587,B,-59.81050445382875,E,A,1
Mexico,D,C,-61.2338361568065,C,-134.12342836553722,D,D,1
Other,D,A,48.73469063565722,D,57.51127101019687,D,D,1
US,A,E,71.05804898075839,C,-8.010964633139704,E,A,0
Other,E,B,-8.52516855393536,B,162.8039510611844,E,C,1
Other,D,A,155.33488347662717,D,238.25194592317445,D,A,1
UK,D,A,92.91238736140829,C,17.541166122274664,C,E,0
Germany,E,E,8.61251477532788,A,1.651450049168995,B,D,1
UK,D,E,-36.99101041890772,C,143.92056120412687,E,A,1
Germany,B,D,-12.454282051997506,A,-92.1292173967135,E,E,1
UK,D,A,-133.57138527968587,C,84.50260724590942,C,B,1
China,C,A,-104.1457890288798,E,47.72804631563293,A,C,1
Germany,A,D,-4.654541394158092,A,26.539565582527448,B,A,0
Germany,C,A,-89.56331559066562,D,-152.64542188738017,E,A,0
UK,E,D,-2.6257311222283146,E,-40.25631183871583,D,D,0
China,D,B,-38.33329122793105,B,106.05011085416074,B,B,0
Other,E,D,-79.57279557548584,E,-0.4504607974993575,C,B,0
China,D,E,-165.00552178792444,C,120.8723945390096,B,A,1
China,C,D,35.736692182635984,A,-15.044903792624186,D,E,0
UK,D,E,-85.38628365246721,C,-27.08691525196406,D,B,1
UK,A,D,-7.974220959797174,B,-83.41866868158738,D,E,0
Brazil,B,D,61.171041734440244,D,57.829189685305046,B,D,0
China,A,C,6.973503141706979,B,-167.68550928087072,A,B,0
India,C,E,76.7695906227673,D,92.28454439722825,B,B,1
UK,A,C,54.45355891115381,B,-194.33163895678894,C,B,0
US,A,A,-38.46733093252525,C,0.010640457799173594,D,E,0
Germany,E,A,-7.5742721445513,A,-48.887964223820426,C,B,0
China,E,E,-57.50980903726294,A,6.824031157241688,C,A,1
India,C,A,13.23618404618148,B,-6.008446716426126,B,D,1
Other,C,A,-26.61556692404264,E,47.876694054017364,A,C,0
Brazil,C,D,-166.77591537997193,E,52.93663351393298,E,C,1
Germany,E,C,3.4112496477112257,A,-21.49435726369255,A,B,0
China,A,B,-0.252159523562684,C,186.32249134003166,E,E,1
Germany,D,C,-14.642176379789657,B,64.49364149339188,E,A,1
Brazil,C,C,-120.43224079676476,E,101.59636758785857,E,B,1
Mexico,A,E,114.84365981155851,A,-200.42736406926474,D,C,0
Mexico,E,A,171.28556791122747,E,22.55695578694098,E,C,1
UK,D,D,178.9158149039646,D,69.95736150569145,D,B,0
China,D,B,-151.2667517853612,C,140.87100860069143,E,D,0
China,D,E,75.52051688702227,C,25.558309654495588,C,B,1
US,E,C,68.94282920379018,A,61.329241949651525,E,B,1
Brazil,A,B,43.786650541226095,D,87.44994938398513,E,A,1
India,A,D,52.92707168318361,E,-46.67490136144114,E,C,1
US,B,B,112.23057123890443,B,59.543832310229405,C,A,0
India,E,A,32.95494357328734,B,-147.1402579820718,D,E,1
India,D,B,-70.29143428138764,C,88.43606055579477,B,D,1
Other,E,A,-70.49828311676069,C,-77.81778185901457,E,C,0
UK,D,A,-114.78203333941745,C,-44.248678091503486,E,B,1
China,B,B,-64.04035316435892,A,64.24824617199356,C,A,0
India,D,E,-79.13355462887444,C,168.38135850570305,D,C,1
UK,B,C,52.35813618841284,D,75.60494901498748,E,D,0
Germany,B,E,-35.34935135641047,C,183.9599557785906,A,E,0
UK,E,C,-150.00003201270297,B,125.3047688548522,D,B,1
Brazil,D,D,-12.590029597748801,E,110.04917618001502,D,A,0
UK,E,B,34.036475053408566,E,70.89733323046029,C,B,0
Brazil,C,A,-31.584270471147263,D,12.273985378649458,C,D,0
India,C,B,25.10571813836389,C,135.26185936531604,D,B,1
India,B,B,23.35038417434822,E,-51.12777867845051,D,C,0
Germany,E,C,-328.08590288740913,D,-71.24863121929198,D,D,1
UK,E,D,-85.31565757393912,D,101.2145047549286,B,C,0
China,C,D,9.519776865273014,A,-261.28477519310695,B,E,1
Mexico,D,D,206.39794380780648,D,-0.8893875592230753,C,D,0
India,C,D,18.238317062821242,E,-129.56020171641006,B,C,1
Other,A,A,-115.80702641503197,D,-30.86979054813978,D,D,0
Mexico,E,D,-129.90864590589973,A,185.05336986215178,C,A,1
India,E,A,-150.7177128544351,C,33.38603260716927,A,B,0
Brazil,B,E,-258.3346282869768,C,122.84912455088757,B,E,1
India,D,D,-18.948933591080102,A,-65.41843508805997,B,B,1
India,B,B,-284.7489874357841,C,-73.89130876736186,E,C,1
India,E,E,148.43807507687046,D,82.65672685054604,E,C,1
UK,B,A,91.68577562673961,B,-34.628661032665356,B,B,0
India,C,A,-130.4561220579209,A,-37.44347335371029,B,D,0
Mexico,B,E,99.56647773771431,D,5.189191784643952,A,C,1
UK,B,A,93.96936335249542,E,110.22867955391582,A,B,1
US,E,E,71.98292272246437,E,-105.05814841973384,E,B,1
Other,A,E,124.24069857050017,C,46.30705644797226,D,C,1
Germany,B,B,28.430220988388317,B,-25.08513713953495,D,D,1
Mexico,E,A,-4.400858616820015,E,-35.07992780631704,C,B,1
Other,D,C,169.24080114779255,E,1.8976847107220303,D,D,0
US,A,A,-255.03622368967336,B,-177.24150761799712,E,C,1
China,E,B,13.460802461890959,B,107.3307954178117,D,E,0
UK,D,A,73.2213246096963,A,151.64583321392038,A,E,0
India,E,D,19.94767121700119,D,88.19176986709988,C,D,0
US,C,B,86.43709216338446,A,-58.70815966692115,C,E,1
Mexico,D,D,-62.934671993421496,D,-87.4089291737896,E,A,0
Brazil,D,B,-133.58747741185053,D,26.024841598475195,A,B,0
China,A,C,191.57359491868598,E,31.222224043038626,C,E,1
US,C,D,-41.44296289015546,A,-72.30636415837245,E,B,0
UK,C,C,-179.77402915853855,A,-94.23984489951287,E,A,0
Germany,A,E,-61.083933218172184,B,-43.40548867011873,A,B,0
Mexico,A,C,-109.44506402184955,E,-4.098245526819563,C,A,0
Brazil,A,D,-29.063393724561763,C,72.32465799927085,D,B,0
China,D,E,53.22519460352366,D,248.70410679124285,E,E,0
Brazil,E,A,5.555067714060181,C,-44.46299941041249,D,C,0
US,A,C,72.23982632079742,D,53.5754960839853,C,C,0
Germany,E,E,-104.58386977540852,D,185.04339971289602,D,C,1
US,A,D,-178.74029433579403,B,304.60083789571854,B,A,0
India,D,E,-96.59325902642327,E,18.04478725392173,A,B,0
UK,D,C,-88.94901736840121,C,-2.6823869676575516,C,A,0
Mexico,E,E,232.99425566721192,A,20.17484597872311,E,D,0
Germany,E,E,33.49986213858033,D,-96.36892313841437,A,A,0
India,D,B,-12.20786450961477,C,108.1138774902928,A,A,0
Other,E,A,-23.451822866172364,E,-55.78605605491431,A,A,1
Brazil,C,D,-3.1151414577361844,A,94.98301387891537,D,E,1
UK,D,D,-9.73362561734339,A,18.204787542898078,E,D,1
China,D,E,162.9555748927046,D,-111.70237852730145,D,D,1
India,A,C,-156.56332416510796,C,64.12265374489998,D,E,1
Brazil,A,E,-69.81820739649602,D,215.69932710399598,C,A,0
Brazil,D,E,91.9574693245609,A,39.37780766005772,B,B,1
Mexico,D,B,18.514861543358794,C,-74.88522324336847,C,A,0
UK,B,E,-75.21599035525813,E,-128.55974239171618,D,C,0
Other,E,C,-112.64827262601254,A,231.04920526289976,D,E,1
China,E,D,-37.804144910830715,A,20.563682397301495,E,E,1
China,E,A,39.20913233095861,A,-50.73284666027374,E,E,0
Mexico,C,D,-51.64710690487093,E,-132.65188818441214,C,B,1
Germany,D,A,-20.717406122905153,B,14.646979647760045,B,C,0
Mexico,E,E,95.63202316601105,D,69.5121961633331,B,A,0
Brazil,D,D,-2.83042550900583,A,-164.73811065432585,A,B,0
Germany,E,E,-143.1234107433486,D,-23.590272837022717,C,A,1
US,B,A,34.405785615150585,C,81.30228626035219,A,B,1
UK,A,C,43.56716462359934,A,26.68669801311079,E,C,0
Mexico,E,C,80.27147768794431,A,78.83092007432407,B,D,0
Germany,D,A,-122.80952767604967,D,-46.51971546876402,A,C,0
Germany,A,D,3.90144607959884,C,113.07910119136524,D,C,1
UK,E,D,30.45392746933141,C,144.3811041970608,E,B,0
Other,E,D,71.70781057056618,C,-37.934308483621436,C,C,0
China,A,C,52.131204132133256,C,-104.03965306693483,E,D,1
US,E,E,-86.67190377958569,A,-109.29369353427927,D,A,0
Other,D,E,251.34428453614763,D,63.98633335083718,E,D,0
UK,E,E,-121.28860265453064,B,23.928050342572433,A,E,0
US,C,B,96.50644453994609,C,100.10992736166864,E,A,0
Germany,A,E,-183.41308330220855,B,210.87528359637608,E,A,0
US,D,A,-103.80310622760362,E,-186.03409332883444,A,A,1
India,E,C,10.530333210181809,E,6.462566721862231,E,A,1
UK,C,A,105.06662692913568,C,195.3143071866419,C,A,1
China,B,B,-136.01622936211118,D,73.59742373746786,B,D,0
US,A,C,65.99646626449687,E,113.75587351510765,C,C,1
Other,A,A,10.372080969040054,E,-23.492214166854822,C,B,1
US,B,B,-111.99648656244207,E,57.83012785366368,B,D,1
Mexico,B,C,10.774553084129082,B,-99.87502519009726,D,E,1
India,A,A,-32.2640425627533,B,17.456448754508862,B,D,1
China,E,C,184.08964763541198,B,-24.359855118804845,E,A,1
Mexico,D,D,65.65010050657392,A,10.780839758767423,A,A,1
UK,D,A,67.02311248516301,E,-199.5165421720836,D,B,1
Other,E,B,60.12670467851204,D,-62.53728750974402,E,B,0
US,A,E,-56.82267945540318,B,132.92792832431206,E,B,1
Other,E,C,58.68768521125727,E,133.20724373100404,B,A,0
Germany,B,B,-11.339372161823706,D,-69.6754875966649,A,D,1
Germany,B,C,-30.468503152379668,E,18.491625328334763,C,C,0
US,E,A,34.488439098456084,D,-84.73670787428783,C,C,0
Other,D,C,53.54799301885427,B,-45.71946385899487,E,D,0
India,C,A,-114.93539274293927,D,-21.40424210777901,C,D,1
Brazil,A,C,21.900805101057646,E,2.4303491959827928,D,C,1
India,C,D,-152.83060588373198,C,38.94396978045437,C,D,0
Mexico,B,E,37.23748127565756,A,113.71561618004576,C,C,0
Brazil,D,E,-24.82552862623772,C,32.50787466214929,A,E,1
India,C,E,248.48390747460485,E,-125.45673575600638,C,E,0
US,A,E,-173.41717082424245,A,44.13874175485402,C,A,0
US,D,D,-10.460391317547064,E,-180.02186227330404,C,E,0
UK,B,E,-100.14097496668325,B,16.20060418138396,D,A,1
India,C,A,-39.53394399504973,A,92.96902494000271,D,C,0
Germany,C,A,-75.47828016430827,A,-82.28494648638663,D,C,1
India,A,E,-7.959710352183104,E,-190.37485484842497,B,E,1
China,B,E,-87.11276250841219,D,-57.57636767776789,B,C,1
US,E,E,123.61020255316089,E,58.238259438977245,A,C,1
Brazil,A,E,166.59694413917967,A,-36.08723038515663,D,B,1
India,C,C,96.84365316492153,C,24.446338714526433,D,A,0
UK,C,B,113.47990300824773,C,-60.43572482239705,D,D,0
Germany,C,A,249.88598404608604,B,55.509679142425775,C,E,0
Germany,B,A,2.699375508122955,D,-173.28494613595856,A,A,0
Brazil,D,D,80.3585740465572,B,160.52775795248584,D,D,0
Mexico,C,B,128.94324531586585,C,-63.0803185533895,A,C,0
Brazil,C,A,67.10574983113854,E,113.0448809940803,C,C,0
Mexico,B,A,85.69874612321932,E,-55.78403195839346,E,E,0
Germany,A,D,-36.58194354476225,A,1.3289382511887988,C,E,0
Brazil,A,E,27.757451964443327,D,74.11358672657914,B,B,1
Mexico,D,D,10.340641615664477,D,23.57198388123464,B,E,1
Mexico,E,C,71.385750103878,A,16.688200156276807,C,B,0
Germany,B,C,-33.14025625258634,E,-37.537984451145235,D,D,0
UK,E,E,-10.10630502258853,C,195.70062397329886,B,B,1
US,A,A,-88.00705542517811,A,-41.22758861226482,A,D,0
China,D,D,-113.02427158330224,A,111.49510640696593,E,A,1
Germany,A,B,18.981041988493804,B,-49.13218425528578,D,C,1
US,A,D,85.12743569129438,C,173.82427910674704,A,A,1
UK,E,D,-142.92188204460135,C,-99.10849222624614,C,C,1
US,D,E,-89.62000415027376,A,109.30219597790804,C,E,1
India,E,D,6.163532111073059,D,-25.041574167999475,E,A,0
Other,E,C,62.090466087018626,B,105.0648096450489,A,B,1
India,C,A,-206.18859649467532,E,104.86280997716987,C,E,1
US,B,E,149.77479346578107,D,-137.8292809116089,E,E,1
