RACE,age_range,sexuality,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Asian,36-50,Heterosexual,65,-187.623778435552,73.53030216410713,144.99912653163614,28.62781626828907,C,D,-41.992069826044535,19.55334354771672,-41.713992661811886,D,60.905328030133724,-74.08083181846771,B,D,45.64587971386798,169.96247818920216,169.26519392208127,0
Black,26-35,Other,21,75.38952685374414,111.11985429115829,-53.65924288457896,-28.006766666156746,D,B,-57.38281116510072,-116.9673734556791,-153.91153287330758,C,87.56086670404866,-33.007767538017966,B,C,52.38123691246134,184.36721072826148,-110.81850377582272,1
Black,26-35,Heterosexual,27,-10.780745540907022,55.96331934694404,25.359207695680997,89.63714428398622,C,E,-66.00543490489015,-78.32766361129458,123.4038740698174,B,-60.21840564110579,80.28749771344164,A,B,81.03996473742104,127.59868887364682,-87.96103326391217,0
Other,26-35,Bisexual,25,81.13657332535469,-37.21472935250401,-49.85179110882066,-98.32488572503028,E,B,-86.32591498604918,-13.42564099344383,-151.80799767797018,C,-125.89213569452993,151.22470154348628,B,C,-14.964395103329847,70.50710927363008,67.08953108764099,0
Black,51-65,Bisexual,47,84.35357765065694,97.92259416946726,-164.40233510740353,-71.11333658554418,A,E,-47.96638868331202,25.86062525219523,58.19637654167244,B,39.1742249691207,85.4620038225035,E,D,76.12416262570595,-110.28586272628877,-24.304072759032547,0
White,65+,Bisexual,43,7.507945365412027,13.654524259862905,154.7120779361613,63.97738905034696,E,B,142.38900896266398,56.26389761895404,-31.82385292428669,A,-41.88125703679199,-146.4827636630367,A,D,113.83109591026168,18.53817205587381,-29.3004649051175,1
Hispanic,51-65,Heterosexual,20,95.30237252423376,-69.06374620620483,-10.460338805543905,-94.71426287217609,D,C,1.3045049221690692,68.60000194073265,100.10667547610461,C,100.4926218397187,-12.264938548471925,D,B,-138.85008200651026,110.83207901074223,-242.3816081119893,1
African American,26-35,Heterosexual,40,6.739429168377807,170.81186016432673,35.3110433701365,-106.88436718014441,B,E,141.40140708236356,22.185097432583397,-48.88793656099121,B,42.956363118678034,-169.19394910143026,C,D,135.05617236660717,112.72969320052802,-128.8521817730878,0
Other,51-65,Heterosexual,28,-100.12179504031732,84.54771058790249,109.25494055431398,-20.050327127732388,B,C,110.16377839781777,85.84862549568793,-75.30951790145221,D,97.99176935951404,-48.642972718249574,B,A,-4.112482596418149,-94.25450919403615,-61.01217441533606,0
African American,51-65,Homosexual,64,91.98123486480256,-79.00739577695263,187.95756717302442,3.5992304586889907,E,E,-32.73933764244487,139.86948575010766,40.820966787664574,B,94.37410815092419,-51.070853978047296,C,C,24.376603210368984,-89.15644475121934,-99.75348490616699,1
Black,51-65,Heterosexual,44,69.11500026134651,272.1690318097935,-77.33837472144644,-39.572171336378496,D,E,131.87455895030675,22.327851399515527,-31.816923505907262,D,28.472923399741486,58.17781479122905,C,E,-169.8629171426905,118.68056595082226,161.37104904826344,1
Black,36-50,Homosexual,63,60.134527838024276,106.96013812117782,-84.58484247703018,-164.7307611513837,D,A,25.636559592626178,-25.547123930226086,54.37242818722827,E,12.069354242779562,-24.12132514695923,A,D,157.14839607561484,43.7809708980065,41.43586355564759,1
Asian,18-25,Other,72,-4.455048069686943,-67.38964857104787,-86.40429944487929,-116.56200923606774,E,A,-1.7059995768263831,72.43477361894861,111.9348021116578,E,-21.088895157471562,39.32881536235852,C,C,-152.74896674616105,79.2436151547958,-63.699663252276814,0
White,36-50,Other,54,-14.403606950193076,-22.69234701042455,-22.460668038091995,-26.948758295547968,B,B,-15.612065782254028,-11.991990988774116,16.669119254399938,A,3.412207774549937,113.78741058864344,C,D,-140.31161461306957,-184.10771774521436,109.33772040325987,0
African American,36-50,Homosexual,77,34.71598586407186,-68.71685434562015,-31.220499981489592,59.89313159811458,D,A,6.296301257981406,-101.44483548000505,101.87344277765303,D,-33.064516905437664,59.61390959572872,D,C,-23.383653104582375,18.903072205384333,-157.85071796222996,1
Asian,51-65,Heterosexual,25,-68.29539755579293,16.176248998520823,95.67071931238715,-4.528996253297969,C,D,-83.46629657666705,-161.11536038063988,-165.35595644794859,C,109.90535746731669,-52.03309218971247,A,E,20.654456150287952,45.543917178495676,64.89045141446547,1
Black,18-25,Bisexual,75,-143.6410845411685,196.139929620796,-157.1047067465043,-121.3785800533956,D,D,-13.177130403109672,38.60325437165304,39.83196795935724,E,-34.5534437923771,-69.04340260319024,E,C,-56.53144884672039,-105.97366599428086,-87.53615694790045,1
Asian,26-35,Other,18,81.17693020309058,-133.83250150155052,24.77302007937533,-98.32531109710739,E,E,0.5470294927742383,-118.23565139725325,153.34762100687513,B,167.37727295442284,-167.15571121883838,A,A,31.620470337962935,22.718267315121718,-24.20376303400592,0
Other,18-25,Homosexual,69,35.98563293356316,-79.11363441358866,-123.58475873892407,-7.057093953049377,B,B,-31.919567923818853,-126.03808010076827,-96.41906353234123,A,-19.21493222223877,-23.556416430053137,D,C,32.27249222891755,161.76866272069796,-36.44718636496223,0
White,65+,Other,26,-105.62285203921864,-76.86756379608653,58.779570209699116,103.53278243859549,D,C,21.41517906173787,127.86672751206491,-139.97257712962357,A,-43.966652708278296,-127.67532157384326,A,A,-3.1487784521045623,-88.79838136221412,65.5666639094987,0
Asian,65+,Homosexual,22,5.080091917641565,-21.075748882592887,124.21361444191288,181.0119124932577,E,D,-90.2630021302664,109.62327226379784,45.30777020421297,C,12.774415670583602,207.4246261393484,E,A,131.4996368486881,25.740175313743528,-23.51138858375422,1
Black,65+,Heterosexual,38,-10.645884134532121,144.40196231711468,138.82053319917077,39.62368309160894,A,B,-200.78881223144757,74.77066405028697,-18.745052897740297,E,26.187954158106848,18.38518052266832,E,C,-60.519354022739115,95.02670926394038,-159.4607760383421,1
Hispanic,26-35,Heterosexual,29,-64.62444086180822,-92.54485496031212,-60.13602540051789,-101.7457554442027,E,D,-91.85095166069719,66.97853129235001,-122.50266691831628,B,251.35627735758933,-41.652818971253524,D,D,-61.04940801310388,34.04786031023272,-95.84641684832337,0
Asian,65+,Bisexual,73,-19.733948418494435,107.68460751683841,61.855542692050605,-138.05109645190402,D,E,-218.27338084299282,-96.7917276844569,-3.4692267998290047,A,24.351627627994684,-56.071172738341936,A,B,-19.384481321651474,-143.73805970990426,-83.88638853852574,1
White,65+,Heterosexual,55,76.84870403479236,-65.59990367240572,-65.09294072702787,-174.74813516302243,D,A,1.0513109752232117,0.39578229518405117,124.95265923526611,E,-49.707208176131886,-4.470895418869498,C,D,-23.33200855666213,-104.77907084099547,16.523747479281205,0
Asian,26-35,Heterosexual,71,-113.45483360578328,26.39830969755715,-36.98448427477691,-31.968390614778887,D,E,-65.19902619704757,178.77696784719896,43.11549807936969,D,23.000090283936867,-10.638114312725893,D,D,83.6903569521444,-210.4991375260869,-57.62384966387104,0
Hispanic,36-50,Bisexual,52,-58.891556245073296,-85.66773420798471,166.21468609560856,46.00636112173919,C,A,137.7654762151135,84.68555780134683,-143.8514427180952,A,87.93380425431288,185.46824488689808,D,D,49.96397419100458,-148.57499779856997,50.89365383167173,0
Hispanic,18-25,Other,77,90.93842838548784,32.35764091201169,61.603208974276356,-196.57152219623293,E,C,27.598377305041016,-141.73867666948897,65.5871702470868,E,27.463694791508793,-122.6866127378689,D,D,-211.1904834162879,44.0651893438199,17.059139400371095,0
Black,65+,Heterosexual,23,-12.757696032670765,30.867755923153346,-5.005619942324103,-11.53905396570693,C,B,6.920266243430698,71.24254574926634,119.03170615514766,B,-57.987128330475336,11.218007050920104,C,B,-66.59246475625376,-86.45397949107631,38.50123794993963,0
Other,18-25,Bisexual,71,26.65218819058599,127.04538311609346,91.42777535223466,100.01325259460765,B,D,-4.491703139563134,77.07973095468775,4.155504518763325,E,163.1031414322878,-31.22684940678552,D,C,35.83169000030369,32.13855331467188,-136.98341534877784,1
Asian,18-25,Homosexual,18,-36.862513305125425,-20.784413335099792,-40.32046492199072,95.28936163296828,A,D,208.98586794561572,-248.34805760301873,107.93549192050413,E,-52.80506463956366,-26.552223946470598,B,E,-62.87000105683662,-86.61137948039284,36.74109483189788,0
African American,36-50,Bisexual,41,66.3669081334167,48.48600602193621,40.50815629102417,39.41532665119672,E,B,-42.545544607072756,113.31431985149003,167.48577983892338,C,-99.44045079922905,-102.43567624601073,E,A,-52.26827073072076,-142.93249849669206,76.52248708133303,1
Black,18-25,Heterosexual,42,-14.903800732230188,-76.87328721021461,41.92409973768341,-117.35639480044928,C,A,-52.57132070860456,-59.475726300541034,-113.85869867622205,C,-40.21713126363788,129.68365447540788,B,D,-110.0366823642291,113.17834269020679,-45.59186258001085,0
Black,18-25,Other,70,-71.98743219772325,53.76359015218954,-28.610561124930623,78.6367479380695,E,D,-16.63818319151553,151.15264522037577,89.12399055508855,D,94.18378342920877,92.2139132315928,E,A,-48.709015883870634,24.06917469948897,33.761448866700896,1
Black,18-25,Heterosexual,24,-62.17590278624863,199.38997890763636,-22.280278604073324,-94.45510686187085,E,D,61.40988008670302,-175.1151512536905,247.91808252910945,D,102.95096756352875,118.48651236898309,D,A,-270.9853793443448,-68.41859745031519,10.769431302857226,1
Hispanic,51-65,Heterosexual,49,15.124490946979115,80.85275451288923,-135.99905192346168,-35.302268592780194,D,E,2.391580621051479,18.287729435862403,169.65095244421252,D,-2.7085904914779384,-7.365670447107542,E,C,198.16472083302867,-167.05384614701967,15.748787821980445,0
Black,51-65,Bisexual,31,-188.28624953340855,-29.507251972956766,188.4729969228327,-102.73494027716438,C,D,-108.26181596363081,-119.48478147881656,31.689599161135312,B,-17.443143350507924,49.94060192490066,E,B,38.78604502903053,103.92877545202295,-113.3105340159996,1
White,26-35,Bisexual,24,-138.00346332958023,72.44002466753805,-91.47464241716388,60.645996986978524,A,B,-42.394384305730064,12.660871529651121,-165.68818541239906,C,-83.50634686902895,24.02623369076656,D,D,-107.5443599186811,61.94627801550146,15.255528580336927,0
Black,65+,Heterosexual,44,74.21048662403359,4.43107441585735,-186.08657269773212,96.55749326575271,C,C,78.56174598173607,4.057775861746588,-58.122455621940716,A,-217.70208541827526,-23.63519361327163,D,D,-137.68442446879564,-93.55865721316047,138.17883921650548,1
Other,18-25,Other,20,-192.69690155298505,-93.49855114326134,-25.792490352723753,134.22153451599272,D,A,28.23378307747709,-19.5466800129469,-43.939759830447855,A,-20.080248967857838,-5.631329742589719,C,C,-123.5227307799049,-91.70931917275898,-81.91810496083465,0
Hispanic,26-35,Other,72,-177.08186935109555,-163.010717018873,144.81851307536843,37.66668177631665,E,B,54.90184513129089,173.28200076791595,82.63953997225892,D,-90.99385239678413,0.9284471685437506,E,B,27.784817277678208,-31.159585731055873,150.47353770986643,1
Hispanic,18-25,Other,32,-40.8487624265536,-130.58370129664357,39.6504060410188,109.12910142303936,E,D,-21.992307121656182,-104.22476949558008,-9.992257890786922,C,-13.364383644481348,111.83208377350692,A,B,-44.68389006681296,60.74156352157709,-241.83997068769935,0
African American,65+,Other,26,-219.77072276568865,-37.146182702829044,102.80932388253908,-54.04146635231518,B,D,53.30383499339436,76.40534660342222,23.963786644318205,E,49.304753929994696,97.57959706560894,A,A,103.24465142830472,-181.87452858226686,-133.7649017797239,1
African American,26-35,Bisexual,51,49.4489447355316,35.00183210559857,103.43520400930835,112.73723543134417,A,A,-35.03681014979351,147.88478894621295,18.490092144420352,A,-6.1400430543039,45.492273488423244,E,A,31.739630927197897,-57.419267860650535,-1.383260246701059,0
African American,26-35,Heterosexual,71,-4.41376513057904,37.67787489734522,-142.70222682701097,11.426291179985657,C,E,-121.98061448866768,112.87933781766375,96.90140947494244,A,77.24457147047107,53.79677041221838,A,E,116.91250506052293,-102.84139528184653,-303.18391532943167,0
Black,36-50,Homosexual,78,-135.15510485551974,60.504329665847344,61.836114567916326,-58.15536676104463,D,C,15.207922876276347,-7.644061372637973,-10.787723469077696,A,-43.70757257246063,-29.20777850319546,A,C,132.73538249353308,-23.10664586920105,-212.78748502742476,1
Other,65+,Other,32,1.719856473873722,-29.37432389505649,-5.818885303082771,-45.815850701638716,E,C,92.0258990617704,13.612166113913979,59.54837644115357,A,111.99399422339266,19.29517103262766,D,E,-83.26507309088802,-113.76656933782098,168.08511460624152,0
Asian,18-25,Bisexual,25,-96.83019451118827,-73.18827033965475,7.43959327476183,134.98562412291113,A,D,-42.14980183208687,-10.446324415622497,-9.681290411206184,D,26.06415841733457,145.54993099062585,A,A,-54.4459500899565,-91.1779495727941,80.43519178412896,1
Black,36-50,Heterosexual,32,87.45028907002768,-114.73650850855226,55.78492417422609,-29.31993870445886,C,B,83.27029620550377,-14.590341734905646,65.29123037751941,C,-135.3901896235754,-19.833129928828026,A,D,26.115074867146248,-82.42321576710629,-140.25717320693164,0
Black,36-50,Bisexual,71,7.216477656503282,-46.71688867331314,-42.90226512299079,11.95399213654128,A,C,-3.9461503979610617,193.37913903395986,64.92718311348902,B,-64.84322011285349,65.63011721123829,D,B,-72.11046242322593,184.30596907815618,1.1471685993517051,1
Asian,26-35,Other,41,54.27372602778924,257.53870343192443,15.74975448919026,-13.520227325167767,D,E,-150.73976175644123,-84.28998946353892,15.30753479654097,C,267.1788184820406,115.42683934273488,C,C,-2.4222082719816562,-21.641621176225296,91.28628548361138,1
Black,18-25,Bisexual,68,164.03722196163233,160.0288087511785,-77.30245240972737,-167.5492218298122,D,C,-63.6788478812084,151.25366027305623,12.722929497131297,C,46.28727735678752,-72.34966800394777,D,D,-41.25979951494125,72.67021195253356,-65.39461387502186,1
Other,26-35,Heterosexual,50,43.373168781163905,97.44564937958157,74.82910235662315,-188.7024316390565,C,E,-11.172598380637245,49.456478219505605,-65.292810519328,D,148.71984232894502,100.74704133804136,B,E,69.56815385517625,-87.26381873023624,-50.1523520006175,0
African American,36-50,Homosexual,59,-8.262728863839978,-58.83379829805063,60.66052457002282,216.33325488709144,E,E,59.13725868676358,66.82284263621632,38.216913333084804,C,86.39988434942155,19.867824557314723,C,D,50.61197442334864,103.13036633873638,57.59358948365928,0
Other,18-25,Bisexual,59,122.52622830606856,-74.04954279390577,-174.87088341705532,4.454275890818935,E,E,-71.41285231913432,-95.10074933357807,-166.83476420686483,C,-110.94771245332444,-60.47241538285917,A,E,-37.36453517382703,-159.88389036337082,100.47553820318807,1
African American,26-35,Heterosexual,79,45.65002464673617,178.69060950225472,-9.273756776123031,-237.1196738035143,E,D,75.04981415311863,94.97507085271302,-98.3970256466317,E,122.29942741192939,-158.6796210243694,E,D,125.00383204200634,-97.13350470558576,18.181366397699783,0
White,36-50,Homosexual,73,-36.49926619641266,51.89409674165009,-53.03166419096282,-114.51107792744703,B,C,228.290921328139,-167.65231555534515,102.07746415252592,E,27.618874556995777,-90.75178295840651,B,B,-67.39047435735162,-13.996088104263377,-66.62509994923927,1
Other,26-35,Other,61,11.622440878857907,-16.15478386360657,-114.41692920440583,-69.05740457651271,E,C,-128.1275697213697,95.29478623612329,114.17662540886901,D,37.11853054821209,-67.00565839529227,A,B,-47.83830137335314,132.98940034657775,-16.59239224635427,0
Hispanic,18-25,Heterosexual,43,69.665930996375,-165.9290000496432,81.65540404828754,112.25300134777451,A,B,99.10384603947766,60.771421865587506,-6.940932081113357,E,-26.369900388036964,17.71384136292745,B,E,-75.22363502387823,119.60305039195913,-72.30103258218352,1
Black,65+,Other,74,106.30416390944009,-45.91653735906281,-68.57011990405273,16.886061628759144,A,A,1.933662608897302,-72.04756982443365,71.24003366957422,B,-71.75914848944508,-44.222038774955934,D,A,-63.92176571011679,-14.051745973807082,-92.58186420548307,0
White,51-65,Heterosexual,58,28.756308429632703,98.75489043313391,-149.7336937227696,-145.43041180426806,C,B,67.58993119343447,1.1730136330596137,-37.53945131309449,E,184.266546124731,-186.66828657026593,D,C,0.08209701273356321,-90.87548950739088,-84.62172664870964,1
Hispanic,36-50,Homosexual,31,-33.69547157308999,-5.893693439811046,-36.41353804138613,81.82426687174339,D,B,-14.840889387826628,-210.05350027953514,18.59617385962827,E,-127.67404741202088,-81.71741244273738,A,A,57.391636543297544,-214.98979102239915,166.44022492268437,1
White,51-65,Heterosexual,54,81.50603205844975,28.275274026491953,202.0051806117977,42.1140712914174,D,A,-106.79978959509116,97.78723966906621,-333.36424367346154,A,95.46015872068165,-60.535818350155814,A,A,-106.74191447307794,3.1807867186640326,163.7253915350033,1
Other,36-50,Homosexual,59,13.059926839432945,113.6695020105901,-24.743643467550275,41.544987329617996,D,C,-65.76567450619812,-72.6753861381603,-10.373818780389282,D,-53.11553973844371,56.75388008404869,E,A,51.967717586300786,-101.88003815715531,-38.92058006449832,0
Other,18-25,Bisexual,23,-153.1505938671946,-61.312079494284156,109.25238963875972,-9.877983861626666,B,E,157.0113711253272,1.7799073219248889,-60.04674515820293,D,15.04666563110505,-57.43243092292363,D,D,-148.43759599451514,-88.79600303561502,43.19281424648998,0
Other,36-50,Bisexual,56,57.525007025984166,-142.77735165143673,64.06941087375111,169.66351205804966,B,E,31.044521080576715,46.64265905517685,-200.74358425969945,C,158.21134496207256,41.886879272588686,A,C,40.59891154115313,-46.990655746655975,50.164264687092874,0
African American,51-65,Other,40,-60.95855143161445,149.0879139150846,-63.55112820504575,-145.3784807629348,A,C,-213.78574804622264,190.3268667700112,-2.5100516821275445,C,92.07446298310316,-31.565773832354864,E,C,-39.28746356796387,-116.80459486969525,-59.91917976626573,1
African American,26-35,Homosexual,58,22.028671238595805,2.0218603755913223,11.826900558265534,-12.396724164921167,A,E,31.664076798446573,-43.37273613687542,114.17204659287606,C,13.163509260859207,31.586362351386132,B,C,-70.94287768323841,48.783825392485966,-142.86565809948087,1
Black,18-25,Other,53,120.41695363779542,-129.07702001775885,-174.10922772687718,-150.83349551594313,B,C,-4.43239738090591,-14.062935162673213,-11.888602157287439,B,18.994323601169867,-150.907257303598,A,C,72.24000037479642,52.69985879130342,-33.384425006442,1
African American,18-25,Heterosexual,22,-55.48370433409484,-63.45487963561705,79.97212050170245,-67.67848554451045,A,B,116.65377487600894,-2.904513922888975,27.049563721485026,B,185.64925441526944,-228.48153706622008,A,A,-110.2014192742894,-8.796424924495666,33.471855253553954,1
African American,18-25,Bisexual,20,-83.77416046269542,-22.92980099005709,108.81120667577619,39.29505927199556,C,D,95.78927190631002,-14.836213841809135,46.308411026531594,B,115.11427303689116,-16.125445895952275,D,D,53.059250885804424,-49.61116756611063,54.946474317458424,1
White,65+,Homosexual,55,-30.466956460702338,-33.703843640088664,178.89290834080634,65.42539969041616,A,A,65.23964503672902,62.671363622257516,70.7179593196419,D,21.329396209239366,-169.14791532839251,C,D,50.670955358820095,-43.339963115352084,-59.08432773203987,1
Hispanic,26-35,Bisexual,52,108.66605402083273,-81.02568708890779,-116.87994394848423,-82.26120584069427,B,C,-39.40809644208707,178.50319731843015,-59.14044653787287,B,14.085060639940819,36.403155637398385,C,A,22.458529282568556,-17.358969432698352,22.19921795360837,1
African American,18-25,Other,25,-20.653125659414485,-113.32835475333394,122.33113458923339,-37.851890749179546,B,A,-32.167552905510846,-47.98886052601119,3.7274638680457226,D,49.917952620644506,101.27455141591679,D,B,-28.21124401493325,-84.56536942051324,53.061812736518576,0
Other,51-65,Heterosexual,22,35.67896117497475,86.75222522061517,152.60399881902887,-1.2811288104103857,C,A,-48.454227753426466,-119.69898677880757,31.611297032457614,A,102.77103927680851,32.83177924457967,A,C,76.07702296927661,-48.495077992980725,-57.16789096285662,1
Black,65+,Homosexual,50,74.29944523048015,10.549985534982316,-6.871832264989493,-60.7008144749115,A,A,-150.99584111656267,223.04369439364473,-4.854611156418861,A,92.75889720403386,-9.7397046282134,B,C,17.64925525390604,-185.9234231136375,90.74947033622846,0
White,36-50,Other,49,-107.15483033885218,187.47806308207944,-151.08944260638367,-49.73973144096015,A,D,-11.386394794281701,-11.132412374229345,-38.473718801520334,B,-92.28466035680007,73.65252442681664,D,C,-51.5062793699059,-43.58319462345486,98.01288840349115,0
Other,65+,Homosexual,47,152.29665505603097,-51.52467004879719,171.52630578639113,39.18241155890162,B,D,118.91717655792068,8.440632929948354,19.08220776240888,D,33.31388531630812,-51.706744197251155,B,D,-106.0555312213744,-93.1378814972116,97.90196983684301,0
White,26-35,Homosexual,75,92.00114766318299,-312.71862729980205,-132.12190824032007,159.53255307267258,A,D,10.741051009874415,52.222872581686005,-239.4673701082185,D,-48.87789814381834,-242.64591644731377,B,E,56.410912338996425,-13.961388251439224,-126.81244217490924,0
Hispanic,51-65,Other,59,7.528038190079014,112.53469055891614,-55.713614749079944,-12.46698418701736,E,D,7.566478018852823,44.59269570124958,-200.74583750983868,A,63.705367941131065,-107.5600948738612,E,C,-139.98070004191422,43.3559328346933,34.703546186534055,0
Hispanic,26-35,Other,38,50.115106046268096,-12.979609308469891,-72.43642047553621,8.737903010940567,C,B,-51.0974225890476,-6.560791071323104,164.85242603520894,A,-7.753924942844756,-76.0196706323207,E,A,81.99012159833501,-64.7770580677426,68.09047857088521,1
Black,26-35,Other,47,-109.1470775420877,40.42755102460983,94.79492678910854,51.9278679923876,E,B,-252.05236589562782,-53.949472998708146,65.7492574037412,D,234.45989111380058,-162.8910144756393,D,B,-94.25230084788296,5.810713093163518,-48.98598784346438,0
Hispanic,18-25,Heterosexual,47,25.43957723822136,106.73775696038301,-177.8585303637105,-50.622722683495034,D,B,-190.4774942503356,-76.01202555320135,66.46331937579731,C,99.88646677947325,48.550677731644946,D,C,-39.283084280109755,64.75563867572474,-85.2764703963639,0
White,26-35,Bisexual,73,87.73257089448306,65.46495854189274,-45.79654309475845,-0.22956235587146706,D,B,113.59399059174223,-92.69304008880998,-195.866817815245,B,106.75706511588359,105.52648602505926,B,C,-42.22774626711161,-55.19872005124399,136.35418793958166,1
Other,65+,Bisexual,57,51.581530505607674,68.29993858885514,97.73839568225632,-111.94297795380714,C,B,-12.001885521058666,-107.02443568342672,-54.97709691223805,A,144.8105772317115,96.84446502619932,A,A,44.5748899551025,108.28611495763667,93.59944813232538,1
Black,65+,Heterosexual,72,111.75687025866384,53.83246890423582,66.31652388445069,-34.35523318783108,C,C,81.383268871897,18.397127560171604,-41.61580895989285,A,78.97715412160179,153.80147715495917,A,B,97.52166866598687,18.70685984856809,29.544560789736185,1
White,18-25,Heterosexual,33,53.429076613031945,140.9570003223942,-33.72666106589544,8.620627183055014,D,A,44.53602425245179,14.335941369900212,0.7939604327250741,A,84.32428632704122,-160.62795645367427,D,B,-97.4355046755864,46.02796029315343,40.03556536002162,1
Black,36-50,Heterosexual,32,-59.07806300548471,130.19787516341978,43.26592166953174,-49.16577230789034,C,A,100.7080071308034,-4.020749688000386,-9.21937316727574,E,-124.48479715018124,114.84177667505186,D,A,93.50880969733902,132.23763676423502,204.5091291987156,0
Black,26-35,Other,47,-83.23858024495145,-130.6907411201341,-144.68004230072125,-45.667624824218976,C,D,-111.58200400432443,44.193049885355826,-22.110531649567644,B,-145.6281473483545,-18.679860771000993,C,D,199.56879588773555,-76.17722580979861,-85.64914747310036,0
Hispanic,51-65,Other,53,-15.493342838487626,120.09096550944712,150.38544444506007,-30.11324622467851,D,E,89.45425403791145,-160.106653121924,6.692744006257041,B,28.90364376156328,-40.61251200302009,E,C,-135.15582036175863,-67.7411681364702,33.54240501961406,0
Black,65+,Homosexual,61,-13.103090157196714,-13.114960478947568,122.20414689907923,-41.33834245082376,A,B,71.09891393577425,-86.70150883521201,154.09305817783573,B,-63.570544488877005,-35.19700302919677,C,A,-177.08499589926643,-65.84691014594584,35.1173952674269,0
Hispanic,36-50,Heterosexual,64,-126.17283940527074,42.91368735449972,90.00162735285765,37.100559812553534,D,A,-61.845979353688726,-35.97631172606893,10.79397751406971,C,-54.584638404680184,-116.25797062610445,A,A,18.1138997506427,-95.87597381541173,-227.84598216209898,0
Asian,65+,Heterosexual,69,-114.8463585524357,-143.792634471471,185.49572612413283,48.1778803619154,A,C,-90.67221905925598,-29.281939564154168,-76.14427228569026,C,-15.933703587281068,20.673509628487725,B,A,-128.5418842780485,64.95600453281612,8.987015170562502,1
Other,26-35,Homosexual,67,-26.758650285173214,-118.9718660578027,-12.406195071548378,-62.43609834298683,A,E,55.792250152290656,-100.089496602739,-98.84659372660633,B,14.659223620980008,-45.21778531228771,A,E,76.68847516737426,204.2053539015803,47.762913901643124,1
Asian,36-50,Heterosexual,46,202.2868948578634,124.65604390373561,-179.69728236758425,141.53535955023344,C,B,-75.5167952063283,-13.522652840516736,-74.67607044075842,A,-53.01874136357655,-39.971286297377965,C,B,123.58092959732718,232.60897857166216,21.507223029184644,0
Hispanic,51-65,Bisexual,62,-115.01405115650915,154.80472952869465,-32.53164513998073,-55.12967361188213,E,B,-15.14156437940354,150.08814165205933,73.60878272277601,E,-37.799214349333475,29.010346207427705,E,A,7.695070268910416,4.453074897156234,-54.86304387192572,0
Black,36-50,Other,37,-33.578608611685276,169.03097140524923,155.54497986972854,32.9108652613539,D,D,25.719541199395735,-133.48645697324812,-177.95532244274378,A,53.21514204807987,-97.17171206428313,C,C,-93.23294159138892,-54.89793728316057,82.280724485701,1
Other,18-25,Bisexual,76,98.27096268966883,-192.37185201585922,92.9370080634028,-119.68606623020383,E,D,42.69950047128249,-81.54435176614493,0.5851917598706254,E,192.56744257968242,15.691803317142295,B,B,-65.68836145608725,84.7907661644283,114.40405322951135,1
Other,36-50,Heterosexual,77,-127.26165774317768,73.92179373311028,-8.146082986386121,78.05531897922425,E,D,-11.60517299284395,-161.53724080201914,-59.10303716570048,C,75.32391699012038,43.50115104904527,B,B,68.25696817819555,-97.22211994398877,-25.831437600834324,0
Black,65+,Homosexual,65,259.4707867856274,-48.811952833176065,37.22309088674785,-72.52446651083513,E,A,282.26914560156797,-56.418558642250396,83.59230750483113,B,-93.2206513680471,15.919362799449765,A,E,-163.18133404510482,211.23107048517937,99.57212129110582,0
Hispanic,36-50,Heterosexual,35,137.7683118210877,1.2664929273014474,134.32480287923613,38.51717914446202,C,B,110.33384852355643,-38.83253568274802,3.6841755439091677,E,32.49700322635005,-208.72543559819513,C,C,-2.4068909860295538,33.52816112837905,107.89898093563122,0
Other,51-65,Heterosexual,36,-89.03247739569262,26.41552827150389,175.34142399375477,-51.216202106670025,B,C,-1.3052330526019267,-26.117511965943663,-138.9038101048409,A,-32.22079552744274,110.30720268785497,B,E,63.606149997148584,111.96005627620313,-66.20194638701092,0
Hispanic,65+,Heterosexual,26,-129.1654457195422,52.083873242137635,68.44394189904422,44.19898496813796,E,A,-116.12368323148277,63.26624980167319,-326.99613081875765,B,-49.72401209180457,-144.94151823515034,E,C,46.12611090976438,-73.35093122289601,45.65839142019907,1
Other,51-65,Bisexual,60,-12.71744467047305,-25.41092949335048,7.479516272745607,46.84581790609437,C,B,-58.38241909224936,142.98515726270384,46.14536703190387,C,51.10169106633315,13.959145435579352,D,B,-62.28782316571184,-8.245342966371526,-29.184973724534167,1
Other,65+,Other,79,55.79731582409458,-177.71802988058937,10.057950745535802,-89.21145383494134,E,E,-215.60110620343363,33.17369149620476,113.07913219739885,E,200.2089229712571,-59.28777755030518,D,A,20.788102314657454,133.61786036772426,-85.61536133659602,1
Asian,18-25,Heterosexual,23,-162.34020437471997,169.6488865726365,-26.101623173131195,-151.62750090457135,E,A,32.84674106013504,-22.41089630101193,74.64210898010224,E,80.73916480338113,-19.039733426384295,B,D,101.93540646596777,-48.43766798777697,-2.670334863441137,1
African American,26-35,Bisexual,34,-59.836159504383915,-78.85088641072298,42.54321890549243,-103.19321697215528,B,A,-4.7019612780946245,84.49549000709094,74.12758895422995,B,196.1384394838601,-8.51571644837363,E,E,66.20982862090183,108.7529315095002,-60.510873512959186,1
