age_range,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
65+,C,-38.42228489546677,58.47344562848985,87.81234070412583,-120.8134271892638,-121.6746611257528,D,B,-60.59147758928307,A,A,D,A,D,1
51-65,B,-9.884274279376578,201.4422622219699,47.215698910062656,-37.570540955693325,4.365356124292387,C,E,177.60817270370626,B,B,B,C,C,1
36-50,C,92.57595302399035,-37.48518923167518,-142.53480159617098,-106.85382742675058,-99.2940518949077,B,E,-90.93934278665553,C,E,C,D,B,0
18-25,B,-49.143178484615966,-25.616028937888935,84.65628012488958,87.05103094558588,-21.231848410425197,B,A,40.45126727138245,A,D,A,D,D,0
65+,E,-4.655241123595958,-76.15854201523284,-76.2064107963267,-30.867621033992172,29.719516691952858,D,A,-91.09552087184258,B,A,E,D,E,0
26-35,E,153.1045936927951,-14.035949306610915,-109.60211857885416,46.729248235015326,-219.40976363104667,A,D,65.82494057962528,E,A,B,A,D,1
51-65,B,210.83234221697512,95.76719637464751,-51.086902676381584,-185.14810904921225,11.839665518677608,E,B,-75.2580599979194,A,D,B,B,A,1
26-35,E,145.6191706575301,74.9271443159212,27.75956416314568,-79.36265380181224,-35.758619834036956,B,E,-98.3011187826602,A,C,A,D,D,0
26-35,B,-154.54180609526804,45.31816193521359,-204.9276639464699,66.14533123352494,29.91594801354436,C,A,11.947871257735661,C,B,B,D,C,0
51-65,D,173.21214505322752,-48.59324152936594,9.131185262425156,-92.98849893629094,-103.17690583376216,B,A,-31.652466897712518,D,D,E,D,B,0
26-35,B,-3.921627976678742,55.44649784001825,-85.9861461621818,-84.128863406959,-136.66151729349173,A,E,41.118185811100425,D,B,B,C,A,0
18-25,D,-167.12842752941205,102.41906188935823,20.00928441987689,-150.95457322547097,191.13562706051482,C,C,14.188335245107917,A,B,E,B,D,1
51-65,E,-17.732497090893666,-115.1542004458802,94.68501588766121,-6.474295532675659,-138.21359880669948,B,B,126.08396915958433,C,E,A,B,E,1
51-65,C,-32.64222734606706,-44.88412759073688,-81.58413330616342,135.31894425500255,112.33522499323452,C,C,-89.76627028569966,D,B,D,A,D,0
65+,E,85.4124308078768,-185.60196188944238,8.020798160706939,56.70763566417284,84.18607115769882,A,E,-30.706066125476912,D,A,C,A,B,1
36-50,E,0.17877868207096095,-17.646432553252154,-2.2047659396459856,-239.76647232936205,-154.07138018887977,E,E,-102.46507105318041,B,B,E,D,E,0
26-35,D,-144.89029385098002,251.83190047203777,66.94421572632461,86.76842084411417,-27.80673531454505,B,D,78.1125480598311,D,C,C,D,A,0
26-35,C,-205.10671084532825,-87.43294379173192,93.88640838791393,-77.3807382920736,-54.330133544424285,B,B,-20.62013569716809,B,A,E,B,A,0
36-50,A,70.18101337580877,91.01280010395989,-98.9515548390209,97.45267220165142,-14.576389323493736,A,A,-16.34117523992271,D,C,C,A,E,1
26-35,D,-31.956948748232826,-162.77394533961663,-79.40898357894648,-105.2568818707438,80.9055023512864,A,E,12.391315150411401,B,A,D,A,D,0
18-25,E,-62.29349973441094,261.1697886007205,-139.7447419128851,3.878203210754775,3.0026719809408227,B,B,-107.16557167926533,B,E,E,C,D,0
36-50,D,20.32372999711526,276.2379975892673,155.5142683967594,-19.733538295568216,12.567244353630983,A,A,-66.29278793882783,D,B,E,D,D,0
65+,A,11.329150514448036,-103.9688188827539,15.948808908233708,-8.73524759687565,8.274311722596012,A,D,-289.57034926783007,B,E,C,C,B,1
36-50,B,-96.4990726250714,-158.24763689005997,-19.915573066620546,-26.799093612830465,59.01102418714327,B,C,143.30658439925256,D,E,B,E,C,1
18-25,C,111.43341049763995,220.08580892786674,8.834422077926183,48.28781666578452,38.3874910086274,E,E,127.23286797289188,E,D,B,C,E,0
51-65,A,-3.7428396576969982,10.343828111736531,-161.96723588091348,-26.567603041199362,93.03102514597519,D,C,85.63837051592228,D,E,B,C,A,0
51-65,B,-50.92754687653331,-96.64413647257574,-131.94023782838582,9.011373496658162,17.565469560153936,E,E,-78.34717071426238,E,C,E,C,E,1
51-65,A,22.12908043792354,-82.56736769448818,-81.3710564538667,-134.99836336539133,35.25222983373535,B,E,263.85805457424755,B,D,D,D,A,1
51-65,D,-110.61490704796097,-70.52309673822116,-18.817582023014754,-179.66499903073063,-106.5732459730329,E,A,-23.358657862793812,D,D,E,D,C,1
18-25,B,-75.47152233082107,-96.91226505028926,-88.22651134556833,-152.48621195172828,-64.3751100903862,A,A,65.48006535625593,B,D,E,E,D,0
26-35,D,-288.40209398548006,-138.76189323494674,97.34479415234208,-13.201314589929888,13.69439473402752,C,B,-107.98197479682692,A,C,B,D,E,1
36-50,E,-152.76961053386685,58.81058876288012,84.59396666535486,25.231294835604995,29.22207662202969,A,B,-79.2912635175915,D,D,E,A,A,1
51-65,E,-40.05901007116954,-69.15767150164129,66.42175718473213,15.653628671640593,-257.15595506513773,B,C,1.2008652589604385,B,E,D,B,E,0
65+,D,-107.54196623428672,-178.60848305591605,13.647502330487358,-107.35385834724258,-109.38322994070819,B,A,36.005606235090475,A,A,D,B,D,0
51-65,C,56.820333306439906,21.890081235060737,102.58480829428704,-173.03239339246755,-84.54223541811137,D,B,-18.310869756802074,C,D,B,C,C,0
51-65,E,-98.64176176039547,9.369759145505176,15.277969095111693,88.90636173217112,74.1264859541852,A,A,-26.03942314519826,D,A,C,C,E,0
51-65,E,77.90164383409318,-1.0451873297776437,17.03532640007779,-119.35348473040703,63.67046514096466,B,E,-189.21205482240347,E,D,D,D,D,1
18-25,A,161.2808332137208,-75.506955321003,-154.99288700759033,-140.5955281829471,-52.75652998568182,C,A,-150.44517985516302,D,E,E,B,C,1
26-35,E,26.527013386029875,-71.87356772128635,-161.9910540210558,127.54941617546191,12.177399568824693,D,A,-93.74708409160684,A,B,D,B,E,1
51-65,B,-1.4648056938264826,168.49926052702313,72.81621471941368,-188.343541537053,-50.405269693346135,B,A,-84.70664356868204,C,C,D,B,C,0
18-25,B,-186.318105078712,201.86837190309762,7.390847541322197,-99.81872249325521,-50.01000504179518,B,E,-8.500916224580763,A,C,E,E,D,0
18-25,E,64.061177674553,39.792156880081905,15.88710288419082,94.1010727076198,-25.63220197951023,C,B,-21.17157408127583,C,A,A,E,B,1
51-65,A,-9.932585184141933,-34.9754820795561,10.322203727503581,9.998429158786072,127.054022773286,D,C,57.424457886672364,E,E,E,E,C,1
51-65,C,-36.158147627158925,-75.60708472995236,-3.9123330952000477,190.64506914217006,0.10660959319365028,A,B,20.73623700259019,B,A,A,A,B,1
36-50,E,-45.27637118120869,-17.03908912748442,10.106559296607955,-12.810950867220747,108.00004617063306,B,A,-18.61084725185532,B,D,B,D,E,1
26-35,A,33.72720719199585,36.439422594757986,-119.96314672112112,70.40982441010894,143.10236493928304,B,A,32.25276718897053,B,B,B,B,D,1
18-25,B,81.20020742174079,97.03448705550976,103.99802035344008,70.2218278596774,-44.97078522851299,A,C,219.23825473597796,A,A,B,B,D,1
51-65,D,144.18866061912175,5.708071427877538,80.76019940371486,54.32069534609552,141.60159699398497,B,D,-98.11575059925488,A,C,B,A,C,1
65+,B,96.93408667195891,121.9397370454037,-71.3719803372316,-105.10787347209633,84.80072179829064,D,C,12.619563741985065,E,A,B,D,D,1
65+,A,193.25328976662834,-167.2767725412643,-74.98459918467482,121.3219723622713,-111.53986677863217,D,D,24.49804750199482,C,E,D,A,B,0
26-35,A,-163.75709997590843,-26.47960839348406,-13.018042864010242,22.439002301525537,63.21458486285688,E,D,-9.291614270450092,A,D,C,B,A,0
36-50,C,-140.54945725634738,-114.33830990557661,111.97884864629731,-112.79826755075524,-114.47087077756952,B,D,91.69012233280175,B,B,B,A,C,1
18-25,E,-73.63245185495136,-65.28860813421329,0.35894162619018527,30.6509085962512,-102.87213361771275,A,E,57.75628781684532,A,C,A,A,A,0
26-35,A,-153.68377002638476,41.92450497805278,145.77968740414457,-69.34601234245562,-25.57973353972029,A,B,-42.752125468278535,B,A,E,C,D,0
26-35,C,29.70223128372122,148.99336100663308,-72.4209720009098,60.61469739090898,-18.620646206570097,D,C,-113.39822795743895,D,E,B,D,D,1
26-35,B,4.4795525049045235,-1.5779772806106258,104.42226610832085,-81.87161990979237,-111.43216788237906,D,D,150.45970925250455,B,B,E,A,B,1
36-50,D,2.9205893202079847,-8.144926256329038,71.62011848966598,8.579888739004787,3.475147663530114,A,D,-106.41759099141088,E,E,C,D,A,0
18-25,B,2.5413040596427083,96.70076451812588,14.346910395528392,47.356790373891826,189.11464159616102,D,A,29.04456554120444,A,E,A,E,C,1
26-35,A,76.23820813196753,-71.30978175568474,-8.614530863967493,75.91761365631463,92.61543905216143,D,B,-42.42198419467436,D,E,E,D,C,1
65+,C,74.60221010664418,-66.3867539181023,-63.22410288963665,166.86488128231187,91.23955970560428,B,C,-65.69901047546676,C,C,E,A,C,0
36-50,B,70.35613642974604,-41.212096828579995,-3.8699050220458804,-50.54079306733762,199.66094742889734,E,B,73.15075704361435,A,B,C,A,E,1
18-25,A,126.69817996555838,-35.88203127629476,10.470493172751176,-178.69532502879036,-110.6056148491744,C,D,62.308605509962845,B,E,E,A,A,0
36-50,D,-108.52532079049706,-27.286517143966194,155.83595856901985,-25.912265577747775,115.13261451882248,D,C,197.27366133289965,E,E,D,A,A,1
51-65,D,33.0745130110113,-9.365497867968442,5.9194548795200514,234.4182136200863,-54.187438112569616,B,D,-90.96669675167354,B,C,B,B,C,0
18-25,B,-9.681849009711216,-77.42282968884811,42.25449241945289,73.89951560635035,-156.604415418106,C,C,124.44215880175673,B,D,C,B,C,0
51-65,E,-55.14028325969197,-37.062617396499505,-34.70049774950337,65.8362667073329,182.67413654480436,A,E,54.61174626883426,C,E,C,D,C,1
36-50,B,-23.485602832656667,-93.60112858361892,92.66523616582852,145.6198928893037,136.26266269771358,B,C,-4.279344743502948,D,E,D,C,E,1
51-65,B,-134.0014212762635,48.170933738422676,-38.18375809211958,100.11103005068416,72.68635644065452,E,D,108.97108544489676,D,C,C,C,B,1
65+,E,94.55248577974847,-231.67715642685644,14.39649935136264,19.16100463421585,-126.20695031629137,D,A,209.4277570279087,A,A,D,E,D,0
26-35,C,-113.70570940597477,-28.94157347296098,-193.75793489048277,31.22544473016119,8.839007580088367,A,A,-14.314926503031897,C,C,D,A,B,1
18-25,D,120.3232550800058,17.596301756206483,14.644856262384343,177.65243071830304,-27.57054758943908,D,B,-16.61115066320697,B,B,A,A,D,1
65+,D,-14.890789670105626,93.32201692213205,190.82912616746003,43.7867773558869,73.68610617113391,A,D,52.098256920088716,E,C,B,D,E,1
36-50,D,65.0080343572126,-80.99607612830506,29.50365687010894,-149.32363031991497,141.2130633315231,A,D,-105.40465905635625,B,A,E,B,C,1
26-35,E,62.54621690783978,75.07814115914528,171.79955884132366,-109.96392075699279,108.51079627446931,D,D,61.324296318232406,E,E,B,D,C,1
51-65,D,-65.11620175767801,76.77896701426738,34.41905831448801,94.77802907130001,-23.652835368688493,B,B,35.84405078576092,C,B,C,E,E,1
26-35,D,-165.1122288268304,-87.84587785537244,-123.43664608252527,-4.87199252461139,-88.43824797724415,E,D,-13.408839303927692,E,C,D,D,C,1
36-50,A,-20.216906052201665,89.9668914773991,-191.40924465144204,-142.61982027248118,-92.3710546665013,E,C,-35.40351043494647,A,D,A,E,E,1
36-50,C,-63.76047923502459,178.83950670322628,-171.13951115413556,53.13478464687553,104.3836664587295,C,B,-15.763515363747526,D,C,B,D,D,0
18-25,D,71.1333495428076,56.2101004274726,-114.02632695499928,-22.518005852071184,68.6326238135593,A,A,45.26852287654466,B,C,C,C,D,0
51-65,D,-184.36554393457254,-106.62476425578751,-31.445772664610335,73.66301928566243,78.33766929562218,B,E,-36.64844241683248,C,C,D,B,E,1
26-35,A,-255.81901788906075,-12.684454086862731,102.64703293413282,175.98549617434384,89.94022996698625,E,A,21.222913703550745,E,C,A,E,E,1
26-35,C,123.11070301074251,6.265707257657819,-111.60714697939673,-32.35137943759218,145.0659478867453,D,A,-145.4183861215408,B,B,A,B,E,0
51-65,C,142.0248050411687,-2.7741161068614684,4.724798960506544,-33.5495756915152,-164.57734871981717,B,E,114.9157607402748,D,D,B,A,E,0
26-35,C,127.61438131834828,-19.310241432542387,-156.03339398700223,46.90498759616548,196.34980737198273,D,C,212.08575771835737,C,B,A,D,C,1
65+,E,-12.14594625356319,-4.857499724286674,-83.4380892739396,-172.69482578136638,-13.810034685416328,E,A,-6.143414558968568,C,C,B,B,D,0
51-65,B,-2.167210452691229,5.547750786603242,107.06921431577672,154.4041181820479,22.746263042374792,C,E,43.38910788103353,C,C,D,C,D,0
51-65,B,-32.67986551897869,58.27828245322385,34.067043487963424,114.66490175650037,-17.79557559505243,A,D,-76.91044084070425,B,C,E,D,E,0
65+,E,-16.729633541549482,142.9074091634061,25.501255713611325,-87.97391074975907,-81.36532458524724,B,C,-10.674212197136352,B,D,C,A,C,0
36-50,D,160.03338125728456,50.71142438646316,-188.15226909243478,-130.3507813309786,61.91646010550043,B,A,-46.430530413001534,A,A,E,E,D,1
51-65,E,146.52433818141222,-107.34172975826235,-74.23902193607623,63.719050111884826,109.19127715330812,A,C,2.7662992838167257,A,A,D,E,A,0
51-65,C,4.528311087170529,84.86439125988554,-63.389250235285566,31.946333267935966,28.93211370165711,B,A,-109.41232737824078,D,D,B,D,A,1
36-50,E,165.14916216427403,-108.83132663927866,114.60651930947505,-88.94502400148808,-17.75500869674805,B,E,26.258319091072668,A,E,B,E,B,1
51-65,D,-4.275085959334695,138.42040519080032,-56.189151765873056,186.6495623784132,-70.58439499629975,E,B,5.1267464962342,B,C,B,A,E,1
65+,D,-76.7183288556424,148.98777746586808,44.59157656989937,170.21801136820307,67.62273571247827,C,D,39.63087397203161,E,D,A,E,C,0
26-35,A,2.7731552715187355,-104.76310794238924,15.59383950087057,-264.90739428117035,56.22099210732535,D,D,-261.73268897280025,D,A,C,C,B,0
18-25,C,-148.55542003066847,-212.77464440402048,48.4108876566592,79.45324632257861,-0.08379871265457269,C,C,112.1147723851625,E,A,E,A,D,1
51-65,E,54.69187913205189,129.7205814814752,-24.37711609246528,10.748841801922783,169.61214836664286,C,A,-112.19658366648473,C,C,E,E,A,1
51-65,A,185.93475739526463,90.10001908325712,149.46084109694624,58.45136245465825,-10.054223192222045,D,D,-56.88040363788078,B,E,B,E,A,0
65+,B,-109.86977247998632,17.858097331404526,-205.0387451020851,2.780256145167255,159.68294632956602,B,C,67.95208937741462,D,B,E,C,D,0
36-50,A,-118.00095672710418,30.590892303576677,8.497425968790221,-1.3955775439212545,-38.37862921602093,B,C,102.73196675855907,B,C,B,D,E,0
18-25,B,33.30823992538654,-31.381266376093915,-30.75499454337288,14.397601767676765,126.60188550501015,B,E,-89.49946043203664,C,B,C,E,A,1
51-65,C,-112.96826539590457,-73.8209427382918,-98.2714684098041,4.241364720146095,12.92105486846024,C,E,-38.36687904650422,C,D,B,E,D,0
26-35,B,-47.27441619468814,-95.46059018117741,84.84910995225083,-48.6225437480145,14.69114278373529,C,A,-111.77074360327555,C,E,C,D,B,0
36-50,E,-6.274446525713111,-74.15916177006588,-75.14116915008597,-179.87793704294884,-15.751650461363157,D,A,-0.7755244023055402,B,E,B,B,A,0
65+,A,39.293770647824786,-157.7781821298754,14.074923786359705,-86.94568132982407,145.19699889265013,D,C,21.884979329769813,A,E,B,A,D,1
65+,E,-135.81408832114192,53.814517192366075,-30.13973551593587,9.594950453563577,-35.629465551596326,B,A,-79.76165944627635,D,E,D,E,E,1
26-35,D,-101.02729452317209,-65.99623902116474,112.32648170202486,6.022801836451781,51.02106514220218,B,D,-28.965691550474038,B,A,C,B,D,0
36-50,D,6.501330896644879,-47.16638128119512,-42.33840784480835,21.416848939928837,-69.36726687718716,E,E,33.5403784111475,A,A,C,C,C,0
65+,D,35.29112100744909,127.85770238700496,109.91728449426866,-5.131140227229352,-57.19372686321399,D,D,36.07517568738131,D,D,E,C,E,0
65+,C,92.58454268481626,1.3963591483075408,122.28169472910109,24.576369222462695,-12.824094593566318,C,D,41.96258961192969,E,C,A,A,E,1
51-65,B,85.8731955570354,203.70911875710124,-130.80461384249026,-122.77865334949315,74.86232730317431,B,C,-60.179989570203375,D,D,C,B,D,1
51-65,E,-15.649906348827635,5.438695704359592,-46.09813324446012,-41.97442307071455,14.109235039594967,E,E,60.3505635572084,C,C,B,E,B,0
36-50,E,-40.01793678837989,-127.28903389503871,33.36317960624445,-203.62383582123616,7.559150155270486,B,E,-232.65357756462168,D,B,C,D,B,1
26-35,E,15.108935520883918,-93.42553246312308,53.50333488025642,126.56654144159774,85.15434921520105,C,E,74.59497116156587,D,D,D,B,C,1
36-50,E,-20.634554473140028,24.48089440291727,80.53568467439398,27.949429262874215,-46.50499495584348,E,A,-106.05804884767922,A,B,A,E,C,1
65+,D,-151.63243947193766,72.16487549084393,-11.257100556203007,81.38447163194029,146.34023859175386,D,C,240.49739504133316,B,A,A,D,A,1
26-35,D,-14.559518348921785,-118.53285993488556,-55.77424790927337,22.62644363306692,33.19139473176527,C,E,216.2484458527728,A,C,B,D,C,0
51-65,B,162.63405104584206,69.39372467772861,126.79131512954184,137.14220534696852,-52.551435961553864,C,D,-62.90666712469735,B,D,B,B,A,1
65+,C,-51.723009683261566,73.48051188790635,328.6318065905576,112.37432175417497,-83.88414867792342,B,D,37.30988724608349,D,D,D,A,E,1
36-50,C,185.4554996661903,86.81158612807238,-113.84193356620015,106.94405171028359,-98.21127986678232,B,E,306.36981257283617,A,E,D,E,A,1
51-65,D,-0.7139214360613478,79.81742907528594,-61.514928780097776,-7.035175394929086,-180.65350657711778,C,C,29.998046151783264,E,A,A,B,A,0
65+,B,-174.1079033208298,29.88242370725488,190.74051529366494,45.47026577657576,31.188205674726966,B,E,106.29817573079241,E,D,D,A,A,0
18-25,D,63.90372316574704,-2.1161547243088283,1.2660377225669994,122.30066966774157,-156.9926895760434,E,E,44.74045946278993,D,D,A,A,C,1
26-35,B,16.986415377670482,12.936289406126683,7.56709269504169,-172.19628975168837,62.2901182023234,E,D,-87.7734669742587,A,A,D,A,C,1
36-50,B,-34.5513142530967,105.612197644809,10.813803676742769,-35.25441153763197,-125.96808901106237,D,D,57.28873565940482,B,E,D,A,C,1
65+,B,386.2971344879386,15.197793191642841,-73.22277111967045,-204.71861376217527,-53.244431149269374,C,B,71.87381906595046,E,C,E,C,B,0
51-65,C,-246.00356806930543,24.528821464056517,-79.76429628841939,120.88915203718653,11.446153947897177,B,B,-31.16072082402858,D,D,D,A,C,1
26-35,A,71.00995383057105,56.05895033859839,-48.88111203452187,-165.79719486463034,-112.60202273697186,C,A,64.86133933479675,D,B,C,D,B,1
26-35,A,-135.02114350826065,126.3263247869456,-5.048547247356576,130.9484671201635,92.2349466701897,C,B,-86.11082992301374,C,A,B,E,B,0
18-25,B,23.678069887272006,202.72955341151376,-42.61104549574178,102.72688754158375,82.47356919439581,B,D,82.26254654406961,A,D,B,A,C,0
18-25,C,-29.725946184734305,-9.256446568185236,-281.5563006009354,-118.00170828388528,74.03107530309781,D,A,-185.45647734842476,D,E,A,C,B,1
65+,D,22.328005530080304,-148.66823737910607,172.65005748012047,-44.50978319613303,-106.17702974600411,A,D,59.71608349517202,C,D,B,E,E,1
18-25,C,-48.132829331986436,-83.0581484841913,5.440632607325534,-45.140991108169146,36.22726588611119,C,D,149.05648813861703,C,B,E,B,A,0
26-35,C,-54.06624004571333,86.31095355477335,-150.73216619823773,120.48166503687337,14.672451846638948,C,E,120.76240364286942,E,A,D,B,D,0
36-50,C,240.0532575850116,34.91453609721543,-45.53229489556791,-18.060709458658856,-109.29152090914182,D,D,181.0039639517579,B,B,D,D,A,0
51-65,D,-201.7535955206772,130.67099206416026,-61.64373793142821,-51.976414476001466,-148.50268227289064,E,A,17.98127171178653,B,C,A,B,A,0
51-65,E,-47.288081623037094,179.0417556940506,70.23751593342328,-49.743362518313496,10.47533554800536,B,D,-164.44353102029544,C,C,C,A,C,1
26-35,C,-62.63327862866412,171.38185643098947,124.98781545082767,4.612010636311421,179.4994646799406,C,B,120.69435467107672,C,A,D,A,A,1
51-65,D,-71.9441220160378,-21.148853726874982,15.109153632262492,93.07358517146888,-5.997995914431135,B,E,24.54340557554289,B,A,B,B,E,0
51-65,C,56.19753405379891,-11.79480326054178,57.07052642404686,-232.95224655839425,99.85373782851822,B,D,-1.4499191902855466,B,B,E,A,D,0
26-35,A,-81.55419223329127,-26.265100788218454,-349.854341508375,97.51260709940172,-26.90481023633057,C,A,118.7966880274834,C,A,B,C,E,0
36-50,E,-10.128532910547698,109.12347915817338,64.02735693764421,-217.10572314957187,-11.408882299103528,E,A,58.715600460939974,B,A,A,D,E,1
65+,E,-19.127717336749217,5.8509937612528935,-9.32880100133762,-19.261663451337363,103.15643079252004,E,A,-55.406851493150874,C,E,E,B,A,0
65+,E,138.23748975068324,108.17497313547058,-136.09617314577872,-0.7669961612990124,66.09739334729234,C,E,97.02361216506398,E,D,B,B,E,1
26-35,E,113.53793733979983,77.0460232082153,72.06811773879535,31.221353419430564,104.77434119900518,E,A,-127.95764368885347,D,A,C,D,B,1
51-65,C,-3.2909584354712953,77.52467550664495,15.268073430043117,-39.919705350522406,-76.4995199198379,D,C,-121.11885828787885,E,D,E,B,B,1
26-35,C,195.8697667557021,-12.67309625181315,71.48706754143697,-94.3262389564864,91.57770360587507,B,A,175.42570926488682,C,A,D,A,C,0
26-35,E,-98.44150827726726,172.88332811745954,164.27333160075582,122.02840685626475,102.93531445027884,A,C,45.31579010932169,A,B,B,D,A,0
65+,E,-37.39717371738452,47.71152079992219,-117.36312704640379,-47.61755983659333,-93.95021470143918,E,B,136.03785391206787,A,B,E,E,B,1
36-50,D,17.049699431353396,-117.33772256269239,-104.640420344502,101.7906554933282,-89.91715407948492,E,A,56.31300735034506,C,B,E,C,A,0
18-25,A,-54.41953831407184,-38.51647058856552,73.6834259180713,51.39756060804724,98.19995895965145,C,E,124.87461881399294,C,D,C,A,B,0
26-35,A,0.26615921202941967,-91.87334386344581,275.258266453455,-88.30496528332009,-20.19208596474131,D,D,69.71040263254262,D,D,A,D,C,0
26-35,C,18.12336612068718,-14.769622988443992,47.50667766456406,119.6868993257332,-72.37822786464551,C,D,94.03869829450679,E,E,E,B,C,0
65+,B,40.76131190219896,84.02783039214631,54.156533688678266,-46.633318233264056,-15.151238965233867,B,E,-13.575564683689786,B,A,C,E,E,0
51-65,C,-62.2905913858525,89.62580146572733,21.675720665418687,-97.15249478694481,10.032262882301474,C,C,13.920130498496505,E,C,B,A,D,1
51-65,A,107.36460606965557,-4.700307211837097,107.2487233190856,30.912640306243688,134.29991322687985,B,E,-57.964468340478724,B,C,E,D,E,0
51-65,E,-43.348079658059525,101.06878359333726,-114.52531105450964,-46.96526279508417,-30.718374310058966,E,B,-6.41668238877736,C,D,D,E,D,1
26-35,C,-129.90493003383943,29.961748354007707,-57.07019061834085,95.42183267988491,25.0304613334074,A,B,66.95689386029493,B,A,A,D,D,0
18-25,E,6.514627192647282,-60.21805087799106,-115.88316205985372,2.5404231571775266,-96.4947843289057,A,E,51.45822255016525,C,A,A,D,D,1
26-35,D,-230.95059843698075,171.44726668810765,-77.07816315135896,95.85078374381501,36.93939391390765,C,B,47.86633512990257,A,D,C,E,B,1
65+,D,-100.04567586997078,28.020043234806245,124.04728749749576,146.36139679385965,-40.9702756669012,A,B,-87.76277226764621,D,E,A,A,D,0
26-35,E,153.14029647419605,118.69079593409133,16.644618623314887,171.66329000470867,59.554555316526546,B,B,61.898837001121635,B,B,B,E,C,1
36-50,B,-82.92821688940246,-85.93150076102997,151.90000740480272,-49.925931715318974,-48.304864331192185,D,C,70.36504629691488,E,D,E,C,A,0
26-35,D,-56.533640438191725,-136.52657142444113,-105.2808035990697,-94.46324358116881,59.45416260435269,E,B,84.81502080819023,A,E,A,B,D,0
36-50,B,-86.36146332082424,-12.864226465751846,-172.42375809262757,-91.1032631265544,-41.24180857593946,C,E,37.03951689271962,D,C,D,A,B,1
18-25,E,137.08616305928876,-36.71935959983219,45.16979299103732,80.57788327329412,-49.12542946209017,A,C,-83.26697134446248,D,C,D,E,D,0
51-65,E,-192.04813493507515,-152.87141004285218,-134.31346589287256,-1.3842970189129848,12.636456605856733,B,B,84.07765094458192,D,A,C,E,C,0
51-65,E,-99.49761788060184,211.65799518139167,152.38133450467868,57.55076539944144,1.120103015957938,D,C,-126.7391102608616,E,B,A,C,C,0
18-25,E,-0.8831052911786579,118.42157816460217,241.20058711733728,74.65761146389865,38.57280674983408,C,D,-76.09128753459935,A,E,C,D,A,1
65+,C,-57.861468081925224,-211.43442144285146,-130.0919615634136,163.2844100808062,54.07903453871541,B,E,88.58390577133461,A,A,B,B,C,1
18-25,E,9.553195857181496,178.055501837616,-74.85925343882074,1.5496101409629517,-156.31118625972996,A,A,-69.63270628186498,E,D,B,B,B,1
36-50,D,35.88572885621989,-80.25183555336092,99.3309197979698,232.54147540444814,-141.62689582921448,E,A,-46.83888319558605,C,D,B,B,D,1
26-35,C,-4.956462129573618,-195.20817869477148,-71.40195611998963,290.55672059402775,32.34828327769967,D,A,-54.83078835772811,A,E,A,B,D,0
18-25,A,66.616454162688,-84.54104265512397,-108.43888743721837,-139.0109068420984,10.366491536573449,A,B,55.55796796487095,B,A,A,A,C,1
18-25,C,10.063789260318247,-52.48708569757874,-68.77214864812187,-45.084189951428996,101.04146469742594,E,C,84.49793139562651,D,B,D,E,B,0
65+,E,30.599889754786485,-86.04930926653196,-112.00239224201599,-84.69159546387404,-129.9870478711903,A,B,43.604358838590095,D,B,C,E,C,1
36-50,B,-138.00456341120636,5.53600807892489,28.259986572103468,136.44980438697928,-120.1202406764787,B,D,52.41803023012515,E,D,A,E,C,0
65+,A,205.57746736877988,-122.61067957249774,-34.61476576288934,45.065954961571705,273.87602940470146,B,A,6.034816214736678,C,C,A,D,E,1
65+,C,123.50589063797992,107.81672827725801,-67.34779679052978,-49.2732121768951,75.51336166481745,A,C,-119.66155288083411,D,C,C,C,A,1
51-65,A,193.21867341862966,-25.682153347448107,147.2982717587536,-78.32744592177204,-6.510535756726112,A,B,44.6597210244798,A,B,A,A,C,0
18-25,D,100.54594482266484,83.8365757286404,-43.2436711716402,-95.53039485520357,52.0644298205454,B,B,137.65531453604584,B,A,D,B,B,0
65+,B,-62.39905225486939,-123.99318807188627,-141.58706315615592,12.388287013318362,119.4454942962799,B,E,102.84210803160478,E,A,B,D,B,0
26-35,A,-16.877259369157542,-44.716501141006546,-140.7611315430107,45.97520428885582,-39.103346935418266,B,D,8.487998149101463,D,E,D,D,A,0
65+,C,-10.81247846374413,-255.64060378138998,11.922943501028808,-96.78295337914155,-72.01071206770544,E,E,-21.53448586059198,B,B,A,A,E,0
26-35,C,-124.08866382012205,66.43883059104631,184.86240449490364,32.32143134498416,54.16348531932352,C,C,79.34616973665017,A,D,A,E,B,1
65+,A,-112.13447785101829,-335.68718326511646,23.62814939899675,76.38119930010227,-117.35988348073927,D,B,3.677590516871257,C,C,A,C,E,1
18-25,D,-182.0919078278324,-50.29773894420286,-67.82846018061998,17.768421510035058,-52.01703003545079,C,E,-153.55259286160538,E,C,C,D,E,0
65+,B,131.711035298879,28.501726806988593,-97.0922664131424,-84.63635896974532,-131.6753822861653,C,C,180.25914450483552,A,B,B,E,A,0
26-35,C,-125.38467529345378,-11.899493179007411,-7.280351922154268,166.16146179425536,-2.814114964410715,B,B,-56.373800959366406,E,D,A,D,A,0
26-35,C,53.84192272492885,138.85306087922984,59.39475630990264,134.7598306835299,-40.477964513486306,D,B,-132.67961440977115,E,C,A,B,B,1
36-50,D,8.815719559466359,231.01503563979855,68.24433445247121,-14.995770636643552,58.542498490232354,C,B,-155.55447829965613,D,D,D,A,C,1
