age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
18-25,B,-100.30133210861666,B,E,23.438855870600708,59.2592688137887,0
51-65,E,29.20456752125449,A,D,15.751944957567735,-32.891276544363656,1
18-25,A,-37.49795306303418,E,A,80.78533577456119,-107.20941359750928,0
18-25,B,48.13433072637071,E,A,95.94899168625228,159.9172337105603,1
18-25,B,96.57464003171997,A,A,-22.263394362945338,-45.12857854965352,1
26-35,B,193.57216725262361,B,A,87.01259038630634,7.105650667820436,1
51-65,D,44.85471862454817,A,A,8.358464635908868,-65.5926935418776,0
18-25,A,-47.36315730940806,E,E,-89.26972391698905,10.219539342736468,0
26-35,A,150.85364077596947,B,C,-15.64021814769267,17.780225027851596,0
26-35,A,-117.78649254690707,E,E,-56.33754410037317,-128.9330363149175,0
65+,D,45.874777718111766,C,D,-24.780791232559533,145.8080504552362,1
26-35,D,-77.63254168090923,A,C,-39.55838233479185,109.88126334119899,1
65+,B,12.467395006414963,A,D,-64.58652407179527,-129.80367406913047,0
36-50,C,37.96482077546069,D,E,72.76335957607589,-115.90687846785406,0
26-35,D,200.853131685408,C,D,91.31482203084201,131.12766418888444,0
36-50,B,64.03864273988566,E,D,49.32913143291293,59.32622059282836,1
36-50,A,-53.30067756295628,D,B,-39.501757167151304,-101.75663793533116,1
51-65,A,10.33240408590361,E,D,-21.87740931973009,-5.965264275998033,1
36-50,D,-117.06709502287205,A,A,-107.34318049581843,-56.788762156594345,1
26-35,A,103.90518668594267,D,D,95.3317415210476,9.892296338744938,1
26-35,E,30.89436987342759,B,B,91.7762160519474,36.33797732298941,0
51-65,D,-141.37447283755534,C,C,-88.70306272118415,87.52938551391404,0
65+,B,-185.5200603999113,A,D,54.246926036172546,-95.51226792182777,1
18-25,D,-58.24596953826333,C,B,107.20736769472772,-91.25788117474308,1
65+,C,-25.630519071619513,B,C,-135.22702954400003,-235.46385974111064,0
36-50,C,-34.65298108728086,D,B,106.0718601475703,-183.75879135734368,1
18-25,A,-66.7854695381372,C,A,-167.41358011035175,-136.40969368198233,0
65+,C,-5.164178878702193,C,D,-112.30382076939219,44.977548725596634,0
51-65,B,77.05246612197757,A,B,-57.74740796144982,5.457577210250899,1
18-25,A,193.43728683978378,B,D,-0.5607053008681476,84.20839761446683,0
18-25,D,105.13939459751695,B,C,-75.76004770194415,-52.4512961074873,0
36-50,D,3.245158155127791,D,D,-119.63097151002589,-119.97951043143047,1
36-50,E,29.36270775165419,C,C,-34.30660273889048,101.65063198082515,1
36-50,B,-135.82506155412062,B,E,81.4153718839107,231.66588230755715,0
18-25,A,-27.63267273839502,C,E,179.20349085694053,2.2516485022913773,1
51-65,B,32.5534963895158,C,E,-85.22778136914714,-17.98133455515082,1
26-35,C,-83.65090947120954,C,D,-305.1721217642962,73.4839081695809,0
26-35,B,154.29858104272893,B,C,-90.30003808244645,-162.25938870863357,1
18-25,B,18.194308788282566,A,A,-115.60542380891073,-44.22721022433985,0
36-50,D,5.257146778511186,D,A,21.742710196671,-81.69535100796757,0
36-50,B,-97.70202904543558,D,C,100.26617275035288,67.84302881863637,1
51-65,C,82.52493240375296,C,B,-17.780324646717975,72.40691415425927,0
65+,C,-134.0542792308476,A,C,32.20432429014827,-121.57519393377815,1
65+,E,19.325611392921047,E,E,151.6709520648992,56.580840866078375,1
36-50,C,93.44771595869972,B,C,27.637050834636955,-187.59863279105133,1
26-35,E,207.30412854215703,C,C,123.70066913855204,18.343877826256772,1
18-25,A,33.95080814177581,A,D,-1.6231932731413823,47.640493576219185,1
65+,E,101.43894927680921,D,B,304.36327601101755,28.206618757459793,1
65+,D,22.052895161951888,B,E,-24.73567449006844,15.116009853388082,0
18-25,B,-80.94691072183822,A,E,177.3193531028277,-73.68576223922558,0
65+,E,-28.387117839579133,A,B,-134.76298894865488,143.7749741388568,1
36-50,D,-167.81185284606474,A,B,130.6791926052718,9.430451347600602,0
65+,B,-110.14524963353256,B,D,-117.57486333271083,-211.03382649718938,0
18-25,C,63.93819105713865,B,B,38.540178242067434,-18.686337400055116,0
18-25,A,-163.10271116430272,D,B,-189.51944915234625,32.5060999345071,0
18-25,D,9.571039266944014,D,D,97.24109052564265,-117.4649923638077,0
65+,C,-52.5318365523321,B,B,-83.6560257108791,62.665187526113144,1
65+,E,12.020164100415807,A,A,0.24902780731017948,32.79051039575009,0
65+,B,-5.8214106962815055,E,B,20.181645148286673,-27.378014192287242,0
51-65,B,61.652807439331916,D,A,-19.55919087447481,-36.75052113507752,0
18-25,C,41.40239689767051,A,E,-248.03041663502285,135.22070857495987,1
51-65,A,119.57819212476477,D,C,63.09242630146799,-39.069096944984445,1
18-25,A,4.919432439137419,A,A,-116.90328364884391,94.28487064899251,1
65+,C,213.80683612561455,D,B,97.82581082659308,34.28043650751637,0
51-65,C,-85.28090962388471,A,C,30.195339301898354,82.71126488306635,0
18-25,D,-44.069280057722246,A,C,-160.99276959715368,28.051786824582802,1
36-50,D,110.09670241433578,C,E,109.61957588851219,13.378027430790537,1
65+,B,-63.25241616725661,E,A,-53.71557918297104,-62.29823876679254,0
36-50,E,-20.773462092529122,C,C,-8.568829535399082,114.53039920039502,1
65+,D,-95.01747280721628,D,D,46.474059399358936,93.4380067207674,1
18-25,D,-40.56046055330768,D,A,-0.6226775002124166,-42.91946289006826,1
51-65,B,-248.25014923383208,A,D,64.6228585604767,114.69864089214745,1
65+,C,-63.20147751784781,E,B,-50.09516530350915,-337.5443236399273,1
36-50,A,154.8447233843393,E,C,-110.2084489338702,-71.19562879998253,1
65+,B,-73.59510146443296,C,C,107.79823243987133,-98.379582879016,0
36-50,C,-77.46392724502753,E,E,181.23647630911603,-196.5287999799367,1
51-65,D,-97.13647699573646,D,B,-15.939253160961847,85.50517532051215,1
36-50,D,-9.194353809796944,A,A,114.42612562617,-51.703885443855256,0
36-50,C,139.09680629746606,C,C,107.22150787880334,-117.10643995273726,1
51-65,B,309.64443160546375,E,A,35.746043644050076,-6.470547961149298,0
65+,A,41.4853505995112,E,C,44.94457416532862,-19.229529087654385,1
36-50,D,-117.99151955805928,E,E,-86.36459501323006,107.32281557818798,0
65+,E,20.6878196478142,D,A,-33.28671253073538,-12.311208485137337,1
18-25,D,29.104246654416144,D,E,97.90495685619499,32.98175726400141,0
36-50,B,33.81489286504953,A,A,52.533012098890886,13.85794134402153,1
51-65,B,63.035257842694705,E,B,-51.95462677133156,-0.5419949833433511,1
26-35,C,34.19357378884042,C,C,-71.58547900710501,27.726284248499418,0
36-50,D,-127.06527468108398,D,C,2.5555951669731862,-182.91831741495233,1
51-65,B,-238.57342104752658,D,C,-147.65240862703493,122.32716491168947,0
18-25,D,-18.31127631714092,B,B,-3.778677685177084,36.81564029557926,1
36-50,A,-124.00574255482064,C,E,128.0081469058969,70.0070705674958,1
26-35,B,6.250747304582529,D,C,36.306826313090575,216.1940996285924,1
36-50,D,-26.76430867091224,A,A,83.34800246103568,79.38308454097877,1
51-65,A,-27.000037104011316,E,B,118.86767400608409,164.41008231035968,0
51-65,C,-67.23640861025946,C,D,-103.49563968592548,32.011412285809094,0
18-25,A,16.704184934060216,C,E,-147.17138013673272,73.22480097641449,0
36-50,E,20.757783732248896,C,E,136.73026756579688,-24.60040654977878,0
51-65,E,36.14610471265699,D,B,-125.84731838153623,-54.63763582978886,0
36-50,A,47.45531230308273,C,C,61.76232092243817,-15.89791796439575,0
26-35,D,79.9734679795231,B,D,-66.02376178010607,-136.58434393324782,1
36-50,E,-102.95685478217258,E,E,-34.44831199716943,59.272962457139414,1
26-35,A,-76.464650948955,B,E,69.73224762490212,12.327798387867867,1
26-35,E,101.88458362549827,C,D,-81.48200638468634,72.40037951077538,1
36-50,C,-180.40421613549404,B,E,-0.31739275340266365,171.1159249138354,0
36-50,C,81.96205723575338,A,C,-34.0047034140856,41.11280156785972,1
26-35,D,39.406625674417164,C,E,-11.176464511722529,77.34842037137338,0
51-65,B,-83.12643474709371,C,D,59.18008344242656,-21.667849961776756,1
36-50,E,115.68174999413583,B,A,-194.12192085179655,-151.0257552827725,0
36-50,B,95.46716154084424,E,A,-17.010276756332924,110.00169482485785,0
36-50,A,46.05079049464071,C,E,46.651869576952116,57.11983955275901,1
26-35,E,-149.69054919745997,C,D,157.74440016870807,5.1876500403390935,1
36-50,C,278.29301421937964,C,C,-91.49404638349124,-42.24182561474502,1
51-65,B,-17.319411783974964,E,B,-26.893697603445883,-26.949824022592704,1
26-35,A,110.42141927781906,C,D,-23.712474621865535,-34.27833236680822,0
65+,A,220.09266853324002,E,D,-6.2362757937986695,39.199234047118495,0
65+,A,-57.26936062086049,C,D,83.17844684743969,106.09205412436043,0
26-35,B,53.998405980729956,D,E,229.5476147103072,52.84521524934816,1
65+,C,-58.08986133549978,D,B,97.83731599966514,143.01365572301452,1
26-35,A,88.82701480583745,C,D,87.27135294833089,131.8364999036338,1
65+,B,11.499851636522296,A,E,-166.9993996873371,104.54282830191221,0
51-65,D,39.85931498242548,C,D,62.01276077171083,10.711207244860049,1
36-50,B,-223.4766595293913,D,C,-9.743166387410271,10.454905616248947,1
65+,D,-163.43228153390191,C,E,44.420396783266916,-135.74180697611806,0
26-35,B,68.39174606232862,B,C,20.153236022540217,-4.737080305211343,1
26-35,E,-28.597528604166634,E,D,-35.74142460838986,51.97587805840996,0
65+,A,-32.5710611641348,A,B,-158.4022501965303,-43.68354962503024,0
26-35,C,71.96248355948644,A,C,-116.00995592741516,142.87942640890938,1
65+,C,-70.87501766079325,E,E,97.28631607816357,87.76597154015904,0
26-35,C,78.60440289250872,E,C,-96.3158844256286,57.827321091772454,0
18-25,B,-107.08037705814742,A,A,-40.06418258405284,-128.9958869386558,1
51-65,B,76.383470744288,C,C,116.47165339416232,57.1103368340355,0
65+,A,-107.36955729761475,C,B,-73.2575651790927,109.32231263829604,0
26-35,D,-142.4169575431948,E,C,-136.04873618180412,-111.07976457875304,0
65+,B,-20.373333877161553,E,C,30.946499552913494,65.4733071345991,1
51-65,C,-34.34891034871729,A,D,-46.839422226359694,64.26041922720785,1
36-50,A,13.945238806072707,D,E,-177.8913712647655,-110.80111616352887,1
26-35,D,79.72749188058874,D,B,84.53484711589053,-205.8047412647605,1
65+,C,114.71087582778685,D,A,-40.333161475659516,-40.671569985663716,1
18-25,C,7.68118645960075,B,C,44.16941888005468,-66.62989943622206,0
51-65,B,217.39898224698794,C,C,-8.084220558010085,9.331767566574536,0
65+,D,-19.940593688925823,D,E,40.39361898822166,-80.04256613378654,0
65+,D,7.492037618821127,C,A,36.78396586790751,21.863586431269198,0
65+,D,46.76172056776613,B,D,-38.215432693786624,-28.915339798824323,1
26-35,A,182.33308507989298,A,A,-69.18098596777305,-56.02223650927449,0
51-65,C,-52.713644941265144,B,C,84.59078293989882,-67.15587871754238,1
26-35,B,84.11332020260032,C,A,-76.57456541058013,5.792212432697164,0
36-50,E,71.94892728869313,D,C,-54.614898314586156,-76.29175178523386,1
36-50,C,-131.3229109082178,A,E,-21.64457126405381,64.50314121579592,1
65+,C,73.89994353876898,B,A,44.376236974984494,7.22838906227454,0
51-65,A,117.56960412771905,B,B,-45.19883468137177,-24.997217274421917,1
65+,A,-62.659807327400266,B,E,-13.361929691977153,63.489788538907334,1
65+,B,-30.69587005317397,C,E,-94.06322059871661,-99.13412347323114,1
65+,D,41.37174017299224,E,E,130.43759965969426,-82.53967374926997,0
26-35,D,43.749756214313415,E,E,30.20986605152189,-54.8803104041407,1
18-25,D,-48.670494712481144,E,A,-243.50453987818952,130.32761249513712,1
36-50,E,109.36849430810203,E,D,180.62073072380923,86.82380414682743,1
65+,D,-54.68757588138241,A,A,66.16333426685324,-126.15197663960605,0
36-50,A,-103.46928830917062,A,A,81.32233354857763,77.92040093172504,0
18-25,E,141.94855635727092,C,A,57.28652186623593,-30.902519270148808,1
18-25,C,26.036498765077233,A,E,-100.39614068799811,86.01257387942344,1
65+,E,-86.9950908300247,E,C,-87.46156254699717,22.239693369188203,1
51-65,E,125.460073727806,D,D,65.52094624009024,8.673310244577252,0
26-35,D,-8.816987290059027,B,E,-35.769630885516015,26.409055271024144,1
18-25,D,20.228321367316585,C,E,-161.95346386788674,-82.6906875981602,0
65+,B,-8.577195985236017,C,C,35.53328988259239,-4.419946950148791,1
26-35,E,-67.86791365317634,C,D,85.81496945340157,38.64640245940402,1
18-25,E,71.63397194968643,A,A,-44.6211931756784,182.13397078094494,0
51-65,B,163.7501738605124,C,C,-50.123860478415814,-110.63298313385556,0
26-35,C,148.90127166117227,E,A,172.75141281840848,-0.6777204775365379,1
18-25,A,62.79103605969832,C,C,-198.37494649501494,49.377878514791256,0
51-65,B,63.06691173352388,D,A,14.8875911950516,-66.2277969792519,0
26-35,C,17.687183487319864,D,E,-197.88551810791165,88.18581905228034,1
65+,E,-33.75541342792347,A,E,43.939127718106306,104.33707570453646,0
65+,C,3.3761560615069683,B,E,19.150665466749107,-73.42782163739946,1
26-35,D,57.33436675899228,E,B,-49.52359020920382,-10.67800123105987,0
51-65,C,110.9471605070701,A,E,145.00489758565075,-35.68771722918345,1
51-65,B,98.59503261845687,C,A,-34.000280652893665,218.46255791913558,1
18-25,C,115.75306811964087,A,A,27.787211299914055,172.13103058308073,0
65+,E,-10.018329941760499,D,E,255.29549259705567,-213.79491868940735,0
18-25,A,49.67407053233118,C,C,-5.547890613352783,-196.16178150824297,0
51-65,D,92.79134316592526,A,E,-156.58945856752834,57.68209826282591,1
18-25,E,102.02823315557978,B,D,40.193609738822126,-71.67251173861962,0
18-25,A,26.02856904209293,D,C,-87.16404505180641,-71.8497975670891,1
26-35,E,105.68463141942628,D,B,133.63323878147474,133.99989635996272,1
65+,D,-49.477337726673596,D,D,-28.310796979927417,-166.44608495448256,0
51-65,E,156.59456807294575,D,B,52.82149676508045,78.1298278853098,0
65+,C,31.924242630268747,C,B,-105.67842423115512,6.04379790161456,1
26-35,E,78.28048929888153,A,E,221.7958152487919,48.76524976673814,1
51-65,C,-93.67013564444639,A,B,2.9862400989144233,-58.025689525189414,0
51-65,C,10.087220701107197,A,D,-82.29587462752156,-247.447916472976,0
65+,C,80.66803205548491,C,E,23.974035631516124,66.90861256285466,0
26-35,B,-21.61350376547293,E,D,77.1665384973105,136.09105055650218,0
26-35,E,-142.7137806476344,C,D,-42.650986369078275,-27.353250183834234,1
51-65,C,-125.74412623373064,B,B,-50.43488727294901,-50.1193872063007,0
26-35,A,76.76204743704706,B,B,162.2944022034615,41.94550603099954,1
36-50,A,177.43621002032245,A,B,-20.50051860565432,10.182987796269991,0
26-35,B,-101.51600232833529,C,C,14.977527603394304,230.8481262903317,1
26-35,D,-60.189904306807684,D,B,132.7016773220209,-116.25275250036839,0
26-35,B,14.953765643577846,C,D,-193.41018314593518,-72.98092690592568,0
18-25,A,13.354673997316738,E,E,63.72089661419273,141.39137930155837,1
18-25,D,192.5895032249189,B,C,59.13606936348723,13.174673106846836,0
18-25,B,32.17947774152704,B,E,-183.0602508707569,-82.7863460035732,0
26-35,B,-15.018034919207137,E,E,101.58944102303653,-36.29825238476738,0
18-25,C,89.0207924703045,D,E,65.24043306990424,35.2486891454051,0
36-50,D,-45.424495234983624,D,A,-163.24963463747565,6.560593336160264,1
18-25,B,-8.820503046289923,C,C,-112.5379959943418,78.73957861416498,1
26-35,E,35.90125876241647,A,E,155.07408325917066,-94.97697364062019,1
18-25,D,-54.840621498744234,A,D,-125.34342010467019,-75.51563348444743,1
36-50,B,100.24047506654892,E,E,-22.61917245743439,3.5822126632977356,1
18-25,E,-52.81132954997909,D,A,109.04290509070573,230.18959619348607,1
18-25,C,-108.57102309064585,C,B,-65.33718931589199,-84.0440120990649,1
26-35,D,-66.66224088456923,A,E,16.238638511489327,110.43449636314958,1
51-65,C,-103.4497392714309,C,A,-45.16962181969077,-64.68737354578373,0
65+,E,-67.22439801267396,E,B,69.38496729554058,-78.49496482074659,0
65+,A,-93.29577551748518,D,A,20.236083123248328,16.456894849651864,1
51-65,A,86.0643004682041,C,B,113.50792204811093,88.76669904755487,1
65+,C,-28.60303603976824,E,B,93.17059877027691,127.81795224384773,1
26-35,A,-70.61426123311804,D,B,176.0882756536486,145.24395242038813,0
65+,B,37.84233662522247,B,B,80.12110471471107,82.58360526612164,1
18-25,E,-100.08143817070234,C,D,88.97187383860097,183.5864479008173,1
36-50,A,-9.156899520740543,E,D,-5.824576769127838,62.221566192979125,0
18-25,D,112.12417945125274,B,C,-100.96709517157691,-142.07694763836602,1
26-35,C,148.0620802838215,A,D,-256.87997248841026,116.10315958303754,1
51-65,C,-36.714251086740205,A,B,102.30419184938407,18.101881079147464,1
65+,E,-158.91461870609243,C,C,115.09176085080885,72.53278731271571,1
65+,B,-81.62227986018414,A,B,96.43499810210598,-18.181057611302563,1
36-50,A,52.26094905376627,A,A,-54.74152039687886,-116.24420819108714,1
26-35,C,-6.21960888976099,C,E,-12.909545874248504,-70.96047952783951,1
26-35,B,220.3688523338841,B,A,38.746557591219585,-145.31449028361988,0
36-50,E,-43.79296256736033,A,D,52.639690054576945,124.35815908982735,1
36-50,D,-1.4991655102391581,A,D,209.46421095764524,22.33399513616365,0
65+,B,-114.85832219288041,C,D,2.279395515366718,138.58702073628973,1
18-25,E,-54.24723525976643,D,A,4.509374051528963,-11.476101674988664,1
36-50,B,-69.06372901666,B,C,107.34064577061488,46.7484620617585,1
36-50,E,-117.87750423157317,C,A,114.2522569267619,-55.69060858836047,0
26-35,A,-68.22497898191777,C,E,142.76735533834804,-78.47554373598359,1
26-35,C,77.1215358811192,D,C,-184.38427427156458,-45.22440620175802,1
26-35,D,-231.18309015269853,B,B,-78.36116553810844,137.68437258558836,1
51-65,D,46.44586173042058,E,B,-214.0821297560146,-0.7666871610163084,0
18-25,C,127.50591393040382,E,E,-92.92628861661976,148.35892181489643,0
65+,B,-37.97891934430873,B,D,-93.09512856336872,88.83032137441309,1
51-65,E,-59.565060011535785,B,A,-46.81492336428942,85.92257048691162,1
36-50,B,127.42038441438739,C,B,-132.3598254658377,84.00160740980907,0
36-50,C,17.208283367504013,A,C,49.23058332981098,2.3050034774947417,0
65+,A,-92.34111095834832,C,E,50.930667104154836,132.57052102028834,1
36-50,B,-51.80745140304385,C,D,-33.46195202945285,207.16114920690995,1
51-65,A,-57.95437506542205,D,B,-73.00322290338343,-28.715233553020813,1
51-65,C,-82.8877081465951,D,C,13.14972499557934,142.89340859845007,0
65+,B,103.03078554618614,B,B,72.4984762132819,-92.62541209691712,0
65+,D,173.7840699671864,B,C,47.00065620048103,-64.1732648780105,0
18-25,D,-14.901918866651126,B,B,-144.61752230358047,100.4000468943271,1
18-25,E,-97.38412182681398,D,C,139.0282037413261,89.13370093144563,0
65+,C,191.57239261237459,C,E,-96.03033326316064,28.561436444143283,1
36-50,B,35.721481329479666,E,E,-93.9337702014724,-75.17831790758875,1
65+,B,100.35600382578012,C,D,-50.07200944412001,52.36782784469863,0
65+,A,132.72803395657255,A,C,84.82724041237006,-118.02496481123255,0
26-35,B,-84.74351113538488,C,D,-250.35808647021787,-64.50782096940095,0
65+,E,-39.853588484155225,A,A,-34.14731283073913,198.85780040334095,1
18-25,C,134.25727206874632,D,E,50.451925178487556,38.78240657833685,1
26-35,B,-9.248082160534222,D,B,-3.342859008715425,21.765016487674394,0
65+,E,47.27156868000341,D,A,56.097269778041834,119.01740480625055,1
26-35,B,39.525010667007756,D,E,-68.3264239751494,-109.24363216238329,1
65+,B,-60.29242618194631,E,D,29.329362856436276,99.46978812066372,0
18-25,B,146.85302208424244,C,E,47.700742605585944,34.10437718261557,0
65+,C,-40.271612847796675,A,C,21.77855583745468,-40.22690551326231,0
26-35,A,-82.4893571612691,C,B,64.67221878015499,-12.192983440873055,1
36-50,B,-19.03940271762663,B,B,8.621455406572633,-18.793863110405102,0
18-25,E,44.125544428807004,D,C,120.31740633649778,32.08698011669115,0
51-65,A,-35.889142069796705,B,A,21.89676860461261,72.1810580242435,1
51-65,C,-52.73403452870553,B,D,30.505301796567885,-95.3365655233557,1
36-50,C,-20.34411137443168,E,E,54.52098658897726,-33.92273300301775,0
36-50,E,-167.9795511783049,E,B,0.4791229910906856,12.191096447360279,0
18-25,D,57.993815943756275,A,B,-111.09149259235966,-13.26711454463755,1
51-65,E,-155.63742958421096,D,B,-157.37444779249455,24.308787280524477,0
65+,C,-22.203877728830403,A,D,-48.93835244541651,-59.597086094588526,1
26-35,A,-82.66163653321256,A,D,55.74715220221652,114.23621771692258,1
36-50,D,-42.631012172291065,E,D,-0.4893966545577875,39.91002058226505,1
18-25,A,120.28877123966267,A,A,-124.30659860819652,19.499452025393683,1
65+,B,-116.45406095339015,A,B,85.116470468664,123.74888372733224,1
26-35,D,190.6237720377443,D,B,5.385360510855295,-66.0725118781211,0
51-65,B,-133.3511046057624,E,C,-22.055271953306924,-130.81707764134697,1
51-65,B,17.49711411689511,C,B,82.00326446730341,-78.91436151056898,1
26-35,E,162.55617429831787,A,B,92.73107172846777,-212.50746925308258,1
18-25,D,37.06868508687067,C,D,-59.151518605428,-224.85747237744684,1
65+,B,-221.25033619760055,D,B,-270.13429610767173,-76.91407689151943,1
18-25,B,8.453827544619307,A,E,-51.773353843160386,-16.285008535635413,0
65+,E,-35.32139990523612,B,B,154.98164237741938,89.19931308404212,1
36-50,B,-3.463009229778506,C,D,27.851819468851236,-56.35850543453469,1
36-50,A,125.66657162792347,A,E,-21.00187608193708,8.889486297267835,0
26-35,D,-97.02468672756184,B,C,-258.96108472418166,-79.95605770630615,1
65+,D,3.703885408183084,D,E,150.7900147746174,98.24195574529672,0
36-50,C,48.57928391745563,D,D,-312.21614445908295,-5.566485636016815,0
36-50,D,-110.14106968654049,E,E,-73.6713243217941,-81.26626066550936,1
18-25,C,111.0288998138314,B,E,-48.239996489732775,-105.4922250677205,0
65+,C,125.8679810647187,B,A,73.7531946718178,154.29413989647387,0
51-65,C,69.28565888240537,C,B,-94.8838184095964,165.90245109838602,1
65+,B,-52.45298299397064,D,E,33.0301176527898,-62.269041323344545,1
18-25,C,-48.39678282860998,D,A,-62.80241022242809,44.27187501236689,0
65+,C,-57.69567958555161,D,A,84.96316169756525,-108.9487558384318,1
26-35,C,-227.51440698207102,A,B,-47.41080188166706,-25.02841919658386,1
51-65,C,-24.88098863439358,D,E,-55.218045250979365,96.66731428807688,0
26-35,E,-51.55875178189644,A,D,-33.136559471789965,69.69849949557025,1
26-35,A,40.953900220589105,D,A,51.49316548836701,-13.13286458373054,1
65+,B,-38.43786988588015,E,A,-62.29403588321074,-4.8196559700467985,1
51-65,E,62.61879206171061,B,A,-42.468917229109884,-13.257530044160657,0
36-50,A,-144.27019387350293,A,B,246.86450402339744,-100.2374251197414,1
51-65,E,-177.79607829332969,D,A,236.5583254069272,105.79801939665825,1
36-50,E,-40.96973850947506,B,E,140.272423387622,210.48968881692596,1
65+,D,157.11198926685285,D,D,131.33110133857306,-42.03627906793105,1
36-50,C,6.89396980938935,C,E,157.65500308915648,13.916917473159963,0
36-50,A,227.70344718500746,D,A,68.51680516479848,87.13144806597225,1
36-50,B,-89.12887725640293,B,D,-102.99633935031609,-62.87745409618587,1
26-35,A,-229.90162228463095,B,D,-53.40759546593673,39.22963923349527,0
36-50,A,3.10426926862073,A,E,194.48926626881294,-135.1682906445977,0
26-35,B,-27.606949817913623,B,C,8.87699173513531,-200.54234721105132,0
65+,E,-184.8075266548692,D,C,91.58713185239701,19.459633330091933,0
26-35,B,58.56878037978955,B,A,-0.31515578032404734,-114.98401381208296,1
36-50,A,-108.64010746060269,C,B,-170.3535583017925,124.3727552408344,0
36-50,E,279.1056000875057,E,B,-3.6762730016864427,270.3910944854893,0
36-50,E,31.883353350431836,A,C,-15.337692797525248,-33.3271359762765,1
65+,D,75.70484934245911,E,C,90.43663714579723,64.18161979558026,0
36-50,D,23.836818096210756,C,D,-4.982407329163194,-78.40834499754462,1
18-25,D,-166.41151562850797,B,B,83.45076553999318,152.92519880441304,0
65+,A,5.271667338629922,E,D,-136.37003598821087,-97.93659045742983,0
36-50,A,76.5619010542506,D,C,-46.21828502160422,127.6654052659464,1
51-65,D,40.05995161329564,A,E,-26.06108687130824,103.26807734775308,0
18-25,D,-111.99544715053014,C,E,-248.63680208572546,-11.948697855847898,0
18-25,B,58.98019068975901,C,B,12.416440903776738,-112.6427060305172,1
26-35,A,-56.31810213187515,B,E,0.14676013792340342,-204.65745714751216,1
51-65,B,170.89643728626683,D,E,138.77068103616665,-59.99941360687194,1
26-35,B,101.71491671987076,B,E,96.66223453272319,-8.284617932226295,0
26-35,A,-250.15980191373149,E,B,-21.654750177677517,62.59691410640359,1
26-35,D,-79.31137280284314,E,E,9.645711009106217,-108.32034711617409,0
51-65,B,-23.004713584106593,C,A,29.95415655698503,105.98578410909366,0
51-65,B,30.091867856251447,D,D,-7.773195097959375,-129.80695359421966,0
36-50,A,-26.085655642655027,D,E,20.845047114118433,-3.976406038376369,0
36-50,E,139.4042281623294,D,E,40.35004925986816,159.7655801400463,0
51-65,E,84.51466928380789,D,C,201.19020502315706,-36.41229157583422,1
18-25,B,54.25700996270763,B,A,-117.51924094658712,21.86985498301012,0
36-50,A,29.22393318751471,D,A,-42.111679204739296,119.12926043191273,0
65+,B,-75.07359934873223,A,D,-76.60480621421473,-2.038342507854314,0
18-25,B,67.77199657602593,C,C,-7.2197527346646,-101.49845544204503,1
36-50,D,-104.8532785404531,E,B,34.83961306354984,36.10605694063163,1
18-25,B,114.03709128544482,A,D,10.597980607564631,-162.9919830301373,1
26-35,D,-41.04791644444856,C,E,-103.4719330207,48.278808471550114,1
36-50,B,3.081274134697397,A,C,-51.34817148071933,-76.12699450147322,0
18-25,C,37.63347728891129,D,E,-90.97059432439139,102.46971515065246,1
36-50,C,-16.35579658733648,C,B,-107.26354199191874,-165.50719072046144,1
65+,C,118.8567670817766,E,B,-80.25457033720723,48.396674543545636,0
65+,B,-124.79837169388617,A,E,-20.50898434129718,-150.7609133470658,0
65+,E,9.187168354302354,C,B,-1.3858823613368594,-39.9450779367922,0
26-35,E,-29.730589341213115,E,B,-108.82807012070353,-91.50591503309596,0
18-25,D,59.98609355384757,D,A,-1.4881216610966754,-116.86707419494734,0
36-50,D,114.53707900358592,B,D,94.47610980907426,108.02593468059835,0
26-35,D,-158.29833390390368,C,D,-15.016968723258147,-59.14294870257103,0
65+,B,-52.519081501237466,A,C,-103.71558221348911,-111.21588122487994,1
51-65,D,-108.02771540624106,B,E,-168.35767831278338,56.67709287172502,0
26-35,E,165.03385759764208,B,C,127.90587859789903,32.752996582813324,1
51-65,D,183.77188220553376,D,C,63.127413607584906,295.3629290152238,1
65+,D,141.880459103188,D,A,-82.75323792380594,48.707804655470845,1
36-50,E,-153.86686063920806,C,B,61.70174684079469,116.89743462581963,0
26-35,B,-96.50105145382261,A,D,-26.786440445448434,-154.49330084614604,0
65+,E,23.869278757654957,B,B,48.08307173559034,-66.15570014676146,1
51-65,B,165.08210249903675,A,D,-217.12466652623274,-66.58923872077929,0
18-25,B,-67.03739630831846,E,D,270.88992256841567,-22.422609425035624,1
36-50,A,41.95294793738734,B,B,-201.77561697663964,84.00135310956422,0
51-65,C,281.7575014730475,E,C,134.75457067802236,2.323547727689344,1
18-25,E,12.244356657883573,D,C,61.547538194874754,-21.260456731034573,1
26-35,E,-14.856677239262627,B,A,-117.73824264239865,-41.88979918730314,0
36-50,A,-2.8584625416971576,C,E,61.86382409270389,-96.41901240647766,1
51-65,E,15.122647318423205,E,C,84.58195580810381,-140.35114715817338,0
18-25,A,144.66767147461928,E,C,-114.55862866513222,106.08561686789307,0
65+,A,23.108161030708555,C,A,-33.05433896228696,-33.41894608840314,1
26-35,C,97.09416506061505,C,D,85.0919513252155,-36.742475727051364,1
