civil_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Single,B,B,C,-9.577760941461134,84.26612998550542,-14.385577906303148,B,1
Widowed,A,C,B,72.97434287768677,-29.604504221338466,-9.84254213833017,E,0
Married,E,A,E,77.17654316839987,-21.963526783671764,-144.76532238581578,D,1
Married,C,D,E,-166.48601227902964,71.54167752562702,-23.244797822785213,D,1
Divorced,B,E,A,-157.9745996517998,43.360099982683145,236.84239038327695,A,0
Divorced,D,B,E,143.43458582052187,44.01146765834111,51.666907460748725,A,0
Widowed,B,E,B,29.07728272132103,44.691789873813946,-60.454231516971845,E,1
Married,C,C,D,-16.52812049641512,-9.95718406958364,-75.62616226921538,C,0
Single,C,A,A,217.88980521963754,65.28390538147931,-309.1261417850939,D,0
Single,A,C,D,86.85585813462615,-38.002256808662175,148.9673429706999,B,1
Divorced,E,B,E,-6.415469106794465,73.29210067973374,-30.16925428596484,A,1
Widowed,D,E,C,-54.99221445080891,82.1590142251155,-10.034458908172162,A,0
Married,D,B,C,115.05520186313653,-70.17190677890734,-34.769162246192934,C,0
Divorced,C,B,A,95.9422082190437,45.79801206505507,41.85032902309789,E,0
Widowed,D,C,B,75.34950416398362,31.083879893889755,90.18136317774163,E,0
Divorced,D,B,D,-74.88193045042667,-18.194693994873106,109.34487310233104,C,1
Divorced,E,C,E,176.90366686574976,-35.43967190499105,-80.83893026479383,A,1
Married,E,D,D,-47.03285946857534,89.31619929201099,161.37863730934131,B,0
Married,E,D,E,217.57863104317528,-35.55815278701671,-133.50201366267228,A,0
Widowed,A,E,A,25.30574856126676,12.953924840610037,-59.777663544814374,E,0
Widowed,C,E,A,18.018566503942967,58.128351977781,7.917267955556126,E,0
Single,C,B,B,39.534268337458016,-71.97434497436504,-28.377838407048067,D,1
Married,A,C,C,10.279273396024983,85.45049766024187,10.446341538710099,C,0
Single,C,C,A,56.41218221403227,104.47014476428944,-18.566586848916593,B,0
Widowed,B,A,C,-18.732033002322908,-26.930441047090515,-29.90240647931198,A,1
Married,E,D,C,117.41873246860786,82.55558765553343,-47.67586062447421,D,0
Widowed,B,B,A,-8.55427927802881,-136.42499847510564,40.716698397088145,B,0
Divorced,E,B,B,7.308794863167469,4.255240985248129,89.23869922322677,A,1
Widowed,C,B,A,-15.162634360320244,-12.993780611377476,82.93587585769907,A,1
Single,E,C,A,38.42412229802994,-58.28468905448835,7.3598132671876755,E,0
Divorced,C,A,B,280.654853831095,169.39716206931465,107.1096002321572,B,0
Widowed,C,B,B,3.5946482040922128,118.22542534934617,100.22598714245801,E,1
Divorced,C,B,C,97.54503583602792,90.6666860894022,51.886630595652875,B,1
Married,E,A,B,208.0078376479193,33.03364812147425,84.4793749956961,D,1
Divorced,D,B,B,6.243332710832339,-22.935525697952254,-27.760231012124837,D,0
Widowed,A,E,B,85.1493929556931,46.10766912675656,-11.358854542951933,E,1
Single,C,C,E,-14.435754447686518,63.59453694675702,77.64337320324624,D,1
Widowed,D,B,D,143.7869563260823,151.2083044121635,129.2463338997846,D,0
Divorced,A,B,D,-177.35292876232919,154.59089153271097,102.64282748520819,D,0
Married,A,B,B,-11.113322814978135,38.34696647417476,67.3624665332228,E,0
Widowed,A,B,E,-26.747572891150572,141.1104876583888,-179.16882975268825,D,1
Widowed,C,E,B,158.8279919769659,79.40012952050793,116.75731094934687,A,0
Married,E,B,A,75.55747612908536,-176.00620021324028,126.11363110402951,C,1
Married,C,E,C,7.006402541092394,-243.86225484139467,-17.563598631503233,A,1
Single,A,B,C,59.533556470851146,3.273040802467357,-119.75497202514886,C,0
Divorced,B,D,B,-64.9334402110188,-21.741272879574936,19.805094152297816,D,1
Widowed,E,E,B,-41.199374800238594,-12.908043672284785,131.6672470464168,A,1
Widowed,D,E,E,-103.84834252765643,80.44902845928814,-14.083795914516456,A,1
Married,C,A,D,-98.03984984149902,-38.63350402697135,68.54882895381927,A,1
Divorced,D,C,E,141.39415120803073,41.234834663748785,6.78649075973885,C,1
Divorced,A,A,C,-37.670480542145675,91.89930595122155,15.122160268575588,C,0
Divorced,B,A,A,-70.59163056653213,105.45857183808496,-53.237671920822706,D,0
Married,B,E,D,101.44903541899077,107.40600817644447,-40.42049238427287,D,0
Divorced,A,C,D,21.57487111557143,173.4045368399175,-100.98852637832306,A,0
Divorced,D,E,D,43.27578605653499,-40.083823709127415,23.545146533270366,E,1
Widowed,A,D,B,-21.75140865028978,-191.5266879993358,-159.22896372468344,C,0
Widowed,A,A,B,-192.7360646240418,175.69955841198396,68.25853285648572,A,0
Widowed,B,C,A,94.80027271111294,78.71735015125594,-108.02358887006409,D,0
Single,E,B,B,42.806699140508606,-119.06653895638193,66.79882450395084,E,0
Divorced,B,C,A,-40.301142921372495,166.7603538523152,-25.624954142621476,D,1
Widowed,D,E,D,107.83792242505706,61.8404316228296,118.025271039949,A,0
Single,A,C,B,-129.95413336249598,159.60496135374558,45.963884865860805,D,1
Widowed,D,B,B,14.13102844252147,51.80215050736569,154.72535037827663,E,1
Divorced,C,E,C,-101.99448022789414,163.47614673953436,110.35989753006166,E,1
Single,A,D,B,-27.356624960598335,-20.59527406460818,-13.031786780793805,C,0
Widowed,B,C,C,57.88136423204714,-114.6315368587223,130.64652858238705,E,0
Widowed,B,D,E,-94.19458869474546,17.392301832247725,-46.15576751515898,B,1
Married,A,A,A,-230.0685776481981,-141.43363925295088,30.90354723801476,E,1
Single,E,E,E,38.12407132335601,-0.6075641567590528,28.107571907306593,E,0
Widowed,A,D,B,-64.79985750533285,-116.58900898045303,59.46159456868786,D,0
Married,C,C,E,-43.40807739160083,-37.06763850739414,127.48313800040056,D,0
Single,B,E,B,52.98169778621711,-44.31276566832354,147.87692283052874,B,0
Married,A,B,E,169.60772060962543,36.108077713728505,-98.9935307109971,D,1
Single,B,B,E,-107.4992969453489,-28.994973086931157,-172.21314092819583,B,1
Widowed,C,E,E,-5.8111176770767425,173.55143030920115,-163.60189081934655,B,0
Widowed,C,D,B,-96.80433907549786,135.07094977432413,54.11068727487294,E,1
Divorced,A,B,B,40.54297850747897,-231.36889951656906,37.61114124608626,C,0
Single,D,E,D,-101.10429568970582,98.15392859999983,-2.491307108229007,E,1
Married,B,E,D,-77.28133437721843,-38.18720618484877,69.88336880503044,C,1
Widowed,D,B,C,146.89639863188907,-8.455243822856568,42.88570136769343,E,1
Single,C,D,E,-108.524234475331,85.25159029367163,52.83114590271102,B,1
Single,B,D,C,134.46690093301567,116.12952786348076,149.4331872507699,C,0
Single,E,C,C,136.5983898376647,53.387243468905474,-17.141383235906435,B,0
Married,E,E,C,36.1524087124385,82.11095818408435,-41.0879747871547,A,0
Widowed,B,B,B,130.04558584125334,47.90428432537035,84.23170366187274,C,1
Widowed,B,E,E,34.04672302129569,25.304794609359682,-107.24041741383287,D,1
Widowed,E,C,A,-105.46865382947968,-1.3750704981306177,16.987989793547566,C,0
Widowed,A,D,B,163.06704256658256,-41.09422188287394,158.83554468796845,E,1
Divorced,A,E,A,-60.78722767661213,105.18530780070982,67.14788069877251,A,1
Married,D,B,A,40.21135598097976,150.10843307499223,61.41198209676275,B,1
Married,E,C,B,-46.426258763313875,-19.3278871232667,-50.238642975873105,A,1
Divorced,C,B,B,-62.2600516378784,58.85567085735877,40.48321896811161,E,0
Married,A,E,E,-73.85528251037137,-88.6771889242967,20.463740866284397,C,0
Single,E,D,C,-103.20359472168406,-68.28108967573392,-2.93182723350827,A,0
Divorced,B,D,C,247.79874998938146,12.556729317951664,71.1479313766001,D,1
Single,D,D,B,182.58521505517672,74.19473066113402,9.948290514189154,D,0
Divorced,A,C,B,77.82600896821768,-107.12727735491976,50.80996022690706,A,0
Widowed,B,E,A,8.90879300013596,-24.829377944122562,61.566676285404576,E,0
Single,E,E,E,46.15478063753804,-4.9182446257957135,5.218120915780564,A,1
Married,E,E,B,-149.7086155737217,34.85613755373384,-18.580282349934908,A,0
Divorced,B,A,A,134.94668288146497,24.094143944591696,122.54009046023772,D,1
Divorced,E,E,B,-145.60936259218548,-34.97894009511712,8.705717980708533,C,1
Single,A,B,D,95.10749102263385,122.35381464904617,111.79652115822793,C,1
Widowed,A,C,D,152.84722139806416,-160.10807046182987,-19.05408815923918,A,1
Married,B,B,A,67.09496894100386,-57.82060487552231,34.93630669549167,A,1
Divorced,A,A,A,-58.2929627164917,35.82098021905684,120.74661812085499,D,1
Widowed,D,E,A,-119.14732733677398,110.59773687448111,16.696516595725488,B,1
Single,B,D,A,80.70147493998253,-81.86605980026785,153.48138823566788,B,1
Married,A,D,B,-154.46033630817632,45.32386889802966,-100.18581143369015,D,1
Widowed,D,E,D,20.98031175717178,-39.3951551086463,109.05484455495207,C,0
Single,C,A,B,-135.13655784376726,-52.68484043816366,-57.98632094596684,D,1
Widowed,C,C,C,36.56101868190536,-89.59775948951335,22.773664192088457,A,1
Single,B,E,E,181.8437165308101,20.16629272178777,70.83704236715175,E,1
Widowed,D,E,E,46.87741955190258,0.845487610547537,132.38750988946472,B,1
Single,C,D,A,-139.8714417751341,22.26635702180145,-115.54895154410467,D,0
Married,E,D,E,-203.76220664407776,159.13461829730142,-210.52201249627433,E,1
Single,C,B,D,-97.57368431755566,-60.95586313087627,67.12643713064622,B,1
Married,D,A,D,105.00886830153087,-24.721585204931205,-1.3263539643363706,A,1
Widowed,B,A,D,-80.62899435031717,-44.84122426091553,-87.95322558466059,A,0
Widowed,C,E,B,54.211941279509915,-32.93632459768577,41.51653147604609,E,1
Divorced,C,B,C,-30.827102759764134,-127.32961878032158,-92.99934543018314,A,1
Divorced,A,C,D,-26.970966041852883,-188.30973172633506,87.30139053271472,A,0
Single,B,C,C,-23.455021308097532,-144.36101489987055,54.76011512561215,C,0
Divorced,B,A,B,-15.343426511916402,73.29861505093571,18.67602585705128,A,1
Widowed,E,E,A,-86.68990609624343,142.35724756613362,-132.80081165280876,E,0
Married,B,B,B,165.97804690385843,-18.669518639399282,-86.51020660916309,E,0
Widowed,D,B,B,-40.08771360986507,34.503191120510444,59.051026419443964,A,1
Married,C,D,B,-77.73200342053023,130.33193647553935,-127.51141829845022,B,0
Single,D,E,A,-87.68661076187905,107.28003806742616,-124.81177554688219,D,1
Divorced,A,B,C,75.47385011706224,-65.82773166475263,-0.6087592154687025,E,0
Married,C,D,A,95.1907554418316,334.3715819653439,-31.48252054155389,E,0
Married,D,A,C,34.009999489208155,134.96247327807146,-316.1247575133979,C,0
Married,B,C,C,-76.69355242364172,-49.011334236707754,85.65371167438126,D,1
Widowed,B,E,A,101.59154314569392,-79.89815635145781,-71.77319413475689,D,1
Married,A,E,C,8.243793250317614,82.09777638521153,-132.02905495694415,A,1
Divorced,D,D,B,-107.32470122117905,56.9090925742626,124.22579021057597,A,1
Widowed,A,C,A,42.422021462615476,-17.64197277199583,40.937199790831585,E,0
Married,E,B,D,-38.93432308020695,-168.0136063198624,-114.96436199005058,D,1
Divorced,C,E,C,287.3816498426546,-36.67454537108249,-58.30634320069543,D,0
Widowed,B,A,B,113.76172655275825,32.0377552384783,202.5992515079525,D,1
Single,C,A,A,78.20224888547605,86.80820367234287,137.86535179641152,C,1
Widowed,B,C,A,-133.5241429209473,-83.75490152539776,67.66605926037576,A,0
Divorced,C,A,E,-145.8364554313223,-99.35169421692933,-127.03646404713382,C,0
Widowed,C,B,A,22.353802241247905,-78.14196773471885,-160.7007982047576,E,0
Single,B,B,A,-210.96487308259194,-12.605890049668373,55.39853387252924,C,1
Divorced,C,D,B,0.5979663017195159,-30.114908403402023,-14.73333442300852,C,0
Divorced,E,B,A,100.26332687635235,63.80889161905409,120.95993661761781,E,1
Married,B,E,A,-66.21369718941273,-43.5782235310766,60.93043683936214,A,0
Widowed,B,A,A,41.58489089209019,-119.36654884470622,134.70649557924648,A,0
Married,B,C,A,-79.82108776262804,-184.44054640306874,125.60669903524774,E,0
Divorced,E,B,B,-13.653415256469668,-20.174892188436047,28.6594721827733,B,0
Widowed,E,C,A,-203.94029686555447,3.223837154328292,48.350033570254595,E,0
Married,C,E,C,-129.15740814090387,-85.85828397923672,-34.48262849983412,B,1
Widowed,D,E,B,-17.99688687353708,6.394539756021443,124.1169555632343,D,0
Single,E,D,E,-16.4323310944848,-45.23718673663474,27.414013615053314,B,1
Divorced,E,B,B,-22.453549308184435,52.76449834206976,-59.95848898611585,E,1
Married,D,C,D,134.02747870329213,-67.80058281247243,0.9434335592793237,D,1
Single,A,B,C,24.499960349194303,33.03273481966898,39.88666867976375,A,1
Married,C,B,B,-135.57756897020275,144.828431263571,82.69608265827735,B,0
Widowed,D,A,E,13.133405397969966,33.07433993170007,-38.42660647929996,C,1
Single,E,A,D,-122.81044917075354,27.36489184591186,-183.4273485629104,A,1
Married,E,C,A,-52.86323277808817,-58.58263578424802,-38.95765647687152,D,1
Widowed,B,D,A,-86.51346796856814,101.35102095185627,53.66391256806327,B,1
Widowed,C,B,B,72.74799559422948,-118.11172107801156,-23.136750250410923,C,1
Single,C,A,A,-86.8967919691023,75.18459905135005,171.30847112264945,D,1
Widowed,C,A,A,209.2896208469035,-92.15913147814933,-212.94634390781005,E,0
Married,C,C,A,-99.56541872638101,29.69514104481134,-71.92694850222937,A,0
Divorced,C,A,B,23.58352572181577,-112.1558667918543,-121.03587604851688,A,0
Widowed,A,E,D,-54.46138431645453,-132.35313879080246,-126.52041390005431,C,0
Widowed,C,D,A,11.748626285675092,47.75293760799969,-141.45745397533375,D,0
Divorced,D,D,A,223.22405187950838,-46.44059888442481,-108.28854404567787,C,0
Divorced,D,B,A,-99.91582686911873,-1.8831250406137705,-50.997263611479035,A,1
Married,D,C,C,129.63282056237924,16.743938564095092,0.7722938269673794,E,0
Divorced,D,A,E,83.94613986960113,1.447425978587018,176.96039710695737,C,0
Widowed,E,B,C,-93.7224299171733,-3.7517833327473853,-50.22842647595363,A,0
Single,D,E,C,269.0712432376602,-129.1435576128576,-20.012995591367112,C,1
Widowed,E,A,B,-18.068682205899968,-24.9452978222953,78.55058529282927,C,0
Single,D,B,C,-55.766843618688036,26.957418683075062,70.92200714334568,C,0
Married,C,E,A,87.85662018637576,-28.87803079831079,-66.47339567590983,A,0
Married,A,B,A,-32.79055210012456,88.0290507716085,-118.84918346303095,E,0
Widowed,A,C,E,22.462560096068593,-144.59045752320395,62.77278825436511,D,1
Divorced,D,D,D,80.85223640059182,-158.93825108628684,-68.98001966495328,D,0
Widowed,D,D,D,-20.294582649368042,5.110458169246507,-97.10682343218495,A,1
Widowed,C,E,C,-256.38548103671866,-155.89569621117525,20.565972731419503,D,1
Married,D,A,E,-69.00098417249562,29.463278643318503,64.53981038100726,E,0
Single,D,B,A,48.85772158066456,-10.625842363164006,19.255393080351695,D,1
Widowed,A,B,E,-105.20929460335735,8.340983963864545,70.38608384050254,D,1
Married,B,C,E,135.3953521139197,93.35408505699402,12.796279372700145,B,0
Widowed,A,A,D,-16.433582918385284,159.04433683100962,-55.83474527242027,E,0
Married,B,A,B,158.45082647192615,95.00874039439375,-11.508354342199198,C,0
Widowed,E,B,E,9.493538169256304,113.08789871176408,-40.85573346228363,B,1
Divorced,A,E,A,88.10210600485195,-29.69938600467344,80.07075508127713,D,0
Single,A,B,C,41.47778350468747,8.347176806918764,-53.00764842094243,B,0
Divorced,C,E,B,-256.4713486290772,-61.08537308299281,-45.70278348820196,A,0
Widowed,A,A,D,20.688151473655775,-93.04191918879013,-126.24489048271292,C,0
Married,E,A,B,41.32317568647053,-38.03560607895536,82.79870826534344,E,0
Divorced,C,E,E,200.18287379779073,-62.890955263496394,-105.38253972161544,D,1
Married,E,A,D,-137.15418417830372,148.86684137808325,33.62084664610265,D,0
Married,A,C,E,-64.44303040412535,137.39269984949888,-59.8581537730128,E,0
Divorced,C,C,A,-24.77422588748389,-94.80537907874113,132.6908292509805,D,0
Single,B,C,C,-77.82398989043556,29.736312575510215,-97.96784528918009,E,0
Divorced,A,E,B,-44.435948343651795,4.559699046218594,-32.85399257952734,E,1
Married,E,E,D,-47.82976927699455,4.425709933953739,18.233355557135084,A,1
Divorced,B,A,C,36.546476989250394,55.83204048342171,-14.622556023220504,B,0
Single,A,B,E,-15.554546429630006,-133.80441387048856,-116.23158858940215,B,1
Single,A,E,E,46.24322796792263,36.93295485984565,-7.288722405908462,C,1
Widowed,B,A,D,-2.515070182677689,110.57372573692017,-76.2624361434968,B,1
Single,B,E,C,-40.11249480099491,16.75090097399828,-22.59373361910718,D,1
Divorced,B,C,C,91.9082759855948,-165.72994296566654,-88.27359318819676,C,0
Widowed,A,D,E,19.33869528070519,209.06988817241972,89.21653090733595,C,0
Single,A,E,D,25.636388409612238,225.7848875672463,93.35701078130705,E,0
Divorced,E,C,B,170.94191871350645,93.74650161658023,-31.47774641475447,E,1
Divorced,E,A,A,-16.79591192156214,-29.98849109987742,-88.34906670845703,B,0
Widowed,B,A,D,-28.158428653384277,65.53269080582731,43.71036600728636,E,0
Single,D,E,B,-57.942045748757955,128.15182205907462,11.912697114866349,C,1
Divorced,D,D,D,1.5148536690243002,-25.029748733276147,-36.3525369097016,C,0
Married,C,E,C,21.647119652971867,74.61069852950547,13.428015239006708,E,0
Divorced,C,D,E,-8.044497758731358,0.2612147341771726,39.970604495755744,C,0
Married,D,A,E,67.18704315202514,-44.75361644219315,58.25106557006185,E,0
Single,D,D,E,-6.325732122285449,-80.45061951901343,48.43611635902533,E,1
Single,A,B,D,13.897296045633967,-81.1633649155408,-177.59955116068102,A,0
Married,D,E,E,83.98715185668566,-85.63395467728911,-152.92328640163757,C,1
Divorced,E,E,E,3.2901377677963777,3.3415457283385503,-24.12257392009797,D,0
Married,E,E,A,52.019592651865764,126.96614139900034,-146.42004201314046,D,0
Divorced,C,B,E,-1.6292680299536368,-45.920745120816434,-86.46885998471767,D,1
Widowed,E,B,D,25.463598929148855,-211.00244187194787,42.722862694683876,B,1
Married,D,A,C,72.45469933109682,37.051451136916484,-58.645623038664205,E,0
Widowed,D,E,A,27.29670745456462,16.52546398259348,-47.64313906996564,C,0
Divorced,A,C,A,-7.988549860727328,38.873005449416645,-3.302314299883063,D,1
Married,B,B,D,-16.45463662114612,-47.16313005828256,-43.37245425198924,B,0
Married,A,C,A,-30.812864751379433,-65.60210615925057,46.298780242751185,D,1
Single,A,E,D,-167.44135869800556,-15.386483321995511,60.5457383873794,A,0
Married,C,D,A,72.39165806581367,-96.37265214673873,-149.08526635793402,B,0
Widowed,C,A,D,-69.56740537744513,73.81748958940393,67.27083047056674,C,1
Single,E,E,C,22.924654717774015,-1.897424196656541,92.40375770636099,C,1
Single,C,A,C,32.9984430739762,86.11499190659188,148.99871630863052,E,1
Married,A,B,D,55.720275600943104,-44.73334025255223,69.57755434329016,E,1
Divorced,D,C,C,-212.6807264549595,-13.617679730095341,-45.28612208685679,A,1
Widowed,D,C,D,-187.02569209864706,69.64374502665814,107.6103941767148,A,1
Single,E,D,E,2.5334277988034186,27.586240523368733,-90.39632787038857,A,0
Single,B,B,A,-214.09743070093253,62.96222038694802,-29.67629246091646,A,0
Divorced,A,A,D,-112.53499663276617,117.43321063698968,-163.73095095641997,D,0
Married,A,C,C,-39.20814893251522,-20.13982111270187,-124.25429237963321,D,0
Divorced,E,B,C,114.36409784154544,106.27971462455726,58.27126358752188,C,0
Divorced,D,B,B,87.975206812397,90.91714817331396,-200.97971011103476,C,0
