Nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Germany,A,E,E,E,E,43.68951384597386,C,-11.433013553711358,-22.75864335191069,C,27.105056002001803,-101.81004284103024,-91.71997331282095,17.01151712797774,E,B,-14.551076054659138,D,E,0
India,B,D,B,A,B,-37.65915332315287,D,-50.22867522365216,-255.33724944909642,D,-97.59455588035998,-60.620365459217275,98.95685181851867,8.130013107881325,A,C,-58.51504405891503,E,D,0
Mexico,B,C,D,B,B,-156.11032255461618,E,35.044080176981815,-118.30603160948931,D,138.75664860367903,21.849537097340757,-131.99467437156358,90.09969871679543,B,C,-85.51768801960343,C,D,1
Brazil,D,C,D,B,A,-0.2215251101933278,B,-21.53754907665555,71.59467487736116,A,158.48298226577487,7.539566890061598,32.55324602417368,-305.6950562157704,C,A,64.2913426733552,E,C,1
Brazil,E,B,C,C,E,-12.018127993625363,E,25.414644569139032,-3.3617557489473873,D,101.49951558609334,101.65310321818714,44.88013496874792,-21.159608871656676,A,E,-22.113541115039663,D,D,0
UK,A,A,C,B,D,-52.81917278788063,A,126.58653609974564,-76.26033783605266,D,123.73059453696878,63.21580246467781,-48.056497460430066,-6.250107164652878,A,A,-23.38358945218052,B,B,0
China,C,A,A,B,D,-93.52192539970616,C,40.57530116377788,73.60422513061346,B,-13.547037415685,26.37210809890538,-106.55197881619483,-6.202501049735664,D,E,-124.77389847620826,C,E,0
China,E,D,E,D,D,-32.97004482874035,A,7.046347127212098,60.116755539740154,B,-105.86138726076592,-3.04062162873035,-192.85879769117065,33.24131175112458,D,B,52.99850784852651,A,E,1
UK,B,B,E,B,C,15.809744518743763,E,106.59859042443662,-70.07099790896582,A,-64.40350382245398,67.30739348883169,86.98649145685734,78.66624601027895,E,B,6.531588807748199,B,A,0
Brazil,B,C,C,B,A,69.38796596791403,D,30.21493224657056,-19.125289478647737,C,-84.48497036644734,-135.58454547638868,38.896768879452445,-184.34358034982316,B,C,-36.839604620977546,E,E,1
UK,E,C,E,E,E,-91.41113856984374,E,62.61217384952569,95.7004060939293,E,39.75459322667786,-148.10566245384803,-21.640389364819345,60.90423000457166,C,D,93.99799613309018,C,B,1
Germany,B,E,E,B,B,-122.86229771572121,B,-61.1610180089946,-186.71891100862038,C,-49.243125608462925,35.259261796161034,138.59542881691615,-67.0911720593046,D,E,-84.78391266518064,D,E,1
Other,E,B,B,E,B,-46.78801791903102,E,62.248796656006235,-51.71136481441977,A,-39.0636417628418,-21.193669175677606,54.156156806741805,33.326899961411954,E,B,88.1634909957079,A,A,0
Brazil,C,B,B,A,A,79.36530881101066,A,-130.19409739770265,-109.79261928005567,B,153.20474943934616,-69.09763557131728,66.21595976741655,104.63605626965713,D,B,-37.688656633278875,B,B,0
Germany,C,A,B,D,B,47.52420809883461,C,85.71181785218374,53.280434346165364,B,-63.45399225389372,0.07526187450536564,102.5819628694494,-41.57493315473554,C,D,88.56565207526714,D,B,0
Brazil,C,A,A,A,B,-11.700654774385686,B,92.0462511757923,-179.09621604600372,C,-37.17279266989119,27.618725935598466,25.552365518664864,-25.653093118774343,D,E,93.5296560083349,C,C,0
Other,A,D,A,E,E,-20.016069326355005,A,163.46155599427564,103.95276566209657,A,47.093651957881455,94.73563134938557,19.32423654381713,-41.20017739334162,D,C,140.77973550562484,B,D,1
India,C,A,B,D,C,73.73452471460635,D,73.78680880412223,-94.30372267061622,D,99.53574331595262,-126.43195509028324,160.44499679354206,169.83399867310052,E,A,-114.01381210298902,D,C,1
UK,D,E,A,D,C,31.248324407170113,C,44.18752631477109,34.05079904563019,D,3.0519003864647587,-131.46880332754472,-42.5329158698398,62.230722606097885,D,B,-35.345864121286105,B,A,0
Brazil,E,E,B,B,E,12.931146850327352,E,92.27379454982027,-3.4212486787585967,D,47.154169726404085,37.25729319839889,107.40518175856104,136.50978351776075,D,B,93.03193486985991,A,C,1
Mexico,A,B,E,B,B,175.44475489676535,A,207.41284134083767,90.02627374867015,B,51.681825971825326,9.012602810690435,104.93148200961153,109.74087061833772,A,C,45.58611016246653,B,E,1
Mexico,B,E,D,A,A,49.48150675234683,D,-152.8015147537158,-41.27069478627621,A,-4.470346339957593,-162.104674103727,188.73446196934123,-54.91481869428387,C,B,-148.10192176693178,C,B,1
UK,C,E,C,A,C,83.53732647241138,A,-43.40715678887477,-144.1408075312398,B,129.08433163929595,83.84011499065154,25.583497344150114,-73.6580670788253,D,C,-25.545179770841063,D,A,1
Other,C,B,D,B,A,46.91067791286986,E,126.87302486092766,-41.787158062577355,C,46.30155079959343,51.459206780622104,-25.97816134745285,-40.69106703125859,D,C,-17.220506167722778,D,D,0
Germany,B,A,B,D,A,82.58840087484639,C,211.82868851294296,44.61217473444079,A,30.495175691663434,33.809546613082794,14.530216824682002,24.71198000086466,B,B,-30.75692802439285,C,E,0
US,B,E,E,A,B,22.055973827915892,E,-64.11997817210441,-38.752617837937386,D,3.3074068262244265,9.909078346949586,73.75441457070315,82.19169131944224,B,E,-11.02822192943357,A,D,0
Mexico,C,C,A,A,A,-52.30640634535192,E,-87.37257295825633,-6.892623816826475,B,24.060244742175513,-10.001849643811669,-194.3188095397525,76.86984033823421,E,C,-101.17621644018232,A,B,0
Mexico,C,E,D,C,C,102.42399979129979,C,-103.66002519510742,-15.804647069057912,C,214.79633300614904,-112.80274073713773,22.308014923588644,182.09605684989245,A,D,99.72092626878924,E,E,0
US,A,B,A,D,E,-5.696331555635066,D,-18.11156235376863,61.0666208142361,A,82.14303602140708,73.49799650221419,-77.3690720284552,79.03751449495545,C,C,-58.78640823997666,A,C,1
Brazil,A,D,D,C,E,-9.69913358987416,C,-18.30899899374915,112.7099847975982,C,15.630986948439643,24.47738500509497,-45.9053081057518,-120.16497884324187,A,D,-190.97044050234413,D,D,0
UK,B,E,A,A,C,132.14381296429025,C,21.481189284169872,174.73863725984464,B,64.65603610583706,64.07977299412157,8.211979879147261,-0.5991988742085237,C,A,367.4337827306855,A,D,0
Other,C,A,D,B,C,-12.352700354484739,C,-91.25085746564643,-128.1422144500181,C,77.13163925217977,120.65842760776435,31.21010280357006,77.44777289128884,A,A,-114.36221194380987,B,B,1
US,D,B,B,C,A,-11.4808347373134,C,23.962146548769656,189.7832935225153,A,122.77522180203762,30.696549800218804,183.17891076034826,-39.60937994312753,D,B,-235.89677351361425,E,D,0
Brazil,C,C,B,C,B,-98.49906493724475,B,-30.543121283863893,60.045570233930555,E,-5.379256031119858,50.59038023538316,92.26045648585179,-17.792546180877,A,A,141.18804783281368,A,B,1
US,D,E,E,B,A,-37.74695569951464,D,-90.36960935056561,130.0050078879734,D,48.893371167922176,129.84777308955873,-146.9295882056254,-93.67341093217244,E,E,134.26527008071739,A,A,1
Brazil,A,C,D,D,A,-35.537491799128,C,24.8928806640736,175.40086633579602,D,-41.280773103038776,-91.9369282198778,-0.3832678482117351,23.105920566825912,B,D,27.632921137482725,A,A,1
Brazil,C,D,C,D,A,115.3107010335734,A,-116.14229095504871,-195.48431842538477,E,33.72715981318281,-4.376794057893503,15.170494615748689,73.79634019343325,A,E,-15.988429168293553,C,C,1
Mexico,B,A,D,C,A,-121.39276677476944,D,-87.25764027426656,167.45527929247746,D,-36.316623712030164,31.411107751025874,-58.80371359325639,27.627146556922444,A,E,-5.627368723202226,A,E,0
China,A,A,E,C,C,-120.49615627315671,C,-30.731845040503973,-20.19857984421018,E,79.26035657516731,-109.25400224340767,-154.71644420032908,46.37721808840995,A,A,-43.05636149158471,C,D,1
Mexico,A,D,D,A,A,56.56023821128511,B,-89.25277842121038,-222.23134502537798,C,-153.9505511988402,177.02111493527997,-50.93303010164457,99.70428272331488,D,C,58.35889480187606,C,C,1
US,E,B,C,B,E,-39.8387477667016,D,-201.7739551509865,15.607490970536626,D,71.210298164409,-80.56329830630627,-111.69737838194418,19.171000218042927,A,B,-2.9227550480274243,A,C,0
India,E,B,A,A,A,45.96512626413211,D,23.745666305632586,139.14290384334987,B,106.22179131225957,95.41244979363358,-62.350496928652156,173.58706671144074,A,A,27.609127167466742,E,D,1
China,C,D,D,A,A,59.57779441798192,E,-273.5817063202837,262.6224712110959,D,103.92423365252745,-14.88217058298947,-115.47906755251425,-281.39810572802304,B,B,38.86286177909631,B,E,0
India,E,E,D,C,B,131.77427924905788,A,106.70261500799789,-136.21665279904812,A,66.2264029921764,-59.96586878945779,-58.39783385927976,77.07988427501243,A,B,31.185045050091,C,D,0
India,D,D,C,A,E,164.60647963546683,B,-47.66616292595944,58.95663706343536,D,45.62982156726246,29.14402246823912,159.29776322475522,10.659190671790736,B,B,-43.96580037481751,E,E,0
China,E,A,C,C,A,-82.24698888087248,D,112.95420511766542,-80.43217983112379,D,-73.47176548750178,-94.19098358166117,97.90006014843725,86.52888103653244,E,C,-75.53521735353941,C,E,0
China,B,C,D,A,A,11.738199343553871,C,127.5820981574972,-32.27023120875611,D,-94.72152626587612,95.34636242237194,-8.720154970702998,-79.10840030476751,A,C,133.84976149024564,E,B,0
Other,C,D,A,D,E,73.21451123506259,A,105.53235518132271,15.025086971647736,E,89.51328742942817,-105.24019864906664,152.22272067280343,83.99269763131186,A,E,-130.53544755289764,A,B,0
Brazil,D,D,E,C,C,41.83648585891272,A,-76.79329170213947,23.161500595781423,A,-51.79373305166963,-58.17267021660515,42.32167983814455,188.10690844200798,D,D,66.12934348917936,A,E,1
Mexico,B,A,B,A,C,-135.27339414535143,B,-115.59865785988308,-129.56000783805865,E,-188.09568563919868,-88.75623017490751,-43.830888522477366,136.78809991839637,B,D,-71.52785171466415,C,D,1
Mexico,D,A,E,B,B,50.82362622818677,A,-5.419386095027549,-19.72542300703345,B,-146.26293807724707,7.733552009204833,-163.39401235927537,-49.69051279687081,A,B,125.59535826385077,C,D,0
UK,D,C,D,A,E,208.41573797575862,A,-7.5947738247547125,-49.68584870532965,C,-38.9830054139646,53.31154344825782,-9.07719331619049,56.942627088503826,B,E,85.14358526240461,A,E,0
Germany,B,E,C,D,C,182.28561788745574,C,153.01032539615517,-46.55402288578502,B,133.10449260228086,-85.28829037180485,-290.4139537533235,-4.8395949481474565,D,E,41.63356563545857,B,D,0
Other,C,E,C,A,A,-7.225171510062804,B,20.98276837108539,-64.97062504132064,E,-112.97656565347478,-228.59698970565466,5.079341168111083,-82.74984834688546,E,D,-77.44599646356805,B,A,0
UK,A,A,E,D,C,80.1771108836004,A,-178.56677845002744,73.25217140503916,B,15.881274613227289,-136.16718725330355,-34.211519728694284,9.68501132775986,C,E,-3.390684903789813,A,B,1
US,D,E,E,A,A,-13.428035419987689,E,213.20945768423667,-35.41455158821406,D,-105.20311518793358,-75.78088721845519,-198.171163360603,-31.91896402643919,A,B,-268.5802816112821,A,A,1
China,D,A,A,A,B,-57.57966632488137,A,136.14495140987262,211.99590894305845,B,-28.14816433817401,54.250991018370065,-121.74355621618847,178.2109112626378,D,B,97.4425374249967,E,A,0
China,D,C,C,E,A,-50.63640261972143,A,103.04682123960576,-24.777828538805384,A,92.5790071789215,16.667215221674176,-99.00033365415193,-71.37480137513603,E,D,-59.21439354069261,B,C,0
Mexico,E,C,C,C,A,-87.67618385697482,B,-51.72968749785141,-59.70935829883718,E,133.64167614597415,47.49772670011835,-67.38015096444482,-69.78793831422452,A,A,32.76252800156988,E,B,0
UK,A,E,C,C,E,-175.9082072983999,E,139.25574093934614,173.77563784484101,B,218.379792553211,-13.723465493872492,-28.775171090447106,-109.27777781693209,A,B,-92.71102679046045,C,D,1
Germany,C,A,E,D,A,-57.55432607102975,B,-84.94907425781142,84.06958951750137,E,17.91513933598436,23.77658142292788,32.34640413594024,92.27643886604824,A,C,-89.87408780226318,C,E,1
UK,E,C,D,E,E,-55.04426016823864,A,9.654045113211964,114.43364531338243,E,66.03484861053273,166.8373239307665,-86.9178726398164,32.083192207382936,D,D,-37.62076519161047,E,C,0
Germany,E,D,E,E,D,36.92831497557507,A,-150.02584481883355,82.69227596893492,A,-30.057465926340964,54.60595482010054,-53.28650610136007,-156.99954696444024,C,E,-99.31050721375425,B,E,0
US,A,A,C,C,D,-47.182812972510064,C,-31.578627784833802,-33.74320616864211,B,148.3281169144409,-5.053789803220173,91.77184987364829,-215.7901519108913,E,E,116.86421201011466,C,B,0
UK,E,D,A,A,D,23.27744182331833,E,-81.68600002108806,123.70524946424084,D,-123.87474422048415,-8.617417771202735,15.91037286598038,-78.99285561991472,D,D,87.98651422235238,A,A,1
Brazil,E,D,C,B,B,-137.61083819408793,C,50.25604445347584,-8.854423802090581,A,-221.75513766180032,112.6072575716773,32.44938834227801,121.99089278853951,D,C,44.254824009259565,B,D,1
Brazil,C,A,C,E,B,12.099786642225999,D,25.19691550005759,44.286031004699474,E,81.65405587674599,20.36114234040166,-189.2584151035664,115.12924389457851,A,C,-73.25910824167758,B,B,1
Germany,D,E,A,D,A,21.401700483103163,B,11.028863523912321,-50.83619829849951,E,-79.65920757182319,97.26828161847733,16.19849114416379,38.28581757496972,E,C,-132.3834543059379,D,C,1
Other,B,E,C,C,C,84.0682780714746,E,-23.413439732622045,32.98669501345005,D,94.48488702233972,57.433477892504406,21.40061496811424,-79.62376976870628,B,A,67.54065463371457,A,A,0
US,C,A,A,D,A,-144.45200717183465,B,-28.251881321276066,-9.092897183646246,B,-116.06026584562517,69.35396187377422,-58.485069911375035,55.95251785344433,D,C,-12.577572709776936,A,D,0
UK,A,B,B,A,C,-72.82530300968571,D,-135.22896489763417,47.58693397954407,A,-4.235761216689768,-169.81930989395357,-14.24812532301522,72.30090646146633,B,D,-28.82832916864314,B,B,1
China,C,A,C,C,B,130.00068482999322,E,121.03122596481413,70.2224334153878,A,110.33913626578718,11.337561639327703,129.39513905508022,-163.4078088379579,A,C,230.09371904601164,C,E,0
Germany,C,C,D,D,C,-24.6902750033443,E,114.07463643256021,167.96403811673753,D,46.57224798510581,-13.74947730520455,65.30497386201695,1.88509179270328,B,D,-138.33692899817757,C,C,0
UK,E,B,A,A,E,-47.58045670484866,D,68.73503186690373,-189.94468152601306,C,-45.4522538771683,-42.42863613868413,-36.35575701573869,117.79183848245809,D,E,3.2686634976383036,A,E,1
US,B,C,D,C,C,1.625999309464814,C,60.601577545209075,-28.725734318946277,C,-17.730858293265726,73.87868172697283,-25.183333101170902,36.50418758902092,B,C,108.65708187945337,C,D,1
Germany,C,A,E,E,B,43.86817245655086,C,142.19313665606273,-124.10556408331563,D,76.52450482028392,-3.8852204209859393,161.78990464530838,-178.8386053354025,A,A,-33.18614439280367,B,B,0
US,A,B,E,B,D,-9.093306671518954,E,62.53613219885048,14.455857998547314,D,-6.338664841401609,-175.68875038332666,199.34504762740622,142.15110762987274,E,C,113.24984431297524,E,E,0
Other,C,A,B,B,A,-211.60539142745583,E,-102.04154241467498,-57.785764641092165,B,62.55094741013545,-23.367681843958753,-182.67884957554827,-22.234082983312955,E,B,-38.04702342275712,D,C,1
Mexico,A,C,C,D,C,-157.90350387767472,B,-65.04253012039807,-96.80624271310396,D,-1.915325965751832,-69.48649928075011,-157.91114503716497,177.5911371531519,D,B,-93.64485022846655,A,C,1
India,B,D,E,A,B,67.69672241771943,A,13.212289268207911,-9.975468856335432,C,-80.11883226111878,124.20591190722645,70.93810878388258,207.0108589653766,D,C,11.869288807565525,C,D,1
US,D,C,D,B,C,113.0855248436601,B,90.26370500250667,-28.720205895070638,D,52.291651575899486,40.57350975588551,-105.95393753543279,57.91114556344714,E,A,-84.49268454370682,D,E,1
Germany,E,D,C,D,A,63.42089344389835,C,-25.291681635034426,141.61991287497614,E,226.84483291727796,-11.516921718715988,-125.33477242643754,21.186399138344374,B,D,20.925475054531166,D,D,0
India,A,B,E,B,D,156.77521431510831,B,85.71420144780397,-93.6299824798833,C,-55.987193684254166,76.82090055949541,-104.1745095875388,-62.25218988224781,C,E,103.47112268065021,B,B,1
Mexico,A,E,B,A,D,-87.65353504601805,C,75.25002513008504,74.74675344643966,C,-169.37833868096,-88.5252532483745,17.93622712738985,22.743937729315817,B,A,28.199958618358128,A,D,1
Germany,A,C,E,C,D,117.59536331330366,C,24.429982187337284,-95.45801654364001,A,142.7587053921713,3.2507742932833295,30.550968740867056,47.78489757707085,C,E,-26.900721254494307,A,A,1
Germany,B,D,D,A,C,-2.5672455008776973,E,77.37776751456713,9.221044179096147,B,-120.91460990557262,30.44466678396049,-8.494218348405802,-50.36676170472967,E,A,-86.69014529752206,E,A,0
US,D,A,D,E,B,-29.66438433115497,D,-92.52243086832709,59.14296411863818,C,-90.84385597602925,-33.555674537153145,-34.71845889240881,-50.253308354429784,C,E,56.02262840626889,D,B,0
UK,E,B,A,B,C,-192.32979911772694,A,227.4245747862772,-24.536610604860655,C,159.27928691598137,50.168534064713214,-88.24212632083936,-30.233007727743804,D,D,-128.70759891247837,A,C,0
India,C,D,E,E,B,-73.95249457187786,C,65.6760540072965,-14.394710042613113,B,-181.3381755062794,-49.03359089349675,-25.5140138128144,-137.53015029066654,E,A,-28.105883435245403,C,C,1
Mexico,C,C,E,A,B,-13.04300040191694,A,17.94672560794878,27.08588205806659,E,-63.18722474114615,-3.0730277560872747,-121.0054157574165,-49.25270857520589,A,E,-103.33409794077828,E,A,0
Mexico,A,D,C,A,C,106.4783843322306,C,-11.228836428029124,3.6098746090497,C,-112.1140417645456,49.06469901211417,90.7309839535862,-150.48611109222458,A,B,-64.07795655427208,E,C,1
UK,A,E,D,D,B,-26.953272184745114,C,-90.62912599152767,26.21635212270378,D,-139.15120309996544,4.22637368607755,129.06061248708897,-10.1586121890316,C,D,-163.30676911499262,B,B,1
Mexico,A,B,E,D,A,-28.947029877985102,E,-76.48623674872913,-49.61767695077442,E,168.20157407327986,-31.475528559268973,-91.94438474518029,-23.31553121879181,A,D,103.26675682537578,C,E,1
Brazil,D,E,E,D,D,229.78217906118533,A,-20.954036294126425,33.520811419373395,C,-63.733151631478826,-95.63625908383054,-78.7829737222252,-131.01072823950355,C,A,-146.93511642797193,C,A,0
US,D,E,A,B,E,63.10722197867731,D,189.28070441863449,-24.54749740757726,D,1.7038633991222754,-125.31754445050187,87.72559758846315,109.33908537770019,D,D,17.949903528476483,A,E,1
Brazil,E,B,C,A,C,96.86392173360821,C,-25.192288831317573,-51.535844508945004,C,38.58872146727517,2.0285147618880015,-72.94246741731499,-59.17501008522503,A,E,93.765058351382,D,D,0
China,A,A,B,B,A,-79.64665928178766,B,0.8750352952668119,-2.792151383063495,E,-12.019446991893703,7.7041506697599225,-7.370839373277306,20.261040290211852,E,B,-129.63444622929157,E,C,1
China,C,C,A,B,C,-280.50913368766527,B,37.67538954567001,-132.35405883491606,A,84.02765509420593,-175.68741853086658,-73.60012348838326,-130.08281129839744,C,D,-9.485400319889434,D,B,0
Mexico,E,A,A,B,A,-39.45138636363456,C,93.01980434241341,90.81535813503943,C,-9.637508286650991,-32.02348587013176,48.78698005654997,93.41475547988594,E,C,-119.94331031388572,D,E,0
Other,C,A,B,A,C,-33.39695043534386,D,250.6258086432779,106.18120688281545,A,-56.597387423662646,104.90734993623111,-71.8736800334623,27.11175942845323,D,A,270.6829327810186,B,E,1
Brazil,E,A,A,E,E,194.47006685419436,E,37.24720986789454,88.8750671665766,C,-44.57353244888118,12.253823879920812,51.33381630253698,115.6616374235999,B,B,-75.39904099807646,E,B,0
US,B,C,C,B,C,51.965008845718806,E,-26.007513792005714,34.273868145427286,A,-131.9790639950704,-272.979931225611,-74.42048607860082,80.2261650157848,A,A,31.340477136212137,C,C,0
UK,D,E,A,E,A,5.3400706768122825,B,124.16100070939211,-223.04362324717624,B,206.3459538628012,-36.67404850890676,128.89833151782105,159.61853692940227,E,E,-70.32706147622781,C,E,0
China,D,B,E,C,C,19.050808289387255,B,13.575874093507649,-199.36610883270603,B,-69.73355887347361,60.00721482359636,-7.09916713350183,-85.4162739938527,D,B,22.13415022395077,B,D,0
Brazil,D,B,C,E,D,-29.202968862432254,A,-176.72636681137234,-68.39774350053861,E,28.227162621414003,-164.76020470689386,65.34864811599832,-11.81870325030131,B,D,-34.703173348266674,A,B,0
Germany,D,A,C,A,B,73.3144971558617,A,-146.37383711682614,11.82938544571818,B,-29.1666719550773,-200.96554028567311,-182.59883056156764,-23.450243403772774,C,D,-90.48182449854143,E,D,1
UK,D,A,D,E,B,-7.35333175170225,A,52.61922511990703,109.69426797312263,B,77.91453617387302,-1.110995411698082,-130.16613916881917,-84.70137562944399,C,C,-8.376754722882811,B,A,0
Mexico,C,C,E,A,C,59.70742901487458,E,179.7803568456327,-109.85548235600812,C,12.101767220448119,48.86922388484721,22.428705575411318,109.33592793185647,D,C,-42.283617485511144,E,A,1
China,D,E,B,B,D,-150.1926834264728,E,-136.96327987744485,2.8224976371577415,C,-34.98892298291539,44.54513246458202,107.40818457438976,57.4619101360178,A,D,-138.51643317605186,E,D,0
Brazil,B,A,D,E,D,62.29999151331188,A,199.81309242918252,-63.998366621611105,C,-143.2869144488374,57.80021854889694,-213.70899695159517,53.89872347524952,D,B,-25.219305090599843,D,E,0
India,B,C,E,D,D,85.92515539240804,C,141.4908142921978,-131.44913757605386,D,98.86237718724243,-13.364135846300826,98.46368942747254,-227.78306998712628,D,B,-109.76988872535547,B,C,1
India,E,D,C,A,D,282.52415442785843,C,132.67155134443968,-51.11800056026497,A,-83.40960539801321,-193.8845409997612,3.0005164620456664,-187.3341379412044,C,A,-81.60091263600206,E,C,0
India,D,E,B,A,A,-58.012493077898164,D,34.77179549351698,-62.7817487240384,B,-137.92354813312437,-82.51827612833509,-92.03629655532696,-55.51194190349386,E,A,-50.924516458123115,D,E,0
Mexico,B,A,C,B,B,-6.788437264847379,B,-81.55669889162473,-8.573806225777863,A,-35.72726134316845,-16.400984055275273,224.1043178040118,31.431590963799426,A,A,177.93600499052803,D,D,0
Germany,A,B,B,C,B,70.47091273066353,D,22.509462062385676,4.010938956778364,E,79.87664445863109,119.77661583051375,-79.9868850255329,-62.58319498698407,B,B,-230.05407967521515,C,B,1
Germany,D,D,B,D,B,-0.7750409677714503,A,-4.880105999336117,104.05911380477461,E,61.47485043475537,-118.4991831887645,-47.77070583672419,-53.62305326971318,C,B,-98.27057580249055,E,E,1
Mexico,C,D,A,E,E,145.72662555729605,C,-114.83141138073003,-65.51958098234934,D,70.91975688294893,146.88677271091862,68.99658089808447,148.62304128647602,E,E,-29.09965430962736,B,D,0
China,A,C,D,D,C,62.26264950500935,E,169.78489979199023,-120.69293944483168,C,85.10403333661475,18.709874151712217,-192.24877944834776,-105.77876501592375,C,E,-32.35519434779944,D,C,0
UK,E,E,A,B,C,-13.187544433978724,E,-25.772127536526046,65.89752037024526,B,-145.37483551488737,57.59280421235484,-151.44176326171066,-58.18540219381916,D,A,-22.71641854608933,B,A,0
US,A,E,A,E,D,58.955391624567625,D,71.48889269436192,163.36022059307186,D,32.70646163725001,-146.71991426656837,-36.065238616077174,121.02288817692386,B,B,-15.257443283316018,E,D,0
China,E,C,B,B,D,-79.00106258878341,C,-194.1783970653598,176.95270633207272,E,24.200231046355224,43.06619621706183,24.95566650231482,-16.74546713929665,D,B,-92.0346418903098,B,D,0
Mexico,C,E,B,D,D,-52.05093272326753,A,-29.736758161448158,-3.6885971563896613,E,43.41068040510777,3.5328800444401285,-11.637981776764294,19.11635749919822,D,D,90.79279409948741,B,C,0
UK,B,D,E,B,A,-2.3278227252315373,A,-104.941224472769,-54.49912629737996,C,76.41821622892027,-8.622058876306228,-262.1171112750053,50.18783821471929,C,C,-97.51093413287781,B,E,0
US,C,D,A,C,B,16.875463816495863,E,50.852897445474774,133.49298275022832,C,34.219118827302,34.170466444859095,170.69203280601292,-39.08075992385295,B,E,-152.49953421659816,D,B,1
India,C,E,C,A,A,25.89714817127072,D,62.69855482550671,23.420396852655482,D,135.40490337835683,-12.572464036876305,102.70961514068786,-38.319784918609336,B,A,-15.503560534096911,D,D,0
Mexico,A,D,C,A,A,32.69707396700183,E,65.73480616390913,43.92642969324857,C,-35.53862213960067,-36.661846624383074,83.53769901239997,8.115527802139152,E,A,110.16207169725764,C,E,1
UK,D,A,E,A,A,62.14426842604568,E,-129.85138346187622,33.91352197284128,D,35.634974749067325,64.36959064796893,-40.07156846986186,-197.1376963753893,B,B,59.42205794287981,A,A,1
US,C,D,C,B,D,-97.42786798749438,C,-105.96436074416657,66.08520791268988,D,-133.65701499675762,15.180949191465523,19.579590994813554,83.35465331544948,E,C,100.63547178237211,C,B,0
China,C,B,E,D,D,-58.630427020494004,A,75.27770397499862,-170.1006368941888,C,20.40073458034713,51.80621288374264,-32.43912802138729,-115.28764737079742,A,E,39.961555003808996,B,B,1
China,B,D,D,D,B,-160.38368569409934,B,52.57581787447126,-51.76845674838964,C,127.07469632614712,-162.6804197850131,-219.40643294045,60.45145112880527,C,D,-83.32981939515851,B,E,0
Mexico,D,E,D,D,B,99.49549561302243,D,-105.29122425010382,78.30975342461713,B,72.16390911421455,-38.518004523585105,-27.473017463939993,-181.57316899917834,B,D,30.055109054250806,E,B,1
Germany,D,D,D,D,B,26.85629183403143,B,119.97068292191022,29.06113129957092,D,91.87348673866899,181.3845042498496,-80.80087856974217,-80.18510822666849,A,D,61.00474029181987,D,C,0
US,C,B,A,C,B,-38.18185935867528,B,-35.099236387251445,63.15336931570643,D,-257.325788933866,36.53717729917197,16.68693286088652,-59.489766710454795,B,E,-214.5396263028728,E,A,1
US,A,D,C,C,A,-43.20633127992264,C,7.942419262312546,12.668100221594381,D,9.35813012943135,49.10617500685818,106.53624106833944,71.3620604528036,C,B,6.313810639530125,B,C,0
China,D,B,C,C,B,43.85676343193756,C,-6.456600564770115,-252.26273268895986,C,82.96429911772651,-47.37366185099992,155.69512095538337,-85.96519154603385,B,C,-20.288155829738404,A,A,0
China,B,A,C,A,C,104.49229442385948,E,-78.47221413524788,11.632512091309172,C,18.150300791259003,-9.612976725847314,-33.249762826723625,70.56836559633926,E,B,128.80471619008915,E,E,0
Brazil,E,B,D,E,D,71.02514574297513,D,97.85655926446105,27.190028871154286,B,-4.126679613647298,-47.822291980811315,-48.480552991992454,8.248253358754326,E,C,34.74829315188363,C,B,1
India,E,E,D,B,C,-197.80705215395497,A,68.31293611406687,-26.62748655055209,D,-51.34535042672024,-14.750451119552075,-182.9673583665052,-91.23503599188854,C,C,166.72053144489044,D,D,0
India,C,E,C,A,D,49.65008550403934,E,-2.58380197380859,-10.577672718981752,D,271.9954850384176,-2.113285622016658,45.213097895255025,-56.007723967390255,C,E,-177.55921176408972,A,B,1
Other,B,B,D,B,E,18.15020460938623,E,-58.095751984953125,234.16108770339918,D,-78.16893058404419,228.7303027135211,50.26051847409507,-21.706360667058302,C,A,50.11379905099368,C,B,0
US,C,B,E,A,B,-155.97782404972665,B,88.48888020277137,-2.902912932402064,B,4.003311518246753,150.39310196825377,-23.398227235494772,-17.395422634592926,E,B,-88.45129296634292,A,C,1
China,D,E,C,C,B,56.12144500524361,C,33.68551044111275,124.0403488005254,C,-49.82959211007044,27.34533055775247,33.35094469471015,67.69361548567396,A,C,-160.37938466464277,D,B,1
US,E,C,C,C,D,-171.0682833583776,B,-27.06082468637519,-61.093148997071225,A,34.50453382585329,6.730857644350451,110.1927017223317,29.388797171202697,D,E,-25.24242785529283,D,E,1
Germany,D,E,B,A,C,-39.37726396519492,A,172.6863230709895,-14.924977418703133,B,8.201755696232127,7.42955778109257,-94.11356889984226,-212.97386884320778,B,C,11.266803683460473,C,A,0
Brazil,A,E,B,B,A,-162.05442068108715,B,59.896318603681166,-56.9530599569299,C,49.884716804432344,-85.35911652779522,15.570689252747458,136.59093563105526,A,E,132.24577759890104,A,A,0
