veteran,nationality,feature_0,feature_1,feature_2,feature_3,feature_4,target
Yes,UK,E,E,118.44040294666047,-43.53042265390628,A,1
Yes,Other,C,A,-117.17890206096757,62.96557887750039,A,1
Non-Veteran,Mexico,C,B,-40.99936869446194,55.569418833881976,A,1
Yes,India,D,D,44.16005592472267,-68.67641499138108,C,1
No,Other,A,B,-21.36946289604835,122.48383727319741,E,0
Veteran,US,C,D,43.7156442774768,13.877533575745456,A,1
Veteran,India,E,B,38.53994674791179,-45.82356292790292,D,0
Non-Veteran,Brazil,A,A,-114.04222126191432,-111.83870310716104,B,0
Yes,India,B,B,-82.29462695391359,-36.251264711687256,D,1
Veteran,China,A,D,-142.8513290023862,137.284763786459,A,1
No,Brazil,C,D,-138.47623310040916,-60.33092149027834,C,0
No,India,E,D,-72.33001004412326,126.60889287811735,E,0
No,Brazil,E,C,25.006223425409257,68.09002366758398,B,0
Non-Veteran,India,C,E,297.57398646643895,45.9033228359635,A,1
Veteran,China,D,D,113.63276773101259,48.54280433881574,B,1
No,Germany,E,A,189.7013419981128,-11.813440950651879,B,1
Yes,Other,A,A,-38.495498762556736,-119.38659146388146,C,1
Yes,Germany,C,E,-31.680732650300147,-24.446297243620478,E,1
Non-Veteran,Mexico,E,A,-155.52001400815627,61.03325365604254,B,1
Non-Veteran,Other,E,E,90.18868121257505,-15.76079620210451,E,1
Non-Veteran,Germany,A,B,12.916417170140676,-8.538103623527356,D,0
No,Other,D,B,134.12113411815142,39.91286794150064,A,0
Veteran,India,D,D,-183.5095004373817,43.2052071540579,B,1
No,UK,A,A,68.67004648297531,-57.15960680407498,D,1
No,India,B,B,186.38358806601357,-26.708962546490937,B,1
Veteran,Brazil,B,A,-152.49132737202447,-60.23521221654463,C,1
Veteran,Other,A,C,-68.20525461081097,-67.65915463982017,E,1
No,India,E,C,-8.988859474414076,-60.86537257657686,D,0
Non-Veteran,Brazil,D,D,-123.13225308929256,118.9470470696268,A,1
Yes,Other,E,C,-205.5313516523338,-50.986398304464345,A,0
Non-Veteran,China,B,B,261.0804754162909,40.966420685656615,A,0
Non-Veteran,Germany,B,A,102.82863775997637,62.18075924201639,D,0
No,Germany,E,B,-15.736074967897157,56.789938255570064,B,1
No,Brazil,B,E,-99.3906896181362,-40.3168084981965,C,0
No,Other,B,C,-143.35108867360262,-115.10268779668182,B,0
Non-Veteran,UK,B,E,152.36054797269688,90.48073142858122,E,0
Veteran,Brazil,E,D,-100.09270219116534,-3.698565591851107,B,1
No,Other,D,A,-250.37414796150648,42.13666601548098,D,0
Non-Veteran,China,B,B,-24.095116944021832,115.45656181306165,B,0
Non-Veteran,Brazil,D,D,123.18659288254463,-9.816120894338006,B,0
No,Other,B,E,26.977585670077158,-28.52296322910208,C,1
Non-Veteran,Brazil,D,D,90.10549379277376,-2.441154801947032,A,1
Yes,Germany,C,D,-188.67454814030174,-37.70490063941003,B,0
Veteran,China,B,D,33.653852725463,48.187849323277604,A,1
Veteran,China,B,A,107.94288596801384,39.00919026178219,A,1
Non-Veteran,UK,D,B,-125.98156748507576,-33.65735996908902,B,0
No,Other,E,E,150.8214406771882,-227.3013505392717,A,1
Veteran,Brazil,C,A,129.25441229279846,-2.454530459871583,C,1
Yes,Mexico,A,A,-114.67002014563184,-65.36453734778213,C,1
Veteran,India,D,A,-21.2338152412079,-202.9235662697646,C,0
Yes,Other,B,B,93.01640570591118,-4.313282170970313,E,0
Yes,India,C,A,-150.9317745856156,-9.957508556715544,D,0
No,Brazil,B,C,-119.96682769487931,70.52334424492216,C,1
Yes,China,D,A,-30.301637196584625,116.48753397301141,A,0
Yes,US,D,C,5.980267070056135,157.46410000224847,E,0
No,Brazil,D,B,-51.63130299305313,-59.19472268766827,E,0
No,US,B,C,149.92284426258627,-149.74762847691247,A,1
No,Germany,B,D,-49.625412787386075,11.795193297159487,C,1
No,Other,B,C,-133.92717730719096,-163.4941595492339,C,0
No,India,D,B,-57.62875594950372,7.548983540641559,D,0
Veteran,US,A,A,146.61944506377486,-25.173530391917488,A,1
Veteran,Mexico,C,A,130.4681418021222,-13.57857756987458,C,0
Veteran,Germany,C,A,14.051489126285691,-92.79962171532712,A,1
No,Brazil,C,C,9.115203347433512,33.60173047330319,C,0
Yes,India,B,D,132.43120803533196,62.91308392928015,A,0
No,Other,B,D,-143.4226197136338,-69.69277861971123,D,0
Yes,Other,C,C,-49.701027600052846,-116.10143983996437,D,0
Yes,UK,E,C,47.44679421090742,241.33025771925924,A,0
No,China,B,D,139.0592779936772,113.1950590709885,B,1
Non-Veteran,China,E,E,71.31273317645525,-26.132219967515702,E,1
No,Brazil,D,E,-63.46282104943419,16.6840262405433,A,1
Veteran,Other,E,D,95.65539122491901,-22.84968175749772,E,1
Yes,US,E,E,-6.2297708417288895,-63.97180706947558,C,0
Yes,US,C,C,88.5085780433912,49.80117866960446,B,1
Non-Veteran,Germany,A,B,-35.21584470790215,-66.60577152839075,C,0
Yes,Mexico,C,A,81.01693886333489,145.2614366259226,A,0
Non-Veteran,UK,D,D,-218.29653402306138,-51.31861148130488,D,1
Non-Veteran,Germany,B,B,60.97675921089583,21.57387611713766,C,0
Yes,Other,B,C,39.18576891539706,1.0702545167658029,D,1
Yes,China,B,D,-96.01844891979961,-12.103815774946856,B,1
Veteran,Mexico,B,B,38.42066290018018,126.32538836930894,A,1
Veteran,UK,E,B,-132.8610001509965,124.92897610311317,C,1
Non-Veteran,Germany,A,C,-160.80530729515905,53.736535321934234,C,0
Veteran,Brazil,D,C,-39.056428765805514,-126.24041900908291,B,0
Veteran,UK,E,B,-20.21204191498558,17.162958172400256,E,0
No,Brazil,C,C,-28.201555890290216,-78.47980344090035,B,0
Non-Veteran,India,C,E,-11.152308640711016,38.47022018854299,D,1
Non-Veteran,India,B,A,58.53334059252211,-19.1129705605083,D,0
No,Brazil,E,B,5.005048157289467,-97.49435388334025,C,0
Veteran,India,D,D,-62.78335043658397,12.252943354064652,B,0
Veteran,UK,D,A,32.9694236360849,181.87766706879097,E,0
Yes,US,E,D,40.55000483636004,-157.84794193204078,D,0
Yes,Mexico,B,D,-73.49642130463975,55.121438025417206,C,0
No,UK,B,B,-113.61824433151162,96.5348446063287,C,1
No,UK,C,E,98.87086804412162,60.0525017460642,D,1
Non-Veteran,India,D,A,-130.59845915435574,28.94167185983475,A,0
Veteran,Other,B,C,-141.28967262962547,-155.4287388115433,D,0
Veteran,Other,A,D,-37.969703419640915,-52.35447030522285,B,0
No,Brazil,E,C,-25.51349105051177,8.689203860458173,B,0
Yes,Brazil,A,B,-32.99765255565956,39.53471095119169,B,1
Non-Veteran,Other,B,B,127.08569039303048,-101.53172253263413,C,1
Veteran,Brazil,B,A,-16.5720505280004,20.99141282332468,D,1
Yes,Other,B,D,170.65026965972106,-119.03040332075359,D,1
No,UK,D,B,-180.08718408443102,-111.58383883800403,B,1
Veteran,UK,D,E,132.4040363712994,-87.42456156792798,E,0
Veteran,US,B,D,12.683633679301861,-106.51109260647102,E,0
Veteran,US,D,E,9.629322848314455,151.01270113288098,A,1
Veteran,US,C,E,92.66695067503872,97.44304355422003,A,1
Veteran,Other,E,E,-94.34984888783023,1.5343688709870775,E,1
No,Brazil,B,C,-53.91595655079525,-69.12601061140758,E,1
Veteran,China,A,C,-74.52098028028213,-40.01860550686697,E,1
Veteran,Other,E,C,17.040655357059535,-138.98933549185622,E,0
No,UK,D,A,-150.06915235560223,101.08011518728671,C,1
Veteran,UK,C,E,-38.992837821280396,-61.37752365196681,C,1
Yes,US,B,B,-95.9380318082181,-84.04441896164762,A,1
Non-Veteran,India,A,B,-52.8217306994293,-183.02931392383374,D,1
Non-Veteran,Brazil,D,D,40.624028529465754,-78.84486866483485,A,1
Non-Veteran,Germany,E,B,78.12323251766374,32.957227351135444,D,1
No,Other,B,D,24.8542866741622,-21.01607964466165,E,0
Yes,US,A,D,86.82986411496698,158.23578585693195,C,1
Yes,UK,D,C,147.19889883096337,75.44376920603251,C,0
Non-Veteran,Germany,C,B,-152.7988686002435,51.570163048287355,C,0
Veteran,UK,A,B,-63.680549282491796,119.91276661822761,B,1
Yes,China,A,A,133.7989012447919,-80.83953431698232,D,0
No,US,E,E,-134.37075337536007,-399.6031305649856,C,1
Yes,India,E,A,-71.82903430144395,17.195087405203036,C,0
Non-Veteran,Brazil,E,C,-150.54040145908957,158.15077510452335,B,1
No,US,C,E,-108.64223395580458,7.501823173689832,A,0
Yes,China,A,A,-159.21885789593202,-18.600682742444516,C,1
No,UK,E,B,157.54765649753685,30.27754519688456,D,1
No,Brazil,E,D,5.623817146178061,-11.704243094727625,A,1
No,India,C,D,144.50258516485138,122.97688855420714,D,1
Yes,Mexico,C,C,-122.91512048940947,98.16745479406862,E,0
Non-Veteran,Germany,B,A,101.5863071795013,-81.72236130147856,C,1
Yes,Brazil,B,E,-14.316195379089972,82.47547287953087,E,0
Yes,Mexico,A,A,-137.06080693778665,33.47982899907016,E,0
Yes,Other,B,E,18.725465000044633,-11.569545786146271,C,1
Non-Veteran,China,E,C,-59.55515959683388,-131.61411388696928,D,1
Veteran,China,E,E,162.42135502425882,-12.026379247771946,A,0
No,Mexico,D,A,155.3129914203825,-144.35813191596097,B,1
Non-Veteran,China,E,E,-14.800130181879673,-135.669112695825,C,1
Yes,Mexico,A,C,97.89284314343618,26.003545157132557,C,1
No,UK,E,E,199.72751283174867,-20.48647369081622,C,0
Non-Veteran,Mexico,E,E,-75.91133534245178,-27.58916411772307,C,1
Non-Veteran,US,E,A,100.13832719487897,3.015335251670218,C,0
Yes,Brazil,D,E,-60.20378167523441,-157.45063575147668,A,0
Veteran,China,A,E,50.43743164268073,-138.29674789220797,C,1
Yes,India,A,B,-252.9689594707845,-57.64794842979584,C,0
No,Other,E,C,-58.44315255411217,-69.37911992267412,A,0
Non-Veteran,India,A,E,-35.304555477658674,74.93337871784259,C,0
No,Germany,E,E,-33.95717574878133,-153.10886518582882,B,0
No,Germany,D,A,59.4028226038249,239.54070785859977,D,0
Yes,UK,D,C,124.34235288008357,140.6517535332644,D,1
Veteran,UK,A,E,43.95762765991984,-152.85855195831078,A,0
No,China,E,C,24.14933652252066,-159.24985474926532,B,1
Yes,India,E,B,-13.929454896249396,-62.862227515871915,A,0
Veteran,US,D,C,175.15106313960408,-9.99389753718815,C,1
Yes,China,B,E,-94.20912901935459,-2.535894793616932,D,1
Non-Veteran,India,B,C,-61.29934554098118,-26.205050976386506,D,0
Non-Veteran,US,C,D,-15.756544277073136,414.52973081440933,B,0
Yes,Brazil,E,D,142.31691558592905,47.54604220923387,E,1
Veteran,US,B,E,-71.1775804097605,131.012014482338,A,1
Yes,US,E,D,58.28158963421023,73.64909172317886,D,0
Veteran,India,A,E,-4.202896732181125,16.815943951517088,E,1
Non-Veteran,Germany,D,C,-26.478094154289,-77.00994723100092,C,1
No,Mexico,A,D,-29.40773824455065,94.94437967444158,E,1
Yes,Germany,A,B,50.85760703581526,-164.5568647216373,C,1
No,Mexico,D,B,144.86653138779351,-76.81025844654711,A,1
No,India,E,E,16.406034754836725,62.826350201201095,D,0
No,India,D,B,-72.24295574853281,120.18107203714013,B,0
Veteran,Brazil,E,C,14.276120927569236,-96.43782838754996,C,1
No,India,B,D,27.858221744415868,54.86954355393152,E,1
Veteran,UK,C,C,82.05975122141051,-116.34361559609245,D,1
Veteran,US,D,E,91.44884778439562,-133.40472999367776,E,1
Non-Veteran,US,D,A,4.011727934081055,-99.31433019775822,E,0
Yes,China,C,E,-15.540691579550945,29.06626853854164,E,1
Non-Veteran,US,E,B,104.77561523065245,-13.44479184270597,C,1
Yes,India,E,C,80.86361534907327,127.31460321083388,E,1
Veteran,US,C,D,-43.21970434660748,-86.18815611094884,C,1
Yes,Germany,B,C,-37.951272876630306,-14.5568529327723,C,0
No,India,C,B,-83.6115527004791,26.33772825300572,A,1
Yes,Other,E,E,119.03232538786736,182.48645803199167,E,1
Non-Veteran,Germany,B,A,125.51658026071955,-3.8014431113971665,D,0
Yes,Mexico,E,B,44.49806198573707,-69.62698729887786,A,0
No,Brazil,E,A,119.28721286886348,3.9058456819283114,E,0
Veteran,UK,A,B,162.6190508487777,-26.77125965103783,A,1
Non-Veteran,Brazil,E,B,28.253784015158878,37.045411233767766,E,0
Veteran,Mexico,D,B,-155.8632394562774,-106.0929810604828,B,0
Yes,Brazil,A,D,52.61886449299147,15.05256428712441,B,0
Yes,Mexico,C,C,97.89579521687892,-6.622630616889889,A,0
Non-Veteran,Other,A,E,-60.97797373396697,86.47057665798444,A,0
Veteran,Mexico,E,B,92.19204851683305,-142.8812378658718,A,0
Veteran,US,E,C,-56.64967789429773,66.10777531601629,C,0
Yes,Brazil,D,D,-116.9018312893938,48.83287362473115,B,1
Non-Veteran,India,E,C,-118.33244996465211,97.46954544749292,E,1
Veteran,Other,E,C,7.3109942841440025,-101.73249183604626,C,1
Non-Veteran,China,A,B,-108.9865774684045,6.168308066737434,D,0
Non-Veteran,UK,D,A,-23.951289475432304,-0.3284815535367799,A,1
Non-Veteran,Brazil,A,B,26.88498694974783,48.74838772299178,B,0
Yes,US,E,B,50.876059320251976,173.1235426221862,A,0
Yes,Germany,D,E,16.54401448921085,85.24530290844527,E,1
No,US,E,E,-16.487436113708732,88.95726671908682,B,0
No,Germany,B,A,113.83400802113717,-113.83527234289923,A,1
Non-Veteran,Mexico,D,C,-55.68679239634733,54.81088251069277,E,1
Non-Veteran,UK,D,E,94.6052510109055,43.129226243250244,C,1
No,Germany,B,E,-167.21386257426246,-34.2966406390995,E,0
No,China,A,C,208.03313462377506,-117.22159150548417,B,1
Yes,China,B,B,16.108594097998004,170.9578285965137,C,1
Non-Veteran,Brazil,D,A,7.064118243050318,-90.75095668997886,E,1
Non-Veteran,India,D,B,162.58703267053127,38.33106835347474,D,0
Yes,Mexico,E,A,-101.12038299189172,-137.14181515387904,B,1
Veteran,Germany,C,D,-100.14200073661937,84.59280929348013,D,0
Yes,Germany,E,A,102.95261598444736,-119.98776077991042,A,1
Non-Veteran,Other,A,C,0.3559970948958273,-25.002636188658084,B,1
Non-Veteran,US,C,A,91.96007928249375,18.08257678162086,D,0
No,Mexico,E,D,-82.33693034977756,-165.1484036300869,C,1
Veteran,Brazil,C,B,-29.4335427085765,-60.618423668904775,D,1
Non-Veteran,India,E,B,-110.24461346840062,-38.225313697106714,D,0
Non-Veteran,US,B,E,-80.31741874837778,-116.29429590797177,B,0
No,US,B,E,-1.4040686572921743,-33.248186763798344,E,1
Yes,US,C,E,93.2763592892744,-72.41948921547852,A,1
Non-Veteran,UK,C,D,92.67376018916647,-59.707650862345844,D,1
Yes,Other,B,D,41.683338911523165,130.54756961488542,E,0
Non-Veteran,Other,A,B,-35.15571338743854,119.54170242887407,D,1
Non-Veteran,UK,B,D,73.93035188852613,8.632559161433994,C,0
Non-Veteran,Mexico,C,A,-53.945273962791305,87.63196435434473,A,1
Veteran,UK,A,C,126.0267980593864,113.58532788070232,A,1
Non-Veteran,Germany,E,B,-128.97237019803228,-23.705328363579255,B,1
Non-Veteran,Other,E,E,50.07414230681786,128.64528602792856,B,0
Yes,Other,E,B,28.57611462390135,-66.85512790816595,B,0
Veteran,Mexico,E,A,192.8188785215564,99.63181691928645,D,0
Yes,Mexico,E,D,67.86934769476099,-61.897465714005065,A,1
Non-Veteran,US,B,E,-43.61807802566964,-86.86954057518433,C,1
Yes,Germany,A,B,73.11739881902598,39.70559075385226,D,1
Yes,Brazil,E,E,78.05810104332255,-124.2193792384423,D,0
Yes,India,A,D,-156.19122127356567,28.87092727709564,B,1
No,Other,B,E,-75.81041904597137,-191.52719501809105,B,1
Veteran,Other,B,C,26.944101393227786,-118.2280163028557,E,0
Non-Veteran,UK,E,A,61.23398586127552,-73.21957303764634,E,1
Yes,Other,E,A,-150.6388954948722,-101.00588676849385,D,1
No,Brazil,A,B,-4.904269416320224,-14.39688798225531,A,1
Yes,UK,A,E,64.77298166901593,-99.07200639166425,D,0
Veteran,China,A,B,136.91917859241184,98.8432442894222,B,0
No,US,C,C,2.585997542321273,71.33502483264989,B,1
Veteran,Mexico,B,D,-34.719790086443815,25.775138823864847,E,0
Veteran,China,B,A,-229.10285964431466,27.841212398013077,D,0
Non-Veteran,China,D,A,-61.47095353745492,-132.06687006277855,C,1
Yes,Germany,A,C,20.26440172903721,-25.49543129483684,D,1
Veteran,Mexico,B,A,-5.64106900162729,75.76774711845545,B,1
Veteran,Brazil,C,B,100.6569402362069,-86.89039270526246,B,0
Yes,India,A,C,-41.65331666320078,98.03064754626614,D,1
Non-Veteran,US,B,B,-142.59942381343075,40.26453962988702,B,1
Non-Veteran,UK,C,D,107.32754441067722,29.19593582287638,C,1
No,China,A,B,-193.18410882480475,-50.56641854971326,B,1
Non-Veteran,UK,C,A,-246.06290390756124,-84.52945639950336,B,1
Non-Veteran,Brazil,E,A,93.60502384966635,-67.93512189725979,D,0
Yes,Brazil,B,C,68.69430268648776,1.3094608627658912,D,1
Yes,India,B,A,58.91885497597029,-23.949425584587914,C,0
Yes,Brazil,C,B,-124.52897451507137,-67.13501545732235,A,1
No,UK,A,C,169.83815487577198,-93.8307467923432,A,1
Veteran,US,C,E,-160.73046500190085,-15.525162319957229,D,1
Yes,China,E,D,139.6962778049458,-5.918189339870512,D,1
Non-Veteran,China,A,A,-72.84206612670525,72.87256052462193,C,1
Non-Veteran,India,B,B,-9.481866669934345,-139.50675844270143,A,1
Yes,Mexico,B,A,45.395171752417795,77.70938446213349,A,1
Yes,Germany,E,D,-51.10343730982756,-152.83688403881362,C,0
Yes,Other,A,C,-213.3553074832554,15.267522557685389,E,0
Non-Veteran,US,D,D,54.38975600814712,-215.0025232977597,E,1
Yes,Brazil,C,B,43.807583340236896,18.919453778119706,E,1
No,UK,C,E,-69.84647211398911,29.09073984401364,D,1
Non-Veteran,Mexico,B,A,-98.18869356052863,-15.968488911400136,E,0
Yes,Other,B,A,137.7808792118364,0.20181685047076098,C,0
Veteran,UK,E,E,-98.84984319343882,124.66157475049779,C,1
Non-Veteran,Other,B,E,9.072181814988985,-211.7677980603299,C,0
No,Mexico,C,B,-225.20444029205055,144.97684715343374,C,1
Non-Veteran,Other,B,D,-21.886781182892033,30.832387673639406,C,0
Yes,US,A,E,-50.18464491556161,114.61740064903351,B,0
Veteran,Mexico,C,B,-133.76976311678942,27.56753383349897,C,1
Veteran,Brazil,A,B,-11.445784560547576,-11.536089342532211,D,1
Non-Veteran,China,C,E,30.658647889674768,52.861053244697885,E,0
Yes,US,A,D,-41.98322633750799,-113.49437702326581,A,1
Non-Veteran,Other,A,B,-140.77121347743443,-81.8361845631832,D,1
Veteran,Germany,D,E,86.87462926697948,-53.32281523538309,E,1
Non-Veteran,India,C,A,184.94672473374786,75.25811727014599,A,0
Yes,US,A,E,184.90374633841085,-148.34519714115729,D,1
No,China,A,E,32.31611229931325,5.093388343557467,C,1
Non-Veteran,China,A,D,-7.973377959673544,31.65203279990727,C,0
Non-Veteran,Brazil,D,A,58.43348131894168,-257.695745290567,D,1
No,Other,D,D,-26.42274797071766,130.10495744396488,B,0
Yes,Other,B,A,4.109257585179003,-180.37346959709325,D,0
No,Other,B,A,-199.25793257800797,139.43479950756227,B,1
Veteran,US,D,D,10.873433842290495,60.92231118662927,B,0
Veteran,Brazil,C,C,142.90248930199596,-87.03736769896229,E,0
Yes,China,D,A,-68.71477619708564,67.03449024012016,B,0
No,India,B,C,41.849342953651465,79.54482237687334,C,0
Non-Veteran,UK,D,D,-0.7687301802601294,35.03918571510621,B,0
Non-Veteran,UK,D,C,-251.1559882776442,-48.754007227594144,E,0
Non-Veteran,Brazil,E,E,92.27463661984903,-100.33923904564736,E,0
Non-Veteran,India,C,E,-5.483023122398053,160.72186924341102,A,0
Veteran,India,E,E,-48.614996249297555,207.691256459213,E,0
No,Brazil,E,C,-47.02891067419098,150.0707349923996,D,0
Veteran,UK,A,D,-91.63384542123964,-43.637027646902126,C,0
Non-Veteran,Brazil,D,C,-38.037078670395154,-103.11728142276797,A,0
Yes,US,E,D,62.97294050341385,-14.800746397160951,C,1
No,Mexico,D,C,-84.51743757366553,89.05961826922318,A,0
Veteran,Brazil,A,B,-12.287511801262713,349.4422681645152,C,0
Veteran,India,A,B,-62.562315312269156,-3.918682141845389,D,0
Yes,Brazil,A,D,38.534755078418826,70.37473489976111,A,1
Yes,Other,B,A,133.29426496542723,134.2940722532353,A,1
Veteran,Germany,D,A,221.6667840224166,-160.36770226514028,E,0
Yes,UK,B,D,40.9898803555575,-35.1000542356594,D,1
Veteran,Other,D,C,32.74818496286848,52.33037045264498,B,0
Veteran,Mexico,C,E,-69.01511993596085,-26.173364835875233,C,0
No,China,C,E,63.6305847196335,-135.70094154046924,E,0
Non-Veteran,Mexico,B,D,155.61271582247772,191.75793408981636,D,0
Non-Veteran,UK,D,D,36.39290409009648,-213.38393487905427,B,0
Yes,Germany,C,A,-27.942268472311365,11.062417828350908,C,0
Non-Veteran,Germany,E,D,-105.71771114931497,162.16881262078914,C,0
Yes,Germany,C,A,-43.86648460055725,-141.5194630396272,E,1
No,US,C,C,169.97946105213256,-124.54764657573585,B,1
No,India,C,D,-34.328224500190885,57.38939113768541,C,1
Non-Veteran,US,A,D,-3.8768956396814422,50.10790995510046,D,1
Yes,UK,C,B,50.262654266822395,14.88349133242898,E,0
Veteran,US,C,A,-74.08268561083601,11.514407330679527,B,1
Yes,UK,A,E,-82.53801161965644,-45.019583766941786,B,0
Veteran,Germany,A,D,5.939061965016693,-23.44626973701528,C,1
Veteran,Mexico,E,E,-96.6011857157926,-272.0594836950232,A,0
Non-Veteran,US,C,D,21.803769436988528,247.80373978295617,A,1
Veteran,India,D,B,71.81200207281803,-123.60821730763007,A,1
Non-Veteran,Other,D,E,164.19400611174225,80.84533001943211,A,1
No,Brazil,B,A,-46.54935523880747,58.59963324624581,A,0
Yes,UK,E,C,-97.50619794542925,-103.01488224519613,A,1
Non-Veteran,US,E,A,-48.66831597403693,49.1852327475709,D,0
Yes,US,C,E,-308.5280768679352,-34.870909769344586,D,0
Veteran,India,D,A,-43.089946681998285,-14.217313546187171,A,0
Yes,China,D,C,167.98527096413983,-74.43534934715645,A,0
Yes,UK,D,E,69.44969398519436,2.4311721938931825,B,0
No,India,D,D,92.5904099388845,-140.6091787486128,C,1
Non-Veteran,Germany,D,C,12.486698394943195,15.476842656361391,C,0
Veteran,US,A,A,-225.97824688907843,96.71211096144052,D,0
Veteran,Other,C,B,101.79734918205313,28.624322872768797,C,0
Yes,India,C,C,-61.66345933487446,25.083287514104562,B,1
Yes,US,E,D,-120.05540654211362,-87.90878704810967,D,1
No,UK,B,D,178.65627362296524,52.79009818353748,C,0
Veteran,UK,C,E,-46.904559381889854,-194.43144457351693,E,0
No,UK,C,C,-126.62464624550485,-85.2287685723066,B,1
Yes,India,A,B,131.94427106857657,67.79154098709347,D,1
Non-Veteran,Germany,A,D,127.17802765700132,161.17945744939811,A,1
No,Germany,B,B,15.112188567955128,-78.40746956877891,E,1
Yes,China,E,C,27.72802978225508,-188.32912829691185,D,1
No,China,A,E,23.360908660065306,69.62365665111676,A,0
Yes,China,C,E,7.510320343857421,54.65070664624222,E,1
Yes,Other,D,B,26.4185511744226,-24.51632505838929,E,1
Non-Veteran,UK,A,B,61.42611320247874,-87.99483350691713,B,0
Non-Veteran,UK,A,C,-76.77954246391889,-17.522562139621538,E,1
Non-Veteran,China,E,C,-25.210284238848384,-102.40374483594034,A,1
Yes,UK,C,D,-114.1346822594678,93.1983979333873,E,0
Non-Veteran,US,B,D,-28.49047140227981,108.10629360615962,B,0
Yes,Brazil,C,E,-119.7251235132438,-231.4148768327342,E,1
No,Brazil,B,D,59.00313477577009,-66.60426445592464,D,1
Non-Veteran,US,E,E,69.48063619359314,22.444126499205623,B,0
No,Brazil,A,A,-57.22518190572411,-101.04711323908302,B,1
Non-Veteran,Germany,C,C,-43.56902759686458,130.1806748074499,D,1
Yes,US,A,E,63.52723823460009,135.99339716013628,C,1
Yes,China,B,A,35.05392462330464,101.31534760022708,B,1
No,Mexico,B,A,210.1571651338275,130.72791239598828,A,0
Veteran,India,D,D,301.4047590451197,-160.55310234217782,C,1
Veteran,UK,D,D,23.618572778341772,-80.36483785005234,A,1
Yes,Germany,B,D,-39.58819403748865,66.08027367990424,A,0
No,UK,D,C,-166.55799734628584,-197.96998178018143,A,0
Veteran,India,E,B,-41.821796937187834,133.9795091551941,D,0
Non-Veteran,Other,C,A,51.84261779851476,69.12216271068647,D,1
Yes,Mexico,D,C,56.35830877793626,128.31653200934022,B,0
Yes,UK,D,C,-92.19778523805246,-3.4262115788292884,B,1
Yes,US,D,D,87.47644083938228,32.97932895305699,A,0
Veteran,Brazil,D,E,108.96652644405502,60.15462092952524,A,1
Yes,Brazil,B,A,-17.786870784991027,43.30475302300049,D,0
Veteran,Mexico,A,D,52.99959797893469,3.822956080751874,E,0
No,Other,A,D,168.19455478687146,-102.59399070015324,D,0
Non-Veteran,China,C,B,-93.0920274361253,38.91844280938566,C,1
Yes,Other,D,C,154.9934157475273,60.4715584120098,C,1
No,Brazil,A,C,-22.338902332929493,-5.9879306940606725,B,0
No,China,E,C,-2.0996903333272017,-124.74514206679423,D,1
Veteran,India,A,D,133.19343956102466,-173.85216260097906,E,1
No,China,E,B,-56.75288828958849,204.06605550293594,C,1
No,Mexico,A,D,-11.966215680989995,8.01681019594686,E,0
Yes,China,B,C,-104.51978203678173,-146.2015235887919,D,0
No,Mexico,B,A,8.748532944435615,278.85452192163393,C,0
Veteran,US,D,A,-111.04444132407305,-84.95520912199306,C,0
No,China,E,A,58.07056200083075,197.0349432425594,C,0
No,Brazil,A,C,-21.084639768524838,-150.0328677577793,B,0
No,Germany,C,C,203.39884439053662,-89.10124529326302,B,1
Non-Veteran,Other,A,B,204.47538274711135,-92.93934365993424,B,0
Non-Veteran,Mexico,B,A,217.1269332296202,44.804520783163625,A,1
No,Germany,A,E,-18.38844164148501,-46.442493264084014,E,0
Veteran,Germany,D,A,-119.83961790546024,104.98870847556879,E,1
Yes,Other,A,A,-68.33952897309791,139.2014512381904,B,1
No,Brazil,E,D,-133.79735743647515,90.69635630948945,A,1
No,US,D,C,83.03970305789014,59.163139494545966,A,0
No,UK,B,B,-16.27495080821614,-169.21541366274465,A,0
Non-Veteran,Other,B,D,45.59766141565778,112.58869988684745,C,0
No,Brazil,E,C,-172.7351305557137,48.66796475839636,D,0
No,China,B,B,-62.37565659811079,22.04653964464369,E,0
Non-Veteran,China,B,C,-8.145273303352644,-56.98692342410463,E,1
Non-Veteran,Brazil,E,A,32.15762864674559,31.178239819518648,E,0
Non-Veteran,UK,B,A,-6.368278369228891,127.68603393560902,D,1
No,India,A,A,46.18644564676017,-107.41009618888407,D,0
Non-Veteran,India,D,E,-121.51601969636047,-13.589534133989742,E,1
No,UK,C,C,81.6508616049513,6.417542979891952,E,1
Veteran,Mexico,A,C,-70.31870389852337,-97.96003544866798,D,0
Veteran,Brazil,E,A,55.81008723508134,-37.8612447618978,B,1
Veteran,Germany,E,D,43.177550324492245,38.981060064629794,A,0
Veteran,Other,A,E,80.40392705523072,-151.7967022350038,C,1
Veteran,US,C,C,136.35387357394902,-123.38332548355307,E,0
Yes,Germany,D,C,189.5594627800693,18.750486915690775,A,1
Veteran,China,C,D,-43.86014743035479,-100.01019314618927,D,0
Veteran,Other,A,A,-117.76920057076336,14.61090003556737,A,0
Yes,India,B,C,-21.45402669374546,-2.0031238013360606,D,1
Veteran,US,E,C,3.5850211009070883,-31.722366420207198,A,1
Non-Veteran,UK,C,E,-7.025159854196445,-98.03763393609334,A,0
Yes,China,E,A,-122.36510899167791,-11.31308941330623,D,0
No,US,D,C,100.51422927894767,119.70658949670523,A,0
