marital_status,age,ethnic_group,handicap,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Married,72,African American,Mental,D,-21.852050182218154,-22.483265120849648,198.76849312334974,D,A,-29.386837724365222,1
Widowed,19,White,None,A,-98.49969872885232,39.243080307514525,10.578660152125611,E,C,24.60798165026948,0
Married,53,Asian,Both,C,-16.599024457963772,-142.1063777533002,94.00934539538969,B,E,-167.36851335974848,0
Married,92,Asian,Physical,A,3.34265409346607,139.00206051300478,96.03417275151233,C,E,-38.088941139046476,1
Single,77,White,Yes,D,-13.4261270478683,-38.662928824326784,173.06700701736048,A,B,215.11537814570323,1
Married,73,Other,Both,B,-28.202000943929356,63.98007516713593,204.82280775633282,C,A,78.72663549338822,1
Single,47,African American,Physical,D,-22.83620692695039,-73.40724627982358,3.52730009233822,A,A,98.34014080930075,0
Divorced,56,Hispanic,No,E,82.72445735431428,24.840890032612283,-121.88064043958462,B,C,53.14396064677332,1
Widowed,91,Asian,Mental,B,302.76882749822647,-47.85901363870668,76.58651225710146,D,A,94.6932533602603,0
Widowed,77,Other,None,B,130.0521976317507,-151.22677538243957,17.482921152814704,B,C,-4.854044831297289,0
Divorced,75,White,Both,D,-9.467730250107335,9.84739034428521,-227.23620161818698,C,D,53.471739065302884,1
Widowed,54,Black,Mental,A,-139.42585228073028,-15.518197032997993,34.38846612445732,B,B,176.10620434889356,1
Widowed,59,Asian,No,C,-122.6929500280033,96.79164526289563,-49.14258047477994,C,C,72.64989489497863,1
Single,19,White,Yes,E,20.028801283741878,11.422321459209714,-0.9664037122530899,C,A,285.87530576975166,1
Divorced,47,Other,Mental,C,-41.54812073275768,45.39245767175176,66.60164308320263,B,C,-119.36160291981533,0
Widowed,90,Hispanic,Yes,A,-8.702431469789573,-3.27642680636122,-53.96012438432999,B,B,-139.88159071570888,0
Single,29,Black,Mental,C,84.48735122868021,108.36090366410961,-27.9059274430069,C,B,80.38273180741831,0
Widowed,49,Other,Mental,B,119.24952604977375,57.299872150697105,33.40784088645761,B,B,-18.946479567544497,0
Widowed,67,Asian,Physical,B,-9.835260700434546,38.12053515179305,-88.73195109914306,E,C,213.48024609855494,0
Married,30,Other,Mental,C,42.39317686324559,-77.83085143923965,0.4872323629779243,B,E,-40.024496160073014,0
Married,24,African American,No,B,-4.228326069687342,-11.104561675298541,63.72188215036218,E,B,-48.996830641020416,0
Widowed,62,White,Physical,B,45.86901462497662,77.63418520917776,195.43854379434512,A,C,-193.02163814224213,0
Divorced,68,African American,Mental,B,-149.58321437985006,131.86641207631408,-120.20272572753858,E,B,93.56015885284644,1
Divorced,78,White,No,E,-151.48713680161492,137.512326533416,122.89892423668647,B,D,-1.4276886723019229,0
Widowed,93,Asian,None,D,-216.58141280689435,5.661915992567367,-60.466208352532625,D,C,-28.053742340358035,0
Married,74,White,No,D,106.31852293874844,132.12213799173247,71.47051135211622,B,C,-86.45131862525022,0
Married,33,White,Both,C,-30.459396061259408,-122.18766977684629,136.81843427043867,E,E,-71.79007749233007,0
Married,61,Black,None,B,-18.80635295240062,25.790739308701994,-66.30076869327331,C,B,68.85436568350129,0
Widowed,76,Black,Physical,D,-178.9224865090626,-127.98549842097428,-7.527784621923468,E,E,79.04439900635424,0
Widowed,26,African American,Physical,A,163.9403422126825,83.52659928924102,-58.98880634019571,D,D,-121.59133180595634,1
Single,20,Black,Mental,C,51.51421780135623,52.33576590439755,73.44490006179582,B,B,94.8504328811553,0
Widowed,95,Asian,Both,A,46.35132817610707,17.627763289511716,-238.65147143177435,E,E,141.3400206630612,1
Single,56,Black,Physical,D,89.30774434387773,20.392377343756806,-43.38134448977093,E,B,-46.80560508854186,0
Single,18,Black,Yes,B,-20.245388115423392,-58.49531533681144,-52.87670578825355,A,E,32.719057852659354,0
Married,55,Other,None,A,-125.1363666253423,-147.8348435811067,-187.28679538007032,C,B,-27.271282941175883,1
Single,74,White,No,D,-46.73768056238975,-4.5914427073225035,-43.60417158386668,D,E,12.232173621739229,0
Widowed,77,Other,Mental,E,35.55507398721774,-125.32616986118528,149.880398154136,E,E,-120.5322071860422,1
Divorced,61,Black,Both,B,140.86847171758697,-110.56854722022995,-78.97449897967098,E,E,122.9686405723422,0
Married,90,Black,No,A,-13.585543633050706,-30.23995844184477,277.16999654592416,A,E,52.209201129130975,1
Married,68,Black,Yes,C,98.93494485546034,63.83144192069228,22.245719823123512,A,D,170.5699615004262,0
Widowed,97,Hispanic,No,A,-28.27159743141597,57.10757114840559,80.85863335280499,B,C,-114.87793635372412,1
Widowed,66,Asian,Physical,D,-121.13346657751525,36.65128902475848,-87.52268435895989,B,E,-53.15804358631073,0
Widowed,69,African American,None,C,49.07761710266594,-42.17722052513105,-2.6203953340845128,E,B,97.04044042746679,0
Divorced,59,White,No,A,-56.79114042211143,-123.37455141677279,-110.2941808378624,D,B,5.394352157196483,1
Divorced,47,Black,Physical,C,-25.226266275359944,-21.590415127859067,-1.448034541451604,D,A,-44.332626873304875,1
Married,49,White,No,B,65.25542148638293,149.19652897104277,-129.79814223244426,B,E,-227.23606585631126,1
Married,58,Asian,No,B,-74.7432729172886,23.770290883597895,38.30388425802323,D,D,58.990704240589956,0
Widowed,48,White,Both,E,-125.95233137998632,121.27885920733075,84.49868046316406,C,B,39.14317778386032,1
Widowed,61,Hispanic,Both,D,4.156904034752309,-122.48044769434314,-39.478339984224,D,E,-12.498369683413522,1
Single,29,Black,Physical,E,107.98437779924551,-102.23301141432499,131.01529867997849,E,D,86.96774964711481,1
Single,56,Other,Yes,D,-24.276644940589627,-148.50561493755274,10.699081959638605,C,E,-99.53962365369134,0
Widowed,87,Asian,None,C,-52.72643083680578,107.59995020934481,170.54931327264626,B,D,1.3607889956639292,1
Single,58,Asian,Mental,C,70.4716662334537,-229.94374744364902,98.91860774331242,A,C,22.174412550053727,0
Married,92,Black,Both,B,-37.67354151931634,42.395685117040045,-237.55432385891152,B,A,77.77069897245981,0
Single,43,African American,No,A,-205.24948648162203,-82.57628381704507,22.766785466477327,B,C,88.04843605246177,0
Single,49,Other,Both,B,-41.18715044029456,77.96776040197031,2.152465548534913,D,C,-70.82791296180663,1
Married,87,Black,Mental,B,33.56447731149183,-10.552005617946765,-102.35109945940381,B,E,5.168598476997865,0
Divorced,29,Black,None,E,-57.4738007690499,92.26284726486307,39.08713332095154,E,B,-114.17101922182893,1
Widowed,18,Other,Yes,A,7.480819573116642,29.69384639629402,-41.89603638065888,C,D,65.83709974407007,0
Married,65,Asian,None,B,-107.60418402733416,-111.65428394850669,-16.04073878573283,E,D,167.95154882621128,1
Widowed,41,Hispanic,Mental,C,-146.0375810318427,-27.113987762601745,102.07802190368393,E,E,18.879659706909074,0
Widowed,24,African American,Both,D,-10.716377163564909,-113.425850619793,141.29782849754486,E,E,95.74231070891872,1
Married,67,Hispanic,Mental,A,-102.49071582340122,70.25633282013484,29.49350280454008,E,D,60.87000588612016,0
Divorced,69,African American,Yes,B,-99.70998984481591,-29.992096842862466,28.37956049125088,A,B,23.345291958105808,0
Divorced,45,Other,None,B,-91.82356838369043,118.96994024477388,-40.64979687468524,A,A,-106.95314108733865,0
Widowed,32,African American,No,E,-152.7304283019683,-48.7384523534148,-27.143521777068596,A,E,151.60871937201074,0
Married,43,Asian,Mental,E,46.85651072884111,105.17505367651422,-14.512435539110152,C,C,62.00278273400011,1
Divorced,43,Asian,No,D,-37.395136526102235,103.15036241742615,-17.29472924440782,D,B,-68.9727086496569,1
Widowed,62,White,Both,D,-0.1038582257583139,138.8589940830038,60.09450037164219,D,A,-43.25932089511146,1
Single,82,African American,Physical,C,-48.88157196720742,-44.966601897022386,-39.12482832158756,C,A,-9.343212977612318,0
Single,41,African American,Both,A,-49.2313677129175,120.69078075822071,-106.59359675574902,C,B,40.39545909683241,1
Widowed,96,Hispanic,Physical,A,130.67713145898296,-86.25655858870711,96.89920713843772,A,A,81.51236004107322,1
Divorced,73,Hispanic,Both,E,10.49937075094587,116.45278371707268,-11.485135849505909,A,C,-108.93807642679276,1
Divorced,94,Asian,Physical,D,-23.938121121260178,-119.53137138582355,206.33766757363395,B,C,3.6719205358310707,0
Divorced,33,Black,Mental,D,98.38209848271073,55.67618806263573,45.01368014835173,D,E,152.5067598768102,1
Married,99,Asian,Mental,E,203.09645083638705,-147.19324481023946,-70.3052069416754,E,B,83.91434076522243,1
Widowed,80,Black,No,E,94.86437602130931,-16.46462612021361,-73.4837593164729,C,D,193.53446075512323,0
Married,19,White,No,C,164.4046813415431,-2.868901785801555,2.9611512892839205,C,D,32.80749021039722,1
Divorced,50,Black,Yes,C,-81.7559724417366,146.27076872691427,6.173893988102423,A,C,68.91181068203713,0
Widowed,29,Other,Yes,A,-2.401379191365442,-8.754010395014214,175.48041171248866,D,E,-61.656284452929945,1
Divorced,99,Asian,Physical,A,-132.22282442824377,-231.2654611881302,-168.65163608669513,B,C,-124.43954771989583,0
Single,60,African American,Both,B,-174.486532694224,-106.73124802457765,96.20960370962618,B,C,74.03730327309495,0
Divorced,84,Other,Both,B,37.595346725905785,98.58293474094354,-57.088320075392076,C,E,59.223167725913065,0
Single,55,Other,Physical,B,-153.9104454036357,15.929287851618726,63.81165913800554,E,A,116.49332019056406,0
Single,72,White,Physical,B,-37.03708266412842,-157.62513782982006,-20.899264951050213,C,A,147.2850404918564,1
Widowed,96,White,Yes,A,128.23562894233729,58.98026275738314,-2.41501636633201,D,A,61.308300223743295,1
Widowed,59,African American,Both,B,-26.25382543931638,-94.10014004494718,16.154860184810644,D,A,-85.97409416564446,0
Single,89,Asian,Mental,A,131.92904964790927,-47.7409522904572,26.33142542381118,D,C,71.86512380375831,0
Widowed,78,Other,No,E,135.88892505583232,-78.96565964971064,44.54945235600133,D,D,38.510857469285696,1
Widowed,38,Other,No,D,-75.54876422043884,-136.13606106743467,-12.45360670530215,C,D,168.66786791123252,1
Widowed,72,Hispanic,Mental,C,215.35129044517709,2.708359186213534,140.25872438011933,A,E,-61.02436663503076,1
Widowed,49,Asian,Mental,C,165.42369214392934,72.05249707286421,88.56034198060121,B,E,77.17581451077503,0
Widowed,30,White,None,A,-155.98445296970706,29.982167013512484,77.54542126807979,E,B,54.98417743221455,1
Widowed,33,Other,None,E,61.9157663590172,-5.380966454598384,-255.3107097754511,B,B,-92.80009088768831,0
Married,75,Asian,No,B,1.9343285374888997,-93.73461915291126,-21.95556579344788,D,A,-71.16148311978809,0
Single,39,Other,Mental,C,135.77417056090326,11.806853523457097,-93.57750233915543,E,D,6.720397320556899,1
Married,19,Other,None,C,-32.796853091279594,-73.36576840286732,9.449329168526821,D,C,1.1112009869912283,1
Widowed,86,Asian,Mental,C,61.21388012735791,127.85707681356473,25.209540141498817,B,C,1.6439379831099319,0
Widowed,78,Black,Mental,E,-112.9832735064432,-5.841690141234974,55.688513506577145,D,A,-7.813782487337856,0
Divorced,58,White,None,D,-118.9181870251248,-117.05246430150318,42.49996028405014,C,E,-42.20853106991346,0
Divorced,72,Black,Yes,B,-303.8260745603506,169.93246415862677,-20.77301476233819,C,B,93.89349330995178,1
Widowed,24,Black,Mental,B,82.1916297555069,-61.275556937333675,137.85102675488073,B,A,-16.14428495683213,1
Divorced,19,White,Both,D,76.11952734000523,-174.91062650707076,20.220630833304398,E,D,-206.25669889474528,0
Widowed,82,Other,Yes,A,71.80253246271212,-53.92084579598072,50.23436345175529,E,E,6.17196476080782,1
Single,93,Other,Yes,A,282.5167274111165,14.382494345288801,-147.40603003219027,A,C,100.04528143602218,1
Single,33,Hispanic,Physical,C,-72.0746140096033,-60.131781265467644,195.39851601071646,A,B,-94.85470445075065,0
Widowed,21,Hispanic,None,E,-100.01762970070452,19.916061519881026,130.08868224943936,A,D,38.452305016980546,0
Married,88,Asian,No,D,-200.32119659379993,-7.100447807178105,-5.143105237289817,A,D,-11.976896764620532,0
Single,34,White,Mental,B,-87.79523507772791,22.251944799100894,-29.799704585347435,E,A,19.666304709237,0
Married,89,Other,Yes,D,81.84769369557506,-93.24068373164549,-17.346031144858024,D,D,83.22254989590641,0
Divorced,34,Asian,No,D,-70.04411462966466,-17.56665888241778,34.46715647464856,E,C,-269.81927859084294,1
Married,85,White,Physical,A,-43.37170905291667,-0.5575510719579495,-3.9872374579751444,D,A,-16.27622799993143,1
Divorced,36,White,No,B,-153.23540778135634,39.98285095503924,-121.72600410216454,B,B,-24.76024403270291,1
Married,80,Hispanic,Yes,C,101.946025008178,-69.99506033963556,51.973443210803204,B,A,-0.5416893033260133,0
Single,35,Asian,No,C,-163.13796185642306,-14.5788211743455,69.04869576710142,C,A,-179.10997198434572,0
Single,50,Asian,Mental,D,-102.46186234998295,177.70218685051523,-41.22484694668272,B,E,68.67295617519072,0
Widowed,28,Hispanic,Both,D,-66.1087612722344,-12.489384433154015,5.7469799732563,C,B,0.8451951984959072,0
Married,87,Other,Mental,C,14.742892096971877,7.8125617952801525,-51.52392867552099,B,B,-3.065423464130963,0
Single,56,Asian,Both,E,-128.13710932753278,-203.51990762257626,-108.96971693414397,E,A,-188.45218717658133,0
Widowed,52,Asian,Yes,D,-74.21590449325191,-53.839197744102826,21.76315341402004,E,C,78.8578025576418,1
Divorced,60,Hispanic,Physical,C,57.11880276825569,9.610563669756093,-162.16369811864843,B,C,149.2832173455593,0
Widowed,91,Hispanic,Physical,D,-97.84851330598336,-182.84961933092407,142.54232985884872,A,A,-17.904820965571343,0
Single,94,White,Physical,B,-70.32776361839535,67.23262264969692,62.161797958531515,C,A,-5.791861310673168,0
Divorced,72,White,No,A,96.87910984170986,-91.88501186909083,47.604392071965705,B,A,23.21762837621631,1
Single,70,African American,Both,D,84.40929311329019,79.05112565112901,117.1269986042178,E,A,93.84813441789395,1
Widowed,49,Hispanic,None,D,-19.396683135840934,60.559603416687835,-55.66943936955065,E,E,64.81136594293629,1
Divorced,85,African American,No,D,-5.778589873062839,-42.176136286443146,-94.3609040839209,B,B,62.01411837658919,0
Single,89,African American,No,B,-145.86186776921,-96.6053952835907,12.249203755903476,D,B,-153.8800898806244,1
Divorced,92,African American,Both,B,-26.067438506037245,30.351873856488883,77.70151762560505,B,B,118.73157299115364,0
Divorced,78,Black,No,B,331.40023253492564,69.72612636810787,-173.8440514967712,D,A,34.85941943451396,0
Divorced,95,Asian,No,E,-55.61685456724925,67.49379967416131,169.33017830171087,D,C,-40.6567396258114,1
Divorced,95,Hispanic,Mental,B,-68.02034164872445,-53.56479405320134,-141.04328576796166,A,B,54.07812747917363,1
Divorced,79,White,Yes,E,75.60635665653817,-90.57487029460333,29.345832214632832,A,A,-71.68092679290383,1
Married,84,White,Mental,B,5.759060649152778,19.026697458575377,25.38483955412911,E,E,120.15586259498721,0
Married,84,African American,Yes,A,5.221560684272459,-176.50875637994352,-78.03834194571763,B,D,72.12815060161925,1
Single,29,Asian,Mental,C,19.376007994437003,-226.41800929222597,89.90803404440037,D,D,-186.34737604814262,0
Single,40,African American,Yes,A,-41.934284683292866,-76.78046827488072,-36.283821746595976,E,C,-101.45409675995087,0
Divorced,59,White,No,A,20.23110671084489,109.57237463901008,114.68243106684312,A,A,41.98463344315183,0
Single,68,Other,Both,B,-7.612169730850975,-137.83645184238281,55.2449074052452,E,B,307.8797988222674,1
Widowed,66,White,Both,A,42.61926103686471,19.90427340457623,87.42788624865507,A,B,-64.2451367311886,1
Married,64,Asian,No,A,-159.73377269924555,143.2345626375409,194.99091003432633,A,A,105.02507229120226,0
Single,62,African American,No,B,81.87316610090446,-36.602925335776796,-144.63311614738,A,D,-26.24799990980156,1
Single,92,Black,Physical,A,-48.15016909548769,74.21284124282118,-109.84051117796274,E,A,-37.881553899239215,1
Widowed,21,Black,Yes,D,-189.4129275984426,63.28651629413109,36.65367493329073,D,E,4.136678066271669,1
Widowed,33,Hispanic,Yes,B,5.066973785743724,-59.53485785271744,-125.4042841739496,E,C,25.659586168109495,0
Widowed,45,Asian,Yes,E,64.37337420955616,84.08993294142839,-44.070484080516735,B,D,24.2547189643812,0
Widowed,61,Hispanic,Both,C,29.59999763495081,64.26223452541238,-186.33730866389712,C,A,148.26924397075126,0
Single,45,African American,Physical,A,106.6773407162983,95.51157577175431,195.83211763795904,D,C,76.8217350673276,1
Single,80,Black,Both,C,-94.71236003301368,-94.53958956984543,-242.21817001002478,C,D,-182.8007244630493,1
Divorced,98,Black,Mental,A,17.423158600928215,29.98024562952215,62.993082748793306,D,B,139.7665074014105,1
Widowed,58,Asian,Mental,E,-187.9981612959752,86.70351993664931,-77.6113599807387,D,D,-223.85292478049098,0
Single,55,Asian,None,E,-124.50422391471785,-41.21306413132345,72.05149365909905,B,B,-25.97307688083294,0
Married,56,White,Yes,A,-75.92089252606978,119.3116383886524,-153.7235840671907,A,A,111.32177831389454,0
Married,52,Asian,Both,B,-35.28294931989872,79.02710341264199,-168.27683185913727,C,D,-83.35677569667045,1
Married,18,Asian,Yes,D,-28.549702932251815,-120.32771393322383,38.17757332099929,E,A,-80.47510071778825,1
Widowed,37,White,No,C,244.83503329882134,19.54084173898892,80.17962551416372,A,C,5.33990705252876,0
Divorced,52,Other,No,D,-97.34767563658379,87.11044599666542,111.61066603215527,E,B,127.78180945353716,1
Widowed,38,Asian,Physical,E,-15.801973266721323,-67.92417855095349,63.36822624650347,E,C,-195.70622538724007,1
Widowed,87,Asian,Yes,E,-22.261876058240116,123.41164515596128,-103.8905530615188,A,A,-101.77346644091377,0
Married,92,Asian,Yes,C,-53.068675631526965,130.1325976904668,-144.1509599295998,E,C,77.38223290321926,0
Married,44,Hispanic,None,A,-223.1262851636946,-67.80812169512313,-10.543184366976016,E,E,-27.42270048904763,1
Widowed,45,Other,Mental,A,-170.88053979124692,-139.69868138165302,110.16159004838309,A,A,-170.6378558667164,0
Widowed,23,Other,Both,E,-112.99042524014044,-10.384813511297555,59.80470801041354,B,D,-68.40617055941193,1
Single,44,Other,Physical,D,4.316840539950744,94.40984063324478,-202.90254201652172,A,E,-53.96151074126829,0
Single,26,African American,None,A,55.35606656491838,122.85315234554766,-92.64320273067973,B,C,-60.43138949122393,1
Widowed,34,Hispanic,No,A,-181.57795219263954,-132.8291883078918,31.36637998036203,D,E,-55.97730083447323,0
Single,19,White,Yes,E,18.963623793702347,-161.2954316515769,30.259049359770607,E,E,147.6352254959572,1
Married,26,African American,Both,D,32.69828452228276,-19.509158553443232,1.7579169626200462,C,C,-0.9099777062209663,1
Widowed,31,African American,Yes,A,38.78239492552786,-9.090467300545283,116.66716509550498,C,C,111.0617311615655,1
Divorced,22,Other,None,B,-203.64623311319315,-109.88028295922068,165.37076369603886,E,D,18.457023093128868,0
Married,39,Black,Both,E,-31.10501756024986,-121.33361579360866,1.0716226181091846,A,D,45.20178855419786,1
Single,48,White,Mental,E,-10.449147023421759,12.448118480846329,88.29026826822147,B,C,-20.84509023566206,0
Married,88,African American,Physical,E,113.27215483032502,7.653317176377071,-46.030686687784836,B,B,43.496603698920936,0
Single,19,African American,None,D,27.684573717642348,-122.00340064631345,-38.6644162756884,D,A,-156.25665542357254,1
Widowed,72,Other,Yes,C,-161.35613924492955,-17.799443100425634,-101.08954839505986,B,B,28.551341451131474,0
Widowed,74,White,No,C,114.03828572164996,-34.22525921296395,-22.653954174475164,E,C,3.871316200128458,1
Widowed,72,White,Both,B,215.72269651379366,-48.19031099513484,44.24286827694562,B,C,63.06432482676344,1
Divorced,76,Black,Mental,B,-50.06451731411292,34.62620970680674,177.8248858720342,E,B,9.09460131264898,0
Single,58,White,Yes,A,20.85134080661345,72.22729901798655,-89.52441052852312,C,A,152.63037536733142,0
Married,60,Hispanic,Both,C,13.993467360043892,53.273022942957546,-266.84381484431776,C,C,135.87587800699822,0
Married,28,Hispanic,Physical,D,-0.5886371788912048,-25.087725411805522,2.7769650173162836,E,C,105.17595366177834,0
Widowed,93,African American,Mental,C,14.85157287588705,45.63787110348547,-70.59621234252788,E,D,31.13758487711119,1
Widowed,90,Other,Physical,B,-120.05918232397816,-181.64939482628563,26.077156055012342,C,E,119.79364275690725,1
Single,85,Other,Mental,D,-88.59704481876946,69.82772854123391,30.094138547529344,E,D,-24.87900731451759,1
Divorced,75,Other,Physical,D,-17.935364101102756,-8.84040287806691,3.362062210169266,E,C,88.11905274142069,1
Divorced,90,White,Yes,D,48.67686623660735,-124.99374704033947,182.29322269254126,E,C,149.96839164408578,1
Divorced,52,African American,None,B,212.46444133558185,71.57119697573155,-51.34304992926902,A,E,1.1846487179017482,1
Single,57,African American,Yes,E,161.92285459712969,109.96816686302957,-148.5290218065861,E,D,-50.01357598127749,0
Single,20,Asian,None,D,-69.98874133208471,-20.665417800084242,-85.17561203499191,B,C,-16.07702940876463,1
Divorced,91,Hispanic,Mental,C,67.67085257017035,-240.5573143893081,93.10945280232367,B,D,0.04227696951922959,1
Widowed,40,African American,None,A,-18.959538273185146,9.97639125422766,-110.62409139084963,D,B,-29.704189178365954,0
Widowed,86,African American,Mental,C,-1.7305252948324639,21.888249770450912,69.21845570181982,E,B,-83.53626743703063,1
Married,73,Asian,Physical,A,52.429469748813496,18.675041295229637,57.06271721735748,E,D,77.30134220723693,0
Divorced,36,Hispanic,No,D,-85.40872687662421,-42.155241749119185,21.95459182065465,E,C,-153.69487386948828,0
Divorced,94,Hispanic,Both,C,-48.57581357563075,7.833153259845152,273.1899462696866,A,A,-24.803730295194004,1
Married,46,Hispanic,Physical,B,-109.95520908733796,13.319255061853436,40.06020317290059,B,A,-9.33897769153765,1
Married,93,Hispanic,None,E,-49.71322189471685,-97.56208525669047,-123.90363679412191,E,D,-8.681784863413892,0
Married,56,Asian,Physical,C,57.88844766701039,-66.61345219605252,34.44636698053498,B,A,-7.590963232328553,1
Divorced,85,Black,Physical,A,39.125033743561985,133.80864903514694,64.38120910383228,B,A,125.23519947040384,0
Widowed,32,White,Mental,B,90.05520603200846,85.06235823584908,-145.5240998281695,D,A,-127.91234287015834,0
Widowed,42,African American,Yes,C,2.217495149314362,15.190257152697157,72.26399600611903,B,D,191.86394675460335,0
Married,31,African American,Mental,C,-216.6441726758285,-54.163676847715955,22.50567384700411,E,D,-68.632120483967,1
Widowed,35,Other,Physical,C,15.57935090702543,-132.11693575316258,-64.80125510400717,A,A,-144.5960236214118,1
Married,45,Black,Both,C,-31.23674709185599,146.61965438117747,58.10746254976482,C,A,-37.830706593964436,1
Divorced,90,White,None,B,105.09204441650243,-141.48147316139813,-149.8806296927931,C,B,179.72205360248321,0
Married,46,Other,No,A,-104.84605261527771,-91.48748786628259,145.23011558457137,A,B,-95.87122034592448,0
Divorced,68,White,No,E,-149.91417951122668,-3.329792971174335,48.14186962219115,E,B,80.43145093274639,1
Single,27,White,Both,C,-70.08456914652547,16.501010680508006,-128.747196810934,B,C,-71.43224774832042,0
Divorced,22,Black,Physical,D,7.634247999356382,103.42405759497211,29.65549496934169,B,E,51.81261159001112,1
Married,73,Other,Mental,B,-12.263448162338603,0.24332890181671837,-12.297477382429946,B,E,143.21325618349255,0
Married,35,Other,Both,D,102.47220959816849,14.776580771849554,-169.78629848257907,D,E,-26.334165090570842,0
Widowed,75,Hispanic,Physical,A,125.84552184092563,-83.02783145741162,91.28546736985137,C,B,-82.54800422780829,1
Married,37,Hispanic,None,A,124.95388014108222,-150.3418329106151,121.18245435024917,A,B,-197.49421672159588,0
Widowed,40,Black,None,C,69.76222310486438,-6.785706538180605,25.987402290229262,C,A,38.37805692606834,0
Divorced,78,African American,None,B,64.19895184597813,108.28722030889102,26.203206603721195,D,E,6.010441847347367,1
Married,36,White,Mental,C,-12.45007607676552,25.74979074897164,125.89542116116658,A,A,37.39565929243374,1
Widowed,58,Asian,Yes,E,82.00892028623423,-102.24402838502257,-151.27933764147738,D,A,-28.540481819705622,1
Divorced,52,African American,Both,E,-85.77963163242565,-39.37494604954772,-66.00227346196682,A,D,29.7845182171087,1
Married,83,Hispanic,Yes,D,-5.1840020511971465,28.02985649546284,19.071304011355867,B,E,-66.47789746478968,0
Single,84,Hispanic,None,D,-64.84925882812433,60.00139899568255,-99.87249800438546,E,C,-6.832054862296327,0
Widowed,82,Asian,Yes,C,125.92855103077409,-192.40288548196963,139.49420812397216,D,A,-77.41316720653563,1
Married,48,Hispanic,Yes,E,23.06122199006502,-89.78166941005968,76.40513932151897,B,D,217.78536393185277,1
Married,51,Black,No,E,71.08674446016015,-82.469965483402,32.17165094860174,B,D,-121.64171496904355,0
Widowed,59,White,Mental,A,110.81079116266412,100.5734808107454,-50.00894817489201,E,A,78.49595032629225,1
Divorced,49,Asian,Mental,E,-18.508168827152307,-21.694067613800634,-178.92698375222352,D,D,-95.28118578775853,1
Divorced,73,Asian,Both,D,-150.61870168901908,-20.709616244277097,172.84259925965154,C,A,89.17818644406076,0
Widowed,89,African American,Physical,E,76.12726675503411,-188.3717749832943,-39.30790931696885,D,C,-10.021744047501013,1
Divorced,52,Other,No,A,-26.354316075842586,-43.41210932266941,238.1570317384313,D,B,234.50509313074744,1
Single,57,White,None,B,-154.43211159438422,119.76782779508997,75.53889240638424,E,A,172.02315573337196,1
Divorced,52,Other,Physical,E,-25.74927132338904,125.44983351130787,46.61846297050003,E,D,0.22252987395806126,0
Widowed,98,Hispanic,Physical,C,-65.9037989616288,83.46719769923922,5.046920323494743,D,C,-104.58500410370415,0
Widowed,95,Black,None,C,136.8107367149853,12.272223138629881,-35.54857919476959,A,E,71.53918597523311,1
Divorced,68,Black,Mental,B,89.07423036216863,-9.379740894295049,-101.18387444526616,A,B,-45.00420807695596,0
Married,69,African American,Mental,C,67.44572288556012,77.03473067927156,-39.22853007492331,A,B,41.51844268193323,0
Married,57,Asian,Yes,B,-41.02041013807822,32.09325046643793,-45.16330270673053,D,D,146.15568787354186,1
Widowed,68,Asian,Both,C,12.967876532438607,-39.92239470201183,85.28779691587107,A,E,20.077284168927378,0
Widowed,99,Hispanic,Mental,A,120.59704934105324,-91.88532623160738,-69.98242564769495,A,B,72.92412472340078,1
Widowed,61,Hispanic,Mental,E,111.98331425649259,46.517382981260816,-44.90359739414471,D,D,-33.98426266237073,0
Widowed,38,African American,Yes,A,51.829216213944804,0.5887511736057286,-30.818246943784857,C,D,49.013172727710355,0
Divorced,85,White,Mental,A,-71.37639184026551,124.15311007291756,-16.09086082337172,A,C,18.287411388666445,0
Married,44,White,None,C,62.53032321984391,38.330293092460785,-7.947307112844556,C,A,-22.01011005840255,1
Single,81,Hispanic,None,E,-123.2597960151965,128.27499980911497,-139.4112258367348,E,B,84.31108240753154,1
Single,60,Black,None,D,63.43919998692649,-206.07394491536235,-100.56355176723335,C,C,75.52521471400854,1
Divorced,85,African American,Physical,C,72.34877244504786,175.79532908106984,104.21091117684766,D,A,34.48063509757369,0
Single,30,Asian,Yes,E,0.209548833810159,71.45069404213407,113.32769079854445,E,B,93.86702868065042,1
Divorced,32,Black,None,A,-55.67079857863067,31.567777201160148,13.606849509850935,B,B,-51.21884118600065,0
Divorced,18,Hispanic,No,E,-103.57153315604668,46.149638695996266,2.302191067890062,E,A,2.8105226372611884,1
Widowed,78,Asian,None,A,69.56401359718633,144.4283653032999,-194.32910818408084,E,E,47.03458660444046,0
Single,84,African American,Both,A,66.41117152787534,17.422532742258763,-90.45173899321594,E,D,-42.89232201231877,1
Married,74,Other,No,D,128.30912669205443,73.36130212733725,101.43797135410895,C,D,-17.041249729626326,0
Married,82,White,Yes,C,-66.2632365507155,82.87714393216604,37.56815546669916,B,D,-55.375249287040404,1
Widowed,83,Hispanic,None,A,-111.46976311644767,-14.053050237828678,-32.36319792289619,A,E,120.52211141876931,0
Single,52,Asian,Both,D,85.39801168990037,170.26151598909456,50.8757067966309,D,E,14.648038660433091,0
Married,33,African American,Mental,C,40.48000461014546,-107.52080962397245,-121.52981928267863,E,E,-35.587305869450084,1
