Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Jewish,C,D,E,A,E,C,167.82182869255772,49.872409372616325,-37.8906829814802,A,0
Other,B,B,B,A,B,A,152.85924112465844,21.47300718178364,-15.539780520968288,E,1
Hindu,D,B,B,E,D,E,-185.7200050755023,-97.94243477562533,115.52669370479924,C,0
Jewish,A,B,B,B,A,E,-120.19227585250347,123.01938222914582,153.3132645774814,B,0
Other,E,C,C,C,D,B,30.628360868758204,4.261082678671073,78.05868438220655,D,1
Buddhist,B,A,B,B,B,D,-16.750123079414323,143.74243590140213,-60.17159016702476,C,1
Other,D,B,A,E,A,B,28.19568111822173,-67.59181862689783,-37.1633616485975,C,0
Other,A,C,D,D,C,E,63.991902932083455,-1.7274285446891136,63.832991397007255,C,1
Other,A,A,C,B,E,A,-98.6781385769825,105.55284239162353,-174.7035859179317,B,1
Hindu,D,C,C,C,C,A,37.81627971278109,43.20107997115648,112.71893478709106,E,1
None,D,B,E,E,E,A,-99.90428996108133,-125.27677183453758,13.088861293408993,D,1
Buddhist,E,E,E,D,E,E,93.71210196716282,-101.05327739531307,-38.86157295883416,B,1
Buddhist,D,A,C,C,A,E,4.518072485496038,-140.89243462670862,-142.59476122371512,A,0
Hindu,A,E,E,A,C,D,126.63016458458078,62.18751032152922,21.642533159941657,E,0
None,D,D,C,D,C,A,-231.8955525119382,144.56558170659272,-68.33763024872445,E,1
None,E,B,A,A,D,E,210.31489290209566,-75.15920179293471,184.21509072880383,C,0
None,D,B,B,D,D,A,-68.91992533553156,-101.5201422006121,-70.00677223631929,A,1
Hindu,A,E,A,B,C,C,23.05652209679779,14.17251592866723,-55.39017699702242,B,1
Hindu,A,B,D,D,C,C,-0.4841548676547203,24.35609235141956,-11.004246257353058,E,1
Buddhist,C,B,A,A,A,E,31.236874888539063,-260.26381981496604,-62.486729829525785,A,0
Buddhist,A,D,D,D,B,C,-87.96789255897843,-157.8384970641113,122.75785397469905,C,0
Buddhist,A,D,E,D,A,D,-35.698403110201085,-52.048641776494605,18.01316783646296,B,0
Jewish,B,B,C,E,A,E,137.42354520866044,31.325336931768717,84.06643298717634,A,1
None,A,A,B,D,D,A,110.52553572821604,166.27571351290217,-142.6013944494089,E,1
Other,D,B,A,B,D,A,-58.6799096119088,42.05963396932644,-177.14420721378994,C,0
None,A,C,E,C,A,B,10.334220744090487,105.53112770820228,26.615006074483876,E,0
Hindu,A,A,A,E,D,A,-46.87789423513682,-30.393623438485108,-66.10745412018319,E,1
Christian,A,B,A,C,A,B,-103.91303286232274,64.50253702698271,-36.604799221574496,E,1
Other,B,C,D,A,A,E,-26.002279956216178,-128.97584353592592,20.689247231428247,D,1
Jewish,A,A,C,B,E,D,58.96805647414983,29.62115463842105,5.4330680339663875,B,1
Other,A,C,A,A,C,D,-99.27842193102744,-23.252730816621217,-114.77496166014785,D,1
Jewish,B,C,C,B,E,C,-82.79845971733741,57.92694313693366,72.62536441193652,B,0
None,C,D,C,B,C,B,55.87715633559379,-20.572609566010012,-13.69970062805009,A,0
Other,E,B,A,A,C,A,104.22568435834097,-146.83359815115958,78.49329715530455,E,0
Buddhist,B,A,C,B,D,E,105.00728137346277,-66.42716615480492,35.87698021909473,D,0
None,E,B,B,D,B,D,157.67518853023324,-32.855153081641205,-120.60061023367794,E,0
Jewish,E,A,D,D,C,E,6.105920314051118,-66.93531366239694,15.033935452570788,B,1
Buddhist,E,B,E,C,A,C,22.267977374670103,-157.81313131514307,-40.01761823131355,D,0
Hindu,D,D,B,C,E,B,-104.0948212248469,32.34212135454489,-60.320450309616156,A,0
Jewish,D,E,C,D,B,D,171.73614559121074,79.92125119079925,-42.32994183903922,A,0
Hindu,C,E,B,D,C,E,-73.3206000312823,-87.99082565114274,13.212249704863796,B,1
Hindu,A,E,B,A,A,A,6.147663820267253,-115.1715694668047,53.18224309477843,D,0
Christian,D,C,C,C,B,D,32.36998808859355,-82.2882397314792,2.7440711713025703,A,0
Buddhist,A,D,D,A,A,C,-82.84451438009692,91.1816071819517,71.62414402829454,C,0
Buddhist,A,E,C,B,A,D,83.70498879771998,17.933882402430612,-26.610634799393633,B,1
Hindu,D,C,E,A,A,E,-71.42580983768448,72.51670369454601,20.80751418669301,A,0
Muslim,D,E,D,E,D,B,5.6700580671577825,25.729234493270166,29.48626747062538,C,1
Hindu,A,D,D,A,A,C,-111.32936013525081,-71.71367926411344,-89.56238590903946,B,0
Buddhist,A,A,D,E,E,E,-59.26696753356776,136.21407653951294,-55.50999026682235,B,0
None,B,D,E,B,C,E,51.959239392457924,-91.29595831849612,-277.2030395780413,D,0
Christian,A,A,E,C,D,B,-111.63397352357582,-23.78131100256006,7.72755011317041,C,0
Muslim,E,B,E,C,A,A,-186.50320882259862,111.00245223109768,-35.659769991247,B,1
None,C,D,C,E,D,D,-145.97067696418986,117.165459520933,-150.10328377665473,D,1
None,B,D,D,C,A,C,-108.62883738462565,58.87112470047546,77.6030676527192,A,1
Muslim,C,A,D,D,C,C,-228.23881954270266,79.26228746338731,67.9568183571349,A,0
Hindu,D,E,A,A,A,E,-122.52973493024695,29.356819832795388,-94.22247465424775,D,0
Jewish,D,B,B,D,E,B,-49.66692545237771,53.842499348430614,-138.57290946388127,C,0
Buddhist,E,D,B,D,C,D,-26.52134224273846,46.52372379345128,128.3476886945315,B,0
None,C,A,E,B,D,D,109.97938981145393,-69.31083016161946,-86.55303159747149,E,0
Buddhist,B,D,E,E,A,C,133.53868424811947,-20.316162319146784,43.66692171290062,D,0
Christian,C,E,D,E,B,E,-103.97620768125424,128.62932194859,-93.52687738825831,C,0
Jewish,E,E,D,C,A,B,105.74523507354618,86.10521737790803,-106.96792358089749,C,1
Jewish,D,C,B,E,A,D,-159.03617062873943,19.848951612524584,12.120769602520717,D,0
Hindu,A,D,C,A,C,B,44.76187912595921,135.18445927585816,-139.29685619693288,B,0
Christian,B,E,C,C,E,B,-126.59131592038977,76.75012919926432,-11.192226884846287,B,1
Muslim,D,A,B,D,E,C,-11.658242763285353,-140.68888651110208,-39.822699543884774,C,1
Hindu,B,A,A,A,A,C,44.28294814037469,264.52444945596665,-52.036628638308294,A,1
Muslim,B,C,E,A,A,D,79.90142160457063,37.60726452533427,-123.88000305770358,B,1
Other,C,E,B,E,A,E,75.81476371990118,67.88048149707438,-0.8135681471910546,C,0
Hindu,C,D,E,C,C,E,-58.324046665541104,-21.413744949157515,-120.83726007775579,B,0
None,C,D,C,C,A,E,-2.9135814150078656,-27.350862637405804,81.51076041387405,D,1
Other,B,E,C,E,D,A,60.56538634415142,76.12370115085571,-110.37488708834688,B,0
Jewish,B,C,A,E,C,B,51.5341643949225,106.81719261815132,65.59893870295362,A,0
Buddhist,E,B,C,E,A,C,-20.064932948597733,-28.05960619794265,-21.91194992465013,D,1
Hindu,D,C,B,A,C,A,-98.13973244172064,-10.928120069808177,-18.16906356220852,E,0
None,A,C,B,E,C,C,75.4599104957472,-56.580086214788594,-7.066214100868998,E,1
Buddhist,C,E,B,E,C,E,-62.149059574415446,-117.46582301953366,40.0581061201629,B,1
Hindu,D,A,D,E,B,D,110.21641330838234,-23.748976030430484,-80.53655920456963,A,0
Hindu,B,C,C,A,A,D,253.22059629984204,19.816892239370777,113.04236746015361,B,0
Other,D,C,D,E,E,E,-20.56078772538681,-156.8415167859069,-50.78308636753191,A,1
Jewish,D,B,E,C,E,A,150.3636506081056,-3.8203604600142604,-132.0296504873749,E,0
Christian,E,A,C,E,B,E,117.22849728916458,-84.89182297925463,-168.4862041569488,E,1
Jewish,B,E,E,B,B,B,-168.53910988620441,73.01385126302567,53.02103391315598,B,0
Muslim,C,B,D,B,D,B,-30.65253904004645,47.975688081396555,134.6404442344913,B,0
Buddhist,B,E,B,B,A,B,-86.55709872765108,45.78019985951908,-10.900472529808471,D,0
None,B,A,B,E,C,B,-18.21759512806452,-23.394093821882535,-161.1377190820769,D,1
Jewish,B,C,D,E,C,D,-19.19886363451783,-73.58090457196806,-102.50272572641776,B,1
Hindu,D,D,C,D,B,B,-151.72150174953126,61.233418494510005,68.52739113954861,C,1
Jewish,C,A,D,A,A,A,-61.33930739191113,-127.16525174623612,0.9226341038980226,E,1
Hindu,E,B,A,A,D,C,92.80169035511044,-113.87540578507904,-207.31731285000015,C,0
Buddhist,E,C,C,C,C,C,102.73709788466299,-74.26705203530254,18.85264995403902,D,1
Hindu,E,B,C,E,E,B,22.10050135131585,-24.145252897178228,-5.839782988172978,C,0
None,A,D,C,B,D,C,21.18079443695164,17.029927799048494,64.7828196064263,D,1
Other,D,C,C,D,C,C,34.80971219000856,-17.231276874043918,-143.23140779773556,B,0
Jewish,C,B,A,B,D,D,-66.25957053838242,168.4860555291007,98.24058145793478,D,0
Muslim,A,C,A,B,E,C,-62.331640264414176,-157.1385356013753,124.44688657875942,A,0
None,C,E,A,C,A,D,-55.89125358441365,79.00505858282291,237.62918804554306,A,1
Buddhist,E,D,D,C,A,C,-13.599643427322523,-109.0413929533534,-60.97489250722785,B,1
Other,B,A,C,D,C,B,-42.65581860608243,5.206523255651294,113.49986039631055,C,1
Hindu,B,E,D,B,E,A,4.2396189958267,35.460192392218424,-102.63665454130742,E,0
Christian,C,A,D,C,D,E,-89.97668608232186,70.97792798717086,78.28692168152307,B,1
Muslim,D,E,C,B,D,C,149.41574245959092,-34.503317136734104,-197.52357861946186,B,1
Jewish,D,B,B,B,E,E,7.3068722962627435,127.72752221679562,-58.67320934475884,E,1
Hindu,E,A,B,B,C,D,105.5092215046648,20.149945675950587,-77.97827904654888,C,0
Hindu,C,B,C,E,B,C,57.87918555754722,86.75621330753577,141.79323543691066,D,0
Buddhist,D,B,B,D,D,A,84.17311759631212,-42.654444369539426,-62.2086908695319,E,1
Hindu,D,D,A,E,A,C,-32.83045102530279,65.22397185212581,31.658648003292093,C,0
None,E,E,E,E,D,C,-174.20305163999367,-46.46489894694351,143.55783434091805,E,1
Buddhist,C,C,A,B,A,D,-65.4238766285151,121.05071501602794,-179.73230712585638,B,0
Christian,A,C,A,A,A,B,31.358537245662266,97.82042957421294,-39.885482355614705,E,0
Jewish,C,E,D,B,D,B,-9.593933732099458,-95.25648033254328,-19.64561025952208,A,0
Hindu,B,D,E,D,B,D,-190.56131909964697,-33.5712960168683,26.451728051133973,A,1
Buddhist,E,E,D,A,C,C,-173.47850084607163,87.15757986467723,3.61019735066489,D,1
Buddhist,E,A,D,A,D,D,28.489149656734476,98.52538946088637,-47.794257270380584,D,1
Jewish,B,A,E,B,C,C,-15.942518554142094,-116.398159853327,57.533810460787606,A,0
None,E,D,E,D,E,A,36.76012218987238,-14.533675006212887,80.3873697278468,E,1
Christian,B,D,C,E,C,D,0.9221492257164222,37.70141037592581,-111.86056806028415,E,0
Hindu,D,E,A,B,E,E,-5.9218001151945465,118.31723804340373,-76.22137472163126,D,0
Muslim,B,B,B,C,D,A,-73.35197868539936,-32.223707581368025,-60.5877123956873,C,0
Muslim,B,C,D,E,D,B,-127.980342288999,1.3154345061937283,-125.74282382783946,A,0
Hindu,C,A,C,D,A,E,41.454949577216155,171.85356377949154,-108.60679681600098,A,1
None,D,E,B,C,A,E,-131.60663536597352,3.137152380560905,-17.078317786741874,E,0
Buddhist,A,B,E,A,C,C,-111.14810762879463,-31.645543758246188,-34.49412757061284,A,0
Christian,D,E,E,E,C,E,-149.19789997455166,39.25425690080401,-96.30244033811454,C,1
Jewish,D,B,E,A,E,E,52.32829459114009,252.72667408913168,47.69749177370531,E,1
Muslim,A,A,D,D,C,B,71.39589593276041,38.781231269211766,-222.02176604845616,E,0
Christian,D,A,C,D,C,E,42.041106131927215,-94.58964311613892,-33.74570584007576,B,1
Hindu,E,E,D,C,C,B,38.33262179896629,65.37943286111081,-73.80425853984495,D,0
None,B,B,C,A,E,A,-140.46315719650138,-76.88661637570081,31.673052493709125,C,0
Other,B,D,C,C,B,A,-35.09579960256379,111.4168753711617,-54.50562590207849,A,1
Jewish,D,D,E,C,D,A,11.263176054881532,-151.73178336196497,-48.72774856243195,D,1
Muslim,E,E,E,E,D,D,-88.230577719569,-153.67216105509124,169.9660044337627,D,1
None,D,E,D,C,A,C,92.62680599604653,-19.297481815426405,4.810212388931189,A,0
Other,B,C,B,D,A,E,-51.54379915077184,-200.58074788219272,-27.741776001708406,D,1
Christian,B,D,A,B,D,C,-45.960953755434666,70.67941662531403,167.16288814681744,E,1
Muslim,A,C,B,C,D,E,80.81928989169371,19.862915222526485,107.5436345336775,A,0
Buddhist,C,D,C,C,D,E,-51.968746270786546,-66.2308410437482,-44.96167232680367,D,1
None,B,C,C,E,A,B,148.50318941188743,-54.225123161075174,66.7151649223465,A,1
Muslim,C,A,B,A,C,D,43.236936069713764,-202.7942069533742,-20.71208961571832,B,0
None,D,D,E,E,E,B,78.71122863375525,119.02198463570075,-77.77681816984824,C,1
Buddhist,B,B,D,D,C,A,-189.20647656724802,-44.819522159744444,39.39309617234554,D,1
Hindu,C,D,D,A,C,A,70.55450499422682,18.211722854693058,56.426649246785956,D,0
None,A,D,B,C,C,C,-77.52715042506581,-19.453172705624162,121.66033132763533,E,1
None,A,A,C,A,A,D,10.07918929065724,-16.092816570496392,-105.17251529852764,B,0
Muslim,E,D,D,A,E,D,39.78370393982489,-146.78375151610925,-73.22861309367696,D,1
Christian,B,C,D,C,D,C,83.69194034449137,-83.6108665191461,41.78334655004025,B,1
Jewish,C,A,B,A,D,D,-17.288413625483283,-123.88292628554692,-40.080689370525164,A,1
Muslim,A,D,B,E,D,E,-90.11630933141964,107.43026586437617,57.48816155197516,C,1
Buddhist,A,B,B,A,C,D,51.54102627137907,18.501656312412184,-59.79877683093478,C,0
Other,C,D,D,D,D,E,-181.73008202929734,-225.81057054648568,-17.133856984927043,C,1
Muslim,C,C,A,C,C,A,-3.144620735398345,133.35226746217575,-10.02660711201899,E,0
Christian,E,D,D,B,B,D,68.1633544374283,-61.56835931786884,29.121911299719017,E,0
Jewish,B,D,D,B,E,A,144.53894070656767,-168.8697105851592,122.0252895426772,D,0
Muslim,E,C,C,A,B,E,-41.70179425785104,35.77619685353228,58.86841020353854,A,1
None,C,B,E,E,D,B,154.59023970031717,-165.11117805298053,53.93638724922827,A,1
Jewish,D,A,C,B,E,B,-8.654997347959432,26.47390371455825,-28.441573132588,A,1
None,E,E,D,A,C,B,-136.2427640671178,44.98332176583866,-47.877118886574394,A,0
Muslim,E,A,E,B,D,B,-19.54929487042301,13.672914584590398,-107.15161542350027,B,1
None,E,B,D,E,C,B,67.70790436277487,-59.969577448531574,-11.7019314662249,D,1
Hindu,C,B,C,B,E,E,131.49662444509502,146.21871078741503,-14.802198149441939,E,1
Buddhist,C,E,D,E,C,A,-31.59393053999719,104.63200402261907,-130.31348029479574,C,0
Buddhist,D,B,D,A,D,B,-30.81266231753678,98.50971961905613,-24.275146463014977,B,1
Buddhist,C,D,B,E,A,D,-77.15114758517328,63.415040564091484,137.39344087646103,D,0
Christian,D,E,A,C,C,A,185.42422754871103,25.523996576262455,-35.74244811765709,E,1
Buddhist,B,D,D,E,B,B,-40.82156075569333,-78.77848495141555,50.201029798708284,D,1
Jewish,C,D,E,E,B,E,-267.97736513771656,133.39764022755898,83.94238672052924,B,1
Hindu,C,D,D,E,A,B,54.89137581084995,6.662173652563522,52.2391580700633,A,1
Hindu,A,D,E,D,B,C,20.620523474943113,34.20596207267534,-54.12127298073861,C,1
Other,C,B,B,E,B,B,-98.37000524651052,11.057606672880718,-113.20306441432928,D,0
Christian,A,D,B,C,A,A,19.748683356509908,-32.75055756624054,187.1167788733211,E,0
Hindu,E,A,D,B,D,B,68.10043837651553,201.33841153402372,-41.70142170146116,C,0
Other,B,C,B,E,B,B,-78.02898575589622,69.37654154351708,-7.7437419817063295,C,0
Jewish,E,B,D,B,E,D,-11.019264011956418,47.7119402336538,145.84590761318884,C,0
Jewish,E,A,A,B,E,B,-43.64179063872562,-24.113621538221242,152.18640663524982,E,0
Hindu,D,E,A,E,B,C,87.96250566995408,-227.038378623245,-32.88081986008804,B,1
Hindu,E,C,D,A,B,D,87.29802243505621,-85.66785780427267,-36.25764170180347,B,1
Muslim,A,B,E,D,E,A,7.971477877449014,115.88405549568013,58.55634791034072,A,1
None,D,A,B,C,E,E,97.70004045037649,83.52725150274394,-51.02957951894697,C,1
Buddhist,A,C,E,B,E,A,119.49322411643628,115.51184779498766,24.357500540103267,E,1
Buddhist,A,E,B,D,E,A,-75.68838531780398,-86.32846367173688,54.93908199902435,D,0
None,B,E,A,C,C,C,98.71219751026422,33.35766136995603,75.85300162279572,C,1
None,C,D,C,D,C,A,-145.925195441028,-37.75838025840311,-39.272674272093134,E,1
Other,B,C,C,C,D,A,-55.877058476126265,122.59609001818232,163.40816895086573,B,1
Jewish,A,C,C,E,C,A,114.52227416912069,102.8987446008868,218.72959502336425,A,1
Jewish,C,D,B,B,A,D,-207.19350101351526,27.387407373965367,-80.44336232116873,C,0
Jewish,C,D,D,E,C,D,-76.34918070163023,-174.40855399814387,203.13254227551795,D,0
Muslim,D,A,E,A,B,E,-80.00072015432333,135.912277028417,-91.44412448508145,C,1
Jewish,B,D,B,E,B,E,-15.837533836422624,-175.5994724412145,163.54407435766078,E,1
Other,A,A,D,E,C,C,20.9641726936241,35.48802524106016,-73.12908677615629,C,1
Hindu,A,B,E,A,D,C,-30.620114553247003,81.52937667319397,133.6416901256599,C,0
Jewish,B,A,D,B,C,B,-94.71910697165514,-39.808047581251834,34.639215066311515,B,1
None,A,A,E,E,E,E,-82.27001725120286,3.9015489371912584,143.53320513975288,B,0
None,C,C,D,E,B,A,-39.42096972760042,-42.9219469339253,20.91638349709953,C,1
Other,A,B,C,D,B,E,160.01675891989763,82.68417679006302,210.13145079488038,A,0
Muslim,E,E,B,B,D,E,-41.90432938902769,-124.32329832693947,111.2355511004912,C,0
Jewish,A,B,D,D,E,C,-85.78946066378232,-27.320978080292836,-15.543273741987724,D,0
Christian,D,A,D,B,D,D,-77.61910896287897,142.96212244992742,20.937781520251498,E,1
Buddhist,A,B,D,A,B,B,28.80589881162231,-29.23326305784742,58.24262681007626,C,1
None,B,D,A,B,E,E,-6.235224654857672,-133.12313654456395,2.5207941258627615,C,0
Christian,D,A,E,D,A,C,6.356442292349001,-43.993612984173765,20.531709575273023,D,0
Buddhist,B,E,A,A,E,C,118.92593027371585,-104.92014877570585,9.410548100534589,D,0
None,E,C,E,C,C,C,15.676222300672174,29.12613896597973,-113.21761838392337,D,1
Christian,C,C,E,E,A,B,193.7731488197824,137.48744664516116,43.681577112906275,D,0
Muslim,A,D,B,A,A,D,-65.3451842508204,16.795906557312446,-154.34131359688305,B,1
Christian,D,D,C,A,C,E,-66.79110133836272,-191.50681450799522,85.48174996482605,C,0
None,B,E,B,B,A,A,96.5174288330336,79.70600560860582,-67.44024435934878,A,1
Hindu,E,A,A,D,E,E,89.27068188973882,28.04827230474088,-53.06313395328349,A,1
Buddhist,E,D,A,B,E,B,12.585112713557084,-118.934802632369,-167.5331593642718,A,1
Other,A,D,A,A,D,B,-217.07578450118285,-73.18587977387632,-120.88874208766724,A,0
Christian,D,A,A,A,C,E,-106.2272840811385,27.648464690371853,137.83308665157142,D,0
None,B,D,E,A,E,C,-96.42856567973543,-109.59296337993132,-105.8410240424458,B,1
Christian,B,A,D,B,B,C,-132.9480365661467,-29.827249517914172,108.10426246172572,E,1
None,C,D,D,D,D,A,16.317015866327207,-148.75403635188655,-80.27411434132448,D,1
Jewish,D,A,A,E,A,B,84.58205495424419,46.12796194277688,98.03576353359121,D,1
Jewish,A,E,C,B,C,D,38.96351862817942,45.84560584329424,-55.652690969633625,C,1
Christian,B,D,D,D,B,C,163.65287782580901,-49.665674471536256,82.50604475396914,E,1
Muslim,E,D,A,E,D,C,117.43257704745031,-42.69597561159077,128.86598217909545,C,1
Hindu,C,A,E,B,D,A,-230.53744329523593,37.90980613213074,-144.15975523003488,C,0
None,B,E,C,B,A,C,-38.64247750275762,9.962326376959652,91.15752818275486,A,1
Jewish,B,B,B,E,A,E,-51.28246883358473,19.715137270861227,19.200898346692664,A,1
None,C,B,E,D,C,E,-13.896120859076284,86.75828890396504,-50.45557259475481,C,0
Christian,A,B,D,E,C,D,21.147250021761046,139.64115919644408,2.4469380097844633,D,1
Christian,A,C,E,E,E,D,-47.54742619952375,111.32091844021458,-17.643610271508628,B,1
Jewish,B,B,E,B,D,E,60.28158793232045,-9.520410046368672,-32.202329196015675,C,1
Muslim,D,B,C,B,C,B,-52.96654671488922,119.20266760981202,76.52543590867576,C,0
None,B,D,D,A,D,A,37.702800520261704,-101.01789267456995,107.69085948643915,A,1
None,E,B,C,D,B,E,59.65809834032565,12.824549315496098,-71.55819439769552,A,0
Buddhist,E,D,B,C,D,C,-64.58956338136315,100.08137319414428,-11.363193283778813,C,1
Buddhist,A,D,B,B,D,A,-170.7382936842367,112.64213179176788,-143.76663968214757,D,0
Christian,D,A,D,E,C,B,-5.569487688779031,-57.38035260770866,-92.27286412988951,B,0
Christian,C,C,C,C,A,B,123.39366529704803,-55.29514999036193,-27.178539129216055,D,0
Jewish,B,E,A,D,C,C,57.16459062257285,149.22160711279918,-123.8773144412738,B,1
Jewish,B,E,A,D,A,D,-66.56573516510474,219.9528189324266,126.31329494921644,B,1
Other,E,B,B,B,A,C,-130.60320763997458,26.592871697698385,141.6623930468851,C,1
Muslim,B,A,A,D,C,A,164.34609892089014,-225.6083075764145,-48.66803499317922,C,1
Jewish,E,B,B,B,B,D,-149.24475364011408,2.9109854017878205,7.63426394420339,D,0
Jewish,B,C,A,A,A,C,-148.63872798002106,-126.3817357059757,76.73139457126832,A,1
Buddhist,E,D,A,C,D,E,93.4142197082907,190.9250192916015,-52.51106540026635,D,0
Muslim,A,D,D,C,D,E,-89.34839093734602,35.963371192870966,198.4518263520139,A,0
Muslim,E,C,B,E,D,B,223.58289464701696,-145.72084041359196,52.29881513481494,E,0
Hindu,C,A,C,A,D,C,5.755829380236191,93.95312463513943,53.90608285924069,C,1
Muslim,E,E,B,C,B,A,38.95370679224719,137.7151752326043,-159.9319074331238,C,0
Other,C,B,C,D,E,A,-40.82815165645499,14.857511842183047,97.57172436148956,B,1
Christian,C,C,B,E,D,E,-181.85359110967752,12.73468187966092,43.313709179969145,D,1
Jewish,D,B,A,B,B,D,-39.63341525979392,17.421945742399373,-54.47364429855824,E,0
Buddhist,C,A,B,C,D,E,63.1839319548635,81.34993808041465,-56.37332790869698,E,0
Muslim,B,A,B,D,E,B,31.761310191372438,44.69118067221454,-0.48884296970024493,E,0
Jewish,E,E,B,B,B,B,89.26762811362421,-39.40145175461086,49.904802570912686,D,1
Hindu,A,B,D,B,C,E,-18.214877984294105,-4.959933469080848,88.32377551056528,E,1
None,B,C,A,B,C,D,82.63722147883438,-38.88374759865751,-128.97906641457436,B,1
Muslim,C,C,B,E,E,E,21.366213151021174,-29.046242719693886,-130.4309418721763,C,1
Christian,D,E,C,D,A,E,-239.38097979230486,87.88910606902499,-104.95813406716665,D,1
Hindu,D,E,D,D,B,D,66.28217859051878,-43.402663457641026,-277.09115839450527,C,0
Christian,C,C,B,D,D,D,-48.702921520013,40.11339201933914,42.07650168664699,B,1
Jewish,D,E,E,B,C,C,89.17257844155351,5.952382219465431,98.41241473437677,C,1
Christian,B,D,B,B,B,E,-52.556714422399075,42.52768339892139,-107.85886344110605,B,0
Jewish,B,E,A,E,D,D,73.0428390795251,138.01013192190564,-40.21320537833651,E,1
Christian,E,D,B,B,C,C,-143.78226587233425,94.56795251163571,-181.3440930456405,E,0
Muslim,A,E,E,B,D,E,-23.68054323607031,56.54519491687883,-31.64635645608599,B,1
Buddhist,C,A,A,C,D,D,18.66414084094759,53.562842242902384,207.39017565530384,C,1
Christian,C,C,D,A,A,B,174.82542691341945,-51.729411890499954,-1.6352078791697218,C,0
Other,D,B,B,C,C,A,-13.599866725660961,-173.91900626108722,93.03915048076644,E,1
Jewish,C,C,E,A,C,C,-95.7836026928194,-42.628826362214284,-42.620451199557614,D,0
Christian,A,D,C,B,A,D,-100.59395299260218,-182.75125509581775,-83.1298044178858,C,0
Jewish,D,D,C,A,C,D,106.10442880861322,114.86952782357776,-200.5648918108411,B,0
Buddhist,E,D,B,A,E,A,-116.0951405821763,-167.89375418394647,89.4658808995206,B,1
Buddhist,A,E,C,B,E,A,32.71118477607494,-158.82761888430613,-115.16388625831833,D,1
Other,A,E,C,B,C,C,-30.104861570020443,-158.56027465733348,25.53440358230369,C,0
Christian,C,C,E,E,B,A,-49.03337301578337,36.46271668715868,39.11676380158007,C,1
Jewish,A,D,D,E,C,C,12.275507460631005,-237.10239571966798,1.642674689755839,C,1
None,C,A,E,B,D,B,2.4671228312451414,84.00557039566836,71.685249502174,A,0
Buddhist,C,B,A,A,C,D,90.70507886021008,75.07502694291246,28.89391087844927,C,1
Jewish,C,C,E,B,D,D,9.74453102221153,110.59374176069441,-156.35889522149748,B,0
None,C,D,D,E,A,A,-82.25861659187832,19.079245526538564,-95.51272399977577,D,1
Christian,E,D,A,B,D,C,-14.69728689325757,161.46936960420913,-47.6672409793711,D,1
Buddhist,E,A,E,B,B,B,49.062318910056376,-8.369651285428962,187.45360388401477,A,0
Muslim,C,D,C,C,B,E,46.32283240115184,57.016378225677954,-182.19632751162288,A,0
Muslim,E,A,E,D,B,C,32.01956517448671,-29.29098070880891,31.410738827440166,B,1
Buddhist,E,E,A,B,A,C,-38.546548792202486,153.841577486509,-130.1964582362088,C,1
Jewish,C,C,B,D,A,D,-84.68418051427508,17.402338035791708,-220.25890791744115,C,0
Other,A,E,C,B,C,D,-35.235750974030665,8.406611919942174,-150.84146272235535,D,1
Buddhist,C,A,C,B,A,B,42.03074630366797,-156.02346290242576,93.68897677724041,B,0
Buddhist,C,B,D,D,D,B,105.79390301474243,21.311103879662323,64.16926866725123,D,1
Hindu,E,D,E,D,E,E,99.15122993485645,3.704185650117587,103.3093537539598,D,1
None,A,D,E,A,A,E,7.860615427679972,120.2602971808365,-5.165014296773816,A,1
Buddhist,B,D,E,C,D,D,-155.47871373233818,-147.85110885813958,91.91801645929124,B,1
Other,D,A,D,B,B,B,143.82635135067778,106.55325984651867,193.7010992572922,C,1
Hindu,A,B,C,E,B,D,-114.94517642326339,-187.34452612239923,-117.30258363768166,A,1
None,D,B,E,C,A,E,-5.995572034748265,-87.73120950478163,-77.2557553390492,B,0
Christian,C,B,B,D,A,C,118.31192259328472,-2.1166817752254294,-100.40754661386124,B,1
None,C,E,A,B,D,B,89.90183693533137,-34.91822612731966,-67.79592123406076,A,0
None,B,E,A,A,C,E,-86.19777833468711,112.85087776696983,-85.79600876558364,E,0
Other,C,B,D,D,B,D,-88.06993181409217,-70.10150846297353,-6.440015184165679,B,0
Other,C,C,E,A,D,D,-126.06001450409421,163.69480030690644,113.54316097065265,C,1
Christian,E,B,A,D,A,C,-189.2999734524717,-108.69875719175978,107.75623156108367,D,1
Christian,D,E,C,D,C,A,33.65224121526762,-34.656702840262014,140.8134137843654,D,1
Jewish,B,A,A,E,D,D,118.22570076770988,95.76982489102909,-44.91040463706729,C,1
Muslim,E,B,E,A,D,A,-82.85848487470201,-121.93712207432858,59.2081059634389,D,1
Muslim,C,D,B,D,B,B,-24.539917924135267,78.49505226728202,-21.725561321769447,A,1
None,C,E,A,B,B,E,57.07871696906407,-82.90688042811783,-20.247942796214392,E,1
None,E,B,D,B,E,E,109.4184151402351,-98.07536328433677,-81.43053278151291,E,1
Jewish,E,C,E,D,D,A,123.54347937046875,118.43820666743679,-39.709995653726345,E,0
Muslim,C,B,E,D,D,B,-27.893425145974305,-118.223206659731,192.51616650652102,D,0
Hindu,D,D,E,A,D,E,-78.04615027544611,40.83367973714861,8.395818926388404,B,0
