AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
26-35,114.07209552684101,22.59185175795409,B,-128.97309988784443,-136.83433266368405,131.9483061892454,27.896912646510902,-69.24663865064537,-83.43464895958046,D,D,E,C,1
51-65,-59.569840076856984,-102.30275496460968,A,-74.81781570158881,12.505209410600571,-49.10717934537261,-263.9940368910276,-201.77359243909092,-65.9386251009887,C,C,B,B,0
26-35,17.185641910256518,63.52194976793618,D,212.5627256822622,-78.34298296176885,17.77000967006475,-82.31246871194014,-134.17697978443422,-23.301146527371365,C,C,C,E,0
18-25,5.507438960640097,-89.5842999427463,D,-65.22300310582627,-38.266394594780564,80.50488986110997,-13.994160594077407,-48.2503390109022,-35.324478364681234,B,D,C,C,0
26-35,106.06695180369489,-6.736110216123374,C,93.95802901450556,5.206752534678673,168.0075685367688,106.98669767262135,28.795582692530964,151.45164894118707,E,C,C,D,1
26-35,-122.25448266004166,-54.40307406394644,D,-29.47067979467138,35.49720026719257,-6.14212251573106,63.31332346884431,8.234434268389013,-4.205477033654441,E,C,A,D,0
36-50,3.692978441909772,-26.91991313410917,D,-40.94110727162129,-44.57161196533907,-81.89823753256043,-20.774935450655672,-1.6252910380215158,77.87064851412482,C,B,C,B,1
65+,-50.1924403468057,61.13172663741404,E,139.9247146031279,-113.42731510265492,-75.7015570649004,137.35835291022127,-177.59628008373235,-38.75706583184705,A,C,E,D,0
18-25,-7.305590080238848,23.470882735158323,B,129.80052255880284,-88.51274118033741,-208.22352340309834,-34.94460815314341,-172.79566003105552,-30.459399067576303,A,C,A,D,0
18-25,7.520047205693558,128.63192223549825,D,-26.347315827567954,-123.4298988292652,17.075374670201548,-8.235935775109825,-31.581557070157658,-152.01367238352697,C,B,A,B,1
18-25,-99.11628806046218,6.5679711287424,A,-9.0015434134212,-36.740203034357336,-80.59166484976608,-141.94440838524582,41.34450725338398,-104.0708206092984,C,A,B,C,0
36-50,48.661658921237425,91.35359560358377,C,-43.735126441899865,-33.89351143861747,-150.37639583960964,76.93052081793547,164.1510636664132,-91.1653750988547,B,C,B,C,0
51-65,59.82253169417101,31.309319537629737,C,8.50115122769234,160.82076524414987,0.17383544171143667,-6.01610166341267,-166.41120065697191,-39.8167372039816,C,C,A,A,1
65+,91.33672041765986,-24.243124181688653,D,84.396862016034,221.40948513526033,-23.526722057290918,-42.226073731726004,75.8172690508441,63.35643409073571,D,B,C,C,0
26-35,-73.42356198133844,53.5137687565759,E,-58.54417669119801,52.28465804737829,51.42512029605315,-163.83723063560862,169.04262011970735,-39.80661050804328,C,A,A,A,0
26-35,18.28785670258849,-90.0349733216712,B,17.094518283251027,18.69299460548066,-60.968796543372385,59.285683299611016,-67.8121512745238,66.13753519411424,C,D,D,B,0
51-65,-6.478613987648346,36.47958652443784,C,161.9979870814384,-84.12481924562022,66.53477676089442,-159.48103990057828,60.80589819466342,-35.57253151169484,C,D,C,B,0
18-25,12.604485466471088,54.77484287625345,A,21.64726688399658,38.24339704098189,31.48680801107045,76.0318926100848,-3.035817857923909,131.65161235205,E,A,C,A,0
18-25,184.8070025612788,-37.04774167412181,A,129.1798495566075,-207.8627077032055,21.653907646495323,-5.534717911541886,-34.38927662826515,-85.7518586927041,D,B,C,B,0
51-65,152.91495503692224,135.47109657820937,D,39.89156174000384,-60.58353760907852,34.89792645813294,152.05964991623668,-116.21885964526312,-9.787425815264449,D,B,A,E,1
65+,-114.59574477078922,-77.23632188160454,E,77.30721596244425,213.7892988485672,31.91704570954238,51.17480198341634,42.879362460309515,-13.782670527424527,C,B,C,C,0
18-25,98.59634357124924,33.29563557930248,A,73.91292801978085,15.043113296270164,-92.5508794546886,-48.39822928476604,32.038081194809585,43.95423647449825,D,E,A,D,0
36-50,77.48496940623784,-90.34856230680859,E,21.3089681598029,52.09907947950278,-72.26619207081416,-47.82219976950106,-9.866017855653855,6.4890773500189365,D,C,B,B,0
51-65,48.68577266258014,10.972613417368509,D,14.266567946582429,68.32838152036567,109.13335692326704,-101.38698026941452,20.649824530500137,-78.59035868254007,D,B,A,A,0
65+,-93.05429606592375,-41.459416936925855,A,-75.42748657410537,-94.38743735389966,55.5825074920011,-107.56637824911431,69.42751737410504,-153.67784988344948,D,B,A,E,1
18-25,-50.3887992099101,29.37515329722991,C,10.085242271361253,87.62713273913619,-86.39693192412024,36.65724447258128,-109.00991246811023,-82.76519814105023,D,B,D,E,0
18-25,57.118247285233934,-58.83039262292928,B,-82.37727874245195,-50.65631350635302,57.22286605067319,-11.369249212175992,-38.812689154661435,46.228968496457256,C,B,E,C,0
18-25,-164.8368314650118,234.74488990905346,A,28.123345727793513,120.65232176138576,-23.10523089462818,16.83351760085202,-0.808892415800652,-84.62789608862789,C,A,B,C,1
65+,71.4129185052791,-108.90211959025005,A,-92.5034781353585,-180.0180788814428,73.68095442608963,-197.37065748641896,-130.40074345618345,-38.21747551536615,B,B,D,D,0
18-25,-7.890302605690069,24.262071582987037,E,-222.4672484083571,-28.148532222452783,29.03760394953122,-55.7593075965782,-109.83487114647248,80.09640527377447,D,C,D,C,1
65+,-20.025827818587445,133.86301031654207,A,-111.46342133096977,-17.345292663678677,-301.7041667404794,89.08296353320206,-95.34437459677194,40.53312370378232,C,A,E,C,1
51-65,47.67243085232124,-25.117709084748128,E,55.64908455393132,-16.688873931480103,-36.815660790501326,-163.8483135404276,-33.10911165301768,-28.94565634100214,B,D,A,C,1
18-25,-48.64849649932991,-87.18533839154688,D,73.24853117333625,-88.48829928908214,-49.56046543860956,-138.7638230128956,-67.04506142484894,-167.02093742976007,B,B,C,A,0
18-25,157.33279314784926,-58.29985279146388,A,-81.67455447938885,-2.4671991232186588,84.99592668430003,-112.71983544328363,-46.58197965167054,27.734797769406512,B,A,D,D,0
65+,0.7509226355961941,-108.47130842781513,D,103.130409063389,53.09272065177316,-86.66017213931914,7.391343831311807,-81.68262214354006,55.36601291106975,D,D,C,E,0
36-50,82.55633943173144,-124.19424027720551,D,-143.73067708603872,125.89613752586885,1.010260072345682,46.37386221368978,20.084128598777554,110.25121837420666,A,C,B,A,1
18-25,38.519083502422845,-15.762938756004363,C,-43.28082341457435,107.6507639061691,-128.98099457817017,67.23499573852068,-32.65073605461594,-4.383449175848908,B,E,A,A,0
51-65,155.94743525838132,20.82868764248725,D,-44.61452583602717,26.05887600070837,122.67681747205428,-1.6028868589499752,-24.836981797005073,-90.50482902901368,E,B,E,E,1
65+,-57.113683349842624,136.71201647490537,E,-92.43793993837355,55.75136727261081,101.42410636496521,32.57300922394911,-84.67399287456556,202.4747920046185,E,C,C,A,0
65+,-155.81202512045115,115.39116875766749,C,-83.37722542371931,-20.952202067620227,35.59550125832829,99.90202580873179,-85.52079995320611,140.46172056732865,E,A,A,A,0
65+,-235.29603622639286,219.67846795010448,E,-113.11829628885455,-192.58353290869226,-127.01713094167009,-168.17009163246004,28.316752013033685,33.7529980324929,A,B,D,C,1
51-65,153.6173480463377,21.136301965475077,B,73.06454018887082,110.6098980323984,-170.99135552415353,-39.036677295856784,128.4743281483142,62.28178476902744,E,C,D,A,1
51-65,134.00459771183435,13.3491550859661,D,15.42657063653616,-109.57085715619787,116.50160709528193,-47.496919992771225,-56.83301023833863,-39.80473420068303,C,C,C,B,1
36-50,201.2083650617679,-45.030262633915214,D,24.864486418750147,-8.978604800440442,9.812930379661053,-136.7275858726712,171.07109110412156,-8.518240378526718,A,C,D,E,0
65+,-19.621961713245867,-6.465608464530936,E,60.19424237591869,119.22530960289339,66.36966615049893,-56.44934202902656,155.14046457184304,20.463721852120432,E,A,A,A,0
65+,-146.57890952116165,-162.20325334677594,C,-269.4732245419004,87.35186258312166,18.337652852864906,-1.1478429149351643,51.9537027316762,37.63986535902754,D,E,D,B,0
51-65,-68.42068811812923,26.056367538934524,C,32.289892370487145,103.1291936481473,176.5268341401291,75.9164974027051,86.24479186629743,-34.671645315996706,D,C,E,B,0
18-25,111.42851685393697,-46.83785672415136,E,-17.745926011044606,-54.567126811499264,30.70976436896911,-96.1506898788813,80.41713284411397,42.28928424540926,E,C,D,E,0
51-65,43.207878207614996,-185.98252889667023,E,-131.88971953111323,109.83247707648125,-12.475981744741555,-61.58784692351542,74.65721146069222,-56.07913693379446,B,C,C,D,1
51-65,-192.1452206282203,-12.373422095360393,B,-25.277951558963867,-215.96593580818063,-45.596233743654615,-8.05914160332642,-113.42677859432537,-182.49903061536543,A,C,D,D,0
36-50,-112.32879601950212,-42.04992307362424,A,-134.539232158804,86.22725120711442,36.57751954956833,-26.345790437288603,-151.87369132733855,29.524574106454388,C,D,C,D,0
18-25,184.7932409178328,-132.37248313791815,C,90.44388988185652,-28.620709720439386,57.11874758163683,53.93477375350629,-207.00489003546085,-98.17513254918751,B,C,C,D,0
51-65,-21.112672871401617,-113.74949232921061,E,188.71101843626369,-81.04099300977062,-43.48529361089927,-110.24086693955005,-44.08381415938557,120.20100605754516,E,D,E,B,1
65+,-19.37762270624272,53.24021234358275,D,-8.843827678034886,1.272349335917966,61.309819837331084,35.99724921016102,128.0777641117561,29.443987603261174,D,D,E,A,0
65+,25.166083925378373,120.14402982922476,C,-26.0156277426389,20.240853532874954,-177.8975325765417,6.7187885919119745,90.73977551554839,-40.19440390466668,E,E,A,B,0
65+,-40.959768712981855,74.72512097338875,A,12.82610880255477,-8.039262406166037,53.28236736496484,112.50618757486737,-120.56742754286103,-67.39259956721199,E,B,B,E,0
65+,-68.73591093209967,145.47770342331486,B,83.53326269070962,-133.7137212145823,-0.4471857855976818,129.10750016301625,21.56962188862336,-36.6020124901228,A,B,D,E,1
65+,-27.449833461234483,-216.85862898714717,E,-214.01075755867672,-70.87069497514261,-125.76834528811543,77.04540743758187,94.89533408535623,116.47844342039728,B,B,B,C,1
26-35,-43.50730545592673,181.5996677401514,A,268.16107171580563,66.22821120877353,92.02150403185098,-59.20487546324213,-184.9130822055719,-217.04408059825647,A,A,D,C,1
51-65,52.627598080804574,-13.195455743049637,E,114.76320587362927,-52.26171529601202,-5.486388872277574,138.65136845606528,-69.46991397605075,-2.59655336347611,A,D,A,E,1
26-35,100.02938903245074,85.61354158149788,D,23.250723371560092,123.69073420670686,-57.91249820066003,45.12446441291665,190.39451401872904,113.88421987668363,B,B,B,B,0
18-25,-89.7825682099212,-119.27800310850188,B,194.817705133442,170.2953055290734,57.12102430216278,60.6645446785573,88.57767323274341,-23.521216962423892,E,D,B,A,0
18-25,124.87297143378207,120.76917780139588,D,56.85915001259407,-238.55619525427153,91.77942889281948,-19.776996310772585,8.17099063794098,192.6714995542913,C,D,A,B,0
18-25,-57.645877096027476,126.7484843350205,C,-127.90884001349177,-79.58371895220267,41.96050710436571,-40.26400913076174,178.79337019258708,-87.68052563995782,C,C,D,D,0
65+,97.5372030490563,94.09664729665963,A,242.61659220841295,-17.645207755772603,-93.00056321950689,30.207848714778653,34.23561741829887,-171.79908016023407,C,A,D,D,0
18-25,-40.09787376254184,77.68777686077625,C,197.32524222170454,-63.94527828340277,55.87476179583993,54.10000255168587,53.95557111389972,-60.148001771590145,C,E,B,E,0
51-65,-97.63700047985763,41.93894840753415,E,78.7584367443566,90.93547783468762,-5.091573724494044,-1.4790029272275909,-142.36673327948233,17.72233310011474,B,B,A,D,1
26-35,138.85908609546385,-20.458368171944095,A,48.31743140361294,-6.9660559779378755,-230.57805781843769,-236.62010996118883,-175.77566387363672,-15.555267241329782,D,D,A,D,1
26-35,-110.70149971066803,72.0247889577283,D,-40.97855464071539,-1.9886627930061573,71.36338953437996,-33.8098189002462,-5.3250308447858075,-37.4648954998586,E,E,D,E,0
65+,97.6323897196249,-147.59624701844737,D,49.43554183832168,-63.02155860941531,16.687175351396796,-21.086610825163316,104.91223128234984,6.137683243168665,D,B,C,B,0
36-50,68.9114328758489,10.794619621271776,B,-89.13980203369859,-38.78533501066727,50.26496788297573,14.78089729757115,-114.36589950726889,49.5504911740634,A,D,D,B,1
26-35,-48.740554484740656,-73.96124364906667,B,52.997600411363166,76.08367705551726,60.01429896733067,76.78395091178731,-14.600823078040886,-183.93925900289386,C,C,C,C,1
26-35,148.37328988127516,-107.56913084272097,E,-102.253260772841,-134.25398242890068,43.52015806134014,60.07747378447702,-141.92993286466805,93.8816155464634,B,E,E,B,0
18-25,-6.454067216492229,94.3656268272833,D,34.94655870514292,92.69974411640885,-129.78627978572172,222.69375006214003,33.07220428208926,47.041549043682856,E,E,B,C,0
51-65,-108.54394799405812,-90.96428577718186,D,-37.221406700574455,3.746423826125364,45.415085836876216,-30.815914072476115,101.1468099926594,25.564387409021748,E,E,E,E,0
36-50,-35.177500038411644,-123.85077327098641,E,30.183158580458226,73.8485668830184,72.900609025918,-94.14087171865633,-2.6332442719429325,-121.61657521214748,B,B,D,E,1
36-50,39.34251758979983,-78.84191858860216,E,51.7695507971182,-108.90037605289903,-159.82879145377734,-134.92835139730173,-80.67577184844575,-82.64557951757125,D,D,E,E,0
36-50,8.084522599937397,-34.06109643779451,A,-100.78641150511795,84.45730101962958,131.83339519345466,-133.37631347984146,-45.3793012817901,16.717589018915554,B,D,A,A,0
65+,-54.40745287029895,174.7715747151068,B,-120.92708823314796,-11.95446220147414,-120.85878459288384,-142.17933075163256,119.82885235255046,-29.44291867194456,E,D,E,E,1
65+,-51.99411596503546,-110.54524917983474,B,-109.87336930808426,-72.88113187986508,57.0788761255529,65.79238389813166,-30.35224631327581,-147.88403383297194,E,B,E,B,1
18-25,-90.88152907163743,75.63359390231736,D,162.74410359326612,25.67249204869358,-121.92332302213612,-11.604652693427306,-107.82225647052226,-124.8792022843886,D,A,E,C,0
65+,-240.31583632200991,41.44620621781017,B,-4.35040526127943,-11.469034809239966,-70.41284932365507,50.99848815055871,-6.580558503494603,36.48202482122356,A,A,C,E,0
51-65,-15.585809473204993,125.98280877741443,C,-29.815810227455792,22.07951932306526,-33.64882113330518,2.2075267965975676,46.5857231041102,-152.5164125484677,D,A,B,A,1
18-25,129.24574710940857,-61.26178012054595,D,93.27348778909867,65.7213677528933,34.410334925830774,13.69778450596135,-24.819608607610093,82.23312430903937,D,D,A,C,1
51-65,42.030830996065056,32.73737444462992,A,-96.92130380731983,106.79865289119218,8.550221428807419,1.426969009370811,55.752407261458615,-1.8274312045191972,E,E,E,B,1
18-25,-207.47494184136227,-16.808592769055544,D,-0.9915267509507936,-4.582092011653538,130.27735080706137,4.767225085934576,-61.600194744921566,-165.1392222541804,B,D,C,D,0
36-50,-154.7921509436612,-106.05797997974156,A,30.592662236590147,-21.18142668407379,195.27821931762224,-1.9130340269458403,-164.84010676758558,-89.55260021964884,D,B,D,A,1
26-35,-65.43076700576127,10.959628945970124,A,-84.99388918992528,-103.85520130015125,-205.65641606320844,90.0306137102906,30.866798064799323,-49.437984706864455,B,E,C,A,0
36-50,11.31823533297562,73.58289744616366,D,150.74840201498668,48.3819982192608,-158.16211318035266,-138.93615093190954,-26.98179042312742,-295.6549939453738,B,E,D,D,1
51-65,-114.34529668231612,147.60363511374447,D,13.963431031760798,88.85984430381826,-100.98038833442551,40.382188360273766,-56.283680639493205,112.80820983202086,A,D,A,C,0
51-65,169.49787498932466,142.5148712423272,D,126.50827933417044,-227.80983320462997,-50.97067100488118,71.13733211374306,-49.676817214857856,192.20827084916715,C,B,B,D,0
26-35,-69.16102612018484,-130.7061550344668,E,-1.2523820954309541,136.2497658187357,56.9795188054692,-121.09287685776789,-88.04748081459897,21.073124136336467,C,D,E,B,0
26-35,-78.88597188620774,-73.0492276514771,D,104.35972600802263,57.55404461700589,16.076928233614282,-77.5646601325103,-26.121625372832902,-47.39367680428035,D,A,B,E,1
26-35,-130.86046096834107,5.992730531901096,E,-135.52859244046326,-251.8505871896479,-64.36584510077277,-119.96206115816621,-82.86594028799841,9.238992477964503,E,E,E,B,1
51-65,77.0121191311247,-51.454799649081494,D,-73.34089392751967,-32.25329016495124,154.71945899182003,9.25057844475582,-27.573573512971684,-197.89065151734516,D,C,D,B,0
36-50,220.74020475554218,40.1859583602261,A,21.682338381227208,160.8965529083847,54.68763637142378,-166.82948254182926,2.3230282659386456,-59.26918434260061,A,C,B,C,0
51-65,-60.06233942936766,11.741177124671069,B,-39.532648757367795,74.68962222612971,8.75273567581239,-70.67344331395552,44.31963607221295,153.38214504669668,D,A,B,B,0
51-65,149.61217060479137,-9.950774644161388,B,99.95150734140704,-4.543343284590796,-89.46574998615326,14.73303275590908,145.66812108775545,-95.20089439060307,C,A,B,E,1
51-65,-53.010642041233766,239.3751582174313,A,109.62453996507666,36.76415706445603,-153.9458645235889,-98.338877896863,-30.77610265091652,75.94837499344699,E,D,B,B,1
51-65,-126.9066543800399,-172.88596542526307,D,111.55545549106182,-65.92277726939032,-5.623178451987028,-40.54295423997479,46.26076591582398,94.8837286584428,A,D,C,A,1
36-50,7.972019291381796,33.886400915653155,B,35.50918148027046,69.6844629981034,16.2785967795074,25.488335447029854,-78.96099339985679,18.389905124510108,E,E,C,D,1
18-25,146.68469839497402,37.50714529447474,C,-109.69367852188765,102.22250838311638,23.072435089142882,-195.12094397121254,10.969557949139794,232.93114260850606,D,C,B,D,1
36-50,-57.64373189042033,-23.345564567883734,A,-42.86175563690972,2.9276042709975103,4.666485349870625,-56.38537307848785,66.84332286433667,114.10829743795439,C,A,E,A,0
65+,188.99947764485043,-85.78280768593186,B,-18.623043090479868,112.37653222417308,161.9375945060341,-4.6599495591411,-48.88975668054991,-221.95407336671354,E,B,E,B,0
18-25,155.552569728665,-6.891051769920016,A,83.47778323580471,33.692540795292274,183.13623309057868,36.76413728683666,26.36338688765055,165.54779522160743,C,B,B,E,0
51-65,-162.18535862020238,22.311317156908327,C,42.25672168484565,-113.72586100265183,-88.06700817712986,-15.696287093364303,-56.83044523371888,-35.744610134528834,B,E,C,D,0
36-50,-46.411308348900974,62.76821305086434,D,20.157610590832697,73.89290793302524,19.184220373682482,80.94617276273367,-21.311879807987864,5.150849199754659,E,C,C,C,1
51-65,-262.41569581994696,126.36374558900827,D,-26.596847762699323,80.62371141832286,-27.03846055238347,-187.24589235703067,-68.94328996346232,-46.93051735352107,D,B,A,A,1
51-65,52.57458445769807,47.901213703735365,B,87.58156215964509,-26.51997028722971,100.65246042785823,-28.318754938979424,-144.39532940625014,196.8789086171898,D,C,A,B,1
26-35,-204.68310193932848,15.533560090515897,A,-8.673071981691447,-164.04985360183358,60.14492521374636,163.74333486835383,-28.95317877031593,61.576297469014385,E,E,A,B,1
18-25,-151.56691050693462,-54.18929459515579,A,-173.4334438229762,-187.43819485732632,87.59015099962528,107.65071150747396,79.15469130473319,212.22736701997772,E,C,A,B,0
65+,-50.25572240045748,199.6811905894563,E,42.17659388175554,88.48592008846695,-33.73609127014971,-10.110772040924441,19.016250811554805,-16.3591766665843,A,D,E,B,0
36-50,38.34752022027622,50.453484794520605,A,56.29516874332451,-16.4888597421096,-148.26637122197295,80.58427831575263,-12.740740162608724,-90.69036184583942,A,C,A,E,0
18-25,22.852498845612903,15.094863346785015,C,-21.433466073285697,-131.05233693509138,24.38508516316242,3.6701566148348927,47.68832622619175,56.26837351126608,B,C,D,E,1
65+,27.702584383282673,-97.92917776146346,B,-44.7578297064528,-47.50189270050184,-117.91143584501226,-16.919364547733203,94.54004187356803,140.37942998509888,B,B,D,B,0
65+,99.23971726617914,68.68039514624282,A,112.10952573628748,15.892166851451078,-236.08767431340166,113.32957434774073,-17.626214258834768,-137.9242784813807,C,A,B,C,0
65+,-160.81887428399557,42.87041913584234,E,181.47690376612957,96.38391485299286,8.821690322029255,88.19470486809719,132.38535300841633,9.559817564712011,B,E,A,D,0
51-65,-186.60826378750374,146.36257758939817,A,-11.953753838987673,-126.69071267316427,78.52025462948818,10.926611828404669,-98.515270006633,-101.00807318192955,C,A,C,A,0
36-50,-73.17493823660904,-198.99926389552977,C,96.18922577198688,313.32611639110183,-213.3291663590126,103.98120284056256,-34.54026670294279,24.02688972786333,D,E,B,A,1
18-25,43.824936134245576,-177.75392435788376,C,103.42373008495778,37.370269365804305,82.37520076982793,106.14812422906095,-48.18390360094574,-136.58849983637862,D,D,B,C,1
65+,126.49658912617821,-75.58121263380855,D,3.0375714117997563,-62.229060235842624,15.000285172389427,-66.9303609404066,56.460453971010516,-220.7622163731099,B,B,A,C,0
26-35,86.96259541597752,-32.32261952958122,A,-306.7085402791958,146.28626530950606,47.660891625561305,-5.923476047555314,-154.78523552551238,-12.754424831223718,B,B,D,D,1
51-65,-49.39908879989519,-108.47165076867327,C,-69.06862454744274,-11.24236812846853,143.5087968555531,15.766454480207834,-2.131564831404881,-67.6221333570095,C,B,A,B,0
26-35,64.23321979814077,115.77431079484629,E,-123.8205528023097,13.062257403672348,-54.3198032625017,-127.51316824056849,195.22078842202407,4.382924350198186,B,E,D,C,0
18-25,-22.533796527843233,1.0719405059493994,C,56.25913585329857,62.256890120903265,-113.0550677333553,-32.41033028766855,-24.76494574549231,-133.78973553708252,B,E,A,C,1
51-65,-120.6448595015291,22.708423781963567,A,73.76752457451185,11.635078649822283,-168.7812637909238,214.45887415463324,-159.14694368862598,1.5294834879484596,A,B,E,C,0
65+,-2.4808205364856644,-9.24822970841174,D,-36.68746621414585,-216.10764256397772,-55.08602914388675,49.32234403611186,115.79780852185861,25.096195389148964,D,A,B,C,1
51-65,9.722364002218361,-108.42302358615783,B,2.1010809471343,-38.72231676825908,-64.9137153724147,7.369126712370265,-64.24642888797865,67.39334167943366,A,D,A,D,1
51-65,70.43526936581527,30.647230722998465,B,13.128201145455245,-123.38275566578542,-57.41446340870595,-19.140849858481808,-48.075000474895575,3.6848112306241187,C,D,D,D,0
26-35,-89.89722046095038,-10.770963063004395,B,163.54603038481338,76.93632902115284,53.11485887460323,56.30892392774724,90.17341613252276,-232.68443951309686,C,A,E,C,1
26-35,-15.051350332255081,135.8195287411961,E,-6.215298208687393,27.801530880275994,44.869649880433926,-114.58155576922076,67.7208725963251,-122.48983122882646,C,B,A,C,0
18-25,-191.114035112861,66.29481057183891,E,31.444053735885685,-84.20946941519288,62.71336080971439,-49.70104944096045,114.84082696394269,-24.812273187987348,A,E,D,B,0
51-65,-163.07638136052682,80.16826634344778,A,69.3258238016013,-8.272041380399006,-8.106166960381254,-226.15805452226772,41.17003254119058,-2.0623532585939732,A,B,E,A,1
26-35,-175.04892527057018,-12.586876321482249,B,151.5018861354742,74.97618434213967,64.58456957575265,47.958764948895336,80.16585165437431,-12.85562290573819,E,B,B,B,1
51-65,-59.59269904115702,-0.47885584684646587,E,-48.62705850367723,198.91624906940146,-44.17111511594135,52.471203512217514,-76.24804595112671,31.607001010326634,A,E,E,C,0
18-25,100.52733524928368,-13.594989950642441,E,-33.70518879108125,124.89274460775779,158.74344095435958,97.48266836959752,-152.92557809042322,-75.94736445451139,A,A,C,B,0
51-65,89.65983273556043,163.1687526512672,C,-115.58911759693218,-30.014724756559787,-109.50741397976893,-18.374641778065445,-15.707924615372013,-58.56225194233576,D,D,C,B,0
36-50,71.71723359524032,-69.7192003993276,B,220.45931938352564,-89.48168586553572,-11.74505716678135,121.97999343058603,125.7061957747924,88.52521956016444,D,C,C,B,0
65+,55.07268135963527,79.50687427688526,A,-211.09726241224828,7.738313970276456,64.98817348127668,78.31887140734648,-179.94929185237945,-99.85252801917495,B,E,E,B,1
51-65,-28.697878670822586,54.91602017605164,E,-74.87478854698463,111.76206465180468,213.534962578492,-48.36801990664683,41.00428998015111,-78.58164691138316,D,C,C,A,0
65+,4.693546246365435,100.67640800702446,C,272.918440301679,81.07984265071121,-101.68248755184513,-12.103868713604584,3.1344066608340384,-40.65757522438294,C,E,B,B,1
18-25,-29.45032829224936,-42.542838969236165,E,44.52535194039016,-88.36946729199342,-221.44590824593507,-131.3400594005917,71.1213341923312,148.05515411460811,E,C,E,D,1
18-25,56.90260929162208,-36.65263998341444,C,-275.0609368602305,51.89712278997612,30.003237583886367,4.379907371479642,-105.93074207579103,-1.8812837638807836,B,C,B,C,0
51-65,116.66190223085609,-81.2933001571667,C,102.53362591731813,13.812358210108394,-115.09162651598122,-69.13687282005168,12.104889087012156,51.47505271485105,D,C,B,D,0
18-25,-99.9690722110538,-71.22286523663965,B,-55.292697898950664,8.577795015814745,196.3775761602784,13.584198691785488,-176.9092168738078,66.5178946041485,B,A,D,D,1
51-65,-38.79291665572829,85.77912938690675,D,-5.986305544480112,147.3142498101704,-71.8888031207106,52.9840004281345,-52.4891800864819,115.51784099898306,E,D,B,D,1
18-25,74.80881300254309,-146.6024614877002,A,-48.22817350345193,65.39552457594039,16.607987891845625,-56.69103759311616,-97.32406749124041,95.10212721257898,E,C,C,B,0
26-35,-41.345775771233605,-99.35853141196506,E,14.923290125448615,115.45798492668662,43.34922401675439,133.97247378218736,34.44475664421825,160.8817368572754,A,E,E,E,0
65+,3.657292533152644,-171.4536291538329,C,53.946947009619485,135.18414790974035,158.4376519401553,-22.83966116331214,-113.17573137715165,121.79366953357223,B,E,B,E,1
65+,77.30198033198695,-13.755111130946071,C,-147.30761547260877,-57.59954335379904,-104.82443200085744,-42.693621562162825,-162.2611294639013,-91.57455178966228,E,A,A,C,0
36-50,11.504362662012738,40.89822548984066,A,-64.30856628886738,-13.717176347823695,-25.870677743282812,-123.50734172489123,25.84366195225321,-107.01143662022388,A,D,A,C,1
18-25,45.26146834629402,86.01380649665835,C,-132.50346839389775,-65.01564052705587,13.570282942859723,-97.23231481264699,244.81406419555444,-40.43362731063846,D,A,D,A,0
36-50,-66.70107800208334,62.897153270033925,E,-35.578544337019096,-100.18036036553252,28.90344557086638,59.73835625488745,13.572600146371927,-43.23180573471379,E,C,C,A,0
18-25,115.0043314181661,-48.43586497465884,B,-4.670710261158124,-162.42391732059536,31.065158554915357,-120.46129840647436,3.972710407210537,-104.32370737866606,E,E,D,C,1
51-65,66.15813294691964,-100.46583456041378,E,159.66832584107692,103.53468262094306,-197.07517992141567,14.190708532692994,64.77267543020811,-152.82768417757978,C,A,E,A,0
51-65,67.90664847801153,109.67794363560151,A,23.25676284803234,61.19345968734693,-190.4281764599743,47.76982666840824,119.21466937236609,14.439611452178521,B,C,E,A,0
51-65,-148.62072647456617,-183.72736895373473,C,37.04205548829506,126.1878233362279,-115.93149743698392,41.39772308779502,16.334644493352314,-53.127605142472646,B,A,D,E,0
65+,-101.88092020714453,-3.6268927455255255,C,215.18190502993338,-48.67282843218687,-32.01377065691058,-27.115858140699366,-90.37916946989006,-141.4096028265232,B,C,E,A,1
65+,-130.20096919543874,-36.35711112504409,A,22.06958659571644,-191.69986064442116,150.1442175041758,-57.04289783795111,36.092442233666326,-74.75862093756407,D,D,E,A,0
26-35,-47.91494780519357,-21.441197496050126,C,120.04023753978738,-158.27994461317155,-58.84048559342614,3.0767114898454153,27.961347011080473,-31.83096328037054,C,C,E,D,0
36-50,125.60976615112864,-91.4465651708632,D,121.93158515185904,-215.20631544522982,-117.25216439797205,-50.18160398292694,-21.59454068282413,-17.599977148589716,D,C,C,A,1
65+,56.86966565300325,198.1542059707341,E,-100.52462881745095,171.97803141815285,26.67277976363528,127.72983346531568,122.83583005520828,-158.2480288203483,C,D,C,A,1
18-25,-162.6838928765082,124.9994628969961,B,-3.2509501409042714,44.39632403049883,-130.11513977292066,-55.16718207600465,-68.99434210217771,16.69324304374754,B,D,D,D,0
18-25,12.512139290421977,90.79812461459625,B,-8.45860701553305,5.364692219905068,-28.638478079070335,10.422084625086608,144.1316479116434,67.80724320818807,C,B,D,D,1
51-65,34.548453185778214,166.7057278286917,E,-35.88203701746882,-70.28072584614623,124.51699377377491,-22.20838671045096,103.53316037794711,-105.65781767984286,B,E,D,D,1
