Veteran,Religion,age,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Non-Veteran,Muslim,40,Single,-6.197930363788598,-43.58316285355329,26.8622041629897,D,-23.698145327123527,D,A,-56.96380567647197,60.35905897545975,189.4310881441218,-106.67987575664262,-128.80093012211086,67.42114372287024,D,212.47363682821407,82.4676117076359,1
Veteran,Buddhist,42,Divorced,-12.107671694714885,-34.8416579837041,261.2381936240407,A,123.72050894476115,E,A,-91.11916223260673,108.95452880350965,71.80358110671689,71.04921117772443,59.923977734782085,-119.80111816052161,E,-68.84082553006914,-278.29602820696624,1
Non-Veteran,Muslim,50,Divorced,-5.680976508489555,-41.64367878409666,-16.14146595418548,D,-174.02933802100512,E,D,-90.19226189239302,-16.808728987088262,-98.32117609432875,52.75133813008035,-86.23617471298742,158.33850991011136,B,-62.79147164340508,-77.44334109785046,1
Veteran,Jewish,60,Widowed,116.4991632073703,4.394406205121761,21.799303473345915,B,46.87564763288112,C,A,60.84292149445151,-31.534253872518203,-42.135573350419534,-58.73150768272194,-237.62775082219014,-7.073666915570974,C,-197.68162725921957,60.60288495138493,0
Non-Veteran,Christian,35,Divorced,114.59341098753235,37.227713950018845,-80.680505737366,D,-21.268045827344956,B,E,-49.78615138007214,-84.10642955250563,86.89626775905683,10.75475468788806,-0.5035462130464398,116.44059716777934,E,77.51855522196617,29.47776607254321,1
Yes,Hindu,50,Widowed,68.77147808592919,-79.41538128335094,264.78828522509906,B,186.81469307136504,D,E,125.02255156495504,8.07686322348589,60.92882824347296,36.003173776873034,-135.03709377113836,12.599720567740663,A,178.66423227106944,214.9671730136093,1
Yes,Muslim,37,Divorced,-7.138854284588994,18.915268476670967,144.8256148525492,E,125.16390961887953,B,D,50.051201152948806,144.92926965967027,-1.529610447627803,43.16455551080615,38.98497752687236,13.85088164052452,D,148.51007096248193,-82.30793465565587,0
Non-Veteran,Hindu,23,Single,143.57800180668306,193.73242558439009,23.114942858343063,E,-100.42725059742332,E,E,-81.07409591073709,109.11663875595596,-47.81822068672803,-40.54044597039014,148.81504196030656,-1.260840841976648,A,-72.14132704413146,-183.14473888480617,0
Non-Veteran,Jewish,25,Widowed,93.54110440350799,134.13800541034487,-267.9438284921049,D,35.56253089395677,B,D,-11.613218774994948,11.530359017064598,37.27375615808508,-220.32352617930405,40.291055486263325,93.05684822245031,D,30.20781481837297,-72.29412611790144,0
Veteran,None,31,Divorced,-131.2592860069712,-173.24366009349032,130.94021950841912,E,-135.44295276516422,D,C,-158.71920664215247,30.404176340703597,71.26789181515677,250.21871304854994,209.05873458580797,94.5960674663306,E,-55.77896151783202,-92.7816157449761,0
No,None,23,Single,-32.10599734746523,52.17470960266945,13.934588177866988,C,-179.20683300780198,B,C,28.61669753816357,49.66363392055613,-47.74672840267911,50.226624085434466,167.10190201145258,12.364974875692157,E,-90.34402617956295,-29.025113815284588,0
Non-Veteran,None,46,Widowed,82.92317915099662,3.0490518175341865,140.46107232412555,B,-38.29463319973898,E,E,-97.60986294750037,-34.01311436351055,155.12666670903332,-116.9040159936314,-73.35761751612286,66.70214146374349,C,-95.36495874404848,102.93368794498375,1
No,Buddhist,77,Divorced,-6.183882047130727,-86.05944016267466,-271.80452285015605,B,85.52288151958673,E,C,24.45113649155308,-180.24978723797537,-112.96605063308236,163.71617323095208,59.70676644555216,75.1986159851921,D,-71.18418099101109,24.709375079419615,0
Veteran,Christian,38,Single,78.89637015767251,-8.42369145782339,-120.53496976393087,A,-13.714029352533425,C,B,-54.8530195446005,-153.06281137609506,-257.8646585977597,-167.7429668292473,92.74546472241012,-121.24897074566903,C,13.07132971040073,21.711663843263622,1
Non-Veteran,Buddhist,37,Divorced,-190.54920979776725,-80.49305512806329,-0.5002332761806675,C,-24.273001963438727,C,C,-61.89677768338082,-162.6278995540968,-130.86835032933624,165.96910715459558,99.86920996073117,64.15628335887943,B,-57.72203374924217,-104.80896058145888,0
Veteran,Muslim,62,Married,-29.187024204988397,-24.350179948215292,223.0828852989443,D,1.6016707689943237,E,D,-15.321707267412227,50.48808604826882,38.72069526895769,45.78856633577925,-73.32433296390454,137.06293398594457,A,-9.904626243556482,22.222829324846057,1
Yes,Other,22,Married,-31.70602100101395,7.243482249312357,185.71201065470206,D,-4.9570594292716725,A,D,-3.907673655752503,83.38200736927845,133.84709982336165,58.856469942637915,-114.77548871718928,-25.825470321392537,A,46.47470843942856,-48.892666731527974,1
Non-Veteran,Buddhist,73,Divorced,60.35565637219913,-65.63340378800903,-81.31784365031041,C,147.1000255957772,D,C,-40.25530360664936,-40.15815405156629,5.202971105516309,41.0078549770372,60.27504785522888,122.00453283725874,B,86.49363614137748,-104.92074200258801,0
Veteran,Other,59,Married,-4.194609015793908,97.05113904696906,79.42608452427322,C,106.19041074245392,B,B,80.89656356766048,5.037699359701154,8.963116894437192,34.00421228546372,-53.762422424800214,-43.01240850039489,E,-144.1585668773515,123.98427148824062,0
Veteran,Muslim,43,Widowed,-94.73683662809681,30.20649583795258,32.583705578224595,B,-171.5251129327035,A,B,-15.391511111448008,107.05011018984032,94.82475310667398,-14.766984471802436,18.61105549683195,140.16554994985572,D,-101.78266352020779,28.135655318825076,0
Non-Veteran,Christian,79,Divorced,-220.52092147789887,78.75281703885227,-123.41703943049656,E,-233.21772852410137,C,A,-9.96923266757198,-9.744512835480421,-35.05620058321642,-29.219487662069433,51.957466882066605,65.61141650780343,E,41.40437480429669,58.029221895974345,1
No,Hindu,67,Widowed,-135.0701185523114,-143.04983083173076,245.72721678190703,A,5.498985253048873,C,B,-138.23096249328825,-22.09230045692791,16.898923814958508,-56.62502305279769,28.72558500014285,-6.622538832945324,E,-83.1790397237785,14.50125794644881,1
Non-Veteran,Christian,19,Divorced,15.818648995137007,-129.34022700409523,-11.652465001999175,E,-119.99421136873217,E,D,-108.76426331258035,-113.36061389935459,65.13275878354017,30.34746858125687,-117.25054359636522,-135.97565361370053,E,-71.84039084084868,8.940604975681211,0
Veteran,Buddhist,72,Widowed,97.32049157441274,160.07401096595916,203.72555439868688,C,-29.80194642641188,D,B,-84.11789803644095,-47.774387820695175,64.02116485457424,30.692375955051425,10.303772885826007,52.78584735534104,B,104.96677834865184,129.67395161410494,0
Yes,Buddhist,34,Married,-168.180842387741,36.24091675565248,109.37971399790418,B,-186.48719678202056,B,D,-24.65170982918434,-27.527832636819284,152.19093712661567,71.74491111899044,-13.99699852088239,39.46049131344819,A,26.755435617744126,-124.3318153882462,0
No,Hindu,55,Married,11.049005912653811,95.82466867738549,-87.05719838520848,E,93.30406164347185,D,C,10.812724159189521,95.87676144877337,188.23950653718853,-12.964334724189436,167.54474429988696,-129.76619768541278,D,-16.9247145814842,135.94932749787623,0
Non-Veteran,Muslim,64,Widowed,-46.2049055235738,84.2623137933171,39.21393731355237,D,-2.0232330708105657,E,E,120.19528108688921,-167.22313740919833,96.7334333775759,40.786916385229496,-10.106631961887198,-93.96373022420647,E,-4.797020995591091,129.08372513037907,0
Yes,Hindu,68,Single,54.84942845320102,123.72952648863614,-61.80589495169746,C,-80.63494193922841,A,B,-116.26118665432199,5.9165889533890965,-253.08616442155497,14.997380120997727,-8.45774896604317,-41.30072267451495,D,-165.75167330068936,-51.270607388693456,1
Veteran,Jewish,72,Widowed,79.55670232831878,-180.7923614922291,-71.42327582084337,E,49.483489106273666,A,A,-16.353067269133533,2.1901127266081857,-7.204620663881475,-238.16856794358858,104.80613918255666,-189.91443767403305,E,72.92535752691256,31.564408140123557,1
No,Christian,55,Widowed,-13.079441862472018,166.76953092113754,25.901820529499016,D,-32.574527832329146,A,A,145.52339080086932,79.64137849407807,-24.188390285489564,100.00085003328354,80.61797550180117,-170.85190222806847,A,-96.06160171579194,62.91281898782488,0
Yes,Other,65,Widowed,-50.13661090222947,16.301108174966696,-63.726163253101056,A,-13.660093404160047,D,C,-97.60502812398319,-82.01579129592716,-53.20417434075676,-186.05950663650748,265.5859079895494,-22.383584984053982,C,-116.83942638343628,194.65294087990839,0
Veteran,Muslim,47,Widowed,41.82086923450609,4.3555099346964115,32.80113200135851,C,37.74186888022529,B,E,-10.288572840047216,-23.22742626341546,18.411999399156777,-52.124930565128494,31.885991396615747,123.39826687639064,B,65.3232096238641,-82.06311423684463,1
Non-Veteran,Muslim,63,Widowed,132.39046385072683,16.448609384416198,-17.98189025608365,A,-33.22820383728459,B,B,32.85643804828426,14.667134304767144,-70.07153196546501,-195.97717761352177,-47.884208057124376,32.868243135722444,A,140.11819549996218,-131.4068370493607,1
Veteran,Christian,76,Single,102.02566203151295,-138.4074628760926,-35.42045523883488,E,282.9170172699994,D,D,-49.29771121754858,58.92493387935076,-95.99679213340877,-61.060536430029785,10.029977483560245,-28.158610365712672,E,64.45095875440283,225.58982716522408,1
Veteran,Other,38,Widowed,-147.562086353151,4.030582329405775,-127.11535868918993,E,157.21055528673668,D,B,68.41055510153463,-170.90657976807694,-56.999326354838665,11.700166770316235,-53.85130523429152,14.178476090068196,D,-34.8558654377113,24.191985341792556,1
No,Buddhist,60,Married,71.01034084771374,185.44086172888152,102.23510760180629,D,-36.35943564914583,B,B,-125.34026130047498,33.713849385992006,-142.22888746919546,112.92545804681713,-27.825926525812843,58.45798400273306,A,-26.691583050216384,-27.41800657065843,1
Yes,Christian,42,Single,120.27276650202677,-45.34324015145535,-9.249123425045076,E,-44.70791460227601,A,A,57.902901121474535,-109.28373901419508,-213.00535785052048,29.994812868537124,-32.27949526692465,85.2279853701008,D,-38.79472630935332,-41.364368970850265,1
Veteran,Jewish,67,Married,11.596173039471728,-96.45272344702978,-23.889937239943134,C,7.0454827312767625,A,D,-174.77211817944945,7.343299480487691,-112.4723092779465,-13.22804818631925,54.629270380357276,-14.78281332625957,B,186.40985494524224,-249.11935911361013,1
No,Other,74,Widowed,-10.574205339636325,20.748456496559868,68.66995470623593,D,-88.34960794609196,D,D,131.9201255071593,-37.558514830442526,-13.531737720320585,-138.44389843204684,48.9159888126761,-22.609294260479107,A,0.7704670174480241,108.86699715685175,1
Veteran,Muslim,51,Married,-236.74414889028026,66.32610346996076,15.885276237789697,A,-122.71646906269453,E,A,198.14484471048544,-9.689663908588152,-118.82386327837797,-40.77839986436022,-116.64305652792643,-2.7858875191904344,E,3.312267882867983,90.31997160608091,1
No,Jewish,47,Divorced,11.7798002517726,-31.081225133153147,30.049511893702014,A,112.05749270673569,A,B,-52.175630483682355,-86.82408169817593,125.04652256261326,-117.05562271024348,73.73955277446275,-163.04093591278465,D,-85.94044358753165,33.96892807530077,0
Veteran,Hindu,76,Widowed,-41.16599067001323,180.3499603665143,32.38669857755173,A,11.711578822756794,E,D,-135.6349100166675,90.72576054059047,24.45087789219932,-48.65399581575577,-58.239067731712154,-54.981013467448705,C,-121.68201727646277,51.93865144784877,0
Non-Veteran,None,69,Married,-30.484931711577246,138.09354207594947,123.40323913724231,C,-20.91730872816457,A,E,27.34279989661484,7.271777818708388,-109.04391077286193,129.88043457014868,-67.10394873689442,163.97536138282126,D,-42.13582048483967,-75.90095055684483,0
Non-Veteran,None,46,Widowed,143.9047611176924,11.699355069759136,40.275117571264474,D,109.52269212072554,B,E,117.25204936654718,8.874673994745025,53.261769517640225,-35.199548862349275,17.27920188540036,-6.583515750687427,B,98.17184753030256,-83.44810204950471,1
No,Christian,58,Single,-0.8626600272952561,93.78136206255698,94.43537589481659,A,-46.038564660054845,B,C,78.95969965057296,-38.694272833389,-63.5850108611443,45.02720285206532,-94.34437262036494,157.99507647920365,A,-60.66696554974703,220.4520035565818,1
No,None,45,Single,41.721232009626405,103.00971355566999,-73.43815442031718,D,-37.49851813166424,D,A,151.92486007076542,-47.29309188878594,-79.38446548292845,-60.38138908808962,-96.1113205852842,-272.85134086294266,D,-19.951934797985007,52.06288057159516,1
No,Jewish,25,Married,-61.21656519329611,-33.860881626068974,172.84562498316342,E,171.36324071248364,A,D,28.42888696077912,30.51452926510269,-17.600013645759088,-67.95306609857917,72.13906275175574,31.752226260564324,D,182.22756422268907,58.9016808701963,0
Yes,None,22,Divorced,0.7127594462393989,-234.24877696788445,223.20380616715968,A,21.62113919450909,A,C,-94.89140438984688,67.00007683689635,58.67670133682886,38.15077963619199,-61.21311574909569,135.7085250323182,C,60.85678893905977,-39.17858466040023,1
Yes,Christian,75,Single,13.846420190777964,79.72284868785027,63.59518101454101,C,-9.51475743380627,D,C,-25.433724074657015,123.33400516529345,-60.305950992379096,-21.524214951634804,148.08802129153793,-171.39638054035933,C,8.9318669643509,-18.360355066328967,1
Non-Veteran,Buddhist,77,Married,161.66912061208487,-28.85770085175522,9.633940739239762,A,-57.99565686029846,D,C,92.92328673597618,14.357901760574768,-90.87774298786661,-15.378424774326946,-30.453952395455374,-64.43272685070048,E,51.13373496408401,66.34957208995415,0
Veteran,Jewish,53,Divorced,-120.79154091616286,25.000408314400236,70.44774250122227,C,184.60762291293003,D,C,-20.10623977748022,-179.29393030159383,196.89502242983775,7.42088445192512,167.5461883694516,94.46689821404938,C,11.08466434239137,73.92747984868001,0
Veteran,None,41,Widowed,-51.851437141871855,-54.990235568246725,179.7219150152407,D,190.34938836156235,A,C,125.82308470427111,-65.23050689695344,104.52943582121446,256.3120004509422,25.35673944285805,50.14841056143122,D,-10.100619665265125,211.33197592256164,1
Yes,Christian,70,Widowed,-91.13881224727484,36.77606051463322,-80.3347889133719,B,19.597528890849034,C,E,-63.77631673666296,56.97418297472767,-34.94843943239171,49.462022611255044,-53.89551830923448,184.10122140345356,D,-16.687122438613457,-66.15899110673615,1
No,Muslim,56,Divorced,7.698982481742868,115.7612340594922,-94.16137553826923,A,124.62550901086973,A,A,47.82160246803326,128.60698003888265,-21.55512251515857,-266.03303661576916,-183.47307046325702,-49.533918721401946,C,-110.27561228944352,31.372130203796,1
No,Other,75,Single,20.658557394410327,105.12637954310216,-125.11726995699529,C,47.46064695594244,A,B,41.773851263400495,-31.651602856328303,133.4614188755945,-88.04819707898336,-70.3537168122278,-98.28443028382614,D,160.49927780358792,137.22907311645528,0
Non-Veteran,Christian,76,Single,129.23383846185502,38.1818617781057,187.3761184577756,E,15.385611981217862,B,D,58.65407568538444,71.41945676822603,-112.19704927954106,151.67520488944075,120.26872628480353,-90.74372535603226,B,-151.5722060568135,-83.09011222370322,1
Veteran,Jewish,44,Married,-92.59771891818794,75.6002673084574,9.49512707054579,A,-58.39438709858765,A,C,-36.49173928061667,55.53019094395941,3.0746071139386704,-66.71734558750654,26.41795634444628,-147.16501271787828,E,-50.33266194039033,112.09496673216066,1
Yes,Muslim,33,Single,104.50597998435231,47.37253130013397,-159.93237343053494,A,-7.667097097379903,D,D,46.9374401975229,124.10825498302276,-70.95957474040584,-49.404397460483764,-48.35775933158987,25.692551914460925,C,-88.89176503531164,79.71912235511991,1
No,None,30,Widowed,52.698022582657075,202.02679243457027,51.2127253477515,B,-130.01159471186185,D,B,157.96371398197357,107.6218695375186,32.44099690233786,-77.57098230759898,68.19786910811708,106.73326528352844,C,147.88999770377936,-46.35746857237368,1
No,Muslim,62,Divorced,-44.48959817544589,-51.09486455284633,-55.546520668496115,C,-59.597025143509,A,D,70.26316331630652,-94.75680829655862,-26.273771791213264,-95.05911977629017,-33.752286584724324,93.62058604627833,D,94.71352441912761,-43.984470112096304,0
Non-Veteran,None,75,Widowed,-148.47424901585356,105.26814422702932,-24.746190965785704,E,-15.147052652345948,E,A,-12.120864636671485,96.0048407752335,-62.09373836723242,-34.22282513510173,-5.704557701786671,-58.57932239846158,D,63.99229173352666,-32.09193702337041,0
Veteran,Buddhist,47,Married,18.85671872759386,-75.85077639064684,-65.0918359853001,E,35.36075640229476,D,E,28.59439782629337,7.636002563409789,-19.476912746931067,129.58468921305249,125.59210900827864,130.97033077124772,D,154.11567762598696,-117.76241945970732,0
No,Other,74,Single,161.9378077460991,30.447105849004775,66.63634906291557,A,-2.8449940119940957,D,D,19.691692924027464,-10.66754634693121,59.00926300682491,49.761127317587835,-167.65729234928446,-6.617287468787931,E,-156.4250652991316,101.10881164175507,0
Veteran,Jewish,32,Single,-156.11767027895854,10.731810265738478,-65.9219041136327,C,-44.44943956012101,B,B,122.17528734869647,0.8161957050007688,-24.69622605631808,27.75290425459826,-49.60680569415442,118.18684220807201,D,-67.00588435135573,-117.39458328514122,1
Yes,Other,28,Widowed,65.4535906004626,103.90694406772356,-80.8310488327694,B,-74.09961102402625,E,A,-46.53187346505876,54.05999294829602,42.218290923632026,39.780586965248645,196.5299698672409,-54.141869824225765,C,-26.15791937443199,-75.97632812250278,1
Veteran,Muslim,54,Single,29.689067470994612,24.62096289584361,26.831439873237567,D,114.85221766397133,B,B,-95.0239387974281,-13.917868448865761,0.5070540122972165,-6.736589685416275,-168.33085452003849,-29.674280167701966,B,22.96463209848159,38.44427357258709,1
Yes,Muslim,64,Single,47.08414800570721,25.925932801830548,-104.26592028950898,C,-107.19312377890824,A,C,271.82261491930296,65.39467079528501,-3.653639953328177,154.7766320643891,164.2650492194337,-37.013913705216225,E,-142.29198158619135,11.53427536469593,0
Yes,Christian,65,Married,56.138539883635715,18.237251117617735,-142.3616203030166,E,20.498350954342172,B,E,-123.76634478779141,-65.15616790492027,22.96008643195644,-92.15172900855445,225.4109400586717,27.209415678369037,B,-31.67920971153485,43.56715316407706,1
Yes,Hindu,73,Married,-62.21232629826602,-74.03342451777834,-28.246170343089318,C,-77.33192321003328,A,A,79.125000780436,254.9570919706173,-203.05125316153595,-134.32881765815216,80.70378906713287,93.05566861610048,D,18.45122375213864,-194.5489308519988,1
Yes,Other,43,Divorced,56.93936220439575,-144.41598355970027,23.186409701153128,E,-156.07526789028054,D,E,92.02200801686656,-115.9762642590428,126.75566871435197,45.104884790351015,35.51413282443597,-121.90576191445865,A,35.30365722360723,-156.02818024526326,0
No,Christian,51,Divorced,45.42386423706776,32.82499344776187,-36.225308776579816,E,28.76481606221831,A,D,91.21539579546382,-20.854365828150073,-109.6879186035217,-117.60944209872217,-93.8034432072361,31.565448220295394,E,9.680846128087191,-43.414451241013616,0
Non-Veteran,Hindu,23,Single,-14.831986929850254,11.847936475779498,-27.530453072165216,C,57.67318436332093,A,A,133.7784009065742,-117.40104819891219,-78.52967850139972,72.99827330082802,160.18586749186125,40.65410336591481,D,177.48260978326616,-14.96777641752492,0
No,Christian,67,Divorced,169.42768929056328,16.1805326392457,-60.18952159572763,C,-11.602229671970212,C,C,23.778920971367377,13.912998608792696,-26.58427075821419,-26.262247439746105,38.22043393115507,0.9471863530269126,E,-84.0322679755695,51.90288405190506,0
Yes,Other,65,Married,43.00589164177423,136.57169220724722,-152.70343620295733,B,58.37701222877028,D,C,-52.43836739618328,23.613297874091266,107.6438334704168,57.42029075823901,-147.21865770924262,-138.96477749928448,E,-73.12395784329576,133.2443353183643,0
Yes,Hindu,62,Single,-152.3228999152475,21.708943087013317,73.36809242564429,B,4.088734648393022,A,E,19.885299362130585,54.36809517113767,5.608588258527345,-80.79224641985981,-93.18240447342534,-49.9748465528571,A,164.37738086991948,-67.47849831196108,1
Yes,Muslim,52,Single,-17.772825471726758,126.20467164737587,201.9922843313416,E,-107.19720664871126,D,D,-27.086797193537908,28.691993847015386,-10.986530255563018,22.344841300885964,-97.9953808273899,-46.45955398230802,D,49.2183856432865,18.43390132293817,1
Non-Veteran,Christian,39,Single,-26.718125027456846,-42.0363163331135,48.281620038351015,D,-140.8395680348753,E,E,37.82104511924799,49.88831264632817,-237.6092223767735,14.51361436409643,5.83865562186002,-26.68822658787842,B,-100.74462518070536,192.14282388730922,0
Yes,Hindu,24,Widowed,83.6487934005915,-81.8644962366897,-101.32252253654399,E,-146.7601960620685,E,C,-88.77437199737213,42.19965987779985,-67.71145860602957,201.1512367958088,58.15634904965519,-41.22564583115362,A,-80.1302748327449,132.86256851603505,1
Veteran,Jewish,31,Married,-17.613717900113855,-78.32324558925127,-126.65531676546233,D,16.04103139999955,B,E,132.72831193576914,89.66413859884496,-331.38191839675596,-255.42496351958394,197.21893300245324,-142.9783475942136,E,170.15826030584788,-123.50023661243989,0
Yes,Hindu,60,Married,-58.624411251100405,-161.15128801528977,122.51029806907768,E,-126.17004463065531,A,E,62.006165714666096,83.4692487773859,-169.21041314710686,26.371535042447604,-87.14311899032312,-36.827665975742285,B,59.253627864022086,46.66358393649416,0
Yes,Muslim,40,Single,-116.02492533767585,141.4325383105264,99.07508757893247,A,-80.6017903238267,B,E,-188.89507561366028,174.00238227971408,-48.726837439113964,-84.16760789214251,91.39638209813162,35.331627002469354,D,-73.71046149916712,-48.542312878616244,1
Yes,Christian,70,Widowed,73.80603902232878,-62.7541495082143,163.29140106757478,D,-143.70405219345835,D,E,74.69311837636802,172.646934002821,-125.03627473988033,57.91477601393782,-117.49176274438679,-73.11058111847129,E,-75.02505409035493,-34.22077029867508,0
Non-Veteran,Hindu,26,Widowed,75.05685756127548,-19.143417343306446,168.92499689419245,D,106.50123664865025,B,E,-23.160227449088598,-27.60635880173504,144.85495730684397,196.64670370177768,0.1524033157705515,103.52406082566203,C,-25.17938053765197,39.25529870301684,1
Veteran,Other,75,Single,113.88408537613233,-49.78878592347843,186.7659985194362,A,59.92681066158858,B,D,93.00326166512767,14.6999509825331,-35.225344544401224,-213.56426739788233,8.178755903989206,-137.2755893130359,B,32.8612141046434,23.356359810170996,1
Yes,Other,27,Widowed,-93.68238423221102,39.214202540550886,42.651460526563994,E,-41.06405225660926,A,C,-6.068589973322684,154.78149958864367,-31.865338125129846,-170.59985242445782,89.0123971313544,53.85748056390045,E,30.351304136959513,-161.30364593527764,0
Yes,Jewish,65,Married,32.025054411796724,-29.80334076870565,-153.61143041676286,D,185.16060461869475,E,D,118.44950313606186,81.12595696155948,194.8568169145672,101.91997639404829,59.033185511355434,130.138131722026,E,92.8077063381254,-65.94941921748048,0
Veteran,Jewish,59,Divorced,64.15648903060602,37.651118021091825,134.16326527052252,D,81.4867237742081,B,E,50.96178408735702,-8.299311892408086,90.7950402871464,-116.48293423454955,142.75207482424176,121.46496490389043,A,135.30431281927952,68.95568266893464,0
Yes,Jewish,54,Divorced,-147.64320696520056,-60.80354790547482,-217.27568541736352,A,-107.83177490027627,A,E,-51.61430649290695,-66.02656945415218,186.71274818641567,-127.00005935118008,-54.44768642520297,-156.7638298004161,A,3.8837855997582986,-21.48514757011252,1
Yes,Buddhist,55,Divorced,112.01618766128398,8.491914694862775,3.675014888376882,E,0.10847938218640805,D,B,-185.2915571396773,-16.479958947388145,-122.34690152195056,-44.10631085854832,-59.923219815750464,-49.48394259880544,D,69.71061745350522,10.249074123594353,0
Non-Veteran,None,40,Divorced,-40.7109100796961,-4.785648778039497,199.06509986491415,E,-58.88532080865071,C,E,175.54223039295948,-24.66696928382653,-125.24722304498196,-60.9144955934009,-161.50925307406635,199.17890774134946,B,-120.53266225104247,-23.648466767499375,1
No,Christian,39,Widowed,-85.7555830401246,54.98093341476405,-18.93828777789324,B,26.88953165989996,C,C,-19.989380429350074,3.8115274377153057,-60.18591989371033,-12.16668265524635,32.93836473843882,-24.088164284331242,D,-46.819652902784334,89.86537580873485,0
No,Jewish,44,Widowed,-11.220265985234326,-44.626459863249046,194.08155016058836,E,19.93928768429623,A,B,20.26259822327854,36.5034187195182,93.34783563866121,14.824663886618547,-63.37659586867552,82.4437358758378,C,-72.90932880507033,31.40166346677014,1
Non-Veteran,Jewish,32,Married,-11.355710345850841,-18.923049816611933,14.005479820420149,C,-127.94391281803965,D,C,-37.284013118315684,-137.5612279071288,-145.0875716920404,-55.6205932588525,61.96535722928401,40.046885229805646,C,-18.885471024923255,-141.19507592979812,0
Veteran,Buddhist,37,Single,66.64268845696793,-66.17539293156248,-25.670235217282727,A,-129.6922438106418,B,B,155.39895666920174,73.97711101176102,-40.72952812053238,40.417647619064866,68.83363987999822,-75.04049094872035,C,106.96798123194348,27.940901150292603,1
Veteran,None,73,Single,-31.26781110028391,-62.59535964440709,136.26825782540774,E,25.3698425085179,C,D,91.54422563557468,-49.24291478780099,-56.36570625004927,73.6774391470263,-44.614521474934996,-76.8898669067685,A,-102.02077780506937,201.88001271567845,0
No,Buddhist,38,Widowed,41.022393650033834,-54.409064709433984,-125.62971247763448,C,-17.98889801202694,A,A,-58.82666944774181,40.41819623171802,86.22295360779304,51.97761191830841,-32.802893296449746,-6.261950062002461,A,117.02887333385983,25.90386265991634,1
Veteran,Muslim,58,Widowed,81.83462067044391,-180.53242230136618,33.648593948970934,B,-43.10832293121099,D,A,-159.23822205719938,-87.48216120593881,-28.896879291027805,75.09963056569534,-61.93781605886738,76.01955298740856,A,-28.385409826714568,113.6084947305745,1
Yes,Buddhist,23,Widowed,79.7167332915231,-29.55525649239489,-107.07570274675446,D,2.4084142980632692,B,A,-271.3225485577117,134.71709039099875,-32.03134401262578,-115.70604360671095,5.577154103543806,-19.68587180206778,D,36.50197333567954,-269.2798705016669,0
No,Buddhist,61,Divorced,-184.2911438910456,134.02700921343055,-194.5561516248477,E,-37.27701086534803,D,D,-12.224316604211257,-233.45286241950757,27.51920466103586,136.74589514938188,0.11694675273046921,50.10614906711544,D,80.43625037769002,-81.30315001394808,0
Yes,None,63,Married,94.61783672375375,96.86902181449412,-77.78609163160763,D,265.559318773708,A,A,-67.80846717789072,-189.81315113441667,136.39023083913392,-36.266953327444014,-11.425855070092085,84.71727850092907,C,58.40969911124472,-23.7261513265194,0
Non-Veteran,None,29,Divorced,64.6329288536749,3.5521482723690974,-51.439609171882495,C,-56.65414112266656,E,D,37.51068324089651,92.62700608719152,-80.31153456434683,21.938251662705028,-50.127456116502614,130.8427272206338,E,-196.2193862666179,16.94259001013921,0
Veteran,Buddhist,22,Widowed,-13.766202989189793,-188.45155434342524,-91.21056984672823,C,-188.28670994685737,C,C,-19.96840570208531,-53.38567390169803,-111.08032948182951,-186.10788217341937,31.08337388719134,31.00066334175402,E,-73.31518588674369,-56.56402130138927,1
Yes,Buddhist,77,Widowed,-89.23617707012986,-22.38132104503044,43.13292979580431,D,-66.76815024025136,B,C,-37.248547269446625,-110.67108106693173,56.01233816828264,-11.443042106584231,40.15321468232598,43.45893166828326,E,21.948438619756498,24.838746344835105,1
Veteran,Muslim,71,Divorced,-34.17023023948887,64.54364682540933,-155.09469508108725,E,-35.91786344305773,E,A,-23.108288082048535,-106.51369078514419,32.11488123073512,28.770543209114507,183.2922986001504,-37.81707908384227,D,-77.26649164364751,-54.709557477150184,0
Non-Veteran,Hindu,47,Divorced,-11.052106750011964,37.22246236712301,77.50942136332168,A,-76.92802498840697,C,D,4.810822183716252,-205.6071898205264,36.587257562143144,76.09142867894644,-129.92085211570884,163.48367517571057,A,52.708305694364086,110.07001388301553,1
Veteran,None,76,Widowed,-37.11343854378006,0.7511220420747386,26.48104262846756,C,107.2975692894228,A,D,-50.677022643016215,-111.61922930785826,267.6097407628453,35.10900594218316,23.340349632647676,7.400913129525437,D,27.12257599231725,-81.35258495019696,1
No,Buddhist,57,Married,15.045603782819716,-15.910507037650376,14.528848249109533,E,68.09691513597866,A,A,-10.240700188003936,-26.50062462022602,-145.52741261873422,-110.04162823976759,104.77056712577007,-114.82490924521058,D,57.920959354978386,-173.81308445774516,1
Yes,Buddhist,25,Divorced,105.15361262005266,10.451698403375824,108.3718028396821,E,23.387086518348248,E,D,41.46522218655457,71.06111605246686,-86.14503413910913,-97.02575879679321,-66.04738793842839,-97.74428368052956,A,-126.8673169447712,-59.13453855945641,0
No,Buddhist,55,Married,-159.53108064356266,13.077718455539358,0.31984974166763414,C,2.8763252384751734,B,A,-38.890445634867696,-76.20390258700739,36.042896120561544,131.12295814913404,130.15735596046125,-145.20892600322858,B,-46.96409325743643,139.44979955517823,0
