age_range,country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
36-50,Other,D,1.0524716053368304,E,-85.91196107718582,-94.24154790658548,109.89859664408203,35.85609452587514,-131.82955191660338,-80.26154763718037,3.3228249901600884,B,-29.077719098480436,D,0
51-65,Mexico,E,77.7248184302753,C,42.51258866604096,184.4925749700748,-92.42727250554664,82.51109114668778,-2.468293843829355,135.3786978589618,100.57853338951487,A,-31.183902959894343,B,0
36-50,Germany,A,57.466148701439494,C,115.60532215833983,-10.410539213056273,32.22716233448611,-103.37046476363889,52.07809825020306,18.032403054028144,96.62918033436246,A,-61.40812596515654,C,1
36-50,UK,E,-14.951595885677746,E,-150.35141758259866,-199.72937778854808,7.207799701423953,-105.07805478964374,40.36927063189348,-48.37928288382811,-154.58788930264726,E,17.12198654809241,E,1
18-25,Germany,A,-43.25777169103203,A,68.78866258667804,65.14422962860202,153.2483527118139,-61.030861872329226,39.39744115064866,27.681296587767275,-36.64091364422651,A,21.35999468769251,A,0
26-35,UK,B,43.172615621457844,C,110.76983021283313,-115.62043653304819,50.47371332300911,-268.2381503643473,-40.537466209732806,58.70027404112125,-164.289385941191,E,-33.658008337156964,A,0
18-25,UK,C,-117.79241757905858,B,-11.772936970281942,-24.782844213896883,119.69146991644199,42.440376014322176,-57.8487190295375,103.17857105508166,99.11627258495305,E,-39.00214803775406,A,0
26-35,China,E,151.22215900490818,E,96.89371027023451,-176.6912369032073,-89.32862493992718,-96.426389052364,189.22028792151679,-9.605781590391379,-214.593467865151,E,118.72082215688364,B,0
18-25,Mexico,B,-64.00909811466208,A,58.121889216672315,26.04177716910537,147.10137740994864,13.3013960230737,-249.83470961887795,33.571626777268385,68.23201118469362,D,-116.18794417318152,D,1
51-65,US,A,-66.60227947433985,B,6.84079235602882,-28.275149048964117,143.642792576289,-8.874768837590516,-107.58633099397265,-140.35777492422582,7.021291972456922,D,168.5174536482905,D,1
65+,Other,C,-24.173048168745083,D,-165.41453691009212,-6.2291337632875585,-77.4970097065282,-31.436746455736237,135.05104249400574,-109.01384502384934,201.93507094255142,D,-109.40355637320056,C,0
65+,US,B,91.38913119745607,C,-198.12659122695507,33.843195380039695,-36.86036097355772,181.0706092251988,-65.40457828042805,56.33241939822212,-61.454721996971415,C,-48.06318810845605,A,1
65+,UK,E,-236.7064323809599,E,28.86036820543344,-122.78855548545377,-51.45243493585888,-121.8020769128345,53.04607584951759,94.07218142984763,-61.3297333993583,C,-40.99793183338267,D,0
36-50,Mexico,D,39.64993586806129,C,88.36801847833316,55.16037505272886,-154.34990606366225,90.8803212896258,-28.93232654831094,-35.93911034529984,44.56156392307232,D,6.784736893065173,A,1
65+,US,E,11.392556402479023,A,-144.81294804083902,4.189018965021649,-2.6064289028128984,-6.905043562614507,38.56154076660274,-55.96143598566834,-20.833085558911595,C,57.89378108475105,A,1
18-25,UK,D,-63.86520125011196,C,123.08613412483771,-163.8180109052885,55.64087330573528,176.87892426723104,-75.30951892403587,-79.35864583236051,-119.72510057204903,B,-68.78882902951537,A,0
65+,Germany,B,-45.55330063500028,C,-50.76177963754196,-39.04926298565065,149.39319097383046,145.81459051006846,201.6742281525227,0.555638170697201,32.87789385619969,C,62.6415552777537,A,1
51-65,Germany,D,48.37858057492204,D,24.95590141784986,33.01612113397411,40.302726637764806,-1.3233605700705504,117.71813262784927,75.32598410105572,13.712220074889828,B,-122.44765422623365,E,1
51-65,Brazil,B,43.250538866205936,A,1.7337127700650923,-49.17291633458915,-214.46743170452743,141.32122254035673,29.78688606536477,-105.77856165830406,-214.07497014918437,B,-88.15358960763845,B,1
36-50,US,D,-48.205895373734094,E,-52.19810403036349,44.727719337350266,-98.93820655696929,116.95746816930645,-88.34180147583899,-6.665762713621751,-44.713921057720135,B,45.41512416627776,C,1
26-35,India,B,-106.82542966469177,E,71.30011951554768,-44.992992312210326,216.81931331263687,18.952329968087145,289.8106990826342,162.04765889136553,204.79017519468078,C,-13.687771795463592,E,0
26-35,Mexico,B,37.68025517766132,E,127.6609028341946,56.01685554555228,83.12928680911989,151.1406156849417,143.11395166845887,-29.50787292207312,-63.20201777670711,B,-57.04518585197621,A,1
51-65,Other,D,-78.62730311208958,A,193.43605886537844,-58.27974098512265,-107.37794800828759,171.7142328915215,-146.94525042297326,63.27190701829123,-34.319195346927486,A,56.43574920854596,D,0
36-50,Germany,B,-59.79497510173838,A,57.99775376825864,38.939560852981906,159.15463477593656,74.76089564180835,106.82903759234428,15.847798823608644,102.59520228070431,C,-277.161837344045,D,1
26-35,Mexico,A,22.304500430354928,B,-17.05454772291419,36.536740817235575,-152.18229227810014,-43.51964043407118,-7.9638650051586515,29.870525598051124,-191.65959775514773,D,30.721534361016094,C,0
36-50,Mexico,C,183.88179677307627,B,-37.297083215174496,-21.496370794392647,-43.163452735809464,118.57884521613018,75.15524951995192,-84.23051707608008,-13.86527953035117,C,34.11101418394982,E,1
18-25,Brazil,C,-151.63246046024082,A,50.41345532324411,-33.34785701438649,22.025420071638745,41.46664246517361,-54.74403840719641,-183.77753900156114,-145.26296141070182,C,165.0203466711327,E,0
65+,China,B,-28.756742424444347,E,127.46449561196229,27.722751944250973,21.04738104986214,-58.01899832751456,-129.37732483496205,38.24873477622124,-36.715014368534355,B,99.5595933607273,C,1
18-25,China,D,110.93649255864418,D,-63.58503972116514,-175.02754545363877,32.66440124644347,-47.86731164792057,-113.51928701333142,86.0317880157817,-103.7856963183884,A,108.02202888940566,B,0
26-35,China,E,-107.19642300429224,B,167.81389097095197,-73.29173317982496,-125.68080133969617,-59.2819393108319,86.73326507949261,126.65144806125153,168.65730173421403,B,-36.04647456688386,A,0
26-35,Brazil,E,-81.05111148334299,A,-46.45622856265308,-34.95455938875057,87.10026532561093,-67.00832451836497,-16.918044392996677,-143.58152980856508,-132.4480807077363,D,-152.683120640556,A,0
36-50,China,E,53.101589332239975,D,-37.36903213147343,142.29271435550567,81.41296525120786,137.0721628451082,121.70102242363885,-102.36908007548666,163.63962678471694,E,69.46036507007383,C,1
65+,US,C,113.18584769715174,A,-85.76633106095515,-18.262017342448754,-23.722438338082487,-97.35421063714449,-75.31681759344491,-81.43208785030819,-29.32897179707573,C,-18.95245645688505,A,1
65+,China,D,24.17852965949855,D,-114.29829861894865,74.64104090425356,49.54670636802718,14.308183927212301,106.19835255940934,-49.62353908670927,-30.033979182416903,C,-109.20036496915498,E,1
65+,Germany,E,-138.39712261129938,B,96.07132851864438,-69.92635091341015,135.33850295403454,-66.745705559932,193.5960055778227,119.78693358100763,11.110580006296153,C,-187.188473234342,B,1
26-35,US,A,90.7391999928608,D,28.23309804804276,-194.35625970329048,41.854874672432096,233.64608747358605,-115.95964419334453,-174.03367140261165,97.29324575787552,B,-25.714001737856467,C,1
51-65,India,D,-2.6887351201650596,C,60.018106124959466,126.93723687461352,165.01821480733634,-11.46123180464076,61.386019745949426,25.865489838065702,-32.1688829514135,E,-74.39762088718442,C,1
65+,Brazil,A,-169.57574307829668,B,69.01441411890241,53.39311632445284,-75.68282483889652,15.394962521496296,-74.5553271551516,56.0048585304504,-34.41555235267617,A,-9.789747649468444,A,1
36-50,Germany,B,175.11559901793808,B,111.67354228941228,48.842644948442285,-73.55449859105691,37.33081757164203,-87.91512640567092,92.31051850325942,17.42135053391011,D,-62.14766669647423,E,0
65+,Mexico,E,-147.15535017927576,B,-63.45326652611145,-22.28865968939114,-69.75186705203886,93.68423553720383,9.863422161515098,77.78991835515359,101.162819324027,A,-173.5283688055066,E,1
18-25,Germany,B,29.767115275163974,D,-65.28416660696547,48.469625149301386,-11.70782942782581,72.70771094691143,-2.779555831323756,149.24516745341444,-49.349104007179236,E,20.776014183637738,C,0
65+,China,D,126.22532541926186,E,89.54417013420016,64.07325551340693,1.7850724595538343,-149.60094647159167,-43.100379403567516,38.647498135508854,25.865631759526465,B,24.404699651966155,A,0
26-35,Germany,C,149.78865816301152,E,-145.04200588464872,118.5907150206996,111.13601904855328,-172.20446215413426,128.3497860649376,-28.96390225098349,28.913230685862963,A,36.1547971118176,A,0
26-35,Germany,B,105.68740901658838,D,73.61392287095964,139.88448935092057,-61.31432038683202,109.06555950206396,-204.34450120599138,83.84928767974401,-87.94718243940659,E,134.6822709065988,C,1
26-35,Germany,D,-79.44469499708907,C,-15.779441709519967,201.8495079057647,93.10450028953747,-65.19220248293706,-147.00555378182935,42.77610686544557,9.170807143337518,B,150.6763336869471,A,1
18-25,Brazil,D,-94.1699628905324,B,77.18792119415538,-27.45608235300685,-87.700956157935,-64.92123362263857,76.57126120300055,-67.21963291786724,-100.19099877552173,E,-125.61343013515906,E,1
18-25,Brazil,A,-161.89185001723595,B,-84.85081870262023,8.085827450020128,-13.629858939534506,-16.40292224490055,-124.43477587209091,96.68324003593482,-14.769379937171024,A,28.79768343565205,B,0
51-65,UK,A,52.132762937164486,C,78.39584111102646,-84.7664498245592,129.25438878686208,18.712207473539436,-150.62688792626784,-43.399651935095676,-115.05812981023276,A,-69.02026805433164,B,1
65+,US,A,-21.196375311178254,E,-212.96076320839336,156.09217832893506,-205.180310835963,149.03611547639727,-175.6573813555956,115.71933821026835,-50.896186130330946,E,164.50749307972066,A,1
65+,US,B,116.76684456542998,B,0.6606677064751025,96.58329284056829,-8.04884417463817,23.9347445234222,-105.43655712819601,95.97429530135211,147.68944916022372,A,147.7216793144228,E,0
51-65,UK,C,161.0655547677216,C,-75.76795676122093,165.2804080720772,-80.19689914112872,183.8511271870802,-84.41479646746917,85.5750898644578,-73.7152416645323,C,-72.36256178911609,E,1
65+,Mexico,E,10.322921940147118,E,-166.38986360432168,-38.550689783957395,97.06390643726195,30.38368393335849,-117.21194464623696,227.61681400009778,95.65247748106526,E,36.09230557746528,B,0
18-25,India,A,-0.16524125718398705,D,60.88168654377104,-93.45456655225865,195.50452793920513,-55.74586305317302,89.6198038351833,150.1182129554688,-52.35625846135462,E,106.17198717740371,C,1
26-35,Brazil,C,-114.75882983261776,D,-174.39670504777288,14.814917378390097,112.47062526836035,-4.961264049680682,-102.00449929301459,-81.8907840160651,-129.95126720162477,C,-303.43390070614345,A,1
51-65,UK,B,31.767366139895366,A,165.31809173764051,54.40620619246438,195.27896646911222,-127.99094667116688,146.9228332321838,72.95150526103795,-241.7481484829727,D,-33.34294786980785,A,0
36-50,UK,C,-13.149662619574865,D,3.5411999215418115,-39.60660183453583,-148.9697702883713,-116.31439463683068,-5.110695221950556,47.65863914224728,87.45880688503408,C,2.987057200241284,B,1
65+,UK,A,-62.39217322436961,D,-114.0204599199266,118.23461721444669,107.74716701248863,-54.278507024056786,99.04860111642301,-7.828375290882295,-31.762661570248973,E,110.12762287414348,E,1
51-65,UK,B,-105.19291589324928,E,165.67819463544913,-221.73406418614076,74.09396715476332,-34.31582988312275,-102.27882486552839,72.30704771263083,35.287717719402956,D,98.87063880398584,A,0
26-35,India,C,-241.7412280714847,E,-32.33869453158776,190.4785713053104,-24.96255014776451,-10.023849911872947,-150.4680077668495,83.06579954213275,-44.00703745243236,E,107.59892487141755,B,1
36-50,Mexico,B,-169.0125858600697,A,-107.22639284424376,-79.95457150721009,142.30022107102593,-157.2266734096692,299.9797267123031,105.46535991485433,-54.027011221499365,B,-22.70242432638455,C,1
51-65,Germany,D,18.20485389798616,A,12.358048423426258,-68.89174357267727,126.68326848925471,-116.21610637246356,-90.29183144063767,-10.328948441964357,64.91670858573994,E,-13.579474794869025,A,0
51-65,Other,A,-72.65762157975621,E,90.90780157033831,-257.9982316445291,64.24483353780138,-101.35123314237799,17.450704374566087,-64.3939649458728,-123.14983525958618,D,1.0855992708220854,E,0
18-25,India,B,-70.73935252681373,B,52.95676190607333,3.539025784417445,163.9510992724255,-79.45460735694454,131.02954410205575,-75.36607921866205,-213.94240576682398,C,342.17994025575575,A,1
65+,Mexico,D,-22.196755128957076,D,110.29876811823335,-109.43800552437747,59.20074803019564,-16.97852819397887,30.470677788745842,47.30936647626003,13.52106270072659,D,-120.53561289125929,E,1
18-25,UK,A,-73.8556320904458,E,123.35397062409434,-104.88627772608936,-69.84252604015904,-99.48234486678699,204.697624781662,-41.57156739486329,234.74299878830155,D,63.24491125046742,D,1
65+,Other,C,-67.8624563958338,A,20.003000625976966,-58.40864142985174,-126.24409980899382,-238.19314933439566,-11.674583103422535,160.19550676919772,-23.376662468329272,A,19.087074458251056,E,1
18-25,Germany,C,-64.68947152024343,A,-28.62061217745454,47.952087640715995,41.37409848515093,10.695529992206778,-70.88397555111389,-21.110124959442132,-10.136757481677806,D,-113.54665145398535,D,0
36-50,US,D,19.580166362491592,C,-130.40504850704056,227.86898903072762,153.14828271721296,17.211250084333013,10.048703304038026,-11.503745176900544,-192.04930258122758,D,-152.0863909900113,D,0
26-35,Germany,D,-91.60945551932922,B,-17.50663361543563,14.148958517651398,120.39255600275706,24.038462480047667,40.98874656983899,6.2004256625055865,106.90373581656938,E,108.55413995299772,A,1
36-50,Mexico,A,-97.77322484301291,C,-18.18049696085148,20.882597752684042,136.57295027019708,154.66772564790608,56.65024709669295,80.51793761640612,-146.89253791184294,D,-20.007834119264963,E,0
18-25,China,B,41.25346856829039,A,98.92611200862731,-18.19836613705682,68.48500147178808,116.98132768371792,-56.874025247785376,23.702133117315686,-208.71432250766304,B,-310.3677818136263,A,0
26-35,China,C,55.9380017806312,E,-94.80477081983791,-12.261375412670313,-100.60257909030543,65.79233794562477,138.171499214026,-8.422114473872629,-36.658739527100806,B,45.138907293910265,C,0
65+,Brazil,E,-54.03847574050942,A,59.254852307751015,-69.55783064308922,197.91631988316195,117.28959165094071,-94.63706205404237,-2.087421699311704,87.81276649040123,E,-1.5443232968841396,A,0
65+,UK,E,23.624536218568316,A,-41.61580073313053,-36.594329215851026,-177.53193505175452,9.245085106689231,-64.86093586728823,69.58434412681993,-97.7005680323585,C,-9.27345820525829,A,0
18-25,Germany,E,55.887362858549615,C,-82.50635044514527,-25.521584871644045,166.55823743976384,-10.154528163577147,13.483448105516526,-61.802122026528835,-71.89726499113178,D,-14.123979452696439,B,0
18-25,India,D,-37.929049842126844,B,45.87166938966887,-42.33515829619955,-18.739718171686214,6.470757317344011,-176.63708424522105,-105.01230066624522,10.34513885863076,E,-198.0494535027654,B,0
65+,US,C,-225.4679885684464,C,-73.66513479938625,-37.066075314128454,-203.47554938586717,23.851419869191794,129.75418236732256,27.423839580642262,-10.59898949588618,E,-132.15136198510004,A,1
18-25,Other,A,-0.5019537616122351,C,64.48028279531334,16.681841492267253,62.89310938575964,-185.43706472606374,54.575270612545424,28.768075998348408,-128.182623534065,E,-6.356819499275695,D,1
36-50,Other,E,28.384719167151555,E,-184.57683206347394,-101.1054504923061,-47.02254554461799,-22.176070345740804,120.78455294889369,93.72193198236988,-20.06280004124949,D,-54.67571664583423,B,0
18-25,UK,A,-87.45738242851333,C,-22.92868395721871,-82.18835036462738,-60.92884395246458,105.6207066645454,-69.83257568782045,-26.484780276834492,6.985262007034389,D,52.150802279543726,B,1
26-35,Brazil,D,-105.87246878559932,A,147.2141252523291,144.76361980376936,197.4585897838297,29.984295872613064,-145.9642137127225,104.83138009916466,168.04730528981273,C,-114.58163814086635,E,0
26-35,India,A,-109.30837348079952,A,-6.971903160919621,11.535180685187726,164.3541027294788,153.6860644519043,42.41060506101121,-116.27838073051902,-44.6662734985375,E,-128.06053421201455,C,1
65+,China,B,-44.6096489418532,C,96.19911333188806,22.548555211989893,-86.66343099234942,-76.05198322718384,162.18097051204637,-25.506574961021975,-105.21813700026395,C,-49.671300520762216,E,0
26-35,Brazil,E,-37.06832418579478,E,-40.691022178307264,123.55182925970978,-29.81402077920941,-144.94163868824998,89.90390997957807,8.399321725632326,-145.50538435771088,E,94.0586127128153,B,1
51-65,China,C,-48.28970162855077,E,75.82049051907401,127.31822113220387,16.066275638328616,104.53900259284843,60.82700234470938,70.10204978653535,-40.56228432275395,A,-84.45322511441718,B,1
65+,Other,E,-62.24283313070153,B,76.49647992433214,-12.850774588722654,-54.98661496398681,106.8751342323497,172.55711757825142,-212.2229087733544,-32.38174073765057,B,99.52551393143946,B,1
65+,US,B,-94.41463067021787,A,-137.1142640349511,2.3449551430238413,157.7503494453487,-14.131244471331497,-48.72821638767334,-72.08686391928,-201.9839848898673,D,-86.45724893416596,E,1
18-25,Mexico,E,-104.06857424581209,A,9.879234763774742,-4.446404836324379,129.68173386767128,-96.08737477860426,-59.8687677199644,41.454872842164164,-169.23488409356335,A,21.28894271965889,C,0
51-65,Mexico,D,13.361291642513038,A,-5.08139591475395,170.9780811950413,65.05489333671683,-139.42379605027045,-115.1935876392758,-42.67764440514451,48.13670478816892,B,97.49738623380813,C,0
65+,India,D,-97.63210284043915,B,74.46316325290277,129.2800665671766,152.13050835676574,-46.69851631494154,39.13572317305075,157.5422276195354,108.93702284195173,B,-168.66475637121906,A,0
65+,China,B,78.36594188269461,D,-31.92931182943939,41.018590039215475,21.281683101856732,20.84214385014883,-128.39746915825168,-86.76235641179836,-4.889251728618393,E,-160.70606030824314,B,0
65+,China,E,30.827548141704224,D,71.25101288356915,-14.414383422416716,142.01615337649827,117.69726779813101,17.785126566843676,-39.73634169296784,153.16290123130136,E,-83.36917879899637,A,0
65+,Other,C,-126.45878738178122,C,-51.43883033745274,90.5345900611486,-189.5141959781309,52.455671884024554,63.653848466159936,-3.091317710287824,-166.1398977931556,A,-66.49404710648419,A,0
65+,US,A,-52.60880231592805,B,-83.82221250329827,0.09891931008466248,84.83809948023902,-120.75374896473741,-79.65735523054019,-34.21891317398203,-82.32978710737338,A,-17.940100796263774,E,1
18-25,Germany,A,159.61740859941625,D,170.29410234255477,229.22133097591723,56.931962846221275,-46.35779137172837,-110.1725661787103,240.02631277259482,-115.73927932164263,C,5.175131266223392,D,0
18-25,Brazil,A,77.75223002308303,B,26.71965403085564,-170.75870662188478,-237.32085552157582,52.16701851459926,58.57533525935268,-75.06170015898485,-159.28370885725954,A,-121.1676762456606,A,1
51-65,India,E,-39.940841255819734,C,6.808051034069118,67.4667206254087,138.35533615612604,-16.1409003978224,95.14182563492888,-10.5315666381521,-160.70887046723053,D,-0.12747794834373657,C,0
18-25,UK,E,64.1675400571746,E,-171.21419915848338,2.333325300142229,154.46150587436122,-13.085240341095068,-59.87533041110805,15.805455258233009,-110.36424563820366,C,54.207326399882305,B,0
36-50,US,D,34.881508775432884,D,2.9199995881661946,-42.53917663005003,-49.5411034717236,39.63785417919098,95.82307177321141,75.40438667796676,-43.01878366194641,E,26.610284032723264,B,0
36-50,Brazil,C,7.10428673677192,A,0.42236318822962216,115.14968026230659,36.78992499108944,34.28483861144204,163.63894465585503,-114.61460932397662,-83.81878189428046,A,-107.76351438559115,E,1
36-50,China,C,-78.97585813044493,A,-33.91393925731466,-144.73322368542938,101.90410676582972,0.9938959509986778,-133.75760276609395,-119.95517108444851,101.55829643902294,D,-82.00335356415735,D,0
51-65,China,E,-144.4475461471098,E,5.936267167133901,0.8101526254582323,-108.34486471139518,18.76771779276984,-52.801340145152665,48.35155192393481,368.65449391533497,C,75.68727953631218,B,1
65+,India,A,-8.002256998310665,D,-74.91437161788664,-217.5447793445341,112.73188928054311,-170.51241241946374,-16.080285008290144,48.059251845779805,37.064500438488224,B,113.79101833629326,E,0
65+,Brazil,A,-105.19031657050455,D,90.73031090511235,60.73531238404518,132.06749392254832,38.52787048066888,258.17571159900876,-98.45184177666808,181.39782418724278,D,69.63621958170526,C,0
18-25,Other,E,48.55971305000844,B,58.359807351643354,-83.25358996926302,-183.02477339499566,136.30968945162545,-128.6581227970312,32.52958091462077,-36.755476722029194,C,-45.21369340788055,A,1
65+,UK,E,3.7957438530998853,C,45.07591180329633,64.72654218794237,-131.63112946310406,217.04461875100964,-28.47041067163848,12.780662572508028,56.87692731148665,C,-118.66416990637079,E,0
36-50,UK,C,60.34312157308606,B,35.132363758384415,144.38662978863155,4.149177054324006,50.88960229266326,-15.736500185794,81.04010363864697,-77.2231619208954,B,-127.74640653725602,E,1
26-35,Brazil,B,6.547970014917981,A,-94.95987725874814,62.66791174620665,-50.75897903300217,153.68854538534225,-7.236289028646907,49.10070510496091,15.571768119282517,A,-149.8346377171423,C,1
65+,US,D,-60.60119337121977,E,64.3358543822892,46.83912726209269,-11.286292386556761,48.138762117013925,-168.27294708811345,-14.610288495691487,12.755847648501192,A,-14.447765199368758,A,0
26-35,Other,D,-100.24361563608673,B,110.16069011789895,-0.8143886561765318,152.66045999981407,28.699759172519222,-163.15723285807874,-183.1078304504575,-4.34915180234077,E,-67.33061664694718,C,1
36-50,US,D,-43.75306494315067,A,106.15609795042498,16.253096593720535,61.064063813978265,-1.8205631416817973,-93.32366985361979,-37.959354974796646,-19.58862421943582,E,-113.94798601475837,B,0
65+,Other,D,-80.55034482616601,D,-10.089689422454342,-36.981399550036,86.9763198390873,-150.25802605858897,6.132862245386512,-184.9130583819813,28.678617739111118,B,-10.592655196414375,A,1
26-35,Other,D,-97.06632326794204,B,104.88935896338971,61.686404488475475,16.655978606192008,-158.08644998389104,-68.32923400230104,-95.17350850878847,-180.69567819470612,B,-121.01056398667622,E,0
51-65,US,D,-45.270707874774956,B,36.389261994356254,-120.75179717740802,-4.777214784214643,32.47991117000583,94.2754543450181,-34.5288478312112,-4.1231317197694946,A,14.658306829864198,A,1
18-25,Mexico,E,-25.568845733429157,A,-15.9644837085897,149.27704480883776,-58.21741516822414,111.63736713855619,111.34128391043481,50.51830942955227,-22.72548796900564,E,70.15294783758603,B,0
51-65,UK,D,-41.30812951712342,D,170.0550071536862,44.9386852977433,96.00083872897073,206.4851242595157,105.18208011945727,-96.26670617828732,297.31232306306856,B,6.483998338403765,C,1
26-35,US,B,-38.801379110093606,B,-100.9574927013961,-64.27379643139612,-132.69952768474803,-191.2803370578637,-60.77610951020201,-100.47781230084323,19.071093567278652,E,191.44450617440268,C,0
65+,UK,B,117.69365561319401,B,-166.90793685917558,-24.04363111170143,-13.53865694356055,-30.215370380204,9.40678578111503,40.57172945413113,27.392007655397165,D,29.366438380260877,E,1
26-35,Mexico,A,-8.574438768365685,A,-51.57167936716862,-112.64764178328221,-126.97606181077224,-6.1097043641936954,-105.48781588689842,74.93926071072659,36.44890963552099,A,-113.16050426514366,A,1
18-25,Mexico,D,-212.07689844163718,D,108.68201226657528,-28.66100204873679,67.94846257549811,61.74992927439765,-34.09822849144065,-15.061880616308182,19.688485978774352,E,-83.35912594099355,A,0
51-65,Other,D,-94.01240638612326,C,-148.84296139100059,-179.6675381971961,-116.25319229819073,-28.146754405978875,74.69140090297518,-224.85318350268622,27.89736713266709,C,59.437149260329214,D,0
51-65,US,A,-1.222029388644497,D,29.900070409269247,-20.448254116108206,-40.534558813355844,191.25105317476445,-0.9694239966130015,40.11362470168738,-21.173957210923696,D,-75.3647175455575,B,0
18-25,Brazil,D,176.97810273810904,A,-48.26891697555119,78.6956020009511,-46.985898596755916,-113.05205750649547,-38.00109289752996,-150.00154085271126,-85.92057825567004,B,85.27566872636537,C,1
26-35,China,C,61.11543224568208,A,-26.566675699115734,114.62118201267756,-10.936149964942901,-68.93126394957167,110.49436296718531,-61.73730847162876,-27.390862877388123,D,-98.85311237616673,C,1
65+,UK,D,57.66865667784861,D,59.789149290830956,3.0155130576474134,-52.46311801934317,-161.64395155945797,129.52821616412837,39.831102809255306,3.034330603426707,E,-227.2845940290689,D,1
36-50,China,D,-134.61730630538412,E,-48.06466916279671,-14.899904739465617,41.47723585146485,63.89174048067808,-87.81357957540317,40.98313834097425,11.290821725828396,E,-108.84537080353948,A,1
18-25,US,E,76.83220833431224,A,19.479856831685783,-152.66168789770506,8.122225427142164,2.8242012401882457,-184.25670264031692,138.2327096803097,-171.15325401138492,B,-122.90646639278542,A,1
36-50,UK,C,-117.36942617921262,E,-107.22703419104107,-103.23140890464157,-203.33186442507863,31.639784738145,23.66182404097738,44.728539911723445,-162.46355035122602,C,-241.54902456148287,E,1
65+,China,E,34.30074130849172,D,74.17141920786705,31.867214465630884,-19.16667265912827,-45.64796574705138,-88.94015226202512,-253.1986906262504,112.4078222116792,D,59.42839929030347,D,1
36-50,Other,A,-93.19522105401698,B,-16.5312304050398,-54.42113432072448,92.00620223889199,-123.31531767690453,-48.124427464273715,130.96412177223306,65.14854290033423,C,-149.60552529423182,E,1
18-25,Mexico,E,56.59122417513151,B,5.949995686981417,112.6573202970317,-235.29743581503345,109.14853241361351,-39.01052797214053,128.32707454581148,16.622427446365677,A,109.34087744249345,C,1
65+,China,A,44.292556757969784,E,103.37291665335154,121.07538795147698,-4.032132558778913,112.66452743671145,-38.68467094715237,79.753971524468,69.56249678468834,C,-73.47758406038955,A,1
51-65,Other,A,-271.77632202877555,C,72.40400131306946,-100.13828593938572,-203.77769231991203,86.99231996476294,-154.65365908387253,29.5284559992291,1.1783033513812493,B,-59.798189923227895,B,1
26-35,Germany,B,61.663133530353285,A,-168.85706884894623,-145.8115883621303,-167.19175421750268,-20.49709071505144,-44.51433641656753,39.95425912790244,-33.18354883235055,D,-43.38791919364107,D,0
65+,India,E,-20.479286596815047,E,-50.67051668850028,41.535764045944596,51.25132307097589,106.54705639401996,-91.76455536556392,64.05201240324743,-106.77638838903181,E,-3.39059305963578,C,0
36-50,US,B,-29.94808959171287,B,-21.07123515064951,224.66852693515528,-104.49373047198776,-13.931043393978982,-45.74117963375289,-73.97691499979454,197.074163871823,C,-12.052563592242077,A,0
18-25,India,E,-42.488818473835,B,30.659956577189085,-140.87580609702403,71.03477448684698,-200.80409462470055,-107.48880457205583,50.316234245581285,-189.68900104957166,B,-137.37062044410445,E,0
65+,UK,C,-25.693987061413125,D,-47.38894230424439,-104.48629311526507,185.27582332873845,9.040796379449336,60.463252470330296,31.399874708821475,-47.6106046558494,C,-38.54417493588997,B,1
18-25,UK,B,184.19617034292162,A,61.13405109315738,-81.4643516037764,-44.94445160955512,-137.6010174719423,-17.98614952188926,1.1625593615040088,35.75067348010046,D,-20.812501326297337,C,1
26-35,Brazil,D,25.849629009899168,D,150.22846789348714,-108.84173242040194,83.6007908724748,-128.74058816165848,-0.8490158936721411,-55.84188883883747,-117.40042383698761,B,24.222321084902788,B,0
51-65,India,E,92.9446467334269,B,-9.320815010351081,47.52750402167184,84.20521366489561,22.038754042371803,93.03567899431542,99.15456478994498,-10.057279154570494,D,-57.103113020426754,A,1
51-65,Germany,D,35.49958536977801,C,-97.82478289315848,-219.8822123369697,-94.05013707628059,128.39014201413522,-53.0351950463975,19.213451819956344,-184.56227326676066,A,-70.85821970845602,D,0
18-25,China,D,-55.18396292680472,B,123.59894406781436,55.21795271189227,80.86823515996292,141.85762530900126,-182.07752456564822,91.50805262596012,-28.855306291238144,C,-50.72878017071183,B,1
51-65,Mexico,E,-115.43902727190685,C,-182.90617363327513,3.458554785208371,-74.0050627013589,-18.92734959588114,130.49779022197282,87.450680740989,-47.58232266584383,D,93.51133573266888,E,0
51-65,Mexico,E,-91.79432777994943,B,151.73104268672876,-209.65489776046894,-141.37942998998628,-102.01703632444755,-171.14562628137006,-8.088710892342664,-98.0181022490217,C,-26.06668403837934,D,0
36-50,UK,C,13.18770868834836,C,35.924554713748705,146.41517754776513,91.22884777014919,-0.1133509669015603,-129.02647077215613,-114.82935872416249,62.96363917843618,D,-45.58728933614092,D,0
51-65,Brazil,C,112.13172320129303,A,107.68214242189889,81.81432703436712,69.3245384570852,-15.052834626586723,252.91956915029928,-35.192237301659155,20.884608644850825,A,-56.01369884243268,D,0
26-35,Germany,C,-39.07798728203179,D,189.8378927888573,-33.761766299629144,-48.50140057370332,21.095280669155603,-147.3774685311198,-42.22605215181336,14.452481225601051,C,136.9398027215263,E,1
