nation,civil_status,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Brazil,Married,52,E,-55.79807321531114,C,67.62098670170236,D,-54.0149105609928,C,216.9118650075097,E,A,-7.213577391025288,1
Mexico,Divorced,19,D,-131.04326908654787,C,62.651243629758326,D,-141.5909237373414,A,-33.31437112761716,D,A,168.2320266518843,1
India,Married,27,A,132.0252607471333,B,-4.0673807937490345,B,48.515997263178996,E,-27.108001756246658,A,B,47.757521497428215,1
Germany,Married,28,A,-168.51549431261395,E,135.88556407355247,B,-116.46002121178809,D,38.392426377612146,E,D,164.61072138227658,0
Mexico,Widowed,29,C,21.918669408021515,A,-50.357711903190925,E,115.02305481017545,A,-128.20363546410874,E,A,51.924590339886635,0
Mexico,Divorced,46,E,24.504009925874577,C,-33.36302882910451,D,-8.526648726113745,B,-146.69217730137265,B,D,8.49969232888147,0
China,Widowed,70,D,53.94414384320866,B,11.964059678568411,D,8.854381296877984,B,-54.20336845506486,D,B,-89.16806351807793,1
UK,Divorced,56,A,114.53829969526568,D,-88.38623341028705,B,107.65030495370567,C,-10.323329470707668,C,C,53.48286686824649,0
Mexico,Divorced,35,C,-9.010763417098913,D,53.80696917820892,E,-57.690505279323304,D,112.72253851740739,D,E,-100.95020727119636,0
US,Divorced,77,E,-81.36515806898646,C,27.522600597016726,A,-51.11781870375156,A,-52.18936934550018,D,C,-79.0742389079242,1
Other,Divorced,70,D,88.47037533405486,D,-130.4403619529008,A,96.77628767614073,A,-45.53918009716396,A,A,-21.662928994843668,1
Germany,Divorced,70,C,-100.2027276787459,C,-78.57739996948364,D,30.307246055992426,E,194.57669117619088,D,E,20.615836830493123,1
Brazil,Married,62,D,-29.919511106961544,B,-10.78212542021446,C,120.92751817999721,E,-26.833529163179215,C,E,89.16184938476079,0
Other,Divorced,74,A,-146.15693235101963,B,186.19698917160716,E,107.91795945535316,A,23.486739089252325,D,E,-151.9960888254061,1
Other,Single,58,E,-57.458563653155494,D,54.210151124569606,A,-89.76568200061385,D,183.02055709316537,C,B,-78.96108959090296,1
UK,Divorced,50,C,240.02845484771504,B,154.11637039603957,C,40.4325903531766,A,-168.1856793780049,D,A,51.67789176409917,1
Brazil,Single,59,C,-34.530292383750336,A,-158.17019868078276,C,197.2486616667807,A,15.555063891585617,B,D,257.46376253748105,0
Other,Married,42,B,109.40246841335004,D,3.2398302421514695,B,-91.4685602522529,E,0.5851698971547864,A,B,74.81371320083299,1
US,Married,67,C,76.69575612215624,B,-14.442868291303663,C,-87.68991444130513,E,-11.387219302178545,A,C,16.594971885294736,1
Germany,Widowed,54,C,-83.18401095695678,A,-22.0804701001068,A,133.01610450063467,C,191.87800466550428,A,E,-57.67262855395748,0
UK,Widowed,67,B,-40.02025342594832,E,-23.135320501921807,C,37.58392618629847,A,54.62514997401844,B,D,10.160131461989586,0
Brazil,Married,32,C,9.900046687447563,C,-0.8541163906690239,C,149.30775628902322,E,-116.82306667005244,C,A,-129.76227487744356,0
US,Widowed,61,A,55.21687222371512,A,-0.9997483291567641,B,-114.74748536320692,A,-93.17110789806078,C,A,113.6952198801252,0
Brazil,Widowed,36,D,-174.60052174282916,E,11.128923148179764,A,64.61843068248048,A,48.03080713101545,B,C,-50.03866833868009,1
UK,Single,29,B,-138.07257265406184,D,-89.3359319526352,A,-135.50134253738096,D,68.50240598336363,A,C,-31.225147525678903,0
China,Widowed,61,C,-148.35690700012717,E,29.446442780232108,A,51.00001700598198,B,-12.028684165187396,E,B,-121.6270549479989,1
Brazil,Single,21,D,-86.1711500129325,E,104.0702891244623,A,125.57622501752147,D,35.267017761443036,B,B,-169.76709087524563,1
US,Divorced,90,B,-52.13384221916465,C,72.78944743364512,E,30.383104350980606,A,-27.918832056408448,E,E,-158.89439371655985,1
Mexico,Divorced,61,B,-62.22084072643259,B,140.0309575502584,D,84.38682983537666,B,-45.711599611662535,D,C,-157.18934442062044,0
China,Single,98,D,5.903073719056411,E,61.33441307558773,A,-22.78476044000433,E,-108.52114817675475,D,E,-55.491638464182266,1
Mexico,Widowed,67,E,14.6693612170292,D,9.45601313851723,A,-54.4151106953051,E,-17.99504470525804,B,E,76.74523125215116,0
Brazil,Single,83,D,-157.1393162911794,C,53.54212242922822,E,10.563082464027202,D,-218.900890081206,C,C,-75.97507012249251,1
UK,Single,99,D,19.668171054679295,A,181.682158242301,B,12.013209195486931,C,-40.170124528785536,A,E,-19.385831260726043,1
US,Widowed,18,E,43.5544772370599,E,64.85540558504003,E,0.10897181414225654,C,-88.25661565731616,B,D,34.0893502133043,1
Brazil,Married,62,A,-119.1132973610068,A,-41.64685440572997,A,166.26736143894254,D,102.45506357526284,B,D,67.93092069924558,0
Mexico,Married,42,C,179.35625458431133,E,98.16408884771654,C,-1.936171503660921,D,-76.9234151718227,D,C,7.723612503401321,0
Mexico,Married,96,B,-53.35741733771513,D,-13.39580117312424,E,25.05068632348068,E,-2.145778872537491,C,C,12.482856689885082,1
Other,Single,22,D,-138.49601870923186,E,-45.71913307056367,E,197.61929801629753,B,44.25210582376569,B,D,45.89483700773294,1
Germany,Married,47,C,-125.81271195808404,A,90.75962328281658,D,-2.2874111801645496,E,54.579478495574165,A,E,-20.58976119290335,0
India,Divorced,56,B,-1.9267661523043926,A,116.75579676991052,E,240.63380245865343,E,-13.059082473136957,A,B,206.4773349837471,0
Germany,Widowed,27,D,-102.10493139081966,E,54.602114165257944,B,-34.757372999975786,B,100.79702971119727,B,D,-102.4244623602083,1
Other,Single,54,B,96.00860813221772,C,-104.00749046604425,C,186.19468993124474,A,-102.3741589017342,E,B,-120.20910385155328,1
India,Divorced,26,C,-13.301765734933662,A,46.35234174492898,C,67.91498145024205,D,-41.390429656110165,E,A,-124.8105521655354,1
US,Divorced,23,C,35.94270849763648,E,121.48611911055498,C,-106.93346503472658,D,65.39968707425689,A,C,47.55047111862477,1
China,Widowed,66,E,45.740983536783176,D,-130.44978889389162,B,-130.4512571603811,E,-99.98438593637388,D,A,-25.22896598062962,1
Germany,Married,68,A,98.3199235762224,D,24.58499693790007,B,78.84495650346648,A,12.62802261186136,E,A,39.47522784267108,1
India,Single,96,B,-30.04168219185683,E,78.5348985690946,D,-66.11847639477992,E,15.590559250078195,E,C,39.58276792764711,1
China,Widowed,77,B,128.18656721695928,B,-128.6059328713985,A,-73.06345807725614,A,-80.00859749458242,A,E,34.156562984196306,1
UK,Single,49,C,47.771017224486606,E,149.57060942936636,B,-75.17936384120117,E,58.03317495934653,D,B,-14.712810352794811,0
China,Divorced,64,B,-67.42016986852418,A,-9.87807460085017,D,78.59413965105972,E,-20.8140024588456,A,A,133.7082688028652,1
Mexico,Married,84,A,-158.2130199794952,D,-45.65932756953108,E,-14.07461796333699,E,220.72492374141785,E,B,-135.2575269657803,0
UK,Widowed,24,B,19.26072186077545,A,-55.88154850119204,C,213.36860036137386,B,43.04946925510896,D,A,59.042692527867445,0
Germany,Widowed,73,D,-135.9318163226688,E,-47.904976070133834,E,-36.92298784386839,D,60.02089506174582,B,D,20.452972325325142,0
India,Widowed,91,E,45.26143439442583,D,-21.670964280330544,D,-147.46096914894395,A,14.45697606331737,E,B,-257.3981088976457,1
Germany,Divorced,27,A,127.22703359204613,D,34.76437042581289,A,-73.736112583444,B,-3.887891293930814,C,E,-27.66571325951731,1
China,Widowed,78,E,56.5009319835109,C,-150.61324077082867,B,24.325341828137866,D,-181.79712378022396,E,D,52.60629839896208,1
Brazil,Widowed,60,A,156.12672765779084,A,-46.4467673599775,D,283.2349924872601,D,82.12191664493517,B,E,-5.058477668126258,0
India,Married,58,C,-40.88684403591415,D,-127.41319778308392,A,119.79926100613876,D,-193.66257427132723,D,B,-49.09752759755407,1
US,Single,69,E,-67.66669618826472,B,4.027520665973254,E,15.418532571372822,A,-112.62595063909966,A,B,72.24369548568156,1
UK,Divorced,77,E,-75.13526385949427,E,-92.38445203327299,B,145.72632554942479,E,-1.656541400182012,E,A,163.84672748298914,0
India,Divorced,21,A,108.05650335056862,E,126.18718235159567,C,-48.80413739050164,C,-135.8073464159749,C,D,-67.29845120866186,0
India,Divorced,90,C,-102.02038587414981,E,-74.12714029881536,E,200.3631373479883,A,-168.190531900731,E,A,-31.95468647305912,0
China,Widowed,42,D,58.91731994819938,E,56.99987134635496,A,-180.5695921112509,C,-135.56663479760206,D,A,124.1400797943343,1
Other,Divorced,63,E,8.501984348081626,C,-79.9589237572498,B,171.76126608555936,E,-119.89089555155894,D,C,-28.250644843759275,0
Other,Divorced,96,A,-10.304891076004827,C,-68.05816030952452,C,-43.60519456827036,B,-159.84457547224633,D,B,6.8369621010883606,0
Germany,Divorced,80,A,100.89451167465775,B,40.17600944406199,E,171.5854099051835,B,64.70426132474054,D,C,99.06115970265121,0
Brazil,Divorced,79,E,-57.64463748136463,D,188.20456930846532,C,-65.22059486511695,C,5.5525530633207465,E,C,62.37658893022318,1
Brazil,Single,72,B,133.58181647472585,C,-136.77770973861803,B,39.15339394080998,C,-32.832074967191055,D,D,10.792782707725827,1
Germany,Widowed,32,C,101.70347131214558,A,88.20986712855459,A,-77.84083268955406,B,36.6924704234544,D,D,-43.27042057465441,0
China,Single,33,D,80.16024656383117,A,51.09235723602163,D,33.103748691652754,B,-90.3769696511475,D,E,-58.12882438909267,1
Brazil,Single,70,D,-24.96876561556331,A,-28.29859241736643,A,132.1772762190648,E,-106.40449170874061,A,C,146.3694506681377,1
Germany,Single,72,A,-149.73486961879303,C,-131.81641973599068,B,67.22765508265442,D,-23.553217730781533,E,C,-27.61935255884213,1
US,Married,26,D,-31.331534281599016,C,33.274149736017094,B,48.185853635881315,B,95.50879461493437,A,A,2.2747535211042247,0
Germany,Single,21,A,-60.198442230566954,B,62.29367888809505,B,114.54123245192885,E,-110.25947947103593,E,E,-122.39872284897191,1
China,Single,69,C,48.41246887878333,D,115.98384611840106,E,21.919347204011647,A,-141.1107839752983,E,E,153.89530601815693,0
India,Divorced,93,B,29.125409325827555,B,69.51859825943704,B,40.15779804073775,E,92.75563333467105,A,C,-3.2724986870113435,1
Brazil,Single,84,C,-42.01479005470014,D,63.664145299805675,D,46.81191384289336,A,-13.457002144784354,C,C,78.55741909728324,1
India,Divorced,85,E,68.05087278960504,A,-88.26444016679513,B,-32.74385773140091,A,2.1408822024676857,B,D,36.821478787308884,0
Brazil,Single,40,A,-6.649746471285544,A,153.5006800669089,C,47.207277865652514,E,5.045801882956699,D,B,53.85735233409113,1
China,Single,37,A,166.33918699601833,D,133.29037841849785,C,-138.39684316932596,B,-109.73953282474258,B,E,3.0248314872340436,0
US,Widowed,65,B,45.023378667488636,E,39.25825293291141,A,29.709102478856313,C,-70.67953618011335,B,B,118.76184212168369,1
China,Married,91,C,-66.63495922050635,E,-31.73671021271372,C,33.694087259390884,A,13.763033302697778,A,C,-97.50515555415429,0
Brazil,Divorced,91,B,-59.8279153109256,E,211.3232735467533,D,2.0358285021685267,C,-78.25973982064282,B,D,55.783333963212954,1
Other,Widowed,82,B,121.16190135205183,E,-1.7995291652137715,A,70.45273058893244,A,65.96800303459702,B,B,-229.49262305982145,0
India,Married,26,B,66.44514934832169,A,109.95370918107153,B,29.812367918938143,D,8.470901888861755,E,E,32.87564449854734,1
Germany,Single,85,A,-83.5449481550627,B,78.0108542465444,E,-0.9035760308377219,A,-21.37914963527004,B,B,-17.728526159825865,0
US,Divorced,62,D,68.18800101386371,B,-176.29633644387792,D,-32.03460581729327,B,-172.30904365511276,D,B,53.94885531649931,1
Mexico,Divorced,86,C,-33.34096171657036,B,-12.223746585041294,B,10.362112113967417,D,5.978760287309654,A,E,79.26013750686474,1
Brazil,Single,22,E,131.87074839302454,E,-72.20789913250168,D,51.429070388263,A,13.19855655778745,A,B,-78.43989754531219,0
UK,Single,18,C,-164.36933536734955,B,-58.94288985199479,B,30.732916518315555,A,18.156142752633066,A,E,7.237088893686218,0
Germany,Divorced,88,E,189.1875669821205,E,-126.74885679051009,B,12.727487024920366,B,-16.566778526569,C,A,103.90284853065165,1
Mexico,Widowed,28,A,-37.43360666685466,A,130.69411497270596,E,-126.7362675822639,B,217.1293210558022,E,E,137.0551754136745,0
Mexico,Widowed,36,D,151.2947215023667,C,1.0672997062784841,B,-152.45557846077605,E,-120.90866087725726,B,A,111.23126647187047,1
Other,Single,33,A,27.479284336926224,A,-43.7637550067432,A,-198.93003043406432,C,88.8746178348311,C,A,-11.25164513740652,0
Brazil,Single,28,C,38.35778920242951,D,132.77686271545676,A,-5.923060492813603,E,-122.66121622776392,B,D,51.7148403718848,1
Mexico,Single,88,D,-87.15689703670475,D,92.11052972207754,D,77.56480550503981,B,-44.271062684905175,A,B,95.9892528024258,1
India,Married,42,E,125.74449174438604,C,1.8230136254530354,C,30.680603362306712,B,48.13818352982568,B,B,-13.731734495186465,1
Brazil,Married,33,E,76.83645303766794,D,71.32983126654831,E,17.62088969589595,A,159.79095133457767,E,B,-34.048748529256784,0
Other,Single,33,D,52.329725115762706,D,88.9732910317029,B,241.19766618828615,C,-126.6876680858864,D,C,118.69933851871797,1
India,Single,90,D,30.12622965819573,D,144.1766776231199,B,-147.57902699293564,D,-21.472936538519033,A,D,-22.508276115937843,0
Brazil,Divorced,40,D,43.28712474825542,D,-152.68240144978523,B,132.95935763161012,A,-22.508346478964167,B,C,49.71738496179494,0
Brazil,Divorced,84,E,-68.03249838838316,C,62.11739657261845,A,-17.14089918404863,B,78.59669636914589,E,D,25.585013836979854,1
Other,Divorced,31,C,69.93630862736971,D,123.80633550227628,B,-210.80034005907908,A,54.72283702989126,C,D,-77.80979646837682,1
Other,Married,95,E,-113.01788133436641,C,-19.2920513982527,D,11.788892768820771,A,45.59973698372836,C,E,51.51208083337012,0
India,Married,52,B,63.72419389458784,A,-3.732233312008068,C,-60.566329354460066,C,18.232224108170225,D,C,83.8639862723153,0
UK,Married,22,A,-200.00722745275633,E,-42.9442179275413,D,-42.31777196066007,E,-67.04126078261626,A,C,10.899622261643682,1
Brazil,Divorced,40,E,43.61684487396985,E,55.94741815102739,E,214.6777475710094,D,52.55090838038009,D,E,-30.551778615818222,1
Other,Widowed,85,B,-166.10239909184773,E,-4.320543295177429,D,33.32250041246797,E,92.39371920917911,C,E,164.21820045889746,0
Mexico,Divorced,99,C,171.11403475088258,E,-157.9899671907268,A,66.50519632308577,E,-61.53146650206944,B,C,204.67855680017385,1
Mexico,Single,57,E,-90.3022265520168,E,-15.97392609205672,A,-12.9617666474477,C,-87.1545726317022,C,B,-48.78438558148799,0
Mexico,Married,52,A,111.4190265969968,D,56.272376933051675,C,23.671212045466152,C,-56.50961640401583,E,C,-0.2340532825966317,0
Mexico,Divorced,26,D,-126.66701640339055,E,-136.4598002832703,A,-94.37017145300489,B,-66.29566222245973,D,A,76.2197929525452,1
US,Widowed,54,C,-7.387011507930811,B,12.622906289794614,A,110.1072500578707,B,-43.85762329833012,D,A,-81.67338599483203,1
China,Widowed,76,E,17.163735547669713,D,-112.84162076190452,A,148.64353950307935,E,-26.406427576754815,E,D,39.28306829054225,0
Germany,Divorced,33,D,-120.24220579622454,D,56.086133746327974,A,-95.50443689625199,C,7.05261271959966,D,D,51.00248495844046,0
UK,Single,39,A,-59.87836475462793,A,-126.27621374560346,D,7.773341463827498,A,-65.23691132136481,C,B,-54.74586127888919,1
India,Divorced,99,C,5.818282791718142,A,63.141462867961366,C,-20.6104993062385,B,69.70288007499231,A,C,-89.56154902611246,1
Germany,Divorced,78,A,180.3461855313709,E,119.51288691943127,E,-134.25306814046294,A,124.06803393267852,B,C,22.42246609385418,0
Brazil,Divorced,61,E,-15.287057825753672,A,63.90303805857541,A,29.860836770597153,A,38.35962110793222,B,B,-54.04160598954374,0
UK,Widowed,41,C,-206.65171871212698,B,-18.484583401054007,D,4.5454755274020435,A,77.66192364121045,E,C,-141.09235980298104,0
US,Widowed,50,D,-45.395146242921115,B,-36.11103876532812,D,19.059116275904486,C,73.43341464568024,E,B,-216.32954085399714,1
Other,Single,35,A,-103.86784026861406,A,80.6975101967524,B,-66.90579300479772,E,16.3813153402319,A,A,-66.40127838209246,1
Brazil,Single,90,B,56.395843321322616,B,139.1220932830695,E,98.83016680189645,E,46.31874624298519,D,D,-127.0455361426846,0
China,Single,56,B,-17.063661252818363,B,-133.45204585155693,A,-43.514193296297385,C,-7.8511483839243414,B,D,18.02508379904845,0
US,Divorced,69,E,63.81700569187305,E,-25.623670840043726,C,-26.844373723411618,A,33.501870116320454,B,C,-99.15367647352315,0
China,Widowed,54,E,143.3280797129612,D,53.53569041765445,A,-11.292465471820776,B,10.875255614586079,E,A,75.15365919016335,1
Germany,Single,94,B,131.151980469197,D,-2.451855005444261,C,-77.63578836022685,A,-31.191463319582375,C,D,-33.799791097241325,0
China,Divorced,61,A,-69.05345505436475,D,-12.898896334253457,D,-129.9844128472723,B,-120.35310272125153,E,B,-105.30416515566874,0
Germany,Widowed,44,E,-45.34642005042881,C,87.9274112737494,A,-198.04927172780666,C,11.996646542748792,D,C,155.84265155637326,0
Mexico,Widowed,70,E,49.18637449920883,C,-16.305803328988397,A,-84.85636694050316,B,-78.11371721253931,E,D,117.83182352578085,0
UK,Widowed,42,A,-8.002118354828935,B,-15.23952856922888,A,145.4266741514597,D,103.16135902696296,E,B,-84.1312854405451,1
Other,Divorced,46,D,-170.7050589192945,D,-91.71520652355782,B,105.97570052056966,A,-19.30213865966806,A,B,117.40307918779935,0
China,Divorced,96,E,175.78797041104568,B,27.15764975821048,C,-40.213472078152115,B,76.48042440312469,B,E,115.3261132254014,0
Brazil,Single,99,A,25.888650775526294,B,4.078616654247498,B,-55.756802953341335,E,-102.95311351690933,E,B,52.887064770952584,0
India,Married,28,E,-85.62243885495602,C,-29.50435656391524,D,-33.227692736935474,E,-12.171024075066985,B,D,-100.73811170583382,0
India,Widowed,63,C,-153.7746791740352,A,70.97291710149146,B,59.06068790502501,E,74.98418670502183,D,B,84.58580476603284,0
Mexico,Single,60,B,-56.87300003809184,D,-117.29946439887122,D,-101.4502448243521,D,11.653513890289785,E,A,-104.84551090787164,1
Mexico,Widowed,76,D,-147.36276435862607,A,-40.733322985748885,D,40.18270259472699,A,-95.33508655249626,D,B,122.36500259823096,1
Mexico,Widowed,34,B,81.92462982649164,B,-56.01333482945587,D,73.430283885168,C,57.08144040646606,B,E,19.946125289981563,0
Other,Married,77,E,146.24252132288228,B,-2.653669174830637,D,-41.314448154859704,D,-159.3284624993974,B,E,-122.35952266980841,1
UK,Married,38,A,140.1606579331845,C,-251.10232707873945,D,85.94001007220349,D,25.718706091179932,B,B,51.59391183868074,0
UK,Married,70,C,-51.45285904679662,B,250.3383737326747,E,-147.06897187493453,A,-45.2282259303063,E,B,55.91490827948731,1
Germany,Married,53,B,36.40258681391625,C,105.05210766034448,E,-70.13397563342252,E,-86.77713852133758,A,C,93.36757385729273,0
India,Married,88,A,91.03945680861703,D,32.21841658088096,C,-24.401384177935277,D,164.78257172269775,B,B,-94.85416508375744,0
Brazil,Married,48,A,-5.933118316022259,A,-37.74441814546433,D,-37.191111436267924,B,-23.285004055249267,D,D,68.74806073228078,1
UK,Divorced,53,D,18.11523157569606,D,32.897579867571615,E,-16.306575516480216,E,-105.17429193874979,E,D,72.26607792935845,0
India,Divorced,45,E,5.980621772427257,D,-79.41263019330069,B,-44.54992557413996,D,-24.93148197689351,B,D,42.18016590456482,1
China,Widowed,50,D,-112.2150732434044,B,42.75733404306959,D,-51.2034071123086,C,19.243998541739515,E,A,-69.40882362881405,1
Other,Single,77,E,-43.52859627834221,E,2.712119688486109,C,85.47763759239086,B,80.90254922369891,D,D,77.40118590367032,0
China,Divorced,76,B,-28.98725846782746,A,100.76381504664838,A,114.30612876855531,B,22.74209900116113,B,C,-328.2746350828737,1
Mexico,Widowed,73,B,-94.9276325106997,A,21.61951275530713,C,10.311232797573512,C,7.4371503231007425,B,E,-128.02751535042768,0
UK,Married,46,C,-109.54360180205876,B,23.118799542227894,C,56.61868274856323,A,-5.710791474813123,D,E,-100.82728552796263,1
UK,Widowed,83,E,15.18806127162533,E,132.1235860093918,C,20.904642513659734,B,-1.9936580382368174,B,C,-22.98337816944931,1
India,Married,19,B,84.05553281652199,E,46.14611121252255,D,189.3181099739602,D,38.01884684935476,A,A,156.98365443519077,1
Germany,Widowed,37,C,99.31462371713216,B,106.38351339568568,A,148.77620294575078,C,-103.0936033037572,D,D,75.88808201222926,1
Mexico,Married,86,A,-169.38249928091633,D,-215.40424119714646,E,101.21855605139918,C,213.47282047859045,D,B,95.93515518873679,0
China,Divorced,33,A,-86.24832728006137,D,3.9100513746324386,A,79.20334258249261,D,132.8351311611146,C,E,-106.47235168461921,1
Brazil,Divorced,43,C,-177.11906979186028,A,149.08204050076014,B,182.4526641739113,B,-116.13655347837783,C,E,-5.450132915912268,1
US,Widowed,69,B,-38.40872938521022,C,-187.85807409042135,B,146.0472042037618,B,61.00278768991695,D,E,-71.38645920131111,0
India,Married,61,C,43.28821700629394,A,-105.62227522604731,C,-20.549785060678694,D,13.629746251771662,A,B,21.8454534891855,1
China,Widowed,69,B,-116.13078854095737,D,78.60322009549557,A,-62.53138313578071,C,120.68902348302477,B,E,92.0664178116313,1
Mexico,Widowed,73,E,189.01797744547306,E,-76.56066041040508,E,155.5351352258338,E,-68.18473383041717,C,B,-115.51468480662011,0
UK,Married,66,B,156.1912825286788,B,31.348232668887345,B,-188.71289444142334,D,-116.25327712873488,A,C,-45.708311194950625,0
Other,Divorced,96,A,9.597300798615555,E,-41.20026085561055,E,98.18963972963662,E,10.299034915800348,D,C,-25.08241773092696,0
Germany,Single,93,B,156.24688094291824,B,-367.22366479106154,B,64.30177546995115,A,-50.058186892570276,D,E,-84.21685055863206,0
US,Divorced,63,A,27.32597293507225,A,-82.31642844674795,D,-133.77391388731732,A,156.69402776394844,B,A,-128.25676768768474,1
US,Married,79,C,-40.06839704677237,C,41.4241594494777,C,-72.69011377659788,A,112.2662487008979,B,B,12.817656798539142,0
Germany,Divorced,20,B,18.148987887704084,E,-27.53787728130601,A,-68.82126943359687,D,-288.7055196899687,E,B,-123.87629285981063,0
Other,Widowed,51,A,153.33642855218622,B,-66.7760811218989,E,17.783712111648303,C,71.67518365803596,C,A,-79.57439686386499,0
Other,Married,78,E,-196.61693413780168,D,-47.29304914782177,C,-38.07220847975208,C,-81.26007618490782,C,A,-145.64862486924406,0
Germany,Married,25,C,-153.3122258729549,D,17.969490842544797,A,-258.9429628332509,E,36.054122646043304,D,E,-83.40640240008453,0
India,Single,19,E,3.059775837381438,D,17.65656889915813,B,-42.86006070776233,A,117.51595552619429,D,A,70.22101706050502,0
Germany,Divorced,46,E,-34.52908562507792,C,12.285240613030988,B,-132.57887686231925,A,-29.254252537657887,D,B,115.22662290859955,1
UK,Single,42,A,33.15459069492827,E,27.67330989251302,C,289.2347896296911,E,22.89024939014758,E,B,12.373641186209987,0
Germany,Widowed,53,C,164.79653033811272,E,-102.08195238308251,C,31.549849184843083,B,-90.03178690438713,D,E,82.96024068707574,0
Mexico,Married,49,C,0.894001745311575,B,-2.944813449751007,E,-41.38982043226447,D,-193.98705634452392,E,C,23.56261926150615,1
US,Divorced,29,C,-124.71435962688093,D,142.39337043066428,C,-112.51153165374666,D,85.20276427532134,B,A,24.793223205716945,0
India,Divorced,73,C,-84.044064916435,C,39.505622196103076,E,-2.9561623479592916,C,145.3230238906149,A,E,-6.410355677275656,0
Germany,Widowed,37,A,-43.81855994995579,E,12.685456530362895,A,59.16344383261689,C,-19.691511853179954,B,D,-18.89087747900699,1
Mexico,Single,43,E,-82.29327230808173,E,63.32024758771412,C,260.54386159983505,A,52.46870462180101,E,B,79.87567177381042,0
UK,Married,50,E,-43.37497038796628,E,-43.55019718190577,C,-202.28170389139865,D,-25.87182889445419,C,C,-44.307593117779085,1
UK,Married,97,D,-5.866457028570933,A,50.81517099761766,B,76.7549477309884,E,-30.116315809236564,E,B,-90.980236871253,0
Germany,Divorced,28,A,-56.167531137835184,D,83.58408855493184,D,139.1647058633909,B,57.935144611933566,D,A,-186.5254425213984,1
India,Single,78,E,13.141405008037296,B,167.9794631151719,A,-308.5010298933704,D,60.98737259400059,B,E,-53.565116538275284,0
Germany,Widowed,52,B,111.29995221559447,A,-96.06191707625464,D,12.014826818133043,A,92.36541315676266,E,E,-37.552781996639226,1
UK,Divorced,50,D,-139.073467244776,B,-68.15043116836665,D,-69.63294480773966,C,29.678932919162115,B,E,-45.75184687711552,1
UK,Single,56,E,-51.054238725615065,A,25.053634124940853,C,-186.6080814220428,E,-83.88130575841501,E,B,-71.94047604149117,0
Other,Widowed,63,B,56.462243825276474,E,-218.01505202732602,A,-85.24837731130366,A,-138.27230225904043,B,D,67.58969039883803,1
Mexico,Married,69,B,181.28894018788623,C,26.77305373632367,B,-219.0328088087404,D,125.97819845743261,A,D,-98.19858364111509,0
India,Single,58,B,63.70811582740619,B,-208.75890576576407,D,24.104519406630526,B,39.15829924202841,A,B,-85.0163608271597,0
Germany,Single,24,C,-14.624551148875623,A,7.2273765720448715,A,105.543712375583,D,77.25904699092452,D,A,96.88078515890908,1
India,Married,98,B,3.9664863711171123,B,-0.9340063926176121,E,42.28254564516125,A,223.50202470922383,A,E,82.48491880413631,0
US,Divorced,98,D,-72.27223238615488,C,147.00857476353283,C,-7.46921058012909,E,256.2265334142384,E,C,-39.891942181506565,0
Other,Married,49,D,83.33695478420307,C,-13.176064093487804,D,32.87279367758956,C,44.86824718299462,D,D,98.68680121556893,0
US,Single,65,B,-56.985191225176365,E,-12.325807512370467,E,-63.201733400571456,C,-68.20446352898126,A,C,86.10731022917444,1
Brazil,Divorced,62,E,-73.88257116959275,C,-185.01292916146596,D,68.80162301825501,C,19.548552896337572,A,C,-87.06373414814114,0
Germany,Single,20,B,134.31030155070917,B,-125.93993119793959,D,-36.89588371042783,E,-21.292208590308334,D,B,-80.90771220135792,1
US,Widowed,37,B,-26.549222646827147,B,0.29685359033467756,B,18.055019956883662,E,34.855347463023755,A,C,63.35548474233854,0
Mexico,Single,97,D,38.00216113234583,E,70.93340463319952,C,192.82461119508628,D,41.747447892213664,E,A,30.30143546366219,0
Mexico,Divorced,34,B,-44.710312204681564,E,64.55979813633161,E,-36.43109430459772,A,216.7331525828488,A,D,5.669050600661147,0
India,Divorced,52,A,54.910462852532824,A,-53.42790474006558,E,-50.414879836399315,A,-110.5142021383966,E,C,122.46708586735471,0
UK,Widowed,49,D,6.569279218361846,A,-169.93423660850573,C,-16.224366092665406,D,-128.03814806074053,E,B,-2.2276924042449364,0
China,Divorced,36,C,-169.44966734143628,D,107.89608512522584,A,60.677979520361404,E,111.41032730557399,E,D,143.85730321614466,1
India,Single,96,E,5.133762072614567,E,-130.57635775502655,A,-67.16226620819238,D,-55.63525243778423,D,A,55.64439931267604,0
Other,Single,35,D,-22.978141894900705,A,30.3496279612316,B,78.90936542541814,C,54.789063434896946,B,C,-209.32244408897026,0
China,Single,61,A,-65.33848201379216,D,60.20426342378521,D,142.42771279473106,D,-110.12037912861341,D,A,96.9770865287563,0
India,Single,46,A,-199.68435389243285,B,-169.37913732134723,D,-25.826274621181145,A,-137.05742397147787,E,B,-145.08820599991003,0
Mexico,Married,61,D,-135.28545723510044,B,-86.39030519862783,E,20.234912728699328,B,60.18200079491105,A,D,145.35964393322092,0
Mexico,Single,30,E,119.9168995683132,A,-119.7536828679232,D,-21.711671007370384,B,-58.66907415291271,E,C,-181.51718523827566,0
Brazil,Divorced,25,C,-17.854549117658518,B,-141.92036221036932,C,36.669066625845744,C,161.95699850554502,C,A,-75.4910885430812,0
UK,Married,93,D,-87.1134923768381,B,35.39653663555232,E,-55.66113980020264,C,8.84659418932124,B,A,-166.61626181285288,0
