religion,Veteran,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
None,No,Single,36.876179543384694,B,170.85883452927453,A,-33.097439352851566,B,A,E,E,-12.46826375102908,D,1
Hindu,Non-Veteran,Divorced,-8.292504208328232,D,-25.489867045536506,C,47.36502656186185,A,D,E,E,-60.016297027388845,D,0
Other,Veteran,Widowed,7.87563906153189,A,-36.636307441054896,D,15.181562890340395,A,C,D,B,-20.5117010933471,E,1
None,No,Married,-8.935032432141806,A,-24.458191744815796,A,-30.877002931078025,A,C,E,D,168.9815307603823,C,0
Buddhist,Yes,Single,0.6546931472205214,E,-222.85607005002888,C,10.193705098895087,C,E,E,A,101.88233750306077,E,1
Muslim,Veteran,Single,-11.672379398169417,B,-61.81644567401855,D,57.65989116274479,A,C,C,B,186.35080908995516,E,0
Other,No,Single,-109.5141375328099,E,-250.38220574136224,C,-10.035151983785553,B,A,D,D,-109.45126352478746,D,1
Jewish,Non-Veteran,Divorced,141.25767750371244,D,73.92561306544184,B,25.38998966871022,C,C,B,D,-108.97320451988448,E,1
Muslim,No,Divorced,48.95177718107387,A,-17.689161135363268,D,-56.14054521236721,D,D,B,E,7.493413566146039,D,1
Hindu,Non-Veteran,Widowed,50.3620372917069,B,72.12855727254902,D,-48.31475666186376,A,C,B,B,29.195292769483643,C,1
Jewish,Veteran,Widowed,-110.10614855519296,B,109.04518450093268,D,95.95185679717432,E,E,D,E,-143.26870119588133,A,0
Christian,Veteran,Widowed,67.17946112142505,C,-81.89720129496814,A,-80.74976359283836,E,B,E,E,-60.970286949373566,D,1
None,No,Married,-112.39116167924053,C,-11.102996122198473,A,143.74701342371813,D,D,B,A,106.34799586895183,D,0
Other,Veteran,Single,-197.52477253665174,E,31.714855498598187,C,-65.58211015800792,B,D,A,B,-173.89968037296666,E,0
Muslim,Yes,Single,-60.833045837506475,E,-119.38453568072873,B,40.75718432821935,C,B,E,E,59.56765070279405,C,0
Buddhist,Veteran,Married,-164.7736326264473,E,-66.82069919545015,A,107.7295587014322,A,A,A,D,21.731664301077068,B,0
Jewish,Veteran,Married,-87.44638799795595,C,-84.34402753923898,B,108.94158237913139,E,A,D,A,-126.22005536080519,D,1
None,Yes,Widowed,-170.0361207546689,C,83.26725680723463,D,-65.68377009237415,E,B,B,D,11.05284615440089,B,0
Muslim,No,Widowed,-27.22894261364689,B,0.6524639504243225,C,39.78920198290611,D,D,D,A,-140.1378487316991,D,1
Buddhist,Non-Veteran,Widowed,16.790115755606692,C,-107.61031382423063,B,-205.40639834639038,E,C,D,E,224.66217850491495,D,1
Buddhist,No,Single,79.51283940472374,E,-45.43124859599745,C,-49.75001206765346,C,E,C,B,292.4261896736911,E,0
Buddhist,Veteran,Single,37.45792635290614,A,-77.17763883579204,C,19.59779375599009,B,B,D,C,-42.496007716463815,B,1
Muslim,No,Divorced,-78.70276089755215,B,24.650073680735606,B,-10.063952018210593,A,E,D,C,-51.175022925233414,C,0
None,Yes,Married,31.8744015381471,C,-186.58651072340925,A,89.6762847033969,B,A,D,D,106.51469553852499,B,0
Hindu,Veteran,Single,-68.01085388527103,E,-50.636385675185245,E,-27.534483041602552,C,B,A,C,28.602643643994917,B,1
None,Veteran,Widowed,61.049586670978684,B,146.42506959944123,E,-83.28248838442734,A,D,C,D,-73.88948200296724,A,0
Other,No,Married,155.270067170877,A,-143.16024611492287,B,92.25394233341825,B,A,E,B,77.8651367606725,A,1
Christian,Yes,Married,84.81857536949263,B,-13.17951249590332,E,25.12365590953628,D,E,B,A,20.19517693555356,C,1
Hindu,Veteran,Married,91.90770086891213,B,-122.24299756406991,D,128.90008910075056,D,D,E,A,242.59107453074137,C,0
Muslim,No,Divorced,-60.14437690967619,B,14.287008266976875,C,71.32525370967274,D,E,D,C,4.0579226366090975,B,0
Buddhist,Non-Veteran,Single,-42.304928662633046,A,80.91747280787177,A,-117.27230153988208,B,D,E,E,39.426527662300884,D,0
Buddhist,Non-Veteran,Single,2.865575631335553,C,28.654803223433966,D,62.531548250568434,D,A,C,C,82.29582378300557,B,0
Christian,Yes,Widowed,86.70044676676545,D,32.57302692994088,E,-41.513149698250984,E,B,D,A,-174.28768427995288,C,0
Hindu,Veteran,Single,80.72257711480783,C,-117.67303098848865,B,57.63976277992347,B,E,D,D,-7.957775178531465,B,1
None,Non-Veteran,Single,154.75587163608174,C,-19.60508462797419,C,-54.20230293096967,E,B,C,A,-174.4186386788057,D,0
Jewish,Non-Veteran,Divorced,-114.73174177193057,E,17.760419677003398,A,-132.80531154166536,D,A,C,E,-86.04607736219593,A,1
Buddhist,Yes,Single,4.125747276549183,B,-13.968654662149918,E,100.4136789925044,D,E,D,D,-163.1575653103114,E,1
None,Yes,Single,23.427072021037958,B,-134.37159361716016,C,82.74536297858121,B,D,D,E,-38.13533314650034,E,0
None,Yes,Married,96.49236221646615,A,39.97799747957755,A,7.609358122791058,C,D,D,A,26.674189161270107,E,0
None,Non-Veteran,Married,7.395356437107912,B,97.48713845699633,D,-69.56336316466488,C,D,C,D,-56.5071858715708,A,1
Christian,Yes,Single,57.68377298703336,A,-112.61707889072956,B,14.807308436955227,D,D,E,A,-224.19095605426486,E,1
Other,Non-Veteran,Married,-74.71011089191715,A,31.383504701934218,D,-66.71361640934118,D,B,C,B,-62.16448206819278,E,1
Buddhist,Yes,Divorced,-13.509036899880492,B,-72.05186011133776,E,152.32793277432359,C,B,A,D,-20.89977283483163,B,1
Jewish,Yes,Divorced,28.522276453890584,C,152.6863719675014,B,65.88047492646855,C,C,C,A,72.15775078490621,A,1
Muslim,Yes,Widowed,13.548880296937101,E,-197.28738684651543,B,-108.1625680933635,B,C,D,E,-15.562715402593986,C,0
Jewish,Non-Veteran,Widowed,-4.701274876061469,A,42.05516758374179,A,-60.961664540002545,A,B,B,E,-91.10117320877218,D,0
Jewish,No,Divorced,-29.476013447150727,D,68.0707319646127,B,7.539729414237861,D,B,E,A,-117.19271692320632,E,0
Other,Veteran,Widowed,51.50963596490641,A,28.94767302997735,C,-40.56291448218347,E,A,B,A,-173.31727154373706,A,0
Other,Non-Veteran,Married,136.14142934274386,B,75.39028577188965,D,-130.30452048314427,B,D,A,A,-47.58085214123545,C,0
Jewish,No,Married,-17.914664921717247,B,-94.16739866251753,E,-39.81594191372185,D,A,A,B,57.54784807535431,B,1
Jewish,Non-Veteran,Divorced,-141.72264690997284,A,50.45783153061746,A,-105.79797234006307,D,D,D,E,63.72710719085445,E,1
Other,No,Divorced,83.24862677162895,B,-121.25727037733131,C,145.22232957210625,E,A,A,D,153.53961113990155,C,1
Christian,Veteran,Widowed,-19.13926611163485,B,34.112114855011,C,107.21205021874715,D,D,E,E,13.953135134130726,D,0
Buddhist,Veteran,Single,-40.38302663519351,D,10.202543524839749,E,2.303479413030057,E,E,B,C,115.3155373529019,B,0
Hindu,No,Married,134.32108780868322,E,-23.854438212745542,D,-124.30108825050942,B,C,C,A,67.93639116221041,D,0
Hindu,Yes,Divorced,-49.34489305378921,D,-270.9317184980994,B,-211.58667451780025,E,C,B,C,-2.0298323592116456,C,0
None,Non-Veteran,Single,-111.5625559407425,C,151.06341107764905,D,-23.48438106143398,A,E,C,A,-276.8934363837312,B,1
Muslim,Veteran,Married,88.33926857972853,A,-21.81316942810168,B,-25.896943830775033,D,B,D,A,-60.87885337242563,C,1
None,Yes,Widowed,-6.1299714606761135,C,217.74462724737776,B,207.98260664063397,E,D,B,C,75.44550078091451,E,1
None,Non-Veteran,Divorced,-45.680830620691204,E,124.05684598900757,C,58.544192269367045,E,E,A,E,-74.89685516412149,D,0
Buddhist,Yes,Divorced,101.69076537059838,E,75.47553962842383,E,132.23556966609806,A,D,D,E,64.90024804245326,E,0
Hindu,Yes,Divorced,157.03229469975074,B,-46.9193130648135,B,139.05478662295454,C,D,B,D,214.25324684051762,C,0
Jewish,No,Married,-138.92687464825332,E,-29.056568196544802,A,32.73689989117918,B,B,C,C,-50.042360093388574,A,1
Jewish,Veteran,Married,130.29713253933355,D,62.19759388278181,B,-39.78214067588116,B,B,B,E,-51.33853190329314,D,0
Jewish,Veteran,Widowed,4.998852789377384,C,-82.24613516654013,C,-12.37390624789431,E,D,A,E,-50.331940079994695,A,0
Other,No,Divorced,202.3958306820836,B,-52.28214061518541,B,31.838754918596905,B,C,D,D,37.08245334538847,B,0
Jewish,No,Single,134.39250497863495,A,59.95672509626926,D,-26.233204598014638,E,A,D,D,-165.04375089182108,E,1
Buddhist,Veteran,Widowed,-154.30191849253933,A,-46.16986773398512,B,-22.1908238690914,D,C,A,A,-240.10612470968508,C,1
Christian,Veteran,Married,-17.265751585635435,E,54.50510751883094,C,6.625615750753065,D,E,D,B,-66.45323654049552,B,1
Other,Yes,Widowed,145.78225361912507,A,-128.05232975921533,C,6.966931009648232,E,D,C,E,22.583722146237413,B,1
Buddhist,Yes,Married,116.4110275806783,C,-135.61324239368037,C,45.69395616366701,E,E,D,B,-174.5859339796861,C,1
Buddhist,Non-Veteran,Widowed,79.29661250782846,A,-98.72439803325128,A,-173.78399772421116,A,E,C,C,69.44599137138854,A,1
Hindu,Non-Veteran,Single,79.07628735152649,E,80.42190532528947,A,-51.191577083583425,E,A,D,E,102.87150490742152,D,1
Christian,Veteran,Single,-112.0750752965973,D,-71.6828564527897,A,22.839230296407536,C,E,D,A,-147.51936403897406,E,0
Muslim,No,Divorced,-128.5093980842901,E,-64.22980300759117,C,-17.20749649104011,A,D,D,C,120.32379085496395,E,1
None,No,Married,118.34025985622196,D,254.4721942358427,A,-128.02058787624338,A,B,C,A,-101.03468275486141,A,0
Muslim,Yes,Widowed,-49.75610427518063,E,-15.523629213063883,A,78.62493215436352,E,D,A,D,60.157912858745064,B,1
Christian,Yes,Widowed,-86.09099411185308,B,119.01997108636522,D,46.52072292065774,E,A,C,E,-29.35813866613944,B,0
Other,No,Married,-103.37280440776009,A,4.830343645195016,D,-14.912448683986302,E,C,C,A,80.27798006329535,E,1
Buddhist,Yes,Single,-54.62867041335635,E,-5.402618046845372,D,41.03308048712238,B,B,E,D,157.95785584950684,C,1
Hindu,Yes,Widowed,-228.20697897582164,E,45.26336325201423,E,18.21147557899513,D,A,E,C,164.7854036953524,D,1
Other,Yes,Married,216.42377675929927,E,84.46747013628007,B,-206.26051816749563,D,B,B,B,-57.47895376452464,A,1
None,Non-Veteran,Divorced,-33.10105122099966,E,-36.45948595832825,C,82.37135451525573,C,B,A,E,-92.95628159399239,C,1
Buddhist,Non-Veteran,Single,16.2804157173782,B,38.4650457095384,A,30.89695797772488,E,B,E,C,20.816137364029544,D,0
Other,Yes,Married,-64.96103700289137,E,154.92492017745573,C,-44.49999049048328,D,B,A,D,-133.19137088672227,A,0
Other,Yes,Divorced,-50.53868931256277,A,14.774063603486812,C,-31.968912242085462,D,A,A,E,41.01774359118792,E,0
Christian,Non-Veteran,Single,137.5525575947229,E,43.04545575981385,C,85.64343015547915,C,E,D,A,45.715910502050946,A,0
Buddhist,Yes,Widowed,225.82016766487425,E,81.1344942006047,A,-243.23468424340598,A,A,E,E,43.989562804768845,E,0
Other,Yes,Married,168.08768752989297,E,-45.15847131938379,A,-7.512902564741411,B,A,C,C,-3.221660334261969,A,0
Other,No,Divorced,-36.99844061329917,D,28.558407635241643,A,93.87336684009003,D,E,D,B,-9.15464362218294,A,1
None,Non-Veteran,Married,132.88860418051206,D,6.806272735422439,E,-24.951703246648,E,B,D,E,-69.89043942840946,E,0
Buddhist,No,Married,-16.348498649085467,A,69.16606475991806,E,-29.306403526234938,C,B,C,E,90.9132022135567,B,0
Jewish,Non-Veteran,Widowed,110.26230659858992,B,69.42792936081158,A,-8.102556349567536,E,D,A,A,-34.28832519738321,C,1
Muslim,Yes,Married,34.15075851685841,A,-2.9033823127628806,E,23.90767641724579,D,B,B,A,-62.801492738387175,B,1
Buddhist,Non-Veteran,Divorced,-80.82167336064443,A,101.68939498864991,C,178.38771231266574,C,B,E,C,111.91261570877265,D,0
Buddhist,No,Widowed,99.89414399883044,B,-225.13210684909524,C,-146.24887272054147,D,D,C,D,-102.64953357579618,C,0
Other,Veteran,Widowed,27.578398279501602,E,124.51784897184505,E,-180.5271533444895,C,D,D,B,-100.48475774920156,C,1
Hindu,Non-Veteran,Divorced,-223.72614158790572,E,-190.7207563790938,B,-83.14360996903426,A,E,E,C,-3.796007200399132,B,0
Muslim,Veteran,Widowed,136.9446131993178,A,-102.41368927810952,C,1.8443588609572534,B,D,B,D,-240.89012231788635,C,0
Christian,Non-Veteran,Single,-6.267050475248524,B,113.84597802896035,D,26.402425759451585,E,C,A,E,44.178284088351134,E,0
Other,No,Married,5.10265248089385,A,50.395762023439204,B,32.61076118010547,C,A,C,D,-142.64858675417727,A,1
Buddhist,Yes,Single,37.53637684510225,B,130.20356464033728,C,2.8268137950588446,A,D,C,C,33.619551186047744,E,1
Other,No,Widowed,97.25382527723593,E,64.72652022179959,C,-1.4642105317951615,A,E,B,B,57.74911804479268,C,0
Muslim,Yes,Widowed,49.69911071772258,D,-49.38040187461927,D,43.097697276135435,C,A,B,A,-110.00418470728408,E,0
Jewish,Non-Veteran,Single,255.8607819072598,E,60.586646276690395,E,9.246897238815011,C,E,A,C,-120.11544648916095,C,0
None,Yes,Divorced,-25.16120893478651,E,38.703622475132136,B,100.69834272564428,E,E,C,E,-97.76067208448228,E,1
Muslim,Veteran,Widowed,152.5306225870621,B,131.29979883400614,B,-181.65872050017816,B,E,E,A,48.51672968566057,A,0
Christian,Veteran,Married,45.58205494216652,C,-79.69598114918551,A,163.24412058241643,D,E,D,B,150.08615509589006,A,1
Muslim,Non-Veteran,Single,181.56326839558662,B,31.24644319894462,C,-0.6018565645075338,D,B,C,A,-13.558866118921253,C,0
None,Non-Veteran,Widowed,118.3258520278859,B,-100.49645941737204,E,-27.45289080787603,B,D,B,E,90.18998353392251,C,0
Jewish,No,Divorced,143.252220638186,C,-224.83726148754624,E,-143.7152640215536,B,D,B,B,41.40493365581975,C,1
Other,No,Widowed,-75.57081802901612,A,-179.09761685890317,C,77.8524203709326,A,E,B,B,-102.47484896660922,E,1
Christian,No,Widowed,45.00449832467714,D,-92.01593627104984,E,-7.656724920128356,A,A,A,D,-34.154129504064116,C,1
Muslim,Yes,Single,129.39021426674705,E,184.27463484710952,B,-82.59781627852418,D,E,B,A,-143.38037420958804,B,0
Hindu,No,Divorced,-106.74084535679755,A,-11.114007226505215,B,-128.40137311288032,C,D,E,A,39.3341830487226,B,1
Buddhist,No,Divorced,9.758853919108365,C,8.895537215290622,C,54.19654864105412,C,E,C,D,-45.440867188432435,A,0
Muslim,No,Married,115.70262806111845,B,112.30488118279763,A,128.37837969131303,B,A,A,C,23.309753517593045,E,1
Buddhist,Yes,Widowed,16.468984911710535,D,-84.02078321933173,A,-44.89522680947089,E,B,A,E,-133.40585707858074,D,0
Muslim,Non-Veteran,Widowed,-74.62741404655584,E,-58.19423831220784,D,50.987120628482074,C,C,D,C,-49.93723365150767,D,0
Hindu,Yes,Married,-42.02889950387361,B,131.59228734025262,A,-21.054595161583652,D,C,D,A,65.41950673397238,E,0
Jewish,Veteran,Married,-65.13497398742228,A,-121.61846659743792,D,-14.240026258624741,A,E,B,B,38.40917221494485,B,1
Muslim,Yes,Divorced,48.131192618355556,E,0.9823882080071006,E,-42.79521629464341,C,B,C,D,-194.8369139920712,D,0
Other,Veteran,Single,7.07695285198076,A,-74.32503315642504,B,85.98596723785901,C,B,B,E,161.78455122448162,C,1
Other,Yes,Divorced,-24.19592344214806,C,46.12082451024979,E,-101.96814544436144,E,E,A,A,-159.86898237756938,B,0
Muslim,Yes,Widowed,36.681267510637284,E,6.157934117186029,A,16.760600465305618,E,A,C,E,-38.803966167748186,C,0
Buddhist,Veteran,Single,221.54157110914122,A,103.58642562029135,B,30.178029137801172,D,D,C,D,-159.67277430034085,E,0
Muslim,Veteran,Widowed,-31.82369939771446,B,-11.703695315448567,A,54.19415836933232,C,A,B,D,99.39563059354558,C,0
Jewish,Veteran,Widowed,22.00657008637912,B,-48.99103103244995,D,109.46153363953147,E,A,D,E,-61.49492316782713,A,1
None,Veteran,Single,17.251930700154848,B,-139.57100430778095,E,50.65314286431346,B,C,E,B,-32.096123406095735,B,0
Muslim,No,Widowed,-136.19938818198833,B,-58.576854542213084,A,-11.752569977858242,C,E,C,C,60.851721899258436,A,1
Other,Veteran,Single,101.64941079671846,E,-105.46026446841866,E,100.38526569696057,E,D,E,B,26.254693878952466,A,1
Other,Veteran,Married,-67.82107984719487,C,154.76495595206535,A,-162.54979515747493,C,B,E,C,-91.53721481753144,A,0
Hindu,Non-Veteran,Divorced,-250.57906864783743,E,-1.454093570357828,E,45.47938828205581,C,D,C,B,56.068780525430654,A,0
Jewish,Non-Veteran,Divorced,-178.80748747717328,D,21.011733902712656,D,-94.12482574146216,A,A,C,C,38.067373619260096,B,1
Christian,Veteran,Single,78.04377528231254,C,-86.85715557160802,D,-4.827750212339235,A,E,D,E,-92.60009948402698,E,1
Hindu,No,Widowed,223.10820462630875,E,177.8800279145113,E,-141.07200763438422,C,D,D,A,125.5748026543494,D,1
Buddhist,No,Single,85.30104967916043,E,63.759858631076746,D,-140.01593256315374,B,A,B,D,-175.5407627869698,D,1
Other,Veteran,Divorced,60.2806598002953,A,-34.86333475434068,D,-43.158085957588945,B,C,A,E,103.01988368713086,B,1
Christian,Non-Veteran,Single,-7.7299942917549185,D,-133.83070387384717,E,38.43211110061778,A,D,D,A,-57.882079150073196,A,0
Buddhist,Non-Veteran,Divorced,39.43337624335451,B,-112.5277706133758,D,-3.4680005874578717,B,E,C,D,-22.29892457677831,B,1
None,Veteran,Married,-170.76261844827354,C,48.769909265379226,C,-40.59737156670872,C,D,A,C,122.73387076263099,E,1
Buddhist,Yes,Married,-12.700133852783454,A,-204.14472969606058,C,-71.7102284392385,E,D,A,B,189.45858835045922,A,0
Muslim,Veteran,Married,-140.07512708099458,D,-122.60976376894828,D,-61.312035500651696,A,B,E,B,-7.542275198456376,B,0
Jewish,Veteran,Widowed,-85.89657694376713,C,289.85445859125775,A,-115.77831907969734,A,E,A,B,-78.39337410251377,D,0
Jewish,Non-Veteran,Divorced,123.1140069898839,E,52.26095129282607,B,186.44466783909246,E,E,C,B,-12.67670009625628,C,1
Buddhist,No,Divorced,-162.9384487151658,E,-122.1729777499482,C,-7.868775407092656,C,D,E,B,20.387507299654725,C,1
None,No,Single,104.17551751535044,D,-111.27136347255163,C,-169.11297321228966,B,D,C,C,131.48644660224295,A,1
None,Non-Veteran,Widowed,177.74129876921336,A,-29.19571494825493,E,174.05469449576276,E,A,B,B,72.48086498139415,A,0
Hindu,Yes,Single,26.399513135184876,D,-162.5036203949674,A,55.00063668308465,D,A,D,E,-161.27250518421096,D,0
Other,No,Widowed,43.241663733246064,C,12.335653226677742,D,69.05515747560894,D,E,B,D,13.38868122958663,B,1
Buddhist,Non-Veteran,Widowed,81.09075726194412,B,38.34993950081664,E,30.529583343001338,D,A,A,A,148.6895923023159,D,0
Hindu,Veteran,Married,89.52593352307282,D,-35.92111416768227,A,-154.90926963182469,D,E,B,E,-111.95778264083849,E,0
Christian,Non-Veteran,Divorced,35.972119652627846,E,243.67037950655538,B,54.45459284184652,E,E,A,B,-116.21737528431075,B,0
Muslim,No,Single,-114.82481354711769,C,45.46436604560803,A,-127.32791966234545,E,C,E,D,192.37732233960517,B,0
Hindu,Veteran,Single,34.28233816642294,E,53.53681889009388,D,93.55887597240104,C,E,E,C,210.603911828569,E,0
Other,No,Single,81.70305111859653,E,-34.70834782213942,E,64.21888540359771,C,A,A,D,18.900781364367226,D,1
Muslim,Non-Veteran,Widowed,-235.85068647177656,E,244.4941828465441,D,89.3204540094735,A,E,C,B,-78.73612237422675,B,0
Christian,Non-Veteran,Single,-38.17343426210305,E,53.05139035511124,A,-17.267454864149666,B,A,D,B,143.38945442703826,A,0
Other,No,Single,3.285101786707435,C,-83.55331707745435,E,-0.013815575952540383,E,E,E,A,2.798695446730824,A,0
None,No,Divorced,43.47211773253115,D,96.00595038464752,C,-219.35418476554247,B,A,A,E,137.07186644463638,C,1
Muslim,No,Widowed,-22.018902975972534,D,34.0418788144259,A,-138.45484156946043,B,B,D,D,-45.674544705830534,A,0
Christian,No,Widowed,39.58561384836836,D,-14.82054925016169,C,56.76764290619034,B,C,C,D,-85.15739697568297,C,0
Christian,Non-Veteran,Married,-86.51130000103142,C,68.74732389317612,B,94.06606082050322,E,C,D,A,62.20645996808629,B,1
Hindu,Non-Veteran,Married,54.403130858113755,D,-1.063277391978722,D,-24.40812029182224,A,E,C,A,-6.635837099615964,E,0
Muslim,Non-Veteran,Divorced,160.94196096362148,E,-91.36046642676173,A,-25.427837602128996,D,D,A,B,305.9030843168862,C,0
Jewish,Non-Veteran,Divorced,180.31421860094966,B,-84.85132030030253,A,148.9168299339512,B,C,A,E,-41.31806759941972,E,0
Jewish,Veteran,Single,47.08001875318368,A,103.67108903316786,C,24.38720193832869,C,E,D,B,52.343363357022724,D,0
Christian,Veteran,Divorced,-185.5977075394949,C,-46.93169626179921,B,-23.96576576761557,D,A,D,E,-32.15371594543031,A,1
Other,No,Divorced,-123.29492003434727,E,17.765495741387163,D,79.42118858344695,D,E,A,E,-235.61458437317856,B,1
Hindu,No,Widowed,42.299588507173226,B,-58.78400533824225,C,-152.30521598537015,B,A,D,D,-231.05395663356742,D,1
Other,Non-Veteran,Divorced,-70.84502154245543,C,-193.78307233990046,A,104.20692316022718,B,A,C,D,-110.70722535762756,D,1
Jewish,Veteran,Divorced,-17.23658721793293,C,82.96326769735738,B,94.81741147678548,B,A,B,D,-118.21861068694541,E,1
Christian,Yes,Widowed,36.32561960744737,A,-107.43951857493575,E,248.47955394486493,A,B,D,D,11.671905427925356,A,0
Muslim,Non-Veteran,Married,93.8765253864818,D,-8.034518127972579,D,94.18313030253137,A,D,A,C,-228.01317654044504,D,1
Buddhist,Veteran,Single,109.0171293200192,E,30.687212827261384,C,59.445389301140196,D,C,A,C,-136.70944342908186,B,1
Buddhist,Veteran,Single,-30.943482786745303,C,-49.875122772541964,D,165.8377816397392,C,A,A,D,-121.02289099614758,D,0
Jewish,No,Single,3.7538432428514614,E,70.43601031357181,D,195.92686815536626,B,B,B,D,100.95801516223557,C,1
Other,Yes,Widowed,-35.838300515293774,A,43.05590398039868,D,43.487607643079606,B,A,A,D,-151.7907379072669,C,1
Hindu,Non-Veteran,Single,62.08837435488221,B,64.27546510182006,D,-59.08170095881785,B,D,D,E,11.981105961297569,C,0
Hindu,Yes,Widowed,158.5708282132073,D,88.75386281883434,B,1.2812661527370952,E,D,C,D,-119.7551228291807,A,1
Jewish,Non-Veteran,Single,-74.33636724291509,A,108.3965981907469,D,-89.43246432499286,A,E,A,A,136.34711215326664,B,0
Jewish,Veteran,Divorced,-25.544259673476354,E,-124.4105404571972,C,161.80842042672614,D,D,B,A,129.73028550418277,D,1
Buddhist,Yes,Divorced,120.63438345452748,E,-66.14261452577848,E,41.115686990911456,D,E,E,A,61.34617429871355,A,1
None,Non-Veteran,Married,-133.98959002948106,D,18.693436233485606,B,-103.44383787729478,C,D,A,C,-50.574085779152256,B,0
Hindu,Non-Veteran,Widowed,-99.80231290556134,D,33.58554335820703,E,-108.68571897927303,C,E,D,C,8.60675528266207,D,1
Muslim,No,Widowed,63.33102741338561,D,150.6088371009064,C,50.54875103551395,B,C,A,B,-83.10923265962344,C,0
Hindu,Veteran,Married,39.53909291242106,C,73.69588395426594,B,39.34539468426921,E,D,D,B,-48.868357481303384,B,1
None,No,Married,-39.529502334317,E,8.324224557076798,D,150.13888821766167,B,B,A,D,50.75470668641759,B,1
Christian,No,Divorced,-80.73706547450112,E,92.10203962240863,E,-43.46300540181892,B,E,B,B,53.609694247363635,E,1
None,Non-Veteran,Married,-178.7635098755409,A,-36.320508535865635,C,99.51971679804501,E,C,E,D,-146.04830870127012,E,0
Other,Yes,Married,-9.488097888909564,D,-77.78456438937681,A,24.63421624375122,A,A,B,C,-17.654232374976452,D,0
Buddhist,No,Married,-25.90975662759638,D,-105.98927084200882,D,110.1773853341052,A,D,A,E,-30.78780222876724,C,0
Jewish,Veteran,Widowed,-53.5322725354794,B,-99.57490478170892,A,-118.6839899612894,C,B,A,C,21.467557787050563,D,0
Christian,Veteran,Single,-120.70483620921777,B,46.848729386900054,A,-28.31017672204798,E,C,C,E,-139.72931195580415,E,0
Hindu,Non-Veteran,Married,-15.379392028684947,B,183.7599896213379,B,11.580607656245643,A,B,A,D,-38.17882878075462,B,1
Buddhist,No,Widowed,63.43122327981299,A,7.383753920309072,B,-159.94050888738,A,B,E,C,-148.7568174404445,E,1
Other,Veteran,Single,-35.50872446700648,D,56.361871610036005,A,45.6952608703375,A,A,E,C,-48.19347535922456,C,0
Buddhist,No,Divorced,-53.4110090701589,A,56.111332622623834,A,-96.4937448263361,D,B,B,D,86.23322366548793,B,1
Other,Yes,Single,-24.6678363825334,B,-132.59878726456995,C,146.26013059155147,A,E,A,C,68.87169997485945,B,0
Other,Yes,Married,77.32331547500786,E,-80.96001920520389,E,-23.9138433127734,E,D,C,C,-74.59222363561642,A,0
Muslim,Veteran,Divorced,-20.30494618187618,C,130.78884740783752,C,-27.3996620954397,B,A,A,E,40.678544687081256,E,0
Buddhist,Yes,Single,106.56213895605158,D,71.54037461558855,B,47.109207646146864,D,D,E,D,16.101061762563905,A,0
Muslim,Yes,Married,-23.643979681873027,E,40.20546315125011,C,-56.79449461342252,C,B,A,A,-22.90569445486773,C,0
Buddhist,Yes,Widowed,13.658444720577545,A,210.1555805526012,D,16.51884092194738,E,D,E,A,210.89537391574163,C,0
Hindu,Yes,Widowed,-187.51820986459276,D,-110.62729087895875,C,20.61412638965266,C,D,D,A,30.749522696284927,B,1
None,No,Single,-104.16479741936533,B,-2.003408211318177,B,53.39017812055494,A,D,E,C,46.849502086582376,A,1
Other,No,Married,0.26664931819057325,B,94.95884417536652,B,73.97133023472338,D,B,C,C,-56.03671317672894,B,1
Christian,Yes,Married,-9.977543798947508,D,4.005601972681096,B,121.10596279273369,B,A,C,D,-48.83420252446673,C,0
Hindu,Non-Veteran,Widowed,20.815421652083195,C,-115.23761836703366,E,56.15375544026266,E,C,B,B,79.43788111160306,D,0
Other,Veteran,Widowed,239.53396045496237,A,-101.31459282090727,B,-97.06917603600886,E,B,B,E,-18.790492672238724,D,0
Jewish,No,Married,242.64505393741817,E,209.98261306810716,C,141.06075989925733,D,C,E,C,67.19839850623329,D,1
Other,No,Single,12.27918530521058,E,-120.69504650817571,A,37.626321691698266,E,E,E,A,58.784344279335635,C,0
Christian,No,Single,-205.84576474598828,C,89.49484922508118,A,-64.90730879328527,C,C,C,D,-172.4972701578304,C,0
Buddhist,Yes,Divorced,142.98128290234723,D,-231.56077558623386,C,-33.796359805461286,E,A,D,C,-222.31762897030217,B,1
Buddhist,Veteran,Single,-112.5280409162516,B,-40.548524042460926,B,-104.22862281466621,B,D,E,D,255.19512157225623,B,0
Christian,Non-Veteran,Divorced,48.37102440283503,B,26.675028158214936,C,-33.75389380167162,B,C,D,A,-63.56320142447422,D,0
Other,No,Divorced,-8.225749081777764,B,179.49583997981867,C,-11.48531223207976,A,A,A,D,-16.2540127165311,E,1
Christian,Non-Veteran,Married,45.12037750223047,D,30.832645619731824,B,-51.13150204222381,D,C,D,B,-94.72351191773562,E,1
Jewish,Non-Veteran,Married,5.444323524130008,E,79.63008594133186,A,-270.0928597538666,A,B,E,B,-54.668965877344064,E,1
Muslim,No,Married,-5.34542593798595,A,-21.5243188486867,E,-165.41576215881935,A,A,D,D,74.35972318689686,B,1
