veteran,religious_affiliation,ethnicity,nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Non-Veteran,Jewish,African American,UK,66.37160019693115,5.413965749992256,-130.72209517797643,-129.78830720954267,-139.15777961566883,214.08560487920894,-49.11487545272774,E,41.528131641840375,108.41786502851411,A,8.305112018628147,0
No,Other,White,Brazil,182.6743096244532,-49.40346096434032,-37.1495371776991,-52.7396059240218,75.71673852897409,-104.83000299764585,-84.19152661792356,E,38.21852924916006,163.67939308251425,D,-34.15432342486688,0
Non-Veteran,Buddhist,Other,India,52.61265220029728,-0.7379319954656508,60.30264871626062,139.2912097533081,18.124390441411204,138.7457666345568,108.2021179701254,E,-62.691586442277014,-92.5283935263254,A,-94.80617430199135,0
Veteran,Jewish,Black,India,115.5087269664014,124.4570713256682,198.67459653219038,115.65632943363681,31.907064324958114,-44.9883602357895,3.753574455708887,D,68.295511254084,41.144890537031536,C,178.81866469239034,1
No,None,Black,China,-47.2551542057818,54.93395448428296,-63.552359627836196,143.86571221675396,-33.92149876955568,21.42660268573969,-158.0193503294058,D,85.30224677386713,22.918192987331718,E,-52.045838722562706,0
Yes,None,Other,Brazil,70.48460915503627,150.5450136310254,25.69371547821639,-79.76599900451824,82.97509776872373,66.62336159357754,40.32592977956686,A,-107.01857029892092,84.73483095546919,D,-75.47417411850451,1
Non-Veteran,Buddhist,Hispanic,Mexico,74.28775903419545,30.278283243398924,-77.81746237775067,-184.6544890079389,65.46552089491381,20.253222105110737,95.5839096230817,C,73.8854426549689,-11.729371722814626,D,-113.0313944497414,1
Non-Veteran,Other,White,Germany,-163.39048714389793,23.68449123061989,-60.40319017811009,-67.69078289617154,-104.94984531079328,111.64018015873258,184.34971789536883,E,-6.097906040663422,-46.916992604130094,A,-136.60973212883144,0
Non-Veteran,Other,Black,India,89.7941449918226,38.940902291293924,19.86842062806196,62.94865937707475,-52.72860967822347,96.48423147170313,127.11594969099566,E,148.5714070756398,-159.12504459826252,D,7.3343822212504755,0
Non-Veteran,Other,White,Germany,-96.95814241622959,-188.6224573309591,33.83908758036507,8.967387365208387,59.21829972946826,-14.890564345703188,-56.42830033284175,A,81.15979665612217,77.99132882929115,E,-192.4633810536109,1
Veteran,Jewish,African American,Brazil,81.521113892321,-64.00780638591301,-21.869064922604853,-168.7054370099481,-1.3277657533608065,12.95547706157499,57.10798521088895,A,-56.43488800673025,3.6345003789401558,B,-75.23672600416057,1
No,Buddhist,Asian,UK,-116.13143170632658,-140.47661927233,38.16441163087186,-25.46696039931898,-72.55739207180237,-41.805313173807875,-147.02248626126377,B,-64.05560289101577,66.80246932176131,A,0.5027132198873063,0
No,Other,Asian,Other,65.25601341080817,-78.14354720831324,28.158612656321313,-153.82136198886204,100.48384396772971,-85.78680496782628,35.915523064522716,B,159.1907740348076,103.30025692305969,C,-139.4260569719312,0
Yes,None,Black,Brazil,27.758447301981416,19.51515770971271,147.291294106764,-87.8297047735544,-84.57701082228024,58.727644973047575,40.429213072063746,B,-137.47713770497063,-106.62965225138008,E,-135.84059226879694,0
No,Other,Hispanic,China,123.76409085332527,68.08430224034406,35.91768508970617,33.92737763023569,143.77172039776008,99.66320329083847,63.62981986338189,D,-12.544380932550952,67.6801259474738,C,-49.87836494843761,1
No,Other,Other,US,-108.953859982063,130.50290460463333,-117.73038469670955,-28.751169117984876,11.058634120908112,165.43205124211735,58.718506346088006,B,282.6918156351807,-166.74254362286052,D,153.48285953881103,0
No,Muslim,Asian,UK,97.60906681921693,-60.92521043267005,-117.45451630889912,-184.63984745614906,45.527881209935195,43.21629764362946,-8.518990974925748,D,-20.001200175069346,-24.37017491867222,D,159.34030795860707,1
Yes,None,Asian,Brazil,-32.92049521062073,-35.898963690935936,-64.16317990216001,-100.18803253779929,16.226296325088754,84.89125362049015,125.294669872742,A,-57.44929436748218,-6.608743148720738,D,-202.2897306885939,1
Non-Veteran,Jewish,Black,UK,43.03324470304118,39.14732569502624,-31.707728626575538,244.0487980442814,-42.958066237381765,-63.32217722549689,144.08581471219205,E,58.20448951201491,102.10790446448483,E,80.08458941768124,1
Non-Veteran,None,Other,Other,127.72033023328395,-51.357964220085826,-150.94891569056097,-78.03227024564822,-128.6910788492465,-13.184279162152166,47.887505364773695,C,-93.64277104705666,-113.17411170016803,E,27.983478654977468,1
Yes,Other,White,US,32.396336741242386,-9.606935398769307,50.34473884704704,-142.24126415862514,-236.08666833650753,208.5564800073581,83.87736760923976,A,-95.32908421820365,-267.6896453256215,B,-128.50632747167577,0
Veteran,Jewish,White,Brazil,-13.33006120867483,236.32844811062657,6.782072420792037,-42.19350899190535,17.38894755905025,12.449028002512579,99.13240007743099,C,-72.68079540133756,110.45528052839902,B,12.01180068223099,1
Yes,Jewish,Other,Germany,108.92630208958028,-91.98667972475185,81.97844267916912,30.117427263660186,151.28708052121925,-87.55428297864866,99.42257293550234,B,-0.2633106362251797,-58.83806444966987,D,39.36479470742067,0
Non-Veteran,None,African American,Brazil,-82.23948482871893,-120.48006397828554,70.91040185251933,40.97554731520672,207.1653300103528,37.05796745177263,-61.56747266544925,B,125.37908726947902,-31.90626339199366,D,114.95292219986828,0
Non-Veteran,Buddhist,African American,India,253.07926836901657,-15.924678888861955,69.65470831134976,-118.09073698311619,154.0941464887617,-297.7696833049683,-56.849159103301936,A,-58.572290105960136,88.38132389633338,A,12.731317841687403,0
No,Christian,Other,Brazil,60.303531041105565,127.1733071569076,61.72314188886418,-10.481665624190272,103.21592201516793,-34.22920083046634,29.199527031567353,C,70.68960717700371,-115.90204098777792,E,4.359101924181007,0
Yes,Christian,Other,US,-36.91691303205306,-82.8704610990755,219.93151087211604,144.2712724161854,18.277607816210935,-117.54587248766242,85.93439150603844,C,190.94198130616462,-37.06834319022123,E,184.6193811724389,1
Veteran,Other,Hispanic,Brazil,-1.9519213068300931,-77.38498872425052,-108.46279735741592,-16.612759792913838,-30.6787917459418,-12.724541365571609,15.619792523809942,C,94.04365744999262,19.535865238238785,A,-50.646608655027784,0
No,Hindu,Black,Mexico,-15.773777067644343,122.95946716269705,-143.68423096643696,112.38928840812996,1.7580743200396016,128.3227413936865,-19.202400406820956,D,-136.43487731023097,243.3829210999851,C,-19.963080111904393,0
No,Hindu,African American,India,147.7534484085562,-79.61201820148703,148.116178883086,42.52417018239188,67.76854926733671,-111.82434988230303,39.68830292001508,B,67.72204953884696,-108.24576644373522,B,-81.98388105821935,0
Yes,Hindu,White,Mexico,-14.276748780071657,30.977963748746824,92.9650234661632,-38.49005184220912,7.695341688549819,61.29232031391014,62.75845197649625,A,-45.355816013403135,97.1714732085476,C,61.84670633600656,0
Yes,Hindu,Asian,India,-58.671458164677645,-173.45215347116581,57.61554104149912,-63.10246548904279,97.66035497836934,23.50019154772151,231.65286842215687,B,-35.467071531369385,-28.537356468715124,D,-146.34483986270556,1
Non-Veteran,None,Black,US,164.98159319110167,-9.823350171902332,122.46457311523187,30.49284803296701,55.90007476659896,6.7784514542631875,-104.27061280885037,A,-32.29130260083946,-189.17815562928442,B,46.65940327243861,1
No,Buddhist,Other,China,-180.7609234267092,-11.32110359339701,-14.995903001403468,165.33198506758995,-89.18495516888096,16.070296130316404,-54.057857003666875,C,-41.048926707404554,53.61676756247871,A,88.21489483190135,0
Yes,Muslim,Black,UK,19.90403958729867,-20.55136170051748,39.68719592993513,-126.31586151442144,13.801829526235062,-27.468783667328463,-166.23906179039773,A,134.5201990469067,82.04616075607389,B,-62.022752234612845,1
No,Other,Black,UK,-1.1901085530067004,-116.81477020528183,19.290293126144892,-38.90432035806262,28.097865993423465,-211.83847514339172,154.25790794006707,A,130.9203029180469,174.75335255498504,B,-32.83024095576029,1
No,Christian,White,US,-59.568001662919244,50.46900915461086,127.02343874374094,27.966240303725225,23.788947420956454,-161.23713770958892,-45.32464117091804,D,-27.375444235797318,15.104271441139103,D,35.9545355863944,1
Veteran,Muslim,Asian,Mexico,142.71910938041955,15.551749561154082,-154.95068328794116,-21.540859224605786,15.074443123866837,-3.536568587051673,160.32483561480097,C,-113.68509410066201,-90.80585535450018,E,57.89145313043548,1
No,None,Black,US,-36.506524212026385,-86.83416761507776,-267.00767092000876,-37.34011430882912,1.6916616026785003,-46.491993372507594,131.24757990824494,B,9.770524198390195,-153.49412045378375,E,-23.24330709843532,0
Non-Veteran,Other,Black,China,-89.88403197111757,3.2772555859322425,130.66573820189836,62.38905264601512,-71.63347162531906,-47.91014524483885,119.32530672170793,C,19.69523656699441,108.3376880893021,B,139.01300453647661,1
Non-Veteran,None,Black,Other,-74.22297829265679,-160.83530632892797,5.133420937158209,-11.220749429030453,68.50901642284715,52.26550527086881,99.22501975856969,A,24.212026752619774,-12.688376057868181,C,123.78266412971179,0
Non-Veteran,None,Hispanic,UK,70.96375537859048,81.80557332777842,-36.692637334965184,-1.1348382819022773,-180.513307902213,-59.085100056067716,19.22124772745884,A,-95.25903382634937,-130.61146387212577,D,73.03709973637386,1
Yes,Other,Black,Brazil,203.6280983449669,-18.666361585899338,5.435812208460365,39.617159468675645,-85.74504708140542,124.27178802588013,30.244714153339764,B,85.56103035998854,65.88490693874932,A,137.5680717681517,1
No,Hindu,Asian,US,-163.36208423273254,93.11965788941394,15.004426968865245,8.915594321180272,-147.4913033913151,-85.97432920079746,-6.876414925623109,B,24.32060902594471,80.58264732606231,A,127.70755830904399,1
Yes,Buddhist,Black,India,-135.41667701491772,-30.17151398593932,-156.03655574437713,-76.25478905708121,109.70802095189146,134.54943296435758,-98.61632752154992,D,55.02842825934838,17.103604803904478,D,67.39395950147247,0
No,Christian,Black,Germany,-24.426951576067815,41.65536206670968,158.70285244048108,-203.5805995577602,-43.84834885554137,-96.88763952450182,-33.303172943494715,E,-57.83598245343271,186.14068490132217,E,19.206131748486296,0
Non-Veteran,Muslim,White,China,35.379964508963106,10.612368204066772,-39.861912919526645,-45.2302897337588,39.544862358248395,54.31192774859256,36.88965330449219,C,117.80890793112017,-122.52709921768785,A,21.642390687485378,0
Yes,None,Black,Germany,-168.6996973873368,27.344648597526728,-56.21410894921986,-31.250669909949064,-6.7876545428061625,-222.5975900128849,-108.6618586730161,B,-185.39720327500333,74.25874148183357,A,91.89491590037792,0
Yes,Hindu,Asian,China,-148.34971885586071,14.549185915012016,44.42530216881859,16.75633054023271,72.51456334783263,79.54727496191111,-89.55182295274808,C,86.14342064307613,-94.60334090871257,B,132.5085537213672,0
Non-Veteran,Other,Asian,India,29.455435200722103,-48.923268204211055,-154.88461946115137,119.01009479274059,-161.6931788172101,51.00272955645539,-131.5367707749866,A,-272.66512109466504,-23.61401414637358,C,42.57238232212621,1
Yes,Other,Other,India,-72.38139478087783,-31.546905761664394,-32.594575055484206,28.588349611670388,71.78190446451661,-2.75119254663563,-75.00016146909888,A,-97.28681132964921,100.7362997385196,E,117.20343839603208,1
Veteran,None,Black,Brazil,-10.74941124250465,110.1153210224513,10.097456981388607,22.187497627535695,-97.26283180928498,29.892634200707874,53.54788373942549,C,81.28272388810943,-131.7364467809184,E,49.40191173053519,0
No,None,Asian,Other,83.0612963689702,21.795108325228732,-265.0071748083766,68.65154285867655,155.3587242907796,-130.60700823368603,-96.75518460175762,E,-29.6256104693382,96.25495232945156,D,-25.61078886137807,1
Non-Veteran,None,African American,Germany,25.562617994106525,67.33475414292384,65.19460442545233,138.06994980704582,111.97434899802394,181.62284913586097,168.26890953251961,D,-124.46142305554434,-85.5928882354196,A,114.65370113449084,0
Non-Veteran,Buddhist,Hispanic,India,9.330664047771272,-160.88564169103424,87.36254221777324,-151.36926746688025,225.0492392058336,67.24090907857554,-25.350486904760555,A,-16.75370658268388,-7.045120388507151,A,160.77289244280584,1
No,Jewish,Black,Mexico,-15.485984219302082,60.21284961339995,64.20338646674635,184.5963026687115,-24.137602961157754,-141.9196780335521,162.03643055111368,D,42.27780275970027,14.281260557925249,D,28.858477970899866,0
Yes,Hindu,Hispanic,US,-145.63435377784484,5.213161992799212,-25.667577401287478,81.74806037969877,-199.4535009480055,-3.952816355206204,9.173227161151368,C,36.302177340125624,-115.0438543895407,C,-2.1332342838306255,1
Veteran,Other,Asian,Germany,-69.81630065989744,104.2130013225679,55.8879845625647,-24.55518841478318,70.13604025207106,-163.898321809238,33.63952617151244,E,57.40620824279274,167.82366023195516,D,-143.6854636572943,1
No,Jewish,Asian,UK,-273.9651802446126,-102.62099073106543,-6.988174837524285,45.20498050633604,22.661565375891445,-256.41101203426615,221.09146733178434,D,121.05259164279916,-180.22780222365435,E,-112.14793030726038,1
Yes,Buddhist,Other,UK,202.34549467639664,103.44890620197324,14.216247549191923,35.96503368791886,-58.35127970954891,21.980842544624814,-99.20126911370609,D,-121.15616105362304,68.3771453739709,C,56.92374533375909,1
Non-Veteran,None,Hispanic,US,-117.87209394553115,-9.374540428320428,31.91789306537801,293.4655313911187,-116.34266627296054,12.837416423451915,33.04333002260753,A,31.80706403599851,51.66563297945378,E,128.59233070358422,0
No,None,African American,UK,79.55874931641425,138.18190780303777,-6.439852371441266,7.072429256744687,-94.81532262499705,-32.671097398267214,79.54134939084275,A,172.85657220891565,-25.66312376576479,E,41.253442124530004,1
Non-Veteran,Christian,Asian,China,46.514504810911966,56.680054645351,95.08470585095232,95.97692407764309,62.854418089811034,116.42971890283746,236.70761900970535,A,-88.83166425210773,-95.98805133741445,E,116.90773076561855,1
Non-Veteran,Other,Other,Other,-80.83554365975064,112.73713963021169,38.84348192170059,56.280916177534394,27.583982415940678,-10.261554277980316,110.3289913636347,A,-81.86479887571161,-11.317300760477721,E,105.70440837179582,1
No,Buddhist,Asian,Brazil,-17.487502523725183,-77.24233265177382,-130.22103726448915,47.06304085147225,-40.93651900789561,231.9290975733005,155.79199469738802,E,-80.08996480957448,65.61649686620483,B,-54.1602684454846,1
Non-Veteran,Hindu,White,China,-84.37751350996756,0.3600726692721679,-75.30061696695847,-156.38395795032454,-223.1869095839056,-160.4927871254507,42.52734166504019,A,7.049729305689212,5.473205113981126,A,144.07545632141128,1
Non-Veteran,None,Black,China,4.432219848690319,92.81330228177724,-45.976637484114676,20.850500396948465,-37.605438405976166,-54.47314172927244,-158.68255916350387,D,-7.504718703735808,-208.28529706384353,D,159.20849897973758,1
Veteran,Muslim,Other,Other,-31.02712395805114,91.09199506670971,-127.70423663329629,-2.2072780221489485,49.697144843321276,-159.43334538332277,-196.76142396868914,D,-162.47205071970959,-24.57315252301708,D,58.14767521157318,0
Non-Veteran,Muslim,Asian,Other,115.05167310213791,110.14129440812732,189.0376623342731,-92.636476437724,62.72194359266688,111.73575643353372,-129.09135503225136,A,-101.0863812848089,10.794070184992108,C,-160.20757662873174,0
No,Jewish,Black,China,-58.947915238831484,-1.2055069051768148,-71.50241977533203,-46.154367237486085,137.3314037515254,-0.36850316472745953,-178.66961216513403,E,-91.2718297665326,67.86944138275473,C,132.79595999415756,1
Yes,Other,African American,India,61.354156164853194,-42.055066375860925,105.1960715528418,8.384393737591898,-53.70702517427453,-61.00400503726069,44.10938291514333,A,-38.99565964152301,37.80864570349628,D,3.669840186196074,0
No,Other,African American,Other,102.5434133629102,80.97789277877749,-156.23897931345303,308.53223053938603,-163.59454091567954,76.42870251366222,-48.908130553236624,C,-26.862865104257764,-310.3372571593722,B,50.507205038682955,0
Veteran,Christian,Other,US,-6.461772322242965,-60.30191435102616,82.59733600028898,-4.980309467259596,-35.72115234316127,44.52452142482488,30.34071220246608,E,268.22462586462166,-32.04357359616631,E,-34.28864948431871,1
No,Other,African American,US,-42.30489527093287,36.46055679258588,158.12875594115948,206.1038020607482,-23.65367226223543,234.24969627003017,44.05173508968341,D,111.77387706171986,40.66503568288212,E,92.27876112664451,0
No,Buddhist,Other,Brazil,-31.564787423984075,-5.416479484949244,67.97952295368424,23.768164761912484,-13.357162849509265,-79.31898524590899,26.44281015501655,B,-20.246384313717805,12.92199797970638,E,-27.083300833715647,1
Yes,Christian,Asian,China,-51.43096304555959,-13.733992174254025,-20.40781021854628,-51.6910489936033,135.57292475428656,-122.68130242956946,-121.5586976873688,D,122.3978913745197,33.68299941078504,C,-31.536456607133672,0
Non-Veteran,Muslim,White,Germany,151.71498702300218,87.72206047335513,9.342296010387525,94.2354553915861,-63.464841664250606,-64.83735428872939,-4.490853245802627,C,167.1163281699856,67.15995662302839,C,-60.12018816499239,1
No,Buddhist,Black,Brazil,20.26816065242482,-52.37030697418904,-16.81471328981069,25.50527728881183,16.239200663495946,-135.2751529941438,311.72013183510774,C,-48.33817147146693,-95.53686893440721,E,14.500902932210838,1
Non-Veteran,Other,Other,Germany,95.29337549305708,-95.34927606296095,54.65707095214438,100.11894434306474,-19.100747103679492,-111.32030440074432,-64.06121405904148,E,-4.256000985534072,-175.46913495301283,D,31.215399116788323,1
Yes,Jewish,Black,Other,-61.627735019165456,29.99811572198129,-23.524997590613776,-65.50414178052671,228.74824015995296,181.5880966468944,-89.76992809858562,E,-85.40988501930293,91.30691150114842,A,22.86048486648887,0
Non-Veteran,Buddhist,Black,Germany,84.59913074341486,-217.95000738783966,-66.36284180606994,-27.802041653205546,225.91837501875887,-92.72287834923564,-125.18080727350147,D,-213.20932042917474,154.5034809403225,C,-19.592179510618042,0
No,Hindu,African American,Brazil,51.8561302178556,33.731326809816956,-5.279944600658424,-88.85365666812524,-55.15001033715874,10.346636012721127,-12.083153196079468,A,-86.59386903074807,-10.363245888313035,D,70.67613844363936,1
Yes,Buddhist,African American,UK,-76.8399747165777,132.1723846162532,155.65615951266076,-29.03412317909367,-3.226886337295486,123.74610993904479,-55.34067689466404,B,-104.41579219506474,158.73960218573743,E,-205.96892866179948,0
Non-Veteran,Hindu,Hispanic,Brazil,117.1441157106484,54.616397721169086,210.04318791623103,-100.77412506086097,-41.81942341899777,-107.36248533544827,-4.594189710958556,E,27.453851269085018,130.68613118236948,B,-10.630044209214152,1
Non-Veteran,Buddhist,Other,China,160.6045481812664,-72.80861951795883,-3.5918975394825963,105.8257534431414,96.18392415892268,-160.1769971300088,45.016241822058554,E,-89.62042087657126,51.72487616594152,A,61.061960859440944,1
Non-Veteran,Hindu,White,US,-39.23591526417678,18.770830078215297,-43.69526261848248,-88.71792572773784,38.740027183695936,61.01128886634313,-35.68746943274784,D,19.913167472457964,-49.93431192983781,A,40.15180000246319,1
Non-Veteran,Buddhist,Hispanic,US,84.99287060525033,-185.53925739365516,19.70624362046399,-292.71082432062605,-50.19594279466912,38.14744146622333,-250.33901592416115,B,-7.289822843658278,-31.09987679284714,D,80.24193615829144,0
Yes,Muslim,White,Other,146.16047425253663,-14.236296586266144,-61.93834954086414,97.62057886996395,-4.198230633919825,79.97767189021532,-256.868621659396,E,109.32539451698429,59.61237073152963,D,-32.58823021959488,0
Yes,None,Black,India,-121.9812361471294,-207.1377615943581,-99.74207216008112,-42.72957930838302,-51.40272250243623,-47.85746361533981,78.71236199463387,E,102.26487830316486,132.33082322197197,D,-45.532123706131664,1
No,None,White,US,26.31601883294037,-130.31448844689288,37.13793694991725,-85.48513897297687,14.411723801512984,-150.41591409089597,41.03653321264132,A,-69.16980081473618,-55.90802478830837,B,-34.753576784708216,1
No,Buddhist,Hispanic,Other,13.236106582874536,32.2607324813489,67.55998337343807,-10.651261249681811,-82.7070371057343,161.88422658042646,-145.09013931357796,C,-6.258634988045123,109.13383118107214,D,-2.572620653160647,0
Yes,Christian,Hispanic,US,-77.67514047171358,36.37744787295289,188.0343163043909,-104.47270898240768,-98.88395221221957,-16.619804756101026,-21.593731344434598,A,-96.47395044213089,-99.46134175228283,C,-99.48309608290897,0
No,Buddhist,Hispanic,Other,-72.17473070636979,135.20033633597131,201.92157074102198,-108.69038550433774,-71.40828876558487,8.125893393449143,-81.49442379286498,E,9.733197440559623,127.0900541379851,E,147.93989304976526,1
No,Jewish,Asian,Other,30.46776432497144,-6.392742180041863,73.609417739702,-37.94968875230816,39.26278748299659,-227.10468299412,62.329634328400665,E,103.34384112081993,146.84413084231466,B,52.08460303522999,0
Veteran,Other,White,Other,-32.56780347599929,-99.0753557569322,17.92810208615586,198.6661422171956,219.61007080975298,-25.933303278936172,67.80893025923363,C,-33.13895345786024,-226.49069199698744,E,-26.527306788631382,0
Yes,Muslim,Hispanic,UK,45.704171555707006,79.20415436561177,-31.697513561524648,-83.26244051770509,4.143557537956014,-138.33870955085902,-226.45065592231774,C,-1.5749746823485768,-54.13206749481182,A,76.92610136908009,1
Yes,Hindu,Asian,Other,63.93281461423296,142.27302685322627,-29.52249758657145,-62.81404938261842,60.19693601803423,106.3487589081183,84.17853234888038,D,-102.4312963247616,2.392168519937988,D,-108.87154263260778,0
Yes,Muslim,Hispanic,India,-128.7570584434948,-158.80890965231603,38.71662495242533,8.795909418004557,69.81319299456223,-52.32035582641704,-70.16164870677106,E,-43.28360804283701,-31.8812170405822,A,-12.485410259970827,1
Non-Veteran,Hindu,Black,Mexico,-22.119425876824497,125.93728955073243,189.49323166216865,181.45448311556163,-56.90100074466318,26.950790899639692,83.11585719861955,A,-108.32799969776168,-91.24359464112763,A,-12.629505377841,1
Non-Veteran,Hindu,Hispanic,Mexico,-56.47023149994109,64.84070367030486,-128.23359082963063,-102.24653262539323,-87.79649015940454,57.90993755984534,49.79254652021478,A,-101.55323215904986,16.22969912474051,C,101.50260297668218,0
Veteran,Jewish,Asian,US,123.11682716257518,21.140389398570793,112.81096790191734,57.27802127315612,-58.14058219741939,-12.075332912388529,153.9577156940928,C,95.41758620247964,-78.28962039228242,B,16.316417817894326,0
Yes,Jewish,Hispanic,US,-51.31520510128518,56.630049729101174,37.061014114265845,121.6822240093608,-112.16523712943571,-84.09792006316489,-168.7761890884843,B,-108.46261329982542,54.04226271614261,D,-180.19256696676396,0
Non-Veteran,Hindu,Black,Germany,9.576343688117072,-50.50225097271962,-23.00539924093981,16.279390803499545,-119.70440622869512,128.97868620172278,188.02521772637735,C,-14.280327499088639,-44.13058129373547,B,-113.1755400037477,0
Veteran,Other,Asian,China,-33.30993893356792,3.1121372098649505,-27.630055826683513,-51.49618040282581,-149.19146439065042,-145.9576049508841,41.89654770256283,C,-63.52981728714445,-204.96473408444308,C,-60.025150717222175,1
No,Christian,White,US,50.635736536360895,-102.06865274694064,-86.09065233057524,-48.54055470991757,143.95539449333668,-62.44234065670107,-98.04602595396769,C,-202.78170290016288,27.98783222658081,A,-15.018352077117367,0
Non-Veteran,Other,African American,Germany,12.399165343845256,73.94761584186422,-43.40729997350807,-18.40699358488826,139.72226224243792,-94.38190196486997,24.50711024731651,C,-44.94157509603578,-17.533132693146996,B,-10.93569829941822,0
Non-Veteran,Jewish,Black,Brazil,17.077501409320448,7.647643634486516,90.18745812573638,-53.64770507005539,150.65420953923942,29.371843460508384,-173.77878369398314,A,39.72509974934047,-138.3920631381058,E,90.48497043717578,1
Veteran,None,Black,Mexico,-65.04295934719126,14.401747750091754,-39.31756400914984,10.048928622703963,1.4192957405264606,21.28102390598251,28.679747265698857,C,-97.84851268739828,174.49107800055353,D,-5.9125147899574095,1
Veteran,Hindu,Black,UK,75.9125481142485,127.03815198848653,66.89252536141309,97.43668293411363,-102.99403417564248,119.44694012020514,-38.486268906613645,B,143.29174692371822,3.7056446969380272,C,-79.477329799039,1
Veteran,Hindu,Black,Brazil,-100.07966025270325,-91.60734706182402,42.143484344625406,-31.849617849158836,104.35310777096325,-35.46189139126614,-241.14486760456407,C,73.75041052000867,116.39130333967789,C,199.40192509875556,1
Veteran,Christian,White,Brazil,172.85801072414546,84.2874476048654,82.71016539678577,21.244261947151386,16.60730855397044,33.1075253850512,99.56703337342802,B,166.35061758618778,-70.08882890663747,A,83.13836973625084,0
Non-Veteran,Other,Black,US,-24.413802848225217,-40.613335680367,114.64635766676085,28.998634748248588,44.740093074193986,-98.26221951275618,-48.29055026532177,E,23.61959100319739,-11.597700019839225,E,-1.8072384368242513,1
Veteran,Buddhist,Black,Brazil,180.5352058049821,-104.9569054989671,93.97958414733297,81.4813182445387,150.54804569672905,-12.306398081583486,-35.16106698285159,C,23.935481055730737,13.819314591563902,A,184.4080661859708,0
Yes,Buddhist,Black,India,128.1622862359947,67.65541586785662,-41.29706614182741,-107.02134685093296,28.58098005775565,-13.731462065356753,-49.45002522566425,B,-36.49821693383447,103.79359402854686,E,-70.16792641956087,0
Non-Veteran,Hindu,Other,UK,-72.9188557772551,-61.63848973370851,124.47191035109124,-9.45292968925254,188.1825100027989,62.369237712387985,-129.55309140289862,A,-164.37635780281678,71.56283114044767,C,72.5569384102764,0
Yes,Hindu,Asian,Germany,-55.36360294647405,-7.119244979552793,112.22428994367013,220.5806846944752,-178.5620208590288,-130.39843963769385,-8.073356124250411,E,-27.35517516302215,-14.183835624037552,A,193.32478991901374,0
No,Other,African American,Brazil,-55.276053600858276,-58.48581547896805,14.723667399234264,-13.399876502096769,-169.32255007521604,-62.74396610162828,-43.256254708428884,E,-75.30142126728204,78.64382908597211,E,-5.859411735380339,0
Non-Veteran,Christian,White,India,152.34286104256154,30.22140905171963,-45.32120461979468,-107.36733925498467,66.4863136538804,-14.833661962569236,-6.16319536133721,A,9.868996584905323,-70.8731676481503,B,-56.05046190072003,1
Yes,Hindu,African American,Brazil,83.90202625964052,154.23259094317675,134.8354893699915,-334.7927620795826,70.24840672856122,-38.04060321815367,-13.082233386267514,B,-66.73789575952007,131.98297994458676,C,-32.40767440817712,0
No,Buddhist,Black,Germany,-37.97371768260944,129.4142526167275,-32.24926949147368,6.272722266859406,-76.75641470253152,95.56355048413617,-3.0187488689468895,B,74.79252914911672,-61.96375428170915,E,24.781279563283785,1
Non-Veteran,Hindu,Other,Mexico,-33.9135195149324,42.54836871584627,38.518903054593004,153.04290687548988,-109.1114682438792,-40.41124811819367,159.40848461301837,B,-15.078196037014077,53.90292732883729,B,65.64819234983884,1
Veteran,Other,Other,Germany,-57.30902574211888,-0.508688390565568,-17.495804702562253,179.26890328071488,-97.78011221245256,-133.46595595940397,-47.18974275439271,C,-95.05341328290801,-39.79596852421798,C,-39.33593630528566,1
Non-Veteran,Hindu,Black,Germany,80.8906447209436,-1.9951534804547484,-19.75429843821659,120.87680267503649,-12.91056362473992,126.23662797866693,-248.3718520376018,A,48.69100202498709,-53.51731580090644,C,89.24071036155058,1
Yes,Other,Asian,US,184.96755125795463,-88.12719703128361,200.98544123027753,36.189410591149574,10.941534116482371,149.8202461173365,39.574180936743154,C,102.59830101421703,-3.7756329132512185,D,57.96969241753814,1
Yes,Hindu,Black,Brazil,-11.51452341459124,58.96973983935596,151.38207921588707,67.58386929109218,-24.989176322193103,-9.586647905970713,32.627833318218386,E,28.4639866174968,-4.321574118372835,A,-19.367718589469778,0
Veteran,None,Other,China,117.8548654384524,-3.446280954208669,127.26763604368918,-2.0269753569528817,-75.70646811953063,72.24268742964459,189.9474052330475,D,-54.354046883441654,59.510312174963396,D,-119.51140778929059,1
Yes,Muslim,Hispanic,China,-66.19807081728139,-8.808141453379935,172.56678479692,-64.0642967808095,-54.22762589787398,-52.28738505170823,-105.10035895558471,C,90.68253404312792,-16.153022155077622,B,98.2298756742149,0
Non-Veteran,Buddhist,Hispanic,Other,61.393309048134995,73.83296072772967,59.27145201358234,87.6962890084786,-20.73223365428765,74.67162816613985,-77.82647773703444,B,4.547882286078656,-21.866862510070767,E,16.240329190103907,0
No,Buddhist,Black,UK,-196.97743750721372,56.709832864595974,-169.01574218967238,-131.01290592559116,-6.681691670906208,71.14906253226002,118.10447324342972,B,134.56551555984245,-73.57832756279124,A,140.5385147930405,0
No,Christian,Other,Mexico,5.741675804321023,-8.887357604222707,-59.43666429194765,7.926423315831643,29.178912526964158,87.31118032668411,78.52532909028146,D,43.573730342183474,66.45554824331457,E,61.699392269045184,0
