Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
Non-Veteran,B,D,B,-49.37389790744639,B,9.491056792436495,25.83145965143247,-106.41624765319926,153.36837574652088,113.91645465753354,-88.24821701012549,B,B,-122.53248780276466,D,0
No,B,B,A,-66.69137699390907,E,172.68976788319722,18.00402778845455,-108.96512139819788,14.409196271708513,66.69765063076484,-29.409194741374645,D,A,42.422133816092504,D,1
Yes,D,D,E,21.771069623009414,D,-15.340395545306762,-136.24571011268563,61.41718828725732,194.3187077566071,26.095736122873976,21.280171918808538,E,A,10.075777265992174,D,0
Non-Veteran,D,B,C,78.1923917139976,D,132.32993282114518,-44.25392581038223,113.44131595728295,-14.318625952530295,-259.45731531516896,-109.21499900489403,E,D,-41.85521558782252,E,0
Non-Veteran,B,D,A,174.99847558317913,C,-5.5496839670324025,7.167147115832988,54.708399948685106,53.685652610796886,-17.89605032008908,-165.25317034880618,E,C,136.78645779373895,C,0
Yes,A,A,C,6.516843257055803,C,213.07328168150627,-148.53220660708473,-109.55424838840446,-30.733708732054698,-64.97057276831902,127.26399028305144,D,C,22.449503509795665,A,1
No,C,D,C,201.0653091633142,B,144.30796845222824,33.32912449284753,-5.221715255501351,-21.45009191989083,-73.72326526295653,55.52773738904683,C,C,-18.815957626363108,C,1
Yes,E,C,B,-0.08968212534607237,A,58.60778483508627,62.58524884855645,-47.870145728005916,-1.2140518580820305,14.599378309007932,-29.99701771434719,E,C,109.1123630978307,D,0
No,B,A,D,78.62326747431456,D,-38.93768660800889,-13.098339211827778,-29.508274211976758,12.30309527946133,11.136701780494054,-22.84721777612207,A,B,-12.777013108192193,C,0
Yes,A,C,A,52.884232727502244,D,-37.731841103749346,-4.064160251670044,22.531471104147773,58.9607369876913,78.53216169806392,-131.66001676776568,D,A,-63.3514136434963,B,1
Yes,A,B,D,128.23348003266713,C,102.92852906340761,69.0469349518801,-37.87922503606201,140.4690845839463,132.52973040087915,90.17861029625365,A,D,-86.51581097889294,A,1
Non-Veteran,E,A,C,-122.9309631934531,C,121.05423441542567,-60.793165943545326,-52.87619823475639,208.17007481978118,93.3095182339741,94.7431249429505,C,B,130.80107219492453,E,0
Yes,A,A,D,143.03493438417252,A,92.33671459301293,-5.982175653321127,-107.10793935171532,-22.966801636488483,-3.0193003290938765,234.0604239549355,A,D,7.955476073380349,C,1
Non-Veteran,A,D,C,-27.062596289019687,E,-28.81561996034422,-57.388282879574106,17.405221914909724,70.39750755256381,-49.95777352953972,36.216493794855715,B,C,-139.54914890404427,E,0
Yes,E,C,D,85.3564135491904,A,-93.71773897631607,-35.741385447788616,-163.17011435619787,28.666182852892064,-37.96691802500109,182.28286831844682,B,A,56.314722310260535,B,0
Non-Veteran,A,A,B,142.1001480022062,E,-187.47646085248812,-22.95849325138119,-46.32314210189797,-131.89778913496252,-226.09725839883956,124.12280053147174,A,D,-43.4597216282621,B,1
Yes,B,E,E,41.87797736803972,A,69.15955218206432,87.99977221078963,79.34764998890651,-34.22120068201775,93.96547138258488,-50.879929549415884,A,B,13.11847816334718,D,1
Veteran,A,D,A,48.7414662623701,C,-110.05159176131652,78.15305143988279,-6.808867356220727,75.27231951067918,19.575697558339375,149.04978242431875,D,A,169.3091241409004,B,1
No,A,B,A,-28.180465680081802,D,126.83437001337205,-71.73091063889268,-27.26080242992644,-43.37889391645556,11.079951619894143,-214.52394819876642,E,D,56.30974565321889,B,0
Yes,B,A,D,-7.738073255390235,E,-65.15967011105106,-84.65125576710125,102.79656911532724,-45.72231281060381,-173.8312450467739,12.589459117182885,A,E,155.18433248443367,A,1
No,C,B,E,-157.35073846425155,A,198.82144125600422,-49.204526661404586,27.96974288827594,173.78603648452173,-46.82047515236189,59.10739638886837,E,E,387.79631979868867,A,0
Veteran,C,C,B,18.9318292233954,B,-184.03318044312152,-3.5696078501147372,-19.614084324511335,-115.40080362896529,5.733934513035868,-60.97075086015069,C,D,-61.65321737127082,D,1
Veteran,A,A,A,37.28817097151779,A,-123.95456572650099,-26.612595350540303,-3.9178044631764823,24.768114420181302,-226.667428793826,-97.21626609971511,B,D,71.33299528886091,E,1
Yes,E,E,C,103.40897011204208,B,42.848836060736936,-40.7664228587706,-107.68315872401813,61.8765622547065,121.97499535611045,-149.21615423111797,C,C,-8.127787557605258,B,0
Non-Veteran,C,E,D,113.72573821046956,E,-116.71017692084544,173.68928865140813,-3.61999217532616,235.9114560867527,-132.41196989651445,-168.27004857549036,C,B,-41.90290982221618,D,1
Veteran,E,E,B,-21.739930289587114,E,-79.26038756290043,-203.54002964523667,147.7303823171187,54.88375259190135,-5.832785486810322,-146.17232561534195,A,C,-2.2427553022100524,B,1
Veteran,B,E,B,161.58689703058874,C,15.671761118298669,0.563350888099096,-7.039814616868541,82.66279915909467,-95.67546810950806,-145.6224317237564,E,E,-163.64276069494704,A,0
Veteran,C,A,E,46.47096469143112,E,138.5206074158058,34.2778513918153,75.31803075493575,44.60646596378079,20.49860460300777,-101.18448956451707,D,D,5.032255316524588,C,0
Yes,B,A,D,151.5996001246258,A,-27.573530313182765,38.06110791963622,59.63256958501233,11.822277397988163,5.254223747492537,68.71236844179236,A,D,-100.81267185430502,B,0
Yes,A,A,E,97.0730693817671,E,86.05342868134748,55.82816957899405,-131.86077365611067,171.86757219666868,-212.10921251910037,100.50072070261247,D,A,14.985277066404592,C,1
Yes,C,D,E,-61.371812754112156,C,105.22341280825849,151.008476461663,-189.08458240222623,130.81534968760926,179.92480299158083,-125.10543976516115,D,B,57.125603658441115,B,0
No,C,B,E,72.29036755477462,D,11.022539964815937,90.42951633124713,-225.5786226429111,46.34204909414726,-33.226093545203526,44.87766296225294,D,D,-46.86344689648303,C,1
Non-Veteran,B,A,B,90.74850862210332,C,-71.8326356365886,-106.82414248929146,-58.040972228101715,-3.915644409739534,77.17883949767838,-108.3954758601307,C,D,1.0294895247913312,C,1
Non-Veteran,C,C,A,37.50227927069986,D,-133.02451323633426,-75.48719039156117,34.79409155785921,-27.494311094719702,-141.63034920245997,171.9760770208741,E,E,69.50200551371661,E,1
Yes,B,E,A,110.2190649915495,A,56.76370227047842,-84.98748231384604,199.14978452832491,50.687208088444265,-93.05178265666034,-18.89539535894488,C,C,32.5523325058496,E,1
No,A,B,A,107.3099271785969,B,104.24063744558131,3.6867026951087976,102.1237337066926,-130.34315196583498,1.3017750763433111,53.450954690215525,C,D,-274.5917034397417,D,0
No,E,A,A,234.71805338963443,B,68.10916862218838,-219.7715968526086,-52.28634301297471,18.958035602148403,-153.91673166304446,0.040146700480437246,A,E,68.00896381968595,A,0
Yes,D,B,E,30.485878584989244,E,-17.638769521475552,-137.14573419648121,-69.54893297939041,-25.45921694644202,134.98648329740962,-79.93922170833908,A,B,-59.803170556308906,E,0
Non-Veteran,D,A,C,-16.175418456660974,B,106.6877548445919,-206.2069548214267,-130.16816740763514,-67.13758820284554,7.95362439489564,-206.28191010931096,E,C,-114.41687984373907,B,0
Yes,A,B,E,-107.10862551131169,E,-155.32708649586334,149.32294362277327,6.862209317901594,66.06164385532904,63.27213901661203,37.8574992876627,D,D,53.8086255201536,D,1
Veteran,B,E,D,13.62331843920975,B,-192.55975413208986,-26.776021549988517,89.9132687798039,182.6127721610715,-92.2883304629167,-69.55016281784157,E,D,23.138131102197192,A,0
Yes,B,D,C,-10.558779857122875,C,-41.017661222734404,23.718552956263412,175.464227791833,118.49471379895313,25.225788119438384,186.26187472480552,A,A,-120.3995079756108,A,0
Veteran,C,C,C,-7.880877595246553,A,-89.40476787976047,49.17891032255342,-52.73384223880203,-69.00920971163166,-81.08428523757748,183.45240447767088,E,C,104.79486662351538,A,0
Non-Veteran,E,D,A,77.29577633155871,D,-105.97262793331332,48.14608955374721,130.4266925507749,76.5658149919305,-96.17910332626943,5.964075045183142,C,D,-43.91313838853152,B,1
Non-Veteran,A,E,C,-41.60734598734951,C,-69.26088611430838,29.337859472061677,-94.61539898883228,-81.07760034742229,83.30921323110591,84.89274937931619,B,E,-161.38451584099607,A,1
Non-Veteran,C,E,A,61.29107941889402,D,-52.83078186573139,-30.028399849903526,64.18070452201489,-10.225123180506845,-45.122474107004166,55.41580114257067,B,E,1.0415624290254417,C,1
Non-Veteran,B,C,B,-19.38476862890745,E,-50.03192111576813,88.97038223018896,58.35507508911072,-78.16901527726905,42.148092617737724,28.69624049722319,D,B,136.87863189953381,A,0
Non-Veteran,B,C,E,-151.0096224794182,C,50.74971984032211,127.06945587525698,37.135353800188106,38.14603937486283,99.24767583966715,-79.89940340528588,B,B,-132.32673178031214,A,0
No,B,B,C,-134.07933876236916,E,78.21260565292043,-56.735725066074686,5.370242435984015,-107.90148174739483,-148.86937335510166,-134.67323074507092,D,C,105.06402516916931,A,0
Yes,A,E,A,-11.193727976021172,C,31.69492867253019,28.82033785272381,-122.8554043595022,-0.5064972603549751,193.06130631546583,30.65959654182764,E,D,-11.787338804981658,C,0
Veteran,A,D,A,-74.59607010269056,A,-138.48437722717898,115.0246257637737,-93.44869418433916,44.66087117770216,-39.36925062199097,-6.348846236302347,E,E,48.693699167061986,A,1
Veteran,D,B,B,219.08960596951874,E,-53.429237669281214,46.68544072517084,4.705544434393941,75.66598770602027,-296.4814534695283,26.309203001928726,B,D,82.909182474781,D,0
Yes,E,B,B,-104.58964585391493,E,64.45477831058749,2.0483688564942164,7.084952443192486,162.64548151069425,82.94857329882593,-61.809786615656805,D,E,123.95867328354981,D,1
Yes,C,D,A,102.83872924131663,C,-10.089192895726619,-171.69134579370544,97.48445319703667,-26.25770009901257,-68.01947141485405,-97.98979265327688,B,D,80.66626571929743,D,0
Veteran,D,C,D,7.809969269631872,E,-25.44079846668929,64.11902314763903,-2.6989057529866916,-41.141118934258955,90.94747735043377,-98.00664847421228,C,D,166.36107386977523,B,0
Veteran,D,A,B,44.22865938743137,D,145.66357460168683,6.19819997096162,71.7642559797,-103.39330966851217,76.57311733967217,-160.04430116549773,A,C,-37.936275269051556,E,0
No,C,E,B,-11.364143319377261,B,66.86038508546855,-70.92475385015376,84.14795244420826,-203.75627459046882,-38.74830989318161,1.5062451922601727,E,E,-12.969834575710525,A,0
Non-Veteran,A,D,C,-46.31768106741555,B,-4.413034287404269,-176.59955248703707,50.803295747342545,-89.40214379455169,-68.53587213165072,72.35678950893613,A,E,-65.12521454406968,C,1
Veteran,C,E,D,22.569219708380757,C,5.216308853907931,-27.658092627288617,96.74821059268604,54.93065075117429,157.90405223892947,135.5989949583555,A,B,-32.31594873948631,D,1
Yes,B,E,B,127.25907692247398,B,-61.85208057257704,51.54489164889233,-30.15580387848341,-82.00929578783642,-18.338466285285914,17.711331354530675,A,E,39.1402750431468,E,0
Yes,B,B,D,-20.35208257461994,D,-20.81887995247559,41.3500870154447,122.81554461263322,-16.430303020570513,53.08147248709556,-13.706985389051752,A,B,-144.40101505757696,E,1
Non-Veteran,C,C,C,76.56489096828393,C,78.86090073800094,70.50979716730734,-63.38075376530505,110.41928678540556,-51.691312638251055,-64.95984867020822,A,A,-13.698905572789663,D,0
Yes,A,E,A,-70.02434533560104,A,-30.92092102796738,0.8113556690761383,-55.29962968744297,106.71384059177507,61.84460863304885,-58.981569261074895,E,C,-102.09202079506127,E,0
Non-Veteran,D,C,B,-127.68467470855191,A,32.54304381158243,-89.24303352780117,-36.18799243015897,-136.18486732881544,-352.4153884061035,-213.75639767057066,B,B,84.2950943515935,C,0
Veteran,D,D,D,-104.96820987622615,C,-34.534408429002326,87.48651980005539,37.71604635964174,-37.975348915775434,-39.85883488782434,31.596554846682874,C,E,-9.744467807250679,A,1
Non-Veteran,E,E,A,19.95193464090245,E,148.81280981870057,-106.10307175907727,161.10060436750356,93.28174002199454,-159.59656573868833,-57.890454859637565,C,A,125.93811503361245,D,0
No,E,B,A,25.929136350003716,E,-147.86352812744641,-71.4012569591908,-40.11189271519511,14.800451916761565,37.89648786078237,-57.74180898391148,C,A,-66.90483895534028,B,1
Yes,D,C,E,-156.7958766534003,E,72.08602953876375,-66.772936711576,180.01057644457077,-58.5689661723501,11.153964966518519,-201.8013229241894,D,D,-110.45689250865098,B,0
Veteran,B,E,D,-105.5304973997997,D,117.98814260789392,-189.685003274728,-113.07706986565644,-36.526080646248964,12.788753153537403,-19.839375065961637,A,D,-99.46932092979607,A,0
Non-Veteran,C,D,E,151.52367587959742,E,102.46257912825007,-84.2401493297036,12.390458881913005,-49.40561913701412,224.75308706151682,-86.07433525886019,D,D,-98.18794988085922,A,1
No,A,A,E,-34.72227158586606,B,152.21820271946657,-45.299786398685875,-2.661108883964624,-7.646417171997574,44.03225511288788,-115.8717911829436,D,A,-89.13105245047814,A,1
Yes,E,E,A,19.11341845489099,D,-12.281953752061572,-86.17680312431447,-60.841665589281504,-207.87971619317943,87.74105022940255,-77.06136405277235,C,E,136.92277698247545,E,1
Veteran,B,B,C,49.97101811848613,A,45.27319270112674,61.25543903363393,0.1450480303522363,-104.02719408834838,-200.36031125859188,115.74669435302414,D,E,110.91428957435123,D,1
Veteran,D,C,E,-109.18237069710474,A,-77.69102154972029,-53.852740647558605,0.3123821594205216,170.13091498019486,-45.114601532564876,-104.66470908412239,A,D,-113.6078903905159,C,1
Yes,C,B,D,67.09978213568905,C,-3.8990614781954966,-104.07617997915706,-103.16527246155599,121.07451900197219,-95.47378578181312,17.024296528639677,D,B,-190.61623321729292,B,1
Veteran,E,E,A,-118.44127483186855,D,-77.77862076427357,-0.4949096797571972,85.04068199804745,192.24248305817565,-85.31415957013694,42.411705528628424,A,D,-97.46629054372009,D,1
Yes,E,A,C,51.85491872590412,A,-111.75394833499104,-5.369376567057072,-239.35739104379513,41.50715220363478,-117.12126142847674,41.10319129220204,C,C,-12.989910711507543,A,0
Non-Veteran,B,B,C,6.450940717249227,B,264.8742144347534,33.90326091201865,87.97651925743118,-12.699637307637351,89.46382786782237,151.05916844866027,C,D,13.273357470328353,B,0
Yes,C,E,A,70.15312566319757,D,46.272721785839686,-107.82604199034034,27.161059979098496,56.83142566344232,-26.57965960431799,62.16553798927017,E,E,-144.95941335073715,A,1
Yes,A,C,E,-19.576220052645997,D,-127.56893881031701,31.342267651912636,43.97813059203002,-98.87944031786945,50.323354761536386,-133.88602791038338,D,A,41.388395625178084,C,0
Yes,B,C,A,79.96465951765455,C,-27.178378505865574,81.91382581928531,103.96804217102175,-122.81632665389549,60.379176866240115,-78.4662420885743,C,B,-14.982844272368059,D,1
Veteran,A,D,C,72.88619386345859,A,-8.537313479219991,-1.7772126132253985,-59.90165234345544,-109.48287371631578,122.88649503005782,55.52158978224162,B,D,7.456728420627893,A,1
No,E,D,C,57.43410524667287,C,-86.0056580160818,71.45781996836813,17.190299877031762,-60.99168170396783,-84.84043017983545,165.9658288334094,C,C,43.75362364308591,D,0
Non-Veteran,D,D,D,6.275974726370559,A,54.333322493454304,-16.08179133578372,-124.83131904657164,-14.324145364729507,-148.4780851765333,-12.59928397284575,A,A,-164.127393411163,D,0
Veteran,C,B,D,96.2543073912269,B,25.935285406162734,-189.60157153653046,-125.6625517277342,49.088157200955024,-97.94139126203993,-54.41215685224443,D,A,-172.18189869624595,A,1
Yes,C,B,B,58.0327834540025,B,34.86767023822544,89.24194760011498,-309.0535545833478,34.147860878995075,17.40637134130116,-48.25874586117151,E,E,33.695497645960884,A,0
Veteran,C,A,C,12.88642854332816,D,-5.1997306479534915,-14.500903182416636,79.36481701497837,11.73212388582304,-25.819214810338202,41.00391345571508,A,D,177.56206556424493,D,1
Yes,E,A,D,-67.33612443054298,D,-66.59268049375122,55.674939908794215,-7.877482691675573,-65.93228252574029,63.114371705154625,82.09814719564206,E,A,124.33272945443117,B,0
Non-Veteran,C,A,A,60.579908685783,B,15.01548308491946,-39.15252199742322,-19.28729580477424,-114.56235814561768,-6.752427027717054,-37.21923145783573,A,D,-35.81866606382209,C,0
Yes,A,E,E,-161.81860432809998,D,-87.80212415599783,-36.36102240372639,-18.11944268975268,35.55296449841309,11.788654539941996,-195.7713888905358,E,C,6.909093501968192,D,1
Non-Veteran,D,E,A,136.94775446552953,A,-82.2352490615307,-46.32123056332595,-140.93444376882056,105.54638689132574,-19.393230635552566,98.40550119590287,B,C,109.14835704490736,B,1
No,B,C,A,146.43174355566566,E,-2.060335359059086,-49.1681304800806,-51.79466080460531,-37.37840233760804,129.63726020840565,-15.096612274902862,B,A,106.09461744310411,B,0
Non-Veteran,C,A,D,-15.424431251410278,A,-146.45289752502214,6.763225354769224,74.08911968907874,108.26794363021284,201.16848409611285,202.60035362123463,D,E,68.83979830695672,E,1
Non-Veteran,E,C,C,-31.039974311946967,D,-52.61633631986422,200.62817250176556,-71.3280666868636,127.68634905360314,-229.69683616864552,131.88221663030427,A,D,90.80054874598503,B,1
Non-Veteran,D,D,A,-148.4853088118975,B,-10.347031375571374,-175.66206895051184,1.0142896025264942,-154.89416875581043,-17.894509632143528,101.16853014438065,A,D,35.9629230001979,D,1
Yes,C,D,C,-100.16376486297007,D,150.3078769388596,0.45233536323829193,-264.7832046469211,-198.18535212096413,-109.93678950166408,-40.78271842252358,A,E,25.109883785540205,A,1
Veteran,D,A,A,-79.58399338150794,D,-93.7164481369709,-47.95675610049568,211.83272579073792,69.75220564955754,93.58179649453852,51.52076676901194,E,A,13.707409601338986,A,1
Yes,B,E,A,8.766740066968763,E,211.30571425261886,226.44264262583778,68.54786283327583,-27.147298430189696,23.147244345264266,-10.52392227842076,B,E,-105.621413383076,A,0
Veteran,D,D,E,-62.73908987411296,B,-77.35884514022399,61.12970827568493,-65.24989840717006,-56.95902435270992,6.45109845748715,105.68620759311689,D,E,108.02641076394559,B,0
Veteran,A,C,E,178.24214744940338,D,35.769288756025574,102.08403258530419,-113.79886182857769,99.9724863570265,-90.04465032168069,-34.72930971954658,C,C,-85.16186119827616,C,1
Non-Veteran,B,B,E,24.059355537762293,B,106.45069737080128,-80.68750202483514,29.567791354281773,66.47758542192757,50.28713489475426,-118.46155255624826,D,E,10.751603772040093,D,1
Non-Veteran,C,E,B,-59.504719411612875,B,-194.79656870907166,193.53587301765268,232.08623447795355,-83.37801050826182,2.046760581202655,133.57775835630704,E,A,159.4285272257747,D,0
Yes,D,E,A,126.09941978835018,C,-129.30678637997946,123.70379687881933,40.48178897507454,-111.61184033785881,72.66525326314094,-293.1004479638997,C,D,-96.67054599672039,D,0
Veteran,D,C,D,-118.0557292532502,E,54.601008410987376,150.0310532332805,8.153142970504106,167.87789955978397,-21.385822142098124,-102.1059994298488,B,E,-5.669658202092088,A,1
Veteran,A,B,A,-111.05122108431873,A,4.240940076520012,34.799932311684664,99.47461004201564,-60.470625142376036,8.907206578357432,-27.090260760623487,E,E,-180.42250743376684,B,1
Veteran,B,D,B,-102.6111402765603,E,145.9562080705017,19.12039644668451,-39.01654617233751,-25.55676334464187,-9.416331268664742,-25.172016175582424,C,E,-66.75268299755652,C,1
No,D,E,C,-93.06406376898777,C,-2.7008953137480143,92.2439828036617,-117.71244879561252,-102.37967866540114,-17.241342424707266,-32.00491087917434,B,E,118.43520314982104,B,0
Non-Veteran,A,A,C,-50.25560815756964,C,25.86032287225405,-20.278304874159677,33.75033926271469,203.76735127409572,47.836058440932234,-64.88676461443464,B,B,-80.07425482202338,A,1
Yes,E,A,A,-12.673028419278628,E,145.8433088451078,28.33796684655342,3.4033008823471294,40.97569872164893,175.36482167753488,-289.9388309905653,C,B,-52.69657972314238,B,1
Non-Veteran,C,D,C,35.843919208609556,A,-32.5968370292894,79.3699258012759,-42.980400389218474,43.540480864284916,-8.524304748471028,91.61862549953221,E,A,87.84774088078689,B,0
No,C,B,A,-151.2413131530829,B,-76.1263818244298,82.38177275209421,18.53751973665868,-51.42066898783176,-43.638172654750974,-20.178137864106834,D,B,-117.68996285131747,E,1
Veteran,C,C,B,34.62385341261908,C,-28.80580168711477,-112.33379482240873,187.8619430177351,-139.04561292320827,-89.54046832443018,-40.800354093346705,A,A,5.395452219379528,A,0
Veteran,B,A,E,-118.33554884786311,B,-16.094677023891947,-15.495776205225964,-183.69835029153447,98.9915232996353,239.9479383900587,-37.04836693243853,D,D,37.27708965761952,B,0
Veteran,D,D,D,101.4296321990188,E,-70.99507055208517,-31.29355595544392,-16.75319864007757,138.34861977014523,-16.31427241012014,-57.95198351378755,C,E,80.69627377965858,E,1
Yes,E,B,D,-5.04554856992704,C,-73.40805516772038,126.05490615756119,-42.60672086912981,-39.32080501138155,8.725737617684128,44.39536253471249,A,C,61.27148066764446,D,0
No,B,E,D,23.879566028108908,E,-138.42435885725226,-211.8538377231161,-10.686826126638724,-82.89231349132211,67.78033076076038,11.57557569431361,C,A,-55.16254390198526,D,0
No,A,A,B,72.73444643842124,B,-105.03151591603577,-89.97640450487795,-5.992416224427783,34.97224683386689,51.11508456144277,-37.686572886957435,A,A,124.91450010129792,A,1
Non-Veteran,E,B,E,91.0518124405177,D,-28.282639369935158,64.93810117069175,-69.01115849533069,-43.24467834650067,154.58056082270636,58.49247846306158,D,A,78.78442073951281,E,0
Veteran,B,A,E,-150.01781778563193,E,-153.6083132646768,102.02955424502302,20.18646332455377,-161.846219882787,-92.97776281688958,-12.827927177968506,D,C,36.60783391471411,C,0
Veteran,A,E,C,-192.5206258994489,E,-150.86186989523208,147.26101214189347,-235.7837863670961,40.768163143866126,-4.90447799954692,24.517541482236698,E,E,-182.06512637801274,E,0
No,D,D,A,-153.44106111063442,D,18.44997393027084,-10.03586561161489,50.03277490340549,-26.410596412823185,18.06357468816378,55.628331719150296,D,D,-20.845238968608236,E,1
Veteran,B,A,B,-78.31345597929213,A,-1.266965703875165,35.9906979926932,86.3290861438568,-195.36868574760013,-96.6266946483398,10.11783968767589,B,D,128.0716424710461,D,1
No,D,D,D,-13.714626542516633,B,-83.64832374106732,-222.80228550089907,138.0504061860099,21.372928001422327,-74.82045206404185,-5.172674200044739,B,D,-7.035825048222096,D,1
No,C,D,B,-36.96735942981833,E,-53.01449533417865,-93.37606517247248,-311.9348711062477,13.525310428464273,-15.34550944337667,-252.6073593828714,A,E,69.14051670475126,E,1
Non-Veteran,D,C,D,-25.392937980051794,D,78.8449715562912,59.373592632793006,-79.42711843561892,69.73942042303379,41.57022611115886,-66.61115974642588,B,E,74.52564670022218,D,1
Non-Veteran,E,D,A,28.17261190908505,C,-42.14024403587825,-19.3615648506074,-45.44360066707813,-6.501421992797087,129.2846172465563,40.33235082313506,C,E,75.0840731512923,B,1
Non-Veteran,C,A,D,-136.78090362940978,B,49.77011779615746,-184.79965139984645,-93.60354271863947,75.75869994076247,44.304777960136704,5.9109841751458365,E,E,159.49110214749012,D,0
No,A,B,C,-11.792344536234072,A,9.874238045986965,19.210111724262173,74.22322150149269,44.38820400754223,73.90279862972608,-204.72854690039486,E,B,-37.113265174729484,B,1
No,E,D,B,39.42516861142927,B,27.40077443862724,96.54292427309383,148.46272355395337,128.15556021849392,33.29484605812585,21.746860086915166,B,D,149.409348599181,E,0
Non-Veteran,A,E,B,42.31718388405671,B,99.624949751097,-29.194521346942555,-104.44641979515072,15.746591283364333,-24.273596201501565,45.2840524862842,B,D,62.898179554554204,E,1
No,B,E,D,47.24484493803032,E,62.98886231931564,52.68909810581941,-29.37648330902642,-111.76245041936205,43.02278657911032,35.10426411170642,C,D,87.37204338856671,B,1
Yes,E,D,A,137.2133449971946,C,-216.00900078010176,-109.63598759590508,23.093813354081448,39.19037694151133,-146.7853139353134,-14.548531949961136,D,B,43.85706877983923,A,1
No,C,B,E,51.83116720347021,B,-127.2007243349874,64.51483217431014,20.174983713547356,-9.099032960016656,19.383537708222214,48.8985634551373,E,C,92.25954376600161,D,0
Non-Veteran,E,A,A,-133.49309414695668,A,-35.14489698864479,-88.57714816521637,37.07557485388126,-83.91824226513714,-64.65079965895444,182.76817989670397,E,A,129.1896560579152,B,1
No,E,A,C,4.158699077321008,E,-94.3621862174504,277.80986439489595,237.22225102180278,37.48011084227032,35.137653606823946,-38.53789858457283,E,D,-30.431017779222856,A,1
No,A,A,A,-82.66429990558878,C,59.775803218236376,-24.5687427816006,-45.74506795132494,-87.85620090344756,20.640118999736924,150.39476011580882,E,B,41.06749353256299,A,1
Non-Veteran,E,B,A,80.65657808752546,D,56.02496594187384,0.4216469291504983,-35.021849583319316,-130.7749880201254,51.582003688111996,-2.6109732883142738,A,D,-47.621309161358354,A,1
Non-Veteran,E,E,D,-5.87877347295155,B,-71.17735166853247,-9.35127734372976,27.168233487498718,23.452770669041513,1.591853275972555,68.99108404532899,E,C,29.460143195532083,E,1
No,B,D,E,-21.57301559393286,C,25.045612363042626,-164.54379972588524,115.50533421492572,-45.30696392452703,-108.24151479196873,113.33381504462355,B,B,-77.08118740099277,A,0
Yes,A,B,D,2.010029027105329,C,-125.52419842766851,47.41335979616485,-2.1296173947265267,-100.75119608313838,-6.344171872043917,-21.82127149499173,A,C,-173.03039607752822,B,0
Non-Veteran,D,B,B,64.75782557308212,A,91.27601801401427,-180.6704688865113,143.7556563946857,57.85185579368339,-135.4188641730867,91.35072731880267,C,A,-123.60694613727397,B,0
Non-Veteran,C,C,E,-3.8415975682548362,C,-56.601299698194005,-150.3595137979308,29.39577884237084,29.60506966232868,133.99782328529733,322.4286262011155,A,D,64.95164185952815,A,0
Non-Veteran,A,C,A,103.99479627658464,E,129.40806142501987,-29.048432946040393,49.862562206983476,-13.05308647033262,145.09163057722026,-59.96808289296752,C,C,-26.369990501740766,D,1
Non-Veteran,E,B,D,-3.613633031356168,B,-75.27015732732629,39.421343638015585,11.59521906774667,131.51542077003432,-16.007154699516864,-113.98885979984819,C,A,70.863836093347,C,0
Veteran,A,C,C,70.48920452849659,D,-41.44505386838201,20.92875113905399,-9.10545738630335,-123.70557983143395,-92.93993094053306,-52.54220073240641,A,E,-2.9767405031458796,B,0
No,C,D,C,-291.91170245502656,D,-64.80805964494249,-75.03358905943266,150.3764396132581,130.2304886150057,16.336503715539514,42.55905777160999,A,A,34.364414164990066,D,1
Yes,A,B,A,88.35558158401538,B,-180.62156614231986,-30.572023818725917,-41.287736412287515,-81.48106749385059,106.34746834581541,-21.047343072250115,A,C,-110.81940670040036,D,1
Yes,C,D,C,78.26075657587933,B,44.839045406017824,-49.805710884392816,150.09834336713416,39.409296361036894,-38.27973995378552,82.25564663328674,C,E,94.95996289973311,C,1
No,A,A,C,-86.92407662719724,D,8.686308367127895,45.7946536572919,-57.56766681745984,-63.54476061057495,-27.71422395726865,77.47733950458081,E,B,127.49008629622516,D,0
Yes,B,E,A,111.88529791866179,A,32.51167995524406,202.39175580849297,-102.33823708149944,-58.267895041675885,9.483415739358486,97.07046278295492,A,C,-34.78202044133567,B,0
No,D,A,E,-101.45591941375127,B,-90.07701614736807,23.162584429011783,43.47426561535027,21.43242153240932,41.57682557689103,-73.99916333452859,D,C,69.49432789620712,E,0
Veteran,E,E,E,2.050151950964051,B,26.695682228038876,-3.2382812415476385,-77.44772447123438,175.60473670423485,15.728200129309172,5.586479796310825,A,C,32.001105507923214,E,0
Non-Veteran,A,E,B,-3.176668262908139,D,-58.80433203821605,-59.63900065960929,-39.86258036538884,68.56367731638467,15.87276967906626,-69.99634037415585,E,E,124.83700092262453,B,1
Non-Veteran,C,D,D,-130.07440974417173,A,-13.598826382098919,240.57090293532934,-159.06202709158606,97.10758397088628,-74.75328788498452,-60.0184790092962,D,A,-100.30537491220623,D,0
Non-Veteran,B,D,A,32.11070789615789,C,-51.725172129247774,-3.9584793228585253,-33.52089123158824,-149.86431817928306,-142.00505633337698,-26.201052743305564,A,B,40.91488670404211,D,0
Veteran,A,A,E,-136.20857330753023,B,-124.95816731437293,-226.2401041620139,91.0382610355685,-199.5962935598106,25.91078723328568,-53.277951607909856,A,C,56.52719454987749,D,0
