age_group,AGE,Disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
26-35,71,Physical,C,-66.59515708747577,B,E,-53.035970625463136,46.57785749790305,B,0
36-50,48,Mental,B,83.84235582638364,A,B,149.2108093129691,-60.76345574281713,B,0
26-35,78,None,C,-64.26918249699077,C,A,78.00183401813733,-75.58647320864054,D,1
18-25,60,Physical,E,-108.2238888013541,B,D,-9.18761937712646,58.41158337005773,C,1
36-50,20,Both,D,-157.38202258715694,D,E,86.2627504072276,34.22894152902361,A,0
36-50,47,Physical,A,-18.654138583072804,C,D,114.8777273571107,93.00587779218216,D,0
26-35,76,Physical,A,-64.06669042181889,D,C,-268.665844248801,-108.55741936006491,B,1
36-50,31,Mental,E,-78.34487455357765,E,C,-275.7129941269853,-54.14726470252216,B,1
18-25,39,Physical,E,-71.97338059638622,D,B,25.14347950424302,53.72232629580428,D,1
18-25,79,None,A,37.29923346137307,E,C,85.26182760501672,-24.906380249617996,C,1
65+,68,Both,E,5.091042322948986,D,C,-74.7679340065958,65.52647152412369,E,1
51-65,76,Yes,C,89.18073324646204,E,D,20.11044702337336,-29.851046544993544,E,1
36-50,48,Both,D,-12.20202644933658,B,A,-48.18110325474163,-128.53764445692585,C,0
51-65,27,Physical,E,-148.3334967811692,B,E,164.75896876219556,61.306639493014444,D,1
18-25,32,Mental,B,-6.506122846295997,C,A,192.82964031094752,-74.95975463960148,B,1
36-50,51,Yes,B,36.45081308157035,D,E,-9.773924740479533,53.52512880406437,A,1
18-25,43,Physical,A,-42.98625436318175,D,B,-109.44582816257586,90.60896915716043,D,1
36-50,74,Both,C,-43.15287193828704,A,B,-91.66685276780359,-116.97403814401208,E,1
51-65,46,No,C,17.671112334053685,B,A,36.20444621540075,143.6770029359359,D,0
26-35,32,Yes,B,68.08889525991798,B,C,33.027922068666115,5.381697400178411,B,1
18-25,39,Physical,C,-36.52735886749522,D,E,64.75347184204514,-31.782193603188315,A,0
36-50,52,None,C,94.94467757430925,A,D,-9.400126238676675,-48.76985835318233,A,1
26-35,39,Mental,C,-49.4631462329331,D,B,-172.02817612372186,119.21958570151212,D,1
65+,58,No,A,46.277074777803406,E,C,-56.060541548684725,3.7846241493518438,A,1
26-35,57,No,A,-2.747562216407035,C,A,48.037007772412274,-24.563571944321247,E,1
36-50,45,Yes,E,23.644786533896646,D,D,-128.93177641335524,-102.33660513835822,C,1
36-50,46,None,C,-59.98138261730862,D,A,-3.5499084734183404,151.54872488581773,A,1
18-25,65,Physical,C,-70.78410569402863,E,E,-111.23903551237329,163.31989766220877,B,1
36-50,58,Physical,E,-46.06861970500083,C,C,-53.174496968146826,177.719472286019,E,0
65+,25,None,B,188.76291623686944,E,A,-12.027215226710505,13.23138394060013,E,1
36-50,59,None,B,3.6733689730904273,E,A,-72.4286488026067,-146.07844765332314,A,1
36-50,30,Both,E,52.644076203457566,A,B,-149.91112647173978,30.715175265961115,D,1
36-50,75,Yes,E,-107.43291838227297,C,A,-68.55379178262697,125.59591505815769,E,0
18-25,61,Physical,C,-18.56241445905567,B,D,-8.573999344916338,33.28225465270761,B,1
18-25,54,No,E,-98.78007597579266,D,A,99.21876666552554,-120.80256293707092,A,0
26-35,67,None,C,33.80057717882975,D,D,-48.87337633755466,-105.30053319171071,D,0
18-25,42,No,B,-302.6183052376456,C,D,82.88974521809644,-41.58723608923653,C,0
65+,57,None,C,23.80149976112192,A,B,15.204491079159899,-112.66331530043769,A,1
26-35,79,Both,E,53.653392596873076,D,D,34.617162298811586,51.935736795346784,E,0
18-25,36,Physical,C,4.939770895959651,C,A,80.38627759999896,-90.87512789894305,C,0
26-35,49,Physical,D,-51.989578170908814,C,C,159.8344086060931,-43.482678342831996,A,1
65+,33,Physical,B,48.686434502453,D,A,9.217819066250337,32.10541921008125,A,1
51-65,68,Mental,A,71.75922158048645,A,B,15.993626359007543,138.706191605574,B,0
65+,31,Physical,E,-22.40917598108085,C,E,-29.56262581614278,17.721681431054222,B,0
36-50,29,Physical,C,-21.77651564075514,D,D,24.845680565879285,-37.2081942696318,C,1
65+,38,Both,A,7.430118719644993,C,B,-0.5468645191147784,-0.7681424675189805,A,0
65+,77,No,A,-71.27244346235891,C,B,180.41454702290972,152.01978121044692,B,0
36-50,69,Both,D,-27.430169810958244,A,A,-29.92743330745138,115.31680594606392,A,0
36-50,51,Mental,A,102.32407407936162,D,A,-66.8237823853296,-98.95329428383572,A,0
18-25,55,None,A,46.03173451175023,D,A,34.560487101779735,80.57856651760706,C,0
18-25,46,None,A,-250.54626202971795,C,C,65.16506318533033,-3.2757708430074257,A,0
51-65,63,Both,D,-36.61834756693142,A,C,-59.53838528028543,-51.739946646016655,B,0
26-35,51,Both,B,-107.67547719782064,E,B,88.22777154987406,-39.20199608580417,B,1
18-25,50,Both,A,-164.33589239542158,D,A,17.080251080671317,138.22688081779853,D,0
36-50,54,No,E,-100.45637387137593,A,E,17.238892326923676,62.18587303653571,D,1
26-35,77,Yes,E,116.60877617541901,C,B,10.97523412791404,-99.61821697711439,C,1
18-25,19,None,C,-8.397728241367123,B,E,215.23720361990786,-17.554425907952254,B,0
18-25,64,None,D,-85.51218495440044,D,D,-180.02046471519466,43.139925124286634,C,0
36-50,34,No,E,-58.976362955607165,A,A,-19.61224395777978,-66.29119377501725,B,1
65+,49,Mental,A,-179.4295391370982,C,A,211.40328791777435,37.893053547819136,A,0
51-65,63,Both,C,-85.94005420274641,A,D,-69.2773390884757,124.98074353628373,A,0
65+,38,Mental,B,51.66230988852802,C,C,30.39741487009741,-152.6148378013702,C,0
51-65,73,No,C,-33.96926298686827,E,C,-99.0441690106284,28.102210452222977,D,0
18-25,65,None,E,-243.72833514532232,B,E,1.8948845484335306,-134.79328261412903,A,1
51-65,62,Physical,E,-88.72304499245509,D,D,-151.27841947828267,-194.17605770233368,C,0
36-50,37,Mental,B,44.750554999094625,B,C,-311.58088790917657,40.94038391576348,C,1
51-65,77,Both,E,-27.58558498559851,E,A,-9.841311233085534,109.81403935303302,A,0
18-25,62,Yes,E,-64.30608725010997,C,E,295.9440930576956,-89.45164155883805,A,1
26-35,52,Both,D,150.60441644089545,C,D,-121.13674846722064,-35.112715957684024,C,0
18-25,19,No,E,55.39571260733881,C,A,-223.2047141783926,-33.77165835720142,E,0
51-65,73,Physical,C,-47.1097031178183,A,E,87.06379101061744,-5.884941749905767,E,1
51-65,47,Physical,A,-133.59568766718198,B,A,-264.18050965898124,246.8778025910451,C,0
26-35,69,Physical,A,15.935528705770919,C,D,-227.46768652864267,-12.219426445396937,E,1
65+,62,Physical,E,8.059042347764867,A,A,-108.42210929701437,159.38115924619345,E,1
65+,65,No,D,127.31532121465463,E,C,0.9229366168861867,54.50512282391712,D,1
65+,63,None,D,-13.145477214064336,C,A,-82.00336702729035,-88.45426435197288,B,0
18-25,62,No,A,127.62679156651531,D,E,-2.501945688869897,-26.974711672657342,A,1
36-50,19,No,E,-139.04664874437088,C,A,109.00905042352787,55.44681472601582,C,0
26-35,45,Both,D,61.62273260861559,A,B,-25.486805493222743,-64.80943011103318,C,1
26-35,28,Yes,D,-26.064463410615218,B,E,-1.0961602106939377,-106.0152273723098,C,0
65+,37,Physical,E,58.001218258569445,A,D,167.52086519462338,-32.26270391630488,A,0
51-65,26,Both,C,-39.66829071065185,A,A,76.58979951435076,23.127115011844072,C,1
26-35,18,Both,D,-90.6667918308983,E,D,45.63389426219666,324.23384145329123,A,0
18-25,79,Physical,D,-164.1470609489475,A,A,-84.87279406799732,-39.38009119207843,B,1
18-25,70,Mental,B,-101.26113700889535,B,C,50.692915785275886,-66.51783448842477,C,0
65+,77,Both,E,-22.473618439448355,A,A,-84.15927691398332,104.99722026108213,B,1
26-35,33,None,D,-52.89659140872624,D,A,90.753414508388,26.406867892696013,D,0
36-50,67,None,E,53.84941952162138,C,C,-7.017772301189959,33.19312362945755,D,0
18-25,73,Physical,B,95.58731459662361,A,E,51.38570149700609,-31.47554286694817,E,0
26-35,51,Yes,A,-145.2050560077105,A,C,38.661769731764565,-59.58695191008799,E,0
26-35,27,No,D,71.31472250509044,E,D,13.032772734793532,-105.2486802670948,D,1
65+,61,None,D,178.09109911481832,C,B,347.6442652178622,44.254455759964145,A,1
18-25,35,Both,A,15.04379118769891,A,A,-172.02905188445675,44.59252580932043,A,0
65+,26,No,B,-32.82603457895782,B,D,240.51554652556823,4.226072323816222,E,1
51-65,75,Yes,B,39.60330703422466,C,D,-80.26481725270382,50.12172959709944,B,0
36-50,75,Both,E,138.51281636922553,D,C,-45.12556676920384,-52.757887463211105,E,1
36-50,70,No,B,49.501810346943984,E,A,11.073626661019334,-189.06261492402442,E,1
26-35,60,None,D,23.04717710403479,C,D,6.422818551728864,26.349608086749367,E,1
26-35,55,Yes,E,321.3513042346108,D,E,-74.24962519883682,-155.81861454327586,E,0
36-50,54,Physical,E,-47.34699714076762,D,E,32.69335983727842,-59.334575412831526,A,0
65+,18,Both,D,22.662255071977878,B,B,107.04673416518868,-52.74839793854558,B,0
18-25,61,No,C,32.86218611655719,E,A,-239.82088868797962,-44.94050006213378,B,1
26-35,38,None,E,-27.494688868082417,A,E,122.98626773293877,115.12282866120411,A,1
51-65,54,None,C,-2.6108670295377494,E,E,-90.8623364225201,-42.04690396426612,E,1
18-25,68,Yes,A,-151.55237389332845,A,D,46.53000926731544,75.36948076498973,E,0
26-35,25,Physical,C,92.44961396453164,E,B,10.032828555727464,51.158861156684345,A,1
18-25,18,No,D,-140.6828282211888,A,C,-145.20446206792442,112.74341130370476,B,1
26-35,53,Physical,B,-24.797866167363694,C,C,12.143973618277059,85.01033633030724,C,0
65+,47,Mental,B,10.829862822513842,A,A,-10.052369343915428,164.99311163847082,A,1
26-35,18,Mental,A,159.1122099949223,B,D,-47.96690631860706,166.44813770715098,C,0
18-25,58,Yes,C,66.53802692116562,A,B,66.29918419734629,89.04239885352001,B,1
36-50,70,No,B,71.90492884620274,D,E,128.0518089498075,72.79931527466216,C,0
26-35,72,None,A,67.46312414956844,E,E,-195.55256268034694,-127.15549215586974,B,0
26-35,63,Both,B,38.67153508322493,E,A,35.93552562938424,-43.36904803083961,C,1
18-25,20,Physical,C,-159.56936493900028,A,C,69.75572537545634,-109.53294081002909,C,0
18-25,43,No,B,54.11421755409454,E,B,-59.21065777203878,-82.15225512885553,B,1
65+,19,Mental,B,-57.345646756947886,A,E,-216.6371615877174,141.8740109367307,B,0
36-50,51,Physical,C,-139.90280110335092,E,A,105.16587701760459,189.90682743882414,A,0
36-50,52,Mental,D,104.16091676352795,E,B,24.116292271942214,26.034051469417157,E,1
18-25,66,Mental,C,-33.94024130583384,E,C,7.991548600488975,185.56930887442485,B,0
26-35,45,Mental,B,59.094185707919664,A,A,132.51075628734586,-41.74859576464794,D,1
18-25,38,Physical,D,191.15008468216985,E,A,-89.68109918357065,-119.89999468581888,D,1
51-65,73,Mental,D,-104.49499441314063,E,B,-175.15419479641707,17.723672123230745,D,0
36-50,31,None,D,49.02097422885065,B,D,-142.1312530351224,-39.4100758162776,C,1
18-25,30,Both,A,43.31463421281921,C,A,16.839923238479553,107.926075087546,D,0
36-50,26,Physical,B,-6.689958951779267,D,C,-9.530537625367414,98.60831533376636,E,0
51-65,31,Mental,E,-81.37462703306528,B,D,-65.90243453295577,-203.46179216266003,A,1
18-25,24,Mental,C,-99.02296883314959,A,A,-74.8836936178238,53.11439375940344,D,1
18-25,23,Physical,D,52.38567786651621,C,D,-68.056350159853,180.21263061895954,B,0
26-35,21,Mental,A,-87.01906699809074,D,C,-30.26789644430939,-4.956663937883273,E,1
18-25,76,Physical,B,-33.49182414549464,B,C,69.53060745885398,31.126232778934316,A,0
26-35,28,Yes,E,89.75993825431317,A,A,-198.60080739433042,-171.02912052199383,E,0
36-50,41,Yes,E,-35.939545197314956,E,B,149.84104158796612,249.40599915650594,C,0
18-25,72,No,D,170.48402921759214,A,C,220.7187033356445,-43.97596012522744,E,1
65+,29,Both,C,140.7482024245088,E,A,-24.889209517018628,71.01019000622144,B,1
36-50,42,Yes,B,-66.34349955846882,A,E,12.218286177174761,130.83535039860524,E,1
18-25,52,Both,A,50.25427214101279,B,C,10.25191038774508,118.99919071062774,C,1
36-50,61,No,A,-66.75992163259747,A,A,-81.56137641416308,-30.716124248164157,B,1
26-35,50,Physical,D,-1.227176733963406,B,B,191.7102515124417,-167.04708171595925,C,1
36-50,62,Mental,D,46.45537991677679,A,B,85.9739499908446,-24.81085784915938,B,1
36-50,30,No,D,-69.81778043732194,B,B,239.57628283180568,-162.9271511895037,B,1
51-65,50,No,B,30.39396196200274,C,E,160.24801254284228,127.22269681185088,D,1
26-35,62,Both,A,-86.01472004406023,A,D,52.171819376720066,73.25425836212317,D,0
18-25,65,Both,C,-214.44010503899798,D,A,81.43076094132493,99.42350115687087,C,1
36-50,47,No,E,2.4151348372610326,C,B,-179.18013823986738,-30.06562397830011,E,1
65+,78,Physical,B,87.87414597937085,B,C,-5.968851787929132,1.435213159935938,A,1
26-35,21,Mental,E,-207.80224407038537,B,B,-195.7853591357694,106.13150394618904,A,0
18-25,64,None,D,25.337362959632152,E,C,220.84012457428085,9.070956370980197,E,1
65+,26,Both,C,-177.80362446203569,A,B,21.05618636627467,-134.57663064057257,E,0
36-50,68,No,E,94.24853344757351,A,E,-126.58970085955139,-176.15886939902288,B,1
65+,19,Yes,B,212.05270307764974,B,C,-4.417548080848426,-121.61601613845205,D,1
26-35,41,None,E,-269.0489691710499,A,E,28.001752000571468,183.1091288385375,E,0
36-50,65,Physical,E,-122.11981247555394,C,E,85.66022598006992,24.671964270870617,C,0
26-35,60,No,A,-9.21374375655299,A,A,-121.23516708571995,-11.473923168164585,C,0
36-50,46,No,C,-98.68536791783298,C,A,45.78026029309816,64.14530457166512,D,0
18-25,47,Physical,B,-23.021146513284897,C,B,208.29748461427627,62.83582802194658,E,1
65+,25,None,A,174.32347626345694,C,B,-11.79710392712748,26.720715287282538,B,1
36-50,40,Physical,D,-67.11452459298188,D,E,-30.32468652398711,24.54171450358921,E,0
51-65,31,Both,C,-58.65009164418852,C,A,16.850031064806522,43.46638966495717,A,0
26-35,45,Yes,D,49.63936476203275,E,C,47.5720058778241,-55.4917659762689,D,1
51-65,70,Mental,A,53.25548471860534,C,A,-58.37574161529447,2.7998351842425513,B,1
51-65,36,Physical,B,143.80837637052392,C,B,127.41418237258759,178.94233167357365,E,1
36-50,45,Both,B,130.22366852416715,D,C,75.38671116237661,-207.61215984123226,A,0
26-35,60,Both,B,34.46358747543299,D,A,-43.6108223631036,69.90780385024095,C,0
36-50,64,Yes,C,-183.20757473342198,C,D,-75.86523681554355,4.699447512027055,C,1
18-25,66,Both,B,-105.82183427661545,A,B,24.176418148679826,36.92811791856297,C,1
36-50,40,None,A,29.648343824158896,C,B,61.297362606463516,-13.575169684554917,C,0
51-65,74,None,B,126.98617090995137,D,B,163.85668368714758,135.31645152338095,B,0
36-50,50,Physical,C,68.20218909049173,D,C,134.5472278189208,-50.3215872072182,B,1
65+,23,No,C,12.75613372291511,C,A,-173.65969370903278,-9.524941253486551,D,1
51-65,65,None,E,209.64990514927337,E,D,-45.062381082463986,-124.2392610855416,D,0
65+,56,Physical,B,-148.5753619421027,A,D,81.68626048037322,20.990720401013288,B,0
51-65,64,No,B,-236.7861960652796,C,B,-21.532699954321117,-42.0930005446217,B,0
65+,19,None,D,140.22003053875028,D,D,-38.15855877594008,73.02344943161413,C,0
51-65,39,Physical,D,-49.358113941860836,D,E,-174.12256532442547,-34.79941569304183,B,0
26-35,47,Yes,A,12.409817434462473,A,D,-12.227976354922198,153.2585852897144,D,0
51-65,37,Both,C,-17.16423853388019,B,A,-70.4842601913423,79.79195200318757,E,0
36-50,59,None,A,49.91120352801096,D,B,-74.14031561080203,35.17957009264414,E,0
26-35,19,Mental,A,-48.58062171658708,E,E,-40.42103785641972,10.395859547199999,B,1
51-65,54,No,D,0.48028003062857705,A,D,-30.874191245852252,67.31191164968028,C,1
18-25,41,None,B,31.97254124917086,A,E,-115.58520415295266,47.94176202773355,E,1
65+,75,None,A,-60.446297932386614,E,E,17.050703456454844,82.71629278821052,C,0
26-35,79,Both,B,-105.31162123406762,C,A,25.611367009477526,-37.135667445459504,B,0
26-35,53,Mental,D,19.147293142531943,C,E,-23.986036050242927,-10.196027335260254,E,1
65+,23,Mental,A,-172.7401842139238,A,D,-70.67253832900752,-29.560123119950138,D,1
51-65,20,Both,C,-75.53231748679121,E,C,30.60633785767865,16.031715867091776,B,1
26-35,26,Physical,A,83.4490714416277,B,E,25.03371159102763,86.9303416506769,D,1
36-50,58,No,E,56.008670156386145,A,A,-14.918002946126421,-25.87970831376779,C,0
51-65,40,Mental,B,-105.92786219198888,C,A,125.76317162276783,-20.780853730040494,C,1
51-65,59,None,C,-158.1413522477075,E,E,25.931911740401315,104.99274446459548,A,0
51-65,68,Physical,A,57.66614365388059,E,A,27.1129971737022,-29.020083088118003,A,0
18-25,49,Mental,B,115.8085432514339,A,E,41.21767678730943,67.46474562889719,C,0
36-50,18,No,A,83.45498203156943,C,A,-72.65915647605901,-46.43816802758975,C,1
36-50,76,No,B,190.58441025505428,B,B,-78.15728425676133,-30.955132533874043,E,1
26-35,57,Both,E,-20.54010682636392,B,E,-186.01064244382889,-159.21093176762398,E,1
65+,30,Mental,B,-298.5726337010869,B,C,-46.86632958704881,261.13027374419124,C,0
65+,58,Physical,A,-151.6157346021897,D,E,-202.09393851644802,-156.5746245406948,D,1
36-50,34,Physical,E,-158.4340221430656,E,A,-60.34539944295736,-94.31466357818317,D,1
36-50,43,Yes,D,34.18869548374025,C,D,-219.34880040424414,-64.51186272714213,C,0
36-50,42,Yes,A,-32.04593428535012,D,D,75.13785338396424,-181.93564108144207,E,1
18-25,41,No,A,92.38124084053311,D,B,36.54118297968611,-56.56845722917839,B,0
51-65,29,Yes,B,44.39968738984103,A,E,-140.4382225526041,-49.43768708886142,E,1
51-65,32,Mental,A,74.59699894715773,A,B,150.67946869823328,-181.52030422594535,A,1
51-65,46,No,C,41.51768922350134,E,A,5.465143092277022,-82.74894015261269,A,0
36-50,23,Mental,A,-62.78139293681244,E,D,-72.52382209836483,153.60057431342506,E,0
51-65,43,Both,D,80.58640572334649,D,C,-169.60372341743474,-65.47530558358585,C,1
51-65,73,Mental,C,122.86209573067173,C,A,52.14460146615794,-13.103140636689828,D,0
36-50,21,Physical,E,-48.17390526639533,B,C,-114.93161113859674,139.46047603131183,C,1
65+,77,Both,E,-134.1616748252094,D,D,-89.71054168292137,-29.470214604393398,A,0
26-35,20,Yes,D,196.4872646864979,C,A,-14.208142577998336,67.44804584159503,C,1
26-35,62,Yes,D,-3.927566217871264,A,B,162.56863079982796,56.1051191761423,C,1
26-35,59,Yes,D,-65.55591714452196,E,D,-33.734050252225344,21.50162775206637,C,0
51-65,32,Mental,A,-6.787151585370661,C,C,41.91281712812952,-234.93449448610613,C,1
51-65,47,Yes,C,26.289582394253745,C,D,49.013623084939326,-33.33619834274671,D,1
18-25,60,No,D,84.92950409062388,E,D,-23.673872515937898,-21.43680711394641,E,0
51-65,77,None,B,-60.61368868225722,D,D,137.56012007852019,145.2202031772141,E,1
65+,30,Mental,E,74.41357696524456,B,A,14.791661905305913,-42.21151438153194,E,0
65+,51,None,C,122.43941945334502,A,D,-212.3567377779836,-1.3616896079982515,B,1
26-35,56,Both,D,51.00474233785004,B,C,69.3880825074676,82.47710480518155,D,1
36-50,32,Both,D,-70.46508267236898,A,D,-66.98281146163158,120.44417563208616,C,0
18-25,65,Yes,B,254.44748703178655,E,B,141.06443470537232,40.90857811491045,B,0
36-50,30,Yes,B,48.05955409125347,A,B,13.184468791229776,-34.88410930397371,B,0
26-35,41,Mental,A,-127.21191549329053,B,A,212.99805937617705,-76.24891258321163,E,0
18-25,77,Physical,C,62.03598343005085,D,D,68.19711599840235,87.54056109601976,D,1
26-35,26,Mental,D,-3.662669922985149,D,A,-7.1835707999129195,-157.95036752159302,D,0
18-25,68,Mental,B,-35.115586750305425,C,B,-38.13353932247263,145.5001302915196,E,1
36-50,40,Mental,B,17.213841078824668,C,A,-54.06084229372902,-14.633133127592469,B,1
51-65,57,None,A,57.298117794409954,B,C,-94.84313966179278,-216.04420481439496,B,0
65+,48,No,B,-146.21151190799847,A,A,-61.40385667123782,-33.481378334420505,A,1
36-50,26,No,B,-93.30123892800937,A,B,260.4856836526453,-61.90238099926317,A,0
36-50,37,None,E,-97.09794502956835,B,E,41.694236305571415,-112.94891229964945,D,0
51-65,74,No,B,-41.21878643269594,A,A,10.673306675624367,13.298546098792938,E,0
18-25,60,Both,A,-5.482329941272402,B,C,71.20322736987718,-79.88109314179144,E,0
18-25,77,No,D,89.88865003146519,E,E,-163.703082724186,193.49253927126128,D,1
36-50,25,Physical,B,-47.343805739986635,B,D,254.7647048337366,110.33826301289587,E,1
18-25,20,No,C,-116.78728861925794,D,E,-15.05285181024584,10.684877953961422,D,1
36-50,75,Yes,B,46.69792368273984,C,A,-131.95364164068457,30.720037626835587,E,1
26-35,20,None,B,-15.74241007560313,D,C,-18.479725173475277,14.62346931197811,E,1
51-65,47,None,D,49.341444591824235,A,B,-120.27784760785553,129.40892381819395,C,0
18-25,73,None,A,4.287502208755404,B,E,141.89889892616503,76.19454787410875,E,1
26-35,49,None,E,7.642244362510249,B,A,149.98802265585692,-38.297107823932514,C,0
51-65,70,Yes,C,104.0276301781609,C,B,67.93248658280807,-102.72393049053635,A,0
65+,59,No,D,33.568199797294355,C,E,27.744778308666007,-146.02170671995188,D,1
18-25,29,Mental,D,239.45097811875033,B,E,-114.06103013926159,86.60671995690345,D,1
36-50,35,No,A,-100.90164891231157,D,A,205.51276796755076,-96.39794850184127,E,0
26-35,18,None,A,18.603077783450296,D,D,-86.8223663501242,49.908456386870725,E,0
18-25,21,No,D,18.23360873229629,C,C,96.59619334358274,164.53841091248898,C,1
51-65,28,None,A,-11.8849206787742,D,C,82.91265086408431,-0.7103619669879095,E,1
26-35,23,None,A,14.508223143608118,E,C,-11.767338431743196,13.126246013462941,C,1
36-50,47,No,A,26.20514679169409,A,C,-231.30976228626895,-74.11406593024229,E,1
18-25,31,Physical,B,19.599095197109527,A,C,-35.19585082616493,9.771099194468484,D,1
36-50,33,Both,D,207.82108647444844,C,E,-61.98354461107339,60.544962953572835,B,0
51-65,75,Mental,D,80.15665769400624,C,B,10.702167014985106,58.56654111695209,C,1
51-65,68,Yes,C,17.045735708312606,E,E,-30.406607587954493,-8.467389615416634,C,1
18-25,65,Both,E,9.139353201238281,B,B,-205.26169484762363,50.483872955028,B,1
65+,69,Yes,E,-15.759033694652679,E,C,138.00069414733338,-105.5472228647107,D,1
26-35,65,Mental,B,267.8977007473276,A,B,-9.613680340946024,-62.952808586257824,C,0
36-50,59,Both,E,-20.36138387435762,E,B,82.48568345542563,13.619615932698325,C,1
65+,50,None,A,-51.506273361168454,A,C,-22.893816819402943,79.24978721126261,D,1
18-25,41,Physical,D,-79.14720341504538,C,B,34.66173631735819,74.73614431213052,C,1
18-25,60,None,D,-137.64305374480114,B,A,143.5667762032209,140.48388551724543,E,0
18-25,26,None,B,169.69212554742202,B,C,60.03449306932559,25.961346720442524,C,0
51-65,30,Yes,C,131.0291840163638,B,B,-44.14301781687806,20.66515160862335,B,0
65+,77,Both,E,111.80451648343677,D,C,45.12534083845816,-247.9819473274476,C,0
65+,63,Mental,A,-39.14477907018586,C,B,-85.56846144522373,77.48033952407309,C,1
36-50,48,Both,A,-129.025613850213,B,A,-4.386354433922038,22.509184366537013,E,1
65+,46,None,E,116.01658186693481,D,A,69.91334382047427,-128.48052845816923,E,0
36-50,64,Mental,D,87.35341221043008,E,B,109.31175088556525,-251.31862604925757,A,1
65+,65,Mental,E,226.8095731691881,B,C,-81.97691534797454,-195.2954774132461,B,1
36-50,59,None,D,4.570428962479849,A,E,216.25002502747054,-106.41963524145596,C,0
51-65,37,Yes,E,-174.58470213826644,E,E,-58.93374247426958,-11.79455205910737,E,0
26-35,26,No,C,-76.89529804343854,C,D,-105.45028440906101,-102.87586965694967,C,0
36-50,50,Physical,D,49.66962985836389,D,D,169.77170651588193,-105.36378744587263,A,0
65+,73,Physical,A,-35.62012221192036,A,E,-29.6324563806682,163.42318759248113,B,1
26-35,36,Both,A,-102.69618276896786,C,C,-129.46952728717548,159.7009314272599,B,0
51-65,18,Yes,A,58.26772631516709,A,E,132.0868256407704,-153.9247778150015,D,0
65+,53,Both,D,-76.33681481521899,B,A,124.30826988079178,44.26750316364355,A,0
26-35,31,Physical,E,-88.33789860007151,E,C,102.57685412458602,-109.48991451643198,B,0
51-65,76,Mental,A,26.022075087565096,E,B,-88.5963952440042,-134.05997511956966,D,1
26-35,20,Physical,A,-89.71222939975611,B,B,-174.82693626831383,-94.93793488769022,C,1
65+,77,Physical,B,36.01859591932715,C,E,-118.29474282778133,-55.59789206601536,A,0
65+,47,None,D,-31.7400712128628,E,B,3.5782657469671477,-229.39188969840686,A,0
65+,26,Yes,E,-61.50393361167274,E,C,-42.79040282569506,149.35320466244252,C,0
26-35,63,Yes,B,-44.61723361448527,C,C,-100.65722157885521,8.992121738506974,D,0
36-50,69,None,D,-190.88123803149188,E,C,-21.643757720943317,-103.47751517249353,E,1
36-50,58,None,C,-198.96417332328224,E,C,66.15842832295075,8.08011794593437,A,0
18-25,62,None,D,64.0845742848391,E,E,-96.09533545566052,10.427967838074844,C,0
65+,76,None,B,-56.00555085873835,E,A,304.45862478025816,58.86464295122751,D,1
51-65,64,None,A,-72.98790054752658,E,E,157.7824302884261,22.993264166383526,C,0
36-50,78,Mental,E,-150.94324821566389,D,D,-31.250680580730368,-102.59733694090842,E,0
36-50,24,Mental,D,-96.03415961940017,C,C,-8.43034456630822,52.75275850604986,E,1
18-25,67,Both,A,-100.62566365047184,C,E,-19.495891311814763,21.64244586809533,D,0
65+,60,Yes,A,-150.93653311297723,E,D,-20.872110034041434,36.97976651523058,C,0
36-50,56,No,D,-147.85378287059427,A,B,47.998634146839954,-37.377644618438524,D,1
65+,51,Yes,A,26.322533152714296,B,E,47.08910870070614,-135.27025129707602,C,0
26-35,45,Yes,B,93.71857859764064,B,B,104.74725358311336,-99.91189087264146,E,0
26-35,18,Physical,A,-93.64355652409367,D,D,19.42724331648217,66.36222100551345,C,1
65+,42,Physical,B,107.51654398303943,E,E,-97.76798520495558,-152.57518390481312,D,0
36-50,74,Physical,D,-160.97435970986857,C,C,-155.86666658663185,160.3429481030808,C,0
51-65,64,Mental,A,-141.4059669953761,A,C,-75.77607108445542,3.1569679991283293,C,1
26-35,61,Yes,E,15.972279582442587,A,C,-255.26393616945566,-121.2727720548722,C,0
36-50,42,Physical,C,77.38277765774272,A,B,-131.2869513562745,-37.29058714109147,B,0
65+,37,Yes,A,127.2189442396135,A,A,117.05914821243444,-103.42241091503483,E,1
36-50,54,No,B,111.2689155000462,D,C,81.5089536587705,36.05592520752912,A,0
51-65,60,No,C,55.918951804429106,D,A,-118.47517267451397,-50.58144666730151,B,0
36-50,38,No,E,-80.96500130987707,D,E,-130.8992682967037,-12.49234212932811,D,1
65+,39,None,B,-46.29558616603969,A,B,-95.46241249696239,-61.79806981130335,D,0
26-35,64,Yes,E,365.4883222476542,E,D,68.6280648079966,4.697936432576164,B,0
65+,29,Both,C,78.14311410232807,C,E,-108.39422951219274,-1.219763679009787,A,0
26-35,75,No,C,58.52316718577284,D,E,116.36411349264091,54.96637845788229,D,0
36-50,79,Both,E,16.268104064735223,D,B,-24.647839759412342,1.583686443850443,E,1
51-65,56,Mental,D,117.9603291862126,B,D,-65.52992883637555,108.65434340509061,B,0
65+,43,Both,D,55.11241829588593,B,E,161.6654904269437,84.67221287384994,C,1
