gender,nation,sexual_orientation,feature_0,feature_1,feature_2,feature_3,feature_4,target
M,Mexico,Homosexual,A,-164.33595707924192,-28.093373603343103,E,A,0
Female,US,Bisexual,C,26.656691156708,31.855423041512722,E,A,0
Other,Germany,Bisexual,C,66.55049205686609,113.62595222254672,D,C,1
Other,US,Homosexual,A,-23.545195667932852,96.70397678185564,E,C,1
Other,US,Homosexual,E,-26.798912602084435,79.5534983383855,A,B,1
M,Other,Heterosexual,E,138.88509013062767,-5.559270981877025,C,D,1
M,India,Homosexual,C,52.62071186976054,-195.04060523778918,A,C,0
Female,US,Bisexual,B,31.491107646163137,-9.03797816025907,A,E,0
M,Brazil,Bisexual,D,146.15181473879065,-158.5459705077608,E,E,1
Male,China,Other,D,-78.53455255957623,-190.05281291697185,A,D,1
F,Mexico,Bisexual,A,-35.17836350129023,117.319421631601,B,A,0
Non-binary,India,Bisexual,A,139.7182730341114,-26.89397937712352,E,C,0
Other,China,Bisexual,E,-93.64064041517024,48.5256774758894,D,C,0
Other,US,Bisexual,E,-82.97524569073063,-62.60164007806222,B,A,0
Female,Other,Other,D,-29.031375799919633,-146.67831273926998,D,D,0
Female,Brazil,Heterosexual,A,124.59598250520594,-4.875143154093345,E,C,1
Non-binary,US,Other,C,39.36802935680612,-174.2355610278776,A,D,1
Male,Mexico,Homosexual,C,-46.599701078360766,54.0513336849448,E,B,0
Female,Brazil,Other,E,-72.87717616862712,34.76545660279771,E,E,0
Other,US,Homosexual,A,141.95607542105242,-91.39910462214264,E,D,0
Male,Germany,Bisexual,A,202.46385182685987,-93.50104552262468,E,A,1
M,Mexico,Bisexual,A,-63.448516236270905,59.341293372539674,B,A,1
Male,China,Bisexual,A,-35.80107755896773,177.59400555705213,C,D,1
Male,Other,Bisexual,B,77.11565496439421,43.127642036295235,E,C,1
Non-binary,China,Heterosexual,B,117.67006919314397,-227.6113276579066,C,E,1
Male,US,Bisexual,E,76.69574745068591,158.42751219602837,C,E,1
Male,Germany,Bisexual,C,-71.42260204992046,-52.52815311273342,B,E,0
F,US,Homosexual,A,-1.02011720805004,-53.34343616450564,B,B,0
Other,Germany,Bisexual,A,-68.27799838402584,-100.40136262738508,B,D,1
F,US,Homosexual,C,2.786701841487675,-248.27286317371957,D,D,1
Male,US,Heterosexual,C,20.72054261857879,-41.30881005312763,A,B,0
Male,Germany,Homosexual,B,-260.51704274682226,-113.82054048738439,B,E,1
Male,Brazil,Other,B,63.4266557574155,10.072849438190058,E,D,0
M,Germany,Bisexual,E,7.877131328885624,125.38245382691584,C,D,0
Male,Germany,Other,E,116.80899416389347,8.896690856593736,A,E,1
Male,Germany,Heterosexual,B,35.04592043394051,102.37863703966232,B,A,0
Other,Mexico,Homosexual,A,47.093411862009496,38.99702380633058,C,D,1
Female,China,Other,E,-114.90038376245842,-239.40849384313907,C,E,0
Male,Mexico,Bisexual,A,25.748046288828867,117.90867781746306,B,E,0
Other,Brazil,Other,C,26.978073984189272,-54.40594010837878,B,E,0
Non-binary,Germany,Heterosexual,A,5.200142387799606,107.52650100349052,E,B,0
M,China,Bisexual,C,-2.750170444247048,-133.15456717954197,C,B,1
Non-binary,US,Bisexual,A,80.62979076327304,53.46865688148201,E,E,0
M,UK,Bisexual,C,137.72372424660378,146.70856809302833,C,E,1
M,Brazil,Other,A,-114.68762067004685,-53.95885971344949,C,A,1
M,US,Homosexual,B,-81.70904478730978,103.79850337774211,A,A,0
Female,US,Other,D,-115.87871383707224,82.82716252593943,C,E,1
F,Germany,Bisexual,D,-205.65396168270436,267.9900514474981,E,B,0
Female,Brazil,Homosexual,D,29.902136147570356,72.3562075005809,E,A,0
Female,Mexico,Homosexual,C,33.68408392874667,32.16368342313852,B,D,0
Female,India,Bisexual,D,-39.34611093792521,7.85390180214071,A,D,1
F,UK,Homosexual,E,80.61884627606011,-130.95031894900205,B,A,0
F,China,Heterosexual,E,-50.05763663820768,-31.754463315730042,E,E,0
Female,India,Homosexual,C,-46.34230391929721,-139.4372488056978,C,B,1
M,US,Bisexual,D,-187.41985310253887,-70.98248272605282,C,A,1
M,Mexico,Other,E,-84.66261450871055,-169.29123472795925,D,D,1
F,Mexico,Heterosexual,C,-146.79627648278097,75.0261028484785,E,E,1
M,China,Other,B,195.75425521197783,-25.408417332407474,A,E,0
M,India,Bisexual,B,116.30998694544917,177.65580441796712,D,D,0
Male,Mexico,Heterosexual,D,-197.2344084997898,75.3323729607749,A,D,0
Non-binary,China,Bisexual,E,-68.96521891740512,113.45997018502135,D,E,1
M,Germany,Bisexual,C,172.58931706378982,152.21435150011297,A,C,1
Non-binary,India,Bisexual,C,-20.169503641616252,102.79396618937973,E,E,0
M,UK,Homosexual,E,80.45908971143206,-325.59260026540653,B,B,1
Other,UK,Homosexual,A,-59.3516104891049,-104.70620562160511,D,A,1
Female,Germany,Homosexual,A,5.382776255783598,-11.852722843545596,A,D,1
Male,Mexico,Other,A,-54.73402904638871,83.79445359967146,D,D,0
Male,Germany,Heterosexual,B,15.507594758934484,-4.243194198733868,A,B,0
F,Brazil,Homosexual,A,102.60852296869314,-80.2316913462903,B,B,0
Non-binary,Brazil,Homosexual,E,131.05088667131145,-102.01275011065727,D,C,1
Male,Mexico,Other,D,97.01027429997232,114.90708742576979,C,C,0
M,US,Homosexual,B,-130.97887200061135,-3.206469443853286,D,A,0
M,Brazil,Homosexual,C,224.24042834536544,-96.91711493377205,C,C,1
Male,India,Homosexual,B,29.59373665727183,216.810888119835,E,B,1
Female,US,Other,A,24.642903672992528,-90.58461738645404,D,A,1
Other,China,Bisexual,D,-69.09791844489176,189.76766922487454,B,E,0
F,US,Homosexual,A,-233.10292995964602,-119.98065343930242,B,D,1
M,India,Homosexual,B,69.38413115734662,118.00291916045738,A,E,1
Non-binary,US,Other,E,17.758021547791017,3.373747978628265,E,E,1
Other,Germany,Bisexual,D,60.410699743204965,98.54528192400642,E,A,0
Female,Mexico,Heterosexual,C,101.1818441180797,-59.10453684804975,A,E,0
M,Germany,Homosexual,D,20.642135925561572,148.37603936432626,D,D,0
M,India,Other,E,-184.8026218542244,-104.13796950867595,D,C,1
Non-binary,India,Other,D,113.05940548656265,69.19870350363357,D,B,1
F,China,Bisexual,E,126.28486377333603,-35.015954828974614,C,B,1
Other,Germany,Heterosexual,A,56.21803029822943,-127.21305396409235,A,B,0
F,Brazil,Bisexual,C,22.90763941823161,34.71792270496819,B,B,0
Male,UK,Homosexual,C,65.28446910740037,-172.31850143493818,E,C,0
Male,Germany,Heterosexual,C,-28.67748718900286,-19.321496682856573,C,E,1
Female,Other,Bisexual,E,-101.4361101671308,-99.15400020226419,B,C,1
Male,China,Other,C,-267.8378118914562,154.42273015325304,C,D,0
Female,UK,Other,C,101.45759291522403,173.5033700817508,C,A,0
F,Germany,Other,E,24.373376195482482,-64.20507182452468,B,D,1
Non-binary,Brazil,Other,C,1.312461642174961,43.45138589493353,B,E,0
Other,China,Other,D,-47.837247530105294,19.348181864813807,E,C,0
F,Germany,Bisexual,A,-137.94062237034402,-2.263934643226589,A,D,1
Non-binary,Germany,Heterosexual,E,5.372589657182309,119.77432765226762,D,B,1
Male,Other,Other,A,83.16893482966903,-48.55058824066529,E,C,0
Non-binary,UK,Bisexual,E,151.35449192388052,94.01897516378645,C,E,1
Male,China,Other,D,34.722171254429355,107.12679183560023,D,E,1
Non-binary,India,Bisexual,E,22.69816639295539,68.29780110277467,C,A,0
Non-binary,India,Bisexual,A,19.893659827110138,-182.1301359116686,C,B,0
Female,Other,Heterosexual,C,31.241494879044176,12.264465016665564,B,C,0
M,China,Homosexual,B,28.888989901241143,160.63784159274397,B,B,1
Male,Brazil,Homosexual,E,23.34844758034815,-71.73488671787254,A,D,1
Female,India,Heterosexual,A,-57.03962068575876,147.5596981933843,A,D,0
F,Mexico,Heterosexual,E,-58.35468159051028,-91.7084669771408,A,C,1
Female,US,Homosexual,E,3.013043853571954,-21.554133664538362,A,D,1
Other,India,Bisexual,B,7.741554461141635,-40.31648120107993,E,E,0
Other,US,Bisexual,A,30.195847321183205,90.71637806192936,E,C,0
F,China,Other,A,38.16006527379432,-53.09851895795502,E,E,0
M,UK,Homosexual,D,-6.278268033355645,51.6501960072685,A,D,0
Other,US,Bisexual,C,-12.49629583736219,-55.52407232445984,E,A,0
Other,Brazil,Heterosexual,D,-24.22630725784752,150.33915506526466,B,A,0
Non-binary,Other,Homosexual,A,-24.450948361849278,-96.19702084706972,D,A,0
Male,Mexico,Other,B,-100.6700347627987,22.307382210639197,C,E,1
Other,US,Bisexual,A,-160.6164677674677,-233.12106129930524,A,B,1
M,China,Bisexual,A,17.124092957724525,-102.78978792039702,E,C,1
Male,Mexico,Homosexual,D,77.13408370607236,-207.41904283869945,D,D,1
Female,Other,Heterosexual,D,-136.70665579093676,184.20482393896805,C,E,1
Non-binary,Mexico,Heterosexual,C,-243.463687255346,-109.79226057951787,A,C,1
Female,India,Other,D,31.018458536423726,33.130804707020744,C,A,0
Female,India,Homosexual,A,117.11441924725388,212.51888559886459,E,A,1
Male,China,Heterosexual,E,-29.558302245079126,-60.30233072928417,D,B,0
F,China,Bisexual,D,-101.70486268975773,-4.2496832697408315,D,A,1
Male,UK,Bisexual,A,-167.9104320653995,-0.13402077620738403,A,D,0
Non-binary,Brazil,Heterosexual,B,39.02395970117049,3.5040841424642757,A,C,1
M,China,Heterosexual,C,-187.37551837476997,-25.087456326591706,B,A,1
Non-binary,Mexico,Other,A,9.476882123879905,27.06223677650162,C,E,0
F,UK,Bisexual,D,164.51057099403772,94.40468457332865,E,C,1
Male,UK,Other,D,14.00231362287611,6.0276263380766695,D,A,0
Female,India,Bisexual,B,86.68851284000888,-14.303122972443783,E,B,1
M,Mexico,Other,D,157.13608842312217,-178.61471247429145,C,B,1
M,Germany,Other,A,-140.37900240561015,-0.5572438591310815,B,E,0
Other,US,Heterosexual,A,128.0810618308911,-41.592775717211424,E,D,1
Non-binary,Brazil,Heterosexual,C,32.19965850170859,-93.99971292720674,A,D,1
Non-binary,Mexico,Other,C,-108.80474456890778,-76.61825827932182,C,D,0
F,US,Other,A,-43.45439099265119,32.727338010840036,D,C,0
Non-binary,Mexico,Homosexual,B,4.39671377435602,-169.05065245641228,B,D,1
Male,Other,Bisexual,A,-50.56692545155397,84.21939698156002,D,B,1
Male,Brazil,Bisexual,E,-176.31262890985408,178.42234941464773,C,C,1
Other,Germany,Bisexual,C,156.8576685923758,-55.020353223555176,B,B,0
Male,Mexico,Bisexual,D,-37.73561583333178,54.15240647723455,A,C,0
Male,UK,Bisexual,D,-125.04476528219975,148.94332658492988,E,E,0
Non-binary,Other,Homosexual,C,46.97050439911229,56.245494091825954,E,C,1
Female,India,Homosexual,A,182.55617536324394,-66.021096612264,C,B,0
Non-binary,China,Bisexual,E,23.443201692024562,9.18382106632601,E,A,1
Other,China,Homosexual,D,-26.922430795428255,8.920225402748128,B,D,0
Non-binary,India,Bisexual,A,174.4703515264424,44.47052681459405,B,B,0
F,Brazil,Bisexual,A,-45.32684956548393,108.51651859267012,A,B,0
Female,China,Other,E,125.90779579272314,0.11751853450049492,C,E,1
F,China,Other,A,166.41425636581818,21.137668687743645,D,E,0
Female,India,Other,A,20.709643125852327,97.02811873519818,B,E,0
F,China,Bisexual,D,138.3422162834677,-14.714637516557064,A,A,1
Female,India,Heterosexual,D,-77.7409011392318,-68.71332934769124,B,E,1
Male,Mexico,Heterosexual,D,-40.27129812786085,-270.526907679143,B,D,0
Other,Brazil,Homosexual,B,39.16130170052614,-8.840937347060269,B,B,0
Non-binary,UK,Bisexual,E,-42.1860155431523,-273.37256509254365,E,A,1
M,China,Other,A,96.4895181100788,-10.555510812208082,B,D,1
F,Brazil,Bisexual,D,-166.34190844782103,-60.9396738577097,B,A,0
Other,Brazil,Bisexual,C,-20.638548023121825,-189.26025893536976,A,D,0
Other,Other,Heterosexual,C,107.91038714802912,89.26136295351493,E,B,1
Male,Brazil,Heterosexual,D,-185.04419527534415,57.51851252672597,E,D,1
Non-binary,Germany,Heterosexual,E,-162.88468625140897,42.902583014380404,C,D,0
Non-binary,Brazil,Other,B,-235.62355382133106,-273.1146643944479,B,D,1
Female,US,Heterosexual,D,-70.2998107930622,23.75722952414645,D,C,1
Male,Other,Heterosexual,B,-173.99508462554928,-32.190471768107656,D,E,0
M,Brazil,Homosexual,B,-103.32698389334116,-219.6922246971453,C,D,0
Other,China,Homosexual,A,-61.52914682004074,72.81881076626621,C,E,1
F,UK,Other,B,-64.05009915504759,36.46695834728552,A,B,0
Non-binary,India,Bisexual,D,33.33247002616401,59.34523364989733,E,A,0
Non-binary,Germany,Heterosexual,E,-23.2035243152299,-114.23763728327327,B,D,0
Female,Mexico,Bisexual,C,114.05815252987335,-14.098371783832805,C,C,0
Non-binary,US,Other,A,-3.5050992338545957,-107.49333339556217,D,D,1
Non-binary,Mexico,Heterosexual,C,-64.14595436887825,92.63735641260084,A,C,0
Non-binary,China,Bisexual,A,118.83071936492027,-21.824457334659535,C,B,0
Non-binary,UK,Homosexual,C,-0.13173374054840575,11.855184186803738,E,E,1
M,Other,Heterosexual,C,125.68615217401575,16.50074987984686,E,A,0
M,Other,Other,C,-13.758727815875707,-63.88663618393898,E,C,0
Non-binary,Mexico,Bisexual,E,4.269550750752192,96.66287269674456,A,C,0
Non-binary,India,Homosexual,E,-56.916947869804915,-13.23948694613688,A,E,0
M,India,Bisexual,C,-130.0640626959109,-86.47199432135379,B,D,1
Other,UK,Heterosexual,E,105.66950491986724,105.12797830653216,A,B,0
Other,Brazil,Bisexual,D,-99.4649466527131,73.57521073337358,A,B,0
Female,Other,Bisexual,B,-25.499163282670136,77.83911411726827,C,A,1
M,Other,Other,A,85.34509027160576,33.07953992255031,D,B,0
F,Other,Bisexual,D,125.55872321566251,-7.376571867696772,A,A,0
Non-binary,Mexico,Heterosexual,C,-8.70101980088085,91.87251217147497,B,C,0
M,US,Bisexual,C,-141.4100752985449,38.18337171089077,C,A,0
Other,US,Bisexual,B,294.7904568167149,-10.724662628436578,D,A,0
Female,Other,Other,D,-131.004915389305,175.35531694559762,B,D,1
F,China,Bisexual,E,-238.04114529508783,104.89708791994865,C,C,1
F,Brazil,Other,A,120.17570288127698,222.2589935283374,E,E,0
Male,UK,Heterosexual,B,180.9543398048523,-89.15937004624355,B,A,1
F,US,Other,C,85.73584137676738,106.41989915639427,D,A,0
Non-binary,US,Other,D,-55.02083186066731,51.16081305608127,A,C,0
Non-binary,Other,Heterosexual,B,-126.26598221648622,-69.36349218351342,E,A,0
Other,US,Bisexual,E,-199.2623773323102,217.932241531581,D,B,1
Female,Brazil,Heterosexual,A,-148.06167078000632,82.46359010913723,C,E,0
F,Other,Heterosexual,D,43.808660998345125,88.40005740752026,A,E,1
Female,China,Homosexual,C,-51.420262398341855,-77.83074674048103,E,B,1
M,Other,Homosexual,C,-131.9257015161972,-40.71275869802521,C,D,1
Other,Brazil,Bisexual,D,97.3653804275545,88.22538823786356,C,B,1
F,UK,Heterosexual,B,184.0682944533345,61.572289060380015,B,E,1
M,UK,Heterosexual,D,-68.11390252880906,60.77672052513815,C,B,1
Other,Other,Other,E,-95.80600519435451,12.85168521563075,A,B,0
M,UK,Other,A,54.054237197558976,-128.17252386307422,D,D,1
F,China,Other,B,-36.9209294293111,-14.551983454962611,A,A,0
Male,Other,Bisexual,C,-53.6506730726666,-47.594083863846215,A,D,0
Other,Mexico,Other,D,60.58845461092187,-63.429005479035595,B,C,1
Non-binary,Germany,Other,E,-4.7748660689305495,15.161763157753796,D,B,1
Female,US,Bisexual,E,-122.99225753728,-62.66950283378833,E,D,0
F,UK,Homosexual,C,-159.56084319255675,-32.1406181087584,D,D,1
F,China,Heterosexual,D,-10.524472508174878,82.84869625865466,C,E,1
Female,India,Bisexual,C,-63.45501317985632,104.50170322252583,B,D,1
Other,Other,Heterosexual,E,-11.1736875917591,13.745844844044383,B,D,1
F,Mexico,Homosexual,E,72.3175532458647,45.67195351939122,E,C,0
Other,China,Other,A,-44.09294189895905,-210.3072019798446,B,C,1
Female,India,Homosexual,E,1.6357049763718556,-56.71621522495046,B,A,1
Female,Germany,Bisexual,D,10.169133257953145,29.293425887307876,B,E,0
M,Mexico,Other,C,48.823514695140155,-132.1897362485614,B,B,0
M,India,Other,E,193.61250926443162,-93.04598809680927,D,C,0
F,Brazil,Bisexual,D,-53.16034879246627,189.4790180091819,C,E,0
Other,US,Homosexual,A,129.848328102047,79.8751188784983,C,E,0
Non-binary,Mexico,Other,E,-24.1787323902322,12.561078476128687,B,D,1
M,India,Heterosexual,B,-156.3965791077577,89.01089737537889,D,C,1
M,Germany,Homosexual,B,40.74597319780894,-24.175986523177855,C,A,0
Non-binary,China,Homosexual,E,-134.42898590057712,-222.85248273931697,A,E,1
Other,Other,Heterosexual,E,-47.56778901692323,51.78481708871294,B,D,0
Non-binary,US,Heterosexual,B,12.974786384165329,116.03492583420622,E,A,1
M,UK,Bisexual,D,73.81236778130814,-51.64319127493793,C,E,1
Non-binary,Other,Other,C,-79.93178467629455,-112.45842834644111,D,D,1
Male,Mexico,Bisexual,E,-23.53790572041559,51.58194965099523,D,D,1
Male,Mexico,Bisexual,A,12.367872561168854,62.38895129141922,B,B,1
Male,China,Heterosexual,A,-13.31376342074144,105.68930648979082,E,C,0
Female,India,Bisexual,E,66.3477147717874,-88.83882505120619,E,C,1
Non-binary,China,Heterosexual,E,-2.8987597067713184,-62.374756197566306,B,E,1
F,Other,Other,C,-45.59316670269854,-86.15649429714439,E,C,0
Female,India,Other,D,-106.18116834714044,40.59771053731101,C,E,0
M,Mexico,Heterosexual,D,135.19638009199875,-21.87613178754284,C,E,1
F,Other,Other,E,4.775858332064967,-30.591582910686295,D,B,1
Other,Mexico,Heterosexual,D,-76.66590168892016,-13.968764004891934,E,C,1
M,Other,Bisexual,A,115.35941172582902,114.45093772021058,A,B,0
M,UK,Heterosexual,B,38.613033521019894,-101.46016700929819,C,B,0
Male,US,Other,D,44.99423923820379,-76.86262283717167,E,E,0
M,Germany,Heterosexual,E,-63.79232098741501,-51.63143652282016,E,A,0
F,UK,Heterosexual,D,-185.00875983450229,-0.1758854770676129,C,A,1
F,Brazil,Homosexual,D,7.837134248372703,-107.9952995046597,A,D,0
Other,Mexico,Other,E,113.28666280411267,-27.44450856123549,A,C,0
Other,Brazil,Heterosexual,E,43.756853307945484,-52.4090787350989,B,A,1
F,UK,Homosexual,A,-136.56178525742385,25.14421820364663,E,C,1
Non-binary,Other,Bisexual,D,-54.16087476294393,101.11582940289492,A,E,0
Female,Germany,Other,C,118.18817411198846,11.093083479736976,C,E,0
Female,Germany,Other,B,-2.8286335093109547,88.12705176337533,B,D,1
M,Brazil,Homosexual,B,-96.3650187399948,-28.302097904455646,B,E,0
F,US,Homosexual,B,-58.61224699366643,86.20827630724106,E,E,0
Female,Germany,Other,A,-66.15074259556508,75.30981355226018,E,B,1
Other,Germany,Other,D,-146.90751387318915,33.71654460720129,D,D,1
Female,UK,Other,E,-10.322664638320441,-139.50954526504268,A,B,0
M,Mexico,Homosexual,C,32.58694931394638,42.751206547995544,E,B,1
F,India,Heterosexual,E,-188.85326869215262,64.72317556028354,C,B,1
Non-binary,Germany,Other,C,41.03929085119483,-3.7302603239599055,E,D,1
F,US,Bisexual,E,57.15112321459973,65.96196183195423,C,D,1
Female,UK,Other,D,19.618618680629066,0.031236924130900522,E,B,1
Female,India,Other,D,10.002855698557068,31.730151552519715,B,D,0
Female,US,Other,D,239.88854789028213,-88.11088075621703,C,E,1
Female,Other,Homosexual,A,-46.828437898020354,20.947944388434717,D,E,0
Other,Brazil,Homosexual,E,-23.194856414532136,5.921849069788516,C,A,1
Non-binary,Mexico,Homosexual,A,140.4559936082688,51.99526676602372,D,E,1
M,Other,Homosexual,A,168.42185951075786,-137.0665962815564,C,E,0
Female,China,Homosexual,D,-81.44316030913669,-13.01636327018504,D,C,0
Male,UK,Heterosexual,D,17.684120424519108,-7.342920632359322,D,A,1
M,UK,Heterosexual,A,-195.53129860139705,154.59763895193606,E,C,0
F,China,Homosexual,D,-66.12271734601134,-37.4016409971341,D,B,1
Non-binary,India,Bisexual,C,-5.518653301717087,-107.32409848174139,D,B,0
Other,UK,Other,C,-104.23860940670664,318.1637560844579,D,B,1
Male,US,Other,C,-100.05061251264169,129.13652820275158,A,A,1
Non-binary,Brazil,Heterosexual,C,124.83130791861521,-8.233935253681823,D,C,1
F,Other,Heterosexual,E,52.79822324425494,-207.0008084765788,E,B,0
Non-binary,Mexico,Homosexual,C,6.923541093755683,-126.66269454336134,C,A,0
F,Brazil,Bisexual,C,38.58951912205715,-77.35187742764379,D,E,1
Female,Germany,Other,C,99.18028824797666,181.08762365389595,A,C,0
Other,Other,Other,B,-8.82426392241575,-61.09503003356186,C,C,1
M,Germany,Heterosexual,C,74.56277391717381,-38.65114115435185,A,B,1
Other,India,Bisexual,B,-59.94938511630205,126.40396736197755,E,C,1
Female,Germany,Bisexual,D,-40.53621961909504,-4.864785197215111,B,A,0
Male,China,Bisexual,D,90.58849864464008,-47.41409579220224,D,C,1
M,India,Heterosexual,D,41.31837770491075,171.1759318723145,C,E,0
Non-binary,Mexico,Other,E,-67.51708888802047,129.23189552884358,C,A,1
Male,India,Other,E,113.0198745668573,-151.24229850799932,A,B,1
Non-binary,India,Homosexual,C,-13.864145349964035,42.73171368761027,B,D,1
Female,UK,Other,B,159.58473363415976,-122.34955689660627,C,E,0
Male,China,Other,A,-110.19674125506415,119.46585309742083,C,D,0
Other,Mexico,Heterosexual,C,15.289044259969126,35.30782200034201,E,B,0
Other,China,Other,A,-30.914958530460012,88.15175780728165,D,E,1
Other,Other,Other,D,-169.8482738146074,56.022194796317294,A,D,0
Non-binary,China,Other,A,13.700001692387229,-177.84293075589338,C,A,1
Non-binary,UK,Bisexual,A,-66.58095176165963,31.312269612028004,C,D,1
Other,Other,Heterosexual,E,-26.772598330224383,-78.0784638741101,C,A,0
F,Germany,Homosexual,E,36.343901191429474,76.77824442063367,C,E,1
Other,Brazil,Heterosexual,C,-88.23283312507438,-31.050861536444945,D,A,0
M,Mexico,Heterosexual,C,-19.00030690886401,102.6720123865884,B,A,0
Female,India,Other,A,147.80564083618424,-210.81101166461917,B,E,0
Other,US,Bisexual,C,-34.357056461861305,-59.35801127981516,C,A,0
Other,Other,Homosexual,C,-51.40037063757047,81.2812917332295,E,B,0
Female,Germany,Homosexual,A,-137.4402072023257,-20.960500569491558,A,C,0
Non-binary,Brazil,Bisexual,D,-99.21191315111172,-101.32167121940566,D,D,1
Other,US,Heterosexual,C,31.507483200947494,26.219267766666565,C,C,0
Male,US,Homosexual,C,-70.73343646499076,117.10024563814656,D,E,1
Other,Germany,Heterosexual,D,-13.72990282761282,-94.12275209478067,C,A,0
M,China,Heterosexual,E,65.8750137130366,2.538106051677339,B,D,0
Other,US,Homosexual,B,-6.195634265847234,21.789577975087436,E,A,0
Other,Other,Heterosexual,C,175.76751788403553,-275.6282016653974,E,B,0
Female,Brazil,Bisexual,B,162.45037056334405,50.83234974783638,C,D,1
Female,Germany,Bisexual,A,-102.27538750664263,-105.39794072139527,B,E,0
Other,Germany,Bisexual,A,112.53740403011732,8.285180494837457,B,A,1
Other,India,Bisexual,A,-49.8252910900477,-70.79494444846085,E,D,0
Female,Other,Homosexual,D,5.769309634608836,-22.436260994899122,B,D,0
Other,Brazil,Heterosexual,D,-26.483275663643546,-9.544932839931066,A,D,0
Non-binary,US,Other,C,143.947455463509,29.29417943965679,B,D,1
Other,Germany,Bisexual,E,-69.0841997570641,54.89385666172705,D,C,1
Non-binary,Brazil,Bisexual,D,140.9846301247478,-100.90576371511754,D,E,0
Female,India,Homosexual,D,-18.412195067804245,-71.54158992173019,B,E,0
Other,Mexico,Heterosexual,A,-42.773973498506145,-75.60235753321307,A,B,1
M,India,Bisexual,A,18.35780697334789,-95.56602080672968,C,A,1
M,China,Bisexual,A,78.34643637796988,6.649818401727731,B,E,0
M,Germany,Other,C,-161.76680728366205,47.4878129301478,A,D,1
Male,Brazil,Bisexual,C,123.41050933913522,-37.76390522914516,C,A,1
Other,Mexico,Homosexual,E,-186.73647996914923,-103.72229413850815,D,D,1
Male,UK,Other,E,130.15497370868906,39.584300431333205,B,B,0
F,UK,Bisexual,C,-46.21199118398451,-24.109840596191813,E,C,0
M,Mexico,Bisexual,A,-127.9221452608692,46.05277195819426,C,C,1
Female,India,Other,D,31.140464026675552,-352.80883891892717,B,C,1
Other,Brazil,Bisexual,D,-121.13906875152476,40.62923000767927,C,C,1
M,Brazil,Other,E,-80.98675387247441,-2.6585852687336207,C,B,1
Non-binary,India,Other,D,-60.1958263219716,-49.362282958998094,B,D,0
Male,Brazil,Bisexual,B,120.50339652136248,-139.66023372283314,D,C,1
Non-binary,Mexico,Homosexual,E,-116.43958767702527,-3.867097792934486,B,C,1
F,Other,Other,C,-10.841764313237976,-157.40346569011254,C,A,1
Female,India,Heterosexual,A,-17.053649970177684,157.34682892743467,B,D,0
F,Brazil,Homosexual,D,25.62192361737648,200.9996799285251,E,A,0
Non-binary,India,Bisexual,D,-93.1887127469011,-136.93102258169944,E,E,0
Male,Mexico,Other,C,-180.66984106306506,1.0972224014591665,B,B,1
Female,Mexico,Homosexual,E,-98.22075685344399,83.01947598101339,B,D,1
Other,Other,Heterosexual,C,-64.38561997583328,124.76715792843717,E,E,1
Male,Mexico,Other,B,81.11180869995682,-142.26212796283832,C,B,0
Non-binary,US,Heterosexual,A,-70.11050910501991,-182.70893480475343,B,A,0
Male,Other,Other,B,46.17724102272748,35.46097511118565,C,A,0
Female,Mexico,Other,E,94.89061862895996,-132.53244459237158,D,C,1
Female,Brazil,Bisexual,D,-114.72238547652556,301.8928481998128,C,C,1
Other,India,Bisexual,C,0.21659342605258644,185.5668601539148,D,D,0
F,China,Bisexual,C,180.08109292330826,-116.02067831335476,B,B,0
Other,China,Other,E,279.2601270750928,40.174009584030465,C,B,0
Other,Germany,Homosexual,B,-237.62960191091284,-25.906519601253304,B,A,1
Non-binary,US,Bisexual,E,127.30424548257034,27.590715733535703,C,A,0
Other,Brazil,Other,E,296.97652508577994,-17.705955573554103,D,E,1
Female,UK,Heterosexual,A,-81.71374875512404,-39.898714928584646,E,B,0
Other,US,Heterosexual,D,-167.97975422964308,-96.51939881318306,B,E,0
Non-binary,US,Bisexual,D,83.33534166267876,38.52351836414807,E,E,1
Non-binary,Mexico,Heterosexual,B,45.49781020011696,132.82996239616577,D,A,0
Male,UK,Heterosexual,D,-80.45455809642746,22.272302849390353,A,C,1
Female,UK,Other,D,62.39666748343174,153.88544577805305,D,A,0
M,US,Heterosexual,E,-111.81661217108088,134.762816717463,D,A,0
M,US,Heterosexual,B,-74.52738381912931,81.80669579300604,C,E,1
Male,Brazil,Bisexual,D,34.56850329712052,-7.525174524568811,E,E,0
F,Other,Heterosexual,D,-78.01727338978668,13.931510592618313,C,A,0
F,China,Other,C,-137.7901718898018,-42.26046464114304,A,D,0
M,Other,Homosexual,E,-60.525040105755735,5.268812044393842,E,D,0
Male,UK,Other,D,13.901577537705162,-30.167896718543087,B,D,0
Non-binary,Other,Bisexual,E,148.2006375807077,107.69197348796527,C,A,0
Other,China,Other,E,-148.0285322832209,40.00560565065665,E,A,1
F,Germany,Heterosexual,C,-45.07648710534477,-155.58885233227667,A,D,1
Male,Brazil,Heterosexual,B,-118.65288654434552,30.781232348529336,B,B,1
M,China,Other,E,21.86268803401214,204.72816099301906,D,B,0
F,Other,Homosexual,E,80.78040908980452,51.11952302829897,B,C,1
Male,US,Homosexual,A,55.82540268938834,-15.829947602869417,B,D,0
Female,UK,Heterosexual,A,-79.3767842130288,-42.25763672313194,C,C,0
Female,Other,Bisexual,C,-82.2477936799082,-11.87603070780371,D,B,0
