veteran,country,RACE,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
No,Other,Asian,Other,E,-62.43493889819756,A,-47.903367361741225,A,5.539931938827358,12.877043913733207,-52.57192554958805,-110.488916495644,D,E,17.17308025760974,D,D,B,D,-5.9421844045887795,1
Non-Veteran,UK,Hispanic,Homosexual,E,-40.817539277228725,B,-117.33294808842642,A,104.94812057739793,-3.232604428136918,-85.150754113399,193.35542256746155,D,E,112.54485503261714,B,E,A,E,75.47451654697835,1
Non-Veteran,China,Black,Bisexual,E,-77.16468623752118,E,214.44737124226782,D,4.279718394514292,38.033697794126084,-127.6456462599759,-3.7645125186505966,B,A,108.52342651278941,A,B,E,B,-62.51322424221642,0
No,US,White,Homosexual,D,138.55892332152243,A,154.19394539623997,C,-106.63517036033043,156.86556976037983,-40.01823992059684,9.025489671390275,D,E,-109.11906954899355,C,C,E,A,-22.126160741717012,0
No,Mexico,African American,Other,C,-16.891222590693815,B,49.58898254010237,D,120.28465594447675,23.80199031481286,-53.66164865049565,137.3395772438892,E,C,87.31990782395613,A,A,C,C,159.90356499388596,1
Non-Veteran,US,Hispanic,Bisexual,A,-147.9893472450583,B,-70.90356278577372,E,183.74987620882158,-142.53165174270933,28.415002611006923,-37.66623895298366,B,B,-59.96590277938638,D,A,B,B,-246.04959964424577,1
Yes,UK,Asian,Heterosexual,C,55.303291843313765,C,3.9703689056441624,D,3.1731835311586103,8.689518556271327,123.37501241442341,-96.90157925577684,B,B,-96.32950248961014,E,A,A,D,15.44334863416918,0
Non-Veteran,Brazil,Other,Other,C,71.62115711149917,B,206.50471991786813,A,-130.28805066030728,5.2171317588026005,-69.09558058930115,-175.05069270572767,C,D,-130.08480851357012,E,D,D,D,-27.03611087911725,1
Non-Veteran,Other,White,Other,A,-115.95446817066465,D,7.507791877948894,A,47.95812466583416,-130.30610529211677,-106.90697335245332,-61.36268009366432,E,B,-42.5147676370398,B,D,E,B,100.00509099753117,1
Veteran,Germany,African American,Bisexual,C,127.27120328872384,B,-1.8768651277470474,A,-84.42461341299533,-152.40828208244142,-21.67767687436687,68.11379205140989,E,D,-87.94088793519846,B,C,A,E,158.49933329127234,1
Yes,UK,White,Heterosexual,C,24.08628394487817,C,-108.20757402386292,D,162.26073801219854,116.34332098861941,69.26371369944773,55.51559622446148,E,D,42.438732742351704,A,E,C,D,55.974925544356225,1
Yes,Brazil,White,Homosexual,C,49.86237952941991,C,-22.98120027954374,E,-86.48827137415087,63.704102290504096,89.9592542327918,3.5769483670707287,B,D,-41.02206286291935,E,E,A,C,78.86937931877836,0
Yes,China,Other,Bisexual,C,258.60670868444384,A,-97.21969995622497,D,50.4421631823549,-53.83490439243046,134.30251950523288,-4.096274200048953,A,E,5.9367859111072505,E,A,D,E,-7.209444295561225,0
Yes,China,Black,Homosexual,E,162.59726673209624,E,142.0270674722378,C,20.106914251883623,-37.02880183885534,-101.57074318927116,116.79308816588332,D,A,191.79833524282304,E,C,B,A,-110.61194257512463,0
Veteran,UK,Asian,Bisexual,D,-143.66417648792088,C,-75.41575951578557,E,-200.59246527564477,79.62960075517489,77.98755288066631,172.76699156353524,B,E,51.826702545354145,B,D,B,A,-15.44068043990153,1
Non-Veteran,US,Black,Bisexual,A,-11.727358669921166,A,22.527325729077198,E,147.1061373568137,-53.82219548064591,-116.91289957650113,-4.569405597065966,A,C,161.2106170438488,A,A,D,B,-24.112429462316182,1
Yes,Other,White,Heterosexual,C,43.38225252575714,E,-23.950769645391524,D,109.37559599194846,-12.033631605581578,135.94753506354965,51.68911590786669,E,C,11.023955256387968,D,D,E,A,56.68789505535052,0
Non-Veteran,Mexico,Other,Bisexual,B,-68.11955142664898,D,85.80551257352849,E,-27.12241712614285,-50.90957424157311,63.48261250919992,-38.32215028518468,E,E,-51.789104405604206,D,E,E,B,30.653529083855442,1
Veteran,Brazil,African American,Bisexual,A,6.88793543572746,C,-59.26226171193615,B,71.21071544961723,72.91384380596388,39.5212626867633,-39.38917126792138,A,D,31.22894813387177,D,E,A,C,30.222016710054717,0
No,Mexico,Black,Homosexual,E,6.108307754945547,E,90.12431005936722,B,-9.820844159150491,26.142006579376737,16.188131454613263,-60.427574233875916,E,C,-174.73509786459164,D,E,A,B,129.61384627270968,0
Veteran,Brazil,White,Other,D,-6.821413765205516,A,-3.334645509487747,E,-9.008459473363542,-38.78199517533086,-186.72216782844202,-50.02059161035888,C,E,-33.2384806685728,D,E,B,D,95.42985186558039,1
Non-Veteran,India,African American,Other,E,-57.77120773821866,A,71.68423233031635,A,-37.55235133456223,-168.4734292470074,-116.73881722906272,119.4039220733249,E,E,39.099310861558266,E,A,D,E,101.50777094822139,1
Yes,US,White,Bisexual,B,105.42437593357188,C,-137.65078617975567,B,-198.57527371800973,69.53142249418669,52.68867449247724,-17.78874092075436,C,E,-114.34276797674336,E,C,D,D,90.2410943392757,1
Yes,US,Black,Other,B,99.42880018158571,E,69.36309194720965,C,95.37250746480103,0.8309875720704333,34.0817220589977,-62.844999693202865,B,E,117.67975368671327,D,B,A,B,-88.6098318948038,0
No,Mexico,White,Homosexual,E,39.28650463053749,D,-10.311814980202046,B,-126.38025465053713,87.31779680354305,0.9015091425879563,-4.924984942920595,A,D,-40.857761621896024,E,D,C,E,-158.90601513540494,0
Yes,US,Asian,Bisexual,E,219.35244199505624,E,-98.54668596091044,E,31.58533429516983,43.49076568148565,-255.7941691412138,0.39936838292145466,E,D,15.846885049537901,A,C,E,B,92.16218801249369,0
No,Germany,White,Heterosexual,E,-92.00948433053992,D,-152.39835203985908,B,-25.679903711435177,-57.245283747183166,-181.35386707075784,110.47487436067591,A,E,-31.681344411470423,A,B,E,B,54.333641829985815,1
Non-Veteran,China,Asian,Heterosexual,C,60.04163582821174,A,82.64762734105558,B,-28.8964707900504,119.47013621465432,41.16072243865264,-33.99762977172628,E,B,-106.02061216698131,B,C,A,A,14.540391583194474,1
No,Brazil,Asian,Other,A,58.57591094781208,B,168.61207159136464,B,27.400775013236363,-8.66013329834777,65.99718368216364,-15.826186358756015,D,B,-21.578213951298302,A,A,B,E,-48.0374470394903,0
No,UK,Other,Homosexual,D,-175.2609414463988,E,-112.16101750043863,B,64.44338887508776,152.55635165993706,-89.2643895958182,-1.1495807054828167,C,C,-27.95536429275559,B,D,A,E,75.47423771159683,1
Yes,US,White,Other,A,-271.5513362809112,D,58.43471204236238,E,-127.09524080939167,42.63449446342959,-51.76609880070383,-64.82917615917324,E,C,110.8459240805852,E,E,B,A,38.892882375588776,0
Non-Veteran,Mexico,African American,Homosexual,D,60.941151631755474,A,3.2525792242139175,D,-172.56595839748638,83.89092451649756,146.6023397710212,29.817687743132332,B,C,-209.4701780788537,D,A,A,C,115.57756080764918,0
Veteran,India,White,Other,D,-22.332154282715265,A,-9.604832215593733,C,-43.615518566079125,-101.28721282679052,-140.13763653994505,-39.77257796494505,E,B,84.57080860286032,D,C,A,C,15.636629490348072,1
No,Mexico,Other,Heterosexual,D,191.26407431398317,D,80.1488326845841,D,-5.269014004046383,15.23038835820767,41.493084355291806,50.41074327145557,B,B,-147.66341641893922,C,E,A,C,54.211690718443386,0
Veteran,UK,White,Other,D,147.67145334908298,A,207.55436623833342,E,-30.74381058263789,8.511323398441876,-90.85161941926616,-8.652109517419312,B,D,-145.47142448840222,D,A,C,C,4.66126982342214,1
Non-Veteran,UK,Other,Homosexual,B,55.083651733341064,E,104.48210515045035,E,435.4840671501825,-204.93575570764696,23.305958854093074,-58.77720135214246,D,D,-144.06692891936927,B,E,D,D,-25.692111285250885,0
Yes,UK,Other,Other,E,-83.68296853118392,E,-159.12112962201903,A,183.69801534422433,54.227195655465245,-28.764774519959545,10.985171709838863,D,B,-66.97935606637083,E,E,D,C,-403.62932027273916,0
Non-Veteran,Brazil,African American,Homosexual,D,16.622472491764007,D,82.49352131588012,A,-140.00171324129866,-20.697311049245187,106.39242763283848,29.467794685270317,C,D,-73.85023076630215,C,C,B,B,-98.66201221653027,0
Veteran,UK,Asian,Homosexual,C,-98.91500505910096,A,40.37823482099797,A,88.90692551629824,-0.5993527491357028,-69.33131202096394,177.8150847062498,B,D,-181.19791890476523,D,E,C,D,273.9617214237986,1
No,China,Black,Heterosexual,A,-47.928499950344275,D,-52.32601839959244,A,83.66153357245662,11.794522561008757,162.55222584001456,93.58554427940696,D,D,-62.458764530651464,B,B,D,A,-214.28657720457184,0
No,UK,White,Heterosexual,A,-22.27959547638873,D,126.66893415563463,C,-73.21499879874494,-36.04231010162935,53.92873119908338,3.7381050767354256,A,E,6.3647863604490444,C,E,D,A,-43.43960739145081,0
Veteran,UK,Other,Bisexual,C,18.059689823744318,E,-28.16721130067174,E,277.80255841157316,10.193287699275617,21.891218703704165,-104.43188588385655,A,C,-33.80672905017177,A,B,A,C,88.96836093081845,1
Veteran,India,Asian,Bisexual,B,-108.615815880086,D,37.4417419995165,C,-3.99622956413996,2.2650713810380623,48.23013076123509,31.796016919114155,A,E,-14.634072287271005,E,C,C,A,-167.09346735922105,1
Veteran,Mexico,Other,Homosexual,B,-64.26306726076612,D,47.61494074301101,D,66.61316183170811,-29.516143305297316,134.74096281477256,-28.204180192281935,E,D,-10.125307157082206,B,C,C,A,145.7442324690932,1
No,UK,Other,Homosexual,D,-13.499058997776272,A,-129.62359652193058,A,-30.802393910105746,-75.02243256333516,111.62692893047024,36.09107474807824,D,A,41.301873804614566,E,A,A,E,98.36947582032423,1
Veteran,Other,Black,Bisexual,A,81.46351767041293,A,18.28806789094668,A,8.659651124450459,27.493566645049327,59.0509826484494,290.8341463825535,B,B,53.93793843220411,A,B,C,A,-78.20920173343058,0
No,China,Asian,Other,D,-19.064778338397097,B,-89.72622349327195,D,49.60530828548618,113.67264989021058,116.53914266719528,70.72156691647507,E,A,-34.29954502731821,C,A,E,D,56.05248239528534,1
Yes,Brazil,Black,Other,B,25.792370822495187,A,-63.06049606705394,C,18.76722718036275,28.53904715192917,151.74583142052268,-105.79313385066185,C,B,-158.60284241000326,D,E,C,A,44.12909735790912,0
Veteran,Brazil,African American,Heterosexual,B,78.0664943276755,B,-59.7973562187633,D,-7.494977916405363,69.7078885801473,221.34443979509822,75.0309454475094,E,B,-96.57836972279267,A,B,E,A,-71.1110409581068,1
Veteran,UK,White,Other,A,57.07625116230728,C,-56.30355295332416,C,-127.10411820600744,-11.473744592273778,210.5264726535664,95.67052971996608,A,B,19.22257139660893,B,B,D,A,247.11622725618554,0
Yes,US,White,Other,D,70.86894304236398,C,-86.89073067684781,A,134.30051083055622,-13.242457280270159,-97.10234289378204,12.477718582304963,D,C,12.514366684578437,B,B,E,D,-116.80595113180938,1
Yes,Germany,African American,Bisexual,A,31.48665650736881,C,-106.14125910964827,E,7.8808489641490755,155.8343598250768,-111.06030873371455,59.602199027187616,C,E,83.96167226596998,A,B,E,B,103.55380245694809,1
No,US,White,Bisexual,D,36.08343063555098,D,20.786269756651603,C,-162.39643491551905,140.3330079436759,-97.94992934596655,-9.072370893976752,D,E,-104.01750312858246,B,D,D,C,22.219976682240034,1
Yes,India,Hispanic,Heterosexual,C,76.69504114225478,E,-66.60892705035185,C,259.9351045656596,-19.163197214341903,-176.6303142197764,-171.41312451059366,E,B,-29.203202355864917,D,A,C,C,-79.50418540457297,0
No,US,Black,Homosexual,D,48.697589256543324,B,299.6528372302735,A,135.85124421955078,-8.136392764939323,-113.8370756442894,-83.26521935521572,B,D,-149.7539237568398,D,E,A,A,56.00331205693346,0
No,China,Asian,Heterosexual,D,78.11590851225239,E,-60.610901511594186,E,142.9730777912096,99.63042364707779,-140.1310744856655,83.90429212730919,A,A,-162.24747102086553,A,D,C,B,-75.32491774016624,0
Veteran,UK,White,Homosexual,C,-4.865859676387645,D,71.2215709241787,D,189.53723653066618,174.5199975212696,-2.123628603141547,69.70506368465026,A,E,68.78103052547085,D,A,B,A,165.49452149455178,1
No,China,Hispanic,Bisexual,D,-54.48873439852685,E,33.28027538693365,A,-82.59505529196166,-170.22602415155308,-13.242647145943156,166.43607830507688,E,A,-15.63072267202903,E,D,A,E,-35.555106334887235,1
Yes,Germany,Black,Bisexual,E,92.99010187127294,C,79.7931046837384,C,-98.49947665325311,-114.18597392566807,-19.843351565582363,-151.7170481656833,C,B,-58.16680430355029,D,D,D,A,-71.40540510828093,0
Yes,India,African American,Homosexual,B,215.42948633737362,A,77.15143715389627,B,145.00705363874064,0.64886662683973,109.25487203185904,-29.390594273956495,C,E,24.754986647852988,C,D,A,B,-131.17811851932478,1
No,China,Asian,Other,A,31.35395554414957,C,172.05705996368695,B,8.645129179798824,-37.064737527716595,-183.5210935517828,-76.99472090516258,A,B,-147.17575991178325,C,B,A,D,-52.42083055414114,0
No,Brazil,Asian,Other,E,-156.1981327689102,B,-18.607311399794114,D,-142.11562420440316,90.08819966516408,-96.99308876432742,94.20094936618904,D,A,-188.45726101375982,B,C,E,A,41.9576363530626,0
Non-Veteran,UK,Other,Heterosexual,D,90.81238271615285,E,-86.56520258118178,E,38.339844563485045,56.096670612743104,-163.55385966737003,-59.53179893841977,D,C,77.43527857759214,D,A,C,E,75.01085602073623,1
No,UK,Other,Homosexual,C,97.43340255817505,B,-22.45637852134671,E,16.666718388447954,-24.536720074604208,-46.156681073104885,-54.659526398647444,D,E,246.378882774026,C,B,C,A,123.7679570626606,1
No,US,Hispanic,Bisexual,E,27.225689400911808,C,139.06772981824497,C,-81.94024967728059,78.26707822584966,-22.526134951188606,44.51313715932424,A,A,-8.09793559411315,A,A,C,C,-203.1887648268678,1
Veteran,Brazil,Other,Bisexual,A,-79.40460756404937,A,93.74298488234109,A,227.10489253054905,307.375368674216,-48.49647068451428,-123.00737524273724,C,C,-156.2052765546208,D,A,E,D,-103.14002732683507,0
Yes,UK,Other,Homosexual,B,-62.309823791789164,D,-45.794827739386946,D,59.59741899854405,-55.97993016586895,90.20736008778971,-19.84204043623676,D,E,-49.61267468538272,B,D,C,E,33.59441635144864,1
No,Brazil,African American,Heterosexual,E,18.64997341267496,E,-48.76914267804374,D,23.019172875789355,-16.81170422383967,-85.96629778775613,102.34522598889309,E,B,-198.51837845550818,C,C,A,B,96.9528067107562,0
Non-Veteran,Germany,Asian,Homosexual,B,-12.014980251255816,A,-57.525599148013704,A,-77.79289313067889,-114.48799852442207,4.281063152098068,39.15558243315093,B,D,-32.43318416443748,E,B,D,D,130.00703720167166,1
Veteran,Other,Hispanic,Homosexual,C,4.2558850307123715,E,113.70013404646629,D,57.19830403127706,-63.14831808725651,-39.57056466492223,50.972427150218415,A,C,-20.100340616801166,B,B,D,A,-31.30915286516405,0
No,UK,Asian,Homosexual,D,-21.956663667187463,E,28.671237395854853,D,191.0555310251051,32.44654240637922,41.525468525583904,101.09292658553304,B,D,-11.688145963736234,E,E,B,A,-36.330189346410585,0
Veteran,US,African American,Bisexual,E,95.16612057930479,A,-51.930744983807934,B,193.49463199813155,83.11972628780374,-6.2831960661902215,105.47206146862915,C,A,30.03178721364026,C,E,B,D,-44.650101175560245,1
Yes,UK,African American,Other,E,22.188237649466316,C,19.32965451561247,A,-94.261638376975,62.874501355708524,-47.77742408986543,117.98395419329317,A,A,-0.7390854153603391,B,D,A,B,-56.96530709432227,0
Yes,Other,Hispanic,Homosexual,A,-31.675347045496604,C,47.13910319858803,D,202.36710869206118,94.59694684210814,52.086717599119645,99.61672814993744,E,C,12.793363790873183,E,B,A,C,-65.97557484355055,0
Veteran,Germany,Black,Homosexual,A,94.46033615313456,E,114.9593931958918,C,-166.26027472141806,-6.864865978894564,-107.833882534403,119.66799887359696,D,A,-68.54179881479723,B,B,B,D,320.61005214553467,0
Non-Veteran,Mexico,Asian,Bisexual,B,65.34232862010703,D,88.23202878134096,E,167.8709372071199,49.74899550247503,105.93540731898791,-44.745476179562694,D,B,93.32823951508875,B,E,B,A,-100.16533223993773,0
No,India,White,Homosexual,E,-22.461353645667035,A,63.92495035417631,A,-4.475442462914923,-79.14284738031677,-105.17329192730176,-48.868791341178245,D,C,-118.59194105361068,C,C,C,A,2.0762692145297335,1
Non-Veteran,US,Hispanic,Homosexual,D,30.686362221381547,E,178.1568041010086,E,3.48784607501883,41.54056977751273,81.38763086364781,-77.79229739381907,C,D,-187.3353329611173,C,D,A,E,95.89404851449895,0
Non-Veteran,Other,African American,Bisexual,E,-200.2740519441594,C,-75.58561878830915,B,69.95891013600763,-152.14589313024206,7.838075546809262,199.95353951445813,B,C,6.446172355681866,D,D,B,B,39.65216683093732,0
Yes,China,Asian,Other,E,-127.4187450600468,A,22.03237013447608,B,-49.88265134262282,55.19132783425871,-58.193510747759525,213.45283600169873,C,B,-78.93796378859376,D,D,E,A,-46.13368325628752,1
Non-Veteran,India,Other,Heterosexual,A,185.48586986696932,C,41.23025057119766,D,-172.03024159659157,212.69097502206935,7.37476489609405,54.62115227293678,B,E,-9.73133235331959,C,E,A,B,-55.64343111271123,0
No,Germany,Asian,Bisexual,E,-106.66274808579814,B,42.118543673810606,B,-58.11425391208456,-139.43314393311505,-170.23652812296513,-79.89124057550539,C,A,-24.560731879006685,A,E,A,E,-68.08343530836244,0
Veteran,Mexico,Black,Homosexual,B,49.92908562202281,A,48.79136287563075,E,-59.73769494792142,-52.73860240752448,-67.88670325214753,169.0018504368729,D,A,-66.1108719523052,A,D,D,D,97.98682940682912,0
No,UK,African American,Other,D,154.58501982993042,E,-34.61033650755004,E,-79.65335014023125,58.420288215035434,34.97038292686969,-46.260056093323186,B,B,-68.07650790831262,B,E,B,C,34.65918219098808,1
Veteran,Germany,Other,Other,B,-85.31817209929231,B,113.90255305676685,B,-82.43365853901615,71.95660898858898,-74.74910451504041,-16.84996236070216,B,A,0.014142753069753072,B,B,A,B,235.5591195198468,0
No,China,Other,Heterosexual,E,25.087090567376478,E,-15.114478821029206,B,132.14001243753643,-56.692953369259534,40.723108862065,-63.05639865167758,E,A,100.33917036912752,C,A,B,D,-22.103995807141438,1
Non-Veteran,US,Hispanic,Other,D,49.345998623016364,D,-19.944767181352994,B,-47.65325050861527,123.24161273248728,73.73595567047386,242.86017483138903,C,D,-32.9056161481906,A,C,C,C,16.177570318825232,1
Veteran,India,Other,Other,A,-118.26058231812753,E,-106.34332609970104,E,82.23846235780644,148.81616109720923,132.43166520687407,-97.79551341004252,A,A,-134.7169537618961,B,A,C,A,224.79713576564052,0
Yes,Mexico,Other,Heterosexual,B,-7.289305715736622,B,-12.671101332639612,A,124.86101663123017,84.08415952284446,18.39664775368537,-34.39650543362543,E,B,79.92915201553717,E,B,C,B,-39.831158045026086,0
Non-Veteran,Other,Hispanic,Heterosexual,B,81.24136979718007,B,-59.26309412977915,C,52.19963562565204,-19.767568151444515,-84.71772866617141,-18.793249595938875,C,B,87.8438137276245,A,D,D,E,32.64229550600748,1
No,UK,Black,Other,B,66.42864171021257,A,-26.050216434368583,E,-2.403142713173333,-1.6379126066826368,-189.02580064742153,57.92972666691719,C,A,-19.434047856291834,D,E,E,D,-39.515745463863546,1
Non-Veteran,Other,Asian,Homosexual,B,-84.7132118397917,C,41.84610756826809,A,-179.82388810441455,68.98266382685249,18.272969213488647,-33.02221309768474,D,E,-92.92105598170981,E,E,D,A,171.3095086437783,0
Yes,India,African American,Bisexual,E,-57.74693109351197,A,-1.967285649876728,A,84.54372501637938,54.07541700497421,67.97131230883501,-27.151572683193564,D,C,186.50395743323807,E,A,B,E,5.40715606565711,0
Veteran,Mexico,Asian,Other,B,-104.69106181779335,E,-90.59219987828223,B,-59.060071205039144,-34.697508925177665,-308.30561547796077,-27.89491156290303,E,B,102.74330102303244,B,C,C,D,-66.57143406184159,1
Non-Veteran,China,Black,Bisexual,A,51.81831092829034,B,-26.114772983093882,B,39.82803892651469,64.97758822604123,-35.59292600783306,101.44592469390395,E,B,135.05032824268218,E,A,B,B,-154.4484121019583,0
Non-Veteran,Germany,Black,Bisexual,E,5.574317373885784,A,91.33581207108118,B,204.38431670725078,88.08510209131143,-42.94122467862109,206.4988267542602,D,B,64.4673694762657,C,D,B,B,-27.186343389963007,0
Yes,Other,African American,Homosexual,E,-11.586341703019531,D,14.674775986242288,E,-118.28323908789919,-86.0656885333347,-69.53277204474068,0.9699739506336226,A,D,87.38239615964623,C,D,B,B,-116.37263096870021,0
Yes,Other,Other,Heterosexual,D,-62.800489210051566,B,153.04564475354238,B,15.322777735985479,28.411045662714763,-217.59923321326272,-118.48580752515814,A,D,-52.514586263561036,D,E,D,C,-107.1320158066301,1
No,Mexico,Other,Bisexual,D,8.9431942840197,E,2.4596165310270592,B,164.79260327213672,-132.9582635546969,57.98028896265141,34.46595512375501,B,E,105.78175112546543,D,E,E,A,29.70303807424352,1
No,Germany,Black,Homosexual,C,23.26674826568619,C,167.10748263531286,E,-221.85807906585939,-98.61540444232676,26.98640107131191,-17.153633769016235,E,D,42.52066619101919,E,A,B,D,59.61250508667033,0
Veteran,Germany,Black,Homosexual,D,-9.872213126961437,E,-59.43924375810623,C,-169.9615818506801,112.0148574414521,-45.369612046700496,-136.271309388207,E,A,115.11708381400045,B,C,D,C,-1.3851536983752453,1
Yes,Germany,Other,Bisexual,D,-76.19232555700643,E,154.36810030169696,B,-127.06718084674289,70.32414938319961,20.019842465869488,-220.65031917542254,A,C,-66.95444352037336,C,B,C,B,72.89286902791585,1
Veteran,Brazil,Black,Homosexual,C,32.36567542062074,B,-14.72811018808096,D,35.50054312254861,65.95623492885028,-90.61433390816185,13.395062991727311,E,B,8.286347895974403,C,C,D,A,20.819358355210884,1
Yes,Mexico,African American,Homosexual,C,-111.07420088868135,B,-45.561930204207634,E,51.65461837494656,-50.81082837386292,-25.55443603318361,279.27064416187574,C,C,-126.6652368948499,A,A,E,E,36.46236108647995,1
Yes,UK,African American,Homosexual,E,131.0753143203185,A,163.71959142478778,D,135.63494780266777,-14.094190148763474,28.465269047027764,3.2209225488785393,C,D,47.064792355290166,A,C,E,D,114.26230818238355,1
Yes,Mexico,Black,Homosexual,C,92.07898993783073,E,-59.16990988371261,A,-26.945213354029168,17.025549319069498,60.69819386278543,-120.4034315772859,D,D,-76.73587076596753,B,A,E,B,24.346568756685027,0
Non-Veteran,UK,Asian,Other,D,50.65180860799864,D,-292.7385295831321,A,-61.67682674780441,93.21333452760808,-120.8595263357902,-45.032258647224204,B,A,211.08467344630353,A,E,B,E,-115.31248048576894,1
Veteran,Other,White,Bisexual,B,29.67657625026202,E,-23.572709997771828,E,-63.266247221179604,39.18625210615954,45.80975923480996,100.8066181981899,A,E,-30.15647609074052,D,A,B,A,-7.219884472888594,0
Veteran,US,Black,Heterosexual,C,-32.82189583411977,A,129.41542200742808,B,35.148472413351065,137.5171907557845,-14.194781275192813,99.99843065329489,D,C,-34.1216658275513,B,A,A,D,-45.83926966342211,1
Veteran,China,Hispanic,Other,A,53.05924191301258,E,-54.48628606429302,B,-24.512132163287294,-244.76789531189132,-126.81714170614768,-18.815376469993893,E,A,63.959186057779206,D,B,A,B,-66.73827982239769,1
Non-Veteran,China,White,Homosexual,A,0.1023513267253944,B,100.77585108579446,D,-36.073670884130564,-201.64959548919546,146.1534822574003,-76.24105681321475,B,E,47.33351241023201,A,E,C,A,-86.99828407770414,1
Veteran,Other,Asian,Homosexual,A,-106.16205633725191,D,19.402690194944853,A,107.46621946527559,109.47977029695674,-55.60645209231209,113.51463570435459,B,A,-163.78397064232897,E,E,B,A,-56.083917635553874,0
No,Mexico,Other,Other,A,-68.81434947309128,D,-39.06657655393929,D,-58.56276165257469,81.66283977288988,51.225841014542084,-61.62226057018283,A,E,91.91938144082819,B,E,A,C,118.63702882508045,0
Veteran,Germany,Other,Bisexual,E,-48.18494873257024,E,179.167193955264,C,-50.763215496312185,-168.34066394927078,34.96289997664018,-86.80306754473314,E,B,-21.87494639091828,D,A,D,D,-4.573014052604382,0
Veteran,India,White,Other,A,80.69518951861077,B,-22.8708172983645,B,-84.07466615352234,78.94413615254038,25.035565709006967,62.30543037999527,B,C,110.15633200158452,E,C,E,C,13.607696152878002,0
Veteran,Brazil,Other,Other,B,118.98486849990392,D,133.8449159902499,A,229.21870600147406,-280.14641687042035,106.06741798923949,-237.26268650842178,C,A,19.567177231871767,A,A,B,B,-12.61090091930018,1
Veteran,Brazil,White,Homosexual,A,68.31525196017768,E,-141.58173841556405,A,311.1956217539579,8.015467968608942,141.12979422556896,-42.02980019926355,B,C,122.68763197243506,A,A,A,E,32.24546491818549,1
Yes,Germany,White,Other,A,-36.88225477259854,E,-0.9080142564482885,B,17.127576131367956,-51.525060476575256,14.799624763229517,-75.9534428048847,C,B,-10.180862910767754,A,D,B,C,128.56333008621664,1
Non-Veteran,India,African American,Homosexual,E,-8.447203188446641,B,191.31872453736904,D,21.73014128841966,24.513419219499134,16.400906534138937,-178.50679619857493,B,A,8.784053728492081,A,D,D,D,-29.930857244514442,0
No,Other,White,Heterosexual,C,72.33220866899124,D,-29.631213229917318,E,81.97197580093423,205.39509706185623,-73.06983473281711,-246.70424064877272,E,A,39.31677647866134,D,D,D,A,77.24889288001303,0
No,Other,African American,Bisexual,D,-199.495455395279,E,77.81533634843858,B,-66.93061751380576,-4.596721255596421,229.87846693667478,-4.259208895793888,E,A,262.9050951698539,A,A,C,B,-162.33612393844714,0
Non-Veteran,Germany,Black,Other,D,187.339588005167,E,64.13676597461637,A,-177.47293974716598,-129.46560666309915,1.4224605441647744,-111.20184284560861,B,C,-67.7007447421747,E,E,C,A,-117.15203749572376,1
Non-Veteran,India,Asian,Bisexual,A,58.592101544932454,A,53.129213108355,D,87.2147662732161,15.52008590553084,-39.593551491836905,49.061909645932325,A,C,35.374781003636244,D,A,A,C,-49.66121011869614,0
No,India,Asian,Other,E,-133.25371156014685,A,-20.59403382268375,D,-144.79663064790068,-13.48109700572538,-22.31143306446145,-42.688230406595764,C,C,-18.295524562099807,E,A,B,C,-148.2541457751953,1
Veteran,Germany,White,Heterosexual,C,38.78466850025403,B,-66.08547431334301,E,280.15385684991367,18.051962465238212,-4.452956227242632,-62.18713213807244,B,E,19.815462870641756,C,D,C,E,54.15045031234158,0
Non-Veteran,Germany,Hispanic,Bisexual,B,125.92357791307032,A,-33.9973256713859,A,-29.92273606707837,30.830642436928734,50.09490944456495,-105.65635333922884,B,C,54.41764680212224,C,D,A,D,126.49978613182545,1
Yes,UK,Hispanic,Homosexual,C,-16.77483261832662,D,-14.19051089407951,B,78.11900154748302,29.143457953250234,96.2412797820963,-43.85290409682885,A,C,79.1540202247859,D,B,E,D,-138.85993194441235,1
No,UK,White,Other,B,-62.067811060556224,B,60.21028158259788,C,73.80783738332748,-4.810852263506964,22.178627227485993,112.42702022114524,A,A,-80.33073318708823,B,D,B,B,-109.8357457925617,1
No,India,Hispanic,Bisexual,A,19.6961964236706,B,18.423895392257997,E,-124.08093755727268,-37.70857202141719,-54.97751816413696,35.61688726415998,D,A,13.164894531885082,C,E,A,C,-20.312618560737146,1
Veteran,India,Other,Homosexual,A,157.70433595932488,B,141.36894739580848,E,48.04573610449257,-72.01127280901149,17.620174252700664,-101.14994179975096,E,E,114.59026294937762,A,C,B,B,135.8482072596197,0
Veteran,India,Black,Homosexual,E,102.84955467738195,E,-46.216728764309366,A,-132.51286022072284,-91.66082088507098,-30.96727778006288,-9.184996444960483,E,E,63.573471879649645,E,B,E,A,5.217578955513123,0
Veteran,India,White,Homosexual,E,-86.50362837960552,C,26.862927002314258,D,80.70597730340552,-145.4878106130702,123.49925919309544,101.63637862872538,E,B,-87.38364969067518,D,A,E,B,-117.00011414414288,0
