married,disability,religion,ethnic_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Divorced,Mental,None,Asian,128.7658438468219,-56.69469587295236,129.0534098318458,-2.53524041308023,-30.502755675323918,A,150.28654684266843,E,A,-77.11736308376463,B,1
Divorced,Physical,Christian,White,-18.241640021652703,44.79117879786178,-200.90917518385237,28.533241360784917,68.86168670434446,C,-5.43649068870892,E,B,-157.03962626107437,C,1
Single,Physical,Other,White,-36.70292337040987,52.224711587362016,-25.00733576841511,-24.496681992857607,-126.98669867688766,B,-11.069690223325656,D,A,-52.295583914888454,D,0
Single,Yes,None,Asian,-21.020050207566843,-40.541460279232474,-112.28592093502583,-192.2965998893097,26.33824435915336,A,-65.12343668189264,C,B,71.74709441331134,B,1
Widowed,Yes,Muslim,Other,104.92301501802575,74.87631901267719,66.11183702990263,-107.75358688619166,-70.18754240778726,C,121.00038112674822,D,B,42.47462653847749,C,1
Married,Physical,Muslim,Other,-56.1752321698158,135.45012480408536,-98.09105637690814,-39.380797166355244,-154.65626324727342,E,16.974669574693053,D,C,-141.75730136418508,C,1
Married,Yes,Muslim,Black,-13.776596403628243,-43.97817112824801,128.40693055124527,-72.77838809365568,-34.66156471696217,C,9.289215300208616,D,C,-33.892512679385966,E,1
Widowed,No,Jewish,Hispanic,154.07578689042165,-104.3333254591064,148.05539616534688,-70.8386360571559,-56.857740891373886,D,-44.808708082883605,B,A,-168.05601232210267,A,0
Divorced,Yes,Christian,Black,236.1785698734159,83.55042074749622,-14.797022839249028,-8.84955382663168,-22.199124230730973,E,184.811727782846,B,B,-16.311282309310748,B,0
Widowed,No,Christian,Asian,-86.9816685844793,-131.9554297322694,-213.83979235327328,127.46840590618207,-84.83895611318795,D,-14.114372567840288,D,C,73.56359288989873,A,0
Single,Both,Hindu,Hispanic,-247.99764145212944,99.57570928765044,66.97603284889578,13.133144657009762,136.2358004044691,A,65.7212709674659,D,B,-168.39105905250446,D,1
Widowed,Both,None,African American,-69.84327863596033,23.53573043376443,-17.059004446279868,68.95034540992488,5.5070077494061405,A,-161.21441548918506,A,B,-74.59437866497292,E,1
Married,No,Christian,Other,41.5238467205913,-6.965539653829906,-51.38181715827418,32.7623976630928,-6.699411274977285,D,40.304228310240184,E,D,-64.96321587087535,E,1
Divorced,None,None,African American,29.6915412877062,27.145045016058784,69.31623785484082,67.18788891911936,-18.347214402542868,C,-62.43913299844678,B,B,-106.88818706622538,B,0
Widowed,Yes,Hindu,Other,16.92807316085703,95.81246805989369,-12.66870170376318,-25.18148478802173,105.22719962896419,D,-167.0046383657801,A,B,158.2558702111903,E,0
Divorced,Mental,Buddhist,White,-40.14810852280911,-80.41577639620313,-147.50965406175536,-30.271837070378243,-138.38405390523675,E,-41.93662505172342,A,E,125.63726685333107,A,0
Single,None,Christian,Other,-93.29498806158657,30.06972986509911,98.29289547468719,43.17046300312285,-203.91959885812838,E,3.948133116902819,A,B,109.09158258946974,A,1
Married,Physical,Muslim,African American,-47.48380845015619,-24.50154013361195,-18.60979521991658,4.702775041540173,75.80420404540065,A,-27.22418441232882,A,A,67.1367356970891,C,1
Married,Physical,Buddhist,Other,197.94067673356335,-34.35702609298289,43.28035497637393,-19.16178843814586,-109.47409939716289,C,168.7937637838378,B,C,-39.69297452225444,D,1
Widowed,Yes,Buddhist,Asian,-12.837806318018064,69.09502067102808,58.35149750185394,148.0169824672472,-126.44734016246531,E,12.136585503702344,A,E,85.69429052505356,A,1
Divorced,Both,Christian,Hispanic,3.2540941883572714,4.244394129742154,-8.111184012778539,-47.75006266599907,138.08166914578496,E,66.44786523305187,E,A,124.28170170892263,E,1
Single,Yes,Christian,Other,-117.41177870512544,-69.26238904659596,5.233105004162537,18.56280094804356,90.732471378504,E,-49.83899363197077,A,E,75.19470736928052,A,1
Widowed,Yes,Muslim,Asian,-122.52661226609283,56.79958214387084,-88.58136627551949,34.59003030047182,74.0981724912903,D,24.189348871323183,B,B,102.93856510113528,E,1
Single,No,None,Hispanic,-82.91009957973588,13.283381847614395,-34.10885099960794,-129.05278123806727,-13.30689831241944,C,6.901024388604961,D,B,-29.963160989300814,B,0
Divorced,Yes,None,Hispanic,46.84644038260408,-61.311638708324956,-49.31959628056535,-5.316914235942132,105.83269185244721,D,31.971938012647893,C,C,-187.02828219659963,E,1
Divorced,Mental,Jewish,Black,74.16059529467121,-143.98371211321265,100.30146399139485,15.290027828642536,50.232621529142776,C,232.62119155296529,A,B,-37.59293377542511,A,0
Widowed,Yes,Christian,African American,-13.037474098908882,14.791806330890827,208.24982857630707,-86.8125760380973,14.48034425418907,E,27.861327774307792,E,E,-94.44142143365822,D,0
Single,Yes,Muslim,Black,13.446945801019577,-42.865915798772896,30.090674936423444,112.36453013508547,22.335550205099956,A,-138.09857294290066,B,E,-31.338461284328034,E,0
Widowed,No,Hindu,Black,-30.61901231335994,96.054099414367,132.1965611896216,-65.78066694761675,55.21192015863655,A,34.38891984618856,D,A,130.01527026922082,C,0
Single,Both,Christian,Asian,-62.76823677509984,25.446483300153687,-58.670537255623536,-8.554690487115407,-0.8025218024096695,E,-197.6987102922181,A,C,-153.74098939700397,A,0
Married,Yes,Muslim,White,-45.97752908815964,-54.261972741159695,30.91651035780942,-15.15464363637232,-121.27454186004294,B,28.796628651220395,A,C,62.725574028377174,B,1
Divorced,Both,None,Black,26.13655236348218,-33.44435245757874,-36.92297086955093,-161.51138345561924,68.5499176613136,C,-90.41392156134343,A,D,45.765580626298245,A,0
Married,Mental,Buddhist,African American,-19.376147231665808,-162.03434253960776,-73.08141285843732,-11.252189825756034,132.24330234407378,B,-51.601670433420765,B,D,-5.298626820514342,B,1
Married,No,Christian,Black,152.81504214105973,73.48171740940215,-91.50679805643513,71.55750009512876,33.787925364804686,B,-73.93487856012828,A,C,17.571528243081946,D,1
Married,No,Muslim,African American,-35.42927386876484,-33.979052140410396,-161.60219978012626,119.3765263584282,24.633842740792904,E,133.32016235376412,D,C,128.0964520778592,D,1
Married,Mental,Other,Other,67.97371616934686,-76.79396413621919,101.20641499031706,4.943413672531584,28.35317182411064,A,170.97753279698543,B,E,137.15479690559673,A,0
Single,Physical,None,Hispanic,32.767591205748595,-61.69634742069697,-78.99815312268657,-76.41432145763233,71.17434059394732,E,134.45284037968293,C,D,-98.47604839007774,A,1
Widowed,No,Hindu,Other,21.61523942670767,57.57719803842248,40.30013220785964,-118.80582431338934,-48.415859347302536,E,-65.17027579067378,A,C,60.735137298507205,D,1
Divorced,None,Other,African American,199.5279352696878,32.319485462934445,31.570406750895017,96.67695145922596,48.22985808907912,B,107.49617181205262,C,C,-12.542591872242223,B,0
Married,Both,Jewish,Black,27.189091501150823,45.25622459238134,-42.73163705842417,-35.442872704972984,171.3224553498249,E,-115.24651734961668,A,A,159.10293840159454,A,1
Single,Physical,Muslim,African American,-39.15563984445979,-46.22357741113954,-74.35264498081283,-79.09886382238496,222.58050159433563,A,37.32707449567926,E,A,9.136812722011493,E,1
Widowed,Yes,Jewish,Hispanic,88.0470040975213,-22.30791537167817,15.112190175136298,-47.25835928770437,11.560064280444841,C,-68.55144093165009,B,E,-27.41624874972011,D,1
Divorced,Both,Buddhist,Other,-184.23806163482638,65.99584241996472,-59.50637285851258,-51.855558316599826,55.40566526692155,A,-8.354100916183297,C,D,15.02579136758422,A,1
Widowed,Yes,Buddhist,White,-101.25607989374265,92.62890231233798,155.43206136826913,170.5976687567502,-35.84625694364455,D,25.837246174332456,A,A,-8.923802914764105,D,1
Divorced,None,Jewish,Asian,-142.87000929854716,-158.6296508435953,-6.500179903499867,23.10983843810478,1.978861163306996,B,18.98532348303082,E,A,-94.3079428204045,E,0
Widowed,Both,Other,Other,60.54629513955189,-57.50633251838303,139.47473680238375,-39.7229220192603,179.61375534509193,D,54.39311374235633,D,D,-81.941341779215,B,1
Single,None,Jewish,White,-41.62062689304662,16.205656993408475,-32.79087224348157,-173.55384141678763,80.6845040363068,E,-20.115406917625016,E,E,-102.61528441208105,D,1
Widowed,Physical,Other,White,-93.66357516292084,222.6277661668511,55.92752033052805,-62.56104717794989,61.19170247285243,B,-76.68100571365358,C,C,-153.53347201084145,B,0
Divorced,No,Christian,Other,-121.30238055339923,61.71601560394818,192.1114003707442,64.11888649076423,96.11589843070153,B,94.02604296207808,D,A,-106.09084487485293,B,1
Single,Physical,Christian,White,-16.396558199380028,-94.31279770292991,1.1591165739908917,-73.51346790094317,-30.68522212835831,E,-62.93520566758901,A,A,47.934939987949704,B,0
Widowed,Physical,Hindu,White,-1.3581301738766263,12.675933243366899,-41.76593586317194,65.3693586867532,27.080979455996395,B,-141.7310558459736,E,B,-58.99572706978583,E,1
Divorced,Mental,Christian,African American,-73.55446615786492,50.40823051419433,227.8843255245318,-58.45649003444326,-52.0734059816884,B,-67.19308263488048,B,C,92.40061871880127,E,1
Divorced,No,Christian,White,270.809446226958,-45.058798224605255,-145.32247817332888,159.48146899888172,35.762122162699704,D,-75.51322930265704,B,E,-6.444403205390982,D,0
Divorced,None,Buddhist,Other,114.27304814024919,43.79918648679454,11.601235072318534,-48.66760040517107,-122.09846138146969,D,248.21928784601147,D,D,-20.10568850822098,D,0
Divorced,Yes,Muslim,Hispanic,-53.58152366337586,25.05374796334544,29.567659793316288,-11.351252534740091,65.6972167262345,E,-70.70745532850167,A,B,-162.4475151737706,E,0
Married,Physical,Hindu,Other,-9.871122973770282,-39.93420202643122,-8.739371584824136,-43.13216298924733,92.2433975268741,D,-213.11140624915015,B,B,-152.22600826828463,D,0
Single,Physical,Hindu,African American,-1.1279691540631789,26.510968410200462,-11.858043708106457,-142.1075907379793,78.61510272717818,D,66.09602709819269,B,B,63.83597940322895,D,1
Married,None,Hindu,Black,15.174682762186764,-10.228649680849273,115.26794065388957,28.093937277144505,-43.97445201177902,E,7.363217495463492,C,B,23.944448259426352,E,0
Single,Yes,Muslim,Asian,-143.82336767736402,-253.08535523422742,0.27545683868841975,54.16167261484062,20.800850774399514,C,-142.13939129233825,A,A,103.78232545069545,D,0
Married,Physical,Other,Black,-100.35478637625899,79.21216229146738,-79.55073583330908,13.10299070454791,-340.31050332665217,D,-215.70814414788848,C,E,36.271042952055616,E,0
Divorced,No,Hindu,Asian,-20.62590929706694,82.48343944846916,39.3800035500812,68.25850183137766,-126.06654822262426,B,40.79014685187721,D,B,20.62470142002245,C,0
Single,No,Other,African American,79.18393840332476,-129.727827457894,-9.532302072012092,-35.57128266132105,22.69639545083694,D,97.5704899312377,E,A,-39.63566524604249,E,0
Single,Yes,Other,Black,-119.23986594897585,21.530334148612415,90.54821791310574,-136.51908225867024,51.67271591397819,A,-89.40009526661338,C,C,47.456130024848854,C,1
Widowed,Physical,Other,Hispanic,29.613034660759226,-24.145736888034524,43.28930184526835,-8.31965450126313,-142.75282122754234,D,12.574028995406447,E,C,90.30031086783015,E,0
Single,Physical,None,Black,-71.3916026043036,-1.5046231043240172,-99.79996440655366,-79.31423576617051,8.070506422038754,A,-187.42828990488587,C,A,-67.53352102592358,B,0
Divorced,Both,Muslim,Other,100.08981892090051,163.93397511169914,-48.01523151776499,-42.59184778452347,-28.168965470720313,D,-45.233702899066685,A,D,-77.53211609367693,D,0
Married,Yes,Other,White,146.67418775451668,93.21931549012692,-14.605302269880013,88.86378621872127,-94.43037901198723,D,-81.08632007764218,E,B,-72.80274131458164,C,0
Single,Yes,Jewish,African American,-69.87654921134187,-103.1042843803149,-70.19134151642415,-9.942024797970921,3.6086011334391244,C,12.736276944607319,E,D,-156.33231552937508,C,1
Single,No,Muslim,Black,63.842834376215365,-325.03436934431693,-3.899825326892604,203.82777814572654,146.3188252985623,C,-73.67233715907787,B,C,184.45270006208332,A,0
Divorced,No,None,Black,147.1474217966231,59.44639747346986,20.926762634099006,2.0236406224714,-86.26967565531044,D,269.2958504613036,D,A,24.372795191907777,A,1
Single,Mental,Christian,White,109.75863367807915,132.20905904103196,-254.7513600003915,61.345501968311346,-212.6530020169573,B,77.57680194909113,B,E,29.678759412848336,B,0
Divorced,No,Jewish,Other,43.01436047225622,113.93286761076062,218.11693881461048,-128.941671122436,-143.2866863528029,B,-105.27760337977321,B,D,136.49324321226405,A,0
Widowed,No,Christian,Asian,-129.5800103589084,46.45067964323884,56.953700421417416,-20.21369228840483,47.29074337828363,E,124.7618846119337,E,D,14.661272445453491,C,1
Married,Yes,None,African American,-94.07964186740162,-75.82589922899065,152.99987107483065,44.35122524873674,-221.6332926253721,C,178.7587474287469,A,D,-11.16721324762802,D,0
Single,No,Hindu,Hispanic,68.66520694025307,29.520996965692753,-60.74543535545291,21.925564541637385,78.22764496098713,C,-54.78051362422932,C,D,-26.22798165731154,D,1
Divorced,None,Muslim,Asian,26.121130108281598,80.95789522456026,153.2541424968355,-22.586547076248475,-22.962318082371226,C,54.3728983795836,E,D,38.82466590727489,E,1
Divorced,Physical,Jewish,White,32.38834618868847,69.64119921305517,-28.561951179983797,-11.84511513146985,147.097259860628,C,-187.85312857430716,E,E,178.5448633047525,B,1
Married,Mental,Christian,African American,63.754583800030254,-0.7766386695466859,-52.64157458243144,-66.4244049353881,64.8672949590432,B,-57.14136841075481,E,B,-64.31307296377169,D,0
Widowed,Mental,Muslim,Black,-24.746700689390476,179.44274525871361,88.57503798364009,-25.445922217053102,-26.362935433672273,B,172.02411964137337,D,E,90.95476617798526,E,1
Single,Mental,None,Asian,61.44584398115761,87.541496489095,-81.7266226449972,-16.208618366594017,159.2756784814094,A,-42.503116814939915,C,D,67.50942374617891,A,1
Widowed,Both,Christian,Asian,115.48442515434027,14.895495889152938,-64.82073102622931,143.84600485752634,118.45533447618509,A,-15.180095131692331,B,A,-117.3633899613042,B,0
Divorced,Both,None,African American,-148.6649653287585,51.0346756302988,155.18707159146072,51.838816449366945,31.576605885846565,E,34.00326887772784,B,B,-28.03629743154044,E,0
Married,Both,Muslim,Asian,159.6218496507866,46.909920873919724,145.18371508113376,20.843553268267172,58.14187146785081,E,170.83139719509012,C,C,4.743654155516643,C,1
Married,None,Jewish,African American,48.75158954767403,25.711415162252898,44.152033501473454,-129.03030381856254,62.934719722480914,D,-66.21700652836562,E,E,-0.8605174081213476,D,1
Widowed,Yes,Hindu,African American,-8.791386518461286,28.89540458601966,98.64281178894927,12.933611373459389,36.21867395806838,B,-11.979044851994013,A,D,62.75258873597942,E,1
Divorced,Both,Other,Other,-99.17631144445198,-44.21837964529062,48.184990097344595,175.74566117328428,124.24222848479312,A,50.940891205778314,E,C,-24.368269754998618,B,1
Married,Yes,Muslim,Asian,189.66328184598456,7.571875524502303,72.36327718429364,-37.04511941511534,9.208329194496477,C,-184.08341303596208,D,B,97.3948497138106,C,1
Widowed,Both,Christian,Black,119.04718384243012,69.8929433748191,-152.68994152888627,-20.26366565057558,-125.32307586655493,E,61.50298703192375,C,A,-49.12607599762854,D,0
Married,None,Jewish,Asian,77.83760951925778,35.31227478996747,76.64645595009635,-50.340974114192186,36.03332075896471,A,-119.9797747192798,E,C,-60.07372164853696,E,0
Divorced,Yes,Other,Black,38.05932052235115,-75.79687233358531,-19.124717983075747,177.15587572823148,-37.43180497635408,C,26.851142331363764,D,B,1.9404884145839716,D,1
Widowed,None,None,White,61.66599138750109,40.82374831961127,-30.856628175660823,50.53410968940605,70.2873415798371,B,310.02376607338846,A,E,36.699796846300906,E,1
Single,Yes,Hindu,White,17.25789872931049,-19.15933999257798,-50.060444122163474,156.86820964380325,-142.61732314398202,C,21.03496627455127,D,B,66.3018672145459,A,1
Single,None,Buddhist,Hispanic,-49.928511866525554,10.29783953011064,-26.847441114150918,-5.760289027640267,18.248866797846304,E,-51.05415963474217,A,A,7.186395874938777,E,0
Single,Mental,Other,African American,140.18231717925835,27.763612890554878,-106.57766154596733,-317.29861977555043,48.984590717941416,E,-23.73035074516614,A,A,-125.93951891352535,A,1
Married,No,Jewish,Other,23.19848681026481,-159.59324848961631,99.87630634530345,29.322851403344174,39.45359000666982,C,223.83983062591096,A,A,-50.50859334967426,B,1
Divorced,Both,Christian,Asian,331.449917680002,34.99552278119382,25.370801063734984,-138.9896392908122,-0.4837152207678591,E,96.55597303577156,A,E,7.314723252499039,E,1
Widowed,Physical,Hindu,White,-12.26545482224626,-88.51788340189529,48.52945699360405,36.41829934218189,-61.3270176140962,D,252.60637421948385,B,E,131.50083630413337,E,0
Married,Physical,Jewish,White,121.40459894412263,123.76256920557982,-28.7409927679281,-57.15352419407227,142.85331941274305,B,107.10281391671597,C,D,54.12639027533848,D,0
Divorced,Mental,Other,Other,-143.3832956507851,96.31745523281712,150.7465061580901,-85.646900936835,-121.54183145470631,D,3.861470661370687,E,E,-120.67978632565766,E,0
Single,Mental,Muslim,Other,23.877311950551732,-189.2763531958707,-84.71347049223958,59.573946082122035,-142.34300460438294,B,121.58413671447053,D,E,-139.9681969056881,E,1
Single,Physical,Christian,Black,-36.08467935277226,64.46075687088678,-134.53729914599222,-30.93824974746987,72.1995977636817,A,166.33972893449507,D,A,2.2986983573904736,E,1
Married,Mental,Christian,Asian,36.55150372394026,161.0427705372448,21.30000086997047,-4.855639392148185,54.99505224647465,D,4.786960144192067,B,C,201.98693748620542,D,1
Single,Mental,Hindu,African American,23.74013042341132,-127.7569322714327,-87.8453159616811,-28.180035139489977,127.32626062300092,C,23.59447357149786,C,A,66.12809589936948,D,0
Married,Physical,Hindu,Hispanic,21.94208238291392,-16.137968803607798,-108.23122734651575,-41.65940579117438,-32.54407067861681,E,-74.9293308015849,C,B,13.904271701168152,C,0
Divorced,No,None,White,-33.50577539431597,-220.8113443298599,49.563857023323216,17.526559376222597,-67.41744160482102,D,44.47510483715622,B,C,-194.01259664567877,C,1
Widowed,Physical,Hindu,Black,238.48344480606647,-17.08683564469247,109.84950396746318,-5.759083393242216,-234.4881156053659,A,-90.1718823129768,B,D,-3.603014890105948,D,1
Divorced,No,Muslim,Other,111.86902903830081,47.62712620430061,114.72412039877507,208.38661278463823,-22.79210040461734,B,71.6075953210734,D,A,-20.562850644490208,E,1
Single,Physical,Jewish,White,130.355318229632,17.11199624758903,-34.13886839202308,-111.9677756565196,125.23481896093172,E,49.09948436797693,D,D,175.35112617405062,C,1
Divorced,Yes,None,Other,-250.70982952785582,-9.528791574429803,-10.495510213342357,-147.86057987006512,155.43849111518566,B,196.03517516608719,A,B,-13.455076806708943,C,1
Divorced,No,Jewish,Asian,180.1962193396224,113.48045850014546,136.64209566805016,-138.76121197361593,115.81281504490664,C,8.03559569011118,B,B,-8.402897277053775,B,0
Married,Physical,None,Hispanic,-62.670692246004634,30.282694359999894,-124.61784982531192,168.0988185506088,26.451038646226078,E,-50.89789603898609,B,C,71.7088227128862,B,0
Single,Mental,Buddhist,Hispanic,-47.5295931321602,61.77695682853581,-88.10827741305734,63.62870282910441,-35.922458107181384,D,-25.36920132363071,B,B,-121.59299861720964,E,0
Divorced,Physical,Other,Black,-191.3698097525653,-10.484705355504971,-5.07186809087076,15.441956551667136,25.17092945011526,D,-97.94628803872223,C,E,14.164671268378292,E,0
Widowed,Mental,Jewish,Black,-233.4536074455396,104.12518705092633,-123.87063298722008,-108.1758080772063,211.48925025125723,A,199.6182367703572,C,B,-199.52158504526457,E,1
Married,None,Christian,Black,9.857531838184904,-52.22078325078571,51.07494533255321,-147.18517551141275,24.331067641526243,B,27.94336547763733,B,C,-34.267862575987394,D,1
Single,Mental,Hindu,Asian,140.31804369394615,85.85442633790451,-26.370760151587962,-60.56096643524415,120.5829983783357,B,-21.65567734330459,B,A,-58.48474141863369,A,0
Married,None,Hindu,African American,0.5430856857434927,107.87613492781112,-16.33260166017112,91.07508147195745,63.35318024896309,D,21.467299602932172,D,D,15.450843584968283,C,1
Single,Mental,Other,Asian,26.07475400501802,-4.195449189796461,-54.269711799323915,-20.98784865778053,-78.56483254716188,B,-73.85950938794488,B,D,127.17420850937596,C,0
Divorced,Yes,Jewish,African American,-72.58817893820412,-11.949149215732735,-3.1821126097992187,0.25367266250085846,-93.89716481992242,D,77.69531320935408,E,B,-123.04140639284782,B,0
Married,Mental,Other,Black,48.92774132826296,52.77463815005237,45.03679474572551,-100.18970765482769,25.19062138809311,D,37.67651443017192,E,C,-28.187495474990914,A,1
Widowed,Both,Hindu,Asian,-68.3769878173552,-117.96964910682748,75.9419148963863,85.958424251836,-73.62826528066289,D,-92.78610746552302,D,B,9.2483734491927,E,1
Married,Yes,Christian,White,-108.43864441133162,-100.07175713206419,20.819964081223763,-3.46603796936445,57.74659628495785,A,147.15530703288493,B,E,42.66160139497481,D,1
Single,None,None,Other,-166.87061568191794,-131.01010587667585,96.05922182570079,-91.00787346853137,116.96444744298363,D,-73.78325015807712,A,A,32.8628378941283,D,0
Widowed,No,Muslim,Other,-64.67950946442245,-124.16292477790994,86.08676799377034,-51.78954662970475,17.253014870106835,E,171.17067129998892,A,D,-141.75453504014075,D,0
Single,Physical,Other,African American,170.86461805600638,-60.75218636308585,-146.3951123890251,58.01579977270252,-15.268738558908431,E,-97.99095403459701,D,E,-18.14127773730331,C,1
Divorced,Both,Muslim,White,-94.04438529179514,43.81808713616087,-22.177141424266942,-100.4695033000135,-35.98114443195292,C,208.62897928984023,D,A,199.6228498529838,C,0
Married,Physical,Jewish,Black,9.55984566665634,-99.11603059648833,-136.4203330012273,-47.085949474151114,-145.87479941571243,C,5.747544152221329,E,E,-3.5117319248711065,E,1
Divorced,Yes,Christian,African American,-76.0245951742618,22.880352726597987,-59.04527594385436,57.3260059602239,-37.2467569301417,A,-50.57234431157852,D,A,-1.6557368112544535,E,0
Single,None,Jewish,Black,-211.89760381256457,51.290897296736574,-91.22281866368378,34.139651773848634,75.64507638975196,D,201.66774332664494,A,C,27.729990525303755,E,1
Married,None,Muslim,Black,41.6116231026014,124.68771321968805,24.34868784976221,-109.14195001502138,23.275603266576326,D,-70.57902862328262,B,C,96.76894591845372,A,0
Married,Both,Hindu,Other,154.66372703948232,-28.826583290105567,12.534435214579897,-39.57190754455768,60.10951707530744,D,0.520083066304779,C,C,-14.91103386345678,B,1
Married,Physical,Muslim,Other,108.35976601288326,74.86848625142129,226.2119697733077,-37.074348871190644,49.532029726380806,E,-273.97792749520795,C,B,-12.231159867636961,E,1
Widowed,No,Christian,Black,134.57672736031427,183.58794480865322,-39.93269534444912,-1.2165954478571221,17.445803131051147,B,-3.5326240833548095,A,C,37.05684474164148,B,1
Married,Mental,Christian,Asian,78.43899354367474,-55.924946871425895,-150.85189803386527,-72.42890469377488,17.882994660305048,C,105.81553248533531,E,A,-32.5346162093502,C,1
Widowed,Yes,Buddhist,Other,-108.5725281932007,-54.23047822255889,-197.1835514088775,1.6180355286942245,-10.216123550516503,A,-49.41672880849345,E,C,-91.12320897786662,B,0
Married,Yes,Christian,Hispanic,-49.76399442651536,-62.43515732142223,92.12525856182393,-104.71039187696469,-12.011439321608423,C,-162.1003125567003,B,B,-83.29948134696207,A,0
Divorced,No,None,African American,-162.18865538272175,81.76677497383874,49.62278397892399,-42.46896640275358,6.800799773224224,E,196.21695099292288,E,B,38.72192384595675,D,0
Divorced,Physical,None,Black,8.769131462124612,-131.01616408168138,33.07548824076666,142.4690556438333,33.34709326042186,C,86.56592329868147,E,D,10.558179791975196,D,1
Married,Physical,Buddhist,Hispanic,-89.44308236943202,-115.3457714530247,152.0475670503735,-2.002353778925053,-11.231172864957154,D,74.68071570527007,D,D,-5.849757352623277,B,0
Divorced,None,Other,Asian,26.99228669635495,-153.14434843186388,-100.43077675976009,-70.3374324730348,88.42611371963045,E,-120.11948816069444,D,C,110.1370774207273,C,1
Divorced,Yes,Christian,White,97.19661402517546,79.51995769709664,-57.75122018289293,-100.38409542939199,-170.27078133895077,D,-44.47615591300017,B,C,22.795362025871356,D,1
Widowed,Both,Buddhist,Other,-54.65705778792987,-35.73611685780403,224.21535144313785,38.12054058892483,163.4084230629846,B,49.58427119729699,E,D,42.81163854960644,C,0
Married,Yes,None,White,-67.8794102594814,2.2349615163802223,-137.9259688224223,67.25805770880682,71.41973326360849,E,-135.25192623804293,E,C,-122.58429435436378,C,0
Divorced,Both,Muslim,Asian,-4.2949052574062225,-161.36631963016228,79.74504964395463,-120.68415609665608,87.05585349012654,D,124.45769112496836,B,C,-19.454129841668607,C,0
Divorced,No,None,Black,176.2380040901485,-20.774262915968567,-59.084104552850945,-110.94476334239734,-5.666172705864925,B,-58.2855381230945,B,C,-76.60169248259898,C,1
Divorced,No,Muslim,Hispanic,-71.43630654355235,204.06356802133155,-124.36135541462679,-0.23155556744038544,26.470614097989902,E,-78.65280318680156,A,E,63.568087709799116,B,0
Single,Both,Buddhist,White,51.69133595959586,-94.06264178816465,43.47758156378929,-98.22486043584966,199.5914975270674,B,-123.64197306755199,D,B,-155.83718787240727,C,0
Widowed,Physical,Jewish,Hispanic,-119.2207888765952,-6.881904943033856,-129.85090771551148,67.14523300596278,-112.5537057260334,D,-40.020190347233466,D,E,0.18365282298742083,E,1
Single,No,Other,Other,97.33941234959518,-16.01394665737367,-72.69602200089402,16.79115268587964,73.10864335032076,A,50.537303732878314,A,B,-9.698673040605895,E,0
Single,None,Christian,Asian,44.974662574199634,-66.975003784028,42.64325776182065,9.735069353680922,61.22554441379774,B,168.59198964320078,D,D,81.62573439841032,B,0
Widowed,Yes,Christian,African American,22.679532147132946,87.40948858161849,-124.50150019992354,-112.73915069066219,59.19321190917643,D,178.7623441322416,D,A,-193.64337350772504,D,0
Divorced,Yes,Other,African American,-104.97048683018787,106.20183744127432,71.23390682968605,-2.58706281339116,-152.70526726369954,C,-148.42182405488975,D,E,29.578646830623363,E,1
Married,No,None,African American,64.87500467000565,108.18013851484969,10.112676196627831,-68.16007754962942,-142.81284312212324,C,-156.81653433150495,B,B,208.55229219051478,C,1
Married,None,Other,Asian,-56.94939664538793,-85.40076278875395,203.3420999889132,-30.619016900060775,39.83115677855905,E,-51.885902007886656,C,B,25.999771363227257,C,0
Single,None,Christian,Black,-30.65206708212283,45.26019468547054,-62.48454625202835,-55.41445159951303,-130.33480544118729,A,-36.19583341366553,E,A,-15.466066736162269,D,1
Married,Yes,None,Other,-26.48668911100428,51.23728229214263,27.396210218432763,177.48545580271002,134.4773719443698,C,-85.84909442453069,B,C,58.16914236612807,E,0
Single,None,Christian,Black,-63.42484493239387,71.75033862665207,102.62059845377063,-142.70477950484667,143.26688196886565,A,125.12975604464853,B,C,101.2752365718508,C,0
Married,Both,Christian,White,-13.491159280137953,144.26470074312644,47.66983895372363,92.48733018946562,136.63015810075348,B,-24.311249958572073,D,E,126.08177127741467,E,1
Widowed,Yes,Christian,African American,-41.14686776440911,27.026048450130823,-76.12895419164747,133.51258238897805,30.51329893693676,E,-62.63709181709049,A,D,39.33243232099751,E,0
Single,None,Muslim,White,108.5973194038321,2.4409489221569105,-79.94709837584301,-55.64067888049215,136.42070829144646,E,23.26462295981453,B,D,-3.2047785999025886,C,1
Single,No,Muslim,Black,-2.1385693893545064,120.38812120208746,-114.07065010330429,-145.93251418521976,-132.09312511343546,A,13.831966416148338,C,B,117.21064479068895,E,0
Widowed,Both,Other,Black,-93.77690737298789,-146.27648699694566,18.47696224428705,84.195551085158,169.20481417409482,E,-7.849103417639395,A,B,82.50692323277934,E,1
Widowed,Both,Other,African American,-5.9634062021251095,17.64832436744169,-37.72625826105311,86.49100376760573,-13.87485898483255,D,-75.77383879332518,D,C,-9.2494262176746,D,0
Married,Physical,Christian,White,-89.83133500099105,-123.99010499085277,87.46729547871128,94.39834526121155,22.9772525945924,B,61.2699024423499,A,C,-99.35643905430052,A,0
Single,Mental,Christian,African American,-122.83540810940904,-173.74173935288394,-53.29193251974837,-211.34789192590046,35.54227213980251,C,-237.17441633693954,D,B,-102.97483683406314,E,1
