Age,age_group,Disability,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
76,26-35,None,Homosexual,A,C,163.95769865519324,149.41025169876227,-65.66693157822532,C,D,24.224661859923767,B,155.54301597067428,E,-139.11257155668972,E,B,B,0
86,18-25,None,Other,C,A,195.7216360582437,46.619665251563376,-121.96888574185022,D,D,-181.60431278345766,A,-146.71109516594362,A,58.01109193589373,C,B,B,1
35,65+,Yes,Homosexual,D,A,1.6167526566419954,-177.46484773525873,26.53283918478761,D,E,-34.838260703832994,B,65.44614201696965,D,-56.176276193023476,A,A,E,0
48,18-25,Both,Heterosexual,A,A,-44.51415708645992,-9.384866141930464,43.02725639817729,A,B,-52.57954896971938,B,9.905166873935407,C,35.02273913791771,E,E,E,1
58,36-50,Physical,Heterosexual,E,E,91.20917083960113,73.94809995514056,-203.43128308386866,E,B,-89.05520689686266,E,-47.50193720779208,A,-102.47562820060318,A,C,A,1
94,18-25,None,Other,A,D,-32.03779100565403,51.622352909475325,190.3716544521059,A,D,158.2970564405094,A,-352.98417403718963,B,-120.85325735987583,A,C,C,1
35,51-65,Both,Bisexual,A,E,76.48898531094285,-60.43509855896044,-10.509183368025495,A,A,-183.25750901955865,C,-120.04339422467265,D,-102.84747665363882,B,D,D,1
26,36-50,Physical,Bisexual,C,B,97.53946224416492,-109.10974352056499,0.9565627234085148,B,E,-15.671944652550213,C,-70.86858194730159,B,59.493982715886006,B,D,A,1
65,18-25,No,Heterosexual,E,A,172.2774545735568,-168.63447288861713,207.85515825841085,D,E,160.51903115203035,E,-174.84306525771655,B,117.4963710135229,A,B,B,1
84,36-50,Both,Other,E,D,28.040483084286315,-3.6320881773593126,-141.39171493759372,D,A,104.45378877075775,E,-116.58549278797408,B,48.9651682355199,E,D,D,0
32,26-35,Yes,Homosexual,D,C,36.74004906638626,-230.18430709163417,-44.24004971691692,A,B,51.399477220905624,A,120.4389896919126,A,80.10814051843505,E,E,C,0
38,26-35,Physical,Other,E,D,61.14213281268961,41.89233868426269,-122.5988210438786,B,C,-12.985111529697392,B,-67.59672132301728,D,-81.82018521826365,D,A,D,0
51,51-65,Physical,Heterosexual,B,D,-120.06378338386783,155.71870247374818,142.90518697946604,A,E,-2.200306013616204,B,31.42416492211687,C,199.6140055045211,A,B,A,0
52,65+,No,Other,A,E,23.170715809641145,30.747556885179545,-13.608595992039316,C,B,14.619553985931194,B,109.12470881661956,C,27.6634149757668,E,E,C,0
65,51-65,Mental,Other,E,A,8.718861892991344,71.3648870251458,2.9294023069670954,C,C,121.45963612740263,B,125.39347833527874,A,43.8711500014475,C,A,D,1
99,36-50,Both,Other,C,A,-72.93128483006608,112.0099803441348,-100.06464009979472,B,E,19.446224129286577,E,-32.25065594325835,D,-156.1828808976144,A,D,A,1
61,51-65,No,Homosexual,B,D,66.13517335587632,-81.13808946567215,82.5124349112737,D,E,-34.91390279956354,A,-19.087667321595717,C,50.98890764555818,B,C,A,0
46,65+,None,Homosexual,D,A,-78.0716148500287,-116.32416463333163,-168.06049267182826,E,C,-189.11955442275388,C,73.62328307668443,E,30.293877012132125,C,E,A,0
48,65+,None,Other,A,B,-170.77781745801434,-107.40951067643469,-56.395627061569684,A,B,-135.70461753295814,C,-49.16645731915894,A,15.760001317165706,E,A,D,1
33,26-35,Yes,Other,B,C,17.39927758546252,111.43937883792915,-44.91872518737016,D,A,-111.36623443274831,D,241.80031875336624,A,54.22809469335268,A,A,E,0
46,36-50,No,Heterosexual,D,A,42.59745175235932,-85.3895711566463,-54.93810094722491,A,B,168.71987954244824,A,143.32029879895362,E,-173.81935416008375,D,A,D,1
42,51-65,Both,Heterosexual,A,D,197.99466168970343,18.2606474002295,-46.326166708519544,B,A,-25.65164647343409,A,16.06210679850286,D,90.89902207124192,A,E,D,1
18,26-35,Both,Homosexual,A,D,-123.94904746496455,-55.045697998571455,85.07182403538795,A,C,5.76847847750352,A,1.471577615740441,D,24.241063163373465,D,A,B,1
90,18-25,Physical,Homosexual,C,C,137.36125294948246,-10.084738746466924,-114.51764866836595,A,E,-109.1861548070189,C,24.97084091843344,D,-182.36672863778327,A,B,A,0
70,51-65,Yes,Bisexual,E,D,152.61522700361058,0.3154799443896482,-76.12477192184306,E,C,-28.88251258355854,C,31.51562162082045,B,124.0631373418477,E,A,B,1
62,36-50,Yes,Other,B,D,160.05932409140684,44.016130832474346,117.71793934417325,A,B,-63.093154246573825,A,-88.66837342370664,C,128.27377454017747,B,E,E,0
65,18-25,Both,Bisexual,C,A,-188.43525982185486,53.90453008870952,119.0587283249504,C,C,-217.66967990425638,C,110.54421828756466,A,30.214590921089712,C,E,D,0
84,65+,Yes,Homosexual,E,D,-142.0565504370015,-18.990976894364582,-119.34988301701866,E,D,63.26239398245866,C,71.67328513891498,A,163.11506637215447,E,A,C,1
93,18-25,Yes,Heterosexual,C,E,127.94040968271494,43.10618164826504,94.0473139314496,C,A,-162.0710099152144,E,-49.29721914972748,C,-64.7195196437332,C,D,B,0
67,51-65,Both,Other,B,A,-100.10460196580165,-1.597616045534752,-60.88593814625363,D,E,20.39224884281986,A,-42.26917705007875,A,88.29524589322443,B,D,A,1
73,36-50,Mental,Homosexual,D,A,35.63557732769729,-93.4213264773126,-24.749315775965304,C,C,75.75719768391677,D,93.73899710586929,D,52.5098199581231,D,A,A,1
40,65+,None,Homosexual,C,B,168.03218664589897,-27.259811169344157,118.85475454579941,C,A,37.222965838975064,D,-129.39160723358415,D,17.084253108680393,D,B,B,1
53,51-65,No,Bisexual,C,E,109.68746060979745,-22.35432684769397,-116.86515607547815,B,B,27.818741753642364,A,-2.916502029842808,A,1.3571139150137492,D,E,A,0
65,65+,Both,Bisexual,B,C,132.38839740433468,18.26365269401477,-66.11301449814448,E,A,-100.54346671784837,E,-162.20024733426604,D,37.34831172886814,C,E,E,1
85,18-25,Mental,Bisexual,C,B,-37.758131749595876,36.53496316552473,-53.434392631574276,E,D,-51.384874021474836,E,72.27811243406299,C,67.5863317036272,B,B,B,0
23,51-65,No,Homosexual,E,A,91.23815129174216,141.39099362342526,-160.98528058491135,C,D,-33.331717411063295,D,136.07426460016686,C,11.327520348782508,D,D,D,1
87,65+,Yes,Heterosexual,C,B,-4.912503945055926,6.931029418150006,-129.9779038881318,B,B,-8.660409871635387,E,30.821729920521392,C,122.01181686247577,B,B,B,0
79,26-35,Both,Homosexual,E,A,7.6479682535726425,48.95312814409073,25.540074164980105,C,B,124.01265761437995,D,103.52309482302324,A,-69.93470980758704,A,C,C,0
54,36-50,None,Bisexual,C,B,48.57429590356782,216.32923743880576,-165.80209805888347,B,D,-134.00226037552534,C,-107.6179673207288,A,-133.7855543749784,C,B,A,0
45,18-25,None,Bisexual,C,D,-64.84207330123695,16.97573036437347,-46.09217273795183,A,A,69.25744476102356,C,-23.652815896427693,B,-10.923654182380083,E,A,C,0
72,65+,No,Bisexual,D,B,35.19316007854385,113.88793767182257,-104.29168418747811,A,D,126.94797753626881,E,-210.7807134808887,D,-140.56435654491688,E,C,C,0
96,36-50,Physical,Heterosexual,C,B,-0.21594604547018792,-142.5852581151444,-69.57261729750613,B,C,-54.523757896004774,E,-133.60908661414408,B,-17.176977460254022,D,C,E,0
23,51-65,Both,Homosexual,D,A,-6.9034318789229925,-59.15542706250859,-11.25244937842133,D,A,2.6366752491404024,E,234.17811709817897,B,-80.79539751350656,C,A,E,1
23,26-35,Physical,Homosexual,B,B,-4.714108949179391,-52.67409965350455,62.2666455092717,B,A,72.54313124970714,A,37.204336508540315,B,14.562506027419708,C,E,E,0
24,26-35,Mental,Heterosexual,C,A,-5.082082834467434,-93.4419421331625,15.705960262298369,D,C,-47.88851918470955,B,54.739049819980465,E,-79.4092785048831,C,C,A,1
48,18-25,No,Bisexual,A,D,-29.24463059923102,-177.29580513048867,67.39269309512748,C,E,-85.00615871760834,B,-105.77356182648818,D,27.329374533019575,C,D,B,0
84,51-65,Yes,Heterosexual,E,E,-162.6079453468319,-140.67260359658627,117.64665928462416,A,B,156.1904960432131,D,28.581931218660806,A,-41.10814361406549,A,E,A,1
72,18-25,No,Bisexual,E,E,-47.04428270451596,-121.4416821855857,-119.65008565534478,A,C,-76.26602762656547,D,35.92689099504467,B,81.08263161365615,E,B,B,0
41,65+,No,Bisexual,C,C,11.781288106748276,153.40730816675054,-31.302695774325688,D,C,154.23175223237078,C,-43.74221504708892,A,24.67369131575173,A,E,E,1
45,65+,None,Heterosexual,B,A,9.96187066433745,-55.840684629274136,57.60594363819778,A,B,-60.86916914472761,A,-37.42012791342613,C,120.36105442526225,A,D,B,1
59,65+,Yes,Bisexual,B,A,3.13153509336121,-54.229441493721595,151.75166913643073,A,A,-37.93654080523688,B,-86.57713217187667,D,176.98575170546044,A,B,A,1
28,65+,Both,Other,D,E,180.78637701552591,-17.250671045077084,-1.2410188074336757,E,D,-26.501899280452584,A,71.87549788113165,A,99.90634654618749,E,E,C,1
98,51-65,Physical,Homosexual,D,C,-75.93917445840219,162.76178984594355,112.63215220595302,E,B,29.413206013883542,B,-29.41175998028971,C,56.973987029328086,B,A,E,0
80,26-35,No,Heterosexual,B,C,192.53633498244048,156.03605781117435,26.665240025367936,B,C,-34.795731952113314,D,-79.02046583199102,D,-171.02618308160908,B,C,D,0
43,65+,Both,Homosexual,B,D,-10.203222868890617,-16.505129192975133,84.80030436806119,E,D,54.51336276261357,E,135.84523536465213,C,28.830195573427066,B,D,E,1
89,36-50,Both,Other,D,A,-42.216619509485746,146.68948373320845,17.927033543234295,E,D,-7.056892324102659,A,6.206105056421757,A,-49.135127254885695,A,A,D,0
73,18-25,Both,Other,D,B,-1.2276051150925125,96.87119455379582,144.37724382396246,A,A,23.508822815242013,B,-6.05199132856909,A,74.78988650385925,C,D,C,0
98,51-65,None,Heterosexual,A,E,18.969440418614298,-82.18254050860477,70.59901245461553,D,A,-79.22976199213085,D,-44.16640898307248,A,18.641846066615386,E,E,C,0
74,18-25,Yes,Heterosexual,D,A,-109.72633426315636,-193.4425063420657,10.1433754512433,D,C,-18.73632834376294,B,3.255856073826715,B,55.60805815422724,E,D,E,1
53,36-50,Yes,Bisexual,E,A,146.35858488913257,225.6146320053259,4.075378805370412,E,D,-105.30915985495785,B,116.6859638073851,B,-199.4072318534187,A,C,E,1
73,65+,No,Heterosexual,C,A,36.358182644029284,28.820585024130995,-36.964748033634066,E,A,-15.189353195456787,D,74.75008061087574,B,-125.2965569063345,E,A,D,0
57,18-25,Both,Homosexual,E,A,-32.08629923648154,125.49323453621011,53.63611092687998,B,E,5.3425377242765,D,-90.48429856873736,A,31.759244581137917,E,A,A,0
27,51-65,Yes,Other,E,C,79.55062435207843,-52.258373355961176,36.37455511458708,D,E,86.69294139993673,C,114.71320634275818,D,-20.24044535373151,A,D,E,1
49,65+,Mental,Heterosexual,A,A,33.796881015283994,21.964139022901048,87.93131677654964,A,E,-4.5932277301351325,C,290.10936945037986,E,-92.06662560199965,D,C,D,0
56,18-25,Physical,Homosexual,B,B,-134.6405057964976,-52.71514926269016,-59.39132319086809,D,E,-200.20456336900784,C,-70.35393385149487,E,23.855802397299254,E,A,A,0
77,26-35,Physical,Bisexual,D,A,-22.714859633255344,-128.25922145254034,56.37511448006607,D,C,-200.36535913788362,B,-106.00953584064445,E,48.985942159078036,B,C,A,0
25,18-25,No,Homosexual,E,C,122.98735989558797,-54.08402410214026,-137.30805810889314,E,B,102.28999850465846,C,-164.97643824202964,C,114.56663766248833,A,C,C,0
92,36-50,None,Heterosexual,B,B,21.092568741950355,86.00651019489652,-26.836382232338217,D,C,218.33011878565264,D,-12.492592513889795,C,139.0424622572412,D,D,E,0
25,18-25,Both,Other,C,D,44.43878150517937,-11.982618837140445,41.36065808583424,C,E,-30.185435881754834,A,1.4200592136685457,A,66.44562905018994,D,D,D,0
41,65+,Mental,Homosexual,C,D,-54.6248985191954,-16.651281692696816,19.359848540841856,D,A,-40.10108203124293,E,-48.606337153403054,D,-9.185784879366988,B,D,B,1
89,36-50,None,Heterosexual,C,C,-75.04904425142023,-3.278233339249671,-109.37818777640499,E,E,-98.06861622256994,A,-186.95038921244438,E,125.12503396636505,A,D,D,1
58,51-65,No,Other,D,D,-106.52262285710292,191.6122038288195,36.298092042466585,B,C,-73.08095073980107,A,29.740334262470213,C,-163.34520930523587,E,D,B,1
81,36-50,None,Other,D,E,153.05266250027515,-30.631780615603454,-203.19314007922057,E,A,-22.97298994523529,B,-73.45428675881782,B,20.07201306565726,B,C,A,0
52,26-35,Yes,Heterosexual,D,B,-202.31460888507434,-18.213052028494857,86.34387615271942,D,C,-5.98945500222716,D,-30.657963886646318,A,7.96248780379419,C,C,D,1
52,36-50,None,Other,D,C,51.704981934431075,73.49530937358662,-82.5935685612244,B,E,-215.60576054622135,C,-225.3568143209064,A,-161.79572228976983,C,B,E,1
64,26-35,Yes,Bisexual,A,B,136.79003431221645,58.17200942433192,-13.665290946782987,A,B,-140.3107624474986,C,130.61467869783877,C,-19.82047332401272,D,A,B,0
99,18-25,Yes,Other,B,E,44.74452319459066,22.936276856877377,-136.8173651059654,A,E,42.690944400351455,B,-110.91337564212664,D,-88.93632663410882,B,B,B,1
36,26-35,Mental,Bisexual,E,C,-119.61126300504093,2.8732009286896503,-84.73749288999683,E,D,-113.631402917643,A,4.391860431134295,A,-90.00656063651506,A,E,A,0
22,26-35,Physical,Homosexual,E,E,27.69421046574067,-185.57058382315782,39.91640837581227,E,B,-78.69607306387316,E,-87.08787514134328,A,88.74510769905834,E,E,E,0
92,18-25,Mental,Other,E,A,12.965196837691126,-34.17532892121157,78.80473463734623,C,E,17.243679534514662,D,125.82035976050614,C,-236.32067949847223,D,C,E,0
49,36-50,Both,Homosexual,C,A,-32.963897686199,-49.27652249012232,-195.636695706799,A,A,99.6253279843574,E,-58.59008014580527,A,111.14438391247464,C,A,C,1
50,18-25,None,Homosexual,B,A,-120.26121994870522,4.421645836565631,-136.3410807958253,B,C,115.79154402259839,B,-24.883427482559863,C,-23.76345198607171,C,E,D,1
72,51-65,Mental,Bisexual,C,D,-147.41392533778122,33.32672493073051,-120.89134651183689,D,A,99.30015010250713,E,-50.301158778067446,D,119.06497097030528,A,C,E,0
19,51-65,Yes,Heterosexual,C,B,33.1297244279058,26.1184104192225,22.54021579248905,D,C,15.838070321115067,C,-8.185047875482763,D,9.991684641161523,A,C,D,0
93,36-50,None,Bisexual,A,C,101.15785468021927,89.24906089343729,56.20262260724432,D,E,-6.889088902300691,B,-161.9554914671507,C,-0.8456837255779073,B,B,A,0
23,36-50,None,Heterosexual,B,E,-197.34925263872705,215.71252123252313,137.09409258292698,A,A,125.61840610090852,C,-147.60883170476546,D,-146.86097194732483,A,E,E,1
90,36-50,Mental,Homosexual,C,D,54.570483922924204,228.46239104792167,-69.00044488746762,C,D,-67.67972921967737,A,-82.99495369297166,D,-5.77474977044612,D,D,D,1
54,18-25,None,Bisexual,D,C,-53.07856010133985,11.944704138299764,-29.005889731533767,E,A,83.07681792828117,C,51.895511666079685,B,70.15042867110239,C,C,E,0
61,36-50,Physical,Heterosexual,B,E,-166.1439090146409,22.43601479327411,-127.31271932124857,C,E,-54.96120589137807,B,-158.35799906296748,A,79.81939934570704,B,B,C,1
50,36-50,No,Bisexual,D,A,219.9197947388721,-229.3844253169725,87.91184630034026,C,A,33.77323468458637,E,-140.17588004170156,A,-60.16219156410588,B,B,E,1
98,18-25,Physical,Other,A,A,110.06337735901673,-160.8952237724847,-268.71150129023727,E,C,-40.318657932297576,E,160.5531608832211,A,-35.667900223478874,A,B,E,1
89,18-25,Both,Bisexual,A,C,52.71432785641886,-215.35576795292695,-45.03398078161825,C,B,32.52276354446108,E,-85.48676019102179,D,87.2909852389243,A,D,B,0
44,18-25,Yes,Heterosexual,D,B,129.4509440654983,79.05700559850308,-80.88420885718335,C,A,45.14998060570664,E,-77.82451138968983,E,27.936190800600503,D,C,C,1
76,26-35,Mental,Heterosexual,C,B,14.929377996961883,-266.87564501748983,-135.933833403339,D,E,115.88913574109212,D,1.5719714831670653,C,-106.95065043405852,D,A,C,0
68,65+,Mental,Homosexual,D,C,90.07570587481925,-214.7654120712717,43.7050247092936,A,D,-93.27906034402162,D,100.91631682266609,D,-22.265501543157278,C,B,B,1
48,18-25,Both,Other,E,E,56.54271665706916,163.19053516432845,39.291415864432,A,E,7.795991403478453,D,10.582054006648322,B,31.285275196771096,E,A,E,1
21,36-50,No,Other,C,E,-194.90695396239084,69.71715877127782,-10.665267310850908,E,D,-46.56036325417634,D,-75.79806816874317,D,-97.34866329019373,E,B,A,1
90,51-65,None,Heterosexual,D,A,-20.43764627309316,142.95108659727154,-127.48722425241539,B,C,90.39979232052075,C,-155.34203045908995,D,193.48383262550192,A,D,D,0
78,51-65,Yes,Homosexual,C,E,-186.08410588348806,-48.61424913123422,118.56092215653685,E,D,-81.8900052961893,C,-21.838732740080697,A,58.92961839236972,B,E,E,0
63,65+,None,Homosexual,E,C,-69.89002196508476,145.94938706492073,-0.34646362383796764,C,A,117.63103315169792,D,32.5424620206158,C,27.852160605246983,A,A,E,0
77,51-65,Physical,Homosexual,D,B,-67.14379138403567,-152.18948284259864,51.67633832830315,C,D,-40.325535618277556,D,-142.09508329715453,E,-69.0387860907742,B,A,B,1
53,18-25,Both,Heterosexual,A,A,106.77531599475469,-71.78696720210628,17.784516733787985,C,E,11.416971589861763,B,81.62038477182094,A,-112.39118780231298,E,C,D,1
54,26-35,No,Heterosexual,A,D,84.91529143644773,58.20195703129079,8.375514501312681,C,A,43.320815328294536,C,141.53256813706398,E,-142.7378182756094,B,B,A,0
65,26-35,Both,Heterosexual,D,D,-118.86602514249722,30.95623819171132,-87.34454205430947,D,C,-73.06528049078847,B,131.1717275788191,D,-98.24638762883174,C,B,A,0
58,36-50,Physical,Bisexual,E,C,8.218276080904527,51.86852323082003,-68.97464758917991,E,D,19.73086400166686,A,183.84140106156383,E,-0.24873153101363735,A,E,E,0
45,65+,Physical,Bisexual,A,E,-44.2683219021123,-46.323266563136436,232.4182319133774,C,E,86.04825228713008,D,-265.4386873356714,E,54.555535113835816,E,E,D,0
35,18-25,Mental,Other,E,B,64.01555013217971,147.47743554260873,165.36854199892863,D,D,-138.25059437211306,D,-48.02042152485074,B,-211.7317179581757,A,C,A,1
65,18-25,None,Bisexual,E,C,91.04233928790636,12.574469106906875,-181.10628828462515,A,D,48.93978943188321,C,78.35060242537774,D,8.724999464896468,B,B,D,1
33,36-50,No,Homosexual,A,B,36.09820574459254,-60.80873870762149,38.91661752162954,A,B,0.6719349913255094,E,65.03353601212861,A,-25.19174204752791,C,E,D,1
49,65+,Both,Bisexual,D,A,28.33937660936337,-67.8309081291485,164.31167656616336,D,C,-194.7788569799863,A,-39.74547647821078,D,20.54669828453998,C,E,D,0
50,65+,None,Other,C,A,30.92961385028526,-156.4886866114553,-60.265254771967655,B,C,-160.53873822345517,E,-123.91025358398682,A,13.976311529804262,E,B,D,0
45,36-50,None,Heterosexual,E,E,-85.78617701151653,-28.550020817149115,-27.741729696593058,A,B,20.77974487049944,D,-42.509976341890095,C,-98.93711727209838,B,B,A,0
72,51-65,None,Bisexual,C,A,33.65365715150339,-5.080733378180798,-54.1950066333023,A,C,-52.39081116470765,B,130.03008560949723,E,-205.84060181017395,A,E,A,1
40,18-25,No,Bisexual,E,C,44.74924428205099,-90.2911404268263,64.42799871141234,E,B,-7.189850966453096,A,-44.63569372337976,E,60.548037414427725,B,E,B,0
98,26-35,No,Homosexual,C,C,-43.0539503501318,-91.42521735908663,-4.232504855467355,A,D,153.15533807728758,B,-98.54008881250502,E,55.96607665718928,C,E,C,0
38,51-65,Mental,Other,C,C,-23.981860500152624,72.02161142001349,40.78864721929668,E,C,-42.96692796984368,D,27.576002533628458,B,-45.188087532460344,A,B,C,1
86,65+,No,Heterosexual,A,A,77.01418023729826,76.41591379366128,-128.51627723297125,E,D,92.73175972518209,D,177.09758466409644,B,-2.6937898553227826,D,B,C,0
83,26-35,None,Bisexual,A,A,123.96762959198222,24.157428835493565,-86.17158545402343,B,C,84.25822071345442,A,-81.77195648352948,E,-111.62217042790942,D,A,E,1
61,65+,Both,Other,B,D,-13.615647074229424,143.49489813736588,-171.48109533610406,A,C,-89.29611635324274,B,121.25485808619445,D,-149.4891221557165,D,E,E,1
87,51-65,None,Bisexual,E,D,-175.76386665417672,53.96838600600042,239.68298210528562,E,D,-213.9063031550493,B,142.37311510778682,C,-119.69683081709996,A,D,A,0
68,18-25,Physical,Bisexual,B,D,136.74507580466602,-80.41054646517168,58.4786914693647,C,C,41.81711271791013,B,-2.661135053004787,E,-53.89621479672474,B,C,E,0
84,26-35,Mental,Bisexual,E,B,-12.352492658497152,0.8258578455498475,-153.0155815380521,D,E,209.564810018707,D,64.19076368113747,B,-114.51121823373333,A,D,C,0
58,18-25,Both,Bisexual,E,E,-177.4461639362562,130.87146380464858,-290.3532431123885,B,E,-138.49890395122821,A,-30.85067884204607,C,-118.32133093030201,A,D,A,1
86,26-35,None,Homosexual,E,B,67.255292515705,138.5169132063376,-6.8798883155014785,B,C,-161.35484320767412,A,60.68336360765301,C,-120.57440469064424,A,A,A,1
30,26-35,Physical,Heterosexual,D,D,-277.3545376960403,-118.38232433766886,37.30284179142384,E,B,-174.39301911321854,D,-63.48185153697844,D,127.05839610752521,D,B,C,0
59,51-65,None,Other,D,C,101.21027302500931,-17.859197392637665,12.2917565930886,A,C,42.95541941057336,E,-48.25500597211288,A,2.5052661835569423,D,C,A,1
61,51-65,None,Other,C,B,75.64882713843382,-47.902471803610595,65.48183231118718,D,B,7.88607163067176,B,-77.93719690154266,A,-184.81756185723248,B,A,A,0
65,18-25,None,Bisexual,C,C,-58.632928533546234,-12.032497740450228,-76.3785832138411,D,D,99.11253539762347,C,249.31252078609464,D,-25.47180153119797,D,B,E,0
92,65+,Physical,Heterosexual,B,E,-8.776569032971416,-139.53374605431117,-101.33393054587339,D,B,112.12692809681583,D,-21.01462241057654,A,30.813311269301064,C,D,B,1
56,18-25,Mental,Homosexual,E,C,8.868366376330624,-32.519771089833625,23.597942946706784,A,D,51.92210585846683,E,28.903208982796833,D,114.45855070427781,B,B,B,1
81,18-25,Yes,Heterosexual,C,C,95.24235561293428,53.07009181711908,-62.405153687839785,A,D,37.896067170048774,B,72.21367826152103,A,-33.34853268156139,A,E,A,1
23,18-25,Both,Other,A,A,-60.56288708174318,-34.82239833576947,15.4441337444432,D,C,-11.264492918386097,D,178.02925115383638,C,22.2996523679153,D,D,A,0
58,26-35,Physical,Bisexual,C,A,-203.06763849212345,-249.37545635882654,-82.80611390298483,C,E,33.91330508456474,C,24.708557511980967,D,-7.147315294549362,C,B,A,1
66,51-65,None,Bisexual,E,D,-51.63220132754447,18.664564191289994,-95.51139351983257,D,B,-85.0756047313587,C,46.61449099118484,D,21.364944494176513,D,C,C,1
33,51-65,Mental,Bisexual,E,D,118.53021674984609,255.83969500889978,-73.98315627251776,E,C,117.8673228586186,D,178.76015437781783,C,91.62015553761914,B,E,C,1
60,26-35,Mental,Other,E,D,42.25256740289353,70.89253700695953,124.57417662667154,B,A,-87.06159581691874,C,44.989288249995056,E,-285.63589507416765,E,D,D,0
36,18-25,No,Homosexual,E,B,-105.70389911676068,147.11600322067972,-92.1342131479174,E,D,-165.66766139271877,A,132.67432948854847,C,212.6833582222494,A,E,D,1
55,65+,Physical,Homosexual,C,C,92.77365786019708,57.952703321996026,-53.99714012442609,D,C,-54.076704638577255,A,11.724421344361343,C,137.539667344895,A,C,E,1
51,18-25,Both,Other,A,D,97.74568294197255,-9.78631766152618,103.39079790788186,B,A,40.955937674695164,A,75.17389846215859,C,-41.59177792890906,D,B,D,0
18,26-35,Both,Other,B,A,-132.6400400400716,-85.5116006242456,-72.89924399436572,B,C,-142.0718630837119,C,236.7670174054333,C,53.35144028871812,E,C,E,0
30,65+,Physical,Homosexual,D,A,-69.06062830919977,-76.23568080473689,-35.688339499036864,E,B,36.64445225098164,E,2.3332836733479705,A,179.86869858033555,D,A,A,1
47,26-35,Yes,Other,E,A,10.138036715417897,-202.24802275378897,-129.57279679461303,B,E,143.9332933921678,A,-11.609707236587754,E,87.78746470011058,A,D,E,0
90,18-25,Yes,Other,B,A,-2.5249422537463784,-79.71791959805465,67.19741172451265,E,C,126.52922980567492,A,-22.716204621552855,A,-37.86479615915827,C,B,A,0
66,18-25,Mental,Bisexual,E,A,-35.614911549623145,143.02005185658155,43.606306100927426,E,B,-48.190401605781084,A,17.383155527460065,B,30.070177088221666,B,E,C,1
40,36-50,Both,Bisexual,D,C,33.34459340522956,-43.96216056939732,34.80760642686055,B,A,65.06955784170145,E,-51.341764167644776,E,26.10847265520843,D,D,E,1
79,36-50,Yes,Bisexual,A,D,-44.77474214050648,118.08319456684815,-47.440730777469525,E,E,-36.08116148967439,E,-125.04494711287208,C,209.73273673589415,A,C,A,0
31,51-65,Both,Heterosexual,A,E,-72.8871766853057,55.7694167950663,-83.9407436198917,A,A,-91.65536335554776,B,64.20864696222026,A,-149.9303507364753,D,A,B,1
91,18-25,Physical,Heterosexual,C,C,106.70991288904908,-19.70973237374961,94.309748220461,B,A,23.71360223674861,D,-5.582256889247979,D,40.20009571322557,A,B,D,0
69,65+,Physical,Bisexual,A,E,-48.80219839329932,158.3512090780198,141.83117078490108,D,E,-80.86423315589548,A,117.16534916313243,A,-14.312613985784663,A,A,D,1
27,36-50,No,Other,A,B,27.40560361304559,79.9084313441676,-49.92050774142351,E,C,32.15164127291085,B,0.0469118043966465,C,-66.03782506373017,B,A,B,0
96,18-25,No,Heterosexual,A,B,186.1317446689837,-32.10458118162785,43.830805947612994,E,C,27.346174586660904,A,11.117821228777997,A,57.57430231978601,B,B,E,0
54,18-25,Mental,Heterosexual,B,D,-38.46003469734865,-132.81782893813738,-38.41292510329823,E,E,41.62247072783834,C,95.5453631966359,B,54.78938936082197,B,C,B,1
82,51-65,Both,Heterosexual,C,D,-32.95963238811949,-35.11738351729707,21.428235716622098,C,E,-51.69529321268591,C,-64.47403717527376,D,79.60990292385685,D,D,A,1
71,36-50,Yes,Homosexual,E,B,-18.2508688627198,49.05121804990459,-12.390949467327388,B,A,111.58247625697241,B,-71.30964792099432,E,-54.63281971346906,A,C,A,1
75,36-50,Both,Other,A,A,220.99051453431917,56.366492855611995,30.169538272587985,B,E,-1.84357579659507,B,83.67397600831379,A,-73.45425731426413,C,C,C,1
54,65+,No,Other,E,B,104.35511567120683,42.364661766811054,119.39523976289996,C,E,0.14954904457698828,B,139.42094369909347,C,16.854237035717073,A,E,A,1
40,51-65,Yes,Bisexual,E,A,-203.0323828690921,18.522941621669958,40.289467342490696,D,C,35.57827157972131,E,113.95236054317598,C,233.92465207896396,C,A,B,0
91,36-50,Both,Heterosexual,D,E,74.91796392540584,-22.02745131425586,48.09075801827758,E,A,-101.19215446665497,A,-1.0608138471856212,D,128.2159403121429,C,E,E,1
63,18-25,Yes,Bisexual,E,B,63.5319067772351,-183.5165534966753,0.5581469315269765,D,D,-80.23968272394875,D,-133.42545595265014,A,-3.835209086525292,B,C,E,1
39,36-50,Physical,Other,C,C,-175.782326711668,-143.38068403430714,-74.10448816533413,D,D,42.94459408194328,C,-38.47572771390192,B,-72.75083852146255,B,B,C,0
27,51-65,No,Bisexual,D,D,16.481076867883417,76.8245857040133,-7.386528219510255,D,E,-4.782027239110801,B,111.41622730074201,B,-70.74739396739487,E,B,C,1
63,51-65,Physical,Other,B,C,-6.708049948541967,42.40155309491591,-11.95482468404151,D,E,-11.959900674781752,A,-163.13303871534632,E,-94.771764436566,A,E,A,1
