country,religion,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
China,Hindu,Widowed,78.30090008704683,E,B,-59.02902153267342,B,-12.516617114673526,A,-146.03414516318307,39.754846497004756,D,B,58.83633275249377,C,D,0
Other,Muslim,Widowed,-137.20669504335848,C,C,161.13089852304316,A,-43.07902103601655,C,-48.26953728078482,-74.17628642485728,A,D,135.42363740096647,D,B,0
Germany,Hindu,Divorced,65.90864845925407,E,E,58.53917731860766,A,3.8770381126327087,B,-78.3368299983897,5.623830660801427,D,A,-87.75587411073246,E,A,0
Brazil,None,Single,25.019802188286278,A,A,-31.538360101721143,E,-13.729153460403634,B,15.82378539349536,102.52276711327085,D,A,-79.18431766627921,B,B,1
UK,None,Married,274.63436639920536,E,B,-93.47629001959453,D,13.509075526075886,D,45.7396619061249,-12.381833511901274,C,C,-48.621064793439025,A,D,1
US,Christian,Married,-33.14063880631939,C,C,-189.3032517824857,D,135.26162900044923,B,-110.19306611809554,127.8077956466533,E,C,21.67924279647649,B,B,1
Germany,Other,Married,-10.081036060672135,A,A,77.32822271517067,E,-67.53459277737866,B,46.34882150966552,-45.0623475686494,D,B,55.86636016453716,C,A,0
Mexico,Hindu,Single,-77.1195030657035,D,D,-136.08228350443034,B,111.09814570184746,D,-30.404114390696275,-34.9124295258317,D,D,-37.729288773009756,D,B,1
Brazil,Christian,Divorced,-180.71340092236917,A,D,-106.1893925695402,E,-81.62303985267657,C,46.16235653009802,-117.53613300671313,C,A,110.11485454198196,A,D,0
Germany,Muslim,Widowed,88.14996726702638,B,B,-63.21240376052025,E,49.71223027532587,C,87.73549795968285,-182.0613635084718,D,D,55.730501038609184,B,D,0
China,Muslim,Married,96.9300944556117,E,D,-14.808279433424513,C,-63.48208122573457,E,-140.71566792753808,98.68434710254962,C,C,-138.3370557878996,D,C,0
Mexico,Jewish,Married,-14.734382790241051,A,E,-93.03531175702528,B,-10.04348534560157,B,85.58072560867069,-247.35434204280392,B,D,22.90251038525649,A,D,0
India,None,Divorced,-58.440250164601,E,E,12.796525064240432,E,-140.49169138565293,A,-57.642900779384185,-49.530289814481904,A,C,-93.398646912572,C,C,1
Other,None,Married,-55.43355868933214,B,C,-101.08530127466229,B,-42.60215837820593,D,56.61423994697997,-95.96185289055298,D,C,50.30868556594578,B,A,0
US,Jewish,Widowed,139.67593190995507,C,C,72.805624920112,C,228.04741000985555,E,-51.78073659104429,118.94595725271652,B,C,-25.700379953765346,D,E,0
Other,Hindu,Divorced,39.05637092566791,B,A,75.18869964454198,D,-81.8726160638732,A,69.98260843450511,75.15120837804825,B,D,-105.58948781317807,B,B,1
Other,Buddhist,Widowed,-95.60193395938218,B,D,-42.77682744611281,E,11.19266568650179,B,80.81241679475178,69.62727719150944,A,C,-55.28848737722155,A,A,0
China,Buddhist,Divorced,77.07798833408238,A,E,101.26698522387598,B,-28.799111170525354,D,156.8629652934912,125.68154590555503,C,E,-9.353927661934595,E,B,1
China,Jewish,Married,-72.37855111178705,E,D,17.182312498924823,C,-13.038137144999473,A,-103.08947956921637,-246.63003752119832,A,E,239.29056956025204,B,B,0
Brazil,Other,Divorced,140.85785261385476,E,B,-143.99459436744283,A,13.491054331111668,B,-8.076740659899706,56.583361469174356,E,C,15.50061999069933,D,C,1
India,Jewish,Single,-60.058474674835885,C,B,-41.143066428725426,C,19.573209393021425,D,-68.87534006083389,153.75496400858057,B,D,-71.09418337137853,D,D,1
Other,Jewish,Single,17.78133810748199,A,E,-175.25481183742446,A,-43.88150944048389,D,59.740248744821,26.888864517891825,A,E,-161.88368686301027,D,B,0
UK,Muslim,Divorced,20.303691847476227,C,A,99.15332610358486,A,30.212978662659395,B,88.55018090322079,191.3530152941774,A,C,-60.51487167038043,A,A,1
Other,Other,Widowed,-240.5373896064471,A,B,30.239609474060146,B,24.43880363119448,C,196.2896899684549,-62.86755946006709,E,B,109.63103667863598,D,E,0
US,Hindu,Married,27.667317760850263,D,D,34.21928839617189,A,-128.71828481770362,C,42.9787332329226,-35.689325843071,D,D,-45.983546601391055,B,B,1
Brazil,Hindu,Divorced,-5.283131157247784,E,A,49.15212130993337,B,-238.46379989312877,D,84.72211746246927,140.9916346657523,E,C,70.45365917430176,A,D,1
China,Christian,Widowed,28.89877784023438,E,E,97.56692845770765,E,75.15402187605906,D,-156.42753572578115,-17.08400251565983,C,D,33.25153016205286,E,D,1
China,Muslim,Widowed,-26.508509088413202,A,B,90.83089293504817,A,93.32013565904755,B,49.24347465190758,-10.061397896992753,A,C,81.43390371298848,D,D,0
Mexico,Christian,Divorced,38.34383867259052,A,B,-23.476686361561587,D,-267.1885501032767,A,-22.54521429829613,-73.27877803971727,C,E,112.06146777083093,E,D,1
Mexico,Hindu,Single,119.91608962056412,B,A,121.211539124613,B,4.618389023001053,B,174.86891617588418,-1.9239194435186444,A,D,-16.612733155217253,B,C,0
UK,Jewish,Single,65.71823734277451,B,E,-41.01520537946278,D,60.67312951769082,B,-21.623370564150445,-96.16640659488273,D,B,161.74995232016812,B,A,0
Other,Other,Divorced,24.292652540187916,C,D,65.17584188300492,E,103.35468762583389,B,37.06908392616336,62.332316427007775,B,C,102.0706475927066,E,D,0
Mexico,Christian,Single,52.07259576841704,E,A,12.08199131993256,C,123.98584409604834,B,69.34942430801009,-11.037949646642655,D,B,60.08824537520358,E,E,0
China,Muslim,Divorced,-7.761175634095435,E,E,-86.07995805970356,C,-198.32021410039567,E,50.787952713412366,47.79999394614698,D,C,-115.4790761551615,D,E,0
China,Jewish,Widowed,15.795266829468646,E,B,68.7926140700444,E,-76.05346875070647,C,176.98936009056607,42.68624367474778,D,D,-61.77804445727789,C,A,1
India,Hindu,Single,-63.094039015254054,B,B,5.384623037197682,B,39.094250620926466,A,186.45405818514578,95.46672269752753,B,D,-37.58730790736725,C,B,0
China,Jewish,Divorced,-168.18188734179085,E,A,-60.9626796123399,B,-48.85699194533964,E,-86.07312585021629,83.80943532055022,C,B,-29.224524990188495,B,A,0
Brazil,Christian,Divorced,86.59674838228788,E,D,-112.534972588115,D,128.33998887225408,B,29.695132113745544,13.069410447997932,C,E,126.6229495187756,B,C,0
China,Other,Single,-77.70917309754707,E,B,-25.479282219383943,D,-9.796702671871685,A,-104.37748747962658,-49.5747743892161,B,B,-72.89884841247965,A,A,0
UK,Jewish,Divorced,180.82426418147,D,E,141.90540526560363,D,-93.24324641311804,A,-55.442918257765825,-154.04288190434727,B,B,69.81566857601818,E,B,0
Brazil,Buddhist,Single,149.73763871534354,E,E,-8.49557608756114,B,116.30200910225497,C,-94.6840879733607,-22.01661186705678,B,C,79.33186485746177,B,C,1
UK,Christian,Single,-115.59470282209325,C,C,7.398987256431982,A,88.95729319622096,D,177.72004862425302,62.401034629298366,C,D,-114.6879145710385,A,E,0
UK,Christian,Widowed,-52.50219411196452,A,E,-65.25069458039454,E,12.172704159651339,E,-58.592106767656574,68.65927077508186,C,A,-177.8205030115494,B,A,1
UK,Muslim,Married,139.15270659008118,D,D,-100.16862682779295,D,-53.920870262883255,B,83.21329641718052,-82.39013096848954,B,C,100.28743404527545,B,A,1
China,Hindu,Married,-172.36914438579535,C,E,-91.70154414491655,A,143.05672488149423,D,-5.698668243017259,-135.05823054971947,C,C,-13.88942581986847,A,C,0
Brazil,Hindu,Divorced,25.477003809363303,A,A,-7.613128170066563,A,232.80068808409501,C,-65.34020592418699,-250.99199831092017,B,E,7.761669550427253,B,E,0
India,Other,Divorced,67.01355603384272,A,E,78.33131937055,D,2.7309040077676836,E,62.793289268058174,38.80504386113736,C,A,-130.00357013477407,D,A,1
Germany,Other,Married,188.34251766050215,D,A,38.3641942675646,C,27.203948884641978,B,-21.933636486748146,278.60015442002583,A,E,99.02282364258791,B,C,1
China,None,Married,-38.30574121082443,A,A,0.304389435091586,D,89.51446148756105,C,-31.589098111208692,6.328574432636751,B,A,225.6070697837212,A,A,0
China,Other,Widowed,-29.877010135140225,A,E,25.519628881239566,E,-39.26455128787122,C,-37.42798324483806,-5.181113223799983,A,D,-52.67746035559377,C,D,1
Other,Other,Married,54.50550767508552,A,B,105.03608093849392,A,88.00289961752655,D,23.540253326112932,-97.34557272071524,A,A,1.8968593543234202,D,E,0
Germany,Hindu,Single,-15.169890047607879,E,B,-132.46267180648778,B,-69.15299528946814,B,-88.9347859878211,-53.41275565926685,E,D,135.31103581450185,C,D,1
Other,Hindu,Widowed,-22.981851085183944,A,E,-73.3429395720557,A,-64.82476886349086,B,12.76918573739512,-0.8271658109375462,E,B,94.177387390028,E,C,1
Mexico,Jewish,Single,-120.21835375516106,B,C,-20.629729246600267,D,-205.29121952626411,D,-37.38219398642417,125.01631275514828,D,A,-73.82979839261593,E,C,1
China,Muslim,Married,-112.51559522040037,A,E,-24.449464298703997,C,95.72510307811963,A,204.92801189307306,16.3605346836524,E,C,102.72972348740035,B,A,1
Other,None,Married,16.208887836721566,D,C,65.33921226701752,E,-232.59784218581433,A,90.80085394785644,-54.67335224993447,B,C,-114.81615709800697,E,E,0
Mexico,Muslim,Single,19.57128560188147,A,C,-163.78685813138333,E,-89.67682716704685,E,-12.160228176147404,-62.72163061170575,A,C,-59.42373508726257,A,D,1
Mexico,Other,Single,52.528475301049625,B,B,45.671592175844125,D,-51.78436759651206,B,20.336490677319315,-194.61121394056548,B,E,85.66788494297703,C,E,1
US,Hindu,Single,-184.80796641335473,D,B,2.4606112188127947,B,119.7013669971974,E,24.5472336071881,-69.75835485027059,A,D,95.28977194676386,D,A,0
India,Christian,Divorced,111.24200818244773,E,A,-173.57776763011836,A,-65.75927275167057,D,2.265768978081069,256.32438110089316,C,E,6.831400838785455,B,E,0
Brazil,Buddhist,Married,-23.85785858591018,E,C,-41.16082574913623,A,37.75651370562767,D,49.80670091197852,133.7214525884273,E,E,-100.0854694655861,A,B,1
Brazil,Christian,Married,49.38609390979392,D,A,-32.59151946134053,B,17.02067200352852,B,29.91573413156357,83.377905569771,D,C,-150.13159701060226,B,A,0
China,Muslim,Divorced,-130.20466699281374,B,B,-11.898305508256799,D,-58.289436445440245,D,-132.50016329722487,33.697523831756065,C,C,4.885830576585521,E,D,1
Other,Christian,Single,50.475876352622905,E,E,-106.95802907616694,E,-226.3405779671794,A,-38.39788878932943,-94.1977117130642,A,E,4.622308773016413,C,C,1
Germany,Hindu,Divorced,-57.61059148197787,A,D,-119.02985631755773,D,-134.68574976743733,B,-13.74434126069116,105.70609168717205,D,B,53.21152522153662,B,E,1
India,Jewish,Divorced,-39.699490738171775,D,C,-65.25211793116216,E,-72.1918525369509,C,-140.15104866536333,-94.88074861085013,E,C,-48.26447360703369,B,A,1
China,Christian,Single,-60.16790276383085,A,D,5.928054215840489,C,-182.60979081908008,D,-164.9002145435881,-104.86610809392867,A,D,-18.3551278958102,C,C,0
Germany,None,Widowed,-57.79672050043572,B,B,-44.65370258338453,D,21.066550952486832,C,-35.64216838337766,39.80411342994661,B,D,-3.632689475605705,E,E,1
UK,None,Divorced,38.513159861185436,E,E,-82.259994663692,C,138.0760935273366,D,71.58740501746169,-83.35125289174769,E,C,89.75451074238424,E,C,1
Brazil,Christian,Divorced,-47.082411747779744,C,E,-23.50700665737275,A,-104.39598671763322,D,-81.06505428333097,13.495359481421513,C,C,-3.5636132966120413,E,C,0
China,Jewish,Divorced,123.58245135701999,C,E,63.75973170624398,C,-88.45838076826202,C,-209.38298814892468,-18.672291704191107,A,A,-79.18983357009411,C,C,0
India,Jewish,Single,89.45915838764567,B,B,67.99529687990045,A,-35.98285827218787,A,6.184545212619379,65.92120898727426,A,D,-57.482091291821426,D,D,0
Mexico,Christian,Single,2.9257340109913086,A,E,87.86534991897938,A,-248.23753305948802,B,-191.52986879620738,149.348169931736,A,D,-150.63020697527506,C,D,0
Mexico,Buddhist,Married,96.85502439205848,B,E,262.35355608343195,C,-55.09075897427772,E,-15.904212691630299,-265.0429416123443,E,C,-17.49052221366456,D,C,1
China,Muslim,Widowed,69.60001113685533,C,C,-18.418763039049924,B,178.75657964197745,D,183.25789287272954,-100.75550929278563,C,B,15.07514835481644,E,A,1
Germany,Buddhist,Widowed,-38.35207098108474,A,B,48.827013842024805,D,136.2582437616659,D,-169.12799048734112,-57.982557634046096,D,B,77.62280017116159,A,D,0
UK,Other,Divorced,145.87357566049263,B,D,-64.08793963376733,E,36.58038564936816,D,7.102199847822914,45.501613315775536,E,B,-110.3386694445361,B,E,1
UK,Christian,Single,-90.14840319176687,E,A,7.653172468441645,D,68.44882954223883,C,196.89500038055937,-15.758021739531175,E,C,28.87927357022161,A,D,0
UK,Buddhist,Married,-80.70503641047914,D,B,-106.41833156719997,C,-100.67067279642123,B,41.745129797443234,-70.7356175763423,C,A,-91.36253613373258,D,A,1
Germany,Buddhist,Single,156.8955459695591,C,E,-9.650635928735305,C,11.524601545465652,C,1.9007333588934785,-204.06032446344656,D,A,2.3114703648223687,D,C,0
Other,Muslim,Single,55.00937425235648,D,C,116.28180787689469,D,57.93680068492416,D,19.504217982137156,-13.21633585656963,C,C,187.90215516554363,A,C,0
Mexico,None,Single,-186.55067355113155,C,E,123.40811624994443,A,-57.87723648250178,E,-71.93596432968509,78.20431657563617,B,C,-21.1553638842961,A,D,0
Mexico,Jewish,Single,-134.72663676823936,D,E,-173.50022490931644,A,108.18983223802607,D,138.4220296492608,23.223516676452373,C,C,-79.618469614319,C,A,1
China,None,Divorced,-66.82209253212059,E,C,8.239774479810544,B,-71.18720421139912,A,146.0915381181847,94.25298155619308,B,C,-56.21620206449792,D,E,1
Brazil,Other,Divorced,97.67975583408098,D,E,-22.122630436884723,C,-17.60504697141583,A,-94.17892904544445,97.32604464099695,D,D,-12.794113758095255,C,B,0
Brazil,Buddhist,Single,53.08656412000503,A,C,-38.61963676538942,E,-166.6072324338351,E,53.11860466518182,-123.6742788141225,D,D,29.143605228127367,A,C,1
China,Christian,Widowed,-263.6334331455232,D,C,130.0018607738142,D,-17.680731358943877,C,121.63176760057426,-84.84365591944312,E,C,-21.21059163209031,D,A,1
Brazil,Jewish,Widowed,7.57194316420986,D,B,-43.05360760322666,A,66.64349457171215,A,0.2008118429656573,-223.30951800679622,A,A,-171.11943500221722,B,B,0
Mexico,Other,Widowed,176.18742875801098,D,E,-101.42365827502462,D,51.47814933676014,E,-55.95724101037697,-243.52767124095246,B,B,-109.6844441908112,C,E,0
Germany,Muslim,Divorced,-34.90950388524105,A,A,-71.70733819124419,D,-110.71921673878829,E,-73.19719632893099,-13.139994635937539,E,B,-54.76165718224241,D,B,1
China,Hindu,Married,-90.55070716738001,E,B,105.2240472790452,B,175.33867174823706,B,-77.32378163749675,161.00254813069606,E,C,-17.915713574453452,C,E,1
Germany,Christian,Widowed,-146.77213483735173,D,D,116.84118696846171,B,70.59419647085831,D,29.730563235131612,6.9227783991091645,A,E,-118.60970701423548,D,D,0
India,Muslim,Married,37.295349418202015,C,C,36.83003286538536,C,-28.442313800770552,C,-30.453573815576025,106.1953924792888,D,C,21.045036068681302,C,A,1
Brazil,Christian,Married,45.292341777513634,E,C,-34.87990969994066,C,-28.416428334205907,A,-65.42662635210482,-92.01988484543286,D,B,-59.535968432666095,B,A,0
Brazil,Buddhist,Divorced,56.84532865337146,B,D,78.68262377916811,A,-155.10625463021373,A,50.13932481521017,-75.08479982630816,A,A,-0.055886966925663195,C,A,1
US,Jewish,Divorced,-98.4187014808599,E,A,-4.875501324576572,C,51.94845539523867,A,66.39961847691677,-84.04774562358782,D,A,-131.26201730245455,B,B,1
Brazil,None,Divorced,76.00116810854703,B,E,-21.815912976273193,B,41.250272441064624,B,17.894590453860637,83.3228242352737,B,D,-205.64717246526948,B,A,1
Other,None,Married,-38.60174377925441,A,D,66.08921542971372,D,0.6639227385765631,B,13.484977043167175,71.14429502715832,E,A,-58.818776849119736,D,D,1
Mexico,Christian,Single,-20.496210020130416,E,D,-63.143609960522696,B,75.75857003082321,E,87.50385161625623,5.720075673420848,C,E,-180.83289007794764,E,C,0
China,Other,Divorced,-25.184562198242933,E,B,5.411192565179601,B,34.12783438142166,A,101.89192070563439,-109.87964494454236,D,C,66.83348967521033,A,A,0
Brazil,Muslim,Widowed,-0.5153271129273772,E,E,64.87953392534412,E,42.92811266714154,C,-46.39663391740244,-16.521467958072872,A,C,-72.34162788816604,D,A,0
India,Christian,Married,154.55725121460665,E,D,-9.987412155291027,A,-36.15871101899793,B,-76.49155171332524,49.90164507366426,E,A,-224.6944862358781,C,D,1
India,Christian,Divorced,115.01937511960698,A,E,-123.37255606561463,D,-60.197611778925186,A,-61.539007325397,277.5643986376391,A,E,42.627412727838724,B,E,1
China,Buddhist,Divorced,-104.11066845179175,B,B,-55.663328785795294,A,-43.89067705166699,B,60.586687258855456,63.95874494453828,E,B,-135.28748978706028,A,D,0
US,Other,Single,97.7974694647611,B,C,28.32139194873845,A,-60.78351971684558,E,-34.47225464184478,-57.91468434073042,E,B,48.4819722125106,B,A,0
Germany,None,Single,38.87570397492,B,D,-105.6504788930827,B,-41.44180672100952,E,-104.52420431418736,-134.00400102571578,B,A,101.60956620418095,C,B,0
India,Hindu,Single,143.15333974547934,A,B,-32.056327224494254,E,21.365256532980514,B,-111.0391849754777,144.9855020240487,E,D,-52.54801244092694,C,D,0
US,Jewish,Married,44.214811615151895,D,C,90.14796197768823,C,68.346020969066,D,-13.611648146173824,-65.41622939129613,C,B,-111.59569551848558,D,A,1
China,Other,Married,-15.472216734853795,A,B,-115.31062596400916,D,6.035956971267904,C,-126.31999743084796,-52.2953280647056,E,B,-104.21310230960155,A,B,0
UK,Buddhist,Divorced,187.11011507127614,A,C,89.49955099711849,A,-57.23128524799485,C,14.043978955887331,-61.4482054245593,C,D,-63.46320275017766,B,C,1
China,Hindu,Single,-57.6420783751553,B,E,113.563903107977,E,59.10839191952964,C,-169.90671444007396,-36.45683663542857,A,B,-38.51436521584886,E,D,1
UK,Other,Single,73.93352602646138,B,A,-55.22486568475853,E,-113.72749897563257,B,-57.25976937781719,33.72334351580855,C,C,-23.878747441826494,A,E,1
US,None,Divorced,258.36976938466955,C,C,-70.52517179145474,B,56.49162891304327,C,-64.25108124633068,65.57692207186045,B,E,230.8918904204649,E,C,1
Other,Muslim,Married,-9.185971064303608,E,A,-22.55114607346933,B,42.005483392648564,B,-118.0750478028965,167.3384018710529,D,A,-3.987162213413298,D,A,0
India,Hindu,Divorced,-53.58541511335307,B,E,5.5898219114358945,C,90.68318767367064,C,171.71283195327442,-10.66201807471228,E,C,-179.8550375459489,E,C,1
Other,Muslim,Single,36.950535935384856,C,D,124.72196952120356,A,-62.309054945799105,D,-121.84487074747858,-179.402733477581,A,C,-91.0258060498553,D,A,0
Germany,Muslim,Divorced,-159.9600805588081,B,C,20.762287601974275,C,18.213571136772256,B,-124.54424796809353,-67.86345062691507,C,A,53.050083917003874,C,D,0
India,Jewish,Widowed,193.8473845617613,A,B,66.51150986527897,D,-177.05787234287064,A,-23.355801790730162,94.58350139943718,C,D,-31.568255293123187,B,A,1
UK,Jewish,Divorced,-166.50579986361424,A,B,9.330013803062553,E,35.35141381920464,A,-130.2576088576198,-135.98435108467953,B,A,70.82402733370601,C,C,1
Brazil,Buddhist,Divorced,93.41226259287818,D,C,-89.21560505680502,D,-196.98935769139047,C,-141.5885603073935,-125.99172433016814,A,D,69.14475310574963,E,E,1
UK,Other,Divorced,3.5871311524019616,E,A,-176.31118467502654,A,-6.692167733714652,B,-53.5764104737053,87.42161946653117,C,D,-2.014758455391675,C,D,1
China,Christian,Widowed,-41.103370123192754,C,A,-42.41648955355151,B,83.0971824174485,E,-23.965469964873233,60.584338337517764,D,D,-73.18146306638647,E,A,0
Brazil,Buddhist,Single,30.488376831595392,E,E,45.46440531252539,C,64.01289232162767,E,76.63037423954378,-203.20488042387944,B,E,-118.20447093437653,E,E,1
US,None,Married,-55.655071698973714,D,D,132.2296627755867,E,114.46997854950564,A,8.036924252037833,115.10003325727838,C,E,-57.57548947023267,C,D,1
Brazil,Christian,Widowed,-80.41608239600542,A,B,28.4251202811179,E,117.7508813523635,E,37.5139983994088,-58.957609068532,C,D,97.8248040558975,B,B,1
Brazil,Christian,Single,-7.231512589383778,D,A,-39.67957783529963,B,48.42979427141351,B,-125.51625659851895,78.82082743137751,D,D,-76.7016571181081,B,D,1
Germany,Other,Divorced,-140.0624338019466,E,A,20.941619368090848,D,-17.390228322172742,D,53.01792951812651,-100.53800848503762,E,D,59.1483569053701,D,A,1
Brazil,Buddhist,Divorced,106.22123017088782,E,B,-106.20138106420825,B,21.55498743423962,C,-113.20297445153003,-190.61171607320276,E,B,-83.51206642762918,E,B,1
UK,None,Widowed,182.76694690146203,C,C,-8.678219060122833,D,45.33472466813955,C,-144.4606025278134,14.536926127993796,D,C,225.45982694423347,D,B,1
Brazil,Christian,Married,42.881855029059146,E,E,165.48709246506533,B,-107.91231254351987,E,8.12241010557329,-28.543563358476465,A,D,-129.4965362431312,A,E,0
Brazil,Muslim,Widowed,4.076335883698634,A,C,119.8103560369207,C,-26.407259234736856,B,-55.47755002017367,-156.55330545853286,A,D,302.9890899712436,B,A,1
Brazil,Muslim,Single,71.93349598680747,C,B,103.0859686119234,D,-14.635575703773704,E,-56.68079881078179,173.47567037733964,C,E,-108.28489275191846,B,D,1
Brazil,Other,Single,6.806429359761623,C,E,-133.56207931982905,E,72.84619782904781,D,-13.229125924918748,126.70719262644378,C,E,118.57197363354895,B,A,1
Mexico,Other,Single,-132.45763110301323,B,C,-49.215069678547536,E,67.81469098644105,A,-4.4443542360807715,-90.2904682660429,E,E,22.880218109573004,D,E,1
China,None,Widowed,-88.96917343233946,B,B,-62.607179422800805,A,47.41385129277594,B,-89.40274917289571,38.41934251327875,E,E,-75.23735125136302,B,D,0
Brazil,Muslim,Widowed,131.49956675907222,A,B,-71.70901443145097,D,75.01207488938925,C,-7.059619186085395,72.20250605310332,C,A,-93.72404299422726,A,D,1
Other,Buddhist,Divorced,89.78724806608471,B,B,158.08453002337188,E,-80.27205439426407,E,-11.726452242817578,-151.73170412410718,C,C,-87.09724066568295,E,B,1
Brazil,Christian,Married,42.94238408665158,C,D,-91.27426025859003,C,-197.98538024659157,D,-42.34912712883624,1.786376757415924,D,C,133.70228495002104,E,B,0
China,Hindu,Widowed,91.05458690892951,E,A,59.558306573541984,B,-29.850739642361113,E,22.350566452258406,51.65178860761115,D,E,120.25821377667178,B,C,0
Mexico,Jewish,Married,137.4454034429072,B,D,16.032568131531157,B,8.895994643310587,E,-97.8798202587943,10.526489901711319,B,E,-47.677709495207495,E,B,1
UK,Buddhist,Widowed,53.32936710955393,D,A,-22.747616028321637,B,46.395214082873295,A,54.687217101164144,70.31655316263496,C,B,-5.544164015864976,B,D,1
Germany,Muslim,Divorced,96.12547555353272,C,D,-143.20657640131188,B,-89.03613502726128,B,-23.664909604124457,46.93262250703426,B,A,-74.75002878039811,A,A,1
Mexico,None,Widowed,83.17767088042268,C,A,-67.00506023404806,E,-29.712030440935127,A,238.13608445192483,16.60369078006249,D,E,84.54121459042163,E,C,0
US,Hindu,Single,139.48872396632143,E,B,-140.30382458929452,E,-0.26958809463417227,D,-89.66966845334048,-196.81242445485597,E,E,27.65910048405877,A,A,1
US,Jewish,Married,17.872865140131726,E,D,-159.12462139932686,D,162.04182767653472,A,-98.73471976331079,-0.7883466294436042,E,C,21.052920602944823,E,D,0
US,Jewish,Single,30.013503981366483,E,B,-68.45633475341583,D,-10.269937920948234,B,-48.35114699104357,-93.86284197550448,B,D,-200.77018115517342,E,D,0
Brazil,Hindu,Single,4.140353827412354,C,C,42.662645563647914,D,-39.5813044310131,C,-17.02202260111386,-177.8506663496642,A,A,0.8305923179869448,C,D,0
Mexico,Hindu,Divorced,-112.19991877420247,E,D,25.979448769175743,D,-20.858464975363567,C,-194.02150572158078,246.70395610904566,A,C,151.01621489325538,D,D,1
China,Buddhist,Single,13.925759093395598,C,A,4.200995113917499,A,11.629558357065195,A,-76.62458964631384,66.53056691400229,D,B,-51.51413681987711,C,C,0
UK,Other,Single,-61.673893233928304,C,D,162.7783903048606,E,-156.00085550770783,D,-12.4791244276779,-14.172317909380622,D,A,81.33231374925937,E,A,1
Other,Other,Widowed,180.23667548068084,E,A,-84.71776501829538,A,56.875821538973085,A,31.74819544656261,79.62149548325958,E,A,22.349491433210165,A,A,0
UK,Jewish,Married,-118.0608774859975,B,C,-95.53359896581807,D,28.946578918558778,A,133.19881833657024,38.319587709742876,C,D,-10.404153233783301,D,C,0
Mexico,Muslim,Married,-123.50697678799938,B,A,-10.924182087803441,D,-20.862103287332538,E,32.62813408498026,60.449536301059716,E,D,-4.86875418815844,A,D,1
China,None,Divorced,41.56464217133988,C,C,41.41262488603644,A,100.40624358283159,D,127.18173474957095,27.093848011376604,C,C,117.104397504828,D,E,0
Brazil,Jewish,Widowed,-72.75375214219241,B,C,2.6573908562357964,D,-1.8032776439343583,B,-148.20530074071942,54.66864425144136,A,E,156.56212879707297,D,E,0
US,Muslim,Divorced,-67.33615787395146,B,A,-107.55382490313099,D,111.76931739000395,D,-4.021481485611,-287.66052332924613,D,E,209.26088065940442,E,C,0
US,Christian,Divorced,88.30212213906887,D,A,203.20276332989903,E,134.28203138985293,E,-176.74078444429233,121.84612325830695,B,B,-137.69004225960163,C,C,1
China,Christian,Married,-102.79943943578616,D,D,-77.32042539975873,E,84.84226399494042,E,11.707241705295921,-40.21002492028365,D,C,-82.15090398692195,B,B,1
Brazil,Jewish,Single,60.69063085711319,B,A,-121.91426362745852,C,-1.0378369348292957,D,12.102289814300898,-67.72997353158526,E,E,-194.1959086486242,A,D,0
Brazil,Buddhist,Married,-71.64667918288569,C,B,-76.40923055189046,D,-147.29036208102576,B,-161.0756542876089,-117.32010649625289,A,B,32.898203030891096,A,C,0
US,Hindu,Widowed,-60.68016383329207,D,D,48.898825062551666,C,-73.04412853211329,C,278.0456911170468,27.13666187513124,B,C,-154.3616568124248,B,D,0
India,None,Divorced,-0.15462900934333984,E,A,141.3733593445348,A,-88.16860089827865,E,63.347270121250844,-19.309822446236964,C,C,-219.18536431230802,D,B,1
US,Christian,Widowed,-22.9563263079305,E,A,157.43647781044737,A,118.18744000956933,B,-45.87274918141065,-1.7948401698297118,B,A,-69.5828126681794,B,B,0
China,Jewish,Single,-25.218771475207102,A,B,20.737485554820076,C,-26.115248816798864,E,67.70430625695447,-53.06521389712954,B,A,47.819257587901944,E,E,0
Brazil,Hindu,Divorced,-62.91415600632798,B,A,183.08400459160387,E,8.214645403994297,C,99.55121235038372,-120.99281433956138,C,B,61.00172618584316,D,C,1
India,Jewish,Widowed,31.443987073181823,D,C,-55.03755511879033,E,147.23123959148373,A,-78.62077912897354,139.6927118742063,D,B,-86.99800602937844,B,E,0
UK,Jewish,Widowed,72.088210291482,B,B,-160.1849539483041,C,81.50010454481338,A,73.30116031404219,0.38997619624294777,D,C,13.63855546657225,E,B,0
UK,None,Widowed,14.772743796486942,C,B,-2.76451837444197,E,127.74831587295022,A,6.822932153068209,-29.402627374875628,A,E,156.65514986746047,A,D,1
Mexico,Buddhist,Divorced,44.92098254710844,D,E,-47.85329463816765,B,-35.535865517493775,D,-75.37834804151144,-67.8240409741545,A,B,53.789661013681965,E,D,1
UK,Other,Single,-117.90227452686399,B,C,-36.55293496901447,D,-180.9548163884521,C,-10.243040487533522,0.29547839542728965,A,C,-117.24733023956145,A,D,0
China,Other,Married,21.23672445767911,C,E,96.17692465872955,B,9.936628124891133,A,81.07300767381986,77.05840307455661,E,D,48.540525580373576,B,C,1
China,Hindu,Married,12.593632155411601,B,C,-40.17567134670269,C,-45.29064433333378,B,171.07209636240177,-86.85899457291161,B,C,133.90779149095005,B,D,0
