disabled,age_range,military,religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Physical,65+,No,Christian,C,-76.3705528390298,C,B,C,E,87.07434309331639,A,0
Yes,18-25,Yes,Muslim,C,-68.9066105234428,A,E,D,C,-63.11506220433171,E,1
Yes,51-65,Yes,Buddhist,E,-193.47842715892844,C,C,D,B,-142.01472232355368,E,1
Yes,51-65,Veteran,Buddhist,D,152.61317454215418,C,E,D,A,-56.529287637418705,A,1
Yes,26-35,Yes,Jewish,A,-45.538319682306046,E,D,A,C,142.879117269355,C,1
Mental,51-65,No,None,C,-51.088221345378905,D,D,D,B,106.79853561871424,B,1
Physical,51-65,No,None,C,22.89635729378595,C,D,A,C,9.499472559426398,A,1
No,36-50,Yes,Other,C,153.3381698780662,B,E,B,E,-277.6505302254993,C,0
No,65+,No,Christian,B,-74.5242192499573,B,D,C,D,-95.47898027715117,B,1
None,65+,Veteran,Christian,B,7.455861833202361,A,B,D,B,265.9654168022026,C,1
Yes,26-35,Non-Veteran,Other,A,-15.558899292779909,A,E,B,A,14.762305037462967,A,0
Yes,36-50,Yes,Christian,B,-108.11804431414006,B,E,A,E,58.325233305744085,C,0
Physical,26-35,Yes,Jewish,B,-120.13477613682282,C,B,B,B,-194.89654164114071,E,0
Physical,65+,No,Christian,A,-76.29108153837234,A,C,B,D,52.485887708109345,B,0
None,36-50,Veteran,Christian,E,-19.341436511248585,E,A,B,D,-17.082948823039256,A,0
No,36-50,Non-Veteran,Other,E,162.52249067733771,B,B,B,B,53.61279545431405,A,0
Mental,51-65,No,Buddhist,B,85.1701524434177,D,E,D,C,-84.4973551750416,C,1
No,18-25,Non-Veteran,Buddhist,D,-70.94031949868553,E,E,C,B,157.03439817495618,A,1
Both,18-25,No,Muslim,D,-67.3537275539622,C,D,B,B,-93.17535558933349,D,1
No,65+,Yes,Christian,A,-127.8122063384185,D,A,E,B,-20.971682013328202,A,0
None,36-50,Veteran,Other,C,-134.05662667025746,E,A,A,B,8.207708015969486,B,1
No,18-25,Veteran,Other,E,142.82848372634146,A,D,C,B,7.066867120010269,C,0
Yes,26-35,No,Jewish,B,-16.26110840864532,D,B,E,A,-71.04046470994439,A,0
Mental,36-50,Veteran,Other,D,89.08678670579427,D,C,C,C,30.17949463664202,A,0
Both,36-50,Veteran,Muslim,D,-39.30512286280642,C,C,B,D,-44.59213943348403,D,1
Physical,65+,Non-Veteran,None,A,-67.72071005361374,A,A,E,A,-56.70372660491946,D,0
Mental,26-35,Yes,Hindu,C,20.539232837650463,A,D,C,B,-253.94966089055814,D,0
Both,26-35,Non-Veteran,Hindu,A,-116.72258480813768,C,A,E,D,55.193514126139384,E,0
No,26-35,Veteran,Other,A,0.4112168818965958,D,E,E,C,52.34673294837474,A,0
Physical,51-65,Yes,Other,D,52.92845363189092,B,E,C,D,67.03914612597013,D,1
Both,65+,Veteran,None,E,-131.90606751042228,E,C,D,D,15.110307271231497,D,0
No,26-35,Veteran,Christian,D,65.9681467517003,E,B,A,E,-13.78340239923022,E,0
Physical,26-35,Non-Veteran,Christian,B,44.82744006887854,A,D,B,B,-43.20822827140445,E,1
Yes,65+,Veteran,Christian,C,226.62822514551192,B,C,A,A,133.1309067788703,A,1
Yes,36-50,Yes,Muslim,C,-11.67547345756609,E,E,C,B,-2.5137795192706887,A,0
Physical,51-65,Yes,Other,C,166.26138104169434,C,D,B,D,-1.1781706046838119,B,0
No,36-50,No,Buddhist,A,72.68886474287164,A,C,A,D,-14.229592673613128,E,0
Both,36-50,Non-Veteran,Other,A,144.90608415805457,D,A,E,E,-125.6975762658605,E,0
Both,26-35,Non-Veteran,Buddhist,D,-1.248234019875947,A,D,B,D,-44.823837721591616,D,1
Both,36-50,Non-Veteran,Hindu,D,-21.564725264961996,D,E,D,E,-128.16188992499806,E,1
No,51-65,Non-Veteran,Hindu,D,139.95770222801622,B,B,B,D,123.99572954410174,A,0
Mental,36-50,No,Jewish,E,-83.14581556016435,B,B,C,E,144.67446285742045,C,1
No,36-50,Veteran,Hindu,D,116.93207197592864,B,E,E,D,75.72064212314686,D,1
No,36-50,No,Hindu,A,-24.99125980109404,E,E,C,D,2.316962445116614,D,0
Yes,18-25,Yes,Jewish,D,-2.6998401211732066,C,D,E,C,50.55658092364489,D,1
Physical,36-50,Yes,Christian,E,79.01697442716294,B,D,E,A,157.71923250025063,B,0
Mental,51-65,Non-Veteran,None,E,16.98117435190669,A,C,D,E,-129.7568685386832,A,0
No,65+,Non-Veteran,Muslim,A,69.2254957165188,B,D,C,B,206.2610515984121,B,1
Mental,65+,No,None,E,-36.1480335329094,E,D,D,E,-20.301326595215638,E,0
Physical,65+,Yes,Jewish,C,-151.42199338129356,C,C,B,B,68.89084599366444,E,1
None,36-50,No,Christian,B,-169.0611732138959,A,C,B,D,-73.15429379961729,C,1
Yes,51-65,Yes,Buddhist,B,-80.86983701084812,B,D,E,A,-76.31062391504516,B,1
No,51-65,Yes,Muslim,E,-67.07513100531264,D,B,C,A,3.67742674364563,D,0
Yes,18-25,No,Hindu,C,-34.4896862645075,A,B,B,E,-27.781370609967944,E,0
Physical,51-65,Yes,Buddhist,B,70.18663065951243,C,A,A,D,79.17796962882767,A,1
Yes,18-25,Yes,Buddhist,A,229.55630223175584,D,C,E,A,119.1991033318496,A,1
Both,26-35,Yes,Buddhist,E,-17.689061491355428,D,C,B,B,68.14766410455586,A,0
Physical,26-35,Yes,Hindu,A,-11.935983545857598,E,A,B,C,-77.34708610402532,C,1
No,26-35,Veteran,Buddhist,A,-21.55105392673719,D,A,A,D,-132.9008445640374,D,1
Physical,51-65,Yes,None,C,-108.60351038354598,A,B,D,A,137.7378516745765,B,1
No,26-35,No,Hindu,B,-12.816102647501973,E,E,A,D,52.2815446324822,B,0
Both,18-25,Yes,None,B,-12.837325923884697,D,E,C,A,-13.116525590779258,B,0
Yes,18-25,Yes,None,C,-89.75712734327239,A,D,D,C,-55.628120760509745,E,0
Both,65+,Veteran,Other,B,77.75807699146957,D,A,A,C,-81.74789600916252,A,0
No,26-35,No,None,E,-18.697211599983675,E,C,A,A,-137.07201823776626,A,1
None,18-25,No,Jewish,E,27.804035864899113,E,E,C,B,14.006064805545588,C,0
Both,26-35,Non-Veteran,Christian,D,-93.51906260242014,C,A,C,D,26.830677924470393,A,1
Physical,65+,Yes,Hindu,D,-15.006015808690012,D,D,A,A,-113.57330349486952,D,1
Yes,26-35,Veteran,Muslim,D,173.01570533812486,D,B,B,E,163.49102574421005,D,0
None,65+,Yes,Other,E,-54.27376422435426,D,E,C,E,33.91574185828018,D,0
Physical,26-35,Yes,Other,A,-23.101095134181755,D,B,A,A,206.5579713555206,D,0
Both,36-50,Yes,None,B,-15.531221723878414,D,E,D,D,-172.970171666493,B,1
No,26-35,No,Hindu,C,-62.82985198024359,B,D,E,A,-76.7169450440822,A,0
Mental,36-50,Veteran,None,C,127.70004682859404,A,A,B,C,-100.30804253990182,A,0
Both,26-35,No,Hindu,C,52.26832748159398,C,D,C,B,-174.22971854038883,E,0
Mental,18-25,Yes,Christian,A,77.01000600725195,B,B,B,A,-67.11809290985032,A,0
Both,51-65,Yes,Christian,B,61.291013710416266,B,D,D,C,30.171978165168,E,1
Mental,51-65,No,Buddhist,E,-75.9766628715544,A,C,D,D,-55.296612168398326,A,0
Mental,65+,No,Muslim,E,-177.127958458551,D,A,A,B,53.53829178621915,A,0
None,65+,Yes,Christian,B,-132.11922070443057,E,A,D,A,-20.968943890165377,B,0
No,18-25,Veteran,Other,E,8.379005263593072,E,E,C,C,14.333744440484885,A,1
Yes,18-25,Veteran,Buddhist,A,-141.11249110480804,E,B,C,A,36.03500668660167,A,1
Physical,65+,Veteran,Other,B,-116.93637176410722,D,E,D,C,-11.058472985325196,E,0
Yes,65+,No,None,A,75.90251544189837,C,E,A,E,-39.82929207136997,C,0
Both,65+,Veteran,None,B,-101.4292232673665,B,D,A,A,97.90487958353867,B,1
No,65+,Non-Veteran,Hindu,D,89.37595184326655,E,D,A,A,-93.56809344777753,E,1
Yes,65+,Veteran,Buddhist,E,-170.1719096693864,D,A,E,B,159.34071086343556,D,1
None,51-65,No,Christian,E,0.5199560497984557,C,A,E,B,25.275064835795302,C,1
No,26-35,Non-Veteran,Jewish,B,-53.01519504421145,D,E,A,E,28.97263310873978,D,1
Physical,26-35,No,Jewish,E,-30.114352115674127,A,A,B,D,-42.91355445706131,B,0
No,26-35,No,Hindu,D,75.43085121038594,C,A,A,D,110.99821101992089,E,1
Both,26-35,Non-Veteran,Jewish,C,65.80761987730982,D,D,E,B,-191.67008359848995,C,1
Mental,51-65,Non-Veteran,Buddhist,B,-155.09933221060598,C,D,B,E,244.99570742889892,A,1
Both,36-50,Non-Veteran,None,B,205.75697886814908,A,C,E,E,136.71185565970023,C,1
Mental,26-35,No,None,C,52.58532540831374,C,D,B,A,27.149997784635758,D,1
Mental,36-50,No,Other,A,109.476911837545,A,C,D,D,-150.64145983648913,B,1
Physical,51-65,Yes,Muslim,D,-124.59461910647072,C,B,D,A,36.515359557081695,B,0
None,36-50,Veteran,Hindu,E,-39.94473722047692,D,B,B,D,-2.679921889883735,E,0
None,36-50,Non-Veteran,None,D,2.7371020328255744,D,D,E,B,-44.94246254079435,A,1
Physical,18-25,Veteran,None,C,20.416267449003477,D,B,A,E,152.82052272523708,E,0
No,51-65,Yes,None,E,70.34005682579478,E,A,C,D,-18.686524048571904,D,1
Both,36-50,Veteran,Muslim,C,17.915713135426998,E,B,B,E,40.38564136048004,E,1
Physical,18-25,No,None,C,-112.2535817715316,C,A,D,D,2.114736665113133,C,0
Yes,26-35,Non-Veteran,Other,B,39.05544545984093,B,A,A,E,281.9497313694257,B,1
Yes,36-50,Non-Veteran,None,D,151.91140099005358,E,C,B,A,-37.466136616314834,C,1
Yes,65+,Yes,Jewish,B,183.22436668833174,D,D,B,D,-47.78406167296417,A,0
Physical,26-35,Yes,Buddhist,D,118.58477091155027,C,C,D,D,147.42346143926687,B,1
Mental,36-50,Non-Veteran,Hindu,E,-26.693793358141782,A,B,B,B,-206.74192596955982,C,0
Physical,51-65,Non-Veteran,Christian,C,32.24649768409104,B,E,C,B,-28.50786808118,A,1
Physical,65+,Yes,Other,B,-14.67537641036603,A,B,E,D,28.826599998383447,D,0
No,26-35,Yes,Other,E,54.83501738917271,A,C,A,C,4.445064680289641,B,1
None,18-25,Yes,Hindu,B,8.89989205758678,D,D,D,B,43.18568126093322,A,1
Physical,51-65,No,Muslim,E,-152.2333924803905,D,E,A,B,123.08923758936758,C,0
Mental,26-35,Veteran,Jewish,C,-51.12931921986239,A,E,E,E,37.754778534166775,C,1
No,18-25,No,Other,A,-130.06248062640472,B,C,A,E,-17.40767087784087,C,1
None,18-25,Non-Veteran,Muslim,C,-44.61060689095712,D,D,C,C,102.21919196120606,C,0
Both,26-35,Veteran,Buddhist,E,-20.63419651360924,E,A,A,C,72.42574594362083,E,0
None,51-65,Yes,Christian,E,-163.0085338050411,A,D,E,E,-189.83842056455907,D,0
Both,26-35,No,Other,E,84.96230604112006,D,D,A,D,-121.93852826686383,C,0
Physical,65+,Yes,Buddhist,C,68.48063178372647,B,B,D,C,77.99483814959117,E,1
No,36-50,Yes,Hindu,D,17.056405087098423,B,E,B,C,141.7224586560081,B,1
Yes,26-35,Yes,Jewish,E,-9.370180706896553,A,E,E,B,77.23078797485297,D,0
Mental,18-25,No,Jewish,E,-166.81805299171828,E,A,E,E,-82.60927761083377,D,0
Mental,26-35,Non-Veteran,Christian,B,60.865562628310144,D,E,A,D,66.77013969642094,C,0
No,65+,Veteran,Muslim,E,-46.1612111848272,E,C,C,E,45.76067765685274,A,0
Yes,36-50,Veteran,Other,E,47.39703695189609,C,D,B,B,58.444063149280964,C,1
Both,26-35,Yes,Other,A,19.31304338680868,A,A,D,E,-7.816605029546643,C,0
None,65+,Non-Veteran,Jewish,B,197.47777610139212,C,C,D,E,209.22582937032394,B,1
Yes,18-25,No,None,B,-31.816572728941278,A,A,E,B,-28.532658363299536,B,1
Yes,65+,No,Muslim,C,-47.34059241805232,E,B,A,C,-34.39489485347422,E,1
None,36-50,Non-Veteran,Other,E,-34.9133581093869,B,A,E,A,-42.86886818503804,E,0
No,65+,Veteran,Buddhist,E,-30.170261948599563,E,B,D,E,45.52800344186275,E,1
None,26-35,No,Christian,A,-161.85577720526564,C,B,B,A,168.3919449335575,A,0
Both,18-25,Veteran,Jewish,A,-51.865784567509245,B,E,A,A,22.872977403362675,E,1
Physical,51-65,Yes,Jewish,C,186.2650931499754,E,E,C,D,63.29800951892099,D,0
Yes,26-35,Non-Veteran,None,C,-95.78526429576189,B,C,A,A,-17.363672580286842,A,0
Both,18-25,Non-Veteran,Other,D,137.74533668876649,E,C,A,C,-135.48516391713426,B,0
None,26-35,No,Muslim,A,93.85121790574813,C,D,E,E,40.0562241231266,B,0
Physical,51-65,No,Other,B,-16.284208912325848,A,A,B,A,-101.54236846230616,A,1
Mental,36-50,Veteran,None,A,-244.41965570477095,A,B,B,B,-13.683274634259835,E,0
No,65+,Yes,Christian,B,-104.30331947690755,A,D,D,E,108.60019405044193,B,1
Mental,65+,Non-Veteran,Muslim,D,120.10556048689472,C,E,B,C,70.7649564567038,E,1
None,51-65,Yes,Christian,B,-57.55165033239328,B,E,C,E,115.27124080205607,C,0
No,65+,No,Christian,A,25.497827477603856,A,E,A,A,-55.951056352052476,B,0
None,18-25,Non-Veteran,None,B,109.20240886685507,D,D,C,D,48.68367859460591,A,0
Physical,51-65,Yes,Jewish,C,61.47816704831531,E,C,C,E,0.858534044653109,A,1
Yes,51-65,Yes,Buddhist,B,-14.216380524783931,A,A,C,A,-336.70958596550764,A,1
Physical,51-65,Yes,Muslim,C,112.6769799215158,C,D,C,A,31.8583972067759,A,0
None,65+,Veteran,Muslim,C,106.0699910585103,E,B,E,E,-118.49535934505883,B,1
Mental,26-35,No,Other,A,-30.057495410141655,E,B,B,D,-34.74304744277203,E,0
Mental,51-65,Non-Veteran,Other,D,64.707524035371,B,E,C,A,98.28233731331626,A,0
No,18-25,No,Christian,D,5.1392259551942825,C,A,D,B,-105.3976816451586,B,0
Physical,51-65,No,Buddhist,C,185.08065854350306,A,E,B,E,-94.91750292395312,D,1
Physical,36-50,Non-Veteran,Buddhist,B,-81.06904653966342,B,E,D,C,-155.99729922567653,C,0
Both,65+,Yes,Hindu,A,85.03906384361846,C,C,C,A,10.928895373331674,A,0
Both,51-65,No,Other,E,157.98494307665288,A,C,E,D,65.06231091380913,E,1
None,51-65,Yes,Hindu,D,-103.76041393449454,A,A,C,A,-66.37080974382756,B,1
Yes,18-25,Veteran,Hindu,C,29.21080118949581,B,E,B,D,29.524862781796795,C,1
Mental,26-35,Non-Veteran,Other,B,50.6968676360921,E,C,C,E,109.90339499610582,E,1
Mental,51-65,Yes,Hindu,D,67.10569222052693,C,E,A,E,30.31145824963966,E,0
Mental,36-50,Veteran,Other,E,21.115673370083943,E,C,D,B,-13.90923410926644,B,1
Yes,51-65,No,Jewish,D,125.9317573010474,C,B,E,E,-117.58925165729286,E,0
Mental,36-50,No,Christian,A,16.719068059924933,A,C,A,E,56.06688045356907,B,0
Both,18-25,No,None,A,148.62829796998486,E,C,B,C,-9.72685179282678,A,1
Both,51-65,Veteran,Christian,D,58.422168956618535,E,B,D,C,-3.7254473368917114,A,1
No,26-35,Non-Veteran,Hindu,B,104.04019441781689,B,E,A,B,87.35503867971013,D,0
None,65+,Yes,Buddhist,E,-82.15813238653492,C,D,B,D,-54.87835730904508,E,1
None,18-25,No,Jewish,E,23.649708181459665,D,B,D,A,37.04499463356276,B,0
None,51-65,Non-Veteran,Christian,A,156.6281930131858,A,B,E,A,136.4367414386034,C,1
Mental,65+,Veteran,None,E,44.50640599629532,A,D,B,E,155.00426304292844,E,1
Yes,65+,Veteran,Other,E,65.19456950241678,E,B,D,B,-125.13706848868318,B,1
None,51-65,No,Christian,E,22.9746075204245,D,A,B,E,-19.269480367836795,A,0
No,18-25,Non-Veteran,Other,C,27.383967334446847,B,A,D,C,65.62502465732865,E,0
None,51-65,Non-Veteran,Hindu,E,10.603102449125503,E,E,E,C,123.72012444262661,D,0
No,18-25,Yes,Muslim,D,81.23442750047862,D,A,A,E,110.68262274279874,E,1
Mental,51-65,Yes,None,B,-184.14290545980836,A,A,E,C,-157.8600587066284,C,0
No,26-35,Non-Veteran,Hindu,D,139.45277367015254,A,E,A,E,147.02685689344926,A,1
Yes,26-35,Veteran,None,E,74.64859735713897,D,E,C,E,129.93848166190395,A,1
None,65+,Non-Veteran,Other,A,221.29043786613306,C,B,C,A,209.36503088110464,D,0
Mental,18-25,Non-Veteran,None,D,48.022025415263045,D,A,D,D,-151.10750119294755,D,1
Yes,65+,No,Jewish,C,90.58880455676946,E,B,D,C,76.03104186477823,B,0
Both,36-50,Yes,Christian,E,6.184165594159978,D,D,A,C,24.780479380457283,D,0
Yes,51-65,Non-Veteran,Buddhist,B,-119.05234763433083,C,D,D,D,55.49305564856165,B,0
Physical,65+,Yes,Muslim,D,75.44296290669737,C,C,E,D,-23.791359011074935,E,1
Mental,36-50,Non-Veteran,Buddhist,C,121.70752381404513,D,D,D,E,-66.1308583983091,B,1
No,51-65,Yes,Muslim,B,-91.02157726293018,D,C,A,C,-45.45248377482605,E,1
None,51-65,Veteran,Buddhist,E,152.34057245212142,A,B,C,C,-105.6413125352207,E,0
Mental,26-35,Yes,Hindu,B,-9.901144499170723,D,B,E,B,27.65579562897817,A,1
Yes,51-65,Non-Veteran,Hindu,E,30.579004221581446,C,E,A,C,-65.6947445259391,C,1
Both,26-35,No,Buddhist,D,-104.38908391636821,B,D,A,C,83.12531979757159,E,1
Both,36-50,Yes,Jewish,C,-41.68429726773887,C,D,E,C,-209.788759874875,C,0
Both,36-50,Veteran,Other,B,-23.31859945703173,E,C,A,B,-63.61126699996864,B,0
Yes,51-65,Veteran,Muslim,A,97.16816590305301,C,B,B,A,-36.264253193497694,A,1
Yes,51-65,Veteran,Muslim,B,18.2714563591216,C,B,C,E,-13.732685216826354,D,0
Yes,65+,Non-Veteran,Jewish,D,69.31328623830309,A,B,C,D,-22.16403755339686,D,0
Both,51-65,Veteran,Hindu,E,-124.38450622019613,B,C,D,B,-53.52924633254826,E,1
Yes,18-25,Non-Veteran,None,C,41.025772425569414,B,A,B,E,96.19019130129314,C,1
Mental,26-35,Veteran,Christian,B,-149.52188731792978,E,E,E,B,12.36021236877139,C,1
Yes,36-50,Veteran,Buddhist,A,-124.80920693855333,B,E,D,D,192.41333202395072,E,0
Yes,65+,No,Other,C,-95.28416800580915,C,A,E,E,-160.30857110136958,C,1
Yes,51-65,No,None,D,43.24069568268635,C,C,D,B,233.3527682143635,B,1
Physical,18-25,Yes,Other,E,-25.307888237767727,B,A,B,A,2.3377765556964056,B,0
Both,36-50,Non-Veteran,Christian,C,12.574992557949347,E,D,E,C,83.30678269739408,D,0
Mental,65+,Non-Veteran,None,B,110.52800638021472,E,B,E,C,154.2410610519046,A,1
Yes,26-35,No,Hindu,E,26.08897252693675,B,C,D,C,-58.03019194461887,A,0
No,51-65,Yes,Muslim,C,-114.29354951808001,E,D,A,C,107.02349317381834,B,0
No,36-50,Non-Veteran,None,B,-47.0495043671019,D,C,C,D,-33.3933067297182,A,1
Physical,65+,Non-Veteran,Jewish,B,-110.13606270450195,D,C,C,E,51.907544242635204,A,1
Both,65+,Non-Veteran,None,C,-211.76001238343164,B,B,D,A,-70.61428909019321,D,1
None,51-65,Veteran,Other,A,11.73566242639324,B,D,A,A,3.935504489368291,D,1
Yes,26-35,Non-Veteran,Christian,A,90.52068783763275,E,D,E,A,-7.039657585066061,B,1
Mental,36-50,No,Jewish,C,268.0551841896425,E,C,D,A,-25.49598588045438,A,0
None,51-65,No,Buddhist,E,77.95262734980344,A,D,A,C,141.03344150761905,A,0
Both,65+,Non-Veteran,Hindu,E,-151.66659028651304,A,E,B,E,54.379319977241536,E,0
No,51-65,Non-Veteran,Hindu,E,-14.356697745834726,D,B,A,A,42.71958069547892,B,0
Yes,65+,Yes,Muslim,A,78.48171103412669,B,E,C,E,-26.84213915429412,B,1
None,18-25,No,Hindu,B,-123.5518394335071,B,C,E,E,39.09072761792491,E,0
Mental,65+,Yes,Other,C,37.55478439591833,E,E,C,D,5.3432744982477445,C,1
Both,51-65,Veteran,Muslim,C,-8.24060904620622,B,A,E,C,40.03845987083887,E,1
None,51-65,Yes,Jewish,A,-14.970647338862586,C,B,B,D,-46.0485113356439,B,0
Both,65+,Yes,Jewish,D,-170.18102708786705,E,D,C,B,73.37962803236061,E,1
Yes,18-25,No,Muslim,B,-96.97209267495455,B,B,A,C,131.4095951733402,A,1
Both,65+,Veteran,Buddhist,E,-20.244157634400363,C,D,C,C,-39.65767320091982,A,1
Physical,51-65,Non-Veteran,Hindu,D,40.72449890127038,B,D,D,D,-127.3334331521653,D,0
Yes,18-25,Yes,Jewish,B,-82.16714285474889,D,D,A,A,15.048831282368516,E,0
Both,36-50,Yes,None,D,-13.16512855418586,C,D,C,E,-143.6352584507662,E,1
Both,26-35,Veteran,None,D,105.87439973560694,A,B,E,B,-114.36705033491089,B,0
Yes,65+,No,Christian,E,14.755622774707764,A,A,E,D,-108.13133446706829,B,1
Yes,65+,Yes,None,B,152.23419454852154,A,E,E,B,-23.973102612052465,E,0
No,51-65,Non-Veteran,Muslim,B,3.84742622180402,A,C,E,C,88.97138298429354,E,1
Both,65+,Yes,None,E,175.12337681406694,C,E,A,D,128.44746899062716,C,0
Both,26-35,No,Hindu,D,-118.29120762776581,D,D,A,A,14.576537430144224,C,0
Both,65+,Veteran,Muslim,B,149.01883599454067,E,D,C,A,-185.4918712083438,A,1
Both,65+,Veteran,Jewish,B,77.83055833112276,B,E,E,D,-44.93487736023726,A,0
Mental,18-25,Yes,Christian,C,-14.861163674986924,B,A,B,A,-44.56868740455322,D,1
None,51-65,Non-Veteran,Christian,B,54.60947510059776,C,B,E,D,92.61702240420587,A,1
Yes,51-65,Yes,Hindu,D,138.25811626152446,E,C,C,E,185.11949673057225,A,1
Yes,18-25,Yes,Christian,C,-144.13463264656403,E,C,A,A,42.022715917643914,A,1
No,26-35,No,Muslim,E,-39.416408715062076,E,C,A,B,-152.76315741673503,D,1
None,18-25,Yes,Jewish,C,61.879618001111524,A,B,C,A,-86.0951486485298,D,0
Mental,65+,Veteran,None,C,114.79000734040714,D,D,D,B,5.956028085488361,A,0
No,65+,Yes,Other,C,57.38979920393695,E,A,C,E,-36.031223267106576,D,0
No,26-35,Non-Veteran,Other,A,-47.172432351500376,A,E,B,D,121.45068026018224,C,0
Yes,65+,Yes,Muslim,D,126.539304269584,B,E,B,A,165.84959008577928,B,0
No,18-25,No,Jewish,B,308.048045236869,D,C,B,C,-1.6978664838806599,A,0
Mental,36-50,No,Muslim,B,-5.01476092835052,C,D,D,B,-102.27311557648993,C,0
Both,26-35,No,Jewish,C,255.27257574549697,A,D,C,E,26.23658429780564,C,0
Mental,65+,No,Muslim,C,-165.80229366407582,E,E,B,B,-127.72568650668799,E,1
Yes,26-35,Veteran,Other,B,-44.41866559395648,E,C,C,D,-62.864149253925994,E,1
Mental,51-65,Veteran,Muslim,C,-204.14610772175303,D,D,E,B,-81.00588015059786,B,1
Yes,65+,No,Christian,C,-122.8758394188172,E,D,D,B,92.97170799853541,D,1
No,26-35,Yes,Buddhist,E,39.80223693213129,C,D,C,D,9.776968602175142,E,1
Physical,18-25,No,Hindu,E,59.00464043610503,D,A,E,A,129.94848395460394,C,0
None,26-35,Veteran,Muslim,A,-4.421603191913541,D,D,A,C,-162.37302903827907,E,0
No,18-25,No,Christian,B,2.685522850031783,B,C,E,E,18.714840583224795,A,1
Both,18-25,Non-Veteran,Jewish,B,25.60250945127638,C,E,A,A,-79.21966988738734,A,1
Yes,36-50,No,None,E,-61.3264865039071,E,C,E,B,40.466698250571866,E,0
Yes,18-25,Yes,Hindu,B,-126.32929722150259,B,A,B,A,-70.23519741936805,E,1
No,51-65,No,None,B,49.553671584842114,D,D,B,E,52.61664578101555,B,0
No,26-35,Veteran,Christian,E,-39.4515441649734,E,E,E,E,98.67873635634041,B,0
No,26-35,Yes,Christian,C,16.851862738017815,B,C,A,E,250.88114858019864,D,1
Both,36-50,Veteran,Jewish,C,-85.08512029283345,B,E,A,B,44.53009620578896,D,0
No,18-25,No,Hindu,C,-1.231143103554889,B,A,E,B,-88.03669604572798,B,0
Yes,51-65,Non-Veteran,Buddhist,B,45.024610387706026,E,E,C,A,106.66154981001858,C,1
None,18-25,Yes,Jewish,E,127.50241099607705,A,C,D,C,71.09734452857566,B,1
No,65+,Veteran,Jewish,A,-21.0941948546948,C,E,A,E,31.672936904937664,E,1
Mental,36-50,Yes,Christian,E,-160.402989626351,D,D,E,A,182.45884359725997,C,0
No,36-50,Non-Veteran,Christian,E,-155.9810270600572,C,C,D,A,30.884271614081054,E,1
Mental,65+,Veteran,Buddhist,A,16.227503571990294,C,C,D,B,-120.51771310902497,B,1
No,51-65,Veteran,Hindu,E,65.82188084819175,E,B,D,B,45.44947040081139,E,1
No,65+,Veteran,Hindu,D,-207.98876362106392,A,A,D,A,-27.263207486202656,C,1
None,51-65,No,Jewish,C,-89.39875922461921,B,E,C,C,60.71801451981962,E,0
Both,18-25,Veteran,Other,E,-56.35262893000331,C,C,B,C,4.330920714641668,A,1
No,26-35,No,Muslim,A,8.647035089546511,A,B,C,A,47.80585468417661,B,1
None,36-50,Yes,Muslim,C,19.95065577806427,C,C,D,B,-123.63640172445758,C,1
Yes,36-50,Yes,Jewish,A,-199.1370443114733,C,E,D,C,82.37934767169007,B,1
Yes,65+,Non-Veteran,None,D,-61.10359202416038,B,E,D,E,14.29228627236751,C,0
Both,36-50,Yes,Muslim,B,-35.798630390656214,A,C,E,E,-116.57804197880257,D,1
Physical,36-50,No,Christian,D,-25.865124342574124,D,B,D,A,48.45725709084362,A,0
Physical,18-25,Non-Veteran,Jewish,C,-136.5220035338433,C,A,C,E,-77.32148805112334,B,0
Physical,51-65,Non-Veteran,Christian,C,-81.03413747177713,D,C,D,A,-33.79959661471374,E,0
No,65+,Yes,None,A,-205.48222743705827,B,D,A,B,-145.76999562575978,D,0
None,36-50,No,Hindu,D,-27.556009268716743,E,E,E,D,-90.46351411671037,B,0
Mental,26-35,Non-Veteran,Hindu,E,-13.986735037502102,C,C,A,A,14.586583457954507,C,0
Both,18-25,Veteran,Hindu,C,-139.35920305148696,E,E,A,A,49.54763038169547,C,1
Both,18-25,Veteran,Hindu,E,112.94822574351961,C,D,C,C,81.21381465569854,D,0
No,65+,Yes,Christian,C,32.433065887694326,D,E,B,D,-54.33724527996151,D,0
None,51-65,No,Muslim,D,10.454571771107869,A,C,E,B,-55.05035150342752,E,1
Physical,65+,Non-Veteran,Christian,B,43.436049758518244,E,D,C,E,-3.1056772959261685,A,0
Both,18-25,Veteran,Christian,E,-54.253338347967414,E,D,B,D,50.088483648499206,C,0
Mental,65+,No,Christian,E,89.70348085774648,E,E,D,E,-35.29592441295998,C,0
None,51-65,No,Jewish,B,8.33174612495607,E,C,B,A,33.44851489641491,C,1
Both,18-25,No,None,A,23.47757915299951,E,C,E,D,211.087761246229,D,1
Mental,65+,Yes,None,E,-62.611458300138146,D,A,B,A,-20.247494383537134,A,0
Physical,36-50,Yes,None,E,30.739954975371734,E,B,D,D,37.35846821059418,B,1
No,18-25,No,Muslim,B,122.72029795524024,B,C,D,B,51.85526715290909,B,1
Mental,18-25,Yes,Jewish,D,-109.47847838258984,B,B,A,B,-85.2275628967814,E,1
Both,36-50,No,Hindu,D,-31.314255214749952,E,B,A,C,128.74629859625958,D,0
