sexual_orientation,veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Other,No,E,A,228.87881014712582,A,-14.65440327041208,D,-183.4289530709755,178.10484856514236,147.54638309047675,79.03895460690774,-95.44376039098596,147.82624919129856,C,-120.31240165691628,D,-63.882675611378744,0.1437699904241607,114.63769236878281,E,1
Heterosexual,No,C,D,-30.101329786607543,A,51.030748547614266,D,-88.30222857447774,127.97386305206612,120.51208939891258,-83.26718968764591,-116.31818471726199,-81.83226864319691,D,91.25910179020131,C,-61.932323716944715,-76.73472136081566,-37.240267282557745,C,0
Other,Veteran,C,A,60.34540285384369,D,-121.52268211318629,B,-32.51908359351475,27.13639778321783,74.62656294302256,167.64913410161785,-21.853786036971712,-67.92142734872732,A,41.29576718160455,D,6.925913668914616,-12.901240881940005,14.21314741916391,D,1
Bisexual,No,D,B,223.7424529459672,E,161.13441866972227,B,-27.556797546228594,-124.7317157457742,5.477819897291531,35.29021447452546,-158.68089656120986,45.65633473259255,D,65.70125933159679,A,61.085926499194045,-21.278613298735515,-111.9188541765282,B,1
Homosexual,Non-Veteran,E,C,62.27618744499945,B,46.65694433833329,E,-22.717263545922073,-99.97298622325091,0.8014547398512416,-115.72762002877697,-86.58457325234087,97.67547464682109,D,-28.443456458387523,C,-128.2911678865114,250.15436489832422,190.54247355667292,A,0
Other,No,D,E,-260.43762120747556,E,-31.610144332100187,B,50.89758213394009,-162.37979943673253,16.56661353478385,317.84408391591165,112.45469768969434,161.76487468703206,D,-63.56942516275059,C,57.30072848370903,144.8634731764191,-69.84581774839357,D,0
Homosexual,No,C,C,1.5484155163719249,B,-133.9057509508005,C,71.23975577463065,-59.70769532211405,-27.686747347813434,200.80413137694242,-151.039126139508,12.116891314883297,E,130.54217720453215,C,340.1362830383963,96.11637842434776,-162.31095743247778,A,1
Heterosexual,Yes,C,A,51.1664235039904,D,-21.352141559663064,D,-31.454556432945875,7.661395779301697,175.10583229940278,34.01012572945608,-13.485604941271712,0.11798305303175362,E,78.53393221532014,B,55.21742405530921,50.605777347164825,8.740388985649883,C,0
Other,Veteran,D,B,127.82714323873223,D,39.92918302485255,D,-230.71408849216706,56.84539769457931,-65.7602511124556,-133.04910322277092,143.89913930088494,-12.880059369326224,B,182.82994579338117,B,-42.205427986913556,33.182690711986,168.45303711731498,B,0
Heterosexual,Yes,A,E,-48.92330172982674,E,58.67344533544253,C,-93.28583734880253,-83.280456444093,-160.69487331216288,40.90515094482821,108.64659575163107,48.46945371225047,A,99.54727457990543,C,-13.779066083136831,-136.37581098876086,-7.432504882901206,E,0
Bisexual,No,D,B,181.97744876955642,B,-155.68291510991048,E,-24.829970350519016,-175.46078884061689,-5.459417717821478,-79.48211951520182,123.15052676594749,-77.66068041348089,E,-0.1138525362550309,B,75.23265693404048,97.60957361751211,77.47582465075097,B,1
Homosexual,Yes,D,D,180.41907821359248,B,26.69911022108961,E,-10.283998379178698,55.56721085431946,-71.64718473776365,35.10547305607483,-14.20771864300602,-7.52934628144912,E,46.78853775380092,D,201.31679931297987,-0.43683809722914857,62.568176401389394,B,0
Other,No,D,B,51.14960039207297,D,-184.3565523976989,C,-53.17274945064546,-100.3222374701347,50.49294070909758,27.69309952142589,-88.19975287680496,-55.46419497668109,D,-32.733967617621545,C,-110.51880429539618,33.80605318456697,-56.12139767251637,E,1
Homosexual,Yes,B,E,17.17117018969767,E,-50.09732101158784,D,-9.072946426947693,-2.335052998802177,25.69691610979264,82.57018930413463,73.82081104639863,65.55876114541643,A,3.8182472336488393,D,91.40222991029027,84.61344284807265,153.56460473467382,B,0
Bisexual,No,D,E,121.14531891936456,A,12.654439239174742,E,52.066984917386186,44.13792724938844,18.509049243667633,181.5437426478858,41.332009675051445,-39.04540843904606,A,-94.68054003274216,E,-59.352357904978234,-141.0503639238972,51.99717461107644,E,0
Other,Yes,B,A,-165.58061453104767,B,-94.57741956768044,C,-96.1153784229971,42.866495689497,-135.43776396582828,-127.10398249657355,-32.882973735258695,11.554292286722392,E,34.31728303272645,E,98.0834239208115,21.85742921966091,-56.005284575387314,B,1
Bisexual,Veteran,A,D,-19.290212292291724,B,68.66291173197986,C,-1.881619734280049,-13.165831921377025,-104.13285957636538,117.74098462936303,234.20709578636996,7.7020815448105076,E,-26.559644680922347,D,-118.88865750314972,103.69324065779185,-6.037598929800502,C,1
Bisexual,Yes,C,E,121.57257007915912,C,-102.45618022793279,E,63.750061865906474,-22.81728730977346,-103.79534712539473,-55.570412255776134,26.955377743661344,3.9485639625037225,C,-90.0252188489549,D,-19.81248446432053,-1.1673039183007632,67.35973116937383,E,0
Other,Veteran,B,A,-56.563842351243835,C,-169.382598835738,C,-58.91287081762323,-168.9051554940407,-171.76607791196403,-260.2210519325832,-25.935939134604112,-204.8370634537111,E,-116.12770240629848,E,52.935696776310856,153.64282807606926,-46.06107967955817,D,1
Heterosexual,No,B,A,-48.83303785833055,C,-87.0705941902551,C,-13.324952880549498,-77.88014140732459,-57.613806140058244,-70.2765003440815,-65.67050217687387,35.80142303749882,D,-49.43143872292449,A,5.068937557916489,-32.919774885539184,207.48495821391063,B,1
Bisexual,No,E,E,-128.2294452655775,A,108.20719889005687,D,145.50876185091087,78.31257788333683,-126.70431971006384,84.94747947885507,93.5573811085753,-109.1177970718376,C,-1.9180333195194614,C,158.06003529380396,-69.59607799908215,88.77197317474808,A,1
Homosexual,Veteran,E,D,-60.92099418283252,A,-40.92737107783238,E,-88.6264635200511,-42.705355460500876,-60.2897958868086,-168.7239239011322,88.64911392408416,-125.22516846395051,C,226.36818861282487,B,-141.367987719576,-19.274032900562784,4.567982662426081,B,0
Bisexual,Veteran,A,A,20.600246067364186,C,66.87394548852956,A,-50.86324836578656,190.70163922971523,-44.32350396456861,-14.653524223653328,-83.1191974863908,-23.865957832528974,E,-67.09182348256341,C,64.70983713308311,92.00539784910828,141.91394903714254,E,1
Bisexual,Veteran,D,C,44.52306533244429,B,-106.45071177828387,B,62.30128514279709,-114.07865264078087,19.247117142631446,56.8106278421049,-30.240671474007197,-71.18848781418912,C,38.51295384996274,D,35.53452670240782,41.077844913166864,-88.6913091550849,C,0
Heterosexual,Veteran,D,C,-92.56197069917232,C,11.604709658280097,D,-110.01009694606591,41.727446846910674,-47.02863986205374,168.97149429845587,46.38775782745764,-16.18018867354128,A,-22.592739676198008,A,67.70965125410487,-130.73943274554208,101.8376581499953,C,1
Bisexual,Veteran,E,C,-86.76952720051312,C,-109.64441653767211,D,148.05346302706974,-87.87042559322464,3.972983735898035,249.84295552721724,126.40188883624872,-63.69647588619549,C,24.869362023742326,A,91.33074427280908,-42.01299067369336,-50.578445687883814,D,1
Bisexual,Veteran,A,A,-112.95753740221379,D,17.07913025877351,B,50.41786499923283,63.503409300059154,-175.0605003179581,165.81751301014924,86.4575042596923,179.7008153195202,B,-61.708876524283895,D,-80.17229456899695,66.24692675838934,38.04761605213195,D,1
Homosexual,Veteran,A,D,-11.945475664396294,C,73.08037921711633,C,-25.357131611954152,156.60128738343323,57.86014626799795,-70.08050653302385,-34.807814682992635,47.97250117299673,D,42.152017253742734,D,40.682727250473164,-13.96705863440304,-84.15591912759102,A,1
Homosexual,No,A,C,41.912556688331435,A,-58.66507252651514,E,-93.61706144922664,-156.44878299999695,221.65650316187455,-205.3584196881198,-19.527291642989375,-118.52552939700578,C,-7.861889714591462,C,158.4376851313241,-53.25023427072164,114.73605869260773,E,1
Homosexual,No,E,B,44.98793575254068,B,92.84920508385053,D,-109.60862178216352,128.26456810177848,-98.81769525120522,82.53447587280156,0.2741019348195566,-24.361075238925903,C,52.411820185202394,A,-58.47310368103421,115.07753467471153,134.12209087084906,A,0
Other,Yes,D,C,23.663703295109837,B,-169.2858600778107,D,-31.126733026389335,-87.84934290347445,2.676848647395389,-169.06325989381202,116.74714197245973,71.67726999617739,A,-90.42195631704615,B,-165.02270406859435,-34.90633869571106,51.57300581708396,D,0
Bisexual,Non-Veteran,E,A,-154.5641929489974,B,80.49400645755435,C,72.98802366647745,-133.24812798801167,52.571242755351655,-52.01637359462949,-3.848096695430616,-125.39237766828175,D,27.42641763492328,D,143.42880749014552,111.36004041474396,49.09619702741944,A,0
Heterosexual,Yes,C,D,-64.59749758045965,C,-36.503016690617216,B,7.4814467198610375,-238.9891598181114,87.22166248868068,-166.5662425563571,6.823476986704422,3.050026185857225,B,-9.87014837354707,D,100.47012270479634,-117.4627882642752,15.729828187475967,B,0
Heterosexual,Yes,E,E,-26.893365208825248,A,8.479318908481364,D,62.071649095884126,-22.570028423318135,143.83784619094453,41.85463233813533,38.72772386474219,-2.4382723488118367,A,-52.77558411611756,B,143.00768544183322,-5.6254841891182865,188.43248891744167,C,1
Heterosexual,Non-Veteran,C,B,73.80441689037731,E,-12.358906573670327,C,-98.26927539178726,-30.374777614401395,64.30401424257157,54.07321914876378,-20.88980772141314,-88.64908191766916,B,-129.2133973294747,B,190.02542603178085,15.603555484530679,-18.532206349817585,E,1
Bisexual,Yes,D,E,112.59824859597516,A,110.32399805168926,C,59.39542281827435,43.76617473693259,46.36466194685011,16.569877653597885,20.601778191303886,-208.4832367657549,E,-41.57815337428135,B,-15.049058505665375,154.15613808658847,84.7037388579561,A,1
Bisexual,No,A,E,86.81079315206986,B,-0.16002405792520122,A,19.102207558525425,-167.65602818238742,-49.76306138441118,-144.54229382269568,87.7389044104507,-124.96962350302606,C,-289.6447342861542,E,-20.528902607083058,42.111418151665845,-68.41501780143821,A,1
Heterosexual,Veteran,E,B,89.31496460820041,C,71.6533867234854,B,28.162422209437,-3.6246365635847737,75.06822416068815,-91.57844208857622,33.848830049479886,25.954213363100532,C,155.37856117506846,B,-89.07371151560316,-28.99244086289517,3.7097513373424413,C,1
Other,No,E,E,115.82864651799436,D,117.2780828230372,E,-34.830547240189595,121.96511183411131,-19.081069454353916,-31.54911303964395,-104.84042704512373,-3.9562641780734555,C,-35.58917323375812,D,149.12809335900837,40.63255244247191,-171.132318431511,C,1
Other,Veteran,C,D,130.12160491156965,B,32.3143905207117,C,43.72087918790481,71.17768242264884,27.408512699122934,114.91509990058914,-56.67778305781146,-131.8284256460145,D,184.45609233516876,D,-49.190391017577724,14.575152175901495,-36.105691911769796,D,1
Homosexual,No,E,A,17.860057974353168,A,1.2312228125237068,E,134.51872954754543,-63.50838241880301,74.82721761097896,-91.7413052696563,173.06629018719664,-34.22631569206604,A,143.24315259603517,E,5.86505155105629,71.81324443385653,11.91067518905831,B,0
Other,Yes,E,E,27.560113202138766,D,-69.04880077442385,C,92.00291503920073,-133.78451140335395,163.1390472843683,110.3480801002126,121.02807159214693,56.61323946038982,E,101.20326013816825,B,270.9497437084865,101.63209341060598,73.05600524942108,C,1
Bisexual,Non-Veteran,D,D,-39.843126230753846,E,73.12241003085609,D,-75.67108292130986,11.381103717979958,-84.75024180548705,28.269235371556366,37.64391314021909,-66.52290766725424,C,-71.09288675116062,D,154.78003051309187,65.98067575075862,-133.36511600374916,A,0
Bisexual,Yes,D,B,-0.44593856024315465,C,188.1570201225482,C,30.125107782240175,-58.01984334405239,51.011231843559,213.0744454697744,21.761638826257478,4.879519739021182,C,36.00741487608295,E,73.31822177645282,131.8189307385611,25.59452246268493,E,0
Bisexual,Veteran,B,E,-80.59142991557675,D,-47.59179128592811,A,66.47934155598209,-7.915868184833738,104.02730074822956,-104.48981616278647,111.56813206771767,12.392870937776184,D,-56.380520479422614,D,-155.2418906503741,-10.505529100118386,13.987127695170965,C,0
Other,No,A,D,-21.84422872596241,B,56.4429181674891,B,71.26981587419967,-40.34497126746076,166.93407789494762,98.47194139062901,11.052715394477989,-167.78950283850367,C,61.91498410427716,C,-85.37854365745414,81.32554292963778,-76.17539879821054,A,0
Homosexual,No,C,D,-17.165278079745217,B,163.04639543285737,B,22.24715794211039,-219.4055960590753,128.64737833124428,-71.64516489744199,-137.1961246036509,19.219102130740314,B,-97.75581753318689,A,116.71913167485846,52.001623278946305,71.68972290281614,D,0
Other,No,A,A,267.2804382321764,D,50.6143647358672,A,-111.64644119905715,-30.80116932196799,19.621270082654213,116.00781935298667,61.73856327384088,54.942880969572805,E,-46.2628452849194,E,109.18623613180488,-149.43019348090658,102.9894042373416,A,1
Other,Non-Veteran,B,B,25.465856251015623,D,-109.58147124506175,C,69.10952533078013,-169.58211602459707,-153.4906538264669,61.67099949063907,-21.685780996303507,-38.52345864801101,A,171.26586503930145,B,70.81275935333777,80.87216571269093,10.732183572888689,C,0
Bisexual,Non-Veteran,C,D,60.69027235056041,C,-199.83967378959892,B,167.047743973413,124.51399855517784,-98.34028788397116,57.632533432844234,-42.92502350702347,-51.96836907568115,C,-14.338602451086135,E,-35.32988980829757,16.963008087306758,-11.346545779410256,A,0
Heterosexual,Yes,A,E,111.5882821825619,A,-113.26420197073233,C,29.661700486293054,-64.49285798715019,83.56424326372881,-49.00742183388675,12.697748555104123,-39.391335788133766,E,118.88809154175033,E,-68.9848965248595,-69.6612709576823,-34.9182609654681,A,0
Bisexual,Non-Veteran,E,E,-55.323883242398296,D,196.84405144059275,E,69.50962825776578,-15.718747660513898,89.98403180532901,-8.16535439733833,33.153382184213044,-85.33146689670824,A,-40.409231740409155,A,80.94083960536551,-153.7688058935833,-116.85977370735652,E,1
Bisexual,Veteran,A,E,19.22670594571358,C,-19.87184232818536,D,-94.82011664302121,-192.4801895776128,-53.164319849324684,209.08928317869254,20.50257825800142,188.5826084580283,B,-46.279219003949294,E,-62.50175976293794,-32.021248084245244,12.857094338492855,B,1
Heterosexual,Veteran,D,D,-17.916422182752896,E,58.11011163871446,B,20.753620493044615,-106.89962406998742,110.07606508483612,-73.01289930446691,123.24206211233974,-124.21661171798821,D,-127.86327055630142,C,44.787910382363876,10.470228380511006,-62.25902424900709,A,0
Bisexual,Yes,B,E,-17.954131899918284,A,15.606652895228311,A,4.794238153459825,65.14712251152892,42.15255327415275,-20.626118964773955,53.46043505793484,105.87093855479195,B,-14.514130939801854,A,-143.3824886839752,-60.63061652661988,89.01215874258904,B,1
Heterosexual,Non-Veteran,D,D,26.992818050616442,A,-34.956328717648496,B,-97.49327281015773,-202.54524489058525,-131.14037539547064,-128.7721058098263,-35.35357591279575,-1.3634570039413811,C,-156.61761491535603,B,-90.08831396181229,-207.99215653697485,-173.006003288041,C,1
Heterosexual,Yes,E,B,39.84812260034714,D,-107.05553037162552,A,-91.88087734942056,-93.91347861798201,-135.6998730529368,73.19647153042142,-200.36847011622595,-128.49491920980597,E,-70.88113537775317,D,95.48666677249412,-21.512327386711863,49.11388616489426,C,1
Other,Non-Veteran,E,D,4.606063557761746,A,-40.750283673340945,E,-56.42582153506193,-21.2675970309404,-12.685383545868586,-107.04754476845825,-57.7373464454748,-14.97632299424762,A,-96.55201863032885,E,9.055852993168234,39.48367940679912,31.158508464121194,A,1
Heterosexual,No,A,A,165.75648374444484,B,48.76162562837238,A,47.60550323956494,-24.218592789553746,-32.881101031726025,156.06339184857902,-56.924346802194314,-127.06798016060903,A,111.83733164146989,C,-49.93624174894683,34.44784076251275,54.021423247423186,A,1
Other,No,B,C,33.52396855400998,E,-12.702671154332393,D,153.65839963896437,-23.683973953552957,55.68225615765387,-64.6428033189813,110.64794637117758,-91.08702042924422,A,-35.0424982386791,B,25.354560465840205,1.8199699132346887,-33.61063334951891,B,1
Homosexual,Veteran,D,B,-45.02761629248312,A,3.315913359983077,E,-114.57628726542197,-84.6646650752486,-127.21172407635287,-221.68427750021107,-105.16764487021004,-253.77486183248527,C,-47.93404826798887,B,-20.74781043456472,-10.568636850464861,39.79312366911923,D,1
Heterosexual,No,B,C,51.38854157032048,A,-180.64454102252685,A,159.35240427740388,27.346852416866383,-31.90707714938438,-190.72190200497744,0.6505994367469639,-0.118737246082774,C,-3.5985550339116426,A,13.290810187940206,64.75624561025604,-54.44141100137063,B,0
Heterosexual,Veteran,B,B,42.98562204960234,C,176.5452735028973,D,-49.53212591293587,66.79748560566311,10.331722381719494,-138.14502828574072,122.11476609762417,-99.34169607955958,C,-65.34173407529592,A,31.25354655134948,26.47443157328922,-93.86868246771697,D,1
Heterosexual,Non-Veteran,D,D,-48.968669328465744,B,73.6346789021612,B,3.1179352071788653,-23.0571726053044,-11.668780122357097,-165.46096263255228,29.98620849401778,-71.06884531993825,B,-27.400335109808744,D,56.804316837939126,-154.1554868342209,5.957092520578229,C,0
Heterosexual,Non-Veteran,B,B,-82.90715587744546,A,6.838810346058106,E,-74.7794455800381,-19.555236325221227,3.812418906891794,-34.11234683269627,147.72694483141572,-59.23587309249956,B,-107.47795376771847,C,-87.83501868555054,118.70892783003848,-88.95035833334948,E,1
Other,No,E,B,-33.00389603401284,E,170.2053915434423,C,-14.9192755701362,12.856799223451079,-68.08316059775463,9.054622059033774,-74.22506033862247,74.3807862946261,E,101.51154242839067,C,112.20403512527632,-84.00764070615857,52.44400843311345,C,0
Other,Non-Veteran,B,E,-109.95847465834055,E,25.485574750608425,B,105.52797636035784,7.787062321756168,145.77139376865333,82.69516274521197,-59.172267344475216,27.45029550851613,A,55.031761693383366,A,11.060913864956,-110.26243322924145,143.21359478526819,C,1
Other,Veteran,B,C,111.94420214282643,D,37.227087537022136,C,-128.2036228212425,-46.22161326110438,124.01096059420642,-14.627360330675534,62.99786459179412,-62.538041921310935,A,100.35159010789305,D,-123.85712608061785,-58.239911812824964,-28.30748217316644,A,0
Homosexual,Non-Veteran,A,C,-4.322588504722148,C,-30.287815960699632,A,-131.10100089027762,-89.49553346715471,-141.3135593154339,1.6964485862814422,-43.59507198385164,25.490365930764703,E,-117.8783629708147,A,-69.19160552666408,154.03195242930082,-43.09233072681207,E,0
Bisexual,Non-Veteran,C,C,59.96127688164324,B,87.94387584129062,B,93.20598832249543,-183.06505495901146,102.08299877367229,25.112293200207837,-60.80917974774831,-1.4775212265553408,E,-67.26841590284431,C,16.058496254571057,47.73929090610457,72.04172246231317,C,1
Bisexual,Veteran,D,D,72.3936364778814,C,128.91781777677366,B,0.36048951796571654,-113.9198570322793,-136.79273200196934,-109.11168648901521,-152.9353784844217,-17.951546231622558,D,-230.62822267830322,D,-144.51269741009992,-32.90391889814947,-65.78872384039947,B,0
Homosexual,Non-Veteran,D,B,56.421083701229726,D,-14.106591214214017,B,-231.5279736615552,-70.21340425303792,55.08060793471882,27.47159404775622,137.4311670179871,104.55973689556353,D,15.650663672535762,E,-140.57747327288845,-103.18545647524367,-29.596829188396832,E,1
Other,Non-Veteran,E,A,-11.032050149916168,C,55.506819716987756,D,-122.29747205297214,44.969266734285476,-152.44094068361733,41.68496909096942,-130.3265790456949,174.48247231254922,C,85.97959444196896,D,34.58245429712492,-166.25313679595098,57.74653836304363,C,1
Heterosexual,Yes,A,D,71.87270229050623,C,-37.68927460450393,B,192.9753028680179,56.293233664596954,142.555826050809,-31.60929826441612,-63.763476233733215,-240.30815589220475,A,62.86274125551608,D,-8.989649264282898,82.20433259596727,-152.10785174890069,A,0
Bisexual,Non-Veteran,E,B,148.67045728275215,C,81.34929177373675,D,-11.410987187889567,97.96503419390254,18.692051002161776,-43.16720160221337,-43.494031150397774,-21.7056775468248,A,-37.84377103269755,A,89.33243574267802,165.04802640437052,-18.568069949376937,A,1
Other,Yes,C,A,-62.63945794229596,B,28.291185542486847,A,255.9162325103971,209.58599467953542,110.73019260506089,7.938677846125457,-94.11634173700902,117.4477890115464,C,-7.380804124641603,C,-18.870202289014223,-71.18744590141768,-2.8725317135064046,B,1
Homosexual,Veteran,D,B,73.38561821224742,A,-19.397641259610797,C,15.11406855316652,26.826330418803863,75.40046103509975,110.843369653241,-35.47586750431756,-90.15983914919053,E,-92.51638118988465,E,58.214078051643355,-207.23395154545275,-109.80304515447081,E,1
Heterosexual,Yes,B,C,-109.68547663619405,E,35.64687474345839,D,39.99111067041641,-8.632110242552507,159.65595006765687,-41.47460310262174,-69.46490982015364,-208.87632421939247,A,139.26816404610193,B,-34.713612538046995,-136.67742630440983,71.78323057220973,B,1
Heterosexual,No,A,D,-41.06294747620352,B,25.62620109307226,A,-83.86886307625707,-31.557304442928025,41.644381981044276,151.68304142886848,-101.50078232812594,-10.454593389299575,E,-107.32571418463299,E,-145.2813919538913,25.38509215674146,-120.10706939185782,E,1
Bisexual,Veteran,E,C,-62.44154848609183,C,-57.63622525573737,A,71.72170716827438,77.6837547818252,84.02263881692721,-17.92343291471619,-13.517470436488452,97.70085030843765,A,-147.59598723694927,B,119.19689360098988,-9.813639330324813,33.04072018182809,D,1
Other,Veteran,B,E,13.554809336744114,E,-77.59474658676278,C,96.82299372048196,-80.8247240057812,-76.28059320918153,85.37606457560986,-28.59872140947623,-16.21095649718978,B,-3.9882424267814915,E,-53.99684351442235,0.005489648658026348,76.39036910619839,A,1
Bisexual,No,B,C,142.41356907573106,D,-49.558444025826596,E,92.20650552134848,77.20625630166332,-110.81890958283343,-22.44920562084188,9.111136435375904,34.354502844457414,D,-37.33882713648142,C,-104.84043971596242,-39.476266829208676,-20.572473954450846,A,0
Homosexual,Yes,B,B,5.376727321405326,A,-70.51512754004673,D,42.54202737089434,-3.4621205063898777,148.58949493101983,-8.56304810226172,-121.3433868828475,99.32319382795957,A,-112.15901866024443,B,94.82284163012075,-9.117919464839916,-64.73305815291846,A,1
Bisexual,Veteran,D,E,-24.700109436667685,D,190.19573224467504,E,57.05620026650994,75.78581777722778,56.58560758453811,140.30824484016267,214.8967761322103,5.513816802005805,C,-39.97779528809385,C,-27.349799394330642,-64.29714923963103,101.66407604144072,B,0
Other,Veteran,A,B,-30.789788831473192,C,160.3072454242576,C,6.667418994118293,107.13439244147914,109.33040711216076,44.22662912256149,-7.192744006494832,-118.71359088075732,D,-37.60720802524726,D,-16.008915518163946,26.742681351304263,35.743192030481445,E,1
Bisexual,Yes,A,E,104.00675315573851,B,-71.01168098138803,A,-36.44121621058091,35.65972820384436,64.91079086160173,-213.61378103938384,70.29052488141558,-103.79748987707413,B,83.33342037809663,A,-16.298851362997713,31.32060204822179,86.84490199259652,B,0
Homosexual,Yes,B,B,-88.20397316360813,E,183.17776977356243,C,-105.15548854745572,-76.66788730282401,32.18795013237935,132.01716760741851,-51.0896640182673,-9.221410155186534,E,30.542833360854505,C,-179.7463409858313,79.94826437613528,-100.76838181185002,C,0
Bisexual,No,C,E,32.87801777636146,B,-103.12112432984742,E,-63.38707244954175,24.187153609010586,-251.4452472239084,-146.31857656242542,-16.021393538802144,46.07815436345048,B,85.66506071772945,C,155.4524535113541,19.369880589790682,8.494080280346337,A,1
Bisexual,No,C,A,2.8419340117959124,A,-127.10271558609743,D,82.80411239633229,129.77288164772241,27.654219198195385,164.778483890572,-20.00673132392161,137.5885007208532,D,79.15657502885493,A,-44.52637857635893,15.075956352280528,61.515172021943755,C,1
Heterosexual,Non-Veteran,C,D,-46.83176854837339,E,-146.02333803457185,C,-29.665643984933176,-81.25331062303263,-98.01425621108278,-181.1345133378185,144.0097523468719,194.09038056045262,D,-170.51370221703675,D,86.98948722774989,121.91816294812111,-104.13563620960335,B,1
Other,Yes,D,D,76.97476566883323,C,39.24118705439654,B,54.50579041365098,-46.1889490027398,-31.116761269655967,-14.775376791614136,90.89055403019297,-231.92484819174632,D,75.82790477397558,D,224.09285340324936,11.388603839181807,-136.23250255382436,C,1
Other,Veteran,D,A,54.68030143560452,E,84.69515054513319,D,1.8331871686497687,8.422160499223862,28.003852052735777,25.518348014031922,-46.15666108286405,76.36093019422768,C,11.577145415541088,E,-148.44946074640916,-79.822463825446,35.56578454280696,A,0
Homosexual,Veteran,C,A,23.611628881710068,B,27.29207561498348,E,184.9749527218534,168.03712148759573,21.395039766867928,16.41874623064533,-180.01153724265015,184.3030033621888,E,-160.6043311605976,E,-4.478215694191666,-55.42939252567985,-64.96714537793778,D,1
Homosexual,Veteran,A,D,64.36418403693874,A,-276.046607453717,B,-129.7814558645444,-46.91997147783742,37.44257544326617,-13.760420929117819,-179.25913755000062,-133.71240781040558,A,74.12677406799747,D,88.07624491154097,-90.57101010916698,-31.77006960056607,C,1
Other,Veteran,C,C,-88.93723534600589,D,-103.97986623573468,B,-107.14118049614653,87.14805327858245,178.42820139860254,81.96919220077223,39.44984801210235,71.02777973486235,D,136.87568764739757,B,67.43085117397308,-80.32573771272477,-109.41600839384824,A,0
Homosexual,Veteran,A,E,36.354322588780526,B,-26.5508457417413,E,-71.1452273500633,111.76059927514305,15.409951711794386,23.068888252742138,-60.17913267036498,-93.71031412343534,E,116.96190190459279,E,102.303611236825,-63.59560912318619,111.3783214557146,E,0
Homosexual,Veteran,C,B,-49.62336536505938,B,-36.014578009008424,D,164.4241493948405,9.588221415467904,-114.36709393822673,-123.05336930805217,76.59203662278762,35.94341914477203,C,-190.78161966372147,E,85.36190050146062,-73.70113579960783,95.98344005172034,C,0
Bisexual,No,E,C,-47.32510850829694,A,70.84813194179762,D,-62.98894245696821,63.431627330146725,-80.84239681427732,81.27944802166958,-71.06080583881071,-7.016086242027448,D,53.682088520059764,C,172.70356658322848,161.17884184610335,47.26941535715024,E,0
Other,Non-Veteran,D,E,77.20327106546799,D,-96.39903505253493,C,72.08854509950079,107.21481830844877,8.26581889638714,111.93361493172995,-75.16440393466273,-82.70752369491358,E,-87.34855129624206,E,56.86076175958601,-64.05415313316036,-16.589549317181472,B,1
Bisexual,No,D,C,-11.370361433447258,D,40.1074906723653,E,-3.721783183757785,-15.128320184110075,-116.20591200595689,-148.3093984139817,132.04159662729202,-85.04225174472508,C,100.39928809118959,E,-25.242845236465406,7.652453703019068,56.66000743962173,D,1
Bisexual,Non-Veteran,E,E,171.65984143824403,C,-111.51997447832882,C,-77.32144738135463,97.51563743290984,0.6237488681529149,35.988374398326485,136.45460157292655,-63.296879475075144,E,147.50715736063086,D,-114.78190906785808,0.6530015359934099,248.79964630360956,A,0
Heterosexual,No,E,D,-185.68341808886032,B,-29.25799281361938,B,-70.47937092088293,-152.0050835928669,92.87472506416165,5.085555898701745,-117.60025937777993,-140.45385459012172,A,130.32237664388933,A,63.99574479454693,192.44572481779102,-100.13594722159856,B,1
Heterosexual,No,E,B,31.363976514387925,C,-232.88802281332454,B,110.43251377208183,22.94205361402307,-184.62147431414928,-2.5955332558032014,-52.68033464416839,7.716277404855088,A,-152.50048644623016,D,-132.7717457711461,-63.81872867227766,-92.61650827292969,E,0
Homosexual,No,D,D,7.0171413404482434,E,-96.23169936686739,A,-53.43159177052286,-61.535017694398206,3.5402311267234587,-67.5974966435552,143.9623148230487,207.7701664571571,D,150.3323308119798,B,-31.585947852511204,-5.063418846482649,-21.022986187672434,B,1
Bisexual,Yes,A,B,36.48645046653032,D,19.8348364677554,A,-49.75363721392079,24.85848360798043,-24.61422110890282,-127.77597160008352,69.67932905911559,15.463881133018756,B,34.59508872482015,C,96.80765935035588,24.31134091733737,144.27837779222145,A,0
Bisexual,Yes,B,B,241.88774900432057,E,-178.65181956613466,C,144.96185206948314,-41.69009414221264,-103.08942561285535,135.80576645106638,202.7127168098943,86.35332376961075,C,4.601244411912838,B,64.75399209735221,-109.65478768961474,-55.75585536647024,B,1
Other,Veteran,D,B,19.693467882551055,D,88.64433272915278,C,-49.66024638076457,14.566134000081751,-128.65488041043776,-96.1460439675513,-24.731739495550613,145.25834457948181,A,-195.62907767259986,D,-5.864650452562537,-117.91125255003539,148.56144381944364,B,0
Bisexual,No,B,D,-48.57669054492732,B,52.06735293036846,A,-70.67488780448707,-101.03316597031906,22.946628852722647,-12.182042080676492,0.30681930172710353,-183.38950668286813,E,-128.49202726125532,C,-46.851977216973424,57.47265481863724,-79.1277154692909,A,0
