sexuality,birth_year,nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Homosexual,19,China,0.7483380646757056,D,B,-16.64884103827502,16.129702124217022,-154.7522237344967,0
Heterosexual,67,Mexico,303.7052688321437,D,A,347.2004411622441,-58.25000290466543,-81.58914570078171,1
Homosexual,75,Brazil,-35.63390885015363,A,D,204.29084040499754,-85.83291163367512,-183.2225807409576,1
Other,31,Mexico,-76.19198178613158,B,E,10.655581769664664,-22.530968028449408,-187.21800968201853,0
Other,71,China,-47.975724236286354,D,E,-30.213867835888802,-44.75228863337654,-117.02374667973689,0
Heterosexual,76,Brazil,-51.32346948832275,E,E,90.99483588024813,153.95872282304765,4.5770632973065615,1
Homosexual,74,Brazil,-242.55163283070513,D,D,-24.43753386963092,-131.89309182371173,99.00239147367526,0
Other,39,US,-22.61136398473742,C,D,105.76673549363747,135.848950708344,-44.305595377297166,1
Homosexual,79,Germany,58.93689263417675,E,E,110.51916898827953,77.4427913688016,29.182327026744918,0
Homosexual,32,Mexico,119.49257609395185,D,D,167.15799634874128,-57.46244643237811,-43.883153458140264,0
Other,30,UK,74.6685057730617,C,A,131.9472534143027,-46.24057729657557,-29.041072205352265,0
Homosexual,54,India,-36.66087844621397,C,B,-99.24720746219703,-86.2435398501227,186.92810838062024,0
Homosexual,18,Mexico,167.7709653324871,E,C,28.439329384958594,-63.59167207335524,112.25325639848016,1
Heterosexual,47,Other,-26.129070279922338,C,C,-36.99052133704724,29.101340977799513,-0.6244098524884512,0
Other,31,Other,28.932810567165866,D,D,64.64694314757115,42.39197971092607,19.766473970353506,0
Homosexual,27,China,-31.298411323959595,E,D,-44.366267863378205,14.104049564414062,-31.318229018770598,1
Other,26,Mexico,-39.62105768617165,E,D,-138.33013968660055,191.4772029064146,-98.73447770246256,1
Homosexual,34,UK,115.5258042040803,D,E,-226.25665808121704,-2.4730849824759646,138.74630276877645,0
Heterosexual,55,China,-59.4540808308315,E,E,46.1900395627891,-17.2254644773772,-230.54978984627925,0
Bisexual,29,India,-101.48745772620111,A,D,-170.35350559892953,-144.21015344448932,-9.001866311339583,0
Homosexual,40,Brazil,-80.27156434315954,C,E,-5.084521617450497,22.45855103164053,-4.467564866588668,1
Bisexual,78,China,162.60842651393406,E,C,-216.16561792756426,-16.231466621716624,87.96000629902309,1
Heterosexual,20,Germany,25.392591873334354,B,B,-134.55977830633293,7.740690627238485,-93.64664844237882,0
Bisexual,49,UK,-52.24204304326523,D,D,79.2508191547546,81.36184298452702,48.55318863050563,1
Heterosexual,55,Germany,-37.017759982832175,A,A,23.838168401241937,53.352402616620765,133.29207495897697,1
Other,33,US,147.6371418410302,E,B,-152.52351439012176,71.38167673162211,148.72042422155565,1
Bisexual,27,UK,93.2482630997455,D,E,35.6421269979427,-115.45265182718086,-73.89729996390992,0
Homosexual,63,Germany,116.05218442458123,A,D,16.201835100068497,160.05394499453374,-181.8099673678454,0
Heterosexual,65,Mexico,-67.34428523672656,C,B,-216.47709550925916,-105.76188477319681,-121.91987279242514,1
Homosexual,18,Mexico,46.07842432141889,C,E,-197.59760483024843,-20.35704289044483,-94.72308685621012,0
Homosexual,42,Brazil,-71.47228058315207,C,D,34.008212823559695,-35.479619357717226,-178.42119540443497,0
Heterosexual,42,Brazil,-124.48753292870833,E,E,-33.95192880322981,-40.50533767973762,-142.78023973991378,1
Heterosexual,33,UK,216.93512563820394,B,D,80.46727643011259,81.97396051878214,-150.13617935594792,1
Heterosexual,19,Other,58.33409373683032,D,B,113.34270281289336,-5.987020794159582,-140.56605538864147,0
Other,34,Germany,43.56947328129327,E,D,20.445066744341954,145.22356403284374,154.14980556443024,1
Heterosexual,55,China,-37.82871672179019,E,A,68.88675783917844,16.63440418251224,34.1955811825804,0
Other,74,India,249.96430976808085,A,C,293.4739899681991,154.41862967389625,33.53570878942478,0
Other,42,China,-20.52781328962458,C,E,9.869718342095812,75.22306413798623,-96.001593192111,1
Homosexual,45,Other,-25.12892520218253,C,E,-35.247779765013355,28.539780838344154,-193.45429281901409,0
Bisexual,24,China,-143.58096140393016,C,B,-60.21276736904693,-154.9678770381309,-20.351070338881637,0
Bisexual,41,Mexico,96.50662414872507,B,E,79.4520665753563,37.190638764067565,-87.60485440736775,0
Bisexual,19,India,10.31044557740933,E,C,-165.79704376745286,152.05551095721714,-42.81427843927792,1
Heterosexual,31,Mexico,116.8850990987655,A,A,-167.9706977319444,-37.72456494221857,25.99786970770257,0
Homosexual,41,China,31.417489471686526,E,B,-26.70154048156961,-87.74484710104875,34.43817581782248,0
Homosexual,55,US,-139.6087923163099,B,E,-6.120624881745041,-150.72758774124665,128.6233924538907,0
Other,65,Germany,-5.99593778985648,A,B,0.552859364396534,-139.06317282857606,6.180978833624933,0
Other,23,Brazil,121.6197541690365,C,A,-122.55367337398437,119.17838829798337,-68.27764511233991,0
Other,46,Other,-71.28972679293386,E,B,78.28603852200519,-3.77091595992589,18.794895285603992,1
Bisexual,33,Other,43.121869716139905,A,B,-77.83774649376885,-8.584758382943555,-88.78918060797155,0
Heterosexual,56,Mexico,102.46750031612513,E,D,142.36542160906458,75.10488501093046,135.2824107324138,1
Bisexual,54,Germany,-103.07697017305398,A,B,91.26373882858357,62.881817718446996,8.659230113472779,1
Bisexual,36,Brazil,65.06860030307044,C,A,89.37756054941426,11.090516038666266,32.1157416931734,1
Heterosexual,58,Germany,-154.12666382205185,C,A,104.23243969504009,-88.09099373394388,-101.764805144741,1
Other,79,Other,-73.07291374253957,E,D,3.9234693781112635,48.01977754043346,50.50785380056206,0
Bisexual,55,UK,9.270910581159885,C,E,-126.52669441940654,-143.55296993270875,1.7446154485716185,0
Bisexual,23,Mexico,-199.78492438652864,A,A,126.15299487947966,-80.51658501195185,113.53758737616401,1
Other,31,Other,-55.4294614359417,B,A,-53.792547067273425,-31.941999035538743,-26.526303200401635,0
Homosexual,45,India,-57.033173430590566,C,E,-88.17624595433522,125.32491055754869,-55.19236118414072,1
Other,39,UK,43.14268115397548,D,E,106.6960821561324,26.472759734597894,-156.79916443425054,0
Homosexual,75,Mexico,-55.96197578192823,C,B,-13.831883660445751,31.54823989646378,108.24410119709785,0
Bisexual,26,UK,-77.13018208213636,B,B,-21.476472506055877,119.49372344265532,89.597887088079,0
Homosexual,41,Germany,34.91034346138295,C,B,-48.517731645881575,86.03633444217728,37.698681393736365,0
Heterosexual,61,Mexico,-1.4431601950965145,B,D,121.45190169600804,234.16714959058265,-78.05313268936159,0
Bisexual,43,Other,-116.862238806173,E,C,-42.01249660588319,126.48633701083787,-14.080856339251,1
Homosexual,27,Germany,-167.53514053506996,E,C,28.111233464211494,-93.08337552145008,64.68529922891537,1
Other,34,Germany,16.785426040421225,D,D,-120.05847870465722,65.5813948719433,116.45650542483563,1
Bisexual,29,UK,-95.018522489936,C,D,152.16196655193067,-20.501007537045467,192.2057222851032,0
Other,51,UK,-59.90909572640235,B,B,98.43077667181382,14.021252515775881,129.33519204538447,0
Homosexual,54,Other,19.898554357015353,E,B,-21.150619775912546,169.58005734330465,30.767710772185364,0
Homosexual,41,Brazil,80.91848139170483,B,E,123.34311778274116,-97.42730498598323,-84.64742325501857,1
Bisexual,57,UK,178.60486776416857,B,B,-55.24865063787511,-59.345808210671954,115.86891298489577,0
Homosexual,63,Mexico,39.30697998106791,A,E,-142.9953671413627,-81.89033667919563,-53.09241448012602,1
Other,36,Germany,13.94832263836605,B,D,7.535962571597206,217.07504027030558,89.53639040649072,0
Homosexual,41,Germany,15.151163737164778,C,E,-142.5988776689442,122.21116944022509,-105.03657477074802,1
Heterosexual,65,Mexico,140.0928245937107,E,C,-4.833069388135872,-24.030676375091335,71.77755926886044,0
Other,48,Brazil,106.60781734825011,D,A,-10.405945991905968,34.66687965266036,85.75274082320688,1
Other,25,India,-77.2340976493738,D,E,86.66989310973383,131.01365878959257,-14.280362377940603,1
Bisexual,50,Mexico,34.99156147018498,A,D,-27.445243749278525,-141.36805934544734,-45.2117153899974,0
Bisexual,58,China,-43.90442628526605,B,A,140.33926962412616,-102.9974001723605,-90.13261210059284,0
Homosexual,44,UK,-68.70199705642163,A,C,176.05369493621905,-144.12637740695953,26.68315605465831,1
Heterosexual,56,Brazil,64.45647154474648,A,E,73.01346536949166,20.987799192822976,70.57279780571504,1
Homosexual,30,US,183.91531766392873,B,A,-97.04538492518552,172.13423567390086,-44.10012883170379,0
Other,29,Other,52.82496670792565,A,A,27.100570077104138,-35.41554061353145,63.415690043413385,1
Homosexual,19,Other,-73.7223305766671,D,E,210.45280994653717,84.3370278944056,127.25645994868482,1
Homosexual,69,Germany,14.978803831923198,A,B,98.09535399188302,83.2433885608071,46.7151002836189,1
Heterosexual,70,Mexico,129.27968896065244,B,C,-51.12183277934339,160.1374265425351,100.67722665278342,0
Heterosexual,35,UK,55.34463699502954,B,A,81.0303559513228,-28.542676255086292,-69.09606951945099,1
Bisexual,77,UK,-4.412694675482627,A,E,13.342098162718411,-52.164047888477306,54.67560680358711,1
Other,27,UK,8.278971573395207,E,E,-80.2379537846202,95.74261669199721,7.025644322934971,1
Heterosexual,61,Germany,-70.96450831389554,E,D,-50.11791689727908,24.825335661338432,-1.7167890234243293,1
Other,54,Germany,-20.769371446926915,A,C,-226.24956517794584,155.3612438084115,-203.6493817063604,1
Heterosexual,65,US,-6.991458602579552,B,C,-204.98153743496331,-81.66271440084047,-201.38989652450329,1
Homosexual,19,China,5.43418603630048,A,C,208.0128880995836,29.245941366220073,-142.22537817410185,0
Other,68,Other,33.52483826117519,B,B,152.1111660006559,-3.6479194656120457,2.0345909949212198,0
Homosexual,63,UK,-84.8905639140803,D,E,-90.32810287462846,76.35725949047114,-255.37185066983855,0
Homosexual,65,India,-198.047935673736,B,D,15.020153430452055,98.12531705300735,50.8452393506001,1
Heterosexual,39,UK,-56.16167729167131,E,C,3.8737595959871265,213.2155357412297,30.409398279711926,1
Other,39,Other,-95.03540958858294,E,D,-9.929749900525922,-22.122146992328155,-235.4721108210112,0
Other,19,Germany,-39.995677468336055,A,E,117.67558490332972,209.91441649208497,91.8575445013537,1
Bisexual,54,Mexico,27.569030877588617,B,D,132.3559233450253,100.57960985574961,-111.65370895643825,1
Bisexual,32,India,-43.36003844558283,E,E,97.54709241582313,-185.37270874630482,-44.65747511596733,1
Other,51,Germany,-105.30288805014878,A,D,42.20613610083234,-108.42730183530924,24.19744223385995,1
Heterosexual,64,Other,-150.60158791163823,B,D,176.93416845669086,-132.28068216049104,74.63597634217088,1
Bisexual,27,Brazil,4.00067954052103,D,E,-9.341953595808773,-124.98130832392368,-26.214516139402456,1
Heterosexual,19,China,188.91217189766758,A,D,29.067634579348212,48.18208318267997,57.26282754748513,1
Heterosexual,21,US,16.56557721345712,C,B,-42.299580687513526,-133.1253272515484,148.96915615417743,1
Bisexual,50,Mexico,151.0859071003027,B,E,36.98931175051342,-2.9201398845266313,-19.541603505806517,1
Other,23,Germany,-9.034041528693178,B,B,-156.994608842508,-60.86672803907464,78.72910051327038,0
Bisexual,23,UK,-29.716284590944852,C,D,88.8321109960133,-118.3380328186963,-20.223337407183685,0
Other,24,Other,148.3297086685202,B,D,217.28103922554718,-18.909063104472068,59.822119510660784,0
Homosexual,30,UK,-1.5392989432840838,E,D,-11.529408602866345,-34.07733909317822,-35.66304410009347,1
Bisexual,64,Germany,43.923754676496344,E,B,-120.99681795492236,-155.1406966475371,-119.82043117658081,0
Bisexual,75,India,45.0250742606942,E,D,-120.71817703885857,112.49756025747502,127.95647796012753,1
Heterosexual,29,US,-62.19339560647947,B,D,14.263154797278546,73.31987491994299,201.63400326546235,1
Other,22,Brazil,-85.64256074381146,E,E,9.289470604985897,-131.630210246938,136.8199951108443,0
Heterosexual,38,India,4.040210094942243,D,B,60.516624183497626,-179.79898860976493,80.19576898559964,1
Homosexual,44,India,-53.11639431426695,A,C,10.298893405775091,22.148444352759128,-75.0460850060735,1
Heterosexual,46,Brazil,-128.5540513319754,C,E,-103.2560193827613,74.44454235097736,-215.76822982614158,1
Heterosexual,62,Mexico,-82.19593340420704,E,C,-75.64471487122935,-137.88763988497027,-118.1243461805408,0
Other,56,Brazil,-12.316595844210045,C,A,-50.62415250351538,-210.51424900209327,117.66386140401627,1
Heterosexual,18,India,25.843268249706554,B,C,5.897874593320504,-50.28100173007465,186.82186145497062,0
Heterosexual,72,Germany,-143.21873742183382,A,C,-58.15277522386752,-15.81442699584244,-138.27470145938435,0
Other,58,China,-30.230888202787256,D,D,147.85084179369352,-63.21440253106122,186.95488629648787,1
Heterosexual,34,Germany,-6.218379161051717,C,E,73.61185376392993,36.076164174619365,38.04312730905398,1
Homosexual,54,China,95.91921240735253,C,C,111.24234374873541,161.3442303519491,-100.5953400021271,0
Other,44,Mexico,57.34375940311113,E,E,-102.50840587070896,45.8252468389874,60.12036847974631,1
Other,40,India,180.55755831875666,B,A,38.05928359842237,125.07723467512102,-13.192508435646225,0
Heterosexual,67,Mexico,-10.81977506464132,D,A,-226.33358060683423,-45.75911621667864,114.22517489051083,0
Homosexual,73,US,130.24503697617402,A,C,163.1498192213835,-178.75808004517438,69.00084314518493,1
Other,22,Germany,-7.411828611420236,B,A,228.86163100904193,20.86749913259466,-18.42563328441701,0
Other,61,US,16.459280510057713,C,A,68.97094968790861,63.891358172291454,-26.141821519301306,0
Homosexual,65,Mexico,-136.63741254789318,C,A,0.45037272307934956,70.46135218735117,-0.48426829393837534,1
Heterosexual,20,Germany,70.73882775123475,C,B,104.67999093379126,-44.39501318468525,-130.44285085416956,1
Heterosexual,49,Germany,8.703813674157415,D,D,-81.3816687977728,-94.00361682040898,78.97137753436056,0
Other,79,Germany,43.49631222953356,E,C,76.31019769202658,-127.90056086456163,91.74369324922593,0
Other,66,UK,-136.4638644311845,C,D,32.10532580195593,164.2830427578184,183.43894773282418,1
Bisexual,42,India,-15.067361265707547,C,B,12.212860435769182,-120.15228557263002,119.38326885405965,1
Bisexual,30,US,-34.64647054673166,B,D,-68.76583795413748,-52.115259793847656,-111.32745015417169,1
Homosexual,79,US,276.2058017928771,B,D,11.826352028762765,17.318742340198177,83.93390686587571,0
Bisexual,57,Mexico,-51.439791543259695,B,B,75.33454591107468,-83.18765669752173,49.61657981249773,1
Homosexual,33,Brazil,-132.14967821567058,B,D,55.061164178600066,51.69718880408619,93.56989279849036,1
Bisexual,64,UK,-17.604346640873178,B,A,147.14800318013778,-211.04551669111055,114.37679218248688,0
Other,21,UK,-52.762083646801884,E,A,-120.99185147758413,-10.689009150639247,-82.46642803199786,0
Heterosexual,54,Other,-131.29087029931105,B,E,9.956450895885396,17.227284188208642,85.4538741775853,0
Other,70,China,27.76513410859891,B,D,68.11526941267721,-21.339515920428568,42.19491776440607,0
Bisexual,68,UK,71.57352752830363,A,D,-213.96162950894615,-105.13224686773053,-93.023163088181,0
Homosexual,59,India,-52.993724689369074,D,A,126.50333792391282,53.99220963797148,-143.38509851768129,1
Homosexual,39,Other,53.33817787632207,D,D,-30.996113200711896,-72.26889157003289,-31.047642384766533,1
Bisexual,35,Brazil,40.389150012970696,A,A,-30.786696453470242,47.35471576726966,-26.843570879077696,1
Other,34,US,-115.23360924279456,B,A,247.34985010843081,178.58310331189938,64.32821547842238,0
Other,70,India,221.1905755256797,A,A,248.55989064104483,1.9006051853064168,-34.78115826634202,1
Other,67,China,14.198734131725296,D,B,-76.54482263945702,80.31697674776865,-27.72080162915441,1
Heterosexual,70,Germany,-171.87811611878692,A,E,65.7307994891925,126.35691994862657,-39.36066018155275,0
Heterosexual,72,Brazil,-15.21421620699861,B,E,-263.0580530138767,-6.790833134055188,52.61244701341656,0
Other,74,Brazil,-174.83054202123265,B,A,-63.89947252831316,217.64328464593677,189.40882013979507,0
Heterosexual,68,India,78.30270802565539,D,C,156.48601560959264,-92.90889107193452,-32.719803953670926,1
Other,67,Germany,-31.2056119396796,B,E,94.6311731176051,120.30279266877739,-166.1966631550549,1
Other,34,Mexico,-109.27002705811235,E,E,52.756539676999594,-90.8152295028846,60.33686493709859,1
Homosexual,33,Germany,185.07109796025568,C,D,151.41959890625498,51.73827640748665,-51.26260386378697,1
Other,20,India,-1.6885540663939422,E,E,28.5474047538465,-96.07909117353587,100.1826427945093,0
Bisexual,65,India,38.119615245097066,C,B,-91.94856844393082,-23.156605222249965,-120.96400754776131,1
Homosexual,57,China,-27.90354804503729,B,B,-38.542344532102746,78.84222948898605,-29.577031094605953,1
Bisexual,29,UK,-21.245602930749797,A,C,96.48858364568828,105.72347607087211,-20.81117898749602,0
Homosexual,61,Other,39.25234523910789,A,D,33.802800507728534,24.4952436426533,56.27837558252915,0
Bisexual,22,UK,21.20151464148495,C,A,-89.52467211132831,-2.2129887331090536,30.063720704211605,0
Homosexual,37,China,53.385476739924165,A,E,-10.646062952623152,117.61540378506159,61.61580055174832,1
Heterosexual,72,Mexico,53.79506995978775,E,C,31.37718633824946,-20.641474141966114,-196.52749909805055,1
Bisexual,38,US,42.93651127938878,E,B,93.41595811920533,114.61388010708735,251.4318164368138,1
Homosexual,19,India,-86.86523426174556,B,D,12.68062130387305,13.195037480844709,-117.39504386902135,0
Homosexual,56,Germany,87.57815459254921,E,E,-59.23916729780869,-27.59915056476277,40.58899557829594,0
Homosexual,76,Mexico,-16.60536506935767,C,B,-93.39935010602217,90.66000099325548,65.47826012134475,1
Homosexual,79,UK,-126.29330480512144,A,B,16.65071293306975,3.345568956696101,-20.93463356274575,0
Bisexual,33,Brazil,-149.10281488779572,E,C,177.16577340433685,-42.05033251653866,-102.95006553189768,0
Homosexual,33,UK,-53.88253594258066,E,C,-55.496143654101985,238.96471017917062,12.028872640794868,1
Bisexual,57,China,-45.05245030957472,B,C,-135.63936923236523,61.60231422422833,-21.914445997083433,0
Other,42,Brazil,-92.1364723796193,C,D,98.76326397821182,-85.68780180800914,144.37274702175117,0
Heterosexual,76,UK,-55.64766732116766,C,A,-220.1982487097016,84.21843859794174,29.768391674423956,1
Heterosexual,54,Germany,35.84513820105446,C,A,27.39752876030964,68.87020116650281,-130.44559491612716,0
Bisexual,47,Germany,46.51212333374233,E,E,131.10048344515076,-150.03535761840226,-70.85114638111013,1
Other,28,Germany,-159.2617556900516,A,E,47.384724702336385,149.282910124317,18.33218124185014,1
Heterosexual,74,Germany,-55.92272096194635,B,B,11.339119481269956,128.4501504504052,-120.55901648811553,1
Other,55,Other,31.024063052909508,A,A,-63.24439397368212,-50.237477679670626,-74.2890439485969,0
Bisexual,50,Brazil,57.12408868157125,A,B,102.38941869797952,-69.18548767951702,-132.63254627877646,0
Heterosexual,40,US,69.70259237826704,C,E,-4.006815791197084,-27.14856498522837,41.275576960402816,1
Other,18,Brazil,124.59870304301104,C,E,-129.2829638997362,115.12289627384509,56.56648406074404,0
Homosexual,38,Germany,149.47296098839985,C,C,-72.93259078184514,65.79096177059084,94.79171136452311,0
Other,38,Brazil,-65.31380726158797,D,B,248.8372967428636,172.15275036449194,128.45065804393832,0
Other,59,Other,127.6553415780963,B,E,-63.13115870879082,-66.72727524715822,-32.33969607592518,1
Homosexual,75,China,77.20148818928824,C,D,187.42547685110515,59.18531357037129,214.57012492719136,0
Other,32,Other,-205.5125763557567,E,E,-22.82216993076939,-74.23251816953885,95.23063092941462,1
Other,76,Germany,17.30276996464851,A,A,-95.12480864620781,45.12738235748986,-144.36360945279714,0
Other,65,India,-105.3174533285655,B,C,36.891213872807455,9.28295900949088,-180.0389188474708,0
Bisexual,28,US,27.973024656539202,D,B,-105.75766045243118,112.72924629695822,-9.40337355713807,0
Bisexual,70,China,287.70601597560744,D,E,46.06345547531851,11.759215032156819,153.89893340368894,0
Other,78,UK,-52.26398469525091,D,C,38.10366913529543,-99.6005784424948,56.45193158040731,1
Bisexual,46,Mexico,-54.2111415150619,B,B,-214.48933665997373,-45.71553262902886,47.79674554765037,1
Other,67,India,-48.160050457269904,D,D,-142.12576523463272,-218.44529491537884,153.03461331417657,0
Heterosexual,64,UK,-74.37314295292805,A,A,162.70257556875362,196.26800009981818,-45.90800875566214,1
Other,31,India,-91.34848267453431,A,B,-11.37616607346645,-38.96409026508754,-45.89861591269639,1
Other,40,India,125.6137435498331,B,E,0.5405241065038461,102.43755264302747,-9.681803358636664,0
Bisexual,37,US,34.390063786344186,B,C,152.07422037588455,-32.84089334366403,-400.20536438820346,0
Other,42,UK,79.75567672656119,B,B,138.29409872139476,-185.52391933113773,-151.56676455438335,0
Heterosexual,49,Germany,33.53122932219515,A,D,-3.3540836242122154,34.177363439730925,-52.08424070714969,1
Other,22,UK,1.6433069203909543,D,B,-60.46618793496741,-70.85652942637722,16.289791227477522,0
Homosexual,69,US,27.80983194475242,C,D,-90.64334658182108,-36.168152183269754,2.5623637992755355,0
Bisexual,18,Germany,-29.76437584717254,E,A,-71.38388991018739,-26.839608097545874,-15.332246189581102,1
Bisexual,19,US,63.37426688481358,D,D,-25.80161743458903,85.10671774010652,54.32893761068254,0
Homosexual,78,US,-21.959170148151113,A,B,68.92919695913896,108.68472548333105,66.18464465985394,1
Other,50,Brazil,53.259770947258886,A,B,-106.73446652613514,-131.1790832561861,-84.30314440584102,1
Homosexual,50,Brazil,-142.43557886199963,D,D,145.57342486420973,120.05539253854873,-99.68981377197294,0
Other,35,Brazil,0.9253550440864674,E,D,63.04546550645369,-138.90678967412754,13.662258904287924,0
Heterosexual,56,Germany,5.164032466740149,B,B,116.60566129492804,45.02147669793112,-32.833204652534064,0
Bisexual,77,Mexico,47.86827915093781,A,E,-8.914057137124765,98.49564387039763,76.69830636033373,1
Bisexual,28,UK,91.1874116772644,A,E,16.963786926958285,-70.09929567105398,3.763015567751291,0
Homosexual,27,Other,50.85861827314662,B,B,113.12308768770951,164.79861701414922,-10.105820591104608,0
Other,51,US,89.66854548311187,E,A,-5.769068471366378,72.72047702051488,-60.01868205689278,0
Other,43,Mexico,-27.06050248261458,A,E,37.22445645961167,157.07464706304654,-121.27513653509713,1
Bisexual,41,UK,8.110381676694495,E,D,212.63453888777912,36.524315612594094,-135.89744429653246,1
Other,51,Germany,-22.79626959251094,D,E,73.52792937811313,19.502947241475024,-14.913014819239914,0
Other,23,Mexico,123.82805521740411,D,B,-61.57989198078961,-153.3867658726225,306.2720832230918,0
Bisexual,55,Germany,232.17471024088218,D,C,-29.069257298681272,24.218317504913546,-41.688727395424564,1
Bisexual,74,UK,61.354939221158055,A,C,161.1763371107014,84.02712353845895,57.1183989644963,1
Homosexual,72,US,12.6080656541907,B,A,-40.99717053481258,-149.68119923689414,-120.28501342304891,0
Heterosexual,44,Mexico,33.845538714169585,E,A,211.75897686083337,-104.96830896617404,22.56468133344907,1
Heterosexual,66,Other,-28.713465787371405,D,E,167.82574360552985,41.289531728189985,61.10493913396352,1
Homosexual,62,Germany,-18.697117348818455,B,B,123.46570479305683,-53.937378277894496,27.78508537499564,0
Bisexual,42,Germany,12.101840031183036,B,D,-27.866744857395396,-102.96252466559181,-101.07406026358956,1
Heterosexual,58,US,212.37955486559747,E,A,-10.745441274859413,61.16728944267334,-1.6366842010621003,1
Other,78,India,45.569513601940194,A,B,-102.81466234045683,22.542272357025293,14.010630646308725,1
Other,26,US,58.90567435099331,E,B,-122.64479807966791,-46.40872999333016,-155.91118261397347,1
Other,27,Mexico,-48.943354130475015,B,C,28.603196731358217,164.9232388272936,13.56071127453084,1
Heterosexual,74,Mexico,47.678209362767284,B,E,29.592519957408058,80.90187444900359,-12.404933001457405,0
Bisexual,58,UK,-15.436012212142622,E,B,-95.35835752409267,37.69661770551952,-61.17907609705219,0
Other,78,Germany,-87.62633417944797,D,D,196.07639935469123,57.74524256182442,-63.925733285886906,1
Other,32,US,-68.32635338237228,A,D,37.76222154505696,12.160936681258056,-11.33338732454949,0
Homosexual,44,UK,37.17491981721776,A,A,-26.624841064069756,-56.89868751709986,-17.029563263823082,1
Heterosexual,64,US,25.76758196784943,D,C,10.713366730044903,-95.81925571695871,86.45636866858493,0
Other,62,Other,27.14822985048837,C,E,72.7199124296273,162.30792047102875,-85.04878372371111,1
Homosexual,24,Mexico,126.03094682833962,D,A,-54.762578912043615,12.10700161267145,75.13948106092562,0
Heterosexual,54,UK,-35.2240665551931,D,E,-215.52061413757747,332.09209401809187,-42.27383237692695,1
Heterosexual,40,Germany,-39.00250275327917,A,C,187.507069644401,59.48188680217358,-46.04073140116382,0
Bisexual,43,Other,34.87594550132081,A,D,90.43066039963871,-53.58270974325182,-152.07647455325323,1
Heterosexual,41,India,-72.2527856544289,C,C,-113.8680199421074,75.83181748004671,183.94324130235103,1
Bisexual,18,India,113.71137255962553,D,E,-78.81714444435937,156.36435895243292,-98.13430299478009,0
Homosexual,67,Mexico,22.918818758228323,B,E,-82.86257130208155,-196.11491978964318,17.502097961386305,1
Other,54,UK,14.86144695081218,E,B,40.288279863085414,226.5080216435027,2.312780126997037,1
Homosexual,70,Mexico,-18.005917544771098,D,A,-22.074625126650005,-96.92081746549273,-142.04557172435574,0
Other,73,UK,-24.561051949063955,E,C,-101.16968990713072,-78.10090993649696,-183.71431535321318,1
Other,21,Mexico,99.40298663217332,C,E,-75.68142471591997,-165.4540693151745,97.20171508041565,1
Homosexual,76,Mexico,14.124014389507582,C,B,-141.14810795691858,37.689933048602526,185.14209728308245,0
Heterosexual,53,US,10.24121172192128,C,E,6.008307024586836,224.5908721954615,-101.73109647751903,1
Homosexual,24,Mexico,-33.20662574302279,B,C,14.364247047738118,-14.119564548540065,-109.17351197413694,1
Bisexual,67,Germany,-17.155153645323587,E,B,-113.20839626333682,-35.53903841655849,51.56822243218131,1
Heterosexual,22,Germany,-17.92770993679496,D,E,-86.5161282649846,53.9273062486531,14.368815193991367,0
Bisexual,33,Germany,-194.92807778206756,C,C,-52.53552275818921,121.12339341489296,-146.29964459970955,1
Homosexual,37,Brazil,-77.80602448156723,B,B,-24.604509815523162,5.394491933787872,16.9547609636497,0
Bisexual,18,Other,2.9450549720913264,E,D,-82.92841660065595,-0.7156931033669203,-170.45549861504392,0
Bisexual,61,Brazil,-77.69022173636473,B,E,19.83877358235029,56.565421993513986,-26.11187975217223,1
Homosexual,54,Brazil,-180.15655288380034,A,D,-105.83459641112705,-32.02433827648219,-55.026053582541365,1
Bisexual,78,Brazil,80.95797577388501,E,A,86.51802524204923,48.55287710566134,-18.03437904771228,0
Heterosexual,60,China,143.73639890688162,C,B,-52.85234493383317,-129.54210127290042,42.93812761731775,1
Other,62,China,50.91390811143592,D,D,77.6250751052749,-6.798482317316376,-62.10291227492139,1
Bisexual,58,US,-72.28560125966122,D,A,-90.9540804217415,-169.44447446090697,212.41218638504887,0
Other,68,Brazil,-34.93936864731456,B,A,15.863314534668929,8.581455393290547,22.70743773297956,0
Homosexual,65,Mexico,-5.441534692937862,A,D,-122.21825127658317,82.3684205302451,-204.1155289866313,0
Heterosexual,57,Germany,-125.81034925359998,A,A,-3.1080394924948034,62.25690724148535,-53.778074973727186,0
Homosexual,18,Other,-30.779939578968964,A,E,-59.348817779090204,1.1939067295346268,-91.3807936328201,1
Other,30,Mexico,-115.79460609645848,D,E,72.39199840910835,-177.16719519328493,-28.466554118963955,1
Homosexual,77,India,101.61255012404298,B,D,36.71125742393318,-40.946249611871885,111.17841013150604,0
Homosexual,27,US,91.45570020097054,D,A,-195.05931542996683,12.72255694749088,-89.42248890310688,1
Other,47,Brazil,-105.45240032114833,C,D,140.23871636855682,-166.60774239946912,-108.44720877970535,1
Homosexual,45,US,-55.572224268755136,D,E,-98.22574807869957,-22.720202269550967,134.38358956813858,1
Other,47,Other,-227.09968249539116,C,E,-90.01073353580635,-37.382637454529096,15.181999190421495,0
Heterosexual,66,Mexico,-131.5633763106924,A,C,-87.61560425148627,-68.8341424730892,-94.3768038914386,1
