ethnicity,sexuality,nation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
African American,Homosexual,US,C,-116.90047085848514,B,99.7740134254244,8.87936476462091,-281.1609690807392,159.44515040064059,C,B,B,-77.20944330741355,D,-132.42953431433128,D,0
African American,Homosexual,India,D,55.621307533776,C,-53.33055046316103,-228.78880000667513,97.44466060232895,123.23784637845363,A,E,B,42.477513065500254,C,19.17921355457865,C,1
Black,Other,Mexico,D,15.301891342674917,E,83.18044490606611,276.2326858177607,61.816277820923716,147.90913680463964,E,A,E,61.14736683080404,B,13.651626956048208,E,1
White,Homosexual,UK,B,68.3870910837653,B,98.64216023721521,152.94215746612082,116.02379181988123,-50.16918749308154,B,D,D,-155.8650627918527,C,-37.26507286805858,B,1
Hispanic,Homosexual,Brazil,C,110.31526379431051,E,-59.288303226631264,0.3275528623120407,-123.95318852395727,142.23519660372307,D,A,C,28.07430839133851,E,4.090741392489529,E,1
Hispanic,Bisexual,Brazil,A,-157.4567168263426,E,-123.80501483823541,-68.9160023241213,-43.86831148439011,-85.79595482947242,B,B,C,106.76384020574491,C,93.71921931323925,E,0
African American,Other,Other,B,23.36476842424712,C,22.275239716949503,-56.80925604438871,128.58840176421026,200.72741801533098,E,B,A,-22.22164501464665,D,22.42532091863064,E,0
White,Other,UK,B,-132.23806721433334,D,5.206385122661194,-31.75153930512968,-67.88908321074409,155.84853155227972,E,E,C,37.63424526272866,E,5.4127468551139915,A,1
Other,Other,UK,E,-59.62063481313527,A,-52.720748257882214,124.07682797137518,159.42302346526571,71.15117197730814,C,A,B,96.95037714314846,E,-51.0974910250613,D,0
Hispanic,Heterosexual,India,B,-157.0281776707523,B,45.38627259853435,-26.748458924902213,113.77202285890455,-29.358902102049793,B,E,E,-73.57540581848686,C,-100.14678659593419,D,0
Black,Bisexual,Other,A,164.83406177365146,A,46.33254425777584,207.52126701031622,-19.368038859396105,19.150888992631806,B,D,D,18.625744309633703,B,-143.0829942484264,C,0
White,Bisexual,China,B,307.61205406372954,B,113.95233941859408,79.7324135620015,-148.01938815611936,-157.10493510075096,D,E,B,1.7503061571636118,D,205.1004551064016,D,1
Black,Other,US,C,26.62314436254939,D,-4.24231069856698,65.01171582730133,24.619450239573485,-59.68926007066654,B,C,B,99.56200260870467,B,107.17767935631355,C,1
White,Homosexual,Brazil,D,111.03798047570245,B,88.81544483378705,-127.18997142706469,67.56935801102514,14.023224475674212,C,B,A,-43.42671263036727,A,-98.48055950263645,A,0
African American,Bisexual,Germany,C,-33.18698575202994,C,17.374962703661257,57.39747392183768,-51.90846992527464,-27.519279873874158,B,B,C,115.84970754462998,B,-80.69969078864628,C,0
Asian,Other,US,A,-66.16451713213006,C,-79.17620418445836,26.06703588758636,46.25390552965545,-242.2336828781802,C,D,C,0.46608551211875515,D,118.59710021031604,E,0
Other,Bisexual,China,A,-27.319830452932024,B,-64.75662705341372,-104.9958550345352,-85.45420735963349,97.1578520983288,D,D,E,42.76687209752908,B,-147.27939784690935,C,1
Hispanic,Heterosexual,US,B,14.427641945709011,B,-4.562533328895011,-40.07306729874651,62.00504435313539,-1.5490583569205558,B,A,A,-48.39345756898229,E,82.39546694177741,B,0
White,Bisexual,Other,B,53.7720247221284,D,127.33914412816034,106.10954631223154,33.56474061729524,0.3836394612787357,A,B,A,-105.96382519805172,A,93.19030146922248,E,0
Hispanic,Other,Other,D,-103.90135638221042,C,-13.291158568354119,-38.5110988112469,-70.51717388944753,-148.86399363851316,A,E,C,194.8484042369498,C,14.481746979643273,C,1
Other,Bisexual,Other,C,165.92682807206205,A,-62.768877388090985,-75.89924942593352,-107.28632624014594,-2.1814977105006026,E,B,E,72.51553007478773,E,66.49778998761465,A,0
African American,Bisexual,India,E,-7.070647328703579,D,36.14057417724658,70.84159294899948,-129.92186205170512,187.83385807739418,C,A,D,56.14809928634259,B,-55.21569307065043,B,1
Asian,Other,China,E,36.11370477850524,E,3.425904619572638,31.699577340656077,-3.3107559532684183,0.6577603002388968,C,E,B,59.96386952894196,B,109.65686461498547,B,0
Other,Bisexual,UK,E,240.11895467567058,B,29.07613906943683,104.22053995140554,24.568911284722503,163.7061422422326,A,B,B,-55.87179082315041,B,33.22108081177308,C,1
Black,Bisexual,Brazil,B,48.068442521256735,E,-68.88356960864577,-16.661607016826867,66.47426523023677,-107.23616011852535,E,C,A,-70.69261260523402,E,35.73092850473747,E,1
Black,Homosexual,UK,C,-21.439787713158186,D,-9.267459980250988,90.59569755063592,-142.18551982995015,-48.15746746338503,A,C,E,171.80640276502334,D,-76.57517986053287,E,0
Asian,Heterosexual,India,C,55.226919083415325,B,-152.28297590059012,-52.509386175484295,-184.73837740213392,27.0261819129093,E,B,B,-4.6793504432327,B,-71.90512488035205,E,1
Asian,Heterosexual,Other,A,-136.83558046602406,E,37.39327725080142,175.2442810353504,46.36820405753711,-117.45028892131215,B,C,C,61.68478432233356,E,-215.68657162178346,E,0
Other,Other,Other,E,38.2859188130338,E,54.54126159994043,113.77189294772852,49.48464625768771,-47.153592555040035,C,E,E,-52.773041360576336,C,-93.8805025687621,B,0
African American,Other,Brazil,D,181.57453138298857,C,-217.97367100777666,-112.4951496531346,-31.201661518866192,-74.50889895852242,B,B,D,87.02062689261915,C,-127.03877691257898,B,1
Asian,Bisexual,Other,E,124.39312803448995,E,41.485883969548325,39.04864336399028,81.73337283571682,-133.80211373763177,D,D,C,152.15926630716928,B,-151.68820489520624,C,0
Black,Heterosexual,India,B,-2.3233254111313713,C,187.2058940469668,-211.63842803392424,-34.97609894577322,21.712924842673615,D,E,D,-2.385463940078848,D,-273.5271422828449,A,0
White,Heterosexual,Mexico,A,-44.469588081194296,E,-36.87632636443994,31.131205166535008,-119.83762696863762,1.5773724062290648,B,B,A,-88.50081801057729,C,110.53027904687028,C,1
Hispanic,Homosexual,US,D,77.49636079952995,E,54.63233059237753,257.67289143117915,-234.55475415954575,-47.435832942550064,B,C,C,17.802048293723665,B,56.527683552528416,C,1
Black,Heterosexual,Mexico,C,40.735085584597456,E,112.81695449821586,-31.716502812566393,-67.59116245380324,-65.59240583145332,C,C,E,92.69579427147467,E,-66.86482459374598,D,1
White,Other,India,D,223.9502222558105,E,-71.74005440735857,120.12545738049735,19.590558169531576,-20.54941114516731,C,C,E,36.494463708037024,D,-22.50282330613543,B,0
Black,Bisexual,UK,B,-91.75473817369061,D,48.038169899871946,124.12860839507742,-112.01355702393556,178.02312834920727,D,A,B,97.7120839462902,E,53.008959244240096,C,0
Black,Heterosexual,US,B,-112.54407678599611,A,146.37690166215341,74.36757788238079,35.00367484781336,36.868605709696375,A,D,E,41.045050992113524,D,49.54012369057178,D,1
African American,Other,Brazil,D,-51.54807982925311,C,-2.163727639703942,251.7006332434288,-83.09386556908514,-177.4008764325178,B,B,C,-71.59525890002907,C,43.91377705588453,E,0
African American,Bisexual,Mexico,C,50.13022141611525,B,-39.14697195258485,-152.04157914173427,55.66240260973188,57.636309486885,D,D,E,-6.334362119872862,C,-6.2098157071940125,B,0
Hispanic,Bisexual,Other,B,-0.1787973132485317,E,48.428689786237705,-28.138072431250528,-23.987737475894697,216.62400279617958,A,B,D,78.02232972782812,D,-121.14366109691713,B,0
African American,Other,US,E,-5.378324493237263,D,51.8392222175493,161.137548418078,-2.264358209785214,-157.80330260482938,E,C,D,13.724502858778227,C,88.66407340089424,E,1
White,Heterosexual,UK,C,-8.180985078133194,B,-70.23195355975483,72.01469137853252,-45.2814839196844,-60.94458901986266,A,C,C,16.60869267056546,A,-71.23270335697192,B,0
Asian,Other,Germany,E,-163.94888684649422,B,22.900409314090293,45.14259524144756,-267.3774770785246,-33.26850271560758,C,D,D,-136.68796818629673,A,-193.51700795039872,C,1
African American,Bisexual,US,E,-120.77567166576648,A,-36.63264986660823,83.72315038080397,0.6145803532045605,157.55189354319177,E,B,C,-179.12330002108172,A,72.4142354385767,C,0
Other,Homosexual,Germany,B,-25.574939325262175,B,48.04688319553895,-8.77492867057133,6.146805934397548,84.43397758249263,C,D,E,144.5777676995635,B,-168.46905335641227,E,1
Other,Homosexual,Other,B,-51.47497416554211,E,-21.823277831180445,64.32309855765438,-190.90631563554433,47.811513738188424,E,B,D,72.45797518089897,E,75.11994428105749,E,0
Other,Other,Germany,B,-206.70259263727667,B,-53.430553119458466,27.82189890404284,-57.78663160236057,13.565631297837935,C,E,C,-49.09100787786931,B,-80.20720195436255,A,0
White,Other,Brazil,C,-2.7876949316485793,E,-11.538757333192095,-41.31975336972813,-63.78760291942298,65.253589880916,E,E,D,95.83754635352891,B,192.26128222689835,A,0
Hispanic,Homosexual,US,C,13.131961915940218,D,35.300669115165185,-259.203593568964,58.980437603545624,-78.02203053065114,B,D,C,99.96507945408567,B,145.66507169916312,B,1
Black,Heterosexual,Other,A,74.97681849112091,B,50.40799343810608,41.81485772167802,-124.3400958648669,-25.607400729892603,A,A,E,-3.43126575691512,E,-147.50543453476027,B,1
Hispanic,Heterosexual,India,D,151.35167280950702,A,-119.7428527962401,118.14736363024791,-61.768460017039494,106.02694397855097,C,D,C,-56.52983422274812,E,84.86814709741435,A,0
Hispanic,Heterosexual,UK,D,67.32578006048082,E,153.5103878103822,-77.14376972673215,-116.740071042279,-59.17857535749755,B,B,C,-158.8852475565966,A,40.30412447674093,D,1
Asian,Bisexual,Mexico,A,-3.7127563848284,E,21.916012565519498,-54.08961320515847,170.94013365179958,7.14175430826084,C,C,E,24.485126946296106,D,-7.459543887877916,D,1
Asian,Heterosexual,Other,B,-189.32369546075765,D,-100.1916067729887,-50.13496006921307,-118.4301045273969,25.74032835965836,D,E,E,-103.98596990904849,E,106.12928433646167,C,1
Asian,Bisexual,Other,C,113.54281807807583,E,-126.64114376017497,17.237210082296585,-31.281622521909895,5.352413680654324,E,A,B,44.92029470714831,D,-22.678744573082373,C,0
Asian,Bisexual,Brazil,A,-33.301024180297205,B,73.28232848982407,23.277967454034464,46.62783093142335,-29.427869031494993,B,E,C,255.72309581845326,D,-110.80026139223595,A,1
Hispanic,Bisexual,India,B,87.62856123139636,A,-1.5660096072127059,113.06642264039573,-26.26165773260575,92.94807792252217,D,E,C,116.73164516426944,A,-12.310523711146583,E,0
Other,Heterosexual,UK,B,-141.2688328359153,C,43.915202622093645,-28.22401325387474,199.1295056192233,-226.37018663040433,E,E,D,60.515261242124176,C,-43.18415578565716,B,1
Other,Other,Other,B,-143.50257292238558,E,125.77710336681906,-96.53802304118597,-181.30949048287167,-45.233079494621464,A,B,C,-65.37334959556591,D,40.07679072609053,E,1
Black,Other,China,A,-3.103906276318314,B,-66.25110827121533,-36.20921886175893,106.81849091014463,68.71794796040966,B,C,C,-85.86399981382775,B,33.228014401353555,C,1
Hispanic,Bisexual,India,B,45.268197603354096,D,197.88682493482557,77.50898243332205,-51.955779303220176,-52.01904132781158,D,C,A,117.18852713092525,C,23.158324581442066,E,1
Other,Homosexual,Brazil,A,-0.9050983208689389,A,-39.69944502659688,-117.62984331176627,127.24685968640144,-87.40498858032912,B,B,A,-7.110590474785894,E,84.00130703864265,A,1
Other,Other,India,A,180.0942573347908,A,71.45628991071706,12.854433615668848,46.92691701597694,11.510059068309154,E,C,E,-39.53585003278052,B,-71.45690657007023,C,0
Other,Homosexual,China,B,-73.29416763469484,B,-16.596885512285454,62.13677045596828,27.36295670004218,198.12272842726472,E,B,A,-43.7747371027015,E,-30.9480549698164,B,1
White,Homosexual,Brazil,E,23.64210295894299,C,-38.406248878477626,107.64488623347566,194.09599628963204,-76.70982231606692,B,A,B,-150.6372476970546,E,-136.4547069816984,C,1
African American,Homosexual,China,E,68.83464802130999,C,43.27904976678709,-76.36872663821485,-28.033064045855742,191.98709921391205,C,B,C,63.46413537788098,D,35.73520740385924,D,0
White,Homosexual,US,B,-71.86446864161967,B,243.2321473197922,-18.011480298857133,-14.938158501485471,252.4667734192685,A,B,A,-154.8247532580696,C,46.54168710832644,E,0
White,Bisexual,Germany,A,32.2821399394381,D,123.57896748392538,-182.98356029182037,64.58402848232137,-237.89003534790334,A,C,D,3.155053626432229,E,134.982004539894,A,0
White,Other,Germany,A,18.00264306884819,D,-17.773271314094693,154.61806606521372,34.36891848600886,107.1695409737303,B,D,D,202.71907925827796,E,140.07009815239402,A,1
African American,Homosexual,Other,C,-120.75904654277674,C,39.71694360149519,62.311649915543974,11.423522935913763,56.29293282775777,B,B,C,10.51440679584352,D,-144.97041160090112,E,0
White,Heterosexual,Other,D,-17.822209109582182,B,159.8491140488831,-27.928804312626905,-100.9007462995241,-68.8278493857284,E,D,C,193.85920509385812,B,-106.91237798756671,A,0
White,Homosexual,China,C,-71.48057476533482,A,164.13360695823033,25.427723931226815,36.91589997866093,-33.39989302636142,E,C,E,-139.45399971573832,E,147.05342507926142,D,1
Asian,Other,Brazil,E,-37.74233940901694,A,-135.8611396310936,-153.5789250438983,143.50732658204467,-248.24794650017807,C,C,E,78.00377547132909,C,101.01473870879315,E,1
Other,Bisexual,UK,C,183.06541232058368,A,70.4819228667058,74.2613253322535,12.065324929698917,39.50761922812003,A,E,A,-71.11095059859133,C,156.26207866464756,B,1
Hispanic,Bisexual,Other,C,35.063812477248106,E,240.02395034229585,110.58289032040858,-241.83326520509732,19.198032031858425,E,A,D,-111.30360038604911,A,184.7044747895704,C,0
African American,Other,Mexico,A,-106.49715016793739,C,13.485118303174758,110.96955386075211,84.07850327463572,17.54971630694446,B,A,C,5.424382047646666,B,-68.3051083753273,A,1
Other,Bisexual,US,E,-68.75471140015995,E,-42.30816897390333,48.24458641087777,-65.08397624095025,117.72012949035697,A,D,D,-73.41934574379891,E,-10.936760007962858,B,0
African American,Other,Germany,A,-155.5266582128812,E,22.002770959276326,-86.71577241069546,33.34659390848545,101.60125842806886,E,C,C,192.6662582199127,E,15.553973733470183,D,0
Black,Other,Brazil,C,2.28344657380998,C,17.404638134686866,-167.2391824950721,49.51644237982165,110.65252329847699,A,E,C,-66.57165327235309,A,-36.1308682993372,E,0
African American,Bisexual,Brazil,D,-186.92146432649048,E,90.28515707530921,-98.38835085972617,-253.62167347543254,-16.322689174582557,D,E,D,-151.03443818807264,D,181.7371487264119,B,1
Hispanic,Heterosexual,UK,B,-91.55218091555467,E,3.7723382382351187,85.98983433189802,3.863121085057222,160.32746730849394,C,E,E,-25.965182205553294,E,-130.35829139725251,C,0
Asian,Bisexual,Mexico,C,88.3452575628228,A,290.74755487232136,-146.34995014416552,-207.79680739557364,-15.829672832008047,A,A,A,-62.54734150674036,D,28.00778831051316,B,1
Asian,Heterosexual,Mexico,C,14.048925719873273,D,-9.87357227058049,-72.57251250966928,-93.28723800290241,-50.02830636147421,B,D,C,-128.40677196669043,E,131.34419776453387,C,1
Asian,Homosexual,India,D,-62.52820527943711,A,-118.80020944231246,29.305202165348355,177.68819945762488,-20.189583795656304,C,A,D,-168.81365767521783,B,-112.04847142748773,A,1
Black,Heterosexual,Brazil,C,-63.025632508390736,A,45.85548813553343,-7.895932511939348,140.4883929859932,70.9340509663711,C,C,C,-95.84641238141144,C,-105.46363118331105,B,0
African American,Homosexual,Mexico,A,60.57835701439356,E,-95.59573539293272,-19.953998201643746,-46.02675843117276,83.72641590518583,D,D,D,-117.30349941872922,B,-31.977430472761515,B,1
White,Homosexual,Other,B,-10.016318928545784,E,-41.53306206950989,-32.53453039018922,162.96773406862576,35.915608647841665,C,E,E,82.38703259969937,A,-31.56456087546707,D,1
Other,Heterosexual,India,D,112.44350701307629,E,49.1425408058201,116.73736191625812,12.886812334626093,0.8954169226018662,A,B,A,2.0437676381398506,B,-247.1249566411513,E,0
African American,Other,Brazil,D,7.304981208130322,C,30.431549595919904,125.47073963297012,183.9910654397626,145.14731490306994,B,D,E,-124.72486874131177,D,32.12368793109116,E,0
African American,Bisexual,China,C,173.03465036829795,C,46.37679846905926,-103.70575866370837,67.54589712992286,-19.627426054631627,C,C,E,40.35666639547921,D,12.565870008853564,C,0
African American,Bisexual,Germany,A,-142.1845453813086,E,237.1598804435054,171.84355168113137,-65.41468186056034,98.41291348040485,E,A,A,132.6144494140092,C,-82.90101715388522,E,0
Asian,Bisexual,Other,A,41.953601092006444,A,68.1960879630796,-2.9143523747895497,7.144493587234058,24.999307190567286,A,B,A,98.49901565395926,A,-40.4585059557848,E,0
Black,Bisexual,Mexico,D,39.98065855593885,B,-47.47695679675567,-52.945928326850435,2.7045319734812745,-147.28110551119082,B,B,A,38.41665999452575,E,-25.361031889477548,E,0
Black,Bisexual,US,E,-24.14924665109264,A,-156.47237854657732,-137.27445842605434,70.2702318815995,167.5350727145639,A,D,E,0.5812347677695661,D,235.3295286378182,C,1
Black,Heterosexual,India,D,-144.8548391909013,B,166.0348478784919,-48.30210493012093,-101.82542808872523,52.698551879377334,A,B,E,20.889727839394613,D,-96.62606610098463,A,0
White,Heterosexual,Other,E,-126.2136566312593,E,-45.19636609552552,40.9507781243304,69.81517968535854,18.182584110122157,D,B,D,-11.508030590863154,D,115.16758886761147,E,0
Other,Other,China,D,68.1574947642162,C,10.50820869131195,-74.59959492583228,-66.71374499887483,244.84068027202403,C,A,B,19.308037241724758,E,81.54803164471376,C,0
Hispanic,Homosexual,China,C,-200.63439177597436,E,170.14858249894073,-26.893075027928603,-42.98581214010631,101.5316651176046,E,B,C,-67.85863792166953,B,2.897545513933539,E,1
Other,Homosexual,China,A,215.1176428149327,A,-159.73978395807086,0.8494359781860811,72.12577078277192,-75.73198044544253,C,D,C,-0.0956648860548519,D,42.85997618272489,E,1
Hispanic,Homosexual,India,D,-3.6881323205158654,A,199.59853723100935,-6.478519687032786,-39.852723069460744,34.32715363849943,D,B,D,45.111076898939444,B,65.46081984060123,D,1
Other,Other,UK,B,-61.50146297558574,B,33.15972283844853,152.22871526314577,104.14500486186134,21.52128466824949,D,A,B,252.76581298926493,D,152.90987218817915,B,1
Hispanic,Bisexual,Other,D,76.09523048800791,E,-11.42284866510683,-25.02174550050156,-16.80796055451794,-69.709971863978,C,D,B,-50.75866971499169,A,-46.088981559807195,A,1
African American,Bisexual,UK,C,18.605647755129485,A,22.801261111202173,-41.29027728964086,-128.03021785154704,-132.07460691215874,B,A,C,-85.56410697418707,B,142.77244283035643,D,1
African American,Heterosexual,India,E,13.457904626323991,C,57.101242338561754,95.23186402541586,2.245358926111733,167.50397527244047,E,D,A,-29.710310359912974,D,47.742961819947645,E,1
White,Bisexual,Brazil,C,-61.57992087381383,E,76.74771114711962,27.92216666288656,176.26862330276452,17.76419185450279,A,A,E,-167.74945698443682,A,40.040495642235285,B,0
Black,Heterosexual,Other,E,75.17253682701144,D,103.13283177867139,-64.96211671879864,126.4685823858545,-75.87117764224634,C,B,D,96.93883674930146,B,0.569347871509885,E,0
African American,Other,Mexico,A,28.8739995412631,C,103.85883324103678,33.3631573639761,21.190745367301584,-19.419585755582784,B,D,E,27.06651923548651,E,94.34128991410924,A,1
African American,Bisexual,Mexico,E,201.2525957875831,A,-16.7941349510704,119.90530738624585,-25.15430099685393,132.80170875039266,A,D,E,-188.80928190360603,B,66.69591108800795,C,1
African American,Bisexual,US,A,154.733670664428,D,84.19669384349243,-35.153050031872276,17.98943221523289,-37.850161210147,B,B,A,11.918450454427159,D,146.66290428507352,E,0
Black,Bisexual,India,E,21.67842111521695,E,-61.07232076747678,114.83973349431945,-4.5587870047195755,86.6007012233398,E,E,D,23.678688253694187,A,19.624098242720255,A,0
White,Bisexual,Mexico,B,-138.86608213526034,E,-115.51353415226887,-15.350088500978332,18.09566848216638,-72.14169206865466,C,A,A,-140.90787111029488,D,56.71291545936563,A,0
Hispanic,Homosexual,Other,D,-89.6260660471508,C,99.83530878351178,79.8530066961493,83.85212235057976,-82.82881687756606,D,C,D,-113.1438817202954,C,125.05030863030457,B,1
Other,Homosexual,Mexico,B,-44.30525968168269,E,31.821337883627017,30.7391523000377,-78.02462029808693,-83.59182318819876,A,C,C,68.95499436151817,E,30.155188540366773,D,1
White,Bisexual,Other,E,40.82384665964422,B,26.41045755122976,-139.97811749173587,-98.47537844933765,32.703760686650725,D,E,D,82.96025626816082,C,61.604308963478694,C,0
Hispanic,Homosexual,Brazil,C,-181.30202634090372,D,14.704242971944998,-114.55387860063449,-113.07481859047618,-182.0985112986287,C,A,B,106.66231487290115,C,-138.04945649086434,B,0
Other,Other,UK,A,23.20017158096921,C,-88.07922935707488,99.17948088545135,-309.74074229490947,-63.653576255204506,A,B,B,-17.4223293992103,B,-57.743651709161014,B,1
Other,Bisexual,Germany,D,89.26083518776092,E,6.456725024119041,83.64975829260113,24.510170962269353,65.92305647420751,B,C,C,144.88002828229668,E,130.063201693925,A,1
Asian,Homosexual,Mexico,E,-61.86765531783727,E,-18.311804848422472,187.80987968510402,-79.50256577545493,27.388954200890613,A,B,B,-14.815903537088678,E,-87.43588953431647,C,0
Asian,Homosexual,UK,D,85.5801276148422,E,23.899913424048073,42.821042040867304,122.84492720389267,-56.80295354393768,B,C,A,-26.43744482289146,C,-240.938208180512,E,1
Asian,Homosexual,China,D,-49.61607371404869,B,-67.67918711274598,-135.74113497454678,-21.822410281049226,66.39853407521072,E,B,E,-62.86209957943461,E,14.870179063768955,B,0
White,Other,Mexico,E,-47.30660065781302,C,-132.48398857498117,144.65960307598726,49.92663811766601,34.73586930076631,D,E,D,-59.26747470658498,C,-29.33489099478446,A,1
Black,Other,UK,B,-66.75796329628932,C,-33.226249529897316,-58.558841793795956,-179.60327864585634,-18.68504411950651,B,B,B,130.05505365066665,E,-150.80277748874542,A,1
Black,Bisexual,Brazil,E,-107.28196562373267,C,44.04936187629682,31.40440406505655,181.09842624245806,-52.63453091290483,D,A,B,-4.897382975672674,D,-88.37655523865571,C,0
White,Other,China,D,39.09321541395246,D,-129.33514475215557,233.47385854445642,-63.41678525383544,15.691740221444341,E,C,A,-51.9817921687561,D,-41.75352473682678,C,0
Asian,Bisexual,India,E,55.27235174721857,D,108.88119556919537,-30.64183658271965,27.80217048246555,40.88178423278154,D,C,E,-109.73572503481601,A,19.84329764030522,C,0
Other,Bisexual,UK,A,66.51775724782169,A,90.35393331912076,35.33231656210488,11.06434642609408,35.84714238826957,B,B,B,182.0930013822442,B,53.65298560451704,B,1
Hispanic,Homosexual,Mexico,E,-24.323699727318157,B,12.606353397458047,108.43532288598053,80.51786492846982,-109.83574301938235,D,C,D,103.18838175868609,E,5.008716533044521,E,0
Hispanic,Bisexual,Mexico,C,-85.56084908603793,D,-171.51659450726225,82.3285525981421,158.88767160520024,-132.89217400061077,D,B,B,127.57737380369156,D,-182.00693553756122,C,1
Asian,Other,UK,E,-171.2754980924043,C,-65.28903655315563,71.36299877439893,-104.67874953704694,78.73124370815749,C,D,B,118.46696153264196,C,54.26296121994384,A,0
Asian,Bisexual,UK,D,-6.408461236137468,A,-0.6188811356650612,-61.25902053600164,58.53744538603043,200.29982271497855,D,E,C,-80.33980675210394,E,-43.23989291387974,A,1
Hispanic,Bisexual,China,B,-96.97150575340862,D,218.4857990677425,-75.21270187650815,-125.04929951417454,-10.822433880722567,B,B,C,-36.99011644225101,B,-22.940189469240504,A,0
Hispanic,Homosexual,Germany,D,-120.65552398534041,E,12.028245093963939,272.43229577039995,-8.707558836235446,-190.07846803385667,E,C,D,-133.16012092630334,C,-16.67337659752334,C,1
White,Homosexual,Other,D,3.4011814613488345,A,53.74848913457865,13.598662878653812,1.128133691344888,-12.982295283664635,C,C,A,-32.956085745324906,E,10.76351858243278,A,0
African American,Other,US,A,103.31857949898102,B,-43.19449317337113,-0.7936192525555851,-87.53080340182487,86.43156636973708,D,D,C,-30.746854428835473,E,-19.600426183335777,A,1
Other,Bisexual,China,A,16.12633289832893,E,-62.49979420335,-77.2269846373,-126.84392492637033,-87.56746160519636,B,C,C,165.84789504190343,A,-1.6812520681254841,D,1
Asian,Bisexual,Germany,E,-105.42916207824507,A,-33.25759638393582,-65.92905465901025,162.35597648180124,-4.5059462985661165,C,A,D,184.13518657572894,E,-50.58275020150113,E,0
Asian,Bisexual,Brazil,A,25.91336131364404,E,-3.1368123365827207,-192.51077629197343,-50.59854412336414,97.19654651068267,C,E,E,20.709432769396145,B,-112.8213773611866,B,1
White,Bisexual,Other,D,-80.3085486624997,D,97.30911206982906,-82.54620226325295,-0.5438190341925742,-104.95950860030987,B,C,D,-57.14631084056705,B,71.94509120122282,A,0
Other,Heterosexual,China,E,48.62159661418441,A,24.932870419251323,-169.92044417868036,-52.975021005871334,5.855272490042649,A,A,B,24.419282011974552,A,161.42880272612445,E,1
Other,Bisexual,China,E,88.3758972297995,C,-248.0381390715944,-130.93079263119049,-45.90544525376932,45.49119810302223,A,A,E,110.75763764957564,C,-70.3524947927314,E,0
Black,Other,China,D,-222.49174335379368,C,51.87459672720796,-65.41076465664842,12.125664087978889,-101.93571630669976,A,D,C,93.94541487189143,A,-116.37335790451277,A,0
Hispanic,Homosexual,UK,A,-51.3219309067136,D,137.6009542919242,-13.665918663273748,-26.369144872726757,114.53573457868123,A,B,B,-131.31854237207625,E,35.6791788544028,C,0
African American,Bisexual,UK,B,26.348550000846068,A,-112.08034491039369,-177.65903456478023,182.96231459146094,-190.79117900017846,D,B,B,209.0757739482035,D,33.85154261191405,A,1
Black,Other,Other,D,137.41980425298703,D,54.800208854678075,162.16044622007874,-72.8726793315312,-12.92656131446851,B,C,D,153.37920650231996,D,-6.110587035768732,E,1
Other,Other,US,A,-43.1063245611045,B,-52.0120940390667,32.116226748301294,-157.33522827113967,23.3598532670296,C,B,C,57.537499800187184,A,-146.8296257495367,C,1
White,Other,India,C,23.260341238452625,B,86.26662217529498,130.03475412089313,-190.153099441168,-64.50235048959388,A,B,C,-122.4364923315525,E,65.13706711453963,E,1
Hispanic,Homosexual,UK,D,59.110059868023946,B,6.003398825701518,187.80027372552203,-7.639221223231295,102.6848492123034,C,E,C,120.12296023311634,C,51.626871599522225,A,0
Asian,Heterosexual,US,C,-2.345056569480588,D,117.67228781667683,183.8822903718951,31.53055076943167,-4.991128069170743,E,B,D,-36.03057106789699,D,-47.00563382880578,E,1
African American,Heterosexual,UK,A,-73.74447488782127,C,-147.0806111049097,-48.77748126730145,115.77634185776454,101.13244062143816,A,A,A,16.116761114660413,C,88.0137871977326,E,1
Black,Heterosexual,Brazil,B,-141.80389920838243,B,-320.0958062436629,-26.51805169489484,-1.5338240935190655,-31.742593191037432,A,C,A,-11.336388935745536,D,108.50823068660749,B,0
African American,Homosexual,Mexico,E,-47.31261169860062,B,163.78318264308544,1.8394226499716004,-15.969656534434288,100.90794734387143,D,D,E,129.06389005603435,B,68.10250374449838,B,0
Asian,Heterosexual,India,B,24.849862541185537,C,137.91748669084367,15.75329561622648,-43.75940106864819,-132.4556183252986,E,B,C,157.58710321317665,A,64.39221216209596,E,0
Black,Other,Germany,E,5.985739383179374,C,23.266584167836307,58.18387264207655,-72.09393776866816,-68.18401806999637,A,B,D,160.93331771723845,D,138.44213679197978,A,1
Black,Homosexual,Germany,D,-92.03294455105573,A,-90.73487874986682,55.920511663526895,-49.23262695133405,-43.32711892938877,A,A,D,55.53443015492026,C,-11.766526240087657,E,1
Other,Heterosexual,Other,C,34.153518039032065,A,182.9464683289336,147.28642847629988,29.337038569348696,-34.33334156597177,A,B,B,46.017885766954095,D,42.55079034879986,E,0
Hispanic,Other,Germany,D,25.593018134792317,D,-223.36635897289113,-102.14372485941743,25.9005341808873,-33.16457321792864,B,B,B,-27.878762562755593,E,-176.2519839477239,C,1
Other,Other,US,D,-84.57147195438982,D,241.87631881137412,-29.253493159693257,34.61388018019754,244.33426626659073,D,D,A,296.74763458867585,D,-22.466589066143808,B,0
