sexual_orientation,gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
Homosexual,Male,-50.819052480870376,23.471928006834027,D,-59.092101736550084,E,89.35333266498587,A,E,D,E,-140.6756941619683,94.22287855767564,-79.9724301430782,E,E,0
Other,Male,61.49287936995195,173.71713296420265,D,-51.73119853401054,B,162.28100858859014,C,B,C,E,119.92043617916764,154.43966567905292,82.9106676105959,E,A,1
Bisexual,F,20.32651955581062,101.33222851789643,D,21.42784645641856,E,-82.77458051160221,B,B,E,E,-23.47484758562137,39.434585191109726,-27.903104449077787,C,A,0
Heterosexual,Other,-24.38769941032728,35.13459677127806,B,23.65716123569446,C,44.33650390156463,C,B,D,A,26.717091504579766,-23.00212416316971,55.73509199310828,E,D,0
Other,F,-71.59690145464178,-102.82823235338448,E,-202.93617619108545,B,82.08307755190563,E,A,E,D,-71.13322537773747,96.60920630927761,178.87554716119783,A,A,1
Bisexual,Non-binary,135.6817550377125,-144.18764836826134,D,28.649515742717213,E,80.25670698791458,D,A,A,C,227.08769436276089,-150.18017172000668,100.59925601969812,B,B,0
Homosexual,Female,47.880258391649846,-68.34501975313587,A,-87.86402330730655,B,28.932108543835845,A,A,D,A,144.1950355420963,166.7931593744818,-128.39671783574886,E,A,0
Bisexual,M,47.55533985635687,-6.365256368534579,B,133.23262537453823,D,-50.070531582878665,C,B,D,C,148.03447446074202,-55.584126160570015,-10.47222002793203,D,B,1
Heterosexual,Non-binary,99.77458282059276,17.074187057971415,A,-191.69873351005035,E,-100.70471779028296,B,D,C,C,94.12551843149926,-49.94263157139902,-137.45953016568336,E,A,1
Bisexual,M,-44.087033603652976,119.17963326936332,E,-41.6379665161642,C,116.71923416581735,A,A,D,E,-72.88963761727054,-17.742102791563834,36.518807658060474,D,C,0
Heterosexual,Other,-187.07831236020797,43.277645783876935,B,92.51444106503229,E,-5.147726189546847,A,A,D,A,22.481442144654533,-48.40541603352342,94.78693772219636,A,E,0
Bisexual,M,-83.86942476256625,-44.41635151818789,D,-159.64954325390812,B,-2.0009654967846116,E,B,E,C,195.83971825576725,-190.20659121011911,-13.032774393847449,C,C,0
Other,M,50.450465306812006,30.69577652863828,A,12.20617361427723,E,60.44889898712144,E,C,B,B,90.95604834715837,88.43913170841957,-115.30451080283666,A,D,0
Heterosexual,F,-66.50678447617886,-110.83073302305708,A,-24.80414717460363,A,-207.3839340461673,C,A,C,D,-59.59827804383026,102.57507695041241,100.20216482806148,E,A,1
Other,Other,-68.89940424898225,-73.15049860464566,C,16.523402436693292,C,58.55201259595133,A,A,C,E,-153.8643569823824,274.56594177975757,-52.36266488808492,E,C,1
Other,Female,-191.24596701041443,-51.0709468298575,C,3.9600737316331056,E,-74.58490195800971,E,D,D,C,-68.75438848957452,119.26252633925213,-54.457274119204314,E,D,0
Homosexual,Male,-202.28957604715157,-56.6741742835726,C,1.1608402060692482,D,-248.6861065603509,D,C,D,A,86.60073244833421,-56.394860852760154,84.16656485067404,A,E,1
Other,Female,133.6935234595246,-3.7770763454913814,C,58.96320230655553,C,-123.33602300435797,B,E,C,B,50.11537681622429,-114.72023659193557,-113.76724053012073,D,B,0
Other,Male,134.3114834845377,-22.72475491727039,A,-108.57322066170727,C,-3.9738135800245726,E,C,D,B,168.01100142954857,-126.10159749943178,38.64572177912721,B,E,1
Homosexual,Female,76.35921043749507,-73.53580524155203,E,-1.3932210414046866,E,40.59375170507863,E,D,C,A,-8.906226864935467,-119.94065377133269,-138.8452871565233,D,D,0
Other,Male,88.57913637500138,90.99071871460126,D,165.55223564622534,B,-87.42452870514688,D,A,B,C,136.15267810873746,81.2464589191585,140.93021580237183,C,D,1
Homosexual,Other,-186.21624664756368,-0.7766118083153554,C,60.166244269313154,C,-182.72688909458273,B,D,D,D,8.68646668425298,-44.17137272124086,-23.30425120835764,C,E,0
Bisexual,Non-binary,3.5003591934933436,-112.25420839622342,D,-153.3238180883132,B,175.7289759666681,D,C,A,D,84.76566305455714,23.386895423380487,-138.27667948721464,B,D,1
Homosexual,Non-binary,17.161347164967555,72.44226911945526,B,-1.5518569063649135,C,61.910799656596595,B,D,A,E,113.55861913070942,155.769183287567,-7.505196664545136,E,E,1
Bisexual,Other,-118.91195134649546,-34.05524898517328,E,175.14732232024969,C,8.492549341682892,B,E,B,A,-66.23757482969714,-43.46438643742898,75.23358281765562,E,B,1
Other,Non-binary,142.86219758804876,139.4610606392138,B,-33.50503487435812,A,-15.010789174276326,D,A,E,E,101.86325117527375,-150.53967791589048,-38.21365130692377,A,C,1
Other,Female,35.4135169193744,-82.3292068611292,B,40.1254032141245,A,-60.434296693141064,E,B,E,C,-56.643862681537904,163.85555291463461,-38.24296298217339,A,D,0
Homosexual,F,235.55013003472274,89.69031806558718,E,97.46280090680507,D,260.84972137769756,D,B,C,E,14.308048187822504,48.10531220525249,-68.67230045718794,C,E,1
Other,Other,-171.00142744852286,-38.68704633519562,A,-37.074403057404936,D,108.85774737072755,B,A,E,D,-126.31197559259863,-2.507046047321937,-19.29391009821987,E,E,1
Homosexual,Other,48.2093149447528,4.479497002877986,E,111.3541300130994,C,-248.18010556875944,C,B,D,B,-56.26467845051365,15.29186438197393,140.30780791269726,B,E,1
Other,M,-30.04680861722906,68.46407905168354,E,91.3027973739129,A,183.32803419759404,C,B,A,B,52.54165842801544,37.56964513909688,-33.740018985686305,B,D,0
Heterosexual,Other,184.76376013572488,-83.14799545912793,E,-62.30084718395212,A,46.780346507086165,B,D,D,D,-118.41331644141408,-161.60487539998746,56.57074472617369,B,B,0
Heterosexual,Other,69.66351300263813,75.82639362496623,E,-63.15908119076722,B,83.24573027303518,E,C,A,A,110.2165861599542,103.03752481503568,252.86871377210502,A,E,1
Bisexual,Female,28.461586492011648,-96.1098558089086,A,-81.19460623186556,A,33.913902125487795,A,C,A,E,138.9372550842277,-31.92466433383993,-70.78214164620702,B,D,1
Bisexual,M,86.06597206744675,68.83017240260244,D,67.32123195912844,D,32.684201298096646,B,B,E,D,25.578990833785436,178.28451807624032,8.369017994624448,D,D,0
Bisexual,M,-35.97404923959554,78.69883829800276,C,-35.82593289328432,D,-38.17474531634997,A,D,B,B,24.348300970713872,117.46808958747528,-81.06336966711274,D,E,0
Homosexual,M,-24.52369306712588,-23.01994758990605,A,88.11276595516806,B,118.79354211703821,D,B,A,D,63.07995901927496,-68.54105817596243,107.90303485382388,C,C,1
Homosexual,Other,80.06779925878253,-162.5280700619494,B,89.717111767343,C,102.07075631334834,E,D,A,A,-81.24462302176674,-106.69861354531307,-238.29174314611663,C,A,0
Heterosexual,M,-96.40334559895871,-139.87672877673904,E,-60.862312066982206,D,125.04357237179549,A,B,E,D,-29.84157800342191,42.00753442597906,36.13883014432372,A,C,0
Homosexual,Non-binary,205.39912104400267,-19.016351197573655,D,-13.908578933336715,E,-42.55321664932769,D,D,C,A,107.92366097713267,-102.86062548988262,17.1645886427297,E,B,0
Heterosexual,Other,-249.94413932823534,-176.71163640529838,B,75.24770342816872,D,204.24432187784788,B,D,A,D,-66.98613502967389,56.63526459487704,98.20656497383065,C,B,0
Heterosexual,M,2.909681761416177,75.13101871405587,A,-74.82805540097839,A,67.43914178653804,B,D,D,A,84.25266492984979,190.11151350263523,7.475851996979409,C,E,1
Homosexual,Female,-24.23619245717454,23.921219239902957,E,141.66336386910922,B,-10.229607002359717,A,B,B,E,91.60986642974,-30.414488595744583,-84.27333051530277,B,C,0
Heterosexual,Female,-134.30089154277468,158.61089004300874,C,-96.26209809066387,A,205.12114429600413,C,E,D,B,-120.56018654924321,-22.770147298582412,76.13314554841438,A,B,0
Heterosexual,F,-116.2383214800232,51.78224262210709,B,-36.448208695298675,D,58.61466096620735,D,D,C,B,8.80059534161236,-133.23024148188668,86.25322737484696,D,C,1
Heterosexual,Female,-123.4776418394729,-11.386842650598588,D,192.24199467153446,A,-0.5686546185867167,A,E,D,A,-113.18197961814131,59.310057729927394,-124.13757631948725,E,C,0
Other,Male,23.41085532202006,29.488868007704127,A,106.73262088342248,E,-44.70018889217033,C,E,A,B,-202.81072044415592,70.58740665970723,92.00368409233235,D,C,0
Heterosexual,F,-8.946306497188598,-129.04780276661972,D,92.48786811474513,B,180.38474056893946,A,B,C,E,13.602488877055105,-84.8049351457493,148.18089394421676,C,A,1
Other,Male,69.91325288044182,83.2595422020045,C,-137.80782229088905,D,-18.65271750223365,E,A,C,D,-105.01944177878428,238.9156770540913,134.55140735779162,A,D,1
Homosexual,Other,0.5951731207655252,49.586821168083375,D,-66.11543095531519,C,-124.18656173023909,C,A,C,C,-92.78597095825259,31.922664721677364,284.2757661891224,E,C,0
Bisexual,Other,-108.86085499333305,34.80442892741419,C,25.477604291462647,C,103.32340527549508,E,D,D,D,-3.1381408325984994,-20.168735891043173,-117.26784972367945,C,B,1
Bisexual,F,-43.640712320308296,121.1380638558371,A,59.205793492015125,B,42.014842008293506,E,A,A,A,5.8209682581044415,-16.175741800343296,44.29033350233125,E,C,0
Heterosexual,M,61.87087805044633,-98.3623520036804,D,-138.4317287033945,B,-41.145992876651405,B,D,D,A,-48.107411577670504,-152.07233291423586,-71.9370099904953,C,B,0
Other,F,-92.16259843348381,-133.85200095473698,D,-12.686938165143438,E,-54.84801602791607,C,E,D,C,148.54002233382363,-24.002795057108518,-105.08177268043362,E,C,1
Heterosexual,Other,85.24070750803784,70.13026113203104,E,37.17138519401589,B,45.57191635453244,E,B,C,A,-69.91347812428101,-126.85467776087623,-58.25872479870717,A,D,0
Homosexual,M,-25.492760539009073,104.45500244666574,E,-104.97077830430975,D,149.6684352943956,B,B,E,B,89.69517279218215,-23.791306680447725,-121.65703628905689,B,A,1
Heterosexual,Other,-29.818618426144305,187.20986465178262,A,26.889374363287878,E,26.1949803665748,E,D,B,C,8.491068682795525,57.24650979141014,-39.46361965614366,D,E,1
Homosexual,F,53.67452461868183,-57.48151174043874,A,-187.06055133300634,D,53.98109748945931,A,C,B,A,-103.75244507804018,62.037271321067244,-77.28510549622852,E,C,0
Homosexual,Other,-8.102598984164686,-181.43398277875923,C,-8.9136795824926,D,94.60379644985841,A,C,B,C,-71.22668000702957,-15.328200750174132,-88.66891820719837,E,A,1
Other,M,-26.8067523158457,-72.77603164405342,D,-23.03643364094721,B,33.749787729403394,E,E,B,B,-33.54603210650514,-13.770196180683683,102.32682639518504,A,A,1
Other,Female,-52.37235000461291,-5.295857194805761,D,6.4763700384007095,B,87.79957980217337,B,B,A,B,25.316601640266946,95.3935861183878,-132.9729158622759,D,E,1
Bisexual,F,46.7451882832423,65.50454525978967,A,177.58081176454925,C,88.9198165390348,D,C,D,E,-150.5341451513375,-82.74001316249243,-64.31779575470621,A,E,0
Other,Male,-47.741891687741585,27.031875262772804,B,64.18633293766334,E,59.73102560469403,C,A,E,B,111.56472716451806,-42.715617964794575,-59.26918448934764,D,E,1
Heterosexual,Other,49.30348944009345,55.76935163023359,C,17.80415050578656,C,-15.596039651481819,B,A,A,D,-56.951502348476126,-99.57745918985968,-85.87449093010699,C,C,0
Homosexual,Female,-59.49811854102809,-7.680162562027301,B,28.451810276200828,E,-92.10482289766911,B,B,A,A,-87.0364412916243,189.79322032260063,105.07832521040035,E,D,1
Homosexual,Other,17.8479083464851,-103.57969714544791,D,-173.4212640013514,E,-91.84097730356802,A,B,A,A,37.97569751751324,-128.68120561048073,172.8233112733098,A,A,1
Heterosexual,Other,-18.361288533713697,-8.225326630689802,B,-71.27320271020665,E,-195.6971789149746,B,A,D,E,-142.70591730366488,-81.90502769641279,60.17592497563158,D,A,0
Heterosexual,Male,-43.96821144206515,124.14814927666194,B,-30.12610358238355,A,18.684653329091798,E,E,B,B,115.67583979525324,139.6514406510819,-86.28748210724474,C,D,0
Bisexual,Female,-131.36442567867377,-63.76087710495158,A,-80.04214937730329,E,193.01767403028373,E,D,D,A,83.57754900638636,-105.92926772399944,8.139079051626544,A,A,1
Bisexual,M,-182.14789802312822,-143.9196090103329,E,-157.60064897974107,E,40.52098371498506,D,C,E,C,-85.69742911835243,83.12590908464634,19.666436830567775,A,A,1
Homosexual,Other,-33.78570869685571,-196.69095161894012,B,-17.646373654670132,E,2.2877697832021804,B,B,E,C,52.52610177016338,33.976355506101655,-24.557907779368936,E,A,1
Heterosexual,M,-25.609700939174157,22.959233227730167,C,167.54484509034023,B,-162.90967587404438,E,D,B,D,49.92730038179427,-106.10485196883693,59.27824607875999,B,C,0
Other,Female,127.12337707176731,-65.4492903078286,E,90.34527589698746,E,76.88595812016769,E,E,D,A,-112.56850185752137,-39.08082872990894,-31.139004403943403,B,C,0
Bisexual,Female,-49.553472222556366,28.160095338630725,C,-91.79247348395026,A,-18.659307342813218,D,E,E,E,30.585845250036247,-98.73695246238368,-49.5875641610696,B,D,0
Bisexual,Non-binary,-34.80103588170045,59.069582935715836,A,-79.85168288564488,A,55.50416307875693,B,D,C,D,12.026114832249982,125.22253033000297,101.2569003018556,A,D,1
Heterosexual,Non-binary,43.842128758589034,-61.38045451235477,C,-137.6575041136417,C,-51.50734309417577,A,D,B,E,-91.00301199972425,50.05104853835427,-145.81903393498595,E,A,1
Other,F,113.3529685885375,111.84799286992593,A,54.15225576740068,E,-87.644710841143,D,D,D,C,24.834225072524003,-42.344914562164135,155.99366810474257,A,A,0
Homosexual,Male,33.56234438251454,-37.51727421661722,D,103.68637257136655,B,110.21799741125737,A,B,B,B,67.49133134862659,-29.945411622442304,0.7007832303873713,E,A,0
Bisexual,Non-binary,-123.10325346241345,-11.99173315034568,A,-34.11386807373884,B,23.658011869414295,B,D,B,B,190.0036439387499,64.19069539241221,10.15313407435821,B,D,1
Heterosexual,Male,99.3667807823024,-274.20620128182907,A,162.11905458163193,A,3.37637572163332,B,C,A,B,57.108931124323234,115.57499553928143,125.72344033267441,A,C,0
Homosexual,Other,-27.391912462643468,-11.979775006170877,B,-71.88028028126091,A,73.55340613439334,E,E,E,C,-66.77116100235521,27.867082841452863,146.93243282800017,B,C,1
Homosexual,Non-binary,-42.872640892231715,110.03953630433526,C,-87.16262939133887,D,-169.4889779599771,B,C,A,D,-208.72752014112322,97.89407490608214,185.49350649260006,D,C,1
Heterosexual,Non-binary,9.620206307772913,80.4762695317158,E,131.41533264675695,B,26.893708476763045,E,E,A,E,-117.19731796599852,28.87125671274795,96.60855588217784,D,B,1
Heterosexual,Female,33.49996292008017,67.79665449866378,D,82.63559908503007,D,-191.49270633233027,E,C,C,C,-75.76456254232407,145.58687399947266,161.6777279499692,D,E,0
Heterosexual,Male,-42.85902999109277,-28.12207188358025,E,125.7708763035022,A,-5.01260308872448,D,C,B,B,214.22584218251131,122.46929454421279,-43.274596510518954,E,B,0
Other,Non-binary,-31.73971442123295,67.58395734958026,C,29.66884406607097,D,-127.40871955836666,D,E,D,D,-93.59562393386753,-18.753950776467416,-147.90308387046477,E,C,1
Bisexual,Male,218.00362985278477,-69.72541184175812,B,130.2928752654874,E,20.1855715047802,C,E,C,D,38.349432004166204,-54.53634500776702,-114.9995700906771,C,E,1
Other,M,-23.978608653500828,-122.11392632772427,C,-69.36140302475519,E,-4.386884721483239,C,D,E,D,-18.243562257988213,-11.723083070588629,-20.180939034769587,B,A,0
Bisexual,Non-binary,102.1775869388527,45.60467519909472,B,-11.91286099537085,D,11.350744288110292,E,E,B,D,83.76099158560292,68.26021608571683,-29.376416716534003,D,E,0
Homosexual,F,70.05848892315873,-108.9810660890087,A,26.527433930796647,A,-18.727648109333156,A,E,E,B,104.70317311787028,-64.18844149058394,-45.13861446925611,E,D,0
Heterosexual,Non-binary,-126.09168972072413,-45.49850257983268,D,30.938285645335885,E,-44.26042866385898,C,C,E,B,-46.779176349213344,-94.92235253759279,-163.51308924066691,D,B,0
Other,Non-binary,120.39267241374947,121.73671035757643,C,75.88267255855105,E,156.55885350274278,E,E,B,A,59.67559393722502,-26.518731721639522,76.65581089800962,A,C,0
Other,Female,-24.346201106458768,-134.017182080139,E,24.157807405847663,B,-81.70638815779922,D,C,A,E,-36.741223396363964,-118.51939424602789,173.53294773614752,B,B,1
Heterosexual,Other,57.75214825744395,71.80401262815667,A,-101.66684962065895,B,-92.113795317702,C,D,E,E,163.7300995372461,215.0502761454081,2.9647211210010656,D,D,1
Bisexual,Male,-18.126413098235457,-68.09823846029221,B,132.06224233628336,E,11.746135602645722,C,A,B,E,101.48791146730352,-161.65854966555432,141.90589448466238,E,A,0
Heterosexual,Male,-245.5922143663905,5.195559756703233,E,126.55893455359957,D,69.7459463377118,D,C,D,E,142.69288020429818,146.97683782759242,3.948618834151054,D,A,0
Homosexual,Female,-95.78223668798498,-7.928682187234235,C,-57.25393045311497,E,-58.818001351225,B,E,C,C,-67.76936408801726,-103.07074666555368,-175.90788702282495,A,E,0
Heterosexual,Non-binary,82.73255776257442,-96.66828327390795,C,-59.973894436379226,B,-50.714088461141586,A,A,B,E,-7.49444661843983,21.30451976735278,52.366859188864524,C,B,0
Other,Other,-61.674299884288054,-100.50190808615633,A,-106.4726477135446,A,-166.1533217632528,E,E,A,C,81.24662008123465,-176.02916106196716,79.79987618038457,E,D,0
Bisexual,Male,-55.73343502033076,-97.06918708881486,C,113.9488245852319,A,158.41620322060874,C,A,D,C,41.857842586325624,36.13969498850311,-101.56681908854178,C,B,1
Bisexual,Female,50.66509443034622,72.92905317805385,E,120.70895798041991,E,114.01149653997189,A,B,E,B,11.574852828591677,9.854765975882012,-30.241480330525107,B,B,0
Homosexual,Other,53.71678393326871,-58.427151300323956,A,-103.8488663762231,C,29.922455994066414,B,A,C,A,-104.38151250848308,-11.42928158542128,80.24088920923104,C,D,1
Bisexual,Male,72.59675811291638,-22.493105053880218,B,16.625690518781443,C,88.84871508566027,C,B,A,E,-123.84644786773246,-2.178380348293362,62.862863277810085,D,B,1
Bisexual,F,-124.16003579629582,-46.89970641659234,A,217.9456504709454,B,97.52526648264559,B,D,E,A,10.878181049120053,-7.589764886477468,-55.94442566934694,E,E,1
Bisexual,M,50.94002752697546,3.3417718773406846,B,107.91239373477892,E,142.146298604599,E,D,C,A,-20.152280756884565,-111.44114197761694,70.02884461164746,E,A,0
Heterosexual,Other,-25.359174471628226,-151.7954909686342,A,-70.28021478297157,A,26.19555710869548,E,E,E,A,8.849367136006553,37.553414688795925,-25.28279856500777,A,B,1
Heterosexual,M,72.58169824787957,87.39479891709667,C,74.42610404485292,B,54.830821393546536,E,D,B,A,-25.63529941354432,68.98023544171667,28.950375428597603,D,D,0
Homosexual,Non-binary,72.78403599536169,-156.8311373976178,A,60.1799327939596,C,-11.899092193535767,B,A,A,A,-75.29153553799077,123.64455853993618,63.167740728477554,D,E,1
Homosexual,Other,51.595077868106465,-30.717702774807908,B,71.14486125760234,E,58.24212687634155,D,E,B,E,-258.65832146192673,-216.31900192217734,-145.68596462555772,C,C,0
Homosexual,M,40.25066897581502,20.033879556744715,E,80.58990934007699,B,-124.41930047218523,E,E,A,D,-149.4650901112053,31.146600256638358,-80.64744106915003,D,C,0
Homosexual,F,39.394717883902516,117.358209580087,A,180.5920567884714,D,-34.149509577896346,C,E,E,E,248.0493023352858,62.32401466693217,67.02398469478949,E,B,1
Bisexual,Female,70.46385620734117,139.2127813514477,A,147.78552269687694,E,-79.58295432095458,D,D,B,E,74.10632559269632,-43.23111418968159,-25.54701373253165,C,C,0
Heterosexual,Female,-40.22315526970606,-83.3258348290724,E,-16.28405641834712,C,-58.57592807135619,D,D,B,C,-17.28897814568947,-101.08463018688325,27.081977336887146,B,B,1
Heterosexual,Female,10.619858223723359,-4.260829820501462,A,16.062997281069112,D,38.58926365853872,D,C,E,B,74.63673465166225,-185.5025770663392,-23.971028070680262,C,D,0
Bisexual,Non-binary,184.65260269327683,54.02175057382074,A,321.9119001777244,C,59.395510823729936,A,C,E,A,22.88726457212705,8.107338879043525,145.2133307003444,C,B,1
Other,Female,-109.10404733029175,-56.33412309530843,E,-98.15580610144595,D,-88.01494360559833,C,B,A,E,-9.496677937952686,212.16296850866829,-85.814326023095,A,B,0
Bisexual,Non-binary,-42.286977775241894,-65.84629152264257,B,80.00563241277716,C,-91.557949893643,D,C,A,D,-76.64514678579827,215.22647022023514,-21.972800665691953,D,B,0
Bisexual,Female,-12.567461711968377,-2.5063613333588233,B,48.30767186948777,A,7.432566386908782,D,A,D,A,90.63593087609513,12.457539482991018,-83.19907760950042,A,B,0
Homosexual,Other,-118.56456293447432,99.36438248908334,E,109.35397176859783,D,150.28550952983116,B,D,B,B,-10.474354631258697,-77.03529903763054,31.41604278798772,A,D,1
Homosexual,Non-binary,-94.0529373783759,58.686314053643294,E,-51.66251880556724,B,-188.01648560970125,B,B,B,A,-19.589819892030448,61.1316809083203,-10.91514914094768,D,D,1
Heterosexual,Male,-206.94924863712117,-194.97872390172887,D,313.01246706470505,C,137.5447928822674,C,E,B,B,5.782558179688626,-34.06849231356395,109.0069067442261,B,C,0
Homosexual,Male,-213.76385911499312,-43.68079066252958,A,38.798934365812784,C,-135.26813966910618,C,E,A,D,109.42773453170318,113.15931994997234,-91.2676416561055,C,B,1
Other,Non-binary,218.99772987133952,-89.80576650528158,B,26.356312320337594,A,104.72019098781419,B,C,E,D,58.32587439615915,7.154655284148361,-47.39203546047378,B,E,0
Bisexual,Other,108.54331284840069,38.36508791202002,C,-202.48296927538857,E,-102.42951638367546,A,A,E,E,-120.18353948185285,-23.22596437673735,-24.466918871651654,A,E,1
Bisexual,M,117.12050132843336,-76.87103656236927,E,65.29444925755696,D,-28.91142497786517,A,B,B,A,38.784721453522174,47.24186011467834,-84.37862410700494,A,D,0
Other,Male,-64.62618164328062,-183.46145563739168,D,-110.71093485406894,E,184.3324215979799,A,A,C,E,20.60909719044062,68.08833314907173,-81.71055405865154,A,C,0
Other,Non-binary,131.30272004970234,265.9247265996781,E,137.02266673092404,D,153.68215466319742,E,A,B,E,-32.2604815999661,-87.25785038194994,77.49868166505634,D,C,1
Bisexual,Non-binary,-73.20166073365444,32.31707271456787,C,21.25844346226954,B,75.04551910944383,C,A,E,C,-127.64845586352118,8.630264320875643,92.39370809827369,C,B,0
Homosexual,Non-binary,11.277080968066196,199.79591390976736,E,-98.72365004879336,D,65.47150229839936,C,A,A,D,-25.524831234911332,-61.120942927065826,-29.88669809128514,E,D,0
Bisexual,Male,143.10812057707236,-87.6671927040321,B,-1.492339212883582,D,-31.555424421664924,D,A,C,D,-37.922968140312705,70.7046888753324,197.24876848357363,B,E,0
Bisexual,Female,16.217857278494,-3.261160490504923,B,-108.24121502820032,B,-82.4925861122073,C,B,E,B,54.95886269193678,-56.70617209329549,90.11138758032183,E,D,1
Homosexual,Female,109.64595099561112,-99.9782645095031,C,92.05191117478837,B,18.41768408039513,B,D,D,A,55.20787002181478,90.55383165626584,-53.39582499798868,D,C,1
Other,Non-binary,12.114236504929726,153.62996033973673,D,136.00535339385584,E,-69.33258488535955,A,C,D,E,-68.191261468744,-125.9146657314914,-83.92938723179935,A,E,0
Heterosexual,Other,-55.80730033039249,-12.092848542657384,B,151.65694966381406,B,-135.34794926192228,A,A,D,B,39.821924756944966,68.13213774360365,20.387451263178686,C,A,1
Bisexual,Male,248.66997536723915,112.36740357793005,D,94.00529935245375,C,77.04161326770311,E,A,E,C,-159.67217278393514,8.53911318696685,216.12657948283598,A,B,0
Homosexual,Female,-67.66669568700165,43.083949783838875,E,-104.19890493554146,C,107.16711487038613,A,D,A,C,29.257880038961016,119.26921101333512,-56.418842753259824,A,A,1
Bisexual,Other,-111.55922324372341,-137.0449279444752,E,267.4776471677657,C,-9.09289300568576,E,D,C,E,-52.52448597518837,-85.2887060709407,-46.190169831471664,D,A,1
Heterosexual,Other,18.33169362760406,53.621704587832006,D,21.481971868923747,D,-19.662971230328214,B,B,B,A,142.5000090235415,117.72150345724049,140.12186039439874,E,B,0
Other,Female,69.08811109132456,-34.298068631962295,C,-105.60251963676586,E,227.88976032892708,E,E,D,D,206.4921472267131,-79.58046375189105,32.02193648162497,A,C,1
Heterosexual,Female,165.74399470046984,-7.222246042417982,B,-142.78884459771697,A,7.2537644045920935,B,E,B,D,-40.5645470366479,105.3663466900552,0.7082508001746997,D,A,1
Heterosexual,Other,76.27158291066414,-82.19784599228427,D,189.4150355920518,A,31.720584022735,C,E,C,E,111.15595137254459,-80.24658602601356,-193.07106581756275,B,D,1
Bisexual,Male,-33.05666499659916,-99.5895159907921,E,-86.20343046432805,B,-45.97265609729709,B,B,E,D,-133.30067016832595,-38.10666973016798,80.7701728174524,A,C,0
Other,Non-binary,-1.4373918668382295,193.5265762800404,B,43.93464828777991,A,61.32708711097028,B,B,C,C,-82.65255003257603,-92.0432210618826,-18.29677322062297,D,A,0
Other,F,-64.60984375903918,48.599528717440585,B,40.74261763565029,B,-35.408020269525025,C,B,C,C,-8.173084594445847,13.81264516701697,92.0391031721617,D,C,0
Homosexual,Other,64.98704873551912,-26.82361444451122,B,-11.186930060789738,B,-43.778713347836685,C,B,A,B,-32.169942944496164,-54.3043691200739,55.71252677811395,E,C,1
Other,Male,-71.6106703837147,-36.42773294114488,D,-226.6342771918196,A,1.4553541234578204,B,A,D,D,-156.32396206254822,-5.443321957502047,-183.2383699943392,B,C,1
Other,F,7.529085710938197,-22.668281628674805,D,-86.70914929885437,E,-99.61555387087901,D,B,B,B,-142.0719374085105,-51.14810971506556,94.89921847201049,C,E,1
Homosexual,F,-141.62191331223602,-87.54996527201304,D,-54.246676863449636,C,72.08883013759994,C,E,B,C,132.09574973718907,157.44752738847535,-107.13661274975428,D,E,0
Homosexual,Male,77.80082254022295,4.382975781638532,B,171.58716131843445,D,114.10617001108699,E,D,A,D,-30.073960341054867,42.37931125394556,-27.618847671064266,A,B,0
Other,Male,-115.11578646306506,48.24344106893987,A,162.31699088396792,D,194.0506934364754,A,B,C,C,-156.98344595537702,-47.18793799599994,92.80951112676678,A,E,0
Other,Male,53.78400561145246,-184.22074637777615,B,-28.378578249286225,D,-68.06726773065937,E,A,E,D,-194.5203605824089,-69.89153791806602,78.79051145468587,A,A,0
Bisexual,Female,0.7420238886834052,231.61186392741047,B,-65.14310473185164,B,177.1868413208533,C,B,C,B,-33.48976619159467,-37.201052905287554,51.18820925009132,A,C,0
Other,Female,227.94540813724024,79.80843873595526,D,45.800280821659754,B,-30.35674702307114,A,A,B,A,-10.1845269046693,-161.56520498860553,-17.60758886025032,E,E,0
Heterosexual,Male,83.8523206035818,-105.44509017187222,D,147.02522064455778,D,26.52350797969481,E,C,A,E,-5.895781090798648,3.560771275341946,-25.365374347990265,C,B,0
Heterosexual,F,-116.94501140314486,-168.4931564290407,C,-71.01139843255291,A,-86.00941299037792,E,C,A,E,130.34029417916898,-22.164696869387118,36.48686109094078,E,B,1
Other,M,-156.19086464881008,129.88322683933808,C,131.45647643875478,D,145.30734698068372,E,D,D,C,163.37479974518587,27.196580281436972,-28.254539843663913,A,D,0
Homosexual,Non-binary,-67.5505373693936,22.839924099931512,C,-35.458246995315804,E,18.12773323974682,E,B,D,C,68.59590696724827,28.36699099121473,-263.35793149397233,B,B,1
Bisexual,Male,-1.0888093673877492,-50.004402305122916,C,164.43410005120472,B,38.85615869498382,D,A,B,E,26.53733387607044,-18.324179435423062,54.47112879575372,E,D,1
Bisexual,M,62.13418224548679,-63.51329146525829,E,-149.37200328780568,B,-90.87281161863969,E,D,A,D,124.36040893829573,-44.83643451003967,61.961665190471294,B,B,1
Other,M,-100.6004547285267,195.09476912713933,A,-81.18019064393633,B,-175.62258893068798,D,D,E,C,67.00379752012056,-17.958659307688603,-10.830126942185599,B,A,1
Heterosexual,Other,-90.36818685379873,6.838346780696727,D,-101.50199649410241,C,50.57292891564317,A,B,C,D,8.003317572389632,-29.176942378884213,-63.0318521065208,D,A,0
