SEX,feature_0,feature_1,feature_2,feature_3,feature_4,target
Male,-24.986945207062973,88.30990246759606,99.77661381017023,29.28740066201547,D,1
Other,189.4453928269868,-83.08938397453531,15.598608273310372,29.626944389832445,D,0
Male,-83.81671722732564,-84.34607615219164,93.07374912041332,-45.191602256803485,B,0
Non-binary,51.71617576867483,-17.37155829441409,-41.08740219935058,42.86860663117562,B,0
Other,4.3386983113557775,-226.88197075682726,14.256829468475285,-56.80980747112068,E,1
Male,-85.77202362479946,-122.19960590165573,-96.41043958712727,83.35211828587371,C,1
Non-binary,140.8121170177429,-110.77937636675561,-8.277717844567343,95.98184238487289,A,0
Other,-93.50502490173847,35.42787053674192,41.648430160501796,-37.07627441164231,D,0
M,-22.264473155175,-40.460473329422214,92.20545992211484,73.02652065124877,B,0
F,-173.69042970662264,69.9202097762265,102.75037960715348,142.07266243808468,A,0
M,43.07763181199012,-133.67491007365246,-63.64857302080603,-113.64511923608592,A,0
Non-binary,-29.386442366243347,-95.66395718300042,65.1894162813452,136.93256940841815,C,1
Non-binary,21.584297861745043,-289.20696049561207,42.272179387970425,37.1977894061679,A,0
M,33.223394570948535,-24.04346503714587,146.42727673228788,68.36164092698408,C,0
F,-58.88928959947365,88.70230145059794,-86.1667273922054,-42.63611024308875,D,0
Non-binary,-17.942782649691154,-29.89092820973367,-161.11943718767682,-59.91159821708963,A,0
F,11.634140950121816,-98.07957470617019,-216.4579492631609,-19.459230485935176,A,0
Other,175.3632974033142,-66.63415350304972,-40.26092005783016,24.734482123236802,C,1
Non-binary,-33.980598900594494,17.73449406716739,140.88801384049754,-74.52733791496613,E,1
F,-1.1382688283262532,-20.334002949880045,67.98766060828306,-117.72807784165515,D,1
Male,91.7709804432324,-92.36507949284312,-39.75531082085747,-30.12820385527746,C,0
Other,63.5428968796984,150.70182932928412,138.63084392572617,-105.98361828702751,D,0
Male,-189.32947009559064,-8.643097601236246,57.525075592645216,170.45477942136293,B,0
Other,106.00806700998713,-18.271313248727086,-25.65191210606531,-50.941234800307676,A,1
F,-72.2754807553293,-22.817618000114383,-2.211980115035172,-103.25847758935542,B,1
Male,-86.27170923648345,-75.84434905591728,90.57349878349137,119.82813464271042,E,0
Other,-128.83068052053275,2.3895806796829566,104.78949692695481,61.82582001737721,B,0
F,41.339661238120286,-11.228866482218807,-190.6346904863961,-183.40762211286082,C,0
Female,7.584909512554735,-33.25547574133038,-165.3135490957424,-18.648931102252362,C,1
Male,-118.8371893286971,-0.2713286007251696,34.56877236533047,36.90487904307866,E,0
Male,-67.98159957108527,17.619800999398656,39.675611539182384,116.96836800153288,E,1
Male,-118.01377771517853,-119.8225389548373,-39.726773226046944,25.97295424438975,E,1
Non-binary,287.74432535552995,22.679699184934307,-140.9578078519019,117.49844414741486,B,0
M,86.76418350279933,-24.898334463322776,-42.4462225089936,1.8637465358314078,A,1
Non-binary,35.525658060182295,-92.6634132204017,203.0462821942542,-78.29805269641594,D,0
Male,-21.315706841817182,-47.35612144158088,-28.729164418645652,-189.1498479785926,A,0
Non-binary,185.95292708635904,8.041647224555133,-87.58366797126286,88.18561226831018,D,0
Other,92.45316888128878,78.60327724619816,6.06722953201703,75.5801625585397,D,1
F,19.490927915629538,61.484604170347204,24.187717384235768,40.977388578928256,E,0
M,-47.18885672027589,41.344054134816496,-128.78540168482144,-1.4459456885778827,E,1
Female,-195.89166497500096,-16.644665026406223,-80.35480287445705,12.607080162158052,B,1
Male,-114.10619628709635,49.31272437691524,64.48555820308407,-37.24086111761826,C,0
M,-11.89122460433825,23.971809252081595,135.00545599775293,-17.609489455144317,B,1
Female,71.42673461633062,100.68039803006855,-21.884283005885464,86.58275451445293,C,0
Male,16.841984464419042,-7.05615614878853,-66.64446698701117,73.45952006710512,E,1
F,-133.9651265726059,12.675414267689042,77.14816781404319,-144.75001273319143,D,0
M,-134.8510650090418,-5.830557680748708,-94.85491604685389,-16.038336644112725,B,0
M,-56.17755567447619,39.14040147585611,247.23216940643758,-13.59086312625514,D,1
Female,-56.576807790700144,-81.71614803131837,72.56275827933399,-18.785890859174287,A,0
Female,-158.99090597178593,22.02350395885809,77.79156331417931,111.78735565668754,A,0
Female,106.11112409132501,-40.18264578439841,2.3528097156419387,-124.719157848986,B,0
M,154.95652377293177,-19.634599943573132,146.95179580801195,-186.60307946269052,A,1
M,83.50177207950897,251.32918015563638,-68.5432181338806,-188.5102595965869,B,0
Other,-9.135514921129072,-48.479870011287304,-16.434336918020488,84.08536840297987,D,1
Male,29.17887471571464,-83.75403411100827,-68.13799931497785,28.650962513188794,B,1
F,-40.35097754606801,34.66422457900632,112.21520764908044,15.707052604477115,C,0
Other,-50.52082721483389,-110.21332872096153,41.48285388456063,-52.120321245406075,E,0
F,37.83439553751872,-177.38910192511833,-7.125844530920301,-29.184429882577877,D,1
Male,72.79619956343615,13.772772323745745,-62.74794502754803,25.621487597939975,D,1
M,40.8524008087085,-95.48151619930697,155.8684241186598,-16.412330179052876,A,1
F,66.8475543575237,34.29776680439207,-14.541698481830725,-45.88730609596322,D,1
F,231.35957867278424,136.79268144323407,129.1642589039228,81.8636288375478,B,0
M,95.5139133902262,-84.98105295772123,-67.57229742633412,-45.76889066181431,A,0
Non-binary,-36.31356244179903,24.635278038345376,16.659673265962407,146.66076946923442,C,0
Female,-136.08113932287586,-44.993690068969094,118.2177723700881,115.21382038044632,E,1
F,-55.298882999645215,29.353178328186896,-271.0989497731621,112.66633735698714,E,1
Non-binary,-14.179502188056329,-101.29034714818049,64.43321372719846,185.46732370792728,B,0
M,58.80605609636876,94.82708097924842,-23.909455770871016,-150.62566064990074,C,1
Female,147.13089585073888,46.24693355530451,-37.90942832026544,-6.656067804686316,A,0
M,107.0794559114606,94.59298467474356,178.05109922667958,22.871292027600244,A,1
F,-40.817075571009234,-162.65392698550275,-158.7507862588985,-25.084648645481323,D,0
F,-13.523479042739547,2.046602510009406,78.09726354621705,89.04808796764914,C,1
M,205.36590415680308,92.1100903360029,109.87782721231775,-109.55676287332506,D,1
Non-binary,-74.39362338776331,-53.08945775276067,44.551265117570075,78.37859382703407,A,0
Other,-185.69490497500928,38.042356741426495,86.28464251739862,63.0148210472008,D,0
Male,115.47436242708831,-55.15282305615333,-60.05602511051883,-226.03523396887533,D,0
Non-binary,91.00929551516349,33.34790190739024,-139.67885973390872,137.66078334489453,E,0
Male,31.284728082632597,2.999455583278839,-164.8589736759876,-53.31501287529351,A,0
F,105.32566037308133,48.684121164633375,-42.00816914109474,-89.44679172678183,D,1
M,46.83529719356246,109.15295104249228,-71.57276941641202,154.247767078542,A,0
Non-binary,26.360950788876526,77.3355501793021,167.53359366065627,56.34021816180721,B,1
Other,-77.52146030796318,149.81904292873423,-170.6255017259596,95.44601628526293,C,0
Non-binary,-109.17312679317111,174.09860691691347,98.21979717334446,169.83043722527222,E,1
Non-binary,32.65423929856021,72.20788301895496,34.92840426537556,-73.17263365773205,B,0
Other,-161.78097354395263,173.2201736963039,64.62040411915146,-162.51977446788192,A,0
Other,60.80673712670468,18.188388053985662,-61.35348391109014,-18.72161628505912,D,1
M,-8.671610805527175,48.65818419889243,30.415183617645653,-176.61712163990916,D,0
Male,-23.847732329625053,67.00002381725858,41.627116774624454,-67.31235635759691,B,1
Non-binary,78.74919836267861,-8.796229896552934,-42.4107450122013,34.767067027811876,A,0
Non-binary,-226.69812498809895,228.5273434354854,29.711582244478013,-49.781554346305505,E,0
Other,108.52429851408716,-24.572169554820256,93.83220043719918,-83.45620869906732,C,0
F,-114.47487005829704,-23.940820570838298,-7.871790556424001,-15.678382440611541,B,0
Female,63.91556282024388,-74.02222951786545,23.17898700600763,157.030613753842,C,1
Male,-11.571380800685949,-3.189760714541179,-11.619693896638465,3.6517014321353085,C,1
F,119.0265700896553,5.956051510944315,31.410809060677693,-4.087444550771709,A,1
Female,44.5800422459927,-75.92221959448113,9.353406577743364,47.17061739180883,E,0
F,147.7859004636811,-63.86177706732125,2.6341257249086225,-88.71620840501765,E,0
F,-46.3946641100744,38.78086723512713,39.30397102300386,-102.99282562511871,E,1
Male,36.84015243760441,-78.50504418738517,-40.39070201642333,-75.82232110785012,C,0
Non-binary,-60.919642213196724,93.30341861493848,-30.291198895996114,16.822958343414605,A,0
M,10.544082310828218,79.71086049330073,83.80464845036074,-138.4619269459463,C,1
Female,35.505495298364394,34.756634033500845,152.23807467198736,-124.13908930193574,B,1
Other,-78.3446994980033,-21.492386852735837,-7.755462101493238,4.6944268842533585,D,1
Non-binary,46.11477954182824,77.53446560084207,-43.63747078754395,211.96171204367164,B,1
Male,75.71526645424372,-133.6794342129717,66.00129047510585,107.42964104367935,D,1
Non-binary,-124.86009376989693,-15.616207750538438,-51.08179835885163,-37.016270234990905,D,1
Male,-188.72547784015728,-77.28364166958762,-37.53406782426093,-6.93998000567466,E,1
Other,-88.27924835268652,98.60043366018841,95.38212050691962,17.388195211532565,B,0
F,-119.57765152517077,-7.608846164988912,-96.62943489971713,-16.90622597758578,D,0
Male,26.18189084271202,-45.816454874260515,45.31091278310811,-129.7124694095786,B,0
F,28.79883366877819,105.69824379827035,-15.268131456812501,-105.94486114258683,D,1
Female,-94.10253205606361,-113.18266671621915,79.85963559931028,-77.66372453739525,B,0
Female,-19.775673000801717,18.008010392105458,16.434347734595846,-207.2438933000055,C,0
M,13.987048673249571,121.42511555961354,15.977847569254894,-12.914736168659061,D,1
Non-binary,-161.7190443656496,-121.05531991622203,-111.69552760045214,12.870931948231037,E,1
M,-20.060476338481433,-36.86055192273605,55.85916923344798,-66.74785422457259,E,0
F,-176.0809019391821,40.03647313373276,-20.23496050260242,90.58139462035038,A,0
Female,84.93563821174511,-26.028465376937564,-70.3608062743762,-31.322337466853785,C,1
Male,128.56118449562314,16.53324674063244,289.47780231204547,70.28484624973389,E,0
F,58.30431651596527,-99.30907295138893,-49.71538634828182,-50.561998354058744,A,0
Other,-44.05658727473842,131.32789529907382,37.50156965448825,116.41787944224575,C,1
M,-4.428578704747432,0.11063402207679152,-19.637583185187985,-23.691885957206267,E,0
Other,-50.23707246543867,-189.21896816028402,51.91879202458228,18.711751797730628,B,0
F,-119.66345113396353,88.90236353839828,-25.827093095456178,-25.474432975956258,C,0
Female,7.797091976737945,-81.92829274328933,-169.7939520509774,19.85243060956789,B,0
F,-111.52821059757956,-13.585500095492623,79.21519205781551,-45.56666132557402,B,1
M,-34.13095022676509,-55.15593661775164,179.49460937855412,58.430102657843605,E,1
F,-8.85092454215391,93.71875526088373,76.45463030481473,-54.897662178163145,C,1
M,67.64212223217199,-173.74498575255072,184.9062890506866,56.48607645337855,C,0
Non-binary,-169.9036347188636,190.92613100202155,175.70322206597967,97.31959612043,D,1
Other,56.771972946192676,-46.18214365113504,98.60753923429267,-5.223600783542234,B,1
Female,17.162280497127448,20.710692683902803,-77.65771835626151,96.37261397529058,C,0
Female,-150.2719262826402,-80.24962487017636,-160.77316683056856,-62.1584427990032,A,0
Other,98.58246386691432,67.803553812976,132.38947127133108,-111.40961434502734,E,0
Non-binary,53.44323747287773,-26.811823045066568,103.89024379341785,20.459956723279728,A,1
Female,-76.89972136961595,72.47160911818334,72.4620184312524,16.65898923373197,C,0
M,12.082214010326101,207.67861046441251,38.4691977006366,-35.81594806020914,E,0
Other,82.46715779706203,-255.67133541971435,33.33556299659398,-114.29076584651878,B,1
F,64.37165918527508,-41.94215017236559,118.66783306835336,12.60524737335108,E,0
F,-97.01982619041559,6.85906788404505,209.69722123169007,115.08111704007781,C,0
Other,-31.438134342740256,-85.50407144678259,-33.95364520348781,3.383815619311206,A,0
Other,31.80577327071814,-28.37094570138312,21.544516968878195,166.73746161637732,D,0
Non-binary,130.20827380943092,-134.2382843245449,-13.673846863455157,30.403927816730654,A,0
Other,-50.99727791523594,-130.70336021183158,-74.91004297723681,-122.55547194043727,C,1
Female,-91.98958162310953,153.7116662778243,-87.12877532560496,-31.548069526913125,A,1
F,31.877851454121643,-23.495500839560695,73.89643254514586,-70.69859451452541,D,0
F,35.03992165926036,148.15537474996236,-191.88624440965057,-5.913239141914134,D,1
Female,-152.76647595507205,25.344224253353847,-257.3750382487502,150.10598015838494,E,1
M,-20.005981881391655,-198.51687879516606,-186.61518616769797,131.48000121127822,B,0
M,-8.589728250450152,-63.68327156936474,-3.9914709039015306,60.830679774088125,D,1
Male,-167.91237037366344,-135.4384383148099,89.63418013162709,-33.978739389614184,D,0
Other,82.40538119523727,-79.10960287389972,-72.19980859663673,-25.23826509112571,E,1
M,-180.73319300759678,-54.8664822595372,-89.79679186904282,46.95703882487683,B,1
M,23.397312255578743,-40.76151613764096,-31.416436220729494,64.51128841650262,A,0
F,-1.6206525293521685,14.606805060382735,-169.96991588557725,-74.60183118514252,C,1
F,-100.06814058422944,-114.2254443232041,-91.8456618226543,-22.37435288804639,E,1
Female,44.35092615679561,-92.7244997479379,10.965462863444712,-27.607880942240676,E,0
M,163.49384076688006,-136.44305515578955,32.96049378723808,22.302152449588103,C,0
F,-25.846572554600545,-61.30243644084701,-26.644288319748004,21.488090524129653,B,0
M,-190.2027452933091,120.67621258720158,-205.64810248180896,250.6333541966717,B,0
Other,-92.45742237421028,77.65209824394795,114.13584557128327,0.5874518837123384,C,0
Other,-124.97402320106985,106.46898288634794,44.5004059952396,-42.76174561025309,D,1
Non-binary,17.192654871433614,74.58653368896613,-170.88448646908807,174.74823613184483,E,0
M,-260.88808172930646,-145.36807505272128,-121.20075943410471,-14.87354158681667,E,1
Female,-68.10932925105394,-81.95047783439196,41.95699088421002,-43.796634551606076,B,1
Female,-76.85995866109121,241.77828027495556,-136.1884502646282,-48.63849719389673,A,0
Other,100.14120949288801,-180.27835441155574,8.910919704919577,-24.33159450024302,C,1
Male,37.419598945702305,186.37278532176109,-169.52364175463504,-68.75223782107311,E,1
F,162.72718037933996,214.62788942464323,68.13237005374411,90.79357264662976,A,0
Female,147.67483426099244,19.965060189770263,-102.7280909198488,-76.31458697786216,B,1
Male,39.994425834793084,145.81084489400553,-29.215532836971793,-47.802382284952614,E,0
Non-binary,-175.2317198121941,50.581163388779025,73.27360171204566,-70.82318318680542,B,1
Male,-71.35262022370684,90.27438654967837,-177.10114350066993,47.82308516706553,D,1
M,-87.81597008956477,-72.18420989188085,5.073401807309414,-79.31588034823717,E,0
Male,-83.63145486874456,42.47327989543347,-87.68422348759815,21.031402096454684,D,0
Female,59.27341194796251,18.477841391575435,-143.02564388729843,72.6423365979684,C,1
Non-binary,-76.60692947635222,-115.04930503528024,18.04674496271083,-118.48050949194291,C,0
Non-binary,-1.144477362399274,-57.441533521228585,4.92575673322165,48.515044773465824,C,0
Other,0.061448003763133766,-17.20575366790771,-56.598796952497345,115.20995502221827,C,0
F,13.385206012035644,48.539486232076165,-92.97854023538407,-29.785536953686975,C,0
M,75.61140253990722,-81.1038256126105,5.476115714574013,62.43278501328023,A,1
Female,23.622094349107517,13.059599933772192,-20.176150854380378,-153.47780127891676,C,0
M,-14.95217197642657,-164.5465502420145,-148.33138470518142,-74.67017653183936,C,0
Male,78.63604545987768,132.10247339860427,53.166288843379014,-50.60032131311639,D,1
Male,-38.106602330892244,-196.11851219444944,124.60563558283224,-32.76829550481901,A,1
F,69.66432394640071,-78.78269409510213,67.53532196449343,4.998850778046771,B,1
Female,-18.10335949770151,-13.843815260278358,315.34971572076194,67.41583595148664,C,0
Other,-136.42544909399862,95.36733273665764,-120.7589605750597,-3.889622700127392,E,0
Male,-95.30147109423825,-132.0121043604223,-22.878176192854266,-17.457264383747923,D,0
Male,-64.85183223381176,140.10411901421782,6.522760660176408,28.795657708881606,C,1
Female,117.07473548786716,-15.212371893776627,136.87425530756175,115.69874333283836,D,0
Other,200.2219090689833,-40.47580454087817,-31.46844182812859,52.734688342223336,C,0
Non-binary,-63.89969404522111,-43.08213844254979,-43.05031458648336,11.145832259700775,C,0
Non-binary,34.77098322961642,118.19174530344479,61.11694430031343,-24.88598788924193,D,1
F,95.1202189831958,95.51356082896369,-71.6690788080459,-297.0061282158461,E,1
Female,-42.481782283047195,30.472605211444524,-51.061002508241714,91.94956868826691,A,0
Female,-46.390541253587685,33.21311306596047,-121.7174310310356,56.30500214709302,B,1
Other,39.05573974208978,-40.75647212405875,-23.884012246253278,-14.758119522044186,B,0
Non-binary,-45.715653814869704,66.45989383527167,-59.76920791059583,-106.09134467543677,B,0
Other,-149.50751439286265,-74.40040403415136,-33.63937914729686,-84.16610723970102,C,0
Other,-209.00156566034477,16.719922329252025,95.99810902220173,-30.668233249166114,B,0
Other,64.84798468529011,-114.54810299180475,124.98463170914967,13.064017084002236,B,1
Male,-47.584279857106054,-5.496758817307844,-71.62489426077936,-133.3852598850763,B,0
Non-binary,-11.310371651116444,10.445188594344565,-61.93334973455743,-0.11387518747605012,B,0
Female,-260.2248914385032,43.87153751478113,-209.24309429118048,36.31760702737522,B,1
F,-130.5026781548412,-17.905945509834662,-176.87744071170215,19.08259267887886,D,0
M,23.087062637206326,62.013984690796086,18.730211117436617,-36.33226659476194,E,0
Other,-30.33934433882407,90.38824556430542,74.14132212859519,38.560925283933784,E,1
M,40.6481692114207,-60.2036192354227,-46.684325051478744,-67.41391471187956,B,0
Other,49.39157331558179,-146.89098735232236,-154.1590264804307,1.183864781435221,D,1
M,-305.0350162233697,25.294636861131824,-69.85359289778935,-95.56586902902177,A,0
Male,-143.44263746031552,122.68395600668384,-43.93203766170952,-134.72443564264077,B,0
Female,3.202923582253206,99.20552778197766,74.53968213799989,-40.66556599271638,B,1
Non-binary,106.82309923939381,-130.32455608718254,169.0096865720994,-125.659901170218,C,1
M,7.230607477604753,131.7581841553616,36.31605377027661,108.81819442004459,A,1
Male,-43.8288079420749,113.06027520356841,37.666616674336886,-78.34201001910253,E,0
Female,81.6923356820657,-39.96461054707714,110.70984150103978,64.74999368045134,E,0
Male,-61.58978084793836,1.2688205418030505,138.9886020499533,60.641081519457295,A,1
M,-205.86420721951956,5.840794705287029,183.07365236550197,38.44171967300299,C,1
F,-0.8997704339637832,-62.58691049491456,-46.793112425254435,45.82818345449001,C,0
Male,-9.656991936539253,165.50069074626194,95.61669228725722,93.85825839041797,E,0
F,7.352959365300589,-47.11829627837906,14.237991421154392,81.62792103659503,C,1
M,6.025710385480029,-115.15652884309748,111.44532328425048,44.79788592948381,C,1
Female,85.00883796839841,-241.10594606589385,127.12811105920845,41.828331091856526,B,0
M,-16.21263950126082,80.92311098139398,-120.59081166775769,-8.192058960285067,A,1
Female,51.267215068884674,-130.03165094013795,-23.654725861752457,-83.0137215089777,A,0
Non-binary,155.65664133213963,-61.841035044993276,43.10797666506984,-71.38938802704456,A,1
Other,-39.65021024067866,-152.22528761207838,-4.56269012733188,-51.344973725119836,A,1
M,-77.67779405780044,180.14416192515165,-31.564725236719386,-19.196049983701062,B,0
M,-93.64508180436276,-103.26842876591338,-39.0368557638979,117.1713769789029,A,0
Other,-33.46928197256019,-9.209068008560209,-55.036326573617686,-35.55696388258855,E,1
Female,-37.372699911354424,83.24740799168534,84.76621705123497,69.80967040066118,C,0
F,124.93690253346969,153.12110689200867,91.34997540555413,130.23022018043804,D,1
F,13.567888995723603,-129.35990701568335,152.0429077886934,139.44989862234237,D,1
M,-161.46625696831168,-72.04134733078763,-72.98086291765745,-85.54252504815089,A,1
M,-0.6010033474517883,-98.70084403723138,169.49169601400789,122.80881947778698,A,1
Female,168.3085815371448,53.71493865626147,-127.92926421251903,-128.2968648424316,B,1
Female,97.87446746430291,-121.71114494637662,-16.619197914947883,-47.80812940073548,C,1
Other,-24.061098658932533,16.20662527390104,-86.84892603206968,190.45748932336886,D,1
M,217.44180442491646,-103.43397460634729,93.51942050293214,214.22875899453527,D,0
Female,-36.79916194192207,71.30429248195483,128.52760673794745,203.6208176793875,E,1
Non-binary,-62.2949435669622,-21.937708704029507,-26.422981115172995,-266.45186119212656,C,1
Other,207.06440100187598,145.48088877992575,13.020889541516482,-14.07327039519561,A,1
Male,-26.783600541427745,-170.6962068496552,-33.27402515923232,-13.110099471375733,A,0
Other,-192.01932677808045,-3.1184231153476247,-84.53112416365937,74.29096248953653,B,1
F,-247.220590701562,-5.875451259728498,-35.658297435127054,49.27259394276401,E,1
Male,-20.81928395045794,-64.46731864415739,163.9371412078441,24.70910527113744,C,1
Other,-33.177295038325575,8.9712850574254,54.491317015683904,7.028528397272797,D,1
M,-179.47297802963917,50.91265729940153,176.21575223932547,97.26286082290366,D,0
F,-43.22783959583434,1.9993866124710336,-120.62239334708454,-103.71126632833021,E,0
Female,-20.617616123073226,-13.959039154949963,0.8389416274536234,-5.019790802610604,B,1
F,-79.02990406573593,-36.97543372063578,41.74863036367448,19.403217985867904,C,0
M,-24.5124830905784,-17.227559019871723,-45.869925291796434,-169.99304973185596,E,1
Non-binary,-9.145544325253082,-23.693636854054862,-116.86293183344165,-12.185550813110128,C,0
F,-32.50142205005999,25.983985736220095,-106.26146780290206,-40.127965532796125,C,1
M,186.04082573630592,232.91914797265773,14.461959284108616,-24.53368697432508,B,0
Male,-19.591795867087292,-60.063493735720286,106.96193972758627,23.911321578356947,A,1
F,-77.09108817070769,79.66339814595567,35.9720147054168,131.39498974333608,E,0
Non-binary,133.3640353469938,173.3668324589024,-134.58832247805057,2.3529281132342983,E,1
Male,58.05694027312227,-98.11810580329602,-63.69743468651687,60.905638940027686,A,1
Non-binary,24.307573846378077,-270.0504928850686,194.7174926671008,125.4822448911576,B,1
F,105.55211974520209,-65.56812650205279,79.45743261398626,137.58501798581483,B,1
Male,103.55454383202276,130.5433206214663,32.545854437466474,-3.6821228615981805,C,0
M,28.332406933121877,135.41897954856174,-121.25353340131906,-229.7143138084304,C,1
M,-262.5185331564858,-8.752065783534848,57.5052588605919,-9.255314784330732,E,1
Non-binary,84.62314381374078,55.24936653938632,-146.94354062897662,173.70034701526356,D,0
Female,-291.56301368562583,-45.05388499777802,-47.71121689082895,-99.29863413792587,C,0
M,32.84303847602691,40.95719399154377,107.6518437201177,118.26826248569337,B,0
Non-binary,-84.11704079572003,-147.28927760263926,-41.519314860553955,-17.740954880050534,E,1
Male,-64.79439892157535,31.7144064006868,-44.84424597818464,39.82642987168589,B,0
Other,-66.17502954535,-76.69072748521393,-7.802018185636244,251.62057114214159,B,1
Other,145.76158889802198,68.26326887471654,73.15254387278857,-10.071902179611419,D,0
Female,-79.75497156392764,52.75962734753886,-17.33017167196891,-140.71058832758249,C,1
F,-46.56320472127059,-12.274908445651297,12.822386905788813,133.32499190819675,D,0
Other,-93.17944577811342,-97.67510959216743,57.619031606861405,73.15721267634562,B,0
Male,-62.83613044381225,-10.274998653166206,54.11598666522938,-137.84145176767387,B,0
Non-binary,9.28146394377988,-129.70194181471004,55.106005540803515,222.99336155843204,D,1
F,4.40790886783301,82.40861348706584,-148.1379607690602,-170.73530476715396,C,0
Other,-22.252276924272334,138.56945964659587,-143.20314887559095,-198.68874674418757,C,1
F,36.95135746686104,-66.47165073909149,209.22061047404162,-8.096117733324093,B,0
Other,62.967431751143344,-174.68245208919294,-173.5935531834277,-55.04456040553441,E,1
F,149.9757441997243,-91.3726329362197,16.05049387550616,-27.28939600426521,C,0
Male,-64.74182685044502,-67.0469947965389,-129.13762448485988,18.058285391067855,C,0
Male,92.06239535636975,112.5012007575912,99.08484782997807,-136.26400729212455,D,1
M,12.546009512784407,-90.85398616564623,93.32882005260988,28.3308590906847,C,0
Male,-42.99132599460053,-125.84407364025554,45.47715803398563,87.6523859873949,B,0
M,-0.23130322782203244,-284.82325575746785,57.49773913656059,-78.75800341506978,C,1
M,-87.983174412391,-125.26704129521826,5.697399913062434,-75.6509463625324,C,0
Other,14.084631169375058,25.063965219168978,-14.716045899910188,76.20186347104841,D,1
F,140.8769065956557,62.69215382699663,-94.31142951258109,-40.18953534008601,E,0
F,69.07963137785042,-54.74581116945024,-186.547857944256,-27.18369037727547,E,0
F,-89.57093924312124,-12.390661317040408,-88.0630603805382,-42.696795823037654,E,1
Non-binary,-136.963651604725,148.3499083060746,124.18566830856388,-74.6418106496141,C,0
Other,26.14696146203242,65.92757463448929,58.46654073034898,71.08742749480567,C,1
F,-123.27826356498423,-85.7454888188147,-86.4997684854988,53.313939471769615,A,0
Male,-214.69269346672223,80.61972367933767,94.92398681177646,143.83435678547315,B,1
M,-40.66503333120555,85.13853198991022,-48.79545187066168,-43.9254258117027,E,0
F,92.80460299205447,137.00573843997424,101.04352596565668,27.8666371253051,B,0
Male,71.53498151571583,-130.5902882857558,-94.91886368679715,-72.67396613189952,A,0
F,169.5393351928433,-178.81817727057324,105.46891570724635,85.31804136507876,A,0
Male,5.672482228105043,66.99714120204743,89.62318078248576,-120.81973569610784,A,0
Non-binary,-185.26198010805385,93.31507901198925,64.48446688825156,98.96664324706943,C,1
F,-47.040937330121075,23.653386886335177,-174.58533796085584,-53.367160634433084,C,1
M,119.62442246447482,112.67907393204489,106.33011985483414,61.41844088424805,E,0
Non-binary,-168.89854484622236,-10.245792007524122,92.05570599332412,-1.2576081226668745,A,0
Other,-34.01393059493598,-1.994164654662467,-3.30041874115655,-212.66568455089313,D,0
M,-61.035655544829915,-78.0839587509168,130.22689606079766,-110.38994870593982,C,1
Other,72.82857510076222,-72.36964494187252,81.44715872846707,49.0870681904098,A,1
M,96.86677022370719,26.399711328038443,66.25775037541233,39.559690471515324,A,0
Male,123.52510453694086,49.65722722490721,176.41418135185816,-84.88743463604129,D,1
Male,90.91665524929539,-104.95421810224859,-151.87448042313008,16.348096639833024,A,0
F,28.968963803124225,-9.960233862157967,93.52313568935755,-89.30844801385824,B,1
Female,-110.81807743779413,-51.340211697536596,-117.54336341312515,97.13853961883623,A,0
F,-61.110660030490216,-64.52220754916078,-31.779817248947268,-66.57666657882095,E,0
F,67.98080504904277,-51.107876958998254,-46.57195833167213,-108.35032205014863,C,0
F,-322.79511278803665,-106.54394097613537,20.459768201727048,100.42133460077594,C,0
Non-binary,-95.67671561589628,127.60967856211438,-52.47789962347606,50.6708047875655,E,1
F,-47.22049445182603,-132.96053381626317,-3.9745133978453016,-7.510775224666459,B,0
Other,-104.92416755971692,-91.21968122270849,28.712458675456958,-45.85671654539848,E,0
F,112.40355766125587,175.06964103064712,135.72106734855507,57.082821180194735,C,0
Female,-49.03880972245444,-8.628451293008087,-9.859648284701244,38.23188517881128,C,1
Female,-229.4106753773391,31.136224402499806,-26.35325808655769,119.97877248061562,E,0
Male,43.49883145490154,117.2332352870045,4.563250656256187,-21.97034627950162,E,0
Female,33.311959210471734,61.72605773392408,-52.370892079379594,10.333031550620678,A,1
Male,184.4334214560335,-101.94320229527575,-20.86901583776478,81.31813798155059,B,0
M,-78.37687504212525,-94.06995972272313,35.32815093183972,-101.26943629775542,D,1
Other,27.547112160262166,28.910569640422075,59.52641703129542,82.98445666126277,B,1
Female,-90.76146526665927,-110.90392373103685,137.07105097008727,47.420312197526265,A,0
Other,-127.78662094099458,66.46611184465975,78.12440098015111,20.149381493211553,E,1
Male,6.812948648585923,32.88739086937915,-227.8035496964469,-31.832847984663143,B,0
Female,6.331791509939802,116.00916869378321,178.71777321132367,-145.85000521067104,B,1
Male,-29.091287957318794,74.7030897434676,1.5361576240298194,45.70150694922927,E,0
F,22.479021371131076,-65.42789651711519,-102.9454360470442,-187.06946865133693,A,0
Non-binary,95.013143564624,-99.77465925675055,-188.08000035039848,86.19377078517519,C,1
F,17.94244364644093,35.474814172469635,-81.26046347967898,-39.28168948213092,B,1
Male,-90.35354503598671,144.7902992773816,69.70334460136749,192.0282607315859,D,0
F,-6.311392889467653,39.10486842533581,53.705263144230116,96.49044758419832,B,0
F,2.014939176095677,-26.025083099905473,3.0366117058942854,129.78882695963128,D,1
M,52.83164956979475,-104.74802102487742,-108.21742315352087,-35.367683974602464,E,0
