genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
F,E,-112.44668157411853,B,-1.6572498212654991,D,C,C,-153.37716335683785,E,D,155.86629611462791,93.1276812525343,C,-2.7480391881636277,C,-94.0738434285186,B,-93.49501543285895,D,0
Other,C,-35.30660154540828,D,69.90084257559539,C,A,A,-121.94342313105476,A,B,105.72160136965638,-10.898553062178243,E,103.58016580126016,A,80.56397910311858,A,81.23534763397568,C,0
Non-binary,A,64.26724468348061,A,90.31466264503264,C,A,D,80.9499090437861,B,B,-109.24685093439717,13.786753782471658,A,23.856162186728252,D,-32.792866425806906,B,99.53052577220762,C,1
M,D,-72.79370352017503,C,286.1656374413927,E,C,E,145.9739851966493,E,E,23.669354224213276,89.4546918476362,C,122.78652395639065,B,119.65342772892488,A,-150.6546281663944,E,1
Non-binary,C,-111.64335390059827,B,-96.8438518728388,C,D,B,-44.720529069245394,E,D,208.71261530024893,-54.09657959373283,A,-77.75434918208074,C,-36.21649639264537,D,-81.40827488584512,D,0
Non-binary,C,-39.639801201399024,E,41.04573146760985,C,B,C,28.579112705313957,C,B,102.6506715080052,-25.32283964223683,C,-16.2750141594808,A,-154.83041238660212,C,276.9650245300629,D,0
Other,B,-8.696688870840395,D,-1.860953665996663,B,A,C,115.41423801467043,D,A,-75.84598308530488,-90.29722876959188,B,-224.04848304953853,D,-139.45022550552878,C,-54.099873668866636,C,1
Female,B,14.265680983874072,C,-160.11091151561146,C,A,A,50.813849230525754,D,D,116.4364662244572,-53.71312519205959,E,90.49497583122294,E,60.08082238908812,E,170.08458978742797,D,1
Non-binary,A,29.304445431514047,D,32.95944907884118,C,D,C,-24.221454154608406,D,E,-45.02236401635063,98.61501881721574,A,25.340745505083433,E,79.09229868029412,C,-186.7636347674059,A,0
F,E,-34.25129793398631,B,-49.70026359506303,E,E,C,-115.91065481983347,C,C,32.95710923134583,-4.180911190108767,A,-120.79436285161297,E,-22.993627870422053,D,-76.71646280198624,A,0
Male,A,-147.95432997327654,D,-87.93832076142513,E,D,C,-66.80050494190571,E,B,-58.728609262152276,45.62214000702515,E,47.36239419677065,E,76.8937127163221,D,52.19061312878581,C,1
Male,D,-66.07891838284858,D,15.836835863550775,A,E,E,-63.68491463332803,D,B,121.3071962581362,178.83801222606905,B,-131.11920406362853,A,-118.04136425628005,B,-48.564333526974195,D,1
Non-binary,B,51.928818307235844,A,-32.89739408660017,B,E,C,-129.371563891984,D,B,-108.12533137407907,50.58688035016225,B,115.23188505167002,E,-25.89253125678247,C,97.00989491166942,B,1
Female,A,31.524295571635097,C,-93.39228400328757,C,C,D,-44.64079621394294,B,D,-35.28966319957701,157.93268349848097,E,-16.433328492768492,B,-253.03337452047904,E,-188.28680250286706,E,0
F,C,162.67985265579242,C,68.10434743876021,E,E,D,3.3099652147780745,D,B,82.4860687377993,235.71471155503428,B,87.42964902693818,B,-69.98489009222153,A,129.09694500866266,D,1
Female,D,-98.39271514619014,A,115.73536735385149,B,E,D,-11.071569055731924,D,B,-67.47057752828378,-197.95483734490563,A,8.438630024527203,A,255.13356422683847,A,-25.71482146537769,D,1
Female,C,-24.60936628262558,C,-98.27011921884245,E,D,E,-6.577836073196967,D,E,78.32728247129515,-84.36944360065081,D,106.50849042645221,B,-75.54406357432349,E,190.46902663588799,D,0
Female,D,-53.37010950526982,A,-48.62749570569257,D,D,D,212.05001793999529,A,B,193.40005775378194,-97.72642457970439,C,77.60628605334165,A,-67.14218609066327,C,100.21956259258262,E,1
Non-binary,E,-115.88483593146535,E,-72.26762967862015,A,E,C,-134.2652550462953,C,D,-75.17140501038143,-58.77874133308344,D,93.06800425064208,A,-42.98525066797731,B,8.606941468816157,B,1
Female,D,222.04844793172475,E,-5.770622367039499,B,B,A,30.22308129793203,B,E,10.676209855393386,-123.03172185535428,E,-111.96451979051345,E,184.0155615131505,D,-64.23655116823856,D,1
Non-binary,B,-41.61380750939936,B,50.88926546883579,D,A,C,-248.26452178291575,A,C,-80.42527469799171,-77.97160937843822,D,22.001641336806337,A,-0.5220346020501847,E,118.3160243745913,E,1
M,E,-59.13623305954253,A,26.726204401341747,B,C,B,144.63897677925823,D,E,12.37233145745176,-85.42212915545451,E,-16.414063887343623,E,-113.60839671459514,B,-147.77611489275185,D,0
Female,D,125.7534621720256,A,-163.0462236760796,C,D,D,-11.364928636305839,C,E,8.8421929201769,61.82654543609624,D,-149.54762437535175,E,-23.63249679093548,D,-88.94272169199442,E,0
Male,D,-104.44672015022843,C,-10.69039344384799,C,E,D,96.35323975744632,D,E,-138.21678262511972,97.19407629512291,D,-133.00424431808077,A,-100.13678590235048,D,89.39716393904513,A,1
Non-binary,E,44.156935421648505,A,2.2606632580170536,E,D,D,25.018655030527647,E,B,-30.79079012455836,26.3974068142431,E,2.0331687561934633,C,-75.92150854141984,E,-32.281537330766795,C,1
M,E,-38.62548556740227,D,55.04063782799729,A,D,D,-131.48639160874401,C,A,-307.81588685656925,-239.93750659891145,B,46.74681618184082,D,56.465778149340885,B,160.18182058726373,B,0
F,E,20.115863911516477,E,87.37785630229294,C,E,D,-45.0850657374064,D,B,-120.15627182367201,-22.658144317574006,A,197.71471299530214,C,124.38127008213175,A,-22.390622313607906,C,0
Non-binary,D,48.15615110319786,D,-19.037331144573486,D,B,D,33.85193427594077,C,A,-41.32559228248139,7.8036634954504915,A,75.47859492042073,A,-8.07655390061588,E,-111.40486483971404,C,1
F,E,-9.09222962603563,B,-39.54353004304876,A,B,C,16.238462437188577,B,A,76.60808684959416,101.66818332024114,B,-130.3174634726754,D,-83.72636653544455,B,89.8730315551783,E,0
Non-binary,E,30.268734972807227,E,41.555116622349544,D,B,B,-49.3658111227047,E,B,-77.70509290082839,120.08387550585049,D,18.797046795922938,C,18.250544443674574,A,-34.760849778073975,E,1
F,B,-107.57794393724562,A,41.735399738831916,C,E,D,215.5845870106139,A,A,76.38050082879737,-22.860749910858647,D,81.47945546736514,C,-8.140124949654636,E,95.08546587404571,C,1
Female,E,-78.20622927828845,E,44.51000924299127,A,E,C,-139.62841894373634,C,B,20.152732610764435,-64.72456235808066,B,-42.074830044678194,E,99.8952198044151,B,64.62350312338828,E,1
Non-binary,B,-28.142033154995026,E,-38.059557030497025,A,B,E,-84.31582263662932,A,C,107.33505340153589,9.04947540965603,A,15.86462791898807,E,46.49666927868356,A,-146.01228564477918,B,1
Other,E,-83.7541564290733,D,167.61469148164736,A,C,E,68.94766997578529,A,C,-100.65996152450924,-66.56910370833498,E,195.16935024767847,E,-113.2748351023501,C,-65.81771599981545,C,0
Female,B,-54.2844789438119,A,-23.501562666917337,C,E,E,90.68316138665097,A,D,-13.673819203684726,11.063189114391506,E,4.27410805222063,D,-63.747872028952266,A,-20.238386035456504,A,1
Non-binary,A,-5.055227482364997,E,125.38871979995947,A,B,E,-87.2284649091847,C,E,173.29397920740217,68.1547078607919,B,-32.015517949277246,D,119.40668437922379,D,-44.3315611235448,E,0
Female,B,-64.42041447671608,E,-24.763229515205172,C,E,B,-19.6174550418489,A,D,-171.79960869244312,-193.26875923011167,A,-120.13313299808016,E,17.016535172007206,D,22.08644467509284,B,1
F,A,85.21278011532308,A,58.57650905384628,C,A,D,-220.03573663236767,A,B,45.129305629884726,158.71646876672125,E,1.8071630391807216,B,72.9277990346206,D,-97.69915403620433,D,0
F,A,-128.8963237563384,B,43.8324159069888,D,D,E,-24.090178191491134,A,B,39.165498868431925,-16.212292287753076,A,7.832247678640666,A,79.02418346921569,E,156.94131786956908,A,0
Female,B,-69.2075310233112,E,27.77096380819042,D,B,A,16.8240108691372,C,C,105.01394171873525,-15.942168753978716,B,-102.27692434531559,D,5.960659781534823,E,14.960107103682088,C,1
M,B,64.25188100448891,E,78.39431879102573,C,C,E,-68.63692614626514,B,E,-130.60357234530613,-81.85667130823717,E,-12.937851821928458,A,5.458917238710776,A,-143.70060523431295,C,1
Other,B,-6.536432830374555,E,56.711434378365766,D,C,B,94.51273009793034,C,E,10.07793896030125,-13.66380356311848,C,183.9071647147114,C,73.89961491530629,E,56.19901287412854,D,0
F,C,93.39229669802356,C,68.59094605612636,C,A,A,-35.70325688750588,E,B,-224.8385169177579,-54.08614717752718,A,-64.3667572375228,B,-16.61061391175462,E,-75.79789356805763,C,1
Other,D,-57.21265129055806,D,-171.66069197056459,C,E,D,-20.471945666178097,C,A,161.47774443695815,92.01288136677557,E,-21.966585807803185,D,-5.886322158692421,B,3.1281090609698055,B,1
M,B,85.62582329581552,B,115.21299171261947,D,A,E,239.44927180653366,E,B,-58.499038583420926,159.6735270556517,C,-86.03018301331093,E,-42.752737273845725,B,-41.25998431538535,E,0
Male,D,-240.01368096881365,E,132.54632624399875,C,C,B,7.095935168577264,C,B,36.2532027939664,-118.67458242388085,E,130.0452163615052,A,-35.93280735819095,D,67.23186354171908,E,1
M,D,-23.21736956255032,C,-15.801894363443663,E,D,C,53.029023178368405,A,E,-81.32225015677126,-57.45146180501217,E,-111.0128415968767,C,-60.82463332266279,B,78.10049553607499,D,1
Non-binary,C,-31.83545445723014,E,-19.353614450955632,C,E,A,-1.2763601076735722,C,D,-108.91603461058261,-36.804735068782314,C,156.9731634926432,A,-127.36605906590867,A,30.51261877090426,E,1
F,E,-77.19438707487804,A,257.40115525634474,E,A,C,135.79654912656954,D,C,-16.777241442634452,85.85963682571564,A,-41.645952814320566,B,53.269134993193134,E,11.30320075316373,C,0
M,A,48.70596002244686,A,116.53238562149564,C,D,A,105.55963886882414,D,C,94.88790741883356,2.8597235794011944,A,113.17481117357731,D,-29.02007515725365,A,102.25440278659126,C,1
M,C,139.2755947583584,D,-10.557247536366567,E,E,E,69.09289522607568,C,D,12.779488150229076,173.61021743180888,A,232.71145704164206,D,150.35503918698868,B,-37.68062652575724,C,0
M,D,9.229477969278486,C,-21.301702422594047,B,A,B,41.56315839824877,D,E,-19.175107269841774,47.29953418154128,D,-40.627901069225054,B,5.222286052726827,B,100.00351500532068,A,1
Male,B,-0.43130078176841136,C,110.19578205394211,B,B,A,59.62276339065946,B,E,90.41107156359956,80.98186409365213,D,-88.95202354968899,B,-29.630846691584246,D,110.01238034431708,B,0
Other,D,-143.59850305643346,D,219.88298174248237,E,A,D,-44.655545074103756,E,B,8.581393103912326,103.46330740093252,E,-179.76733550513637,A,3.3042222817992344,A,86.93190288678394,D,1
Female,E,-77.31520163177122,C,-17.788480586027752,B,B,D,3.8671029668376087,D,A,60.99793154663939,38.08807846234853,E,28.6416047696867,E,99.15675626259936,B,135.99928875946907,E,0
Male,A,-37.14328050876905,B,27.764021453792438,E,A,A,74.71002044566177,A,B,-92.37106575663307,103.14343372824062,B,-139.3022500892303,A,23.527464895994328,C,47.96965852267113,C,1
F,C,91.9633670856889,A,107.84577138855373,A,A,D,-26.464969215222585,A,B,41.28922039198103,-66.9892605617697,D,-252.35278663683528,E,-45.839454827144685,A,-49.65944783262174,D,1
Non-binary,C,96.32012946462719,E,66.31781927124437,D,B,A,-163.20992485890753,A,E,-64.70775895269081,136.00122545818837,C,-121.3016601605395,A,-55.10614289151932,A,-49.553214042839194,D,0
Female,C,183.3922001891495,C,-147.19887302826018,E,E,E,109.18027439421355,B,D,-63.22472565148461,-24.90363021269244,A,20.60282684788834,C,49.44191302788505,E,80.47544821248037,A,0
Non-binary,E,45.083094110906345,E,-21.869290948416726,A,E,C,-48.74718229475376,A,B,97.99337617697908,15.347126665247293,D,17.434568646126817,B,101.24181773696976,C,-76.45233883006335,B,0
M,E,-15.472572150956838,E,-84.60317861310568,E,B,B,-113.48279590805615,E,D,-58.49240197098392,-11.642960743886995,C,88.89905290385165,B,45.692316743916365,A,56.09824378369657,A,0
F,E,-27.147831465579763,D,1.6442264097219945,D,E,A,-100.0456409324104,D,D,86.84640834385041,-140.0440606716203,E,-50.31575068724165,A,-3.4141034599203395,E,-91.99092695106455,D,0
Female,D,-79.81276225847445,E,56.209906001164946,B,A,A,-22.399236916639463,A,A,-154.02257603978504,-4.705312254192644,C,-109.01937838543618,D,-233.22095591878008,E,130.50515522847425,A,1
Female,D,22.835872731837014,E,224.47681238104394,A,C,C,60.760707149695804,C,C,-107.8700110010687,20.41497543574991,B,115.35309843486297,A,-52.62742011115191,D,-85.95871419204559,A,1
Male,D,-45.25674368203771,B,-0.09326347557993683,E,E,B,-120.78198666570668,E,C,63.870285301414086,-86.40812994469903,C,90.9268960597995,C,83.03037610015987,E,37.564306862327584,D,0
Male,D,-74.06463096623746,A,-103.33772745929876,C,E,D,33.93725881375161,D,A,-37.33469602523223,13.892313095114197,C,42.802157441565356,B,-204.28776810423622,D,179.22727346666778,C,1
Female,E,-158.58500289869596,E,-47.139540931824605,E,E,D,50.79566653242972,B,A,-59.31044354603052,-192.13000822914498,D,-52.44334751730704,B,-81.43804818203164,C,-5.383918589270711,E,0
Other,B,39.3988070513341,D,-75.40797747769571,C,A,E,-24.916555514200525,E,B,-23.028671818288405,142.07165538943374,A,-129.7134383816544,A,-88.49915337511777,E,87.51595637939221,E,1
F,D,51.122437287289934,E,115.3980147027289,C,C,D,-26.2657597308465,B,C,-110.33461970080678,-98.26311857188568,A,-24.629287793266457,E,-146.71694374440224,A,-7.052483259217586,E,0
M,C,75.91748137079574,D,31.920097620551424,A,B,C,-147.41776013636917,A,B,172.65893252174067,-68.19597524433757,A,-15.035339118255903,A,60.46002265976088,D,0.9429529735738726,E,1
M,E,79.9399158792092,C,-71.22158579564392,A,D,C,59.468023419045856,C,E,163.6148421203486,-74.9240923230477,C,-186.6588410909614,B,-76.97943108343854,D,-43.874021592214035,C,0
Female,B,88.20402683562071,B,55.431461052734434,C,A,A,63.61186842841625,D,E,-2.96696115819839,98.78842003086578,A,-25.98113614776444,B,-111.1361189231508,C,-85.36747300933062,B,1
Male,C,-91.40463119458407,D,-17.52510280387636,D,A,E,40.4380672964652,A,B,-37.013269812170144,-248.0300695761847,E,185.13516165994167,D,30.458890836254483,C,-223.45477802067077,C,1
Other,D,58.18980627440783,E,106.04942290601014,B,B,D,-11.883154486706776,A,A,-102.8102220774993,-92.46401063264788,C,109.77006295348866,B,-175.51805425282464,E,58.019295895620616,B,0
Other,C,-34.40436565187171,B,-57.51735732298393,A,C,D,18.98516613319873,D,E,99.19478913547934,216.20059665964484,D,67.78254408729632,B,-84.8134104529737,C,147.93035140426832,E,0
Male,B,65.68026257673473,D,27.162223289991484,C,D,D,-58.29823261977204,D,D,239.48465764123367,-19.06739168852314,B,94.44674598964346,D,9.186144203207817,A,-100.16815951930162,D,0
Male,B,65.86598363772191,E,-16.16794082083654,E,E,A,36.0861751620745,C,C,31.564751476614028,109.8589339429185,A,-4.5054302495757845,B,31.030721553510816,A,-116.92346069911812,C,1
Male,B,88.41188250747393,A,-5.246257669293679,A,C,E,144.622312878141,E,B,43.8129330397393,20.929264472793317,C,-72.29457427096186,B,87.69380663822844,A,-103.49874405820765,A,1
Non-binary,D,82.7634681975855,B,14.296838965867856,D,C,A,-20.03023470975493,A,B,27.97161783086225,-61.02664126067069,C,-68.32740996170699,E,-183.87385634612738,A,-21.266484188103167,D,1
Non-binary,A,-76.53564092862496,E,45.186261626523184,A,A,E,-139.4222919000135,B,B,-57.702374796233926,-42.90871150687149,E,-11.792433261302254,A,97.68608382608707,B,52.36720830444116,D,1
F,C,-115.34904435498558,E,-263.0530608261298,B,A,C,14.400223697849606,E,B,19.170030592974214,-40.498277902687285,E,68.89764597213389,E,-169.9049034565331,E,66.94569405716273,E,0
Female,A,162.98440752781664,B,136.94383520814137,B,B,E,5.072309069727413,A,D,189.4684616213471,20.50736890677958,A,-154.6542235671531,A,19.391895615866495,C,11.460729449834997,E,1
Non-binary,E,-37.57925616554431,C,66.22572311960931,A,A,D,-118.55497617916274,E,B,123.0708540590195,-27.083433623489444,E,-56.58342704326168,D,-79.26198978684089,C,14.24120621693209,D,1
Other,E,198.10977975400402,A,11.741249271794722,D,D,E,123.71203169095352,A,D,-93.1866024241906,-159.54774653068404,E,87.38006721706003,D,-51.244911328407184,C,-38.23898993896544,B,1
Female,C,-37.22922051157268,D,81.98612283669829,C,A,B,-9.311702391705767,A,A,102.83714164919698,82.53779727645423,D,-45.612995176530596,A,-85.44431150745582,E,-90.68971687138092,E,0
Male,C,12.344413993483663,A,-225.95355561405515,B,D,C,-15.803135781656207,B,A,44.24915969246697,171.1443822490668,D,-108.51620606099452,E,-71.50683546677327,E,118.65442078322295,C,1
Female,A,36.790126831091804,A,60.75833487961052,A,B,D,70.53096951673166,D,A,-94.73789224867517,-4.6279267018637205,E,-91.38704986089647,D,-47.66333912797078,D,12.484319104200365,C,1
M,D,15.342190485892901,D,-6.755730978821103,D,D,E,-88.27445785839116,B,D,182.37244268164318,223.91775297979217,E,-54.31954619000737,E,-14.757652748503883,E,39.174029124928026,E,0
F,E,74.44965066652792,E,100.52937359801928,D,B,D,-247.42808037245302,D,D,59.850083596769096,71.53293160685918,D,-44.88527053716785,A,73.224008862442,D,-139.33459780569083,B,0
Female,A,12.568212383707944,A,-87.829965632486,B,D,A,84.23149343883321,D,E,-54.79312507945955,134.51023130897497,B,-83.42205941438088,B,112.2770055912613,E,-284.02381918098894,C,1
Female,E,-59.02744294725747,C,47.42944318666042,A,C,D,181.5353525013582,C,A,-103.39807624554223,-149.76858457103341,B,-86.93806024455213,D,52.820734491271295,B,46.771849285853875,D,1
Male,C,-114.87986332799147,D,-4.516288167507554,D,D,C,127.57131074640024,D,B,105.15596017929494,-18.654918867999523,A,-32.68196820766093,A,91.5768679345748,E,67.44571653807581,D,0
Other,E,69.61405679026309,D,240.41367742674544,B,D,C,0.3341885437305096,C,A,-96.75525224533804,62.14012726500553,B,-110.38867701155385,D,6.882174941075241,A,-147.4443657365381,C,1
Female,C,72.50428358255203,E,88.09932554335226,B,A,D,118.76879768978839,E,A,217.54690474550878,11.099255083323621,A,-79.85119322223547,E,-9.789379410641159,B,-112.96530450420777,B,1
M,E,-87.13852849923433,C,178.30514595749625,D,E,C,-85.49165864131788,D,A,58.760381554147735,18.107633476382155,D,-174.66260971086948,C,114.11299187849275,B,-44.15315905473574,C,1
F,B,-36.3287283032727,E,8.933030841750405,A,E,C,-17.946311956090145,E,A,-22.435552028623373,98.50124288810308,C,21.98720921465052,B,-210.5141722590682,B,32.05462961041024,A,0
M,B,48.73146745770121,D,-45.08124507597723,A,C,E,158.03837261437218,B,D,143.50186037361982,73.25983732346289,A,-165.7958875022006,A,-115.4879865502458,B,54.74848843048675,E,0
Other,A,-29.19861418199139,D,-73.25946967005369,E,B,D,-47.52162332458191,B,A,133.63489700370818,-22.39909796907415,E,41.01400674028339,D,-139.02465492392793,D,3.1193265434968014,D,1
M,C,-18.85204373445295,E,38.25161835716744,D,D,E,82.28554251736495,C,D,-219.73449152707835,36.7953368802821,B,145.72299795409342,C,-62.830140286847524,E,53.07323175682311,E,1
Male,D,-28.591743358097567,E,-124.20790454972884,D,D,C,-68.86638755682186,E,A,17.269421723273155,-91.71031771458715,E,32.885279301047895,C,-283.97607919194064,D,-119.82161049253506,A,1
Female,E,-1.2245475749221773,D,146.1423145876339,D,E,C,-43.54402231139755,E,E,49.283049338741996,-8.609553083559328,B,19.487667584424965,A,161.86317436502566,C,-107.43267124437644,C,1
Non-binary,D,54.932913451871755,C,112.69261773524752,C,D,C,-183.90412133622897,D,A,126.83399610513754,387.0429902738235,C,60.25329564683013,A,153.98278863189648,E,62.76983129842312,E,1
Female,C,-38.044783152289206,E,-49.71154767194087,E,D,C,-88.24292823064349,C,A,61.32545077308769,-62.55285181630352,E,84.84697290235293,B,-32.65303357111271,C,164.2957797326953,E,1
Other,C,57.601314662181956,C,62.70540193895098,B,D,D,38.97899983240715,E,C,-16.519251082851046,-122.59743619289686,D,-149.04348678086814,A,62.10560133028037,B,190.15482640685735,D,1
Other,C,-104.04412446473788,B,-82.87733315023982,E,E,B,74.52574510293415,A,D,216.6995857381803,1.165037148571062,E,-13.604359331904641,B,46.19919854812806,D,-95.32900040634993,D,0
Female,D,-77.04999768367912,E,-5.8247718509806745,A,D,D,225.31326404123075,A,E,76.46976987006163,32.538762332390256,B,-147.23021826405628,C,-170.02278291317833,C,-12.563301893511214,D,0
Non-binary,D,132.41976849105126,B,-36.3613124021884,C,D,A,34.37534823802203,D,B,-27.51094496914211,-20.67375599868982,D,-47.182360489692535,D,1.028385850727347,A,-208.89554418378884,C,1
Male,C,224.3372927088267,B,3.225149340460962,B,D,B,34.6230154031595,B,A,46.836530788893654,-11.525168285436607,C,-22.699444158067305,C,-63.13372274257486,D,-3.345377907706456,A,1
M,B,172.67797600319503,C,94.65368295300235,A,C,A,-26.755914682189363,A,D,57.85956774163068,105.76210732409666,E,-221.08074498831866,E,-60.1962648424999,B,198.23043714069914,C,1
M,E,54.063133641009884,C,-99.07991326087128,C,E,B,-135.22131875022404,A,A,56.12065672826092,-109.13746462410418,C,40.662649617660065,D,105.69670160952936,A,-44.85521742509092,E,1
M,D,-22.806894670854852,D,260.35641115262285,E,E,D,92.27445674054196,A,E,-76.91098030875906,0.15894136113870927,E,11.627384457325341,A,45.47959763774113,E,90.4972707046188,A,1
Male,B,136.01186645402876,C,-15.516632114746992,E,B,A,13.730528882340606,D,A,-87.770913567264,75.55082807243484,C,-128.4429329436913,B,55.79699679501575,B,-73.32238741081373,A,0
M,E,-111.12471396338803,D,-61.245809755684085,E,B,D,-229.10601421236603,A,E,-59.79731801468928,50.42292211811736,D,95.05225905240643,C,76.11242641883096,C,182.62428509970468,B,1
Female,A,-49.40435037462701,A,13.181394533432597,E,E,B,30.216641998932552,D,B,4.751499892240281,5.876666729092352,C,98.32021744247687,E,-136.70285782688757,B,-78.09903740163924,B,0
F,C,75.51471375105092,D,-49.78791600615188,A,D,D,-157.56743255745468,E,D,-77.62402787732613,-7.901458939411024,E,16.23770645768192,E,133.95503808397757,E,99.80193537474787,A,1
Other,B,-57.96454917920079,E,132.23983686960045,E,A,B,-120.956711026087,A,E,-3.8293222736530192,190.0658164508744,D,-141.67126942470438,B,-24.226431004992897,E,-6.703521209521132,D,1
Other,E,-21.811386599519768,B,-25.965506506941338,A,C,B,6.6844278094370075,B,D,-87.0797877301748,-115.90744527059313,D,-37.114994842520424,D,109.21713871964398,D,-17.52238651086945,E,0
M,E,23.069658849525872,B,212.6978135982189,E,B,A,159.70177407403204,C,B,47.45844678328351,-102.2223179212354,C,56.02239689346036,E,-213.6402472071886,C,-33.616064710474284,B,1
Male,B,200.8914919817115,E,-63.00096014233812,D,A,C,53.25209735259311,D,A,15.825031277042001,163.70598754071514,A,-181.7694497613972,B,-27.161392252782118,D,67.69217666037231,B,0
Male,B,13.646855448844086,B,3.529894035778595,B,E,E,33.98750148130754,E,C,45.248887784440754,127.09739473714178,B,13.601993821113206,C,-138.98058527327683,B,-29.444757284544504,A,1
Other,A,25.75571669342458,D,139.03448016039434,C,D,B,66.7972070622361,A,C,-96.8830150144171,-100.5975599888394,E,-247.66734833963574,E,212.82745684272592,D,-36.05073444832534,E,1
F,D,19.756517567376854,B,29.451501935017966,B,E,E,-49.79519970044521,A,A,-78.25603172991075,4.94218311901021,C,42.90572927468028,C,-130.00665034445205,A,9.483699529510922,B,1
F,C,-89.99810807348243,E,-210.38654100973554,C,C,E,95.95337871314429,C,C,122.10174279961798,-89.48076013677587,E,16.14419218361433,E,199.17900679764057,A,-134.21761263998525,B,0
Non-binary,E,-126.38301636526406,C,-11.860122799598207,C,E,B,108.3485445291074,A,A,113.38160276056087,-50.36968593369336,D,224.99704134881654,C,32.84168701927,B,-49.33055452999277,B,1
Male,A,39.10573331034592,B,-60.18328138269946,E,B,C,19.864475828502638,B,A,-30.04700683475829,45.69625502941169,B,41.22408263711124,E,130.31693690598684,C,-114.52473403383667,B,0
Male,E,-129.46405156080826,A,100.80180394587752,E,D,B,-17.03194860766505,B,C,-141.11001881987625,-60.13025287555167,D,7.746476304928468,D,85.78118432675208,E,-105.84315229009884,D,0
Other,B,97.68212369395083,D,129.90569845674256,A,C,D,-66.32536095527624,B,D,-106.89325962506801,45.58127399212814,A,134.72550754430267,E,117.12707313003776,A,-47.92390292100252,A,1
Other,A,-98.3376615340161,E,-21.84285934989218,C,E,E,47.37732051806925,E,A,-126.51006289966719,-15.40253788042347,C,-195.86366946425673,B,12.268909045342161,E,-95.68862208950536,A,1
M,D,-146.25066069340397,A,-104.71943082732102,A,C,A,-300.1979341680287,A,A,148.18303248670773,156.6926150526768,A,149.89351398623302,E,0.25641540045127514,B,-76.37113970374358,D,0
Male,D,-137.8493579108558,C,109.96432209898042,E,A,D,-73.30977318916996,C,D,61.948857306091064,-27.781463987619574,A,22.184281591104636,E,38.4523317177843,D,6.401958090045802,B,1
Non-binary,C,-98.40289323282089,B,-137.9226054182253,B,B,C,-9.57247239626875,C,D,75.01917926845488,215.0614725230982,D,88.58465529351504,A,36.8863333904386,E,-145.8517870267986,B,1
Non-binary,D,-86.59377183889359,D,-123.98938658318235,D,D,A,115.39188880758249,A,C,-103.66043102770965,2.350153935941549,C,76.25049861187078,C,33.75466148359927,E,25.632774468446435,E,0
F,A,-13.941744600854994,C,-205.0783255756154,E,C,C,-72.85023463848461,E,E,-6.089826341262599,76.16060685501776,A,135.58776500069757,A,-197.2372213884717,C,-44.35978411734144,E,1
Other,A,105.7066475311042,B,-124.8514594558198,C,C,D,136.5690092489672,E,C,-84.49927647103115,99.08665867679568,A,125.42335053249734,D,96.94134043408937,B,102.01146018395823,C,1
Other,B,102.96406245649233,C,93.88412822119075,A,E,C,-20.849843592083644,E,C,55.38776260642712,-53.07899134561378,E,-205.79042156146397,A,-56.09873489256647,D,54.73137251413935,E,1
Non-binary,D,224.33503390598113,A,43.67661393138968,E,E,D,17.291042444464903,A,E,-51.23816686862713,-123.49906907647225,E,-93.1717368928746,B,-39.40745147481025,C,92.06464783117528,E,0
Other,B,-46.10836394935459,A,78.40850059897181,D,D,A,26.405481711196455,B,E,86.1839614643656,-115.20052730995356,D,-23.121262669653284,E,-2.34370230242061,E,60.305612278014465,E,1
Non-binary,B,-38.776756587749766,B,-4.830493975380122,A,A,C,-117.88028243333312,D,C,-0.9508288206862814,176.4540307374672,E,-37.89019808627358,E,1.6209378925499875,D,124.81378502173798,B,0
F,D,-61.243331937308156,C,42.15461801620879,C,C,C,-144.31656216269278,B,C,-34.039138567689484,-4.147881174994981,E,-64.594147533278,C,53.35806008517287,C,-72.67651954031105,B,1
Other,B,-159.25127689009182,A,-162.22529342053872,E,C,B,98.45746569501749,E,C,202.32400390527405,-106.27095667135362,E,-51.380965831692585,D,-77.0778724718865,D,191.87813492718814,D,0
M,B,38.69088533056569,C,-61.48886474752104,B,B,A,-44.20230085958299,B,E,95.24043576142681,-5.957037621647645,C,-38.49645753914032,D,7.09845041140575,B,91.12498504757276,D,1
Female,A,56.02527741095575,D,-28.954585510706682,C,B,E,202.1876358107528,E,E,-123.332772031389,121.20919873979791,D,-140.4282476042513,A,126.56126624581015,A,-126.9598045642715,B,1
Male,A,-11.915519832186135,A,131.63915579973346,D,B,D,60.08946196268986,D,A,99.36682642952556,-30.203781274735654,E,-36.179792764629774,E,97.82667823395056,E,-84.66798941315407,D,0
F,E,-297.0560402857566,A,-42.92151497685807,E,C,B,-138.49328966517083,A,C,-174.29968006364246,-40.77117685978172,D,77.6766761540855,A,65.65492918332713,C,-16.338171213315654,D,0
Female,B,-141.90653912451225,E,118.0984204005703,B,A,D,-132.47014875815768,A,A,-43.567629942965695,-29.044153829210074,E,4.753999467252787,B,-160.18611385874345,B,-14.838518755516453,D,0
