married,nationality,orientation,Age,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Married,Other,Heterosexual,56,E,-10.695689625197405,-204.78840328776502,D,-3.8259477343425745,A,-43.63951170108669,C,41.384979965696864,3.845163017666292,E,E,0
Widowed,Brazil,Homosexual,29,B,138.87021728308315,-47.001103327890505,A,-1.5721080772606921,D,-211.0032780527281,B,120.93289305253141,49.8038393924919,E,A,0
Married,India,Bisexual,19,D,114.85462748347936,-19.710992501594674,B,-105.17178151151987,B,164.1169052704826,B,47.663271718837436,36.99837482409451,E,E,0
Single,Brazil,Heterosexual,19,E,146.7782821698502,-95.13215241773406,D,-24.12548404039483,E,-233.5162815872069,E,-0.8897275012922399,-157.98992555524808,E,E,1
Widowed,Germany,Other,26,C,115.44613873524838,-87.08899919597313,E,-2.045254027591441,A,128.48122791618226,B,31.047694729897575,-0.2180144665248312,C,B,1
Single,US,Heterosexual,76,C,154.83754449666628,48.474932479485354,A,-81.51108989480454,A,-220.32345903249984,E,78.50104296963077,-198.97655082675573,C,D,0
Divorced,Other,Bisexual,76,E,-71.53531454997778,-34.396211015427994,B,-155.81182917631259,A,-84.48192229088266,C,-21.871647261623973,100.84146491759931,A,E,0
Widowed,Other,Heterosexual,41,C,-22.646769962650424,20.70591155778421,D,-65.90553175508876,E,-170.76060410846964,A,-199.10611199304512,0.3729894031749175,A,E,1
Married,US,Heterosexual,26,C,96.04115160153695,3.716089023992016,A,62.67753601621023,C,102.25001172858208,C,-45.14976288991042,41.28067021383129,B,C,0
Single,Germany,Heterosexual,77,B,39.86035659689789,42.59206517307873,D,7.963640262988547,E,-53.49304874466652,A,-16.184005713158978,-69.41307017391759,B,B,1
Widowed,Mexico,Homosexual,29,E,11.730438906592095,239.18025700179984,D,-179.88367508138796,E,1.9764568696583547,E,102.83863157414991,-130.12090566402998,A,B,1
Married,Germany,Heterosexual,75,A,-94.398785720734,-125.32896068995964,B,33.44925362640793,B,-96.16694872257547,D,178.79411730169937,73.87782840525486,C,C,1
Widowed,China,Bisexual,67,B,-30.608224545584296,-58.1243865899957,E,-55.10459967956515,B,-69.62917818015035,A,-179.71918368597127,-52.60924397214713,A,A,1
Married,Mexico,Bisexual,34,C,181.04591298449392,110.58499969166702,A,-46.54825669887664,D,13.609487128034303,C,343.14823425232,30.335066667884952,E,C,0
Single,Other,Homosexual,30,B,118.5554395847815,-18.013957622849695,C,168.58706471685375,B,-46.50017224434803,B,-117.78421107149664,59.11868301676476,D,E,1
Single,UK,Bisexual,72,E,21.153816917719126,-88.07093939881835,A,0.36932886729514725,B,53.91512906466471,A,42.72044932854303,-110.61991359774616,B,D,0
Married,China,Bisexual,62,D,-130.57409215150633,58.15263448856327,B,101.58360806775892,C,53.68111301676595,C,20.013242039828572,-7.068320943369654,D,D,1
Single,US,Other,27,B,51.167964170785176,33.62378371434721,E,227.90826852394989,C,-8.952020599026026,B,-2.6233610511396903,-63.13150914417347,B,C,0
Divorced,India,Heterosexual,55,D,43.108173652322094,44.56871351331349,B,-36.94983094518425,C,116.0387779362084,A,-60.48319665308996,-91.34311306463626,C,D,0
Widowed,UK,Bisexual,53,D,20.47749035351494,108.71203568970901,D,-22.97331127775252,A,104.88284595135957,B,92.29110405726955,168.4807230697089,C,B,1
Widowed,Mexico,Other,26,D,-13.364885367308016,54.26695900908499,D,61.29508606871001,D,97.32242444620557,E,44.833042485668386,33.9882085634113,D,A,0
Divorced,Other,Bisexual,36,B,-130.71608148924958,-14.720260206526662,B,-149.57088962701437,E,-62.660025966374434,A,-18.416903770226252,-106.40954069981919,A,D,0
Married,US,Heterosexual,25,D,9.616859711918133,9.356574290882643,D,125.90226888387868,C,-22.332672621365184,E,-112.83627917043022,20.93956328842126,B,C,0
Single,Mexico,Heterosexual,71,D,118.58324217594718,78.53247365278877,A,30.38123620592867,B,-52.56879416357316,E,-37.14134156576536,-9.423524092950878,C,D,0
Single,China,Heterosexual,24,D,-149.54393402305357,44.4196425626816,E,52.67852340376703,C,56.01595722466378,A,139.71456463025186,1.0982998127749362,A,C,1
Single,Other,Bisexual,34,C,55.18106229505179,173.13840936776387,B,-116.4992035746707,E,-129.1387211797232,C,34.70831513633439,-28.816598250321313,A,B,0
Single,Other,Homosexual,25,C,-78.12827987376446,-58.29883440738153,C,73.721389551871,E,113.76497742112682,B,76.41036129407271,-223.2183089469482,D,D,1
Married,Mexico,Other,18,D,-115.90832990002326,-19.12291355002214,C,-66.10817709398124,B,17.971472836991513,B,162.65847385314078,-71.53088528843037,B,C,1
Single,Brazil,Heterosexual,44,B,165.075601148081,77.487073317401,B,-19.2506267104856,D,-63.35293729658345,B,16.289682431314628,76.03884804440955,D,B,1
Divorced,India,Heterosexual,76,E,-54.1447550680808,22.00395805996856,C,-90.67823766639991,B,36.545609000004816,E,95.27952315845079,-28.22736832905831,D,C,1
Married,Mexico,Bisexual,63,A,141.79692620278186,51.72308707478186,B,59.118211900677494,A,-49.63653129119379,A,2.3699876888236058,-129.92025758383923,B,A,1
Widowed,Brazil,Other,55,A,29.236394421981,44.98667605137,E,-144.01090351639917,B,-167.06219187384792,E,-49.25298138304037,178.6257713114172,C,A,1
Divorced,Brazil,Bisexual,55,E,-55.93859230552221,-16.63462587118379,C,79.57410489354105,E,-45.6163864199998,B,-29.494828655755157,-133.7970394234171,C,A,0
Single,Other,Other,50,D,77.27890811084877,125.21701259020045,D,-91.00373260047134,E,83.90117952284022,E,-4.094624155286157,23.668621075415793,E,E,0
Single,Brazil,Other,56,A,40.31497997308321,76.05308002525545,B,-151.9983782836843,E,125.64082682564614,B,105.65103382909938,44.11443199398487,C,D,1
Widowed,China,Heterosexual,66,B,18.976122037871217,-30.831932953963452,A,35.97665797304852,B,-7.548130230512207,D,0.21440519875758624,-137.8993160086151,D,E,0
Divorced,Mexico,Homosexual,24,E,82.02434733832206,-113.5687418027312,D,-299.23600450098144,C,95.38139270280733,E,-120.02215447894635,104.56470651719638,C,C,1
Divorced,Brazil,Other,32,C,-99.65282363750377,-38.053280868594584,B,55.8295918892764,D,-41.71860735808606,E,177.5650212117491,-179.45624213710556,E,D,0
Divorced,India,Bisexual,26,E,208.2999092900694,-122.90536420866079,E,30.61180229014661,E,-187.29409807570886,C,-83.29006138788628,94.06724658826543,B,A,0
Married,Germany,Bisexual,24,D,36.22186927932029,222.46430775520358,C,159.70080422212058,E,-90.6671308877524,E,-64.54569960387072,14.950018476424814,B,D,1
Married,UK,Heterosexual,23,B,105.22299365931718,93.78006665067942,D,-118.67231122977503,C,-104.7457199387047,B,27.313038875599638,-23.12283025279354,E,E,1
Married,Germany,Homosexual,55,E,-64.89931467899295,-175.41924321613607,A,-131.4685607558737,C,-110.93777139435383,B,-94.6140019789132,8.343171417326753,E,A,1
Divorced,Other,Heterosexual,57,E,58.87590411069734,-151.95321980051017,D,66.00044445230763,A,-56.78231175173251,A,120.78493983369165,116.10383078401053,C,A,1
Single,Other,Heterosexual,51,D,-32.20008974864891,49.49777125710894,E,-67.0969188378122,D,-41.77435660314472,B,-13.263291813678716,21.97729657706885,A,D,1
Single,Brazil,Heterosexual,42,C,-77.23675116916795,-103.96936864469531,B,47.79547440857171,E,66.38094804752184,B,36.22285951899557,95.07256811079881,A,C,0
Married,UK,Bisexual,58,D,33.71372237889772,-126.47819147742216,A,165.81066906969562,C,-70.2732809761626,B,-0.30540563271528215,13.768396570691246,A,E,0
Single,US,Other,28,A,-118.08955620106146,-35.16729404796446,D,188.08464207662246,A,-58.7335175499142,B,-82.12003079390229,49.96547170818477,A,A,1
Married,UK,Other,50,E,-277.75163428478766,-22.851090144881454,D,169.58262323184405,E,96.14997565137857,D,31.829887069117124,-91.53791632771224,D,E,1
Divorced,India,Heterosexual,78,D,114.00249050745401,159.7961323267816,A,14.264488272326911,C,-194.38648369774606,C,-44.227226590045845,195.77165807037005,E,B,0
Married,UK,Homosexual,37,A,66.17085257163411,3.3098287840299148,B,55.3415493509999,E,142.33662406007684,D,14.227362244891644,-53.970291987394795,E,E,1
Married,Brazil,Bisexual,26,B,104.06487893938699,62.52673529656836,E,-23.3631994306395,E,27.59257031948026,A,-46.114241343962654,54.043655253409476,E,A,0
Divorced,India,Heterosexual,22,C,68.68995079611977,73.1043476563809,A,117.05539689169468,B,45.58672664367984,A,83.5265975777425,-83.07801058909747,A,D,0
Single,Brazil,Homosexual,63,B,57.69515267361444,192.88549121847848,A,95.14786854059511,A,-159.7636363847948,C,50.168016094095634,-10.819519301746935,A,D,0
Divorced,UK,Homosexual,39,B,118.98338080451765,114.74341418273342,C,-160.3284586150682,A,-80.82254388746102,C,-34.80464854035762,35.71113548742407,B,C,0
Single,Other,Heterosexual,69,E,33.695059734199425,-136.72844837332661,B,-95.41912434222411,C,78.90442314319674,A,-179.02646288990468,-1.7580855881266577,D,A,0
Married,Brazil,Heterosexual,50,E,-307.7376130789367,-9.686234460139765,A,-19.754479839800638,E,-59.81223996622389,A,-35.95839325677374,79.39454315836784,B,D,0
Divorced,Other,Bisexual,54,E,66.35731614126333,-60.32319854957646,C,94.34572148840877,D,-135.12287080492342,E,173.43109018108208,-101.81084744404822,C,A,0
Married,Mexico,Homosexual,33,D,98.10653393281366,63.39651269328748,E,-1.090251866073374,C,-50.70388807333689,C,10.840622369838801,-47.339401383851744,D,A,0
Divorced,Other,Heterosexual,28,A,108.54097125879451,-115.59306742552873,B,134.88847147238369,D,-19.095655193902758,D,-192.138162334624,-6.688143645655336,C,D,0
Single,Mexico,Bisexual,77,C,165.13795490838243,10.888497489193819,A,157.32821550641953,E,-175.26195167662988,A,58.120708445522794,-29.96186043879448,C,A,0
Divorced,Brazil,Bisexual,70,D,113.86705750959294,23.48100635578588,E,-132.76017216109156,A,-8.991577286878805,C,-85.00632737294403,59.93107399336092,D,C,1
Widowed,Other,Homosexual,67,B,94.60010866398112,65.0559575428554,C,83.06771529774505,C,-117.90496673749062,D,-98.90728348302684,6.1312063011501206,D,C,0
Widowed,US,Heterosexual,47,C,16.352835516606305,-33.96673857310941,C,149.66340572616716,A,-86.84355452307501,E,-52.34277280216616,37.79611567528244,B,B,1
Widowed,Germany,Heterosexual,67,D,-92.346079808795,-148.4679091364566,B,66.45392182466283,A,-45.79744773497731,B,-4.44902911842633,110.34902733518072,E,C,1
Single,India,Homosexual,72,A,170.4136922596603,-21.41916817485018,C,-178.60897156434515,B,-173.38843919065155,A,22.81841849216178,136.2931420503468,E,C,0
Widowed,UK,Heterosexual,72,B,-157.40734883955633,-23.80334636681754,B,132.67713668953522,E,-105.5907161459938,A,101.46206258624086,52.75044373904591,A,D,0
Single,China,Homosexual,46,C,88.72894308182946,-193.5956228843564,B,44.84725521979581,C,43.60373714659234,E,-56.93625988377191,11.970496333633166,B,D,0
Married,India,Bisexual,46,C,-23.83425777076623,-80.35675914500379,D,-261.5079283756246,D,-110.72293339383647,B,-130.33488587857616,-54.10332403477186,E,E,1
Widowed,US,Bisexual,65,E,74.04409955493803,-63.85553495317161,E,80.65129028264838,D,-127.51678167534502,E,68.5454822638987,31.543870611837715,D,B,0
Married,Mexico,Other,53,E,122.76031901012665,2.471445610647214,B,180.33298039391278,C,100.91245627834525,C,-263.90166628983957,85.54515456247384,B,A,1
Single,India,Other,64,A,-50.229076399197695,-91.31033254286102,C,-69.9213643301223,A,18.781942816200257,E,-181.38747487227997,46.243384222524604,B,C,1
Widowed,Brazil,Bisexual,59,A,20.463401442448546,82.00790160503465,D,137.34712946158123,D,-39.05316541133453,E,32.77264755103997,-19.506063932558522,E,E,1
Single,China,Heterosexual,54,A,-11.921051756560097,-51.667280921546556,E,-133.52494531462094,A,-11.850253335214624,A,-86.11187020457672,-166.821731616852,C,A,1
Married,India,Homosexual,54,B,-40.70736640242229,-17.137100238431156,C,84.12133391593963,C,-104.24523419315723,D,-132.53185742039452,58.716282922192676,E,A,1
Single,Brazil,Other,58,A,-54.7919486325592,-117.99823374359309,A,-45.13486717322164,C,180.77837480933132,D,207.7997537556651,81.89067336451279,D,E,1
Divorced,Germany,Other,52,E,55.81988260607873,-27.700751998264046,D,19.945089276091295,E,-75.61240610785359,D,-23.36054865584251,24.647056568323595,B,E,1
Widowed,Other,Heterosexual,31,A,-217.20185109243508,95.74547947340962,C,45.413078320757364,B,-4.119454883059312,B,-63.30642720660453,-154.88969726842043,B,D,0
Divorced,Other,Homosexual,41,D,-10.857526826997987,61.984925808121226,C,135.13679181323747,E,-149.12578151579325,D,118.61064262997039,11.601584692191839,E,B,0
Married,Other,Homosexual,72,C,-30.39437843377054,107.52892607654574,D,14.13364379181525,E,26.095865117412693,C,34.866065772998766,-83.59049895542222,A,D,1
Single,UK,Homosexual,34,A,38.83461196614768,12.554336861007423,A,41.7466811130121,C,124.98727378639349,B,-39.41645340558457,57.758196395434524,B,E,1
Married,Other,Homosexual,21,C,-65.37124862085344,90.18772610998857,A,-143.42087733469316,B,-132.73521755736854,B,101.1630437381108,-37.70815205498529,B,E,1
Single,UK,Other,67,B,142.7699830499796,-136.8577000796683,A,-64.92526353942897,C,-130.25496716466012,C,35.600377840959816,-9.907002214713172,C,C,0
Single,UK,Other,66,B,25.116707952742175,104.29566006844695,E,161.02877950949457,A,104.76980463844552,B,-20.182684762211373,-166.84732754037069,A,E,0
Widowed,Brazil,Bisexual,51,A,-15.442350230402777,132.53647132022542,C,-40.89749825764077,C,-247.924922476846,B,258.1167696147711,-60.97564975551577,D,B,1
Married,India,Homosexual,75,B,28.930909698094315,-166.17973648485045,B,-67.52384965196936,B,-9.44445000714149,B,230.56096594078608,22.17422997809001,E,A,0
Single,UK,Heterosexual,53,A,35.28015793476298,-230.30178677313228,D,7.624741491369204,A,208.97116707896433,B,-20.614455514409975,183.17044983208027,B,A,0
Single,India,Bisexual,33,C,-105.20416090833666,-58.47620535767671,A,186.84320594326854,B,-47.82137216288461,E,152.9096276029083,-61.21084791743304,E,D,0
Married,Germany,Homosexual,53,A,48.970719206217574,-134.6976239248923,D,84.62340624784834,E,43.00474802608848,A,19.15279109433446,-79.088620742456,E,B,1
Single,India,Heterosexual,45,D,-180.5742313424353,76.27814987077522,D,8.767282125403204,E,-100.95050578926067,B,-29.887288783069682,2.0626170622607765,E,C,1
Divorced,UK,Heterosexual,72,D,70.38234425920658,152.49730829899937,A,-26.590827556028678,A,-93.06986719707736,A,219.11591982628354,-112.79955442217198,B,A,0
Married,China,Other,40,C,-24.941276604674815,28.55716126856872,B,25.4504372907537,A,-31.16674132513274,E,-124.63657617401103,-10.898763257708932,D,D,0
Married,India,Other,78,E,-177.88674778174482,12.894073059938806,D,-98.98754030061248,B,-166.3583191266688,D,79.90841135371308,91.6983727274357,D,B,0
Single,Germany,Homosexual,35,B,-65.84195077767313,31.924267536635654,B,70.98805189453226,C,36.5996455707237,E,-137.97572545235857,72.50443373428152,A,B,1
Divorced,UK,Other,54,A,-56.543651683437666,86.74112165073288,A,58.280098073902955,C,30.447601897226928,E,44.202969740319915,-78.0387846430437,E,E,1
Married,China,Bisexual,75,D,-139.04346741555506,-151.3987946799863,E,-39.78819091994443,C,115.75920502863354,C,-47.864182290203225,-52.91921010618966,C,E,1
Single,Germany,Other,64,D,21.680042664727452,-30.695609964199054,C,-126.84497493294542,B,1.5113410400960046,D,53.933619145623,-95.54800863620268,D,B,0
Single,US,Homosexual,29,B,-16.17519954482732,58.03971074553904,C,178.47675183845868,B,67.40946455764316,B,27.66106275524654,-93.01864050564326,B,B,1
Single,China,Other,79,E,40.44067678412814,101.8037427631199,A,48.39422176280567,E,4.856012777093293,D,-83.0072000017592,-108.67761688494855,A,A,1
Widowed,Other,Homosexual,79,B,-18.418542731201498,78.3289619888479,E,7.284286365700115,C,9.724258822570999,A,100.25022105012809,126.31737945813268,C,D,1
Married,Brazil,Heterosexual,60,D,92.90339703846496,-97.108586292089,C,-218.78511825402626,A,89.03390245158349,B,-127.72361053072805,185.24918827239944,A,B,0
Single,Mexico,Heterosexual,31,B,-113.91709898265188,-64.58412771701461,B,62.711688844936965,A,-144.31662833679363,C,98.8277960200034,74.62891043131513,B,B,1
Single,India,Heterosexual,39,C,43.697636452610325,-74.95703781208721,B,54.66688264361367,B,-26.969570193096754,E,-62.97939504072044,-60.966364278735064,D,D,1
Widowed,Mexico,Other,46,E,-51.527407033189085,-65.8694685739939,D,-140.672856547732,A,-44.14114617143547,A,31.04740261966316,-89.93608281143432,A,D,0
Single,China,Homosexual,21,B,79.1411287416628,-172.01741404847922,A,11.733714628028013,D,74.97835378685956,E,13.817230080711951,-65.32639126168216,E,A,0
Widowed,Mexico,Other,34,A,-105.46576643626584,13.228273566611861,E,-40.880841498999274,A,127.64533086318899,E,-17.13560153154604,19.10880421434073,D,B,1
Divorced,UK,Homosexual,37,B,-37.11641698075419,48.10057057503002,B,-16.876657621328583,E,-136.59268095156511,B,-60.451678739856106,114.27419026642147,C,D,1
Single,Germany,Bisexual,27,E,-74.39284428475472,-107.44902691459883,A,-54.81199029699489,C,-158.50926078466526,E,-147.64756636302997,-62.214756005226924,E,C,0
Divorced,China,Homosexual,62,D,23.379105262455287,104.81177207223875,E,138.54393857325212,C,-134.02382516997926,B,15.912651824616214,49.02215114151222,E,D,0
Married,Brazil,Other,47,D,17.288317407000726,-127.18363836832197,B,44.70564087366748,C,87.84050542155491,A,102.54780539120777,224.54216997709722,C,C,0
Widowed,Germany,Bisexual,19,D,46.00252957165037,138.03227303241354,A,15.086527986568715,B,69.46767634112786,D,-51.96601622661825,-87.48322702033477,B,E,0
Widowed,US,Other,41,D,68.9957511376986,58.55959704841681,A,145.18317978907865,E,23.13147070256735,C,-76.06349885696139,-73.54293822370614,E,A,0
Divorced,China,Bisexual,33,A,52.87622403428117,24.589766630999303,E,-149.59400187379458,E,-24.29569533668585,A,-5.5030356395675355,-1.5547870721650714,E,D,1
Widowed,India,Other,44,B,25.45949306498586,147.278504203014,B,-104.8801521402773,E,148.65368921649818,D,-20.312840160632017,-90.72763187064425,C,A,1
Single,India,Other,26,C,-66.44543722937976,-131.024383460254,A,147.84932677543938,A,216.06431467094768,A,0.9546024084076032,144.32475740854832,D,C,0
Married,Brazil,Homosexual,61,B,0.13472241522852133,41.766936094314296,D,35.73610818647609,B,112.47135618095268,C,-67.03757378052062,-47.10577404301635,A,E,0
Single,UK,Other,35,E,127.99903207764349,27.403638055092156,C,-101.82111272763873,B,66.25742678917557,D,10.66721772294581,-128.9337560220902,B,C,0
Widowed,Mexico,Heterosexual,25,B,-229.07929298174614,95.35403409889605,D,75.63109405943383,E,-84.01228686901256,A,38.36968844714273,-36.319535917589086,A,C,0
Divorced,Mexico,Bisexual,70,B,-58.03599842579102,50.68027370266965,D,-68.31616474554825,C,-3.3107720414824535,B,-126.29278698360935,94.48645376386025,D,B,0
Single,Brazil,Bisexual,22,C,-95.6166315998408,97.9863297223852,D,-31.828319495049577,B,-2.5125636518889176,A,-81.63336111235377,-161.33756166892212,A,B,0
Married,US,Heterosexual,55,B,-6.947054356497068,-2.329803215504336,B,144.8365598755213,B,-10.342385109442162,E,69.98833037574929,39.57582457682044,C,D,1
Divorced,Other,Heterosexual,33,E,33.83362684519438,-246.58046506158053,B,-50.02860318521169,A,131.6412958012126,A,27.00782404735435,41.5625525821917,C,B,1
Married,Brazil,Other,60,B,186.45216681520247,-123.01557992836307,E,-117.42415536279434,A,147.40670338705638,E,63.981014880870866,-83.27270786274009,C,E,1
Divorced,Other,Homosexual,64,C,-24.773403072405003,-43.44601743982186,C,-144.33740075395423,E,11.259557826763253,C,-81.3999398367646,23.71830362124884,B,B,1
Married,Other,Other,30,A,-19.066701300243892,63.761291391885734,C,-148.8459220833961,C,-77.07673822899129,D,-42.76432563084817,64.25388532862002,A,E,0
Single,UK,Bisexual,68,E,145.27663378366253,-2.533511681658262,E,-288.5690565210976,A,-47.014831094244364,A,137.83661103098507,223.9773344547109,D,E,0
Single,China,Heterosexual,32,C,-45.24433302560103,19.176475383196124,B,-59.238603511865186,D,-63.1487067939278,B,-28.97972358028576,250.30053209951325,E,E,1
Married,Mexico,Heterosexual,22,E,-0.6633562266451047,-82.2369571348059,D,-207.40409345378472,B,-45.18035088417008,C,26.26494566761065,-19.139450477272373,D,A,1
Single,Germany,Other,57,B,-69.39969238937813,-39.59759240239132,C,149.08132522708317,D,97.11959059937024,C,-81.79661426292714,43.71748525288439,A,D,1
Single,Brazil,Heterosexual,28,B,30.92701990790672,39.29773324631725,C,147.5760459232181,D,-24.315914196849764,D,-35.35784758773599,41.35979913277132,B,C,0
Single,UK,Bisexual,75,B,-133.1850650664044,-85.56344938572539,B,-70.53326266020375,E,44.564691063598985,E,-53.557495073009434,51.6834978468123,D,E,1
Single,Brazil,Homosexual,46,A,104.21748276282416,-36.30738737662105,B,105.15946201742518,E,85.48592130526411,C,14.59567881985657,-81.0823681639774,B,E,1
Widowed,Brazil,Homosexual,79,E,-91.95460704093654,-13.395919394762101,A,112.63407074385043,C,-24.092013216456724,D,116.33219030633035,-132.49935610963573,C,A,1
Divorced,Mexico,Other,41,B,107.12187849868258,-20.573546932694917,A,24.64025514619424,B,-11.16806770365552,A,8.509849291417959,110.69456059136726,E,A,0
Married,US,Other,60,D,18.71208484140606,-230.8566404583441,C,45.412747538894045,D,-126.70576359918391,B,-78.98818727511382,-30.845552882019987,D,C,0
Single,Mexico,Other,24,B,67.55029691789765,-5.188238629296438,E,44.16056136823819,C,-201.31427884247995,E,-44.475717814272535,97.97167405535593,A,B,0
Single,China,Other,24,D,73.38055697973425,75.26424204284295,B,143.63698238420386,A,127.39712564070867,E,125.6240090395494,-123.71688827982048,A,B,0
Widowed,Mexico,Homosexual,54,D,43.91168636455981,-135.59076065414862,A,-53.13632844247592,E,154.73491231439112,B,100.39700695711315,59.70326489111272,A,A,0
Widowed,Brazil,Homosexual,55,D,-11.18268233936799,68.85174521702181,E,6.626871858396406,C,35.72433977176376,D,-112.08196764380529,97.35193660420197,E,A,1
Divorced,Other,Homosexual,70,D,68.94157409035684,-29.768980604925698,E,-71.76297186489606,A,200.79398585187477,D,57.041996807591474,34.2774004136995,C,C,0
Single,Other,Other,31,E,-15.45122165315195,94.40024851052597,D,-109.247501092348,D,120.96901635972148,D,-163.57944525949637,-6.9781378078088405,B,C,0
Widowed,China,Other,25,A,32.225441201346335,11.673758976147143,D,137.69661575178205,C,-87.04959898318188,E,22.664491259375517,-135.37965405974995,E,B,0
Single,China,Heterosexual,76,B,-48.422837523642364,-45.89756080112574,A,-81.45789161098861,E,125.26454195616219,B,52.09569669119518,-54.19210765202565,D,D,0
Married,UK,Heterosexual,34,C,-137.00386983131668,79.80809159807288,B,41.24955203659459,D,96.66342731342283,D,-23.170036437869427,-25.81535823465136,D,A,0
Married,Brazil,Homosexual,76,B,-111.57203179877648,-4.890958493336561,D,29.368143053924406,E,-44.20210967325975,B,37.941083633578174,-14.825925537450269,C,D,0
Widowed,China,Heterosexual,20,A,-34.804750584378894,-55.07654304902875,A,-76.70837254038754,D,121.19162832578382,C,78.72722465754363,174.7458102364255,E,B,0
Married,US,Bisexual,18,B,52.75024821406467,27.623566452248333,B,83.15965669368923,E,89.06749563031651,E,26.98047836609842,109.7556493178734,A,D,0
Single,Other,Heterosexual,63,C,-155.0617297758966,-101.69823379216199,A,-26.087393542043714,C,122.70481456177882,A,6.159423574514101,39.026469090330615,B,B,1
Divorced,Germany,Heterosexual,52,D,-68.20670403059485,139.43466460040335,E,-238.93595611184503,E,-38.95422023359269,E,-48.09113306464772,-104.19608291950944,C,B,1
Single,Other,Heterosexual,54,D,9.078455258512923,-163.0912307166521,E,-169.95759438069547,B,-277.7634568237479,C,43.26037257175485,66.12844238300747,B,D,1
Widowed,Mexico,Bisexual,72,A,48.59222404488206,-18.190432432479266,C,-86.57363695421269,C,6.728044682094386,C,-4.436971388962573,-74.39890893731102,B,C,0
Divorced,UK,Heterosexual,64,E,-38.927419052426806,-205.4587526517984,C,201.47111829925407,C,39.37714026098655,B,-106.00466029824149,118.88181273200283,E,B,0
Married,Brazil,Heterosexual,21,D,-34.346716243081794,72.85894915708954,D,20.36062920002362,B,-169.30621707799,A,-12.860594912931713,124.27160602823268,E,B,0
Widowed,UK,Homosexual,44,D,-28.85294814214215,-3.4991161083985625,B,-69.30751171491238,D,185.6992274359554,A,190.3235339831755,122.65159755545882,D,B,0
Divorced,UK,Other,23,C,-125.45345859727601,-12.157481923369511,B,-51.57429830583622,B,90.02596430387513,E,-34.947737433107235,141.60412116436646,C,D,0
Divorced,Other,Homosexual,45,E,50.463303313484964,-39.97167068452285,C,-94.75058978594171,D,14.932095708477275,E,-8.806568875785155,38.43990139185703,D,E,1
Divorced,India,Homosexual,28,D,-239.34368851417548,58.66685743751494,A,-95.51290881430593,B,93.07793941428265,B,-9.771400959661914,-30.03532791632562,E,A,0
Single,Other,Other,60,A,-13.54476608098339,-195.14225134103563,E,15.147833649874842,B,-16.718505368907902,A,-115.98050386136795,66.80421655376263,C,E,1
Married,Brazil,Other,64,C,130.38100775452492,52.75457815422898,E,60.71144564083985,D,-99.82210802542342,C,-34.65381381394831,-75.3234233559229,A,E,1
Single,US,Heterosexual,25,D,33.90666669627917,-63.74385270044882,D,1.997104391640117,B,-44.61761444153403,B,-33.166940739640744,155.87829707229562,D,E,1
Married,UK,Heterosexual,60,B,-143.9902198019994,53.71974142511322,D,-38.54786566324893,C,70.38952937081376,B,70.2621087564376,36.05210078867703,C,B,1
Divorced,China,Bisexual,58,D,-234.6037569184127,64.36428502347621,D,64.06251622559373,D,53.13676891813506,D,-119.96608343767903,-185.83097403073555,D,D,1
Widowed,US,Homosexual,49,A,-28.02697462149868,9.28442041704022,C,-58.88639934943516,A,30.11604925738574,D,291.4105222424268,87.67513881952567,E,B,1
Divorced,Germany,Other,67,A,2.530850564245544,-196.18883072195516,D,-163.7394949915184,E,3.105485845925056,B,-168.33166285264744,1.9345107314607695,E,C,0
Widowed,Brazil,Homosexual,34,A,7.013530976209396,41.61502292869144,D,-36.407638337630715,D,-101.17650001169207,D,290.76813989309375,-159.16715084100025,E,C,0
Single,Mexico,Other,35,E,37.63293432778767,123.83277379598547,C,67.38725588862846,B,-69.86770499824998,E,-51.53011799704,41.94080962924894,D,B,1
Married,Mexico,Heterosexual,66,B,16.05228190922389,34.61839675303474,C,66.28472264191012,B,-59.46784162615324,E,156.026040115018,-143.00167177946543,C,A,0
Divorced,Mexico,Homosexual,75,B,-172.67777653832258,74.41150387051705,D,-123.34816924934327,B,-7.3022122103230895,A,-60.76381184202519,-30.583859908157613,C,D,1
Single,Other,Bisexual,31,B,-3.4572335972857213,23.403001226650954,A,12.945159280672902,E,96.75009689055568,A,108.98184393674646,-152.6984731355372,A,E,1
Divorced,China,Bisexual,18,D,113.18495974243814,70.84141684999511,C,-163.04923444752325,C,-14.211754392376767,D,294.8616517946181,127.96277488981826,C,D,1
Single,US,Bisexual,74,E,-24.253094655250298,120.3816446752059,B,9.431174540534066,E,-198.45810531333728,D,-8.470659164491133,-44.58289129852847,E,C,0
Married,China,Heterosexual,48,E,-17.922461782432777,-237.24796170159675,D,132.16631052285854,D,24.502321872063355,A,-9.812009891059976,-111.53940301268499,B,B,0
Widowed,UK,Bisexual,71,A,165.74805480789485,22.33969802905424,B,-15.634333005529507,B,1.5911372226957876,B,98.52587342830488,110.13046820216485,D,B,1
Single,UK,Homosexual,40,A,-110.69844853559871,29.088098123465805,A,-98.28119986053461,D,-101.61010921708136,C,-31.321112401470934,157.82894173052654,D,C,1
Widowed,China,Heterosexual,40,C,-99.61955777604263,-117.79927935873418,D,-19.069352220651666,E,18.55176294832362,A,60.8484657057457,-65.38451860502657,B,E,0
