AgeGroup,ethnicity,military,religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
26-35,Other,Yes,Hindu,B,C,D,A,-54.00555469181695,67.51024993132482,A,-101.20670638715985,7.059033377069682,A,D,1
65+,White,Yes,Jewish,E,A,A,D,-114.09073567383365,34.64482800756433,E,1.2920394046057728,9.81870842041046,C,C,1
18-25,African American,Non-Veteran,None,C,D,E,C,19.700042372494465,61.34260835030361,A,-44.79289852072646,80.85325148545178,B,E,0
65+,Black,Non-Veteran,Christian,D,A,E,D,-108.20397350900399,98.56165016494938,E,9.811846275570804,-82.9431302089797,C,A,1
65+,Asian,Veteran,Christian,B,E,D,C,-17.350858551632093,44.9276218516446,A,-14.21569769086857,110.42042271267619,A,C,1
26-35,African American,No,Christian,D,D,C,E,-60.48279469850002,76.31088728418527,E,-57.88982673759486,6.9435126144609685,E,B,0
26-35,White,Non-Veteran,Muslim,A,A,A,A,-104.83500213155202,202.3331554893328,B,-74.07887614280783,-26.55684391580194,C,A,0
65+,Black,Yes,Muslim,E,D,E,A,-50.74533373246026,111.84684600691392,C,31.76666755401085,43.671393286849266,B,A,1
65+,White,Veteran,Jewish,E,A,B,E,159.2027712242472,-68.5755003392373,D,-67.48893617034419,-1.6992766027787491,B,D,1
65+,Asian,Non-Veteran,Christian,B,E,E,E,63.963992703449705,-70.15168769832292,E,-38.7998651951125,-134.56908522286963,B,C,0
18-25,Other,Non-Veteran,Christian,B,A,A,D,-37.658004586667815,-70.50025559509587,A,5.994192297761597,184.65734935725092,C,D,1
18-25,Hispanic,Veteran,Hindu,E,E,C,C,4.433124149618211,157.03544530939533,D,33.97549271690908,-53.544181707819504,A,D,0
18-25,Asian,Non-Veteran,Other,D,B,A,D,161.84442754999978,177.13044183658295,D,-17.128898564903892,-8.782592224440378,B,C,1
65+,African American,Yes,Muslim,B,B,A,E,70.33001148172009,-85.39855363292132,C,64.89185070331706,-75.6312632794876,C,C,1
51-65,Black,Veteran,None,D,D,D,D,68.98391514106297,102.68483213797326,E,-237.35447169684284,36.28704330439795,E,E,1
65+,Other,Veteran,Buddhist,A,E,C,C,-67.59137425401295,50.713781590728644,B,103.8284096862379,-55.37269899236259,A,C,0
26-35,African American,Veteran,Jewish,C,D,A,B,-81.78842237984529,20.906065884680178,C,-139.98402664669092,-68.66575072767841,C,B,1
18-25,White,Non-Veteran,Muslim,D,E,D,C,77.68444283589511,18.2925932259007,B,-86.12735730211972,-19.809078041318287,E,D,1
65+,White,Veteran,Christian,E,A,E,B,1.6635858092351548,70.30516471609883,A,-16.427933914860084,198.11848912230008,C,C,1
51-65,Asian,Yes,Buddhist,D,C,E,E,-9.012604464447678,-0.9602453799680907,D,47.61250258679895,-72.25041041160173,B,E,1
51-65,Black,No,Hindu,E,B,C,B,-15.898504472658356,403.56286995437796,A,27.331350421092786,0.9497422390890276,E,C,0
26-35,Hispanic,Non-Veteran,Muslim,B,A,D,B,-15.311011070115136,-16.943682587026295,D,51.18866655649599,180.42337961146748,B,A,1
36-50,African American,No,Other,A,E,D,C,-99.83605255068079,-33.512038496589525,E,-64.09770920304054,-55.11003249223319,A,B,1
51-65,Hispanic,Yes,None,C,E,D,C,-218.81575676426652,-74.14215032189493,C,64.40070688559368,-189.94086537401046,D,D,1
51-65,Asian,Non-Veteran,Muslim,C,D,B,E,-84.84038087833986,51.192744304624746,B,-71.63814440014757,13.120090618832378,E,C,1
51-65,White,No,Jewish,A,A,E,D,-81.14853263344463,18.71997913424296,E,-22.39715031481224,46.748871024924654,C,E,0
36-50,Black,Veteran,None,B,D,D,B,236.6719147875425,-9.268172970237119,C,29.351246172971486,-73.11819652328292,D,D,1
65+,Asian,Non-Veteran,None,D,D,E,B,-39.17158381220691,52.99113597075554,B,12.295896293910557,19.333676849880018,B,D,0
26-35,Asian,Non-Veteran,Hindu,A,E,D,A,17.712847224905886,16.034162768529473,B,153.2440489718632,-10.16188844796858,B,E,0
36-50,African American,No,Jewish,A,B,B,E,73.4137006627305,-6.682548913946413,D,212.98315077726198,20.575173827528996,B,D,0
51-65,Black,Yes,Muslim,D,A,C,C,-108.49724306695667,39.20783954300521,E,-18.243875656112927,104.27480621534625,D,B,0
65+,African American,Non-Veteran,Muslim,A,B,C,B,-84.77348362016757,-51.95307601402666,B,131.2128844681048,82.67773362198525,B,D,1
65+,African American,No,None,C,C,A,D,93.73024362530454,-43.48418857058991,C,85.29242022008542,-34.32515493082959,B,A,0
65+,White,Non-Veteran,Christian,C,B,D,C,78.8042525673837,156.26201091530166,A,-31.769249994504484,81.32478159471943,C,C,0
18-25,Asian,Yes,Hindu,C,A,E,A,95.03647495564863,111.89247535690896,A,42.70957714111029,-68.92048516595146,B,D,1
65+,Other,Non-Veteran,None,A,C,B,C,-51.93188965217431,-37.92627731755856,D,-117.83072197840471,104.7491186322687,E,D,0
26-35,Hispanic,Yes,Christian,E,C,D,E,117.91621859685462,-226.05731376138718,B,-105.02888469266307,79.18926458600872,A,E,0
51-65,African American,Yes,Buddhist,A,D,D,A,79.46459661761004,-186.5531722318527,D,-104.43845652331068,-72.25204188409353,C,D,1
26-35,Hispanic,Non-Veteran,None,B,E,E,C,145.15276155604516,8.967102523375315,D,-0.13373404787093401,-132.66174618792365,A,D,0
65+,African American,No,Christian,A,E,E,A,-57.01256083083972,-71.86165198441473,D,-21.24629217961705,-217.22474055339035,C,A,1
36-50,Hispanic,No,Buddhist,E,D,B,E,126.88786928847351,-73.44818926564844,C,36.556836093187655,215.55105463824273,A,A,0
26-35,White,Yes,Christian,E,B,E,C,93.3429659924384,-40.78854562383455,B,161.75452895188835,-26.02083873607445,A,C,0
51-65,African American,Yes,None,B,E,D,E,-158.0725273314776,-17.962087215869698,E,-6.078569119381305,33.86746914570323,B,D,0
18-25,White,Yes,Buddhist,B,D,D,E,-77.90774537466991,14.114395594755763,C,16.9867079712082,-128.13908803819905,E,A,0
65+,Asian,Veteran,Buddhist,C,B,E,B,31.631074745320753,-42.67140254488862,E,136.1835166529822,70.5646517862911,D,B,0
26-35,Other,No,Other,E,B,C,B,-41.67287490742402,13.276472982522275,E,46.354624589311015,-106.14503938813719,D,B,1
26-35,White,Yes,Hindu,B,A,D,A,-68.12311113571575,37.45290537919136,E,0.7927671396534098,-203.69238377674432,B,E,0
18-25,Other,No,Buddhist,A,E,B,A,88.57626096654674,8.678307475719334,B,42.91977082962282,-83.18767837046379,D,A,1
65+,African American,No,None,A,A,D,B,39.484187702923755,65.96763904276918,A,63.83440023378163,57.871605312551765,D,C,1
51-65,Hispanic,Veteran,Muslim,C,A,A,D,154.36273195091644,-97.32709608878423,A,26.846417498644985,270.74729430176666,C,C,1
26-35,Black,Veteran,None,D,E,A,A,-91.75322286401277,-123.57329158367224,A,41.99643823069768,55.71159495012603,C,A,0
51-65,Asian,Yes,Muslim,E,C,C,A,42.77400089481408,-57.927062495033596,C,-63.15902610473457,-28.660852968260198,E,A,1
65+,Hispanic,Veteran,Muslim,E,B,C,B,-0.08372107042696557,24.373205630107606,B,-20.864555273888545,31.361317913737995,D,A,1
26-35,African American,No,Other,D,D,B,E,46.98489576087122,-46.12466558141687,E,6.297100680050395,194.5755626430767,A,E,1
36-50,Hispanic,Veteran,Muslim,A,D,D,A,25.620134035966814,-55.197393850823275,C,-15.723621229453782,26.131141598771695,B,D,1
26-35,African American,Non-Veteran,Buddhist,E,A,C,A,-87.08910226268559,81.25156898662871,E,-81.28521430016376,29.626785741849243,C,B,0
36-50,Hispanic,Yes,Jewish,B,C,C,B,141.6696888677572,203.1538540076701,D,-51.61856576819712,-60.63667202198497,D,A,0
51-65,African American,Veteran,Jewish,D,D,E,A,-0.88789471434491,-86.04461705191208,B,14.776775648761175,17.518632466047023,D,B,1
36-50,Asian,Non-Veteran,Christian,E,C,C,B,198.66079449153838,73.48769384824976,D,-20.3970747586599,85.65790838776371,C,B,0
18-25,White,Yes,Hindu,E,A,C,C,24.783180498274202,-9.457430168027182,C,194.99096588286224,-6.9160698256671775,B,C,0
51-65,Hispanic,No,Other,D,A,E,B,-217.13671445490695,74.26554031637596,B,-44.418364132791375,11.489916290702547,A,B,0
65+,Other,Non-Veteran,Christian,A,C,B,A,-29.508462522524926,-126.74335145858863,D,-59.780683669801824,-67.71407080671776,A,E,0
26-35,Hispanic,Yes,Hindu,B,B,E,C,100.59349906052589,32.25288947513892,C,70.47689609743031,-217.77708707894809,E,C,0
18-25,Asian,Yes,Muslim,D,B,D,A,38.93754347340666,-43.26045959635347,C,-39.75078798500041,-4.538967055997154,B,D,0
65+,Asian,Veteran,Jewish,B,A,A,D,-24.386312538504555,52.34650591259877,D,-10.28831309092813,71.00300212974817,B,E,1
26-35,White,Non-Veteran,Muslim,A,C,B,B,-191.2605646599207,-31.745444450792032,A,60.90370882866463,40.29645722674255,B,C,0
51-65,Hispanic,No,Other,B,D,C,A,183.32946228159426,2.739301476337343,D,-8.592531890651541,-23.927678926609357,D,D,0
36-50,Hispanic,Veteran,None,B,D,D,C,244.825149555903,95.42777012799878,D,10.938819353479982,-84.9403625162694,C,D,0
51-65,White,Non-Veteran,Buddhist,A,D,A,C,-94.85891875040497,-115.54669097224557,E,-17.357183355595193,77.03176001616964,D,A,0
51-65,Asian,Veteran,Hindu,C,A,B,A,5.092967193453618,114.57280264352508,A,-31.375461989575204,-58.554635738712754,E,D,0
18-25,Other,Veteran,Muslim,E,D,B,B,162.29268771307238,-75.08980222737418,E,-79.7556987999975,74.01720362165251,A,C,1
18-25,Other,No,Hindu,E,A,D,D,3.97847582770276,-72.21493272074656,C,183.54562649835117,182.81397866159543,D,D,1
51-65,Other,Veteran,Hindu,E,E,A,D,71.04793905433206,-198.92659604615338,A,-201.9798695409345,95.69534090136985,E,E,1
18-25,Other,No,Other,D,C,E,D,221.53675307530892,-141.15062251391745,D,89.72895176365893,-147.19450882027724,A,D,0
51-65,African American,No,Other,B,C,B,E,17.382285079332284,141.3602897613595,B,-66.32428826715785,60.25856122280289,C,E,0
26-35,Hispanic,Yes,Muslim,D,C,C,E,81.52665687687147,12.628794719398728,E,167.99674661806668,159.40272187536175,C,E,1
26-35,Hispanic,Yes,None,A,C,D,D,-72.55877477223565,-131.606361945815,D,-103.32170451328125,92.37359604324394,B,B,1
65+,Black,Non-Veteran,Buddhist,C,C,D,E,221.70674662867435,-50.116713035393154,C,92.5087035432864,-59.798542410295305,C,C,1
26-35,Hispanic,Veteran,None,B,E,E,B,-17.140856158093438,30.59446072468604,E,7.393736985470451,178.78843624391118,A,E,0
36-50,African American,Veteran,Muslim,A,C,D,C,26.73980842017853,-5.593379568637969,E,-129.7428460872853,31.978024181094977,D,D,0
26-35,White,No,None,A,D,D,C,159.99746227104433,98.18186817049772,B,-37.3064779088729,-157.57135771095244,B,C,1
51-65,Asian,No,Buddhist,B,A,C,D,-205.2799564260686,-145.53175163334242,A,46.254540205715564,48.47133082694645,C,E,0
26-35,White,No,Muslim,C,A,D,D,33.169390021315834,118.44466723290539,E,-191.69838846004717,-94.77559958439788,E,C,1
65+,Black,Yes,Christian,B,B,B,C,-200.9491079742282,-257.53823123862765,C,-8.523554507576664,-81.63971796146576,E,D,0
51-65,Asian,Non-Veteran,Christian,E,C,A,C,-11.24462627781862,7.35518651412697,D,77.40729956852685,-58.81105230972182,E,D,0
18-25,Black,Veteran,None,E,E,E,C,59.066308112447764,-44.74145093921424,D,-79.99233676570982,143.99421671910594,B,E,0
36-50,White,Veteran,Other,D,A,B,A,-86.42291180833843,-37.04545812450762,A,9.78175859902869,130.8552248160544,C,E,1
36-50,African American,Veteran,Jewish,B,C,C,B,-84.33916026599324,-203.4640698461919,B,112.3528845395053,-67.43660560143381,C,D,0
65+,Hispanic,Non-Veteran,Christian,E,A,C,A,-137.95840067916734,-96.85908608159062,E,63.700719809495766,186.57227571167434,E,A,0
18-25,White,Non-Veteran,Buddhist,D,C,A,A,-136.51265873294497,29.73490021546964,B,26.992404494122763,-106.83121185935475,A,A,1
65+,Asian,Veteran,Other,A,D,C,D,78.79273673671894,-6.100977767954375,C,102.42150606162849,-258.3575805871605,C,A,0
65+,Asian,Yes,Hindu,D,D,C,A,-59.36682760143246,18.59759048592748,E,30.069136262285777,-67.87566529238535,D,C,0
36-50,White,Veteran,Jewish,A,E,A,B,15.64150422373932,101.14688059104505,E,-69.26357429297813,-55.581043853308834,E,D,1
51-65,Black,Yes,Christian,D,C,C,C,-8.815240254069348,-173.20747401831485,E,106.82873916041669,-150.79866955119573,A,C,0
26-35,Other,Yes,Other,D,A,E,A,102.36839203488528,-138.69599265929943,E,-132.25838151434698,-74.53861560070798,B,D,1
26-35,Black,No,None,D,D,B,B,-3.034233954954635,-40.58567399661283,C,0.6106535261880658,-4.374513277012621,E,B,0
36-50,Black,No,Buddhist,A,C,A,B,80.18419259491571,74.17639279681933,E,-45.997729714261204,51.28132303830583,A,C,0
65+,Hispanic,Yes,None,A,C,C,E,-92.26215304279127,42.23419845097824,C,32.8427022691619,9.432230803426652,D,C,1
51-65,African American,Veteran,Jewish,D,E,B,D,-89.81017910673313,-104.72810310497177,A,4.489309852377674,-0.12165237402163409,C,A,1
65+,White,Non-Veteran,Hindu,D,E,E,B,99.46894997412284,28.341235711079687,B,-89.65684904055266,48.58341266193044,B,C,0
65+,Other,No,Hindu,B,C,C,B,-127.38911019226668,-117.89660565311016,B,40.316276695939465,15.831336991798054,C,E,0
51-65,Black,No,Muslim,E,A,E,C,69.95539762861826,-20.503451105385835,D,-20.511792411393024,170.68244511087306,E,C,0
36-50,African American,Non-Veteran,None,A,E,D,D,-63.42099073226882,48.358900024470245,A,32.845928130846744,35.84407030583955,E,C,1
18-25,Asian,Veteran,Muslim,D,B,A,C,102.7260255296502,122.60237784735185,C,147.33697378402283,-43.418017615808786,E,C,0
65+,White,Veteran,Christian,B,C,A,E,22.30983631541372,-22.561320628583058,C,-25.478737255922347,-56.566586955154385,A,D,1
65+,White,Veteran,Other,B,C,B,A,4.906193294374503,-76.5319109827574,A,87.75013440455712,-77.10063425208669,C,C,1
18-25,Asian,Non-Veteran,Other,D,B,D,D,-184.37272185733588,94.89819891550944,E,25.7857148915902,-149.46646362528463,B,C,1
36-50,Other,No,Muslim,C,A,D,B,138.06211991767773,44.23602331280157,E,133.78074549916744,111.43302431755959,C,A,0
65+,African American,Veteran,Hindu,D,B,C,B,36.46007602260931,-79.0189565698874,E,-25.200305998779804,154.24318878912743,C,C,1
36-50,Asian,No,Muslim,E,D,B,D,-58.484137694535264,-155.02391850283408,A,17.131816594467384,189.7862808259614,E,A,1
18-25,White,Non-Veteran,Muslim,B,E,C,A,138.34349157990243,51.05706652987424,C,-124.69336149621614,-163.28561944205788,B,C,0
51-65,Other,Non-Veteran,Buddhist,E,D,B,B,-89.15515257229882,-25.01971709624299,D,-2.982037813409959,71.93906885357464,A,A,1
18-25,Asian,Veteran,Jewish,C,A,E,D,-57.78354271418794,-8.250583893013989,D,-1.4556967793928532,199.65524842045406,E,E,0
36-50,Black,Veteran,None,A,D,D,D,-182.53866220167706,-183.7426168122892,D,52.760065811528044,29.86347335384274,B,A,1
26-35,African American,Yes,Christian,E,B,C,A,-67.82582832671324,-32.525443085845204,A,-32.0633540351932,92.28819261674013,B,C,1
65+,Other,No,None,C,D,D,E,30.956814500933717,35.69324909982864,D,4.178767666161484,-119.05612903343714,B,A,1
26-35,African American,Non-Veteran,Other,A,B,C,B,8.300729373366632,-20.451545989339863,C,-9.145487662349721,40.99023827990116,A,B,1
36-50,Other,Non-Veteran,Other,A,B,C,A,-61.103494090149,1.324750737600799,D,148.58118226445202,12.513514734889783,C,D,0
26-35,Other,Veteran,Muslim,D,C,B,A,39.265887637811474,82.84957472253414,E,-55.64310473684421,-66.54435194278442,A,E,0
36-50,Asian,Veteran,Muslim,E,E,A,A,28.543419063933438,52.73339526277363,C,31.592037677785324,-118.24484111729987,C,E,0
51-65,Other,Veteran,Christian,C,E,D,B,135.43682202657158,-229.44807264190575,D,-77.3921821998264,139.2224425958314,B,C,1
36-50,Asian,Non-Veteran,Hindu,D,E,B,A,-159.7350915427952,40.652145100275774,E,79.41756053185435,-69.54126940706706,C,A,0
65+,White,Yes,Hindu,A,B,E,E,34.61854834734686,185.5601687979632,D,-51.38706847539045,117.16244782685155,C,C,0
36-50,Asian,Veteran,None,E,E,B,E,92.53513613191244,-98.50638764792987,D,-178.39520993984488,114.39017071830871,D,D,0
18-25,Other,Non-Veteran,Other,E,A,D,E,41.3700847334024,217.53850823407984,C,-106.50101548539695,-135.53588891812353,A,B,1
18-25,Black,Non-Veteran,Christian,E,C,D,A,13.307984373601833,-204.2168404124285,D,2.899252866354928,91.42661849076717,D,C,1
36-50,Black,No,Muslim,A,C,C,D,-125.90099936787946,71.92709651986455,A,191.54508943274087,26.650482213547793,D,B,0
18-25,African American,No,Muslim,C,E,E,A,-151.68967648242122,-42.83493294425612,C,147.9152881014422,-71.94921167735806,D,D,1
18-25,Other,Veteran,Buddhist,D,B,E,D,64.15818964255737,-204.53904651277674,C,-62.599349135503005,-27.740237938867047,D,E,1
51-65,African American,Yes,Buddhist,B,D,B,A,88.01541168657074,164.23992451127592,E,106.23961191669751,18.499321705949782,E,A,1
36-50,Hispanic,No,Other,A,C,B,C,-35.415666355766795,-170.8270409045664,D,-2.949010865139928,-67.10243616300556,C,A,0
65+,Black,Yes,None,A,C,C,E,7.348792753233456,-103.71295369159883,D,2.9604113420130633,38.31574690595983,D,D,1
26-35,Other,Non-Veteran,Buddhist,B,E,A,B,-118.3802795821961,132.33341373113154,B,-31.6517397675501,16.266524188461432,C,E,0
26-35,African American,Yes,Christian,B,A,D,C,33.84742664324674,-192.20017250113887,C,-62.781511161165284,61.66092275009403,D,B,1
65+,Black,No,Hindu,B,D,C,E,106.39548747732583,25.7115290598039,D,160.00423074889457,-162.62923728177893,A,D,1
26-35,White,Non-Veteran,Muslim,B,D,A,D,-15.842753598266631,-8.162374476912335,D,2.5711323929863883,9.620787851581976,E,C,0
51-65,White,Yes,Hindu,D,D,C,A,-199.7444913987157,-85.9304661392993,A,-160.80808687513988,78.8827763885602,C,E,0
18-25,White,Yes,Christian,A,B,E,D,86.32124888632544,-18.61860315143222,D,-40.92355532952322,-158.96876808719156,E,B,1
26-35,African American,Yes,Other,E,D,E,D,-171.28042804475484,69.95031211357092,E,37.913412792099734,-167.2681002431715,D,E,0
65+,White,Yes,Hindu,B,A,D,C,29.245348698246225,87.64828791219334,B,-32.54255730730042,48.11149278323082,C,E,1
36-50,Black,Yes,Hindu,B,C,C,B,-38.91233731091416,147.8884043536027,A,-47.49445677361563,-43.33414933434874,D,B,0
65+,White,Non-Veteran,None,D,A,C,A,67.1643301204686,74.37802798272757,A,-34.004146962645194,2.1369860633225772,B,A,0
36-50,Hispanic,Non-Veteran,Jewish,D,A,D,B,24.685170394301906,-93.29857683677105,B,102.69426580823917,-22.331896086705513,E,E,1
65+,Asian,No,Christian,A,D,D,C,166.47771194716898,122.40981953427932,A,70.7528873147136,-6.472700017421983,D,A,0
26-35,Other,Veteran,Other,C,B,C,A,118.3444245754193,71.75949621749109,E,-43.50805893290756,-40.58691017951952,E,A,0
36-50,Black,Non-Veteran,Buddhist,A,C,E,B,-115.53156381310879,-51.357382257689274,D,170.58816952431553,-95.79255579434135,A,E,0
51-65,Black,Non-Veteran,None,A,B,E,A,201.54418558100656,127.71972814596573,A,-54.09509769174352,-44.65433326631892,E,A,0
51-65,Other,Yes,Other,B,D,E,D,58.22459266413165,38.83163903826752,D,-117.10280841162921,84.88824364779651,A,A,1
51-65,Hispanic,Veteran,None,B,B,C,E,39.152678024270685,30.47213148062226,B,-145.8802701923754,-14.953450907437382,C,E,1
65+,Other,Non-Veteran,Hindu,E,B,D,C,62.53935968096817,208.66420508165882,D,0.5482708357756032,49.051077381842504,B,A,0
51-65,White,No,None,A,A,E,E,-82.04289881537174,-45.984731449099804,E,-46.830794157636575,-171.66870611437835,B,B,1
26-35,African American,Yes,None,A,A,C,D,172.49216639918436,78.6056924292836,B,85.74900740850268,104.98833735337485,E,A,1
18-25,Black,Yes,Muslim,D,C,A,B,88.38879939880805,-5.448294804197756,C,119.54417550457252,179.85787018324933,E,A,0
18-25,White,Yes,Muslim,E,D,B,C,73.70534696435344,-24.154977062372225,D,118.08320389221987,-120.3188048731177,B,C,1
36-50,African American,No,Hindu,A,E,A,D,-56.60358980905704,-55.449955480333855,E,-34.506809245080845,79.04614520099095,A,D,1
36-50,White,Non-Veteran,Christian,E,E,C,E,111.91844506830029,74.66542398705404,C,34.36419901355806,61.15058690153064,B,B,0
65+,Asian,No,None,D,B,D,D,66.94491685593715,26.550669061278555,C,-62.3187308619396,-8.109085234241206,C,A,0
51-65,African American,No,Christian,B,A,B,C,-68.59011852883576,-157.01044151655452,D,16.954831069711744,-23.429955447720282,B,C,1
51-65,White,No,Jewish,E,C,B,A,30.7444159242176,45.173150345373045,A,-142.48317268936265,100.52129225615182,C,D,0
26-35,Hispanic,Veteran,Hindu,B,E,A,A,186.1977985303859,-22.376022095359932,A,-61.02859999397945,83.81004476219701,B,E,0
51-65,Black,Yes,Hindu,C,D,A,B,-19.208190302261848,-49.424532196031414,B,135.71705803691435,-96.57275402779068,C,D,1
65+,Black,Non-Veteran,Muslim,A,C,D,D,-17.063501402225324,33.74111062767826,B,-144.3134259493286,-24.80366183149643,E,A,0
65+,Hispanic,Veteran,Christian,D,B,D,B,-142.9761257064093,-52.21782343721008,E,-64.27648579853681,-41.16128948260157,A,B,1
26-35,Other,Yes,Muslim,C,E,D,B,32.1851217629106,44.73048118933447,C,13.32631776628968,-182.80258487669155,A,D,1
36-50,Asian,Veteran,Hindu,A,D,B,C,82.49260920820166,-115.94649344273729,B,-81.75390677220105,75.50316875010287,A,B,1
26-35,White,Yes,Christian,C,B,D,E,17.528466746861575,104.96404540947728,B,89.87789291956759,90.64711911480818,E,E,0
18-25,White,No,None,D,E,E,E,-66.6968111173078,68.30894575456485,E,70.99915571913911,-117.67822551023089,E,C,1
51-65,Black,Veteran,Buddhist,B,A,E,B,-47.83105194573655,-8.767534258975546,D,146.29852316571228,-146.12323944908007,B,E,1
18-25,Asian,No,Christian,C,A,E,E,20.47685175409784,27.66915585804604,C,-235.32412348722588,-50.2170251359866,B,C,1
26-35,Other,Yes,Christian,A,D,B,D,277.43507692274443,22.91671698753378,B,48.016176770283145,93.84548239566965,B,D,0
65+,Black,No,Christian,C,C,C,A,-255.0123164463717,96.41984798704515,C,107.43899478676751,-113.22611470307142,E,A,1
36-50,Hispanic,Yes,Christian,E,E,B,A,-149.34709690595014,-56.8433478568429,E,24.66421549389464,-46.05448666651422,D,D,1
36-50,Hispanic,Yes,Christian,B,B,E,A,106.40537871243816,311.9466913715437,B,26.554269914203214,-146.63100374615036,E,B,1
65+,Asian,Non-Veteran,Jewish,A,A,A,E,246.29359666993008,99.70918527201572,B,133.9579848755242,84.35698490208709,C,B,0
65+,African American,Non-Veteran,Other,C,B,B,A,108.45244678759485,-34.349535302754525,D,-111.34387766703139,-11.353190961794986,E,A,0
26-35,Black,Non-Veteran,Jewish,D,B,D,B,-2.5646256287596083,-78.98208517366689,D,-83.66430765019302,-172.9655295602185,E,B,1
36-50,Black,Veteran,Other,A,C,B,B,-104.56003631232437,152.37565815004473,D,41.92767690508538,-50.02597038951667,D,B,0
51-65,Hispanic,Yes,Hindu,B,C,D,D,-36.45996635615188,-24.73275664418335,E,69.45591443596338,33.39216431172732,D,E,1
18-25,Hispanic,Non-Veteran,Christian,E,D,E,D,-167.89377312055674,36.387014842924906,B,248.12766932997312,-48.741160340156775,E,B,1
51-65,White,Veteran,Muslim,E,A,B,C,-104.09389000116593,-158.9009665885127,B,33.89975511672858,-119.57217892791918,A,E,0
18-25,White,No,Christian,B,A,D,A,65.559456985917,20.798508334285646,E,-58.55886254794351,-63.5147083538778,E,C,0
18-25,African American,Veteran,Hindu,C,C,D,E,26.600806946945056,-39.01392375422191,E,123.16481564034711,-5.3036064895087405,D,B,1
36-50,Asian,Yes,Buddhist,E,B,B,E,-97.92141268604361,-129.3190947035941,A,82.47870888971246,-131.91642028832584,D,B,1
26-35,White,Yes,Muslim,C,A,C,C,67.11871025846959,-61.13266752726516,C,-9.614296996115574,-114.16264333734757,D,A,0
26-35,Asian,Yes,Jewish,A,E,B,C,-128.5722909203107,10.691844267836172,E,63.691015352345644,76.04863297078619,E,C,1
36-50,Other,Non-Veteran,Other,B,C,A,D,19.565163487625966,161.9825777190006,C,105.26172230734343,-64.87253989194961,D,D,1
26-35,White,Non-Veteran,Muslim,E,E,E,D,40.757411181220476,9.642515062175839,A,111.02132607582043,90.91130198152804,B,A,0
18-25,White,Yes,Other,E,D,B,C,87.82297931170268,-87.12282882899952,E,211.6828129226116,7.986739143803775,E,B,1
18-25,Asian,Veteran,Hindu,C,E,A,C,-37.244908831344645,-40.37702158122517,B,-20.64206857991425,17.958348466051454,D,C,1
26-35,African American,Non-Veteran,Muslim,B,E,D,D,-6.3443043183566195,-112.12437376480185,B,-26.594638618340348,116.13643339390254,E,D,1
18-25,Other,Non-Veteran,Christian,C,A,E,A,-3.8288864864294605,187.46479394078878,A,26.04259892890078,-200.88939007813468,B,E,0
36-50,Other,No,None,A,D,E,A,-346.65796391758545,-152.33413942986672,A,98.6664080542551,72.08127783299369,C,E,0
18-25,Asian,Yes,Buddhist,B,A,A,D,138.366101634191,2.4848025133297,E,46.84284990005846,124.68802002848214,D,D,1
51-65,Asian,Yes,Jewish,A,E,E,E,-90.03140462591142,-198.93903028193668,E,35.96608047928547,82.53819317435523,E,C,0
51-65,Hispanic,Veteran,Hindu,A,C,E,A,82.61846967331208,-68.73703501217634,E,-26.502926736519377,40.14742180601915,E,B,1
36-50,White,Yes,Hindu,A,A,C,E,-209.24207903828616,86.05598689924805,E,169.11076912635244,154.43635833338053,E,D,0
36-50,Asian,Veteran,Buddhist,C,D,A,D,192.15215134634423,-100.89700498650534,C,150.81302046411847,57.50411097468559,E,E,1
18-25,White,Yes,Hindu,A,C,A,D,173.90674179867332,86.96567863138758,B,-13.69265806240314,129.0814739275837,B,C,1
36-50,Other,Non-Veteran,Jewish,E,D,B,A,-64.69869039503693,48.4440180145904,B,122.31304937526475,-41.84307235271246,B,D,0
26-35,African American,No,None,E,E,B,D,-14.89324870608429,20.91227124185252,A,-67.7009922818629,-67.72164431167023,D,A,1
26-35,White,Yes,Hindu,E,E,E,B,66.89452837753377,-32.27394329992012,B,14.369623014513664,152.35400492978584,A,C,0
36-50,African American,No,Muslim,B,E,E,E,-69.33718345848199,-115.90858378033411,D,-26.795570139215112,-36.29188542971805,A,E,1
18-25,White,No,Christian,D,D,A,A,-62.323508993914224,91.92566064708663,D,-51.491419356267585,29.132406926004744,E,D,0
26-35,White,No,Other,B,A,C,E,-5.02426314469292,88.74202676294048,C,90.32799631273637,9.916396789980286,C,B,1
18-25,Asian,Non-Veteran,None,B,B,D,C,-52.35947057458571,25.18931322290489,C,-256.472574598753,-63.74287711416065,D,A,1
18-25,White,Veteran,Buddhist,B,A,C,A,-77.51502699206901,4.686966410980569,B,-16.620937339558402,-102.74312606438482,D,D,1
65+,White,Veteran,None,E,E,A,C,-18.24633186560313,96.14112920874875,B,173.14892162390092,203.16662181373894,C,B,0
36-50,White,Veteran,Christian,D,E,C,B,0.5818215860678978,-11.895366735453328,D,-138.09619339901954,39.09769393915712,E,A,0
65+,Other,Yes,Muslim,B,B,E,C,87.98124715506542,-57.80662904804693,E,-134.05030210321246,-274.3031495047315,E,E,0
36-50,Other,Non-Veteran,Buddhist,D,A,C,A,-42.19028874603548,-242.3036521555704,A,80.38115112899567,-26.180427797636906,C,C,1
