disability,Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Yes,No,B,E,72.08962464934933,E,-51.304069286481976,66.09126595357577,-150.38508705847534,117.31357626782244,A,D,79.26094699550772,D,-53.20865575862474,B,-193.00336043984288,A,A,8.053309340886873,B,0
Mental,Veteran,B,C,-156.68277617588163,B,-37.24518612021359,-33.79965687148147,-50.28465159259118,56.93620048056391,B,A,-61.00847434361478,C,104.56564962968437,A,-137.86928834408454,B,A,118.96822532037167,B,1
Yes,Yes,B,D,-154.09819651544618,A,30.777995872911827,152.45656070338032,-7.597960739186475,-21.782796170020564,B,A,-88.61922913689547,C,-107.28556617796798,D,-52.06613844552813,E,E,100.37106764441045,D,0
Physical,Yes,A,D,54.50212148438249,B,128.48701221663708,-81.73481851306875,139.96703499882275,235.33068688902347,B,E,-86.50224362357997,A,45.95018400536224,A,-10.880452882258416,D,B,-47.0817028388211,B,0
Physical,Yes,A,E,58.796306099222264,B,21.84470442501842,5.839517318377058,59.71743053119414,88.71965238951526,A,C,58.14527634961897,C,-48.37387271106826,D,-11.365172956431547,E,B,5.3769194151103195,A,1
No,Non-Veteran,C,C,54.86733742634103,A,69.670631067943,6.008291791614571,68.5465635592,30.287715434996272,A,C,-97.71435933360628,B,-57.095318346431945,B,-56.67870654674999,A,C,144.6635135768837,D,1
No,Veteran,E,A,-55.251706713785985,D,70.19381260322709,-36.89312597601261,-111.82209047833472,77.81155144259795,A,A,122.14225488328098,D,128.5278813356416,D,-4.646644558642567,B,C,-79.2628042347961,B,0
None,Yes,D,E,100.29751156117199,E,-117.38969037948415,105.78243372503071,145.3114923037469,67.49668480310523,A,C,-101.44459035563422,B,186.75576150561096,B,-50.43988744650578,D,A,89.12298777600908,B,1
Physical,Non-Veteran,A,E,2.408742233651756,A,-94.3841001791844,-60.015049307567814,-77.22401412213927,71.64512916095693,A,B,25.734282250880852,D,-25.42670198576556,E,-21.185870541265057,B,E,-39.13479750632083,C,0
Both,Veteran,C,C,23.13982004741146,E,42.655052366522526,-30.311486496904234,242.092866781861,159.32746878569745,E,E,234.58655836792417,D,3.0180178702350045,C,24.55934150681327,A,D,96.87536558959711,C,1
No,Yes,B,E,-1.9145914867537628,D,-6.836232875873789,156.96685071109798,1.987719700422845,71.59214829055543,E,E,-26.71331544725184,A,-141.9155993141802,E,-35.23280115913881,B,D,44.903720758766,B,0
Yes,Yes,E,D,-53.0608363558236,A,-68.29231757396303,191.68692446862968,-29.8642827713678,80.51126223667741,B,C,62.59141146750381,E,-22.38751873421634,E,198.7747312617574,D,E,65.92764452490856,B,0
Yes,Yes,A,B,60.597867684042484,A,107.42892719731726,71.973744775213,-123.17544506066666,-103.09409196859474,A,D,162.66412320994698,E,12.444149066063233,E,3.8420093313805417,C,C,-15.505683744820681,E,0
Mental,Veteran,B,B,-124.97207454939887,C,69.68721261008925,-194.1842695864772,-82.70162160290266,-30.254683236940178,E,A,-73.01123691087228,B,62.87087045108575,D,-23.80809655040606,E,A,-72.08284968849469,B,1
Both,Veteran,D,C,-159.71648312658007,A,-7.359706860375906,-171.934933787816,-97.99461476245361,-47.36058233490205,C,A,102.69642797989557,E,-15.414464469137402,E,126.03183291336816,A,C,-61.711459217360044,D,0
None,Veteran,B,A,-78.360352856736,C,40.44209062597705,4.241947106814668,-91.7908479839145,58.012055974450725,B,D,36.98219720774915,B,-68.70664265581537,B,44.42533868282283,C,C,23.644351075613123,B,0
Both,Yes,C,E,7.04440665641782,E,47.927454926651095,-94.48594890324212,-119.4554677562599,-28.84061969844376,C,E,-11.184150085980855,C,-150.49239386575516,C,60.42677230463879,B,A,-31.34255423014716,B,0
No,Yes,D,E,216.5064781730734,E,-12.153234021583586,36.68406844054698,-41.20231921444667,-117.07538251405067,E,C,-95.17290594956035,D,19.211545671765734,B,-103.02796412541176,B,D,28.282998885067627,E,0
Mental,Yes,C,A,23.10752412999401,D,-82.9567506733088,-79.17765507528914,174.30238549655627,-309.68311813879257,A,C,195.3908265403623,A,-88.16154743177815,C,-81.29189897041431,B,B,8.277388738912258,C,0
Mental,Veteran,B,A,6.702538912533071,C,-34.154000409955835,15.364921594886477,-136.7447826934063,31.999263996894413,D,E,-88.71970201104548,A,9.538530836611898,E,-43.34050804726123,E,C,-83.13414007752368,D,0
None,Veteran,D,A,-88.1978510518384,D,-15.065683062293028,-135.1961973074889,-55.50049434860163,29.98359281255437,D,C,86.30163220700257,D,-189.84635327087435,C,-49.026846592178856,D,A,-61.35953495924321,B,0
No,Yes,C,D,159.93759983967692,A,48.752586277876546,7.4318797708456845,16.366448517436677,-0.734412889361589,C,B,60.63431084095421,A,-115.06085863929174,A,206.4014183803049,A,B,-97.40459934294911,B,1
No,Veteran,E,A,-57.25401480696781,C,53.667617697853295,127.96686019436858,-108.8936740859994,10.006353590593884,B,A,-39.30744420582651,B,150.6694620801669,B,55.37018849170987,C,E,216.75653913642475,D,0
Yes,Yes,D,D,-14.99661261013473,A,68.84748778518325,-44.83632671982543,44.23769418042839,-166.11737564272786,D,C,-61.70138698750966,B,-177.59895555686157,C,59.908545730405564,D,C,122.6166421023164,D,0
Yes,No,A,C,55.596292187777806,D,-148.49075462678746,-60.068489255208604,-68.3844379974416,-25.419088703678412,D,C,25.849468460214858,D,25.30276520713849,A,9.33017058194136,A,E,-1.2509121052539243,D,1
No,Non-Veteran,D,B,79.43253347924949,E,130.12870544459733,-96.70086193846667,40.35784471657601,-245.9989154983083,C,A,-1.1600128646136294,C,-50.19988267296166,C,-69.22709549013393,E,E,28.61799216078739,C,1
Yes,Yes,C,B,78.53997972456628,D,-79.77931834890991,-140.3972020257841,-108.52576609814206,10.183116073779559,A,E,10.16885215156936,A,-120.17176332420645,E,111.51478522268792,C,C,122.72055124314585,E,1
Physical,Non-Veteran,E,C,74.25655689699369,E,-18.248110709019134,119.19302238533527,-78.7950174710082,-165.0649782447513,C,D,18.09757269594791,C,57.85262962735602,E,0.334331544327366,A,E,-204.59804841309656,C,1
Physical,No,C,C,112.70250546936865,E,111.65213222451445,-21.005032204121125,105.0360470791607,-109.95705790834398,D,A,69.3647286224564,E,-51.43625264030363,D,59.618152491307654,B,B,-5.823783393129715,C,1
None,No,B,C,166.29583683133848,B,-190.45988144702517,174.81301652229143,105.58956123948437,56.46089958467838,E,D,-69.9642766828805,E,47.91896882175357,C,-148.88131465797014,E,D,121.82569017820197,A,0
Yes,Non-Veteran,D,B,45.05319499930108,C,194.6037346025499,-1.4384902402293116,-24.23233879982341,28.91427364459782,E,C,-141.05519952094377,E,94.7709920730891,C,213.19843844091918,E,E,141.5660303074615,C,1
Physical,Yes,C,B,132.9763739228194,D,25.52472833536255,1.132569515791608,90.96886636506115,45.742659053551606,C,E,78.7578804357421,E,106.2671822192829,A,-43.22164270615605,E,E,-1.2244364917032782,E,1
Mental,Yes,A,E,-75.2115889197896,B,-116.55356766004536,57.77468568972286,15.612451617305245,97.84393484497278,A,B,-65.91368178471254,B,10.555711240384538,A,-44.85277521343572,D,D,87.59195691148622,A,0
No,Non-Veteran,A,D,-146.44642342704947,B,34.27677694595872,159.17895385383633,21.922441803447455,110.2347907978024,A,B,4.588002881164707,D,28.437672053819103,D,-37.0876305011942,D,B,117.40690076641407,C,1
Mental,Veteran,D,D,-4.696710593241363,A,-178.83038491761266,75.31906653868985,6.403901970606523,-157.3980794847479,C,E,15.336679564353062,A,30.56218905082659,C,-39.37008103688183,A,E,82.03455573741878,C,0
Mental,Veteran,B,D,137.5011703168495,E,82.66466864055684,48.489171941193725,-94.9884861459257,-15.81793614220948,A,C,-9.062770129470003,D,16.19714320641305,A,-84.77547982512422,B,B,56.0373361701782,A,0
Mental,Non-Veteran,E,A,-18.750520959495077,D,-78.09217429463733,72.79229404753734,290.63090494510584,-43.885485862791704,D,B,70.65446966859518,E,-31.150386554968723,E,-30.3104965018639,D,A,-21.507688266656714,B,0
Mental,No,B,C,188.99111062208806,E,-231.60338560624947,-76.99878294332763,107.27984660559524,51.70120212935622,B,D,28.389827582627714,D,-32.02438897646908,B,-95.49310583754627,D,A,21.01626266915337,D,0
No,Yes,E,D,30.356776608322406,A,-32.85699247005026,-211.28518887950958,-160.99200710880405,57.04163177505782,D,B,47.13957255209182,E,125.17622633118268,C,-53.5644718956108,C,D,95.08077277127643,D,1
No,Non-Veteran,B,A,-91.55513737023598,A,85.36267237098,249.9672411331526,14.594684405940631,62.821467676613175,C,C,-70.70789339256498,A,-8.952351826784026,B,-32.392506013233834,E,C,-96.31500363164946,E,0
No,Yes,E,D,94.4607698978024,D,-31.632970333938648,-62.41413871547976,-133.29422023043196,194.21500027259572,B,C,-49.01205204563138,B,-116.72220785555156,E,159.8504687233811,D,D,-88.67357039788189,A,1
Both,Non-Veteran,C,C,80.57966789880238,D,11.857343276510946,-105.54338093115443,116.61023382413205,259.6239981969718,D,B,-56.4652664748697,B,149.37810920148732,E,22.123744173334885,D,E,81.75263421979176,E,1
Yes,No,B,B,-84.46117026353717,C,-3.3216297297886053,85.48825707094562,59.29635635288189,-172.82831213262415,A,C,32.49609809783406,E,-58.30404477557221,C,-166.19392631789697,B,B,-77.0312042212001,E,0
None,Yes,A,B,-30.766594794701525,B,-94.6191456806368,-78.66125569696219,107.55464451602319,-64.86654953080283,E,B,125.63818616841147,A,61.484512894536344,E,101.57615252345845,D,C,-119.88920644627102,E,0
Yes,No,B,D,129.5985893638757,C,-146.9942205604759,88.98142084883878,102.79528235078628,-272.6082937320367,A,B,21.38410114094061,B,21.625593150265995,B,-33.38758846440165,E,C,-77.55179273047919,D,1
No,Veteran,C,C,-98.49577280875683,B,-137.0121972634915,-126.15846228222819,-20.07072688809756,88.57437525747504,A,E,17.8585874981753,E,-21.369478360430165,A,179.18961340392843,A,C,193.3334342232749,B,1
No,Non-Veteran,E,B,5.075609410873371,A,45.0985041512997,148.04488210557963,95.73772921565319,92.75211815790436,E,B,-90.16119882846442,C,85.8823307668568,E,43.88515469141434,D,E,9.596380908145978,C,1
Physical,No,C,A,-56.197736946576505,B,-63.17732739984563,47.31660763637194,11.157527846798574,-261.58499119680016,A,D,-118.62187449561816,D,-8.461703007339386,C,106.5297121786401,B,D,-129.32372340020802,E,1
Yes,Veteran,A,E,-6.196953720773908,B,-97.55398062313286,10.997777731931658,-3.513210579777267,-85.95396306821773,B,E,39.76009201624806,A,32.1367325410222,A,-172.17612340410707,B,E,74.93962295031028,B,0
Mental,Veteran,E,D,-105.99367227252934,A,140.5801257786738,-104.96466316148525,32.416202130315305,-83.64043850764924,D,A,-169.34508868519464,C,-30.87494136389859,B,110.47621089883476,E,C,-47.272412147198274,C,0
Mental,Veteran,C,C,-113.82272584994095,B,82.3715129791878,-154.10883547072044,-86.53402513813249,10.673107750339831,A,E,-0.5137581009053686,A,-25.135996777827092,C,54.125888241606646,D,D,-190.70056984881694,B,0
None,Yes,A,A,-14.124400660383484,B,-86.59084283810613,8.751124166468912,198.52098894802168,80.55546649154196,A,B,-32.79813447893823,E,65.94595861284714,C,190.342462369517,A,A,-61.640923626525534,D,1
Physical,Non-Veteran,D,E,-24.757173228787913,D,49.911521890352084,33.51919760854557,-130.7811319564534,-17.491938835198777,D,E,-128.36287694724103,C,-124.30405605548536,C,91.55389998232518,B,B,-90.07225408362264,A,0
Mental,No,E,E,-22.629450329403998,D,-214.31123033226888,-21.527331945168804,17.815800250561054,-150.64418460994372,D,B,-53.3510662247766,D,174.52072379673723,D,-34.07882628767125,E,A,-74.60897478900162,A,0
Mental,Yes,B,D,-88.70541778142402,A,-8.464705920744239,241.5855691224166,-47.45268506120112,-43.46609208923547,D,D,78.96638287031499,D,69.83348599589459,D,4.87701047852722,C,C,162.85816854032007,A,0
Physical,Yes,B,B,26.401579254197934,D,26.727556806861593,-84.57431390107642,-25.496447978449588,-27.19452670392119,D,D,65.44742000748529,D,-32.43481183559439,B,-38.441412212546176,C,B,-1.4724794569630066,A,1
No,Non-Veteran,A,E,73.90013817599767,B,-92.26549366205829,94.00974161680706,-97.77234297127842,53.88034617606117,A,D,78.78224566701955,D,96.29430153605871,D,-67.51486182491423,C,C,-117.13035715282601,D,1
None,No,C,C,41.02943083065663,C,-210.04179369862777,-109.78743654681278,145.379255485034,126.15324606086705,E,D,30.32875462984507,E,-161.30995857941122,C,4.030070618828099,E,E,87.86278835271905,A,1
Both,Non-Veteran,E,D,-59.9978698716866,D,-18.78419077694355,-14.682719008133674,-82.11089804233875,70.16321905945158,B,E,34.15372950955848,B,-29.49168149121608,E,-60.07625381119852,C,C,-162.79468767561784,D,0
Both,No,A,E,-65.28244585703243,B,-40.195241573076586,49.31726429165089,-139.3132019655558,97.91096657037251,C,A,-94.53948831129347,D,118.75926982140558,B,-69.54425177610632,B,B,-42.69558772553418,E,1
Yes,Non-Veteran,A,B,-264.6188296497478,B,18.473266623089593,-102.72993579578511,129.08387118573395,132.524924523834,C,B,136.91772949681518,D,-83.05970261779548,C,160.63996023368458,A,A,-238.71854203731223,C,0
Both,Yes,C,E,18.999208548457702,D,47.30151001245424,-10.854369506481495,33.60454358007428,65.69016487727926,E,E,253.0118952638942,B,-51.558332216268155,C,16.168625495435162,A,E,175.11057909978194,A,1
None,No,D,D,-184.5186546251199,B,-27.160258006160703,70.6777436345537,227.60082152530882,57.443773044815195,A,C,2.069843798214561,E,-50.80142493029483,E,-120.59906305891212,A,C,-45.080914279868736,E,0
None,Non-Veteran,A,D,131.16773543615528,E,-218.68559980218677,83.44699994243422,4.782798623002504,59.551627556095,A,A,-50.00166454340409,E,-178.87097971716022,C,-77.33607541915248,E,A,-30.93531155833133,E,0
No,Veteran,E,A,114.48653540283276,B,-76.50458446851034,-189.7861798465514,240.07931755065223,-92.12100890608032,E,B,-93.69223782067844,B,175.83583477192622,A,53.30575448553123,E,A,73.36937574466796,B,1
Mental,No,C,B,74.5373950998443,D,-143.2898726555815,-58.57887680316468,-91.05831397278853,56.99289596745479,D,B,18.14427384279923,D,163.5047534405845,C,-29.98065588366084,C,B,-155.16659200140404,E,0
None,Yes,D,C,57.01555082332329,B,125.38856877635804,-140.29546541736502,-28.00736783429936,-32.868160217187814,D,E,-11.249339752665641,C,-64.58655304770315,C,162.32346787244873,A,C,1.9810064404507794,D,0
Yes,Non-Veteran,C,B,10.56178244600485,B,95.92832686575585,-9.646275589805466,-130.06753462141612,31.576854386706138,C,A,-103.400306910304,E,-25.01407152595384,B,-95.97182372215237,E,B,-154.8070751440624,E,0
None,Non-Veteran,C,A,-12.484953549719949,B,8.658388786777298,133.36047653640696,-62.96831876267688,44.952011117128954,B,C,142.81654744549078,A,-64.11873807537222,B,64.67607028571992,A,D,-87.14474872717436,E,0
No,Yes,C,E,-128.13950695035177,D,-197.01159217180157,21.344552594154987,118.97040031994892,-18.50553735044576,B,B,45.547129840461615,E,132.59207672488145,E,-100.31729821065831,C,A,-38.2829878070314,C,1
Physical,Veteran,C,C,-9.619475859271558,A,121.23234975654731,-109.46888873375559,-49.56509543418394,55.03395717894325,E,C,46.08357121348746,A,142.51502558774757,E,62.475410567934894,B,B,-27.040840051218197,C,1
Physical,Yes,B,D,37.16740363083096,B,-94.75186774946143,-79.94247707677114,-0.479517924030912,11.871408064916707,D,E,-90.73570209657498,A,-45.164671259540356,D,-190.43118434602283,A,E,-75.9384933219539,B,0
No,Non-Veteran,B,D,-70.85138707806797,B,-13.156938086303857,165.26027750485736,42.232632092111366,-62.527497008507346,A,E,-24.67032434013748,E,2.727362109354507,E,-94.12347583608476,E,A,12.498241694972005,B,1
No,Yes,E,E,134.02518382793053,C,32.26463838884959,-100.80829023602816,52.918840899097795,63.902908813492886,A,C,33.00315423334035,A,-119.1495806743038,B,-24.679904361589262,B,E,-93.20322219726484,C,1
Yes,Non-Veteran,A,D,-135.86529528481768,A,-146.19969904659175,223.40505875087268,-52.577780913782355,-164.29302279659981,D,C,69.12039509405015,D,-207.65782306928458,C,52.90998552152535,B,D,76.20203077985636,E,0
Mental,Non-Veteran,B,E,51.74611431214632,E,-119.91106056016598,135.65701261421725,-53.45506339411641,32.59949238410385,D,A,193.3346235347688,A,-79.9381651405282,C,152.710153740977,E,A,-240.5895175924173,E,1
Mental,Yes,B,C,-5.064195527494804,E,104.15625976214491,136.72767674154363,-185.32239108790594,60.2889664886273,B,D,-85.89294200751463,C,-46.36462926450205,C,-24.402123218759247,D,B,-207.21352401290147,B,1
Both,Non-Veteran,E,A,39.936481677497824,A,41.99025016064543,-56.58884705833239,-165.77773977900108,69.97230768066801,E,B,-17.731371918923607,A,142.42594550817952,B,-176.619248944618,A,C,16.5482606419968,B,1
Both,Non-Veteran,A,A,21.190346974910295,C,-182.97137551859112,-43.87711640714534,-74.72349279226206,-10.801469865507075,E,C,90.9979967134079,D,113.68875846641298,B,-22.733472814946385,C,D,94.53765824069829,C,0
Mental,Non-Veteran,B,B,-125.2786964324501,E,-74.86612571405806,41.281944798161994,100.44441131114361,-13.86189251381941,A,A,157.66399419223524,D,-92.30880552607255,E,73.52840577875217,B,E,-9.961089930243066,A,0
None,Non-Veteran,E,A,-166.24460056116993,A,-79.20593206548479,87.35239522090993,0.9630117878112456,31.10529029314818,E,B,-47.78962410992396,C,-92.32961397439577,D,-15.253074558565768,C,D,-99.4160254643441,D,0
Both,Veteran,B,D,-66.53709579657065,D,-97.43530528800042,151.20127265026719,48.61642777783634,-111.47869414911233,A,A,-133.61126385287733,C,19.35332206366733,D,92.04003819962311,C,D,-38.07906319092544,E,0
Mental,Non-Veteran,A,C,-143.70411830511225,A,29.846202865186577,47.014191257920366,-59.89281635797521,-61.630758296937216,A,D,28.618570252312253,A,-6.073530748050501,D,267.2654796389597,A,B,33.688570336465226,C,0
Yes,Non-Veteran,A,B,-109.51038516681304,D,-21.03819790692631,-15.54674513542666,-41.25903309614396,-106.88358552199723,C,B,-225.2607811351651,C,-44.36024264328083,B,-75.2343033270141,E,D,17.772220417623622,A,1
Yes,Non-Veteran,C,B,49.81553320510024,B,154.40926627318535,-15.869627912465914,-119.37698647093124,59.42117858688019,C,A,4.196319844949844,D,47.149010186966926,D,13.073733113766862,C,B,33.128635489379974,B,1
Physical,Non-Veteran,A,D,-56.97779721943416,C,54.31711336125391,104.46246217447757,-82.32411882349263,-49.32991065939767,A,A,15.889428573766482,B,-11.792380723964818,E,57.39956776850732,B,B,215.4063628315861,B,0
Mental,Yes,C,E,-145.52057790396046,B,-137.7859237373692,-26.187316366121692,56.67050054829177,21.52644509398792,A,C,46.86431291703386,D,-82.61015351973546,C,3.712659873780582,E,A,44.58626004023737,B,0
Both,Veteran,E,E,-36.06041964539859,E,82.45907404464026,-22.00983420912405,-0.5655913832954538,167.5892392140052,B,B,60.22895157584912,E,-4.652433283493354,A,-246.09335187356064,E,E,-60.034442046524084,B,1
Mental,Non-Veteran,E,E,64.3428091304175,D,-171.8623986145585,210.94727958459757,26.807441437690322,5.6073722887448865,B,D,46.630499101886016,D,-67.26669803088609,C,25.236310034575038,E,A,70.84403940298591,C,0
No,Yes,B,E,88.73061793853113,D,-22.847147146496955,169.65079234845038,-85.80558119018596,48.249873045047885,D,A,168.4446418655373,D,17.118034839763926,E,117.81712268259523,E,B,-78.82268292539779,D,0
Physical,Veteran,C,E,-215.9532156884148,D,30.66615676730966,-129.39333123801015,-66.11894340673736,-10.74267277831915,E,D,69.87413002760259,B,48.830509101343736,D,33.59347880787145,B,C,-15.79801608725409,A,1
None,No,A,C,-19.290604366617526,E,-111.07432234850315,88.86595690297845,26.76882711442086,-56.11789949473126,D,D,29.29681892915835,D,13.48736652446939,C,98.28660189543078,A,C,56.90718292794976,A,0
Physical,Veteran,B,C,84.48969849045702,A,85.61457051388498,108.67237808309851,-1.6209193776089685,98.83351840986224,D,A,99.38867267219719,B,-92.21340241085043,E,-77.98955340276994,D,A,-36.71001567995566,A,0
No,No,A,C,-142.91822029354066,C,-23.653572940549743,-86.92367279451561,22.648393313402508,-250.63229973543545,D,D,88.61180384318448,A,-3.6896205681723395,D,20.997278877764387,A,A,24.35805670712261,C,0
Physical,No,B,E,-5.780556821030182,E,-59.04312512524418,61.029172045460555,83.46911971713986,-118.75863875485257,D,A,-46.562527373868626,B,-224.27732827265885,E,125.08177009907453,C,B,-23.940424973573567,A,1
Yes,No,A,E,94.3067301892716,E,-134.12743141322517,139.35029430504952,-61.72736889015382,8.794498701136638,E,B,-170.89636416952519,E,-89.36069576180012,C,-172.74168907998617,D,C,8.725857626218824,D,1
Both,Non-Veteran,D,E,69.97274378221964,B,-58.309949091768146,61.57056593179014,-74.5180403459683,41.33846193221324,E,A,279.8253927626388,E,-16.734836104300754,C,5.005610270053939,A,C,9.726220459015796,E,0
Mental,Veteran,D,E,-48.758712253240724,B,1.8802373851066208,-64.01486759402479,-31.040106044401483,96.17951323345399,C,B,5.136875453258991,C,-95.29353790478612,E,-143.85431623363326,C,C,-15.37828116703754,E,0
Physical,Non-Veteran,C,A,65.3540843140205,A,-58.110143326278006,-18.109592608987473,74.41454518592487,-99.03790116377334,E,E,-65.40773268942355,A,44.80693215688692,D,-0.31198095342810594,B,E,-62.53059086452154,C,1
None,Non-Veteran,A,E,-99.87741055387916,C,-26.5811623834179,-18.534778763111536,91.99996282542217,-18.58127454451265,A,C,-207.78291696900592,E,-95.32744570097417,A,141.4584973155454,E,C,8.894629279126173,C,1
No,Yes,A,B,10.049260002555723,B,42.094935840056756,-47.57186316784714,-13.248010405507287,-71.6459065173036,A,A,8.690891362367962,C,-115.42256033695743,E,5.50622366571086,B,E,29.790270575591776,B,1
Yes,Yes,E,C,96.81663314364509,B,98.85651332672292,30.26025386240596,-124.20986881205663,208.5243005505566,B,E,111.88284750806135,D,-85.17845644500919,C,-26.096264513998808,A,C,-185.9219128831815,B,1
None,Non-Veteran,A,B,51.56327421867991,B,-13.3917037420159,-87.81765156853155,55.25902003721098,-15.569285768158577,E,B,-247.75659619000675,B,52.82585571526275,E,45.237375985245535,C,E,67.1594057422903,B,0
Both,Non-Veteran,E,C,93.23825489637153,B,-47.41663244113221,120.0350657595813,36.26513209041042,120.07555034726232,A,A,64.63163439916696,C,-60.52867089380549,C,104.84190344749858,E,C,-20.365793749266807,D,0
Yes,Veteran,A,C,-21.670639380688062,B,-222.27874145661323,-128.248680221792,-100.99509975372389,-46.49094724583531,D,C,-17.68279932647022,E,-123.86006936700223,A,-133.21081445256348,C,B,118.48058634612335,D,1
Mental,Veteran,D,C,-67.30664794526218,B,-21.360908967449465,106.01539803707614,58.24195437464227,-24.51042325895928,D,C,36.106149873100804,D,-113.85797301009512,D,61.82785659458181,B,C,150.20975146403495,A,1
None,Yes,A,D,43.109786002492676,A,-36.236799329261956,32.74757081162811,-169.22544945540835,172.08661299722635,C,B,-77.84456428226734,D,-25.360828709492722,D,33.57739803721883,C,B,86.79567731402021,D,0
None,No,A,D,-53.64938845621342,E,30.66056395510382,-175.60174788196036,86.13600548476296,46.87042047908345,E,C,-124.85063051280218,A,-26.640746394754018,E,25.079500944785416,E,E,-79.50670880446587,A,1
No,Yes,B,B,-0.12461297858382897,C,-40.99050441409198,25.396314970453478,22.55486434328008,-80.30351439896394,E,C,-14.34368739536405,D,42.925945410329355,D,-37.21947468571312,D,B,78.48888729147512,B,0
Mental,Yes,D,E,56.61825191207465,A,-72.98858338640069,-54.44203126696635,31.66288498366154,19.164982674833226,D,D,-96.65631545373905,E,7.090719833309785,A,-111.61066631089098,B,B,-72.27920030436337,A,1
Physical,No,A,A,-84.10026730744478,B,107.16768176090055,-135.95149318031594,-175.17571805424274,-141.78655031208686,E,D,-59.44505154846532,B,0.8718247794759502,A,-21.33580481626083,A,C,-27.18728026900529,C,0
Mental,Yes,C,D,73.92767613587223,B,2.668244209683076,70.87649868752844,50.6725423496778,-133.90269219320504,B,E,-131.91663654710354,C,27.67625347439114,A,61.08152103563644,A,E,38.59701471107918,A,1
Mental,Non-Veteran,C,B,94.14755292912753,C,-136.94812795758048,54.32690042244824,17.17997375676984,62.62125895725191,C,D,124.82264906084679,B,79.89214360657577,E,-13.976027162096763,B,B,-80.62065900123183,C,0
None,Non-Veteran,B,E,-131.745403585794,B,-56.34451272464661,-5.506689479810608,-70.8039093006964,-22.822011612672892,D,E,57.13770345036405,C,82.33264553279656,E,69.08717193565174,E,C,-109.75245512135994,E,1
Yes,Veteran,E,C,224.2290917904216,B,28.317627110813564,52.86153847742055,-106.30429925769589,79.39262661814774,A,B,97.02471118830641,E,-77.54782803618079,C,-58.443630118300106,A,A,128.0328404322787,D,1
Mental,No,B,E,-97.31461854615357,C,48.95072824630587,192.3336997991753,-126.52681125808567,44.29769506243335,A,A,46.793289137249886,E,-140.4872340672746,B,-99.99003990529786,E,B,128.01716901943178,B,0
Mental,Non-Veteran,E,A,94.97423426079851,C,-94.60299278904621,-92.29081825839103,-86.7337367423848,2.3689173314983205,B,C,-56.284125395545935,E,2.758878148629884,A,-89.05734084227865,A,B,-23.534390685103496,B,0
Both,Non-Veteran,C,A,95.14406743853603,A,21.419078061586262,39.482094454840094,19.694817808826386,74.72452652029085,B,D,97.16140547331288,B,-24.708467278524235,E,-87.55365601845814,E,B,123.0971960681157,A,1
Both,Non-Veteran,C,B,85.55866004825144,A,-177.2401695197885,-31.458485013190497,-21.424881818715427,44.2974368020753,C,D,-35.27153236754961,C,74.13322936930062,B,-177.63558497788748,D,E,152.3186995514454,D,1
Both,Non-Veteran,A,D,50.23808052705293,C,-10.2502182691308,-36.36528145454823,-3.70672915609818,-1.9320216656822535,B,A,64.75048303759796,B,64.19136587328092,C,5.730061477502734,B,C,-188.39811457433277,B,0
No,Yes,D,B,2.3973245290905707,A,-73.71853984165631,26.769605429765825,175.96349213215012,44.409018352227434,B,B,51.44809933281449,D,7.3261473867656814,C,-35.5860448412945,B,A,-89.87793606998788,E,0
Both,No,A,B,-40.37278610913197,A,1.973275273321092,63.51789954781268,77.7033982600914,56.39405683633881,D,B,-37.06544542438446,E,-12.290768025055684,D,-103.03513237474387,E,E,-120.62871856179017,B,1
None,Yes,B,B,157.57634110380033,A,85.9620458410121,-88.64241301807975,268.7892084909734,-115.1715664438014,B,E,191.48461563567588,E,24.591244527502536,B,58.444815509835,A,B,-186.78998774297918,A,1
Yes,Yes,E,A,197.81836619471542,D,-8.353250561441032,-24.57938266733447,-112.75769188763836,-123.48604412601173,A,E,16.03791162872369,D,-96.455000327142,C,-11.968867276600035,A,B,87.68373357186344,C,1
Yes,Veteran,D,E,-22.091039522023237,C,35.36972760091255,-47.73017497851435,115.79440497098427,70.49001534872559,E,D,52.472439968585896,C,-73.87927693002696,E,40.717392066582505,D,C,-107.71428535474543,E,0
Mental,No,A,B,-66.15560234190136,E,-141.92317690549723,-8.774638711397492,-75.23978662242547,163.7815129841657,E,E,-30.16871616266132,B,-117.32149399570694,A,91.39608093642298,B,A,40.8097524238436,B,1
Both,Non-Veteran,B,E,139.57035761179498,B,6.024788779109491,89.33648155638103,14.903966783029714,-27.531080801194452,D,A,30.724734977291078,A,-258.1314450760742,C,-46.603128685245856,C,A,-23.44293353099694,A,0
Physical,Veteran,D,C,-54.88688442305667,C,30.15227367427756,43.57984934278386,-1.926917071382215,116.23511508455826,D,B,29.435558205936307,D,25.935343217259344,B,120.3996984865433,B,C,-148.95058649488163,E,1
Both,Veteran,B,D,-85.0862238238509,A,20.054271939852974,77.52024301376956,-6.473958341811356,-62.24180047625798,D,E,-43.92355438910491,B,167.07150705457258,A,-11.24004366293458,C,A,-7.981241068773589,C,0
