nation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
India,A,D,B,B,A,B,D,B,-96.90353496120285,18.679864993402067,D,1
US,C,E,D,B,C,D,B,E,124.37766302306702,186.0217989977133,C,1
China,C,D,C,B,C,D,B,D,-37.25300642109289,2.830787052027679,A,0
UK,D,B,E,A,B,D,B,A,-18.48499995031024,21.299482094988463,C,0
Germany,D,E,B,E,E,A,B,A,-262.71364546249913,108.3316578869432,B,1
Germany,D,C,C,D,C,B,C,C,-191.22460397498284,72.71772379509969,C,0
Brazil,B,A,D,E,D,D,D,E,220.59502275456552,-35.78220558487825,E,1
Germany,C,D,B,B,D,D,A,A,-110.42615824274644,-145.78075886176697,D,0
Other,C,B,A,B,E,A,E,E,-34.8558487357373,-12.76185280674146,A,1
Other,E,B,E,C,A,B,E,A,236.4222414306232,-18.421495790195653,C,1
Brazil,A,E,E,A,B,B,A,C,12.331594495953958,48.81629932188256,B,0
Brazil,D,A,A,D,E,D,A,B,-11.370403659264399,162.65776093339463,B,0
UK,E,E,C,E,C,E,E,D,-35.91704321524156,155.9187642311091,A,1
US,D,A,E,C,C,E,E,C,5.041383231808655,38.41153697319771,A,0
Other,B,D,A,B,D,B,C,B,-53.3482973856182,-62.01078941840077,D,0
Mexico,C,B,A,B,D,C,A,B,-17.163637568945,-25.165802461005015,D,0
Other,E,B,A,D,E,C,E,B,117.78461790865443,150.14085307833466,D,0
India,A,D,A,D,D,E,D,B,3.992046083676576,78.97721866794556,C,1
Other,D,B,E,C,B,C,E,A,-80.8340573936187,-9.064337910497306,D,0
UK,A,A,E,D,E,A,A,D,-86.15736330460851,-64.03708763832316,B,1
China,A,E,D,E,D,A,A,B,75.41214766863159,-112.25666233779643,E,1
Mexico,D,D,D,D,D,E,A,B,84.09397421403551,-27.635037931590045,A,0
US,D,A,D,C,B,D,A,C,29.5760280107141,53.35908901571912,B,0
China,B,A,D,B,A,D,C,B,-10.583983024788216,108.65978027649821,A,0
China,A,A,B,C,A,D,D,D,166.24562710461873,267.5939298559609,C,1
Brazil,B,E,B,A,D,A,C,A,107.60618199535854,140.12818700662606,B,0
Mexico,C,C,D,A,E,D,E,E,16.503637552136535,135.6522173730394,C,0
Other,C,C,B,C,B,B,C,D,-49.63408259976713,-60.882337085302694,C,1
US,E,E,B,A,E,D,B,B,116.01318659328793,-152.91873930158408,E,0
Mexico,B,D,E,E,C,E,C,B,-130.074113444493,-159.11251156518605,C,1
US,A,E,E,D,D,B,B,D,-72.38472234614957,40.24883582154626,B,0
US,E,C,D,E,C,C,E,B,-84.12453520871671,-12.621242571082004,D,0
Brazil,C,A,D,C,D,A,E,C,10.433130439784684,-148.38010284692157,D,1
India,E,E,C,D,D,B,E,B,74.69167180365116,106.51920332512428,D,0
US,B,D,A,D,C,A,E,C,-11.831801908960859,-29.01528381809143,E,0
Other,C,B,B,C,A,E,C,E,8.573745176143087,110.02609591189072,B,0
China,C,E,D,D,D,E,A,B,-4.127061347815863,40.52432379396219,C,1
China,C,C,D,E,B,C,D,A,-205.59295229471135,6.428664264628796,E,0
Mexico,E,C,D,A,E,D,C,D,-48.85726001985836,-172.97809020460443,D,0
Other,A,C,D,A,B,B,D,E,111.26432513157253,-92.05559826266807,D,0
Other,C,A,A,E,B,B,D,C,-124.27848645888962,24.894827923928442,E,1
Germany,B,B,D,D,D,C,A,B,-47.60625540357379,-29.518364458323234,A,0
India,D,B,C,E,E,E,B,A,40.237497472098795,-53.80622764424368,C,0
UK,C,E,D,D,A,E,C,E,-22.177043514255985,5.014797046259901,E,0
Germany,C,C,A,E,E,E,B,A,-174.55124450701825,-43.20906052109882,C,0
US,A,E,C,B,E,D,D,A,35.32116796195277,50.030512919411365,B,1
Other,C,B,A,B,B,E,B,E,-41.594036150634295,39.22968865401711,A,0
China,B,C,E,E,B,E,C,E,128.4944165113114,30.90731448944471,E,1
India,C,B,A,C,B,D,A,E,-60.57921508737382,99.64413866232647,C,1
US,A,E,E,E,B,A,C,C,-96.37498705194935,-92.87827470137525,A,1
US,C,D,C,E,E,A,E,E,-56.58418942284722,187.218283881208,C,0
India,E,B,C,E,A,E,B,A,-107.36167810623154,-76.13923821508843,D,0
Germany,A,B,D,A,E,C,C,E,100.77768014858248,27.860916711449015,B,0
Brazil,B,C,E,E,D,B,D,D,241.20969796790396,-12.980784539396803,B,1
Brazil,C,A,B,C,A,B,C,E,-207.85698031090672,-10.644492385243584,A,0
India,B,C,E,D,C,A,E,A,-36.08443766924269,126.59918855376549,E,1
Mexico,C,B,B,A,C,A,C,C,-72.80668156687426,19.42550116661875,E,1
UK,E,B,C,D,A,B,B,E,127.50910619416132,-19.013289217389993,E,1
Brazil,B,E,E,A,C,B,A,B,-25.054633644256906,-51.04427327104243,D,0
UK,B,D,B,D,A,D,E,D,240.20466188767995,-171.1342627916968,D,0
Germany,A,D,B,E,C,A,E,E,21.795526478129705,-37.25197315385394,C,1
UK,C,D,C,B,D,E,C,E,-115.63803677197684,-27.5078903058104,C,1
India,E,A,A,D,B,A,D,C,71.37112601677671,-26.27506328264267,B,0
US,E,A,B,D,D,C,D,E,94.22535693521758,-45.272482577075166,E,0
Other,C,A,C,C,E,A,D,C,-13.615985602431543,85.56834470793461,A,1
India,D,C,A,B,A,A,B,A,-25.342348042386437,91.00575425472806,A,1
Other,C,C,A,B,A,B,E,A,-25.172922492834054,-52.126446442226026,C,1
India,B,D,E,E,D,D,A,A,-22.988179631678502,-149.60116897822857,B,1
UK,D,E,A,B,C,B,C,B,-116.98779511417938,-124.34842362007583,D,0
Brazil,E,E,B,B,E,C,A,D,46.593445874721276,-58.079104891086395,E,0
Other,B,C,A,A,B,B,E,D,-78.90289337142653,-3.277866683066032,B,0
Brazil,B,A,D,A,C,E,E,B,-23.230133511866523,121.92195622496811,D,0
Brazil,B,B,C,C,C,C,B,B,-31.12750282927364,-101.54858923880053,D,1
Other,E,B,B,E,A,C,A,D,5.4723439083619585,57.35960869655594,A,1
US,C,A,E,C,A,A,B,E,59.88269748384498,-110.89760546743204,E,0
Other,E,B,D,B,A,A,B,E,250.13363920011153,-95.12187303918759,D,1
UK,C,B,E,E,A,B,A,E,25.406377772772153,-89.61942412769555,D,0
UK,B,B,B,C,E,B,E,E,177.3431487657165,130.74130262782754,D,1
China,B,D,D,A,A,E,E,E,139.34778964109526,-29.02168713769995,C,0
China,E,C,C,E,E,D,C,E,-65.93165378758121,-167.47838434204309,E,0
China,B,A,D,C,E,B,D,C,83.21434297651953,225.99632062100974,C,1
Germany,E,C,A,A,D,E,E,C,47.760783600751594,24.845067716355825,B,0
US,B,D,A,D,A,D,E,B,148.83058880400023,16.693354371241046,D,1
Mexico,E,B,B,D,D,C,D,C,-101.50543289912173,-17.21597817555941,D,0
Germany,A,C,B,A,C,C,E,E,-79.56138711214473,12.023917975219355,C,1
Other,D,C,D,B,A,C,A,C,-122.86743204085062,-42.766511848787545,D,0
Brazil,B,C,D,D,C,B,E,C,-42.44181785924066,62.21620943883839,E,1
Other,E,C,E,E,B,B,B,E,-122.78683200058877,-49.217470885580624,D,1
Germany,E,A,C,A,C,D,B,B,33.431686375888056,-105.539704068096,C,0
Germany,E,A,D,D,E,B,D,A,13.924069615743987,68.3118386502546,B,0
Mexico,E,D,D,B,E,E,E,B,-118.6574439017461,78.8124114152464,E,0
Mexico,B,C,E,E,B,E,B,B,181.46889126773831,-30.052717875624413,B,0
Mexico,A,D,A,E,C,C,C,A,85.3640949452546,102.76480130243601,D,0
Germany,D,C,A,D,A,A,B,E,70.52807391804326,-64.9939608408706,B,0
India,B,E,E,D,B,A,C,E,-10.958544005984109,140.621680545524,C,1
India,A,D,A,E,C,B,E,A,-86.86245681169603,54.72202990675924,E,1
Brazil,D,A,C,B,B,D,B,A,-108.94471084327265,-14.503690506827343,E,1
UK,A,D,E,A,A,C,D,B,-27.618903822759457,-34.64829699578789,B,0
Brazil,B,D,B,D,B,D,C,E,-33.45419334970116,-57.121321238366654,E,0
Brazil,B,E,A,E,B,A,C,C,53.81207041914613,262.80380441524596,D,0
China,A,E,A,B,C,B,C,E,-191.58050758468698,-1.3582662370477794,D,0
India,E,B,C,E,C,C,C,A,-9.895687165919727,12.233218551987884,E,1
China,A,D,E,E,E,A,E,B,-38.88135375897806,-252.78267408048202,E,1
China,C,D,A,E,D,E,E,B,-154.9624725636432,-74.13969256458188,A,0
Mexico,A,A,B,D,D,E,A,E,95.6795621163165,-28.437513728986318,D,0
Mexico,D,D,E,A,D,E,C,C,113.13743491974238,54.01215389751209,B,1
US,D,E,C,E,E,E,E,E,-76.78245832750122,14.887159502676687,E,1
China,E,D,E,A,B,B,A,D,-45.944912462119675,-14.987579397264506,C,1
China,E,D,D,A,B,C,C,A,-60.241034815674986,19.740418104658595,D,0
India,E,D,E,D,E,B,E,E,-20.18741848211708,134.64280559267348,A,1
US,E,A,B,B,A,C,A,A,12.56753143075255,-1.5611395192656694,D,1
Germany,A,C,A,A,A,C,D,E,-86.49106074083521,-10.14396372282174,C,0
Other,A,C,E,D,A,B,D,A,-0.7037205864990909,33.02113957275103,A,0
Mexico,E,C,B,B,E,D,D,E,-18.17002181834585,-70.083857038128,D,0
Mexico,B,A,C,C,B,A,B,B,-103.10228140832022,38.79237229923701,D,1
Germany,C,D,D,D,B,C,A,A,27.939983785488494,190.16830802779413,B,1
India,D,A,C,C,C,E,A,B,-7.633813873269746,-88.76137900823639,D,0
Other,C,E,B,C,D,E,D,B,124.45700146519107,159.33404351351263,A,0
Brazil,D,B,A,C,E,C,D,C,21.26973497261287,134.9544846212048,E,1
Mexico,A,B,D,E,C,A,E,B,-82.31805048602325,176.1901940374463,B,1
China,E,C,B,E,A,A,A,A,38.44997235769468,37.9497026160176,D,0
China,A,A,C,E,D,A,D,B,81.62517368236986,262.59895418749227,D,1
Germany,D,B,B,C,D,C,A,A,57.03672193411911,132.53438152526928,A,0
Brazil,E,B,A,B,C,B,A,B,49.852001840740925,13.029715788379425,E,0
China,B,E,C,E,C,A,A,D,118.48739259749873,-79.93289109998533,D,0
US,A,A,E,D,E,B,D,C,73.30568683427391,30.902711280049832,C,1
Other,D,D,C,A,C,C,B,C,-137.54099738939826,93.1125361783957,B,1
Other,E,C,B,A,A,E,A,A,155.81463349452753,65.93250048752368,D,0
India,E,C,E,B,E,A,E,A,-24.782742298364617,45.84304366342311,E,0
Other,D,D,E,D,D,C,A,E,-136.35962581030844,215.26472037233404,A,1
China,C,E,B,A,B,C,E,D,231.10077878363754,-6.812683267528942,A,0
UK,C,E,B,A,E,D,B,C,65.29720631612412,93.69075439174861,A,1
India,C,C,D,D,A,D,D,A,248.8493745065946,-20.843131691585906,C,0
UK,D,D,E,C,C,C,C,B,-5.382646477383092,-70.38428597313572,B,1
UK,D,C,E,A,D,E,C,E,93.6888687566713,-10.076253676829715,D,0
Germany,E,A,D,E,E,E,E,E,-79.5847977577737,-149.96232051818035,E,1
India,B,E,B,D,C,A,D,D,-80.48863634543702,73.64731914234429,B,0
Brazil,C,B,C,E,E,E,D,D,20.83442903421373,-28.150878926726953,A,0
Other,C,B,B,C,A,B,A,E,147.84620837568986,37.356001045203975,D,0
Mexico,C,D,C,D,D,A,D,D,-144.66610054045603,-97.125179363253,A,0
India,C,B,E,C,A,C,D,C,10.30220245359447,102.91925581861683,E,0
Brazil,C,D,D,C,A,D,B,D,58.8920738203453,117.424932261244,E,0
India,A,B,B,A,E,B,B,D,60.55453595325435,-135.6573214733941,B,1
Mexico,C,C,B,E,D,B,A,D,-49.909768912893675,5.451033405749441,B,0
US,C,D,C,C,D,A,D,A,-20.608468979665723,-36.48970638568336,D,0
Germany,E,E,C,C,D,C,B,D,117.72351805623391,20.828118158625934,A,0
Brazil,D,D,E,D,B,B,D,B,110.35359759991404,75.68590876906586,B,0
Brazil,E,C,E,E,E,C,C,C,-37.47569352220081,-153.09135382035507,B,0
Mexico,B,E,C,B,A,C,B,D,76.18804261073535,-322.5022624757045,C,0
Mexico,D,C,B,C,A,C,B,D,93.20415133889794,88.57149434796402,D,1
Mexico,D,E,B,D,A,D,D,E,-11.032899005415699,111.5833872696241,E,0
Other,A,B,B,A,B,B,B,C,-2.160017280311072,-115.09037307502868,B,0
Mexico,C,A,D,D,A,B,C,B,89.07211050702529,-48.69300292135651,E,0
China,A,D,A,D,E,D,D,B,155.69314091240108,-11.49293249822441,B,1
China,D,A,D,E,C,B,C,D,-162.5687209436353,136.27635850635855,E,1
China,D,C,B,E,D,C,B,A,78.20904707954658,-14.483936076577761,D,0
China,A,B,D,B,A,C,A,D,-152.35535649537223,-126.86004487018343,A,0
Other,B,B,B,C,A,E,C,C,13.021255105205382,-91.94048697673719,A,1
Germany,C,A,C,B,A,B,A,C,-5.53822190776249,-151.24133316551715,E,0
China,B,E,B,D,B,B,B,B,-161.81891504259616,11.380312077064106,E,1
US,E,D,C,E,B,B,B,C,91.50780105598228,-137.83671272303505,D,0
Mexico,B,B,D,E,E,B,A,C,7.694749732753977,73.49908344955189,C,0
Other,E,E,D,C,E,C,A,A,41.9842694398881,-25.41920500678915,A,0
Brazil,C,A,D,D,B,E,B,B,0.1773596002586265,-20.574506920158086,E,1
China,A,C,A,C,C,C,C,E,-153.27421521183126,178.41778180389153,B,0
US,B,A,E,D,C,E,A,E,-3.5197546295269055,6.1201222790904755,B,0
India,B,D,E,C,A,D,D,C,28.0221828907608,-122.58100370914482,B,0
Mexico,C,B,D,C,E,C,E,E,-89.59630948579714,-45.50879824014654,C,1
Brazil,D,D,E,C,B,A,C,A,68.75628553751191,-273.908676455672,B,1
Brazil,C,C,E,D,C,C,C,E,-99.71907486545267,50.546221621488655,C,0
US,C,A,C,E,C,A,A,E,65.2030323294194,14.526977824619975,E,1
China,A,E,D,E,E,E,E,D,52.097063206109205,72.00634445465363,C,0
India,E,A,C,E,B,C,D,A,-29.207552817003133,64.72497476399917,C,0
UK,B,B,C,B,A,C,A,C,-225.67020022021694,-33.480276664595834,E,1
India,E,B,E,D,B,C,C,D,38.30038507717205,-93.30336734467932,A,0
Mexico,A,C,A,A,E,D,A,E,-77.15610901810751,-89.78555479628635,A,0
Brazil,E,A,E,C,A,C,C,D,270.31028957646583,95.96213796165259,B,1
India,D,A,B,B,E,B,E,B,170.02840093597965,19.005256843780913,C,0
Mexico,C,C,C,B,E,E,A,D,90.25376131379241,-205.75257821906496,C,1
India,B,A,C,A,E,D,C,E,-72.94361636682439,-6.381027951301861,A,1
China,D,D,B,C,A,B,C,B,-142.74520603757023,-155.20484607499142,B,1
Other,E,B,C,E,D,E,D,C,109.7667990671492,-137.46725671838053,B,1
UK,E,D,A,E,D,E,A,A,-58.985516464185054,-24.315834444132896,A,0
Brazil,A,C,A,C,C,B,B,A,28.030948736381927,54.85911363561867,C,1
Mexico,C,B,A,C,A,C,E,E,45.69600805526185,-190.08431296343628,E,0
China,A,C,A,B,D,D,E,B,-10.786677789540027,-61.145292822747486,C,0
China,D,A,B,E,A,E,E,E,29.41477712197794,-181.73755142955756,C,1
India,C,B,C,D,C,A,D,A,-90.9849931227252,-105.83918538351695,B,0
Other,B,D,A,C,D,A,E,D,-20.57578174541878,77.51241183474976,E,0
Brazil,A,E,A,C,D,A,E,D,-11.594723137399935,-84.86049688221128,B,1
Brazil,B,C,E,C,D,A,C,B,-84.71326072336353,62.63211463560122,E,0
US,C,B,D,C,E,C,C,A,-43.51178832181971,-123.86139908293312,A,0
China,A,C,C,A,E,B,D,C,5.433446671140414,-93.59770087510148,B,0
Brazil,E,C,E,B,E,A,B,A,-13.78098610091386,-12.277259746425464,D,1
Germany,A,A,B,B,B,A,B,E,-54.29797838551602,29.81216306263084,D,1
UK,D,D,D,C,D,B,E,E,-100.24992341773762,-65.65872324036856,A,0
India,D,D,D,C,C,E,E,B,6.885020108749296,76.93326599958716,B,0
US,A,B,E,D,C,A,C,E,-82.37382561550992,86.95121324481957,B,1
India,D,A,E,E,D,B,B,B,-43.79468755650216,17.2598710454426,E,0
Other,D,C,D,D,E,A,D,A,-29.83884297175439,16.677365470274623,A,1
Brazil,D,C,B,A,E,E,E,C,197.50458220547898,17.276135813071406,B,0
Brazil,B,E,C,B,A,E,B,C,-134.42394913356102,-36.11801912505547,B,1
Mexico,E,C,E,E,E,A,C,B,-106.49328645123988,13.978309929836499,C,0
Mexico,C,E,A,E,A,E,B,E,133.54557796721815,-10.016909509773814,B,1
Germany,C,C,E,A,B,C,B,A,-18.106467733414526,-20.814227948140125,B,0
Other,E,A,E,D,A,B,C,A,-125.91599581050544,-75.65545193998766,A,1
UK,C,D,D,C,C,E,B,D,50.617722460939326,86.36238648104147,A,0
Mexico,A,D,B,D,D,C,C,B,-28.21884574107778,-76.98868089187447,E,0
Brazil,A,D,A,A,D,C,B,D,52.835966129756464,-84.6926497187536,E,0
Germany,B,A,B,D,C,E,C,B,-4.858638440646736,60.25855607428816,E,0
China,A,C,A,D,C,D,E,E,-32.523717493099305,116.99578291439403,D,0
Brazil,B,E,D,B,A,D,D,D,13.087815545989004,66.32462233583955,C,0
Other,A,D,A,B,A,C,E,D,31.156232904920415,200.86228963441886,A,0
Other,C,B,B,D,A,E,B,E,16.641626825071967,17.412146301748834,B,1
Brazil,A,E,C,A,E,D,A,D,-0.09596556249507411,47.50610232600496,C,1
UK,E,B,C,D,A,E,D,C,-87.10757592088366,-182.08742523976332,C,0
Other,A,C,A,B,B,B,C,C,119.6805633757483,-8.868632936438647,C,0
Mexico,B,B,B,C,A,A,D,B,194.651783391414,-13.788916719495964,A,1
Other,E,B,B,A,D,C,D,A,-42.68693570721276,85.58684933215717,E,1
US,E,D,B,B,E,C,A,A,78.95167428871733,52.351204436072294,E,0
UK,A,D,E,C,E,E,D,A,-149.09054763084154,184.7164422598932,D,1
UK,C,D,A,D,A,B,C,C,51.64420399409991,-80.41220693078316,C,0
Brazil,B,D,D,B,B,C,B,A,72.40956636414421,108.83633743715832,E,1
Germany,D,A,D,A,E,E,C,E,-56.50139775133473,61.918903948273964,A,0
Other,A,E,B,B,B,E,E,A,22.121959551871637,-76.62850768385377,D,0
China,C,B,E,C,E,B,A,E,-30.38705202239634,45.1192458032274,A,0
US,C,E,D,B,B,D,A,C,-49.66215201900526,57.269091387733354,B,1
Mexico,E,B,D,E,C,E,E,E,24.456743200145407,54.3410337539473,A,1
US,D,A,B,A,A,D,C,A,141.29463503728675,19.566519730378953,D,1
UK,D,A,D,D,C,E,A,B,-49.112463316361115,98.35196324638461,D,0
UK,D,A,C,B,A,C,E,C,80.95496976708098,7.744473154006055,A,0
Brazil,C,C,B,A,D,D,E,A,-32.38164775283865,-106.12296907289316,E,0
Other,C,D,C,C,E,D,C,B,111.2643497134577,-246.9571607032007,D,0
India,B,B,B,C,D,C,D,B,91.87420914455899,-124.014542986028,E,1
China,C,D,B,D,A,E,E,E,-25.00562262058892,44.9642126852837,E,0
Germany,B,D,D,C,E,C,B,A,19.447664152219183,70.75027352093464,E,1
Brazil,B,E,E,E,C,D,E,C,119.76609969394276,-69.71531734634769,C,1
Germany,C,A,A,B,A,A,D,E,-9.868651986073818,-16.224184746551245,D,1
Other,C,E,E,D,D,B,D,B,-124.16464679856661,-5.839583465348089,A,1
Other,B,D,A,E,B,A,A,B,-37.307552813471354,-52.81332395209676,B,1
Mexico,E,A,E,C,C,E,B,B,31.591651961233648,83.47970488873435,B,0
India,E,E,A,A,C,E,A,E,-70.79707926329013,96.77343250462145,D,0
US,B,A,D,C,A,D,A,B,-25.329948046752946,-112.59421033272716,C,0
Mexico,B,B,E,A,B,E,D,E,43.657493067737704,178.87542755293896,D,0
China,B,B,B,A,C,A,C,A,-52.54599753098332,-30.35418212742914,E,1
India,C,A,E,B,E,B,C,D,180.2339863805075,101.91188975588533,D,1
US,D,D,E,A,E,C,B,E,49.383847148077336,62.31011202306973,C,1
Mexico,B,C,D,A,B,E,B,A,50.82362329054154,-72.80666441740284,D,0
China,C,B,E,B,D,D,A,C,-127.24086380336203,5.21091488390081,E,1
UK,D,B,B,B,E,E,A,B,-10.107032121466917,-71.38957472271755,C,0
Other,D,D,A,B,C,A,D,E,-38.14420335656675,139.72273875642017,E,0
Other,A,C,E,C,E,A,D,D,55.74899067206947,-14.364887644974953,B,1
Brazil,C,C,A,E,D,C,D,D,25.122767665910466,96.81125898551173,D,1
UK,C,E,A,B,E,C,C,C,-4.859095745031675,81.02200874520588,C,0
India,A,E,A,E,C,A,E,C,-207.35570743906254,26.654519060879423,C,0
Germany,B,B,E,B,C,A,A,E,165.4774138417439,155.1145910945337,E,0
UK,E,D,A,A,A,C,A,A,-165.95296773499285,24.794682474609807,D,1
UK,D,E,A,D,C,C,C,C,-98.40637618565128,90.27387781742563,B,0
China,D,B,D,A,E,D,E,C,9.696645775418165,167.87257728488595,A,1
UK,C,E,D,A,D,C,A,E,30.555644349183282,-79.27482391778834,D,1
China,E,C,D,D,E,A,D,A,165.10526151350837,211.42177303533853,E,0
Other,A,E,D,D,E,E,C,B,149.33759919187267,-125.34902814572033,A,0
US,E,D,C,C,D,D,E,A,159.78093895498566,-112.60329475194679,B,1
Brazil,E,C,B,A,C,C,B,D,0.2703375269384364,-140.0206060870689,B,0
India,D,D,A,E,B,B,B,B,75.43859307394342,41.32191845885613,E,0
Germany,E,A,C,C,A,C,A,C,-151.67617912310473,81.66491463217722,B,1
India,D,A,A,C,A,D,D,A,1.9242160846156067,-53.67937676351604,C,0
Brazil,A,E,D,A,A,C,A,A,70.30987485451655,115.98900885618717,A,1
China,D,D,C,C,C,E,D,E,-184.16776748839433,-36.55803906533466,C,1
Mexico,B,A,E,E,D,C,C,A,-93.6827813053919,156.6533772567355,A,1
UK,D,D,C,A,A,D,E,B,63.471914283572126,27.365779159754723,B,1
US,B,E,B,B,B,B,C,B,-27.749804240780975,-189.14537359518934,B,0
Brazil,C,B,B,E,E,A,D,E,-39.55128136037149,48.1499074876016,E,1
India,C,B,B,D,D,D,D,C,133.67233765876813,-16.7239227815206,C,1
Germany,D,A,D,E,B,E,B,B,131.0937227146371,-192.14283607004052,C,0
Other,A,A,E,C,D,C,E,E,14.979913471598671,10.03521344001313,C,1
US,D,E,A,A,B,B,D,B,9.59098566202024,-222.75001523953026,A,1
Germany,D,E,C,C,D,A,C,E,-24.043633960036846,111.28565343240528,A,0
Brazil,E,B,A,E,A,E,B,E,-1.669667264082079,-217.00166785122966,E,1
India,D,E,B,E,B,A,E,B,-66.36380896013266,-50.60290678620524,D,0
Germany,C,A,C,E,D,A,A,A,88.42928938323179,-4.726088931414624,E,1
Other,A,D,A,B,B,B,C,A,187.49374430529852,24.264990038473776,B,1
Brazil,D,D,D,A,C,B,B,D,-14.930953375075962,-39.251547789676124,D,0
India,A,A,D,B,B,A,B,C,51.61096884219432,-1.2133289725041865,C,1
India,B,E,B,E,B,D,A,C,-101.59929634272223,-13.709152898890029,E,0
Other,A,E,A,E,A,A,A,A,-124.33502950778357,100.29354109567923,B,1
Germany,E,E,C,B,C,D,C,B,-92.80949190119658,-44.771278454967884,C,0
Germany,B,B,B,E,A,B,B,E,60.38741489283615,-38.80564257338456,D,0
Brazil,C,E,C,A,A,A,A,A,-155.26218612579984,-17.6429165963079,D,0
Other,C,B,A,C,E,B,D,D,30.076887502311934,-46.74909374746693,D,0
China,E,A,D,E,D,B,B,E,-25.023666997938594,78.96326095924977,A,1
Brazil,C,C,D,C,C,A,A,A,45.00804669748486,0.5067220495989258,E,1
Brazil,C,C,B,D,A,D,C,D,-93.53406794892044,-9.831065460309517,D,1
Germany,D,D,C,A,A,B,E,E,74.65677804953695,-53.03458511539375,D,1
China,C,E,C,D,D,D,D,D,-31.403758680582854,-13.81581828844515,D,0
Germany,D,A,E,A,D,E,D,A,169.56786699840154,87.48751227860177,E,0
Mexico,E,D,B,A,B,A,A,D,-119.2938768413828,33.01856144367715,E,1
Brazil,B,B,A,E,E,D,C,C,-59.18937371143566,152.18311693184557,B,0
Other,A,A,C,D,B,B,A,C,154.82466033249398,11.719920634746373,C,0
Mexico,B,C,D,E,A,B,D,D,-14.326954387467804,145.07301125337617,E,0
Mexico,B,E,A,A,B,B,A,D,-76.04599805749442,82.58274064137142,C,1
Other,E,C,A,C,C,E,A,B,-77.48025948786055,-63.60375664358997,B,1
Mexico,E,C,A,C,C,B,C,B,-77.66775881647641,193.0345863370741,B,0
India,A,D,E,A,A,B,B,C,-16.303651267699536,155.8074626634665,A,0
Germany,B,A,E,D,C,E,B,D,80.68471151994477,200.31892301889246,D,1
China,A,E,B,D,C,B,A,C,73.63648499461823,-190.33370316978767,C,1
UK,E,C,B,D,E,C,D,D,26.092771368442346,180.56745899047718,C,0
Brazil,D,A,B,E,E,C,C,E,50.392036256509584,-41.413232492403544,D,0
China,C,D,C,E,C,E,C,D,-66.28029782560974,-26.945475197553332,C,0
Other,A,D,E,C,E,D,C,C,32.398322593236784,31.73708906510167,B,1
US,B,A,C,B,A,D,A,A,-110.14218907307185,44.35420073704186,D,0
China,B,E,A,D,E,D,C,E,-33.18020393754569,18.175100154016103,D,0
UK,A,C,D,E,A,E,A,C,-123.21817761309417,8.248022736846721,A,1
India,C,E,B,B,C,E,C,A,22.3339686837699,153.67086341986624,B,0
Mexico,E,C,E,B,E,E,E,E,40.9807777860455,-109.13838018495522,C,0
Other,B,A,D,D,D,B,B,C,-223.16044084325264,6.912841264249601,E,0
US,B,A,E,E,C,E,B,B,75.39850084941617,-39.98584039576874,B,0
Mexico,E,B,A,C,C,D,A,E,88.50539780188184,-0.04498019197041556,C,1
Mexico,C,E,E,D,B,B,E,D,-17.56400171245082,88.25368218198541,E,1
China,D,E,C,E,A,A,B,E,-105.22869670487161,126.64189624117581,D,1
Brazil,D,B,A,C,D,C,D,A,142.35021537903987,21.859559593219096,E,0
US,E,B,D,D,D,D,E,D,20.279535688434013,-66.9140145891458,A,0
Other,A,E,B,E,E,A,E,A,54.87778056452123,-24.820169420178832,B,1
US,A,E,A,B,A,C,D,D,82.53031529265793,-107.0666213539532,B,1
US,B,A,C,D,D,C,C,B,-89.00372376224834,-31.206161476577694,E,0
India,D,C,D,E,B,C,B,C,-67.04240959787442,-95.7796759405347,B,0
Brazil,C,C,C,A,E,B,D,D,34.85070799444392,89.677884513838,C,0
Mexico,B,C,A,B,B,A,C,A,258.4854697891714,64.4536933175558,D,1
Brazil,C,A,D,A,D,C,C,C,-185.28890324140482,67.0576557636093,D,1
UK,E,B,B,C,A,D,B,E,40.565815306136145,-129.77920296497845,C,0
Brazil,A,D,D,B,B,D,B,E,84.1412735493144,-42.43460659199235,D,0
UK,E,C,B,A,E,B,D,C,365.8721459307956,28.255092008462075,B,0
Brazil,A,D,E,B,B,A,A,E,-41.20289668165904,68.19637641179432,D,0
Mexico,C,C,A,A,C,B,A,D,6.512881575843078,-30.842769745921935,D,0
US,A,C,C,D,D,E,D,B,-4.195134686697318,-78.34030652645994,B,1
UK,E,D,B,A,A,A,E,A,-11.56742989694773,101.06467664863136,B,0
Mexico,A,C,A,B,B,E,D,D,61.719587988505396,-74.34916925711302,A,0
Mexico,D,A,C,C,D,C,E,A,-10.232365972534886,46.18461193649961,E,0
Germany,E,C,A,D,B,D,C,D,237.23719637998136,-104.83713332594584,B,1
UK,A,E,D,D,D,E,C,D,-34.828525051624986,-89.27474598273258,B,1
UK,E,B,D,C,A,D,B,E,94.75667431375481,-52.04371925357797,A,1
US,D,D,B,D,D,A,B,E,-55.129181535656244,-131.7987860473576,E,0
India,B,B,D,E,E,C,A,E,136.69337074001498,-71.37355895618764,B,1
US,A,C,C,C,E,D,C,E,-51.47780782942382,73.75235353624097,A,0
Other,C,C,C,A,D,A,C,C,161.05705377571385,96.09090914262201,C,1
