marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Widowed,82.37649642131105,18.13734960648906,B,-29.286305014127166,E,53.810108011375554,B,-40.140165944598834,-26.143636386086538,-194.0050402078279,34.08180948642365,19.982966844352692,A,C,A,E,C,7.698238114514259,-51.19242551941024,0
Married,171.00284121192303,26.572100361655753,A,145.91053762283758,B,-16.195480346993428,E,19.199772434357637,-10.451463471564255,-107.59215425343542,-225.69886871187072,57.801681197030284,B,E,C,D,D,115.85025204332189,23.1824587964737,0
Married,-59.750179741093426,70.6523348221616,B,-84.6650060347645,C,84.4542203886687,C,-92.78282758345668,-19.27172411956452,-146.2507560837382,-71.12806430970325,67.58246216445703,E,E,A,C,C,49.29365897824905,-11.701498881656404,0
Married,-168.79875918404886,-85.86961124153085,B,8.831488856404842,E,-18.338887258919943,B,-24.76807529873811,-65.18030541922123,-55.43130716460365,77.21134025125036,82.93321067335636,C,E,D,A,D,4.6537209464241425,-205.15471707138232,0
Divorced,-15.072653466576114,-28.048130630828993,B,-24.59905543835,C,10.31412804883777,C,-180.13674216369415,-140.89235484023516,-157.78114881090076,-76.88285359341714,-60.88057810670017,C,C,A,E,E,-32.05781478239336,-75.25977419478366,0
Widowed,-17.825102214857953,-106.94836195677213,B,-28.386063100836612,E,57.76752601504841,C,-206.86571703599466,146.56420535461422,93.0722885238464,264.7597485577944,26.936481752750453,A,D,B,D,B,-32.636780485517214,-57.174639087196134,1
Divorced,32.0599522436405,-120.40257667506869,D,-29.616491478063338,D,112.44879439809448,D,41.78663003666047,-19.459817676879428,56.6762340754386,-55.235321006420826,29.068952246226708,E,D,B,D,B,118.08008907163526,-67.9467116541388,0
Divorced,53.67816474928132,148.05848355631719,E,-72.16650726588773,A,-52.82543867808137,C,164.59673709984457,68.92117888584518,173.0525335614555,-20.202273760224276,-40.89022746613783,D,B,E,D,A,-180.72258366124382,4.706401241979684,0
Married,-78.4919818347093,-73.54763920707094,E,-179.79210830992878,E,7.924027871776825,A,-59.754099321776756,-88.92922214919976,-24.335718523292684,82.24440914112179,76.5578845199924,C,D,A,B,C,-40.90033186098657,38.69243514248003,0
Divorced,37.340740673542896,266.83219048276084,C,-98.60691691048073,D,-1.863881993295891,B,-22.47656892606661,199.05340704337274,70.52187513748845,35.071321307920776,-19.298003649319988,D,C,E,B,D,-3.455448477889707,-40.3376468820426,0
Single,20.513631295970512,115.11937629471527,A,61.12834089386101,C,88.76427766817608,A,-8.632662337330078,-29.12709794195885,126.64910205575532,45.947124401355865,69.22103745094887,A,A,E,C,C,-17.209754712701734,19.23370609569907,0
Widowed,-63.897560623972225,7.8842247773054766,C,75.12800954647628,D,150.04508621771373,D,8.961390484249565,-148.19146221927423,155.10078365193567,13.918491365861247,-275.6835145969076,A,C,C,E,E,-90.29063535338219,-113.63613923964095,1
Single,-98.61038200509998,-175.32604309928334,C,-75.85406130194767,B,98.41058260455344,B,-68.5167309387139,134.6195279116497,-61.81402670422358,-108.51901908592474,124.30951271272525,D,E,C,B,B,-149.84479868424586,-20.104491667071855,0
Widowed,-102.74392147791079,35.132412204708416,D,-120.69620097762319,B,106.71501927522206,B,-38.616786567082215,24.11622230507632,-3.566841088776805,116.2862134217163,58.671284442868135,C,A,E,E,E,142.8559990480211,-130.03278640039647,1
Widowed,28.07834710799217,-88.90804412435224,E,-170.42036626875827,E,92.86282308078037,B,69.19481148906715,19.98723906374279,-134.3157269137018,11.033222656934287,-206.46039996180102,A,B,E,C,B,39.017702234302334,129.46166316486952,0
Widowed,78.5334759028423,-25.889051435819216,C,-102.68640243762755,C,-12.605899821926418,C,6.349154330334874,-40.14289565099412,-282.0890135323157,-55.42986473895299,-35.35988891701893,E,C,E,C,C,-121.31408369385422,122.07601208180418,1
Single,-59.55046958250898,136.17028617509789,E,112.56332054625699,C,-45.98606224517976,C,-59.010126869468316,24.990259003787454,-70.57267625852455,164.6380226992382,-29.02178306624514,D,B,B,C,B,44.50882108086679,-20.913476664357624,1
Widowed,-44.99222827933944,28.334499613453843,E,102.57960634548044,C,42.18909457030973,A,-101.94098500166886,-102.13420234260386,-237.95652082071763,-165.26674967394234,23.790679346974205,C,D,B,A,B,-23.86242027221923,-17.98477715860566,1
Divorced,-150.91702956007578,47.99906825570424,C,-99.5875083332561,D,125.07200300261756,E,-9.240865057672593,76.77243554796512,-115.26306812418991,-0.28424780750600626,103.85383809198412,C,C,B,C,B,22.01188952311775,166.33388929633395,0
Single,-27.388016852549917,35.557449170188384,E,96.42906568774941,E,54.216757761811785,E,-46.567130213617546,81.67360141918476,-64.18505891569153,30.72276244032573,-43.08404877715336,B,D,D,C,B,-25.556410802895556,-44.921618745137366,0
Divorced,-130.21780037934585,95.60586036207215,B,-57.95655728282302,E,-97.95327330160544,E,193.53761476413604,11.654888037100237,-55.30747491613356,-70.85251044619591,102.92871763878142,E,E,C,C,D,-23.350409011256573,272.9723968846231,1
Widowed,-183.6560192414085,-5.131666315756724,D,-0.28593400691397686,D,46.93474466458078,E,-130.81348788663587,162.84404732983413,-112.954796933482,-60.58805156674851,-7.555143492504531,B,C,E,C,C,39.579891234345695,-34.98246024562485,0
Divorced,95.94462295335339,54.340540290856886,D,-64.13627023777121,E,118.96925035484041,D,95.31329431491005,-220.76307665880884,60.54764134600956,2.090244750462847,4.131667632374823,A,C,A,E,A,57.913868563255456,-75.91880538123773,1
Married,-90.58501581552918,-29.862879463290483,A,-50.38341375184216,B,-2.3196341058167014,D,-15.80538597154215,87.76145511395211,25.56499930796159,101.65189684679063,108.44448567115121,A,C,C,B,A,73.54577433229139,58.60047168754481,1
Divorced,45.172921760267315,-15.689954362300377,B,220.55603910305402,D,-187.22145533990354,B,-33.7231930272828,-101.9618859956835,43.382145002758705,-123.09759347826095,-56.70567630822716,A,A,C,E,C,28.56416617302882,40.79873080953407,0
Single,-64.38593392780054,183.62583698203701,E,-56.67046521282113,E,168.37351544590092,A,109.07351249943594,-53.4477938576231,-59.11418537496941,-29.69205879216944,-170.59846342871805,C,D,B,C,E,59.378842394594436,3.4762689502046045,1
Divorced,49.056963446858354,-126.45343780989633,E,67.04589045280935,E,21.243677219046873,E,31.56348568363208,-30.487572640163744,-87.1715491488895,85.4008292829112,113.75065223687231,A,E,A,A,A,-123.39990862798733,-0.7853775650728468,0
Married,69.25304754220463,-32.871061667119434,A,-40.457513568813674,B,33.60481164736273,D,-197.99757745104137,122.41858026076613,-131.9752920678541,-122.76289888456238,4.530334918835321,E,E,C,D,E,56.90194939653024,-190.9885130847461,0
Single,-24.061997306227084,87.05013486332358,A,49.78208421337854,A,54.12727746412419,A,111.27891149836128,20.485229732246292,7.201232809691409,12.509250425240149,174.84897276687968,B,E,B,B,C,128.35081861217594,-246.50084514947238,1
Divorced,79.62256141911817,0.22678209423897944,C,65.94172255180413,A,-73.98665617220306,A,91.59730873305111,-3.751783034612329,70.42062569060256,-8.959183983431911,-104.45642904063868,A,E,E,B,A,16.53371313716891,69.31048506248108,0
Single,48.997046593874536,17.24135818944733,D,13.893066943301838,E,111.78294231348598,C,38.68599539174579,-0.10016984596412132,111.0968536294877,-1.77362222164974,34.79027079807223,C,E,B,C,D,89.38448516429843,-53.01310863329544,0
Married,73.29260962783545,132.30124099682695,D,-99.34749296169888,B,-1.5384952703258719,E,-4.87844529494644,-120.28807214183558,-45.53412915858669,101.09609441780296,-37.73372319522585,E,B,A,A,D,12.360143829699503,153.44339916813098,1
Divorced,-36.322215993735135,-50.01346094130709,B,17.585871404979304,B,144.2554937395652,C,208.0009640899716,31.455324626841076,-13.434816105871775,22.1859795835854,94.39000510493042,C,A,D,E,D,-81.55369718893776,99.07134702035545,1
Divorced,83.28909179171252,-59.745644726913504,D,139.07864019092884,A,-42.64493782480126,E,-69.4598809925427,6.574531910900689,28.00803986287379,157.59960128738817,227.2932624797544,B,D,B,D,B,-91.6149321233496,-28.34358033785004,1
Married,106.43529088035424,-174.97180786943713,D,-39.81390685936595,B,28.311148848716527,B,35.93925060750499,-31.439129238718834,-75.15059949931042,158.69334659859544,-80.89991731354425,C,D,B,A,D,-29.639970729542082,-48.163321788898585,0
Married,-11.847542206916893,-65.76873097380785,E,-98.65086393417428,E,237.92884760464563,C,-50.553799925125084,-19.661749501181035,60.21117621393132,-69.12336078971666,101.12951993894512,D,E,B,B,B,166.32616694437746,165.87695976402134,1
Single,-146.84052305568315,-1.0246963889137821,C,131.29951523793292,A,-30.019160716276765,B,36.12698007988213,-39.60310599887525,26.08855949807137,-84.14905166497442,149.42393664885194,D,E,C,B,E,53.97003372840841,117.40686955892063,1
Widowed,9.896653537474814,43.80172747917499,B,-229.6965597273911,A,-21.21832485190991,D,46.437756773640174,-71.11312214072002,-27.25703847610494,-49.94560946006692,-139.4388892650307,C,B,D,B,C,-142.3734092932408,38.75358972135798,0
Married,140.62413427124622,80.19214535844793,E,102.77325202568302,B,106.96859796692773,A,6.935608408833096,212.32633091728653,-89.96194371178377,-195.94144246056234,33.33941989782398,D,E,D,C,E,-103.99733871751762,217.2240381654207,0
Widowed,-53.972933067461135,-76.86778321272818,D,-37.31737533488032,A,1.2792997205267738,E,42.769244718680326,29.307191160457148,-21.335338327807943,164.2148233015138,-122.33880198283258,E,C,D,E,B,13.712901691847215,-94.71003257933015,1
Married,-105.4929327680465,-157.66672497291657,C,-2.038561748223779,B,67.07408065452482,B,59.01993299991632,-36.882530155419815,-2.237218366301077,29.528352610362173,-51.6927090155619,C,C,A,D,B,5.394957494525865,-66.48775983892618,1
Single,138.1925416550257,83.54500894492361,B,-24.61547444727142,A,-23.58255124595808,E,157.67868659166567,-128.10309903425366,257.03587424227294,148.26271821089068,-56.59204162838623,B,D,A,E,D,-15.099968389716548,-195.55422776126704,1
Widowed,4.202838136102155,92.57951915612634,A,-119.75368869996517,E,84.32422147154445,D,-145.16241497666633,55.854820264085646,86.08951935696386,-100.76823848805519,-121.15468801376868,A,E,D,E,A,117.59017963032396,-97.70527416428065,1
Single,128.69909782087618,51.75397359370444,D,55.30867948324716,C,-114.24752789592314,A,49.392459388172696,-0.07358177485347059,-45.03372237265829,-30.80172868986091,171.92261113964096,E,E,E,C,B,-163.9077598091398,-19.225116880029034,0
Married,-8.164090141740083,-55.84633626335419,C,-213.66310155975899,A,-13.206282261476016,C,93.7138184994739,-45.43651887481094,10.87713858826075,-133.64779846448732,94.95344775657036,A,D,C,D,C,-95.31111200088971,-88.18358289777784,1
Divorced,-41.887541620412186,79.71059854514779,D,160.5027977935964,E,84.6037100568026,B,1.4931495143402267,-267.018588340878,118.31025906723542,122.68053598175295,-62.33928329648537,B,D,E,B,D,27.229321997600042,46.0657614258731,1
Divorced,30.292074089058985,-16.06787108584396,B,-34.89598108834652,C,121.21670549076624,A,39.60881784666211,14.396139138795066,11.164857226562784,-119.47825478641023,73.24413859888897,A,D,A,D,A,-89.50220268215816,76.5827863566376,1
Married,77.08389776177303,-18.348360998264795,B,245.14509611114158,B,56.1654223166824,E,-164.11091895873187,-77.39324859032254,157.2318031081225,-309.415254054815,81.68903409005617,B,C,A,C,A,173.01350336113396,160.98042091082024,1
Single,163.63987516846964,79.94537798272849,B,-62.86123603303045,C,154.03953776335672,A,33.5673063889815,-125.73715816487298,-23.81615306934145,-52.57026903322324,-39.762491207471484,B,E,A,C,B,174.59102291088598,71.53764563804934,1
Divorced,151.11992385676766,49.67133364596602,A,80.08705067119175,E,65.60330258942682,D,49.988601321731224,-18.295675086316354,10.477723096007049,-61.30460675309229,-67.97267012510505,E,E,B,E,B,126.24084052877626,82.69160213619713,1
Single,44.06365837257037,-203.61551336691207,D,32.602571752100076,D,39.97822788954494,E,12.497059730260764,-96.68542916473135,157.515083398,-142.6553297461985,147.72252752380712,A,D,A,D,D,-23.58506048212583,33.20176179392446,1
Single,2.3121424393270735,-122.81530407183543,A,-36.959586107036664,B,-80.81116459845097,A,-107.2043621321549,39.165327370255596,28.679152636027016,23.94540485771773,-13.200599776516722,C,A,D,A,B,-139.89533730180514,118.94287781674366,1
Widowed,112.86359690425402,119.79295365977949,E,-16.401982581925807,E,197.72159079751452,D,-78.46567234709721,77.60749424408637,-28.54775321953877,118.44548286355088,128.9915176170767,C,C,D,C,A,-80.37203045675928,-32.54753195348544,1
Married,21.589328311470933,41.719787755336654,D,146.6556857153082,C,-88.15797478518688,A,199.45072957427385,138.39716590264047,-33.203469613956486,35.23813783842106,166.2975494446116,E,D,C,D,E,-102.83863815930283,30.234406666073788,1
Widowed,242.36426512474148,75.71578120281063,A,-43.507812342235624,D,-50.71450445732984,C,-91.97264841277857,82.62304405735276,-105.13644152059469,-151.97952643872597,14.00420348602889,D,C,C,D,D,-9.054447944483556,16.572747915848943,1
Widowed,-46.55374810152769,-230.93914040519238,E,-112.17710371513168,B,53.128440822018256,B,25.839152469240332,-80.10544952180666,-110.36345221518249,-102.73318842393653,36.54337612157008,B,E,E,A,B,2.3630659291604847,-268.67384076442045,0
Widowed,-37.985935136093715,29.799470338620615,D,-3.788515067283746,B,240.47645783597793,E,120.21484037559908,-168.50803985369123,81.84348197824093,-218.02512600760693,-83.6322207470247,B,D,E,C,D,19.86408250392326,6.685386932066503,1
Divorced,101.6693410860956,55.90787660924946,E,-196.83884314709033,E,-58.69893398411642,B,-43.9642807608277,154.99953165911532,-20.231302534922378,-65.2581140688194,-87.27496019648954,D,E,B,B,D,32.799750416599885,91.8152644072575,0
Married,118.62819586797852,-133.264586277951,E,69.64729490579325,E,-2.093494013556814,D,-96.54287920911791,166.70305729431877,46.14271618647492,44.392925641727906,215.50208557069786,A,D,C,B,A,-112.45461588367307,-73.64297038931966,0
Single,-12.128122195067329,-56.14079596667588,E,-18.4270125313609,D,-82.84425351590848,A,184.4497309217671,-164.7050310402138,-23.265119144150635,151.18172970550415,-154.4118970171247,A,A,D,D,C,37.126514304938546,-37.18170059713322,1
Single,-98.40008220499789,-22.43476121923797,A,107.29301859368543,B,18.776630689677322,A,44.02209590884995,-23.279354465369135,-67.0685496300624,-58.73557644478051,-67.16095094326172,E,A,B,A,B,-56.82462158726448,181.60179860758169,0
Single,-121.54347975301596,27.063963059126607,D,43.61128235651359,E,-118.25733449927955,C,-196.9703061511522,-187.13570947743912,-116.68986974351634,-87.64869748554267,119.35224303161414,E,A,C,E,E,55.40671860985934,-32.184098233513424,0
Divorced,-12.89378109060671,27.190659602398316,E,92.46419776313195,C,146.68667157857084,E,-62.31872662755528,-16.12474526236778,-100.02744828558119,121.59177857457505,-85.64081957481086,B,E,A,C,E,-45.81024017304014,-52.072894500946056,1
Widowed,-70.9762528018143,66.5975011956652,E,-3.085237631905942,C,-93.23424776490509,C,-53.44807431912909,42.232546069632754,1.88240220857486,133.32314214381464,-19.468004483508512,A,A,C,E,C,92.467337659265,10.074783935929236,1
Married,60.75834080745486,-90.66515720774638,D,7.667449777903472,A,-102.01965015381829,B,58.296552499239915,70.83918065970016,0.7514825821087743,10.689867257549803,-100.56452084468962,A,A,A,A,D,203.47131881795585,-81.93200680583593,1
Married,-124.56991830168853,-236.01995084911613,A,-169.9043494255506,C,-78.9228586599986,C,-96.85817019075252,18.22742073043055,-160.24821988012735,49.72845518741024,-19.698513605551074,D,A,B,C,D,-163.61193706082386,32.15464711498576,0
Divorced,134.9527578053126,-119.12463349274694,E,-51.84410963698836,D,19.90231332882967,B,55.07332099479443,-76.91827553741375,-78.97664949292796,-41.7588641367078,120.70034697525622,B,D,D,B,C,109.24725978155372,15.904120743279748,0
Divorced,64.69339613651269,71.83797267741863,E,126.05600261770546,A,-40.16435155233874,B,26.9122315140501,94.81776792436546,158.79630884569573,-60.39912873387389,-64.43273834789942,C,C,D,A,D,186.94384070902237,-206.5894012587588,1
Divorced,67.55295002347,-9.261203107610003,D,54.67898701822502,D,-30.39850444915613,E,-219.81378228594036,-63.462664632619315,24.851068411412918,16.875420023160487,-31.313059670610798,B,D,B,B,B,-90.15512781912638,-23.410505261439045,1
Divorced,-72.99587315072691,210.9848370396647,C,-46.2281535908647,E,-13.02779233355255,C,16.234303908091444,-40.07867246864068,-106.16112585483803,-61.479811968562515,88.4749209247625,E,C,B,C,A,-20.151267811385694,0.023591734205447377,1
Widowed,127.07332596149688,51.15377346238825,B,-14.20800345003368,A,-29.753902066823795,A,-47.62938428624636,53.68959705124868,-6.469562255729065,-53.17066468429754,65.07770421948739,B,A,E,C,A,-49.27395874716218,166.373844630874,0
Divorced,-9.036811627437825,-118.52915922726264,A,-79.1519609785227,B,-24.203446596324017,B,119.86606393738705,254.51278561209492,153.50147671156077,19.909676177036285,-141.74418944503824,D,D,C,A,D,-13.35102439895383,10.842355340762838,0
Divorced,41.61317049789594,86.81297311489502,E,-109.9015258359382,C,-44.0170265732005,D,106.4560360862283,-153.42968344011777,1.3612598458801666,-0.689040891092602,-24.9494867947953,E,E,E,B,E,51.16729211450172,-22.882479831030388,0
Widowed,-303.58920683616424,6.8875200891946164,C,109.18580448609477,A,-122.1197513696084,D,-9.662528252719756,205.35971262151048,32.08539397364403,114.31519610125687,-104.69187454939797,C,E,C,C,A,-175.364870761129,-31.202165004836,1
Married,-14.049907935659364,-89.38240946322269,A,-42.16519940153177,E,84.05581977324584,D,146.6518529849972,94.98867191578843,12.255198778870263,203.07193794919277,233.33444432127544,C,E,A,C,E,-67.70860397481094,161.36454689105017,1
Single,22.37032850251269,29.04311594725641,A,-36.42514315179795,E,-87.99193735306584,E,-141.26953384397652,-21.0576195930779,-17.32227866798542,25.442071837349868,-139.78596244757318,C,E,E,E,D,73.88822625855525,-150.9252432553047,1
Married,-62.07847413239068,-129.34289517181298,E,-123.88255021525629,E,127.20646692704494,A,13.254546699456093,24.421251024822332,34.70720014183781,32.85621148907014,-150.4170436877359,B,A,A,C,D,-26.460392901333496,36.480336727387765,0
Divorced,25.757433059874717,12.419704285295683,E,-211.2550774201676,D,-196.37092061345018,E,-43.26486713417609,54.037564764154645,-3.9716231308787187,32.20496066506812,135.5208805900752,C,C,B,D,B,78.97184253395825,18.323470106217897,0
Single,12.360514185908029,25.896682973257608,C,-73.86667234375842,B,-120.19919162173566,D,-36.70784185197486,161.24557630147777,19.32934857463194,89.93347605923603,1.4887165839306753,E,A,C,A,E,-103.49498900357932,-95.46434791140972,1
Married,23.717600928134857,-152.17887598148815,C,-91.55000119274838,C,135.1662141245608,D,-27.187761324660116,60.70229223223631,51.013901425125695,-65.28729430135269,-116.07858093034909,D,A,A,D,E,-70.59875221483915,0.46278614730469353,1
Married,-142.75311752293703,-103.71005052432423,B,-135.4659536928166,E,-72.31861320578481,B,176.37575348225172,-145.15947219895196,44.41723199973478,116.67002524814323,89.88353010562595,C,D,A,D,E,-59.28219761503792,-41.64147347269841,1
Married,-114.12670914857317,12.889959845277712,A,119.04993374430018,D,56.23438974139556,E,-77.57100385304837,1.8117122324008281,251.0589084096984,4.160482524426721,37.830503137583335,D,C,E,A,B,184.3518295271087,48.88038494139032,0
Widowed,36.95023546467967,-110.25018727082742,E,-180.87294551322572,C,180.00333106457643,A,-55.149769489844466,-15.281092287193088,-96.38004623953644,-50.00151358090332,-33.55349823319531,B,D,D,A,C,-18.644349549355926,-40.797725442036466,1
Single,203.3775890782259,-23.615282196655723,A,65.68102431651673,A,122.54703205289708,E,-99.80145669570845,103.56136612633817,94.16663228951232,47.68950451054494,-64.27805459756172,C,D,C,E,D,218.16516807130975,-36.75882641269293,1
Married,-177.48570971754967,-76.12910137466959,D,-75.90440545065236,D,-32.51391073224476,D,2.3020451924843264,-119.39256841595538,-41.392401183182606,-19.87272808477855,14.186456168527545,A,D,B,D,E,-27.93981388290619,101.92974670131933,0
Widowed,-92.20162041659299,-84.88717033216378,B,-125.15094316949514,C,228.4341954307936,C,-54.82235469348481,-154.7667972307615,-6.077645001361652,33.220420227346914,144.593178798545,C,E,A,C,C,60.787864647407815,215.119336466747,1
Single,-90.68603510722578,-29.39899139720133,A,-23.49366538506268,E,-14.883656837784729,D,-20.83482653217824,-38.35053010446203,104.57217954446591,135.0454605550042,10.905622241341351,D,E,A,D,C,57.774442293086395,132.7176519478532,0
Divorced,-51.344649760595004,83.02746406476696,D,186.116757198013,D,-105.76086969052778,A,-51.53297631963672,24.01527838673592,-81.05378273616442,-183.88605797813563,-122.89654215754808,A,C,D,D,C,56.24708714648482,-28.85397775125393,0
Single,-27.439980959439026,-21.163650980568256,D,-172.18624304498667,E,-95.03957298341855,C,83.35634604145368,-79.75906985824669,22.78188424461393,47.59157533656004,-99.62735056961714,C,D,D,A,D,-119.28165039022755,-106.62051383294522,0
Divorced,85.09221904434831,-46.1806556738603,A,46.57941650918821,E,-42.174072539028714,E,-30.970431729572134,-53.972676788273546,-130.09561855054775,3.002727899470411,-64.7206466918135,A,E,D,E,A,-200.6722048620079,-58.85193918282561,1
Single,-75.61908338253068,-106.30577582404246,C,-47.458370775004596,B,45.53435811770635,B,-49.66069532096983,-64.6329575074458,26.90357444820939,12.625394629434439,52.83813787966829,A,A,E,A,E,-68.01717796255706,20.911072524488155,1
Divorced,338.048815248684,106.98576565218889,D,-12.304232301116047,A,38.0574913560048,B,-40.744009998997136,-75.05852129447894,-59.53681246033348,-177.8135432001527,-66.27531075403806,A,A,A,C,E,131.18476788464903,-43.48898546396052,0
Divorced,91.63443373649164,58.02757856819025,C,-52.89658498501423,A,-116.03479531908806,E,-167.150384080145,43.62530291129587,-180.06903785118388,-92.52713225533135,113.0348761847831,A,E,E,C,D,-81.56022536793338,-78.94923379752123,0
Divorced,-216.38153762312916,188.5544315824275,C,120.67087446190843,B,-19.840771647917933,A,-93.5183321123435,-101.71914296111704,-138.13319647698765,-91.77421069847047,24.514641930320227,C,B,D,A,A,-121.70656874236423,19.15335657339508,0
Widowed,-85.77110702379491,8.494013061867209,B,5.7582145651170915,D,352.8997495274452,C,-16.00658660182159,55.519625236978584,149.74314610810794,-83.03388213271833,-87.58600076871446,B,C,D,E,A,168.7276536170991,-10.705551300489446,0
Widowed,48.28710660233762,72.44002038876623,E,-55.09196981244365,E,-169.54467506776612,A,111.35305874746102,-13.99322773288596,20.769556116578443,78.3634526102148,-105.70436764166476,E,E,E,E,E,26.802705404510874,59.403381721132575,1
Widowed,40.43632131603424,-48.815856033318425,B,41.88820182227325,D,152.52330532001795,A,-277.978497074518,-101.44910739566933,73.05131744463857,-100.96616118908305,-36.49472621399679,E,D,C,A,C,-134.95058174765254,-43.271596195930925,1
Married,148.33218503271834,-78.67724566039519,E,-292.95677476208635,B,150.1861896995337,C,-186.63054933239619,63.60278056801374,49.20806426464045,171.06348142587484,-54.59309715520253,C,E,B,C,A,-43.04394042423817,-179.44234599985927,1
Divorced,-199.6347267308584,14.637980542803696,A,-101.87426816244145,A,160.00280137420677,D,-83.96457967563353,-26.417197793595193,-130.04914941857461,-118.49303786278695,-153.42476426620559,D,E,C,C,B,12.842074568019681,180.3751762240694,0
Widowed,10.618638144456638,13.39788139970485,D,103.89129724483135,C,17.45905407953696,A,51.18294694749098,-67.42109760935331,-49.58027110356792,-34.93326288033821,-29.949592703972783,A,B,A,C,E,-101.07865902747537,-23.299836185765038,0
Married,-6.840389499620489,10.934022497626248,E,-151.50597747645367,B,83.32910120853201,B,-37.095707915689495,65.5631458259538,25.870797536115663,-36.53237169298766,-68.92837672957195,E,D,E,C,C,-32.452010764289916,-30.430610591221015,1
Married,115.19651082017243,-74.91542134323095,D,149.84839616571566,C,-36.325641811153965,A,129.3640381828213,-24.630116785701592,-71.01880161154546,-41.14832326409803,124.34756235049487,D,D,D,A,E,-43.70211182155266,-17.301797634937344,0
Single,19.129838017043927,-109.20644448006142,C,-7.323921848240586,A,-133.08030469240705,C,91.44924685137362,-174.9101825421407,-24.070271871500417,-14.180623053166444,-108.07426676372656,D,B,B,A,C,86.73953015503896,51.393309590507585,0
Single,128.88202393314262,-121.62520818367928,E,25.220167632850792,C,0.32851463609321807,E,6.241330346963141,238.60299722984274,-93.65495497643039,80.51376509889583,10.97672390334935,B,B,C,E,C,-43.72317967462074,96.8921195779383,0
Divorced,131.58648859857166,64.2323463129623,C,31.747181099088646,E,-91.19312060455373,A,-48.57278798202771,31.04570393140979,-53.65910990664609,73.40251967081923,-28.964999298792677,C,A,A,D,D,-49.13064754208301,179.7078155159396,1
Widowed,-106.18650720764526,6.543042423382755,E,28.47049802239025,B,-118.47762500480401,A,157.91353832492965,2.2617087351894627,-136.0520658289802,0.8578613637441249,51.679918628878355,C,C,C,A,D,-144.92552224683232,-75.9449641402185,0
Divorced,95.70660749854981,-97.69781317174407,E,32.64064627977989,C,-129.33585276221825,A,7.006904092088381,-58.2542476278467,-59.11439274784425,44.125581321528564,-35.70432596738422,D,D,C,C,A,-151.29490211252028,-160.97611585144446,1
Widowed,97.46769299983488,91.13590199017555,D,-10.468553165258438,A,-62.37744010739935,A,-144.63789767771397,-189.39340005972943,69.97733451868166,-46.42025771287327,70.76069042899452,B,B,C,E,A,-4.097071692661826,-28.350594654453527,1
Married,109.85566628983187,24.72391056112587,A,116.23304973348021,D,-72.7888147096614,D,-3.3871089405588286,16.981570553894993,193.19392254652482,-116.20876052927787,-10.220043642865354,D,E,A,E,A,-42.847773943331,-172.520570211107,1
Widowed,-109.39670925728106,5.250141115004398,B,-52.11968580707921,B,-25.869579761106777,C,-47.5865533210156,-9.41264615358414,95.2798860969602,129.5650204814262,128.79977378218996,D,E,C,E,E,116.45783793835585,179.89057853295515,1
Single,145.19373654944897,59.59194853093405,C,54.97477634112325,A,176.45072497260537,C,-220.58171005785346,-53.10616774478872,-54.94311466826354,-13.368145810832132,-5.699439432469002,C,D,C,C,D,-134.8492647364697,-23.668743049488405,1
Single,189.5055331548736,121.81333566676693,C,105.24364557915003,A,-113.78254705933395,B,146.940490313934,-2.386014896783352,-71.1467468212922,262.9871674935476,135.80426755301303,E,D,D,D,A,233.10622853073798,52.30742195638872,0
Divorced,-28.815679571047927,-87.18900247805364,A,25.775106989613896,B,22.475925085210015,E,35.211193539929425,-173.07875165893427,-16.674749150758736,17.09503968482332,-18.361445924142448,E,D,C,A,E,90.56353388997056,63.37212382676449,0
Married,-26.03367977805313,-127.68125243732018,A,30.76181959487822,E,-18.12337717482439,A,51.92157228795165,30.633806213371813,-168.54104553368927,23.694619891153994,6.880689146324167,E,B,A,A,B,-29.998791726227115,-58.28834337788277,0
Single,-90.2008534377728,11.817298326798738,E,-3.29035228684266,A,-103.29649425640977,E,129.45876122544826,102.4241350557981,86.10716225828325,42.90326528597321,-119.13140763471128,C,D,C,A,E,90.92010636655372,-23.002411948957853,1
Single,-4.9951959280976626,-65.6952526011221,D,9.194645918681815,A,27.784393539184798,A,113.80604247745059,-124.66767807164791,-94.7548693933559,88.18031666037936,29.132237992539988,C,A,E,A,B,43.618063268323496,-132.48739568020338,1
Married,-104.74218139041331,38.16438515706307,C,-252.30024596714085,C,-103.35191685575546,A,-50.35537808011473,-111.10967027265997,121.18464458189693,100.29697642224767,-65.36361726467987,B,D,D,E,E,16.6872140558291,-31.47783230764172,0
Divorced,-45.48271839422364,-91.25867343649247,E,190.61821011081722,A,106.11083752953392,B,-70.12786571051119,-69.46067180344146,-171.81566809967507,-76.18156133833062,-161.34162972018945,D,E,D,E,A,-102.52046768555552,-146.48079235413806,1
Single,32.14614993432398,72.90623136887625,B,118.5102641447986,A,-171.78843187113458,B,52.15789306817462,40.01058688109403,10.87660284820546,-24.94453895138686,-52.097285053805884,A,D,A,E,B,-125.14958406229269,92.52274631207175,0
