age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
36-50,C,50.05053656027797,43.129493589698974,-5.439978062835326,54.01186087334339,A,C,E,145.3509051238779,E,69.26362197356848,B,E,E,D,1
51-65,A,-19.221745349219148,-163.66084590629703,13.970136429929411,54.96787079516216,E,D,A,96.35697546650276,E,73.57986601504443,B,B,C,A,1
26-35,B,-41.67336651868908,-13.092620712616277,178.50846945102694,-55.937460961779074,C,E,B,53.41502623933165,E,-38.6651439183924,B,B,D,E,0
65+,D,31.728066448190688,228.2365142589678,-70.23199003224839,50.0474717160197,D,D,E,-123.78624831707845,D,-96.68835926435949,D,A,E,C,1
65+,E,-19.91386847776104,-198.8370713613479,106.90923032598809,40.713640264382,D,A,C,-77.68360200486866,C,29.49604750757746,D,A,B,E,1
36-50,C,50.11375454842503,-48.41594986337967,-171.22003280457812,-47.63212820549542,A,C,E,17.25497626280156,C,-2.7188324706454448,E,B,C,A,1
26-35,B,-114.33970435978323,-51.547309111183424,-58.7775299018607,-134.20759756599185,D,C,D,58.0761996993304,A,-106.70975933792309,A,D,A,A,1
51-65,D,91.43543833521622,-131.53207272436248,-78.99400609044591,19.064989207905462,A,D,A,48.2181983096002,E,55.366643452674744,C,B,C,A,1
65+,C,-241.10112551277348,42.816178526207466,-93.88912542775736,64.55275504758997,B,B,C,-14.752764477697786,E,105.98877303436203,A,A,A,A,1
65+,E,27.291235234284645,129.8775458525304,25.219056678652173,-90.1193630134268,C,E,B,195.35271524462524,E,80.03621458504166,D,D,A,B,0
51-65,B,-115.55485349636822,106.98869640455429,-57.49762789081863,-5.223072810999891,B,C,A,73.76023276442054,C,-25.508199512052965,B,C,E,B,0
18-25,B,-8.320853816200376,29.96432933260661,-6.2334571802283225,-97.03951652353352,D,C,D,-224.22801592147857,C,37.8475100255831,E,E,A,C,1
51-65,D,327.77902030833644,72.8312030107017,115.022697064034,84.49086393290706,E,E,E,-19.95538973331293,C,178.25762729639038,C,D,B,D,1
18-25,E,43.71929786722537,-199.9113379378162,97.05234561053916,129.02864087371862,B,A,D,-50.2304272327897,B,-113.34770454585129,C,D,D,D,1
65+,B,-195.7842717967382,32.53796391508851,77.02254667403807,-2.1115471876854772,D,E,A,-133.53038947879887,E,113.46237306102465,E,D,B,A,0
51-65,A,-100.27378503302049,179.46729434541203,-19.73249665047113,38.30768726459085,D,A,C,-52.938735848314764,E,-54.0424511915648,A,D,D,E,0
51-65,C,67.52996751073856,-92.85676714683335,-12.78485692989938,-42.74431352029652,D,B,C,46.022798125256415,D,-76.93213740305141,D,A,A,A,0
26-35,A,61.94685777781832,-213.87390919485455,158.84548122540005,-116.41227160424845,A,A,B,39.31295582764615,C,111.10514828225497,C,A,D,A,1
51-65,E,2.4697688212212516,-30.071036173692793,37.66406484925,-0.45085422384424767,C,C,A,-111.22417773255361,A,-38.21116601930276,D,A,D,E,0
36-50,A,-56.81999258681171,-29.857500594635493,100.14257156515256,55.08970458512571,B,D,B,94.76852041059772,B,0.9504666904976202,C,C,B,B,0
18-25,A,-94.08848633143297,-35.83538688932209,-81.32003015482711,27.40174460152914,B,B,A,5.846185818862346,B,47.36046869187114,E,B,C,E,1
51-65,E,74.23445777392537,-64.06928725925735,12.884520089999802,-44.42587031075525,E,C,D,19.35091413234244,C,148.38588306768457,D,A,D,B,0
18-25,A,-54.096692409497805,185.6234732013419,-125.96352370095431,-16.736529889700435,B,C,A,-162.27275606104047,A,-74.03881849009154,C,A,E,C,0
26-35,C,-96.8284301373009,-38.624416267624134,-11.177887868849012,35.3057894252978,A,D,E,-110.06462488795697,D,22.498923200957208,B,D,A,E,1
18-25,B,26.652354186832405,114.9504598115779,199.07708599781694,193.4858804825367,B,C,E,-12.489411809854248,D,205.93436675871732,D,B,C,A,0
51-65,E,-48.94833408708833,156.2824477127941,160.1287283814944,128.50437765237024,D,C,B,-96.20578423154154,E,54.38422031257324,C,D,E,C,0
36-50,A,-128.6939059360525,-30.756939306947313,10.82791942249931,-108.87561556808248,A,B,D,-2.2636664198426018,C,8.364458555867856,E,C,C,B,1
26-35,B,-142.12595391895513,96.0727035546279,-126.83765025847012,25.29891486568821,D,A,A,-249.90931104542784,B,42.70064860403877,E,E,D,A,1
18-25,B,191.2754782709607,133.76942213233772,-74.2493976737334,-87.99248606566687,E,D,E,111.22092184005649,B,58.77724931780459,B,A,C,E,1
18-25,D,-71.96328830633296,16.80918436551517,168.44118979470022,80.99445361893468,A,A,D,33.51783241604721,A,47.20791887817427,A,C,C,D,0
18-25,D,51.57493519572625,-14.836241977640865,-82.52445924953953,-70.61079772531691,D,D,A,112.22911285279311,C,274.36135346835397,E,B,E,B,1
18-25,E,-107.85019025574233,-2.570211075237011,233.09534375738883,-47.53952455899155,E,A,A,8.163639377467929,E,-182.18498046106436,B,D,E,C,0
18-25,A,78.51169475266244,-6.53740667510629,92.0777799550915,-15.339623297943769,D,E,D,-50.75755783600403,C,68.00511825524245,E,B,B,D,1
18-25,D,43.40707304684624,92.4389351889223,185.34411886645458,33.103414585838756,A,E,A,40.86871988546572,B,49.14055837486487,D,A,E,B,0
36-50,B,-99.46530801136164,167.37953530557297,34.04379416595377,94.98480118278316,B,C,D,-60.7014055140337,C,103.28683147758015,D,A,E,A,1
65+,B,52.66451445722945,57.87598551642444,147.48148368564563,259.76777304353277,E,C,C,-251.74359525587903,E,106.17731902213912,E,C,B,D,1
65+,B,-97.69913745825853,14.135430168659886,45.301687832503674,82.26642211233283,B,C,B,-138.89386720608533,B,-53.347918399160854,D,C,B,D,1
26-35,B,13.585491612580386,51.17691996712419,142.40255343337617,-2.1267228412911594,D,D,D,1.7240471317664743,D,187.63561408882933,C,A,B,A,0
51-65,D,41.79446917281433,-96.4484167139857,-113.307171073735,-117.42898438356475,E,B,D,70.22751864844756,C,-31.265797597219436,E,E,B,C,0
65+,D,38.19717948960567,-47.40137162795056,116.02977683202211,-194.12213946962967,A,A,B,-10.328629869764232,E,-8.174489293840088,C,B,B,C,1
26-35,B,-29.605490171272,-95.81567050490663,-31.95824443435559,-100.64414529004284,D,C,C,34.21503051530534,E,110.64460668424698,C,C,B,C,0
26-35,A,-109.0650152926746,-59.748796848824995,34.138242337238964,-23.15427007269248,A,A,E,71.2885603612167,E,8.731897165668139,B,E,C,B,0
51-65,D,-67.46343088754946,-2.9955387438681,116.32238762972938,7.2238785001157035,E,C,D,-17.34780837540722,E,-207.50721679785235,D,A,A,E,1
51-65,A,-70.82781110458129,4.761385811721154,-38.375830519326335,-18.363783282773873,A,A,B,-52.5039135404969,D,41.791604026827436,C,B,A,E,0
18-25,E,-52.837797442356674,201.69752964431598,27.665490760310284,7.795715173785996,E,A,E,-222.48585837399776,A,3.0481890444251403,A,A,D,C,1
51-65,E,-59.90092996990963,-6.920322887605727,27.111448878770673,44.758004385652846,B,E,D,-5.478147515115933,D,54.12164317914054,C,A,E,D,0
65+,B,61.319674130595516,-76.99636496837084,17.30098549131197,-11.639952995929798,C,B,C,-32.78843989673852,C,-1.505948046169984,D,D,E,A,0
18-25,D,67.66249664765789,-202.59923416549864,20.45697996520801,-39.021124965271994,D,E,E,-135.40602903413767,C,113.44401716437203,D,C,E,C,1
18-25,E,-14.11462682937,-118.49881505811075,-69.07092847132384,100.71853631327986,D,B,A,-39.19415757446151,D,147.27770567528867,A,E,C,A,1
18-25,C,-15.992109554046586,-9.777253791558463,-34.189947637757484,64.38907857107094,C,A,B,77.69637473505236,D,2.2062936678988208,B,E,C,C,1
36-50,E,108.17786194596152,-126.62751463592896,-30.672107870748523,57.161834629026885,B,E,C,13.060225571252793,C,-230.1985585893442,C,A,D,B,0
51-65,E,102.21093716993681,8.034363432051807,-27.916663992670678,53.537687679616276,C,E,B,35.89811220420941,B,92.23022392293284,B,A,D,A,1
36-50,A,124.28136232270361,16.087279864216978,-22.60418910939603,12.854463193962811,C,E,A,48.1054264684654,B,39.21567793145634,C,D,D,C,1
26-35,A,127.46498938231265,-28.4912062280489,162.53084585841867,29.38464667211943,E,A,E,-75.44068417032206,D,-157.4795805311655,D,E,C,A,1
65+,C,-10.814203768553135,-144.24378349476655,110.24285242912228,85.80071980929587,D,D,A,33.067192988232044,B,46.77171471901693,A,D,A,C,1
26-35,B,-55.00471492950679,-145.38218840352312,9.24382012195262,-100.74597864201182,C,E,D,-105.02457605155485,E,61.2666642889296,D,A,E,C,0
36-50,E,-29.1888990811912,-83.92401764447558,-9.302293804310247,62.86693323990469,E,E,C,108.57819034289878,D,-8.55594805520361,D,C,C,E,1
51-65,E,63.83028315411609,-147.84900476738568,45.021474579233484,22.304464284946995,A,B,E,109.24371010705033,D,68.82493397986478,B,D,E,D,0
18-25,D,8.73733499929641,-126.63368836634928,8.210036521476985,-146.76081961480202,A,C,B,16.387544315833225,A,-229.52066200986744,A,E,C,B,0
18-25,A,12.621761795705458,-148.12022628390415,118.3127128523659,91.65779438206599,E,B,E,-91.55181070712175,E,-13.629368075048292,C,B,B,B,1
18-25,B,69.18340111000548,59.58080025239082,105.86161360168656,-21.73016045221482,C,D,A,34.0917911290947,D,49.48551807982166,D,E,A,A,1
18-25,E,37.735450648638626,148.29058969208134,-129.34348553936235,-61.2883081693037,B,A,C,-22.689168559026523,A,123.363800583146,C,A,A,C,1
51-65,C,-93.7703732510958,88.22837969646315,7.628496062177365,-19.20229366383992,B,E,B,4.182183455711865,E,-22.86787400233594,D,E,C,D,1
36-50,E,75.10001675830489,136.88262080603315,-19.175466381617586,-259.87286487337275,E,C,E,-239.0099292188179,E,86.93696132053087,E,B,E,B,0
18-25,D,-68.67441960674489,12.21256160942937,-11.385787036985754,-46.56411234208349,A,C,E,-126.03221774656089,C,-68.49788121694961,A,C,B,D,0
26-35,B,97.50610372118777,-45.40786953852557,15.670189407742926,118.14649063364438,B,A,A,44.86521573164244,B,-12.747123733771106,D,C,A,B,0
51-65,E,-56.8018057470335,-20.889304013641464,100.81754586864055,134.98441942954182,A,D,D,-128.25619930525465,D,-97.4152886101491,E,D,D,D,0
51-65,D,-103.9885410044096,93.44212410803564,61.08073866040572,-76.42518372510918,E,D,C,45.63338352106101,C,-108.20242312644261,D,D,A,D,1
26-35,C,-57.7689470758706,122.63252809894132,-36.47542473837471,109.08068502444684,D,D,B,13.838122519756697,B,-45.188835228235405,D,E,C,E,0
36-50,B,24.704051842378842,69.34554773450178,40.725924386971904,162.74987454648866,C,A,A,-65.23746932902004,D,73.52412650681372,B,E,A,C,1
51-65,D,-133.8579922331771,-53.090515958277685,105.74832369683863,97.59298439261251,C,E,D,-118.3069058917216,E,-15.905370410589128,C,D,A,A,0
36-50,B,-59.10246962624214,74.93038370290164,103.24869857748989,49.56502862857191,A,C,B,-14.020047092140109,D,60.968153458328665,D,A,C,D,0
26-35,A,163.63932495164192,-0.5165399159479309,-7.720285309254561,-30.624703471914444,B,C,C,-41.5966916007773,A,-132.83359941767867,E,D,A,E,1
65+,C,-135.25804063092127,123.29435266122542,61.62973610361179,-51.47274617744246,A,E,D,-128.15332655734068,C,-158.17855786788667,C,B,E,E,1
18-25,B,53.72065390372887,5.367787648739316,144.9878967855663,-216.81751066814633,A,A,C,195.47256972996584,E,73.01619050161351,C,C,C,A,0
18-25,E,125.94667929392386,-84.68394761900616,108.15066499771152,14.078148315747955,C,B,B,-221.9541274160259,E,-26.36040884948371,C,C,B,D,0
36-50,D,14.814232830568457,28.232641674784926,-8.474909975158054,26.879781382040257,E,A,E,109.94231917517799,E,-35.73561700476326,A,D,D,A,1
51-65,E,122.51992541537042,-4.604843296397543,-27.48867812105808,15.42020319326158,B,C,D,145.35045009630215,A,109.92010750324069,C,D,E,D,1
36-50,D,127.70903978622621,-37.84601126428229,41.24087308242632,-20.766387017584876,D,D,B,-17.847921384047634,C,28.031044638741736,C,E,D,A,0
65+,B,-228.96528758462057,110.89467049691709,88.86979514307286,-134.5066718675689,C,E,A,-231.3650479326053,E,-25.073556026129122,A,D,D,A,0
65+,C,-47.15675966934668,63.7403594572457,-32.242181236683045,29.591748874404182,B,E,D,142.62657495441024,E,-18.58600771064049,A,E,A,E,0
36-50,E,-36.49840336190219,-39.32661471255313,161.21821951039834,162.01459790715626,C,A,C,-54.41668935138194,D,-34.457176633309096,D,B,D,D,1
36-50,E,-93.81404836636561,125.05798163932988,-59.154142524188615,39.79406878931776,D,C,C,39.4272108051289,A,3.4838545104808367,D,D,E,B,1
26-35,A,-83.5360983953978,-20.797289507421453,-62.566647290978885,-90.95627076571307,A,E,E,-215.13877468722282,A,-73.77750365215051,C,A,C,C,0
26-35,C,-95.282137461697,-52.76540117897197,-0.5247090412166272,-23.35425082347288,D,B,D,-0.06993216712117752,D,5.217699508397421,A,B,E,B,1
65+,E,-166.85948752512695,63.936247959803005,-96.77476502556391,77.48781458090022,A,B,B,24.97766125523727,A,-188.10418142502954,D,D,C,D,1
65+,B,-6.5399693786632085,-105.51876008313403,-13.356370339872326,136.72610334809968,D,C,C,25.560186636676676,B,124.61199837422951,E,E,D,D,0
51-65,B,23.17603892607573,145.48909523773114,86.01769200691461,96.81723659130057,A,B,C,103.0898466016693,B,-271.28555690682134,A,D,D,A,1
36-50,D,-90.79470994095185,22.7152914261335,173.87222805946053,103.53475588304623,D,A,E,90.86043686280618,C,-202.66766722427496,C,C,D,A,1
18-25,E,16.9043429255003,56.39224905578297,-155.01554134442782,31.21568567491649,B,B,E,-19.9345997141544,A,62.405690585761505,D,A,C,C,1
51-65,A,37.66184535616614,-72.35536197016054,11.004728822157253,271.06611266633934,B,E,A,94.89579298836452,C,-4.339330838776645,C,D,C,B,1
18-25,C,-122.92643563256631,57.3345663881385,-9.903533768845502,-139.51460651633084,E,C,C,142.50324935571643,A,-25.540050368118223,A,E,D,C,1
26-35,E,46.269334063857514,34.44104463509363,-93.2365228179911,8.528951281327005,D,D,E,85.56607847225747,B,-10.943828929787388,B,C,A,D,0
51-65,C,19.117616970368285,-104.70807525996695,3.9204093284012775,239.56428549728966,C,D,E,-83.43876849917675,A,-55.43163068408481,D,E,E,C,1
18-25,E,-67.57059259294095,-84.9501004831129,-17.823424900634635,107.8190739856705,A,D,B,41.19827642372368,C,-88.11799541366393,E,A,D,A,0
18-25,C,-61.73976525419403,158.39533332909645,59.96358313041259,41.81597235114767,D,E,A,41.586040325234585,A,-26.8496775196915,E,D,D,A,0
26-35,C,135.81395179485332,7.403193793360144,-70.20471392990517,76.81277268753828,C,B,C,207.61163722473947,B,90.06807026440995,E,D,E,C,1
65+,E,-41.862804497047826,110.7910725788756,161.21997415711508,-29.325214232700645,A,B,D,188.62476687275503,B,72.23856342628466,B,C,D,E,1
51-65,B,-3.911229540493551,-112.94680635209356,-89.99734937124548,-54.36385903830223,E,B,C,-69.13090112139801,B,-147.69837253786355,D,B,C,E,0
26-35,C,48.408746624410796,-41.67281610987511,-11.106347749690512,178.04927656538072,D,A,E,-57.864858724089444,A,-35.09466803169634,B,C,C,A,0
65+,E,-50.085396264927006,-147.18812388499535,9.930884184608502,-68.90583070427313,E,C,E,-24.24808499622591,D,-5.36117191228938,E,D,A,C,0
51-65,C,-62.364154583184515,136.11010481878546,103.253437619793,-110.63406325711411,D,A,C,152.1584573941067,A,-52.58310519441343,E,D,A,B,1
26-35,D,-67.51916001893586,-95.08488598978037,76.02387146130695,87.61114933973771,A,D,B,-61.26397098923169,D,21.991294841394733,E,D,D,C,1
65+,D,45.203061710055735,21.560742721937267,-85.62661093044865,-26.739218224762705,E,B,B,71.71961414423878,C,-102.88830790126673,B,E,A,E,0
51-65,C,-46.357939913551654,-99.36573533279494,90.33367393979381,100.26450097343916,C,E,C,-97.38582179040519,C,-36.86124694001812,E,A,A,A,1
65+,C,-2.908515065229139,15.360855009984393,-43.70873949458127,-166.1475882733778,D,A,C,-96.51669134322884,B,-160.90538265381187,B,B,E,D,1
51-65,C,54.41382010950052,-130.1159315657706,116.92634835177354,139.8038251660413,B,D,E,-63.617490928011236,D,146.82321771910867,D,D,B,E,1
26-35,A,-43.77338369390023,-60.08080093427094,170.16315537658824,-31.537211061954434,C,B,A,-15.2179182037096,B,7.896619850302011,A,D,E,D,1
26-35,C,44.75144219524325,-62.31095519103674,-89.86938761000756,-59.80522642453279,E,A,D,21.925330837878267,D,142.60519249538717,D,A,B,C,0
36-50,A,-26.70159088765039,74.80161439210313,26.06146710154928,118.89161164697674,C,A,E,-324.9853224932225,B,-33.480120013007934,B,D,D,C,0
36-50,A,-9.145105025753917,-80.71868367085067,-97.65288893098183,35.30355016978034,C,B,C,-5.2922392794600785,A,50.386568097176465,D,A,B,C,0
65+,C,-115.55717125675875,43.2140964508545,62.57849551395239,22.005281997175157,B,D,C,134.5381067304965,B,-61.52413784851186,D,B,A,A,0
65+,B,29.44498982580437,39.733863372753476,66.00046421170714,31.843758024524842,A,A,A,51.07348840031393,A,162.71933498132643,C,B,D,A,0
36-50,B,41.19168178939968,17.4293268099369,6.333705822171011,-173.2938081250745,A,B,C,23.828234303650373,B,18.25947692804215,C,A,A,A,0
51-65,D,45.8960081287045,59.52868436023662,53.678703152954846,32.88725249219273,B,C,C,-3.285518572375378,E,-37.12995512431332,B,C,D,A,1
26-35,D,104.15257826163528,-24.34814819359913,-125.90286755198849,-134.80738708850652,B,A,C,61.94137411400914,E,-85.70195717377236,D,C,D,B,1
26-35,B,-112.009399853076,-12.996003875371006,90.92087427959898,-64.91693448641934,E,B,A,156.2588290255524,A,11.552843113157735,D,B,C,E,1
65+,B,122.83303575285667,-17.39147669456508,64.49206182319163,112.4850058956035,D,A,D,-44.669208453583515,A,-25.75976166206989,A,C,C,A,1
36-50,E,-154.6186792665788,6.980139182621851,3.934090241853689,122.79316237600023,E,A,B,87.29693685463877,B,-34.59285810970178,E,C,E,E,1
36-50,E,117.60575689476016,-109.88185313689218,93.84986688886501,-52.29201785898609,C,A,D,49.263267802549905,D,69.08653960741543,E,C,E,D,0
65+,A,-120.13157507973105,-20.329719192637068,-3.2107171526994875,95.45375547222866,E,A,C,-113.08335157042733,C,-60.86386339431399,B,D,E,D,1
26-35,C,-78.17258572068202,-15.008164850374664,13.650624872535506,7.07747168127151,B,C,E,44.54106640380952,E,78.85412021284061,B,C,B,D,0
18-25,A,11.282370847816484,-19.1450687876002,-196.49093467618493,-63.572030926716536,A,B,A,-69.16930297222041,A,47.51895620758173,B,B,E,C,0
51-65,A,109.06225202765974,61.04331733185423,40.87063585460394,-113.86608594463623,E,C,A,138.633569046466,D,-74.47512400262643,D,A,C,D,0
18-25,A,83.41078420695132,-150.65060103078153,114.78504712299893,-81.40692237014015,A,D,A,129.44001930243917,A,-141.94977282919996,A,C,E,D,0
51-65,E,280.91671072234686,-21.861187911148125,21.688955496518005,33.984359424354324,C,B,B,-9.61208790230399,A,-67.2058263998551,B,C,B,C,1
18-25,B,-39.133290449315545,181.9647297825952,-45.850185740742724,-21.10813251539246,B,B,A,62.89387995818584,A,-68.24035722782045,A,E,C,B,0
36-50,E,-42.48224393271357,14.190691402333902,-21.36295592061341,181.91763813532734,A,D,A,-74.66550149936056,A,-35.8846556760264,A,E,E,B,1
65+,D,197.82030788053794,75.66658803337144,57.23302673839908,51.56084467596255,C,D,A,36.32672788938492,E,-32.9027889176159,A,E,C,A,0
36-50,A,41.44971454279956,56.920780689852975,193.51687968096033,-81.63332031791752,A,A,E,-36.096358136207286,B,90.86376312452835,B,E,D,B,1
51-65,E,-24.603075462320753,38.37939643754719,11.034095973483149,57.291194600699946,E,C,A,3.017036059269655,D,-169.62054979280816,C,D,D,C,1
26-35,B,27.533026043857905,-84.86536442708162,-81.59971883317331,12.09121773509926,B,A,D,-103.4461062793285,D,143.57631935692106,B,E,D,E,0
51-65,A,-147.40396220341907,91.82642970640379,32.76897431419704,62.27750134098725,A,D,C,50.33168778470206,D,-73.25258415690726,C,C,C,C,1
18-25,E,104.31105371319522,-10.23018574996622,-72.7013020303501,-187.32683595338824,D,C,D,-42.184023474079105,E,-49.69112169408262,E,B,D,B,0
51-65,A,-16.775598203145712,105.12913837597257,-32.067407473270315,52.3969403202602,A,D,D,64.72338293635312,E,-111.27547667595546,B,D,B,A,0
65+,C,86.86762477640859,-64.77756509375041,-35.43750346621735,47.81530748935939,C,B,C,113.13486054570222,C,20.68097314892981,D,D,B,A,0
51-65,A,216.18470516819787,128.15141172409724,-32.40970965458475,-30.69376202338051,E,A,E,-121.57706644781672,D,-36.62184733487064,D,B,C,D,1
51-65,A,-1.119931141553831,-83.09074574343703,31.734479841331662,61.428662067490436,B,E,A,-80.96215555728196,C,-324.5273307051975,E,C,D,C,0
18-25,D,8.757655872889767,-139.40929152770966,182.9811235074086,-187.704858160608,D,B,A,90.20276402194068,C,-100.47216910660867,E,C,E,E,0
51-65,E,10.149254133845552,69.65238738441684,-82.55211143235584,-42.09239175674731,B,B,D,-94.96041901830753,A,54.44287044814278,C,D,A,D,1
26-35,A,-54.74006780574234,-142.5384003020165,-20.690870417728892,-162.25490176613,E,E,E,62.94579542697618,E,-23.159348550265175,B,A,D,D,1
18-25,E,-76.6476051132443,6.731138011112475,-110.32274663106452,96.81407553888748,B,B,C,-179.87930612028586,A,-5.860620799447786,E,E,D,B,0
65+,D,-14.071341838229284,-2.3740675288538937,-23.955609853447772,115.03682508982678,B,E,D,63.6211311342099,B,-38.16452854418057,D,D,E,B,0
26-35,C,-29.777949030016803,248.43601227796998,-177.2059111577876,156.6860078441702,D,D,E,154.4920603780557,E,-85.1091930575008,B,A,E,D,0
51-65,B,7.409348462875141,114.6058753628366,-44.345477418102554,82.57221685115496,B,A,D,-57.823707292610514,B,-87.61663266807676,C,B,C,C,1
26-35,A,-111.34643096424375,-23.72630456914108,-36.24787005941645,-94.20433413859898,C,A,E,18.36396917537654,E,-21.910911273209408,C,C,A,D,0
18-25,D,-52.72627853260068,-99.04940382677464,237.43479335845404,-29.47677211188599,B,A,C,-127.23868297775836,B,-93.86853079378619,B,C,C,B,1
51-65,C,-138.64332449710338,-245.00067732983166,18.83021338441169,11.057718599841612,B,D,C,102.07821641142374,D,-95.60768708085962,D,D,E,B,0
18-25,B,-62.07947465695839,-89.06569977758801,143.1395762408909,105.61220963952192,A,A,C,-1.7450553556172594,E,-27.21708462689031,E,E,D,B,0
51-65,B,-86.87585671170692,-178.27942247783696,63.22446714444253,-109.42478296644084,E,E,A,-89.97505194364923,E,35.57371248914585,E,D,D,D,0
36-50,D,19.655644173592897,3.8212744492760513,-60.48406802427856,60.910433690269464,A,E,B,-55.35013706071066,D,-90.29038655307988,D,D,B,A,0
65+,B,9.574758097204224,61.120416952602106,-176.73270826630645,157.75347644475016,D,C,E,-42.16454765229446,E,37.91165961792545,B,E,B,E,0
36-50,A,158.54522435880182,-142.12893271952746,-28.42301387441123,236.32929816762393,E,A,E,97.87433985385869,A,55.94744671627752,E,C,D,B,1
18-25,C,-23.867466428789218,127.45863579455263,-45.53271323882287,191.59994877475526,D,C,C,14.43702566753623,B,209.30089468639602,E,E,B,C,1
18-25,A,74.87541930287216,206.8459325402857,106.87973290134785,-133.15848379798706,D,A,A,79.20735619945255,A,-199.4449855549562,D,B,B,C,0
65+,E,-94.19834248190283,-59.49278091927499,8.776510575453774,116.08923103928052,B,B,B,-93.39520184825236,C,-113.73903947074062,E,A,D,A,0
65+,D,-51.7238330899943,35.46188955286364,19.52351108107241,69.56641682538489,D,C,E,-89.40357930142336,D,111.93996742314832,D,B,C,D,0
26-35,E,80.77658138574608,-53.44179980755123,119.89557532848613,43.86003915007042,C,E,A,90.1300712399984,B,-292.2381859946003,E,D,A,B,0
65+,A,28.563097884157152,-38.91872704224163,-93.98501600003692,-121.32064804171578,E,B,B,-46.73323755059108,B,-57.78876304008709,A,B,C,A,1
26-35,A,-121.35082114617808,72.65667482094454,159.63705387790782,110.45292496252632,D,E,B,62.15920999825091,D,-116.53748045841989,C,E,B,B,1
51-65,A,30.50569461486573,5.285865711179605,75.09393524471795,11.894260516776669,C,B,E,-100.08760349396344,D,22.38981409824222,A,B,B,E,0
65+,E,40.57826340789968,-67.21659350454553,102.29369360998723,-127.23451299240098,A,A,A,-84.57735308799069,A,109.1046427145703,E,B,C,C,0
18-25,B,-142.703048240266,123.1957980159941,-174.14859034992577,28.960671764175405,C,E,D,83.48520797268975,D,-204.252592891579,E,D,B,C,0
26-35,E,-156.39961047363167,-121.59300876555214,50.70791572371638,122.57823862635111,A,B,B,272.9896088175503,A,59.24264137835322,A,A,D,C,1
18-25,C,-235.9660665748405,34.1319602418868,98.77885414717242,25.836615633134347,B,D,E,12.758452783976598,A,-60.029355012690885,A,A,E,A,0
36-50,A,-182.8506817816249,97.29028557808725,22.301869244242464,83.42264565402438,E,E,B,4.4153908607809695,E,31.925653259164697,E,B,B,E,0
18-25,A,217.5306571515918,181.22155813478798,135.00553712052863,-13.269902012150686,C,B,D,55.90572631618089,B,7.064305059225834,B,E,A,B,0
65+,E,-148.10111446419322,-151.24573053791795,187.29317323278346,-40.2108049877601,C,B,E,-102.81209291462474,D,285.25407264197116,A,B,A,E,1
26-35,C,-157.77988038189642,-97.03380791138352,-121.16810730417772,62.30442395202699,C,E,B,-54.41968616273143,D,-51.942063232886845,B,E,C,B,0
36-50,E,131.92551316352873,129.49474248472467,104.19061115369352,65.0892904694326,E,A,E,147.52991140191324,D,-207.16991176243442,E,A,C,E,0
26-35,E,129.830323900158,109.55375460681303,5.491598588143744,234.5313987931247,E,C,A,-84.5272835084142,A,-33.212170121063245,B,C,C,E,0
51-65,E,-72.63935349172439,171.7037304311256,-19.034504160510863,103.04656994806676,B,D,B,176.3561143699202,B,5.162980800300028,C,C,A,C,0
65+,D,185.37270904458944,171.88777626818268,221.13457356468587,93.72784537660839,D,E,B,-140.5833050841713,E,-37.922487950444875,D,D,A,B,0
51-65,A,-51.96673280460429,-32.93987714080534,-45.922881584820296,-8.099291757436397,B,E,A,-36.94927943196944,E,-72.35458393286514,E,E,A,D,1
36-50,B,32.398382315561314,-231.6968410299809,14.841856061919065,28.80434304565855,D,E,A,-5.859409933074795,A,-84.31135969194689,C,D,E,C,1
65+,C,75.33259957789478,89.41154717701791,-55.391434138247575,-158.77050063961877,E,E,E,-76.66167290738896,E,56.25326729300658,C,B,C,B,0
18-25,C,-6.4942048054014005,-90.89855539827462,65.1430634094181,20.01785265223158,E,A,C,237.25657190195258,A,-123.95512852190807,C,C,C,A,0
26-35,C,50.06739748219895,9.267169869474191,-94.67712037784256,-87.92002634355626,C,E,D,75.87203133538722,B,-292.06087883046894,B,C,C,C,0
65+,A,-150.27765895577474,-85.45385683554548,-145.10987475982103,25.267733053859182,B,C,A,139.3555635058149,A,-22.4800660891151,E,D,A,C,0
18-25,A,45.314011511510685,-107.77042002224889,-56.37542680030104,163.19766209325348,A,D,A,130.43043974917796,B,-59.63891598907303,D,C,B,B,1
51-65,C,-4.464565301930215,19.997314759739247,-62.38449702861808,-62.58435074493563,C,E,B,-189.53676222944804,E,-52.33290830621791,C,E,C,D,0
65+,A,-77.05800422574832,-192.81271710154846,-93.72414644359412,-115.96059619781056,E,B,C,-87.82711670948868,D,-220.8309024225441,D,D,C,B,0
26-35,E,236.67697332413144,39.68433192007041,-43.61893033594965,17.38667586980682,B,A,C,14.385320184153287,C,-75.65302530681515,E,E,D,D,0
65+,A,-87.00283017970246,8.449232351729592,-147.66415992276808,-76.62218106718649,E,C,C,-113.05725865167994,C,31.885840341628068,A,B,B,E,0
51-65,D,16.62677334229503,127.88812510615548,25.802863541995308,87.54110810253928,C,A,E,-218.85288507101,A,-109.67317093916611,D,C,C,E,0
36-50,B,38.68720411618656,18.489381441010774,7.814080375579553,6.53510685294521,D,E,D,146.16795238340552,B,28.731136773070126,B,A,C,B,1
