sexual_orientation,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Bisexual,Widowed,-223.5505605601185,61.34410617646987,35.46269842670634,-35.00948560713083,A,56.204051646913065,A,115.83433224920086,-12.140130058080818,D,B,1
Heterosexual,Widowed,-56.90349210419311,35.01147680659397,-53.6687315379736,-213.14049926539133,B,-24.58081339588218,A,174.3254212929337,-115.53148067405803,B,C,0
Heterosexual,Widowed,-165.12326591595996,-116.51419510105825,21.08501221647806,-0.25808592404995184,D,-8.305357685660383,B,-125.4333395393404,-41.60737411414971,C,B,0
Homosexual,Widowed,-47.556302635867404,6.337076101201225,-175.20555144328722,-23.60249077911087,A,-99.81968711759723,B,-217.79142474542823,278.57948565198143,A,C,1
Other,Widowed,19.162036658688546,-48.463961024888704,269.5626350142763,141.8119220876863,B,-15.980109511897,D,62.629310990567355,112.4881256145132,E,D,0
Homosexual,Married,-23.91209066420891,-75.50219055519605,-38.21130954391671,61.90271254714303,C,27.276016411459974,D,109.6782600702466,249.51948052090788,E,B,1
Other,Divorced,22.441795005393452,21.122156477170755,115.86317468582956,123.13762634338998,B,-19.501046063183363,D,217.92618859809525,-90.1046339947091,C,D,0
Bisexual,Single,-56.97942131860603,40.944857637711884,-46.641034577420385,223.1268113023337,E,-54.02815739605257,B,30.822067434080164,53.0155252326187,C,E,0
Homosexual,Widowed,-9.732189272084128,39.47659967705866,-8.759589102705093,107.37715170229463,D,-39.649586663791204,B,-26.044017648748202,132.93085983821857,E,C,0
Heterosexual,Divorced,75.44416505816568,-45.353086357771,-82.04213748359258,-115.03036566415463,C,-174.5300891998032,E,-149.65753676763563,60.21368564701621,C,C,0
Other,Divorced,82.4585502008601,61.32646066030929,54.82655602914453,-163.15470269425776,B,212.6725214510626,C,41.68283638964196,-45.121297105360405,B,D,1
Other,Widowed,3.82880704288982,79.84440250050618,-159.76008540530822,-69.55604427269715,C,-28.08181674243773,B,113.60765602510261,131.62175535999862,B,C,1
Other,Widowed,120.71980501887194,83.38548547209626,2.815875574213961,-89.51927144342095,A,70.35784752893007,E,-98.80646998064339,12.382264980907737,B,A,1
Bisexual,Divorced,46.79347458853815,288.790427045426,-48.99329785652765,-7.207516421352662,D,-127.76049320088416,B,17.803728861289127,2.104523790781014,A,A,1
Bisexual,Single,-9.122056447118174,153.21486122653215,133.68459412361733,-181.6177369384485,A,112.71604994926403,E,164.55124774314413,-160.4425854237314,C,E,1
Homosexual,Single,24.445356358456344,-189.69837757425364,-114.69658187616605,7.049274474112216,E,17.668904285559297,C,41.13919214063433,91.61513101680684,B,D,1
Heterosexual,Single,-105.07606194691748,-63.7871026987752,-208.341637850229,-94.35018712520856,E,87.01797667942105,E,-112.86531125947423,-58.84859579521249,E,E,1
Bisexual,Married,-82.4529162983562,-13.845431528917231,26.01096062833993,12.50377064769174,A,46.31727267143703,D,-212.77149151294967,101.80175121837016,C,A,0
Heterosexual,Married,-234.9037934974267,-18.495411937563837,-81.5535789149495,-64.95231666337443,A,15.690384471927477,A,-12.517804449655706,22.801741669813158,B,C,0
Homosexual,Single,103.46341949447755,-83.2413770154136,-96.44754188838394,-67.24815840555927,A,-33.61362094092192,D,-1.512303133950555,-48.18098206159545,B,B,0
Heterosexual,Married,149.27421853832774,-4.646664050784651,-121.53272669659707,-52.41911188782493,C,52.049145446758146,A,-31.291162094346138,85.07586661952708,C,C,0
Homosexual,Divorced,67.67407911687752,-87.00690883040639,-17.696063827593946,-34.461321020219984,D,4.2869222612319335,A,42.45582855675196,-53.869176452434516,D,D,1
Bisexual,Single,-27.128760935958102,-89.8893386150919,-95.98770215668002,106.3726057507604,C,-164.30534622892677,B,-26.435797449655276,176.69050941063523,B,C,1
Heterosexual,Married,-60.3501483438728,-14.758155166038522,42.821830884146614,30.052340691086943,B,130.10157284779763,B,-82.53555821007544,-118.34428776929468,B,E,0
Homosexual,Married,-233.2179871153292,-164.55217533938372,-43.10125501502882,109.34245875878723,B,-9.804915010759421,B,-76.47780919139856,-93.37228903973408,B,E,0
Heterosexual,Married,115.95887650480705,29.779490539983726,4.084556644697539,-204.86656505114175,B,-66.85707897825931,A,-109.31719179255353,50.15008212416745,C,A,1
Homosexual,Divorced,13.558188778935165,39.33843924094204,30.62867575572328,-121.40268616221354,D,155.9629469823999,E,69.64121011808568,-19.222231176544298,B,E,1
Homosexual,Widowed,186.8662879129355,0.7391127310472506,79.91187339493186,7.09962415795126,B,-54.08989965689229,A,163.05814817681443,-63.740923405829456,A,E,1
Bisexual,Single,8.858451765727057,-71.74546517296643,-98.81207321953747,-95.28098906370232,C,-74.71990057833607,A,167.85748833094328,-144.62712512306294,A,E,0
Bisexual,Single,-127.63431800474476,-32.970273281056244,-44.521490524471005,-51.4520393462719,C,74.49130626000633,E,175.77654278417424,-44.52101525320416,B,D,0
Homosexual,Single,-36.750450211022,134.58452822714872,120.53553213395722,28.228572460829188,B,-11.361348772084982,E,-27.32853389157493,-32.44077540422635,E,C,1
Heterosexual,Widowed,15.697985992476973,152.10271264581309,93.70271493621287,47.145910751841086,A,-93.34005072053422,B,-48.03278285044223,10.6788390787149,C,C,0
Homosexual,Widowed,31.20566342076557,-127.9881057327414,-41.72757753406041,49.50055031125917,A,117.8008967914874,A,-57.067088691882574,-18.78829777514148,D,E,0
Bisexual,Widowed,103.15852762550833,-64.33238170016641,2.4292728083496797,-117.88630250077692,A,3.0766761717733955,A,43.45034050125726,-4.508634176321988,B,E,0
Bisexual,Single,26.53334844886215,3.978622775403409,189.93156663638135,12.948488473669272,C,156.8184395904397,A,81.8563915371804,17.078371696699666,C,B,0
Heterosexual,Widowed,118.30244912261536,46.17198686829942,4.8796551275302935,99.1532336937681,B,-294.84887880012536,B,-165.25837321462066,-28.89959756147783,C,C,0
Other,Widowed,-61.17767685835512,-137.70744319286308,57.63581117685157,-99.19614854546178,A,9.818946995460893,A,-131.53346074789482,-25.40966450628654,D,A,1
Other,Single,155.89046408966456,9.077249077842534,-31.753876498502905,103.24360754134119,C,-124.59347084431766,D,185.50589450505007,-82.29973862044609,E,C,1
Heterosexual,Divorced,193.669343535541,-241.52611238605516,111.75102636901121,157.45141875745364,D,-84.6741730720422,B,98.47087433708714,207.63978538477951,C,D,0
Other,Widowed,-21.225547132462115,-84.09476951813132,-18.881952189068837,103.30255461520548,B,-53.11479807398165,D,-13.931281825397521,10.203304473626654,E,A,1
Other,Single,31.650668122257052,-71.00032019192885,-193.2136199419916,-119.6360280303176,B,37.73864874947795,B,53.249555346370926,7.6169268656512354,E,E,0
Heterosexual,Divorced,-120.79251256637042,70.70810136423492,-153.36296627774018,42.26840837927498,D,-109.9960315235329,C,112.06192364938462,104.03010336785938,A,A,0
Bisexual,Married,121.4616114477376,-50.92493994074574,-192.7548368690854,122.39574443269458,D,142.03141393189782,C,46.924960965217736,-1.719039794623696,E,E,0
Other,Widowed,-77.92193516538275,38.238437498793445,127.39308963229811,30.21741040539025,D,118.51420621997657,E,-30.469564005964582,-65.95997037193911,A,E,0
Other,Divorced,126.91667868390823,118.14234099472962,-114.17749519364611,72.17895991559317,C,40.36472892256518,E,29.04064572422232,264.5057989399178,C,C,1
Heterosexual,Divorced,37.38614493840728,-19.479692280945418,-157.6720883977265,20.683848468564445,D,-26.627173975525487,A,221.1561117150837,27.331262880908458,B,A,0
Homosexual,Single,39.371638912125384,124.28528686694409,93.68236646884178,125.10791669836085,A,8.0377256217307,C,-270.73720331949767,-58.657522092497075,A,C,0
Homosexual,Divorced,-39.011225744475816,11.801625837282192,65.05983796691332,-119.88208413527484,D,50.75365420295866,B,227.0098674230809,25.275557083882696,C,D,1
Bisexual,Married,-230.55179669431084,42.73838304268509,-5.367954404305653,-174.90785542538757,E,36.244253324069284,C,-51.92797749507642,-72.26639741050825,E,A,0
Homosexual,Single,-82.42794232770653,130.53846923161575,181.81448577738414,146.47328420749915,D,96.43663861943298,C,-58.20416673258549,171.04331209163155,B,C,0
Heterosexual,Single,-246.54995013170898,-63.757317049301186,-154.38585474410266,154.4547609331204,E,-6.147009773398074,B,57.54291140170902,159.84385325241536,D,C,1
Bisexual,Widowed,-44.31578674469484,166.74336040542642,-127.82433803687015,-13.439786225635105,B,-58.579702879109654,E,153.26660422427582,3.1994232922398975,B,B,1
Bisexual,Divorced,-166.70571297910925,56.64696695374176,26.05770468650074,104.00900599369625,A,41.31416633634414,E,29.616136689220607,-23.917855413728056,D,B,0
Heterosexual,Divorced,140.35223623423906,97.827903673649,-39.7291821086886,-70.68807727182477,E,61.60007241133375,D,90.19586688671461,27.53310681966389,E,C,0
Homosexual,Divorced,-170.96591967233616,-175.7576652765436,-1.1065420965972124,74.10868423731854,A,-92.46681441836748,E,8.258845254190428,-47.752875006366736,B,B,1
Bisexual,Divorced,24.425154649310993,-57.954888227944366,36.43402364987286,83.28501479486171,A,-78.84053307613291,C,-11.908958558273463,-58.22614676616122,A,D,1
Bisexual,Married,-6.111940069960875,-132.03337294889332,-15.97936702940651,49.49328411872981,D,5.490839272439286,D,-31.031210518457865,-135.83367729624044,C,D,1
Other,Married,12.736142718427493,-72.84078641663773,-232.6074976222446,48.52574026779449,A,8.034993990910225,A,-69.73271525349209,-108.46335563176687,A,D,0
Other,Married,27.74089786651701,-104.17168074380811,-260.69407142068155,60.29203394536285,C,-148.54788693984173,B,93.42853574700031,-66.16453848303135,E,B,0
Heterosexual,Single,-43.552569254369935,57.62977699303441,45.43365165596456,-104.74702568630146,E,-29.8360341412619,E,17.240489372621933,91.15423802694515,B,D,1
Other,Married,-71.66367911905309,27.509450911111603,82.04190128083943,-21.862920782556476,E,-113.87165288252905,A,98.5087393340594,-194.25042589852654,E,D,1
Bisexual,Single,-15.972511547322496,-24.908659056729384,65.42832015921864,11.708402832723442,A,267.1458356700097,D,-8.488434267852325,-47.09262899205176,A,B,0
Other,Widowed,14.238788688281975,25.0716836677178,-52.44704645440096,-163.92392234988574,B,82.60815039417051,E,-63.81337827601761,57.40060511714156,B,A,1
Heterosexual,Single,-150.97711238793548,81.42592721347953,154.58478503420346,-4.836249535640145,B,-146.5715850514707,C,-79.863946373669,-137.56278753573795,A,B,1
Homosexual,Divorced,-112.61101342726346,51.819027398843765,-44.31943065921482,-14.350420806914208,C,-16.933081344838776,A,62.54510956106895,20.67482840022787,D,A,0
Bisexual,Widowed,26.68740704303021,5.376517739078591,107.70280616660537,85.17821524822403,E,51.53634957436552,B,44.77304145621056,17.911444439715638,D,B,1
Homosexual,Single,-25.40569266682225,-60.70947841327842,-205.79299810238643,-36.59842181247189,C,-33.35526333849807,E,-81.30937962848121,-157.1360417975839,E,C,0
Other,Divorced,17.07363014973884,-20.142651700338746,186.06657010637437,-100.09584796589675,D,-58.88040530259118,D,-182.43789528512946,-30.43966895563105,B,A,0
Other,Married,-231.30641776342046,-247.48517213518122,161.25374243809327,-76.96169541550864,A,164.77746072754758,B,17.92777079908958,-254.73535368543943,C,E,1
Homosexual,Single,20.04048204923406,-90.55593835734649,-122.71718599076024,137.964001586637,D,169.8698400851142,D,49.58657923816365,-3.1274048111575095,C,A,1
Homosexual,Divorced,72.14313715730903,-205.9413176826272,-173.08213308705876,-132.6021556643364,E,-374.1155398349715,A,35.932333745033226,56.503972640030454,D,A,1
Bisexual,Married,-78.23812617566574,-84.8943299655732,-80.99052901870519,83.95577949731067,C,-47.7195768112896,C,-191.20557170621723,-90.21977367868143,B,D,1
Bisexual,Married,32.12964655801536,-49.83348792782814,-37.22431247531828,138.12867337345315,E,171.84133765748106,A,-65.05792197321374,102.12002528278174,C,E,1
Other,Widowed,37.92680003939082,4.239467350681939,114.02347715749485,132.2303603877396,A,-86.42096481177056,A,-135.0817382266259,75.93147251925689,B,E,0
Heterosexual,Single,-134.37226311141907,83.40021559338712,22.88604666429331,10.291989191131584,C,-97.98665641102075,A,15.346084801576094,-68.12201421581318,A,E,1
Bisexual,Widowed,-125.81941200856176,-46.467784730458625,151.1477222001568,105.78335138156785,B,1.3803146684675733,C,-35.994488484362584,-83.36101839967328,A,C,0
Heterosexual,Divorced,-15.770426214780112,-196.00607782558455,12.72777956687641,16.47454350725098,D,-39.539685673114455,D,4.392527494384934,-50.29706389186035,E,C,0
Other,Married,12.725177401357598,0.47799325307898777,0.33610866922853844,-23.118883322112726,A,-93.9573983481349,D,228.04668853056657,-23.873640592028945,D,B,1
Homosexual,Divorced,91.17363606001292,-50.183718559134725,-178.47331698359855,-114.52896158424592,B,-228.03813562592805,A,-54.81818436783031,39.10413707318587,A,E,0
Heterosexual,Divorced,-134.0239379486753,153.74926680504913,-30.742580309142813,57.90834840874175,C,-6.510541180912154,B,-151.559639617414,19.903325496902276,A,C,1
Heterosexual,Single,-46.39114062095863,-118.79320533517053,-250.06925635882106,-45.53983688242823,A,-97.37000635358888,B,-67.5629631058999,-90.86053981858906,C,D,1
Other,Divorced,86.94480073206702,-45.14852482210375,-48.51060542788528,-26.989389782457184,B,56.20493111458301,A,46.53339356949443,13.214950885493938,C,B,1
Bisexual,Married,83.43363963676308,66.66256692320215,183.17899733705286,69.6539805785892,A,-13.96890734076428,E,-74.88997166622727,-159.36281899471726,B,A,1
Other,Married,-8.736121135158118,-86.86556886412245,110.87829589640674,-157.3913229189544,D,72.42366800137687,B,126.39829511050051,-0.9121628589961484,E,B,1
Heterosexual,Divorced,-135.60328827188954,55.93548737609044,-32.72084786464593,139.85399930142103,E,113.03215338757585,E,45.01175986023768,-143.20706278316578,E,E,1
Other,Single,-33.35946693923802,-65.76758223626626,-101.75005654344116,-177.640914004423,D,-35.517539226737526,A,71.910289193158,-62.345961928269446,B,C,1
Bisexual,Divorced,-43.183422935551455,-95.67130361544346,-163.52960810539804,-45.21648947946756,B,44.55440120675889,C,-90.03665400856758,104.98880833452309,A,C,1
Other,Divorced,98.99184034486625,56.24194612459168,-41.51652796866551,110.5358376172705,C,51.31277206570425,C,84.1852734240617,104.86456592077329,A,E,1
Heterosexual,Divorced,55.521893357345355,-171.69203418625608,122.5802082275849,117.91132823444211,B,3.66075947050405,C,-180.10590935961866,41.75601974135177,A,B,0
Heterosexual,Single,-53.19368859164555,-9.636320970362076,100.51765290129353,-23.428157798188217,E,30.795458462627657,B,-37.36093985573953,-56.85413269933305,A,C,1
Heterosexual,Widowed,-95.45879387010623,-15.63889538117276,184.61108096423285,29.83558556117889,B,-8.81096272702704,D,-42.28781703832829,59.618743380692464,B,E,1
Heterosexual,Married,139.02773915966046,207.03672117051144,-84.3191703893916,-51.219441609245195,E,-28.8647516878072,B,95.98981981901883,83.28558339932283,E,A,0
Bisexual,Single,-72.62105143530681,107.18124563399205,-53.729911852159375,0.6368223114643652,E,24.102034354910085,B,85.68006385443722,-141.28115970836166,B,C,1
Heterosexual,Single,-58.954770086874376,74.57141757623079,-79.77783855744566,81.22793503904737,E,-56.44594254810057,E,49.490934945776964,-85.67747664731318,E,D,0
Bisexual,Divorced,-16.02473556646102,134.17361029616282,-23.1121318242463,56.20883232086332,A,59.90913283344123,D,231.47084509564584,-84.74275150699648,E,A,0
Bisexual,Married,84.69399644726302,-9.405361559306002,208.01831593455384,113.05214717924929,C,-30.933906433703157,B,9.05100667248251,54.5302751218535,B,A,1
Other,Married,-31.05422491394255,216.94365103636025,145.66247896333567,42.456960871054456,B,49.080887958141524,D,-191.54621362291533,-10.765341232487225,A,C,1
Bisexual,Widowed,-95.15418586279725,194.25332118434818,108.36708911151686,-103.71919163020283,E,-63.58311511004672,D,-155.18513696596912,157.0597327948479,C,B,0
Other,Divorced,-79.4468796792372,-34.103027759527876,108.06469552531021,-10.281532651943412,C,-58.43621606262478,D,10.005705079937377,176.5946408736082,A,A,0
Other,Single,-38.68032368660661,203.9824716163932,-40.84410496163006,31.779693701056424,A,184.02068904395833,D,160.47175598708,32.35502022361709,C,A,1
Heterosexual,Married,146.26226255783445,33.96633623326494,20.06431650374726,62.31687192099214,E,-85.35067596434625,D,-110.65099824745207,-166.47422154932306,E,A,1
Heterosexual,Divorced,-29.437003526583318,9.54348573968369,-112.71435567855441,-57.10845721676336,C,95.18390489399373,C,-104.92531274287198,164.36695175809677,E,C,1
Bisexual,Widowed,21.7452682566504,16.538185792496172,50.087122177689466,-104.94772394789496,C,-145.07360481337392,E,-27.748828695098183,-48.46747309581876,A,D,1
Other,Widowed,-27.7778483314918,-109.66248362602565,155.6524157563407,-67.04596206787815,E,-70.66533304528929,C,-28.08717486267451,-214.14652767487604,C,D,1
Other,Divorced,-6.6213995355531035,79.90904499611851,35.713637637190246,-191.5819957981019,C,38.688799420038436,A,-16.98904936924315,141.2781380672592,A,B,1
Homosexual,Married,16.163380866046666,18.63409610385978,-17.519505231140563,79.61784745076474,C,-136.7614862096844,E,-0.4861285818497883,-182.8780626945455,C,D,0
Other,Single,-81.95526914279763,-347.3540092206141,-204.75725165263347,-47.96847779883438,E,-26.121621464804907,D,-128.3842855381793,231.69756080677476,B,D,1
Heterosexual,Divorced,12.101629649560234,-40.630119628580516,-94.28656023626988,159.14693791178416,B,24.94243239436803,C,-85.61947594574607,77.10353749694643,E,B,1
Other,Widowed,-72.87397020852023,-24.415937006542173,169.91238851968652,74.20422290039906,C,43.06754134100233,C,-147.9029340123982,30.77375838786694,A,D,1
Bisexual,Married,0.12655857548640698,7.531168439956894,-32.72591768139161,2.635263540264966,C,192.18509383975893,C,88.21484580368387,-105.09281020618944,C,C,0
Homosexual,Widowed,-35.59168492668244,136.82016860029046,-103.35662775926333,-6.714161120191868,A,158.90133252905127,A,-211.67482523166981,-23.324898837383472,A,D,0
Homosexual,Divorced,66.85809179779709,-50.1548200831415,77.75584053229304,-143.56843556018237,D,-22.996831814273943,C,40.13877780001546,-88.45882055945015,B,C,0
Homosexual,Widowed,19.44628422705267,-2.7548732539769225,-123.8046331940444,-5.594958866432136,C,9.36841411339429,D,65.82434636859152,-85.45971274472487,C,D,0
Homosexual,Divorced,4.978205136022621,-19.122871381203453,-35.05566507918143,-197.15753244222566,E,52.16735288216088,E,-88.25972189589969,44.44166569081058,D,A,0
Bisexual,Divorced,-161.5054665267157,0.7861234566627238,88.36925712168575,197.76149392512096,E,3.495626282064216,A,-86.92808843925786,110.07274692631461,E,A,1
Bisexual,Divorced,23.022608186560113,-8.704351038011835,35.5094715454588,-95.70021435557463,E,169.0811858687067,A,28.2598966682951,204.83011002562955,E,E,0
Other,Married,-122.90555181745724,33.47987465962747,93.69325600583049,-32.85752632601125,E,-93.66842552332304,E,-62.54841656464166,196.61224882503234,C,D,1
Bisexual,Widowed,-34.75359493267482,55.45018270223325,-42.878752426721576,-12.375364462388964,B,-35.94296684680902,E,-46.689972544273736,59.27611082262231,A,E,1
Heterosexual,Married,-76.17726488008259,45.8161404221878,30.84496572295496,-59.950349969096784,A,89.34383115069723,E,-197.8089895660171,12.27048629241897,C,A,1
Other,Widowed,-54.43391872500247,-42.56312763403771,175.38107910703272,-60.1904021524094,C,72.82972267644031,C,27.258119768883642,5.294380688292344,D,E,0
Bisexual,Single,-226.10196266171366,-57.567540057122436,52.366610379490005,3.5292006205496183,D,-120.14865699144286,B,-149.9499711681821,186.78149034701156,B,E,0
Heterosexual,Divorced,-97.15669796957778,-81.38431094604648,63.176960648181456,1.6711257949975344,C,235.63166369378345,D,30.732257854599272,-34.122596081602715,B,D,1
Homosexual,Married,-89.42465448590636,36.902797886642134,-59.90734277678579,-20.50149976154,E,131.13850578098308,D,-52.26010055763002,-6.766187417297368,A,C,0
Other,Widowed,-86.19638450995222,-22.48608894682926,119.71878955583257,31.183453355304568,D,60.99377062486445,C,151.40445046563096,-217.91708099405506,D,A,1
Homosexual,Divorced,41.34790249182384,-77.17201372082994,-106.72862788709614,-102.5021258805906,C,152.570106984845,E,162.68462147016328,151.9151528528521,E,E,1
Heterosexual,Single,-52.87470089214046,-244.98323843295742,35.098735823774014,35.10291505031745,B,-87.45559936351358,B,3.669147000433254,67.87299641994673,E,B,1
Other,Widowed,-19.339800303503836,-13.426446851780979,86.36107370632683,-51.47627222309013,B,120.57351098568088,A,266.40338745106493,23.40761279563381,D,D,0
Heterosexual,Widowed,-114.73666949348879,-14.783671781460326,-70.55495742075536,90.32315470176977,B,-156.69885805373508,B,95.86513157254466,52.96516524919731,A,C,0
Bisexual,Divorced,-2.052902482648691,-92.67190197659909,178.51069980308714,-35.410673593967246,B,55.252032443856024,C,-106.25780847274507,18.120973983448472,A,E,1
Heterosexual,Married,47.78202829228037,-78.74792339419233,-145.03801716401136,-92.89524814794683,C,-130.4644354744929,B,-21.06450348200922,188.96777686252008,E,A,0
Other,Single,112.69142436743769,-42.575424622835186,-47.473947973553386,-118.20360149007601,D,-140.4526812303565,D,105.62258926428827,118.49640591191582,A,D,0
Bisexual,Single,-88.03993775038252,8.794000590768098,59.40559178226773,-204.29456466793266,C,91.35517869519346,A,83.08333859445713,17.49444197018482,C,D,1
Homosexual,Married,-84.27556230171902,21.989100799602397,-69.02182232851524,73.4547094749111,E,-103.7262807403103,E,-47.454304203785696,62.85780703803114,E,B,0
Homosexual,Divorced,33.6574072716053,214.47740045648405,-66.13399400384732,-73.01211828838628,E,-10.812708795288763,C,85.62765330505847,7.831444489976951,C,E,1
Other,Single,-59.448177786257986,-187.96907105972562,62.09893970108462,33.469159004482066,E,-180.40176683857277,A,26.5817737996526,-13.805938017460068,B,C,1
Bisexual,Divorced,-144.45856137799205,-166.53439665222817,-41.14150156898362,63.70324330240088,B,99.86254355438592,A,-19.92258659408556,68.78927133033699,E,A,1
Heterosexual,Married,-132.83369059233635,99.95389724392338,-21.52359005494867,-97.79836391111276,D,-27.87098625036821,A,-137.90509287386615,-72.84850035488715,B,B,1
Other,Widowed,-130.60806345731763,-14.653020956953625,-144.2620230533894,145.95152752538897,B,-99.78612657937278,E,101.89397926992419,123.00829727895328,D,C,1
Homosexual,Divorced,46.59926108680514,128.2564481277067,52.82909722391002,198.91238765650152,C,-45.692601533673255,B,-14.596371036599038,-19.93189889179918,E,D,0
Bisexual,Widowed,-106.69292140891152,61.55300264029518,-120.36564350344932,18.574169839172274,E,-4.1398834613431985,C,-53.91124414622822,60.48845825075448,D,A,0
Bisexual,Divorced,15.824896278252181,30.199123242515864,17.69480697208521,-17.370238967323353,A,-40.665978921064486,E,89.2147059826318,-88.50119453119154,B,C,1
Other,Widowed,-33.20265939304041,31.902985380327408,13.0579564851304,-67.69666282527226,E,-0.18035738109115326,A,-87.09099038750922,86.11223579113326,B,C,1
Bisexual,Widowed,29.12472840597371,-0.7150992742544392,-16.851709222072817,-49.502236553291525,B,24.33331049583531,D,-145.77364026816133,234.65637763257226,B,A,0
Bisexual,Married,86.65964357825511,-203.93468315559167,-34.96528615441547,-197.45106107781984,C,-59.5573822396054,E,-85.68514052044787,8.217330957503977,B,C,1
Other,Widowed,8.446965057486093,35.65894006300799,191.5714574760814,128.279637033792,E,-37.49306708415559,C,68.56521405091206,-12.898533808732616,B,C,0
Heterosexual,Widowed,-77.65830275654153,13.30908191778476,110.9554170334427,-50.0687858688319,C,-110.24530214408735,E,66.76159315389,71.6396826312918,E,C,0
Heterosexual,Widowed,31.88346027726947,14.583391349502058,99.25964263073381,-128.17909783377263,D,65.49965955339894,A,125.91949261339444,145.310471593792,B,B,1
Homosexual,Widowed,47.97396410128948,-133.9624667403451,-114.8741970987197,-22.100712566311646,D,-71.03459458574292,A,-90.17667001151857,185.251045684707,D,D,0
Bisexual,Widowed,-166.15582378057962,241.14910633766945,38.02065250592219,-55.28939505450784,D,-16.057910798844716,E,-163.70121032038827,-108.86495219616208,C,A,1
Other,Married,138.74815623730638,-15.230511757959084,-50.209546061619946,-57.830407112131496,D,222.62799783505045,B,154.4750276857711,247.31932707628837,C,B,1
Bisexual,Widowed,-35.81759237819171,-6.869692133211277,-44.12541678139055,7.3682901908172465,B,78.46189967820922,D,-35.1669745927253,55.38730880439077,D,A,1
Bisexual,Divorced,-10.535703690777499,-56.122034779467114,-59.72939801139007,-26.754212562078145,E,-84.73310877223852,D,84.95892396933392,140.1303296616354,A,D,0
Other,Widowed,-203.0506915227694,-63.62088503289901,37.534222116243946,-11.091737598227242,C,-12.20032423664933,C,25.082420764949276,78.46627930388269,B,A,0
Other,Divorced,-2.5286557736295188,-34.561521746679624,47.301898578435356,17.255768814368384,D,166.0068848852529,D,57.08396204972082,39.51159907876463,A,E,0
Other,Divorced,-115.48140231194255,7.822183933910947,-65.66197791090916,-170.7015744522371,A,-19.68456252804359,B,66.71996553264724,-18.562262074211844,A,D,1
Heterosexual,Married,-55.045248186559135,49.445332930784886,-31.159932397948864,-62.237451484931164,D,16.718847337788183,C,-83.2295598544193,-131.75078639058262,A,E,1
Heterosexual,Widowed,-122.21258137704518,13.515994479761211,-112.7705692715508,-156.28320252083415,E,-15.750238520822634,C,-59.848403646931544,-177.09328846794045,A,E,1
Bisexual,Single,-87.34973772671324,-34.809645788610396,34.55767219697486,-51.30538196155795,D,47.611711469482344,B,31.267811675455558,94.77979436601738,E,E,1
Other,Married,81.84628248998645,174.97457339552932,28.06543478058566,1.1936929287905726,C,-19.115698892858326,C,-167.7361515588114,21.671881342792716,B,A,0
Heterosexual,Married,78.03887524159559,8.999821880720425,96.02613791778198,190.83528452523092,E,90.98204549018861,E,111.20555262700526,76.0494494233695,A,C,0
Bisexual,Married,38.52966588148527,50.25064292394084,38.95522643583664,148.27996487429672,D,-173.57764408836462,B,-55.03899529758273,-17.448473693324292,D,A,0
Homosexual,Widowed,127.89676396461915,118.25736201083632,-29.214443868832358,127.71751704730974,D,130.74967377996904,B,-146.26818429778183,-14.875530499324698,D,C,1
Heterosexual,Widowed,9.229063469252798,-58.24371370845375,104.32802765545965,5.97112066274761,C,-57.99801581969255,D,28.471836164063475,119.1988617867017,C,E,1
Bisexual,Single,50.85765818886707,13.188474527800473,-15.556900030930109,121.8081751133379,D,216.9698664542783,E,-8.791467370978662,40.54392898513608,E,C,1
Other,Married,58.61589830155266,36.9298184472394,5.497903864377241,-72.62288655639865,D,40.03125233197118,A,26.883992184216503,-14.580590363182303,A,B,1
Heterosexual,Divorced,-28.61728936710363,32.61142228015288,55.4116280287948,133.61624224608235,E,48.11429983164092,E,69.48695082287102,-123.15853093993525,E,B,1
Other,Divorced,169.75752163499303,-3.4444655088482183,-82.3208391739812,-147.9152832053829,D,-54.46463614372655,C,49.963996409385395,-36.3371327841442,E,C,1
Other,Married,-256.9740541521204,-175.8750441699664,-136.333184174103,47.02175946828312,C,27.356103339757947,A,-49.310258389476594,-15.857962435028295,B,E,0
Homosexual,Divorced,39.70906752739249,68.52730058477738,-48.868743116085426,-56.93613339056436,B,26.472516776008316,D,-49.89306205209667,38.94368431887721,D,B,1
Other,Single,91.384970214197,3.4114440784322886,103.63293841539189,-94.70492986672348,D,8.992837464674558,C,-137.33429319904255,-87.79897060489242,E,E,0
Homosexual,Married,116.15685312469348,-124.2681503062141,46.87087214973852,39.31832027458416,B,31.52967852509371,B,-34.705165020548314,-144.20880148895938,B,B,0
Heterosexual,Divorced,-69.0125847930848,160.2220148705534,78.36161562152415,-52.2258762868278,D,-52.408093262686336,C,-140.1973608146151,231.24767134256103,C,C,1
Bisexual,Widowed,23.04900228665113,-240.06901337472192,85.47244565046536,0.572472796349949,D,170.76079280783,D,2.792206993957292,-57.141010447306506,B,B,1
Heterosexual,Widowed,27.587950282145744,92.51589395754465,89.38457916506174,-21.989506377420934,D,-84.47830119274883,B,-53.75303545598531,-19.2320570551413,C,A,1
Bisexual,Single,65.05367096856678,-70.71911699965642,54.603625330594916,202.27713800839467,A,88.2105382453815,C,-7.052948913495094,169.10912636838725,B,B,1
